E(MeV)	Mg-nat
3.87740E-02	3.63264
3.87741E-02	3.63597
3.87763E-02	3.73303
3.87775E-02	3.79574
3.87785E-02	3.8478
3.87810E-02	4.00143
3.87814E-02	4.0283
3.87844E-02	4.2365
3.87902E-02	4.70126
3.87915E-02	4.79864
3.87947E-02	5.04474
3.87976E-02	5.24731
3.87985E-02	5.29954
3.88005E-02	5.41664
3.88029E-02	5.52445
3.88055E-02	5.61319
3.88056E-02	5.61531
3.88082E-02	5.67527
3.88090E-02	5.6851
3.88109E-02	5.70939
3.88125E-02	5.71668
3.88145E-02	5.72547
3.88160E-02	5.72204
3.88198E-02	5.71306
3.88213E-02	5.7029
3.88265E-02	5.66522
3.88269E-02	5.66205
3.88305E-02	5.61781
3.88320E-02	5.58893
3.88341E-02	5.54902
3.88376E-02	5.44335
3.88380E-02	5.428
3.88403E-02	5.33369
3.88420E-02	5.24634
3.88430E-02	5.19652
3.88460E-02	5.00844
3.88465E-02	4.9754
3.88499E-02	4.73795
3.88537E-02	4.46226
3.88554E-02	4.34198
3.88576E-02	4.20016
3.88590E-02	4.11085
3.88615E-02	3.96973
3.88621E-02	3.93791
3.88651E-02	3.7895
3.88654E-02	3.77911
3.88682E-02	3.66199
3.88693E-02	3.62315
3.88713E-02	3.54986
3.88751E-02	3.426
3.88774E-02	3.35083
3.88848E-02	3.12873
3.88925E-02	2.89569
3.88927E-02	2.89006
3.88983E-02	2.73187
3.88988E-02	2.71783
3.89022E-02	2.63417
3.89034E-02	2.60404
3.89061E-02	2.54823
3.89065E-02	2.53973
3.89095E-02	2.48789
3.89101E-02	2.47804
3.89125E-02	2.4473
3.89142E-02	2.42539
3.89155E-02	2.41405
3.89184E-02	2.3883
3.89185E-02	2.38761
3.89215E-02	2.3688
3.89245E-02	2.35011
3.89246E-02	2.34934
3.89275E-02	2.33483
3.89305E-02	2.31982
3.89332E-02	2.3065
3.89367E-02	2.289
3.89403E-02	2.27167
3.89439E-02	2.25447
3.89510E-02	2.22023
3.89629E-02	2.16333
3.89700E-02	2.12926
3.89771E-02	2.09528
3.89890E-02	2.03876
3.90032E-02	1.97102
3.90133E-02	1.92324
3.90186E-02	1.89806
3.90239E-02	1.87292
3.90279E-02	1.85411
3.90285E-02	1.85124
3.90319E-02	1.83792
3.90359E-02	1.82225
3.90368E-02	1.81852
3.90399E-02	1.81093
3.90439E-02	1.801
3.90444E-02	1.7997
3.90505E-02	1.79411
3.90545E-02	1.79045
3.90771E-02	1.7874
3.90850E-02	1.78635
3.90890E-02	1.78584
3.90930E-02	1.78536
3.90979E-02	1.78481
3.91028E-02	1.78428
3.91061E-02	1.78395
3.91193E-02	1.78264
3.92932E-02	1.7654
3.93030E-02	1.76444
3.93137E-02	1.76341
3.94633E-02	1.74927
3.94740E-02	1.74826
3.94962E-02	1.7462
3.99430E-02	1.70478
4.01830E-02	1.69454
4.09690E-02	1.66104
4.32090E-02	1.48794
4.59620E-02	1.31161
4.76060E-02	1.2061
5.06360E-02	0.888153
5.07630E-02	0.866169
5.22660E-02	0.606291
5.29294E-02	0.418378
5.29411E-02	0.415054
5.29495E-02	0.412693
5.29570E-02	0.410588
5.29769E-02	0.404984
5.32870E-02	0.317694
5.35442E-02	0.237988
5.35670E-02	0.230915
5.37526E-02	0.16358
5.37619E-02	0.160891
5.37722E-02	0.159124
5.37866E-02	0.158241
5.39806E-02	0.152237
5.39914E-02	0.152573
5.39985E-02	0.153489
5.40089E-02	0.155857
5.42061E-02	0.213431
5.42160E-02	0.216348
5.42245E-02	0.218837
5.42249E-02	0.21901
5.42314E-02	0.221463
5.42367E-02	0.224263
5.42384E-02	0.225173
5.42436E-02	0.229072
5.42488E-02	0.234004
5.42557E-02	0.241826
5.42940E-02	0.290286
5.44261E-02	0.459441
5.44365E-02	0.475512
5.44434E-02	0.488697
5.44534E-02	0.512011
5.46416E-02	0.998782
5.46516E-02	1.02825
5.46617E-02	1.06323
5.46816E-02	1.14461
5.47063E-02	1.2484
5.47181E-02	1.29774
5.47270E-02	1.3351
5.47419E-02	1.39787
5.48480E-02	1.8451
5.48580E-02	1.89301
5.48647E-02	1.93448
5.48706E-02	1.98251
5.48786E-02	2.06212
5.48944E-02	2.248
5.50212E-02	3.78279
5.50317E-02	3.92278
5.50400E-02	4.05355
5.50422E-02	4.08859
5.50579E-02	4.38032
5.51883E-02	6.9304
5.51962E-02	7.10566
5.52040E-02	7.32117
5.52107E-02	7.54757
5.52174E-02	7.80585
5.52909E-02	10.9123
5.52990E-02	11.2745
5.53043E-02	11.5132
5.53110E-02	11.8568
5.53199E-02	12.3803
5.53360E-02	13.4291
5.53378E-02	13.5475
5.54215E-02	19.1372
5.54406E-02	20.4125
5.54500E-02	21.1179
5.54540E-02	21.4179
5.54659E-02	22.4733
5.55489E-02	30.6027
5.55490E-02	30.615
5.55630E-02	32.0788
5.55769E-02	33.5294
5.55895E-02	34.8493
5.56030E-02	36.4363
5.56469E-02	42.147
5.56570E-02	43.2902
5.56689E-02	44.3374
5.56867E-02	45.5774
5.57045E-02	46.5348
5.57110E-02	46.8103
5.57401E-02	48.0446
5.57480E-02	48.1752
5.57505E-02	48.2169
5.57572E-02	48.1142
5.57676E-02	47.6659
5.57831E-02	46.6867
5.57935E-02	45.8555
5.58350E-02	41.8992
5.58530E-02	40.4842
5.58590E-02	40.0496
5.58980E-02	37.2248
5.59070E-02	36.6346
5.59307E-02	35.3361
5.60020E-02	31.6797
5.60980E-02	26.3282
5.61235E-02	25.0807
5.61384E-02	24.3492
5.62021E-02	21.2287
5.62170E-02	20.57
5.62327E-02	20.0188
5.63114E-02	17.5879
5.63736E-02	15.6676
5.63840E-02	15.3881
5.63981E-02	15.091
5.65292E-02	12.7854
5.65420E-02	12.5601
5.65575E-02	12.288
5.65959E-02	11.6127
5.66100E-02	11.3882
5.66324E-02	11.114
5.67666E-02	9.6238
5.67890E-02	9.39487
5.68121E-02	9.2314
5.71580E-02	7.07933
5.71917E-02	6.93617
5.72020E-02	6.89235
5.72290E-02	6.77768
5.74265E-02	5.93893
5.75160E-02	5.57069
5.77365E-02	5.12461
5.79570E-02	4.69179
5.80120E-02	4.6383
5.80660E-02	4.5858
5.84755E-02	4.18817
5.85930E-02	4.07408
5.93290E-02	3.43945
5.97040E-02	3.23834
6.02720E-02	2.93387
6.13880E-02	2.70157
6.26660E-02	2.52792
6.39040E-02	2.33552
6.41510E-02	2.29715
6.46688E-02	2.24496
6.46840E-02	2.24343
6.46962E-02	2.24222
6.49643E-02	2.21572
6.49735E-02	2.21482
6.49795E-02	2.21424
6.49841E-02	2.21381
6.49887E-02	2.2134
6.49933E-02	2.213
6.50009E-02	2.21235
6.50131E-02	2.21134
6.50557E-02	2.20784
6.50649E-02	2.20711
6.50709E-02	2.20664
6.50740E-02	2.20642
6.50761E-02	2.20615
6.50825E-02	2.20536
6.50910E-02	2.20433
6.51165E-02	2.20133
6.51271E-02	2.2001
6.51335E-02	2.19941
6.51378E-02	2.19898
6.51420E-02	2.19859
6.51466E-02	2.19822
6.51512E-02	2.19788
6.51573E-02	2.19749
6.51726E-02	2.1966
6.52008E-02	2.19498
6.52154E-02	2.19408
6.52227E-02	2.19356
6.52276E-02	2.19315
6.52324E-02	2.19268
6.52397E-02	2.19186
6.52495E-02	2.19061
6.52592E-02	2.18928
6.52666E-02	2.1882
6.52690E-02	2.18782
6.52763E-02	2.18746
6.52836E-02	2.18701
6.52909E-02	2.18646
6.52964E-02	2.18598
6.53019E-02	2.18542
6.53092E-02	2.18457
6.53202E-02	2.18316
6.53312E-02	2.18167
6.53320E-02	2.18155
6.53385E-02	2.18102
6.53494E-02	2.18004
6.53695E-02	2.17816
6.53750E-02	2.17768
6.53787E-02	2.17739
6.53823E-02	2.17713
6.53860E-02	2.17691
6.53892E-02	2.17652
6.53924E-02	2.17617
6.53966E-02	2.17573
6.54009E-02	2.17533
6.54072E-02	2.17477
6.54285E-02	2.17297
6.54413E-02	2.1719
6.54476E-02	2.17138
6.54540E-02	2.17088
6.54605E-02	2.1704
6.54671E-02	2.16993
6.54802E-02	2.16903
6.54900E-02	2.16837
6.54966E-02	2.16795
6.55015E-02	2.16765
6.55030E-02	2.16756
6.55064E-02	2.16726
6.55113E-02	2.16684
6.55162E-02	2.16644
6.55260E-02	2.16565
6.58730E-02	2.13808
6.67720E-02	2.06708
6.69223E-02	2.10329
6.69275E-02	2.10455
6.69348E-02	2.10631
6.69429E-02	2.10827
6.69546E-02	2.11112
6.72923E-02	2.19372
6.72977E-02	2.1968
6.73074E-02	2.20241
6.73131E-02	2.20573
6.73132E-02	2.20584
6.73191E-02	2.21111
6.73249E-02	2.21641
6.73288E-02	2.21995
6.73366E-02	2.22705
6.73756E-02	2.26265
6.74146E-02	2.29825
6.74224E-02	2.30539
6.74263E-02	2.30898
6.74302E-02	2.3126
6.74341E-02	2.31624
6.74380E-02	2.31993
6.74420E-02	2.32378
6.74461E-02	2.32767
6.74514E-02	2.33292
6.74568E-02	2.3382
6.74622E-02	2.34352
6.74676E-02	2.34889
6.74705E-02	2.35186
6.74716E-02	2.35277
6.74756E-02	2.35617
6.74797E-02	2.35966
6.74837E-02	2.36326
6.74878E-02	2.36696
6.74919E-02	2.37074
6.74973E-02	2.37586
6.75082E-02	2.38623
6.75355E-02	2.41244
6.75408E-02	2.41637
6.75476E-02	2.42151
6.75517E-02	2.42472
6.75558E-02	2.42813
6.75585E-02	2.43056
6.75612E-02	2.43316
6.75639E-02	2.43597
6.75666E-02	2.43901
6.75691E-02	2.44197
6.75713E-02	2.44478
6.75736E-02	2.44799
6.75746E-02	2.44872
6.75778E-02	2.45159
6.75822E-02	2.45577
6.75877E-02	2.46139
6.75905E-02	2.46442
6.76008E-02	2.4816
6.76046E-02	2.48795
6.76130E-02	2.51911
6.76139E-02	2.5246
6.76183E-02	2.55052
6.76214E-02	2.56936
6.76227E-02	2.57868
6.76260E-02	2.60364
6.76292E-02	2.62926
6.76325E-02	2.65571
6.76358E-02	2.68314
6.76390E-02	2.71073
6.76420E-02	2.73749
6.76460E-02	2.77406
6.76557E-02	2.86393
6.76580E-02	2.88454
6.76609E-02	2.91809
6.76636E-02	2.94958
6.76678E-02	3.00982
6.76678E-02	3.01119
6.76721E-02	3.08921
6.76763E-02	3.18779
6.76763E-02	3.18961
6.76805E-02	3.31179
6.76815E-02	3.34654
6.76833E-02	3.41024
6.76849E-02	3.47537
6.76861E-02	3.52339
6.76884E-02	3.62743
6.76889E-02	3.65366
6.76918E-02	3.80446
6.76918E-02	3.80835
6.76946E-02	3.98041
6.76967E-02	4.1308
6.76970E-02	4.15447
6.76988E-02	4.29978
6.77009E-02	4.48801
6.77021E-02	4.60973
6.77030E-02	4.69632
6.77053E-02	4.94047
6.77075E-02	5.20501
6.77090E-02	5.39412
6.77105E-02	5.58338
6.77180E-02	6.56445
6.77191E-02	6.69725
6.77210E-02	6.91793
6.77233E-02	7.14819
6.77242E-02	7.2279
6.77255E-02	7.33881
6.77279E-02	7.49101
6.77292E-02	7.54714
6.77297E-02	7.56642
6.77315E-02	7.60526
6.77324E-02	7.61087
6.77342E-02	7.59407
6.77343E-02	7.5922
6.77361E-02	7.53883
6.77379E-02	7.44689
6.77394E-02	7.34162
6.77397E-02	7.3195
6.77415E-02	7.15804
6.77433E-02	6.96624
6.77460E-02	6.62937
6.77461E-02	6.61616
6.77487E-02	6.24473
6.77529E-02	5.60874
6.77533E-02	5.54586
6.77572E-02	4.92719
6.77579E-02	4.82583
6.77598E-02	4.55751
6.77616E-02	4.29769
6.77630E-02	4.12065
6.77635E-02	4.05594
6.77654E-02	3.83353
6.77669E-02	3.66435
6.77677E-02	3.58484
6.77688E-02	3.48021
6.77707E-02	3.31644
6.77725E-02	3.17739
6.77726E-02	3.17255
6.77744E-02	3.04614
6.77763E-02	2.9367
6.77773E-02	2.88962
6.77782E-02	2.842
6.77801E-02	2.76038
6.77819E-02	2.69078
6.77820E-02	2.68881
6.77838E-02	2.63064
6.77857E-02	2.57969
6.77868E-02	2.55642
6.77885E-02	2.51694
6.77913E-02	2.46838
6.77915E-02	2.46596
6.77941E-02	2.43024
6.77963E-02	2.4096
6.77975E-02	2.39643
6.78005E-02	2.37476
6.78010E-02	2.3725
6.78028E-02	2.36225
6.78058E-02	2.35152
6.78066E-02	2.34783
6.78105E-02	2.33906
6.78112E-02	2.3372
6.78153E-02	2.33248
6.78172E-02	2.3292
6.78200E-02	2.32823
6.78259E-02	2.32321
6.78263E-02	2.32272
6.78319E-02	2.32039
6.78390E-02	2.31467
6.78450E-02	2.3098
6.78480E-02	2.30855
6.78500E-02	2.3085
6.78506E-02	2.30871
6.78520E-02	2.307
6.78540E-02	2.30553
6.78556E-02	2.30507
6.78566E-02	2.30521
6.78574E-02	2.30392
6.78592E-02	2.30167
6.78609E-02	2.30022
6.78627E-02	2.29951
6.78645E-02	2.2995
6.78657E-02	2.29991
6.78663E-02	2.2992
6.78681E-02	2.29749
6.78693E-02	2.29661
6.78716E-02	2.29538
6.78740E-02	2.29471
6.78748E-02	2.29463
6.78764E-02	2.29308
6.78788E-02	2.29107
6.78823E-02	2.28854
6.78847E-02	2.28715
6.78871E-02	2.28598
6.78894E-02	2.28503
6.78918E-02	2.28433
6.78930E-02	2.2841
6.78942E-02	2.28296
6.78966E-02	2.28091
6.78989E-02	2.27908
6.79013E-02	2.27747
6.79037E-02	2.27603
6.79061E-02	2.27475
6.79084E-02	2.2736
6.79120E-02	2.27207
6.79156E-02	2.27074
6.79168E-02	2.27035
6.79179E-02	2.26962
6.79203E-02	2.26824
6.79215E-02	2.2676
6.79227E-02	2.26679
6.79251E-02	2.26529
6.79268E-02	2.26424
6.79286E-02	2.26327
6.79304E-02	2.26237
6.79310E-02	2.26209
6.79323E-02	2.26098
6.79342E-02	2.2594
6.79361E-02	2.2579
6.79380E-02	2.25648
6.79399E-02	2.25513
6.79418E-02	2.25384
6.79437E-02	2.25261
6.79462E-02	2.25103
6.79487E-02	2.24952
6.79512E-02	2.24805
6.79563E-02	2.24518
6.79664E-02	2.23957
6.80728E-02	2.18091
6.80803E-02	2.17674
6.80854E-02	2.17397
6.80905E-02	2.17122
6.80955E-02	2.16851
6.81005E-02	2.16583
6.81080E-02	2.16189
6.81081E-02	2.16189
6.81232E-02	2.16128
6.82339E-02	2.15694
6.82465E-02	2.15646
6.82540E-02	2.15619
6.82614E-02	2.15594
6.82738E-02	2.15555
6.95210E-02	2.11806
7.04667E-02	2.07707
7.04846E-02	2.0763
7.04935E-02	2.07592
7.05024E-02	2.07556
7.05158E-02	2.07505
7.06362E-02	2.07047
7.06496E-02	2.06997
7.06563E-02	2.06974
7.06630E-02	2.06953
7.06692E-02	2.0691
7.06755E-02	2.06868
7.06880E-02	2.06788
7.07411E-02	2.06453
7.07505E-02	2.06396
7.07567E-02	2.06361
7.07630E-02	2.0633
7.07679E-02	2.06309
7.07728E-02	2.06291
7.07825E-02	2.0626
7.08166E-02	2.06163
7.08239E-02	2.06145
7.08288E-02	2.06136
7.08337E-02	2.06131
7.08386E-02	2.06133
7.08437E-02	2.06141
7.08571E-02	2.06178
7.08612E-02	2.06184
7.08652E-02	2.06184
7.08692E-02	2.06175
7.08733E-02	2.06159
7.08773E-02	2.06133
7.08800E-02	2.06112
7.08840E-02	2.06072
7.08881E-02	2.06077
7.08921E-02	2.06075
7.08962E-02	2.06066
7.09023E-02	2.06045
7.09084E-02	2.06014
7.09124E-02	2.05987
7.09165E-02	2.05956
7.09206E-02	2.05918
7.09246E-02	2.05876
7.09307E-02	2.05804
7.09388E-02	2.05707
7.09429E-02	2.05663
7.09460E-02	2.05635
7.09490E-02	2.0561
7.09517E-02	2.05593
7.09544E-02	2.05579
7.09571E-02	2.05569
7.09597E-02	2.05561
7.09638E-02	2.05554
7.09678E-02	2.0555
7.09732E-02	2.05548
7.09786E-02	2.05549
7.09839E-02	2.05553
7.09893E-02	2.05558
7.09920E-02	2.05562
7.09936E-02	2.05551
7.09983E-02	2.05518
7.10031E-02	2.05488
7.10110E-02	2.05441
7.10300E-02	2.05332
7.10459E-02	2.05243
7.10522E-02	2.05208
7.10585E-02	2.05174
7.10649E-02	2.05143
7.10712E-02	2.05113
7.10807E-02	2.05071
7.11441E-02	2.04803
7.18030E-02	2.02015
7.37790E-02	1.93698
7.56880E-02	1.85628
7.85070E-02	1.74794
7.92630E-02	1.71907
8.31600E-02	1.64673
8.53419E-02	1.58885
8.54370E-02	1.58632
8.64819E-02	1.55863
8.64962E-02	1.55825
8.65034E-02	1.55807
8.65106E-02	1.5579
8.65154E-02	1.55779
8.65226E-02	1.55764
8.65298E-02	1.5575
8.65490E-02	1.55713
8.66352E-02	1.5555
8.66448E-02	1.55533
8.66496E-02	1.55525
8.66544E-02	1.55519
8.66580E-02	1.55515
8.66616E-02	1.55513
8.66640E-02	1.55512
8.66658E-02	1.55504
8.66693E-02	1.5549
8.66746E-02	1.5547
8.66781E-02	1.55458
8.66852E-02	1.55436
8.67064E-02	1.55376
8.67487E-02	1.55257
8.67558E-02	1.55238
8.67629E-02	1.55223
8.67682E-02	1.55216
8.67717E-02	1.55214
8.67752E-02	1.55216
8.67770E-02	1.55218
8.67790E-02	1.55203
8.67831E-02	1.55176
8.67872E-02	1.55154
8.67933E-02	1.55126
8.68014E-02	1.55094
8.68136E-02	1.55052
8.68217E-02	1.55028
8.68278E-02	1.55016
8.68318E-02	1.55015
8.68359E-02	1.5502
8.68400E-02	1.55033
8.68420E-02	1.55044
8.68440E-02	1.5502
8.68481E-02	1.54982
8.68522E-02	1.54952
8.68583E-02	1.54919
8.68684E-02	1.54882
8.68826E-02	1.54844
8.68928E-02	1.5483
8.68989E-02	1.54837
8.69050E-02	1.54863
8.69070E-02	1.5488
8.69119E-02	1.54859
8.69192E-02	1.54858
8.69363E-02	1.54896
8.69436E-02	1.54889
8.69506E-02	1.54856
8.69599E-02	1.54772
8.69635E-02	1.54729
8.69876E-02	1.5475
8.70061E-02	1.54811
8.70131E-02	1.54794
8.70177E-02	1.54744
8.70228E-02	1.54642
8.70257E-02	1.5456
8.70264E-02	1.54561
8.70285E-02	1.54546
8.70314E-02	1.54591
8.70371E-02	1.54622
8.70427E-02	1.54597
8.70484E-02	1.5453
8.70541E-02	1.54434
8.70683E-02	1.54435
8.70740E-02	1.54411
8.70769E-02	1.54381
8.70797E-02	1.54439
8.70840E-02	1.54489
8.70882E-02	1.54501
8.70925E-02	1.54474
8.70968E-02	1.54416
8.70996E-02	1.54365
8.71067E-02	1.54247
8.71110E-02	1.54195
8.71143E-02	1.54174
8.71175E-02	1.54171
8.71207E-02	1.54186
8.71240E-02	1.54216
8.71273E-02	1.54259
8.71289E-02	1.54287
8.71321E-02	1.54246
8.71370E-02	1.54201
8.71409E-02	1.54178
8.71449E-02	1.54166
8.71475E-02	1.54166
8.71501E-02	1.54174
8.71527E-02	1.54191
8.71547E-02	1.5421
8.71557E-02	1.54222
8.71567E-02	1.54204
8.71587E-02	1.54171
8.71610E-02	1.54143
8.71632E-02	1.54123
8.71655E-02	1.54109
8.71677E-02	1.54102
8.71700E-02	1.541
8.71722E-02	1.54103
8.71745E-02	1.54111
8.71775E-02	1.54125
8.71805E-02	1.54144
8.71825E-02	1.54158
8.71850E-02	1.54148
8.71910E-02	1.54129
8.72240E-02	1.54036
8.72360E-02	1.54004
8.72420E-02	1.53991
8.72465E-02	1.53982
8.72510E-02	1.53975
8.72540E-02	1.53972
8.72559E-02	1.53963
8.72597E-02	1.53946
8.72635E-02	1.5393
8.72692E-02	1.53909
8.72767E-02	1.53884
8.72843E-02	1.53861
8.77163E-02	1.5255
8.77238E-02	1.52528
8.77314E-02	1.52506
8.77371E-02	1.52489
8.77427E-02	1.52474
8.77463E-02	1.52464
8.77536E-02	1.52445
8.77628E-02	1.52422
8.86750E-02	1.5013
9.02147E-02	1.46232
9.50300E-02	1.33626
1.00220E-01	1.23144
1.05990E-01	1.1152
1.19020E-01	0.789956
1.25247E-01	0.634591
1.31630E-01	0.480067
1.32960E-01	0.447858
1.39440E-01	0.327775
1.41690E-01	0.286
1.44370E-01	0.228272
1.46466E-01	0.1923
1.46490E-01	0.191884
1.46519E-01	0.191392
1.46900E-01	0.184974
1.47108E-01	0.183714
1.47118E-01	0.183651
1.47126E-01	0.183614
1.47133E-01	0.183582
1.47138E-01	0.183563
1.47140E-01	0.183559
1.47144E-01	0.183525
1.47151E-01	0.18347
1.47158E-01	0.18342
1.47169E-01	0.183354
1.47289E-01	0.182684
1.47391E-01	0.182119
1.47409E-01	0.18203
1.47420E-01	0.18199
1.47430E-01	0.181913
1.47440E-01	0.181846
1.47520E-01	0.181383
1.47560E-01	0.181163
1.47575E-01	0.181109
1.47580E-01	0.181105
1.47588E-01	0.181039
1.47604E-01	0.180952
1.47682E-01	0.180649
1.47694E-01	0.180574
1.47702E-01	0.180494
1.47710E-01	0.180377
1.47718E-01	0.180382
1.47725E-01	0.180356
1.47732E-01	0.180309
1.47750E-01	0.180147
1.47755E-01	0.180142
1.47772E-01	0.18009
1.47780E-01	0.180034
1.47789E-01	0.179941
1.47790E-01	0.179921
1.47797E-01	0.179938
1.47806E-01	0.17992
1.47817E-01	0.179854
1.47868E-01	0.179445
1.47879E-01	0.179376
1.47887E-01	0.179346
1.47895E-01	0.179343
1.47897E-01	0.17932
1.47904E-01	0.179256
1.47917E-01	0.179159
1.47966E-01	0.178894
1.47979E-01	0.178825
1.47990E-01	0.178783
1.48000E-01	0.178757
1.48008E-01	0.178684
1.48017E-01	0.178623
1.48034E-01	0.17852
1.48146E-01	0.177892
1.48160E-01	0.177819
1.48169E-01	0.177782
1.48177E-01	0.177753
1.48180E-01	0.177747
1.48183E-01	0.177725
1.48191E-01	0.177667
1.48200E-01	0.177618
1.48214E-01	0.177548
1.48450E-01	0.176454
1.48506E-01	0.177945
1.48523E-01	0.178394
1.48534E-01	0.178696
1.48548E-01	0.179072
1.48556E-01	0.179297
1.48589E-01	0.180208
1.49752E-01	0.212592
1.49850E-01	0.215321
1.49990E-01	0.219215
1.50210E-01	0.225538
1.52180E-01	0.335176
1.54790E-01	0.494281
1.55010E-01	0.515445
1.57610E-01	0.766004
1.58030E-01	0.83045
1.59290E-01	1.02416
1.59470E-01	1.05183
1.60425E-01	1.1979
1.61380E-01	1.34397
1.64560E-01	2.07383
1.64780E-01	2.12438
1.67870E-01	3.20835
1.69340E-01	4.01938
1.70540E-01	4.68136
1.73000E-01	6.36799
1.73320E-01	6.58745
1.75230E-01	7.96735
1.76200E-01	8.66789
1.79080E-01	10.9427
1.79690E-01	11.388
1.80830E-01	12.2201
1.82560E-01	13.162
1.82580E-01	13.1729
1.84330E-01	13.9309
1.85590E-01	14.1677
1.86290E-01	14.2991
1.88699E-01	14.2369
1.89575E-01	14.2142
1.94210E-01	13.2178
1.95300E-01	12.9447
1.97410E-01	12.416
2.00800E-01	11.398
2.03900E-01	10.6093
2.05230E-01	10.2711
2.09650E-01	9.33954
2.15850E-01	8.41992
2.18710E-01	7.99587
2.23030E-01	7.43266
2.27150E-01	7.10414
2.40430E-01	6.04562
2.44040E-01	5.82978
2.48040E-01	5.59069
2.61240E-01	5.12288
2.72420E-01	4.72675
2.79710E-01	4.57323
2.85050E-01	4.46081
2.93250E-01	4.32195
2.96630E-01	4.26462
2.97232E-01	4.25462
2.97332E-01	4.25295
2.97357E-01	4.25254
2.97382E-01	4.25214
2.97633E-01	4.24826
2.97667E-01	4.24775
2.97683E-01	4.2475
2.97696E-01	4.24734
2.97709E-01	4.24719
2.97718E-01	4.2471
2.97735E-01	4.24693
2.97805E-01	4.24634
2.97962E-01	4.24503
2.97980E-01	4.2449
2.97993E-01	4.24471
2.98108E-01	4.24313
2.98364E-01	4.23964
2.98390E-01	4.23931
2.98432E-01	4.23883
2.98528E-01	4.2378
2.98549E-01	4.2376
2.98571E-01	4.23746
2.98605E-01	4.23733
2.98706E-01	4.23706
2.98729E-01	4.23692
2.98746E-01	4.23673
2.98763E-01	4.23644
2.98785E-01	4.23598
2.98889E-01	4.23364
2.98909E-01	4.23314
2.98920E-01	4.2328
2.98941E-01	4.23208
2.98961E-01	4.23128
2.99044E-01	4.22792
2.99085E-01	4.22633
2.99219E-01	4.22437
2.99240E-01	4.22401
2.99250E-01	4.22379
2.99256E-01	4.22376
2.99273E-01	4.22359
2.99295E-01	4.22331
2.99323E-01	4.22289
2.99340E-01	4.22259
2.99357E-01	4.22225
2.99396E-01	4.22137
2.99408E-01	4.22114
2.99416E-01	4.22099
2.99424E-01	4.22087
2.99430E-01	4.22081
2.99432E-01	4.22074
2.99440E-01	4.22056
2.99448E-01	4.2204
2.99455E-01	4.22026
2.99465E-01	4.2201
2.99480E-01	4.21989
2.99560E-01	4.21885
2.99590E-01	4.21847
2.99620E-01	4.21923
2.99700E-01	4.22127
2.99720E-01	4.22179
2.99730E-01	4.22206
2.99740E-01	4.22234
2.99750E-01	4.22262
2.99758E-01	4.22287
2.99767E-01	4.22313
2.99778E-01	4.22349
2.99795E-01	4.22404
3.00076E-01	4.23329
3.00110E-01	4.23441
3.00139E-01	4.2354
3.01818E-01	4.29188
3.02690E-01	4.32128
3.03880E-01	4.26301
3.08562E-01	4.03288
3.14570E-01	3.96678
3.31650E-01	3.77905
3.34510E-01	3.76337
3.48570E-01	3.68628
3.49620E-01	3.65381
3.52665E-01	3.56004
3.52694E-01	3.55915
3.52723E-01	3.55826
3.53292E-01	3.54126
3.53328E-01	3.54018
3.53350E-01	3.53955
3.53368E-01	3.53906
3.53370E-01	3.53899
3.53385E-01	3.54256
3.53577E-01	3.58837
3.53604E-01	3.59463
3.53621E-01	3.59881
3.53638E-01	3.60286
3.53662E-01	3.60874
3.53735E-01	3.62629
3.53769E-01	3.65599
3.53826E-01	3.75244
3.53841E-01	3.78061
3.53866E-01	3.82642
3.53882E-01	3.85697
3.53898E-01	3.88637
3.53920E-01	3.92876
3.54025E-01	4.12671
3.54054E-01	4.18209
3.54077E-01	4.2426
3.54094E-01	4.31514
3.54100E-01	4.35126
3.54112E-01	4.42648
3.54122E-01	4.512
3.54124E-01	4.52206
3.54146E-01	4.72766
3.54147E-01	4.74527
3.54171E-01	4.99524
3.54177E-01	5.06254
3.54195E-01	5.27936
3.54243E-01	5.91706
3.54260E-01	6.1247
3.54278E-01	6.28713
3.54295E-01	6.39214
3.54310E-01	6.44831
3.54317E-01	6.46148
3.54330E-01	6.48342
3.54340E-01	6.48793
3.54360E-01	6.46688
3.54370E-01	6.43635
3.54380E-01	6.38354
3.54387E-01	6.34723
3.54400E-01	6.24718
3.54412E-01	6.11789
3.54421E-01	6.0155
3.54438E-01	5.77569
3.54480E-01	5.0927
3.54492E-01	4.91248
3.54505E-01	4.76104
3.54518E-01	4.63949
3.54530E-01	4.54455
3.54530E-01	4.54214
3.54556E-01	4.38596
3.54590E-01	4.19795
3.54606E-01	4.10905
3.54612E-01	4.08017
3.54628E-01	4.00937
3.54632E-01	3.99202
3.54648E-01	3.93658
3.54651E-01	3.92893
3.54671E-01	3.88435
3.54765E-01	3.76165
3.54839E-01	3.67311
3.54870E-01	3.63557
3.54874E-01	3.6303
3.54901E-01	3.61308
3.54904E-01	3.61107
3.55005E-01	3.60448
3.55063E-01	3.60392
3.55073E-01	3.60392
3.55097E-01	3.60389
3.55112E-01	3.60383
3.55128E-01	3.60373
3.55151E-01	3.60351
3.55214E-01	3.60275
3.55331E-01	3.60132
3.55347E-01	3.60115
3.55362E-01	3.601
3.55370E-01	3.60095
3.55374E-01	3.60085
3.55386E-01	3.60059
3.55402E-01	3.60028
3.55435E-01	3.59969
3.55581E-01	3.59715
3.55597E-01	3.59687
3.55614E-01	3.59661
3.55626E-01	3.59643
3.55636E-01	3.59629
