E(MeV)	mcnp/Co-59:1			
0.04731507	11.13991821			
0.04731806	12.98469743			
0.04732105	15.14672464			
0.04732404	17.60606127			
0.04733301	25.91039225			
0.047336	28.48263183			
0.047339	30.65758798			
0.04734199	32.26674904			
0.04734498	33.22715675			
0.04734797	33.52544317			
0.04735096	33.22182458			
0.04735395	32.42900024			
0.04735694	31.28267931			
0.04736578	27.00385951			
0.04737433	23.03737661			
0.04738288	19.88504711			
0.04738858	18.22441672			
0.04739713	16.25809746			
0.04740283	15.21681801			
0.04741423	13.59146951			
0.04741993	12.95072766			
0.04743133	11.91355668			
0.04744273	11.11347102			
0.04745984	10.2090823			
0.04748834	9.18060786			
0.04752255	8.371359453			
0.04756816	7.663227886			
0.04761376	7.174840103			
0.04768218	6.654311016			
0.04769358	6.583704847			
0.04769928	6.549406517			
0.04770498	6.516642385			
0.04770783	6.503033877			
0.04770925	6.49827919			
0.04771068	6.495963128			
0.04771353	6.503874782			
0.04771638	6.538529103			
0.04771923	6.607358687			
0.04772208	6.700377261			
0.04772636	6.808056337			
0.0477277	6.814637746			
0.047728	6.813760534			
0.04773063	6.76962288			
0.04773598	6.556465476			
0.04773986	6.41732462			
0.0477418	6.370763875			
0.04774375	6.337720397			
0.04774569	6.314805477			
0.04774763	6.298207326			
0.04774957	6.285203552			
0.04775152	6.274014517			
0.0477554	6.254033804			
0.04775929	6.23507506			
0.04779037	6.094315143			
0.04791469	5.636852057			
0.04794577	5.540394911			
0.04795354	5.51733726			
0.04795548	5.512085171			
0.04795742	5.507571277			
0.04795936	5.504528395			
0.04796131	5.504134694			
0.04796325	5.50797022			
0.04796519	5.517660463			
0.04796908	5.557193812			
0.04797297	5.608415778			
0.04797679	5.629528319			
0.047977	5.629106466			
0.04797897	5.616380829			
0.04797934	5.612323634			
0.04798008	5.60282907			
0.04798155	5.579500886			
0.04798598	5.496956565			
0.04798893	5.452640116			
0.04799187	5.423533527			
0.04799334	5.413577069			
0.04799482	5.405697966			
0.04799629	5.399347963			
0.04799777	5.393917869			
0.04800072	5.384615971			
0.04800661	5.367996524			
0.04801251	5.351875718			
0.04802431	5.320180798			
0.04816583	4.977605763			
0.04844887	4.416171932			
0.04854322	4.250099076			
0.04892061	3.631869134			
0.049298	3.016654954			
0.04941593	2.793736523			
0.04943952	2.734013465			
0.04945131	2.693947846			
0.04945721	2.667293421			
0.04946016	2.651070324			
0.04946311	2.632298859			
0.04946605	2.612203452			
0.04946752	2.603377062			
0.049469	2.597585465			
0.04947195	2.608531564			
0.0494749	2.682657919			
0.04947785	2.862508622			
0.0494808	3.156981054			
0.04948375	3.501247715			
0.04948559	3.685081232			
0.04948596	3.715377758			
0.04948715	3.793084239			
0.04948793	3.825843516			
0.04948899	3.845650084			
0.04949154	3.780870353			
0.04949409	3.597734947			
0.04949748	3.297830315			
0.04950088	3.055182485			
0.04950257	2.971283355			
0.04950427	2.908971568			
0.04950597	2.864082123			
0.04950767	2.831769928			
0.04950936	2.808121878			
0.04951106	2.789920699			
0.04951446	2.763173959			
0.04952804	2.699401919			
0.04954162	2.656881407			
0.0496231	2.479941425			
0.04963668	2.457031527			
0.04965026	2.440085273			
0.04966384	2.437865139			
0.04967063	2.452383052			
0.04967742	2.498960649			
0.04968081	2.554022961			
0.04968421	2.666609554			
0.0496859	2.765133904			
0.0496876	2.913037846			
0.0496893	3.132420229			
0.049691	3.451152608			
0.04969269	3.896052743			
0.04969439	4.497473858			
0.04969609	5.263816371			
0.04969864	6.679772894			
0.04970246	8.933964306			
0.04970374	9.540362405			
0.04970519	10.03433984			
0.049707	10.28779841			
0.0497076	10.27454357			
0.04970941	9.945806886			
0.04971071	9.470590004			
0.04971267	8.479921949			
0.04971724	5.81039967			
0.04971854	5.153494096			
0.04971985	4.58157341			
0.04972115	4.10816201			
0.04972246	3.722062514			
0.04972376	3.41962808			
0.04972507	3.183679059			
0.04972637	3.004790085			
0.04972768	2.867940147			
0.04973029	2.685217173			
0.0497329	2.575158933			
0.04973551	2.503640059			
0.04974073	2.415017812			
0.04974595	2.359815316			
0.04976161	2.264718582			
0.04979293	2.157572083			
0.04987646	1.94328246			
0.04995999	1.729586184			
0.05008528	1.371101696			
0.05012704	1.23733761			
0.05021057	0.94392876			
0.05031498	0.547437508			
0.05033586	0.477493786			
0.0503463	0.447612854			
0.05035152	0.434777083			
0.05035674	0.431109165			
0.05035935	0.443992194			
0.05036196	0.483794593			
0.05036457	0.572689389			
0.05036718	0.73267125			
0.05036979	0.967308614			
0.0503724	1.241704949			
0.05037566	1.524217329			
0.05037746	1.59622296			
0.050378	1.602313505			
0.05037861	1.600181626			
0.05038132	1.482078152			
0.05038428	1.210700627			
0.05038626	1.005742757			
0.05038823	0.821690779			
0.05039021	0.67543385			
0.05039218	0.573087486			
0.05039416	0.508338815			
0.05039811	0.454744378			
0.05040206	0.448800584			
0.05040996	0.475883489			
0.05041786	0.526203925			
0.05042576	0.600372569			
0.05043366	0.703662713			
0.05044156	0.84324598			
0.05044551	0.929957959			
0.05044946	1.030283874			
0.05045341	1.146118773			
0.05045736	1.279511344			
0.05046131	1.432818129			
0.05046526	1.608793747			
0.05046921	1.810626461			
0.05047316	2.041972597			
0.05047711	2.3070028			
0.05048106	2.610450894			
0.05048501	2.95765559			
0.05048896	3.354582747			
0.05049291	3.807824722			
0.05049686	4.324611746			
0.05050081	4.912866072			
0.05050476	5.581067408			
0.05050796	6.186690626			
0.05051116	6.853816433			
0.05051757	8.384693872			
0.05052397	10.17875506			
0.05053038	12.2261968			
0.05054959	18.88296849			
0.050556	20.73499051			
0.0505624	22.09369315			
0.05056881	22.84909614			
0.05057521	22.9818131			
0.05058162	22.5630577			
0.05058802	21.72121208			
0.05061271	17.02403659			
0.05062912	14.13495456			
0.05063459	13.30971739			
0.05064553	11.86428985			
0.05066195	10.13904172			
0.0506729	9.21654756			
0.05068384	8.441456144			
0.05069479	7.784619082			
0.05070573	7.224611945			
0.05072762	6.325164644			
0.05073857	5.960638801			
0.05076046	5.360933748			
0.05078235	4.888276249			
0.05080423	4.50659247			
0.05082612	4.196995771			
0.05084801	3.944455695			
0.0508699	3.737818383			
0.05089179	3.57247641			
0.05091368	3.452187244			
0.05093009	3.423833389			
0.05093557	3.481341044			
0.0509383	3.574877529			
0.05094104	3.780220352			
0.0509424	3.952164749			
0.05094377	4.191742816			
0.05094514	4.512818668			
0.05094651	4.927461268			
0.05094787	5.437210071			
0.05094924	6.045006526			
0.05095403	8.522345542			
0.0509554	9.133618543			
0.05095643	9.498448287			
0.05095746	9.758349228			
0.05095861	9.9058147			
0.050959	9.919472254			
0.05096054	9.791641911			
0.05096231	9.312682901			
0.05096349	8.834217722			
0.05096526	7.964171917			
0.0509688	6.126190114			
0.05096998	5.590837678			
0.05097116	5.122230389			
0.05097234	4.72549673			
0.05097352	4.399514585			
0.0509747	4.138677768			
0.05097588	3.934691212			
0.05097706	3.778137344			
0.05097942	3.570803775			
0.05098178	3.454386145			
0.05098414	3.387320178			
0.05098886	3.318263912			
0.0509983	3.261325561			
0.05101718	3.230171613			
0.05103607	3.244719872			
0.05107384	3.366006227			
0.05111161	3.607860377			
0.05113049	3.780204065			
0.05114938	3.996786618			
0.05116826	4.260637186			
0.05118715	4.578626572			
0.05120603	4.958079096			
0.05122492	5.405734033			
0.05123436	5.658106613			
0.05123908	5.794140375			
0.0512438	5.943255604			
0.05124616	6.029698118			
0.05124852	6.131840413			
0.05125324	6.409548053			
0.0512556	6.585692425			
0.05126032	6.936055013			
0.05126254	7.053821259			
0.051263	7.072168061			
0.05126577	7.13759598			
0.05126823	7.144232524			
0.05127069	7.131232479			
0.05127316	7.126798109			
0.05127562	7.147923904			
0.05127809	7.198142814			
0.05128055	7.27160694			
0.05128302	7.360995788			
0.05129288	7.780991078			
0.05130274	8.252356916			
0.05133139	9.822972121			
0.05136005	11.73352839			
0.05138871	14.0141087			
0.05141737	16.64932451			
0.05144602	19.55927189			
0.05147468	22.58295836			
0.05150334	25.47299844			
0.051532	27.93868703			
0.05156065	29.71945526			
0.05158931	30.66598728			
0.05161797	30.77493328			
0.05164663	30.17092259			
0.05167528	29.03983841			
0.0517326	25.99454735			
0.05180291	22.09573445			
0.05184457	20.02999809			
0.05188622	18.21016417			
0.05192788	16.62755008			
0.05196953	15.25765009			
0.05201119	14.0699758			
0.05205285	13.03621583			
0.05213616	11.33301793			
0.05217782	10.62379902			
0.05226113	9.415204142			
0.0523861	7.968836828			
0.05251107	6.785416057			
0.05255272	6.423402565			
0.05276101	4.618041163			
0.05280266	4.208090583			
0.05284432	3.754096649			
0.05286514	3.503900818			
0.0529068	2.939318688			
0.05293804	2.443531214			
0.05296928	1.862674482			
0.05297969	1.648454839			
0.05300052	1.192543626			
0.05301094	0.957115138			
0.05302135	0.726749434			
0.05303177	0.51560848			
0.05303697	0.425926472			
0.05304218	0.35401122			
0.05304739	0.307750184			
0.0530526	0.297397106			
0.0530578	0.336738943			
0.05306301	0.445307811			
0.05306561	0.533517141			
0.05306822	0.650368131			
0.05307082	0.799861923			
0.05307343	0.988761612			
0.05307603	1.221974419			
0.05307863	1.507331084			
0.05308123	1.852917643			
0.05308384	2.269460563			
0.05308644	2.7636091			
0.05308905	3.349717509			
0.05309165	4.034148545			
0.05309426	4.83294265			
0.05309649	5.611637909			
0.05309872	6.484444747			
0.05310095	7.454846929			
0.05310319	8.529010109			
0.05310542	9.695442933			
0.05310766	10.95899199			
0.05311213	13.71234023			
0.05311659	16.65276706			
0.05312106	19.60344354			
0.05312553	22.33312802			
0.05313	24.62628451			
0.05313446	26.32098649			
0.05313893	27.35385421			
0.0531434	27.7416403			
0.05314787	27.58057398			
0.05315233	27.01072258			
0.0531568	26.16874974			
0.05317199	22.56147166			
0.05317825	21.10425324			
0.05319077	18.56705608			
0.05319702	17.49938424			
0.05320954	15.70974473			
0.05322205	14.29811531			
0.05324083	12.68770896			
0.05326587	11.17274249			
0.05327838	10.59041607			
0.05330342	9.664542684			
0.05334097	8.676589197			
0.05336601	8.189346756			
0.05339104	7.792840047			
0.0534411	7.200446523			
0.05349117	6.799263574			
0.05351621	6.656075064			
0.05352872	6.599525602			
0.05354124	6.560345876			
0.05354437	6.564288083			
0.0535475	6.595517375			
0.05355063	6.691997308			
0.05355376	6.9130354			
0.05355689	7.308425943			
0.05356002	7.850511949			
0.05356393	8.486747424			
0.05356628	8.673779693			
0.053567	8.686804305			
0.05356827	8.655951369			
0.05356937	8.575917408			
0.05357215	8.197952854			
0.05357437	7.798340935			
0.05357659	7.402704108			
0.0535788	7.071865064			
0.05358102	6.827520065			
0.05358324	6.667166791			
0.05358546	6.57132016			
0.05358767	6.517987087			
0.05358989	6.488966196			
0.05359433	6.463537467			
0.0536032	6.447593857			
0.05362094	6.449047382			
0.05365643	6.52784393			
0.05367417	6.607637536			
0.05370966	6.854802627			
0.05374514	7.244934901			
0.05378063	7.82130413			
0.05381612	8.637925776			
0.05385161	9.75776522			
0.05387865	10.86191586			
0.0539057	12.22149278			
0.05393275	13.85123446			
0.0539598	15.74836346			
0.0540139	20.04812694			
0.05404095	22.16233589			
0.054068	23.9897305			
0.05409504	25.32613617			
0.05412209	26.04877342			
0.05414914	26.14208262			
0.05417619	25.69018087			
0.05420324	24.82815921			
0.05425734	22.48775499			
0.05431794	19.72556589			
0.05435149	18.32980554			
0.05441859	15.95308868			
0.05445214	14.96447854			
0.05451924	13.32184384			
0.05458635	12.03239341			
0.054687	10.56528166			
0.05482121	9.172364748			
0.05488831	8.630913703			
0.05502251	7.750209348			
0.05515672	7.05062677			
0.05535803	6.200095117			
0.05582774	4.542648065			
0.05589485	4.297438178			
0.05616326	3.213776744			
0.05623036	2.976124331			
0.05626391	2.90704264			
0.05628069	2.897867122			
0.05629747	2.916483156			
0.05631424	2.971998437			
0.05633102	3.078703574			
0.05634779	3.256261267			
0.05636457	3.527880632			
0.05637295	3.710054423			
0.05638134	3.934546436			
0.05638973	4.206488128			
0.05639812	4.533493346			
0.05640651	4.924833859			
0.0564149	5.391038999			
0.05642329	5.944525204			
0.05643168	6.599991944			
0.05644384	7.749150458			
0.05645601	9.160295975			
0.05646817	10.85129154			
0.056529	21.14687566			
0.05654116	22.48674047			
0.05655333	23.25871599			
0.05656549	23.46652035			
0.05657766	23.17488939			
0.05660199	21.70206498			
0.05664301	18.39750551			
0.0566597	17.14049788			
0.05668474	15.48330291			
0.05670978	14.11682468			
0.05671812	13.72103158			
0.05672647	13.35542658			
0.05673481	13.03803528			
0.05673898	12.93987092			
0.05674107	12.93755912			
0.05674316	12.99558035			
0.05674733	13.41854139			
0.05674942	13.840567			
0.05675672	16.01442671			
0.05675933	16.50280584			
0.056761	16.56728231			
0.0567641	16.11680847			
0.05676869	14.52761276			
0.05677	14.02482341			
0.05677262	13.12213715			
0.05677524	12.43551646			
0.05677786	11.97055338			
0.05678048	11.67489944			
0.05678311	11.48485929			
0.05678835	11.2504769			
0.0567936	11.07986622			
0.05680409	10.78724193			
0.05683556	10.05617773			
0.05688801	9.122322829			
0.05697192	8.067471119			
0.05705584	7.325296693			
0.0570978	7.029683912			
0.05718171	6.536724746			
0.05726563	6.135066219			
0.05737052	5.719419555			
0.0573915	5.646385			
0.05740199	5.613293512			
0.05740723	5.60163756			
0.05740985	5.60200334			
0.05741248	5.615118087			
0.0574151	5.656359916			
0.05741772	5.751808758			
0.05742034	5.934926526			
0.05742297	6.233011615			
0.05743083	7.455364843			
0.05743313	7.626419257			
0.057434	7.640058033			
0.05743699	7.465672597			
0.05743945	7.117638921			
0.0574419	6.690047356			
0.05744436	6.278948215			
0.05744681	5.951790464			
0.05744927	5.725079422			
0.05745172	5.586887426			
0.05745418	5.509082387			
0.05745663	5.467155944			
0.05745909	5.443293525			
0.057464	5.416045123			
0.05747382	5.378672306			
0.05749346	5.313773955			
0.0575524	5.135415848			
0.05774885	4.60549897			
0.05786672	4.319252973			
0.05790601	4.232501492			
0.0579453	4.159870477			
0.05797476	4.131188001			
0.05799441	4.15016018			
0.05800423	4.187202269			
0.05801896	4.324141889			
0.05802388	4.415151345			
0.05802879	4.550412623			
0.0580337	4.759860016			
0.05803615	4.908991201			
0.05803861	5.104206211			
0.05804106	5.36262221			
0.05804352	5.714041562			
0.05804597	6.195026148			
0.05804843	6.862834606			
0.05805088	7.776005595			
0.05805211	8.348270566			
0.05805334	9.005655505			
0.05805579	10.58052701			
0.05805702	11.49988285			
0.05805948	13.54188229			
0.05806402	17.42204172			
0.05806487	18.04865553			
0.05806743	19.49748892			
0.05806829	19.79856084			
0.05807	20.07282588			
0.0580717	19.90053777			
0.05807255	19.65228603			
0.05807383	19.09178191			
0.05807512	18.32912737			
0.05807597	17.73770115			
0.05808133	13.26854837			
0.05808313	11.80797293			
0.05808404	11.12266394			
0.05808584	9.895983295			
0.05808765	8.847044052			
0.05808945	7.983503553			
0.05809126	7.278191576			
0.05809306	6.715013156			
0.05809486	6.264644372			
0.05809666	5.904035663			
0.05809847	5.612129119			
0.05810208	5.181379344			
0.05810569	4.883790848			
0.05810929	4.669007143			
0.05811651	4.3809601			
0.05812012	4.280473071			
0.05813455	4.020785257			
0.05814176	3.937737125			
0.05816341	3.770029619			
0.05819227	3.625199556			
0.05824999	3.418898038			
0.05827885	3.328746558			
0.05828245	3.318397545			
0.05828606	3.310513433			
0.05828786	3.309055835			
0.05828967	3.310845183			
0.05829147	3.317612883			
0.05829328	3.331485881			
0.05829688	3.386893596			
0.05830229	3.527744886			
0.058308	3.613813105			
0.05831307	3.52441117			
0.05831786	3.369969148			
0.05832265	3.256224391			
0.05832504	3.223417822			
0.05832744	3.202005453			
0.05832983	3.187789474			
0.05833223	3.177335789			
0.05833702	3.160878668			
0.0583466	3.13142558			
0.05838491	3.017811923			
0.05853817	2.559739466			
0.05869143	2.101485303			
0.05876806	1.90859327			
0.05880637	1.839338368			
0.05884469	1.803743179			
0.058883	1.821651906			
0.05889258	1.839941922			
0.05889737	1.860163797			
0.05889976	1.882055354			
0.05890216	1.92390029			
0.05890455	2.00231148			
0.05890695	2.141235212			
0.05890934	2.362809191			
0.05891174	2.679463331			
0.05891653	3.482093637			
0.05891952	3.890896646			
0.058922	4.035061733			
0.05892329	4.021910456			
0.05892451	3.954827729			
0.05892759	3.597879724			
0.05893004	3.214830538			
0.0589325	2.842099832			
0.05893495	2.543960922			
0.05893741	2.338727027			
0.05893986	2.217948206			
0.05894232	2.156993119			
0.05894477	2.133144248			
0.05894723	2.129369005			
0.05895214	2.147497462			
0.05896197	2.215950369			
0.05898161	2.414210281			
0.05900126	2.68802771			
0.0590209	3.048616621			
0.05904055	3.518229297			
0.05906019	4.120526555			
0.05907984	4.878015648			
0.05909072	5.374868696			
0.05910161	5.938993037			
0.05911249	6.570708712			
0.05912338	7.280396312			
0.05914515	8.908253135			
0.05916692	10.80022311			
0.05918869	12.89944524			
0.05921046	15.0776249			
0.05923223	17.15144472			
0.059254	18.91940149			
0.05927577	20.21717454			
0.05929754	20.96399703			
0.05931931	21.17501047			
0.05934108	20.93787464			
0.05936285	20.3660718			
0.05944739	16.98180646			
0.05950509	14.74744857			
0.05956278	12.90629332			
0.05960125	11.88195537			
0.05965895	10.59267526			
0.05973589	9.19866274			
0.05979358	8.320483907			
0.05988976	7.090413561			
0.05992822	6.723144479			
0.05995707	6.591436068			
0.0599763	6.660683879			
0.05998592	6.781785921			
0.05999554	6.992167689			
0.06000516	7.327784784			
0.06001477	7.837033891			
0.06002439	8.602449704			
0.0600292	9.116097382			
0.06003401	9.738649902			
0.06003882	10.48903652			
0.06004363	11.38756307			
0.06004942	12.6937257			
0.06005522	14.27630004			
0.06006101	16.14660259			
0.06006681	18.29544718			
0.0600784	23.07429344			
0.0600842	25.41186506			
0.06009	27.45942373			
0.06009579	29.0222209			
0.06010159	29.97290545			
0.06010738	30.26928608			
0.06011318	29.96581249			
0.06011897	29.18500718			
0.06013057	26.80443128			
0.0601436	23.79825927			
0.06015083	22.23372473			
0.06016529	19.54478317			
0.06017252	18.42539701			
0.06018698	16.57389621			
0.06020145	15.13382355			
0.06022314	13.52110157			
0.06025207	12.0318852			
0.06026653	11.46541991			
0.06029545	10.57047266			
0.06032438	9.892758196			
0.06036777	9.131839919			
0.06042562	8.397712291			
0.06049793	7.728824773			
0.06054132	7.408520358			
0.06055578	7.31196167			
0.06056301	7.266262745			
0.06057025	7.225161288			
0.06057386	7.212118678			
0.06057748	7.219639372			
0.06058109	7.286389627			
0.06058471	7.489809058			
0.06058832	7.91971415			
0.06059646	9.43700289			
0.06059895	9.687897805			
0.0606	9.716258912			
0.06060153	9.668482061			
0.06060508	9.201875183			
0.06060934	8.328230884			
0.06061219	7.804789845			
0.06061503	7.428957545			
0.06061787	7.195968897			
0.06062071	7.065402021			
0.06062356	6.993926293			
0.0606264	6.951968296			
0.06062924	6.922989672			
0.06063493	6.878820935			
0.0606463	6.806551879			
0.06066904	6.679992405			
0.06073728	6.342834995			
0.06078277	6.135173747			
0.06098747	5.229385067			
0.0610557	4.89360034			
0.06112393	4.509096824			
0.06121491	3.883243387			
0.0612604	3.553590836			
0.06127177	3.487908003			
0.06129452	3.429212912			
0.06130589	3.47728409			
0.06131157	3.568519381			
0.06131441	3.660150416			
0.06131726	3.799757106			
0.06132295	4.207385368			
0.06132792	4.538715175			
0.061329	4.585108125			
0.06133293	4.663125752			
0.06133888	4.677678538			
0.06134364	4.826006122			
0.0613484	5.168291628			
0.06135316	5.678696405			
0.06135792	6.34460818			
0.06136268	7.182427577			
0.06136744	8.221511364			
0.06137238	9.545654717			
0.06137733	11.15023441			
0.06138227	13.03703372			
0.06138722	15.1888367			
0.06139216	17.52531705			
0.06139711	19.93060651			
0.06140205	22.22496414			
0.061407	24.2288253			
0.06141194	25.76713001			
0.06141689	26.73861755			
0.06142183	27.11297936			
0.06142678	26.94323716			
0.06143172	26.33797625			
0.06144161	24.3456016			
0.06145066	22.20606734			
0.06146299	19.46451121			
0.06147532	17.2083928			
0.06148764	15.43646034			
0.06149586	14.47079125			
0.0615123	12.93988481			
0.06152051	12.33089989			
0.06153695	11.33777008			
0.06156161	10.24583562			
0.06157805	9.696566976			
0.06161092	8.874374141			
0.06166023	8.043631991			
0.06170955	7.483726714			
0.06177529	6.962966938			
0.06187391	6.431640247			
0.06192322	6.229347254			
0.06193966	6.168374648			
0.06194377	6.154090521			
0.06194788	6.142291853			
0.06194993	6.139275804			
0.06195199	6.14066525			
0.06195404	6.149794028			
0.0619561	6.171460914			
0.06196021	6.273479361			
0.06196432	6.468654139			
0.0619674	6.644175856			
0.06197048	6.780289479			
0.06197277	6.818986963			
0.061973	6.819180342			
0.06197436	6.806080744			
0.06197616	6.753346438			
0.06198068	6.50407166			
0.06198429	6.290177589			
0.0619879	6.137302511			
0.06199151	6.051801091			
0.06199331	6.027026483			
0.06199512	6.009550178			
0.06199692	5.99692149			
0.06199873	5.987112848			
0.06200235	5.971792961			
0.06200957	5.946687471			
0.06201679	5.923472141			
0.06203124	5.879481212			
0.06206013	5.796840913			
0.06214682	5.574284792			
0.0622624	5.31472636			
0.06234908	5.135305539			
0.06237798	5.078631615			
0.06239242	5.053536012			
0.06239964	5.044048745			
0.06240687	5.042214805			
0.06241048	5.052431972			
0.06241409	5.089151664			
0.0624177	5.195552807			
0.06242132	5.453729477			
0.06242312	5.669259585			
0.06242493	5.955056251			
0.06242854	6.705858721			
0.06243215	7.51218084			
0.06243441	7.885322661			
0.062437	8.058710055			
0.06243851	8.011215694			
0.06243994	7.868697527			
0.06244165	7.593821669			
0.06244965	5.890593725			
0.06245194	5.552476181			
0.06245423	5.318187041			
0.06245652	5.168039715			
0.0624588	5.077124658			
0.06246109	5.022631023			
0.06246567	4.967494751			
0.06247482	4.920010373			
0.06249312	4.865344638			
0.06251142	4.82105199			
0.06254801	4.738905559			
0.06255258	4.728825243			
0.06255716	4.719275006			
0.06255944	4.71537098			
0.06256173	4.713090702			
0.06256402	4.71426838			
0.06256631	4.721982504			
0.06256859	4.740536072			
0.06257088	4.77511411			
0.06257546	4.903308984			
0.06257774	4.989350382			
0.06258289	5.150535807			
0.0625848	5.168605308			
0.06258611	5.162748758			
0.06259117	5.021034942			
0.06259695	4.792631228			
0.06259984	4.713537521			
0.06260273	4.663742925			
0.06260562	4.635055027			
0.06260852	4.618352146			
0.06261141	4.60741305			
0.0626143	4.598816944			
0.06262008	4.583741299			
0.06263165	4.555119616			
0.06267791	4.440676144			
0.06270104	4.381349948			
0.06272417	4.322772225			
0.06273573	4.300178539			
0.06274151	4.298081961			
0.0627473	4.328299962			
0.06275019	4.384444232			
0.06275308	4.507589741			
0.06275597	4.74794356			
0.06275886	5.158213375			
0.06276175	5.757283512			
0.06276464	6.484042709			
0.06276753	7.178977165			
0.06276934	7.502913882			
0.06277082	7.663488687			
0.062772	7.711902078			
0.06277357	7.661255184			
0.06277488	7.522717423			
0.06277686	7.174124781			
0.06278411	5.429717905			
0.06278674	4.957213271			
0.06278938	4.633343592			
0.06279201	4.432900823			
0.06279465	4.314506417			
0.06279728	4.245130509			
0.06279992	4.201552338			
0.06280519	4.147902657			
0.06281573	4.080535119			
0.06283681	3.979368145			
0.06287898	3.783592423			
0.06292114	3.555362927			
0.06294223	3.421386227			
0.06298439	3.100263518			
0.06300547	2.91066506			
0.0630371	2.613145079			
0.06304764	2.532656445			
0.06305818	2.487728954			
0.06306345	2.490822346			
0.06306873	2.522430421			
0.063074	2.595071591			
0.06307927	2.726902434			
0.06308454	2.945191202			
0.06308717	3.098613332			
0.06308981	3.291099237			
0.06309244	3.529329924			
0.06309508	3.824849206			
0.06309771	4.18682587			
0.06310035	4.631317392			
0.06310298	5.169950118			
0.06310562	5.823269826			
0.06310826	6.606460375			
0.0631109	7.535648403			
0.06311403	8.844053358			
0.06311717	10.39126797			
0.06312031	12.16355958			
0.06312658	16.19011009			
0.06312972	18.27533817			
0.06313286	20.24496944			
0.063136	21.9668477			
0.06313913	23.32190315			
0.06314227	24.24057044			
0.06314541	24.6889671			
0.06314855	24.68900491			
0.06315168	24.30548525			
0.06315796	22.73661917			
0.06316397	20.76973013			
0.06317261	17.97682837			
0.06318125	15.65885327			
0.06318701	14.41020678			
0.06319565	12.91154847			
0.06320141	12.11069028			
0.06321292	10.85470657			
0.06321868	10.35707067			
0.0632302	9.550108481			
0.06324172	8.927383099			
0.06325899	8.225715559			
0.06328779	7.432009121			
0.06332234	6.816928968			
0.06334538	6.523946409			
0.06337993	6.190153686			
0.06343752	5.802600821			
0.06350663	5.486270961			
0.06359877	5.193125296			
0.06376002	4.829808596			
0.06380609	4.729197571			
0.06382912	4.668769478			
0.06385216	4.583386025			
0.06386368	4.513957726			
0.06386944	4.461482286			
0.06387232	4.427464076			
0.0638752	4.388110125			
0.06387808	4.347906599			
0.06388096	4.321033999			
0.06388384	4.336899393			
0.06388672	4.43892317			
0.0638896	4.668101633			
0.06389248	5.031811705			
0.06389392	5.249957856			
0.06389752	5.79836292			
0.063899	5.982222462			
0.06389938	6.022405619			
0.0639009	6.14884125			
0.06390261	6.219259219			
0.06390547	6.170384859			
0.0639089	5.915678948			
0.06391118	5.70045169			
0.06391347	5.494174636			
0.06391576	5.320266372			
0.06391805	5.185492021			
0.06392033	5.086632302			
0.06392262	5.014889346			
0.0639249	4.96278595			
0.06392719	4.923393883			
0.06393176	4.867358628			
0.06393634	4.827486644			
0.06394548	4.771242822			
0.06397293	4.674887914			
0.0640461	4.53759805			
0.06426561	4.263530683			
0.06433878	4.169942203			
0.06437536	4.112988525			
0.06441195	4.033123184			
0.06443024	3.97058286			
0.06443939	3.925288047			
0.06444854	3.859691712			
0.06445311	3.813844858			
0.06445768	3.753633483			
0.06445996	3.717238536			
0.06446225	3.67797838			
0.06446454	3.641208779			
0.06446683	3.618569565			
0.06446911	3.630655337			
0.0644714	3.707752602			
0.06447369	3.885001495			
0.06447598	4.190702669			
0.06447826	4.627705403			
0.06448341	5.871241811			
0.064486	6.389366828			
0.06448643	6.454769843			
0.06448771	6.606269771			
0.06448912	6.693088604			
0.06449137	6.658897076			
0.06449362	6.447424081			
0.06449587	6.126153114			
0.06450037	5.433283803			
0.06450262	5.152953638			
0.06450488	4.93617419			
0.06450713	4.778535964			
0.06450938	4.665987974			
0.06451163	4.585266647			
0.06451388	4.525769137			
0.06451838	4.443616745			
0.06452289	4.387446009			
0.06453189	4.311787186			
0.0645409	4.261644704			
0.06455891	4.195004596			
0.06457692	4.149007893			
0.06463095	4.059379454			
0.06491911	3.773509515			
0.06535135	3.371353775			
0.06545941	3.241265241			
0.06553145	3.121743147			
0.06556747	3.026922371			
0.06557647	2.99356881			
0.06559448	2.897596717			
0.06560349	2.821123813			
0.06560799	2.769054229			
0.06561249	2.702959923			
0.06561699	2.624746158			
0.06561924	2.589629784			
0.0656215	2.571074782			
0.06562375	2.58955876			
0.065626	2.673631413			
0.06562825	2.856244431			
0.0656305	3.164764161			
0.06563275	3.606870346			
0.065635	4.157561604			
0.06563725	4.754916682			
0.06563951	5.312524573			
0.065641	5.611260403			
0.06564174	5.730709033			
0.06564249	5.82938289			
0.06564463	5.977223523			
0.06564678	5.928676245			
0.06564821	5.802845536			
0.06565107	5.403522939			
0.06565393	4.931188014			
0.06565679	4.500622307			
0.06565965	4.165396787			
0.06566251	3.928303244			
0.06566538	3.767038531			
0.06566824	3.657271969			
0.0656711	3.578927496			
0.06567683	3.472735125			
0.06568255	3.401507328			
0.06569973	3.272650801			
0.06571118	3.21751531			
0.06573408	3.138186469			
0.06577987	3.025897368			
0.06587146	2.842106518			
0.06596305	2.649124415			
0.06603174	2.479449965			
0.06610044	2.274846184			
0.06616913	2.023529932			
0.06623782	1.737970529			
0.06626072	1.657438038			
0.06627217	1.63008713			
