E(MeV)	pendfb7/Pd106:1	
1.19117000E-10	13.1187571	
1.19122000E-10	13.1185226	
1.19620000E-10	13.0959126	
1.21657000E-10	13.0051198	
1.22688000E-10	12.9591662	
1.23208000E-10	12.9359889	
1.23213000E-10	12.93577	
1.23728000E-10	12.9139553	
1.25834000E-10	12.8247478	
1.26901000E-10	12.779551	
1.27439000E-10	12.7571716	
1.27445000E-10	12.756922	
1.27977000E-10	12.7355075	
1.29062000E-10	12.6918331	
1.30156000E-10	12.6477965	
1.30707000E-10	12.6256171	
1.31815000E-10	12.5818249	
1.31821000E-10	12.5815878	
1.32372000E-10	12.5605127	
1.34626000E-10	12.4743	
1.36342000E-10	12.409853	
1.36348000E-10	12.4096276	
1.36918000E-10	12.3889095	
1.38664000E-10	12.3254466	
1.39249000E-10	12.3045737	
1.40429000E-10	12.2624711	
1.41024000E-10	12.2412414	
1.41031000E-10	12.2409917	
1.41620000E-10	12.2206512	
1.42820000E-10	12.1792104	
1.44031000E-10	12.1381619	
1.45867000E-10	12.0759282	
1.45874000E-10	12.0756909	
1.46483000E-10	12.0557097	
1.47104000E-10	12.0353348	
1.48977000E-10	11.9750198	
1.50877000E-10	11.9138353	
1.50883000E-10	11.9136421	
1.51513000E-10	11.8940034	
1.52798000E-10	11.8546996	
1.54093000E-10	11.81509	
1.56058000E-10	11.7549873	
1.56065000E-10	11.7547771	
1.56717000E-10	11.7358337	
1.59385000E-10	11.658317	
1.60736000E-10	11.6190647	
1.61417000E-10	11.5996423	
1.61425000E-10	11.5994141	
1.62099000E-10	11.5808148	
1.64858000E-10	11.5046789	
1.65557000E-10	11.4853897	
1.66256000E-10	11.4664572	
1.66961000E-10	11.4473622	
1.66968000E-10	11.4471726	
1.67665000E-10	11.4289051	
1.69087000E-10	11.3916364	
1.70520000E-10	11.3540794	
1.72694000E-10	11.2981631	
1.72702000E-10	11.2979573	
1.73423000E-10	11.2800482	
1.75635000E-10	11.2251039	
1.76376000E-10	11.2070435	
1.77871000E-10	11.1706059	
1.79379000E-10	11.1338515	
1.79387000E-10	11.1336565	
1.80899000E-10	11.0981327	
1.82433000E-10	11.0627802	
1.85539000E-10	10.9911994	
1.86325000E-10	10.9730852	
1.86334000E-10	10.9728816	
1.87112000E-10	10.9559276	
1.88698000E-10	10.9213658	
1.91911000E-10	10.8513486	
1.93538000E-10	10.8165572	
1.93546000E-10	10.8163862	
1.95178000E-10	10.7827582	
1.96833000E-10	10.7486562	
1.97667000E-10	10.7314713	
1.98501000E-10	10.7146127	
2.01032000E-10	10.6634508	
2.01041000E-10	10.6632689	
2.01881000E-10	10.6469032	
2.03592000E-10	10.6135679	
2.05318000E-10	10.5805875	
2.07059000E-10	10.5473205	
2.08814000E-10	10.513786	
2.08823000E-10	10.513614	
2.09699000E-10	10.4974782	
2.12369000E-10	10.4492528	
2.14169000E-10	10.4167413	
2.15985000E-10	10.3839408	
2.16900000E-10	10.3677271	
2.16910000E-10	10.3675499	
2.17816000E-10	10.3520815	
2.19662000E-10	10.3205643	
2.22463000E-10	10.272742	
2.23402000E-10	10.2570184	
2.25296000E-10	10.2253033	
2.25306000E-10	10.2251358	
2.27206000E-10	10.1944743	
2.29132000E-10	10.1633932	
2.31074000E-10	10.1326616	
2.33033000E-10	10.1016609	
2.34021000E-10	10.086026	
2.34031000E-10	10.0858677	
2.35008000E-10	10.0709653	
2.36004000E-10	10.0557731	
2.39010000E-10	10.0108244	
2.41036000E-10	9.98052972	
2.43079000E-10	9.9499808	
2.43090000E-10	9.94981947	
2.47217000E-10	9.89150314	
2.50370000E-10	9.84694986	
2.51427000E-10	9.83230423	
2.52492000E-10	9.81754776	
2.52503000E-10	9.81739535	
2.53558000E-10	9.80330922	
2.55707000E-10	9.77461623	
2.57875000E-10	9.74566957	
2.60061000E-10	9.71705637	
2.62266000E-10	9.68819447	
2.62277000E-10	9.68805049	
2.64489000E-10	9.66014417	
2.65610000E-10	9.64600178	
2.68992000E-10	9.60418516	
2.72422000E-10	9.56177504	
2.72434000E-10	9.56162667	
2.73572000E-10	9.5480612	
2.75891000E-10	9.52097393	
2.78229000E-10	9.49366472	
2.81777000E-10	9.452222	
2.82967000E-10	9.43859597	
2.82979000E-10	9.43845856	
2.85365000E-10	9.41213306	
2.87784000E-10	9.38544346	
2.90224000E-10	9.35852216	
2.92684000E-10	9.33192081	
2.93925000E-10	9.31850119	
2.93938000E-10	9.31836061	
2.98929000E-10	9.26634183	
3.00191000E-10	9.25345439	
3.02735000E-10	9.22747528	
3.05302000E-10	9.20126129	
3.05315000E-10	9.20112854	
3.07890000E-10	9.17577839	
3.13132000E-10	9.12522565	
3.15786000E-10	9.09963104	
3.17125000E-10	9.08671801	
3.17139000E-10	9.0865857	
3.18463000E-10	9.074528	
3.21163000E-10	9.04993904	
3.26631000E-10	9.00014184	
3.29400000E-10	8.97543397	
3.29414000E-10	8.97530905	
3.32192000E-10	8.95146578	
3.36428000E-10	8.91510866	
3.40712000E-10	8.87909534	
3.43600000E-10	8.85481744	
3.43615000E-10	8.85469135	
3.46513000E-10	8.83129621	
3.56906000E-10	8.74914412	
3.58412000E-10	8.73748302	
3.58428000E-10	8.73735913	
3.61451000E-10	8.71489039	
3.64515000E-10	8.69211691	
3.67605000E-10	8.66915019	
3.73864000E-10	8.62359399	
3.73880000E-10	8.62347753	
3.77033000E-10	8.60143831	
3.78631000E-10	8.59026842	
3.83452000E-10	8.55728234	
3.89981000E-10	8.51260985	
3.89998000E-10	8.51249593	
3.93287000E-10	8.49133822	
4.01678000E-10	8.43736001	
4.03373000E-10	8.42668554	
4.06793000E-10	8.40514767	
4.06811000E-10	8.40503431	
4.10241000E-10	8.38428798	
4.13719000E-10	8.36325132	
4.24329000E-10	8.30044564	
4.24348000E-10	8.30033317	
4.26128000E-10	8.29020889	
4.27926000E-10	8.28020445	
4.31554000E-10	8.26001751	
4.38901000E-10	8.21913729	
4.42622000E-10	8.19887358	
4.42642000E-10	8.19876466	
4.46374000E-10	8.17924287	
4.52066000E-10	8.14946848	
4.53974000E-10	8.13970347	
4.57822000E-10	8.12000966	
4.61703000E-10	8.10014696	
4.61724000E-10	8.10003948	
4.65617000E-10	8.08092942	
4.79583000E-10	8.01388506	
4.81607000E-10	8.00437819	
4.83649000E-10	7.99478676	
4.83670000E-10	7.99468812	
4.85690000E-10	7.98560809	
4.93959000E-10	7.94843837	
5.02369000E-10	7.91146806	
5.06628000E-10	7.89274551	
5.06650000E-10	7.8926488	
5.08775000E-10	7.88370247	
5.10922000E-10	7.87486683	
5.15254000E-10	7.85703916	
5.24026000E-10	7.82093938	
5.28468000E-10	7.80306185	
5.30708000E-10	7.79404662	
5.30732000E-10	7.79395003	
5.39744000E-10	7.75922033	
5.42022000E-10	7.7506389	
5.46617000E-10	7.73332913	
5.51250000E-10	7.71587622	
5.55923000E-10	7.69827261	
5.55948000E-10	7.69818051	
5.70181000E-10	7.64798279	
5.72598000E-10	7.63945838	
5.75015000E-10	7.63112559	
5.79889000E-10	7.61432211	
5.82347000E-10	7.60584798	
5.82373000E-10	7.60575834	
5.89762000E-10	7.58135121	
5.99803000E-10	7.54894678	
6.07452000E-10	7.52426184	
6.10016000E-10	7.51617346	
6.10043000E-10	7.51608829	
6.15187000E-10	7.50057267	
6.20402000E-10	7.48484289	
6.25661000E-10	7.4689804	
6.30965000E-10	7.45335048	
6.41707000E-10	7.42169576	
6.41736000E-10	7.4216103	
6.44427000E-10	7.41403487	
6.52633000E-10	7.39147936	
6.58165000E-10	7.37627377	
6.63744000E-10	7.36093899	
6.69371000E-10	7.34583045	
6.75045000E-10	7.33059572	
6.75075000E-10	7.33051517	
6.83653000E-10	7.30851191	
6.86539000E-10	7.30128447	
6.92358000E-10	7.28671188	
6.98227000E-10	7.27201408	
7.04146000E-10	7.25719106	
7.10115000E-10	7.24259039	
7.10147000E-10	7.24251212	
7.22206000E-10	7.21432982	
7.25267000E-10	7.20717616	
7.28328000E-10	7.20019276	
7.34502000E-10	7.18610733	
7.47007000E-10	7.15757828	
7.47041000E-10	7.15750252	
7.59726000E-10	7.13054608	
7.66166000E-10	7.11686066	
7.69413000E-10	7.10996057	
7.72661000E-10	7.1032237	
7.85816000E-10	7.0759381	
7.89147000E-10	7.06902907	
7.89182000E-10	7.06895648	
7.92477000E-10	7.06244105	
7.99195000E-10	7.04948475	
8.05970000E-10	7.03641853	
8.12802000E-10	7.02324237	
8.16247000E-10	7.01659837	
8.33648000E-10	6.98384976	
8.33685000E-10	6.98378013	
8.40715000E-10	6.97116265	
8.47842000E-10	6.95868905	
8.55029000E-10	6.94611044	
8.62277000E-10	6.93342507	
8.65932000E-10	6.92702813	
8.69587000E-10	6.9207871	
8.80675000E-10	6.901854	
8.80714000E-10	6.90178741	
8.84392000E-10	6.89579573	
8.91889000E-10	6.88358269	
8.99450000E-10	6.87157408	
9.14764000E-10	6.8472519	
9.18641000E-10	6.84109433	
9.30338000E-10	6.82297352	
9.30380000E-10	6.82290845	
9.46178000E-10	6.79959001	
9.54199000E-10	6.78805033	
9.70445000E-10	6.7646775	
9.74558000E-10	6.7587602	
9.78671000E-10	6.75298984	
9.86967000E-10	6.74135092	
9.87011000E-10	6.74128919	
1.00377100E-09	6.71891222	
1.01228000E-09	6.7078426	
1.02086100E-09	6.69667932	
1.02951500E-09	6.68542106	
1.03387900E-09	6.6797438	
1.04704400E-09	6.66304763	
1.04709000E-09	6.66298929	
1.06487100E-09	6.6415136	
1.07389700E-09	6.63089432	
1.09218100E-09	6.60938281	
1.09681100E-09	6.60393551	
1.11077700E-09	6.58792246	
1.11082600E-09	6.58786628	
1.12968900E-09	6.56728823	
1.13926500E-09	6.55711567	
1.15866200E-09	6.53651029	
1.16357300E-09	6.53129335	
1.16848400E-09	6.52621093	
1.18338400E-09	6.51079084	
1.18343600E-09	6.51073702	
1.19845200E-09	6.49596184	
1.20861200E-09	6.48623115	
1.23439900E-09	6.4615338	
1.25011700E-09	6.44687401	
1.26071500E-09	6.43698952	
1.26077100E-09	6.43693729	
1.27140200E-09	6.42751489	
1.28217900E-09	6.41822144	
1.29304800E-09	6.40884866	
1.30953700E-09	6.39462952	
1.31506400E-09	6.38999018	
1.33745400E-09	6.3711961	
1.34879100E-09	6.36167987	
1.34885100E-09	6.36163082	
1.36022500E-09	6.35281063	
1.37175600E-09	6.3438687	
1.38338400E-09	6.33485154	
1.38924700E-09	6.33030496	
1.43089200E-09	6.29888502	
1.44302100E-09	6.28997758	
1.44308500E-09	6.28993058	
1.45525400E-09	6.28145352	
1.46759000E-09	6.27286012	
1.47381000E-09	6.2685272	
1.48003100E-09	6.26431314	
1.49257700E-09	6.25581456	
1.51798900E-09	6.23860064	
1.55037800E-09	6.21725617	
1.55044700E-09	6.2172107	
1.55692100E-09	6.21316325	
1.56352100E-09	6.20903704	
1.57012000E-09	6.2050275	
1.58342900E-09	6.19694097	
1.61038900E-09	6.18056012	
1.62404000E-09	6.17249539	
1.65869100E-09	6.1520243	
1.66569200E-09	6.14800093	
1.66576600E-09	6.14795841	
1.67981200E-09	6.1403094	
1.69405200E-09	6.13255475	
1.70841200E-09	6.12473475	
1.75965500E-09	6.09761865	
1.76708200E-09	6.09379793	
1.79716800E-09	6.07832059	
1.79724800E-09	6.07827944	
1.81240300E-09	6.07089788	
1.82776600E-09	6.06363143	
1.84326000E-09	6.05630302	
1.85888600E-09	6.04891217	
1.86676500E-09	6.04518553	
1.90656100E-09	6.02689928	
1.92272300E-09	6.01947285	
1.93902200E-09	6.0121936	
1.94724000E-09	6.00852339	
1.94732700E-09	6.00848454	
1.95545900E-09	6.00504788	
1.97203500E-09	5.99804272	
1.98039400E-09	5.99451014	
1.98875200E-09	5.9910811	
2.03975800E-09	5.97015487	
2.09207200E-09	5.94930942	
2.10093900E-09	5.94577621	
2.10980700E-09	5.94234271	
2.10990000E-09	5.9423067	
2.14572800E-09	5.92918513	
2.16391700E-09	5.92252362	
2.18226100E-09	5.91600352	
2.22882300E-09	5.89945374	
2.23823000E-09	5.89620736	
2.25720300E-09	5.88965973	
2.27633700E-09	5.88305654	
2.29563400E-09	5.8763971	
2.29573600E-09	5.87636291	
2.33471900E-09	5.86402014	
2.35451000E-09	5.85775393	
2.36449000E-09	5.85459407	
2.41489700E-09	5.83911095	
2.43536800E-09	5.83282303	
2.47683200E-09	5.82046198	
2.49782800E-09	5.81420275	
2.50841500E-09	5.8110466	
2.50852700E-09	5.81101418	
2.56189100E-09	5.79643942	
2.58360800E-09	5.79050808	
2.62759600E-09	5.77885825	
2.66110200E-09	5.76998447	
2.67233300E-09	5.76709901	
2.69498600E-09	5.761279	
2.71783200E-09	5.7554094	
2.74087100E-09	5.74949023	
2.75248800E-09	5.7465936	
2.75261000E-09	5.74656318	
2.76410500E-09	5.74386025	
2.81116600E-09	5.73279432	
2.82308200E-09	5.72999239	
2.83499700E-09	5.72727706	
2.85902900E-09	5.72180036	
2.90770600E-09	5.71070726	
2.95721300E-09	5.69976839	
2.98228100E-09	5.69422947	
2.99492100E-09	5.69143659	
3.00756200E-09	5.68872733	
3.03305700E-09	5.68326315	
3.03319200E-09	5.68323422	
3.05876800E-09	5.67806519	
3.08469700E-09	5.67282482	
3.11084600E-09	5.66770595	
3.13721700E-09	5.66254363	
3.16381100E-09	5.65733765	
3.17722100E-09	5.65471254	
3.27246100E-09	5.63664672	
3.30020200E-09	5.63154576	
3.32817800E-09	5.62640158	
3.35639100E-09	5.62121382	
3.35654000E-09	5.62118642	
3.37061700E-09	5.61874444	
3.38484300E-09	5.61635565	
3.44247300E-09	5.60667859	
3.47165500E-09	5.60177843	
3.50108400E-09	5.5969932	
3.53076300E-09	5.59216732	
3.57578500E-09	5.58484662	
3.62131700E-09	5.57767457	
3.65201500E-09	5.57283912	
3.68297300E-09	5.56796271	
3.71419300E-09	5.56319689	
3.72993600E-09	5.56079368	
3.73010200E-09	5.56076834	
3.74567800E-09	5.55852962	
3.77743100E-09	5.55396579	
3.79344100E-09	5.5516647	
3.84174500E-09	5.54494684	
3.87431100E-09	5.54041774	
3.90715400E-09	5.53585011	
3.97367600E-09	5.52689471	
4.00736100E-09	5.52235992	
4.02434600E-09	5.52007335	
4.04133100E-09	5.51785911	
4.07559000E-09	5.51339297	
4.14498000E-09	5.504347	
4.18011700E-09	5.49990958	
4.18030300E-09	5.49988609	
4.25128700E-09	5.49145625	
4.26930600E-09	5.48931637	
4.32366900E-09	5.48307227	
4.36032100E-09	5.47886245	
4.39728300E-09	5.47461701	
4.47215100E-09	5.46629692	
4.52917700E-09	5.45995961	
4.58684900E-09	5.45375623	
4.62573200E-09	5.44957384	
4.66494400E-09	5.44535607	
4.70448900E-09	5.44123744	
4.70469800E-09	5.44121567	
4.80486600E-09	5.43141016	
4.82514600E-09	5.42949114	
4.90729800E-09	5.42171742	
4.94889700E-09	5.41778108	
5.07582200E-09	5.40616707	
5.09733600E-09	5.40419848	
5.20600300E-09	5.3945798	
5.25013400E-09	5.39067353	
5.29464000E-09	5.38686129	
5.33952200E-09	5.38301684	
5.33976000E-09	5.38299645	
5.40760900E-09	5.3775373	
5.47646600E-09	5.37218533	
5.52289000E-09	5.36857698	
5.56970800E-09	5.36493801	
5.61692200E-09	5.36139175	
5.66453700E-09	5.35781538	
5.73676800E-09	5.35239009	
5.76098000E-09	5.35063211	
5.85906600E-09	5.3435103	
5.90873300E-09	5.33990408	
5.95882100E-09	5.33638723	
6.06027600E-09	5.3292637	
6.08596200E-09	5.3274602	
6.11164800E-09	5.32571551	
6.11192000E-09	5.32569704	
6.21570500E-09	5.31908598	
6.26839500E-09	5.31572965	
6.37512000E-09	5.30916515	
6.45641200E-09	5.304165	
6.48366200E-09	5.30254601	
6.53862400E-09	5.29928058	
6.59405200E-09	5.29598745	
6.64994900E-09	5.29266647	
6.70632100E-09	5.28943031	
6.84941100E-09	5.28121592	
6.87831900E-09	5.27961184	
6.93662700E-09	5.27637639	
6.99542900E-09	5.27311352	
7.05472900E-09	5.26982303	
7.05504300E-09	5.26980618	
7.23566300E-09	5.2607302	
7.26633100E-09	5.25918916	
7.29700000E-09	5.25770192	
7.42123700E-09	5.25167724	
7.48414700E-09	5.24862652	
7.54759000E-09	5.24565651	
7.61157100E-09	5.24266132	
7.67609400E-09	5.23964075	
7.70863000E-09	5.23811762	
7.80678700E-09	5.23368022	
7.93970400E-09	5.22767143	
8.00700900E-09	5.22473222	
8.07488400E-09	5.22176812	
8.17785000E-09	5.2172716	
8.21236600E-09	5.21581504	
8.24717400E-09	5.21434616	
8.24754100E-09	5.21433067	
8.35218900E-09	5.21019752	
8.42299000E-09	5.20740118	
8.49439200E-09	5.20468155	
8.63901600E-09	5.19917297	
8.67563200E-09	5.19777831	
8.78610300E-09	5.19371925	
8.93569400E-09	5.1882228	
9.01144200E-09	5.18553709	
9.08783200E-09	5.18282862	
9.16486900E-09	5.18009721	
9.20371400E-09	5.17871993	
9.24256000E-09	5.17739046	
9.39992200E-09	5.17200487	
9.47960500E-09	5.16927778	
9.72273100E-09	5.16124345	
9.76394000E-09	5.15988165	
9.76437400E-09	5.1598678	
9.80515000E-09	5.15865197	
9.88826800E-09	5.15617362	
9.97209100E-09	5.15367425	
1.00566250E-08	5.15115368	
1.02278470E-08	5.1462329	
1.03582670E-08	5.14248474	
1.04019850E-08	5.14127342	
1.04901630E-08	5.13883021	
1.06687670E-08	5.1338815	
1.07592060E-08	5.13146487	
1.09887700E-08	5.12533067	
1.10351490E-08	5.12413515	
1.13181700E-08	5.11683964	
1.14141140E-08	5.11445309	
1.16084490E-08	5.10961912	
1.16576520E-08	5.10839522	
