E(MeV)	"F-19(N,TOT)"
3.17230E-01	8.54774
3.19468E-01	8.54108
3.20027E-01	8.54038
3.23650E-01	8.53587
3.25000E-01	8.53418
3.29040E-01	8.52915
3.29520E-01	8.52961
3.35000E-01	8.53491
3.35920E-01	8.5358
3.39440E-01	8.51582
3.40000E-01	8.51425
3.43540E-01	8.5043
3.45000E-01	8.5002
3.47434E-01	8.49336
3.48370E-01	8.48925
3.50000E-01	8.47249
3.54390E-01	8.42733
3.54695E-01	8.42565
3.60000E-01	8.39648
3.63160E-01	8.3791
3.65740E-01	8.37938
3.67240E-01	8.374
3.70480E-01	8.36237
3.70810E-01	8.36119
3.70960E-01	8.36041
3.75000E-01	8.37516
3.76210E-01	8.37958
3.77410E-01	8.38397
3.78610E-01	8.39357
3.79410E-01	8.40643
3.80000E-01	8.40757
3.80170E-01	8.4079
3.81570E-01	8.4359
3.81710E-01	8.4387
3.81730E-01	8.4391
3.81850E-01	8.44802
3.82410E-01	8.48966
3.82690E-01	8.51048
3.82884E-01	8.53942
3.82981E-01	8.55389
3.83000E-01	8.55679
3.83021E-01	8.56321
3.83255E-01	8.63384
3.83648E-01	8.75263
3.83680E-01	8.76227
3.83699E-01	8.77556
3.83718E-01	8.78886
3.83731E-01	8.79773
3.83737E-01	8.80636
3.83756E-01	8.83224
3.83781E-01	8.86676
3.83832E-01	8.93582
3.84414E-01	9.80148
3.84433E-01	9.84077
3.84446E-01	9.86697
3.84452E-01	9.88008
3.84455E-01	9.89236
3.84465E-01	9.92921
3.84471E-01	9.9538
3.84474E-01	9.97379
3.84484E-01	10.0338
3.84490E-01	10.0738
3.84499E-01	10.1533
3.84508E-01	10.2329
3.84516E-01	10.3326
3.84525E-01	10.4324
3.84529E-01	10.4905
3.84547E-01	10.723
3.84560E-01	10.8974
3.84586E-01	11.2648
3.84980E-01	16.7749
3.84997E-01	17.0197
3.85015E-01	17.2218
3.85024E-01	17.3228
3.85033E-01	17.3905
3.85041E-01	17.4582
3.85050E-01	17.485
3.85061E-01	17.519
3.85067E-01	17.5081
3.85083E-01	17.4752
3.85094E-01	17.4106
3.85117E-01	17.2812
3.85139E-01	17.1182
3.85250E-01	16.3032
3.85272E-01	16.1402
3.85294E-01	15.9348
3.85305E-01	15.832
3.85311E-01	15.7649
3.85327E-01	15.5635
3.85338E-01	15.4291
3.85350E-01	15.2687
3.85405E-01	14.4661
3.85693E-01	10.1872
3.85716E-01	9.87642
3.85727E-01	9.72106
3.85738E-01	9.58645
3.85743E-01	9.51915
3.85749E-01	9.4639
3.85757E-01	9.38104
3.85760E-01	9.35344
3.85766E-01	9.30644
3.85776E-01	9.23599
3.85776E-01	9.2313
3.85785E-01	9.18423
3.85792E-01	9.1439
3.85798E-01	9.12552
3.85810E-01	9.0796
3.85817E-01	9.05435
3.85829E-01	9.02297
3.85897E-01	8.84136
3.85922E-01	8.77533
3.85935E-01	8.74769
3.85960E-01	8.69243
3.85971E-01	8.66757
3.85982E-01	8.65085
3.86004E-01	8.61643
3.86020E-01	8.59088
3.86026E-01	8.58483
3.86048E-01	8.56133
3.86113E-01	8.49084
3.86157E-01	8.44385
3.86165E-01	8.43513
3.86190E-01	8.41708
3.86223E-01	8.3931
3.86266E-01	8.36114
3.86274E-01	8.35566
3.86310E-01	8.3393
3.86342E-01	8.32463
3.86440E-01	8.28068
3.86521E-01	8.2509
3.86554E-01	8.239
3.86570E-01	8.23305
3.86587E-01	8.23026
3.86638E-01	8.22191
3.87076E-01	8.14956
3.87110E-01	8.144
3.87164E-01	8.14031
3.87432E-01	8.12191
3.87540E-01	8.11455
3.87865E-01	8.10535
3.88190E-01	8.09614
3.88438E-01	8.08915
3.88520E-01	8.08682
3.89010E-01	8.08089
3.90700E-01	8.07195
3.92000E-01	8.06509
3.93820E-01	8.0555
3.97530E-01	8.00942
3.97620E-01	8.00831
3.98960E-01	7.95977
4.00220E-01	7.90315
4.04000E-01	7.73327
4.07690E-01	7.54753
4.08000E-01	7.52262
4.11380E-01	7.26662
4.12000E-01	7.2336
4.12713E-01	7.20993
4.12802E-01	7.20697
4.13425E-01	7.2428
4.14850E-01	7.32471
4.16000E-01	7.68246
4.16760E-01	8.17796
4.16840E-01	8.254
4.16852E-01	8.26531
4.17495E-01	9.14817
4.18230E-01	10.1571
4.19300E-01	12.0724
4.19825E-01	12.6194
4.19964E-01	12.7517
4.20000E-01	12.7862
4.20111E-01	12.8041
4.20360E-01	12.8441
4.20480E-01	12.8504
4.21116E-01	12.5137
4.21469E-01	12.2124
4.21610E-01	12.0776
4.21910E-01	11.7914
4.22000E-01	11.7057
4.22390E-01	11.3344
4.23130E-01	10.6833
4.24000E-01	10.0479
4.24310E-01	9.85488
4.25770E-01	9.12918
4.26900E-01	8.7188
4.27760E-01	8.47164
4.28000E-01	8.40388
4.28590E-01	8.26214
4.30680E-01	7.85386
4.31740E-01	7.68842
4.32000E-01	7.64861
4.34230E-01	7.36358
4.36000E-01	7.17085
4.39180E-01	6.87046
4.39590E-01	6.83711
4.44000E-01	6.4784
4.46090E-01	6.32652
4.49040E-01	6.13665
4.52000E-01	5.94615
4.52208E-01	5.93279
4.56000E-01	5.69285
4.60000E-01	5.43978
4.60985E-01	5.37747
4.61060E-01	5.37229
4.61970E-01	5.30953
4.62193E-01	5.29659
4.65590E-01	5.09909
4.70000E-01	4.86518
4.75000E-01	4.5258
4.75340E-01	4.50273
4.80000E-01	4.35626
4.81580E-01	4.10287
4.84021E-01	4.09093
4.84370E-01	4.08922
4.85000E-01	4.12212
4.86250E-01	4.24708
4.86320E-01	4.2571
4.86500E-01	4.28285
4.87000E-01	4.36345
4.87820E-01	4.53511
4.88170E-01	4.6036
4.89000E-01	4.79705
4.89920E-01	5.05335
4.90430E-01	5.21148
4.90940E-01	5.36961
4.91250E-01	5.44512
4.92000E-01	5.6306
4.92750E-01	5.80235
4.94000E-01	6.03988
4.94060E-01	6.05128
4.94800E-01	6.146
4.96000E-01	6.24119
4.96160E-01	6.25389
4.96665E-01	6.27081
4.97330E-01	6.2931
4.97555E-01	6.30065
4.97570E-01	6.30115
4.97810E-01	6.31366
4.97983E-01	6.33054
4.98020E-01	6.33421
4.98028E-01	6.33892
4.98050E-01	6.35304
4.98073E-01	6.36762
4.98085E-01	6.38182
4.98144E-01	6.45282
4.98237E-01	6.56643
4.98730E-01	7.17998
4.98753E-01	7.2092
4.98765E-01	7.21735
4.98788E-01	7.23364
4.98800E-01	7.24178
4.98818E-01	7.24253
4.98828E-01	7.23723
4.98871E-01	7.21506
4.98875E-01	7.21215
4.99944E-01	6.38133
4.99976E-01	6.35655
4.99981E-01	6.35451
5.00000E-01	6.34769
5.00034E-01	6.33543
5.00047E-01	6.33066
5.00101E-01	6.32571
5.01080E-01	6.23664
5.05000E-01	6.02083
5.06355E-01	5.93366
5.07710E-01	5.8465
5.09520E-01	5.75813
5.10000E-01	5.7347
5.11270E-01	5.6727
5.14010E-01	5.56405
5.17850E-01	5.42384
5.19200E-01	5.38236
5.20000E-01	5.35778
5.21975E-01	5.2971
5.23950E-01	5.24426
5.28780E-01	5.11505
5.30000E-01	5.08549
5.40000E-01	4.87772
5.41970E-01	4.83679
5.50000E-01	4.68255
5.56470E-01	4.55829
5.60000E-01	4.50038
5.64080E-01	4.42522
5.69010E-01	4.44154
5.70000E-01	4.44097
5.75000E-01	4.43807
5.79580E-01	4.41236
5.80000E-01	4.41001
5.82990E-01	4.37865
5.84650E-01	4.40837
5.85000E-01	4.41464
5.87000E-01	4.45775
5.87320E-01	4.46466
5.88310E-01	4.45701
5.88655E-01	4.45436
5.89000E-01	4.45571
5.90850E-01	4.53536
5.90875E-01	4.53643
5.91000E-01	4.54927
5.91025E-01	4.55356
5.92250E-01	4.76375
5.93000E-01	5.02759
5.93390E-01	5.24338
5.93520E-01	5.32391
5.93872E-01	5.68011
5.94930E-01	6.77431
5.95065E-01	6.92548
5.95335E-01	7.2278
5.95470E-01	7.36872
5.96017E-01	7.65021
5.96185E-01	7.7261
5.96200E-01	7.7329
5.96900E-01	7.71982
5.97271E-01	7.64306
5.97890E-01	7.482
5.98945E-01	7.17616
5.99513E-01	7.01165
6.00150E-01	6.82685
6.00560E-01	6.7234
6.01000E-01	6.61239
6.01970E-01	6.38456
6.03000E-01	6.16191
6.03800E-01	6.00985
6.04230E-01	5.92813
6.04615E-01	5.86274
6.05000E-01	5.80772
6.05810E-01	5.69199
6.06620E-01	5.5816
6.09120E-01	5.30343
6.10000E-01	5.23743
6.13240E-01	5.03866
6.17750E-01	4.83743
6.19580E-01	4.77454
6.20000E-01	4.76011
6.20280E-01	4.75048
6.21208E-01	4.7186
6.21270E-01	4.71647
6.21437E-01	4.71194
6.23898E-01	4.645
6.23924E-01	4.64429
6.23974E-01	4.64293
6.24215E-01	4.63636
6.26433E-01	4.57588
6.26480E-01	4.5746
6.26485E-01	4.5745
6.26536E-01	4.57338
6.35319E-01	4.38347
6.40000E-01	4.29935
6.41110E-01	4.27941
6.48450E-01	4.1669
6.61270E-01	3.994
6.67690E-01	3.94254
6.77770E-01	3.86174
6.80060E-01	3.84348
6.80280E-01	3.84204
6.80571E-01	3.84045
6.85240E-01	3.8149
6.96490E-01	3.75335
7.00000E-01	3.73457
7.03970E-01	3.72074
7.10000E-01	3.69974
7.12160E-01	3.69222
7.20000E-01	3.68518
7.25000E-01	3.69549
7.25350E-01	3.69712
7.30000E-01	3.75616
7.34830E-01	3.82426
7.35560E-01	3.83476
7.37780E-01	3.86667
7.40000E-01	3.89556
7.43688E-01	3.92239
7.44215E-01	3.92623
7.48430E-01	3.93271
7.50770E-01	3.92324
7.55310E-01	3.90488
7.56750E-01	3.89969
7.58180E-01	3.89438
7.60000E-01	3.88763
7.66760E-01	3.86254
7.70000E-01	3.85905
7.73240E-01	3.85555
7.74320E-01	3.84387
7.80000E-01	3.80131
7.84454E-01	3.78966
7.84560E-01	3.78938
7.85090E-01	3.79319
7.90000E-01	3.82851
7.91870E-01	3.87159
7.97570E-01	4.08725
7.97720E-01	4.09293
7.97798E-01	4.09585
7.98860E-01	4.13575
8.00000E-01	4.18083
8.03030E-01	4.22779
8.03032E-01	4.22775
8.06500E-01	4.16704
8.06525E-01	4.16683
8.06930E-01	4.1561
8.10000E-01	4.07476
8.12350E-01	4.0125
8.20000E-01	3.84643
8.20980E-01	3.83164
8.25510E-01	3.7633
8.28170E-01	3.73284
8.30000E-01	3.71356
8.31925E-01	3.69329
8.32830E-01	3.68647
8.32887E-01	3.68603
8.33850E-01	3.67864
8.36925E-01	3.65506
8.40000E-01	3.63725
8.41600E-01	3.62799
8.44033E-01	3.6262
8.44380E-01	3.62595
8.44745E-01	3.62907
8.47218E-01	3.65023
8.47254E-01	3.65123
8.47300E-01	3.65247
8.47503E-01	3.65796
8.48819E-01	3.69367
8.48920E-01	3.69642
8.49190E-01	3.71138
8.49949E-01	3.75344
8.50000E-01	3.75624
8.50060E-01	3.76555
8.52490E-01	4.14084
8.52530E-01	4.14705
8.52550E-01	4.1531
8.52570E-01	4.15915
8.52587E-01	4.16791
8.52637E-01	4.19417
8.52704E-01	4.2292
8.54442E-01	5.24637
8.54576E-01	5.32753
8.54710E-01	5.40869
8.54770E-01	5.44877
8.54777E-01	5.45357
8.54844E-01	5.49846
8.56793E-01	6.53311
8.56826E-01	6.54044
8.56860E-01	6.54777
8.56909E-01	6.52898
8.56933E-01	6.51957
8.57055E-01	6.43616
8.58030E-01	5.76883
8.58225E-01	5.63538
8.58371E-01	5.53316
8.58420E-01	5.49909
8.58541E-01	5.43059
8.59329E-01	4.98537
8.59390E-01	4.95112
8.59466E-01	4.92033
8.59924E-01	4.73557
8.60000E-01	4.70478
8.60185E-01	4.64524
8.60370E-01	4.5857
8.60491E-01	4.55633
8.61279E-01	4.36542
8.61340E-01	4.35073
8.61422E-01	4.33881
8.63045E-01	4.10429
8.63100E-01	4.09635
8.63210E-01	4.08558
8.63540E-01	4.05327
8.64520E-01	3.97904
8.64660E-01	3.96844
8.65195E-01	3.94217
8.66666E-01	3.86994
8.66800E-01	3.86338
8.67600E-01	3.84165
8.70000E-01	3.77648
8.70860E-01	3.76098
8.70900E-01	3.76029
8.78170E-01	3.69426
8.80000E-01	3.68971
8.90000E-01	3.69689
8.94370E-01	3.71464
8.97180E-01	3.73886
8.99949E-01	3.78705
9.01927E-01	3.82147
9.09838E-01	3.97179
9.10155E-01	3.97937
9.20000E-01	4.21442
9.23466E-01	4.31119
9.23510E-01	4.31242
9.24210E-01	4.3191
9.26707E-01	4.34292
9.26760E-01	4.34343
9.26912E-01	4.34455
9.30000E-01	4.36745
9.30385E-01	4.37031
9.30722E-01	4.36954
9.30770E-01	4.36943
9.30878E-01	4.3663
9.35421E-01	4.23476
9.35450E-01	4.23393
9.35493E-01	4.23307
9.40000E-01	4.14399
9.43660E-01	4.05774
9.43750E-01	4.05663
9.49880E-01	3.94914
9.50000E-01	3.94703
9.58460E-01	3.76896
9.61970E-01	3.69507
9.67040E-01	3.59716
9.70000E-01	3.53999
9.77180E-01	3.42076
9.78730E-01	3.39502
9.80280E-01	3.3733
9.90000E-01	3.22766
9.97828E-01	3.12256
9.97875E-01	3.11141
9.97890E-01	3.10279
9.97923E-01	3.08535
9.98055E-01	2.97288
9.98100E-01	2.94412
9.98104E-01	2.94144
9.98154E-01	2.92618
9.98417E-01	2.91023
9.98575E-01	2.90283
9.99941E-01	2.8387
1.00000E+00	2.83591
1.00004E+00	2.83423
1.00937E+00	2.43159
1.01000E+00	2.40792
1.01178E+00	2.60764
1.01620E+00	3.1146
1.01621E+00	3.11562
1.01710E+00	3.21426
1.03000E+00	3.1778
1.03625E+00	3.16013
1.03660E+00	3.15914
1.03750E+00	3.15757
1.04000E+00	3.15319
1.04780E+00	3.13956
1.04890E+00	3.13836
1.05000E+00	3.13782
1.05630E+00	3.13475
1.05905E+00	3.13474
1.06000E+00	3.13473
1.07000E+00	3.14697
1.07500E+00	3.16107
1.07560E+00	3.1634
1.07780E+00	3.17598
1.08000E+00	3.18856
1.08220E+00	3.21039
1.08880E+00	3.2759
1.08940E+00	3.28476
1.09000E+00	3.29362
1.09650E+00	3.44656
1.09830E+00	3.50238
1.10000E+00	3.57516
1.10440E+00	3.82637
1.10860E+00	4.16717
1.10915E+00	4.2118
1.10985E+00	4.26135
1.11160E+00	4.37041
1.11310E+00	4.40839
1.11678E+00	4.18666
1.11800E+00	4.06992
1.12000E+00	3.81343
1.12220E+00	3.57784
1.12250E+00	3.56014
1.13000E+00	3.11787
1.13130E+00	3.08686
1.13220E+00	3.07012
1.13270E+00	3.06153
1.14000E+00	3.0081
1.14310E+00	3.01247
1.15000E+00	3.06167
1.15020E+00	3.06309
1.15045E+00	3.06437
1.15290E+00	3.0929
1.16000E+00	3.21318
1.16625E+00	3.38053
1.16630E+00	3.38187
1.16920E+00	3.4816
1.17000E+00	3.49908
1.18000E+00	3.88367
1.18850E+00	3.95287
1.19000E+00	3.97418
1.19120E+00	4.01045
1.20000E+00	4.16912
1.20300E+00	4.16495
1.20805E+00	4.11456
1.20870E+00	4.11054
1.21310E+00	4.08338
1.21655E+00	4.09969
1.21830E+00	4.12827
1.22000E+00	4.15604
1.22470E+00	4.28862
1.22480E+00	4.29227
1.22500E+00	4.30027
1.23000E+00	4.50036
1.23140E+00	4.57323
1.23450E+00	4.69303
1.23750E+00	4.76718
1.23800E+00	4.77124
1.23980E+00	4.7793
1.24000E+00	4.77367
1.24700E+00	4.57631
1.25000E+00	4.54735
1.25110E+00	4.55047
1.25630E+00	4.4515
1.26000E+00	4.26485
1.26480E+00	4.06371
1.26580E+00	4.00877
1.26790E+00	3.88802
1.27000E+00	3.77372
1.27131E+00	3.89725
1.27175E+00	3.94258
1.27183E+00	3.96752
1.27197E+00	4.03961
1.27328E+00	4.77946
1.27350E+00	4.90747
1.27420E+00	5.43835
1.27430E+00	5.50628
1.27447E+00	5.58156
1.27496E+00	5.75861
1.27500E+00	5.76469
1.27512E+00	5.74581
1.27617E+00	5.43502
1.27625E+00	5.39948
1.27745E+00	4.71198
1.27750E+00	4.68333
1.27758E+00	4.64026
1.27772E+00	4.56495
1.27780E+00	4.53335
1.27795E+00	4.49666
1.27892E+00	4.30583
1.27900E+00	4.29717
1.27950E+00	4.3311
1.28000E+00	4.3344
1.28140E+00	4.11257
1.28144E+00	4.10564
1.28330E+00	3.9444
1.28490E+00	3.90574
1.28625E+00	3.93568
1.28760E+00	3.96562
1.28761E+00	3.96582
1.29100E+00	4.20596
1.29200E+00	4.27902
1.29250E+00	4.3057
1.29490E+00	4.46536
1.29800E+00	4.56003
1.30000E+00	4.52424
1.30013E+00	4.52189
1.30110E+00	4.48016
1.30880E+00	4.05976
1.31000E+00	4.04332
1.31770E+00	3.90963
1.31850E+00	3.88433
1.32000E+00	3.83151
1.32130E+00	3.79738
1.32487E+00	3.79893
1.33000E+00	3.80117
1.33300E+00	3.78389
1.34000E+00	3.67544
1.34670E+00	3.56115
1.34870E+00	3.52533
1.35000E+00	3.50802
1.36000E+00	3.37487
1.36860E+00	3.28316
1.37000E+00	3.26823
1.37920E+00	3.1911
1.37960E+00	3.18872
1.38500E+00	3.15658
1.39000E+00	3.12485
1.39290E+00	3.11064
1.40000E+00	3.07587
1.40950E+00	3.04243
1.41000E+00	3.03904
1.41200E+00	3.0309
1.41700E+00	3.01984
1.41750E+00	3.01873
1.42000E+00	3.01329
1.43000E+00	2.99812
1.43400E+00	2.99205
1.43600E+00	2.99093
1.44000E+00	2.98868
1.44200E+00	2.98907
1.44800E+00	2.99025
1.45000E+00	2.99064
1.45400E+00	2.99536
1.46000E+00	3.00244
1.46200E+00	3.00715
1.46600E+00	3.01658
1.46800E+00	3.00156
1.47000E+00	3.00835
1.47090E+00	3.01445
1.47200E+00	3.0219
1.48000E+00	3.0509
1.48200E+00	3.059
1.48400E+00	3.06609
1.48950E+00	3.091
1.49000E+00	3.09261
1.49220E+00	3.10641
1.49270E+00	3.10702
1.50000E+00	3.14948
1.50095E+00	3.15367
1.50920E+00	3.2078
1.52000E+00	3.29102
1.53375E+00	3.41307
1.53650E+00	3.43835
1.54020E+00	3.47253
1.56000E+00	3.61619
1.56600E+00	3.52434
1.58000E+00	3.75731
1.58380E+00	3.7785
1.59310E+00	3.79479
1.60000E+00	3.78464
1.60195E+00	3.77643
1.60390E+00	3.76823
1.60438E+00	3.76623
1.62000E+00	3.62803
1.62048E+00	3.63317
1.62375E+00	3.66858
1.62600E+00	3.67361
1.63650E+00	3.72969
1.63660E+00	3.73028
1.63670E+00	3.73432
1.64000E+00	3.86766
1.64100E+00	3.92953
1.64680E+00	4.37423
1.65029E+00	4.31053
1.65030E+00	4.30971
1.65610E+00	3.92846
1.66000E+00	3.74391
1.66680E+00	3.54033
1.67805E+00	3.36375
1.68000E+00	3.33563
1.68527E+00	3.29524
1.68750E+00	3.2782
1.69000E+00	3.24696
1.70000E+00	3.17787
1.70110E+00	3.17252
1.72000E+00	3.04935
1.73610E+00	2.95895
1.74000E+00	2.93705
1.75410E+00	2.86713
1.76000E+00	2.83786
1.78000E+00	2.75102
1.78660E+00	2.72643
1.80000E+00	2.67651
1.82700E+00	2.59787
1.83000E+00	2.59016
1.85000E+00	2.55534
1.85480E+00	2.55285
1.87270E+00	2.5548
1.88850E+00	2.58991
1.90147E+00	2.65563
1.90580E+00	2.69682
1.92000E+00	2.84113
1.92310E+00	2.86953
1.92500E+00	2.91408
1.92560E+00	2.92611
1.93280E+00	3.03213
1.95070E+00	3.37222
1.97500E+00	3.59554
1.97780E+00	3.62303
1.98570E+00	3.64342
1.99643E+00	3.51949
1.99680E+00	3.51492
2.00000E+00	3.47597
2.00920E+00	3.48071
2.03000E+00	3.18965
2.03760E+00	3.084
2.07290E+00	2.80259
2.08500E+00	2.74022
2.11000E+00	2.64954
2.11840E+00	2.61477
2.15000E+00	2.55629
2.16050E+00	2.52795
2.18000E+00	2.43554
2.18655E+00	2.40686
2.19000E+00	2.39108
2.20000E+00	2.43684
2.21137E+00	2.49081
2.21565E+00	2.54758
2.22420E+00	2.66582
2.23000E+00	2.86738
2.23890E+00	3.17067
2.24240E+00	3.27774
2.26400E+00	2.95461
2.26500E+00	2.95683
2.27880E+00	2.97538
2.29925E+00	2.75154
2.30000E+00	2.74611
2.31970E+00	2.58555
2.33110E+00	2.41299
2.34000E+00	2.44836
2.34837E+00	2.49186
2.37000E+00	2.48867
2.38340E+00	2.49205
2.40000E+00	2.57918
2.42320E+00	2.70138
2.46650E+00	3.04052
2.48000E+00	3.03213
2.49150E+00	3.01933
2.52330E+00	3.21405
2.53360E+00	3.23561
2.55339E+00	3.16969
2.58000E+00	3.06931
2.60000E+00	3.0007
2.60800E+00	2.97308
2.64730E+00	2.83148
2.66000E+00	2.85593
2.68720E+00	2.91777
2.70000E+00	2.86378
2.77250E+00	2.52815
2.78000E+00	2.52667
2.80000E+00	2.51483
2.83000E+00	2.49586
2.84760E+00	2.49182
2.92000E+00	2.30163
2.92760E+00	2.28077
2.94825E+00	2.22424
2.97000E+00	2.16584
2.99200E+00	2.10931
2.99430E+00	2.11674
3.00000E+00	2.13522
3.00769E+00	2.1601
3.00944E+00	2.1756
3.02000E+00	2.28203
3.04780E+00	2.56511
3.06372E+00	2.55384
3.08420E+00	2.12714
3.09330E+00	2.12102
3.10000E+00	2.19384
3.12000E+00	2.41085
3.12520E+00	2.46645
3.17000E+00	2.09348
3.17300E+00	2.06886
3.20000E+00	2.0835
3.20466E+00	2.08593
3.20610E+00	2.0923
3.23000E+00	2.1985
3.23440E+00	2.21876
3.25150E+00	2.23025
3.26991E+00	2.16975
3.28000E+00	2.12043
3.29240E+00	2.06558
3.30000E+00	2.03152
3.33680E+00	1.8666
3.34000E+00	1.86921
3.35810E+00	1.88272
3.35946E+00	1.88376
3.38680E+00	2.02849
3.40000E+00	2.20228
3.41410E+00	2.38025
3.42780E+00	2.43225
3.44274E+00	2.3554
3.46000E+00	2.10398
3.46530E+00	2.02878
3.48924E+00	2.05771
3.50510E+00	2.21786
3.52000E+00	1.97562
3.52440E+00	1.90267
3.52496E+00	1.899
3.54040E+00	1.83222
3.58000E+00	2.20934
3.58480E+00	2.25306
3.60000E+00	2.22778
3.61550E+00	2.20172
3.64280E+00	2.32264
3.66550E+00	2.28766
3.70420E+00	1.71673
3.74405E+00	1.77443
3.77360E+00	2.01048
3.80000E+00	2.01739
3.80410E+00	2.01939
3.83500E+00	2.02798
3.85000E+00	1.95131
3.85984E+00	1.90227
3.86339E+00	1.90052
3.89990E+00	1.89551
3.91700E+00	1.98168
3.95340E+00	1.97599
3.99090E+00	1.78566
4.00000E+00	1.77643
4.01890E+00	1.75681
4.02340E+00	1.77497
4.08100E+00	2.00502
4.11210E+00	2.06841
4.11440E+00	2.06279
4.13475E+00	2.0147
4.15000E+00	1.95011
4.19650E+00	1.76254
4.20000E+00	1.75938
4.21130E+00	1.74961
4.21650E+00	1.74566
4.22600E+00	1.88632
4.23000E+00	1.94555
4.24610E+00	2.18201
4.25000E+00	2.24013
4.25030E+00	2.24451
4.25203E+00	2.26972
4.26540E+00	2.35145
4.29666E+00	2.28675
4.30000E+00	2.25729
4.31000E+00	2.16877
4.34090E+00	1.89003
4.34867E+00	1.91479
4.35000E+00	1.92012
4.40000E+00	2.08129
4.40310E+00	2.0915
4.43200E+00	2.05149
4.50080E+00	2.25332
4.55660E+00	2.19504
4.60000E+00	2.10087
4.61040E+00	2.07801
4.66290E+00	1.96484
4.68740E+00	2.03936
4.70000E+00	1.9817
4.74510E+00	1.77415
4.79050E+00	1.81626
4.79790E+00	1.82504
4.79840E+00	1.8259
4.80000E+00	1.82516
4.85400E+00	1.79709
4.89480E+00	1.84802
4.90000E+00	1.85451
4.90500E+00	1.8605
4.93160E+00	1.82326
4.94280E+00	1.80839
4.97000E+00	1.64307
4.97610E+00	1.6067
4.99968E+00	1.61724
5.00000E+00	1.61777
5.00305E+00	1.62452
5.03000E+00	1.6945
5.04500E+00	1.73345
5.10000E+00	1.82009
5.12940E+00	1.86631
5.17000E+00	1.85283
5.17160E+00	1.85196
5.20000E+00	1.84224
5.21380E+00	1.83743
5.25000E+00	1.7731
5.30000E+00	1.68443
5.30480E+00	1.67588
5.37710E+00	1.8166
5.38810E+00	1.83912
5.40000E+00	1.86252
5.42000E+00	1.90138
5.44030E+00	1.9414
5.50000E+00	1.92617
5.56020E+00	1.91251
5.59360E+00	1.83763
5.60000E+00	1.8373
5.65090E+00	1.83353
5.69350E+00	1.83184
5.70000E+00	1.85144
5.71350E+00	1.8892
5.71830E+00	1.90293
5.73350E+00	1.94714
5.75410E+00	1.94349
5.79100E+00	1.93795
5.80000E+00	1.93778
5.81120E+00	1.9356
5.83410E+00	1.8877
5.86670E+00	1.82043
5.87000E+00	1.82939
5.90000E+00	1.90666
5.90890E+00	1.92956
5.91940E+00	1.88615
5.92000E+00	1.88369
5.93680E+00	1.81652
5.94890E+00	1.76814
5.96890E+00	1.68747
5.98000E+00	1.68078
5.99000E+00	1.67641
6.00000E+00	1.67209
6.02985E+00	1.65615
6.04590E+00	1.64806
6.05970E+00	1.64116
6.08801E+00	1.72786
6.09920E+00	1.76216
6.11376E+00	1.76132
6.16000E+00	1.75882
6.16204E+00	1.75867
6.19570E+00	1.75652
6.20000E+00	1.74849
6.20429E+00	1.74044
6.24125E+00	1.67124
6.27910E+00	1.60061
6.28774E+00	1.60058
6.30000E+00	1.60063
6.32666E+00	1.60043
6.36999E+00	1.60041
6.40000E+00	1.60064
6.41468E+00	1.60047
6.46344E+00	1.60035
6.49850E+00	1.60058
6.50000E+00	1.60332
6.55550E+00	1.70438
6.56250E+00	1.70176
6.59000E+00	1.69165
6.61700E+00	1.68126
6.61719E+00	1.68081
6.68597E+00	1.51455
6.70000E+00	1.48076
6.70668E+00	1.46424
6.72670E+00	1.41578
6.74355E+00	1.42501
6.79959E+00	1.45619
6.80000E+00	1.45632
6.80766E+00	1.46057
6.81000E+00	1.46189
6.85390E+00	1.57116
6.87635E+00	1.57193
6.93818E+00	1.57467
6.97000E+00	1.5764
6.99870E+00	1.57763
7.00000E+00	1.57969
7.06250E+00	1.6744
7.10000E+00	1.73149
7.11280E+00	1.75077
7.17188E+00	1.74165
7.18000E+00	1.74048
7.22000E+00	1.73431
7.28000E+00	1.72347
7.28467E+00	1.72312
7.28705E+00	1.72296
7.35000E+00	1.71128
7.35410E+00	1.71048
7.36157E+00	1.7124
7.39969E+00	1.72255
7.40000E+00	1.72273
7.45386E+00	1.73656
7.50000E+00	1.74876
7.52000E+00	1.75397
7.57350E+00	1.76805
7.67000E+00	1.70238
7.67440E+00	1.69895
7.70000E+00	1.71945
7.71875E+00	1.73443
7.75340E+00	1.76231
7.82578E+00	1.68012
7.83000E+00	1.67586
7.84990E+00	1.65276
7.89681E+00	1.65627
7.90000E+00	1.65596
7.90625E+00	1.65644
7.95000E+00	1.65991
8.00000E+00	1.66439
8.12500E+00	1.6738
8.13000E+00	1.67421
8.13695E+00	1.67517
8.14390E+00	1.67573
8.30190E+00	1.73919
8.31250E+00	1.73653
8.33000E+00	1.73231
8.33831E+00	1.72946
8.41740E+00	1.70837
8.50000E+00	1.68634
8.63100E+00	1.65285
8.66000E+00	1.70108
8.66610E+00	1.71052
8.70000E+00	1.7662
8.70120E+00	1.76807
8.71875E+00	1.76687
8.72000E+00	1.76679
8.86000E+00	1.75744
8.90625E+00	1.75404
9.00000E+00	1.7477
9.00781E+00	1.74714
9.01550E+00	1.74659
9.02307E+00	1.74605
9.03053E+00	1.74552
9.03786E+00	1.74499
9.04508E+00	1.74448
9.05219E+00	1.74397
9.06263E+00	1.74323
9.07285E+00	1.7425
9.08281E+00	1.74179
9.09257E+00	1.74109
