E(MeV)	mcnp/Pb-206:1
1.00000E-11	47.7752164
1.15436E-11	44.63474027
1.30872E-11	42.07724507
1.61743E-11	38.13124179
1.92615E-11	35.19931361
2.23486E-11	32.91549422
2.54358E-11	31.07513408
2.85229E-11	29.55369106
3.46973E-11	27.17073903
4.08716E-11	25.37707739
4.70459E-11	23.9697345
5.32202E-11	22.83133277
5.93945E-11	21.8887262
7.17431E-11	20.41294008
8.40918E-11	19.30579809
9.64404E-11	18.4417064
1.08789E-10	17.74717112
1.33486E-10	16.69777404
1.58184E-10	15.94129584
1.82881E-10	15.36968882
2.07578E-10	14.92253949
2.56973E-10	14.26841452
3.06367E-10	13.81344047
3.55762E-10	13.4790696
4.05156E-10	13.22316505
5.03945E-10	12.85755706
6.02734E-10	12.60901879
7.01523E-10	12.42903691
8.00313E-10	12.29260323
9.97891E-10	12.0992421
1.19547E-09	11.96853314
1.39305E-09	11.87408799
1.59063E-09	11.80254085
1.98578E-09	11.70110669
2.38094E-09	11.6324505
2.77609E-09	11.58276305
3.17125E-09	11.54505759
3.96156E-09	11.49145706
4.75188E-09	11.45504219
5.54219E-09	11.42861003
6.33250E-09	11.40850172
7.91313E-09	11.37979188
9.49375E-09	11.36016543
1.10744E-08	11.3458591
1.26550E-08	11.33494624
1.58163E-08	11.31926878
1.89775E-08	11.30846248
2.21388E-08	11.30053806
2.53000E-08	11.2944537
2.85013E-08	11.28956626
3.17026E-08	11.28559868
3.81052E-08	11.2794873
4.45078E-08	11.27496532
5.09104E-08	11.27147644
5.73130E-08	11.26869311
6.37156E-08	11.2664239
7.65209E-08	11.26289553
8.93261E-08	11.26025724
1.02131E-07	11.25820458
1.27742E-07	11.25519659
1.53352E-07	11.25306694
1.78963E-07	11.25145442
2.04573E-07	11.25018489
2.30184E-07	11.24915609
2.81404E-07	11.24756124
3.32625E-07	11.24636258
3.83846E-07	11.24541819
4.35067E-07	11.2446477
5.37509E-07	11.24343723
6.39951E-07	11.2425052
7.42392E-07	11.24174846
8.44834E-07	11.24111028
1.04972E-06	11.24005939
1.25460E-06	11.23919697
1.45948E-06	11.23845262
1.66437E-06	11.23778773
2.07414E-06	11.23660956
2.48390E-06	11.23555843
2.89367E-06	11.23458686
3.30344E-06	11.23366896
4.12297E-06	11.23193653
4.94251E-06	11.2302917
5.76204E-06	11.22870246
6.58158E-06	11.22715138
8.22064E-06	11.22412519
9.85971E-06	11.22116628
1.14988E-05	11.21825292
1.31379E-05	11.21537332
1.64160E-05	11.20968892
1.96941E-05	11.20408082
2.29723E-05	11.19853386
2.62504E-05	11.19303977
3.28067E-05	11.18219027
3.93630E-05	11.17150746
4.59192E-05	11.16097853
5.24755E-05	11.15059553
6.55881E-05	11.13024287
7.87006E-05	11.1104163
9.18132E-05	11.09108762
1.04926E-04	11.0722367
1.31151E-04	11.03588752
1.57376E-04	11.00123533
2.09826E-04	10.93654174
2.49164E-04	10.89165747
3.14727E-04	10.82292513
3.67177E-04	10.77274839
4.98302E-04	10.66282439
6.03203E-04	10.58790147
7.34328E-04	10.50700077
1.04903E-03	10.35478097
1.25883E-03	10.27649033
1.67843E-03	10.15566174
2.30783E-03	10.02937356
2.62254E-03	9.981573939
2.88479E-03	9.947167482
3.04214E-03	9.928577608
3.09459E-03	9.922751041
3.17326E-03	9.914536878
3.22571E-03	9.909814082
3.25194E-03	9.908080394
3.27816E-03	9.90756209
3.29128E-03	9.908426927
3.30439E-03	9.911109903
3.31094E-03	9.913843178
3.31750E-03	9.918440201
3.32406E-03	9.926370718
3.32733E-03	9.932588792
3.33061E-03	9.941504406
3.33389E-03	9.954670035
3.33717E-03	9.974737148
3.34045E-03	10.008235
3.34209E-03	10.03427528
3.34373E-03	10.07083056
3.34537E-03	10.123514
3.34618E-03	10.1594011
3.34782E-03	10.26448154
3.34864E-03	10.34284486
3.34946E-03	10.44932
3.34987E-03	10.51796606
3.35069E-03	10.70178976
3.35110E-03	10.82754177
3.35151E-03	10.9867159
3.35192E-03	11.19316161
3.35233E-03	11.46934952
3.35274E-03	11.8607181
3.35295E-03	12.1262968
3.35315E-03	12.46619203
3.35336E-03	12.91831127
3.35356E-03	13.54558197
3.35376E-03	14.44588726
3.35387E-03	15.04699717
3.35397E-03	15.79181107
3.35407E-03	16.69998536
3.35417E-03	17.83106422
3.35428E-03	19.21204582
3.35438E-03	20.92792691
3.35448E-03	23.0108456
3.35458E-03	25.57590732
3.35469E-03	28.65335721
3.35479E-03	32.38954
3.35489E-03	36.79881152
3.35499E-03	42.05383693
3.35510E-03	48.13106218
3.35520E-03	55.21668741
3.35530E-03	63.22059905
3.35540E-03	72.32201584
3.35551E-03	82.33400028
3.35561E-03	93.40364792
3.35571E-03	105.2240469
3.35587E-03	124.369887
3.35628E-03	177.4587574
3.35643E-03	195.2878621
3.35656E-03	207.8531558
3.35671E-03	219.6035189
3.35684E-03	225.9296387
3.35700E-03	228.8035847
3.35714E-03	226.6051921
3.35730E-03	218.7318017
3.35745E-03	207.607899
3.35762E-03	190.0217312
3.35785E-03	161.9315324
3.35819E-03	117.2983372
3.35831E-03	103.2389308
3.35853E-03	78.22462915
3.35865E-03	67.5384528
3.35876E-03	58.02735657
3.35888E-03	49.84453294
3.35899E-03	42.78998684
3.35911E-03	36.89884354
3.35922E-03	31.95841141
3.35934E-03	27.93601611
3.35945E-03	24.63884127
3.35956E-03	22.00752023
3.35968E-03	19.88651452
3.35979E-03	18.21595689
3.35991E-03	16.88146838
3.36002E-03	15.83502935
3.36014E-03	14.99860273
3.36025E-03	14.33885796
3.36037E-03	13.80559881
3.36060E-03	13.02548587
3.36082E-03	12.49097323
3.36105E-03	12.10650079
3.36128E-03	11.8136706
3.36174E-03	11.39542175
3.36220E-03	11.10873886
3.36266E-03	10.9000899
3.36311E-03	10.74231317
3.36357E-03	10.6197092
3.36449E-03	10.44386286
3.36540E-03	10.32574485
3.36632E-03	10.24172756
3.36723E-03	10.17986712
3.36815E-03	10.1331133
3.36998E-03	10.06873979
3.37181E-03	10.02716621
3.37365E-03	9.998270949
3.37731E-03	9.962370818
3.37914E-03	9.950925149
3.38280E-03	9.934761185
3.39013E-03	9.916554275
3.39380E-03	9.911190335
3.40112E-03	9.903952012
3.40845E-03	9.899280858
3.41578E-03	9.896029295
3.43043E-03	9.891633472
3.44508E-03	9.888600221
3.45974E-03	9.886220927
3.50370E-03	9.880665761
3.53301E-03	9.877498574
3.59162E-03	9.871640008
3.65024E-03	9.866096484
3.76747E-03	9.855526723
3.94332E-03	9.840570084
4.11916E-03	9.826488456
4.52947E-03	9.796462063
5.70178E-03	9.726574926
9.45318E-03	9.579625186
9.92210E-03	9.56532756
1.03910E-02	9.551545363
1.06255E-02	9.544852984
1.06841E-02	9.543217121
1.07427E-02	9.541626807
1.07720E-02	9.540880247
1.08013E-02	9.540244834
1.08160E-02	9.540058737
1.08233E-02	9.540062325
1.08306E-02	9.540224993
1.08380E-02	9.540742079
1.08416E-02	9.541334388
1.08453E-02	9.542525059
1.08490E-02	9.545109563
1.08508E-02	9.547873475
1.08526E-02	9.554088089
1.08535E-02	9.563510873
1.08540E-02	9.575446497
1.08545E-02	9.600238848
1.08549E-02	9.650028901
1.08554E-02	9.75073475
1.08558E-02	9.939599671
1.08563E-02	10.26883537
1.08567E-02	10.783842
1.08572E-02	11.55614302
1.08577E-02	12.59013378
1.08581E-02	13.83508435
1.08588E-02	15.79430134
1.08590E-02	16.37064945
1.08594E-02	17.05964092
1.08597E-02	17.44222192
1.08598E-02	17.54792921
1.08600E-02	17.60365459
1.08601E-02	17.57860104
1.08603E-02	17.50576511
1.08605E-02	17.2907723
1.08609E-02	16.5418069
1.08611E-02	16.04092799
1.08622E-02	13.09493133
1.08626E-02	12.04863442
1.08630E-02	11.20782382
1.08634E-02	10.57460124
1.08638E-02	10.15452943
1.08643E-02	9.888043103
1.08647E-02	9.729987588
1.08651E-02	9.641797026
1.08655E-02	9.595085321
1.08659E-02	9.571251491
1.08664E-02	9.55924627
1.08668E-02	9.552939553
1.08676E-02	9.547429586
1.08685E-02	9.544852527
1.08702E-02	9.542098116
1.08735E-02	9.539705674
1.08769E-02	9.53864326
1.08803E-02	9.538090303
1.08870E-02	9.537501152
1.08938E-02	9.537153333
1.09005E-02	9.536897593
1.09140E-02	9.536476734
1.09410E-02	9.535721297
1.09680E-02	9.534982658
1.10220E-02	9.533503496
1.10759E-02	9.532019485
1.11299E-02	9.530536154
1.11839E-02	9.529064584
1.12109E-02	9.528348187
1.12243E-02	9.528006783
1.12378E-02	9.52769582
1.12513E-02	9.527463193
1.12581E-02	9.527425133
1.12648E-02	9.5275302
1.12716E-02	9.527977455
1.12749E-02	9.528546538
1.12783E-02	9.529768146
1.12817E-02	9.532603644
1.12834E-02	9.535835946
1.12851E-02	9.543581304
1.12859E-02	9.554199722
1.12868E-02	9.582900778
1.12872E-02	9.613348439
1.12876E-02	9.663639564
1.12880E-02	9.743590633
1.12884E-02	9.867985904
1.12889E-02	10.04179722
1.12893E-02	10.27347153
1.12897E-02	10.56028498
1.12908E-02	11.3929622
1.12912E-02	11.66951254
1.12915E-02	11.8159841
1.12919E-02	11.90642067
1.12920E-02	11.91412268
1.12922E-02	11.89602429
1.12926E-02	11.77260828
1.12929E-02	11.6314185
1.12936E-02	11.11717928
1.12943E-02	10.55739721
1.12947E-02	10.30937096
1.12950E-02	10.10110969
1.12954E-02	9.939682038
1.12957E-02	9.813628364
1.12965E-02	9.660790009
1.12972E-02	9.5906116
1.12979E-02	9.560814681
1.12986E-02	9.548392982
1.12993E-02	9.542376839
1.13007E-02	9.536516032
1.13036E-02	9.53163647
1.13064E-02	9.52943123
1.13093E-02	9.528253995
1.13150E-02	9.527009551
1.13207E-02	9.526327472
1.13264E-02	9.525888362
1.13378E-02	9.525288398
1.13492E-02	9.524835532
1.13606E-02	9.524445077
1.13834E-02	9.523739798
1.14291E-02	9.522430203
1.14747E-02	9.521162055
1.15660E-02	9.518663278
1.16572E-02	9.516186059
1.23873E-02	9.496702209
1.34825E-02	9.467874517
1.36650E-02	9.463015443
1.38475E-02	9.458126774
1.39388E-02	9.455707634
1.39844E-02	9.454541886
1.40300E-02	9.453471085
1.40757E-02	9.452674948
1.40985E-02	9.45256232
1.41213E-02	9.452968069
1.41441E-02	9.454709526
1.41555E-02	9.456901779
1.41669E-02	9.461448113
1.41783E-02	9.471723098
1.41840E-02	9.482477564
1.41897E-02	9.502464908
1.41954E-02	9.547028116
1.41983E-02	9.592706117
1.42011E-02	9.680881106
1.42026E-02	9.759712037
1.42040E-02	9.891222475
1.42054E-02	10.1502471
1.42061E-02	10.40603218
1.42068E-02	10.87564012
1.42072E-02	11.23944849
1.42076E-02	11.75647323
1.42079E-02	12.44693707
1.42083E-02	13.41098693
1.42086E-02	14.65994139
1.42090E-02	16.33278297
1.42093E-02	18.45794636
1.42097E-02	21.07107775
1.42100E-02	24.07655091
1.42104E-02	27.59143194
1.42113E-02	37.22116799
1.42117E-02	40.92386299
1.42119E-02	43.37964414
1.42123E-02	46.01027274
1.42126E-02	47.37440926
1.42128E-02	48.13645909
1.42130E-02	48.28891627
1.42134E-02	47.63052519
1.42138E-02	45.75916594
1.42141E-02	43.20987163
1.42144E-02	40.73117331
1.42148E-02	36.47356866
1.42156E-02	27.71941988
1.42159E-02	25.14014035
1.42161E-02	22.68463068
1.42164E-02	20.48963123
1.42167E-02	18.57021294
1.42169E-02	16.92546448
1.42172E-02	15.54203717
1.42175E-02	14.39786638
1.42178E-02	13.46567554
1.42180E-02	12.74084587
1.42183E-02	12.13918499
1.42188E-02	11.29133513
1.42194E-02	10.77014637
1.42199E-02	10.44650434
