E(MeV)	pendfb7/Br79:1	
1.77123E-10	137.389374	
1.80899E-10	135.956757	
1.83206E-10	135.118388	
1.86325E-10	133.986925	
1.89498E-10	132.88421	
1.91911E-10	132.047078	
1.96005E-10	130.68635	
1.97667E-10	130.134902	
2.02737E-10	128.523442	
2.03592E-10	128.252152	
2.09699E-10	126.396083	
2.15985E-10	124.569098	
2.16900E-10	124.314322	
2.22463E-10	122.768057	
2.24349E-10	122.265911	
2.29132E-10	120.994652	
2.32053E-10	120.250883	
2.36004E-10	119.246685	
2.41036E-10	118.021632	
2.43079E-10	117.525205	
2.50370E-10	115.828108	
2.57875E-10	114.157981	
2.60061E-10	113.691984	
2.65610E-10	112.511363	
2.70132E-10	111.589797	
2.73572E-10	110.890066	
2.80588E-10	109.522962	
2.81777E-10	109.291711	
2.90224E-10	107.718168	
2.91454E-10	107.498679	
2.98929E-10	106.167343	
3.02735E-10	105.518064	
3.07890E-10	104.640308	
3.14459E-10	103.568862	
3.17125E-10	103.134823	
3.26631E-10	101.652556	
3.36428E-10	100.191976	
3.39280E-10	99.7847322	
3.46513E-10	98.7538382	
3.52412E-10	97.9484829	
3.56906E-10	97.3360669	
3.66060E-10	96.1413299	
3.67605E-10	95.940046	
3.78631E-10	94.5641624	
3.80229E-10	94.3731766	
3.89981E-10	93.2098066	
3.94953E-10	92.64167	
4.01678E-10	91.8746119	
4.10241E-10	90.9392148	
4.13719E-10	90.5599619	
4.26128E-10	89.2639408	
4.38901E-10	87.9885255	
4.42622E-10	87.6326925	
4.52066E-10	86.731273	
4.61703E-10	85.850266	
4.65617E-10	85.4931406	
4.79583E-10	84.2727785	
4.81607E-10	84.1033885	
4.93959E-10	83.0716643	
5.02369E-10	82.3989197	
5.08775E-10	81.8874576	
5.24026E-10	80.7213108	
5.39744E-10	79.572519	
5.46617E-10	79.0914233	
5.55923E-10	78.4412463	
5.70181E-10	77.4873213	
5.72598E-10	77.3259084	
5.89762E-10	76.22819	
5.94762E-10	75.9219621	
6.07452E-10	75.1461947	
6.20402E-10	74.3880722	
6.25661E-10	74.0807785	
6.44427E-10	73.03072	
6.49890E-10	72.7379812	
6.63744E-10	71.9970818	
6.80768E-10	71.1253019	
6.83653E-10	70.9778472	
7.04146E-10	69.9748488	
7.13125E-10	69.554033	
7.25267E-10	68.9860734	
7.47007E-10	68.0122818	
7.69413E-10	67.0531064	
7.82513E-10	66.5160932	
7.92477E-10	66.1083943	
8.16247E-10	65.1771417	
8.19692E-10	65.0479002	
8.40715E-10	64.2607432	
8.62277E-10	63.4877137	
8.65932E-10	63.3569307	
8.91889E-10	62.4676307	
9.07074E-10	61.9694955	
9.18641E-10	61.5907786	
9.46178E-10	60.7275339	
9.54199E-10	60.4867738	
9.74558E-10	59.8768447	
1.00377E-09	59.0388843	
1.03388E-09	58.2136246	
1.06040E-09	57.5177521	
1.06487E-09	57.4005148	
1.09681E-09	56.5995476	
1.12019E-09	56.0381653	
1.12969E-09	55.8106111	
1.16357E-09	55.0332351	
1.18338E-09	54.5980799	
1.19845E-09	54.26773	
1.23440E-09	53.5132443	
1.25012E-09	53.1973953	
1.27140E-09	52.7705005	
1.30954E-09	52.0382654	
1.32621E-09	51.7317507	
1.34879E-09	51.317475	
1.38925E-09	50.6069076	
1.40694E-09	50.3094496	
1.43089E-09	49.9074093	
1.47381E-09	49.2178441	
1.49258E-09	48.9291769	
1.51799E-09	48.5390449	
1.56352E-09	47.8698885	
1.59014E-09	47.4953669	
1.61039E-09	47.2110385	
1.65869E-09	46.5617414	
1.69405E-09	46.1067016	
1.70841E-09	45.9222626	
1.75966E-09	45.2922481	
1.81240E-09	44.6714418	
1.86677E-09	44.0601552	
1.92272E-09	43.4578329	
1.93902E-09	43.2898882	
1.98039E-09	42.8644165	
2.03976E-09	42.2800371	
2.08328E-09	41.8699358	
2.10094E-09	41.7038395	
2.16392E-09	41.1368756	
2.22882E-09	40.5775616	
2.23823E-09	40.4999654	
2.29563E-09	40.0273652	
2.36449E-09	39.4847548	
2.41490E-09	39.1045307	
2.43537E-09	38.9504119	
2.50842E-09	38.4240362	
2.58361E-09	37.905407	
2.61655E-09	37.6879087	
2.66110E-09	37.3943511	
2.74087E-09	36.8912572	
2.82308E-09	36.3949767	
2.83500E-09	36.3261298	
2.90771E-09	35.9068084	
2.99492E-09	35.4254037	
3.08470E-09	34.9510999	
3.17722E-09	34.4841302	
3.27246E-09	34.024072	
3.37062E-09	33.5702637	
3.47166E-09	33.1240237	
3.57579E-09	32.6838646	
3.68297E-09	32.2502212	
3.69858E-09	32.1897768	
3.79344E-09	31.8231822	
3.90715E-09	31.4025949	
4.02435E-09	30.9877445	
4.07559E-09	30.8141288	
4.14498E-09	30.5794813	
4.26931E-09	30.1771312	
4.39728E-09	29.780754	
4.51006E-09	29.4464516	
4.52918E-09	29.3898919	
4.66494E-09	29.0054607	
4.80487E-09	28.6262941	
4.94890E-09	28.2527622	
5.01200E-09	28.0961311	
5.09734E-09	27.8847338	
5.25013E-09	27.5224849	
5.40761E-09	27.1652011	
5.56971E-09	26.8132341	
5.61692E-09	26.7151221	
5.73677E-09	26.466555	
5.90873E-09	26.1252377	
6.08596E-09	25.7886048	
6.26840E-09	25.4569868	
6.32153E-09	25.364549	
6.45641E-09	25.1303556	
6.64995E-09	24.8087812	
6.84941E-09	24.491627	
7.05473E-09	24.1792065	
7.17484E-09	24.0042981	
7.26633E-09	23.8713228	
7.48415E-09	23.5683737	
7.70863E-09	23.2695976	
7.93970E-09	22.9752893	
8.17785E-09	22.6850276	
8.21237E-09	22.6447681	
8.42299E-09	22.3995655	
8.67563E-09	22.1181215	
8.93569E-09	21.8408927	
9.20371E-09	21.5674858	
9.47961E-09	21.2981676	
9.76394E-09	21.0330655	
1.00566E-08	20.7719435	
1.03583E-08	20.5144293	
1.06688E-08	20.2607761	
1.09888E-08	20.010621	
1.10819E-08	19.9409376	
1.13182E-08	19.7645467	
1.16577E-08	19.5220113	
1.20071E-08	19.2831201	
1.23672E-08	19.0475311	
1.27380E-08	18.8154757	
1.31200E-08	18.5866218	
1.35133E-08	18.3616295	
1.39186E-08	18.1397541	
1.43359E-08	17.9212129	
1.47659E-08	17.7056939	
1.52085E-08	17.4934085	
1.56647E-08	17.284054	
1.57975E-08	17.2257372	
1.61342E-08	17.078121	
1.66182E-08	16.8751548	
1.71163E-08	16.6752436	
1.76297E-08	16.4781023	
1.81582E-08	16.2839265	
1.87028E-08	16.0924386	
1.92635E-08	15.9038287	
1.94267E-08	15.8512613	
1.98412E-08	15.718101	
2.04360E-08	15.5352848	
2.10490E-08	15.3550118	
2.16799E-08	15.1774759	
2.23302E-08	15.0023896	
2.29996E-08	14.8299422	
2.36894E-08	14.6598871	
2.43996E-08	14.4923912	
2.52687E-08	14.2970179	
2.53000E-08	14.2901867	
2.60589E-08	14.1282711	
2.68400E-08	13.9688011	
2.76450E-08	13.8115496	
2.84737E-08	13.6566718	
2.93278E-08	13.5039474	
3.02069E-08	13.3535279	
3.11130E-08	13.2051995	
3.20456E-08	13.059109	
3.28675E-08	12.9359279	
3.30068E-08	12.9150879	
3.39962E-08	12.7734772	
3.50159E-08	12.6338443	
3.60655E-08	12.4963258	
3.71473E-08	12.3607239	
3.82608E-08	12.2271704	
3.94084E-08	12.095473	
4.05898E-08	11.9657599	
4.18072E-08	11.8378447	
4.30604E-08	11.7118531	
4.43520E-08	11.5876054	
4.45392E-08	11.5703743	
4.56815E-08	11.4654291	
4.70517E-08	11.3449872	
4.84621E-08	11.2263661	
4.99157E-08	11.1093978	
5.14120E-08	10.9941988	
5.29541E-08	10.8806053	
5.45414E-08	10.7687296	
5.61773E-08	10.6584126	
5.78613E-08	10.5497633	
5.95968E-08	10.4426272	
6.13833E-08	10.3371105	
6.32245E-08	10.2330636	
6.37604E-08	10.2040849	
6.51197E-08	10.1307319	
6.70729E-08	10.0298904	
6.90835E-08	9.93058351	
7.11556E-08	9.83266893	
7.32886E-08	9.73624141	
7.54868E-08	9.64116011	
7.77496E-08	9.54751496	
8.00817E-08	9.45516888	
8.24822E-08	9.36421088	
8.49562E-08	9.27451112	
8.75029E-08	9.18615938	
9.01274E-08	9.09903191	
9.28291E-08	9.01321679	
9.56135E-08	8.92859326	
9.84796E-08	8.84524579	
1.01433E-07	8.76321583	
1.04474E-07	8.68242926	
1.07608E-07	8.60277093	
1.10833E-07	8.52431936	
1.14158E-07	8.4469626	
1.17580E-07	8.37077685	
1.21106E-07	8.29565345	
1.24737E-07	8.22166647	
1.28478E-07	8.14871058	
1.32329E-07	8.07685838	
1.36298E-07	8.00600875	
1.40384E-07	7.93623386	
1.44595E-07	7.86743675	
1.48929E-07	7.79968624	
1.53396E-07	7.73288316	
1.57995E-07	7.66708701	
1.62733E-07	7.60219668	
1.67612E-07	7.53827192	
1.71910E-07	7.48436017	
1.72639E-07	7.47523926	
1.77814E-07	7.41325194	
1.83147E-07	7.35212429	
1.88637E-07	7.29191902	
1.94296E-07	7.23255129	
2.00120E-07	7.17407991	
2.06122E-07	7.11642149	
2.12301E-07	7.05963282	
2.18669E-07	7.00363284	
2.25224E-07	6.94847668	
2.31979E-07	6.89408561	
2.38933E-07	6.84051316	
2.46100E-07	6.78768287	
2.53477E-07	6.73564675	
2.61080E-07	6.68433058	
2.68906E-07	6.63378532	
2.76971E-07	6.58394051	
2.85274E-07	6.53484947	
2.93830E-07	6.48644744	
3.02638E-07	6.43878171	
3.11716E-07	6.39177313	
3.21060E-07	6.34545456	
3.30690E-07	6.29975688	
3.40603E-07	6.25473156	
3.50819E-07	6.21032074	
3.61335E-07	6.16657086	
3.72173E-07	6.12342	
3.83329E-07	6.08099382	
3.94827E-07	6.03915092	
4.06662E-07	5.99793242	
4.18860E-07	5.95727944	
4.31416E-07	5.91723194	
4.44356E-07	5.87773271	
4.57676E-07	5.83882057	
4.71403E-07	5.80043993	
4.85534E-07	5.76262851	
5.00097E-07	5.72533226	
5.15088E-07	5.68858783	
5.30538E-07	5.65234271	
5.46442E-07	5.61663267	
5.62832E-07	5.58140809	
5.79703E-07	5.54671037	
5.97091E-07	5.51249966	
6.14990E-07	5.47879916	
6.33436E-07	5.4455346	
6.52424E-07	5.41273647	
6.71993E-07	5.38037124	
6.92136E-07	5.34847898	
7.12897E-07	5.31701547	
7.34266E-07	5.28601009	
7.56290E-07	5.25541779	
7.78961E-07	5.22526846	
8.02325E-07	5.19551894	
8.26376E-07	5.16619835	
8.51163E-07	5.13726472	
8.76677E-07	5.10874639	
9.02972E-07	5.08060251	
9.30040E-07	5.05286063	
9.57936E-07	5.02548102	
9.86651E-07	4.99849047	
1.01196E-06	4.97564068	
1.04051E-06	4.95083947	
1.06987E-06	4.92635601	
1.10006E-06	4.90219801	
1.13110E-06	4.87836603	
1.16301E-06	4.85481793	
1.19583E-06	4.83154457	
1.22957E-06	4.8085589	
1.26427E-06	4.78589683	
1.29994E-06	4.76351838	
1.33662E-06	4.741419	
1.37433E-06	4.71959424	
1.41311E-06	4.69803967	
1.45298E-06	4.67675096	
1.49398E-06	4.65572377	
1.55781E-06	4.62459274	
1.62405E-06	4.59416925	
1.69343E-06	4.56417094	
1.76544E-06	4.53492297	
1.84086E-06	4.50597648	
1.91914E-06	4.47767235	
2.00113E-06	4.44972506	
2.08622E-06	4.42239121	
2.17535E-06	4.39540537	
2.26785E-06	4.36900523	
2.36474E-06	4.34293395	
2.46529E-06	4.31742142	
2.57061E-06	4.29221806	
2.67992E-06	4.26754598	
2.79441E-06	4.24317816	
2.95433E-06	4.21149873	
3.07995E-06	4.18813438	
3.21154E-06	4.16500591	
3.39533E-06	4.13483095	
3.58964E-06	4.10526374	
3.79508E-06	4.07629418	
4.01227E-06	4.04793471	
4.24189E-06	4.02012748	
4.48464E-06	3.99287369	
4.74130E-06	3.96618365	
5.08237E-06	3.93362637	
5.44904E-06	3.90173386	
5.84103E-06	3.87075033	
6.26243E-06	3.84039581	
6.71293E-06	3.81090342	
7.19724E-06	3.78223598	
7.71499E-06	3.75457266	
8.38666E-06	3.72248498	
9.11680E-06	3.6919634	
9.37405E-06	3.68250119	
9.77453E-06	3.6662864	
1.10773E-05	3.62168539	
1.21316E-05	3.5932261	
1.30068E-05	3.57444868	
1.37512E-05	3.56182243	
1.38392E-05	3.56071478	
1.45382E-05	3.54790769	
1.53702E-05	3.53686498	
1.62498E-05	3.5303188	
1.69408E-05	3.52914373	
1.70525E-05	3.52963098	
1.76645E-05	3.52790239	
1.84156E-05	3.53082202	
1.92024E-05	3.5404807	
1.95979E-05	3.54856006	
1.97442E-05	3.55031755	
2.03013E-05	3.56155109	
2.11646E-05	3.58835398	
2.16005E-05	3.60817664	
2.17618E-05	3.61401251	
2.22223E-05	3.63629257	
2.26915E-05	3.664685	
2.31589E-05	3.69963936	
2.31695E-05	3.7003245	
2.36563E-05	3.73997004	
2.41570E-05	3.79072625	
2.44842E-05	3.83027535	
2.44954E-05	3.83150947	
2.48386E-05	3.87560737	
2.51866E-05	3.92752285	
2.55253E-05	3.98611642	
2.55394E-05	3.98839149	
2.58973E-05	4.05596661	
2.62601E-05	4.13614128	
2.66159E-05	4.22818541	
2.66280E-05	4.23118172	
2.69078E-05	4.3109252	
2.71876E-05	4.40130727	
2.73669E-05	4.46708387	
2.74752E-05	4.50560066	
2.77629E-05	4.6219358	
2.80533E-05	4.75598302	
2.81391E-05	4.8016658	
2.83491E-05	4.9107324	
2.86449E-05	5.0882551	
2.88449E-05	5.22388632	
2.89330E-05	5.29005664	
2.90476E-05	5.37441706	
2.92504E-05	5.54026708	
2.94532E-05	5.72482635	
2.96588E-05	5.93365398	
2.97494E-05	6.03677202	
2.98673E-05	6.1693499	
3.00757E-05	6.4332647	
3.02842E-05	6.73098902	
3.04420E-05	6.98212304	
3.06028E-05	7.26386201	
3.07636E-05	7.57512492	
3.09244E-05	7.91985639	
3.10851E-05	8.30268539	
3.12332E-05	8.69531879	
3.12459E-05	8.72926909	
3.14112E-05	9.22239307	
3.15765E-05	9.77575444	
3.16708E-05	10.1239153	
3.16867E-05	10.183402	
3.17969E-05	10.628835	
3.18895E-05	11.0364643	
3.19072E-05	11.1146156	
3.20174E-05	11.6475593	
3.21276E-05	12.2298003	
3.21448E-05	12.3303142	
3.22611E-05	13.0165717	
3.23947E-05	13.8989332	
3.24000E-05	13.9373354	
3.24838E-05	14.5530887	
3.25700E-05	15.2396161	
3.25728E-05	15.2623822	
3.26619E-05	16.0378501	
3.26975E-05	16.3751033	
3.27509E-05	16.8849628	
3.28250E-05	17.6549167	
3.28400E-05	17.812171	
3.29200E-05	18.7239317	
3.29525E-05	19.1258355	
3.30000E-05	19.7174393	
3.30375E-05	20.225204	
3.30800E-05	20.8042267	
3.31200E-05	21.397962	
3.31600E-05	21.9954888	
3.32000E-05	22.6479513	
3.32400E-05	23.3047685	
3.32800E-05	24.0236739	
3.33200E-05	24.7476678	
3.33600E-05	25.5421838	
3.34000E-05	26.3426757	
3.34400E-05	27.2237738	
3.34800E-05	28.1109562	
3.35000E-05	28.6011945	
3.35600E-05	30.0809148	
3.35610E-05	30.1057476	
3.36200E-05	31.7308932	
3.36420E-05	32.3411605	
3.36800E-05	33.5148981	
3.37230E-05	34.8528077	
3.37420E-05	35.5011175	
3.37770E-05	36.7049609	
3.38080E-05	37.8556531	
3.38310E-05	38.7155814	
3.38520E-05	39.5646181	
3.38850E-05	40.9068481	
3.38960E-05	41.3966812	
3.39400E-05	43.3679367	
3.39520E-05	43.9091805	
3.39840E-05	45.500247	
3.40120E-05	46.9018976	
3.40280E-05	47.7831317	
3.40720E-05	50.2231978	
3.41080E-05	52.4411804	
3.41320E-05	53.9290427	
3.41440E-05	54.7530154	
3.41800E-05	57.2401827	
3.41920E-05	58.0748619	
3.42160E-05	59.9303245	
3.42520E-05	62.7322225	
3.42880E-05	65.8220254	
3.42920E-05	66.1679087	
3.43240E-05	69.1502547	
3.43320E-05	69.9015836	
3.43600E-05	72.7417643	
3.43720E-05	73.9694981	
3.44020E-05	77.2917615	
3.44120E-05	78.4099152	
3.44440E-05	82.2915765	
3.44520E-05	83.2700805	
3.44720E-05	85.9306199	
3.44920E-05	88.6092179	
3.45000E-05	89.7778454	
3.45280E-05	93.895896	
3.45320E-05	94.4885825	
3.45560E-05	98.3542047	
3.45670E-05	100.139318	
3.45840E-05	103.165696	
3.46120E-05	108.193912	
3.46200E-05	109.764634	
3.46420E-05	114.120016	
3.46440E-05	114.54636	
3.46680E-05	119.697426	
3.46720E-05	120.562346	
3.46920E-05	125.226855	
3.47020E-05	127.576783	
3.47160E-05	131.133646	
3.47320E-05	135.229899	
3.47400E-05	137.449814	
3.47620E-05	143.602233	
3.47640E-05	144.210095	
3.47860E-05	150.947169	
3.47920E-05	152.802042	
3.48160E-05	160.882898	
3.48220E-05	162.921903	
3.48360E-05	168.119448	
3.48520E-05	174.104261	
3.48560E-05	175.744431	
3.48760E-05	184.006949	
3.48820E-05	186.506145	
3.48960E-05	192.917721	
3.49120E-05	200.305598	
3.49160E-05	202.34442	
3.49360E-05	212.622296	
3.49420E-05	215.732133	
3.49540E-05	222.621825	
3.49720E-05	233.039707	
3.49900E-05	244.512512	
3.49920E-05	245.798628	
3.50080E-05	256.863987	
3.50120E-05	259.655577	
3.50260E-05	270.185673	
3.50320E-05	274.740768	
3.50440E-05	284.580839	
3.50520E-05	291.203712	
3.50620E-05	300.166102	
3.50720E-05	309.216386	
3.50800E-05	317.073255	
3.50920E-05	328.969796	
3.50960E-05	333.283724	
3.51120E-05	350.694927	
3.51280E-05	369.771861	
3.51300E-05	372.180493	
3.51440E-05	390.433076	
3.51480E-05	395.70158	
3.51600E-05	412.8455	
3.51660E-05	421.506843	
3.51760E-05	437.194352	
3.51840E-05	449.8772	
3.51920E-05	463.684543	
3.52020E-05	481.128815	
3.52080E-05	492.541974	
3.52200E-05	515.599239	
3.52220E-05	519.795923	
3.52360E-05	549.45017	
3.52380E-05	553.729988	
3.52500E-05	581.785186	
3.52560E-05	595.955782	
3.52640E-05	616.409404	
3.52700E-05	631.906043	
3.52780E-05	654.063466	
3.52840E-05	670.852265	
3.52920E-05	694.858786	
3.52980E-05	713.049532	
3.53060E-05	739.056997	
3.53120E-05	758.764285	
3.53200E-05	786.929637	
3.53260E-05	808.292292	
3.53365E-05	848.337666	
3.53400E-05	861.849651	
3.53530E-05	915.556277	
3.53540E-05	919.738173	
3.53680E-05	982.312688	
3.53695E-05	989.540753	
3.53860E-05	1069.94742	
3.54025E-05	1158.16398	
3.54040E-05	1166.27262	
3.54180E-05	1248.05536	
3.54220E-05	1271.65739	
3.54330E-05	1341.52087	
3.54400E-05	1386.39664	
3.54480E-05	1441.34756	
3.54580E-05	1510.64185	
3.54630E-05	1547.44364	
3.54740E-05	1629.07522	
3.54780E-05	1660.53184	
3.54940E-05	1787.44067	
3.54970E-05	1812.62067	
3.55140E-05	1956.50554	
3.55150E-05	1965.37859	
3.55330E-05	2126.23038	
3.55340E-05	2135.23377	
3.55600E-05	2379.38338	
3.55620E-05	2398.29894	
3.56332E-05	3088.19361	
3.56468E-05	3212.74288	
3.56590E-05	3323.19689	
3.56848E-05	3537.70033	
3.57028E-05	3669.27136	
3.57088E-05	3708.00787	
3.57208E-05	3783.80343	
3.57268E-05	3815.51591	
3.57408E-05	3887.30604	
3.57488E-05	3919.71441	
3.57568E-05	3950.78912	
3.57648E-05	3973.67155	
3.57728E-05	3995.34409	
3.57808E-05	4005.91823	
3.57982E-05	4025.79397	
3.58016E-05	4024.67431	
3.58142E-05	4018.34632	
3.58160E-05	4017.13613	
3.58320E-05	3988.13178	
3.58352E-05	3978.97777	
3.58480E-05	3940.01382	
3.58512E-05	3927.0847	
3.58640E-05	3873.07802	
3.58732E-05	3825.72823	
3.58800E-05	3789.54536	
3.58912E-05	3718.67544	
3.59028E-05	3643.64715	
3.59092E-05	3595.83945	
3.59256E-05	3471.07369	
3.59324E-05	3413.95825	
3.59492E-05	3270.66713	
3.59582E-05	3188.1641	
3.59828E-05	2960.0191	
3.59940E-05	2853.04053	
3.60440E-05	2373.20443	
3.60640E-05	2188.58103	
3.60710E-05	2124.43039	
3.60940E-05	1924.46719	
3.60965E-05	1902.89968	
3.61140E-05	1761.02559	
3.61185E-05	1724.82684	
3.61340E-05	1607.31408	
3.61350E-05	1599.79593	
3.61515E-05	1482.5573	
3.61680E-05	1373.35979	
3.61740E-05	1335.95217	
3.61820E-05	1286.60166	
3.61890E-05	1245.83728	
3.61960E-05	1205.43577	
3.62040E-05	1161.948	
3.62100E-05	1129.63511	
3.62190E-05	1084.0769	
3.62240E-05	1059.01019	
3.62340E-05	1011.96975	
3.62380E-05	993.339654	
3.62490E-05	945.338033	
3.62520E-05	932.379021	
3.62640E-05	883.870194	
3.62660E-05	875.876404	
3.62800E-05	823.56419	
3.62820E-05	816.610463	
3.62960E-05	768.578875	
3.63000E-05	755.879175	
3.63120E-05	718.286535	
3.63180E-05	700.897104	
3.63280E-05	672.299316	
3.63360E-05	651.1331	
3.63440E-05	630.245869	
3.63540E-05	606.083538	
3.63600E-05	591.775119	
3.63720E-05	565.277711	
3.63760E-05	556.558682	
3.63900E-05	528.280898	
3.63920E-05	524.292174	
3.64080E-05	494.695608	
3.64280E-05	461.094423	
3.64480E-05	430.817164	
3.64680E-05	403.467276	
3.64880E-05	378.69727	
3.65080E-05	356.203767	
3.65280E-05	335.722541	
3.65480E-05	317.079992	
3.65580E-05	308.439596	
3.65680E-05	299.983473	
3.65920E-05	281.275795	
3.66000E-05	275.547157	
3.66160E-05	264.340757	
3.66320E-05	254.022464	
3.66400E-05	248.953423	
3.66640E-05	234.917102	
3.66880E-05	222.144093	
3.66960E-05	218.191381	
3.67120E-05	210.417629	
3.67280E-05	203.186021	
3.67360E-05	199.627025	
3.67600E-05	189.675432	
3.67880E-05	179.053578	
3.67920E-05	177.647579	
3.68160E-05	169.340672	
3.68240E-05	166.76906	
3.68440E-05	160.445112	
3.68640E-05	154.559865	
3.68720E-05	152.246129	
3.69000E-05	144.696131	
3.69040E-05	143.687667	
3.69280E-05	137.741073	
3.69440E-05	134.086262	
3.69700E-05	128.244927	
3.69840E-05	125.352162	
3.70020E-05	121.691813	
3.70240E-05	117.537843	
3.70380E-05	114.934525	
3.70640E-05	110.454773	
3.70740E-05	108.762678	
3.71100E-05	103.106738	
3.71240E-05	101.057889	
3.71460E-05	97.9076092	
3.71820E-05	93.0984649	
3.71840E-05	92.8484974	
3.72180E-05	88.6890145	
3.72440E-05	85.7552062	
3.72720E-05	82.6584468	
3.73040E-05	79.4212695	
3.73200E-05	77.8332602	
3.73640E-05	73.8063088	
3.73680E-05	73.4467889	
3.74160E-05	69.4587045	
3.74240E-05	68.8419978	
3.74640E-05	65.8203099	
3.74960E-05	63.5729007	
3.75120E-05	62.4710732	
3.75600E-05	59.3920641	
3.76080E-05	56.5680512	
3.76240E-05	55.6868827	
3.76560E-05	53.9623098	
3.77140E-05	51.0511341	
3.77200E-05	50.7715668	
3.77720E-05	48.4106675	
3.78160E-05	46.5533026	
3.78300E-05	45.9762355	
3.78880E-05	43.7501668	
3.79120E-05	42.8898594	
3.79460E-05	41.7017192	
3.80040E-05	39.8063945	
3.80250E-05	39.16282	
3.80620E-05	38.0570412	
3.81200E-05	36.4294511	
3.81230E-05	36.3506646	
3.81900E-05	34.6308821	
3.82210E-05	33.8895705	
3.82600E-05	32.9767776	
3.83190E-05	31.6880036	
3.83300E-05	31.4536265	
3.84000E-05	30.05977	
3.84660E-05	28.8280586	
3.84700E-05	28.7555536	
3.85400E-05	27.5653276	
3.86130E-05	26.4148717	
3.86450E-05	25.9246356	
3.87250E-05	24.7920352	
3.87600E-05	24.3293758	
3.88150E-05	23.6225723	
3.89050E-05	22.5454781	
3.89100E-05	22.48956	
3.89950E-05	21.5653309	
3.90600E-05	20.903967	
3.90850E-05	20.657084	
3.91750E-05	19.8244849	
3.92600E-05	19.0857077	
3.92650E-05	19.0436554	
3.94000E-05	17.9917355	
3.94600E-05	17.5597933	
3.95100E-05	17.2120465	
3.96200E-05	16.4983723	
3.96900E-05	16.0732814	
