E(MeV)	pendfb7/Ce142:1	
3.88023E-03	170.904	
3.88061E-03	169.223	
3.88210E-03	162.502	
3.88247E-03	160.959	
3.88396E-03	154.789	
3.88433E-03	153.397	
3.88619E-03	146.442	
3.88675E-03	144.355	
3.88805E-03	140.039	
3.88954E-03	135.106	
3.88991E-03	134.008	
3.89178E-03	128.516	
3.89233E-03	126.869	
3.89364E-03	123.431	
3.89513E-03	119.502	
3.89550E-03	118.62	
3.89736E-03	114.21	
3.89792E-03	112.887	
3.89922E-03	110.103	
3.90071E-03	106.922	
3.90108E-03	106.203	
3.90350E-03	101.525	
3.90388E-03	100.875	
3.90574E-03	97.623	
3.90657E-03	96.1597	
3.90797E-03	93.9583	
3.90965E-03	91.3167	
3.91020E-03	90.5201	
3.91244E-03	87.3337	
3.91281E-03	86.8027	
3.91467E-03	84.3982	
3.91616E-03	82.4747	
3.91709E-03	81.386	
3.91951E-03	78.5557	
3.92193E-03	75.9898	
3.92296E-03	74.9043	
3.92435E-03	73.5773	
3.92714E-03	70.9233	
3.92761E-03	70.481	
3.92994E-03	68.528	
3.93226E-03	66.5751	
3.93273E-03	66.2268	
3.93552E-03	64.1372	
3.93692E-03	63.0924	
3.93971E-03	61.2271	
3.94204E-03	59.6728	
3.94390E-03	58.5711	
3.94762E-03	56.3679	
3.94809E-03	56.1236	
3.95227E-03	53.9258	
3.95321E-03	53.4374	
3.95646E-03	51.9122	
3.95879E-03	50.8229	
3.96065E-03	50.0414	
3.96437E-03	48.4784	
3.96484E-03	48.3023	
3.96903E-03	46.7173	
3.96996E-03	46.3651	
3.97322E-03	45.2491	
3.97554E-03	44.452	
3.97740E-03	43.8849	
3.98159E-03	42.6091	
3.98392E-03	41.9003	
3.98578E-03	41.4047	
3.99137E-03	39.9178	
3.99230E-03	39.6699	
3.99695E-03	38.578	
4.00067E-03	37.7045	
4.00253E-03	37.3168	
4.00812E-03	36.1537	
4.00905E-03	35.9599	
4.01370E-03	35.0943	
4.01743E-03	34.4019	
4.01929E-03	34.0962	
4.02487E-03	33.179	
4.02860E-03	32.5676	
4.03046E-03	32.3015	
4.03604E-03	31.5033	
4.03976E-03	30.9712	
4.04349E-03	30.4978	
4.05093E-03	29.551	
4.05838E-03	28.6971	
4.06583E-03	27.9331	
4.07327E-03	27.1691	
4.07420E-03	27.0866	
4.08258E-03	26.3441	
4.08816E-03	25.8491	
4.08909E-03	25.7666	
4.09654E-03	25.1919	
4.10492E-03	24.5454	
4.11423E-03	23.9207	
4.12353E-03	23.296	
4.13284E-03	22.7532	
4.14215E-03	22.2103	
4.15146E-03	21.7337	
4.16076E-03	21.2572	
4.17007E-03	20.8413	
4.17938E-03	20.4255	
4.18403E-03	20.2176	
4.18869E-03	20.036	
4.19799E-03	19.6728	
4.20730E-03	19.3095	
4.21661E-03	18.9938	
4.22359E-03	18.757	
4.22882E-03	18.5794	
4.23173E-03	18.4808	
4.23522E-03	18.3624	
4.23697E-03	18.3109	
4.24089E-03	18.1952	
4.24453E-03	18.088	
4.24802E-03	17.9851	
4.25151E-03	17.8822	
4.25384E-03	17.8136	
4.25616E-03	17.7451	
4.25849E-03	17.6765	
4.26024E-03	17.6251	
4.26198E-03	17.5737	
4.26314E-03	17.5395	
4.26373E-03	17.5247	
4.26547E-03	17.4804	
4.26664E-03	17.4508	
4.26780E-03	17.4213	
4.26896E-03	17.3918	
4.27013E-03	17.3623	
4.27133E-03	17.3319	
4.27213E-03	17.3116	
4.27293E-03	17.2914	
4.27373E-03	17.2711	
4.27452E-03	17.2509	
4.27532E-03	17.2307	
4.27612E-03	17.2105	
4.27682E-03	17.1931	
4.27740E-03	17.1784	
4.27798E-03	17.1638	
4.27856E-03	17.1492	
4.27914E-03	17.1346	
4.27972E-03	17.12	
4.28031E-03	17.1055	
4.28089E-03	17.091	
4.28139E-03	17.0786	
4.28180E-03	17.0684	
4.28221E-03	17.0581	
4.28263E-03	17.0479	
4.28278E-03	17.0441	
4.28304E-03	17.0408	
4.28345E-03	17.0354	
4.28387E-03	17.0301	
4.28418E-03	17.0262	
4.28449E-03	17.0223	
4.28476E-03	17.0189	
4.28504E-03	17.0155	
4.28532E-03	17.0121	
4.28559E-03	17.0088	
4.28587E-03	17.0055	
4.28615E-03	17.0023	
4.28642E-03	16.9992	
4.28670E-03	16.9962	
4.28691E-03	16.9939	
4.28713E-03	16.9916	
4.28734E-03	16.9895	
4.28755E-03	16.9874	
4.28777E-03	16.9854	
4.28789E-03	16.9843	
4.28798E-03	16.9858	
4.28819E-03	16.9897	
4.28835E-03	16.9926	
4.28849E-03	16.9953	
4.28866E-03	16.9987	
4.28883E-03	17.0022	
4.28900E-03	17.0059	
4.28913E-03	17.0158	
4.28926E-03	17.0258	
4.28938E-03	17.036	
4.28951E-03	17.0464	
4.28960E-03	17.0535	
4.28968E-03	17.0607	
4.28977E-03	17.0681	
4.28986E-03	17.0767	
4.28996E-03	17.0855	
4.29002E-03	17.0915	
4.29007E-03	17.0957	
4.29009E-03	17.101	
4.29015E-03	17.117	
4.29022E-03	17.1333	
4.29028E-03	17.1499	
4.29034E-03	17.1667	
4.29041E-03	17.1839	
4.29047E-03	17.2015	
4.29051E-03	17.2135	
4.29053E-03	17.2241	
4.29060E-03	17.2565	
4.29065E-03	17.2812	
4.29069E-03	17.3062	
4.29074E-03	17.3316	
4.29079E-03	17.3574	
4.29081E-03	17.369	
4.29084E-03	17.3963	
4.29090E-03	17.4423	
4.29095E-03	17.4891	
4.29100E-03	17.5366	
4.29106E-03	17.5849	
4.29107E-03	17.5948	
4.29111E-03	17.6516	
4.29116E-03	17.7236	
4.29122E-03	17.7967	
4.29127E-03	17.8711	
4.29128E-03	17.8862	
4.29132E-03	17.9699	
4.29138E-03	18.076	
4.29143E-03	18.1836	
4.29148E-03	18.293	
4.29149E-03	18.3152	
4.29154E-03	18.4315	
4.29159E-03	18.5789	
4.29164E-03	18.7284	
4.29165E-03	18.7587	
4.29168E-03	18.8722	
4.29173E-03	19.0251	
4.29177E-03	19.1796	
4.29181E-03	19.3359	
4.29185E-03	19.5309	
4.29190E-03	19.7278	
4.29194E-03	19.9267	
4.29197E-03	20.0775	
4.29198E-03	20.1368	
4.29203E-03	20.3761	
4.29207E-03	20.6178	
4.29208E-03	20.679	
4.29213E-03	21.0258	
4.29218E-03	21.3775	
4.29220E-03	21.4568	
4.29226E-03	21.9389	
4.29229E-03	22.1832	
4.29232E-03	22.4568	
4.29237E-03	22.8945	
4.29240E-03	23.1049	
4.29244E-03	23.5274	
4.29250E-03	24.1506	
4.29251E-03	24.1967	
4.29256E-03	24.7535	
4.29261E-03	25.3295	
4.29263E-03	25.5211	
4.29269E-03	26.3556	
4.29272E-03	26.7394	
4.29276E-03	27.2442	
4.29283E-03	28.1794	
4.29285E-03	28.4141	
4.29292E-03	29.4918	
4.29297E-03	30.2715	
4.29300E-03	30.7689	
4.29308E-03	32.1206	
4.29309E-03	32.3056	
4.29318E-03	34.0526	
4.29321E-03	34.489	
4.29329E-03	36.1209	
4.29338E-03	38.0019	
4.29341E-03	38.6277	
4.29358E-03	42.1583	
4.29362E-03	43.0443	
4.29395E-03	50.1649	
4.29397E-03	50.6766	
4.29411E-03	53.3734	
4.29416E-03	54.5152	
4.29424E-03	55.8177	
4.29431E-03	57.0994	
4.29435E-03	57.8597	
4.29443E-03	59.0549	
4.29444E-03	59.2013	
4.29454E-03	60.5784	
4.29456E-03	60.8209	
4.29465E-03	61.7444	
4.29470E-03	62.2224	
4.29477E-03	62.653	
4.29484E-03	63.0756	
4.29488E-03	63.2156	
4.29497E-03	63.4399	
4.29500E-03	63.4564	
4.29510E-03	63.2863	
4.29512E-03	63.2538	
4.29522E-03	62.7488	
4.29525E-03	62.5573	
4.29533E-03	61.8871	
4.29536E-03	61.5854	
4.29543E-03	60.8824	
4.29551E-03	59.8387	
4.29553E-03	59.5607	
4.29563E-03	58.0666	
4.29566E-03	57.7031	
4.29575E-03	56.0415	
4.29580E-03	55.1961	
4.29588E-03	53.524	
4.29595E-03	52.1129	
4.29603E-03	50.596	
4.29623E-03	46.1065	
4.29630E-03	44.6613	
4.29652E-03	39.9155	
4.29653E-03	39.7186	
4.29666E-03	36.9823	
4.29670E-03	36.2552	
4.29678E-03	34.6713	
4.29688E-03	32.8771	
4.29698E-03	31.1262	
4.29700E-03	30.8205	
4.29707E-03	29.6827	
4.29711E-03	28.9324	
4.29716E-03	28.3274	
4.29722E-03	27.472	
4.29723E-03	27.2176	
4.29727E-03	26.6755	
4.29733E-03	25.9082	
4.29735E-03	25.6801	
4.29739E-03	25.1986	
4.29746E-03	24.4161	
4.29747E-03	24.3152	
4.29752E-03	23.8144	
4.29758E-03	23.2287	
4.29763E-03	22.7069	
4.29768E-03	22.2705	
4.29769E-03	22.1994	
4.29775E-03	21.7432	
4.29779E-03	21.431	
4.29781E-03	21.3077	
4.29787E-03	20.9117	
4.29790E-03	20.7012	
4.29792E-03	20.5465	
4.29798E-03	20.216	
4.29804E-03	19.8898	
4.29806E-03	19.7905	
4.29809E-03	19.655	
4.29813E-03	19.4407	
4.29818E-03	19.2287	
4.29822E-03	19.0715	
4.29823E-03	19.0292	
4.29828E-03	18.8621	
4.29833E-03	18.697	
4.29837E-03	18.5339	
4.29838E-03	18.4935	
4.29842E-03	18.3982	
4.29847E-03	18.2727	
4.29852E-03	18.1489	
4.29856E-03	18.0265	
4.29861E-03	17.933	
4.29866E-03	17.8408	
4.29871E-03	17.7498	
4.29874E-03	17.6823	
4.29875E-03	17.6651	
4.29880E-03	17.597	
4.29884E-03	17.5341	
4.29889E-03	17.4719	
4.29892E-03	17.431	
4.29893E-03	17.4159	
4.29898E-03	17.3715	
4.29902E-03	17.3277	
4.29907E-03	17.2844	
4.29911E-03	17.2417	
4.29916E-03	17.1994	
4.29920E-03	17.1728	
4.29925E-03	17.1465	
4.29930E-03	17.1121	
4.29936E-03	17.0783	
4.29942E-03	17.045	
4.29948E-03	17.0122	
4.29954E-03	16.983	
4.29960E-03	16.9637	
4.29966E-03	16.9465	
4.29972E-03	16.9297	
4.29979E-03	16.9114	
4.29986E-03	16.8918	
4.29993E-03	16.8724	
4.30000E-03	16.8533	
4.30006E-03	16.8376	
4.30007E-03	16.836	
4.30014E-03	16.8271	
4.30025E-03	16.814	
4.30036E-03	16.8012	
4.30046E-03	16.7886	
4.30057E-03	16.7762	
4.30068E-03	16.764	
4.30082E-03	16.7478	
4.30094E-03	16.7346	
4.30108E-03	16.7188	
4.30122E-03	16.7031	
4.30127E-03	16.698	
4.30137E-03	16.6927	
4.30155E-03	16.6825	
4.30174E-03	16.6723	
4.30193E-03	16.6623	
4.30212E-03	16.6524	
4.30231E-03	16.6426	
4.30253E-03	16.6317	
4.30277E-03	16.6196	
4.30300E-03	16.6076	
4.30324E-03	16.5957	
4.30348E-03	16.5839	
4.30372E-03	16.5722	
4.30395E-03	16.5605	
4.30412E-03	16.5523	
4.30419E-03	16.5503	
4.30446E-03	16.5426	
4.30477E-03	16.5339	
4.30508E-03	16.5252	
4.30539E-03	16.5167	
4.30570E-03	16.5081	
4.30601E-03	16.4996	
4.30632E-03	16.4912	
4.30678E-03	16.4785	
4.30713E-03	16.4691	
4.30747E-03	16.4596	
4.30794E-03	16.4471	
4.30840E-03	16.4346	
4.30887E-03	16.4221	
4.30933E-03	16.4097	
4.30979E-03	16.3973	
4.31026E-03	16.3849	
4.31082E-03	16.3698	
4.31149E-03	16.3521	
4.31215E-03	16.3343	
4.31282E-03	16.3166	
4.31349E-03	16.2989	
4.31415E-03	16.2812	
4.31482E-03	16.2636	
4.31549E-03	16.2459	
4.31628E-03	16.225	
4.31716E-03	16.2018	
4.31720E-03	16.2009	
4.31811E-03	16.1813	
4.31903E-03	16.1616	
4.31995E-03	16.142	
4.32087E-03	16.1223	
4.32224E-03	16.0929	
4.32374E-03	16.0608	
4.32491E-03	16.0358	
4.32666E-03	15.9984	
4.32841E-03	15.961	
4.33016E-03	15.9236	
4.33191E-03	15.8863	
4.33366E-03	15.8489	
4.33599E-03	15.7991	
4.33833E-03	15.7493	
4.34066E-03	15.6994	
4.34316E-03	15.6461	
4.34583E-03	15.5892	
4.34983E-03	15.5038	
4.35400E-03	15.4149	
4.35650E-03	15.3616	
4.35850E-03	15.323	
4.36300E-03	15.2361	
4.36750E-03	15.1492	
4.37351E-03	15.0334	
4.38051E-03	14.8983	
4.38451E-03	14.8211	
4.39251E-03	14.6667	
4.40051E-03	14.5123	
4.40852E-03	14.3579	
4.41452E-03	14.2421	
4.42052E-03	14.1263	
4.42652E-03	14.0105	
4.43253E-03	13.8947	
4.43703E-03	13.8079	
4.44153E-03	13.7211	
4.44453E-03	13.6632	
4.44578E-03	13.6347	
4.44953E-03	13.5491	
4.45328E-03	13.4635	
4.45703E-03	13.378	
4.46078E-03	13.2924	
4.46328E-03	13.2354	
4.46454E-03	13.2068	
4.46579E-03	13.1721	
4.46829E-03	13.1025	
4.47079E-03	13.033	
4.47329E-03	12.9634	
4.47454E-03	12.9287	
4.47513E-03	12.9084	
4.47689E-03	12.8475	
4.47866E-03	12.7867	
4.48043E-03	12.7259	
4.48219E-03	12.6651	
4.48396E-03	12.6043	
4.48567E-03	12.5284	
4.48738E-03	12.4525	
4.48852E-03	12.4019	
4.48966E-03	12.3514	
4.49080E-03	12.3008	
4.49194E-03	12.2347	
4.49308E-03	12.1687	
4.49436E-03	12.0944	
4.49564E-03	12.0201	
4.49650E-03	11.9706	
4.49735E-03	11.9074	
4.49821E-03	11.8441	
4.49906E-03	11.7809	
4.49992E-03	11.7177	
4.50063E-03	11.653	
4.50135E-03	11.5884	
4.50206E-03	11.5237	
4.50277E-03	11.4591	
4.50348E-03	11.3786	
4.50419E-03	11.2981	
4.50491E-03	11.2177	
4.50562E-03	11.1373	
4.50637E-03	11.0304	
4.50687E-03	10.9591	
4.50737E-03	10.8879	
4.50786E-03	10.8168	
4.50804E-03	10.7914	
4.50836E-03	10.7344	
4.50886E-03	10.6459	
4.50936E-03	10.5574	
4.50979E-03	10.4816	
4.50986E-03	10.469	
4.51032E-03	10.3704	
4.51086E-03	10.2567	
4.51118E-03	10.1886	
4.51121E-03	10.1795	
4.51157E-03	10.0887	
4.51193E-03	9.99807	
4.51228E-03	9.90746	
4.51260E-03	9.82599	
4.51262E-03	9.82056	
4.51294E-03	9.72298	
4.51326E-03	9.62548	
4.51358E-03	9.52806	
4.51367E-03	9.50103	
4.51390E-03	9.41753	
4.51422E-03	9.30202	
4.51454E-03	9.18663	
4.51474E-03	9.1162	
4.51486E-03	9.06384	
4.51515E-03	8.94428	
4.51540E-03	8.83978	
4.51545E-03	8.81742	
4.51565E-03	8.7235	
4.51590E-03	8.60412	
4.51615E-03	8.4849	
4.51617E-03	8.4764	
4.51640E-03	8.348	
4.51665E-03	8.20995	
4.51690E-03	8.07212	
4.51691E-03	8.0623	
4.51712E-03	7.93281	
4.51731E-03	7.80915	
4.51741E-03	7.74743	
4.51751E-03	7.67812	
4.51771E-03	7.53975	
4.51790E-03	7.40167	
4.51791E-03	7.3954	
4.51810E-03	7.24828	
4.51829E-03	7.09451	
4.51834E-03	7.05967	
4.51849E-03	6.92912	
4.51867E-03	6.776	
4.51869E-03	6.7531	
4.51883E-03	6.62825	
4.51899E-03	6.47892	
4.51905E-03	6.42107	
4.51915E-03	6.32136	
4.51927E-03	6.19944	
4.51939E-03	6.07795	
4.51951E-03	5.95697	
4.51959E-03	5.8812	
4.51963E-03	5.83528	
4.51975E-03	5.71205	
4.51987E-03	5.58966	
4.51996E-03	5.49514	
4.52006E-03	5.40132	
4.52012E-03	5.33932	
4.52015E-03	5.31178	
4.52024E-03	5.2301	
4.52030E-03	5.18405	
4.52034E-03	5.15576	
4.52043E-03	5.09099	
4.52048E-03	5.06083	
4.52052E-03	5.03824	
4.52059E-03	5.0104	
4.52061E-03	5.00074	
4.52065E-03	4.99411	
4.52071E-03	4.98467	
4.52074E-03	4.98044	
4.52077E-03	4.98378	
4.52080E-03	4.98683	
4.52084E-03	4.9994	
4.52088E-03	5.01343	
4.52089E-03	5.02449	
4.52097E-03	5.07325	
4.52104E-03	5.14546	
4.52105E-03	5.16415	
4.52111E-03	5.252	
4.52113E-03	5.28172	
4.52118E-03	5.39271	
4.52120E-03	5.43707	
4.52126E-03	5.57233	
4.52128E-03	5.6356	
4.52133E-03	5.79611	
4.52136E-03	5.88332	
4.52141E-03	6.06934	
4.52146E-03	6.28251	
4.52151E-03	6.52247	
4.52156E-03	6.79136	
4.52157E-03	6.82866	
4.52161E-03	7.0912	
4.52162E-03	7.14448	
4.52166E-03	7.42432	
4.52167E-03	7.4964	
4.52171E-03	7.79312	
4.52173E-03	7.99565	
4.52176E-03	8.19958	
4.52179E-03	8.50218	
4.52181E-03	8.6463	
4.52185E-03	9.06812	
4.52187E-03	9.20958	
4.52191E-03	9.69589	
4.52192E-03	9.83272	
4.52197E-03	10.3904	
4.52198E-03	10.5197	
4.52203E-03	11.156	
4.52204E-03	11.2744	
4.52209E-03	11.9973	
4.52215E-03	13.0039	
4.52216E-03	13.2486	
4.52221E-03	13.9869	
4.52224E-03	14.6521	
4.52226E-03	15.0533	
4.52232E-03	16.1324	
4.52237E-03	17.2928	
4.52238E-03	17.5409	
4.52242E-03	18.5376	
4.52247E-03	19.7328	
4.52248E-03	19.8662	
4.52255E-03	21.779	
4.52256E-03	22.1937	
4.52262E-03	23.9646	
4.52265E-03	24.922	
4.52270E-03	26.3362	
4.52275E-03	27.9011	
4.52282E-03	30.5823	
4.52283E-03	31.0602	
4.52289E-03	33.3214	
4.52294E-03	35.2817	
4.52296E-03	35.9374	
4.52302E-03	38.6989	
4.52305E-03	40.3138	
4.52309E-03	41.9334	
4.52316E-03	45.3654	
4.52319E-03	46.4842	
4.52328E-03	51.1368	
4.52330E-03	52.6684	
4.52336E-03	55.5489	
4.52348E-03	62.2001	
4.52350E-03	63.4701	
4.52360E-03	69.8259	
4.52378E-03	80.7873	
4.52385E-03	85.1123	
4.52402E-03	95.9026	
4.52413E-03	103.071	
4.52419E-03	106.505	
4.52429E-03	112.318	
4.52430E-03	113.276	
4.52442E-03	119.634	
4.52444E-03	120.898	
4.52453E-03	125.482	
4.52458E-03	127.758	
4.52465E-03	130.752	
4.52471E-03	133.722	
4.52476E-03	135.382	
4.52485E-03	138.465	
4.52497E-03	141.945	
4.52500E-03	142.597	
4.52507E-03	144.132	
4.52511E-03	144.687	
4.52518E-03	145.576	
4.52520E-03	145.689	
4.52529E-03	146.245	
4.52531E-03	146.267	
4.52534E-03	146.288	
4.52542E-03	145.892	
4.52546E-03	145.711	
4.52554E-03	144.716	
4.52557E-03	144.279	
4.52565E-03	142.716	
4.52568E-03	142.037	
4.52576E-03	139.952	
4.52580E-03	139.05	
4.52588E-03	136.494	
4.52591E-03	135.39	
4.52605E-03	130.15	
4.52608E-03	128.834	
4.52624E-03	121.935	
4.52628E-03	119.742	
4.52645E-03	111.989	
4.52658E-03	105.179	
4.52672E-03	98.2041	
4.52685E-03	91.6035	
4.52691E-03	88.7572	
4.52697E-03	86.0609	
4.52708E-03	80.6852	
4.52712E-03	78.6754	
4.52717E-03	76.7967	
4.52725E-03	72.8938	
4.52727E-03	72.4274	
4.52735E-03	68.9448	
4.52741E-03	66.6314	
4.52745E-03	65.1659	
4.52751E-03	62.7755	
4.52755E-03	61.3189	
4.52758E-03	60.4636	
4.52764E-03	58.2704	
4.52766E-03	57.663	
4.52770E-03	56.1983	
4.52776E-03	54.2888	
4.52778E-03	53.8742	
4.52784E-03	52.0145	
4.52787E-03	51.1903	
4.52791E-03	50.2384	
4.52796E-03	48.767	
4.52797E-03	48.5486	
4.52803E-03	46.9821	
4.52807E-03	46.0709	
4.52810E-03	45.4795	
4.52816E-03	44.0646	
4.52818E-03	43.6334	
4.52823E-03	42.7464	
4.52829E-03	41.473	
4.52836E-03	40.323	
4.52840E-03	39.4659	
4.52842E-03	39.2084	
4.52847E-03	38.3526	
4.52851E-03	37.6981	
4.52853E-03	37.5189	
4.52858E-03	36.7529	
4.52862E-03	36.1161	
4.52863E-03	36.0018	
4.52869E-03	35.3167	
4.52874E-03	34.7015	
4.52879E-03	34.0366	
4.52885E-03	33.4338	
4.52887E-03	33.133	
4.52890E-03	32.863	
4.52896E-03	32.2887	
4.52898E-03	32.0815	
4.52906E-03	31.3669	
4.52913E-03	30.7969	
4.52914E-03	30.675	
4.52922E-03	30.0676	
4.52929E-03	29.5293	
4.52931E-03	29.4425	
4.52937E-03	29.0385	
4.52943E-03	28.6354	
4.52946E-03	28.4458	
4.52952E-03	28.0876	
4.52962E-03	27.5667	
4.52963E-03	27.5124	
4.52971E-03	27.1189	
4.52980E-03	26.6806	
4.52988E-03	26.335	
4.52990E-03	26.2589	
4.52999E-03	25.8963	
4.53009E-03	25.5345	
4.53013E-03	25.3626	
4.53018E-03	25.2033	
4.53027E-03	24.8996	
4.53039E-03	24.51	
4.53040E-03	24.4956	
4.53051E-03	24.1759	
4.53063E-03	23.8446	
4.53066E-03	23.7588	
4.53075E-03	23.5507	
4.53087E-03	23.2702	
4.53099E-03	22.9901	
4.53102E-03	22.928	
4.53115E-03	22.665	
4.53131E-03	22.3499	
4.53138E-03	22.2276	
4.53147E-03	22.0632	
4.53166E-03	21.7497	
4.53177E-03	21.5708	
4.53182E-03	21.4942	
4.53198E-03	21.2645	
4.53220E-03	20.9587	
4.53241E-03	20.7038	
4.53262E-03	20.4491	
4.53284E-03	20.1948	
4.53305E-03	19.9795	
4.53327E-03	19.7645	
4.53351E-03	19.5506	
4.53376E-03	19.3369	
4.53398E-03	19.1538	
4.53401E-03	19.1284	
4.53426E-03	18.9505	
4.53451E-03	18.7727	
4.53469E-03	18.6458	
4.53476E-03	18.6044	
4.53501E-03	18.4593	
4.53526E-03	18.3144	
4.53558E-03	18.1282	
4.53576E-03	18.0248	
4.53590E-03	17.9583	
4.53622E-03	17.8089	
4.53654E-03	17.6595	
4.53683E-03	17.5268	
4.53686E-03	17.5136	
4.53718E-03	17.3943	
4.53750E-03	17.275	
4.53783E-03	17.1559	
4.53822E-03	17.0103	
4.53825E-03	16.9971	
4.53861E-03	16.8944	
4.53900E-03	16.7814	
4.53939E-03	16.6685	
4.53978E-03	16.5556	
4.54003E-03	16.4839	
4.54018E-03	16.4524	
4.54076E-03	16.3229	
4.54121E-03	16.2248	
4.54171E-03	16.1149	
4.54217E-03	16.013	
4.54221E-03	16.007	
4.54271E-03	15.9232	
4.54320E-03	15.8393	
4.54370E-03	15.7555	
4.54445E-03	15.6299	
4.54467E-03	15.594	
4.54495E-03	15.5573	
4.54559E-03	15.4748	
4.54623E-03	15.3922	
4.54687E-03	15.3097	
4.54751E-03	15.2273	
4.54816E-03	15.1629	
4.54880E-03	15.0985	
4.54976E-03	15.002	
4.55051E-03	14.927	
4.55136E-03	14.8615	
4.55222E-03	14.7961	
4.55307E-03	14.7307	
4.55393E-03	14.6653	
4.55478E-03	14.6	
4.55521E-03	14.5673	
4.55606E-03	14.5179	
4.55692E-03	14.4684	
4.55806E-03	14.4026	
4.55920E-03	14.3367	
4.56006E-03	14.2873	
4.56034E-03	14.2742	
4.56148E-03	14.222	
4.56262E-03	14.1698	
4.56376E-03	14.1176	
4.56490E-03	14.0654	
4.56547E-03	14.0454	
4.56729E-03	13.9816	
4.56917E-03	13.9157	
4.57105E-03	13.8499	
4.57293E-03	13.7841	
4.57442E-03	13.7322	
4.57481E-03	13.7217	
4.57669E-03	13.6722	
4.57855E-03	13.6231	
4.58102E-03	13.5577	
4.58350E-03	13.4922	
4.58433E-03	13.4704	
4.58598E-03	13.437	
4.58846E-03	13.387	
4.59094E-03	13.337	
4.59342E-03	13.287	
4.59713E-03	13.2119	
4.60085E-03	13.1369	
4.60457E-03	13.0801	
4.60828E-03	13.0233	
4.61076E-03	12.9855	
4.61572E-03	12.9097	
4.62068E-03	12.834	
4.62563E-03	12.7583	
4.63059E-03	12.6984	
4.63554E-03	12.6384	
4.64215E-03	12.5585	
4.64876E-03	12.4786	
4.65537E-03	12.3987	
4.66528E-03	12.3008	
4.67519E-03	12.2028	
4.68511E-03	12.1048	
4.70163E-03	11.9415	
4.71485E-03	11.833	
4.72806E-03	11.7244	
4.74128E-03	11.6159	
4.76110E-03	11.4531	
4.78093E-03	11.3147	
4.80076E-03	11.1764	
4.83380E-03	10.9458	
4.86023E-03	10.7864	
4.88666E-03	10.6269	
4.91310E-03	10.4675	
4.93953E-03	10.3287	
4.97257E-03	10.1552	
4.99240E-03	10.0512	
5.00950E-03	9.96138	
5.01520E-03	9.93145	
5.03230E-03	9.85316	
5.03800E-03	9.82706	
5.05225E-03	9.76181	
5.06294E-03	9.71288	
5.07300E-03	9.66681	
5.07950E-03	9.63705	
5.08600E-03	9.6073	
5.09250E-03	9.57754	
5.09981E-03	9.54407	
5.10469E-03	9.52176	
5.10956E-03	9.49945	
5.11322E-03	9.48272	
5.11687E-03	9.46599	
5.12053E-03	9.44926	
5.12462E-03	9.43056	
5.12749E-03	9.41744	
5.13036E-03	9.40432	
5.13323E-03	9.3912	
5.13572E-03	9.37981	
5.13821E-03	9.36842	
5.14008E-03	9.36116	
5.14195E-03	9.35391	
5.14382E-03	9.34669	
5.14567E-03	9.33951	
5.14752E-03	9.33234	
5.14938E-03	9.32517	
5.15123E-03	9.318	
5.15246E-03	9.31323	
5.15364E-03	9.30867	
5.15478E-03	9.30431	
5.15591E-03	9.29995	
5.15704E-03	9.2956	
5.15817E-03	9.29125	
5.15930E-03	9.28691	
5.16043E-03	9.28258	
5.16156E-03	9.27825	
5.16251E-03	9.27462	
5.16328E-03	9.27167	
5.16405E-03	9.26873	
5.16482E-03	9.2658	
5.16559E-03	9.26288	
5.16637E-03	9.25996	
5.16714E-03	9.25705	
5.16791E-03	9.25416	
5.16860E-03	9.25159	
5.16920E-03	9.24935	
5.16980E-03	9.24713	
5.17040E-03	9.24491	
5.17100E-03	9.2427	
5.17160E-03	9.24051	
5.17220E-03	9.23834	
5.17280E-03	9.23618	
5.17331E-03	9.23435	
5.17394E-03	9.23212	
5.17437E-03	9.23064	
5.17479E-03	9.22918	
5.17521E-03	9.22774	
5.17563E-03	9.22632	
5.17606E-03	9.22491	
5.17648E-03	9.22354	
5.17697E-03	9.22198	
5.17726E-03	9.22107	
5.17729E-03	9.22107	
5.17762E-03	9.22112	
5.17794E-03	9.22119	
5.17827E-03	9.22129	
5.17859E-03	9.22141	
5.17892E-03	9.22158	
5.17921E-03	9.22175	
5.17947E-03	9.22194	
5.17960E-03	9.22205	
5.17973E-03	9.22311	
5.17999E-03	9.22527	
5.18025E-03	9.22746	
5.18051E-03	9.2297	
5.18077E-03	9.23199	
5.18103E-03	9.23433	
5.18127E-03	9.23654	
5.18149E-03	9.23862	
5.18171E-03	9.24076	
5.18193E-03	9.24296	
5.18215E-03	9.24524	
5.18237E-03	9.2476	
5.18259E-03	9.25006	
5.18281E-03	9.25264	
5.18300E-03	9.25505	
5.18317E-03	9.25727	
5.18331E-03	9.25911	
5.18334E-03	9.26063	
5.18347E-03	9.26608	
5.18360E-03	9.27162	
5.18373E-03	9.27728	
5.18385E-03	9.28309	
5.18398E-03	9.28909	
5.18407E-03	9.29322	
5.18415E-03	9.29746	
5.18424E-03	9.30185	
5.18432E-03	9.30608	
5.18433E-03	9.30675	
5.18439E-03	9.31379	
5.18446E-03	9.3224	
5.18454E-03	9.33121	
5.18461E-03	9.34024	
5.18468E-03	9.34953	
5.18476E-03	9.35912	
5.18481E-03	9.36654	
5.18483E-03	9.36965	
5.18487E-03	9.37736	
5.18492E-03	9.39063	
5.18497E-03	9.40417	
5.18503E-03	9.41802	
5.18508E-03	9.4322	
5.18514E-03	9.44676	
