E(MeV)	pendfb7/Ce142:1	
2.41158E-02	5.61971	
2.41159E-02	5.61852	
2.41161E-02	5.61734	
2.41163E-02	5.61579	
2.41165E-02	5.61426	
2.41167E-02	5.61275	
2.41169E-02	5.61126	
2.41172E-02	5.60904	
2.41174E-02	5.60757	
2.41178E-02	5.60465	
2.41183E-02	5.60175	
2.41189E-02	5.59741	
2.41199E-02	5.5902	
2.41215E-02	5.57869	
2.41238E-02	5.56277	
2.41241E-02	5.56071	
2.41267E-02	5.54397	
2.41319E-02	5.51052	
2.41422E-02	5.44363	
2.41650E-02	5.29613	
2.41924E-02	5.11915	
2.42107E-02	4.99064	
2.42472E-02	4.73365	
2.42655E-02	4.59283	
2.42983E-02	4.33937	
2.43203E-02	4.15558	
2.43312E-02	4.06369	
2.43568E-02	3.83494	
2.43860E-02	3.5555	
2.44152E-02	3.25415	
2.44371E-02	3.01153	
2.44444E-02	2.92573	
2.44590E-02	2.75414	
2.44700E-02	2.61686	
2.44809E-02	2.47959	
2.44919E-02	2.33326	
2.45028E-02	2.18695	
2.45083E-02	2.10977	
2.45193E-02	1.95542	
2.45248E-02	1.87464	
2.45385E-02	1.67272	
2.45412E-02	1.63065	
2.45576E-02	1.37827	
2.45686E-02	1.20609	
2.45795E-02	1.03393	
2.45905E-02	0.861793	
2.45919E-02	0.840279	
2.46014E-02	0.693998	
2.46083E-02	0.593171	
2.46097E-02	0.573944	
2.46142E-02	0.509867	
2.46179E-02	0.461236	
2.46188E-02	0.449081	
2.46224E-02	0.402957	
2.46261E-02	0.359503	
2.46287E-02	0.330946	
2.46311E-02	0.305013	
2.46336E-02	0.280838	
2.46343E-02	0.274256	
2.46361E-02	0.258629	
2.46377E-02	0.24501	
2.46393E-02	0.23241	
2.46410E-02	0.220898	
2.46416E-02	0.216874	
2.46426E-02	0.210552	
2.46443E-02	0.201447	
2.46459E-02	0.193661	
2.46476E-02	0.187282	
2.46488E-02	0.183474	
2.46489E-02	0.18315	
2.46500E-02	0.180556	
2.46513E-02	0.178565	
2.46525E-02	0.177548	
2.46533E-02	0.177437	
2.46547E-02	0.178305	
2.46555E-02	0.179654	
2.46560E-02	0.180557	
2.46574E-02	0.184269	
2.46588E-02	0.189516	
2.46602E-02	0.19638	
2.46611E-02	0.201897	
2.46613E-02	0.203787	
2.46620E-02	0.208203	
2.46629E-02	0.215324	
2.46638E-02	0.223288	
2.46647E-02	0.232125	
2.46656E-02	0.241868	
2.46668E-02	0.256067	
2.46670E-02	0.258253	
2.46684E-02	0.276872	
2.46697E-02	0.297844	
2.46711E-02	0.321296	
2.46723E-02	0.34389	
2.46725E-02	0.347368	
2.46738E-02	0.376219	
2.46752E-02	0.407994	
2.46766E-02	0.442864	
2.46778E-02	0.475918	
2.46780E-02	0.481005	
2.46793E-02	0.522604	
2.46807E-02	0.567844	
2.46821E-02	0.616917	
2.46833E-02	0.662951	
2.46834E-02	0.670036	
2.46848E-02	0.727449	
2.46862E-02	0.789386	
2.46875E-02	0.856119	
2.46887E-02	0.91835	
2.46889E-02	0.927926	
2.46903E-02	1.00511	
2.46917E-02	1.08798	
2.46930E-02	1.17687	
2.46942E-02	1.25941	
2.46944E-02	1.27211	
2.46958E-02	1.37413	
2.46971E-02	1.48328	
2.46979E-02	1.54595	
2.46988E-02	1.62431	
2.47004E-02	1.77704	
2.47015E-02	1.88722	
2.47021E-02	1.94231	
2.47037E-02	2.12107	
2.47052E-02	2.29282	
2.47053E-02	2.31429	
2.47070E-02	2.52305	
2.47086E-02	2.74851	
2.47088E-02	2.77555	
2.47103E-02	2.99192	
2.47119E-02	3.25464	
2.47125E-02	3.34913	
2.47136E-02	3.53814	
2.47152E-02	3.84399	
2.47161E-02	4.02728	
2.47169E-02	4.17393	
2.47185E-02	4.52982	
2.47198E-02	4.82833	
2.47201E-02	4.91363	
2.47218E-02	5.32761	
2.47234E-02	5.77405	
2.47251E-02	6.25559	
2.47267E-02	6.77492	
2.47271E-02	6.89936	
2.47284E-02	7.33506	
2.47300E-02	7.93924	
2.47307E-02	8.22891	
2.47316E-02	8.59102	
2.47333E-02	9.29409	
2.47335E-02	9.37842	
2.47349E-02	10.0526	
2.47362E-02	10.6891	
2.47366E-02	10.8709	
2.47382E-02	11.7539	
2.47389E-02	12.1772	
2.47399E-02	12.7064	
2.47415E-02	13.7339	
2.47417E-02	13.8571	
2.47431E-02	14.8424	
2.47444E-02	15.7722	
2.47448E-02	16.0379	
2.47464E-02	17.3269	
2.47472E-02	17.9445	
2.47481E-02	18.7164	
2.47497E-02	20.2135	
2.47499E-02	20.3928	
2.47514E-02	21.826	
2.47526E-02	23.1757	
2.47530E-02	23.5613	
2.47546E-02	25.4274	
2.47554E-02	26.3184	
2.47563E-02	27.4321	
2.47579E-02	29.5831	
2.47581E-02	29.8402	
2.47598E-02	32.1536	
2.47599E-02	32.431	
2.47617E-02	35.067	
2.47636E-02	38.2084	
2.47655E-02	41.5849	
2.47672E-02	44.8547	
2.47674E-02	45.1989	
2.47693E-02	49.049	
2.47719E-02	54.5363	
2.47731E-02	57.2546	
2.47745E-02	60.3914	
2.47777E-02	68.1279	
2.47789E-02	71.3242	
2.47826E-02	80.4567	
2.47853E-02	87.3059	
2.47881E-02	93.7376	
2.47899E-02	97.6303	
2.47908E-02	99.5767	
2.47917E-02	101.302	
2.47926E-02	103.027	
2.47942E-02	105.639	
2.47949E-02	106.766	
2.47950E-02	106.813	
2.47966E-02	108.973	
2.47973E-02	109.842	
2.47985E-02	110.883	
2.47998E-02	112.098	
2.48003E-02	112.344	
2.48023E-02	113.365	
2.48030E-02	113.491	
2.48041E-02	113.679	
2.48055E-02	113.498	
2.48065E-02	113.371	
2.48080E-02	112.706	
2.48088E-02	112.343	
2.48109E-02	110.788	
2.48117E-02	110.18	
2.48144E-02	107.446	
2.48173E-02	104.001	
2.48186E-02	102.446	
2.48217E-02	98.1408	
2.48249E-02	93.5829	
2.48253E-02	93.07	
2.48290E-02	87.9406	
2.48317E-02	84.0937	
2.48323E-02	83.3244	
2.48344E-02	80.4637	
2.48372E-02	76.8877	
2.48377E-02	76.1726	
2.48399E-02	73.5351	
2.48414E-02	71.7768	
2.48427E-02	70.3499	
2.48450E-02	67.6999	
2.48454E-02	67.324	
2.48481E-02	64.504	
2.48487E-02	63.9401	
2.48509E-02	61.867	
2.48523E-02	60.485	
2.48536E-02	59.3759	
2.48560E-02	57.3163	
2.48564E-02	57.026	
2.48591E-02	54.8484	
2.48596E-02	54.4129	
2.48618E-02	52.8169	
2.48633E-02	51.7528	
2.48655E-02	50.2898	
2.48669E-02	49.3144	
2.48691E-02	47.9998	
2.48724E-02	46.0279	
2.48728E-02	45.8347	
2.48764E-02	43.9034	
2.48779E-02	43.1308	
2.48801E-02	42.1057	
2.48834E-02	40.5681	
2.48837E-02	40.4164	
2.48874E-02	38.8992	
2.48889E-02	38.2924	
2.48910E-02	37.4808	
2.48943E-02	36.2634	
2.48947E-02	36.1423	
2.48998E-02	34.4471	
2.49002E-02	34.3383	
2.49053E-02	32.8148	
2.49057E-02	32.7149	
2.49089E-02	31.8166	
2.49111E-02	31.2742	
2.49162E-02	30.0087	
2.49166E-02	29.9291	
2.49221E-02	28.7356	
2.49235E-02	28.4174	
2.49276E-02	27.6424	
2.49309E-02	27.0084	
2.49330E-02	26.632	
2.49382E-02	25.7539	
2.49394E-02	25.5588	
2.49464E-02	24.4998	
2.49476E-02	24.3264	
2.49546E-02	23.3849	
2.49559E-02	23.2305	
2.49632E-02	22.3477	
2.49652E-02	22.1317	
2.49725E-02	21.3464	
2.49750E-02	21.1023	
2.49818E-02	20.4572	
2.49849E-02	20.1895	
2.49904E-02	19.717	
2.49959E-02	19.2935	
2.50013E-02	18.87	
2.50068E-02	18.4933	
2.50123E-02	18.1166	
2.50178E-02	17.7881	
2.50287E-02	17.1311	
2.50452E-02	16.2866	
2.50616E-02	15.5552	
2.50725E-02	15.1286	
2.50780E-02	14.9153	
2.50945E-02	14.351	
2.51164E-02	13.6944	
2.51383E-02	13.1266	
2.51602E-02	12.6308	
2.51894E-02	12.0582	
2.52161E-02	11.6125	
2.52223E-02	11.5097	
2.52305E-02	11.3912	
2.52373E-02	11.2925	
2.52416E-02	11.2308	
2.52442E-02	11.1938	
2.52454E-02	11.1759	
2.52463E-02	11.164	
2.52469E-02	11.1551	
2.52473E-02	11.1492	
2.52476E-02	11.1447	
2.52479E-02	11.1403	
2.52482E-02	11.1359	
2.52484E-02	11.133	
2.52486E-02	11.1302	
2.52488E-02	11.1273	
2.52490E-02	11.1252	
2.52492E-02	11.1231	
2.52493E-02	11.121	
2.52494E-02	11.1195	
2.52495E-02	11.1192	
2.52496E-02	11.118	
2.52498E-02	11.1168	
2.52499E-02	11.1157	
2.52500E-02	11.1149	
2.52501E-02	11.1142	
2.52502E-02	11.1136	
2.52503E-02	11.1129	
2.52504E-02	11.1123	
2.52506E-02	11.1117	
2.52507E-02	11.1112	
2.52508E-02	11.1107	
2.52509E-02	11.1102	
2.52510E-02	11.1095	
2.52511E-02	11.1092	
2.52512E-02	11.109	
2.52513E-02	11.1088	
2.52514E-02	11.1086	
2.52515E-02	11.1085	
2.52516E-02	11.1085	
2.52517E-02	11.1085	
2.52518E-02	11.1086	
2.52519E-02	11.1087	
2.52520E-02	11.1099	
2.52521E-02	11.1121	
2.52522E-02	11.1144	
2.52523E-02	11.1193	
2.52524E-02	11.1218	
2.52525E-02	11.1245	
2.52526E-02	11.1273	
2.52528E-02	11.1316	
2.52529E-02	11.1362	
2.52530E-02	11.1411	
2.52532E-02	11.1463	
2.52533E-02	11.1518	
2.52535E-02	11.1576	
2.52536E-02	11.1637	
2.52537E-02	11.1702	
2.52539E-02	11.1783	
2.52540E-02	11.1844	
2.52542E-02	11.194	
2.52543E-02	11.2028	
2.52544E-02	11.2051	
2.52545E-02	11.2227	
2.52547E-02	11.241	
2.52549E-02	11.2599	
2.52551E-02	11.2795	
2.52552E-02	11.2997	
2.52555E-02	11.3276	
2.52557E-02	11.3566	
2.52560E-02	11.3942	
2.52563E-02	11.4409	
2.52564E-02	11.4473	
2.52568E-02	11.5094	
2.52575E-02	11.6134	
2.52579E-02	11.6687	
2.52582E-02	11.718	
2.52586E-02	11.7589	
2.52588E-02	11.7897	
2.52591E-02	11.8052	
2.52593E-02	11.8211	
2.52596E-02	11.8316	
2.52597E-02	11.8369	
2.52598E-02	11.8352	
2.52600E-02	11.8309	
2.52603E-02	11.8209	
2.52605E-02	11.8085	
2.52607E-02	11.7964	
2.52610E-02	11.7755	
2.52612E-02	11.7633	
2.52613E-02	11.7477	
2.52615E-02	11.7097	
2.52618E-02	11.6612	
2.52622E-02	11.5998	
2.52626E-02	11.5305	
2.52635E-02	11.375	
2.52639E-02	11.3147	
2.52642E-02	11.2677	
2.52644E-02	11.227	
2.52646E-02	11.1984	
2.52648E-02	11.1706	
2.52650E-02	11.1434	
2.52651E-02	11.1258	
2.52652E-02	11.1189	
2.52653E-02	11.099	
2.52655E-02	11.0797	
2.52657E-02	11.0658	
2.52658E-02	11.0537	
2.52659E-02	11.0391	
2.52661E-02	11.0249	
2.52662E-02	11.0112	
2.52664E-02	10.9979	
2.52665E-02	10.9883	
2.52666E-02	10.9788	
2.52667E-02	10.9696	
2.52668E-02	10.9618	
2.52669E-02	10.9611	
2.52670E-02	10.9558	
2.52671E-02	10.9508	
2.52672E-02	10.946	
2.52673E-02	10.9413	
2.52674E-02	10.9368	
2.52675E-02	10.9325	
2.52677E-02	10.9283	
2.52678E-02	10.9242	
2.52679E-02	10.9203	
2.52680E-02	10.9165	
2.52681E-02	10.9129	
2.52682E-02	10.9095	
2.52683E-02	10.9064	
2.52684E-02	10.9034	
2.52685E-02	10.9004	
2.52686E-02	10.8975	
2.52687E-02	10.8947	
2.52688E-02	10.8919	
2.52689E-02	10.8892	
2.52690E-02	10.8865	
2.52691E-02	10.8839	
2.52692E-02	10.8813	
2.52693E-02	10.8788	
2.52694E-02	10.8763	
2.52695E-02	10.8739	
2.52697E-02	10.8714	
2.52698E-02	10.869	
2.52699E-02	10.8667	
2.52700E-02	10.8636	
2.52701E-02	10.8605	
2.52703E-02	10.8575	
2.52704E-02	10.8545	
2.52705E-02	10.8515	
2.52707E-02	10.8485	
2.52708E-02	10.8456	
2.52710E-02	10.8427	
2.52711E-02	10.8403	
2.52712E-02	10.8392	
2.52714E-02	10.8366	
2.52716E-02	10.8341	
2.52717E-02	10.8325	
2.52720E-02	10.8292	
2.52723E-02	10.8259	
2.52725E-02	10.8227	
2.52729E-02	10.8182	
2.52735E-02	10.8115	
2.52740E-02	10.8048	
2.52752E-02	10.7915	
2.52771E-02	10.7693	
2.52801E-02	10.7337	
2.52847E-02	10.6805	
2.52942E-02	10.5693	
2.53020E-02	10.4787	
2.53101E-02	10.3958	
2.53386E-02	10.1057	
2.53508E-02	9.99759	
2.53833E-02	9.70944	
2.54159E-02	9.46132	
2.54321E-02	9.33727	
2.54809E-02	9.01395	
2.55135E-02	8.8285	
2.55460E-02	8.64306	
2.56110E-02	8.32241	
2.56436E-02	8.18398	
2.56924E-02	7.97634	
2.57900E-02	7.62274	
2.58225E-02	7.52238	
2.59038E-02	7.27149	
2.60177E-02	6.96727	
2.60828E-02	6.8146	
2.61478E-02	6.66193	
2.62942E-02	6.35969	
2.63227E-02	6.30093	
2.63430E-02	6.26272	
2.63572E-02	6.23609	
2.63639E-02	6.22348	
2.63679E-02	6.21602	
2.63699E-02	6.2123	
2.63709E-02	6.21036	
2.63716E-02	6.20916	
2.63720E-02	6.20846	
2.63724E-02	6.20778	
2.63726E-02	6.20734	
2.63729E-02	6.20692	
2.63732E-02	6.20652	
2.63734E-02	6.20623	
2.63736E-02	6.20597	
2.63738E-02	6.20574	
2.63739E-02	6.20553	
2.63741E-02	6.20538	
2.63743E-02	6.20528	
2.63744E-02	6.20521	
2.63745E-02	6.20516	
2.63746E-02	6.20514	
2.63748E-02	6.20514	
2.63749E-02	6.20517	
2.63750E-02	6.20524	
2.63751E-02	6.20623	
2.63753E-02	6.20739	
2.63754E-02	6.20861	
2.63755E-02	6.20987	
2.63757E-02	6.21119	
2.63758E-02	6.21258	
2.63759E-02	6.21403	
2.63760E-02	6.21555	
2.63762E-02	6.21716	
2.63763E-02	6.21886	
2.63764E-02	6.22065	
2.63766E-02	6.22255	
2.63767E-02	6.22456	
2.63768E-02	6.22669	
2.63769E-02	6.22852	
2.63770E-02	6.23044	
2.63771E-02	6.23245	
2.63772E-02	6.23457	
2.63773E-02	6.23679	
2.63774E-02	6.23913	
2.63775E-02	6.24159	
2.63776E-02	6.24417	
2.63777E-02	6.24485	
2.63778E-02	6.25	
2.63779E-02	6.25657	
2.63781E-02	6.2634	
2.63782E-02	6.27051	
2.63783E-02	6.2779	
2.63785E-02	6.28559	
2.63786E-02	6.2936	
2.63787E-02	6.30193	
2.63789E-02	6.31059	
2.63790E-02	6.3196	
2.63791E-02	6.32558	
2.63792E-02	6.3306	
2.63793E-02	6.34402	
2.63794E-02	6.35784	
2.63796E-02	6.37689	
2.63798E-02	6.39665	
2.63800E-02	6.41192	
2.63802E-02	6.4329	
2.63804E-02	6.45456	
2.63805E-02	6.47049	
2.63808E-02	6.50705	
2.63811E-02	6.55198	
2.63815E-02	6.61363	
2.63824E-02	6.74836	
2.63827E-02	6.79731	
2.63831E-02	6.85022	
2.63834E-02	6.89187	
2.63837E-02	6.92083	
2.63840E-02	6.94264	
2.63843E-02	6.96301	
2.63846E-02	6.97798	
2.63847E-02	6.98302	
2.63848E-02	6.98615	
2.63850E-02	6.98751	
2.63853E-02	6.98023	
2.63855E-02	6.97092	
2.63857E-02	6.96161	
2.63860E-02	6.94499	
2.63863E-02	6.91872	
2.63865E-02	6.88939	
2.63868E-02	6.85157	
2.63872E-02	6.80316	
2.63876E-02	6.74154	
2.63887E-02	6.58092	
2.63890E-02	6.52728	
2.63893E-02	6.48486	
2.63896E-02	6.45239	
2.63898E-02	6.42434	
2.63900E-02	6.39854	
2.63902E-02	6.38188	
2.63903E-02	6.36567	
2.63905E-02	6.3445	
2.63907E-02	6.3286	
2.63908E-02	6.31318	
2.63910E-02	6.30253	
2.63912E-02	6.28906	
2.63913E-02	6.27915	
2.63915E-02	6.26968	
2.63916E-02	6.26063	
2.63917E-02	6.25483	
2.63919E-02	6.2492	
2.63920E-02	6.24373	
2.63921E-02	6.23843	
2.63922E-02	6.23148	
2.63923E-02	6.22619	
2.63924E-02	6.22105	
2.63926E-02	6.21607	
2.63927E-02	6.21123	
2.63928E-02	6.20654	
2.63929E-02	6.20197	
2.63930E-02	6.1997	
2.63931E-02	6.19771	
2.63932E-02	6.19582	
2.63934E-02	6.19404	
2.63935E-02	6.19235	
2.63936E-02	6.19075	
2.63937E-02	6.18923	
2.63938E-02	6.1878	
2.63939E-02	6.18643	
2.63940E-02	6.18513	
2.63942E-02	6.18389	
2.63943E-02	6.18271	
2.63944E-02	6.18158	
2.63945E-02	6.1805	
2.63946E-02	6.17947	
2.63947E-02	6.17841	
2.63948E-02	6.17739	
2.63950E-02	6.17642	
2.63951E-02	6.17547	
2.63952E-02	6.17456	
2.63953E-02	6.17368	
2.63955E-02	6.17282	
2.63956E-02	6.17199	
2.63957E-02	6.17118	
2.63958E-02	6.17038	
2.63960E-02	6.16923	
2.63962E-02	6.1681	
2.63964E-02	6.167	
2.63966E-02	6.16592	
2.63967E-02	6.16486	
2.63969E-02	6.16382	
2.63972E-02	6.16245	
2.63974E-02	6.1611	
2.63975E-02	6.16043	
2.63978E-02	6.15996	
2.63980E-02	6.15949	
2.63985E-02	6.15859	
2.63991E-02	6.1575	
2.64001E-02	6.15572	
2.64017E-02	6.15289	
2.64048E-02	6.14726	
2.64103E-02	6.13753	
2.64194E-02	6.12135	
2.64446E-02	6.07678	
2.65913E-02	5.81703	
2.66382E-02	5.73391	
2.68025E-02	5.4543	
2.70607E-02	5.01492	
2.71076E-02	4.92732	
2.71663E-02	4.81783	
2.71880E-02	4.77733	
2.71955E-02	4.76339	
2.71998E-02	4.75526	
2.72026E-02	4.75005	
2.72045E-02	4.74658	
2.72057E-02	4.7444	
2.72062E-02	4.74347	
2.72067E-02	4.74257	
2.72071E-02	4.7419	
2.72073E-02	4.74147	
2.72076E-02	4.74105	
2.72078E-02	4.74065	
2.72081E-02	4.74028	
2.72083E-02	4.74001	
2.72085E-02	4.73977	
2.72087E-02	4.73955	
2.72089E-02	4.73935	
2.72090E-02	4.73924	
2.72091E-02	4.73915	
2.72092E-02	4.73907	
2.72094E-02	4.73902	
2.72095E-02	4.73899	
2.72096E-02	4.73965	
2.72097E-02	4.74033	
2.72099E-02	4.74105	
2.72100E-02	4.7418	
2.72101E-02	4.74258	
2.72102E-02	4.74341	
2.72104E-02	4.74428	
2.72105E-02	4.74519	
2.72106E-02	4.74616	
2.72107E-02	4.74719	
2.72109E-02	4.74828	
2.72110E-02	4.74943	
2.72111E-02	4.75066	
2.72112E-02	4.75197	
2.72113E-02	4.75337	
2.72115E-02	4.75485	
2.72116E-02	4.75644	
2.72117E-02	4.75814	
2.72118E-02	4.75994	
2.72120E-02	4.76187	
2.72121E-02	4.76393	
2.72122E-02	4.76682	
2.72123E-02	4.77127	
2.72124E-02	4.7759	
2.72126E-02	4.78071	
2.72127E-02	4.78571	
2.72128E-02	4.79091	
2.72130E-02	4.79633	
2.72131E-02	4.80197	
2.72132E-02	4.80785	
2.72134E-02	4.81397	
2.72135E-02	4.82034	
2.72136E-02	4.82698	
2.72137E-02	4.83043	
2.72139E-02	4.84497	
2.72140E-02	4.85504	
2.72141E-02	4.8654	
2.72143E-02	4.87859	
2.72145E-02	4.89487	
2.72147E-02	4.9118	
2.72149E-02	4.92937	
2.72150E-02	4.93848	
2.72151E-02	4.9496	
2.72152E-02	4.97246	
2.72154E-02	4.99592	
2.72157E-02	5.03213	
2.72160E-02	5.07341	
2.72165E-02	5.13003	
2.72166E-02	5.14441	
2.72174E-02	5.26234	
2.72178E-02	5.32231	
2.72182E-02	5.36851	
2.72184E-02	5.38899	
2.72185E-02	5.40175	
2.72188E-02	5.42595	
2.72190E-02	5.44532	
2.72193E-02	5.46445	
2.72195E-02	5.47473	
2.72196E-02	5.47684	
2.72198E-02	5.48247	
2.72200E-02	5.48405	
2.72203E-02	5.47725	
2.72205E-02	5.4687	
2.72207E-02	5.46014	
2.72210E-02	5.44484	
2.72213E-02	5.41993	
2.72215E-02	5.39288	
2.72218E-02	5.35795	
2.72222E-02	5.32063	
2.72226E-02	5.25407	
2.72237E-02	5.09204	
2.72241E-02	5.04142	
2.72244E-02	5.00072	
2.72245E-02	4.98844	
2.72246E-02	4.97246	
2.72249E-02	4.94666	
2.72251E-02	4.92172	
2.72253E-02	4.89769	
2.72255E-02	4.87612	
2.72257E-02	4.85827	
2.72259E-02	4.84102	
2.72261E-02	4.82825	
2.72262E-02	4.82006	
2.72263E-02	4.81212	
2.72264E-02	4.80443	
2.72266E-02	4.79696	
2.72267E-02	4.78972	
2.72268E-02	4.78271	
2.72269E-02	4.77591	
2.72271E-02	4.76931	
2.72272E-02	4.76291	
2.72273E-02	4.7567	
2.72274E-02	4.75271	
2.72275E-02	4.74913	
2.72276E-02	4.74569	
2.72278E-02	4.74238	
2.72279E-02	4.73921	
2.72280E-02	4.73616	
2.72281E-02	4.73322	
2.72282E-02	4.73039	
2.72283E-02	4.72767	
2.72284E-02	4.72503	
2.72286E-02	4.7225	
2.72287E-02	4.72004	
2.72288E-02	4.71767	
2.72289E-02	4.71536	
2.72290E-02	4.71313	
2.72291E-02	4.71111	
2.72292E-02	4.71014	
2.72294E-02	4.7093	
2.72295E-02	4.7085	
2.72296E-02	4.70775	
2.72297E-02	4.70704	
2.72298E-02	4.70638	
2.72299E-02	4.70581	
2.72300E-02	4.70513	
2.72302E-02	4.70449	
2.72303E-02	4.70388	
2.72304E-02	4.70331	
2.72306E-02	4.70277	
2.72307E-02	4.70225	
2.72308E-02	4.70176	
2.72310E-02	4.70128	
2.72311E-02	4.70083	
2.72313E-02	4.70017	
2.72315E-02	4.69955	
2.72317E-02	4.69895	
2.72319E-02	4.69838	
2.72320E-02	4.69782	
2.72323E-02	4.69709	
2.72326E-02	4.69639	
2.72328E-02	4.6957	
2.72332E-02	4.69469	
2.72337E-02	4.69337	
2.72344E-02	4.69165	
2.72353E-02	4.68952	
2.72374E-02	4.68423	
2.72408E-02	4.67579	
2.72442E-02	4.66737	
2.72472E-02	4.66097	
2.72578E-02	4.63808	
2.72890E-02	4.5708	
2.73485E-02	4.4427	
2.74134E-02	4.28574	
2.74350E-02	4.23342	
2.74999E-02	4.05721	
2.75215E-02	3.99074	
2.75702E-02	3.8412	
2.75891E-02	3.77506	
2.76147E-02	3.68534	
2.76214E-02	3.66195	
2.76239E-02	3.65284	
2.76289E-02	3.63392	
2.76329E-02	3.61894	
2.76344E-02	3.61333	
2.76355E-02	3.60931	
2.76360E-02	3.60716	
2.76366E-02	3.60504	
2.76370E-02	3.60346	
2.76373E-02	3.60243	
2.76376E-02	3.60141	
2.76378E-02	3.60066	
2.76381E-02	3.59994	
2.76383E-02	3.59923	
2.76385E-02	3.59855	
2.76386E-02	3.59811	
2.76388E-02	3.59769	
2.76389E-02	3.59732	
2.76391E-02	3.59726	
2.76392E-02	3.59722	
2.76394E-02	3.59722	
2.76395E-02	3.59724	
2.76396E-02	3.59731	
2.76398E-02	3.59741	
2.76399E-02	3.59756	
2.76400E-02	3.59769	
2.76401E-02	3.59785	
2.76402E-02	3.59804	
2.76404E-02	3.59825	
2.76405E-02	3.59877	
2.76406E-02	3.59909	
2.76407E-02	3.59945	
2.76408E-02	3.59968	
2.76409E-02	3.60119	
2.76410E-02	3.60231	
2.76411E-02	3.60348	
2.76412E-02	3.60471	
2.76413E-02	3.60599	
2.76414E-02	3.60734	
2.76415E-02	3.60875	
2.76416E-02	3.61023	
2.76417E-02	3.61179	
2.76418E-02	3.61341	
2.76419E-02	3.61512	
2.76420E-02	3.61692	
2.76421E-02	3.6188	
2.76422E-02	3.62057	
2.76423E-02	3.62426	
2.76424E-02	3.62771	
2.76426E-02	3.63309	
2.76427E-02	3.63681	
2.76428E-02	3.64168	
2.76429E-02	3.64673	
2.76431E-02	3.652	
2.76432E-02	3.65747	
2.76433E-02	3.66317	
2.76435E-02	3.6691	
2.76436E-02	3.67527	
2.76437E-02	3.67986	
2.76438E-02	3.69124	
2.76440E-02	3.7051	
2.76442E-02	3.71956	
2.76444E-02	3.73463	
2.76446E-02	3.7503	
2.76448E-02	3.76845	
2.76450E-02	3.78618	
2.76452E-02	3.81463	
2.76455E-02	3.84409	
2.76457E-02	3.87447	
2.76461E-02	3.91621	
2.76464E-02	3.95914	
2.76465E-02	3.97034	
2.76473E-02	4.07823	
2.76476E-02	4.12826	
2.76480E-02	4.17636	
2.76482E-02	4.20163	
2.76484E-02	4.2139	
2.76487E-02	4.23979	
2.76489E-02	4.25917	
2.76492E-02	4.2815	
2.76495E-02	4.29321	
2.76498E-02	4.30058	
2.76499E-02	4.30301	
2.76500E-02	4.30202	
2.76503E-02	4.29624	
2.76505E-02	4.28809	
2.76508E-02	4.27627	
2.76510E-02	4.25951	
2.76513E-02	4.23387	
2.76516E-02	4.20977	
2.76518E-02	4.19062	
2.76522E-02	4.13757	
2.76525E-02	4.09298	
2.76530E-02	4.02408	
2.76537E-02	3.91762	
2.76541E-02	3.86338	
2.76544E-02	3.82163	
2.76545E-02	3.81951	
2.76547E-02	3.7928	
2.76549E-02	3.76509	
2.76552E-02	3.73837	
2.76553E-02	3.72111	
2.76555E-02	3.70432	
2.76557E-02	3.68355	
2.76558E-02	3.67843	
2.76560E-02	3.6613	
2.76561E-02	3.65116	
2.76563E-02	3.64134	
2.76564E-02	3.63182	
2.76565E-02	3.62261	
2.76567E-02	3.61368	
2.76568E-02	3.60504	
2.76569E-02	3.59666	
2.76570E-02	3.59404	
2.76571E-02	3.58993	
2.76572E-02	3.5841	
2.76574E-02	3.57851	
2.76575E-02	3.57313	
2.76576E-02	3.56798	
2.76578E-02	3.56373	
2.76579E-02	3.56032	
2.76580E-02	3.557	
2.76581E-02	3.55376	
2.76582E-02	3.54805	
2.76583E-02	3.54583	
2.76584E-02	3.54401	
2.76585E-02	3.54226	
2.76586E-02	3.54057	
2.76587E-02	3.53894	
2.76588E-02	3.53736	
2.76589E-02	3.53584	
2.76590E-02	3.53436	
2.76591E-02	3.53294	
2.76592E-02	3.53155	
2.76593E-02	3.53021	
2.76594E-02	3.52891	
2.76595E-02	3.52764	
2.76596E-02	3.5264	
2.76597E-02	3.5252	
2.76598E-02	3.52403	
2.76599E-02	3.52288	
2.76601E-02	3.52121	
2.76602E-02	3.51958	
2.76603E-02	3.51801	
2.76605E-02	3.51647	
2.76606E-02	3.51497	
2.76608E-02	3.5135	
2.76609E-02	3.51206	
2.76610E-02	3.51175	
2.76611E-02	3.51111	
2.76612E-02	3.51032	
2.76614E-02	3.50955	
2.76615E-02	3.5088	
2.76617E-02	3.50782	
2.76619E-02	3.50686	
2.76621E-02	3.50591	
2.76624E-02	3.50453	
2.76627E-02	3.50316	
2.76630E-02	3.50182	
2.76634E-02	3.50004	
2.76640E-02	3.49741	
2.76647E-02	3.49393	
2.76655E-02	3.49046	
2.76671E-02	3.48354	
2.76706E-02	3.46785	
2.76766E-02	3.44174	
2.76869E-02	3.39619	
2.77084E-02	3.30132	
2.77153E-02	3.26705	
2.77497E-02	3.09575	
2.77634E-02	3.01937	
2.77772E-02	2.943	
2.78047E-02	2.77525	
2.78322E-02	2.59005	
2.78529E-02	2.4375	
2.78597E-02	2.38205	
2.78763E-02	2.24897	
2.78845E-02	2.17679	
2.78928E-02	2.10463	
2.79065E-02	1.97462	
