E(MeV)	"O-16(N,TOT)"
3.23000E+00	2.69515
3.23500E+00	2.74222
3.24000E+00	2.7893
3.24400E+00	2.82696
3.24500E+00	2.83638
3.25000E+00	2.87733
3.26000E+00	2.95923
3.26688E+00	3.00607
3.27000E+00	3.02728
3.28000E+00	3.08301
3.28500E+00	3.10313
3.29500E+00	3.14337
3.31000E+00	3.17774
3.32700E+00	3.19008
3.32800E+00	3.18935
3.34900E+00	3.17415
3.35000E+00	3.17253
3.37000E+00	3.14004
3.38525E+00	3.11526
3.40050E+00	3.08789
3.41000E+00	3.07651
3.42000E+00	3.06454
3.43000E+00	3.05261
3.43500E+00	3.0566
3.43563E+00	3.05719
3.43600E+00	3.06004
3.43700E+00	3.06794
3.43750E+00	3.07225
3.43800E+00	3.0885
3.43831E+00	3.12094
3.43841E+00	3.14365
3.43847E+00	3.17471
3.43850E+00	3.19998
3.43853E+00	3.22852
3.43859E+00	3.30507
3.43869E+00	3.44374
3.43887E+00	3.73703
3.43897E+00	3.86053
3.43900E+00	3.8912
3.43903E+00	3.91608
3.43913E+00	3.95923
3.43931E+00	3.99554
3.43942E+00	4.00054
3.43950E+00	3.98415
3.44000E+00	3.64311
3.44006E+00	3.6335
3.44012E+00	3.63701
3.44031E+00	3.68027
3.44044E+00	3.72421
3.44050E+00	3.76026
3.44053E+00	3.7785
3.44062E+00	3.85495
3.44081E+00	4.03698
3.44091E+00	4.13938
3.44100E+00	4.26652
3.44109E+00	4.42927
3.44125E+00	4.74704
3.44150E+00	5.26169
3.44158E+00	5.39485
3.44160E+00	5.42941
3.44165E+00	5.49843
3.44170E+00	5.5389
3.44173E+00	5.55905
3.44178E+00	5.57095
3.44180E+00	5.56489
3.44182E+00	5.55875
3.44187E+00	5.52294
3.44190E+00	5.49183
3.44195E+00	5.42947
3.44200E+00	5.34144
3.44203E+00	5.28636
3.44213E+00	5.08949
3.44237E+00	4.53026
3.44247E+00	4.34049
3.44250E+00	4.28809
3.44256E+00	4.18348
3.44269E+00	4.01641
3.44291E+00	3.76014
3.44300E+00	3.66917
3.44309E+00	3.59983
3.44331E+00	3.4808
3.44350E+00	3.39522
3.44369E+00	3.33813
3.44400E+00	3.26498
3.44438E+00	3.2098
3.44450E+00	3.19721
3.44475E+00	3.17209
3.44500E+00	3.15418
3.45000E+00	3.05524
3.45500E+00	3.03841
3.46000E+00	3.03272
3.46500E+00	3.02704
3.47000E+00	3.02137
3.47938E+00	3.01861
3.48000E+00	3.01843
3.50000E+00	3.01255
3.50393E+00	3.01415
3.52000E+00	3.0207
3.53990E+00	3.02882
3.54000E+00	3.02889
3.56000E+00	3.04298
3.57000E+00	3.05003
3.58000E+00	3.05708
3.59000E+00	3.06414
3.60000E+00	3.0712
3.61000E+00	3.07827
3.62000E+00	3.08079
3.63000E+00	3.08332
3.64000E+00	3.08159
3.64200E+00	3.08125
3.64400E+00	3.08092
3.64500E+00	3.0808
3.64520E+00	3.0808
3.64540E+00	3.08082
3.64560E+00	3.08088
3.64580E+00	3.08105
3.64600E+00	3.08164
3.64620E+00	3.08495
3.64630E+00	3.09155
3.64640E+00	3.09804
3.64660E+00	3.08267
3.64680E+00	3.08084
3.64700E+00	3.08026
3.64720E+00	3.07993
3.64740E+00	3.07967
3.64760E+00	3.07945
3.64780E+00	3.07925
3.64800E+00	3.07905
3.64900E+00	3.07811
3.65000E+00	3.0772
3.65300E+00	3.07449
3.66500E+00	3.06367
3.67500E+00	3.05467
3.67820E+00	3.05179
3.68500E+00	3.04206
3.69500E+00	3.02775
3.70000E+00	3.0206
3.71000E+00	3.00632
3.71500E+00	2.99919
3.72000E+00	2.99436
3.73000E+00	3.00264
3.74000E+00	3.0702
3.74500E+00	3.1708
3.75000E+00	3.40225
3.75375E+00	3.83672
3.75500E+00	3.98936
3.75625E+00	4.32291
3.76000E+00	5.34471
3.76100E+00	5.63008
3.76200E+00	5.82711
3.76275E+00	5.87583
3.76300E+00	5.88312
3.76375E+00	5.81294
3.76400E+00	5.78157
3.76500E+00	5.55015
3.76600E+00	5.24309
3.76750E+00	4.75715
3.76800E+00	4.6019
3.76900E+00	4.32367
3.77000E+00	4.08607
3.77200E+00	3.71949
3.77400E+00	3.46457
3.77600E+00	3.2855
3.77800E+00	3.15598
3.78000E+00	3.05992
3.78500E+00	2.90257
3.79000E+00	2.80694
3.79500E+00	2.7408
3.80000E+00	2.69016
3.81000E+00	2.61236
3.82000E+00	2.55021
3.83000E+00	2.49595
3.84000E+00	2.44887
3.85000E+00	2.40186
3.86000E+00	2.36203
3.87000E+00	2.32229
3.88000E+00	2.29044
3.89000E+00	2.25871
3.89500E+00	2.24291
3.90000E+00	2.23124
3.92000E+00	2.185
3.94000E+00	2.15379
3.96000E+00	2.12924
3.97000E+00	2.1177
3.98000E+00	2.10308
3.99000E+00	2.08965
4.00000E+00	2.0745
4.01000E+00	2.02173
4.02000E+00	1.93937
4.03000E+00	1.81897
4.04000E+00	1.66213
4.05000E+00	1.4909
4.06000E+00	1.34238
4.07000E+00	1.24172
4.08000E+00	1.18671
4.09000E+00	1.16201
4.10000E+00	1.1546
4.11000E+00	1.16077
4.12000E+00	1.18683
4.13000E+00	1.24749
4.14000E+00	1.36294
4.15000E+00	1.54814
4.16000E+00	1.78881
4.16250E+00	1.84835
4.16500E+00	1.90932
4.17000E+00	2.01942
4.17444E+00	2.09875
4.17500E+00	2.10879
4.18000E+00	2.17186
4.18500E+00	2.20718
4.19000E+00	2.21691
4.19500E+00	2.20498
4.20000E+00	2.17642
4.20389E+00	2.14482
4.20500E+00	2.13575
4.21000E+00	2.08656
4.21500E+00	2.03016
4.22000E+00	1.9741
4.22500E+00	1.9132
4.23000E+00	1.85272
4.23500E+00	1.79269
4.24000E+00	1.73313
4.24500E+00	1.67406
4.25000E+00	1.6155
4.25500E+00	1.55748
4.26000E+00	1.50329
4.26500E+00	1.4542
4.27000E+00	1.41434
4.27500E+00	1.39166
4.28000E+00	1.39989
4.28500E+00	1.46024
4.29000E+00	1.59724
4.29500E+00	1.81931
4.30000E+00	2.10096
4.30125E+00	2.17147
4.30500E+00	2.38669
4.31000E+00	2.63685
4.31500E+00	2.82733
4.32000E+00	2.94917
4.32200E+00	2.97607
4.32300E+00	2.98927
4.32500E+00	3.00109
4.32600E+00	3.00676
4.32800E+00	3.00723
4.33000E+00	2.99747
4.33063E+00	2.99438
4.33500E+00	2.95445
4.34000E+00	2.88338
4.34500E+00	2.79685
4.35000E+00	2.71116
4.35500E+00	2.62632
4.36000E+00	2.54228
4.37000E+00	2.39452
4.38000E+00	2.27022
4.39000E+00	2.16649
4.40000E+00	2.08002
4.41000E+00	2.00827
4.41505E+00	1.97882
4.42000E+00	1.9499
4.43000E+00	1.90495
4.44000E+00	1.87669
4.44500E+00	1.87115
4.44619E+00	1.8716
4.44750E+00	1.87211
4.45000E+00	1.87472
4.45500E+00	1.88283
4.46000E+00	1.88554
4.46200E+00	1.86895
4.46400E+00	1.82378
4.46600E+00	1.73315
4.46800E+00	1.59583
4.47000E+00	1.44993
4.47150E+00	1.36882
4.47200E+00	1.34384
4.47425E+00	1.29642
4.47500E+00	1.28222
4.48000E+00	1.29625
4.48500E+00	1.32624
4.49000E+00	1.34418
4.49500E+00	1.35087
4.50000E+00	1.34954
4.50500E+00	1.34219
4.50562E+00	1.34137
4.51000E+00	1.33134
4.51500E+00	1.321
4.52000E+00	1.31776
4.52100E+00	1.32196
4.52200E+00	1.32649
4.52225E+00	1.32773
4.52300E+00	1.33572
4.52350E+00	1.34134
4.52400E+00	1.34867
4.52500E+00	1.37064
4.52600E+00	1.40451
4.52700E+00	1.45658
4.52775E+00	1.51513
4.52800E+00	1.53692
4.52875E+00	1.62687
4.52900E+00	1.66025
4.52950E+00	1.75
4.52987E+00	1.82015
4.53000E+00	1.8463
4.53050E+00	1.97595
4.53100E+00	2.11278
4.53150E+00	2.2792
4.53200E+00	2.44862
4.53288E+00	2.73984
4.53300E+00	2.77654
4.53325E+00	2.83018
4.53387E+00	2.94728
4.53400E+00	2.96099
4.53406E+00	2.96699
4.53422E+00	2.96787
4.53487E+00	2.95285
4.53500E+00	2.94478
4.53525E+00	2.90974
4.53600E+00	2.78288
4.53700E+00	2.57786
4.53750E+00	2.47726
4.53800E+00	2.38103
4.53900E+00	2.21856
4.54000E+00	2.08951
4.54375E+00	1.82304
4.54500E+00	1.73699
4.55000E+00	1.59329
4.55500E+00	1.51762
4.56000E+00	1.46974
4.56500E+00	1.43574
4.57000E+00	1.40957
4.57500E+00	1.38849
4.58000E+00	1.37234
4.58500E+00	1.35707
4.59000E+00	1.34834
4.59100E+00	1.34721
4.59200E+00	1.34647
4.59300E+00	1.34625
4.59400E+00	1.34776
4.59500E+00	1.35037
4.59600E+00	1.3546
4.59700E+00	1.36125
4.59800E+00	1.3714
4.59900E+00	1.38608
4.59975E+00	1.40083
4.60000E+00	1.40734
4.60112E+00	1.4349
4.60150E+00	1.43923
4.60200E+00	1.43857
4.60250E+00	1.43117
4.60350E+00	1.40431
4.60450E+00	1.37658
4.60456E+00	1.37515
4.60500E+00	1.36455
4.61000E+00	1.31961
4.61500E+00	1.3117
4.62000E+00	1.31976
4.62500E+00	1.35429
4.62600E+00	1.36857
4.62700E+00	1.38385
4.62800E+00	1.40627
4.62850E+00	1.41835
4.62900E+00	1.43338
4.62950E+00	1.44959
4.63000E+00	1.46765
4.63100E+00	1.51407
4.63200E+00	1.57539
4.63300E+00	1.65689
4.63400E+00	1.7636
4.63500E+00	1.89768
4.63600E+00	2.04865
4.63700E+00	2.17997
4.63704E+00	2.18224
4.63775E+00	2.222
4.63800E+00	2.23103
4.63825E+00	2.21801
4.63875E+00	2.18388
4.63900E+00	2.16392
4.64000E+00	2.01179
4.64484E+00	1.42422
4.64500E+00	1.40806
4.64531E+00	1.39536
4.65000E+00	1.25229
4.65500E+00	1.19949
4.66000E+00	1.17293
4.66500E+00	1.15532
4.67000E+00	1.14242
4.67500E+00	1.13017
4.68000E+00	1.11828
4.68500E+00	1.10827
4.69000E+00	1.09841
4.69500E+00	1.08864
4.70000E+00	1.07895
4.71000E+00	1.05973
4.72000E+00	1.04067
4.72500E+00	1.03121
4.73000E+00	1.02263
4.74000E+00	1.00563
4.74500E+00	0.997231
4.75000E+00	0.990549
4.75500E+00	0.983959
4.76000E+00	0.977449
4.76500E+00	0.974134
4.77000E+00	0.970942
4.77500E+00	0.971367
4.78000E+00	0.975568
4.78500E+00	0.985067
4.79000E+00	1.00198
4.79500E+00	1.02931
4.80000E+00	1.07125
4.80500E+00	1.13299
4.81000E+00	1.2208
4.81500E+00	1.34022
4.82000E+00	1.49157
4.82500E+00	1.66283
4.82875E+00	1.7907
4.83000E+00	1.83257
4.83200E+00	1.89052
4.83400E+00	1.93964
4.83600E+00	1.97853
4.83800E+00	2.00598
4.84000E+00	2.02192
4.84200E+00	2.02678
4.84500E+00	2.01561
4.85000E+00	1.95979
4.85500E+00	1.87823
4.86000E+00	1.79019
4.86250E+00	1.74652
4.87000E+00	1.62079
4.88000E+00	1.48574
4.89000E+00	1.38163
4.90000E+00	1.30043
4.91000E+00	1.23592
4.92000E+00	1.18346
4.93000E+00	1.14022
4.93866E+00	1.10896
4.94000E+00	1.10414
4.95000E+00	1.07428
4.96000E+00	1.04996
4.97000E+00	1.03171
4.97350E+00	1.02762
4.98000E+00	1.02003
4.99000E+00	1.01685
5.00000E+00	1.02441
5.01000E+00	1.04618
5.02000E+00	1.08594
5.03000E+00	1.14785
5.04000E+00	1.23295
5.05000E+00	1.33779
5.06000E+00	1.44903
5.07000E+00	1.55113
5.08000E+00	1.63775
5.09000E+00	1.71398
5.10000E+00	1.80956
5.10200E+00	1.83769
5.10300E+00	1.85196
5.10400E+00	1.86947
5.10600E+00	1.90497
5.10800E+00	1.94955
5.11000E+00	2.00332
5.11200E+00	2.06852
5.11400E+00	2.14801
5.11500E+00	2.19555
5.11550E+00	2.21949
5.11600E+00	2.24675
5.11700E+00	2.30162
5.11800E+00	2.36544
5.11850E+00	2.39756
5.11900E+00	2.4338
5.12000E+00	2.50671
5.12100E+00	2.58969
5.12150E+00	2.6314
5.12200E+00	2.67783
5.12300E+00	2.7711
5.12500E+00	2.96958
5.12550E+00	3.01933
5.12700E+00	3.1685
5.12750E+00	3.21806
5.12800E+00	3.26193
5.12850E+00	3.30551
5.12900E+00	3.34242
5.12950E+00	3.3789
5.13000E+00	3.41045
5.13100E+00	3.45428
5.13200E+00	3.47341
5.13300E+00	3.46584
5.13400E+00	3.43193
5.13500E+00	3.37376
5.13600E+00	3.29494
5.13700E+00	3.20022
5.13800E+00	3.09081
5.14200E+00	2.65142
5.14400E+00	2.45294
5.14600E+00	2.2814
5.14800E+00	2.13635
5.15000E+00	2.01538
5.15500E+00	1.79231
5.16000E+00	1.64583
5.16500E+00	1.54469
5.17000E+00	1.47132
5.18000E+00	1.37094
5.19000E+00	1.30343
5.20000E+00	1.25319
5.21000E+00	1.21314
5.22000E+00	1.17962
5.23000E+00	1.15055
5.24000E+00	1.12602
5.25000E+00	1.10179
5.26000E+00	1.08218
5.27000E+00	1.06275
5.27500E+00	1.05309
5.28000E+00	1.04513
5.29000E+00	1.02927
5.30000E+00	1.02139
5.30750E+00	1.11563
5.31000E+00	1.14556
5.31250E+00	1.09727
5.31875E+00	0.972269
5.32000E+00	0.94866
5.32750E+00	0.977625
5.32984E+00	0.987559
5.33000E+00	0.990924
5.33023E+00	1.0035
5.33438E+00	1.27974
5.33984E+00	1.64403
5.34000E+00	1.64989
5.34023E+00	1.64671
5.34984E+00	1.30627
5.35000E+00	1.29971
5.35500E+00	1.09133
5.36000E+00	1.01876
5.36500E+00	0.9813
5.36600E+00	0.974921
5.36700E+00	0.96936
5.36800E+00	0.965072
5.36900E+00	0.962821
5.37000E+00	0.963922
5.37100E+00	0.970511
5.37200E+00	0.989748
5.37300E+00	1.02866
5.37400E+00	1.07775
5.37500E+00	1.10133
5.37750E+00	1.0613
5.38000E+00	1.01914
5.38500E+00	0.982947
5.39000E+00	0.965688
5.39500E+00	0.955547
5.39750E+00	0.950847
5.40000E+00	0.947739
5.41000E+00	0.936107
5.42000E+00	0.929312
5.43000E+00	0.926477
5.43500E+00	0.925101
5.44000E+00	0.924661
5.45000E+00	0.926715
5.46000E+00	0.932058
5.47000E+00	0.941203
5.48000E+00	0.954761
5.49000E+00	0.973554
5.50000E+00	0.998488
5.51000E+00	1.03052
5.52000E+00	1.07089
5.53000E+00	1.12053
5.54000E+00	1.18017
5.55000E+00	1.24982
5.56000E+00	1.32879
5.57000E+00	1.41607
5.58000E+00	1.50351
5.59000E+00	1.59232
5.60000E+00	1.67244
5.60750E+00	1.72342
5.61000E+00	1.73754
5.61500E+00	1.76582
5.62000E+00	1.78606
5.62250E+00	1.7962
5.63000E+00	1.81649
5.63500E+00	1.82196
5.63730E+00	1.82449
5.63954E+00	1.8255
5.63980E+00	1.82562
5.64000E+00	1.82546
5.64184E+00	1.82406
5.64500E+00	1.82166
5.64750E+00	1.81982
5.65000E+00	1.81602
5.65500E+00	1.80862
5.66000E+00	1.79568
5.66500E+00	1.7833
5.67000E+00	1.76721
5.67500E+00	1.75311
5.67800E+00	1.74664
5.68000E+00	1.74026
5.68500E+00	1.72483
5.69000E+00	1.69536
5.69500E+00	1.65696
5.70000E+00	1.62788
5.70500E+00	1.60286
5.71000E+00	1.57963
5.71500E+00	1.55718
5.72000E+00	1.5351
5.72500E+00	1.51319
5.73000E+00	1.49139
5.73500E+00	1.47184
5.74000E+00	1.45233
5.75000E+00	1.41337
5.75500E+00	1.39617
5.76500E+00	1.36176
5.77000E+00	1.34459
5.77500E+00	1.32963
5.78000E+00	1.31468
5.79000E+00	1.28483
5.79500E+00	1.27196
5.80000E+00	1.25908
5.81000E+00	1.2334
5.81500E+00	1.22262
5.82000E+00	1.21187
5.82500E+00	1.20115
5.83000E+00	1.19047
5.83500E+00	1.18188
5.84000E+00	1.17335
5.84500E+00	1.16489
5.85000E+00	1.15851
5.85500E+00	1.15224
5.86000E+00	1.14922
5.86500E+00	1.14639
5.86750E+00	1.14511
5.87000E+00	1.14498
5.87500E+00	1.14783
5.88000E+00	1.1551
5.88402E+00	1.16595
5.88500E+00	1.16861
5.89000E+00	1.19174
5.89500E+00	1.22962
5.90000E+00	1.29183
5.90500E+00	1.39426
5.90800E+00	1.48439
5.91000E+00	1.56587
5.91200E+00	1.66404
5.91500E+00	1.84683
5.91600E+00	1.91834
5.91700E+00	1.99678
5.91875E+00	2.13493
5.91900E+00	2.15511
5.92000E+00	2.23593
5.92100E+00	2.31639
5.92200E+00	2.38858
5.92300E+00	2.45029
5.92400E+00	2.49782
5.92500E+00	2.52788
5.92600E+00	2.53816
5.92700E+00	2.52762
5.92800E+00	2.49737
5.92900E+00	2.44929
5.93000E+00	2.38634
5.93500E+00	1.98142
5.94000E+00	1.62703
5.94500E+00	1.38616
5.95000E+00	1.22605
5.95500E+00	1.11378
5.96000E+00	1.0281
5.96500E+00	0.956447
5.97000E+00	0.891928
5.97250E+00	0.860199
5.97500E+00	0.829268
5.98000E+00	0.777221
5.98200E+00	0.766763
5.98387E+00	0.7707
5.98400E+00	0.771937
5.98462E+00	0.77806
5.98500E+00	0.782892
5.98575E+00	0.798003
5.98600E+00	0.804217
5.98775E+00	0.872716
5.98800E+00	0.884442
5.98850E+00	0.919137
5.98950E+00	0.992256
5.99000E+00	1.03062
5.99050E+00	1.08149
5.99200E+00	1.23989
5.99400E+00	1.4621
5.99500E+00	1.55395
5.99600E+00	1.62309
5.99700E+00	1.66801
5.99800E+00	1.69054
5.99900E+00	1.69496
6.00000E+00	1.68596
6.00100E+00	1.66779
6.00200E+00	1.64247
6.00300E+00	1.61723
6.00400E+00	1.58989
6.00600E+00	1.5353
6.00700E+00	1.50803
6.00900E+00	1.45945
6.01100E+00	1.41652
6.01200E+00	1.39665
6.01500E+00	1.34569
6.01600E+00	1.33172
6.01800E+00	1.30374
6.02000E+00	1.28001
6.02500E+00	1.23131
6.03000E+00	1.19396
6.03500E+00	1.16474
6.04000E+00	1.1418
6.04500E+00	1.12371
6.05000E+00	1.11086
6.05200E+00	1.10591
6.05500E+00	1.1024
6.05800E+00	1.09953
6.06000E+00	1.10013
6.06100E+00	1.10073
6.06200E+00	1.10267
6.06400E+00	1.10719
6.06600E+00	1.11736
6.06750E+00	1.12624
6.06800E+00	1.1313
6.07000E+00	1.15449
6.07100E+00	1.17277
6.07150E+00	1.18282
6.07200E+00	1.19509
6.07250E+00	1.20866
6.07300E+00	1.22471
6.07350E+00	1.2426
6.07400E+00	1.26227
6.07500E+00	1.31283
6.07600E+00	1.37775
6.07700E+00	1.45525
6.07800E+00	1.53992
6.07875E+00	1.58857
6.07900E+00	1.60227
6.07975E+00	1.60901
6.08000E+00	1.60729
6.08003E+00	1.60582
6.08050E+00	1.56774
6.08200E+00	1.43929
6.08400E+00	1.2423
6.08475E+00	1.19005
6.08500E+00	1.17411
6.08600E+00	1.12591
6.08800E+00	1.06502
6.09000E+00	1.03082
6.09200E+00	1.0104
6.09400E+00	0.997955
6.09600E+00	0.987712
6.09800E+00	0.981517
6.10000E+00	0.976262
6.10200E+00	0.971655
6.10400E+00	0.967512
6.10600E+00	0.963712
6.10800E+00	0.960951
6.11000E+00	0.958391
6.11500E+00	0.952617
6.12000E+00	0.947445
6.12500E+00	0.942659
6.13000E+00	0.93814
6.14000E+00	0.931498
6.15000E+00	0.925258
6.16000E+00	0.921416
6.17000E+00	0.917575
6.17500E+00	0.915533
6.18000E+00	0.914761
6.19000E+00	0.912834
6.20000E+00	0.910405
6.21000E+00	0.909694
6.22000E+00	0.908409
6.22500E+00	0.907568
6.23000E+00	0.906605
6.24000E+00	0.904385
6.25000E+00	0.902695
6.26000E+00	0.896259
6.27000E+00	0.894139
6.27217E+00	0.893292
6.27220E+00	0.893281
6.27225E+00	0.893255
6.27500E+00	0.893757
6.28000E+00	0.89354
6.29000E+00	0.894579
6.30000E+00	0.896197
6.30200E+00	0.896342
6.30400E+00	0.896711
6.30600E+00	0.897613
6.30800E+00	0.898942
6.31000E+00	0.90027
6.31400E+00	0.902383
6.31600E+00	0.90477
6.31800E+00	0.907212
6.32200E+00	0.912096
6.32400E+00	0.91587
6.32500E+00	0.917636
6.32800E+00	0.922936
6.33000E+00	0.926771
6.33200E+00	0.931041
6.33600E+00	0.94004
6.33800E+00	0.944539
6.34000E+00	0.949182
6.34200E+00	0.954242
6.34400E+00	0.95969
6.34600E+00	0.965138
6.35200E+00	0.986682
6.35400E+00	0.996946
6.35600E+00	1.00735
6.35800E+00	1.01826
6.35900E+00	1.02419
6.36000E+00	1.0307
6.36200E+00	1.04473
6.36400E+00	1.05876
6.36600E+00	1.07603
6.36800E+00	1.09302
6.37000E+00	1.11159
6.37200E+00	1.13106
6.37500E+00	1.16153
6.37600E+00	1.17172
6.37800E+00	1.19573
6.38000E+00	1.22427
6.38200E+00	1.25387
6.38400E+00	1.2867
6.38800E+00	1.34933
6.39100E+00	1.39432
6.39200E+00	1.40799
6.39400E+00	1.42783
6.39550E+00	1.44271
6.39600E+00	1.44636
6.39800E+00	1.45566
6.40000E+00	1.45947
6.40100E+00	1.46112
6.40200E+00	1.46158
6.40400E+00	1.45376
6.40500E+00	1.44428
6.40600E+00	1.43071
6.40800E+00	1.39544
6.41000E+00	1.35165
6.41200E+00	1.30595
6.41400E+00	1.26308
6.41600E+00	1.21902
6.41800E+00	1.17881
6.42000E+00	1.1417
6.42200E+00	1.10786
6.42500E+00	1.05711
6.42600E+00	1.04128
6.42800E+00	1.00981
6.43000E+00	0.980349
6.43088E+00	0.967092
6.43100E+00	0.96537
6.43200E+00	0.952007
6.43400E+00	0.924461
6.43600E+00	0.898979
6.43800E+00	0.874476
6.43900E+00	0.862445
6.44000E+00	0.851571
6.44200E+00	0.830242
6.44400E+00	0.812428
6.44600E+00	0.797444
6.44800E+00	0.782839
6.45000E+00	0.770538
6.45160E+00	0.760921
6.45210E+00	0.758378
6.45215E+00	0.758158
6.45400E+00	0.749274
6.45600E+00	0.739928
6.45800E+00	0.730933
6.46000E+00	0.722277
6.46200E+00	0.713951
6.46400E+00	0.705956
6.46600E+00	0.698949
6.46800E+00	0.692249
6.47000E+00	0.68585
6.47200E+00	0.679743
6.47500E+00	0.671112
6.47800E+00	0.663114
6.48000E+00	0.657675
6.48400E+00	0.647329
6.48600E+00	0.642401
6.48800E+00	0.63767
6.49000E+00	0.633161
6.49200E+00	0.6289
6.49400E+00	0.624911
6.49600E+00	0.622941
6.49800E+00	0.621294
6.50000E+00	0.622152
6.50100E+00	0.622695
6.50200E+00	0.62365
6.50400E+00	0.626774
6.50600E+00	0.629899
6.50800E+00	0.633023
6.50930E+00	0.635053
6.51000E+00	0.636474
6.51200E+00	0.640533
6.51400E+00	0.644591
6.51646E+00	0.649585
6.51660E+00	0.649987
6.51800E+00	0.653588
6.52000E+00	0.658573
6.52200E+00	0.663558
6.52400E+00	0.668543
6.52500E+00	0.671036
6.52600E+00	0.673828
6.52800E+00	0.679431
6.53000E+00	0.685055
6.53200E+00	0.6907
6.53400E+00	0.696362
6.53600E+00	0.70204
6.53800E+00	0.708464
6.54000E+00	0.7149
6.54200E+00	0.721345
6.54400E+00	0.727799
6.54600E+00	0.73426
6.54800E+00	0.740721
6.55000E+00	0.747845
6.55200E+00	0.754907
6.55400E+00	0.76197
6.55600E+00	0.769024
6.55800E+00	0.776077
6.56000E+00	0.783119
6.56200E+00	0.790151
6.56400E+00	0.797743
6.56600E+00	0.805113
6.56800E+00	0.812467
6.57000E+00	0.819802
6.57200E+00	0.826861
6.57400E+00	0.834632
6.57500E+00	0.838509
6.57600E+00	0.842538
6.57800E+00	0.850331
6.58000E+00	0.858124
6.58200E+00	0.86559
6.58400E+00	0.873743
6.58600E+00	0.881556
6.58800E+00	0.888913
6.59000E+00	0.89627
6.59200E+00	0.903132
6.59400E+00	0.909983
6.59600E+00	0.915043
6.59800E+00	0.920102
6.60000E+00	0.925153
6.60200E+00	0.928347
6.60400E+00	0.931542
6.60800E+00	0.937916
6.61000E+00	0.941103
6.61400E+00	0.947225
6.61600E+00	0.949789
6.62000E+00	0.954904
6.62200E+00	0.957461
6.62400E+00	0.960019
6.62500E+00	0.961295
6.62600E+00	0.962626
6.62800E+00	0.965289
6.63000E+00	0.967944
6.63200E+00	0.970769
6.63400E+00	0.972776
6.63600E+00	0.974783
6.63800E+00	0.976791
6.64000E+00	0.97899
6.64200E+00	0.981189
6.64400E+00	0.981714
6.64600E+00	0.982238
6.64800E+00	0.982763
6.65000E+00	0.983288
6.65200E+00	0.985939
6.65400E+00	0.988594
6.65600E+00	0.994907
6.65800E+00	1.00123
6.66000E+00	1.00942
6.66200E+00	1.01762
6.66400E+00	1.02582
6.66600E+00	1.03684
6.66800E+00	1.05045
6.67000E+00	1.06415
6.67200E+00	1.07787
6.67300E+00	1.08473
6.67400E+00	1.09011
6.67450E+00	1.09281
6.67500E+00	1.09452
6.67594E+00	1.09309
6.67600E+00	1.09247
6.67800E+00	1.07289
6.68000E+00	1.0533
6.68200E+00	1.04466
6.68400E+00	1.03601
6.68500E+00	1.03169
6.68600E+00	1.02872
6.68800E+00	1.02277
6.69000E+00	1.01683
6.69200E+00	1.011
6.69400E+00	1.00664
6.69600E+00	1.00227
6.69800E+00	0.999867
6.70000E+00	0.997463
6.71000E+00	0.993334
6.72000E+00	0.997699
6.72500E+00	1.00298
6.73000E+00	1.01083
6.74000E+00	1.03148
6.75000E+00	1.05742
6.76000E+00	1.08865
6.77000E+00	1.12727
6.77500E+00	1.14932
6.78000E+00	1.17379
6.79000E+00	1.24473
6.79500E+00	1.29905
6.80000E+00	1.35988
6.80500E+00	1.42951
6.81000E+00	1.50364
6.82000E+00	1.56375
6.82500E+00	1.46342
6.83000E+00	1.34819
6.84000E+00	1.14031
6.85000E+00	1.00284
6.86000E+00	0.943559
6.87500E+00	0.893673
6.88000E+00	0.88282
6.90000E+00	0.856562
6.91875E+00	0.8409
6.92500E+00	0.838633
6.94000E+00	0.837181
6.95000E+00	0.838459
6.96000E+00	0.843256
6.97500E+00	0.859977
6.98000E+00	0.867811
7.00000E+00	0.909351
7.02500E+00	0.965949
7.04500E+00	1.0078
7.05500E+00	1.0233
7.06000E+00	1.02743
7.06563E+00	1.02642
7.07500E+00	1.0163
7.07750E+00	1.01474
7.09000E+00	1.00711
7.10000E+00	1.00367
7.12000E+00	1.01177
7.12500E+00	1.01622
7.14000E+00	1.02843
7.15000E+00	1.04731
7.16000E+00	1.0765
7.17000E+00	1.14327
7.17500E+00	1.19717
7.18000E+00	1.27773
7.19000E+00	1.50557
7.20000E+00	1.75336
7.21000E+00	1.68695
7.22000E+00	1.56764
7.22500E+00	1.51753
7.23000E+00	1.46854
7.24000E+00	1.37951
7.25000E+00	1.31515
7.26000E+00	1.29149
7.27500E+00	1.27636
7.28000E+00	1.27186
7.30000E+00	1.27794
7.31953E+00	1.33429
7.32109E+00	1.34297
7.32500E+00	1.36881
7.33000E+00	1.37627
7.33500E+00	1.36696
7.35170E+00	1.31438
7.35330E+00	1.30813
7.36000E+00	1.28044
7.36500E+00	1.23615
7.37000E+00	1.17635
7.37500E+00	1.23591
7.38000E+00	1.29952
7.41000E+00	1.24693
7.42000E+00	1.2303
7.42500E+00	1.22419
7.47500E+00	1.15296
7.50000E+00	1.11937
7.51875E+00	1.1302
7.52500E+00	1.12905
7.55000E+00	1.11871
7.56560E+00	1.11888
7.56560E+00	1.11888
7.57500E+00	1.11759
7.60000E+00	1.11066
7.61250E+00	1.11901
7.61359E+00	1.12018
7.62500E+00	1.13242
7.65000E+00	1.1718
7.67500E+00	1.21285
7.70000E+00	1.25489
