MeV	K-0
9.12827E-03	17.6178
9.12844E-03	17.6968
9.13150E-03	19.2612
9.13195E-03	19.5093
9.13456E-03	20.9638
9.13563E-03	21.6053
9.13762E-03	22.8163
9.13891E-03	23.6587
9.14069E-03	24.8325
9.14218E-03	25.9063
9.14366E-03	26.9674
9.14546E-03	28.3789
9.14660E-03	29.2706
9.14856E-03	30.9425
9.14874E-03	31.1143
9.15051E-03	32.7475
9.15093E-03	33.161
9.15247E-03	34.6979
9.15312E-03	35.3881
9.15443E-03	36.7966
9.15648E-03	39.1837
9.15737E-03	40.2145
9.15985E-03	43.3753
9.16027E-03	43.9127
9.16317E-03	47.9519
9.16321E-03	48.0162
9.16607E-03	52.3647
9.16658E-03	53.2036
9.16897E-03	57.1822
9.16994E-03	58.9362
9.17187E-03	62.4375
9.17342E-03	65.4794
9.17465E-03	67.91
9.17695E-03	72.8374
9.17736E-03	73.7198
9.18007E-03	80.0265
9.18048E-03	81.0576
9.18278E-03	86.8709
9.18401E-03	90.2356
9.18549E-03	94.298
9.18754E-03	100.376
9.18809E-03	102.017
9.19047E-03	109.619
9.19115E-03	111.913
9.19494E-03	124.652
9.19524E-03	125.627
9.19621E-03	128.501
9.19682E-03	130.312
9.19747E-03	131.834
9.19801E-03	133.099
9.19874E-03	134.256
9.19921E-03	135.004
9.19968E-03	135.363
9.20000E-03	135.597
9.20035E-03	135.851
9.20069E-03	135.911
9.20113E-03	135.765
9.20173E-03	135.561
9.20227E-03	135.004
9.20276E-03	134.486
9.20340E-03	133.418
9.20415E-03	132.161
9.20454E-03	131.318
9.20553E-03	129.155
9.20680E-03	126.015
9.21021E-03	117.624
9.21244E-03	112.114
9.21361E-03	109.469
9.21659E-03	102.71
9.21701E-03	101.837
9.22044E-03	94.7171
9.22074E-03	94.1037
9.22389E-03	88.107
9.22480E-03	86.3735
9.22733E-03	81.9474
9.22882E-03	79.3569
9.23078E-03	76.2129
9.23284E-03	72.9165
9.23423E-03	70.8708
9.23686E-03	66.9951
9.23765E-03	65.9198
9.24088E-03	61.5555
9.24104E-03	61.358
9.24442E-03	57.1677
9.24497E-03	56.4897
9.24668E-03	54.5558
9.24780E-03	53.2913
9.24894E-03	52.1179
9.25063E-03	50.3799
9.25119E-03	49.8506
9.25345E-03	47.751
9.25345E-03	47.7488
9.25609E-03	45.5318
9.25769E-03	44.1843
9.26062E-03	41.9346
9.26193E-03	40.925
9.26515E-03	38.6385
9.26617E-03	37.9106
9.26968E-03	35.6053
9.27068E-03	34.9456
9.27421E-03	32.8112
9.27519E-03	32.2163
9.27874E-03	30.2375
9.27970E-03	29.7005
9.28218E-03	28.4293
9.28422E-03	27.3815
9.28561E-03	26.7201
9.28872E-03	25.2456
9.28905E-03	25.1048
9.29226E-03	23.6954
9.29248E-03	23.6035
9.29530E-03	22.4533
9.29592E-03	22.2261
9.29834E-03	21.3393
9.29849E-03	21.2902
9.30036E-03	20.6986
9.30107E-03	20.5123
9.30278E-03	20.0589
9.30340E-03	19.8957
9.30622E-03	19.2712
9.30644E-03	19.2215
9.31252E-03	18.0084
9.31266E-03	17.9827
9.31860E-03	16.8749
9.31910E-03	16.7883
9.32514E-03	15.7425
9.32555E-03	15.6725
9.32622E-03	15.5565
9.33199E-03	14.6339
9.33334E-03	14.4188
9.33825E-03	13.6928
9.34046E-03	13.3676
9.34451E-03	12.8107
9.34757E-03	12.3911
9.35078E-03	11.9866
9.35522E-03	11.4251
9.35704E-03	11.2137
9.36281E-03	10.541
9.36341E-03	10.472
9.36859E-03	9.92051
9.37159E-03	9.60159
9.37436E-03	9.33068
9.37977E-03	8.80355
9.38014E-03	8.77013
9.38591E-03	8.24787
9.38637E-03	8.20677
9.39236E-03	7.70832
9.39389E-03	7.58067
9.39688E-03	7.36316
9.39766E-03	7.30651
9.40016E-03	7.16101
9.40027E-03	7.15658
9.40267E-03	7.05296
9.40366E-03	7.02476
9.40894E-03	6.87385
9.41044E-03	6.83696
9.42400E-03	6.50229
9.43721E-03	6.19985
9.44447E-03	6.03397
9.44603E-03	6.00106
9.45925E-03	5.7212
9.46495E-03	5.60053
9.47250E-03	5.45464
9.48575E-03	5.19874
9.49372E-03	5.04507
9.49892E-03	4.95177
9.50330E-03	4.87314
9.51192E-03	4.72808
9.52492E-03	4.50939
9.52780E-03	4.46104
9.53803E-03	4.30336
9.55121E-03	4.10068
9.55229E-03	4.08417
9.56439E-03	3.91241
9.57102E-03	3.81836
9.57774E-03	3.72987
9.59110E-03	3.55425
9.59350E-03	3.52272
9.59777E-03	3.47552
9.59911E-03	3.46082
9.60218E-03	3.44121
9.60472E-03	3.42507
9.61745E-03	3.37924
9.63491E-03	3.31659
9.64934E-03	3.26489
9.64961E-03	3.26389
9.66376E-03	3.21697
9.67964E-03	3.1644
9.69552E-03	3.11191
9.71270E-03	3.05522
9.72452E-03	3.01629
9.72988E-03	3.00014
9.74344E-03	2.95942
9.75700E-03	2.91874
9.77388E-03	2.86813
9.79420E-03	2.80732
9.80000E-03	2.78997
9.80448E-03	2.78299
9.81819E-03	2.76167
9.83647E-03	2.73328
9.85476E-03	2.70494
9.87168E-03	2.67873
9.88861E-03	2.65256
9.91236E-03	2.61589
9.93038E-03	2.5881
9.94048E-03	2.57253
9.96068E-03	2.54141
9.97481E-03	2.51967
9.97612E-03	2.51785
9.99376E-03	2.49333
9.99817E-03	2.48722
1.00000E-02	2.48469
1.00004E-02	2.48449
1.00048E-02	2.4821
1.01370E-02	2.41093
1.03331E-02	2.30539
1.05665E-02	2.19135
1.09268E-02	2.03099
1.10000E-02	2.00041
1.10589E-02	1.98801
1.14891E-02	1.89748
1.20000E-02	1.79946
1.22272E-02	1.66795
1.23323E-02	1.61191
1.24160E-02	1.56722
1.26215E-02	1.46604
1.28094E-02	1.38059
1.30000E-02	1.30032
1.33354E-02	1.20808
1.35100E-02	1.164
1.35691E-02	1.1491
1.39274E-02	1.06608
1.40000E-02	1.05064
1.49545E-02	1.15577
1.50000E-02	1.16078
1.52286E-02	1.27747
1.54179E-02	1.38206
1.56233E-02	1.50365
1.58105E-02	1.62222
1.59934E-02	1.74615
1.59978E-02	1.74915
1.60000E-02	1.75066
1.60025E-02	1.75325
1.60102E-02	1.76102
1.60305E-02	1.78179
1.60427E-02	1.79434
1.60459E-02	1.79759
1.60490E-02	1.80087
1.60500E-02	1.80186
1.60512E-02	1.80413
1.60543E-02	1.81037
1.60575E-02	1.81665
1.60617E-02	1.82503
1.60680E-02	1.83764
1.60743E-02	1.85028
1.60797E-02	1.8611
1.60851E-02	1.87195
1.60905E-02	1.88283
1.60937E-02	1.88936
1.60941E-02	1.89093
1.60968E-02	1.90225
1.60984E-02	1.90905
1.60986E-02	1.91045
1.61004E-02	1.92411
1.61022E-02	1.9378
1.61022E-02	1.93798
1.61043E-02	1.96013
1.61067E-02	1.98562
1.61067E-02	1.98641
1.61090E-02	2.01595
1.61126E-02	2.06175
1.61161E-02	2.10762
1.61180E-02	2.13168
1.61196E-02	2.15565
1.61232E-02	2.20576
1.61267E-02	2.25538
1.61301E-02	2.3051
1.61314E-02	2.32372
1.61336E-02	2.35724
1.61371E-02	2.41088
1.61402E-02	2.45913
1.61406E-02	2.46554
1.61440E-02	2.52699
1.61445E-02	2.53641
1.61467E-02	2.58501
1.61474E-02	2.6061
1.61488E-02	2.64577
1.61508E-02	2.71739
1.61510E-02	2.7221
1.61531E-02	2.8151
1.61542E-02	2.87218
1.61552E-02	2.92308
1.61577E-02	3.06001
1.61585E-02	3.10657
1.61611E-02	3.2697
1.61617E-02	3.3085
1.61645E-02	3.49917
1.61660E-02	3.60075
1.61679E-02	3.74366
1.61703E-02	3.91904
1.61713E-02	4.00412
1.61746E-02	4.26465
1.61748E-02	4.28142
1.61781E-02	4.57124
1.61789E-02	4.64092
1.61811E-02	4.85756
1.61831E-02	5.05014
1.61842E-02	5.15854
1.61872E-02	5.47589
1.61874E-02	5.49408
1.61934E-02	6.13881
1.61940E-02	6.20612
1.61950E-02	6.30352
1.61957E-02	6.36744
1.61967E-02	6.44126
1.61974E-02	6.497
1.61979E-02	6.52214
1.61991E-02	6.58242
1.61992E-02	6.5831
1.62003E-02	6.61001
1.62005E-02	6.61306
1.62007E-02	6.6144
1.62010E-02	6.61604
1.62021E-02	6.60429
1.62024E-02	6.60071
1.62035E-02	6.56535
1.62038E-02	6.55234
1.62048E-02	6.49825
1.62058E-02	6.44798
1.62069E-02	6.368
1.62077E-02	6.31437
1.62138E-02	5.83646
1.62173E-02	5.56761
1.62180E-02	5.51797
1.62221E-02	5.2191
1.62231E-02	5.15244
1.62262E-02	4.94658
1.62288E-02	4.76876
1.62302E-02	4.68517
1.62333E-02	4.48976
1.62342E-02	4.43894
1.62382E-02	4.20493
1.62385E-02	4.19044
1.62409E-02	4.06023
1.62436E-02	3.91685
1.62436E-02	3.91524
1.62454E-02	3.83281
1.62471E-02	3.74911
1.62474E-02	3.73497
1.62489E-02	3.67668
1.62500E-02	3.63439
1.62507E-02	3.61142
1.62525E-02	3.55355
1.62526E-02	3.55127
1.62543E-02	3.507
1.62564E-02	3.45225
1.62570E-02	3.44043
1.62616E-02	3.34248
1.62650E-02	3.27468
1.62719E-02	3.14173
1.62865E-02	2.8773
1.62938E-02	2.75653
1.62975E-02	2.70615
1.63012E-02	2.67133
1.63048E-02	2.65369
1.63109E-02	2.64462
1.63427E-02	2.62405
1.63476E-02	2.61259
1.63516E-02	2.58945
1.63563E-02	2.54531
1.63813E-02	2.2702
1.63938E-02	2.14582
1.63984E-02	2.11172
1.64016E-02	2.1009
1.64031E-02	2.09945
1.64062E-02	2.10255
1.64375E-02	2.19655
1.65000E-02	2.39577
1.65125E-02	2.40932
1.66000E-02	2.46986
1.66060E-02	2.47223
1.67000E-02	2.50967
1.68000E-02	2.51929
1.68840E-02	2.49467
1.69120E-02	2.48135
1.71158E-02	2.33767
1.72482E-02	2.24435
1.75000E-02	2.08183
1.77953E-02	2.05198
1.78354E-02	2.04794
1.79969E-02	2.03164
1.85000E-02	2.21929
1.88655E-02	2.19054
1.89975E-02	2.18018
1.92484E-02	2.046
1.94314E-02	1.95447
1.95000E-02	1.92015
2.00000E-02	1.77016
2.05000E-02	1.6496
2.10000E-02	1.55993
2.11801E-02	1.53093
2.13139E-02	1.50939
2.15000E-02	1.47946
2.20000E-02	1.42989
2.25000E-02	1.39946
2.25953E-02	1.40143
2.29724E-02	1.40924
2.35000E-02	1.42017
2.38116E-02	1.54378
2.39370E-02	1.59355
2.40000E-02	1.62182
2.41163E-02	1.76912
2.42116E-02	1.90105
2.43142E-02	2.05349
2.44069E-02	2.20124
2.45000E-02	2.35983
2.46163E-02	2.57578
2.47117E-02	2.76689
2.48143E-02	2.98756
2.49070E-02	3.20124
2.49851E-02	3.39175
2.51241E-02	3.73081
2.52527E-02	4.06838
2.53937E-02	4.47162
2.54934E-02	4.77728
2.54963E-02	4.78192
2.55000E-02	4.78764
2.55112E-02	4.77536
2.56792E-02	4.41698
2.58584E-02	4.06616
2.60000E-02	3.80896
2.61241E-02	3.51543
2.62527E-02	3.23484
2.63408E-02	3.05654
2.64734E-02	2.80763
2.64989E-02	2.76606
2.65000E-02	2.76427
2.69907E-02	2.78907
2.70200E-02	2.79718
2.75000E-02	2.92997
2.78986E-02	3.15854
2.80000E-02	3.21672
2.83750E-02	2.94661
2.84961E-02	2.86522
2.85066E-02	2.87622
2.86059E-02	3.10475
2.87118E-02	3.36835
2.88144E-02	3.6447
2.89303E-02	3.98433
2.89942E-02	4.17921
2.90000E-02	4.18694
2.90102E-02	4.17565
2.91633E-02	3.82281
2.91838E-02	3.77789
2.92177E-02	3.70366
2.93585E-02	3.41583
2.95000E-02	3.14937
2.96164E-02	2.90213
2.97119E-02	2.71397
2.98145E-02	2.52604
2.99089E-02	2.3667
2.99380E-02	2.3176
3.00000E-02	2.2212
3.01242E-02	2.09753
3.03115E-02	1.92659
3.05000E-02	1.77001
3.07177E-02	1.63659
3.09203E-02	1.52352
3.09528E-02	1.50535
3.10000E-02	1.48138
3.15000E-02	1.45024
3.20000E-02	1.48025
3.25000E-02	1.62003
3.27490E-02	1.745
3.28436E-02	1.79572
3.30000E-02	1.87968
3.32119E-02	1.95177
3.35000E-02	2.04977
3.40000E-02	2.17907
3.43750E-02	2.1796
3.45000E-02	2.17917
3.45027E-02	2.17879
3.49867E-02	2.11119
3.54735E-02	1.97658
3.56707E-02	1.9369
3.60000E-02	1.87065
3.63734E-02	1.89253
3.64916E-02	1.89946
3.65150E-02	1.90932
3.67491E-02	2.05815
3.70000E-02	2.22931
3.74372E-02	2.49011
3.75000E-02	2.52865
3.80000E-02	2.7093
3.81436E-02	2.71488
3.85000E-02	2.72874
3.88627E-02	2.57717
3.89918E-02	2.52323
3.94372E-02	2.27319
3.95000E-02	2.23893
3.97180E-02	2.06479
4.00000E-02	1.85846
4.01244E-02	1.72585
4.02180E-02	1.63183
4.03587E-02	1.50041
4.05000E-02	1.38118
4.09058E-02	1.28183
4.09922E-02	1.26283
4.10000E-02	1.26455
4.10103E-02	1.27343
4.10822E-02	1.36265
4.11644E-02	1.47264
4.12480E-02	1.59367
4.13109E-02	1.69104
4.14053E-02	1.84847
4.14763E-02	1.97709
4.15000E-02	2.02394
4.15301E-02	2.1142
4.15602E-02	2.2091
4.16149E-02	2.39502
4.16697E-02	2.59715
4.17245E-02	2.81509
4.17717E-02	3.01922
4.18190E-02	3.2358
4.18811E-02	3.54524
4.19278E-02	3.79705
4.19979E-02	4.20041
4.20120E-02	4.25111
4.21244E-02	4.54973
4.22180E-02	4.81355
4.23588E-02	5.23836
4.23603E-02	5.24325
4.25000E-02	5.70189
4.26245E-02	6.19505
4.26279E-02	6.20977
4.27532E-02	6.7499
4.28940E-02	7.41194
4.29934E-02	7.90924
4.30000E-02	7.92355
4.30112E-02	7.90667
4.31794E-02	7.29535
4.33588E-02	6.69554
4.36712E-02	5.72214
4.37884E-02	5.38193
4.39647E-02	4.90964
4.40000E-02	4.82045
4.41712E-02	4.44157
4.43588E-02	4.06254
4.45000E-02	3.80091
4.47181E-02	3.51025
4.49529E-02	3.22487
4.50000E-02	3.17617
4.51907E-02	3.3257
4.52500E-02	3.37221
4.55000E-02	3.57938
4.59447E-02	3.85914
4.60000E-02	3.89391
4.63044E-02	3.51085
4.65000E-02	3.28039
4.67493E-02	3.04126
4.70000E-02	2.81984
4.72493E-02	2.61215
4.75000E-02	2.41996
4.76232E-02	2.34061
4.77493E-02	2.25932
4.80000E-02	2.10987
4.84373E-02	1.90688
4.85000E-02	1.87972
4.89373E-02	1.7386
4.90000E-02	1.71959
4.95000E-02	1.61928
4.99701E-02	1.54507
5.00000E-02	1.54036
5.05000E-02	1.5102
5.09927E-02	1.52003
5.10000E-02	1.52018
5.15000E-02	1.58028
5.20000E-02	1.72054
5.24373E-02	1.89403
5.25000E-02	1.92073
5.27494E-02	2.07398
5.29978E-02	2.23828
5.30000E-02	2.23973
5.35000E-02	2.53538
5.37500E-02	2.35811
5.40000E-02	2.18892
5.40401E-02	2.15177
5.41246E-02	2.07349
5.43120E-02	1.91028
5.45000E-02	1.76044
5.47494E-02	1.61402
5.51246E-02	1.41328
5.53120E-02	1.31854
5.55000E-02	1.23212
5.57971E-02	1.272
5.58685E-02	1.28157
5.59882E-02	1.29871
5.60020E-02	1.30562
5.60158E-02	1.32118
5.60895E-02	1.4196
5.61645E-02	1.52785
5.62482E-02	1.65826
5.63346E-02	1.80447
5.64291E-02	1.97872
5.65000E-02	2.12078
5.65895E-02	2.32261
5.66646E-02	2.50655
5.67482E-02	2.72873
5.68346E-02	2.97838
5.68996E-02	3.18087
5.69645E-02	3.3968
5.70623E-02	3.74752
5.71407E-02	4.05336
5.72064E-02	4.32861
5.72796E-02	4.65738
5.73582E-02	5.03731
5.74291E-02	5.40574
5.75895E-02	6.3025
5.76646E-02	6.75522
5.77482E-02	7.29807
5.78380E-02	7.92804
5.79392E-02	8.7046
5.79899E-02	9.11278
5.80000E-02	9.16842
5.80098E-02	9.18518
5.83676E-02	8.82583
5.84977E-02	8.69512
5.85465E-02	8.51715
5.86246E-02	8.21117
5.88120E-02	7.52771
5.90000E-02	6.90141
5.91246E-02	6.53512
5.93120E-02	6.02285
5.95000E-02	5.55268
5.97495E-02	5.11858
5.98178E-02	5.01016
6.00000E-02	4.72117
6.02495E-02	4.41527
6.05000E-02	4.1306
6.09373E-02	3.73358
6.10000E-02	3.68019
6.14373E-02	3.36295
6.15000E-02	3.32011
6.18405E-02	3.12964
6.20000E-02	3.04046
6.25000E-02	2.82033
6.30000E-02	2.64048
6.35000E-02	2.53006
6.40000E-02	2.44007
6.45000E-02	2.3803
6.50000E-02	2.39061
6.55000E-02	2.52183
6.56871E-02	2.67889
6.57495E-02	2.73125
6.60000E-02	2.9609
6.62495E-02	3.24204
6.64238E-02	3.45704
6.65000E-02	3.55103
6.67183E-02	3.87664
6.69530E-02	4.25977
6.70000E-02	4.34075
6.72183E-02	4.75656
6.74060E-02	5.14455
6.77183E-02	5.82623
6.79530E-02	6.38338
6.80000E-02	6.50166
6.81247E-02	6.86823
6.83121E-02	7.4592
6.84883E-02	8.05745
6.85049E-02	8.0849
6.88904E-02	7.59225
6.89978E-02	7.44721
6.90054E-02	7.4231
6.91247E-02	7.04341
6.93121E-02	6.47405
6.95857E-02	5.70392
6.96715E-02	5.4589
6.97886E-02	5.1471
6.99647E-02	4.71278
7.00000E-02	4.63256
7.02183E-02	4.28075
7.04530E-02	3.93578
7.05000E-02	3.87113
7.07496E-02	3.61683
7.10000E-02	3.38137
7.13414E-02	3.17438
7.14373E-02	3.11624
7.15000E-02	3.08102
7.20000E-02	2.92083
7.25000E-02	2.87133
7.27468E-02	2.93524
7.30000E-02	3.00082
7.35000E-02	3.2464
7.39920E-02	3.06264
7.45000E-02	2.79047
7.53748E-02	2.49904
7.55000E-02	2.4598
7.60000E-02	2.32035
7.62872E-02	2.25708
7.65000E-02	2.21023
7.70000E-02	2.11995
7.75000E-02	2.02047
7.77255E-02	2.00223
7.80000E-02	1.98003
7.85000E-02	1.95047
7.90000E-02	1.9897
7.95000E-02	2.00974
8.00000E-02	2.0197
8.02500E-02	2.01976
8.05000E-02	2.01966
8.10000E-02	2.00938
8.15000E-02	1.95943
8.20000E-02	1.88005
8.25000E-02	1.78993
8.30000E-02	1.68014
8.35000E-02	1.58029
8.40000E-02	1.50084
8.49961E-02	1.52064
8.52557E-02	1.58758
8.55000E-02	1.65056
8.57831E-02	1.75721
8.59374E-02	1.81532
8.60000E-02	1.84074
8.62496E-02	1.97993
8.65000E-02	2.13103
8.67184E-02	2.30878
8.69530E-02	2.5167
8.70000E-02	2.56131
8.71247E-02	2.71151
8.73122E-02	2.95512
8.75000E-02	3.21739
8.79922E-02	3.61011
8.79961E-02	3.61062
8.80000E-02	3.60986
8.83122E-02	3.15205
8.85000E-02	2.90041
8.86247E-02	2.74307
8.88122E-02	2.52293
8.90000E-02	2.32125
8.92184E-02	2.14567
8.94530E-02	1.97319
8.95000E-02	1.94123
8.99374E-02	1.74636
9.00000E-02	1.72147
9.03814E-02	1.68305
9.05000E-02	1.6711
9.09920E-02	1.73939
9.10467E-02	1.75856
9.15000E-02	1.93898
9.20000E-02	2.01884
9.24920E-02	1.96031
9.25154E-02	1.95089
9.27497E-02	1.81481
9.30000E-02	1.67826
9.31716E-02	1.52236
9.32514E-02	1.45517
9.32888E-02	1.42376
9.33591E-02	1.36649
9.35000E-02	1.26111
9.36247E-02	1.19536
9.38122E-02	1.10432
9.39883E-02	1.02605
9.40000E-02	1.02406
9.40146E-02	1.02722
9.41561E-02	1.09292
9.43122E-02	1.16996
9.45000E-02	1.27121
9.46248E-02	1.37026
9.47184E-02	1.45045
9.48591E-02	1.57967
9.50000E-02	1.72129
9.51248E-02	1.88143
9.52463E-02	2.05293
9.52536E-02	2.06314
9.53415E-02	2.19704
9.54759E-02	2.41851
9.55336E-02	2.52544
9.56170E-02	2.69545
9.56716E-02	2.81008
9.57844E-02	3.06583
9.58690E-02	3.27314
9.61248E-02	3.9449
9.62536E-02	4.30918
9.63415E-02	4.5767
9.64868E-02	5.05028
9.65000E-02	5.06966
9.65117E-02	5.0549
9.66248E-02	4.68242
9.67536E-02	4.28623
9.68415E-02	4.03552
9.69811E-02	3.66809
9.70065E-02	3.61399
9.72184E-02	3.33487
9.74530E-02	3.05383
9.75000E-02	3.0021
9.79374E-02	2.70072
9.80000E-02	2.66188
9.85000E-02	2.53065
9.90000E-02	2.46017
9.99402E-02	2.34734
9.99597E-02	2.34501
1.00000E-01	2.34017
1.02000E-01	2.1199
1.04000E-01	1.80053
1.04984E-01	1.73157
1.05000E-01	1.73368
1.05043E-01	1.75997
1.05171E-01	1.85182
1.05343E-01	1.97978
1.05568E-01	2.1627
1.05722E-01	2.29704
1.05954E-01	2.51457
1.05996E-01	2.55761
1.06000E-01	2.56211
1.06124E-01	2.73747
1.06281E-01	2.97754
1.06413E-01	3.19457
1.06559E-01	3.45505
1.06716E-01	3.7577
1.06858E-01	4.0527
1.07000E-01	4.36509
1.07343E-01	4.77392
1.07577E-01	5.07012
1.08000E-01	5.6432
1.08986E-01	5.61942
1.09015E-01	5.59543
1.09249E-01	5.22582
1.09436E-01	4.94812
1.09718E-01	4.55908
1.10000E-01	4.19813
1.10179E-01	3.9004
1.10329E-01	3.66566
1.10496E-01	3.42091
1.10676E-01	3.17676
1.10838E-01	2.97196
1.11000E-01	2.78277
1.11249E-01	2.62819
1.11594E-01	2.43244
1.11624E-01	2.4156
1.12000E-01	2.21955
1.12249E-01	2.06766
1.12436E-01	1.96019
1.12718E-01	1.80943
1.13000E-01	1.67118
1.13499E-01	1.54006
1.14000E-01	1.42147
1.14862E-01	1.47258
1.14995E-01	1.48051
1.15093E-01	1.51089
1.15249E-01	1.56287
1.15624E-01	1.69587
1.16000E-01	1.84073
1.16249E-01	1.97067
1.16577E-01	2.15604
1.16735E-01	2.25405
1.17000E-01	2.41827
1.18000E-01	2.71783
1.19007E-01	2.57656
1.19499E-01	2.37724
1.20000E-01	2.1908
1.20875E-01	1.98763
1.21000E-01	1.96031
1.22000E-01	1.7903
1.22276E-01	1.75439
1.23000E-01	1.6603
1.23681E-01	1.59898
1.24000E-01	1.57027
1.25000E-01	1.52024
1.26000E-01	1.51046
1.27000E-01	1.57038
1.27482E-01	1.62863
1.28000E-01	1.69132
1.28437E-01	1.85088
1.28906E-01	2.0403
1.29000E-01	2.07981
1.29499E-01	2.27137
1.30000E-01	2.47792
1.31000E-01	2.49984
1.31374E-01	2.49234
1.32000E-01	2.47981
1.33000E-01	2.41978
1.34000E-01	2.31985
1.35000E-01	2.17993
1.37000E-01	1.85986
1.37875E-01	1.70169
1.38000E-01	1.68061
1.38011E-01	1.67985
1.39000E-01	1.61035
1.40000E-01	1.60038
1.41000E-01	1.66031
1.42000E-01	1.78053
1.42875E-01	1.96268
1.43000E-01	1.99032
1.43174E-01	2.03747
1.43499E-01	2.1255
1.44000E-01	2.26983
1.45000E-01	2.52949
1.45494E-01	2.61802
1.46000E-01	2.70885
1.46201E-01	2.70091
1.47000E-01	2.66943
1.48000E-01	2.51921
1.48875E-01	2.2646
1.49000E-01	2.23029
1.49875E-01	2.0365
1.50000E-01	2.01225
1.50988E-01	2.18828
1.51078E-01	2.22733
1.51437E-01	2.40031
1.51906E-01	2.64806
1.52000E-01	2.70062
1.52249E-01	2.86465
1.52574E-01	3.09499
1.52624E-01	3.13023
1.53000E-01	3.4198
1.53437E-01	3.742
1.54000E-01	4.19441
1.54976E-01	4.0437
1.55015E-01	4.02654
1.55249E-01	3.82941
1.55624E-01	3.53347
1.56000E-01	3.25986
1.56343E-01	3.00045
1.56718E-01	2.74041
1.57000E-01	2.55974
1.57249E-01	2.38876
1.57437E-01	2.26772
1.57718E-01	2.09762
1.58000E-01	1.94028
1.58249E-01	1.81331
1.58577E-01	1.65925
1.58929E-01	1.50878
1.59000E-01	1.48202
1.59750E-01	1.42757
1.60000E-01	1.4121
1.60406E-01	1.52547
1.60906E-01	1.67967
1.61000E-01	1.71257
1.61179E-01	1.84658
1.61329E-01	1.96892
1.61383E-01	2.01523
1.61497E-01	2.11479
1.61676E-01	2.28307
1.61838E-01	2.44594
1.62000E-01	2.61793
1.62343E-01	2.86588
1.62577E-01	3.04636
1.62987E-01	3.38476
1.62991E-01	3.38591
1.63009E-01	3.37757
1.63035E-01	3.33611
1.63141E-01	3.14687
1.63282E-01	2.91123
1.63413E-01	2.70763
1.63560E-01	2.4977
1.63711E-01	2.29825
1.63907E-01	2.06367
1.63985E-01	1.97836
1.64000E-01	1.96552
1.64023E-01	1.95613
1.65000E-01	1.77879
1.65249E-01	1.68245
1.65624E-01	1.54579
1.66000E-01	1.42154
1.67000E-01	1.34115
1.67475E-01	1.39304
1.67988E-01	1.44895
1.68078E-01	1.4714
1.68437E-01	1.57052
1.69000E-01	1.7397
1.69624E-01	1.90514
1.69984E-01	2.00433
1.69988E-01	2.00456
1.70010E-01	1.99768
1.70082E-01	1.93205
1.70165E-01	1.85411
1.70329E-01	1.70959
1.70497E-01	1.57461
1.70511E-01	1.56376
1.70670E-01	1.44652
1.70788E-01	1.36521
1.70979E-01	1.243
1.71009E-01	1.22845
1.71249E-01	1.16371
1.71624E-01	1.07072
1.72000E-01	0.986268
1.73000E-01	0.962748
1.73750E-01	1.0347
1.74000E-01	1.06012
1.74749E-01	1.14883
1.75499E-01	1.24338
1.76000E-01	1.30988
1.77000E-01	1.41
1.77544E-01	1.45889
1.78000E-01	1.49987
1.79000E-01	1.55985
1.80000E-01	1.58989
1.80763E-01	1.59742
1.81000E-01	1.59976
1.82000E-01	1.56962
1.83000E-01	1.47956
1.83875E-01	1.33035
1.84000E-01	1.31037
1.85000E-01	1.20021
1.86000E-01	1.12009
1.87000E-01	1.05033
1.88000E-01	1.03031
1.89000E-01	1.06024
1.90000E-01	1.131
1.90437E-01	1.22556
1.90493E-01	1.23881
1.90906E-01	1.33684
1.91000E-01	1.36036
1.91146E-01	1.40343
1.91250E-01	1.43395
1.91624E-01	1.55221
1.92000E-01	1.68127
1.92250E-01	1.81353
1.92437E-01	1.92041
1.92718E-01	2.0927
1.93000E-01	2.27738
1.93992E-01	2.5253
1.94000E-01	2.52467
1.94359E-01	2.32112
1.94718E-01	2.12927
1.95000E-01	1.99198
1.95815E-01	1.84273
1.95875E-01	1.8317
1.96000E-01	1.81091
1.97000E-01	1.781
1.97984E-01	1.90813
1.98875E-01	2.11007
1.99000E-01	2.13967
1.99880E-01	2.29514
2.00000E-01	2.31624
2.00406E-01	2.15321
2.00906E-01	1.96391
2.01000E-01	1.92919
2.01343E-01	1.76191
2.01578E-01	1.6556
2.01930E-01	1.50816
2.02000E-01	1.48064
2.02250E-01	1.40453
2.02624E-01	1.29832
2.03000E-01	1.20048
2.03499E-01	1.10643
2.04000E-01	1.02034
2.04875E-01	0.916148
2.05000E-01	0.902294
2.05875E-01	0.83261
2.06000E-01	0.823235
2.07000E-01	0.772197
2.08000E-01	0.742271
2.09000E-01	0.746154
2.10000E-01	0.76813
2.11000E-01	0.806152
2.11801E-01	0.853453
2.11991E-01	0.864662
2.12000E-01	0.86518
2.13000E-01	0.952166
2.13875E-01	1.05466
2.14000E-01	1.07048
2.14499E-01	1.16129
2.15000E-01	1.26046
2.15437E-01	1.3719
2.15906E-01	1.50271
2.16000E-01	1.53082
2.16343E-01	1.66913
2.16578E-01	1.77097
2.16930E-01	1.93565
2.17250E-01	2.08486
2.17624E-01	2.26945
2.17977E-01	2.45672
2.18000E-01	2.46188
2.18027E-01	2.45108
2.18328E-01	2.25124
2.18437E-01	2.18203
2.18718E-01	2.01478
2.19000E-01	1.86278
2.19500E-01	1.79002
