MeV	"TL-203(N,TOT)"
3.55621E-05	8.80883
3.59375E-05	8.80445
3.61902E-05	8.80416
3.63805E-05	8.8065
3.65086E-05	8.81002
3.66367E-05	8.81588
3.67328E-05	8.82246
3.68288E-05	8.83169
3.69169E-05	8.84338
3.69829E-05	8.85496
3.70489E-05	8.86982
3.70929E-05	8.88212
3.71369E-05	8.89685
3.71809E-05	8.91464
3.72160E-05	8.93158
3.72511E-05	8.95154
3.72862E-05	8.97525
3.73126E-05	8.99606
3.73402E-05	9.02134
3.73686E-05	9.05164
3.73970E-05	9.0874
3.74172E-05	9.11701
3.74375E-05	9.15068
3.74577E-05	9.18913
3.74780E-05	9.23322
3.74982E-05	9.28399
3.75185E-05	9.34266
3.75320E-05	9.38686
3.75455E-05	9.43569
3.75590E-05	9.48964
3.75725E-05	9.54928
3.75860E-05	9.61517
3.75995E-05	9.6879
3.76130E-05	9.76805
3.76265E-05	9.85617
3.76400E-05	9.95275
3.76535E-05	10.0582
3.76670E-05	10.1727
3.76805E-05	10.2964
3.76940E-05	10.4291
3.77142E-05	10.6438
3.77345E-05	10.8746
3.77952E-05	11.6045
3.78155E-05	11.8313
3.78290E-05	11.969
3.78452E-05	12.1145
3.78614E-05	12.2337
3.78749E-05	12.3097
3.78884E-05	12.3623
3.79032E-05	12.3912
3.79100E-05	12.3942
3.79217E-05	12.3838
3.79316E-05	12.3602
3.79451E-05	12.3065
3.79586E-05	12.2294
3.79748E-05	12.109
3.79910E-05	11.9626
3.80113E-05	11.7507
3.80383E-05	11.4364
3.80855E-05	10.8661
3.81058E-05	10.6351
3.81260E-05	10.4201
3.81395E-05	10.2872
3.81530E-05	10.1631
3.81665E-05	10.0482
3.81800E-05	9.94229
3.81935E-05	9.84515
3.82070E-05	9.75641
3.82205E-05	9.67557
3.82340E-05	9.6021
3.82475E-05	9.53543
3.82610E-05	9.47499
3.82745E-05	9.42019
3.82880E-05	9.3705
3.83015E-05	9.32542
3.83218E-05	9.26541
3.83420E-05	9.21329
3.83623E-05	9.16784
3.83825E-05	9.12804
3.84028E-05	9.09302
3.84231E-05	9.06207
3.84514E-05	9.02444
3.84798E-05	8.99229
3.85074E-05	8.96521
3.85338E-05	8.94271
3.85689E-05	8.91676
3.86040E-05	8.89458
3.86391E-05	8.87545
3.86829E-05	8.85497
3.87268E-05	8.83755
3.87707E-05	8.82259
3.88365E-05	8.80372
3.89023E-05	8.78815
3.89901E-05	8.77115
3.90914E-05	8.75539
3.91926E-05	8.74257
3.93276E-05	8.72865
3.94626E-05	8.71724
3.96696E-05	8.70295
3.99484E-05	8.68749
4.02292E-05	8.67445
4.06534E-05	8.65745
4.12270E-05	8.63721
4.21035E-05	8.60911
4.34478E-05	8.56884
4.36032E-05	8.56363
4.64417E-05	8.47217
5.01605E-05	8.3553
5.35600E-05	8.24973
5.82568E-05	8.10614
5.95462E-05	8.06719
6.29246E-05	7.95281
6.79632E-05	7.78419
7.28945E-05	7.62102
7.34714E-05	7.60214
7.76399E-05	7.44987
8.21149E-05	7.28798
8.57128E-05	7.15913
8.66847E-05	7.1203
9.10389E-05	6.948
9.56164E-05	6.76872
9.72309E-05	6.70622
1.00194E-04	6.57907
1.04495E-04	6.39656
1.07249E-04	6.28113
1.08980E-04	6.20128
1.13658E-04	5.98843
1.15843E-04	5.89038
1.17712E-04	5.79873
1.22765E-04	5.55538
1.24248E-04	5.48532
1.27533E-04	5.31768
1.31157E-04	5.13633
1.34542E-04	4.95677
1.38366E-04	4.7579
1.42090E-04	4.55476
1.45918E-04	4.35174
1.49013E-04	4.18219
1.52181E-04	4.01375
1.53247E-04	3.95891
1.54328E-04	3.90135
1.56506E-04	3.7887
1.59012E-04	3.66339
1.61256E-04	3.55593
1.63531E-04	3.45194
1.65838E-04	3.35224
1.68177E-04	3.26457
1.69364E-04	3.22404
1.70550E-04	3.18732
1.71753E-04	3.15472
1.72956E-04	3.12459
1.75360E-04	3.0854
1.77100E-04	3.07539
1.77680E-04	3.07474
1.78260E-04	3.07708
1.79420E-04	3.08686
1.80580E-04	3.10788
1.81160E-04	3.12047
1.82320E-04	3.159
1.83190E-04	3.19426
1.83625E-04	3.21476
1.84495E-04	3.26241
1.84930E-04	3.28921
1.85365E-04	3.31923
1.85945E-04	3.36269
1.86670E-04	3.42193
1.86742E-04	3.42845
1.87540E-04	3.50642
1.88410E-04	3.59954
1.89062E-04	3.68151
1.89715E-04	3.76906
1.90150E-04	3.83143
1.90367E-04	3.86499
1.91020E-04	3.97214
1.91673E-04	4.08631
1.91890E-04	4.12689
1.92325E-04	4.21277
1.92977E-04	4.34976
1.93195E-04	4.39835
1.93630E-04	4.50013
1.94283E-04	4.66232
1.94500E-04	4.7198
1.94935E-04	4.83995
1.95587E-04	5.03129
1.95805E-04	5.09909
1.96240E-04	5.24051
1.96893E-04	5.46571
1.97110E-04	5.54549
1.97545E-04	5.71164
1.98197E-04	5.97618
1.98415E-04	6.0699
1.98850E-04	6.26484
1.99503E-04	6.57529
1.99720E-04	6.6853
2.00155E-04	6.91391
2.00807E-04	7.27815
2.01025E-04	7.40732
2.01460E-04	7.67549
2.02112E-04	8.1031
2.02330E-04	8.25485
2.02765E-04	8.56967
2.03417E-04	9.07209
2.03635E-04	9.25056
2.04070E-04	9.62061
2.04722E-04	10.2118
2.04940E-04	10.4222
2.05404E-04	10.8848
2.05868E-04	11.3738
2.06564E-04	12.1718
2.06796E-04	12.4542
2.07042E-04	12.7623
2.07536E-04	13.4102
2.07782E-04	13.7515
2.08029E-04	14.1023
2.08521E-04	14.8398
2.08768E-04	15.2279
2.09000E-04	15.6029
2.09464E-04	16.3912
2.09696E-04	16.8057
2.09928E-04	17.2309
2.10392E-04	18.1251
2.10624E-04	18.5958
2.10856E-04	19.0787
2.11320E-04	20.0956
2.11552E-04	20.6315
2.11784E-04	21.1814
2.12248E-04	22.3408
2.12480E-04	22.9527
2.12712E-04	23.5807
2.13176E-04	24.9066
2.13408E-04	25.6075
2.13640E-04	26.3245
2.14104E-04	27.8409
2.14568E-04	29.4782
2.14800E-04	30.3458
2.15032E-04	31.2309
2.15496E-04	33.1077
2.15960E-04	35.1406
2.16192E-04	36.2209
2.16424E-04	37.3235
2.16888E-04	39.6687
2.17352E-04	42.2182
2.17584E-04	43.5775
2.17816E-04	44.9657
2.18280E-04	47.9285
2.18744E-04	51.1633
2.18976E-04	52.8945
2.19208E-04	54.6639
2.19672E-04	58.4551
2.20136E-04	62.615
2.20368E-04	64.8513
2.20600E-04	67.1295
2.20832E-04	69.5823
2.21064E-04	72.0729
2.21296E-04	74.7589
2.21528E-04	77.4869
2.21760E-04	80.4319
2.21992E-04	83.4222
2.22224E-04	86.6154
2.22340E-04	88.2381
2.22688E-04	93.4189
2.23036E-04	99.031
2.23152E-04	101.024
2.23384E-04	105.076
2.23616E-04	109.397
2.23732E-04	111.595
2.24080E-04	118.633
2.24428E-04	126.291
2.24544E-04	129.025
2.24776E-04	134.59
2.25008E-04	140.558
2.25124E-04	143.597
2.25472E-04	153.388
2.25820E-04	164.121
2.25936E-04	167.979
2.26168E-04	175.82
2.26284E-04	180.056
2.26516E-04	188.648
2.26632E-04	193.298
2.26864E-04	202.734
2.26980E-04	207.849
2.27212E-04	218.231
2.27328E-04	223.838
2.27514E-04	232.952
2.27699E-04	242.744
2.27792E-04	247.725
2.28070E-04	263.747
2.28349E-04	281.242
2.28442E-04	287.513
2.28627E-04	300.243
2.28720E-04	307.127
2.28929E-04	322.84
2.29045E-04	332.239
2.29161E-04	341.797
2.29393E-04	362.203
2.29625E-04	384.406
2.29741E-04	396.293
2.29857E-04	408.359
2.29973E-04	421.295
2.30089E-04	434.391
2.30205E-04	448.455
2.30321E-04	462.695
2.30437E-04	478.012
2.30553E-04	493.526
2.30669E-04	510.241
2.30785E-04	527.175
2.30901E-04	545.451
2.31017E-04	563.971
2.31133E-04	583.997
2.31249E-04	604.294
2.31365E-04	626.283
2.31481E-04	648.576
2.31597E-04	672.774
2.31713E-04	697.314
2.31829E-04	724.003
2.31945E-04	751.078
2.32061E-04	780.585
2.32177E-04	810.526
2.32293E-04	842.856
2.32351E-04	859.266
2.32525E-04	911.911
2.32699E-04	969.153
2.32757E-04	989.618
2.32873E-04	1031.18
2.32989E-04	1075.8
2.33047E-04	1098.42
2.33163E-04	1147.04
2.33221E-04	1171.65
2.33337E-04	1224.61
2.33395E-04	1251.41
2.33511E-04	1309.17
2.33569E-04	1338.41
2.33685E-04	1401.48
2.33743E-04	1433.41
2.33859E-04	1502.37
2.33917E-04	1537.28
2.34033E-04	1612.75
2.34091E-04	1650.96
2.34207E-04	1733.63
2.34265E-04	1775.49
2.34381E-04	1866.12
2.34439E-04	1912.01
2.34555E-04	2011.39
2.34613E-04	2061.71
2.34729E-04	2170.71
2.34787E-04	2225.9
2.34903E-04	2345.41
2.34961E-04	2405.9
2.35077E-04	2536.81
2.35135E-04	2603.06
2.35251E-04	2746.23
2.35309E-04	2818.66
2.35425E-04	2974.85
2.35483E-04	3053.83
2.35599E-04	3223.63
2.35657E-04	3309.42
2.35773E-04	3493.13
2.35831E-04	3585.86
2.35947E-04	3783.32
2.36005E-04	3882.99
2.36179E-04	4199.02
2.36422E-04	4670.04
2.36515E-04	4856.68
2.36886E-04	5604.83
2.36979E-04	5790.28
2.37095E-04	6008.17
2.37211E-04	6223.06
2.37269E-04	6319.61
2.37385E-04	6508.75
2.37443E-04	6589.86
2.37559E-04	6747.01
2.37617E-04	6811.82
2.37675E-04	6874.17
2.37733E-04	6924
2.37791E-04	6971.66
2.37849E-04	7005.82
2.37907E-04	7037.51
2.37986E-04	7059.79
2.38042E-04	7072.76
2.38093E-04	7074.48
2.38139E-04	7066.64
2.38232E-04	7046.42
2.38278E-04	7022.96
2.38371E-04	6972
2.38418E-04	6933.63
2.38522E-04	6842.75
2.38592E-04	6763.17
2.38696E-04	6639.59
2.38766E-04	6540.57
2.38870E-04	6388.74
2.38957E-04	6245.16
2.39090E-04	6021.66
2.39259E-04	5715.34
2.39415E-04	5429.16
2.39717E-04	4872.04
2.39810E-04	4702.06
2.39949E-04	4458.9
2.40042E-04	4298.22
2.40123E-04	4165.79
2.40274E-04	3922.07
2.40297E-04	3886.88
2.40448E-04	3660.43
2.40471E-04	3627.63
2.40622E-04	3416.74
2.40645E-04	3386.32
2.40796E-04	3190.83
2.40819E-04	3162.71
2.40970E-04	2982.09
2.40993E-04	2956.16
2.41144E-04	2789.66
2.41167E-04	2765.8
2.41318E-04	2612.54
2.41341E-04	2590.59
2.41492E-04	2449.65
2.41515E-04	2429.47
2.41666E-04	2299.88
2.41689E-04	2281.33
2.41840E-04	2162.18
2.41863E-04	2145.12
2.42014E-04	2035.51
2.42037E-04	2019.81
2.42188E-04	1918.92
2.42211E-04	1904.46
2.42362E-04	1811.51
2.42385E-04	1798.32
2.42559E-04	1700.54
2.42594E-04	1681.19
2.42733E-04	1610.58
2.42826E-04	1564.01
2.42907E-04	1526.75
2.43058E-04	1458.29
2.43081E-04	1448.64
2.43290E-04	1362.85
2.43313E-04	1354.09
2.43522E-04	1276.4
2.43545E-04	1268.46
2.43754E-04	1197.94
2.43777E-04	1190.72
2.43986E-04	1126.56
2.44009E-04	1119.98
2.44218E-04	1061.47
2.44241E-04	1055.45
2.44450E-04	1001.97
2.44473E-04	996.459
2.44682E-04	947.465
2.44705E-04	942.41
2.44914E-04	897.431
2.44937E-04	892.781
2.45146E-04	851.401
2.45169E-04	847.188
2.45401E-04	805.519
2.45494E-04	789.018
2.45633E-04	766.679
2.45842E-04	733.508
2.45865E-04	730.168
2.46097E-04	697.107
2.46190E-04	684.004
2.46329E-04	666.142
2.46538E-04	639.656
2.46677E-04	623.554
2.46886E-04	599.674
2.46909E-04	597.23
2.47176E-04	569.433
2.47257E-04	561.619
2.47524E-04	536.273
2.47605E-04	529.177
2.47872E-04	506.143
2.47953E-04	499.677
2.48220E-04	478.68
2.48301E-04	472.837
2.48660E-04	447.288
2.48718E-04	443.53
2.49061E-04	421.648
2.49136E-04	417.215
2.49461E-04	398.358
2.49554E-04	393.398
2.49861E-04	377.171
2.49971E-04	371.811
2.50261E-04	357.875
2.50389E-04	352.23
2.50760E-04	335.976
2.51224E-04	317.573
2.51688E-04	300.833
2.52152E-04	285.56
2.52616E-04	271.582
2.53080E-04	258.985
2.53312E-04	252.748
2.53544E-04	247.152
2.54008E-04	236.069
2.54472E-04	226.172
2.54704E-04	221.266
2.54936E-04	216.826
2.55400E-04	208.024
2.55864E-04	200.091
2.56096E-04	196.164
2.56560E-04	189.001
2.56792E-04	185.461
2.57256E-04	178.981
2.57488E-04	175.777
2.57952E-04	169.813
2.58648E-04	161.662
2.58880E-04	158.972
2.59344E-04	154.136
2.59808E-04	149.346
2.60040E-04	147.183
2.60736E-04	140.755
2.61432E-04	134.978
2.61664E-04	133.068
2.62128E-04	129.591
2.62592E-04	126.143
2.62824E-04	124.567
2.63520E-04	119.879
2.64390E-04	114.631
2.64680E-04	112.897
2.65260E-04	109.752
2.65840E-04	106.631
2.66768E-04	102.193
2.67232E-04	99.9928
2.67696E-04	98.0218
2.68624E-04	94.1146
2.69552E-04	90.6582
2.70074E-04	88.7301
2.70596E-04	87.0012
2.71640E-04	83.5722
2.72800E-04	80.2125
2.73380E-04	78.5468
2.73960E-04	77.0578
2.75120E-04	74.1046
2.76280E-04	71.4899
2.76860E-04	70.1921
2.77440E-04	69.0199
2.78600E-04	66.6925
2.79760E-04	64.6086
2.80340E-04	63.5734
2.80920E-04	62.6301
2.82080E-04	60.7556
2.83240E-04	59.0836
2.84400E-04	57.4214
2.85560E-04	55.9499
2.86720E-04	54.4886
2.87300E-04	53.8341
2.89040E-04	51.886
2.90780E-04	50.1454
2.91360E-04	49.5691
2.92520E-04	48.5263
2.93680E-04	47.4908
2.94260E-04	47.0306
2.96000E-04	45.6592
2.97160E-04	44.7504
2.97740E-04	44.3532
2.99480E-04	43.1687
3.00640E-04	42.3834
3.01220E-04	42.0354
3.02670E-04	41.1697
3.03540E-04	40.6534
3.05280E-04	39.7308
3.07600E-04	38.5091
3.09920E-04	37.4414
3.11080E-04	36.9106
3.12240E-04	36.4397
3.14560E-04	35.5033
3.15720E-04	35.0375
3.16880E-04	34.6299
3.19200E-04	33.819
3.20360E-04	33.4155
3.21520E-04	33.0595
3.23840E-04	32.3508
3.25000E-04	31.998
3.26160E-04	31.6883
3.28480E-04	31.0715
3.30800E-04	30.4571
3.33120E-04	29.9315
3.35440E-04	29.4078
3.37760E-04	28.8859
3.41240E-04	28.2166
3.44720E-04	27.5502
3.48200E-04	26.981
3.51680E-04	26.4141
3.52840E-04	26.2259
3.55160E-04	25.902
3.58640E-04	25.4178
3.60960E-04	25.0962
3.62120E-04	24.9583
3.65600E-04	24.5463
3.67920E-04	24.2724
3.70240E-04	23.9993
3.72560E-04	23.7625
3.77200E-04	23.2908
3.79520E-04	23.0558
3.81840E-04	22.8535
3.86480E-04	22.4503
3.91120E-04	22.0483
3.95760E-04	21.711
4.00400E-04	21.3746
4.05040E-04	21.0391
4.09680E-04	20.756
4.14320E-04	20.4736
4.18960E-04	20.1919
4.23600E-04	19.9533
4.28240E-04	19.7151
4.32880E-04	19.4775
4.35200E-04	19.3589
4.39840E-04	19.1582
4.46800E-04	18.8579
4.53760E-04	18.5583
4.60720E-04	18.3048
4.67680E-04	18.0519
4.73315E-04	17.8476
4.76631E-04	17.7452
4.83355E-04	17.5379
4.90175E-04	17.3282
4.97090E-04	17.1159
5.04103E-04	16.9347
5.11215E-04	16.7514
5.15109E-04	16.6514
5.19768E-04	16.5321
5.21078E-04	16.4987
5.23454E-04	16.4385
5.25653E-04	16.3831
5.27061E-04	16.3531
5.28469E-04	16.3237
5.29524E-04	16.302
5.30228E-04	16.288
5.30932E-04	16.2743
5.31636E-04	16.2611
5.32164E-04	16.2517
5.32692E-04	16.2429
5.33153E-04	16.2357
5.33615E-04	16.2293
5.33923E-04	16.2255
5.34231E-04	16.2222
5.34539E-04	16.2196
5.34770E-04	16.2183
5.35001E-04	16.2174
5.35243E-04	16.2173
5.35419E-04	16.2179
5.35595E-04	16.219
5.35771E-04	16.2208
5.35947E-04	16.2234
5.36123E-04	16.2271
5.36255E-04	16.2306
5.36387E-04	16.235
5.36519E-04	16.2403
5.36614E-04	16.2449
5.36718E-04	16.2506
5.36821E-04	16.2573
5.36925E-04	16.265
5.37028E-04	16.274
5.37131E-04	16.2845
5.37209E-04	16.2935
5.37286E-04	16.3037
5.37364E-04	16.3151
5.37426E-04	16.3254
5.37499E-04	16.3389
5.37571E-04	16.3541
5.37644E-04	16.3713
5.37716E-04	16.3911
5.37771E-04	16.4077
5.37825E-04	16.4263
5.37880E-04	16.447
5.37934E-04	16.4703
5.37992E-04	16.4985
5.38036E-04	16.5225
5.38080E-04	16.5492
5.38124E-04	16.579
5.38168E-04	16.6126
5.38212E-04	16.6505
5.38245E-04	16.6822
5.38278E-04	16.7172
5.38311E-04	16.756
5.38342E-04	16.796
5.38372E-04	16.8386
5.38401E-04	16.8856
5.38431E-04	16.9376
5.38461E-04	16.9952
5.38491E-04	17.0592
5.38520E-04	17.1302
5.38550E-04	17.2093
5.38580E-04	17.2973
5.38609E-04	17.3954
5.38639E-04	17.5045
5.38668E-04	17.6213
5.38696E-04	17.7506
5.38709E-04	17.8159
5.38718E-04	17.8572
5.38739E-04	17.9729
5.38753E-04	18.055
5.38782E-04	18.2314
5.38811E-04	18.4253
5.38839E-04	18.638
5.38868E-04	18.8706
5.38894E-04	19.0979
5.38919E-04	19.343
5.38945E-04	19.6064
5.38971E-04	19.8888
5.38996E-04	20.1903
5.39024E-04	20.5395
5.39053E-04	20.9265
5.39082E-04	21.3375
5.39118E-04	21.8667
5.39153E-04	22.4275
5.39206E-04	23.3198
5.39276E-04	24.5777
5.39382E-04	26.4942
5.39434E-04	27.4008
5.39487E-04	28.2288
5.39522E-04	28.7206
5.39558E-04	29.1532
5.39592E-04	29.51
5.39625E-04	29.7894
5.39660E-04	30.0006
5.39681E-04	30.0804
5.39695E-04	30.1318
5.39730E-04	30.173
5.39762E-04	30.1343
5.39797E-04	30.0081
5.39831E-04	29.8031
5.39860E-04	29.5694
5.39895E-04	29.2171
5.39931E-04	28.7958
5.39966E-04	28.3138
5.40019E-04	27.4972
5.40071E-04	26.5978
5.40230E-04	23.731
5.40283E-04	22.8146
5.40318E-04	22.2336
5.40353E-04	21.6819
5.40388E-04	21.1625
5.40419E-04	20.7363
5.40445E-04	20.3928
5.40472E-04	20.0695
5.40498E-04	19.7665
5.40522E-04	19.5109
5.40553E-04	19.1949
5.40585E-04	18.9063
5.40606E-04	18.7284
5.40627E-04	18.5617
5.40648E-04	18.4056
5.40670E-04	18.2599
5.40696E-04	18.094
5.40719E-04	17.958
5.40742E-04	17.8322
5.40765E-04	17.716
5.40788E-04	17.6088
5.40811E-04	17.5099
5.40834E-04	17.4187
5.40857E-04	17.3346
5.40880E-04	17.257
5.40903E-04	17.1855
5.40927E-04	17.1196
5.40956E-04	17.0422
5.40986E-04	16.9724
5.41016E-04	16.9092
5.41045E-04	16.8519
5.41075E-04	16.7999
5.41105E-04	16.7526
5.41134E-04	16.7094
5.41138E-04	16.705
5.41164E-04	16.6712
5.41204E-04	16.6256
5.41243E-04	16.5848
5.41286E-04	16.5455
5.41329E-04	16.5103
5.41372E-04	16.4788
5.41415E-04	16.4504
5.41458E-04	16.4246
5.41501E-04	16.4011
5.41558E-04	16.3729
5.41615E-04	16.3476
5.41672E-04	16.3249
5.41722E-04	16.3071
5.41784E-04	16.2865
5.41847E-04	16.2678
5.41910E-04	16.2509
5.41951E-04	16.2405
5.42035E-04	16.2213
5.42119E-04	16.2041
5.42202E-04	16.1886
5.42286E-04	16.1746
5.42369E-04	16.1619
5.42479E-04	16.1467
5.42589E-04	16.1332
5.42699E-04	16.1209
5.42809E-04	16.1098
5.42919E-04	16.0996
5.43029E-04	16.0902
5.43139E-04	16.0816
5.43304E-04	16.0697
5.43469E-04	16.0591
5.43634E-04	16.0493
5.43799E-04	16.0403
5.43909E-04	16.0347
5.44129E-04	16.0243
5.44349E-04	16.0147
5.44569E-04	16.0058
5.44789E-04	15.9975
5.45097E-04	15.9867
5.45361E-04	15.978
5.45713E-04	15.967
5.46065E-04	15.9567
5.46417E-04	15.9469
5.46944E-04	15.9329
5.47472E-04	15.9195
5.47824E-04	15.9109
5.48528E-04	15.8942
5.49232E-04	15.878
5.49936E-04	15.8622
5.51035E-04	15.838
5.52223E-04	15.8125
5.53807E-04	15.779
5.55918E-04	15.7349
5.58030E-04	15.6912
5.61197E-04	15.6262
5.65772E-04	15.5329
5.73754E-04	15.3707
5.81336E-04	15.2385
5.91953E-04	15.0538
6.02570E-04	14.8695
6.09648E-04	14.7467
6.13948E-04	14.6722
6.23804E-04	14.5222
6.37067E-04	14.3207
6.46766E-04	14.1736
6.60543E-04	13.9649
6.69728E-04	13.8259
6.78913E-04	13.6929
6.88097E-04	13.5601
6.97282E-04	13.4275
7.06467E-04	13.2952
7.15651E-04	13.1631
7.27132E-04	12.9986
7.34021E-04	12.9002
7.40910E-04	12.8022
7.43206E-04	12.7696
7.47798E-04	12.6911
7.52390E-04	12.6128
7.56983E-04	12.5348
7.61575E-04	12.4572
7.66168E-04	12.3799
7.68464E-04	12.3415
7.70760E-04	12.2922
7.74413E-04	12.2142
7.78067E-04	12.1367
7.82633E-04	12.0406
7.83547E-04	12.0216
7.85373E-04	11.972
7.88113E-04	11.8982
7.90853E-04	11.8251
7.92908E-04	11.7707
7.94963E-04	11.7013
7.97361E-04	11.6211
7.99073E-04	11.5645
7.99987E-04	11.5347
8.00900E-04	11.4964
8.01813E-04	11.4583
8.03640E-04	11.383
8.05010E-04	11.3273
8.05467E-04	11.3089
8.06380E-04	11.2605
8.07750E-04	11.1887
8.09120E-04	11.1179
8.10490E-04	11.0483
8.10947E-04	11.0255
8.11860E-04	10.9652
8.13230E-04	10.8764
8.14143E-04	10.8182
8.14600E-04	10.7896
8.15057E-04	10.7534
8.15970E-04	10.6822
8.16883E-04	10.6123
8.17340E-04	10.5781
8.17797E-04	10.5349
8.18710E-04	10.4502
8.19623E-04	10.3676
8.20080E-04	10.3272
8.20308E-04	10.302
8.20993E-04	10.2279
8.21678E-04	10.1556
8.21907E-04	10.1321
8.22363E-04	10.0745
8.23048E-04	9.99021
8.23733E-04	9.90857
8.24418E-04	9.80901
8.25103E-04	9.71297
8.25560E-04	9.6517
8.25788E-04	9.61313
8.26245E-04	9.53865
8.26702E-04	9.46659
8.26930E-04	9.43193
8.27158E-04	9.38868
8.27572E-04	9.31294
8.28129E-04	9.21561
8.28243E-04	9.19666
