MeV	Eu-nat	
1.34471E-05	46.3975	
1.34500E-05	46.6133	
1.34552E-05	47.0071	
1.34610E-05	47.631	
1.34667E-05	48.413	
1.34725E-05	49.3564	
1.34783E-05	50.4644	
1.34846E-05	51.9154	
1.34869E-05	52.4465	
1.34956E-05	54.8277	
1.35042E-05	57.6074	
1.35129E-05	60.7893	
1.35192E-05	63.4151	
1.35215E-05	64.3745	
1.35302E-05	68.3577	
1.35389E-05	72.7016	
1.35423E-05	74.5866	
1.35504E-05	79.0021	
1.35619E-05	85.7451	
1.35654E-05	87.8365	
1.35885E-05	101.835	
1.35908E-05	103.24	
1.36023E-05	109.809	
1.36081E-05	112.798	
1.36110E-05	114.298	
1.36188E-05	117.91	
1.36286E-05	121.731	
1.36363E-05	124.098	
1.36450E-05	125.953	
1.36473E-05	126.215	
1.36537E-05	126.936	
1.36582E-05	127.09	
1.36657E-05	126.799	
1.36733E-05	125.808	
1.36785E-05	124.639	
1.36819E-05	123.852	
1.36888E-05	121.688	
1.36985E-05	117.869	
1.37033E-05	115.619	
1.37067E-05	113.974	
1.37177E-05	108.028	
1.37223E-05	105.261	
1.37292E-05	101.094	
1.37454E-05	90.7824	
1.37638E-05	78.9571	
1.37685E-05	76.1511	
1.37754E-05	71.93	
1.37840E-05	66.9581	
1.37927E-05	62.2963	
1.38013E-05	57.9723	
1.38031E-05	57.1779	
1.38100E-05	53.9959	
1.38186E-05	50.3726	
1.38273E-05	47.0965	
1.38360E-05	44.153	
1.38446E-05	41.5222	
1.38533E-05	39.1808	
1.38619E-05	37.1037	
1.38706E-05	35.265	
1.38792E-05	33.6395	
1.38850E-05	32.678	
1.38873E-05	32.2955	
1.38954E-05	31.103	
1.39035E-05	30.0401	
1.39115E-05	29.0916	
1.39228E-05	27.9357	
1.39340E-05	26.9437	
1.39427E-05	26.2862	
1.39453E-05	26.0908	
1.39565E-05	25.3596	
1.39678E-05	24.7256	
1.39809E-05	24.0897	
1.39950E-05	23.5123	
1.40090E-05	23.0251	
1.40249E-05	22.5743	
1.40278E-05	22.4935	
1.40465E-05	22.0794	
1.40653E-05	21.7592	
1.40840E-05	21.5203	
1.41028E-05	21.3538	
1.41215E-05	21.2533	
1.41464E-05	21.2156	
1.41713E-05	21.2835	
1.41962E-05	21.4575	
1.42211E-05	21.7428	
1.42398E-05	22.0356	
1.42505E-05	22.2467	
1.42585E-05	22.4004	
1.42772E-05	22.8445	
1.42958E-05	23.3823	
1.43145E-05	24.028	
1.43189E-05	24.2055	
1.43288E-05	24.6011	
1.43449E-05	25.3462	
1.43610E-05	26.2163	
1.43770E-05	27.2348	
1.43873E-05	27.9819	
1.43891E-05	28.1136	
1.44012E-05	29.1055	
1.44132E-05	30.2348	
1.44253E-05	31.5271	
1.44373E-05	33.015	
1.44454E-05	34.1359	
1.44543E-05	35.5135	
1.44640E-05	37.2181	
1.44712E-05	38.655	
1.44785E-05	40.2498	
1.44858E-05	42.026	
1.44931E-05	44.0112	
1.44979E-05	45.4954	
1.45004E-05	46.2404	
1.45076E-05	48.7539	
1.45149E-05	51.5888	
1.45173E-05	52.6573	
1.45222E-05	54.8013	
1.45287E-05	58.0589	
1.45319E-05	59.7932	
1.45338E-05	60.8632	
1.45389E-05	63.9322	
1.45392E-05	64.0919	
1.45440E-05	67.2948	
1.45491E-05	70.9699	
1.45513E-05	72.6908	
1.45542E-05	74.9926	
1.45593E-05	79.3912	
1.45610E-05	80.9911	
1.45644E-05	84.2001	
1.45695E-05	89.4464	
1.45698E-05	89.7183	
1.45746E-05	95.1722	
1.45775E-05	98.7286	
1.45797E-05	101.403	
1.45845E-05	107.771	
1.45853E-05	108.866	
1.45876E-05	112.159	
1.45931E-05	120.411	
1.45938E-05	121.594	
1.46000E-05	131.959	
1.46016E-05	134.787	
1.46063E-05	143.294	
1.46086E-05	147.904	
1.46121E-05	154.835	
1.46156E-05	162.295	
1.46179E-05	167.281	
1.46237E-05	180.632	
1.46295E-05	194.896	
1.46299E-05	195.914	
1.46369E-05	214.265	
1.46373E-05	215.287	
1.46443E-05	234.965	
1.46451E-05	237.157	
1.46521E-05	258.026	
1.46528E-05	260.349	
1.46598E-05	282.403	
1.46645E-05	297.134	
1.46676E-05	307.311	
1.46754E-05	332.796	
1.46870E-05	371.091	
1.46917E-05	386.433	
1.47033E-05	422.69	
1.47111E-05	444.96	
1.47188E-05	465.138	
1.47220E-05	472.188	
1.47266E-05	482.732	
1.47336E-05	496.022	
1.47398E-05	505.551	
1.47445E-05	510.901	
1.47468E-05	513.553	
1.47522E-05	517.275	
1.47546E-05	518.845	
1.47604E-05	520.269	
1.47616E-05	520.18	
1.47647E-05	519.902	
1.47701E-05	517.356	
1.47724E-05	516.236	
1.47779E-05	511.203	
1.47792E-05	509.929	
1.47845E-05	502.677	
1.47880E-05	497.806	
1.47911E-05	492.135	
1.47957E-05	483.576	
1.47988E-05	476.767	
1.48035E-05	466.502	
1.48066E-05	458.731	
1.48112E-05	447.027	
1.48144E-05	438.348	
1.48221E-05	416.577	
1.48229E-05	414.392	
1.48338E-05	381.34	
1.48384E-05	367.131	
1.48454E-05	345.57	
1.48540E-05	319.16	
1.48609E-05	298.512	
1.48656E-05	284.738	
1.48734E-05	263.151	
1.48811E-05	242.946	
1.48889E-05	224.305	
1.48920E-05	217.437	
1.48947E-05	211.441	
1.49005E-05	199.58	
1.49037E-05	193.793	
1.49064E-05	188.743	
1.49122E-05	178.945	
1.49153E-05	174.267	
1.49180E-05	170.188	
1.49238E-05	162.47	
1.49255E-05	160.569	
1.49297E-05	155.786	
1.49355E-05	150.112	
1.49357E-05	149.953	
1.49406E-05	145.982	
1.49425E-05	144.72	
1.49457E-05	142.613	
1.49508E-05	139.989	
1.49529E-05	139.174	
1.49559E-05	138.11	
1.49609E-05	136.965	
1.49634E-05	136.735	
1.49654E-05	136.566	
1.49713E-05	136.898	
1.49757E-05	137.789	
1.49791E-05	138.909	
1.49800E-05	139.207	
1.49844E-05	141.175	
1.49882E-05	143.397	
1.49887E-05	143.678	
1.49940E-05	147.602	
1.49952E-05	148.485	
1.49998E-05	152.698	
1.50005E-05	153.26	
1.50066E-05	159.901	
1.50076E-05	161.196	
1.50127E-05	167.709	
1.50153E-05	171.592	
1.50188E-05	176.7	
1.50235E-05	184.428	
1.50239E-05	185.103	
1.50296E-05	195.562	
1.50300E-05	196.312	
1.50355E-05	207.498	
1.50361E-05	208.746	
1.50418E-05	221.454	
1.50432E-05	224.919	
1.50492E-05	239.33	
1.50510E-05	244.216	
1.50569E-05	260.017	
1.50587E-05	265.329	
1.50651E-05	283.69	
1.50667E-05	288.763	
1.50732E-05	309.12	
1.50748E-05	314.55	
1.50830E-05	341.777	
1.50854E-05	349.966	
1.50911E-05	370.061	
1.51034E-05	413.234	
1.51180E-05	465.166	
1.51197E-05	470.577	
1.51303E-05	505.758	
1.51384E-05	530.49	
1.51401E-05	534.935	
1.51466E-05	552.659	
1.51519E-05	565.236	
1.51537E-05	569.566	
1.51629E-05	587.351	
1.51637E-05	588.529	
1.51710E-05	599.02	
1.51718E-05	599.768	
1.51796E-05	606.765	
1.51805E-05	607.122	
1.51869E-05	609.582	
1.51890E-05	609.746	
1.51963E-05	607.833	
1.51971E-05	607.607	
1.52049E-05	601.583	
1.52050E-05	601.512	
1.52125E-05	592.087	
1.52133E-05	590.703	
1.52208E-05	577.905	
1.52226E-05	574.042	
1.52298E-05	558.322	
1.52305E-05	556.788	
1.52383E-05	536.554	
1.52393E-05	534.011	
1.52482E-05	508.21	
1.52492E-05	505.329	
1.52609E-05	467.729	
1.52632E-05	460.276	
1.52748E-05	421.058	
1.52955E-05	350.81	
1.53078E-05	310.888	
1.53176E-05	280.743	
1.53181E-05	279.319	
1.53250E-05	259.428	
1.53324E-05	239.287	
1.53329E-05	238.026	
1.53398E-05	220.422	
1.53472E-05	202.813	
1.53477E-05	201.723	
1.53546E-05	186.515	
1.53619E-05	171.458	
1.53624E-05	170.534	
1.53693E-05	157.659	
1.53767E-05	145.021	
1.53772E-05	144.252	
1.53841E-05	133.533	
1.53915E-05	123.082	
1.53920E-05	122.45	
1.53989E-05	113.644	
1.54063E-05	105.104	
1.54068E-05	104.589	
1.54137E-05	97.4263	
1.54210E-05	90.5048	
1.54215E-05	90.089	
1.54284E-05	84.3018	
1.54358E-05	78.7204	
1.54363E-05	78.3855	
1.54432E-05	73.7252	
1.54491E-05	70.0932	
1.54511E-05	68.9801	
1.54550E-05	66.7674	
1.54609E-05	63.7153	
1.54659E-05	61.3743	
1.54669E-05	60.9096	
1.54742E-05	57.7327	
1.54816E-05	54.862	
1.54888E-05	52.3487	
1.54890E-05	52.2629	
1.54964E-05	49.9284	
1.55038E-05	47.8056	
1.55124E-05	45.5639	
1.55131E-05	45.3913	
1.55216E-05	43.4293	
1.55309E-05	41.5146	
1.55375E-05	40.271	
1.55401E-05	39.7925	
1.55493E-05	38.2453	
1.55555E-05	37.2931	
1.55592E-05	36.7714	
1.55678E-05	35.5679	
1.55801E-05	34.0389	
1.55863E-05	33.3545	
1.55924E-05	32.6803	
1.56047E-05	31.4678	
1.56204E-05	30.0886	
1.56269E-05	29.5854	
1.56361E-05	28.8807	
1.56518E-05	27.8146	
1.56675E-05	26.8602	
1.56748E-05	26.4642	
1.56832E-05	26.0107	
1.56989E-05	25.2518	
1.57164E-05	24.502	
1.57199E-05	24.3535	
1.57408E-05	23.5784	
1.57617E-05	22.8955	
1.57787E-05	22.4062	
1.57826E-05	22.2975	
1.58033E-05	21.7818	
1.58203E-05	21.4081	
1.58240E-05	21.3285	
1.58551E-05	20.7621	
1.58861E-05	20.3019	
1.59085E-05	20.0394	
1.59172E-05	19.942	
1.59502E-05	19.6704	
1.59747E-05	19.5326	
1.59869E-05	19.4846	
1.60163E-05	19.4297	
1.60408E-05	19.4636	
1.60457E-05	19.4718	
1.60717E-05	19.6118	
1.60908E-05	19.7875	
1.61099E-05	20.0399	
1.61300E-05	20.4069	
1.61487E-05	20.8593	
1.61634E-05	21.3047	
1.61781E-05	21.8356	
1.61928E-05	22.4557	
1.62075E-05	23.1641	
1.62222E-05	23.9537	
1.62418E-05	25.1079	
1.62555E-05	25.961	
1.62908E-05	28.1593	
1.63124E-05	29.3936	
1.63388E-05	30.7337	
1.63712E-05	32.249	
1.63751E-05	32.4588	
1.63908E-05	33.2915	
1.64016E-05	33.9845	
1.64123E-05	34.81	
1.64221E-05	35.7115	
1.64319E-05	36.7944	
1.64417E-05	38.0998	
1.64491E-05	39.2527	
1.64565E-05	40.5789	
1.64638E-05	42.1028	
1.64692E-05	43.3851	
1.64712E-05	43.8532	
1.64785E-05	45.8635	
1.64859E-05	48.1613	
1.64932E-05	50.7829	
1.64986E-05	52.9717	
1.65006E-05	53.7709	
1.65079E-05	57.1734	
1.65131E-05	59.8206	
1.65182E-05	62.7109	
1.65185E-05	62.8491	
1.65238E-05	66.1676	
1.65292E-05	69.785	
1.65347E-05	73.8094	
1.65350E-05	74.0268	
1.65412E-05	79.0095	
1.65474E-05	84.4673	
1.65482E-05	85.2005	
1.65536E-05	90.4401	
1.65590E-05	96.0265	
1.65594E-05	96.5362	
1.65657E-05	103.688	
1.65684E-05	107.02	
1.65725E-05	112.028	
1.65775E-05	118.646	
1.65793E-05	121.058	
1.65860E-05	130.78	
1.65865E-05	131.472	
1.65928E-05	141.19	
1.65982E-05	150.115	
1.66018E-05	156.079	
1.66095E-05	169.634	
1.66109E-05	172.032	
1.66199E-05	188.898	
1.66217E-05	192.428	
1.66307E-05	210.112	
1.66334E-05	215.427	
1.66443E-05	237.005	
1.66560E-05	260.424	
1.66578E-05	263.813	
1.66695E-05	285.869	
1.66786E-05	301.325	
1.66876E-05	315.098	
1.66939E-05	323.298	
1.66966E-05	326.804	
1.67041E-05	334.658	
1.67092E-05	338.77	
1.67129E-05	341.613	
1.67196E-05	345.126	
1.67228E-05	346.044	
1.67256E-05	346.84	
1.67296E-05	347.255	
1.67344E-05	346.803	
1.67363E-05	346.613	
1.67440E-05	343.79	
1.67444E-05	343.621	
1.67512E-05	339.324	
1.67535E-05	337.384	
1.67580E-05	333.475	
1.67643E-05	326.47	
1.67670E-05	323.454	
1.67711E-05	317.93	
1.67760E-05	311.152	
1.67824E-05	301.222	
1.67851E-05	296.948	
1.67941E-05	281.23	
1.67959E-05	277.839	
1.68076E-05	255.717	
1.68094E-05	252.188	
1.68185E-05	234.503	
1.68347E-05	202.612	
1.68365E-05	199.221	
1.68460E-05	181.395	
1.68550E-05	165.323	
1.68640E-05	150.239	
1.68708E-05	139.646	
1.68776E-05	129.702	
1.68816E-05	124.136	
1.68843E-05	120.431	
1.68911E-05	111.837	
1.68979E-05	103.905	
1.68997E-05	101.945	
1.69033E-05	98.033	
1.69087E-05	92.5663	
1.69141E-05	87.4858	
1.69159E-05	85.9155	
1.69195E-05	82.7836	
1.69263E-05	77.4038	
1.69304E-05	74.4835	
1.69331E-05	72.543	
1.69399E-05	68.1662	
1.69466E-05	64.2252	
1.69534E-05	60.6987	
1.69585E-05	58.2929	
1.69641E-05	55.8405	
1.69647E-05	55.6166	
1.69698E-05	53.6125	
1.69754E-05	51.5809	
1.69827E-05	49.2251	
1.69839E-05	48.8646	
1.69923E-05	46.5098	
1.70008E-05	44.457	
1.70092E-05	42.6788	
1.70177E-05	41.1264	
1.70245E-05	40.0408	
1.70262E-05	39.7719	
1.70346E-05	38.5968	
1.70459E-05	37.2559	
1.70538E-05	36.4742	
1.70578E-05	36.0877	
1.70696E-05	35.1305	
1.70814E-05	34.3449	
1.70831E-05	34.2537	
1.70933E-05	33.7151	
1.71051E-05	33.2153	
1.71229E-05	32.6756	
1.71271E-05	32.5998	
1.71407E-05	32.3663	
1.71488E-05	32.2932	
1.71667E-05	32.2711	
1.71862E-05	32.4562	
1.72005E-05	32.7509	
1.72057E-05	32.8588	
1.72252E-05	33.489	
1.72446E-05	34.3654	
1.72582E-05	35.1392	
1.72718E-05	36.0661	
1.72854E-05	37.169	
1.72989E-05	38.4774	
1.73125E-05	40.0293	
1.73137E-05	40.1933	
1.73227E-05	41.3804	
1.73329E-05	42.9203	
1.73430E-05	44.6786	
1.73532E-05	46.6891	
1.73631E-05	48.9166	
1.73730E-05	51.458	
1.73828E-05	54.3572	
1.73888E-05	56.3074	
1.73902E-05	56.7959	
1.73986E-05	59.8662	
1.74075E-05	63.5003	
1.74144E-05	66.6614	
1.74164E-05	67.5664	
1.74238E-05	71.3147	
1.74312E-05	75.4055	
1.74342E-05	77.1857	
1.74386E-05	79.8609	
1.74460E-05	84.6933	
1.74490E-05	86.7801	
1.74534E-05	89.916	
1.74608E-05	95.5336	
1.74638E-05	97.9641	
1.74707E-05	103.645	
1.74761E-05	108.487	
1.74806E-05	112.455	
1.74885E-05	120.039	
1.74904E-05	121.938	
1.75003E-05	132.05	
1.75033E-05	135.286	
1.75151E-05	148.254	
1.75178E-05	151.417	
1.75319E-05	167.837	
1.75329E-05	168.991	
1.75460E-05	185.042	
1.75605E-05	202.941	
1.75724E-05	217.528	
1.75763E-05	222.331	
1.75921E-05	241.574	
1.76079E-05	260.849	
1.76084E-05	261.424	
1.76252E-05	280.986	
1.76355E-05	293.088	
1.76415E-05	299.635	
1.76573E-05	317.128	
1.76612E-05	321.196	
1.76764E-05	336.876	
1.76798E-05	340.037	
1.76922E-05	351.658	
1.76974E-05	355.976	
1.77079E-05	364.629	
1.77169E-05	370.706	
1.77248E-05	376.082	
1.77363E-05	382.196	
1.77416E-05	384.989	
1.77552E-05	390.361	
1.77616E-05	392.928	
1.77705E-05	396.142	
1.77804E-05	399.734	
1.77863E-05	401.918	
1.77889E-05	403.252	
1.77968E-05	407.296	
1.78015E-05	409.752	
1.78047E-05	412.049	
1.78120E-05	417.463	
1.78126E-05	417.979	
1.78205E-05	425.793	
1.78226E-05	427.897	
1.78278E-05	434.559	
1.78304E-05	437.916	
1.78341E-05	443.592	
1.78383E-05	450.119	
1.78404E-05	453.984	
1.78458E-05	463.941	
1.78462E-05	464.777	
1.78521E-05	477.397	
1.78536E-05	480.901	
1.78598E-05	495.95	
1.78599E-05	496.316	
1.78678E-05	518.433	
1.78688E-05	521.398	
1.78757E-05	543.118	
1.78767E-05	546.475	
1.78829E-05	568.148	
1.78846E-05	574.197	
1.78921E-05	602.889	
1.78935E-05	608.447	
1.79015E-05	641.88	
1.79072E-05	666.181	
1.79111E-05	683.5	
1.79255E-05	748.636	
1.79409E-05	818.206	
1.79495E-05	854.464	
1.79553E-05	878.554	
1.79639E-05	910.442	
1.79649E-05	913.965	
1.79735E-05	941.014	
1.79745E-05	943.999	
1.79812E-05	960.95	
1.79824E-05	963.95	
1.79889E-05	975.892	
1.79918E-05	981.116	
1.79985E-05	988.719	
1.79990E-05	989.245	
1.80063E-05	992.657	
1.80081E-05	992.342	
1.80134E-05	991.217	
1.80165E-05	988.647	
1.80203E-05	985.309	
1.80239E-05	979.693	
1.80275E-05	973.994	
1.80292E-05	971.295	
1.80350E-05	957.659	
1.80386E-05	949.025	
1.80427E-05	936.342	
1.80477E-05	920.514	
1.80513E-05	906.948	
1.80571E-05	885.052	
1.80609E-05	868.371	
1.80667E-05	843.171	
1.80705E-05	824.704	
1.80763E-05	796.855	
1.80801E-05	776.892	
1.80897E-05	726.786	
1.80907E-05	721.758	
1.81041E-05	649.088	
1.81195E-05	565.861	
1.81315E-05	503.84	
1.81377E-05	473.348	
1.81411E-05	456.966	
1.81507E-05	413.086	
1.81521E-05	406.927	
1.81579E-05	382.363	
1.81617E-05	367.003	
1.81651E-05	353.603	
1.81713E-05	330.4	
1.81723E-05	326.843	
1.81795E-05	302.106	
1.81810E-05	297.542	
1.81867E-05	279.36	
1.81906E-05	268.278	
1.81946E-05	256.557	
1.81999E-05	242.588	
1.82002E-05	241.995	
1.82052E-05	229.596	
1.82078E-05	223.622	
1.82125E-05	213.079	
1.82155E-05	206.954	
1.82195E-05	198.784	
1.82232E-05	192.049	
1.82266E-05	185.895	
1.82309E-05	178.748	
1.82336E-05	174.306	
1.82405E-05	164.076	
1.82406E-05	163.899	
1.82481E-05	153.959	
1.82501E-05	151.633	
1.82539E-05	147.19	
1.82596E-05	141.009	
1.82597E-05	140.863	
1.82681E-05	132.771	
1.82693E-05	131.762	
1.82767E-05	125.625	
1.82789E-05	123.988	
1.82852E-05	119.441	
1.82885E-05	117.37	
1.82938E-05	114.102	
1.82981E-05	111.756	
1.83023E-05	109.509	
1.83077E-05	107.017	
1.83109E-05	105.578	
1.83194E-05	102.233	
1.83233E-05	100.946	
1.83280E-05	99.411	
1.83365E-05	97.0605	
1.83389E-05	96.5463	
1.83475E-05	94.6762	
1.83545E-05	93.5734	
1.83585E-05	92.9364	
1.83695E-05	91.7992	
1.83700E-05	91.7725	
1.83805E-05	91.2466	
1.83856E-05	91.2256	
1.83897E-05	91.2178	
1.83988E-05	91.5887	
1.84024E-05	91.8871	
1.84080E-05	92.3736	
1.84171E-05	93.5906	
1.84197E-05	94.0602	
1.84263E-05	95.2775	
1.84354E-05	97.4668	
1.84370E-05	97.9471	
1.84446E-05	100.222	
1.84538E-05	103.592	
1.84544E-05	103.876	
1.84629E-05	107.666	
1.84660E-05	109.282	
1.84721E-05	112.527	
1.84775E-05	115.932	
1.84807E-05	117.903	
1.84882E-05	123.31	
1.84957E-05	129.46	
1.84980E-05	131.536	
1.85032E-05	136.419	
1.85077E-05	141.104	
1.85107E-05	144.259	
1.85126E-05	146.439	
1.85183E-05	153.069	
1.85199E-05	155.269	
1.85267E-05	164.263	
1.85275E-05	165.408	
1.85352E-05	176.895	
1.85429E-05	189.757	
1.85434E-05	190.617	
1.85481E-05	199.162	
1.85511E-05	204.872	
1.85532E-05	209.039	
1.85583E-05	219.478	
1.85589E-05	220.524	
1.85635E-05	230.77	
1.85666E-05	237.615	
1.85686E-05	242.55	
1.85738E-05	254.914	
1.85743E-05	256.153	
1.85789E-05	268.131	
1.85820E-05	276.134	
1.85840E-05	281.857	
1.85894E-05	296.914	
1.85912E-05	301.944	
1.85948E-05	312.691	
1.86005E-05	329.618	
1.86008E-05	330.636	
1.86068E-05	349.613	
1.86108E-05	362.294	
1.86133E-05	370.912	
1.86210E-05	396.829	
1.86262E-05	414.152	
1.86288E-05	423	
1.86365E-05	449.605	
1.86467E-05	485.162	
1.86519E-05	502.979	
1.86565E-05	518.084	
1.86673E-05	553.396	
1.86776E-05	583.962	
1.86879E-05	611.096	
1.86920E-05	620.272	
1.86981E-05	633.99	
1.87053E-05	647.06	
1.87058E-05	647.987	
1.87136E-05	658.965	
1.87166E-05	662.119	
1.87213E-05	666.792	
1.87255E-05	669.115	
1.87309E-05	671.984	
1.87341E-05	672.546	
1.87344E-05	672.597	
1.87403E-05	672.074	
1.87444E-05	670.089	
1.87495E-05	667.53	
1.87513E-05	665.782	
1.87596E-05	657.669	
1.87606E-05	656.231	
1.87680E-05	645.677	
1.87703E-05	641.569	
1.87783E-05	627.278	
1.87804E-05	622.934	
1.87886E-05	605.418	
1.87906E-05	600.489	
1.88009E-05	575.679	
1.88040E-05	568.194	
1.88112E-05	549.901	
1.88266E-05	510.5	
1.88297E-05	502.587	
1.88400E-05	477.879	
1.88472E-05	462.113	
1.88503E-05	455.353	
1.88605E-05	435.688	
1.88677E-05	424.002	
1.88683E-05	423.172	
1.88760E-05	412.844	
1.88827E-05	405.793	
1.88837E-05	404.813	
1.88915E-05	399.171	
1.88921E-05	398.909	
1.88968E-05	396.884	
1.89037E-05	395.716	
1.89106E-05	396.672	
1.89140E-05	398.167	
1.89174E-05	399.709	
1.89243E-05	404.81	
1.89312E-05	411.98	
1.89325E-05	413.799	
1.89380E-05	421.138	
1.89408E-05	425.546	
1.89449E-05	432.21	
1.89493E-05	440.565	
1.89517E-05	445.096	
1.89586E-05	460.053	
1.89620E-05	467.578	
1.89679E-05	482.178	
1.89723E-05	493.401	
1.89778E-05	508.794	
1.89861E-05	531.99	
1.89881E-05	538.292	
1.89984E-05	569.919	
1.90067E-05	595.308	
1.90121E-05	612.26	
1.90272E-05	659.016	
1.90410E-05	697.981	
1.90513E-05	723.811	
1.90533E-05	728.209	
1.90616E-05	745.717	
1.90677E-05	755.949	
1.90729E-05	764.407	
1.90794E-05	771.596	
1.90835E-05	776.065	
1.90925E-05	781.107	
1.90926E-05	781.144	
1.90970E-05	781.892	
1.91027E-05	780.712	
1.91060E-05	779.991	
1.91137E-05	774.487	
1.91144E-05	773.985	
1.91247E-05	761.236	
1.91252E-05	760.354	
1.91271E-05	757.095	
1.91329E-05	746.951	
1.91384E-05	734.853	
1.91446E-05	721.121	
1.91487E-05	710.122	
1.91549E-05	693.514	
1.91590E-05	681.021	
1.91652E-05	662.197	
1.91659E-05	659.922	
1.91755E-05	627.935	
1.91796E-05	613.231	
1.91933E-05	564.007	
1.91961E-05	554.129	
1.92139E-05	488.798	
1.92201E-05	466.149	
1.92338E-05	418.056	
1.92441E-05	383.92	
1.92544E-05	351.801	
1.92551E-05	349.809	
1.92647E-05	321.989	
1.92750E-05	294.526	
1.92757E-05	292.828	
1.92819E-05	277.594	
1.92887E-05	261.72	
1.92894E-05	260.235	
1.92956E-05	246.926	
1.93025E-05	233.143	
1.93032E-05	231.862	
1.93093E-05	220.38	
1.93162E-05	208.549	
1.93169E-05	207.454	
1.93231E-05	197.649	
1.93299E-05	187.587	
1.93306E-05	186.659	
1.93368E-05	178.354	
1.93437E-05	169.858	
1.93443E-05	169.077	
1.93505E-05	162.086	
1.93574E-05	154.95	
1.93581E-05	154.301	
1.93656E-05	147.202	
1.93715E-05	142.3	
1.93752E-05	139.148	
1.93848E-05	132.051	
1.93944E-05	125.827	
1.94017E-05	121.696	
1.94037E-05	120.526	
1.94126E-05	116.027	
1.94174E-05	113.874	
1.94216E-05	112.046	
1.94305E-05	108.535	
1.94332E-05	107.579	
1.94394E-05	105.452	
1.94490E-05	102.627	
1.94528E-05	101.531	
1.94662E-05	98.3646	
1.94706E-05	97.5107	
1.94783E-05	96.0625	
1.94899E-05	94.3294	
1.94912E-05	94.1806	
1.95015E-05	93.0259	
1.95118E-05	92.2518	
1.95170E-05	91.8819	
1.95324E-05	91.3894	
1.95445E-05	91.4618	
1.95530E-05	91.77	
1.95565E-05	91.9088	
1.95686E-05	92.7526	
1.95702E-05	92.9137	
1.95806E-05	94.0129	
1.95873E-05	94.938	
1.95927E-05	95.6987	
1.96012E-05	97.2168	
1.96047E-05	97.8507	
1.96153E-05	100.185	
1.96168E-05	100.509	
1.96288E-05	103.73	
1.96295E-05	103.922	
1.96393E-05	107.05	
1.96436E-05	108.598	
1.96498E-05	110.904	
1.96577E-05	114.241	
1.96603E-05	115.355	
1.96683E-05	119.27	
1.96707E-05	120.505	
1.96788E-05	125.086	
1.96812E-05	126.451	
1.96894E-05	131.812	
1.96917E-05	133.318	
1.97000E-05	139.596	
1.97022E-05	141.251	
1.97071E-05	145.421	
1.97092E-05	147.226	
1.97152E-05	152.882	
1.97162E-05	153.813	
1.97231E-05	161.083	
1.97233E-05	161.242	
1.97301E-05	169.124	
1.97314E-05	170.709	
1.97371E-05	178.009	
1.97395E-05	181.309	
1.97434E-05	186.804	
1.97476E-05	193.284	
1.97518E-05	199.837	
1.97557E-05	206.658	
1.97602E-05	214.531	
1.97618E-05	217.685	
1.97678E-05	229.716	
1.97685E-05	231.111	
1.97740E-05	243.01	
1.97741E-05	243.318	
1.97797E-05	256.539	
1.97803E-05	257.958	
1.97853E-05	270.84	
1.97866E-05	274.317	
1.97920E-05	289.519	
1.97928E-05	292.058	
1.97987E-05	309.986	
1.97991E-05	311.374	
1.98054E-05	332.371	
1.98110E-05	352.72	
1.98121E-05	356.821	
1.98166E-05	374.408	
1.98177E-05	378.838	
1.98222E-05	397.681	
1.98233E-05	402.427	
1.98278E-05	422.872	
1.98317E-05	440.891	
1.98334E-05	449.295	
1.98389E-05	477.502	
1.98401E-05	483.183	
1.98445E-05	507.776	
1.98484E-05	529.437	
1.98501E-05	539.429	
1.98568E-05	579.703	
1.98585E-05	590.472	
1.98652E-05	633.922	
1.98669E-05	645.46	
1.98736E-05	691.981	
1.98753E-05	704.34	
1.98837E-05	766.577	
1.98848E-05	774.93	
1.98920E-05	832.336	
1.98959E-05	863.443	
1.99032E-05	923.945	
1.99127E-05	1003.53	
1.99172E-05	1041.56	
1.99351E-05	1194.16	
1.99451E-05	1276.85	
1.99462E-05	1286	
1.99563E-05	1363.39	
1.99574E-05	1371.92	
1.99675E-05	1441.61	
1.99686E-05	1449.26	
1.99770E-05	1500.04	
1.99787E-05	1508.87	
1.99854E-05	1543.52	
1.99879E-05	1554.29	
1.99937E-05	1578.73	
1.99988E-05	1594.86	
2.00021E-05	1605.19	
2.00071E-05	1615.57	
2.00105E-05	1622.12	
2.00145E-05	1625.6	
2.00194E-05	1629.25	
2.00239E-05	1628.31	
2.00255E-05	1627.78	
2.00315E-05	1620.7	
2.00329E-05	1618.86	
2.00412E-05	1599.7	
2.00468E-05	1581.14	
2.00485E-05	1575.38	
2.00569E-05	1538.64	
2.00586E-05	1531.07	
2.00669E-05	1485.54	
2.00781E-05	1414.17	
2.00893E-05	1333.01	
2.01005E-05	1244.73	
2.01172E-05	1104.56	
2.01396E-05	916.966	
2.01508E-05	826.958	
2.01619E-05	741.823	
2.01703E-05	681.796	
2.01731E-05	662.875	
2.01787E-05	625.325	
2.01843E-05	590.06	
2.01871E-05	572.566	
2.01927E-05	539.913	
2.01955E-05	523.71	
2.02011E-05	493.637	
2.02038E-05	478.725	
2.02094E-05	451.186	
2.02122E-05	437.54	
2.02178E-05	412.095	
2.02234E-05	388.313	
2.02262E-05	377.107	
2.02290E-05	366.017	
2.02346E-05	345.386	
2.02367E-05	337.731	
2.02430E-05	316.499	
