MeV	Eu-nat	
4.06656E-05	35.2457	
4.06731E-05	35.8743	
4.06842E-05	36.8981	
4.06913E-05	37.5674	
4.07028E-05	38.7771	
4.07094E-05	39.4904	
4.07213E-05	40.9263	
4.07275E-05	41.6878	
4.07399E-05	43.3748	
4.07411E-05	43.5444	
4.07547E-05	45.6234	
4.07585E-05	46.2566	
4.07683E-05	47.9527	
4.07766E-05	49.5327	
4.07819E-05	50.5651	
4.07899E-05	52.2628	
4.07926E-05	52.8393	
4.08032E-05	55.3443	
4.08138E-05	58.1239	
4.08164E-05	58.8823	
4.08244E-05	61.2012	
4.08297E-05	62.8903	
4.08350E-05	64.6139	
4.08430E-05	67.4408	
4.08456E-05	68.4035	
4.08563E-05	72.616	
4.08651E-05	76.5297	
4.08669E-05	77.3246	
4.08740E-05	80.8052	
4.08775E-05	82.5727	
4.08828E-05	85.4752	
4.08881E-05	88.4237	
4.08916E-05	90.5423	
4.08952E-05	92.6955	
4.09005E-05	96.1627	
4.09049E-05	99.1007	
4.09093E-05	102.287	
4.09147E-05	106.175	
4.09178E-05	108.632	
4.09244E-05	113.985	
4.09262E-05	115.53	
4.09341E-05	122.599	
4.09346E-05	123.024	
4.09430E-05	131.229	
4.09439E-05	132.109	
4.09514E-05	140.173	
4.09536E-05	142.589	
4.09598E-05	149.874	
4.09633E-05	154.117	
4.09682E-05	160.389	
4.09730E-05	166.782	
4.09766E-05	171.788	
4.09835E-05	181.724	
4.09837E-05	181.983	
4.09904E-05	192.589	
4.09943E-05	198.833	
4.09973E-05	203.958	
4.10014E-05	211.01	
4.10042E-05	216.178	
4.10099E-05	226.703	
4.10120E-05	230.875	
4.10183E-05	243.635	
4.10198E-05	246.648	
4.10268E-05	261.994	
4.10290E-05	266.683	
4.10339E-05	278.354	
4.10396E-05	291.936	
4.10410E-05	295.552	
4.10481E-05	313.952	
4.10502E-05	319.575	
4.10552E-05	333.503	
4.10608E-05	349.71	
4.10622E-05	354.003	
4.10693E-05	375.847	
4.10714E-05	382.52	
4.10764E-05	398.964	
4.10821E-05	418.091	
4.10835E-05	423.129	
4.10905E-05	448.753	
4.10927E-05	456.575	
4.10976E-05	475.739	
4.11033E-05	498.009	
4.11047E-05	503.839	
4.11118E-05	533.46	
4.11139E-05	542.523	
4.11222E-05	579.808	
4.11281E-05	606.56	
4.11323E-05	627.021	
4.11422E-05	675.737	
4.11429E-05	679.382	
4.11550E-05	742.6	
4.11585E-05	761.58	
4.11684E-05	816.938	
4.11769E-05	865.272	
4.11826E-05	898.534	
4.12003E-05	1004.14	
4.12310E-05	1189.58	
4.12443E-05	1266.59	
4.12511E-05	1304.93	
4.12612E-05	1358.57	
4.12679E-05	1393.3	
4.12781E-05	1441.33	
4.12792E-05	1446.47	
4.12893E-05	1488.78	
4.12904E-05	1493.29	
4.13005E-05	1529.36	
4.13017E-05	1533.15	
4.13118E-05	1562.51	
4.13236E-05	1587.53	
4.13253E-05	1590.73	
4.13331E-05	1600.78	
4.13365E-05	1604.34	
4.13421E-05	1607.82	
4.13439E-05	1608.23	
4.13510E-05	1608.17	
4.13551E-05	1606.1	
4.13579E-05	1604.22	
4.13612E-05	1601.44	
4.13691E-05	1590.55	
4.13725E-05	1585.08	
4.13792E-05	1570.26	
4.13843E-05	1557.88	
4.13927E-05	1532.97	
4.13938E-05	1529.37	
4.14040E-05	1492.38	
4.14051E-05	1488.04	
4.14152E-05	1444.49	
4.14163E-05	1439.44	
4.14264E-05	1389.3	
4.14332E-05	1354.59	
4.14433E-05	1298.13	
4.14500E-05	1259.32	
4.14602E-05	1197.97	
4.14725E-05	1121.49	
4.14826E-05	1058.01	
4.15062E-05	909.137	
4.15164E-05	847.288	
4.15231E-05	806.582	
4.15332E-05	747.632	
4.15344E-05	741.174	
4.15445E-05	685.119	
4.15456E-05	678.98	
4.15557E-05	626.034	
4.15568E-05	620.25	
4.15670E-05	570.667	
4.15681E-05	565.258	
4.15765E-05	526.56	
4.15771E-05	524.089	
4.15849E-05	490.139	
4.15861E-05	485.506	
4.15934E-05	455.966	
4.15951E-05	449.473	
4.16018E-05	424.025	
4.16040E-05	415.986	
4.16111E-05	391.438	
4.16142E-05	381.258	
4.16203E-05	361.374	
4.16226E-05	354.578	
4.16296E-05	333.815	
4.16310E-05	329.921	
4.16389E-05	308.626	
4.16395E-05	307.203	
4.16479E-05	286.38	
4.16482E-05	285.702	
4.16563E-05	267.388	
4.16574E-05	264.924	
4.16644E-05	250.617	
4.16647E-05	249.933	
4.16714E-05	237.412	
4.16732E-05	234.151	
4.16793E-05	223.447	
4.16816E-05	219.739	
4.16860E-05	212.689	
4.16900E-05	206.689	
4.16928E-05	202.735	
4.16985E-05	194.855	
4.16995E-05	193.544	
4.17062E-05	185.112	
4.17080E-05	182.906	
4.17162E-05	173.708	
4.17176E-05	172.261	
4.17263E-05	163.715	
4.17272E-05	162.879	
4.17363E-05	155.012	
4.17368E-05	154.659	
4.17464E-05	147.513	
4.17559E-05	141.395	
4.17564E-05	141.086	
4.17655E-05	136.202	
4.17665E-05	135.695	
4.17751E-05	131.881	
4.17765E-05	131.265	
4.17870E-05	127.598	
4.17879E-05	127.366	
4.17946E-05	125.573	
4.18006E-05	124.3	
4.18022E-05	123.993	
4.18060E-05	123.412	
4.18136E-05	122.548	
4.18143E-05	122.505	
4.18212E-05	122.213	
4.18280E-05	122.291	
4.18288E-05	122.313	
4.18364E-05	122.943	
4.18417E-05	123.681	
4.18440E-05	124.034	
4.18517E-05	125.67	
4.18554E-05	126.681	
4.18594E-05	127.827	
4.18671E-05	130.514	
4.18691E-05	131.337	
4.18748E-05	133.759	
4.18796E-05	136.105	
4.18825E-05	137.561	
4.18902E-05	141.93	
4.18914E-05	142.727	
4.18979E-05	146.895	
4.19033E-05	150.771	
4.19056E-05	152.429	
4.19135E-05	158.797	
4.19151E-05	160.186	
4.19215E-05	165.813	
4.19275E-05	171.568	
4.19335E-05	177.505	
4.19402E-05	184.716	
4.19421E-05	186.69	
4.19489E-05	194.598	
4.19512E-05	197.255	
4.19603E-05	208.69	
4.19649E-05	214.461	
4.19740E-05	226.851	
4.19786E-05	233.101	
4.19877E-05	246.359	
4.19968E-05	259.719	
4.20014E-05	266.628	
4.20151E-05	287.491	
4.20288E-05	308.473	
4.20370E-05	321.127	
4.20475E-05	336.446	
4.20543E-05	346.472	
4.20680E-05	364.925	
4.20817E-05	381.406	
4.20940E-05	394.16	
4.20981E-05	397.616	
4.21072E-05	405.212	
4.21203E-05	413.133	
4.21206E-05	413.351	
4.21316E-05	417.437	
4.21365E-05	418.206	
4.21435E-05	419.199	
4.21540E-05	418.34	
4.21549E-05	418.253	
4.21670E-05	414.325	
4.21707E-05	412.327	
4.21792E-05	407.545	
4.21820E-05	405.352	
4.21914E-05	398.043	
4.21922E-05	397.252	
4.22035E-05	386.018	
4.22084E-05	380.381	
4.22157E-05	371.808	
4.22246E-05	360.055	
4.22279E-05	355.734	
4.22408E-05	336.768	
4.22441E-05	331.987	
4.22571E-05	311.38	
4.22684E-05	293.217	
4.22814E-05	272.088	
4.23009E-05	240.207	
4.23155E-05	217.286	
4.23179E-05	213.648	
4.23284E-05	197.872	
4.23406E-05	180.683	
4.23528E-05	164.595	
4.23536E-05	163.594	
4.23629E-05	152.137	
4.23730E-05	140.524	
4.23771E-05	136.217	
4.23832E-05	129.797	
4.23908E-05	122.323	
4.23974E-05	116.248	
4.23984E-05	115.321	
4.24060E-05	108.816	
4.24136E-05	102.75	
4.24177E-05	99.7403	
4.24212E-05	97.1315	
4.24288E-05	91.9452	
4.24377E-05	86.379	
4.24379E-05	86.233	
4.24453E-05	82.049	
4.24529E-05	78.0599	
4.24582E-05	75.4901	
4.24605E-05	74.4021	
4.24681E-05	71.072	
4.24757E-05	68.0178	
4.24765E-05	67.7379	
4.24833E-05	65.2529	
4.24909E-05	62.7278	
4.24947E-05	61.574	
4.24985E-05	60.4365	
4.25061E-05	58.3614	
4.25130E-05	56.6586	
4.25137E-05	56.4728	
4.25213E-05	54.7829	
4.25327E-05	52.5314	
4.25403E-05	51.2317	
4.25441E-05	50.5982	
4.25555E-05	48.9616	
4.25660E-05	47.663	
4.25677E-05	47.4815	
4.25765E-05	46.5669	
4.25870E-05	45.6317	
4.25951E-05	45.0162	
4.25975E-05	44.8435	
4.26079E-05	44.2058	
4.26236E-05	43.4696	
4.26297E-05	43.2818	
4.26394E-05	43.0018	
4.26551E-05	42.7827	
4.26669E-05	42.7722	
4.26678E-05	42.7821	
4.26787E-05	42.9182	
4.26905E-05	43.2091	
4.27023E-05	43.6539	
4.27060E-05	43.8463	
4.27141E-05	44.2833	
4.27259E-05	45.1078	
4.27377E-05	46.1441	
4.27495E-05	47.4212	
4.27504E-05	47.543	
4.27613E-05	48.9987	
4.27714E-05	50.6013	
4.27800E-05	52.1855	
4.27806E-05	52.3002	
4.27899E-05	54.2651	
4.27991E-05	56.5047	
4.28022E-05	57.3534	
4.28084E-05	59.0684	
4.28176E-05	61.982	
4.28244E-05	64.3963	
4.28269E-05	65.2828	
4.28361E-05	69.0262	
4.28420E-05	71.6894	
4.28454E-05	73.241	
4.28508E-05	76.0052	
4.28546E-05	77.9915	
4.28639E-05	83.312	
4.28654E-05	84.2853	
4.28707E-05	87.6549	
4.28772E-05	92.0561	
4.28776E-05	92.3542	
4.28867E-05	99.231	
4.28889E-05	101.022	
4.28959E-05	106.839	
4.29006E-05	111.188	
4.29050E-05	115.222	
4.29123E-05	122.609	
4.29141E-05	124.42	
4.29230E-05	134.2	
4.29232E-05	134.473	
4.29324E-05	145.417	
4.29326E-05	145.735	
4.29406E-05	156.114	
4.29422E-05	158.351	
4.29517E-05	171.664	
4.29519E-05	171.851	
4.29621E-05	187.452	
4.29628E-05	188.585	
4.29715E-05	202.675	
4.29730E-05	205.224	
4.29814E-05	219.734	
4.29833E-05	223.369	
4.29932E-05	241.613	
4.29962E-05	247.109	
4.30041E-05	262.673	
4.30110E-05	276.352	
4.30179E-05	290.7	
4.30307E-05	317.46	
4.30455E-05	349.035	
4.30652E-05	391.29	
4.30850E-05	431.468	
4.30998E-05	459.108	
4.31146E-05	483.715	
4.31282E-05	502.85	
4.31319E-05	507.162	
4.31393E-05	515.701	
4.31491E-05	524.824	
4.31610E-05	532.625	
4.31709E-05	536.384	
4.31755E-05	537.047	
4.31802E-05	537.63	
4.31903E-05	536.365	
4.31909E-05	536.277	
4.32016E-05	531.725	
4.32033E-05	530.939	
4.32140E-05	523.291	
4.32142E-05	523.079	
4.32246E-05	512.927	
4.32255E-05	511.843	
4.32380E-05	496.473	
4.32389E-05	495.159	
4.32513E-05	476.565	
4.32522E-05	475.056	
4.32646E-05	453.742	
4.32655E-05	452.059	
4.32788E-05	426.624	
4.32824E-05	419.794	
4.32966E-05	390.427	
4.33046E-05	373.811	
4.33144E-05	353.16	
4.33401E-05	298.472	
4.33410E-05	296.678	
4.33579E-05	262.517	
4.33723E-05	234.996	
4.33823E-05	217.012	
4.33832E-05	215.5	
4.33927E-05	199.49	
4.34037E-05	182.026	
4.34082E-05	175.312	
4.34147E-05	165.861	
4.34220E-05	155.807	
4.34271E-05	149.186	
4.34293E-05	146.324	
4.34366E-05	137.427	
4.34440E-05	129.064	
4.34460E-05	126.938	
4.34526E-05	119.902	
4.34601E-05	112.551	
4.34648E-05	108.237	
4.34676E-05	105.719	
4.34751E-05	99.3976	
4.34798E-05	95.7025	
4.34826E-05	93.5459	
4.34901E-05	88.1509	
4.34965E-05	83.8981	
4.34976E-05	83.1651	
4.35051E-05	78.594	
4.35126E-05	74.3744	
4.35132E-05	74.086	
4.35201E-05	70.5187	
4.35276E-05	66.9686	
4.35298E-05	65.9951	
4.35343E-05	64.0659	
4.35409E-05	61.3772	
4.35476E-05	58.9065	
4.35576E-05	55.526	
4.35631E-05	53.8431	
4.35676E-05	52.5159	
4.35776E-05	49.8402	
4.35809E-05	49.0395	
4.35876E-05	47.4638	
4.35976E-05	45.3408	
4.36075E-05	43.4288	
4.36175E-05	41.7383	
4.36275E-05	40.2099	
4.36342E-05	39.2934	
4.36393E-05	38.5998	
4.36496E-05	37.3522	
4.36599E-05	36.2175	
4.36608E-05	36.1266	
4.36754E-05	34.7278	
4.36875E-05	33.7033	
4.36908E-05	33.4309	
4.37062E-05	32.3106	
4.37217E-05	31.3205	
4.37245E-05	31.1602	
4.37371E-05	30.4616	
4.37526E-05	29.7036	
4.37629E-05	29.2509	
4.37680E-05	29.0375	
4.37886E-05	28.2855	
4.38110E-05	27.6028	
4.38206E-05	27.361	
4.38292E-05	27.1555	
4.38474E-05	26.802	
4.38656E-05	26.5303	
4.38807E-05	26.3676	
4.38959E-05	26.2659	
4.39143E-05	26.2465	
4.39327E-05	26.336	
4.39465E-05	26.485	
4.39603E-05	26.7149	
4.39696E-05	26.9305	
4.39742E-05	27.0421	
4.39880E-05	27.4857	
4.40018E-05	28.0573	
4.40156E-05	28.7798	
4.40248E-05	29.3589	
4.40340E-05	30.0267	
4.40363E-05	30.2184	
4.40432E-05	30.8014	
4.40527E-05	31.7193	
4.40622E-05	32.7688	
4.40662E-05	33.2763	
4.40717E-05	33.9725	
4.40812E-05	35.3448	
4.40907E-05	36.8978	
4.40962E-05	37.9066	
4.41002E-05	38.6571	
4.41097E-05	40.6446	
4.41186E-05	42.7352	
4.41192E-05	42.8712	
4.41287E-05	45.3728	
4.41365E-05	47.6471	
4.41382E-05	48.1564	
4.41445E-05	50.1881	
4.41537E-05	53.3903	
4.41572E-05	54.706	
4.41629E-05	56.9165	
4.41721E-05	60.7735	
4.41779E-05	63.3911	
4.41814E-05	64.9726	
4.41906E-05	69.5292	
4.41934E-05	71.0607	
4.41998E-05	74.4489	
4.42090E-05	79.7212	
4.42182E-05	85.3648	
4.42265E-05	90.7683	
4.42292E-05	92.5803	
4.42403E-05	100.272	
4.42440E-05	102.974	
4.42523E-05	109.089	
4.42624E-05	116.971	
4.42707E-05	123.454	
4.42808E-05	131.695	
4.43002E-05	147.499	
4.43213E-05	164.874	
4.43250E-05	167.704	
4.43398E-05	179.044	
4.43536E-05	188.764	
4.43674E-05	197.429	
4.43711E-05	199.399	
4.43812E-05	204.789	
4.43895E-05	208.315	
4.43950E-05	210.647	
4.44051E-05	213.855	
4.44061E-05	214.142	
4.44189E-05	216.771	
4.44250E-05	217.305	
4.44309E-05	217.794	
4.44429E-05	217.338	
4.44447E-05	217.257	
4.44562E-05	215.416	
4.44590E-05	214.697	
4.44678E-05	212.366	
4.44760E-05	209.315	
4.44806E-05	207.601	
4.44816E-05	207.254	
4.44945E-05	201.14	
4.44954E-05	200.698	
4.45092E-05	192.927	
4.45129E-05	190.586	
4.45276E-05	181.133	
4.45313E-05	178.555	
4.45497E-05	165.572	
4.45552E-05	161.652	
4.45773E-05	145.869	
4.45829E-05	141.906	
4.46013E-05	129.49	
4.46154E-05	120.681	
4.46302E-05	112.285	
4.46401E-05	107.189	
4.46441E-05	105.321	
4.46500E-05	102.536	
4.46599E-05	98.3224	
4.46727E-05	93.4766	
4.46737E-05	93.1525	
4.46836E-05	89.9408	
4.46915E-05	87.7327	
4.46964E-05	86.3659	
4.47063E-05	84.0262	
4.47113E-05	83.0428	
4.47212E-05	81.104	
4.47310E-05	79.5358	
4.47360E-05	78.7649	
4.47508E-05	76.8728	
4.47706E-05	74.8213	
4.47716E-05	74.7282	
4.48022E-05	71.9173	
4.48152E-05	70.7577	
4.48398E-05	68.1512	
4.48437E-05	67.6513	
4.48615E-05	65.4143	
4.48813E-05	62.5533	
4.49011E-05	59.3882	
4.49248E-05	55.2868	
4.49406E-05	52.5342	
4.49702E-05	47.4354	
4.49742E-05	46.8028	
4.49851E-05	45.0515	
4.49999E-05	42.8481	
4.50147E-05	40.8731	
4.50290E-05	39.2165	
4.50384E-05	38.2801	
4.50473E-05	37.5129	
4.50478E-05	37.4702	
4.50572E-05	36.7928	
4.50659E-05	36.2915	
4.50745E-05	35.9119	
4.50832E-05	35.6579	
4.50918E-05	35.5328	
4.51015E-05	35.5499	
4.51032E-05	35.5833	
4.51112E-05	35.7437	
4.51209E-05	36.1131	
4.51306E-05	36.6599	
4.51394E-05	37.3157	
4.51403E-05	37.3879	
4.51500E-05	38.3068	
4.51597E-05	39.4092	
4.51685E-05	40.5627	
4.51695E-05	40.6967	
4.51795E-05	42.2288	
4.51895E-05	43.9533	
4.51975E-05	45.4832	
4.51995E-05	45.8687	
4.52095E-05	47.9769	
4.52216E-05	50.7325	
4.52276E-05	52.2234	
4.52336E-05	53.7245	
4.52486E-05	57.7533	
4.52576E-05	60.3353	
4.52687E-05	63.5071	
4.52777E-05	66.2011	
4.53078E-05	75.2213	
4.53138E-05	77.0336	
4.53338E-05	82.7158	
4.53438E-05	85.306	
4.53488E-05	86.6037	
4.53639E-05	90.0592	
4.53789E-05	92.9889	
4.53939E-05	95.3251	
4.54060E-05	96.6851	
4.54090E-05	97.0213	
4.54209E-05	97.8923	
4.54350E-05	98.4046	
4.54380E-05	98.4356	
4.54400E-05	98.454	
4.54488E-05	98.2938	
4.54571E-05	98.1336	
4.54721E-05	97.3164	
4.54741E-05	97.1501	
4.54922E-05	95.6215	
4.55042E-05	94.3754	
4.55343E-05	91.2113	
4.55423E-05	90.3594	
4.55623E-05	88.6809	
4.55773E-05	87.8414	
4.55944E-05	87.4292	
4.56081E-05	87.5521	
4.56117E-05	87.6909	
4.56207E-05	88.0447	
4.56358E-05	89.072	
4.56418E-05	89.6766	
4.56558E-05	91.1108	
4.56718E-05	93.1867	
4.56758E-05	93.7118	
4.56918E-05	96.013	
4.57159E-05	99.4982	
4.57229E-05	100.39	
4.57339E-05	101.804	
4.57539E-05	103.768	
4.57690E-05	104.678	
4.57840E-05	105.021	
4.57970E-05	104.826	
4.58070E-05	104.289	
4.58120E-05	104.015	
4.58291E-05	102.351	
4.58301E-05	102.214	
4.58441E-05	100.273	
4.58601E-05	97.4809	
4.58641E-05	96.7762	
4.58842E-05	92.6628	
4.58902E-05	91.3468	
4.59242E-05	83.8448	
4.59442E-05	79.8239	
4.59593E-05	77.2555	
4.59603E-05	77.1201	
4.59743E-05	75.2455	
4.59803E-05	74.6611	
4.59843E-05	74.2783	
4.59903E-05	73.9069	
4.59943E-05	73.6666	
4.60035E-05	73.4631	
4.60043E-05	73.4459	
4.60134E-05	73.6248	
4.60166E-05	73.8221	
4.60224E-05	74.1868	
4.60254E-05	74.5095	
4.60314E-05	75.1723	
4.60360E-05	75.8936	
4.60404E-05	76.6107	
4.60465E-05	77.9168	
4.60495E-05	78.5648	
4.60571E-05	80.6331	
4.60587E-05	81.0563	
4.60651E-05	83.2063	
4.60678E-05	84.1305	
4.60730E-05	86.2308	
4.60769E-05	87.8229	
4.60809E-05	89.7317	
4.60860E-05	92.1745	
4.60889E-05	93.7343	
4.60952E-05	97.2266	
4.60968E-05	98.2644	
4.61043E-05	103.021	
4.61047E-05	103.347	
4.61123E-05	108.812	
4.61134E-05	109.603	
4.61192E-05	114.285	
4.61225E-05	117.009	
4.61261E-05	120.193	
4.61317E-05	125.272	
4.61327E-05	126.311	
4.61414E-05	135.068	
4.61416E-05	135.307	
4.61494E-05	143.876	
4.61501E-05	144.711	
4.61571E-05	153.127	
4.61588E-05	155.222	
4.61649E-05	163.065	
4.61674E-05	166.591	
4.61726E-05	173.697	
4.61761E-05	178.894	
4.61842E-05	190.934	
4.61848E-05	191.876	
4.61935E-05	205.903	
4.61958E-05	209.718	
4.62014E-05	219.286	
4.62067E-05	228.712	
4.62119E-05	238.305	
4.62208E-05	254.988	
4.62225E-05	258.254	
4.62354E-05	284.092	
4.62373E-05	287.876	
4.62495E-05	313.81	
4.62607E-05	337.887	
4.62635E-05	344.003	
4.62870E-05	395.225	
4.62983E-05	419.844	
4.63124E-05	449.154	
4.63199E-05	463.838	
4.63264E-05	476.6	
4.63386E-05	498.215	
4.63405E-05	501.504	
4.63546E-05	523.168	
4.63555E-05	524.377	
4.63682E-05	540.42	
4.63687E-05	541.004	
4.63781E-05	550.497	
4.63804E-05	552.307	
4.63912E-05	560.359	
4.63931E-05	561.198	
4.64049E-05	566.112	
4.64072E-05	566.528	
4.64119E-05	567.243	
4.64192E-05	566.668	
4.64250E-05	566.025	
4.64316E-05	563.312	
4.64391E-05	560.023	
4.64396E-05	559.678	
4.64522E-05	550.038	
4.64532E-05	549.294	
4.64663E-05	535.315	
4.64673E-05	534.288	
4.64804E-05	516.781	
4.64813E-05	515.505	
4.64945E-05	495.042	
4.64954E-05	493.559	
4.65086E-05	470.777	
4.65095E-05	469.133	
4.65227E-05	444.556	
4.65283E-05	433.939	
4.65414E-05	408.542	
4.65658E-05	361.185	
4.65846E-05	326.707	
4.65884E-05	320.252	
4.65959E-05	307.446	
4.66060E-05	291.359	
4.66071E-05	289.505	
4.66165E-05	275.762	
4.66183E-05	273.388	
4.66259E-05	263.216	
4.66306E-05	257.535	
4.66353E-05	251.927	
4.66400E-05	246.935	
4.66447E-05	242.002	
4.66494E-05	237.673	
4.66527E-05	234.671	
4.66588E-05	229.877	
4.66607E-05	228.402	
4.66681E-05	223.551	
4.66687E-05	223.224	
4.66767E-05	219.184	
4.66775E-05	218.852	
4.66846E-05	216.299	
4.66869E-05	215.763	
4.66916E-05	214.726	
4.66918E-05	214.683	
4.67008E-05	214.033	
4.67010E-05	214.045	
4.67098E-05	214.935	
4.67109E-05	215.202	
4.67187E-05	217.35	
4.67189E-05	217.384	
4.67266E-05	220.84	
4.67279E-05	221.449	
4.67365E-05	226.879	
4.67369E-05	227.102	
4.67459E-05	234.402	
4.67465E-05	234.991	
4.67549E-05	243.36	
4.67565E-05	245.168	
4.67646E-05	254.89	
4.67664E-05	257.296	
4.67725E-05	265.604	
4.67764E-05	271.525	
4.67803E-05	277.555	
4.67839E-05	283.637	
4.67908E-05	295.468	
4.67922E-05	298.309	
4.68006E-05	314.438	
4.68012E-05	315.606	
4.68090E-05	332.06	
4.68102E-05	334.627	
4.68191E-05	355.19	
4.68251E-05	370.027	
4.68310E-05	385.029	
4.68370E-05	401.076	
4.68430E-05	417.332	
4.68490E-05	434.534	
4.68549E-05	451.927	
4.68609E-05	470.317	
4.68728E-05	507.434	
4.68907E-05	566.514	
4.68967E-05	586.345	
4.69325E-05	706.785	
4.69445E-05	744.958	
4.69505E-05	763.828	
4.69624E-05	798.656	
4.69684E-05	815.77	
4.69803E-05	846.698	
4.69922E-05	873.751	
4.70042E-05	895.983	
4.70075E-05	901.879	
4.70185E-05	917.574	
4.70304E-05	929.47	
4.70424E-05	935.897	
4.70445E-05	936.41	
4.70484E-05	937.034	
4.70579E-05	936.135	
4.70585E-05	935.856	
4.70615E-05	934.304	
4.70713E-05	928.708	
4.70752E-05	924.803	
4.70847E-05	914.613	
4.70883E-05	909.463	
4.70955E-05	898.493	
4.71032E-05	884.081	
4.71101E-05	870.822	
4.71148E-05	860.139	
4.71216E-05	844.474	
4.71293E-05	824.792	
4.71312E-05	819.764	
4.71433E-05	785.559	
4.71467E-05	775.81	
4.71621E-05	727.518	
4.71660E-05	715.288	
4.71814E-05	663.509	
4.71997E-05	601.648	
4.72238E-05	520.399	
4.72344E-05	486.074	
4.72431E-05	458.226	
4.72537E-05	425.899	
4.72576E-05	414.251	
4.72682E-05	383.993	
4.72721E-05	373.099	
4.72817E-05	347.335	
4.72827E-05	344.882	
4.72914E-05	323.081	
4.72981E-05	307.009	
4.73010E-05	300.219	
4.73126E-05	274.736	
4.73134E-05	273.01	
4.73242E-05	251.419	
4.73275E-05	245.059	
4.73319E-05	237.015	
4.73415E-05	220.219	
4.73416E-05	220.024	
4.73512E-05	204.827	
4.73521E-05	203.488	
4.73608E-05	190.737	
4.73635E-05	187.077	
4.73705E-05	177.87	
4.73750E-05	172.333	
4.73801E-05	166.159	
4.73864E-05	159.146	
4.73898E-05	155.534	
4.73979E-05	147.405	
4.73994E-05	145.925	
4.74091E-05	137.267	
4.74094E-05	137.02	
4.74181E-05	129.944	
4.74208E-05	127.971	
4.74272E-05	123.338	
4.74323E-05	120.007	
4.74363E-05	117.4	
4.74442E-05	112.755	
4.74454E-05	112.079	
4.74545E-05	107.353	
4.74566E-05	106.339	
4.74635E-05	103.169	
4.74690E-05	100.912	
4.74726E-05	99.4786	
4.74815E-05	96.3374	
4.74817E-05	96.2529	
4.74908E-05	93.4906	
4.74939E-05	92.6745	
4.74999E-05	91.1532	
4.75098E-05	89.0275	
4.75125E-05	88.5739	
4.75215E-05	87.1422	
4.75311E-05	86.0689	
4.75332E-05	85.8534	
4.75410E-05	85.3539	
4.75490E-05	85.1557	
4.75527E-05	85.0909	
4.75644E-05	85.4477	
4.75664E-05	85.5957	
4.75742E-05	86.2363	
4.75829E-05	87.3059	
4.75838E-05	87.4627	
4.75916E-05	88.7727	
4.76003E-05	90.602	
4.76013E-05	90.8464	
4.76090E-05	92.8568	
4.76177E-05	95.5038	
4.76187E-05	95.8424	
4.76265E-05	98.599	
4.76303E-05	100.162	
4.76352E-05	102.147	
4.76439E-05	106.15	
4.76474E-05	107.928	
4.76526E-05	110.63	
4.76580E-05	113.715	
4.76613E-05	115.608	
4.76703E-05	121.212	
4.76730E-05	123.067	
4.76792E-05	127.357	
4.76900E-05	135.567	
4.76910E-05	136.358	
4.77029E-05	146.324	
4.77063E-05	149.387	
4.77156E-05	157.947	
4.77218E-05	164.109	
4.77290E-05	171.352	
4.77347E-05	177.409	
4.77409E-05	184.061	
4.77502E-05	194.588	
4.77564E-05	201.654	
4.77688E-05	216.534	
4.77822E-05	232.751	
4.77874E-05	239.053	
4.78132E-05	270.733	
4.78184E-05	276.703	
4.78339E-05	294.641	
4.78494E-05	310.969	
4.78597E-05	320.57	
4.78649E-05	325.338	
4.78804E-05	337.262	
4.78907E-05	343.601	
4.79011E-05	348.614	
4.79124E-05	352.386	
4.79176E-05	353.217	
4.79261E-05	354.481	
4.79294E-05	354.585	
4.79352E-05	354.085	
4.79429E-05	353.329	
4.79476E-05	352.11	
4.79533E-05	350.561	
4.79615E-05	347.137	
4.79641E-05	346.04	
4.79744E-05	340.256	
4.79899E-05	329.051	
4.80054E-05	315.173	
4.80209E-05	299.068	
4.80364E-05	281.217	
4.80416E-05	274.832	
4.80623E-05	249.097	
4.80933E-05	209.491	
4.80984E-05	202.877	
4.81139E-05	183.832	
4.81276E-05	167.774	
4.81377E-05	156.597	
4.81411E-05	152.884	
4.81511E-05	142.365	
4.81630E-05	130.683	
4.81749E-05	119.878	
4.81838E-05	112.314	
4.81868E-05	109.946	
4.81927E-05	105.243	
4.82016E-05	98.6865	
4.82051E-05	96.2282	
4.82103E-05	92.6788	
4.82190E-05	87.0988	
4.82245E-05	83.8335	
4.82277E-05	81.9292	
4.82364E-05	77.1635	
4.82439E-05	73.4074	
4.82452E-05	72.7604	
4.82539E-05	68.7292	
4.82626E-05	65.013	
4.82632E-05	64.7595	
4.82713E-05	61.6263	
4.82800E-05	58.5151	
4.82826E-05	57.6679	
4.82887E-05	55.6801	
4.82959E-05	53.5507	
4.83020E-05	51.8462	
4.83042E-05	51.2274	
4.83126E-05	49.1128	
4.83210E-05	47.1663	
4.83291E-05	45.4421	
4.83294E-05	45.3744	
4.83378E-05	43.7533	
4.83462E-05	42.2588	
4.83562E-05	40.6452	
4.83588E-05	40.2355	
4.83714E-05	38.4606	
4.83743E-05	38.0951	
4.83840E-05	36.9001	
4.83966E-05	35.5101	
4.84092E-05	34.2601	
4.84105E-05	34.1442	
4.84218E-05	33.1576	
4.84324E-05	32.3087	
4.84454E-05	31.3659	
4.84467E-05	31.2809	
4.84647E-05	30.1345	
4.84841E-05	29.0532	
4.84870E-05	28.9078	
4.85034E-05	28.1147	
4.85228E-05	27.2786	
4.85274E-05	27.101	
