E(MeV)	mcnp/Bi209:1
0.01781529	10.95441794
0.01781603	11.39776116
0.0178164	11.80364237
0.01781677	12.35902981
0.01781714	13.07449539
0.01781751	13.94826204
0.01781788	14.96305439
0.01781899	18.43367518
0.01781917	18.98010564
0.01781983	20.70056747
0.01782009	21.20386251
0.01782035	21.58431499
0.01782081	21.93198113
0.01782155	21.63555392
0.01782211	20.84329477
0.01782322	18.5969187
0.01782396	17.13239388
0.0178247	15.95867914
0.01782544	15.11672916
0.01782619	14.54482598
0.01782693	14.17385673
0.01782767	13.92314137
0.01782916	13.60804614
0.01783064	13.41359613
0.01783361	13.17287926
0.01783806	12.97405786
0.01784103	12.8895069
0.01784696	12.77739992
0.0178618	12.63509353
0.01787961	12.55196805
0.01790335	12.48886923
0.01793897	12.42996561
0.01801021	12.35343009
0.01810518	12.27849026
0.01858007	12.01098405
0.01971978	11.5907565
0.01990973	11.53623444
0.02028964	11.4353369
0.0204796	11.38817296
0.02057457	11.36527457
0.02066955	11.34285473
0.02071704	11.33190713
0.02076453	11.32135555
0.02078827	11.31654426
0.02081202	11.31313504
0.02082389	11.31359604
0.02082982	11.31581238
0.02083576	11.32190475
0.02084169	11.33759321
0.02084466	11.35583355
0.02084763	11.39435543
0.0208506	11.49850515
0.02085208	11.66099227
0.02085282	11.83981174
0.02085357	12.16697858
0.02085431	12.73731529
0.02085505	13.68852754
0.02085579	15.15398037
0.02085616	16.10475465
0.02085691	18.45108531
0.02085783	21.79101466
0.02085876	24.876073
0.02085932	26.14330688
0.02085963	26.55994943
0.02086	26.75466007
0.02086049	26.48943108
0.02086103	25.55022263
0.02086175	23.48161739
0.02086339	17.70241789
0.02086411	15.63533117
0.02086484	14.08758663
0.02086556	13.06394616
0.02086629	12.41905874
0.02086701	12.04402032
0.02086774	11.82414485
0.02086919	11.61635804
0.02087064	11.52544458
0.0208721	11.4741285
0.020875	11.41800071
0.0208779	11.38813089
0.02088371	11.35755554
0.02088951	11.34230616
0.02089532	11.3340256
0.02090693	11.32603532
0.02091854	11.32355866
0.02094176	11.32948685
0.02095337	11.33873036
0.02097659	11.3815814
0.020994	11.46616851
0.02100851	11.64457543
0.02101432	11.78975875
0.02102303	12.21802198
0.02102738	12.64658267
0.02103173	13.42930818
0.02103391	14.08551677
0.02103609	15.08022119
0.02103681	15.52297088
0.02103826	16.67264713
0.02103899	17.42590708
0.02103972	18.33605717
0.02104045	19.44329484
0.02104117	20.77666492
0.0210419	22.4309188
0.02104262	24.42296528
0.02104335	26.86954491
0.02104407	29.74836119
0.02104516	34.99063454
0.02104719	46.39601157
0.02104789	50.02084913
0.02104859	52.96902667
0.02104906	54.41217575
0.02104953	55.33657701
0.02105	55.69422327
0.02105046	55.47806007
0.02105093	54.69206911
0.0210514	53.37842736
0.0210521	50.59901702
0.0210528	47.10711244
0.02105474	36.34846922
0.02105524	33.78766904
0.02105625	29.23471133
0.02105726	25.58088897
0.02105777	24.05873224
0.02105878	21.59288621
0.02105928	20.60130458
0.02106029	18.96443133
0.0210608	18.28992589
0.02106181	17.18620207
0.02106281	16.3287582
0.02106483	15.08097438
0.02106786	13.92959932
0.02107088	13.2391982
0.02107593	12.57217087
0.02107996	12.25865365
0.02108602	11.96807214
0.02109812	11.67378679
0.02111023	11.53335694
0.02112637	11.43513554
0.02114251	11.38012965
0.02116672	11.33272283
0.02121515	11.28421187
0.02124743	11.26519036
0.021312	11.23858579
0.02137656	11.21863239
0.0215057	11.1861493
0.0216994	11.14429048
0.02208681	11.0688585
0.0224742	10.99813351
0.02260334	10.9751199
0.02286161	10.92944307
0.02299074	10.90633209
0.02302302	10.90033762
0.02305531	10.89401195
0.02307145	10.89054755
0.02308759	10.88658657
0.02309566	10.88424827
0.02309969	10.88294657
0.02310373	10.88160314
0.02310776	10.88068453
0.02310978	10.88171396
0.02311079	10.88503985
0.0231118	10.89676289
0.0231123	10.910299
0.02311281	10.93441596
0.02311331	10.97418372
0.02311382	11.03972293
0.02311483	11.28848326
0.02311584	11.77434267
0.02311685	12.54218882
0.02311786	13.49180977
0.02311887	14.34341334
0.02311937	14.61943545
0.02311955	14.68500919
0.02312	14.76120586
0.0231205	14.6938627
0.02312126	14.3106927
0.0231224	13.33236851
0.02312316	12.62837521
0.02312392	12.02318664
0.02312468	11.57155994
0.02312544	11.27345322
0.02312621	11.09520051
0.02312697	11.00074011
0.02312773	10.9532817
0.02312849	10.93021753
0.02312925	10.91871546
0.02313077	10.90837744
0.0231323	10.90315203
0.02313534	10.89700686
0.02313839	10.89330669
0.02314448	10.8887561
0.02315057	10.88576097
0.02315666	10.88352399
0.02316885	10.88002187
0.02319322	10.87445453
0.02321759	10.86956696
0.02331507	10.85153116
0.02351003	10.81610809
0.02375372	10.76630699
0.0238512	10.72510465
0.02386338	10.71090733
0.02386947	10.7001672
0.02387557	10.68412816
0.02388166	10.65833329
0.0238847	10.63763654
0.02388775	10.60514099
0.02388927	10.58107712
0.02389003	10.56577938
0.02389079	10.54752598
0.02389155	10.52584299
0.02389231	10.5010063
0.02389307	10.47530898
0.02389384	10.45486647
0.0238946	10.45285736
0.02389536	10.48844241
0.02389612	10.58505961
0.02389765	11.02593278
0.02389984	11.92564402
0.02390002	11.97980518
0.02390054	12.09771594
0.0239017	12.13307658
0.02390334	11.78191956
0.023904	11.59982108
0.02390532	11.29572044
0.02390597	11.19064179
0.02390663	11.11189539
0.02390729	11.055347
0.02390795	11.01478292
0.02390861	10.98507454
0.02390927	10.96252742
0.02390993	10.94470694
0.02391059	10.93009226
0.02391322	10.8897164
0.02391585	10.86467222
0.02392112	10.83413511
0.02392638	10.81555235
0.02394218	10.78727836
0.02400537	10.75074716
0.02402644	10.74422768
0.02432133	10.68162512
0.02448984	10.65000338
0.02474261	10.60661585
0.02482686	10.59619137
0.02493218	10.59400485
0.02499537	10.60845972
0.02505856	10.65812858
0.02511122	10.78125809
0.02515335	11.06585404
0.02517968	11.53440758
0.02519548	12.1350534
0.02520338	12.63720471
0.02520865	13.1064784
0.02521655	14.13794713
0.02521918	14.61168603
0.02522444	15.86219504
0.02522708	16.69982259
0.02522971	17.72869859
0.02523234	19.00878267
0.02523497	20.61726431
0.02523629	21.58316436
0.02523761	22.67936376
0.02524024	25.33647032
0.02524156	26.95545682
0.02524419	30.88629025
0.02524551	33.26967485
0.02524815	38.96317819
0.02524963	42.69109107
0.02525555	59.00686912
0.02525703	62.17769975
0.02525851	64.31531149
0.02526	65.162914
0.02526148	64.60633391
0.02526296	62.73637644
0.02526444	59.79509213
0.02527036	43.98172599
0.02527185	40.2656018
0.02527356	36.44452213
0.02527527	33.12304441
0.02527698	30.27674427
0.0252787	27.8424867
0.02528041	25.79015436
0.02528213	24.03845894
0.02528384	22.55688612
0.02528556	21.2841847
0.02528899	19.25746632
0.0252907	18.44671887
0.02529413	17.11908876
0.02529928	15.66993814
0.02530614	14.37286403
0.02530957	13.89842676
0.02531643	13.17898924
0.02532672	12.46534772
0.025337	12.00548519
0.02534729	11.69281073
0.02536787	11.29930985
0.02540902	10.92548358
0.02546389	10.71577022
0.0255462	10.57587608
0.02568338	10.46371016
0.02582056	10.38936683
0.02604004	10.28032893
0.02614979	10.21979103
0.02642414	10.01365833
0.02661619	9.75423979
0.02673965	9.442886382
0.02682196	9.06714297
0.02688369	8.566679498
0.02692484	7.99461291
0.02693856	7.725953417
0.02695914	7.209336958
0.02697972	6.517547061
0.02699687	5.878038285
0.0270003	5.786751522
0.02700544	5.735840471
0.02700887	5.811993682
0.02701059	5.905187739
0.0270123	6.048845197
0.02701402	6.260001145
0.02701573	6.556130976
0.02701745	6.966915655
0.02701916	7.52135589
0.02702088	8.269606247
0.02702259	9.257604581
0.02702431	10.56530467
0.02702602	12.25942047
0.02702688	13.28835309
0.02702774	14.4507227
0.02702927	16.87836187
0.0270308	19.79567569
0.02703233	23.19976618
0.02703387	27.05172837
0.0270354	31.15426065
0.02703693	35.29982448
0.02703846	39.1952186
0.02704	42.55368629
0.02704153	45.07390112
0.02704306	46.62784287
0.02704459	47.19515009
0.02704613	46.87567701
0.02704766	45.86376653
0.02704919	44.37386654
0.02705393	38.55016778
0.02705896	32.80630918
0.02706399	28.45029481
0.02706734	26.22678006
0.02707237	23.64474357
0.02707908	21.18718425
0.02708243	20.24439945
0.02708913	18.75180375
0.02709584	17.63085809
0.0271059	16.40151333
0.02711595	15.51938966
0.02713272	14.50301542
0.02714613	13.93387291
0.02716624	13.3212276
0.02718636	12.88643991
0.02721318	12.47286909
0.02728023	11.85420949
0.0273741	11.4124479
0.0275082	11.08503343
0.02769594	10.83950499
0.02796415	10.6389047
0.02833964	10.45892354
0.0285542	10.37494732
0.02860784	10.35446916
0.02866148	10.33397119
0.0286883	10.32415118
0.02871512	10.31684193
0.02872853	10.31768159
0.02873523	10.32233672
0.02874194	10.33519452
0.02874864	10.36793327
0.02875199	10.40454519
0.02875535	10.47871645
0.02875702	10.54721497
0.0287587	10.6652836
0.02876038	10.89745716
0.02876206	11.4231208
0.02876289	11.90603489
0.02876373	12.63926049
0.02876457	13.69332162
0.02876541	15.11334622
0.02876667	17.84340891
0.02876772	20.30341125
0.02876877	22.32683653
0.02876953	23.17332637
0.02877	23.35431173
0.0287703	23.32359261
0.02877107	22.73872114
0.02877169	21.80614986
0.02877238	20.42483866
0.02877401	16.72036052
0.02877447	15.76684559
0.0287754	14.13625622
0.02877587	13.47833783
0.0287768	12.48544316
0.02877773	11.82931888
0.02877866	11.40978891
0.02878051	10.96749254
0.02878237	10.75893903
0.02878609	10.56819457
0.0287898	10.48059031
0.02879723	10.39835058
0.02880095	10.37683368
0.02880838	10.34904238
0.02881581	10.33154424
0.02883067	10.31001891
0.02884553	10.29599326
0.02889011	10.26833295
0.02891983	10.25379105
0.02894955	10.24191928
0.02896441	10.23988515
0.02897184	10.24271992
0.02897927	10.25330022
0.0289867	10.28331527
0.02899041	10.31857738
0.02899413	10.3915223
0.02899784	10.57695306
0.0289997	10.81386494
0.02900063	11.03744441
0.02900156	11.40670962
0.02900248	12.01948923
0.02900341	13.04276821
0.02900387	13.75571343
0.02900434	14.6559385
0.0290048	15.72193876
0.02900527	17.00817424
0.02900573	18.4547583
0.02900666	21.83883126
0.02900736	24.57768146
0.02900852	28.65069187
0.02900924	30.34033294
0.02901	31.05654766
0.02901025	31.0254029
0.02901088	30.36662245
0.02901135	29.38049886
0.02901187	27.88981202
0.02901411	19.66969473
0.02901446	18.5023522
0.02901515	16.48826917
0.02901584	14.88578909
0.02901653	13.67445927
0.02901722	12.79468899
0.02901791	12.17307989
0.0290186	11.73982879
0.02901929	11.43754405
0.02902067	11.06799167
0.02902205	10.86139636
0.02902481	10.64196241
0.02902757	10.52712652
0.0290331	10.41017474
0.02903862	10.35250638
0.02904966	10.29513607
0.02907728	10.24421431
0.02908833	10.2344964
0.02911042	10.22362865
0.02912147	10.22301182
0.02914357	10.24471334
0.02914909	10.26174512
0.02916013	10.3418339
0.02916842	10.5235306
0.02917256	10.74567731
0.02917671	11.26448158
0.02917809	11.60118638
0.02917947	12.11984267
0.02918016	12.48831557
0.02918085	12.96334941
0.02918154	13.57980656
0.02918223	14.38017225
0.02918292	15.41208966
0.02918361	16.7224155
0.0291843	18.34699968
0.02918499	20.2965357
0.02918602	23.73126588
0.02918706	27.5141407
0.02918832	31.61861758
0.02918916	33.447292
0.02918944	33.82323242
0.02919	34.17726972
0.02919056	33.9832337
0.02919084	33.68474699
0.02919196	31.32369731
0.02919285	28.50110423
0.02919439	23.0845046
0.02919531	20.19164098
0.02919593	18.53025764
0.02919655	17.12181982
0.02919717	15.95635237
0.02919778	15.02255667
0.0291984	14.25818452
0.02919902	13.6469817
0.02919964	13.15823038
0.02920087	12.45226585
0.02920211	11.97545868
0.02920458	11.40084988
0.02920952	10.87122655
0.02921693	10.5603381
0.02922681	10.39498546
0.02924162	10.29323453
0.0292515	10.25854222
0.02927126	10.2170897
0.02929101	10.19215829
0.02933053	10.15959593
0.02935029	10.14712649
0.0293898	10.12545074
0.02942932	10.10758647
0.02944907	10.10321502
0.02945895	10.10543663
0.02946883	10.11555591
0.02947871	10.14840575
0.02948365	10.18680722
0.02948859	10.26448811
0.02949106	10.33495132
0.029496	10.64188253
0.02949847	11.03018718
0.0294997	11.39107324
0.02950094	11.99747693
0.02950155	12.44254527
0.02950217	13.0393228
0.02950279	13.82449582
0.02950341	14.84484553
0.02950402	16.12136792
0.02950464	17.72800341
0.02950526	19.65465056
0.02950855	31.96396906
0.02950937	33.76147292
0.02951	34.28883862
0.02951041	34.19676562
0.02951144	32.52484703
0.02951204	30.76681188
0.02951262	28.70550273
0.02951438	21.91775594
0.02951478	20.52460637
0.02951556	18.14268037
0.02951595	17.13218691
0.02951634	16.24176049
0.02951712	14.79558629
0.02951791	13.71960084
0.02951869	12.95327472
0.02951947	12.4009267
0.02952104	11.69698851
0.0295226	11.29409621
0.02952573	10.86162661
0.02953356	10.45722654
0.02953983	10.33179746
0.02955549	10.20414797
0.02956176	10.17923155
0.02957428	10.14589276
0.02958681	10.12382586
0.02959934	10.10784337
0.02963692	10.07595762
0.02968704	10.0470765
0.02976221	10.01256684
0.02991256	9.951203638
0.03011302	9.870637017
0.03091486	9.481123916
0.03151624	9.031544394
0.03201739	8.41491225
0.03221785	8.047221481
0.03236819	7.695462877
0.03259371	6.984044204
0.03266888	6.680840583
0.03269394	6.599860034
0.03270333	6.646470816
0.03270647	6.733955884
0.03270803	6.829419753
0.0327096	7.020327927
0.03271038	7.189047734
0.03271116	7.447139127
0.03271194	7.843856288
0.03271273	8.455301231
0.03271351	9.346543983
0.03271429	10.60201784
0.03271507	12.27232979
0.03271546	13.26296294
0.03271625	15.53718009
0.03271743	19.24472215
0.03271801	20.95245661
0.0327186	22.42529438
0.03271925	23.57963898
0.03272	24.13439473
0.03272025	24.11683932
0.03272087	23.63916176
0.03272134	22.89545365
0.03272186	21.7524996
0.03272308	18.25089124
0.03272412	15.08439567
0.03272447	14.09844778
0.03272517	12.33415784
0.03272587	10.88832535
0.03272657	9.763054055
0.03272726	8.933417465
0.03272796	8.322991662
0.03272866	7.889867798
0.03272936	7.584533237
0.03273075	7.212828122
0.03273215	7.005664083
0.03273494	6.786864051
0.03273773	6.667286486
0.03274889	6.454940596
0.03277678	6.232165935
0.03284373	5.776571656
0.03286604	5.526525907
0.03287162	5.426891323
0.03287999	5.201108555
0.03288557	4.919739304
0.03288836	4.677948322
0.03288975	4.509370219
0.03289115	4.30701653
0.03289254	4.125215484
0.03289324	4.087715935
0.03289394	4.132425216
0.03289463	4.302666476
0.03289533	4.652817734
0.03289603	5.223215851
0.03289673	6.032506321
0.03289742	7.046027702
0.03289812	8.230368894
0.03289882	9.466984956
0.03289988	11.14529048
0.03290018	11.52516381
0.03290074	12.07672133
0.03290114	12.33115988
0.03290182	12.48653365
0.03290236	12.37588048
0.03290263	12.25269489
0.03290371	11.43058575
0.03290586	9.341007811
0.03290694	8.519710123
0.03290802	7.92858111
0.0329091	7.523586585
0.03291017	7.247900584
0.03291125	7.049431503
0.03291341	6.783477134
0.03291773	6.479300308
0.03292636	6.183611094
0.0329393	5.972622462
0.03295225	5.857646292
0.03296951	5.767003215
0.03300403	5.715415609
0.03303855	5.834389717
0.0330558	5.979567064
0.03307306	6.202699225
0.03309032	6.526005304
0.03310758	6.978688241
0.03312484	7.598475161
0.0331421	8.433286844
0.03315936	9.542448551
0.03317662	10.99583644
0.03319329	12.79968957
0.03320996	15.0656052
0.03322663	17.84076596
0.03324331	21.12708201
0.03327665	28.77757397
0.03329332	32.6399475
0.03331	36.05838997
0.03332667	38.69815003
0.03334334	40.3662037
0.03336001	41.04571627
0.03337669	40.86913692
0.03339336	40.04036432
0.0334267	37.31868797
0.03346251	33.95301528
0.03351992	29.18348977
0.03357733	25.61475804
0.0336156	23.79550264
0.03367301	21.6806446
0.03374956	19.65574838
0.03378783	18.87658267
0.03386437	17.63930382
0.03394092	16.70586776
0.03405574	15.67447449
0.03417055	14.92755029
0.03428537	14.36266003
0.03443846	13.79353852
0.03455328	13.46011316
0.03459156	13.36410961
0.03461069	13.32189051
0.03462026	13.30478113
0.03462983	13.29491933
0.0346394	13.30223882
0.03464418	13.32297387
0.03465136	13.42156117
0.03465375	13.50226861
0.03465614	13.64604486
0.03465854	13.93897908
0.03465973	14.20792743
0.03466093	14.64345841
0.03466212	15.34228128
0.03466332	16.44979686
0.03466391	17.18066851
0.03466451	18.0605691
0.03466571	20.20031118
0.03466781	24.36528302
0.03466858	25.57118903
0.03466952	26.46776918
0.03467	26.62470717
0.03467047	26.56768462
0.03467165	25.55896106
0.03467251	24.20814176
0.03467439	20.55961762
0.03467501	19.41671368
0.03467626	17.47884982
0.03467689	16.71504382
0.03467814	15.59099605
0.03467939	14.87468663
0.03468064	14.42560811
0.03468189	14.13745391
0.03468439	13.80661185
0.03468689	13.62662309
0.03469189	13.43776833
0.03469689	13.33971977
0.03470689	13.23488189
0.0347119	13.20281319
0.03473191	13.11872573
0.03475192	13.06168236
0.03477192	13.01415523
0.03483195	12.8941505
0.034952	12.69531704
0.03507205	12.52740613
0.03547221	12.10457164
0.03595241	11.76129911
0.0364326	11.51464566
0.03651263	11.47957364
0.03675273	11.38194138
0.0369128	11.3230404
0.03699283	11.29749675
0.03705285	11.28453229
0.03711287	11.29387981
0.03714288	11.33110536
0.0371729	11.46143988
0.0371829	11.56620517
0.03719791	11.90546471
0.03720541	12.27315964
0.03721292	12.99832269
0.03721542	13.39540887
0.03721792	13.92974464
0.03722042	14.66896363
0.03722292	15.72012372
0.03722542	17.2548831
0.03722667	18.28156041
0.03722792	19.53398885
0.03722917	21.05463333
0.03723042	22.87933624
0.03723167	25.02318453
0.03723293	27.48096095
0.03723734	36.40800687
0.03723823	37.64214666
0.03723911	38.46011497
0.03724	38.82025078
0.03724088	38.69011613
0.03724176	38.09065999
0.03724264	37.07174901
0.03724397	34.91325195
0.03724618	30.48694305
0.03724892	25.19880262
0.03724985	23.67653668
0.0372517	21.13540705
0.03725356	19.17596304
0.03725449	18.38330558
0.03725634	17.10048139
0.03725913	15.71375983
0.03726377	14.28903886
0.03726749	13.58788159
0.03727306	12.92174368
0.03728049	12.40674789
0.03729163	11.99021806
0.03729906	11.82815088
0.03732134	11.56490941
0.03734363	11.44136911
0.03738077	11.33907432
0.03741049	11.29315877
0.03748478	11.22718318
0.03760364	11.16759172
0.03778192	11.10606347
0.03796021	11.05542814
0.03843564	10.93984663
0.03879221	10.86125565
0.03891107	10.83474343
0.0389705	10.82068674
0.03902993	10.8052055
0.03905964	10.79649844
0.0390745	10.79188751
0.03908936	10.78743863
0.03910421	10.78447601
0.03911164	10.78532235
0.03911907	10.79155885
0.0391265	10.81249628
0.03913021	10.83921133
0.03913393	10.8985325
0.03913764	11.06865985
0.0391395	11.30974511
0.03914043	11.53785621
0.03914136	11.89681992
0.03914228	12.44483957
0.03914321	13.26861721
0.03914414	14.42970499
0.03914507	15.95327701
0.039146	17.78605424
0.03914739	20.73229179
0.03914855	22.7976183
0.03914909	23.4605525
0.03914984	23.9519087
0.0391503	23.98139947
0.03915121	23.43326004
0.03915238	21.74240311
0.03915435	17.79553468
0.03915513	16.32406143
0.03915592	15.0444821
0.0391567	14.02288219
0.03915749	13.22650271
0.03915827	12.64431765
0.03915906	12.21930844
0.03916063	11.70674333
0.0391622	11.44145246
0.03916378	11.28982871
0.03916692	11.12747317
0.03917321	10.98625778
0.03917636	10.95025511
0.03918265	10.90505418
0.03918894	10.87783846
0.03920152	10.84666206
0.0392141	10.82864477
0.03922668	10.81689475
0.03925184	10.80137738
0.03927699	10.79060509
0.03930215	10.78208837
0.03935247	10.76812918
0.03940278	10.75609877
0.03955374	10.72424131
0.03975501	10.68510659
0.04035882	10.57275656
0.04126453	10.39868618
0.04156644	10.33463341
0.04186834	10.26490018
0.04196898	10.2405332
0.04206961	10.21727669
0.04214509	10.20479951
0.04217025	10.20374216
0.04222056	10.21494332
0.0422583	10.25541225
0.04228975	10.3597845
0.04230233	10.45127402
0.0423212	10.73244952
0.04233063	11.01968483
0.04234007	11.54866485
0.04234636	12.17575392
0.04235107	12.93127896
0.04235579	14.14988171
0.04235736	14.71862419
0.04236051	16.24279736
0.04236208	17.26345052
0.04236365	18.52030552
0.04236523	20.08428966
0.0423668	22.00370672
0.04236837	24.35389675
0.04236994	27.18041983
0.04237258	32.93846676
0.04237523	39.25196624
0.04237682	42.57314221
0.04237788	44.28872761
0.04237894	45.44912286
0.04238	45.9613772
0.04238106	45.7868868
0.04238212	44.9480066
0.04238318	43.5236322
0.04238477	40.56119739
0.04238848	32.23799484
0.04238998	29.11756396
0.04239148	26.37128334
0.04239298	24.02904713
0.04239448	22.06876178
0.04239598	20.4436369
0.04239748	19.10008016
0.04239898	17.98733728
0.04240049	17.05589252
0.04240349	15.62919333
0.04240499	15.07521238
0.042408	14.19169448
0.04241251	13.26204193
0.04241851	12.46047978
0.04242752	11.74482238
0.04243654	11.32757932
0.04245456	10.87858692
0.0424846	10.55533656
0.04252064	10.38815246
0.04255669	10.30104148
0.04260476	10.23231829
0.04267685	10.16925949
0.04282104	10.08924909
0.04315749	9.946564376
0.04334974	9.862698286
0.04383037	9.603221059
0.04411875	9.385171028
0.04440712	9.077985228
0.04464744	8.697911234
0.04479163	8.373951904
0.04493582	7.927622136
0.04508001	7.278220361
0.0451521	6.835396724
0.04522419	6.287409674
0.0453083	5.538918427
0.04533233	5.339768469
0.04536839	5.150249073
0.0453804	5.149446399
0.04539242	5.203986177
0.04540443	5.337173864
0.04541645	5.58194862
0.04542846	5.976801536
0.04543447	6.248769941
0.04544048	6.589097793
0.04544649	7.004843596
0.0454525	7.508586022
0.04545851	8.11496745
0.04546452	8.846917696
0.04547395	10.2699974
0.04548339	12.08192477
0.04549282	14.33351131
0.04550226	17.04000149
0.04554	29.85861505
0.04554943	32.29482611
0.04555887	33.95364946
0.0455683	34.79044004
0.04557774	34.89362051
0.04558717	34.40767772
0.04560604	32.44318901
0.04563182	29.10087805
0.04565634	26.17383051
0.04568087	23.75660105
0.04569722	22.41363641
0.04572992	20.21937697
0.04576261	18.47841269
0.04579531	16.9588625
0.04582801	15.29154821
0.04584027	14.41559727
0.04585048	13.36426589
0.04585457	12.77745126
0.04586071	11.55350475
0.04586275	11.00791749
0.04586683	9.643523815
0.04586888	8.912065558
0.0458699	8.632624826
0.04587092	8.505173532
0.04587194	8.645160344
0.04587245	8.861018064
0.04587297	9.20951144
0.04587348	9.698478465
0.04587399	10.35300079
0.0458745	11.18993751
0.04587501	12.22156892
0.04587552	13.45380379
0.04587603	14.8845346
0.04587654	16.50234326
0.04587706	18.32218536
0.04587926	26.98598217
0.04588	29.76944916
0.04588073	32.18695629
0.04588183	34.9480561
0.04588294	36.465569
0.04588411	36.71183577
0.04588529	35.83627324
0.04588706	33.32139521
0.04588883	30.46967204
0.04589001	28.7510745
0.04589119	27.2720481
0.04589355	25.00574776
0.04589473	24.15043204
0.04589709	22.82260719
0.04590181	21.09017086
0.04590653	19.99640219
0.04591361	18.92902442
0.04592069	18.21903679
0.04593485	17.29531252
0.04595845	16.38416378
0.04598677	15.69802269
0.04601509	15.20890696
0.04605284	14.71548653
0.04610948	14.16462431
0.04626051	13.2301699
0.04627939	13.14463876
0.0463549	12.84535397
0.04639266	12.71849235
0.04641154	12.66320059
0.04643042	12.62048886
0.04643986	12.61130547
0.0464493	12.62243175
0.04645402	12.6440829
0.04646346	12.77301131
0.04647054	13.1002893
0.0464729	13.34371529
0.04647526	13.75504814
0.04647644	14.0738147
0.04647762	14.51736215
0.0464788	15.14578092
0.04647998	16.04248715
0.04648116	17.31074237
0.04648175	18.1177185
0.04648234	19.05489558
0.04648352	21.33991579
0.04648529	25.66720336
0.04648742	31.16862401
0.04648889	33.85788909
0.04649	34.69180511
0.04649073	34.58086755
0.0464911	34.32603011
0.04649257	32.16436183
0.04649387	29.19466396
0.04649527	25.65000415
0.04649621	23.40018151
0.04649668	22.36666367
0.04649761	20.54481851
0.04649855	19.02162252
0.04649948	17.81397333
0.04650042	16.85592446
0.04650135	16.11987426
0.04650229	15.542893
0.04650416	14.74220352
0.04650603	14.22942024
0.04650977	13.63136948
0.04651912	13.01768325
0.04653035	12.74122699
0.04653783	12.64199618
0.0465528	12.51649274
0.04656776	12.43655437
0.04658273	12.3765823
0.04661267	12.28424341
0.0466426	12.21048155
0.04670247	12.08868445
0.04679227	11.94009465
0.04697188	11.70898662
0.04745082	11.30618908
0.04786989	11.07578782
0.04816923	10.9422133
0.0482291	10.91601946
0.04828897	10.8883897
0.0483189	10.87327265
0.04833387	10.86516951
0.04834884	10.85677049
0.0483638	10.84889597
0.04837128	10.84646295
0.04837877	10.84810067
0.04838625	10.86194799
0.04838999	10.88363774
0.04839374	10.93692128
0.04839561	10.99429832
0.04839748	11.10860932
0.04839935	11.36619208
0.04840028	11.60302143
0.04840122	11.9640018
0.04840215	12.48619773
0.04840309	13.22480688
0.04840402	14.1919558
0.04840542	16.06498897
0.048408	19.85053181
0.04840903	20.86758355
0.04841	21.28423078
0.04841129	20.91750023
0.0484122	20.09205074
0.04841312	18.9265727
0.04841435	17.14051297
0.0484162	14.67264483
0.04841742	13.46690658
0.04841865	12.62136141
0.04841988	12.07559279
0.04842111	11.73693346
0.04842356	11.39385742
0.04842602	11.23776495
0.04843093	11.09271439
0.04843584	11.02160891
0.04844075	10.98062855
0.04845058	10.93428062
0.0484604	10.90759545
0.04847023	10.89031052
0.04848988	10.86752555
0.04850952	10.85168393
0.04852917	10.83919317
0.04856847	10.81872204
0.04860776	10.80105646
0.04872565	10.75402567
0.04896142	10.66478513
0.04911861	10.6012108
0.04931509	10.50559563
0.04943298	10.42760703
0.04947227	10.39465866
0.04951157	10.35604512
0.04955086	10.30947825
0.04959016	10.25079919
0.04960981	10.21503703
0.04962946	10.17517195
0.04963928	10.15679099
0.04964419	10.15156224
0.04964911	10.15599888
0.04965402	10.19243657
0.04965647	10.25616077
0.04965893	10.44410594
0.04966015	10.65545261
0.04966138	11.02348598
0.04966261	11.62376895
0.04966384	12.52197161
0.04966507	13.72628734
0.0496663	15.13764656
0.04966814	17.1236235
0.04966907	17.79073261
0.04966984	18.06465295
0.04967	18.08621687
0.04967124	17.83517743
0.04967225	17.14207356
0.04967327	16.13870428
0.04967463	14.62317229
0.04967667	12.64296252
0.04967802	11.7474072
0.04967938	11.16444405
0.04968074	10.8131641
0.0496821	10.60534233
0.04968481	10.39569232
0.04968753	10.29257734
0.04969297	10.18261528
0.0496984	10.11690972
0.04970384	10.06865033
0.04971471	9.990169584
0.04973645	9.838513069
0.04975819	9.645427933
0.04977992	9.356096525
0.04979622	9.003326214
0.04981253	8.3915634
0.04981796	8.077325253
0.04982611	7.414862031
0.04982883	7.128181773
0.04983427	6.494834235
0.04983698	6.28653213
0.04983834	6.307812919
0.0498397	6.502488163
0.04984038	6.695940812
0.04984106	6.973377154
0.04984174	7.350929731
0.04984242	7.844543605
0.0498431	8.468585952
0.04984378	9.234140192
0.04984446	10.14711647
0.04984514	11.2063883
0.04984635	13.41692245
0.04984817	17.23527203
0.04985	20.95105346
0.04985121	22.90367933
0.04985243	24.24108426
0.04985303	24.6411465
0.04985425	24.94613014
0.04985486	24.86871881
0.04985661	24.01064025
0.04985748	23.35325156
0.04986011	21.1023108
0.04986273	19.1092813
0.04986536	17.59377179
0.04986711	16.81793489
0.04987062	15.65741554
0.04987588	14.52997275
0.04988289	13.61900411
0.0498899	13.04185959
0.04990041	12.49069821
0.04991794	11.96520383
0.04993897	11.61227735
0.04998103	11.25046267
0.05002309	11.06191067
0.05006515	10.94435666
0.05016329	10.78373063
0.05030349	10.65751931
0.05041564	10.58912642
0.05047172	10.56045531
