E(MeV)	pendfb7/Sm149:1	
8.33474E-06	89.3988776	
8.33592E-06	89.7480531	
8.33956E-06	90.8240182	
8.34320E-06	91.8999874	
8.34566E-06	92.6295604	
8.34684E-06	93.0049019	
8.34756E-06	93.2383696	
8.35048E-06	94.1773828	
8.35411E-06	95.3515124	
8.35775E-06	96.525646	
8.36039E-06	97.3769173	
8.36139E-06	97.7022774	
8.36229E-06	97.9947849	
8.36503E-06	98.9618288	
8.36867E-06	100.246446	
8.37231E-06	101.531068	
8.37322E-06	101.851959	
8.37595E-06	102.823226	
8.37892E-06	103.880147	
8.38141E-06	104.846743	
8.38605E-06	106.64886	
8.38687E-06	106.970108	
8.39232E-06	109.107661	
8.39673E-06	110.834639	
8.39887E-06	111.754683	
8.39960E-06	112.071425	
8.40688E-06	115.228447	
8.41170E-06	117.318577	
8.41416E-06	118.394782	
8.41455E-06	118.565791	
8.42453E-06	123.296683	
8.42508E-06	123.55999	
8.42643E-06	124.206573	
8.43830E-06	130.283647	
8.43949E-06	130.934532	
8.44327E-06	133.027732	
8.45018E-06	136.852824	
8.45446E-06	139.392618	
8.46206E-06	143.948177	
8.46443E-06	145.478417	
8.47238E-06	150.638901	
8.47393E-06	151.644453	
8.47441E-06	151.979148	
8.48438E-06	159.059858	
8.48819E-06	161.779201	
8.49436E-06	166.624151	
8.50244E-06	173.011446	
8.50434E-06	174.665397	
8.51384E-06	183.000842	
8.51669E-06	185.522805	
8.52334E-06	191.909215	
8.52619E-06	194.66994	
8.53284E-06	201.563315	
8.53569E-06	204.544007	
8.54234E-06	212.000529	
8.54519E-06	215.225654	
8.55184E-06	223.309737	
8.55470E-06	226.807381	
8.56135E-06	235.593166	
8.56420E-06	239.395675	
8.57085E-06	248.968952	
8.57370E-06	253.113773	
8.58035E-06	263.5743	
8.58320E-06	268.099894	
8.58795E-06	276.280259	
8.59270E-06	284.531058	
8.59555E-06	289.916388	
8.60220E-06	302.591945	
8.60315E-06	304.568297	
8.61075E-06	320.519349	
8.61170E-06	322.532885	
8.61835E-06	337.958778	
8.62120E-06	344.636175	
8.62596E-06	356.80381	
8.62976E-06	366.637817	
8.63356E-06	377.322899	
8.63736E-06	388.121429	
8.64116E-06	399.832591	
8.64496E-06	411.664412	
8.64781E-06	421.318175	
8.65256E-06	437.567189	
8.65446E-06	444.662254	
8.66016E-06	466.163911	
8.66111E-06	470.090301	
8.66776E-06	497.862053	
8.66776E-06	497.862095	
8.67346E-06	524.003694	
8.67441E-06	528.693673	
8.67916E-06	552.375041	
8.67940E-06	553.652669	
8.68439E-06	580.716211	
8.68486E-06	583.318491	
8.68938E-06	609.862597	
8.68961E-06	611.273453	
8.69437E-06	641.643001	
8.69532E-06	647.780365	
8.69959E-06	677.773713	
8.70102E-06	687.880785	
8.70482E-06	717.227873	
8.70672E-06	732.065627	
8.71004E-06	760.412486	
8.71242E-06	780.891669	
8.71527E-06	807.787911	
8.71812E-06	834.997793	
8.72049E-06	859.577655	
8.72239E-06	879.4459	
8.72441E-06	902.101578	
8.72667E-06	927.65266	
8.72833E-06	947.882066	
8.73095E-06	979.962812	
8.73225E-06	997.14455	
8.73475E-06	1030.25082	
8.73617E-06	1050.61905	
8.73950E-06	1098.6395	
8.74092E-06	1120.99644	
8.74425E-06	1173.68212	
8.74449E-06	1177.77358	
8.74805E-06	1239.66488	
8.74900E-06	1256.31923	
8.75161E-06	1306.10793	
8.75375E-06	1347.20772	
8.75517E-06	1377.00565	
8.75850E-06	1447.14364	
8.75874E-06	1452.59251	
8.76230E-06	1535.02528	
8.76325E-06	1557.20768	
8.76586E-06	1623.49108	
8.76800E-06	1678.20517	
8.76943E-06	1717.73509	
8.77251E-06	1804.12713	
8.77299E-06	1818.46029	
8.77608E-06	1912.36317	
8.77679E-06	1934.21939	
8.77988E-06	2035.99109	
8.78107E-06	2075.49593	
8.78368E-06	2168.76743	
8.78534E-06	2228.65668	
8.78748E-06	2311.16776	
8.78962E-06	2394.40126	
8.79128E-06	2463.64833	
8.79389E-06	2573.38956	
8.79508E-06	2626.63994	
8.79817E-06	2766.22691	
8.79888E-06	2800.53623	
8.80244E-06	2973.4411	
8.80268E-06	2985.64755	
8.80624E-06	3170.09177	
8.81123E-06	3446.41055	
8.81622E-06	3743.57684	
8.82121E-06	4061.54974	
8.82620E-06	4399.92554	
8.83119E-06	4757.89057	
8.83641E-06	5152.53179	
8.84425E-06	5777.61084	
8.85209E-06	6436.70191	
8.85446E-06	6637.27512	
8.87109E-06	8070.62491	
8.87537E-06	8426.28917	
8.87964E-06	8779.42705	
8.88392E-06	9112.8764	
8.88606E-06	9277.97406	
8.89019E-06	9574.48266	
8.89218E-06	9715.92098	
8.89618E-06	9972.29452	
8.89817E-06	10098.4525	
8.90216E-06	10319.764	
8.90416E-06	10428.3447	
8.90682E-06	10551.0125	
8.90948E-06	10670.7989	
8.91214E-06	10767.7946	
8.91480E-06	10861.7172	
8.91670E-06	10910.808	
8.92050E-06	11004.1558	
8.92240E-06	11025.9389	
8.92932E-06	11092.714	
8.93068E-06	11087.2593	
8.93532E-06	11060.8813	
8.94102E-06	10959.9654	
8.94710E-06	10780.2724	
8.95318E-06	10530.5748	
8.95888E-06	10238.2319	
8.96459E-06	9895.64611	
8.97067E-06	9480.67153	
8.97485E-06	9167.52109	
8.97903E-06	8849.5059	
8.98321E-06	8508.42605	
8.98796E-06	8116.83346	
9.00934E-06	6293.82621	
9.01171E-06	6097.64475	
9.01646E-06	5706.8859	
9.01884E-06	5518.92987	
9.02288E-06	5201.10937	
9.02454E-06	5076.44561	
9.02953E-06	4704.92744	
9.03119E-06	4587.30687	
9.03452E-06	4353.80341	
9.03618E-06	4242.75239	
9.03950E-06	4022.24428	
9.04117E-06	3917.89025	
9.04449E-06	3710.82902	
9.04615E-06	3613.42772	
9.04972E-06	3406.28729	
9.04996E-06	3393.25026	
9.05352E-06	3199.14831	
9.05423E-06	3162.25584	
9.05732E-06	3003.70342	
9.05851E-06	2945.87294	
9.06112E-06	2819.73771	
9.06278E-06	2743.76878	
9.06492E-06	2646.9617	
9.06706E-06	2555.50621	
9.06872E-06	2485.02492	
9.07133E-06	2380.56686	
9.07252E-06	2333.53079	
9.07561E-06	2218.36608	
9.07632E-06	2192.04369	
9.07988E-06	2068.74561	
9.08060E-06	2044.33261	
9.08440E-06	1923.47014	
9.08535E-06	1893.57924	
9.08915E-06	1783.18908	
9.09010E-06	1755.90156	
9.09390E-06	1655.24055	
9.09485E-06	1630.36148	
9.09865E-06	1538.66277	
9.09960E-06	1516.00151	
9.10340E-06	1432.52066	
9.10435E-06	1411.89146	
9.10815E-06	1335.91514	
9.10910E-06	1317.14115	
9.11290E-06	1247.99342	
9.11385E-06	1230.90647	
9.11765E-06	1167.50917	
9.11777E-06	1165.54921	
9.12169E-06	1105.45157	
9.12240E-06	1094.64275	
9.12668E-06	1034.71973	
9.12704E-06	1029.78517	
9.13167E-06	970.462046	
9.13167E-06	970.461927	
9.13630E-06	916.182808	
9.13666E-06	912.309488	
9.14093E-06	866.40076	
9.14164E-06	859.293602	
9.14556E-06	820.673353	
9.14663E-06	811.100092	
9.15162E-06	766.958637	
9.15328E-06	752.404418	
9.15661E-06	726.22118	
9.15946E-06	704.061445	
9.16326E-06	677.07503	
9.16563E-06	660.445028	
9.16991E-06	632.937562	
9.17134E-06	623.88153	
9.17537E-06	600.161593	
9.17704E-06	590.508323	
9.18179E-06	564.949557	
9.18274E-06	559.8998	
9.18820E-06	532.930338	
9.18844E-06	531.771394	
9.19461E-06	504.03862	
9.19604E-06	497.722237	
9.20316E-06	468.901616	
9.20364E-06	467.007764	
9.21124E-06	439.256654	
9.21172E-06	437.660971	
9.21884E-06	414.080364	
9.22027E-06	409.728495	
9.22644E-06	391.136058	
9.22882E-06	384.549482	
9.23499E-06	367.655419	
9.23737E-06	361.680548	
9.24355E-06	346.353093	
9.24640E-06	339.827894	
9.25210E-06	326.953604	
9.25590E-06	319.014603	
9.26065E-06	309.222454	
9.26540E-06	300.141591	
9.26920E-06	292.969244	
9.27490E-06	282.968395	
9.27775E-06	278.029031	
9.28440E-06	267.291701	
9.28630E-06	264.259954	
9.29390E-06	252.93849	
9.29485E-06	251.542998	
9.30626E-06	236.04832	
9.30816E-06	233.675887	
9.31766E-06	221.986369	
9.31766E-06	221.986357	
9.32906E-06	209.234191	
9.33096E-06	207.270364	
9.34046E-06	197.598628	
9.34426E-06	194.015185	
9.35186E-06	186.950869	
9.35756E-06	182.031989	
9.36326E-06	177.180391	
9.37086E-06	171.161751	
9.37467E-06	168.191846	
9.38417E-06	161.269705	
9.38607E-06	159.902685	
9.39747E-06	152.303435	
9.40032E-06	150.43202	
9.41457E-06	141.81534	
9.41742E-06	140.222317	
9.42882E-06	133.98803	
9.44308E-06	126.77106	
9.44545E-06	125.653394	
9.45733E-06	120.187452	
9.46683E-06	116.118057	
9.47158E-06	114.118592	
9.48583E-06	108.526761	
9.48821E-06	107.655521	
9.50008E-06	103.374516	
9.50958E-06	100.184987	
9.51671E-06	97.8316074	
9.53096E-06	93.4638112	
9.53334E-06	92.7470236	
9.54997E-06	88.0814222	
9.55234E-06	87.45981	
9.56659E-06	83.7884829	
9.57372E-06	82.0735355	
9.58322E-06	79.8209652	
9.59510E-06	77.1861044	
9.59985E-06	76.1478728	
9.61885E-06	72.315692	
9.62479E-06	71.1362295	
9.64260E-06	67.8792666	
9.64379E-06	67.6653031	
9.66517E-06	64.0870487	
9.66636E-06	63.9025501	
9.68655E-06	60.8240864	
9.70199E-06	58.6351367	
9.70793E-06	57.8106265	
9.72930E-06	55.0463646	
9.73762E-06	54.0423592	
9.75068E-06	52.4967232	
9.77325E-06	50.0395285	
9.78275E-06	49.025241	
9.80413E-06	46.9213842	
9.81125E-06	46.2688541	
9.81535E-06	45.9013255	
9.83263E-06	44.3517792	
9.85045E-06	42.8779696	
9.85382E-06	42.6043898	
9.86114E-06	42.0111261	
9.87690E-06	40.8292591	
9.88964E-06	39.8742878	
9.88964E-06	39.874287	
9.89229E-06	39.693807	
9.90768E-06	38.6452698	
9.91814E-06	37.9319282	
9.91922E-06	37.8640361	
9.92883E-06	37.2550862	
9.93076E-06	37.1355729	
9.94230E-06	36.4185659	
9.94665E-06	36.1482379	
9.95384E-06	35.7323701	
9.96538E-06	35.0648204	
9.96803E-06	34.9116391	
9.97515E-06	34.5071034	
9.97692E-06	34.4165937	
1.00118E-05	32.6301679	
1.00176E-05	32.3363582	
1.00309E-05	31.672617	
1.00322E-05	31.6074198	
1.00397E-05	31.2686918	
1.00485E-05	30.8714364	
1.00573E-05	30.4741768	
1.00647E-05	30.14346	
1.00661E-05	30.0783703	
1.00675E-05	30.0161101	
1.00750E-05	29.7148009	
1.00838E-05	29.3560133	
1.00926E-05	28.9972219	
1.01014E-05	28.6384349	
1.01029E-05	28.5763381	
1.01146E-05	28.1354126	
1.01175E-05	28.0260895	
1.01279E-05	27.645515	
1.01383E-05	27.2600865	
1.01411E-05	27.1654357	
1.01587E-05	26.5626612	
1.01704E-05	26.163178	
1.01737E-05	26.052974	
1.01940E-05	25.4222094	
1.02091E-05	24.9530374	
1.02233E-05	24.549129	
1.02622E-05	23.466431	
1.02762E-05	23.1152777	
1.03152E-05	22.1582177	
1.03486E-05	21.420791	
1.03698E-05	20.9658069	
1.04211E-05	19.9719737	
1.04244E-05	19.9106283	
1.04790E-05	18.9820021	
1.04936E-05	18.7569005	
1.05335E-05	18.1599472	
1.05661E-05	17.7216234	
1.05881E-05	17.4329451	
1.06406E-05	16.8163954	
1.06437E-05	16.7815485	
1.06998E-05	16.2152579	
1.07524E-05	15.7499407	
1.07559E-05	15.7202107	
1.08120E-05	15.3089478	
1.08643E-05	14.9894057	
1.08682E-05	14.9663794	
1.09249E-05	14.7026949	
1.09827E-05	14.5113177	
1.09993E-05	14.4803283	
1.10364E-05	14.415974	
1.10901E-05	14.406446	
1.11259E-05	14.4528712	
1.11616E-05	14.5475911	
1.11974E-05	14.6973538	
1.12332E-05	14.9106324	
1.12690E-05	15.198155	
1.13069E-05	15.5989988	
1.13322E-05	15.9316883	
1.13364E-05	15.9974439	
1.13574E-05	16.3226413	
1.13827E-05	16.7848763	
1.14079E-05	17.3315297	
1.14332E-05	17.9779276	
1.14433E-05	18.2774489	
1.14522E-05	18.53769	
1.14711E-05	19.172038	
1.14879E-05	19.8099021	
1.15048E-05	20.5278478	
1.15216E-05	21.3379425	
1.15225E-05	21.3837851	
1.15385E-05	22.2512758	
1.15553E-05	23.2887634	
1.15721E-05	24.4722062	
1.15848E-05	25.4714387	
1.15974E-05	26.5813662	
1.16117E-05	27.9938621	
1.16235E-05	29.2999663	
1.16353E-05	30.7560895	
1.16471E-05	32.3861542	
1.16549E-05	33.5960457	
1.16589E-05	34.2194197	
1.16652E-05	35.3297771	
1.16707E-05	36.2937045	
1.16795E-05	38.0347702	
1.16883E-05	39.9591476	
1.16883E-05	39.9591717	
1.16972E-05	42.0988295	
1.17043E-05	44.0091384	
1.17052E-05	44.2574988	
1.17128E-05	46.4971036	
1.17212E-05	49.281023	
1.17220E-05	49.5941662	
1.17296E-05	52.4203463	
1.17359E-05	55.0411311	
1.17389E-05	56.3868959	
1.17422E-05	57.9289721	
1.17473E-05	60.4823733	
1.17485E-05	61.1223118	
1.17549E-05	64.6658539	
1.17569E-05	65.945943	
1.17612E-05	68.6103388	
1.17633E-05	70.1142025	
1.17675E-05	73.0175143	
1.17698E-05	74.7648448	
1.17725E-05	76.9231115	
1.17762E-05	80.0018556	
1.17776E-05	81.2094529	
1.17826E-05	85.8728354	
1.17827E-05	85.921915	
1.17874E-05	90.8158028	
1.17877E-05	91.1136687	
1.17922E-05	96.2421508	
1.17928E-05	96.8397756	
1.17970E-05	102.205377	
1.17978E-05	103.162068	
1.18018E-05	108.617812	
1.18029E-05	110.148804	
1.18064E-05	115.576983	
1.18079E-05	117.874003	
1.18111E-05	123.209274	
1.18130E-05	126.417851	
1.18157E-05	131.579202	
1.18180E-05	135.865679	
1.18204E-05	140.67528	
1.18214E-05	142.710707	
1.18250E-05	150.785584	
1.18264E-05	153.871966	
1.18297E-05	161.821135	
1.18315E-05	166.18919	
1.18328E-05	169.720199	
1.18359E-05	178.066641	
1.18365E-05	179.767185	
1.18390E-05	187.076448	
1.18416E-05	194.709153	
1.18421E-05	196.415257	
1.18452E-05	206.497891	
1.18466E-05	211.119578	
1.18483E-05	217.105078	
1.18517E-05	229.098635	
1.18525E-05	232.366656	
1.18543E-05	239.182083	
1.18567E-05	248.740949	
1.18610E-05	266.572005	
1.18618E-05	270.145573	
1.18652E-05	285.704926	
1.18675E-05	296.423603	
1.18694E-05	305.974749	
1.18732E-05	325.114379	
1.18736E-05	327.419045	
1.18778E-05	350.509967	
1.18789E-05	356.293581	
1.18820E-05	374.996691	
1.18845E-05	389.989586	
1.18871E-05	406.059248	
1.18902E-05	426.187519	
1.18921E-05	439.009936	
1.18953E-05	460.422757	
1.18972E-05	474.023893	
1.19009E-05	500.873614	
1.19016E-05	505.819066	
1.19022E-05	510.618819	
1.19073E-05	549.08509	
1.19079E-05	553.902647	
1.19132E-05	596.334114	
1.19174E-05	630.340787	
1.19195E-05	648.345133	
1.19195E-05	648.88148	
1.19277E-05	718.685373	
1.19335E-05	768.766872	
1.19372E-05	799.986062	
1.19468E-05	883.181665	
1.19475E-05	888.642135	
1.19548E-05	949.203338	
1.19568E-05	964.558386	
1.19624E-05	1007.85513	
1.19633E-05	1013.79784	
1.19662E-05	1034.11839	
1.19698E-05	1059.45957	
1.19719E-05	1073.06641	
1.19731E-05	1080.52324	
1.19768E-05	1103.31866	
1.19801E-05	1120.72972	
1.19807E-05	1123.68528	
1.19836E-05	1138.67136	
1.19868E-05	1152.20841	
1.19871E-05	1153.75014	
1.19900E-05	1165.66508	
1.19938E-05	1177.77144	
1.19941E-05	1178.65224	
1.19965E-05	1186.10794	
1.20011E-05	1194.89806	
1.20012E-05	1195.15516	
1.20033E-05	1198.96784	
1.20058E-05	1200.67151	
1.20071E-05	1201.55529	
1.20097E-05	1203.27732	
1.20104E-05	1202.90281	
1.20139E-05	1201.06143	
1.20151E-05	1200.36731	
1.20161E-05	1199.81399	
1.20198E-05	1193.31513	
1.20201E-05	1192.69513	
1.20228E-05	1187.85416	
1.20244E-05	1183.0655	
1.20268E-05	1175.86531	
1.20291E-05	1169.16148	
1.20294E-05	1168.28291	
1.20332E-05	1152.73403	
1.20337E-05	1150.73122	
1.20350E-05	1145.57647	
1.20384E-05	1128.62592	
1.20396E-05	1122.40126	
1.20419E-05	1110.9548	
1.20431E-05	1104.101	
1.20456E-05	1089.00048	
1.20477E-05	1076.10636	
1.20492E-05	1067.45348	
1.20515E-05	1051.25853	
1.20547E-05	1029.21016	
1.20567E-05	1015.24816	
1.20597E-05	992.8503	
1.20617E-05	977.439682	
1.20647E-05	954.307735	
1.20681E-05	926.563073	
1.20687E-05	921.681917	
1.20757E-05	863.920198	
1.20774E-05	850.038482	
1.20778E-05	846.449379	
1.20827E-05	804.676986	
1.20887E-05	752.940725	
1.20920E-05	725.014191	
1.20976E-05	677.327672	
1.21060E-05	608.119654	
1.21064E-05	604.540128	
1.21153E-05	535.543702	
1.21230E-05	478.771538	
1.21237E-05	474.457986	
1.21287E-05	440.008403	
1.21313E-05	423.36374	
1.21321E-05	418.424108	
1.21344E-05	403.614289	
1.21401E-05	369.655894	
1.21405E-05	367.318709	
1.21420E-05	359.059046	
1.21458E-05	338.178714	
1.21489E-05	322.01722	
1.21515E-05	309.125977	
1.21527E-05	303.29672	
1.21557E-05	289.141987	
1.21574E-05	281.644892	
1.21599E-05	270.434286	
1.21634E-05	255.939331	
1.21641E-05	252.951143	
1.21643E-05	252.13481	
1.21683E-05	236.677041	
1.21725E-05	221.51116	
1.21741E-05	216.360213	
1.21767E-05	207.455472	
1.21807E-05	195.050216	
1.21809E-05	194.400009	
1.21847E-05	183.496248	
1.21851E-05	182.336645	
1.21889E-05	172.293899	
1.21896E-05	170.627549	
1.21940E-05	159.87227	
1.21954E-05	156.651451	
1.21971E-05	152.793284	
1.21984E-05	149.975014	
1.22028E-05	140.893195	
1.22054E-05	136.116345	
1.22061E-05	134.701158	
1.22072E-05	132.551376	
1.22117E-05	124.89784	
1.22138E-05	121.543765	
1.22161E-05	117.873525	
1.22168E-05	116.854057	
1.22205E-05	111.425304	
1.22222E-05	109.162988	
1.22249E-05	105.506758	
1.22275E-05	102.380036	
1.22294E-05	100.065888	
1.22306E-05	98.6375821	
1.22342E-05	94.6136162	
1.22390E-05	89.6639063	
1.22399E-05	88.8076391	
1.22435E-05	85.4829106	
1.22456E-05	83.5852838	
1.22475E-05	82.0085844	
1.22512E-05	78.8726104	
1.22559E-05	75.3934912	
1.22569E-05	74.6078439	
1.22595E-05	72.8479638	
1.22626E-05	70.7482084	
1.22683E-05	67.2265261	
1.22685E-05	67.1071022	
1.22740E-05	64.0290149	
1.22811E-05	60.386831	
1.22816E-05	60.174163	
1.22862E-05	58.0621899	
1.22891E-05	56.7462718	
1.22938E-05	54.8447167	
1.22955E-05	54.1582826	
1.23030E-05	51.3431776	
1.23064E-05	50.2074876	
1.23106E-05	48.7995933	
1.23232E-05	45.0617055	
1.23290E-05	43.5900476	
1.23333E-05	42.4619257	
1.23401E-05	40.9081421	
1.23434E-05	40.1388386	
1.23536E-05	38.0596875	
1.23622E-05	36.4511194	
1.23637E-05	36.1794182	
1.23738E-05	34.4854104	
1.23843E-05	32.8847986	
1.23854E-05	32.7105101	
1.23971E-05	31.1202905	
1.24064E-05	29.9748899	
1.24088E-05	29.6784657	
1.24205E-05	28.3742988	
1.24285E-05	27.5683627	
1.24361E-05	26.8133579	
1.24516E-05	25.427073	
1.24572E-05	24.9870347	
1.24580E-05	24.9221436	
1.24672E-05	24.1909799	
1.24828E-05	23.0818266	
1.24876E-05	22.7693832	
1.24984E-05	22.0851717	
1.25142E-05	21.1708395	
1.25173E-05	21.0040853	
1.25300E-05	20.346325	
1.25510E-05	19.3582112	
1.25569E-05	19.1111811	
1.25721E-05	18.4858895	
1.25931E-05	17.7074576	
1.25965E-05	17.5952568	
1.26142E-05	17.0161505	
1.26352E-05	16.3933153	
1.26457E-05	16.1108048	
1.26563E-05	15.8337753	
1.26847E-05	15.1646929	
1.27047E-05	14.7469055	
1.27115E-05	14.6068875	
1.27384E-05	14.116438	
1.27636E-05	13.7095535	
1.27741E-05	13.543397	
1.28099E-05	13.0530994	
1.28226E-05	12.9021991	
1.28457E-05	12.6318347	
1.28815E-05	12.2674934	
1.28941E-05	12.1551909	
1.29173E-05	11.9550017	
1.29531E-05	11.6858709	
1.29783E-05	11.5246577	
1.30004E-05	11.3880211	
1.30478E-05	11.1489153	
1.30625E-05	11.0892298	
1.30952E-05	10.9630297	
1.31425E-05	10.8223767	
1.31889E-05	10.7293189	
1.32057E-05	10.6982467	
1.32523E-05	10.6542219	
1.32988E-05	10.6446904	
1.33239E-05	10.6579489	
1.33454E-05	10.6720236	
1.33920E-05	10.7367433	
1.34386E-05	10.8363777	
1.34589E-05	10.8958633	
1.34852E-05	10.9752925	
1.35317E-05	11.1559556	
1.35783E-05	11.3802123	
1.35937E-05	11.4699792	
1.36239E-05	11.6491329	
1.36695E-05	11.9706045	
1.37150E-05	12.3493958	
1.37280E-05	12.4757941	
1.37606E-05	12.7967532	
1.38062E-05	13.3204511	
1.38176E-05	13.4698211	
1.38404E-05	13.7723248	
1.38746E-05	14.2806695	
1.39071E-05	14.8241173	
1.39087E-05	14.8516496	
1.39429E-05	15.4980174	
1.39631E-05	15.9230208	
1.39720E-05	16.1132077	
1.40011E-05	16.797724	
1.40190E-05	17.2653516	
1.40302E-05	17.5598461	
1.40593E-05	18.4116346	
1.40750E-05	18.9235456	
1.40884E-05	19.3655065	
1.41170E-05	20.4166059	
1.41175E-05	20.4373564	
1.41466E-05	21.6488301	
1.41545E-05	22.0108697	
1.41685E-05	22.6615621	
1.41897E-05	23.7592779	
1.41959E-05	24.0793339	
1.42160E-05	25.2402454	
1.42250E-05	25.8050001	
1.42362E-05	26.5152982	
1.42485E-05	27.37255	
1.42563E-05	27.9210524	
1.42720E-05	29.1278794	
1.42765E-05	29.4747288	
1.42955E-05	31.1010875	
1.42966E-05	31.1973717	
1.43168E-05	33.1154614	
1.43190E-05	33.3522938	
1.43369E-05	35.2574772	
1.43374E-05	35.3100182	
1.43530E-05	37.1582131	
1.43557E-05	37.5049268	
1.43692E-05	39.2481836	
1.43741E-05	39.9496734	
1.43853E-05	41.5535218	
1.43924E-05	42.6835338	
1.44014E-05	44.103896	
1.44062E-05	44.947292	
1.44175E-05	46.9380837	
1.44200E-05	47.4189952	
1.44336E-05	50.099511	
1.44337E-05	50.1239964	
1.44475E-05	53.149763	
1.44497E-05	53.6447693	
1.44522E-05	54.2341416	
1.44613E-05	56.4541691	
1.44618E-05	56.591281	
1.44712E-05	59.1288467	
1.44766E-05	60.5860419	
1.44820E-05	62.1883473	
1.44860E-05	63.4050852	
1.44874E-05	63.7990522	
1.44927E-05	65.5495077	
1.44981E-05	67.3096076	
1.45035E-05	69.2279915	
1.45086E-05	71.0781717	
1.45088E-05	71.1574308	
1.45142E-05	73.2671707	
1.45196E-05	75.3897393	
1.45250E-05	77.7188128	
1.45303E-05	80.0627758	
1.45312E-05	80.4821455	
1.45357E-05	82.6448833	
1.45411E-05	85.2420441	
1.45438E-05	86.6789273	
1.45481E-05	89.033184	
1.45518E-05	91.0116859	
1.45594E-05	95.5459196	
1.45608E-05	96.3456053	
1.45697E-05	102.23104	
1.45707E-05	102.955259	
1.45764E-05	107.118775	
1.45787E-05	108.756958	
1.45820E-05	111.452921	
1.45832E-05	112.378865	
1.45876E-05	116.021068	
1.45899E-05	118.044261	
1.45933E-05	121.163109	
1.45966E-05	124.148168	
1.46033E-05	130.906419	
1.46046E-05	132.331658	
1.46100E-05	138.315479	
1.46159E-05	145.436152	
1.46167E-05	146.464936	
1.46235E-05	155.459347	
1.46272E-05	161.006044	
1.46297E-05	164.784475	
1.46306E-05	166.126325	
1.46360E-05	175.063052	
1.46378E-05	178.061313	
1.46385E-05	179.336006	
1.46407E-05	183.412742	
1.46432E-05	187.966443	
1.46454E-05	192.462938	
1.46485E-05	198.794114	
1.46498E-05	201.519164	
1.46501E-05	202.238342	
1.46539E-05	210.651281	
1.46548E-05	212.808394	
1.46593E-05	223.657573	
1.46595E-05	224.249379	
1.46639E-05	235.914794	
1.46642E-05	236.753719	
1.46646E-05	237.952488	
1.46689E-05	250.386225	
1.46700E-05	253.679458	
1.46736E-05	265.198424	
1.46754E-05	270.992864	
1.46776E-05	278.915713	
1.46808E-05	290.068238	
1.46817E-05	293.556249	
1.46857E-05	309.335827	
1.46861E-05	311.099181	
1.46897E-05	326.53779	
1.46915E-05	334.300949	
1.46938E-05	344.920688	
1.46942E-05	346.963334	
1.46969E-05	359.871312	
1.46978E-05	364.544626	
1.47018E-05	385.689936	
1.47023E-05	388.052932	
1.47039E-05	397.4469	
1.47058E-05	408.715739	
1.47076E-05	419.105529	
1.47099E-05	433.289176	
1.47130E-05	453.253611	
1.47136E-05	457.354435	
1.47139E-05	459.476773	
1.47184E-05	490.775787	
1.47188E-05	494.185752	
1.47217E-05	516.087306	
1.47233E-05	528.487232	
1.47237E-05	531.937579	
1.47278E-05	565.463253	
1.47282E-05	568.606142	
1.47282E-05	569.210447	
1.47323E-05	605.308814	
1.47327E-05	609.343192	
1.47346E-05	627.850707	
1.47367E-05	648.147439	
1.47372E-05	652.482586	
1.47395E-05	676.227773	
1.47412E-05	694.116737	
1.47417E-05	698.767368	
1.47443E-05	728.355747	
1.47457E-05	743.347414	
1.47461E-05	748.327437	
1.47492E-05	784.385859	
1.47502E-05	795.956563	
1.47506E-05	801.274997	
1.47540E-05	844.43965	
1.47542E-05	846.39206	
1.47551E-05	857.731186	
1.47589E-05	909.315915	
1.47596E-05	918.460672	
1.47616E-05	945.947074	
1.47637E-05	977.743044	
1.47649E-05	995.272985	
1.47676E-05	1034.94815	
1.47686E-05	1050.31588	
1.47703E-05	1077.34552	
1.47718E-05	1101.50739	
1.47737E-05	1130.61554	
1.47751E-05	1154.23809	
1.47757E-05	1164.59308	
1.47783E-05	1209.01621	
1.47797E-05	1232.87313	
1.47811E-05	1256.93554	
1.47815E-05	1265.65858	
1.47848E-05	1323.90275	
1.47858E-05	1341.55943	
1.47873E-05	1371.20696	
1.47880E-05	1384.27831	
1.47912E-05	1445.7804	
1.47918E-05	1456.30667	
1.47936E-05	1492.24404	
1.47945E-05	1510.19372	
1.47977E-05	1575.38595	
1.47999E-05	1618.53247	
1.48010E-05	1640.67065	
1.48012E-05	1645.71098	
1.48042E-05	1709.31614	
1.48074E-05	1778.22652	
1.48088E-05	1807.81309	
1.48106E-05	1846.10719	
1.48107E-05	1847.34294	
1.48139E-05	1919.12723	
1.48171E-05	1990.91374	
1.48196E-05	2044.77192	
1.48204E-05	2062.73432	
1.48236E-05	2134.66616	
1.48268E-05	2206.59577	
1.48301E-05	2278.52539	
1.48333E-05	2350.45501	
1.48365E-05	2422.38685	
1.48398E-05	2494.31647	
1.48428E-05	2562.33571	
1.48430E-05	2566.03997	
1.48455E-05	2618.87408	
1.48463E-05	2634.05733	
1.48495E-05	2701.79267	
1.48518E-05	2750.08893	
1.48527E-05	2768.18732	
1.48560E-05	2831.25586	
1.48576E-05	2863.54058	
1.48603E-05	2915.51665	
1.48608E-05	2924.46456	
1.48651E-05	3000.20566	
1.48657E-05	3009.39151	
1.48684E-05	3056.20144	
1.48705E-05	3089.07366	
1.48721E-05	3113.46897	
1.48754E-05	3162.43998	
1.48761E-05	3172.81134	
1.48792E-05	3212.5779	
1.48802E-05	3225.45955	
