E(MeV)	pendfb7/Sm149:1	
1.18873E-04	47.9882569	
1.18877E-04	48.9538951	
1.18885E-04	51.2495065	
1.18886E-04	51.3672481	
1.18894E-04	54.0031628	
1.18897E-04	54.8584604	
1.18903E-04	56.8274419	
1.18909E-04	58.8342727	
1.18912E-04	59.8398915	
1.18921E-04	63.060858	
1.18921E-04	63.2102857	
1.18930E-04	66.5711677	
1.18933E-04	68.0400462	
1.18938E-04	70.3123119	
1.18945E-04	73.3402603	
1.18947E-04	74.293586	
1.18955E-04	78.3705513	
1.18957E-04	79.1612119	
1.18963E-04	82.5397833	
1.18969E-04	85.5454193	
1.18971E-04	86.906369	
1.18977E-04	90.1327813	
1.18979E-04	91.5959542	
1.18987E-04	96.5505436	
1.18990E-04	98.0620578	
1.18995E-04	101.831361	
1.19002E-04	106.775656	
1.19007E-04	110.293051	
1.19015E-04	116.295633	
1.19019E-04	119.492106	
1.19028E-04	126.687744	
1.19031E-04	129.469258	
1.19041E-04	138.001343	
1.19043E-04	140.264465	
1.19054E-04	150.283174	
1.19055E-04	151.914534	
1.19066E-04	163.576402	
1.19067E-04	164.456454	
1.19079E-04	177.91947	
1.19091E-04	192.35999	
1.19103E-04	207.887124	
1.19107E-04	213.164039	
1.19115E-04	224.329413	
1.19123E-04	235.700485	
1.19127E-04	241.652618	
1.19135E-04	253.764807	
1.19139E-04	260.085973	
1.19151E-04	279.394435	
1.19154E-04	284.103734	
1.19164E-04	302.568271	
1.19167E-04	306.734946	
1.19179E-04	328.401103	
1.19183E-04	335.740653	
1.19193E-04	355.637765	
1.19207E-04	382.102104	
1.19213E-04	395.061232	
1.19231E-04	431.287939	
1.19232E-04	434.692321	
1.19257E-04	488.220572	
1.19318E-04	623.043727	
1.19339E-04	666.912588	
1.19342E-04	673.550854	
1.19366E-04	720.776383	
1.19370E-04	728.061063	
1.19390E-04	763.496807	
1.19392E-04	766.035878	
1.19411E-04	795.533335	
1.19414E-04	800.262175	
1.19429E-04	819.89983	
1.19434E-04	826.304758	
1.19448E-04	839.749015	
1.19454E-04	845.754144	
1.19467E-04	855.11257	
1.19473E-04	859.272094	
1.19486E-04	864.322486	
1.19500E-04	868.563468	
1.19505E-04	868.915906	
1.19517E-04	868.516008	
1.19528E-04	865.597882	
1.19538E-04	861.986326	
1.19548E-04	856.095353	
1.19557E-04	850.102917	
1.19570E-04	839.487496	
1.19578E-04	831.132069	
1.19592E-04	814.31133	
1.19600E-04	804.233473	
1.19616E-04	781.068733	
1.19624E-04	768.833305	
1.19640E-04	741.696969	
1.19651E-04	723.33085	
1.19666E-04	694.400708	
1.19682E-04	663.061208	
1.19691E-04	643.36208	
1.19763E-04	491.796615	
1.19787E-04	442.619182	
1.19811E-04	395.678977	
1.19819E-04	380.660865	
1.19828E-04	362.941633	
1.19840E-04	341.73128	
1.19848E-04	329.231307	
1.19862E-04	305.328419	
1.19862E-04	305.326822	
1.19876E-04	282.898465	
1.19884E-04	272.177395	
1.19891E-04	261.721755	
1.19902E-04	246.142888	
1.19905E-04	241.872639	
1.19915E-04	229.365614	
1.19919E-04	223.398938	
1.19927E-04	213.655322	
1.19934E-04	206.234477	
1.19940E-04	198.979289	
1.19950E-04	188.640624	
1.19953E-04	185.28027	
1.19966E-04	172.536096	
1.19966E-04	172.535123	
1.19978E-04	160.788936	
1.19982E-04	158.011745	
1.19991E-04	149.914767	
1.19998E-04	144.791415	
1.20002E-04	141.681415	
1.20013E-04	132.822186	
1.20025E-04	124.699161	
1.20029E-04	122.140687	
1.20037E-04	117.184001	
1.20045E-04	112.506635	
1.20049E-04	110.241397	
1.20061E-04	103.837545	
1.20061E-04	103.837025	
1.20073E-04	97.9879053	
1.20076E-04	96.8858199	
1.20085E-04	92.609552	
1.20090E-04	90.5951219	
1.20097E-04	87.6806944	
1.20109E-04	83.1072949	
1.20121E-04	78.9775008	
1.20128E-04	76.6553867	
1.20135E-04	74.4307539	
1.20146E-04	71.4099709	
1.20147E-04	70.9680656	
1.20156E-04	68.6408614	
1.20167E-04	66.0263362	
1.20182E-04	62.4962571	
1.20186E-04	61.7389034	
1.20198E-04	59.3216557	
1.20205E-04	57.9714354	
1.20213E-04	56.4702922	
1.20229E-04	53.8726465	
1.20230E-04	53.7480265	
1.20244E-04	51.5611424	
1.20252E-04	50.4538496	
1.20260E-04	49.4512761	
1.20275E-04	47.5702315	
1.20275E-04	47.5231982	
1.20291E-04	45.802145	
1.20305E-04	44.3004337	
1.20327E-04	42.3098859	
1.20336E-04	41.5556428	
1.20348E-04	40.5187928	
1.20366E-04	39.1882345	
1.20370E-04	38.9012087	
1.20391E-04	37.4496806	
1.20396E-04	37.1457483	
1.20413E-04	36.1461883	
1.20434E-04	34.9326613	
1.20442E-04	34.5487345	
1.20456E-04	33.8277359	
1.20477E-04	32.8378897	
1.20478E-04	32.8017714	
1.20500E-04	31.8184851	
1.20506E-04	31.5727064	
1.20517E-04	31.1524978	
1.20531E-04	30.6229101	
1.20560E-04	29.5477609	
1.20576E-04	29.0047337	
1.20590E-04	28.5635817	
1.20636E-04	27.2119225	
1.20640E-04	27.1019665	
1.20640E-04	27.0984893	
1.20680E-04	26.0826993	
1.20696E-04	25.6989447	
1.20720E-04	25.1596293	
1.20734E-04	24.8702362	
1.20756E-04	24.39734	
1.20760E-04	24.3184436	
1.20800E-04	23.5752616	
1.20803E-04	23.5083101	
1.20840E-04	22.873239	
1.20842E-04	22.8398378	
1.20850E-04	22.7108709	
1.20889E-04	22.1248622	
1.20897E-04	22.0133259	
1.20922E-04	21.6590824	
1.20940E-04	21.4100672	
1.20943E-04	21.3728151	
1.20955E-04	21.2348777	
1.20987E-04	20.8590052	
1.20990E-04	20.8326257	
1.21020E-04	20.5142339	
1.21036E-04	20.3674829	
1.21039E-04	20.3453416	
1.21069E-04	20.0972201	
1.21083E-04	20.0099598	
1.21094E-04	19.938984	
1.21118E-04	19.8190928	
1.21142E-04	19.7418066	
1.21158E-04	19.7174787	
1.21158E-04	19.717478	
1.21174E-04	19.7316631	
1.21190E-04	19.7748494	
1.21205E-04	19.8510367	
1.21206E-04	19.8581883	
1.21221E-04	19.9646605	
1.21236E-04	20.1029124	
1.21248E-04	20.2575985	
1.21260E-04	20.4291495	
1.21261E-04	20.4451632	
1.21274E-04	20.668525	
1.21277E-04	20.7340813	
1.21286E-04	20.9390629	
1.21299E-04	21.2543317	
1.21300E-04	21.2806445	
1.21312E-04	21.6147823	
1.21324E-04	22.0235187	
1.21337E-04	22.483716	
1.21340E-04	22.6026674	
1.21350E-04	22.9983068	
1.21356E-04	23.2841918	
1.21362E-04	23.5764185	
1.21375E-04	24.2205661	
1.21380E-04	24.4956601	
1.21388E-04	24.9269564	
1.21400E-04	25.6974118	
1.21413E-04	26.5334684	
1.21419E-04	26.9847747	
1.21420E-04	27.0286391	
1.21426E-04	27.4438311	
1.21440E-04	28.5246909	
1.21455E-04	29.788217	
1.21460E-04	30.2729783	
1.21470E-04	31.1434437	
1.21483E-04	32.3966652	
1.21485E-04	32.5892372	
1.21507E-04	34.9358453	
1.21527E-04	37.090933	
1.21530E-04	37.4413358	
1.21530E-04	37.4875504	
1.21561E-04	41.0480465	
1.21578E-04	43.1637729	
1.21580E-04	43.4448318	
1.21616E-04	47.8281494	
1.21641E-04	50.7806711	
1.21649E-04	51.7108636	
1.21676E-04	54.5748552	
1.21687E-04	55.5834916	
1.21699E-04	56.6447185	
1.21718E-04	58.1624171	
1.21737E-04	59.408425	
1.21752E-04	60.2189192	
1.21773E-04	60.9450752	
1.21794E-04	61.2189526	
1.21799E-04	61.2917642	
1.21802E-04	61.2728969	
1.21818E-04	61.1306471	
1.21837E-04	60.6061149	
1.21846E-04	60.2438753	
1.21852E-04	59.9668321	
1.21870E-04	58.962825	
1.21892E-04	57.3359574	
1.21905E-04	56.2151475	
1.21913E-04	55.5018847	
1.21936E-04	53.0509516	
1.21957E-04	50.7135363	
1.21986E-04	47.2131209	
1.22009E-04	44.1886383	
1.22055E-04	38.2750528	
1.22084E-04	34.7745802	
1.22105E-04	32.2976064	
1.22127E-04	29.9767395	
1.22141E-04	28.5252692	
1.22155E-04	27.1546305	
1.22169E-04	25.8668211	
1.22184E-04	24.6628677	
1.22198E-04	23.5424059	
1.22212E-04	22.5041786	
1.22227E-04	21.5460799	
1.22231E-04	21.2525253	
1.22241E-04	20.6700988	
1.22255E-04	19.8704385	
1.22269E-04	19.1408575	
1.22284E-04	18.4771486	
1.22298E-04	17.8750696	
1.22307E-04	17.5119535	
1.22312E-04	17.3261146	
1.22327E-04	16.8247449	
1.22342E-04	16.3752944	
1.22357E-04	15.9728963	
1.22372E-04	15.6128064	
1.22387E-04	15.2906328	
1.22402E-04	15.0122215	
1.22416E-04	14.7636944	
1.22431E-04	14.5415281	
1.22446E-04	14.3424737	
1.22466E-04	14.1080776	
1.22486E-04	13.9035995	
1.22506E-04	13.7238973	
1.22525E-04	13.5747801	
1.22555E-04	13.3816251	
1.22585E-04	13.2167089	
1.22615E-04	13.072901	
1.22624E-04	13.0302801	
1.22644E-04	12.951555	
1.22684E-04	12.812659	
1.22772E-04	12.55488	
1.22785E-04	12.5248355	
1.22841E-04	12.4037597	
1.22900E-04	12.2949714	
1.22978E-04	12.1723351	
1.23019E-04	12.1206106	
1.23058E-04	12.0800218	
1.23140E-04	12.0202338	
1.23221E-04	11.9875668	
1.23242E-04	11.9867567	
1.23303E-04	11.9952295	
1.23364E-04	12.0252443	
1.23425E-04	12.0758063	
1.23465E-04	12.1237902	
1.23486E-04	12.1535742	
1.23547E-04	12.2652531	
1.23608E-04	12.4066343	
1.23645E-04	12.5120196	
1.23669E-04	12.58858	
1.23714E-04	12.75394	
1.23759E-04	12.94341	
1.23804E-04	13.160152	
1.23849E-04	13.4224065	
1.23894E-04	13.7201387	
1.23910E-04	13.843243	
1.23938E-04	14.0687405	
1.23983E-04	14.4703832	
1.23991E-04	14.55345	
1.24028E-04	14.9442093	
1.24065E-04	15.3828113	
1.24077E-04	15.5456836	
1.24102E-04	15.88509	
1.24134E-04	16.3892125	
1.24138E-04	16.4547693	
1.24175E-04	17.1126576	
1.24191E-04	17.4357514	
1.24202E-04	17.6669328	
1.24230E-04	18.2857348	
1.24243E-04	18.5970323	
1.24257E-04	18.976174	
1.24277E-04	19.5177716	
1.24285E-04	19.7529724	
1.24311E-04	20.5815669	
1.24312E-04	20.628461	
1.24336E-04	21.457755	
1.24345E-04	21.8408531	
1.24356E-04	22.2878738	
1.24377E-04	23.2039426	
1.24380E-04	23.3215297	
1.24398E-04	24.2331085	
1.24405E-04	24.6318292	
1.24419E-04	25.3868238	
1.24431E-04	26.1395641	
1.24439E-04	26.6856329	
1.24457E-04	27.8871358	
1.24460E-04	28.1540195	
1.24478E-04	29.5939537	
1.24481E-04	29.8308776	
1.24495E-04	31.0826105	
1.24498E-04	31.3594402	
1.24509E-04	32.4614416	
1.24517E-04	33.3827264	
1.24523E-04	33.9729238	
1.24536E-04	35.6334341	
1.24537E-04	35.6866127	
1.24550E-04	37.4347704	
1.24553E-04	37.8826468	
1.24563E-04	39.3469807	
1.24568E-04	40.0976005	
1.24576E-04	41.4554815	
1.24583E-04	42.5693356	
1.24589E-04	43.7797946	
1.24597E-04	45.3319614	
1.24602E-04	46.3447647	
1.24612E-04	48.4227851	
1.24615E-04	49.1769348	
1.24627E-04	51.8845828	
1.24628E-04	52.3061813	
1.24641E-04	55.7638305	
1.24641E-04	55.7641193	
1.24654E-04	59.6289605	
1.24656E-04	60.1259041	
1.24667E-04	63.9051755	
1.24671E-04	65.0127009	
1.24678E-04	67.6818982	
1.24680E-04	68.5934854	
1.24690E-04	72.4457519	
1.24702E-04	77.7192605	
1.24704E-04	78.2605648	
1.24715E-04	83.4707592	
1.24726E-04	89.1477169	
1.24727E-04	89.8177897	
1.24737E-04	95.309689	
1.24739E-04	96.7662812	
1.24748E-04	101.991429	
1.24751E-04	104.365298	
1.24759E-04	109.228007	
1.24764E-04	112.661022	
1.24770E-04	117.055903	
1.24776E-04	121.702852	
1.24781E-04	125.5098	
1.24788E-04	131.540019	
1.24792E-04	134.626563	
1.24800E-04	142.221574	
1.24803E-04	144.438647	
1.24811E-04	152.222347	
1.24814E-04	155.006828	
1.24824E-04	165.443585	
1.24824E-04	165.444634	
1.24837E-04	179.845991	
1.24850E-04	195.426602	
1.24850E-04	195.427823	
1.24863E-04	212.234001	
1.24876E-04	230.305486	
1.24876E-04	230.3069	
1.24889E-04	249.675464	
1.24902E-04	270.363442	
1.24915E-04	292.430887	
1.24918E-04	298.206939	
1.24931E-04	320.292994	
1.24933E-04	324.932496	
1.24948E-04	353.253096	
1.24949E-04	354.85448	
1.24962E-04	383.34918	
1.24967E-04	391.87686	
1.24982E-04	425.631557	
1.24984E-04	431.055551	
1.25002E-04	470.595306	
1.25010E-04	489.717747	
1.25024E-04	523.52845	
1.25042E-04	569.907018	
1.25052E-04	594.569521	
1.25111E-04	743.734287	
1.25127E-04	783.446514	
1.25143E-04	820.543176	
1.25153E-04	844.256704	
1.25170E-04	879.896827	
1.25177E-04	894.549595	
1.25193E-04	926.065686	
1.25199E-04	935.89802	
1.25215E-04	962.829098	
1.25218E-04	967.482486	
1.25236E-04	990.33963	
1.25250E-04	1006.34745	
1.25255E-04	1010.78166	
1.25271E-04	1022.75305	
1.25274E-04	1024.41064	
1.25291E-04	1030.30125	
1.25299E-04	1032.32378	
1.25316E-04	1031.40656	
1.25318E-04	1031.00601	
1.25329E-04	1027.10347	
1.25333E-04	1025.005	
1.25350E-04	1013.70274	
1.25355E-04	1009.28539	
1.25371E-04	992.465961	
1.25376E-04	987.002753	
1.25395E-04	960.923399	
1.25398E-04	956.067479	
1.25419E-04	919.716732	
1.25422E-04	913.842412	
1.25443E-04	871.237346	
1.25450E-04	857.683875	
1.25466E-04	820.975232	
1.25481E-04	787.202703	
1.25489E-04	767.408654	
1.25574E-04	557.41066	
1.25589E-04	522.168696	
1.25598E-04	498.945356	
1.25613E-04	465.450895	
1.25623E-04	443.470144	
1.25639E-04	408.554192	
1.25645E-04	396.556685	
1.25659E-04	368.783041	
1.25662E-04	362.370788	
1.25678E-04	331.788234	
1.25679E-04	330.293194	
1.25696E-04	300.456833	
1.25698E-04	297.768947	
1.25713E-04	272.856366	
1.25717E-04	266.620286	
1.25725E-04	255.660784	
1.25734E-04	242.839724	
1.25737E-04	238.282553	
1.25750E-04	220.932105	
1.25750E-04	220.930806	
1.25763E-04	204.864518	
1.25766E-04	201.059807	
1.25776E-04	189.939459	
1.25783E-04	182.930776	
1.25789E-04	176.108415	
1.25799E-04	166.454754	
1.25802E-04	163.324998	
1.25815E-04	151.537797	
1.25815E-04	151.536919	
1.25828E-04	140.768704	
1.25832E-04	138.222826	
1.25839E-04	132.668908	
1.25848E-04	126.246559	
1.25851E-04	123.98194	
1.25863E-04	115.990613	
1.25864E-04	115.489671	
1.25876E-04	108.694616	
1.25880E-04	105.955651	
1.25888E-04	101.980353	
1.25897E-04	97.415766	
1.25900E-04	95.8099141	
1.25912E-04	90.1552906	
1.25913E-04	89.8014511	
1.25925E-04	85.0101774	
1.25929E-04	83.0813342	
1.25937E-04	80.2859176	
1.25946E-04	77.0780337	
1.25949E-04	75.9501632	
1.25961E-04	71.9808888	
1.25962E-04	71.7335462	
1.25976E-04	67.6750263	
1.25978E-04	67.0030109	
1.25986E-04	64.8354559	
1.25993E-04	63.2121538	
1.26002E-04	60.9657368	
1.26015E-04	58.167143	
1.26018E-04	57.4762869	
1.26034E-04	54.3616835	
1.26037E-04	53.8426281	
1.26050E-04	51.5750829	
1.26059E-04	50.1254712	
1.26066E-04	49.0529967	
1.26081E-04	46.8797056	
1.26082E-04	46.7668542	
1.26098E-04	44.7164696	
1.26103E-04	44.0763138	
1.26114E-04	42.8478578	
1.26125E-04	41.6064645	
1.26130E-04	41.1400549	
1.26150E-04	39.164259	
1.26154E-04	38.7617146	
1.26173E-04	37.2138096	
1.26184E-04	36.3285048	
1.26195E-04	35.4681871	
1.26213E-04	34.212001	
1.26218E-04	33.8977787	
1.26240E-04	32.4835741	
1.26244E-04	32.2922901	
1.26263E-04	31.2055324	
1.26274E-04	30.6134259	
1.26286E-04	30.0381016	
1.26315E-04	28.6551438	
1.26316E-04	28.6185723	
1.26346E-04	27.3608699	
1.26356E-04	26.9791354	
1.26376E-04	26.2211606	
1.26397E-04	25.5098705	
1.26407E-04	25.1729741	
1.26437E-04	24.2228068	
1.26458E-04	23.624308	
1.26468E-04	23.3429822	
1.26498E-04	22.5446714	
1.26519E-04	22.0432594	
1.26539E-04	21.5717952	
1.26580E-04	20.6894543	
1.26588E-04	20.523358	
1.26621E-04	19.9003417	
1.26662E-04	19.1663002	
1.26662E-04	19.1662832	
1.26702E-04	18.5133627	
1.26735E-04	18.0214961	
1.26754E-04	17.745622	
1.26806E-04	17.0519264	
1.26808E-04	17.0262937	
1.26858E-04	16.4323189	
1.26882E-04	16.1690447	
1.26910E-04	15.8662379	
1.26962E-04	15.3445328	
1.26971E-04	15.2570656	
1.27014E-04	14.8764651	
1.27083E-04	14.295279	
1.27094E-04	14.2148658	
1.27153E-04	13.7830605	
1.27216E-04	13.3482629	
1.27222E-04	13.3097606	
1.27297E-04	12.8634981	
1.27379E-04	12.4098786	
1.27420E-04	12.1959384	
1.27460E-04	12.0021462	
1.27542E-04	11.6368106	
1.27583E-04	11.4638609	
1.27624E-04	11.3052075	
1.27705E-04	11.0050365	
1.27766E-04	10.79397	
1.27827E-04	10.6007965	
1.27950E-04	10.250014	
1.28007E-04	10.0997627	
1.28105E-04	9.8649068	
1.28133E-04	9.80264359	
1.28300E-04	9.47099304	
1.28317E-04	9.44242166	
1.28433E-04	9.25832423	
1.28500E-04	9.16560721	
1.28566E-04	9.0848273	
1.28698E-04	8.95066749	
1.28699E-04	8.9496817	
1.28788E-04	8.8919618	
1.28877E-04	8.84947912	
1.28903E-04	8.84200111	
1.28965E-04	8.83488181	
1.29040E-04	8.84575667	
1.29063E-04	8.852966	
1.29144E-04	8.90402096	
1.29198E-04	8.95483509	
1.29208E-04	8.96795715	
1.29251E-04	9.03308874	
1.29305E-04	9.13666001	
1.29346E-04	9.23461852	
1.29357E-04	9.26899126	
1.29386E-04	9.36474926	
1.29426E-04	9.53136393	
1.29456E-04	9.68625555	
1.29458E-04	9.69753796	
1.29486E-04	9.88264322	
1.29506E-04	10.0415556	
1.29514E-04	10.1112431	
1.29533E-04	10.2970029	
1.29551E-04	10.5115097	
1.29562E-04	10.6499315	
1.29570E-04	10.7652268	
1.29589E-04	11.0662518	
1.29603E-04	11.3242507	
1.29617E-04	11.6142275	
1.29618E-04	11.6384076	
1.29630E-04	11.9495986	
1.29644E-04	12.3270759	
1.29655E-04	12.6414322	
1.29658E-04	12.7541279	
1.29672E-04	13.241784	
1.29686E-04	13.7889296	
1.29689E-04	13.9026417	
1.29700E-04	14.4131701	
1.29714E-04	15.1141801	
1.29723E-04	15.6075541	
1.29728E-04	15.9036709	
1.29742E-04	16.8015558	
1.29757E-04	17.8806124	
1.29761E-04	18.1851259	
1.29771E-04	18.9629119	
1.29780E-04	19.7600932	
1.29780E-04	19.7968085	
1.29790E-04	20.6992162	
1.29799E-04	21.6634684	
1.29803E-04	22.0273154	
1.29814E-04	23.2455143	
1.29825E-04	24.6847396	
1.29828E-04	24.9907798	
1.29842E-04	26.9159903	
1.29845E-04	27.3421873	
1.29856E-04	29.0315825	
1.29870E-04	31.2002371	
1.29871E-04	31.3349859	
1.29885E-04	33.8495041	
1.29895E-04	35.6850775	
1.29897E-04	36.157691	
1.29912E-04	39.1899754	
1.29919E-04	40.8147022	
1.29927E-04	42.4511857	
1.29942E-04	45.9401443	
1.29944E-04	46.5569192	
1.29957E-04	49.6596588	
1.29969E-04	52.9318595	
1.29972E-04	53.5903536	
1.29994E-04	59.8709322	
1.30001E-04	62.0914421	
1.30017E-04	66.809453	
1.30050E-04	77.2664098	
1.30105E-04	94.9639954	
1.30115E-04	98.1713808	
1.30141E-04	106.268686	
1.30146E-04	107.776263	
1.30169E-04	114.212423	
1.30172E-04	114.895667	
1.30194E-04	120.368683	
1.30211E-04	124.04507	
1.30219E-04	125.405136	
1.30227E-04	126.888544	
1.30245E-04	129.560956	
1.30261E-04	131.250871	
1.30269E-04	131.816711	
1.30281E-04	132.644294	
1.30286E-04	132.749603	
1.30301E-04	133.031021	
1.30311E-04	132.778926	
1.30321E-04	132.477531	
1.30330E-04	131.786877	
1.30342E-04	130.873232	
1.30355E-04	129.422119	
1.30358E-04	129.02483	
1.30376E-04	126.218179	
1.30393E-04	123.085656	
1.30398E-04	121.993507	
1.30413E-04	118.681906	
1.30422E-04	116.153544	
1.30437E-04	112.326703	
1.30456E-04	107.174892	
1.30457E-04	106.70322	
1.30492E-04	96.0367442	
1.30561E-04	73.8005032	
1.30565E-04	72.7460604	
1.30589E-04	65.4343758	
1.30591E-04	64.6811644	
1.30610E-04	59.1901545	
1.30611E-04	58.9526148	
1.30631E-04	53.5583345	
1.30632E-04	53.3479916	
1.30651E-04	48.5374626	
1.30653E-04	47.948112	
1.30664E-04	45.4132976	
1.30678E-04	42.2079324	
1.30681E-04	41.7536787	
1.30697E-04	38.3862138	
1.30700E-04	37.7982888	
1.30709E-04	36.0499558	
1.30722E-04	33.8666796	
1.30734E-04	31.8472967	
1.30744E-04	30.4387042	
1.30747E-04	29.9736891	
1.30759E-04	28.2500628	
1.30765E-04	27.4538041	
1.30772E-04	26.6666903	
1.30784E-04	25.2177146	
1.30791E-04	24.4387823	
1.30796E-04	23.8947606	
1.30809E-04	22.6561793	
1.30814E-04	22.2308276	
1.30822E-04	21.5394173	
1.30835E-04	20.5332315	
1.30837E-04	20.3909293	
1.30848E-04	19.6356927	
1.30860E-04	18.8823597	
1.30860E-04	18.8315336	
1.30873E-04	18.1268164	
1.30886E-04	17.4982388	
1.30899E-04	16.9392659	
1.30911E-04	16.4742927	
1.30912E-04	16.4445537	
1.30925E-04	16.0229487	
1.30937E-04	15.6530766	
1.30950E-04	15.3298265	
1.30951E-04	15.3159756	
1.30969E-04	14.937156	
1.30987E-04	14.6554222	
1.30989E-04	14.626041	
1.31001E-04	14.4647099	
1.31021E-04	14.2680597	
1.31036E-04	14.1592951	
1.31041E-04	14.1261348	
1.31065E-04	14.0197525	
1.31085E-04	13.9771398	
1.31090E-04	13.9689968	
1.31114E-04	13.9703612	
1.31134E-04	14.0114167	
1.31169E-04	14.1057311	
1.31207E-04	14.273739	
1.31212E-04	14.2985966	
1.31261E-04	14.6029713	
1.31281E-04	14.7426338	
1.31310E-04	14.9721475	
1.31354E-04	15.3557988	
1.31384E-04	15.633635	
1.31428E-04	16.0902193	
1.31457E-04	16.414969	
1.31477E-04	16.6476282	
1.31526E-04	17.2591509	
1.31531E-04	17.3235512	
1.31575E-04	17.9388767	
1.31604E-04	18.3704563	
1.31624E-04	18.6744599	
1.31673E-04	19.4734438	
1.31678E-04	19.5576025	
1.31722E-04	20.3541127	
1.31752E-04	20.9123788	
1.31768E-04	21.2447495	
1.31811E-04	22.1460567	
1.31825E-04	22.4466326	
1.31855E-04	23.1207061	
1.31893E-04	24.0389561	
1.31898E-04	24.1620137	
1.31941E-04	25.2967295	
1.31960E-04	25.8383215	
1.31984E-04	26.5169196	
1.32027E-04	27.8233823	
1.32028E-04	27.854648	
1.32070E-04	29.256638	
1.32096E-04	30.1468992	
1.32109E-04	30.6478553	
1.32162E-04	32.6898569	
1.32163E-04	32.7303466	
1.32215E-04	34.9627075	
1.32225E-04	35.4083924	
1.32251E-04	36.6138396	
1.32284E-04	38.2638143	
1.32286E-04	38.3648403	
1.32321E-04	40.2693971	
1.32343E-04	41.4902714	
1.32357E-04	42.2995202	
1.32390E-04	44.3586697	
1.32402E-04	45.1284483	
1.32437E-04	47.5340281	
1.32461E-04	49.2307053	
1.32468E-04	49.8212134	
1.32500E-04	52.2930347	
1.32519E-04	53.9131403	
1.32531E-04	54.9210222	
1.32559E-04	57.3881987	
1.32562E-04	57.7515645	
1.32594E-04	60.8031598	
1.32598E-04	61.2044856	
1.32625E-04	64.099607	
1.32637E-04	65.4177677	
1.32666E-04	68.8157897	
1.32676E-04	70.016441	
1.32694E-04	72.2470054	
1.32715E-04	75.1065994	
1.32721E-04	75.9127664	
1.32749E-04	79.8609554	
1.32755E-04	80.7510132	
1.32776E-04	84.1242172	
1.32794E-04	87.0298174	
1.32804E-04	88.6980248	
1.32829E-04	93.2686123	
1.32831E-04	93.6312936	
1.32857E-04	98.5934011	
1.32861E-04	99.4062699	
1.32892E-04	106.095454	
1.32915E-04	111.591733	
1.32923E-04	113.520334	
1.32939E-04	117.495966	
1.32955E-04	121.685166	
1.32963E-04	123.847663	
1.32986E-04	130.689823	
1.33010E-04	138.160342	
1.33017E-04	140.798005	
1.33033E-04	146.251393	
1.33049E-04	152.020744	
1.33055E-04	154.256267	
1.33076E-04	162.916507	
1.33098E-04	172.355678	
1.33100E-04	173.266778	
1.33119E-04	182.62212	
1.33123E-04	184.611678	
1.33141E-04	193.815702	
1.33147E-04	197.08318	
1.33163E-04	206.049167	
1.33170E-04	210.832087	
1.33184E-04	219.453431	
1.33194E-04	226.035644	
1.33206E-04	234.17789	
1.33218E-04	242.868364	
1.33225E-04	248.847779	
1.33241E-04	261.587383	
1.33245E-04	264.873785	
1.33263E-04	280.647693	
1.33265E-04	282.452672	
1.33282E-04	299.803965	
1.33284E-04	301.786628	
1.33302E-04	320.881541	
1.33304E-04	323.064353	
1.33321E-04	344.112983	
1.33323E-04	346.519989	
1.33341E-04	369.7561	
1.33343E-04	372.414004	
1.33361E-04	398.096273	
1.33363E-04	401.034571	
1.33378E-04	426.104077	
1.33380E-04	429.428517	
1.33394E-04	453.360285	
1.33400E-04	464.237142	
1.33410E-04	482.879864	
1.33419E-04	500.668025	
1.33425E-04	514.881077	
1.33436E-04	538.552575	
1.33441E-04	549.599244	
1.33454E-04	580.028494	
1.33457E-04	587.237986	
1.33471E-04	625.408403	
1.33472E-04	628.021501	
1.33488E-04	672.249841	
1.33489E-04	675.168337	
1.33502E-04	714.030314	
1.33507E-04	729.73502	
1.33516E-04	758.69837	
1.33524E-04	789.099358	
1.33529E-04	806.401262	
1.33542E-04	853.567204	
1.33543E-04	857.281701	
1.33557E-04	911.726067	
1.33559E-04	919.870579	
1.33571E-04	969.745146	
1.33574E-04	987.328218	
1.33590E-04	1059.01364	
1.33591E-04	1063.58301	
1.33606E-04	1136.37609	
1.33610E-04	1156.14346	
1.33621E-04	1218.73405	
1.33627E-04	1250.7128	
1.33645E-04	1351.53434	
1.33663E-04	1459.78354	
1.33669E-04	1497.51577	
1.33680E-04	1574.47214	
1.33688E-04	1628.23632	
1.33703E-04	1730.83963	
1.33712E-04	1795.32106	
1.33724E-04	1890.02988	
1.33735E-04	1973.41346	
1.33746E-04	2058.2254	
1.33771E-04	2258.99479	
1.33778E-04	2324.36498	
1.33884E-04	3250.08245	
1.33920E-04	3545.33518	
1.33945E-04	3740.31454	
1.33950E-04	3779.99348	
1.33970E-04	3917.29298	
1.33981E-04	3987.04091	
1.33999E-04	4092.80823	
1.34006E-04	4132.00012	
1.34022E-04	4210.83353	
1.34031E-04	4249.66422	
1.34042E-04	4290.03474	
1.34055E-04	4332.34315	
1.34065E-04	4359.93366	
1.34078E-04	4386.06956	
1.34100E-04	4406.4968	
1.34115E-04	4412.33502	
1.34136E-04	4395.42494	
1.34139E-04	4391.5608	
1.34160E-04	4347.77949	
1.34163E-04	4340.07791	
1.34180E-04	4283.40096	
1.34185E-04	4266.45953	
1.34207E-04	4170.91959	
1.34208E-04	4161.95702	
1.34231E-04	4038.53124	
1.34233E-04	4031.40612	
1.34256E-04	3883.32657	
