E(MeV)	pendfb7/Pd110:1	
1.34626000E-10	13.1439237	
1.35767000E-10	13.1009466	
1.37504000E-10	13.0355206	
1.38664000E-10	12.9934927	
1.41620000E-10	12.8878596	
1.42226000E-10	12.8662042	
1.42820000E-10	12.8457856	
1.47104000E-10	12.7005539	
1.47110000E-10	12.7003532	
1.47725000E-10	12.6805748	
1.51513000E-10	12.5587525	
1.52162000E-10	12.5381631	
1.55399000E-10	12.4394262	
1.56058000E-10	12.419325	
1.57388000E-10	12.3793061	
1.60736000E-10	12.2824446	
1.62793000E-10	12.2237488	
1.63473000E-10	12.2050915	
1.65557000E-10	12.1479121	
1.68383000E-10	12.0714457	
1.70520000E-10	12.0159783	
1.71965000E-10	11.9789964	
1.74901000E-10	11.9038554	
1.75635000E-10	11.8858783	
1.80899000E-10	11.7587762	
1.81674000E-10	11.7403216	
1.86325000E-10	11.6343803	
1.88706000E-10	11.580901	
1.90298000E-10	11.5466959	
1.91911000E-10	11.5120396	
1.96014000E-10	11.425128	
1.97667000E-10	11.3916248	
2.00184000E-10	11.3413417	
2.03592000E-10	11.2732587	
2.03601000E-10	11.2730814	
2.09699000E-10	11.1582137	
2.10584000E-10	11.1417783	
2.11486000E-10	11.1250273	
2.15985000E-10	11.0451153	
2.19672000E-10	10.9805631	
2.21524000E-10	10.9495462	
2.22463000E-10	10.93382	
2.28179000E-10	10.8394834	
2.29132000E-10	10.8244362	
2.33033000E-10	10.763749	
2.36004000E-10	10.7175297	
2.37011000E-10	10.7020886	
2.43079000E-10	10.6131167	
2.45139000E-10	10.5833506	
2.46189000E-10	10.5681786	
2.50370000E-10	10.5104023	
2.55719000E-10	10.4375769	
2.57875000E-10	10.4094986	
2.60061000E-10	10.3814559	
2.65610000E-10	10.3102716	
2.65622000E-10	10.3101199	
2.73572000E-10	10.2140395	
2.75891000E-10	10.1864262	
2.75903000E-10	10.1862833	
2.81777000E-10	10.119403	
2.86588000E-10	10.0654484	
2.90224000E-10	10.0264515	
2.92684000E-10	10.000469	
2.97681000E-10	9.94769086	
2.98929000E-10	9.93508164	
3.07890000E-10	9.84594589	
3.09208000E-10	9.8330324	
3.10500000E-10	9.82096006	
3.17125000E-10	9.75905664	
3.22538000E-10	9.70925328	
3.26631000E-10	9.67341689	
3.29400000E-10	9.64955132	
3.36428000E-10	9.58897811	
3.36443000E-10	9.58885079	
3.46513000E-10	9.5075498	
3.49450000E-10	9.48420491	
3.50947000E-10	9.47230593	
3.56906000E-10	9.42723609	
3.66076000E-10	9.35898043	
3.67605000E-10	9.34814715	
3.70721000E-10	9.32642635	
3.78631000E-10	9.27128786	
3.81857000E-10	9.2491544	
3.89981000E-10	9.19612021	
3.93287000E-10	9.17488462	
3.98319000E-10	9.14256234	
4.01678000E-10	9.12202509	
4.13719000E-10	9.0496151	
4.15491000E-10	9.03912881	
4.17226000E-10	9.02935973	
4.26128000E-10	8.97923617	
4.33402000E-10	8.93894711	
4.38901000E-10	8.90995525	
4.42622000E-10	8.89066477	
4.52066000E-10	8.84170502	
4.52086000E-10	8.84160302	
4.65617000E-10	8.77609918	
4.69564000E-10	8.75730922	
4.73566000E-10	8.73825742	
4.79583000E-10	8.7111198	
4.93959000E-10	8.64738685	
4.96075000E-10	8.63816175	
4.98146000E-10	8.62961002	
5.08775000E-10	8.58571996	
5.19644000E-10	8.54160355	
5.24026000E-10	8.5247463	
5.28468000E-10	8.5079575	
5.39744000E-10	8.46533919	
5.44344000E-10	8.44824928	
5.55923000E-10	8.40748583	
5.60636000E-10	8.39118466	
5.70207000E-10	8.3580808	
5.72598000E-10	8.3502385	
5.89762000E-10	8.2949528	
5.94762000E-10	8.27912983	
5.97309000E-10	8.27106961	
6.07452000E-10	8.24070997	
6.25661000E-10	8.18718983	
6.28341000E-10	8.17945099	
6.30965000E-10	8.17230195	
6.44427000E-10	8.13562498	
6.60984000E-10	8.09133301	
6.63744000E-10	8.08435939	
6.83653000E-10	8.03499738	
6.95324000E-10	8.00658742	
6.98227000E-10	7.99991273	
7.04146000E-10	7.98630355	
7.25267000E-10	7.93865508	
7.31447000E-10	7.92496853	
7.34502000E-10	7.91859242	
7.47007000E-10	7.89249315	
7.69413000E-10	7.84661659	
7.72661000E-10	7.8400891	
7.72695000E-10	7.84002077	
7.92477000E-10	7.8026347	
8.12802000E-10	7.7649589	
8.16247000E-10	7.75857301	
8.16284000E-10	7.75850571	
8.40715000E-10	7.71669944	
8.55029000E-10	7.6926798	
8.62315000E-10	7.6804535	
8.65932000E-10	7.67473518	
8.91889000E-10	7.63452088	
8.99450000E-10	7.62303621	
9.10959000E-10	7.60555478	
9.18641000E-10	7.59458151	
9.46178000E-10	7.55604538	
9.66409000E-10	7.52829496	
9.74558000E-10	7.51780048	
9.86967000E-10	7.50214921	
1.00377100E-09	7.48095461	
1.02523400E-09	7.45442918	
1.02951500E-09	7.44946907	
1.03387900E-09	7.4444128	
1.06487100E-09	7.4092575	
1.07389700E-09	7.39922867	
1.09223000E-09	7.37885878	
1.09681100E-09	7.37409284	
1.12019300E-09	7.35028708	
1.12968900E-09	7.34061898	
1.16357300E-09	7.30684145	
1.16362500E-09	7.30679067	
1.16848400E-09	7.30234927	
1.19845200E-09	7.27495679	
1.21885700E-09	7.2567029	
1.23439900E-09	7.24279934	
1.23966400E-09	7.23818744	
1.27140200E-09	7.2121902	
1.30953700E-09	7.18163224	
1.32621100E-09	7.16855542	
1.32627000E-09	7.16850915	
1.34879100E-09	7.15200523	
1.38338400E-09	7.12721893	
1.38924700E-09	7.12301802	
1.41892700E-09	7.10221496	
1.43089200E-09	7.0943825	
1.44302100E-09	7.08662362	
1.47381000E-09	7.06692799	
1.50523000E-09	7.04727729	
1.51798900E-09	7.03929756	
1.52449100E-09	7.03531992	
1.56352100E-09	7.01306058	
1.57012000E-09	7.0093833	
1.61038900E-09	6.98694348	
1.63780700E-09	6.97200745	
1.63788000E-09	6.97196768	
1.65869100E-09	6.96139875	
1.70841200E-09	6.93674231	
1.75965500E-09	6.91191745	
1.76716000E-09	6.90836375	
1.78206100E-09	6.90180765	
1.81240300E-09	6.88845787	
1.84326000E-09	6.87520442	
1.86676500E-09	6.86510875	
1.90656100E-09	6.84841455	
1.91472700E-09	6.84498897	
1.92272300E-09	6.8418755	
1.97203500E-09	6.82314683	
1.98039400E-09	6.81997209	
2.03975800E-09	6.79796984	
2.08337200E-09	6.78218748	
2.10093900E-09	6.77628998	
2.10980700E-09	6.77338723	
2.16391700E-09	6.75567553	
2.18226100E-09	6.74981826	
2.22882300E-09	6.73495091	
2.25720300E-09	6.72610698	
2.26687100E-09	6.72309418	
2.29563400E-09	6.71478076	
2.33471900E-09	6.70377095	
2.36449000E-09	6.69538479	
2.41489700E-09	6.68153985	
2.43536800E-09	6.67591723	
2.47694200E-09	6.66477781	
2.49782800E-09	6.65959618	
2.50841500E-09	6.65696964	
2.58360800E-09	6.63879841	
2.66110200E-09	6.62054772	
2.67233300E-09	6.61796879	
2.71795300E-09	6.60749325	
2.74087100E-09	6.60262617	
2.76410500E-09	6.59782275	
2.82308200E-09	6.5856298	
2.85902900E-09	6.57839166	
2.90770600E-09	6.56859025	
2.95721300E-09	6.55887682	
2.99492100E-09	6.55147839	
2.99505400E-09	6.55145295	
3.05876800E-09	6.54021189	
3.08469700E-09	6.53563723	
3.16381100E-09	6.5220522	
3.17722100E-09	6.5197495	
3.27246100E-09	6.50382491	
3.31433700E-09	6.49700376	
3.37061700E-09	6.48856076	
3.38484300E-09	6.48648534	
3.47165500E-09	6.47382035	
3.50108400E-09	6.46964316	
3.57578500E-09	6.45903998	
3.62131700E-09	6.45274914	
3.68297300E-09	6.44423055	
3.69874700E-09	6.44210816	
3.74567800E-09	6.43630895	
3.79344100E-09	6.43040692	
3.87431100E-09	6.42069353	
3.90715400E-09	6.41674871	
4.00736100E-09	6.40504411	
4.02434600E-09	6.40306019	
4.11013900E-09	6.39331067	
4.14498000E-09	6.38935134	
4.14516500E-09	6.38933087	
4.21555200E-09	6.38219418	
4.26930600E-09	6.37674394	
4.32366900E-09	6.37138937	
4.39728300E-09	6.36413863	
4.43455900E-09	6.36057034	
4.52917700E-09	6.35151292	
4.54829300E-09	6.34973367	
4.66494400E-09	6.33887623	
4.68492500E-09	6.33706714	
4.78458700E-09	6.32881472	
4.80486600E-09	6.32713553	
4.90729800E-09	6.31890218	
4.94889700E-09	6.31555851	
5.03315600E-09	6.30898138	
5.09733600E-09	6.30397159	
5.16224300E-09	6.29904912	
5.25013400E-09	6.29238357	
5.29464000E-09	6.2891028	
5.33976000E-09	6.28577677	
5.40760900E-09	6.28120643	
5.43043200E-09	6.27971543	
5.56970800E-09	6.27061668	
5.71255500E-09	6.26156222	
5.73676800E-09	6.26002746	
5.85906600E-09	6.25250288	
5.90873300E-09	6.24944704	
6.00933400E-09	6.24343635	
6.08596200E-09	6.23885799	
6.13782600E-09	6.23584747	
6.16345700E-09	6.23449071	
6.26839500E-09	6.22893591	
6.32153200E-09	6.22620965	
6.45641200E-09	6.21928946	
6.48366200E-09	6.2179338	
6.64994900E-09	6.20966115	
6.82050200E-09	6.20143038	
6.84941100E-09	6.20003525	
6.99542900E-09	6.19319661	
7.05472900E-09	6.19041933	
7.11484800E-09	6.18768567	
7.17484200E-09	6.18520233	
7.26633100E-09	6.18141532	
7.35885600E-09	6.1777061	
7.48414700E-09	6.17268334	
7.61157100E-09	6.16773406	
7.70863000E-09	6.16396419	
7.74116500E-09	6.16273934	
7.87296500E-09	6.15777742	
7.93970400E-09	6.15526487	
8.00700900E-09	6.15280787	
8.14333500E-09	6.14783123	
8.17785000E-09	6.14657124	
8.28198200E-09	6.14288362	
8.35256000E-09	6.14038423	
8.42299000E-09	6.13811578	
8.56639900E-09	6.13364665	
8.67563200E-09	6.13024256	
8.71224900E-09	6.12913805	
8.86058200E-09	6.12466377	
8.93569400E-09	6.1223981	
9.08783200E-09	6.11795455	
9.20371400E-09	6.11456993	
9.32090900E-09	6.1112542	
9.47960500E-09	6.10676431	
9.55996400E-09	6.10456109	
9.76394000E-09	6.09896865	
9.80515000E-09	6.0978733	
9.93062100E-09	6.0945383	
1.00566250E-08	6.09149969	
1.03145490E-08	6.08548637	
1.03582670E-08	6.08446712	
1.05790880E-08	6.07948804	
1.06687670E-08	6.07746596	
1.08504120E-08	6.07350336	
1.09887700E-08	6.07048507	
1.12230320E-08	6.06553889	
1.13181700E-08	6.06353016	
1.16084490E-08	6.05759594	
1.16576520E-08	6.05659007	
1.20071020E-08	6.04967042	
1.20076360E-08	6.04966017	
1.21088860E-08	6.04790577	
1.23672480E-08	6.04342903	
1.27379690E-08	6.03722306	
1.31200360E-08	6.03104173	
1.35133230E-08	6.02489019	
1.36278760E-08	6.02315731	
1.39186470E-08	6.01875871	
1.43358730E-08	6.01265234	
1.47658690E-08	6.00656136	
1.48288490E-08	6.00569762	
1.52084910E-08	6.00100754	
1.56646610E-08	5.99556812	
1.61342250E-08	5.99016241	
1.66181620E-08	5.984782	
1.71163080E-08	5.97943145	
1.76297020E-08	5.97410237	
1.80055380E-08	5.97033088	
1.81581710E-08	5.96879922	
1.87028140E-08	5.96351364	
1.87825860E-08	5.96276468	
1.92634500E-08	5.95872905	
1.98412460E-08	5.95405459	
2.02642280E-08	5.95075492	
2.04360080E-08	5.94941487	
2.10489730E-08	5.94480273	
2.11378130E-08	5.94415779	
2.16799380E-08	5.94022216	
2.18637190E-08	5.93893452	
2.23302150E-08	5.93566605	
2.26145540E-08	5.93374273	
2.29995870E-08	5.9311383	
2.33911740E-08	5.92858028	
2.36894450E-08	5.92663183	
2.39910920E-08	5.92472821	
2.43995610E-08	5.92215045	
2.46063960E-08	5.92089299	
2.52374810E-08	5.91705627	
2.52687410E-08	5.91686622	
2.52693020E-08	5.91686288	
2.53000000E-08	5.91669128	
2.59488740E-08	5.91331464	
2.60588580E-08	5.9127423	
2.68400000E-08	5.90882743	
2.76450490E-08	5.90494069	
2.77617280E-08	5.90439787	
2.84737380E-08	5.90108547	
2.87151100E-08	5.90000315	
2.93277910E-08	5.89725585	
2.99530100E-08	5.89455285	
3.02069220E-08	5.89345512	
3.11129600E-08	5.8896774	
3.17762370E-08	5.88700943	
3.20456040E-08	5.88592593	
3.30067920E-08	5.88219489	
3.39962060E-08	5.87848748	
3.45750200E-08	5.87639317	
3.50159010E-08	5.87496559	
3.60655390E-08	5.87169621	
3.71473030E-08	5.86845434	
3.82608330E-08	5.86524293	
3.94084430E-08	5.86205716	
4.05897520E-08	5.85889988	
4.18072170E-08	5.85576631	
4.30604320E-08	5.85265923	
4.43520040E-08	5.84957392	
4.56815020E-08	5.84651308	
4.70516900E-08	5.84347205	
4.84621140E-08	5.84045349	
4.99157060E-08	5.83745278	
5.01263810E-08	5.83703316	
5.14119810E-08	5.8347538	
5.29540520E-08	5.83212679	
5.45414060E-08	5.82952807	
5.61773420E-08	5.82695369	
5.78613160E-08	5.82440594	
5.95968320E-08	5.82188088	
6.13833090E-08	5.81938075	
6.32244640E-08	5.81690172	
6.51196830E-08	5.81444605	
6.70729090E-08	5.81201006	
6.90834890E-08	5.809596	
7.11556070E-08	5.80720025	
7.32885700E-08	5.804825	
7.54868170E-08	5.80246662	
7.77496130E-08	5.80012723	
7.94085190E-08	5.79847404	
8.00816650E-08	5.79787726	
8.24821970E-08	5.7958347	
8.49562000E-08	5.79381409	
8.75028510E-08	5.79181732	
9.01274460E-08	5.78984143	
9.28291110E-08	5.78788828	
9.56134640E-08	5.78595497	
9.84795770E-08	5.7840433	
1.01433412E-07	5.78215048	
1.04473985E-07	5.7802783	
1.07607619E-07	5.77842404	
1.10833270E-07	5.77658945	
1.14157646E-07	5.77477174	
1.17579641E-07	5.77297244	
1.21106371E-07	5.77118863	
1.24736661E-07	5.76942181	
1.28478062E-07	5.76766931	
1.32329326E-07	5.7659328	
1.36298464E-07	5.76420974	
1.40384153E-07	5.76250176	
1.43984611E-07	5.761052	
1.44594890E-07	5.76083369	
1.48929273E-07	5.759347	
1.53396316E-07	5.75787772	
1.57994531E-07	5.75642723	
1.62733481E-07	5.75499341	
1.67611588E-07	5.75357764	
1.72638996E-07	5.75217783	
1.77814030E-07	5.75079532	
1.83147454E-07	5.74942806	
1.88637490E-07	5.74807735	
1.94295557E-07	5.74674121	
2.00119770E-07	5.74542089	
2.06122241E-07	5.74411446	
2.12300971E-07	5.74282323	
2.18668809E-07	5.74154542	
2.25223636E-07	5.74028231	
2.31979082E-07	5.73903186	
2.38932897E-07	5.73779485	
2.46099545E-07	5.73656924	
2.53476636E-07	5.73535626	
2.61079514E-07	5.73415428	
2.68905645E-07	5.73296452	
2.76971307E-07	5.73178521	
2.85273811E-07	5.73061742	
2.93830426E-07	5.72945941	
3.02638301E-07	5.72831222	
3.11715753E-07	5.7271741	
3.21059758E-07	5.72604609	
3.30689751E-07	5.72492647	
3.37739504E-07	5.72413689	
3.40602522E-07	5.72385215	
3.50818688E-07	5.7228778	
3.61334845E-07	5.72191587	
3.72172865E-07	5.72096496	
3.83329135E-07	5.72002598	
3.94826860E-07	5.71909755	
4.06662208E-07	5.71818056	
4.18859794E-07	5.71727365	
4.31415555E-07	5.71637773	
4.44355602E-07	5.7154916	
4.57675626E-07	5.71461637	
4.71403329E-07	5.71375057	
4.85534136E-07	5.71289435	
5.00097438E-07	5.71204638	
5.15088382E-07	5.7112078	
5.30538145E-07	5.71037748	
5.46441581E-07	5.70955621	
5.62831765E-07	5.70874279	
5.79703235E-07	5.70793796	
5.97091082E-07	5.70714051	
6.14989512E-07	5.70635119	
6.33435749E-07	5.70556881	
6.52423648E-07	5.70479409	
6.71992699E-07	5.70402586	
6.92136383E-07	5.70326482	
7.12896594E-07	5.70250983	
7.34266415E-07	5.70176156	
7.56290290E-07	5.70101888	
7.78960882E-07	5.70028246	
8.02325342E-07	5.69955118	
8.26375882E-07	5.69882569	
8.51162526E-07	5.69810488	
8.76677012E-07	5.69738938	
9.02972407E-07	5.69667821	
9.30039949E-07	5.69597244	
9.57935933E-07	5.69527049	
9.86651065E-07	5.69457222	
1.01195589E-06	5.69397631	
1.04050974E-06	5.69332447	
1.06986929E-06	5.69267551	
1.10005725E-06	5.69202925	
1.13109702E-06	5.69138546	
1.16301262E-06	5.69074393	
1.19582876E-06	5.69010446	
1.22957087E-06	5.68946683	
1.26426505E-06	5.68883083	
1.29993819E-06	5.68819623	
1.33661789E-06	5.68756282	
1.37433257E-06	5.68693037	
1.41311143E-06	5.68629865	
1.45298448E-06	5.68566745	
1.49398262E-06	5.68503659	
1.53613758E-06	5.68450185	
1.60176573E-06	5.68370219	
1.66987445E-06	5.68291013	
1.74121623E-06	5.6821189	
1.81525452E-06	5.68133524	
1.89280734E-06	5.68055128	
1.97329145E-06	5.67977373	
2.05759605E-06	5.67899475	
2.14508714E-06	5.67822092	
2.23673135E-06	5.67744445	
2.33183946E-06	5.67667188	
2.43146225E-06	5.67589602	
2.57061282E-06	5.67486291	
2.67991791E-06	5.67408659	
2.79441160E-06	5.67330412	
2.91323284E-06	5.672522	
3.03769441E-06	5.67173222	
3.16686028E-06	5.6709414	
3.30215753E-06	5.67014149	
3.49113727E-06	5.66906776	
3.69093216E-06	5.6679808	
3.90216115E-06	5.66687948	
4.12547860E-06	5.66576146	
4.36157631E-06	5.66462397	
4.61118571E-06	5.66346421	
4.87508005E-06	5.66228134	
5.15407683E-06	5.66107271	
5.44904038E-06	5.65983739	
5.84102973E-06	5.65824938	
6.17530702E-06	5.65693735	
6.62082346E-06	5.65524443	
6.99972770E-06	5.65384479	
7.50326933E-06	5.65203551	
8.04459138E-06	5.65014328	
8.62329771E-06	5.64817593	
9.24542401E-06	5.64611297	
1.00503350E-05	5.6435091	
1.07733292E-05	5.64122199	
1.15505691E-05	5.63881158	
1.23814861E-05	5.63628091	
1.30900683E-05	5.63415373	
1.40344490E-05	5.63135926	
1.50440496E-05	5.62841218	
1.61293999E-05	5.6252876	
1.72897057E-05	5.62198615	
1.85370684E-05	5.61847759	
1.98705754E-05	5.61476375	
2.22100082E-05	5.60832783	
2.34810686E-05	5.60486497	
2.48248706E-05	5.60122653	
2.62455774E-05	5.59739954	
2.81390600E-05	5.59487964	
3.05888600E-05	5.59166322	
3.27893405E-05	5.58880831	
3.51549218E-05	5.58577082	
3.71668088E-05	5.58320776	
3.92938344E-05	5.58051829	
4.09646485E-05	5.57841894	
4.27147744E-05	5.57623231	
4.43398488E-05	5.57421452	
4.58398788E-05	5.57236723	
4.67398968E-05	5.57127017	
4.75199124E-05	5.57033115	
4.81199244E-05	5.56962236	
4.85699334E-05	5.56910388	
4.88624393E-05	5.56877661	
4.91474450E-05	5.56846889	
4.93611993E-05	5.56824861	
4.95749535E-05	5.56804115	
4.97174564E-05	5.56791253	
4.98599592E-05	5.56779427	
5.00099622E-05	5.5676848	
5.01224645E-05	5.56761618	
5.02349667E-05	5.56756286	
5.03474690E-05	5.56752962	
5.04224705E-05	5.56752191	
5.04899718E-05	5.56752746	
5.05499730E-05	5.56754449	
5.06099742E-05	5.56757533	
5.06699754E-05	5.56762299	
5.07299766E-05	5.56769137	
5.07749775E-05	5.5677593	
5.08199784E-05	5.56784457	
5.08649793E-05	5.56795071	
5.09099802E-05	5.56808227	
5.09399808E-05	5.56818694	
5.09756066E-05	5.56833234	
5.10112323E-05	5.56850505	
5.10379516E-05	5.56865603	
5.10646709E-05	5.5688289	
5.10913902E-05	5.56902773	
5.11181094E-05	5.56925775	
5.11448287E-05	5.56952589	
5.11626416E-05	5.56973034	
5.11804544E-05	5.56995947	
5.11982673E-05	5.57021786	
5.12160801E-05	5.57051135	
5.12343617E-05	5.57085688	
5.12484245E-05	5.57115962	
5.12624873E-05	5.57150094	
5.12765501E-05	5.57188813	
5.12906129E-05	5.57233009	
5.13046756E-05	5.57283767	
5.13140508E-05	5.57321893	
5.13234260E-05	5.57363974	
5.13328012E-05	5.57410529	
5.13421764E-05	5.57462145	
5.13515516E-05	5.57519482	
5.13609268E-05	5.57583285	
5.13703020E-05	5.57654385	
5.13786459E-05	5.57724552	
5.13859585E-05	5.57791973	
5.13932712E-05	5.57865485	
5.14005838E-05	5.57945661	
5.14078965E-05	5.58033121	
5.14152091E-05	5.58128528	
5.14225218E-05	5.58232595	
5.14298344E-05	5.5834608	
5.14371471E-05	5.58469797	
5.14444597E-05	5.586046	
5.14517724E-05	5.58751401	
5.14590850E-05	5.58911151	
5.14663977E-05	5.59084858	
5.14737103E-05	5.59273564	
5.14810229E-05	5.5947836	
