E(MeV)	pendfb7/Kr85:1
1.00000E-11	123.667628
1.02999E-11	121.866501
1.06087E-11	120.093122
1.06237E-11	120.009526
1.09269E-11	118.344503
1.09422E-11	118.262963
1.12544E-11	116.622878
1.12704E-11	116.541326
1.15920E-11	114.925499
1.16082E-11	114.846507
1.19395E-11	113.254293
1.19564E-11	113.175475
1.22976E-11	111.606818
1.23148E-11	111.530077
1.26662E-11	109.984717
1.26842E-11	109.907914
1.30462E-11	108.385326
1.30644E-11	108.311032
1.34372E-11	106.811043
1.34563E-11	106.736477
1.38403E-11	105.258795
1.38597E-11	105.186353
1.42552E-11	103.730519
1.42754E-11	103.658354
1.46827E-11	102.224126
1.47033E-11	102.153745
1.51229E-11	100.74063
1.51443E-11	100.670686
1.55765E-11	99.2783146
1.55983E-11	99.2101713
1.60434E-11	97.8386812
1.60661E-11	97.7708046
1.65246E-11	96.419409
1.65477E-11	96.3533404
1.70199E-11	95.0221432
1.70441E-11	94.9559487
1.75304E-11	93.6447633
1.75550E-11	93.580397
1.80559E-11	92.2884797
1.80815E-11	92.2244155
1.85975E-11	90.9515507
1.86235E-11	90.8893153
1.91550E-11	89.6353234
1.91821E-11	89.57328
1.97295E-11	88.3379528
1.97572E-11	88.2772949
2.03209E-11	87.0604684
2.03498E-11	86.9999409
2.09305E-11	85.8011677
2.09598E-11	85.7424769
2.15579E-11	84.5614915
2.15884E-11	84.5030514
2.22045E-11	83.3394645
2.22356E-11	83.2824752
2.28701E-11	82.1363631
2.29025E-11	82.079575
2.35561E-11	80.9503563
2.35890E-11	80.895206
2.42622E-11	79.7828853
2.42966E-11	79.7277333
2.49899E-11	78.6320546
2.50249E-11	78.5783863
2.57390E-11	77.4990376
2.57755E-11	77.4455094
2.65110E-11	76.3823081
2.65482E-11	76.3301315
2.73057E-11	75.2827977
2.73444E-11	75.2308844
2.81247E-11	74.1991287
2.81641E-11	74.1485803
2.89678E-11	73.1322159
2.90089E-11	73.0817888
2.98367E-11	72.0806397
2.98785E-11	72.031592
3.07311E-11	71.0454198
3.07746E-11	70.9966013
3.16528E-11	70.025131
3.16972E-11	69.977481
3.26017E-11	69.020604
3.26479E-11	68.9731824
3.35795E-11	68.0306053
3.36265E-11	67.9844701
3.45861E-11	67.0560017
3.46352E-11	67.0099117
3.56235E-11	66.0954379
3.56734E-11	66.0506411
3.66913E-11	65.1498728
3.67434E-11	65.1051464
3.77919E-11	64.2178973
3.78448E-11	64.1744669
3.89247E-11	63.3005334
3.89799E-11	63.2571972
4.00923E-11	62.3963475
4.01484E-11	62.3542304
4.12941E-11	61.5063696
4.13526E-11	61.4643694
4.25327E-11	60.6292071
4.25922E-11	60.5883579
4.38076E-11	59.7658476
4.38697E-11	59.7250796
4.51216E-11	58.9149503
4.51848E-11	58.8752764
4.64742E-11	58.0773929
4.65401E-11	58.0378331
4.78681E-11	57.252809
4.81383E-11	57.0978735
4.93030E-11	56.440852
4.97915E-11	56.1735714
5.07818E-11	55.6404808
5.15014E-11	55.264779
5.23041E-11	54.8524266
5.32700E-11	54.3712142
5.38729E-11	54.0756547
5.50994E-11	53.492594
5.54878E-11	53.3108952
5.69916E-11	52.6287524
5.71521E-11	52.5571019
5.88653E-11	51.8155547
5.89488E-11	51.780498
6.06310E-11	51.085735
6.09732E-11	50.9486541
6.24484E-11	50.3672814
6.30671E-11	50.1308161
6.43215E-11	49.6591196
6.52329E-11	49.3267621
6.62496E-11	48.9619571
6.74731E-11	48.5362773
6.82368E-11	48.2748171
6.97903E-11	47.7591231
7.02822E-11	47.5984312
7.21870E-11	46.995161
7.23903E-11	46.9317931
7.45603E-11	46.2760887
7.46660E-11	46.2451125
7.67967E-11	45.6308405
7.72301E-11	45.5096726
7.90987E-11	44.9957079
7.98824E-11	44.7866891
8.14712E-11	44.3697662
8.26256E-11	44.076044
8.39134E-11	43.7536304
8.54631E-11	43.3774847
8.64304E-11	43.1464448
8.83981E-11	42.6908265
8.90212E-11	42.5488388
9.14338E-11	42.0159285
9.16913E-11	41.9599489
9.44399E-11	41.3807865
9.45738E-11	41.3534281
9.72725E-11	40.8109714
9.78216E-11	40.7039481
1.00188E-10	40.2501625
1.01181E-10	40.0655883
1.03193E-10	39.6976136
1.04656E-10	39.4382218
1.06287E-10	39.1536651
1.08250E-10	38.8216715
1.09475E-10	38.617787
1.11967E-10	38.2157737
1.12756E-10	38.0905048
1.15812E-10	37.620376
1.16139E-10	37.5708632
1.19620E-10	37.0600707
1.19790E-10	37.0358868
1.23208E-10	36.5575041
1.23903E-10	36.463215
1.26901E-10	36.0630222
1.28158E-10	35.9003949
1.30707E-10	35.5758878
1.32559E-10	35.3474036
1.34626E-10	35.0964538
1.37112E-10	34.8039223
1.38664E-10	34.6241874
1.41820E-10	34.2700647
1.42820E-10	34.1596258
1.46691E-10	33.7454396
1.47104E-10	33.7019421
1.51513E-10	33.2520413
1.51728E-10	33.2307823
1.56058E-10	32.8095194
1.56939E-10	32.7264523
1.60736E-10	32.3741687
1.62328E-10	32.2310505
1.65557E-10	31.9453858
1.67903E-10	31.7443008
1.70520E-10	31.5235356
1.73669E-10	31.2661903
1.75635E-10	31.1080504
1.79633E-10	30.7965232
1.80899E-10	30.6994184
1.85802E-10	30.3352189
1.86325E-10	30.2969742
1.91911E-10	29.9013719
1.92183E-10	29.8827079
1.97667E-10	29.5124136
1.98783E-10	29.4394153
2.03592E-10	29.1298457
2.05609E-10	29.0040876
2.09699E-10	28.7531016
2.12670E-10	28.5765238
2.15985E-10	28.3827766
2.20902E-10	28.1044781
2.22463E-10	28.0176665
2.29132E-10	27.6585991
2.29457E-10	27.6416495
2.36004E-10	27.3062787
2.38338E-10	27.1905025
2.43079E-10	26.9594703
2.47568E-10	26.7476635
2.50370E-10	26.6177555
2.57151E-10	26.3134216
2.57875E-10	26.2814865
2.65610E-10	25.9512603
2.67109E-10	25.8892985
2.73572E-10	25.6268395
2.77448E-10	25.4744553
2.81777E-10	25.3072146
2.88192E-10	25.0673547
2.90224E-10	24.9926805
2.98929E-10	24.6831052
2.99348E-10	24.6686806
3.07890E-10	24.3797497
3.10940E-10	24.2798922
3.17125E-10	24.080897
3.22976E-10	23.898736
3.26631E-10	23.7868833
3.35483E-10	23.5247795
3.36428E-10	23.4972702
3.46513E-10	23.2132964
3.48469E-10	23.1599961
3.56906E-10	22.934037
3.61963E-10	22.8030082
3.67605E-10	22.6593022
3.75974E-10	22.4530978
3.78631E-10	22.3887266
3.89981E-10	22.1228017
3.90534E-10	22.110266
4.01678E-10	21.8619564
4.05650E-10	21.7763523
4.13719E-10	21.6055335
4.23138E-10	21.4126944
4.26128E-10	21.352599
4.38901E-10	21.1043978
4.41379E-10	21.0578302
4.52066E-10	20.8607239
4.60407E-10	20.711973
4.65617E-10	20.6207487
4.79583E-10	20.3843748
4.80255E-10	20.3733765
4.93959E-10	20.1532202
5.00958E-10	20.0445233
5.08775E-10	19.9253133
5.22554E-10	19.7222251
5.24026E-10	19.7009127
5.39744E-10	19.4810323
