E(MeV)  mcnp	Total /Ca:1 mcnp/Ca
1.522800E+00	2.27234
1.526100E+00	2.33329
1.528900E+00	2.93829
1.530200E+00	4.47216
1.531200E+00	5.82884
1.532300E+00	5.9879
1.534000E+00	5.15666
1.535400E+00	3.34187
1.538600E+00	2.62055
1.539600E+00	2.35185
1.541200E+00	1.82611
1.542100E+00	1.4167
1.544900E+00	1.27606
1.545400E+00	1.41063
1.547800E+00	1.61216
1.549900E+00	1.49611
1.552700E+00	1.85063
1.554500E+00	2.6817
1.555900E+00	3.18281
1.559200E+00	2.9261
1.561500E+00	2.7978
1.563200E+00	2.90774
1.564800E+00	3.09114
1.566900E+00	3.67764
1.568700E+00	4.11177
1.570900E+00	3.54327
1.572700E+00	2.21111
1.574600E+00	2.33332
1.577200E+00	3.26833
1.579700E+00	2.88939
1.581100E+00	3.08484
1.585800E+00	3.41503
1.588100E+00	2.54721
1.590400E+00	2.17425
1.592800E+00	1.99109
1.596800E+00	2.47394
1.597900E+00	3.76318
1.599500E+00	3.28675
1.601000E+00	3.32925
1.603300E+00	3.26114
1.604800E+00	3.49438
1.607100E+00	3.74997
1.609300E+00	3.56111
1.611700E+00	3.72224
1.613400E+00	2.89999
1.615400E+00	2.96669
1.617600E+00	3.26111
1.618000E+00	3.10564
1.620300E+00	2.91107
1.622900E+00	2.65561
1.626100E+00	2.95547
1.628600E+00	3.45556
1.630400E+00	2.30001
1.631000E+00	2.72222
1.632800E+00	3.06096
1.636100E+00	3.38887
1.638400E+00	3.01107
1.642400E+00	2.42781
1.643200E+00	2.09455
1.645400E+00	2.1611
1.647700E+00	1.86113
1.649200E+00	2.09997
1.651100E+00	3.11676
1.651600E+00	4.11098
1.656300E+00	4.32221
1.659000E+00	3.14439
1.661200E+00	2.94996
1.662700E+00	2.94439
1.664500E+00	3.21658
1.666900E+00	3.05559
1.669400E+00	3.13894
1.670500E+00	3.08889
1.672200E+00	2.89996
1.674800E+00	3.12216
1.676000E+00	3.16112
1.677600E+00	3.04439
1.679500E+00	3.26109
1.681400E+00	3.9556
1.682300E+00	4.73902
1.684700E+00	4.31667
1.686400E+00	2.76112
1.690400E+00	2.07782
1.695100E+00	2.47217
1.704400E+00	2.16105
1.705800E+00	2.72222
1.708600E+00	2.0389
1.711100E+00	1.81107
1.714300E+00	2.11672
1.716300E+00	2.64442
1.718400E+00	2.12784
1.719100E+00	2.22237
1.721000E+00	2.45561
1.725500E+00	2.92782
1.726900E+00	3.5444
1.728500E+00	3.56108
1.731600E+00	3.75558
1.734000E+00	4.48317
1.735600E+00	4.18891
1.739600E+00	4.64441
1.741100E+00	6.03895
1.744500E+00	5.19445
1.745900E+00	3.09995
1.748300E+00	2.88334
1.750000E+00	3.05558
1.753900E+00	2.90715
1.757100E+00	2.56658
1.759000E+00	2.73324
1.761400E+00	3.45564
1.763800E+00	4.72225
1.765800E+00	5.36097
1.768900E+00	4.35557
1.770900E+00	2.89443
1.773400E+00	2.56673
1.776200E+00	2.84435
1.778800E+00	2.08329
1.783500E+00	2.09442
1.787000E+00	2.91106
1.789900E+00	1.94443
1.792600E+00	2.61098
1.795700E+00	3.45561
1.797400E+00	2.30557
1.802700E+00	2.06675
1.804900E+00	2.93332
1.807900E+00	3.51673
1.809700E+00	4.45558
1.811500E+00	3.23317
1.813700E+00	2.44996
1.816100E+00	2.18327
1.818400E+00	2.41109
1.821400E+00	3.3167
1.824600E+00	2.63325
1.826400E+00	2.25001
1.829200E+00	2.5056
1.833700E+00	3.46674
1.836000E+00	2.76667
1.836900E+00	2.93878
1.839100E+00	3.21113
1.839700E+00	3.64444
1.840900E+00	3.52207
1.842600E+00	3.06503
1.845300E+00	2.96001
1.848300E+00	3.23994
1.849900E+00	3.38509
1.851600E+00	3.24497
1.852800E+00	3.49996
1.855500E+00	3.79502
1.857900E+00	4.02995
1.858600E+00	4.85977
1.860000E+00	4.50501
1.861200E+00	3.90998
1.863900E+00	3.16004
1.865500E+00	2.62497
1.867300E+00	2.47495
1.869900E+00	2.69004
1.871200E+00	3.21997
1.874200E+00	3.40004
1.875900E+00	2.86989
1.879000E+00	3.46497
1.881000E+00	4.62013
1.882500E+00	3.42503
1.885500E+00	2.71
1.887900E+00	2.40485
1.890400E+00	1.92497
1.894500E+00	1.815
1.896600E+00	1.77
1.898100E+00	1.94001
1.900000E+00	1.87488
1.901200E+00	2.18998
1.903600E+00	2.83514
1.905900E+00	3.74996
1.911400E+00	3.02997
1.913200E+00	2.88505
1.914700E+00	3.05004
1.917900E+00	2.81001
1.921800E+00	2.80497
1.923100E+00	3.22507
1.925800E+00	3.48503
1.927500E+00	3.78507
1.930300E+00	3.57995
1.932000E+00	4.20989
1.934800E+00	3.88998
1.936900E+00	3.13501
1.940100E+00	3.47502
1.942300E+00	4.17488
1.944400E+00	3.44999
1.946200E+00	2.98999
1.948600E+00	3.50998
1.951000E+00	4.02
1.953700E+00	4.30502
1.955200E+00	3.43496
1.957000E+00	3.23003
1.959900E+00	3.13502
1.964200E+00	3.26997
1.965900E+00	4.68888
1.967300E+00	4.23887
1.970500E+00	3.44444
1.974700E+00	2.1222
1.977000E+00	2.92221
1.978900E+00	2.21112
1.981500E+00	2.06112
1.983600E+00	2.47235
1.986400E+00	2.74425
1.989900E+00	3.36669
1.991700E+00	3.97217
1.993100E+00	3.22766
1.994600E+00	2.37783
1.997400E+00	2.0944
2.000000E+00	1.96664
2.000600E+00	1.99822
2.002500E+00	2.00557
2.007100E+00	2.21107
2.008500E+00	2.8557
2.010600E+00	2.80002
2.012300E+00	3.38336
2.014900E+00	3.78333
2.018600E+00	3.60004
2.022100E+00	3.77223
2.025100E+00	2.13888
2.027500E+00	1.75556
2.029700E+00	2.04444
2.033100E+00	2.47779
2.034500E+00	3.18893
2.036800E+00	3.63906
2.038400E+00	4.59432
2.040000E+00	3.93878
2.042200E+00	3.08893
2.044200E+00	2.49438
2.045900E+00	3.3056
2.046800E+00	4.31097
2.048400E+00	4.95001
2.051200E+00	5.31106
2.054500E+00	4.52781
2.057500E+00	3.46673
2.062200E+00	3.37221
2.064500E+00	3.61656
2.067300E+00	3.54442
2.068100E+00	2.71667
2.069700E+00	2.6667
2.071600E+00	2.82785
2.073000E+00	2.60555
2.074800E+00	2.29437
2.077200E+00	2.16666
2.080000E+00	2.45564
2.083400E+00	3.32779
2.085800E+00	3.95003
2.087000E+00	3.60001
2.090000E+00	3.1722
2.091900E+00	2.23318
2.093200E+00	2.59438
2.095800E+00	3.28879
2.097400E+00	5.1834
2.099800E+00	5.75015
2.101800E+00	5.07223
2.107900E+00	4.44425
2.111500E+00	3.53892
2.113700E+00	3.07219
2.117500E+00	3.32794
2.118400E+00	2.81125
2.122300E+00	2.61659
2.128100E+00	1.84441
2.132400E+00	2.56113
2.134900E+00	1.66672
2.137300E+00	1.82781
2.139600E+00	2.6833
2.142500E+00	2.87776
2.144300E+00	3.03892
2.148100E+00	3.36671
2.149900E+00	3.82791
2.151300E+00	3.9278
2.154200E+00	4.17212
2.155800E+00	5.07778
2.157200E+00	4.58874
2.159000E+00	3.62216
2.161400E+00	2.75004
2.163200E+00	2.19443
2.165300E+00	2.47221
2.166400E+00	2.95005
2.169100E+00	3.44442
2.171100E+00	4.17785
2.173100E+00	3.49437
2.177600E+00	2.96659
2.181500E+00	2.5944
2.183900E+00	1.92222
2.185100E+00	2.2
2.189100E+00	2.43319
2.191800E+00	3.46113
2.194500E+00	3.25556
2.196800E+00	2.90559
2.199700E+00	3.09425
2.203000E+00	3.01671
2.207500E+00	2.72774
2.213200E+00	2.38885
2.216800E+00	2.44436
2.219900E+00	2.72783
2.222400E+00	3.18333
2.223300E+00	3.36122
2.228900E+00	3.26667
2.232700E+00	3.46106
2.234300E+00	2.95006
2.242900E+00	3.08891
2.246000E+00	4.65558
2.247600E+00	4.54977
2.250000E+00	4.26113
2.254600E+00	3.59064
2.256400E+00	2.30563
2.260900E+00	1.97216
2.264000E+00	1.66666
2.266100E+00	1.98892
2.270300E+00	2.32219
2.271900E+00	2.84454
2.273900E+00	2.93893
2.277100E+00	3.18319
2.279100E+00	4.33326
2.283600E+00	4.71112
2.285900E+00	3.98002
2.290100E+00	4.51503
2.293500E+00	5.34999
2.295700E+00	4.47489
2.298700E+00	4.61989
2.302300E+00	5.64503
2.305900E+00	4.53497
2.308800E+00	4.36501
2.309900E+00	3.40493
2.312600E+00	3.10503
2.314600E+00	3.28501
2.321200E+00	3.86497
2.323000E+00	3.13515
2.327700E+00	3.07997
2.331500E+00	2.68002
2.334700E+00	3.1101
2.338100E+00	3.05497
2.341400E+00	2.53498
2.346600E+00	2.14997
2.348900E+00	2.465
2.352000E+00	2.56501
2.353800E+00	2.78516
2.355600E+00	3.02489
2.357900E+00	2.78001
2.363900E+00	2.71502
2.369800E+00	2.20989
2.373200E+00	2.49515
2.374300E+00	2.49496
2.378500E+00	2.71495
2.381500E+00	3.75001
2.387500E+00	3.38004
2.391100E+00	3.13002
2.395000E+00	2.60996
2.396100E+00	2.55996
2.400600E+00	2.71496
2.408000E+00	3.56996
2.412300E+00	2.46499
2.415900E+00	2.78486
2.417500E+00	3.315
2.419500E+00	3.96999
2.421300E+00	4.72494
2.423100E+00	5.15477
2.424900E+00	4.63999
2.427800E+00	3.71001
2.432500E+00	2.70003
2.435500E+00	3.18997
2.439500E+00	3.25501
2.441100E+00	3.94512
2.444700E+00	4.18501
2.447800E+00	3.85995
2.453200E+00	4.42501
2.453500E+00	3.47497
2.455900E+00	3.38013
2.458000E+00	4.04496
2.460900E+00	3.78003
2.465100E+00	3.16685
2.468100E+00	3.0556
2.470800E+00	2.37224
2.473500E+00	2.80562
2.475000E+00	3.55561
2.477100E+00	4.47768
2.481000E+00	5.17775
2.482200E+00	4.88905
2.484000E+00	4.71106
2.486100E+00	4.23319
2.487900E+00	3.50556
2.490000E+00	2.99438
2.492400E+00	2.77776
2.496300E+00	3.05559
2.500000E+00	3.16099
2.506200E+00	4.20562
2.511900E+00	2.79994
2.513400E+00	2.61646
2.514600E+00	2.38319
2.518800E+00	2.75562
2.522400E+00	3.3889
2.527200E+00	3.76108
2.532000E+00	3.97778
2.534100E+00	2.58888
2.537100E+00	2.26672
2.540100E+00	2.42208
2.543400E+00	3.05564
2.545800E+00	3.55561
2.551800E+00	3.18886
2.554800E+00	2.46109
2.559900E+00	2.59425
2.561700E+00	3.13345
2.564100E+00	2.96659
2.567700E+00	3.11684
2.571900E+00	3.98331
2.574000E+00	3.1944
2.577300E+00	3.49454
2.580000E+00	4.22781
2.582100E+00	4.06097
2.588100E+00	4.26671
2.592000E+00	5.24443
2.593800E+00	5.42232
2.595600E+00	5.72785
2.598000E+00	5.48329
2.599800E+00	4.98894
2.604300E+00	4.14438
2.605200E+00	2.83327
2.609700E+00	2.70559
2.614500E+00	3.98328
2.620500E+00	4.81668
2.625600E+00	3.0722
2.628600E+00	2.31111
2.632800E+00	2.77767
2.634300E+00	4.41676
2.639400E+00	4.75559
2.643300E+00	5.04989
2.647200E+00	4.47777
2.649300E+00	3.62795
2.651400E+00	3.7501
2.658000E+00	4.17224
2.661300E+00	2.92218
2.666100E+00	2.49445
2.670900E+00	2.95004
2.675100E+00	2.18874
2.678400E+00	3.01113
2.682900E+00	4.0612
2.689200E+00	4.99429
2.694000E+00	4.12782
2.697600E+00	4.05562
2.700000E+00	4.86669
2.704000E+00	5.16114
2.708500E+00	4.18346
2.714500E+00	3.67215
2.717200E+00	4.15558
2.719300E+00	3.52783
2.722500E+00	2.91668
2.723700E+00	2.53891
2.726500E+00	2.67783
2.732500E+00	2.36112
2.737700E+00	3.01105
2.743000E+00	3.95559
2.746000E+00	3.19426
2.747500E+00	3.45023
2.749700E+00	4.04996
2.750000E+00	4.76124
2.757300E+00	4.70838
2.763800E+00	3.42226
2.766200E+00	3.23898
2.769700E+00	3.03884
2.771800E+00	3.51099
2.775500E+00	4.31655
2.780800E+00	5.03887
2.785300E+00	4.39447
2.790000E+00	3.53328
2.793500E+00	2.88326
2.797500E+00	2.63891
2.803500E+00	2.82785
2.809000E+00	3.63319
2.817000E+00	4.78886
2.821700E+00	2.82223
2.826300E+00	2.38891
2.832800E+00	2.60556
2.837800E+00	2.45558
2.841300E+00	2.94997
2.844000E+00	3.18312
2.847500E+00	3.06659
2.851700E+00	3.34444
2.857500E+00	3.22205
2.862700E+00	4.27222
2.866800E+00	3.06669
2.869500E+00	3.26665
2.875300E+00	3.82222
2.881800E+00	3.2166
2.889500E+00	4.34442
2.892300E+00	2.85558
2.896300E+00	3.11668
2.899500E+00	4.46671
2.903800E+00	4.93326
2.918400E+00	5.7388
2.922900E+00	2.38892
2.925900E+00	3.41674
2.930000E+00	4.00561
2.935600E+00	4.16668
2.940100E+00	4.81108
2.944300E+00	4.31099
2.946500E+00	3.6555
2.953300E+00	3.89998
2.956600E+00	3.81672
2.960800E+00	5
2.964100E+00	5.6612
2.979900E+00	5.21668
2.983600E+00	2.86104
2.990400E+00	2.66666
2.995300E+00	3.7055
2.999000E+00	3.18325
3.000000E+00	3.49998
3.002000E+00	3.6685
3.007600E+00	4.00559
3.011700E+00	4.34439
3.017000E+00	3.66113
3.021900E+00	2.84442
3.031200E+00	2.40555
3.038400E+00	4.46674
3.049300E+00	2.76655
3.058600E+00	4.05004
3.063500E+00	2.95003
3.069500E+00	3.38887
3.074400E+00	2.81112
3.076600E+00	2.69436
3.087100E+00	2.49438
3.090100E+00	3.00002
3.093900E+00	2.82785
3.097600E+00	3.56668
3.105100E+00	3.82777
3.107700E+00	4.05558
3.112600E+00	3.56666
3.123900E+00	3.16669
3.131800E+00	4.66674
3.143400E+00	3.5277
3.151300E+00	4.70005
3.163300E+00	3.58892
3.168500E+00	3.23892
3.176000E+00	2.66107
3.182400E+00	3.37769
3.186900E+00	3.03329
3.191400E+00	3.21668
3.200000E+00	2.82217
3.204100E+00	3.6167
3.209000E+00	3.26894
3.214600E+00	3.01557
3.222500E+00	3.60218
3.233400E+00	2.76674
3.240100E+00	3.73113
3.245700E+00	2.78435
3.248700E+00	2.91335
3.250000E+00	3.34437
3.254000E+00	3.17554
3.262600E+00	2.65563
3.267500E+00	2.54443
3.270100E+00	2.24224
3.278000E+00	2.36674
3.285900E+00	3.29115
3.293400E+00	3.92666
3.295600E+00	3.19796
3.298600E+00	3.33995
3.301600E+00	3.01565
3.305700E+00	2.60216
3.311400E+00	2.40235
3.318900E+00	2.54888
3.326700E+00	3.51328
3.333900E+00	4.15326
3.341000E+00	3.51329
3.348500E+00	4.19329
3.350700E+00	3.40229
3.354100E+00	3.20218
3.357500E+00	3.31329
3.362400E+00	3.5132
3.371000E+00	3.62441
3.377000E+00	3.23341
3.387500E+00	3.52221
3.390100E+00	2.67332
3.394600E+00	2.83781
3.401400E+00	3.31332
3.407000E+00	2.99333
3.412200E+00	3.28223
3.417100E+00	3.25112
3.421200E+00	3.41113
3.424600E+00	3.64673
3.430600E+00	3.49113
3.433200E+00	4.06894
3.438408E+00	4.53563
3.439200E+00	4.08376
3.447100E+00	4.01538
3.456500E+00	3.26426
3.467700E+00	4.34429
3.472200E+00	3.3932
3.479700E+00	3.57097
3.483100E+00	3.11326
3.488700E+00	3.24666
3.495500E+00	3.85102
3.499200E+00	3.42441
3.500000E+00	3.55363
3.503000E+00	3.50804
3.508500E+00	3.33612
3.514500E+00	3.2111
3.518000E+00	3.52216
3.524500E+00	3.74168
3.529000E+00	3.94433
3.529500E+00	3.73583
3.535000E+00	3.73612
3.543000E+00	4
3.547500E+00	3.49721
3.557000E+00	3.59441
3.560500E+00	4.0139
3.567500E+00	3.83892
3.574000E+00	3.95276
3.579500E+00	3.58891
3.585500E+00	3.96109
3.591000E+00	4.24155
3.600000E+00	4.12503
3.605000E+00	4.49722
3.608500E+00	4.12511
3.619000E+00	4.07783
3.626000E+00	3.59999
3.629000E+00	3.92233
3.635500E+00	3.74996
3.644000E+00	3.86942
3.657500E+00	4.54172
3.662500E+00	3.52222
3.674500E+00	3.7055
3.681500E+00	4.02503
3.686000E+00	3.59997
3.698000E+00	3.74717
3.700000E+00	3.9333
3.703000E+00	3.84341
3.710000E+00	3.70828
3.713500E+00	4.06393
3.722000E+00	3.9639
3.728000E+00	3.28905
3.732000E+00	3.33892
3.737500E+00	3.46113
3.746500E+00	3.58065
3.750000E+00	4.21105
3.758500E+00	4.05289
3.767500E+00	3.66931
3.783000E+00	3.16667
3.787000E+00	4.02234
3.790500E+00	4.0139
3.797500E+00	4.06939
3.801500E+00	4.07217
3.808500E+00	4.29443
3.812500E+00	3.83881
3.823500E+00	3.95277
3.831046E+00	3.63331
3.832000E+00	4.12823
3.834000E+00	4.19124
3.842500E+00	4.10516
3.847000E+00	3.51892
3.863500E+00	3.57736
3.873500E+00	2.65518
3.878500E+00	3.23296
3.889500E+00	3.13039
3.898500E+00	3.68858
3.900000E+00	3.46635
3.902500E+00	3.50899
3.911200E+00	3.58
3.914400E+00	3.59757
3.918800E+00	3.74135
3.923800E+00	3.67538
3.927500E+00	3.83476
3.931900E+00	3.63644
3.936900E+00	3.59936
3.953800E+00	3.33905
3.963800E+00	4.05069
3.972500E+00	3.61707
3.983100E+00	4.15183
3.993800E+00	3.96527
4.000000E+00	3.23619
4.002249E+00	3.49671
4.013100E+00	3.44044
4.026300E+00	3.17561
4.042500E+00	4.24518
4.055600E+00	4.00206
4.067500E+00	3.65794
4.082500E+00	4.23932
4.085000E+00	4.00412
4.090600E+00	4.04689
4.092500E+00	3.98267
4.100000E+00	4.17139
4.108100E+00	3.74737
4.117500E+00	3.28673
4.123800E+00	3.73781
4.127500E+00	3.80972
4.134400E+00	3.76704
4.138100E+00	3.93419
4.156900E+00	4.11501
4.166900E+00	3.32558
4.176900E+00	3.6696
4.190000E+00	3.19923
4.196900E+00	3.99643
4.200000E+00	3.68139
4.205600E+00	3.81336
4.215600E+00	4.05077
4.224400E+00	3.71061
4.228100E+00	3.64438
4.240600E+00	3.50644
4.260600E+00	3.50637
4.276300E+00	3.27106
4.288100E+00	3.60155
4.293100E+00	3.25931
4.304400E+00	3.35078
4.310000E+00	4.26474
4.322500E+00	4.15584
4.332500E+00	3.68717
4.341900E+00	3.82142
4.350000E+00	3.45783
4.365000E+00	3.55312
4.371300E+00	3.21864
4.379400E+00	3.30032
4.385000E+00	3.57642
4.395600E+00	3.39753
4.400000E+00	2.90751
4.406000E+00	3.02233
4.444200E+00	3.17795
4.452500E+00	4.1267
4.459200E+00	3.83315
4.466000E+00	3.37612
4.475000E+00	3.76111
4.488500E+00	4.11502
4.493700E+00	3.62889
4.500000E+00	3.6832
4.502000E+00	3.15191
4.511000E+00	2.98324
4.522200E+00	3.33533
4.538000E+00	3.85443
4.543200E+00	3.18359
4.550800E+00	3.36639
4.553000E+00	3.31595
4.565800E+00	3.50826
4.578500E+00	3.33713
4.600000E+00	3.74167
4.605047E+00	3.36771
4.610000E+00	3.2796
4.616000E+00	3.19334
4.624200E+00	3.30029
4.635500E+00	3.86031
4.640000E+00	3.72418
4.651200E+00	3.77673
4.658000E+00	3.36248
4.664000E+00	3.44611
4.688700E+00	3.64826
4.694000E+00	2.96395
4.709700E+00	3.01436
4.715000E+00	3.61715
4.718700E+00	3.55106
4.727700E+00	3.62104
4.737500E+00	3.36063
4.748700E+00	3.62498
4.758500E+00	3.25763
4.774200E+00	3.48309
4.793000E+00	2.86668
4.800000E+00	3.65423
4.808700E+00	3.40548
4.814700E+00	3.09606
4.821500E+00	3.19134
4.824500E+00	3.12136
4.829000E+00	3.2517
4.841000E+00	3.17971
4.856000E+00	3.70666
4.871000E+00	3.41106
4.874500E+00	3.64246
4.875500E+00	3.45409
4.882300E+00	3.53937
4.887500E+00	3.45579
4.896500E+00	3.57442
4.902500E+00	3.29434
4.906200E+00	3.37622
4.913700E+00	3.19919
4.922700E+00	3.42273
4.928000E+00	3.49275
4.941500E+00	3.20111
4.955700E+00	3.78433
4.967700E+00	3.53749
4.975300E+00	2.98914
4.988000E+00	3.22031
4.997700E+00	3.08829
5.000000E+00	3.43634
5.013800E+00	3.43988
5.023800E+00	3.45992
5.035000E+00	3.24994
5.042500E+00	3.34557
5.052500E+00	3.48776
5.057500E+00	3.33438
5.062500E+00	3.37554
5.080000E+00	3.5877
5.090000E+00	3.24441
5.097500E+00	3.35003
5.113700E+00	3.55002
5.118700E+00	2.86221
5.123700E+00	3.14107
5.128800E+00	3.39003
5.135000E+00	3.3911
5.147500E+00	3.46227
5.160000E+00	3.32782
5.163762E+00	3.29337
5.170000E+00	3.20267
5.181200E+00	3.05229
5.187500E+00	3.01002
5.192500E+00	3.1012
5.197500E+00	3.25446
5.200000E+00	3.56332
5.223700E+00	3.52752
5.228700E+00	3.18773
5.238700E+00	3.28001
5.250000E+00	3.24336
5.256300E+00	3.35221
5.265000E+00	3.18109
5.273800E+00	3.27335
5.285000E+00	3.28891
5.291200E+00	3.53996
5.298700E+00	3.49443
5.308700E+00	3.5411
5.315000E+00	3.43106
5.332500E+00	3.45223
5.337500E+00	3.23106
5.343166E+00	3.27894
5.347500E+00	3.26486
5.352500E+00	3.25432
5.356200E+00	3.55426
5.370000E+00	3.62993
5.380000E+00	3.6878
5.381097E+00	3.31668
5.386300E+00	3.3366
5.396300E+00	3.43198
5.401300E+00	3.33188
5.411852E+00	3.36537
5.423700E+00	3.27352
5.441300E+00	3.1719
5.460000E+00	3.29313
5.466300E+00	3.12203
5.473700E+00	3.22993
5.497500E+00	3.03099
5.500000E+00	3.40787
5.523800E+00	3.37691
5.557500E+00	3.07673
5.563800E+00	3.52892
5.573800E+00	3.34669
5.593700E+00	3.4678
5.600000E+00	3.15111
5.637500E+00	3.21344
5.691300E+00	3.58109
5.700000E+00	3.06004
5.716300E+00	3.15146
5.750000E+00	3.32221
5.756308E+00	3.01366
5.758800E+00	2.95587
5.768610E+00	2.93317
5.800000E+00	3.01109
5.810000E+00	3.26308
5.858700E+00	3.34318
5.872500E+00	2.96988
5.888800E+00	3.3121
5.898800E+00	3.24431
5.900000E+00	3.41428
5.928700E+00	3.40489
5.947500E+00	3.17999
5.998800E+00	3.35671
6.000000E+00	2.96221
6.034000E+00	2.97222
6.048480E+00	3.25001
6.054000E+00	3.08642
6.072000E+00	3.02435
6.120000E+00	3.2155
6.156000E+00	2.75555
6.170500E+00	3.25997
6.176626E+00	3.19577
6.180727E+00	3.16865
6.192000E+00	3.15071
6.200000E+00	3.10214
6.206000E+00	3.17588
6.232000E+00	3.23108
6.248000E+00	3.03886
6.250000E+00	3.24671
6.278000E+00	3.22537
6.298000E+00	2.92552
6.300000E+00	3.2176
6.328000E+00	3.20268
6.374000E+00	2.99217
6.396000E+00	3.11779
6.400000E+00	3.06562
6.424000E+00	3.0807
6.443169E+00	3.17006
6.458000E+00	3.03741
6.490000E+00	2.93554
6.500000E+00	3.09994
6.504000E+00	2.98811
6.530000E+00	2.94325
6.536000E+00	3.0477
6.566000E+00	2.93889
6.594000E+00	3.18214
6.600000E+00	2.96559
6.622000E+00	3.01238
6.652000E+00	3.18342
6.673832E+00	2.92216
6.684000E+00	3.11844
6.700000E+00	3.21098
6.718000E+00	3.10906
6.738000E+00	2.99434
6.750000E+00	3.11998
6.788000E+00	3.03152
6.798000E+00	2.75107
6.800000E+00	2.90671
6.824000E+00	2.90795
6.848000E+00	2.92104
6.878000E+00	3.04323
6.900000E+00	2.91001
6.921922E+00	2.916
6.956000E+00	2.92188
7.000000E+00	2.93221
7.008000E+00	3.11088
7.064000E+00	3.1433
7.096000E+00	3.04214
7.100000E+00	3.17334
7.130000E+00	3.15151
7.141308E+00	2.98773
7.166000E+00	3.02753
7.166937E+00	3.11444
7.190000E+00	3.10733
7.200000E+00	2.93222
7.216000E+00	2.9833
7.217170E+00	3.06444
7.250000E+00	3.06259
7.270000E+00	3.01082
7.284000E+00	2.97893
7.293032E+00	3.07663
7.312000E+00	3.00429
7.384000E+00	2.85323
7.400000E+00	3.02886
7.430000E+00	3.01117
7.448000E+00	2.97669
7.463210E+00	3.10431
7.500000E+00	3.04708
7.520000E+00	2.90981
7.592000E+00	2.8356
7.600000E+00	2.96553
7.615000E+00	2.9472
7.648000E+00	2.91199
7.693000E+00	2.86393
7.725652E+00	2.98844
7.732000E+00	2.86682
7.750000E+00	2.84349
7.780000E+00	2.83604
7.800000E+00	2.82216
7.822020E+00	2.86619
7.825000E+00	2.91359
7.867000E+00	2.92005
7.888000E+00	2.81327
7.927000E+00	2.88798
8.000000E+00	2.89606
8.092000E+00	2.70841
8.137000E+00	2.95107
8.173000E+00	2.83817
8.245000E+00	2.85601
8.250000E+00	2.79019
8.275000E+00	2.79266
8.316148E+00	2.80893
8.338000E+00	2.77354
8.374000E+00	2.75475
8.428000E+00	2.83565
8.452000E+00	2.69241
8.500000E+00	2.76804
8.509000E+00	2.72606
8.539634E+00	2.71817
8.551000E+00	2.81295
8.600000E+00	2.84813
8.638000E+00	2.81276
8.662442E+00	2.8578
8.686000E+00	2.80481
8.725000E+00	2.75374
8.750000E+00	2.81602
8.764968E+00	2.7877
8.800000E+00	2.76981
8.802627E+00	2.72796
8.807738E+00	2.72482
8.812629E+00	2.71871
8.817318E+00	2.71287
8.821820E+00	2.70727
8.830324E+00	2.70189
8.838235E+00	2.69174
8.843048E+00	2.68229
8.847664E+00	2.67655
8.856368E+00	2.67104
8.864453E+00	2.66065
8.872000E+00	2.651
8.878645E+00	2.642
8.884922E+00	2.65198
8.890870E+00	2.66141
8.896522E+00	2.67035
8.902908E+00	2.67885
8.908954E+00	2.68846
8.914693E+00	2.69755
8.920156E+00	2.70619
8.926302E+00	2.71442
8.932132E+00	2.72369
8.937677E+00	2.73248
8.942963E+00	2.74086
8.948887E+00	2.74885
8.954516E+00	2.75781
8.959879E+00	2.76634
8.965000E+00	2.77449
8.970013E+00	2.78227
8.974813E+00	2.77656
8.979418E+00	2.77111
8.983843E+00	2.7659
8.992209E+00	2.76091
9.000000E+00	2.75152
9.023582E+00	2.74285
9.046000E+00	2.71579
9.064341E+00	2.69013
9.081970E+00	2.70674
9.099498E+00	2.72276
9.116375E+00	2.73873
9.133160E+00	2.75416
9.149347E+00	2.76957
9.165449E+00	2.78448
9.181000E+00	2.79939
9.200000E+00	2.81385
9.240780E+00	2.777
9.250000E+00	2.69486
9.280000E+00	2.6763
9.332267E+00	2.61588
9.382000E+00	2.66048
9.400000E+00	2.70304
9.418632E+00	2.69282
9.454000E+00	2.68161
9.500000E+00	2.66038
9.530050E+00	2.7097
9.559000E+00	2.69311
9.600000E+00	2.67719
9.610000E+00	2.71888
9.646000E+00	2.72887
9.670000E+00	2.67332
9.699013E+00	2.69266
9.727000E+00	2.6768
9.760000E+00	2.6616
9.800000E+00	2.68228
9.805987E+00	2.63589
9.850000E+00	2.6289
9.882305E+00	2.57773
9.913342E+00	2.60119
9.943733E+00	2.62398
9.973000E+00	2.64657
1.000000E+01	2.66861
1.000300E+01	2.63905
1.003469E+01	2.63564
1.006500E+01	2.64366
1.011080E+01	2.65143
1.015500E+01	2.59348
1.018045E+01	2.53777
1.020500E+01	2.55425
1.024370E+01	2.57022
1.028037E+01	2.55021
1.032598E+01	2.53145
1.037000E+01	2.50841
1.040000E+01	2.4865
1.044000E+01	2.50163
1.047058E+01	2.52197
1.050000E+01	2.51199
1.053058E+01	2.50257
1.056000E+01	2.49117
1.058407E+01	2.4803
1.060735E+01	2.48649
1.065306E+01	2.49254
1.069774E+01	2.50462
1.074000E+01	2.51671
1.078597E+01	2.5284
1.083039E+01	2.50972
1.087384E+01	2.492
1.091500E+01	2.475
1.095865E+01	2.45922
1.100000E+01	2.46067
1.102717E+01	2.46241
1.105343E+01	2.46092
1.110500E+01	2.45953
1.113325E+01	2.45696
1.116051E+01	2.45288
1.118772E+01	2.449
