E(MeV)	W-nat
4.07988E-04	8.61839
4.08066E-04	8.497
4.08139E-04	8.3844
4.08144E-04	8.37867
4.08221E-04	8.27754
4.08312E-04	8.16166
4.08398E-04	8.05329
4.08415E-04	8.03471
4.08519E-04	7.92543
4.08622E-04	7.81805
4.08639E-04	7.80043
4.08726E-04	7.72548
4.08829E-04	7.63697
4.08933E-04	7.54972
4.09002E-04	7.4923
4.09036E-04	7.46801
4.09174E-04	7.37237
4.09304E-04	7.28407
4.09364E-04	7.24339
4.09433E-04	7.20404
4.09606E-04	7.10721
4.09778E-04	7.01187
4.09881E-04	6.95544
4.09951E-04	6.92334
4.10123E-04	6.84421
4.10295E-04	6.76603
4.10399E-04	6.71963
4.10468E-04	6.69269
4.10647E-04	6.62357
4.10826E-04	6.55517
4.11095E-04	6.45376
4.11108E-04	6.44873
4.11363E-04	6.36471
4.11632E-04	6.2774
4.11900E-04	6.19117
4.12050E-04	6.14346
4.12200E-04	6.09623
4.12331E-04	6.05675
4.12612E-04	5.97338
4.12800E-04	5.91854
4.12987E-04	5.86437
4.13175E-04	5.81093
4.13362E-04	5.75835
4.13550E-04	5.70676
4.13747E-04	5.65387
4.13878E-04	5.61948
4.14009E-04	5.58594
4.14141E-04	5.55338
4.14187E-04	5.54217
4.14272E-04	5.52329
4.14403E-04	5.49535
4.14502E-04	5.47554
4.14600E-04	5.45689
4.14675E-04	5.44369
4.14689E-04	5.4422
4.14778E-04	5.43413
4.14867E-04	5.42767
4.14956E-04	5.42315
4.15013E-04	5.42157
4.15023E-04	5.42267
4.15090E-04	5.43117
4.15157E-04	5.44152
4.15202E-04	5.45014
4.15223E-04	5.45811
4.15290E-04	5.48607
4.15334E-04	5.50599
4.15350E-04	5.51415
4.15376E-04	5.53353
4.15418E-04	5.56709
4.15446E-04	5.59094
4.15460E-04	5.60729
4.15502E-04	5.65899
4.15526E-04	5.68951
4.15545E-04	5.7212
4.15576E-04	5.77725
4.15586E-04	5.79464
4.15608E-04	5.847
4.15639E-04	5.92453
4.15645E-04	5.93957
4.15671E-04	6.01916
4.15685E-04	6.06685
4.15702E-04	6.13088
4.15725E-04	6.22618
4.15733E-04	6.26265
4.15753E-04	6.36625
4.15764E-04	6.42442
4.15774E-04	6.48246
4.15794E-04	6.61356
4.15804E-04	6.67489
4.15815E-04	6.76112
4.15833E-04	6.90507
4.15836E-04	6.92628
4.15856E-04	7.11785
4.15863E-04	7.18055
4.15877E-04	7.33472
4.15892E-04	7.50891
4.15897E-04	7.57564
4.15918E-04	7.84944
4.15922E-04	7.90062
4.15939E-04	8.15841
4.15942E-04	8.20255
4.15959E-04	8.50848
4.15961E-04	8.54155
4.15980E-04	8.90322
4.15981E-04	8.92173
4.15995E-04	9.22496
4.16001E-04	9.34851
4.16010E-04	9.57349
4.16020E-04	9.82543
4.16025E-04	9.95045
4.16040E-04	10.3575
4.16055E-04	10.8119
4.16063E-04	11.0431
4.16070E-04	11.2978
4.16085E-04	11.8157
4.16100E-04	12.3947
4.16108E-04	12.689
4.16115E-04	13.012
4.16130E-04	13.6681
4.16145E-04	14.3977
4.16152E-04	14.7682
4.16160E-04	15.1729
4.16175E-04	15.9942
4.16190E-04	16.9021
4.16198E-04	17.3626
4.16205E-04	17.8629
4.16220E-04	18.8774
4.16239E-04	20.2722
4.16242E-04	20.5558
4.16258E-04	21.7811
4.16265E-04	22.4035
4.16276E-04	23.3965
4.16280E-04	23.7326
4.16295E-04	25.1513
4.16299E-04	25.5111
4.16314E-04	27.036
4.16318E-04	27.4226
4.16332E-04	29.0569
4.16336E-04	29.4709
4.16351E-04	31.217
4.16355E-04	31.6591
4.16370E-04	33.519
4.16374E-04	33.9905
4.16392E-04	36.4638
4.16395E-04	36.8567
4.16421E-04	40.4419
4.16446E-04	44.3092
4.16449E-04	44.744
4.16471E-04	48.4239
4.16477E-04	49.3552
4.16505E-04	54.2484
4.16543E-04	61.1865
4.16544E-04	61.5493
4.16580E-04	68.5154
4.16597E-04	71.9427
4.16647E-04	82.2728
4.16702E-04	93.4144
4.16721E-04	97.2116
4.16753E-04	103.378
4.16767E-04	106.229
4.16792E-04	110.538
4.16809E-04	113.456
4.16828E-04	116.407
4.16842E-04	118.704
4.16859E-04	120.981
4.16880E-04	123.676
4.16888E-04	124.498
4.16914E-04	127.248
4.16921E-04	127.88
4.16943E-04	129.594
4.16952E-04	130.113
4.16974E-04	131.294
4.16979E-04	131.432
4.17000E-04	131.988
4.17003E-04	132.054
4.17020E-04	132.146
4.17026E-04	132.076
4.17054E-04	131.545
4.17057E-04	131.418
4.17086E-04	130.012
4.17089E-04	129.857
4.17114E-04	127.945
4.17142E-04	125.23
4.17175E-04	121.316
4.17176E-04	121.189
4.17203E-04	117.38
4.17214E-04	115.79
4.17236E-04	112.231
4.17255E-04	109.016
4.17274E-04	105.743
4.17300E-04	100.836
4.17330E-04	95.1688
4.17427E-04	76.0778
4.17447E-04	72.254
4.17467E-04	68.5732
4.17495E-04	63.3682
4.17503E-04	62.0457
4.17533E-04	56.8169
4.17561E-04	52.2035
4.17562E-04	51.9104
4.17585E-04	48.4375
4.17589E-04	47.8654
4.17609E-04	44.8873
4.17617E-04	43.8171
4.17628E-04	42.306
4.17645E-04	40.0644
4.17647E-04	39.8302
4.17666E-04	37.515
4.17669E-04	37.0574
4.17684E-04	35.3362
4.17694E-04	34.2737
4.17703E-04	33.2781
4.17718E-04	31.7061
4.17722E-04	31.339
4.17741E-04	29.5289
4.17742E-04	29.3501
4.17757E-04	28.0615
4.17767E-04	27.201
4.17778E-04	26.2887
4.17791E-04	25.242
4.17799E-04	24.6541
4.17816E-04	23.4645
4.17820E-04	23.1508
4.17840E-04	21.857
4.17841E-04	21.7722
4.17862E-04	20.5243
4.17867E-04	20.2791
4.17884E-04	19.3866
4.17893E-04	18.8754
4.17905E-04	18.3448
4.17920E-04	17.6289
4.17926E-04	17.3928
4.17947E-04	16.5245
4.17968E-04	15.7534
4.17974E-04	15.5513
4.17986E-04	15.1631
4.18000E-04	14.6907
4.18001E-04	14.6602
4.18017E-04	14.2095
4.18027E-04	13.9336
4.18038E-04	13.6488
4.18054E-04	13.2646
4.18059E-04	13.1384
4.18080E-04	12.6739
4.18102E-04	12.2616
4.18107E-04	12.1535
4.18123E-04	11.8861
4.18137E-04	11.6473
4.18144E-04	11.5411
4.18165E-04	11.2282
4.18172E-04	11.1256
4.18186E-04	10.9445
4.18207E-04	10.6775
4.18228E-04	10.4444
4.18242E-04	10.2914
4.18249E-04	10.2243
4.18281E-04	9.92839
4.18289E-04	9.85319
4.18312E-04	9.66708
4.18336E-04	9.48453
4.18343E-04	9.43651
4.18373E-04	9.23224
4.18383E-04	9.17038
4.18404E-04	9.05042
4.18434E-04	8.8799
4.18453E-04	8.7767
4.18480E-04	8.64725
4.18500E-04	8.5534
4.18526E-04	8.44696
4.18571E-04	8.26166
4.18584E-04	8.21017
4.18617E-04	8.09762
4.18663E-04	7.94313
4.18669E-04	7.92357
4.18709E-04	7.8105
4.18770E-04	7.64008
4.18795E-04	7.56895
4.18823E-04	7.5034
4.18894E-04	7.34191
4.18922E-04	7.27822
4.18964E-04	7.19382
4.19006E-04	7.11058
4.19034E-04	7.06172
4.19128E-04	6.90136
4.19175E-04	6.8224
4.19222E-04	6.75487
4.19316E-04	6.62189
4.19362E-04	6.55631
4.19409E-04	6.49915
4.19503E-04	6.38643
4.19550E-04	6.33075
4.19585E-04	6.29428
4.19691E-04	6.18638
4.19831E-04	6.04502
4.19972E-04	5.92268
4.20112E-04	5.80307
4.20123E-04	5.79435
4.20253E-04	5.69676
4.20397E-04	5.59163
4.20495E-04	5.52263
4.20592E-04	5.45539
4.20690E-04	5.39011
4.20788E-04	5.32703
4.20885E-04	5.26646
4.20983E-04	5.20876
4.21080E-04	5.1544
4.21156E-04	5.11491
4.21216E-04	5.08548
4.21231E-04	5.07729
4.21307E-04	5.03948
4.21383E-04	5.00528
4.21458E-04	4.97532
4.21534E-04	4.95037
4.21590E-04	4.93271
4.21647E-04	4.91896
4.21711E-04	4.90895
4.21764E-04	4.90601
4.21817E-04	4.9088
4.21870E-04	4.91854
4.21910E-04	4.93134
4.21950E-04	4.94982
4.21987E-04	4.9739
4.21989E-04	4.97534
4.22029E-04	5.01397
4.22069E-04	5.06274
4.22071E-04	5.06554
4.22095E-04	5.10766
4.22127E-04	5.17156
4.22154E-04	5.23306
4.22156E-04	5.23815
4.22184E-04	5.32509
4.22211E-04	5.41966
4.22212E-04	5.42528
4.22231E-04	5.50834
4.22250E-04	5.59886
4.22258E-04	5.63843
4.22269E-04	5.70413
4.22288E-04	5.82303
4.22299E-04	5.90069
4.22307E-04	5.9571
4.22326E-04	6.10993
4.22330E-04	6.14316
4.22345E-04	6.28563
4.22358E-04	6.42065
4.22364E-04	6.48279
4.22383E-04	6.70647
4.22386E-04	6.75489
4.22402E-04	6.96239
4.22415E-04	7.15758
4.22419E-04	7.21749
4.22434E-04	7.47245
4.22443E-04	7.64163
4.22449E-04	7.74921
4.22462E-04	8.01514
4.22464E-04	8.05499
4.22479E-04	8.39219
4.22481E-04	8.43685
4.22494E-04	8.76386
4.22500E-04	8.91211
4.22509E-04	9.17069
4.22519E-04	9.44382
4.22524E-04	9.61538
4.22538E-04	10.0376
4.22540E-04	10.1007
4.22555E-04	10.6327
4.22557E-04	10.7029
4.22570E-04	11.2154
4.22575E-04	11.4467
4.22585E-04	11.8492
4.22594E-04	12.2722
4.22600E-04	12.5373
4.22613E-04	13.1865
4.22615E-04	13.283
4.22629E-04	14.0314
4.22630E-04	14.0945
4.22645E-04	14.9758
4.22648E-04	15.1613
4.22664E-04	16.1273
4.22668E-04	16.4067
4.22679E-04	17.2264
4.22687E-04	17.7799
4.22695E-04	18.4133
4.22706E-04	19.2859
4.22711E-04	19.6926
4.22726E-04	20.9329
4.22727E-04	21.0685
4.22743E-04	22.5507
4.22744E-04	22.6242
4.22759E-04	24.1455
4.22762E-04	24.464
4.22780E-04	26.4393
4.22798E-04	28.5834
4.22801E-04	28.9523
4.22816E-04	30.8851
4.22822E-04	31.6822
4.22835E-04	33.3411
4.22839E-04	33.9818
4.22853E-04	35.9852
4.22864E-04	37.7024
4.22871E-04	38.7822
4.22889E-04	41.7392
4.22913E-04	45.9804
4.22914E-04	46.1171
4.22934E-04	49.9532
4.22939E-04	50.8294
4.22957E-04	54.4735
4.22969E-04	56.9667
4.22980E-04	59.2372
4.23003E-04	64.4032
4.23010E-04	65.9568
4.23037E-04	72.3426
4.23040E-04	73.0753
4.23081E-04	83.2296
4.23086E-04	84.384
4.23122E-04	93.8279
4.23210E-04	116.979
4.23237E-04	123.952
4.23255E-04	128.495
4.23285E-04	135.732
4.23294E-04	137.823
4.23325E-04	144.397
4.23328E-04	145.181
4.23358E-04	150.885
4.23387E-04	155.713
4.23388E-04	155.948
4.23418E-04	160.134
4.23424E-04	160.87
4.23444E-04	162.99
4.23458E-04	164.223
4.23475E-04	165.43
4.23488E-04	166.138
4.23508E-04	166.922
4.23515E-04	167.074
4.23521E-04	167.153
4.23546E-04	167.117
4.23571E-04	166.294
4.23573E-04	166.235
4.23600E-04	164.526
4.23603E-04	164.281
4.23633E-04	161.412
4.23662E-04	157.79
4.23669E-04	156.727
4.23694E-04	153.019
4.23697E-04	152.51
4.23727E-04	147.116
4.23734E-04	145.685
4.23770E-04	138.483
4.23774E-04	137.726
4.23817E-04	128.058
4.23820E-04	127.463
4.23873E-04	114.869
4.23948E-04	96.8584
4.23979E-04	89.6086
4.23997E-04	85.562
4.24033E-04	77.7484
4.24035E-04	77.3527
4.24066E-04	70.9326
4.24067E-04	70.7274
4.24098E-04	64.5392
4.24103E-04	63.772
4.24129E-04	58.9348
4.24133E-04	58.2217
4.24160E-04	53.7306
4.24164E-04	53.0693
4.24188E-04	49.3962
4.24195E-04	48.3214
4.24209E-04	46.2528
4.24228E-04	43.6884
4.24231E-04	43.2787
4.24253E-04	40.3905
4.24261E-04	39.3824
4.24276E-04	37.625
4.24284E-04	36.7546
4.24299E-04	35.0799
4.24316E-04	33.3718
4.24322E-04	32.709
4.24345E-04	30.5196
4.24346E-04	30.426
4.24361E-04	29.1768
4.24377E-04	27.8013
4.24381E-04	27.4736
4.24402E-04	25.9062
4.24408E-04	25.4559
4.24422E-04	24.4574
4.24439E-04	23.3664
4.24443E-04	23.1076
4.24463E-04	21.8721
4.24472E-04	21.4
4.24484E-04	20.7259
4.24496E-04	20.0827
4.24504E-04	19.6716
4.24521E-04	18.8877
4.24525E-04	18.7017
4.24543E-04	17.9029
4.24558E-04	17.3078
4.24562E-04	17.1484
4.24580E-04	16.4625
4.24595E-04	15.9518
4.24599E-04	15.8151
4.24617E-04	15.2272
4.24631E-04	14.7897
4.24636E-04	14.6727
4.24654E-04	14.1697
4.24669E-04	13.782
4.24672E-04	13.6946
4.24691E-04	13.2651
4.24707E-04	12.9
4.24709E-04	12.8574
4.24728E-04	12.4913
4.24746E-04	12.1508
4.24746E-04	12.1417
4.24765E-04	11.8294
4.24783E-04	11.5306
4.24784E-04	11.5147
4.24802E-04	11.2657
4.24820E-04	11.0134
4.24835E-04	10.8135
4.24846E-04	10.692
4.24871E-04	10.4062
4.24887E-04	10.2442
4.24897E-04	10.1457
4.24922E-04	9.91338
4.24938E-04	9.78135
4.24948E-04	9.70099
4.24974E-04	9.51088
4.24989E-04	9.40251
4.24999E-04	9.33776
4.25025E-04	9.18422
4.25063E-04	8.96734
4.25066E-04	8.95379
4.25102E-04	8.78959
4.25140E-04	8.62484
4.25154E-04	8.56973
4.25179E-04	8.48334
4.25217E-04	8.35724
4.25242E-04	8.28061
4.25260E-04	8.23189
4.25289E-04	8.15468
4.25301E-04	8.12727
4.25349E-04	8.02581
4.25408E-04	7.91028
4.25418E-04	7.89277
4.25467E-04	7.82271
4.25528E-04	7.74445
4.25535E-04	7.73615
4.25589E-04	7.69092
4.25639E-04	7.65317
4.25649E-04	7.64888
4.25710E-04	7.62841
4.25743E-04	7.62015
4.25770E-04	7.62282
4.25831E-04	7.63452
4.25861E-04	7.64316
4.25874E-04	7.64972
4.25891E-04	7.6626
4.25952E-04	7.7129
4.25987E-04	7.74619
4.26027E-04	7.80129
4.26092E-04	7.90183
4.26101E-04	7.91949
4.26163E-04	8.0482
4.26176E-04	8.08215
4.26232E-04	8.23076
4.26233E-04	8.23234
4.26288E-04	8.41322
4.26303E-04	8.46365
4.26344E-04	8.62799
4.26373E-04	8.74826
4.26400E-04	8.87968
4.26443E-04	9.09716
4.26457E-04	9.1723
4.26496E-04	9.41116
4.26513E-04	9.52379
4.26550E-04	9.78946
4.26559E-04	9.85621
4.26595E-04	10.1578
4.26604E-04	10.2362
4.26641E-04	10.5855
4.26650E-04	10.6764
4.26686E-04	11.0835
4.26695E-04	11.189
4.26720E-04	11.5106
4.26729E-04	11.6314
4.26754E-04	11.9958
4.26763E-04	12.1327
4.26788E-04	12.5473
4.26797E-04	12.7033
4.26822E-04	13.1772
4.26831E-04	13.3555
4.26856E-04	13.8996
4.26865E-04	14.1045
4.26890E-04	14.7283
4.26896E-04	14.881
4.26922E-04	15.6312
4.26925E-04	15.718
4.26951E-04	16.549
4.26954E-04	16.6703
4.26979E-04	17.5901
4.26983E-04	17.754
4.27003E-04	18.559
4.27008E-04	18.7694
4.27022E-04	19.4399
4.27036E-04	20.113
4.27042E-04	20.3974
4.27061E-04	21.4433
4.27065E-04	21.6386
4.27081E-04	22.5906
4.27093E-04	23.3796
4.27100E-04	23.8353
4.27112E-04	24.6687
4.27120E-04	25.1979
4.27131E-04	26.0723
4.27139E-04	26.6842
4.27150E-04	27.5998
4.27159E-04	28.3045
4.27169E-04	29.2612
4.27178E-04	30.0698
4.27188E-04	31.0622
4.27195E-04	31.736
4.27208E-04	33.0303
4.27217E-04	34.0578
4.27232E-04	35.7402
4.27239E-04	36.5995
4.27253E-04	38.4443
4.27261E-04	39.385
4.27275E-04	41.4024
4.27282E-04	42.4306
4.27297E-04	44.6329
4.27304E-04	45.7548
4.27319E-04	48.1548
4.27326E-04	49.3766
4.27340E-04	51.9868
4.27347E-04	53.3149
4.27362E-04	56.1482
4.27369E-04	57.5888
4.27384E-04	60.6578
4.27391E-04	62.2172
4.27405E-04	65.5343
4.27413E-04	67.2187
4.27427E-04	70.7739
4.27430E-04	71.4505
4.27449E-04	76.43
4.27450E-04	76.6712
4.27470E-04	82.2572
4.27476E-04	84.1287
4.27490E-04	88.205
4.27503E-04	92.4896
4.27510E-04	94.5206
4.27530E-04	101.22
4.27531E-04	101.539
4.27550E-04	108.339
4.27558E-04	111.424
4.27580E-04	119.761
4.27585E-04	121.976
4.27605E-04	130.204
4.27618E-04	135.725
4.27630E-04	141.323
4.27653E-04	151.838
4.27656E-04	153.116
4.27681E-04	165.631
4.27688E-04	169.381
4.27708E-04	179.808
4.27724E-04	188.742
4.27735E-04	194.757
4.27761E-04	209.513
4.27772E-04	215.9
4.27808E-04	238.333
4.27815E-04	243.056
4.27851E-04	266.892
4.27884E-04	289.396
4.27895E-04	296.934
4.27957E-04	341.629
4.28036E-04	401.705
4.28094E-04	444.507
4.28122E-04	465.805
4.28144E-04	480.867
4.28180E-04	506.259
4.28184E-04	508.88
4.28220E-04	532.08
4.28224E-04	534.463
4.28260E-04	555.448
4.28264E-04	557.538
4.28300E-04	575.824
4.28303E-04	577.045
4.28340E-04	592.689
4.28340E-04	592.828
4.28372E-04	603.305
4.28374E-04	603.931
4.28404E-04	611.193
4.28405E-04	611.323
4.28420E-04	613.618
4.28442E-04	616.736
4.28452E-04	617.167
4.28480E-04	617.926
4.28491E-04	617.325
4.28506E-04	616.246
4.28522E-04	613.983
4.28535E-04	611.975
4.28554E-04	607.503
4.28567E-04	604.32
4.28590E-04	596.908
4.28603E-04	592.208
4.28622E-04	584.475
4.28632E-04	579.798
4.28654E-04	569.191
4.28667E-04	562.429
4.28689E-04	549.664
4.28704E-04	540.682
4.28724E-04	527.611
4.28744E-04	514.322
4.28784E-04	485.659
4.28844E-04	439.43
4.28942E-04	361.446
4.28964E-04	344.063
4.28984E-04	328.816
4.29024E-04	298.597
4.29028E-04	295.72
4.29060E-04	272.943
4.29064E-04	270.123
4.29092E-04	251.402
4.29104E-04	243.467
4.29124E-04	230.945
4.29134E-04	224.752
4.29150E-04	215.353
4.29164E-04	207.223
4.29180E-04	198.452
4.29194E-04	190.879
4.29210E-04	182.747
4.29224E-04	175.731
4.29240E-04	168.231
4.29254E-04	161.749
4.29260E-04	159.16
4.29280E-04	150.62
4.29284E-04	148.93
4.29300E-04	142.619
4.29309E-04	138.915
4.29324E-04	133.622
4.29335E-04	129.659
4.29348E-04	125.284
4.29361E-04	121.133
4.29372E-04	117.571
4.29386E-04	113.295
4.29396E-04	110.452
4.29412E-04	106.106
4.29420E-04	103.891
4.29437E-04	99.5225
4.29444E-04	97.8522
4.29462E-04	93.5018
4.29468E-04	92.3017
4.29488E-04	88.0019
4.29492E-04	87.2045
4.29513E-04	82.9816
4.29516E-04	82.5265
4.29539E-04	78.4014
4.29540E-04	78.2356
4.29564E-04	74.3144
4.29566E-04	73.9921
4.29588E-04	70.739
4.29596E-04	69.5724
4.29612E-04	67.4396
4.29626E-04	65.5995
4.29636E-04	64.3966
4.29656E-04	62.0245
4.29660E-04	61.5897
4.29684E-04	59.0175
4.29686E-04	58.8059
4.29708E-04	56.6714
4.29716E-04	55.9052
4.29732E-04	54.5158
4.29756E-04	52.4596
4.29758E-04	52.3059
4.29788E-04	50.0344
4.29796E-04	49.4374
4.29818E-04	47.9601
4.29836E-04	46.7687
4.29848E-04	46.0505
4.29876E-04	44.3985
4.29878E-04	44.2918
4.29908E-04	42.7133
4.29920E-04	42.0897
4.29938E-04	41.2444
4.29964E-04	40.0384
4.29968E-04	39.8698
4.30008E-04	38.207
4.30048E-04	36.7112
4.30052E-04	36.5638
4.30094E-04	35.1733
4.30118E-04	34.3896
4.30133E-04	33.9555
4.30172E-04	32.8406
4.30184E-04	32.5019
4.30224E-04	31.4756
4.30228E-04	31.3744
4.30276E-04	30.2703
4.30302E-04	29.6802
4.30328E-04	29.1529
4.30376E-04	28.1922
4.30380E-04	28.1202
4.30432E-04	27.1952
4.30450E-04	26.8786
4.30484E-04	26.3375
4.30524E-04	25.7085
4.30546E-04	25.3937
4.30598E-04	24.659
4.30608E-04	24.5325
4.30670E-04	23.7578
4.30709E-04	23.2758
4.30732E-04	23.0252
4.30794E-04	22.357
4.30820E-04	22.0795
4.30856E-04	21.7362
4.30918E-04	21.1509
4.30920E-04	21.1321
4.30980E-04	20.6247
4.31020E-04	20.2898
4.31060E-04	19.9921
4.31140E-04	19.4035
4.31170E-04	19.185
4.31220E-04	18.8664
4.31300E-04	18.3618
4.31320E-04	18.2367
4.31380E-04	17.9059
4.31460E-04	17.4688
4.31470E-04	17.4146
4.31540E-04	17.0774
4.31620E-04	16.6953
4.31720E-04	16.2787
4.31820E-04	15.866
4.31920E-04	15.5096
4.32020E-04	15.1561
4.32120E-04	14.8478
4.32220E-04	14.5418
4.32370E-04	14.1387
4.32420E-04	14.0055
4.32485E-04	13.8532
4.32615E-04	13.551
4.32675E-04	13.4127
4.32745E-04	13.2714
4.32875E-04	13.0113
4.32930E-04	12.902
4.33005E-04	12.7729
4.33135E-04	12.5508
4.33270E-04	12.3221
4.33330E-04	12.2347
4.33460E-04	12.0471
4.33610E-04	11.8321
4.33640E-04	11.7949
4.33820E-04	11.5738
4.33980E-04	11.3788
4.34000E-04	11.3577
4.34180E-04	11.1695
4.34360E-04	10.9825
4.34380E-04	10.9618
4.34540E-04	10.8183
4.34720E-04	10.6578
4.34780E-04	10.6046
4.34900E-04	10.5138
4.35100E-04	10.3634
4.35300E-04	10.2139
4.35380E-04	10.1545
4.35600E-04	10.0158
4.35900E-04	9.82805
4.36200E-04	9.67077
4.36500E-04	9.51454
4.36680E-04	9.42135
4.36820E-04	9.36092
4.37140E-04	9.22364
4.37460E-04	9.08711
4.37780E-04	8.97345
4.38100E-04	8.86036
4.38420E-04	8.74777
4.38900E-04	8.60665
4.39380E-04	8.46635
4.39860E-04	8.34922
4.40340E-04	8.23268
4.40660E-04	8.15532
4.40820E-04	8.12277
4.41300E-04	8.02557
4.41800E-04	7.9247
4.41940E-04	7.89656
4.42340E-04	7.82752
4.43060E-04	7.70379
4.43300E-04	7.66272
4.43780E-04	7.59274
4.44500E-04	7.48819
4.45220E-04	7.38401
4.45460E-04	7.34939
4.45940E-04	7.29019
4.46660E-04	7.20166
4.47620E-04	7.08402
4.47740E-04	7.07108
4.48820E-04	6.95506
4.49900E-04	6.83945
4.50740E-04	6.74982
4.50900E-04	6.7328
4.51700E-04	6.65152
4.52180E-04	6.6029
4.52851E-04	6.53507
4.53523E-04	6.46749
4.54027E-04	6.41705
4.54530E-04	6.36689
4.54667E-04	6.35343
4.54972E-04	6.31871
4.55290E-04	6.28286
4.55608E-04	6.24733
4.55820E-04	6.22391
4.56032E-04	6.20076
4.56178E-04	6.1851
4.56244E-04	6.17563
4.56403E-04	6.15323
4.56562E-04	6.1312
4.56711E-04	6.11099
4.56810E-04	6.09782
4.56910E-04	6.08498
4.57009E-04	6.07253
4.57092E-04	6.06258
4.57109E-04	6.05948
4.57183E-04	6.04599
4.57258E-04	6.03299
4.57307E-04	6.02468
4.57373E-04	6.01432
4.57420E-04	6.00739
4.57467E-04	6.00109
4.57499E-04	5.99733
4.57530E-04	5.99403
4.57562E-04	5.9913
4.57593E-04	5.98928
4.57617E-04	5.98834
4.57622E-04	5.98826
4.57640E-04	5.98808
4.57664E-04	5.98855
4.57687E-04	5.98984
4.57711E-04	5.99211
4.57735E-04	5.99554
4.57750E-04	5.99856
4.57766E-04	6.00226
4.57782E-04	6.00671
4.57798E-04	6.01199
4.57813E-04	6.0182
4.57829E-04	6.02543
4.57845E-04	6.03381
4.57861E-04	6.04344
4.57877E-04	6.05508
4.57894E-04	6.06842
4.57900E-04	6.07451
4.57910E-04	6.08537
4.57927E-04	6.10555
4.57943E-04	6.12801
4.57947E-04	6.13301
4.57960E-04	6.15541
4.57976E-04	6.18615
4.57989E-04	6.21116
4.58001E-04	6.23797
4.58014E-04	6.2667
4.58026E-04	6.29747
4.58039E-04	6.33442
4.58051E-04	6.37367
4.58068E-04	6.42982
4.58084E-04	6.49062
4.58092E-04	6.52353
4.58101E-04	6.56005
4.58117E-04	6.63843
4.58132E-04	6.71386
4.58145E-04	6.78502
4.58159E-04	6.86024
4.58172E-04	6.94758
4.58185E-04	7.03937
4.58198E-04	7.13578
4.58212E-04	7.23702
4.58225E-04	7.34453
4.58232E-04	7.40285
4.58251E-04	7.58962
4.58271E-04	7.78877
4.58280E-04	7.87711
4.58291E-04	8.0084
4.58311E-04	8.24676
4.58323E-04	8.39378
4.58331E-04	8.50413
4.58354E-04	8.83073
4.58366E-04	9.00397
4.58379E-04	9.2111
4.58404E-04	9.62153
4.58409E-04	9.70797
4.58429E-04	10.0698
4.58453E-04	10.5433
4.58463E-04	10.7417
4.58485E-04	11.19
4.58513E-04	11.8016
4.58515E-04	11.8388
4.58552E-04	12.7075
4.58563E-04	12.9675
4.58610E-04	14.1397
4.58644E-04	15.0063
4.58703E-04	16.5137
4.58748E-04	17.6185
4.58772E-04	18.1701
4.58788E-04	18.5287
4.58820E-04	19.1951
4.58825E-04	19.2976
4.58848E-04	19.7127
4.58878E-04	20.2196
4.58883E-04	20.2977
4.58903E-04	20.5654
4.58934E-04	20.9139
4.58936E-04	20.9382
4.58962E-04	21.1331
4.58987E-04	21.2683
4.58993E-04	21.2924
4.59000E-04	21.3071
4.59031E-04	21.3296
4.59037E-04	21.3199
4.59058E-04	21.2567
4.59069E-04	21.2029
4.59085E-04	21.1037
4.59109E-04	20.9009
4.59119E-04	20.7959
4.59148E-04	20.4431
4.59159E-04	20.2932
4.59185E-04	19.8796
4.59212E-04	19.4158
4.59220E-04	19.2666
4.59260E-04	18.4582
4.59265E-04	18.3433
4.59311E-04	17.2903
4.59325E-04	16.9792
4.59426E-04	14.5262
4.59470E-04	13.4729
4.59508E-04	12.6299
4.59530E-04	12.1456
4.59538E-04	11.971
4.59563E-04	11.4692
4.59588E-04	10.9882
4.59596E-04	10.835
4.59613E-04	10.5415
4.59638E-04	10.1231
4.59654E-04	9.85647
4.59671E-04	9.60101
4.59676E-04	9.52813
4.59696E-04	9.25098
4.59716E-04	8.98735
4.59720E-04	8.92472
4.59735E-04	8.74585
4.59755E-04	8.52003
4.59770E-04	8.35979
4.59775E-04	8.30945
4.59788E-04	8.18167
4.59802E-04	8.05888
4.59815E-04	7.94088
4.59828E-04	7.82751
4.59841E-04	7.72698
4.59855E-04	7.63069
4.59868E-04	7.53845
4.59882E-04	7.44467
4.59894E-04	7.36569
4.59897E-04	7.3513
4.59912E-04	7.26936
4.59927E-04	7.19154
4.59942E-04	7.11758
4.59956E-04	7.04725
4.59961E-04	7.02865
4.59971E-04	6.98613
4.59986E-04	6.9304
4.60001E-04	6.87761
4.60016E-04	6.82755
4.60031E-04	6.78001
4.60046E-04	6.7348
4.60060E-04	6.69413
4.60061E-04	6.69212
4.60076E-04	6.65792
4.60091E-04	6.62553
4.60106E-04	6.59482
4.60120E-04	6.56564
4.60135E-04	6.53787
4.60150E-04	6.51137
4.60165E-04	6.48603
4.60166E-04	6.48468
4.60180E-04	6.46583
4.60195E-04	6.44684
4.60210E-04	6.42872
4.60225E-04	6.4114
4.60240E-04	6.39479
4.60262E-04	6.37107
4.60272E-04	6.36109
4.60284E-04	6.3513
4.60307E-04	6.33477
4.60329E-04	6.31915
4.60351E-04	6.30431
4.60374E-04	6.29014
4.60396E-04	6.27654
4.60426E-04	6.25914
4.60456E-04	6.24244
4.60484E-04	6.22721
