E(MeV)	W-nat
7.62038E-04	13.7325
7.62046E-04	13.7122
7.62120E-04	13.5649
7.62203E-04	13.4034
7.62236E-04	13.3394
7.62277E-04	13.2755
7.62376E-04	13.1239
7.62475E-04	12.974
7.62520E-04	12.9059
7.62574E-04	12.8412
7.62706E-04	12.6837
7.62805E-04	12.5668
7.62838E-04	12.5351
7.62970E-04	12.4098
7.63102E-04	12.2857
7.63218E-04	12.178
7.63234E-04	12.1654
7.63403E-04	12.038
7.63558E-04	11.9229
7.63630E-04	11.87
7.63661E-04	11.8521
7.63738E-04	11.8082
7.63816E-04	11.7654
7.63867E-04	11.7376
7.63919E-04	11.7106
7.63970E-04	11.6845
7.64022E-04	11.6596
7.64043E-04	11.6502
7.64074E-04	11.6439
7.64112E-04	11.637
7.64151E-04	11.6312
7.64190E-04	11.6266
7.64228E-04	11.6232
7.64267E-04	11.6212
7.64306E-04	11.6208
7.64344E-04	11.622
7.64352E-04	11.6226
7.64383E-04	11.6325
7.64422E-04	11.6468
7.64455E-04	11.6608
7.64460E-04	11.6643
7.64499E-04	11.6923
7.64538E-04	11.7223
7.64576E-04	11.7543
7.64615E-04	11.7884
7.64641E-04	11.8123
7.64692E-04	11.8626
7.64695E-04	11.8653
7.64744E-04	11.9313
7.64795E-04	12.0038
7.64873E-04	12.1168
7.64935E-04	12.2108
7.65000E-04	12.3169
7.65127E-04	12.5236
7.65223E-04	12.6731
7.65254E-04	12.7204
7.65286E-04	12.7619
7.65350E-04	12.84
7.65414E-04	12.9129
7.65477E-04	12.9806
7.65494E-04	12.9972
7.65541E-04	13.03
7.65605E-04	13.0694
7.65700E-04	13.1195
7.65734E-04	13.1339
7.65795E-04	13.1436
7.65891E-04	13.1509
7.66018E-04	13.1515
7.66160E-04	13.1435
7.66204E-04	13.1346
7.66888E-04	12.9697
7.67048E-04	12.9342
7.67101E-04	12.917
7.67234E-04	12.8786
7.67367E-04	12.8488
7.67456E-04	12.8377
7.67522E-04	12.837
7.67580E-04	12.8444
7.67589E-04	12.845
7.67633E-04	12.8549
7.67678E-04	12.8716
7.67722E-04	12.8964
7.67762E-04	12.9271
7.67802E-04	12.9668
7.67842E-04	13.017
7.67882E-04	13.0791
7.67922E-04	13.1546
7.67962E-04	13.2449
7.68002E-04	13.3515
7.68042E-04	13.4758
7.68077E-04	13.6032
7.68082E-04	13.6204
7.68121E-04	13.7951
7.68159E-04	13.9791
7.68193E-04	14.1573
7.68210E-04	14.2601
7.68226E-04	14.3555
7.68259E-04	14.5744
7.68303E-04	14.8882
7.68343E-04	15.1916
7.68348E-04	15.2274
7.68392E-04	15.6056
7.68459E-04	16.2032
7.68478E-04	16.3844
7.68610E-04	17.6711
7.68617E-04	17.7373
7.68674E-04	18.2953
7.68730E-04	18.8113
7.68776E-04	19.1831
7.68826E-04	19.5476
7.68835E-04	19.6023
7.68862E-04	19.7671
7.68910E-04	20.0102
7.68950E-04	20.1655
7.68996E-04	20.2799
7.69000E-04	20.2868
7.69045E-04	20.3334
7.69059E-04	20.3302
7.69084E-04	20.3105
7.69128E-04	20.2225
7.69178E-04	20.0609
7.69202E-04	19.9522
7.69220E-04	19.8627
7.69266E-04	19.5868
7.69312E-04	19.2735
7.69341E-04	19.0617
7.69366E-04	18.8601
7.69455E-04	18.0902
7.69483E-04	17.8411
7.69564E-04	17.0894
7.69618E-04	16.6039
7.69650E-04	16.3393
7.69673E-04	16.1396
7.69709E-04	15.8429
7.69757E-04	15.48
7.69790E-04	15.243
7.69823E-04	15.0208
7.69857E-04	14.8132
7.69890E-04	14.6203
7.69923E-04	14.4417
7.69956E-04	14.2769
7.69990E-04	14.1253
7.70023E-04	13.9861
7.70056E-04	13.8587
7.70089E-04	13.7421
7.70109E-04	13.678
7.70122E-04	13.6425
7.70164E-04	13.5327
7.70206E-04	13.4358
7.70248E-04	13.3503
7.70290E-04	13.2746
7.70332E-04	13.2073
7.70375E-04	13.147
7.70385E-04	13.1344
7.70438E-04	13.0805
7.70501E-04	13.0265
7.70564E-04	12.98
7.70649E-04	12.9263
7.70740E-04	12.8762
7.70775E-04	12.8622
7.70970E-04	12.7981
7.71361E-04	12.6855
7.71379E-04	12.6807
7.71964E-04	12.5717
7.72763E-04	12.4307
7.73438E-04	12.3423
7.73686E-04	12.3106
7.75142E-04	12.1288
7.75871E-04	12.0521
7.77028E-04	11.9362
7.77886E-04	11.8562
7.78520E-04	11.805
7.78725E-04	11.7926
7.78827E-04	11.7798
7.79033E-04	11.76
7.79179E-04	11.7528
7.79268E-04	11.7543
7.79357E-04	11.7634
7.79423E-04	11.7779
7.79489E-04	11.8019
7.79534E-04	11.8251
7.79578E-04	11.8554
7.79622E-04	11.8946
7.79667E-04	11.9445
7.79700E-04	11.9902
7.79733E-04	12.0441
7.79755E-04	12.0862
7.79766E-04	12.1089
7.79799E-04	12.1876
7.79833E-04	12.2779
7.79844E-04	12.3124
7.79867E-04	12.3901
7.79902E-04	12.5225
7.79937E-04	12.6723
7.79972E-04	12.8411
7.79984E-04	12.9041
7.80007E-04	13.0405
7.80042E-04	13.2668
7.80077E-04	13.5163
7.80112E-04	13.79
7.80124E-04	13.8895
7.80147E-04	14.1029
7.80182E-04	14.4484
7.80217E-04	14.8196
7.80254E-04	15.2434
7.80291E-04	15.7198
7.80329E-04	16.2225
7.80366E-04	16.7545
7.80385E-04	17.0322
7.80441E-04	17.9078
7.80478E-04	18.5123
7.80586E-04	20.3208
7.80604E-04	20.6211
7.80657E-04	21.4895
7.80705E-04	22.2388
7.80754E-04	22.9311
7.80801E-04	23.5406
7.80836E-04	23.9325
7.80858E-04	24.1558
7.80871E-04	24.2768
7.80914E-04	24.603
7.80954E-04	24.8281
7.80981E-04	24.9306
7.80999E-04	24.9837
7.81001E-04	24.9872
7.81041E-04	25.0189
7.81077E-04	24.9837
7.81116E-04	24.8445
7.81149E-04	24.672
7.81168E-04	24.5461
7.81196E-04	24.3389
7.81215E-04	24.1694
7.81243E-04	23.8968
7.81298E-04	23.2644
7.81317E-04	23.0292
7.81354E-04	22.5357
7.81373E-04	22.2708
7.81429E-04	21.4446
7.81522E-04	20.0358
7.81560E-04	19.4597
7.81616E-04	18.6316
7.81658E-04	18.0396
7.81695E-04	17.5391
7.81730E-04	17.0946
7.81765E-04	16.6759
7.81774E-04	16.5715
7.81800E-04	16.2946
7.81835E-04	15.9451
7.81870E-04	15.6246
7.81902E-04	15.3555
7.81905E-04	15.3348
7.81940E-04	15.0931
7.81963E-04	14.9482
7.81986E-04	14.8163
7.82010E-04	14.6973
7.82033E-04	14.5911
7.82034E-04	14.5874
7.82063E-04	14.4903
7.82094E-04	14.4102
7.82119E-04	14.3626
7.82122E-04	14.3587
7.82143E-04	14.3441
7.82171E-04	14.3429
7.82193E-04	14.3548
7.82218E-04	14.3825
7.82237E-04	14.4172
7.82242E-04	14.4292
7.82267E-04	14.5065
7.82292E-04	14.6
7.82316E-04	14.7099
7.82321E-04	14.7338
7.82341E-04	14.8518
7.82366E-04	15.0147
7.82390E-04	15.1958
7.82404E-04	15.3097
7.82415E-04	15.4048
7.82440E-04	15.6451
7.82464E-04	15.9058
7.82488E-04	16.1733
7.82488E-04	16.1819
7.82512E-04	16.4935
7.82536E-04	16.8255
7.82559E-04	17.1785
7.82571E-04	17.3656
7.82583E-04	17.5644
7.82607E-04	17.9838
7.82642E-04	18.6544
7.82655E-04	18.9087
7.82678E-04	19.3957
7.82713E-04	20.1985
7.82724E-04	20.4525
7.82748E-04	21.0735
7.82784E-04	22.0058
7.82819E-04	22.9831
7.82827E-04	23.204
7.82866E-04	24.3692
7.82923E-04	26.1433
7.82930E-04	26.3774
7.83014E-04	29.1117
7.83100E-04	31.8946
7.83109E-04	32.1746
7.83162E-04	33.8015
7.83198E-04	34.8237
7.83206E-04	35.0685
7.83251E-04	36.2027
7.83261E-04	36.4333
7.83294E-04	37.1571
7.83327E-04	37.7729
7.83331E-04	37.8508
7.83371E-04	38.4404
7.83391E-04	38.6684
7.83416E-04	38.9088
7.83444E-04	39.0883
7.83457E-04	39.1465
7.83499E-04	39.1827
7.83514E-04	39.1443
7.83536E-04	39.0486
7.83576E-04	38.7361
7.83585E-04	38.6364
7.83616E-04	38.2376
7.83643E-04	37.8144
7.83651E-04	37.6612
7.83696E-04	36.7621
7.83709E-04	36.4515
7.83743E-04	35.6339
7.83780E-04	34.6143
7.83785E-04	34.4855
7.83825E-04	33.2893
7.83874E-04	31.7374
7.83881E-04	31.5237
7.83981E-04	28.1635
7.84056E-04	25.6211
7.84074E-04	25.0359
7.84133E-04	23.1877
7.84134E-04	23.1297
7.84180E-04	21.8012
7.84216E-04	20.7819
7.84218E-04	20.7226
7.84252E-04	19.8452
7.84289E-04	18.9597
7.84302E-04	18.654
7.84325E-04	18.1499
7.84362E-04	17.4055
7.84384E-04	16.9764
7.84386E-04	16.9395
7.84410E-04	16.5185
7.84434E-04	16.1192
7.84458E-04	15.7413
7.84465E-04	15.6396
7.84483E-04	15.3996
7.84507E-04	15.0841
7.84531E-04	14.7877
7.84547E-04	14.6063
7.84555E-04	14.5159
7.84584E-04	14.2364
7.84612E-04	13.9787
7.84629E-04	13.8353
7.84640E-04	13.7495
7.84668E-04	13.5516
7.84696E-04	13.3712
7.84724E-04	13.2067
7.84751E-04	13.0626
7.84752E-04	13.0575
7.84780E-04	12.9379
7.84808E-04	12.8303
7.84836E-04	12.7336
7.84873E-04	12.621
7.84874E-04	12.6198
7.84911E-04	12.5328
7.84949E-04	12.4585
7.84955E-04	12.4479
7.84986E-04	12.4037
7.85024E-04	12.3598
7.85080E-04	12.3079
7.85136E-04	12.2692
7.85192E-04	12.2406
7.85249E-04	12.2202
7.85267E-04	12.2169
7.85342E-04	12.2121
7.85455E-04	12.2158
7.85604E-04	12.2328
7.85754E-04	12.2572
7.86063E-04	12.3194
7.86131E-04	12.3351
7.86371E-04	12.4104
7.86805E-04	12.5547
7.87013E-04	12.6275
7.87490E-04	12.848
7.87764E-04	12.9785
7.88175E-04	13.222
7.88221E-04	13.2496
7.88678E-04	13.576
7.88860E-04	13.731
7.89134E-04	13.967
7.89545E-04	14.3886
7.89591E-04	14.4361
7.90048E-04	15.0037
7.90231E-04	15.27
7.90390E-04	15.5057
7.90733E-04	16.0863
7.90779E-04	16.1758
7.91076E-04	16.7629
7.91327E-04	17.34
7.91418E-04	17.5518
7.91738E-04	18.4171
7.91761E-04	18.4794
7.91989E-04	19.1904
7.92149E-04	19.7455
7.92217E-04	19.9853
7.92446E-04	20.879
7.92537E-04	21.28
7.92674E-04	21.8858
7.92880E-04	22.9022
7.93062E-04	23.9105
7.93222E-04	24.8851
7.93245E-04	25.0253
7.93428E-04	26.2676
7.93565E-04	27.3021
7.93610E-04	27.6491
7.93793E-04	29.1945
7.93976E-04	30.93
7.94022E-04	31.4164
7.94159E-04	32.8835
7.94250E-04	33.9716
7.94307E-04	34.6555
7.94478E-04	36.9376
7.94650E-04	39.5178
7.94764E-04	41.4287
7.94821E-04	42.4669
7.94878E-04	43.5099
7.94992E-04	45.7808
7.95106E-04	48.27
7.95163E-04	49.6278
7.95215E-04	50.8558
7.95318E-04	53.5281
7.95335E-04	54.0127
7.95420E-04	56.4475
7.95506E-04	59.1019
7.95523E-04	59.635
7.95620E-04	62.9353
7.95626E-04	63.1302
7.95729E-04	66.9698
7.95734E-04	67.2039
7.95831E-04	71.1979
7.95848E-04	71.9733
7.95934E-04	75.8646
7.95963E-04	77.2872
7.96026E-04	80.4286
7.96077E-04	83.2224
7.96105E-04	84.7803
7.96180E-04	89.1658
7.96185E-04	89.5044
7.96265E-04	94.6451
7.96282E-04	95.842
7.96345E-04	100.246
7.96385E-04	103.296
7.96425E-04	106.358
7.96488E-04	111.602
7.96505E-04	113.037
7.96585E-04	120.352
7.96591E-04	120.921
7.96656E-04	127.485
7.96694E-04	131.563
7.96751E-04	137.861
7.96796E-04	143.376
7.96813E-04	145.451
7.96873E-04	153.267
7.96876E-04	153.64
7.96939E-04	162.485
7.96956E-04	165.084
7.97002E-04	172.036
7.97042E-04	178.593
7.97065E-04	182.352
7.97127E-04	193.495
7.97213E-04	210.153
7.97299E-04	228.65
7.97384E-04	249.156
7.97470E-04	271.834
7.97556E-04	296.827
7.97636E-04	322.342
7.97641E-04	324.311
7.97713E-04	348.992
7.97727E-04	354.29
7.97790E-04	377.651
7.97813E-04	386.707
7.97867E-04	408.263
7.97918E-04	429.805
7.97970E-04	451.873
7.98023E-04	475.886
7.98091E-04	506.917
7.98356E-04	632.161
7.98379E-04	642.936
7.98479E-04	687.695
7.98507E-04	699.866
7.98562E-04	721.845
7.98603E-04	738.267
7.98653E-04	755.965
7.98680E-04	765.564
7.98744E-04	784.864
7.98749E-04	786.234
7.98813E-04	802.092
7.98817E-04	803.216
7.98881E-04	814.906
7.98900E-04	818.371
7.98961E-04	824.776
7.98984E-04	827.161
7.99000E-04	827.751
7.99048E-04	829.402
7.99058E-04	829.07
7.99128E-04	826.613
7.99141E-04	825.247
7.99197E-04	819.416
7.99228E-04	814.133
7.99265E-04	808.03
7.99274E-04	806.077
7.99311E-04	798.206
7.99365E-04	783.611
7.99402E-04	773.81
7.99461E-04	754.704
7.99475E-04	750.274
7.99557E-04	719.801
7.99585E-04	709.611
7.99669E-04	674.77
7.99694E-04	664.395
7.99957E-04	549.335
7.99996E-04	532.353
8.00091E-04	492.586
8.00125E-04	478.246
8.00205E-04	446.934
8.00239E-04	433.546
8.00290E-04	414.825
8.00325E-04	402.373
8.00376E-04	384.946
8.00410E-04	373.357
8.00462E-04	357.246
8.00496E-04	346.53
8.00530E-04	336.679
8.00587E-04	320.298
8.00599E-04	317.273
8.00656E-04	302.183
8.00667E-04	299.37
8.00724E-04	285.34
8.00736E-04	282.729
8.00793E-04	269.704
8.00804E-04	267.282
8.00861E-04	255.202
8.00873E-04	252.957
8.00930E-04	241.761
8.00941E-04	239.681
8.00998E-04	229.305
8.01010E-04	227.413
8.01101E-04	212.311
8.01192E-04	198.743
8.01284E-04	186.461
8.01375E-04	175.327
8.01467E-04	165.216
8.01558E-04	156.017
8.01649E-04	147.629
8.01741E-04	139.966
8.01832E-04	132.952
8.01855E-04	131.355
8.01946E-04	124.987
8.01969E-04	123.548
8.02060E-04	117.811
8.02083E-04	116.511
8.02175E-04	111.325
8.02197E-04	110.146
8.02289E-04	105.444
8.02312E-04	104.372
8.02403E-04	100.096
8.02426E-04	99.1182
8.02517E-04	95.2206
8.02597E-04	92.0936
8.02631E-04	90.7584
8.02745E-04	86.6678
8.02768E-04	85.9169
8.02871E-04	82.5501
8.02940E-04	80.493
8.02997E-04	78.7847
8.03111E-04	75.7084
8.03185E-04	73.7153
8.03282E-04	71.4069
8.03373E-04	69.2412
8.03453E-04	67.554
8.03562E-04	65.2724
8.03682E-04	63.0161
8.03750E-04	61.7317
8.03910E-04	59.0257
8.03922E-04	58.833
8.04093E-04	56.2019
8.04139E-04	55.5699
8.04321E-04	53.0508
8.04367E-04	52.4895
8.04550E-04	50.2516
8.04595E-04	49.7505
8.04778E-04	47.7542
8.04938E-04	46.1831
8.05006E-04	45.5126
8.05235E-04	43.4947
8.05280E-04	43.1289
8.05463E-04	41.6715
8.05589E-04	40.7765
8.05783E-04	39.3987
8.05977E-04	38.1814
8.06091E-04	37.4682
8.06365E-04	35.9425
8.06399E-04	35.7524
8.06708E-04	34.2192
8.06753E-04	34.0146
8.07016E-04	32.8433
8.07336E-04	31.5746
8.07427E-04	31.2139
8.07838E-04	29.7855
8.07918E-04	29.5395
8.08249E-04	28.5251
8.08501E-04	27.8395
8.08660E-04	27.4051
8.09077E-04	26.3917
8.09203E-04	26.1241
8.09711E-04	25.0469
8.09905E-04	24.6932
8.10345E-04	23.896
8.10841E-04	23.1153
8.10978E-04	22.9009
8.11612E-04	22.0326
8.11778E-04	21.8326
8.12246E-04	21.2704
8.13017E-04	20.4624
8.13274E-04	20.2256
8.13787E-04	19.7546
8.14301E-04	19.3463
8.14815E-04	18.94
8.15843E-04	18.2443
8.16357E-04	17.9415
8.16813E-04	17.6743
8.18184E-04	16.9831
8.19097E-04	16.5893
8.19554E-04	16.3939
8.20924E-04	15.8837
8.21838E-04	15.5865
8.22751E-04	15.2922
8.24350E-04	14.8318
8.25634E-04	14.4686
8.26405E-04	14.2564
8.26491E-04	14.2289
8.26919E-04	14.0958
8.27319E-04	13.9779
8.27347E-04	13.9664
8.27668E-04	13.8464
8.27838E-04	13.7893
8.27962E-04	13.7524
8.28000E-04	13.7438
8.28087E-04	13.7139
8.28180E-04	13.6911
8.28242E-04	13.6827
8.28305E-04	13.6822
8.28351E-04	13.6887
8.28398E-04	13.7028
8.28445E-04	13.7264
8.28491E-04	13.7618
8.28510E-04	13.781
8.28523E-04	13.7968
8.28554E-04	13.8447
8.28585E-04	13.9009
8.28616E-04	13.9667
8.28647E-04	14.0433
8.28678E-04	14.132
8.28681E-04	14.1399
8.28709E-04	14.2499
8.28740E-04	14.3842
8.28772E-04	14.5353
8.28794E-04	14.6586
8.28800E-04	14.6931
8.28828E-04	14.8828
8.28857E-04	15.0906
8.28880E-04	15.2725
8.28885E-04	15.3226
8.28914E-04	15.5938
8.28942E-04	15.8873
8.28965E-04	16.141
8.28971E-04	16.2103
8.28999E-04	16.582
8.29028E-04	16.9796
8.29050E-04	17.3194
8.29056E-04	17.4102
8.29084E-04	17.8924
8.29107E-04	18.3011
8.29113E-04	18.4089
8.29141E-04	18.9769
8.29170E-04	19.5741
8.29198E-04	20.2338
8.29238E-04	21.2066
8.29240E-04	21.2505
8.29279E-04	22.3132
8.29306E-04	23.0864
8.29318E-04	23.4396
8.29370E-04	25.0541
8.29374E-04	25.1821
8.29436E-04	27.2317
8.29452E-04	27.7761
8.29538E-04	30.826
8.29587E-04	32.5842
8.29654E-04	34.9131
8.29700E-04	36.4123
8.29723E-04	37.1121
8.29754E-04	38.0626
8.29795E-04	39.1795
8.29818E-04	39.74
8.29839E-04	40.2138
8.29875E-04	40.9556
8.29886E-04	41.1545
8.29916E-04	41.6184
8.29958E-04	42.1432
8.29960E-04	42.1595
8.30000E-04	42.4323
8.30027E-04	42.522
8.30046E-04	42.5416
8.30089E-04	42.4318
8.30091E-04	42.4179
8.30137E-04	42.0498
8.30143E-04	41.9723
8.30178E-04	41.5218
8.30200E-04	41.1605
8.30216E-04	40.8762
8.30264E-04	39.8999
8.30266E-04	39.8482
8.30305E-04	38.8963
8.30332E-04	38.1776
8.30346E-04	37.7961
8.30401E-04	36.1821
8.30410E-04	35.9002
8.30492E-04	33.2652
8.30590E-04	29.9991
8.30648E-04	28.1328
8.30696E-04	26.661
8.30732E-04	25.5921
8.30759E-04	24.8435
8.30769E-04	24.5747
8.30805E-04	23.6262
8.30841E-04	22.7244
8.30865E-04	22.1716
8.30877E-04	21.8834
8.30914E-04	21.1142
8.30938E-04	20.6272
8.30950E-04	20.3938
8.30962E-04	20.1728
8.30986E-04	19.7505
8.31010E-04	19.3473
8.31035E-04	18.9627
8.31035E-04	18.9519
8.31062E-04	18.5703
8.31086E-04	18.2563
8.31109E-04	17.9575
8.31121E-04	17.8196
8.31133E-04	17.684
8.31156E-04	17.4346
8.31172E-04	17.2755
8.31203E-04	16.9734
8.31206E-04	16.9478
8.31234E-04	16.717
8.31266E-04	16.4815
8.31297E-04	16.2625
8.31320E-04	16.1141
8.31328E-04	16.0661
8.31359E-04	15.9033
8.31391E-04	15.7525
8.31422E-04	15.6123
8.31453E-04	15.4815
8.31465E-04	15.4369
8.31485E-04	15.3724
8.31516E-04	15.2782
8.31561E-04	15.1522
8.31604E-04	15.0441
8.31610E-04	15.0307
8.31647E-04	14.9611
8.31689E-04	14.8872
8.31746E-04	14.7965
8.31803E-04	14.7129
8.31888E-04	14.6256
8.32002E-04	14.5207
8.32093E-04	14.4432
8.32116E-04	14.4289
8.32230E-04	14.3618
8.32457E-04	14.2357
8.32548E-04	14.1879
8.32753E-04	14.1054
8.33003E-04	14.0091
8.33049E-04	13.9954
8.33640E-04	13.8269
8.33913E-04	13.7522
8.34527E-04	13.6264
8.35431E-04	13.4477
8.36006E-04	13.3585
8.37253E-04	13.1705
8.39683E-04	12.8732
8.40652E-04	12.7563
8.43560E-04	12.4654
8.47437E-04	12.1136
8.53913E-04	11.6117
8.56072E-04	11.4457
8.57288E-04	11.3548
8.57896E-04	11.3007
8.58808E-04	11.2241
8.59112E-04	11.2015
8.59416E-04	11.1655
8.59720E-04	11.1341
8.59958E-04	11.1157
8.60100E-04	11.1111
8.60219E-04	11.1118
8.60290E-04	11.1184
8.60361E-04	11.1323
8.60409E-04	11.147
8.60456E-04	11.1674
8.60497E-04	11.1901
8.60547E-04	11.2267
8.60596E-04	11.2746
8.60613E-04	11.2943
8.60630E-04	11.3163
8.60663E-04	11.3673
8.60696E-04	11.4261
8.60729E-04	11.4937
8.60746E-04	11.5324
8.60763E-04	11.5744
8.60796E-04	11.6692
8.60829E-04	11.776
8.60862E-04	11.8957
8.60879E-04	11.9626
8.60896E-04	12.035
8.60929E-04	12.1951
8.60962E-04	12.3714
8.60995E-04	12.5649
8.61012E-04	12.67
8.61024E-04	12.751
8.61060E-04	13.0135
8.61095E-04	13.2983
8.61131E-04	13.6058
8.61155E-04	13.8261
8.61167E-04	13.9426
8.61202E-04	14.3149
8.61238E-04	14.7095
8.61250E-04	14.8493
8.61285E-04	15.285
8.61333E-04	15.9003
8.61345E-04	16.0622
8.61392E-04	16.7347
8.61483E-04	18.0834
8.61575E-04	19.4813
8.61639E-04	20.4363
8.61688E-04	21.1126
8.61742E-04	21.8108
8.61793E-04	22.4012
8.61799E-04	22.4588
8.61833E-04	22.7846
8.61871E-04	23.0956
8.61913E-04	23.3758
8.61920E-04	23.4134
8.61960E-04	23.5794
8.62000E-04	23.6742
8.62027E-04	23.6932
8.62043E-04	23.6907
8.62083E-04	23.6179
8.62122E-04	23.4831
8.62125E-04	23.4677
8.62160E-04	23.2778
8.62163E-04	23.2547
8.62213E-04	22.8802
8.62243E-04	22.6005
8.62270E-04	22.3354
8.62319E-04	21.7765
8.62357E-04	21.3061
8.62380E-04	21.0084
8.62470E-04	19.7491
8.62471E-04	19.7356
8.62594E-04	17.9449
8.62641E-04	17.2756
8.62689E-04	16.6322
8.62736E-04	16.0205
8.62772E-04	15.5853
8.62808E-04	15.1716
8.62817E-04	15.0673
8.62843E-04	14.7894
8.62879E-04	14.4333
8.62914E-04	14.1001
8.62950E-04	13.7895
8.62960E-04	13.7122
8.62981E-04	13.5472
8.63012E-04	13.325
8.63043E-04	13.1181
8.63074E-04	12.9259
8.63102E-04	12.7614
8.63104E-04	12.7487
8.63135E-04	12.5966
8.63166E-04	12.4567
8.63197E-04	12.3281
8.63228E-04	12.2099
8.63259E-04	12.1013
8.63264E-04	12.0859
8.63290E-04	12.0106
8.63321E-04	11.9295
8.63352E-04	11.8555
8.63398E-04	11.7563
8.63425E-04	11.7049
8.63444E-04	11.6744
8.63492E-04	11.6087
8.63539E-04	11.5518
8.63587E-04	11.502
8.63658E-04	11.4378
8.63667E-04	11.4304
8.63729E-04	11.3955
8.63824E-04	11.3515
8.63919E-04	11.3149
8.64014E-04	11.2827
8.64128E-04	11.2484
8.64204E-04	11.2338
8.64489E-04	11.187
8.65059E-04	11.1039
8.65268E-04	11.0757
8.65914E-04	11.0191
8.67624E-04	10.8792
8.68075E-04	10.8436
8.72107E-04	10.5964
8.76589E-04	10.325
8.83056E-04	9.94876
8.90224E-04	9.53553
8.91568E-04	9.45099
8.96272E-04	9.15819
8.97392E-04	9.08018
9.00976E-04	8.83396
9.01872E-04	8.77388
9.04560E-04	8.56938
9.05456E-04	8.50351
9.06352E-04	8.43171
9.08144E-04	8.29435
9.09488E-04	8.19882
9.10272E-04	8.14821
9.10944E-04	8.10946
9.11000E-04	8.10676
9.11616E-04	8.09584
9.12120E-04	8.09304
9.12176E-04	8.09357
9.12596E-04	8.11435
9.12624E-04	8.11726
9.13002E-04	8.16355
9.13240E-04	8.198
9.13380E-04	8.23037
9.13618E-04	8.2913
9.13632E-04	8.29638
9.13884E-04	8.39434
9.13996E-04	8.44165
9.14136E-04	8.51938
9.14248E-04	8.5858
9.14325E-04	8.64341
9.14500E-04	8.78161
9.14514E-04	8.7953
9.14689E-04	8.97544
9.14699E-04	8.98762
9.14867E-04	9.2071
9.14875E-04	9.22035
9.14993E-04	9.41366
9.15039E-04	9.4926
9.15110E-04	9.63534
9.15154E-04	9.72552
9.15228E-04	9.90177
9.15269E-04	10.0021
9.15346E-04	10.2212
9.15384E-04	10.3334
9.15463E-04	10.6082
9.15498E-04	10.7333
9.15551E-04	10.9518
9.15584E-04	11.0911
9.15626E-04	11.2896
9.15670E-04	11.512
9.15715E-04	11.7662
9.15755E-04	11.9958
9.15782E-04	12.181
9.15818E-04	12.4191
9.15850E-04	12.6638
9.15880E-04	12.9049
9.15917E-04	13.2248
9.15943E-04	13.4659
9.15984E-04	13.8813
9.16006E-04	14.1181
9.16051E-04	14.6553
9.16070E-04	14.8797
9.16096E-04	15.2453
9.16112E-04	15.4618
9.16141E-04	15.9142
9.16153E-04	16.1127
9.16186E-04	16.6687
9.16196E-04	16.842
9.16231E-04	17.5217
9.16237E-04	17.661
9.16275E-04	18.4883
9.16280E-04	18.5822
9.16312E-04	19.3758
9.16321E-04	19.6226
9.16354E-04	20.5092
9.16357E-04	20.5881
9.16396E-04	21.7969
9.16398E-04	21.8852
9.16438E-04	23.2505
9.16441E-04	23.3503
9.16480E-04	24.8922
9.16482E-04	25.0049
9.16522E-04	26.7455
9.16524E-04	26.8726
9.16552E-04	28.2516
9.16564E-04	28.8406
9.16580E-04	29.743
9.16606E-04	31.1869
9.16608E-04	31.3508
9.16636E-04	33.0972
9.16648E-04	33.8417
9.16664E-04	34.9812
9.16690E-04	36.8004
9.16692E-04	37.0067
9.16721E-04	39.199
9.16732E-04	40.1308
9.16748E-04	41.552
9.16764E-04	42.9343
9.16776E-04	44.0827
9.16800E-04	46.3876
9.16807E-04	47.0764
9.16837E-04	50.1621
9.16841E-04	50.6098
9.16873E-04	54.273
9.16875E-04	54.4347
9.16908E-04	58.5659
9.16909E-04	58.749
9.16942E-04	63.0147
9.16946E-04	63.6047
9.16975E-04	67.7874
9.16982E-04	68.8405
9.17009E-04	72.8906
9.17019E-04	74.4639
9.17042E-04	78.3339
9.17065E-04	82.1855
9.17084E-04	85.5984
9.17107E-04	89.7175
9.17122E-04	92.5804
9.17149E-04	97.8036
9.17173E-04	102.529
9.17205E-04	109.286
9.17223E-04	113.145
9.17261E-04	121.568
9.17281E-04	125.974
9.17328E-04	137.193
9.17359E-04	144.496
9.17541E-04	189.075
9.17552E-04	191.791
9.17603E-04	203.422
9.17636E-04	211.08
9.17659E-04	215.826
9.17689E-04	222.243
9.17711E-04	226.433
9.17740E-04	231.796
9.17760E-04	235.295
9.17788E-04	239.809
9.17807E-04	242.627
9.17834E-04	246.289
9.17852E-04	248.417
9.17886E-04	252.118
9.17899E-04	253.231
9.17937E-04	256.175
9.17946E-04	256.638
9.17978E-04	258.089
9.18000E-04	258.517
9.18029E-04	258.895
9.18049E-04	258.611
9.18072E-04	258.177
9.18094E-04	257.113
9.18128E-04	255.341
9.18139E-04	254.474
9.18161E-04	252.63
9.18184E-04	250.31
9.18210E-04	247.52
9.18230E-04	244.792
9.18258E-04	241.058
9.18278E-04	237.771
9.18314E-04	232.029
9.18331E-04	228.946
9.18370E-04	221.609
9.18386E-04	218.171
9.18431E-04	208.864
9.18451E-04	204.497
9.18515E-04	189.984
9.18560E-04	179.498
9.18672E-04	153.236
9.18700E-04	146.716
9.18739E-04	137.932
9.18784E-04	127.981
9.18795E-04	125.616
9.18840E-04	116.253
9.18851E-04	114.033
