E(MeV)	mcnp/Ag-109:1
0.000161791	5.07685
0.00016182	5.07457
0.000161848	5.07229
0.000161877	5.07001
0.000161905	5.06774
0.000161933	5.06546
0.000161962	5.06319
0.000162203	5.04383
0.000162243	5.04063
0.000162274	5.03806
0.000162316	5.03454
0.000162348	5.03193
0.0001624	5.02761
0.000162426	5.02545
0.000162479	5.02112
0.000162523	5.01744
0.000162576	5.01302
0.000162666	5.00565
0.00016279	4.99534
0.000162826	4.99239
0.000162861	4.98945
0.000162897	4.9865
0.000162933	4.98355
0.000162968	4.9806
0.000163004	4.97766
0.00016304	4.9747
0.000163075	4.97176
0.000163111	4.96881
0.000163147	4.96587
0.000163179	4.96318
0.000163218	4.95989
0.000163253	4.95687
0.000163289	4.95385
0.000163325	4.95083
0.000163396	4.94479
0.000163467	4.93874
0.000163539	4.93269
0.00016361	4.92665
0.000163647	4.92348
0.000163752	4.91439
0.000163895	4.90207
0.000164115	4.883
0.00016418	4.87733
0.000164465	4.85228
0.000164584	4.84185
0.00016475	4.82703
0.000165035	4.80164
0.000165052	4.80015
0.00016532	4.77608
0.00016552	4.75815
0.000165605	4.75054
0.000165748	4.73781
0.00016589	4.72507
0.000165961	4.71871
0.000165988	4.71631
0.000166033	4.71243
0.000166104	4.70623
0.000166175	4.70001
0.000166246	4.6938
0.000166282	4.6907
0.000166318	4.68758
0.000166353	4.68448
0.000166389	4.68136
0.000166425	4.67826
0.000166456	4.67549
0.000166496	4.67225
0.000166532	4.66933
0.000166567	4.66642
0.000166603	4.66349
0.000166638	4.66057
0.000166674	4.65766
0.000166834	4.64452
0.000166923	4.63722
0.000166986	4.63274
0.000167021	4.63019
0.000167048	4.6283
0.0001671	4.62457
0.00016717	4.61959
0.00016723	4.61523
0.000167304	4.61
0.000167393	4.60361
0.000167511	4.59684
0.000167559	4.59404
0.000167608	4.59124
0.000167627	4.59016
0.000167657	4.58892
0.000167706	4.58689
0.000167754	4.58485
0.000167803	4.58282
0.000167852	4.58079
0.0001679	4.57969
0.000167949	4.57881
0.000167998	4.57792
0.000168047	4.57704
0.000168095	4.57616
0.000168144	4.57712
0.000168242	4.57901
0.000168329	4.58072
0.000168534	4.59926
0.000168563	4.60192
0.00016868	4.62595
0.000168729	4.64461
0.000168797	4.67091
0.000168856	4.70788
0.000168914	4.7607
0.000168973	4.83638
0.000169032	4.9444
0.00016909	5.09578
0.000169119	5.19773
0.000169149	5.30359
0.000169207	5.58085
0.000169266	5.939
0.000169314	6.30275
0.000169383	6.38233
0.00016947	6.90822
0.000169509	8.2271
0.000169588	9.07459
0.000169631	9.49183
0.000169675	9.84621
0.000169704	10.0111
0.000169734	10.1889
0.0001698	10.36
0.000169858	10.3084
0.000169898	10.1469
0.000169989	10.0801
0.000170093	8.61733
0.000170259	7.10085
0.000170288	6.89172
0.000170308	6.75159
0.000170357	6.46341
0.000170406	6.23663
0.000170455	6.06791
0.000170483	6.00178
0.000170504	5.95154
0.000170554	5.88075
0.000170652	5.84895
0.000170678	5.86978
0.00017075	5.92644
0.000170848	6.08402
0.000170873	6.14101
0.000170946	6.3088
0.000171045	6.6002
0.000171068	6.6875
0.000171143	6.96657
0.000171165	7.07179
0.000171241	7.42376
0.000171263	7.55133
0.000171339	7.99579
0.00017136	8.15087
0.000171437	8.71754
0.000171458	8.90926
0.000171536	9.6404
0.000171555	9.88041
0.000171634	10.8429
0.000171653	11.1289
0.000171683	11.5859
0.000171732	12.4524
0.00017175	12.8309
0.000171781	13.4733
0.00017183	14.6907
0.000171848	15.2153
0.000171879	16.1626
0.000171928	17.9701
0.000171977	19.0312
0.000172002	20.2264
0.000172027	21.5674
0.000172076	24.8115
0.000172125	29.0206
0.000172174	34.5422
0.000172223	41.8359
0.000172272	51.492
0.000172321	64.2422
0.000172627	300.88
0.000172676	364.442
0.000172725	434.515
0.000172749	470.336
0.000172773	507.815
0.000172798	545.407
0.000172822	582.999
0.000172847	619.02
0.000172871	655.055
0.00017292	719.413
0.000172944	749.878
0.000172993	798.938
0.00017302	823.139
0.000173041	834.309
0.000173066	846.883
0.00017309	850.923
0.000173111	854.436
0.000173163	839.582
0.000173236	834.764
0.000173297	723.483
0.000173316	702.707
0.000173369	628.702
0.000173419	555.329
0.000173465	486.818
0.000173511	419.633
0.000173546	371.3
0.000173581	326.777
0.000173617	326.269
0.000173653	285.012
0.000173688	247.888
0.000173724	214.765
0.000173759	185.677
0.000173795	160.431
0.000173818	126.529
0.000173866	120.34
0.000173901	104.745
0.000173936	91.6538
0.000173959	74.9871
0.000174007	71.6213
0.000174043	64.028
0.000174071	53.4572
0.0001741	49.7681
0.000174149	47.9936
0.000174184	41.1426
0.000174212	38.9695
0.00017424	37.0241
0.000174291	35.9979
0.000174325	32.2562
0.000174353	31.0495
0.000174381	29.855
0.000174437	27.7979
0.000174466	26.8395
0.000174494	26.0277
0.000174522	25.2378
0.00017454	24.7374
0.000174578	23.8287
0.000174606	23.1631
0.000174663	22.0157
0.000174682	21.6355
0.000174719	20.9868
0.000174753	20.4039
0.000174775	20.0609
0.000174823	19.3326
0.000174888	18.4778
0.000174944	17.8064
0.000174965	17.5574
0.000175	17.1943
0.000175036	16.8144
0.000175057	16.6326
0.000175169	15.6292
0.000175282	14.7934
0.00017532	14.5147
0.000175395	14.063
0.000175462	13.6526
0.000175507	13.4222
0.000175604	12.926
0.000175732	12.3655
0.000175845	11.9333
0.000175888	11.7718
0.000175958	11.5436
0.00017603	11.3072
0.00017607	11.1912
0.000176172	10.9
0.000176295	10.5867
0.000176314	10.5406
0.000176455	10.2215
0.000176521	10.0908
0.000176597	9.93627
0.000176746	9.68123
0.000176881	9.4482
0.000176971	9.32082
0.000177165	9.04518
0.000177196	9.00816
0.000177421	8.74028
0.000177449	8.70743
0.000177646	8.50799
0.000177733	8.42088
0.000177872	8.30059
0.000178017	8.17511
0.000178097	8.11482
0.0001783	7.96203
0.000178322	7.94777
0.000178547	7.7998
0.000178584	7.77555
0.000178772	7.66638
0.000178868	7.61095
0.000178998	7.54415
0.000179152	7.46468
0.000179436	7.33381
0.000179719	7.21621
0.000179898	7.14936
0.000180003	7.11018
0.000180349	6.9975
0.000180571	6.92506
0.000180799	6.86191
0.000181139	6.76804
0.00018125	6.74179
0.0001817	6.63519
0.00018215	6.54256
0.000182274	6.51718
0.000182601	6.45836
0.000182842	6.41499
0.000183051	6.38155
0.000183409	6.32438
0.000183502	6.31121
0.000183952	6.24688
0.000183977	6.24331
0.000184402	6.18847
0.000184545	6.17013
0.000185112	6.1036
0.000185303	6.08325
0.00018568	6.04305
0.000186204	5.99323
0.000186815	5.93509
0.000187105	5.91105
0.000187951	5.8408
0.000188005	5.83675
0.000188906	5.77039
0.000189086	5.75714
0.000189807	5.70911
0.000190221	5.68152
0.000190708	5.65169
0.000191357	5.61193
0.000191609	5.59748
0.000192492	5.54684
0.00019341	5.49679
0.000193627	5.48496
0.000194311	5.44895
0.000194761	5.42523
0.000195212	5.40193
0.000195662	5.37864
0.000195898	5.36645
0.000196112	5.35536
0.000196563	5.3321
0.000197013	5.30883
0.000197033	5.30781
0.000197464	5.28524
0.000197689	5.27343
0.000197914	5.26163
0.000198139	5.24982
0.000198168	5.24829
0.000198364	5.23779
0.00019859	5.22573
0.000198736	5.21788
0.000198815	5.21357
0.00019904	5.20123
0.000199265	5.18889
0.000199304	5.18678
0.00019949	5.17629
0.000199716	5.16363
0.000199828	5.1573
0.000199871	5.15488
0.000199941	5.15086
0.0002	5.14743
0.000200053	5.14434
0.000200166	5.13782
0.000200279	5.1313
0.000200391	5.12478
0.000200439	5.12201
0.000200504	5.11814
0.000200616	5.1114
0.000200729	5.10465
0.000200842	5.09791
0.000200898	5.09454
0.000200954	5.09117
0.000201007	5.08803
0.000201067	5.0843
0.000201123	5.0808
0.000201179	5.07731
0.000201236	5.07381
0.000201292	5.07031
0.000201348	5.06682
0.000201376	5.06507
0.000201405	5.06332
0.000201433	5.06158
0.000201461	5.05983
0.000201489	5.05808
0.000201517	5.05633
0.000201545	5.05459
0.000201573	5.05284
0.000201602	5.05102
0.00020163	5.04921
0.000201658	5.04739
0.000201686	5.04557
0.000201714	5.04376
0.000201742	5.04194
0.00020177	5.04013
0.000201799	5.03831
0.000201827	5.0365
0.000201855	5.03468
0.000201883	5.03286
0.000201911	5.03104
0.000201939	5.02923
0.000201968	5.02741
0.000202024	5.02378
0.000202052	5.02197
0.000202108	5.01833
0.000202142	5.01616
0.000202193	5.01276
0.000202235	5.00993
0.000202305	5.00521
0.000202348	5.00238
0.000202383	5.00003
0.000202423	4.99733
0.000202459	4.99492
0.0002025	4.99217
0.000202521	4.99079
0.000202582	4.98667
0.000202628	4.98362
0.000202673	4.98057
0.00020271	4.97812
0.000202749	4.9754
0.00020284	4.96909
0.000202886	4.96593
0.000202977	4.95963
0.000203007	4.95753
0.000203068	4.95332
0.000203098	4.95122
0.000203129	4.94912
0.000203159	4.94702
0.000203189	4.94492
0.00020322	4.94282
0.00020325	4.94071
0.000203277	4.93883
0.000203311	4.93646
0.000203341	4.93433
0.000203372	4.93218
0.000203402	4.93004
0.000203432	4.9279
0.000203463	4.92576
0.000203493	4.92362
0.000203523	4.92148
0.000203554	4.91933
0.000203584	4.91719
0.000203615	4.91503
0.000203645	4.91288
0.000203675	4.91072
0.000203706	4.90858
0.000203736	4.90642
0.000203797	4.90211
0.000203845	4.89869
0.000203918	4.8935
0.000203979	4.8892
0.00020404	4.8849
0.0002041	4.8806
0.000204129	4.8786
0.000204161	4.87634
0.000204222	4.87211
0.000204283	4.86788
0.000204404	4.85941
0.000204526	4.85121
0.000204647	4.84305
0.000204696	4.83973
0.000204769	4.83519
0.00020489	4.82756
0.00020498	4.82188
0.000205011	4.82015
0.000205133	4.81341
0.000205254	4.80667
0.000205376	4.80124
0.000205497	4.79594
0.000205548	4.79373
0.00020574	4.78888
0.000205832	4.78658
0.000205983	4.78715
0.000206116	4.78764
0.000206226	4.79159
0.000206257	4.79271
0.000206399	4.80193
0.000206469	4.80907
0.000206541	4.81644
0.000206683	4.83774
0.000206712	4.84385
0.000206825	4.86777
0.000206955	4.90568
0.000207109	4.90919
0.000207198	5.01348
0.000207251	5.04201
0.000207393	5.14545
0.000207441	5.1932
0.000207535	5.28632
0.000207677	5.48033
0.000207747	5.60443
0.000207818	5.75242
0.000207889	5.9297
0.000207927	6.04293
0.00020796	6.14465
0.000208031	6.40761
0.000208102	6.7352
0.000208173	7.15032
0.000208244	7.69133
0.000208315	8.41727
0.000208351	8.87771
0.000208386	9.42448
0.000208413	9.91294
0.000208457	10.077
0.000208493	10.8658
0.000208528	11.823
0.000208563	12.9903
0.000208599	14.4144
0.000208634	16.1652
0.00020867	18.3129
0.000208705	20.9443
0.000208741	24.1497
0.000208776	28.0602
0.000208812	32.7931
0.000208847	38.4837
0.000208883	45.2733
0.000208954	62.7133
0.000208989	73.6228
0.000209025	86.0942
0.00020906	100.262
0.000209131	124.637
0.000209184	152.6
0.000209238	183.625
0.000209371	216.866
0.000209415	300.028
0.000209468	324.373
0.000209513	348.877
0.00020958	364.333
0.00020961	377.453
0.000209669	378.89
0.000209729	373.855
0.00020978	358.255
0.000209861	338.061
0.000209963	295.834
0.000210023	234.184
0.000210084	197.122
0.000210125	162.409
0.000210165	141.304
0.000210206	122.131
0.000210247	105.016
0.000210287	89.9839
0.000210328	76.9758
0.000210356	59.3157
0.000210409	56.5232
0.00021045	48.7006
0.00021049	42.229
0.000210531	36.9126
0.000210571	32.5769
0.000210612	29.0336
0.000210652	26.1475
0.000210693	23.7925
0.000210734	21.8672
0.000210774	20.2756
0.000210815	18.9527
0.000210842	17.2097
0.000210896	16.9014
0.000210937	16.0945
0.000210977	15.3954
0.000211058	14.7834
0.000211139	13.7615
0.000211221	12.9366
0.000211302	12.2555
0.000211328	11.5221
0.000211383	11.1898
0.000211464	10.7643
0.000211545	10.3926
0.000211626	10.065
0.000211708	9.77448
0.000211789	9.51462
0.000211814	9.44591
0.000211951	9.07036
0.000212113	8.70452
0.000212276	8.39821
0.0002123	8.35982
0.000212438	8.13863
0.0002126	7.91597
0.000212763	7.72306
0.000212925	7.55434
0.000213087	7.4058
0.00021325	7.27406
0.000213271	7.25827
0.000213412	7.1565
0.000213574	7.0509
0.000213899	6.8689
0.000214224	6.71709
0.000214548	6.58873
0.000214729	6.52752
0.000214873	6.4788
0.000215198	6.38364
0.000215522	6.30034
0.000215701	6.25987
0.000215847	6.22679
0.000216172	6.16128
0.00021643	6.11466
0.000216496	6.10264
0.000216673	6.07399
0.000216794	6.05428
0.000216821	6.04993
0.000216916	6.03653
0.000217037	6.01933
0.000217159	6.00213
0.000217219	5.99354
0.00021728	5.98494
0.000217341	5.97635
0.000217401	5.96775
0.000217462	5.95915
0.000217523	5.95168
0.000217584	5.94439
0.000217644	5.93709
0.000217705	5.9298
0.000217766	5.92251
0.000217918	5.90429
0.000217994	5.89516
0.000218039	5.8897
0.000218085	5.88422
0.000218119	5.88005
0.0002182	5.87175
0.000218261	5.86548
0.000218318	5.8596
0.000218399	5.85127
0.000218463	5.84463
0.000218592	5.83133
0.000218657	5.82467
0.000218722	5.81803
0.000218769	5.81317
0.000218851	5.80582
0.000218915	5.80002
0.00021898	5.79424
0.000219044	5.78844
0.000219109	5.78265
0.000219173	5.77686
0.000219238	5.77106
0.000219303	5.76527
0.000219418	5.75491
0.000219561	5.7436
0.00021969	5.73338
0.000219819	5.72315
0.000220067	5.70348
0.000220336	5.68451
0.000220717	5.65756
0.000220852	5.64892
0.000221366	5.61612
0.000222015	5.5784
0.000222402	5.55791
0.000222665	5.54397
0.000223435	5.50738
0.000223963	5.48226
0.000224468	5.46115
0.000225262	5.4279
0.000226534	5.38021
0.000226561	5.3792
0.000227859	5.33474
0.000228599	5.31121
0.000229158	5.29347
0.000230456	5.25461
0.000230665	5.24863
0.000231755	5.2175
0.000232731	5.19051
0.000233054	5.1816
0.000234352	5.14644
0.000234797	5.13448
0.000235651	5.11155
0.00023583	5.1067
0.000236863	5.07879
0.000236949	5.07646
0.000237896	5.05037
0.000238248	5.04068
0.000238929	5.02124
0.000239547	5.00362
0.000239962	4.99114
0.000240845	4.96463
0.000240995	4.95989
0.000241495	4.94414
0.000242028	4.92654
0.000242144	4.92273
0.000242545	4.90887
0.000242793	4.90028
0.000243061	4.89051
0.000243443	4.87662
0.000243578	4.8714
0.000244092	4.85154
0.000244611	4.83024
0.000244741	4.82489
0.000245066	4.81091
0.000245127	4.80817
0.00024539	4.79644
0.000245644	4.78478
0.000245715	4.78149
0.000245902	4.77264
0.00024604	4.7661
0.00024616	4.76026
0.000246364	4.75035
0.000246418	4.74769
0.000246677	4.73496
0.000246935	4.72225
0.000247014	4.71838
0.000247193	4.70979
0.000247338	4.70284
0.000247451	4.69771
0.000247501	4.69547
0.000247663	4.68855
0.00024771	4.68674
0.000247825	4.68228
0.000247968	4.67759
0.00024815	4.67694
0.000248226	4.6719
0.000248312	4.67074
0.000248355	4.67085
0.000248475	4.67113
0.000248614	4.67456
0.000248743	4.68107
0.000248799	4.68425
0.000248872	4.69161
0.000248962	4.70072
0.000249001	4.70733
0.000249124	4.72801
0.000249205	4.74736
0.000249259	4.76362
0.000249286	4.77176
0.000249367	4.80251
0.000249449	4.84148
0.000249517	4.88359
0.000249582	4.93235
0.000249611	4.95526
0.000249647	4.99223
0.000249692	5.03948
0.000249773	5.15332
0.000249814	5.22586
0.00024984	5.28214
0.000249895	5.31241
0.000249936	5.41677
0.000249969	5.67375
0.000250098	6.13733
0.000250131	6.75639
0.00025026	8.72381
0.000250292	9.51145
0.000250382	10.9626
0.000250421	14.3674
0.000250454	16.2111
0.000250544	19.5991
0.000250583	26.7803
0.000250615	30.4707
0.000250707	37.079
0.000250744	49.5275
0.000250776	55.4657
0.000250841	68.3985
0.00025091	69.9876
0.000250938	89.6471
0.00025097	96.8255
0.000251031	110.491
0.000251092	122.707
0.000251148	132.059
0.000251204	132.143
0.000251253	142.977
0.000251293	144.613
0.000251344	144.315
0.0002514	141.166
0.000251455	140.422
0.000251521	124.699
0.000251582	113.197
0.000251617	106.135
0.000251675	93.7595
0.000251751	77.3167
0.00025181	65.274
0.000251839	59.6522
0.000251899	49.3858
0.000251928	44.783
0.000251987	40.5468
0.000252428	11.1274
0.000252459	10.6256
0.000252489	10.1941
0.00025252	9.82044
0.00025255	9.81803
0.000252579	9.50498
0.000252609	9.23004
0.000252643	8.7533
0.000252704	8.37857
0.000252766	8.07583
0.000252827	7.82469
0.000252889	7.61241
0.00025295	7.4298
0.000253012	7.2707
0.000253073	7.13578
0.000253135	7.00543
0.000253196	6.89658
0.00025326	6.78618
0.000253319	6.70152
0.000253379	6.61628
0.000253442	6.53909
0.000253497	6.47258
0.000253565	6.40174
0.000253615	6.34941
0.000253688	6.28386
0.000253734	6.24266
0.000253811	6.18175
0.000253852	6.14924
0.000253934	6.09226
0.000253971	6.06677
0.000254057	6.01329
0.000254089	5.9934
0.00025418	5.94291
0.000254207	5.92764
0.000254303	5.88203
0.000254426	5.82328
0.000254672	5.72425
0.000254918	5.64128
0.000255155	5.64124
0.000255392	5.57321
0.000255628	5.51421
0.000255656	5.45721
0.000255865	5.41672
0.000255901	5.41049
0.000256102	5.37607
0.000256147	5.36914
0.000256339	5.33992
0.000256393	5.33256
0.000256576	5.30801
0.000256639	5.30062
0.000256812	5.28055
0.000256885	5.27331
0.000256931	5.26877
0.000257049	5.2586
0.000257131	5.25301
0.000257168	5.2505
0.000257286	5.24528
0.000257377	5.24467
0.000257404	5.24448
0.000257523	5.25141
0.000257582	5.25984
0.000257623	5.26933
0.0002577	5.27358
0.00025776	5.29511
0.000257819	5.3281
0.000257869	5.44032
0.000257908	5.45181
0.000257937	5.50097
0.000257967	5.56025
0.000258026	5.71695
0.000258056	5.81836
0.000258085	5.93843
0.000258115	6.2443
0.000258145	6.24542
0.000258174	6.4382
0.000258204	6.66123
0.000258233	6.91763
0.000258293	7.54248
0.000258352	8.33434
0.000258411	8.79798
0.000258484	11.4412
0.000258545	12.9416
0.000258607	14.5694
0.000258648	15.6742
0.00025873	17.85
0.000258791	19.3126
0.000258853	20.5531
0.000258914	21.4491
0.000259	21.6442
0.000259049	22.0503
0.000259083	21.9792
0.000259143	21.7614
0.000259198	21.0665
0.000259252	18.9365
0.000259337	16.8423
0.000259383	15.6544
0.000259448	13.9466
0.000259516	12.2977
0.000259579	11.829
0.000259666	10.0295
0.000259698	8.78714
0.000259753	8.60414
0.000259797	8.03152
0.00025984	7.54627
0.000259971	6.5226
0.000260015	6.29702
0.000260058	6.114
0.000260102	5.84882
0.000260142	5.76015
0.000260182	5.68689
0.000260223	5.62621
0.000260263	5.57561
0.00026032	5.55992
0.000260425	5.44008
0.000260505	5.395
0.000260538	5.3785
0.000260586	5.35866
0.000260625	5.34276
0.000260667	5.32841
0.000260712	5.31294
0.000260748	5.30249
0.000260799	5.28734
0.000260909	5.26071
0.000260973	5.2451
0.000261071	5.22618
0.000261148	5.21114
0.000261232	5.19746
0.000261322	5.18285
0.000261394	5.17294
0.000261496	5.15869
0.000261555	5.15199
0.000261717	5.13357
0.000261845	5.11892
0.000261878	5.11589
0.00026204	5.10107
0.000262193	5.08696
0.000262363	5.0742
0.000262524	5.06201
0.000262686	5.05201
0.000262766	5.04715
0.000262847	5.04229
0.000262891	5.03966
0.000262928	5.038
0.000263009	5.03438
0.000263065	5.03186
0.00026317	5.02924
0.000263239	5.02751
0.000263291	5.02771
0.000263326	5.02785
0.000263372	5.02966
0.000263412	5.03127
0.000263453	5.03523
0.000263493	5.03927
0.000263533	5.04658
0.000263574	5.05468
0.000263655	5.08171
0.000263762	5.11257
0.000263806	5.14269
0.000263849	5.1807
0.000263893	5.22823
0.000263936	5.28667
0.000263978	5.43719
0.000264018	5.52818
0.000264058	5.63256
0.000264099	5.7503
0.000264139	5.88112
0.000264241	5.93192
0.000264301	6.51291
0.000264372	6.81534
0.000264422	7.01882
0.000264502	7.32139
0.000264557	7.32322
0.000264612	7.48676
0.0002647	7.66273
0.000264748	7.67038
0.00026481	7.60302
0.000264876	7.44409
0.000264931	7.26509
0.000264979	7.09975
0.000265064	6.74969
0.000265174	6.29396
0.000265252	6.22296
0.000265307	5.80921
0.000265351	5.6782
0.000265434	5.61274
0.000265483	5.36684
0.000265527	5.29255
0.000265555	5.24859
0.000265616	5.17386
0.00026566	5.13178
0.000265704	5.09604
0.000265737	5.0719
0.000265792	5.04154
0.000265837	5.02223
0.000265925	4.99376
0.000265969	4.98095
0.000266013	4.97156
0.000266057	4.9633
0.000266101	4.95508
0.000266146	4.94911
0.00026619	4.94318
0.000266223	4.93879
0.000266278	4.9334
0.000266367	4.92483
0.000266455	4.91627
0.000266543	4.90951
0.000266632	4.903
0.000266708	4.89735
0.000266897	4.88566
0.000266951	4.8823
0.000267073	4.87555
0.000267194	4.86892
0.00026725	4.86615
0.000267427	4.8575
0.000267603	4.84884
0.000267679	4.84514
0.00026778	4.8407
0.000267957	4.83294
0.000268164	4.82383
0.00026831	4.8179
0.00026865	4.80409
0.000269017	4.79019
0.000269135	4.78571
0.000269194	4.78366
0.00026937	4.77742
0.000269459	4.77451
0.000269547	4.77162
0.000269621	4.76921
0.000269724	4.76622
0.000269812	4.76366
0.000269863	4.76217
0.0002699	4.76131
0.000269989	4.75925
0.000270077	4.75719
0.000270106	4.75652
0.00027021	4.7551
0.000270298	4.75388
0.000270349	4.75319
0.000270386	4.7531
0.00027043	4.75299
0.00027047	4.7529
0.0002705	4.75317
0.000270592	4.754
0.000270688	4.75645
0.000270766	4.75976
0.000270834	4.76314
0.000270956	4.77395
0.000271042	4.78758
0.000271077	4.79313
0.000271121	4.80383
0.000271198	4.808
0.000271259	4.82846
0.00027132	4.85699
0.000271357	4.93204
0.000271435	5.0279
0.000271471	5.03525
0.000271502	5.08772
0.000271562	5.22438
0.000271593	5.31229
0.000271623	5.41563
0.000271653	5.53701
0.000271714	5.8448
0.000271744	6.03627
0.000271775	6.2576
0.000271805	6.51029
0.000271866	7.12442
0.000271896	7.49011
0.000271926	7.89814
0.000271957	8.35173
0.000272017	8.84891
0.000272048	9.98049
0.000272108	10.6129
0.000272144	12.8856
0.000272199	14.2778
0.000272306	17.0262
0.000272397	19.1364
0.000272459	20.2679
0.000272518	20.3788
0.000272558	21.0643
0.0002726	21.3939
0.000272658	21.5507
0.000272702	21.4451
0.000272756	21.1208
0.000272809	20.4659
0.000272916	19.5596
0.000273005	17.2109
0.000273089	12.9226
0.00027313	12.7819
0.000273201	11.9569
0.000273237	10.4469
0.000273273	9.7731
0.000273308	9.15973
0.000273344	8.60543
0.000273379	8.10934
0.000273415	7.6682
0.000273451	7.28141
0.000273486	6.94302
0.000273522	6.65074
0.000273558	6.39848
0.000273593	6.1832
0.000273629	5.99978
0.000273665	5.84408
0.0002737	5.71194
0.000273771	5.50626
0.000273807	5.42672
0.000273843	5.35912
0.000273878	5.30179
0.00027395	5.25279
0.000274021	5.1741
0.000274092	5.1144
0.000274163	5.06751
0.000274235	5.02963
0.000274348	4.95807
0.000274377	4.94781
0.00027452	4.90889
0.000274662	4.87733
0.000274805	4.85096
0.000274947	4.82837
0.000275232	4.79123
0.000275518	4.76135
0.000275608	4.75344
0.000275803	4.73633
0.000276088	4.7147
0.000276373	4.69543
0.000276658	4.67783
0.000276867	4.6662
0.000277228	4.64613
0.000277798	4.6176
0.000278127	4.60228
0.000278368	4.591
0.000278939	4.56557
0.000279386	4.54612
0.000279509	4.54079
0.000280646	4.49205
0.000281219	4.49191
0.000281789	4.46734
0.000281905	4.43732
0.00028236	4.41716
0.00028293	4.39129
0.000283165	4.38037
0.0002835	4.36481
0.00028407	4.33767
0.000284424	4.32044
0.00028464	4.30994
0.00028521	4.28183
0.000285495	4.26777
0.000285684	4.25857
0.000285781	4.25384
0.000286066	4.24023
0.000286351	4.22718
0.000286636	4.21506
0.000286921	4.20444
0.000287206	4.19617
0.000287491	4.19154
0.000287776	4.19269
0.000287919	4.19648
0.000288061	4.20326
0.000288203	4.21383
0.000288346	4.21389
0.000288489	4.22958
0.000288631	4.25194
0.000288774	4.2833
0.000288916	4.32694
0.000289059	4.38789
0.00028913	4.47413
0.000289201	4.53071
0.000289273	4.59951
0.000289344	4.68411
0.000289415	4.79013
0.000289462	5.04231
0.000289558	5.10233
0.000289593	5.33864
0.000289629	5.48738
0.000289665	5.66293
0.0002897	5.86996
0.000289736	6.11649
0.000289772	6.40932
0.000289807	6.75993
0.000289843	7.17787
0.000289878	7.67748
0.000289914	8.2743
0.00028995	8.9882
0.000289985	9.83519
0.000290021	10.8423
0.000290057	12.028
0.000290092	13.425
0.000290128	15.0526
0.000290164	16.9419
0.000290199	19.1205
0.000290235	21.6218
0.000290271	24.4554
0.000290306	27.657
0.000290342	31.2231
0.000290377	35.1812
0.000290449	39.5079
0.000290484	49.244
0.000290556	54.6126
0.000290663	66.0724
0.000290722	93.2535
0.000290769	100.638
0.000290832	108.589
0.000290885	113.898
0.000290923	116.645
0.000291	119.372
0.000291077	118.069
0.000291155	112.82
0.000291239	103.473
0.000291339	88.7928
0.000291457	69.8142
0.000291557	54.2873
0.000291591	49.552
0.000291658	40.9254
0.000291691	37.0826
0.000291725	33.5589
0.000291759	30.3437
0.000291792	27.4488
0.000291826	24.8521
0.000291859	22.5377
0.000291893	20.4813
0.000291926	18.675
0.00029196	17.091
0.000292027	15.708
0.00029206	14.5018
0.000292094	13.4593
0.000292127	12.5553
0.000292161	11.7777
0.000292194	11.1058
0.000292228	10.5293
0.000292261	10.0334
0.000292295	9.60716
0.000292329	9.23987
0.000292362	8.92556
0.000292396	8.65613
0.000292429	8.42577
0.000292496	8.22909
0.000292563	7.92434
0.00029263	7.71662
0.000292697	7.58958
0.000292764	7.53066
0.000292832	7.52892
0.000293033	7.57321
0.000293133	7.84752
0.000293234	7.96718
0.0002933	8.00621
0.000293373	7.97041
0.00029341	7.86745
0.000293497	7.79173
0.000293629	7.55146
0.000293774	7.07797
0.000293833	6.50143
0.000293891	6.28313
0.000293949	6.08113
0.000294008	5.89849
0.000294066	5.73691
0.000294124	5.59636
0.000294183	5.47634
0.000294241	5.37464
0.0002943	5.28936
0.000294358	5.21775
0.000294416	5.15768
0.000294474	5.10683
0.000294533	5.0633
0.00029465	5.02544
0.000294766	4.96221
0.000294883	4.90999
0.000295	4.86476
0.000295233	4.82421
0.000295466	4.75293
0.0002957	4.69111
0.00029576	4.62396
0.000296166	4.54142
0.00029639	4.50271
0.000296633	4.46055
0.00029702	4.40181
0.0002971	4.3896
0.000297567	4.32613
0.000297649	4.31596
0.000298033	4.26876
0.000298267	4.24229
0.0002985	4.21753
0.000298733	4.1951
0.000298909	4.18093
0.000298967	4.17626
0.000299083	4.16906
0.0002992	4.16436
0.000299317	4.16386
0.000299433	4.17109
0.000299492	4.17964
0.000299539	4.19062
0.000299608	4.19329
0.000299667	4.21411
0.000299725	4.24495
0.000299783	4.28946
0.000299842	4.35267
0.0002999	4.44044
0.000300168	5.78867
0.00030025	5.95423
0.000300308	6.44938
0.000300367	7.02341
0.000300454	7.67215
0.000300586	8.75208
0.000300673	10.4564
0.000300746	11.4887
0.000300797	12.1825
0.0003009	12.6585
0.000300958	12.8769
0.000301042	12.818
0.000301117	12.4286
0.000301207	11.81
0.000301417	10.8212
0.000301507	7.80852
0.000301567	7.14235
0.000301628	6.55018
0.000301988	4.56483
0.000302048	4.42828
0.000302108	4.32291
0.000302168	4.24168
0.000302228	4.17864
0.000302289	4.12907
0.000302409	4.08937
0.000302529	4.02963
0.000302649	3.98567
0.000302687	3.94158
0.00030289	3.89426
0.00030313	3.84814
0.000303317	3.81657
0.00030337	3.80761
0.000303632	3.76839
0.000303851	3.73555
