E(MeV)	V-nat
2.96644E-02	4.98168E+01
2.96698E-02	4.77458E+01
2.96760E-02	4.53572E+01
2.96820E-02	4.30335E+01
2.96833E-02	4.25245E+01
2.96879E-02	4.08442E+01
2.96912E-02	3.96449E+01
2.96939E-02	3.87571E+01
2.96991E-02	3.69828E+01
2.96998E-02	3.67808E+01
2.97038E-02	3.55697E+01
2.97071E-02	3.45609E+01
2.97077E-02	3.43789E+01
2.97117E-02	3.32876E+01
2.97150E-02	3.23788E+01
2.97176E-02	3.17268E+01
2.97229E-02	3.04237E+01
2.97236E-02	3.02781E+01
2.97295E-02	2.89680E+01
2.97308E-02	2.86771E+01
2.97354E-02	2.77673E+01
2.97387E-02	2.71179E+01
2.97414E-02	2.66535E+01
2.97460E-02	2.58411E+01
2.97466E-02	2.57252E+01
2.97506E-02	2.51021E+01
2.97546E-02	2.44794E+01
2.97552E-02	2.43863E+01
2.97598E-02	2.37349E+01
2.97625E-02	2.33629E+01
2.97668E-02	2.28192E+01
2.97704E-02	2.23595E+01
2.97737E-02	2.19827E+01
2.97783E-02	2.14555E+01
2.97836E-02	2.09196E+01
2.97889E-02	2.03839E+01
2.97941E-02	1.99134E+01
2.97994E-02	1.94431E+01
2.98020E-02	1.92354E+01
2.98100E-02	1.86128E+01
2.98179E-02	1.80604E+01
2.98205E-02	1.78764E+01
2.98258E-02	1.75482E+01
2.98311E-02	1.72201E+01
2.98337E-02	1.70770E+01
2.98416E-02	1.66476E+01
2.98469E-02	1.63615E+01
2.98495E-02	1.62396E+01
2.98574E-02	1.58740E+01
2.98637E-02	1.55847E+01
2.98652E-02	1.55260E+01
2.98726E-02	1.52329E+01
2.98805E-02	1.49204E+01
2.98825E-02	1.48530E+01
2.98924E-02	1.45165E+01
2.98976E-02	1.43413E+01
2.99023E-02	1.42009E+01
2.99106E-02	1.39555E+01
2.99150E-02	1.38249E+01
2.99189E-02	1.37269E+01
2.99272E-02	1.35173E+01
2.99354E-02	1.33078E+01
2.99382E-02	1.32369E+01
2.99437E-02	1.31190E+01
2.99508E-02	1.29666E+01
2.99589E-02	1.27940E+01
2.99595E-02	1.27828E+01
2.99660E-02	1.26656E+01
2.99725E-02	1.25484E+01
2.99790E-02	1.24313E+01
2.99811E-02	1.23924E+01
2.99861E-02	1.23033E+01
2.99865E-02	1.22959E+01
2.99910E-02	1.22298E+01
2.99960E-02	1.21579E+01
2.99993E-02	1.21100E+01
3.00026E-02	1.20622E+01
3.00059E-02	1.20145E+01
3.00075E-02	1.19908E+01
3.00085E-02	1.19795E+01
3.00106E-02	1.19569E+01
3.00127E-02	1.19344E+01
3.00148E-02	1.19121E+01
3.00169E-02	1.18898E+01
3.00190E-02	1.18677E+01
3.00200E-02	1.18567E+01
3.00205E-02	1.18544E+01
3.00221E-02	1.18475E+01
3.00237E-02	1.18408E+01
3.00248E-02	1.18361E+01
3.00260E-02	1.18313E+01
3.00271E-02	1.18265E+01
3.00283E-02	1.18220E+01
3.00295E-02	1.18176E+01
3.00298E-02	1.18164E+01
3.00304E-02	1.18212E+01
3.00313E-02	1.18293E+01
3.00321E-02	1.18376E+01
3.00330E-02	1.18461E+01
3.00336E-02	1.18519E+01
3.00344E-02	1.18603E+01
3.00352E-02	1.18689E+01
3.00355E-02	1.18714E+01
3.00359E-02	1.18833E+01
3.00365E-02	1.19026E+01
3.00371E-02	1.19222E+01
3.00377E-02	1.19421E+01
3.00383E-02	1.19614E+01
3.00383E-02	1.19632E+01
3.00389E-02	1.20009E+01
3.00394E-02	1.20264E+01
3.00398E-02	1.20521E+01
3.00402E-02	1.20781E+01
3.00404E-02	1.20932E+01
3.00406E-02	1.21147E+01
3.00411E-02	1.21614E+01
3.00415E-02	1.22085E+01
3.00419E-02	1.22562E+01
3.00422E-02	1.22820E+01
3.00424E-02	1.23147E+01
3.00428E-02	1.23855E+01
3.00433E-02	1.24572E+01
3.00433E-02	1.24716E+01
3.00436E-02	1.25171E+01
3.00438E-02	1.25824E+01
3.00441E-02	1.26482E+01
3.00444E-02	1.27145E+01
3.00445E-02	1.27329E+01
3.00447E-02	1.27973E+01
3.00451E-02	1.29041E+01
3.00454E-02	1.29979E+01
3.00457E-02	1.30878E+01
3.00457E-02	1.30936E+01
3.00460E-02	1.32138E+01
3.00463E-02	1.33348E+01
3.00465E-02	1.34160E+01
3.00465E-02	1.34320E+01
3.00469E-02	1.36100E+01
3.00473E-02	1.38090E+01
3.00474E-02	1.38557E+01
3.00477E-02	1.40392E+01
3.00481E-02	1.42800E+01
3.00483E-02	1.43692E+01
3.00486E-02	1.45894E+01
3.00491E-02	1.49177E+01
3.00493E-02	1.50752E+01
3.00495E-02	1.52738E+01
3.00500E-02	1.56552E+01
3.00504E-02	1.60883E+01
3.00510E-02	1.65914E+01
3.00510E-02	1.66487E+01
3.00516E-02	1.72612E+01
3.00523E-02	1.79721E+01
3.00524E-02	1.80883E+01
3.00534E-02	1.93207E+01
3.00549E-02	2.10875E+01
3.00553E-02	2.16048E+01
3.00556E-02	2.18905E+01
3.00562E-02	2.25517E+01
3.00564E-02	2.27175E+01
3.00569E-02	2.32094E+01
3.00571E-02	2.33715E+01
3.00575E-02	2.36330E+01
3.00580E-02	2.40189E+01
3.00585E-02	2.42884E+01
3.00588E-02	2.44248E+01
3.00591E-02	2.45068E+01
3.00595E-02	2.46251E+01
3.00595E-02	2.46261E+01
3.00600E-02	2.46642E+01
3.00605E-02	2.46024E+01
3.00608E-02	2.45620E+01
3.00609E-02	2.45107E+01
3.00614E-02	2.43329E+01
3.00615E-02	2.43035E+01
3.00620E-02	2.40076E+01
3.00621E-02	2.39797E+01
3.00625E-02	2.36338E+01
3.00627E-02	2.35045E+01
3.00631E-02	2.31888E+01
3.00636E-02	2.27099E+01
3.00642E-02	2.21037E+01
3.00645E-02	2.17747E+01
3.00651E-02	2.10449E+01
3.00662E-02	1.96828E+01
3.00674E-02	1.83073E+01
3.00676E-02	1.80966E+01
3.00680E-02	1.75527E+01
3.00687E-02	1.68640E+01
3.00687E-02	1.68196E+01
3.00693E-02	1.62231E+01
3.00695E-02	1.60246E+01
3.00697E-02	1.57994E+01
3.00702E-02	1.53951E+01
3.00702E-02	1.53756E+01
3.00706E-02	1.50327E+01
3.00710E-02	1.47243E+01
3.00710E-02	1.46741E+01
3.00714E-02	1.44504E+01
3.00717E-02	1.41847E+01
3.00719E-02	1.40705E+01
3.00721E-02	1.39418E+01
3.00725E-02	1.37167E+01
3.00728E-02	1.35598E+01
3.00729E-02	1.35040E+01
3.00732E-02	1.33182E+01
3.00736E-02	1.31339E+01
3.00737E-02	1.30806E+01
3.00740E-02	1.29787E+01
3.00744E-02	1.28351E+01
3.00747E-02	1.26925E+01
3.00748E-02	1.26558E+01
3.00751E-02	1.25734E+01
3.00755E-02	1.24631E+01
3.00758E-02	1.23537E+01
3.00759E-02	1.23295E+01
3.00762E-02	1.22635E+01
3.00766E-02	1.21793E+01
3.00770E-02	1.20958E+01
3.00770E-02	1.20805E+01
3.00773E-02	1.20282E+01
3.00777E-02	1.19576E+01
3.00781E-02	1.19015E+01
3.00782E-02	1.18737E+01
3.00784E-02	1.18537E+01
3.00787E-02	1.18140E+01
3.00792E-02	1.17551E+01
3.00797E-02	1.16967E+01
3.00802E-02	1.16389E+01
3.00807E-02	1.16014E+01
3.00812E-02	1.15642E+01
3.00817E-02	1.15274E+01
3.00822E-02	1.14909E+01
3.00827E-02	1.14546E+01
3.00829E-02	1.14426E+01
3.00833E-02	1.14216E+01
3.00840E-02	1.13904E+01
3.00847E-02	1.13594E+01
3.00854E-02	1.13288E+01
3.00861E-02	1.12983E+01
3.00865E-02	1.12781E+01
3.00869E-02	1.12601E+01
3.00875E-02	1.12451E+01
3.00884E-02	1.12182E+01
3.00893E-02	1.11916E+01
3.00902E-02	1.11651E+01
3.00910E-02	1.11415E+01
3.00914E-02	1.11347E+01
3.00926E-02	1.11121E+01
3.00937E-02	1.10896E+01
3.00949E-02	1.10672E+01
3.00961E-02	1.10449E+01
3.00972E-02	1.10228E+01
3.00990E-02	1.09897E+01
3.01007E-02	1.09580E+01
3.01023E-02	1.09373E+01
3.01039E-02	1.09167E+01
3.01056E-02	1.08961E+01
3.01072E-02	1.08756E+01
3.01094E-02	1.08484E+01
3.01116E-02	1.08212E+01
3.01138E-02	1.07941E+01
3.01160E-02	1.07671E+01
3.01191E-02	1.07300E+01
3.01193E-02	1.07267E+01
3.01219E-02	1.07029E+01
3.01248E-02	1.06767E+01
3.01287E-02	1.06419E+01
3.01325E-02	1.06071E+01
3.01364E-02	1.05724E+01
3.01402E-02	1.05377E+01
3.01460E-02	1.04857E+01
3.01506E-02	1.04437E+01
3.01523E-02	1.04289E+01
3.01561E-02	1.04008E+01
3.01616E-02	1.03608E+01
3.01699E-02	1.03007E+01
3.01781E-02	1.02407E+01
3.01864E-02	1.01808E+01
3.01918E-02	1.01409E+01
3.01973E-02	1.01071E+01
3.02083E-02	1.00397E+01
3.02193E-02	9.97227E+00
3.02358E-02	9.87121E+00
3.02539E-02	9.77987E+00
3.02721E-02	9.68856E+00
3.02841E-02	9.62771E+00
3.03105E-02	9.49499E+00
3.03303E-02	9.41433E+00
3.03490E-02	9.33817E+00
3.03731E-02	9.23963E+00
3.03852E-02	9.19037E+00
3.03984E-02	9.14609E+00
3.04248E-02	9.05756E+00
3.04556E-02	8.95430E+00
3.04731E-02	8.89530E+00
3.05083E-02	8.79792E+00
3.05434E-02	8.70055E+00
3.05786E-02	8.60321E+00
3.06230E-02	8.50226E+00
3.06674E-02	8.40133E+00
3.07133E-02	8.29692E+00
3.07592E-02	8.21089E+00
3.08052E-02	8.12486E+00
3.08511E-02	8.03885E+00
3.08725E-02	7.99884E+00
3.09152E-02	7.93192E+00
3.09793E-02	7.83156E+00
3.10446E-02	7.72931E+00
3.10672E-02	7.69398E+00
3.11124E-02	7.63409E+00
3.12027E-02	7.51434E+00
3.12982E-02	7.38775E+00
3.13937E-02	7.27946E+00
3.14891E-02	7.17118E+00
3.15846E-02	7.06290E+00
3.16241E-02	7.01817E+00
3.17030E-02	6.94049E+00
3.18213E-02	6.82397E+00
3.19336E-02	6.71340E+00
3.20075E-02	6.64067E+00
3.20479E-02	6.60085E+00
3.20575E-02	6.59227E+00
3.20900E-02	6.56318E+00
3.21224E-02	6.53410E+00
3.21466E-02	6.51246E+00
3.21647E-02	6.49623E+00
3.21766E-02	6.48561E+00
3.21882E-02	6.47518E+00
3.21970E-02	6.46736E+00
3.22057E-02	6.45956E+00
3.22115E-02	6.45436E+00
3.22174E-02	6.44917E+00
3.22230E-02	6.44421E+00
3.22267E-02	6.44091E+00
3.22304E-02	6.43761E+00
3.22341E-02	6.43433E+00
3.22379E-02	6.43105E+00
3.22407E-02	6.42861E+00
3.22434E-02	6.42618E+00
3.22462E-02	6.42376E+00
3.22481E-02	6.42217E+00
3.22500E-02	6.42058E+00
3.22518E-02	6.41900E+00
3.22537E-02	6.41744E+00
3.22551E-02	6.41629E+00
3.22565E-02	6.41515E+00
3.22579E-02	6.41402E+00
3.22593E-02	6.41292E+00
3.22602E-02	6.41220E+00
3.22611E-02	6.41150E+00
3.22621E-02	6.41081E+00
3.22628E-02	6.41028E+00
3.22636E-02	6.40977E+00
3.22643E-02	6.40927E+00
3.22650E-02	6.40881E+00
3.22655E-02	6.40852E+00
3.22660E-02	6.40825E+00
3.22665E-02	6.40801E+00
3.22670E-02	6.40779E+00
3.22674E-02	6.40766E+00
3.22678E-02	6.40755E+00
3.22681E-02	6.40746E+00
3.22685E-02	6.40741E+00
3.22689E-02	6.40741E+00
3.22692E-02	6.40744E+00
3.22695E-02	6.40750E+00
3.22697E-02	6.40758E+00
3.22700E-02	6.40770E+00
3.22703E-02	6.40788E+00
3.22706E-02	6.40811E+00
3.22709E-02	6.40840E+00
3.22711E-02	6.40876E+00
3.22714E-02	6.40908E+00
3.22716E-02	6.40944E+00
3.22718E-02	6.40986E+00
3.22720E-02	6.41033E+00
3.22722E-02	6.41087E+00
3.22725E-02	6.41146E+00
3.22727E-02	6.41213E+00
3.22729E-02	6.41288E+00
3.22731E-02	6.41371E+00
3.22733E-02	6.41463E+00
3.22735E-02	6.41531E+00
3.22735E-02	6.41589E+00
3.22738E-02	6.41774E+00
3.22740E-02	6.41970E+00
3.22742E-02	6.42178E+00
3.22744E-02	6.42399E+00
3.22746E-02	6.42633E+00
3.22749E-02	6.42900E+00
3.22751E-02	6.43184E+00
3.22753E-02	6.43488E+00
3.22756E-02	6.43811E+00
3.22758E-02	6.44157E+00
3.22760E-02	6.44525E+00
3.22763E-02	6.44917E+00
3.22765E-02	6.45335E+00
3.22767E-02	6.45779E+00
3.22770E-02	6.46252E+00
3.22772E-02	6.46754E+00
3.22774E-02	6.47287E+00
3.22777E-02	6.47853E+00
3.22779E-02	6.48451E+00
3.22781E-02	6.49084E+00
3.22784E-02	6.49752E+00
3.22787E-02	6.50639E+00
3.22789E-02	6.51585E+00
3.22792E-02	6.52591E+00
3.22795E-02	6.53658E+00
3.22798E-02	6.54789E+00
3.22800E-02	6.55504E+00
3.22801E-02	6.56043E+00
3.22804E-02	6.57453E+00
3.22808E-02	6.59530E+00
3.22812E-02	6.61406E+00
3.22816E-02	6.64036E+00
3.22821E-02	6.66803E+00
3.22826E-02	6.69692E+00
3.22833E-02	6.74746E+00
3.22853E-02	6.87563E+00
3.22860E-02	6.91994E+00
3.22866E-02	6.95569E+00
3.22871E-02	6.98455E+00
3.22876E-02	7.00811E+00
3.22881E-02	7.02916E+00
3.22886E-02	7.04832E+00
3.22891E-02	7.05974E+00
3.22891E-02	7.06047E+00
3.22895E-02	7.06570E+00
3.22899E-02	7.06750E+00
3.22900E-02	7.06722E+00
3.22905E-02	7.06158E+00
3.22910E-02	7.05271E+00
3.22914E-02	7.04146E+00
3.22918E-02	7.02937E+00
3.22922E-02	7.01173E+00
3.22928E-02	6.98705E+00
3.22933E-02	6.96205E+00
3.22939E-02	6.92928E+00
3.22946E-02	6.88665E+00
3.22956E-02	6.81820E+00
3.22968E-02	6.73692E+00
3.22974E-02	6.69616E+00
3.22980E-02	6.65707E+00
3.22985E-02	6.62437E+00
3.22989E-02	6.60170E+00
3.22993E-02	6.58008E+00
3.22997E-02	6.55958E+00
3.23001E-02	6.54021E+00
3.23005E-02	6.52199E+00
3.23008E-02	6.50953E+00
3.23010E-02	6.49767E+00
3.23013E-02	6.48637E+00
3.23015E-02	6.47894E+00
3.23016E-02	6.47625E+00
3.23019E-02	6.46804E+00
3.23022E-02	6.46036E+00
3.23025E-02	6.45318E+00
3.23027E-02	6.44649E+00
3.23030E-02	6.44026E+00
3.23033E-02	6.43447E+00
3.23035E-02	6.43084E+00
3.23038E-02	6.42611E+00
3.23040E-02	6.42169E+00
3.23043E-02	6.41758E+00
3.23045E-02	6.41375E+00
3.23048E-02	6.41019E+00
3.23051E-02	6.40687E+00
3.23053E-02	6.40378E+00
3.23055E-02	6.40160E+00
3.23057E-02	6.39954E+00
3.23059E-02	6.39758E+00
3.23061E-02	6.39573E+00
3.23063E-02	6.39397E+00
3.23065E-02	6.39230E+00
3.23067E-02	6.39071E+00
3.23069E-02	6.38919E+00
3.23072E-02	6.38729E+00
3.23074E-02	6.38550E+00
3.23077E-02	6.38382E+00
3.23080E-02	6.38224E+00
3.23082E-02	6.38074E+00
3.23085E-02	6.37933E+00
3.23087E-02	6.37799E+00
3.23090E-02	6.37671E+00
3.23093E-02	6.37549E+00
3.23095E-02	6.37432E+00
3.23098E-02	6.37320E+00
3.23100E-02	6.37212E+00
3.23103E-02	6.37108E+00
3.23105E-02	6.37041E+00
3.23108E-02	6.36971E+00
3.23112E-02	6.36905E+00
3.23115E-02	6.36844E+00
3.23119E-02	6.36787E+00
3.23122E-02	6.36732E+00
3.23126E-02	6.36680E+00
3.23129E-02	6.36631E+00
3.23134E-02	6.36560E+00
3.23139E-02	6.36495E+00
3.23144E-02	6.36433E+00
3.23149E-02	6.36373E+00
3.23156E-02	6.36295E+00
3.23163E-02	6.36219E+00
3.23170E-02	6.36146E+00
3.23180E-02	6.36038E+00
3.23190E-02	6.35933E+00
3.23200E-02	6.35831E+00
3.23210E-02	6.35729E+00
3.23220E-02	6.35630E+00
3.23233E-02	6.35498E+00
3.23246E-02	6.35368E+00
3.23260E-02	6.35240E+00
3.23273E-02	6.35113E+00
3.23293E-02	6.34924E+00
3.23313E-02	6.34736E+00
3.23333E-02	6.34550E+00
3.23347E-02	6.34427E+00
3.23374E-02	6.34181E+00
3.23400E-02	6.33937E+00
3.23427E-02	6.33694E+00
3.23454E-02	6.33451E+00
3.23498E-02	6.33053E+00
3.23542E-02	6.32657E+00
3.23571E-02	6.32393E+00
3.23630E-02	6.31867E+00
3.23689E-02	6.31341E+00
3.23777E-02	6.30555E+00
3.23865E-02	6.29769E+00
3.23975E-02	6.28789E+00
3.24129E-02	6.27421E+00
3.24334E-02	6.25598E+00
3.24632E-02	6.22956E+00
3.24929E-02	6.20314E+00
3.25524E-02	6.15031E+00
3.26282E-02	6.08298E+00
3.27341E-02	5.98899E+00
3.27641E-02	5.96233E+00
3.28542E-02	5.88235E+00
3.29443E-02	5.80238E+00
3.30044E-02	5.74907E+00
3.30644E-02	5.68663E+00
3.31301E-02	5.61835E+00
3.31695E-02	5.57739E+00
3.32118E-02	5.52306E+00
3.32381E-02	5.48926E+00
3.32625E-02	5.45788E+00
3.32747E-02	5.44220E+00
3.32850E-02	5.42505E+00
3.33056E-02	5.39075E+00
3.33221E-02	5.36348E+00
3.33404E-02	5.33310E+00
3.33526E-02	5.30660E+00
3.33648E-02	5.28010E+00
3.33760E-02	5.25565E+00
3.33873E-02	5.23122E+00
3.33985E-02	5.19921E+00
3.34070E-02	5.17521E+00
3.34150E-02	5.15256E+00
3.34201E-02	5.13792E+00
3.34227E-02	5.12813E+00
3.34305E-02	5.09880E+00
3.34382E-02	5.06949E+00
3.34434E-02	5.04996E+00
3.34485E-02	5.03044E+00
3.34511E-02	5.02068E+00
3.34534E-02	5.00889E+00
3.34581E-02	4.98531E+00
3.34628E-02	4.96175E+00
3.34675E-02	4.93821E+00
3.34699E-02	4.92645E+00
3.34722E-02	4.91104E+00
3.34769E-02	4.88026E+00
3.34816E-02	4.84950E+00
3.34851E-02	4.82645E+00
3.34886E-02	4.80342E+00
3.34917E-02	4.77750E+00
3.34947E-02	4.75161E+00
3.34978E-02	4.72574E+00
3.35008E-02	4.69990E+00
3.35039E-02	4.66684E+00
3.35069E-02	4.63382E+00
3.35100E-02	4.60084E+00
3.35130E-02	4.56790E+00
3.35152E-02	4.53869E+00
3.35173E-02	4.50951E+00
3.35194E-02	4.48036E+00
3.35215E-02	4.45124E+00
3.35222E-02	4.44156E+00
3.35236E-02	4.41757E+00
3.35257E-02	4.38164E+00
3.35278E-02	4.34577E+00
3.35291E-02	4.32488E+00
3.35299E-02	4.30687E+00
3.35315E-02	4.27474E+00
3.35331E-02	4.24265E+00
3.35347E-02	4.21062E+00
3.35348E-02	4.20776E+00
3.35362E-02	4.17288E+00
3.35378E-02	4.13464E+00
3.35394E-02	4.09648E+00
3.35400E-02	4.08199E+00
3.35409E-02	4.05350E+00
3.35425E-02	4.00761E+00
3.35438E-02	3.97138E+00
3.35450E-02	3.93523E+00
3.35451E-02	3.93115E+00
3.35462E-02	3.89309E+00
3.35475E-02	3.85028E+00
3.35487E-02	3.80758E+00
3.35500E-02	3.75785E+00
3.35512E-02	3.70828E+00
3.35523E-02	3.66447E+00
3.35525E-02	3.65791E+00
3.35534E-02	3.61431E+00
3.35543E-02	3.57083E+00
3.35553E-02	3.52750E+00
3.35557E-02	3.51024E+00
3.35562E-02	3.48016E+00
3.35572E-02	3.43021E+00
3.35581E-02	3.38049E+00
3.35585E-02	3.36070E+00
3.35590E-02	3.32655E+00
3.35600E-02	3.26993E+00
3.35607E-02	3.22487E+00
3.35613E-02	3.19127E+00
3.35615E-02	3.17850E+00
3.35622E-02	3.12770E+00
3.35630E-02	3.07723E+00
3.35637E-02	3.02713E+00
3.35641E-02	3.00230E+00
3.35645E-02	2.97533E+00
3.35650E-02	2.93519E+00
3.35656E-02	2.89538E+00
3.35660E-02	2.86904E+00
3.35666E-02	2.82581E+00
3.35672E-02	2.78314E+00
3.35677E-02	2.75155E+00
3.35682E-02	2.72036E+00
3.35683E-02	2.70916E+00
3.35686E-02	2.69214E+00
3.35691E-02	2.66585E+00
3.35696E-02	2.64010E+00
3.35697E-02	2.63046E+00
3.35700E-02	2.61877E+00
3.35705E-02	2.60047E+00
3.35706E-02	2.59494E+00
3.35709E-02	2.58836E+00
3.35714E-02	2.57904E+00
3.35715E-02	2.57759E+00
3.35719E-02	2.57975E+00
3.35723E-02	2.58235E+00
3.35724E-02	2.58574E+00
3.35724E-02	2.58582E+00
3.35729E-02	2.60559E+00
3.35730E-02	2.61000E+00
3.35734E-02	2.63753E+00
3.35736E-02	2.65282E+00
3.35739E-02	2.68197E+00
3.35741E-02	2.69923E+00
3.35744E-02	2.74336E+00
3.35745E-02	2.75972E+00
3.35749E-02	2.82232E+00
3.35749E-02	2.82551E+00
3.35753E-02	2.89908E+00
3.35753E-02	2.90483E+00
3.35757E-02	2.98974E+00
3.35757E-02	2.99881E+00
3.35761E-02	3.09552E+00
3.35761E-02	3.10874E+00
3.35764E-02	3.21767E+00
3.35765E-02	3.23605E+00
3.35769E-02	3.38209E+00
3.35770E-02	3.43503E+00
3.35773E-02	3.54813E+00
3.35776E-02	3.69473E+00
3.35777E-02	3.73509E+00
3.35781E-02	3.96460E+00
3.35781E-02	3.97719E+00
3.35785E-02	4.22253E+00
3.35786E-02	4.25064E+00
3.35790E-02	4.51033E+00
3.35792E-02	4.66800E+00
3.35794E-02	4.82856E+00
3.35798E-02	5.14189E+00
3.35798E-02	5.17843E+00
3.35802E-02	5.50073E+00
3.35806E-02	5.89952E+00
3.35806E-02	5.92208E+00
3.35811E-02	6.37897E+00
3.35815E-02	6.86390E+00
3.35815E-02	6.86914E+00
3.35819E-02	7.35321E+00
3.35825E-02	8.06524E+00
3.35831E-02	8.82545E+00
3.35835E-02	9.51964E+00
3.35837E-02	9.74292E+00
3.35841E-02	1.04115E+01
3.35844E-02	1.08770E+01
3.35850E-02	1.16889E+01
3.35852E-02	1.20464E+01
3.35859E-02	1.32321E+01
3.35867E-02	1.44100E+01
3.35873E-02	1.53312E+01
3.35873E-02	1.53455E+01
3.35879E-02	1.61919E+01
3.35883E-02	1.67604E+01
3.35884E-02	1.69838E+01
3.35889E-02	1.76479E+01
3.35890E-02	1.77455E+01
3.35895E-02	1.82464E+01
3.35896E-02	1.84411E+01
3.35898E-02	1.86128E+01
3.35903E-02	1.91241E+01
3.35906E-02	1.93763E+01
3.35908E-02	1.95787E+01
3.35913E-02	1.99347E+01
3.35914E-02	2.00086E+01
3.35920E-02	2.03392E+01
3.35921E-02	2.03720E+01
3.35927E-02	2.05717E+01
3.35928E-02	2.05871E+01
3.35933E-02	2.06652E+01
3.35934E-02	2.06753E+01
3.35938E-02	2.06762E+01
3.35940E-02	2.06445E+01
3.35945E-02	2.05667E+01
3.35947E-02	2.05180E+01
3.35953E-02	2.03194E+01
3.35956E-02	2.01733E+01
3.35960E-02	1.99525E+01
3.35968E-02	1.94854E+01
3.35979E-02	1.86412E+01
3.35980E-02	1.85773E+01
3.35987E-02	1.79098E+01
3.35990E-02	1.76886E+01
3.35995E-02	1.72395E+01
3.36002E-02	1.66444E+01
3.36007E-02	1.62005E+01
3.36012E-02	1.57588E+01
3.36017E-02	1.53195E+01
3.36020E-02	1.50605E+01
3.36023E-02	1.48493E+01
3.36028E-02	1.43994E+01
3.36032E-02	1.41386E+01
3.36034E-02	1.39676E+01
3.36038E-02	1.36954E+01
3.36042E-02	1.34243E+01
3.36043E-02	1.33027E+01
3.36045E-02	1.31688E+01
3.36050E-02	1.28916E+01
3.36054E-02	1.25976E+01
3.36054E-02	1.25826E+01
3.36059E-02	1.23052E+01
3.36064E-02	1.20412E+01
3.36064E-02	1.20304E+01
3.36069E-02	1.17841E+01
3.36074E-02	1.15473E+01
3.36074E-02	1.15399E+01
3.36079E-02	1.13222E+01
3.36083E-02	1.11106E+01
3.36083E-02	1.11061E+01
3.36089E-02	1.08975E+01
3.36093E-02	1.07266E+01
3.36096E-02	1.06072E+01
3.36098E-02	1.05631E+01
3.36102E-02	1.04163E+01
3.36106E-02	1.02700E+01
3.36107E-02	1.02350E+01
3.36112E-02	1.00974E+01
3.36118E-02	9.93024E+00
3.36121E-02	9.83368E+00
3.36124E-02	9.77396E+00
3.36130E-02	9.63228E+00
3.36136E-02	9.49394E+00
3.36136E-02	9.47449E+00
3.36142E-02	9.35815E+00
3.36148E-02	9.24212E+00
3.36150E-02	9.20356E+00
3.36155E-02	9.10513E+00
3.36163E-02	8.97433E+00
3.36168E-02	8.87651E+00
3.36170E-02	8.84902E+00
3.36178E-02	8.73939E+00
3.36185E-02	8.63004E+00
3.36187E-02	8.60277E+00
3.36193E-02	8.53522E+00
3.36202E-02	8.42296E+00
3.36212E-02	8.31098E+00
3.36215E-02	8.26628E+00
3.36221E-02	8.21186E+00
3.36230E-02	8.12138E+00
3.36240E-02	8.03108E+00
3.36243E-02	7.99503E+00
3.36249E-02	7.95128E+00
3.36259E-02	7.87852E+00
3.36268E-02	7.80588E+00
3.36280E-02	7.71524E+00
3.36280E-02	7.71162E+00
3.36291E-02	7.64234E+00
3.36303E-02	7.57030E+00
3.36315E-02	7.49839E+00
3.36321E-02	7.46104E+00
3.36327E-02	7.43316E+00
3.36338E-02	7.37517E+00
3.36350E-02	7.31726E+00
3.36362E-02	7.25943E+00
3.36377E-02	7.19739E+00
3.36393E-02	7.13546E+00
3.36409E-02	7.07361E+00
3.36414E-02	7.05272E+00
3.36424E-02	7.01975E+00
3.36440E-02	6.97001E+00
3.36455E-02	6.92032E+00
3.36466E-02	6.88674E+00
3.36471E-02	6.87363E+00
3.36487E-02	6.83315E+00
3.36507E-02	6.77994E+00
3.36524E-02	6.73591E+00
3.36528E-02	6.72853E+00
3.36548E-02	6.68551E+00
3.36569E-02	6.64255E+00
3.36589E-02	6.59963E+00
3.36595E-02	6.58860E+00
3.36610E-02	6.56345E+00
3.36630E-02	6.52962E+00
3.36651E-02	6.49582E+00
3.36679E-02	6.44951E+00
3.36688E-02	6.43409E+00
3.36707E-02	6.41077E+00
3.36735E-02	6.37582E+00
3.36763E-02	6.34091E+00
3.36792E-02	6.30602E+00
3.36820E-02	6.27116E+00
3.36848E-02	6.24480E+00
3.36888E-02	6.20749E+00
3.36923E-02	6.17460E+00
3.36951E-02	6.14831E+00
3.36958E-02	6.14334E+00
3.36993E-02	6.11852E+00
3.37040E-02	6.08546E+00
3.37087E-02	6.05243E+00
3.37134E-02	6.01941E+00
3.37139E-02	6.01611E+00
3.37181E-02	5.99364E+00
3.37228E-02	5.96868E+00
3.37280E-02	5.94124E+00
3.37327E-02	5.91632E+00
3.37336E-02	5.91265E+00
3.37392E-02	5.89066E+00
3.37449E-02	5.86869E+00
3.37533E-02	5.83575E+00
3.37617E-02	5.80283E+00
3.37664E-02	5.78455E+00
3.37702E-02	5.77400E+00
3.37786E-02	5.75027E+00
3.37871E-02	5.72655E+00
3.37983E-02	5.69494E+00
3.38040E-02	5.67914E+00
3.38096E-02	5.66733E+00
3.38213E-02	5.64274E+00
3.38335E-02	5.61718E+00
3.38457E-02	5.59163E+00
3.38528E-02	5.57689E+00
3.38640E-02	5.55899E+00
3.38847E-02	5.52619E+00
3.39053E-02	5.49340E+00
3.39204E-02	5.46956E+00
3.39297E-02	5.45823E+00
3.39541E-02	5.42879E+00
3.39823E-02	5.39483E+00
3.40236E-02	5.34504E+00
3.40367E-02	5.32919E+00
