E(MeV)	V-nat
4.96121E-01	3.59621E+00
4.96152E-01	3.76271E+00
4.96165E-01	3.81175E+00
4.96174E-01	3.82744E+00
4.96177E-01	3.82771E+00
4.96187E-01	3.81422E+00
4.96205E-01	3.76053E+00
4.96214E-01	3.75002E+00
4.96222E-01	3.76260E+00
4.96229E-01	3.79344E+00
4.96238E-01	3.86028E+00
4.96248E-01	3.94810E+00
4.96276E-01	4.24520E+00
4.96285E-01	4.33587E+00
4.96304E-01	4.49294E+00
4.96323E-01	4.62315E+00
4.96341E-01	4.72696E+00
4.96355E-01	4.77556E+00
4.96368E-01	4.78958E+00
4.96383E-01	4.77060E+00
4.96407E-01	4.69846E+00
4.96454E-01	4.51836E+00
4.96485E-01	4.38194E+00
4.96587E-01	3.91099E+00
4.96610E-01	3.81990E+00
4.96633E-01	3.75249E+00
4.96798E-01	3.40871E+00
4.96844E-01	3.31844E+00
4.96868E-01	3.29146E+00
4.96899E-01	3.28203E+00
4.96907E-01	3.28195E+00
4.97071E-01	3.28914E+00
4.97110E-01	3.28069E+00
4.97141E-01	3.25415E+00
4.97235E-01	3.14483E+00
4.97266E-01	3.09869E+00
4.97329E-01	2.98146E+00
4.97344E-01	2.96717E+00
4.97346E-01	2.96691E+00
4.97356E-01	2.97230E+00
4.97367E-01	2.99172E+00
4.97380E-01	3.03386E+00
4.97414E-01	3.16035E+00
4.97434E-01	3.21800E+00
4.97454E-01	3.26214E+00
4.97481E-01	3.30097E+00
4.97521E-01	3.32781E+00
4.97555E-01	3.33912E+00
4.97575E-01	3.33252E+00
4.97597E-01	3.30694E+00
4.97672E-01	3.17089E+00
4.97693E-01	3.14843E+00
4.97709E-01	3.14284E+00
4.97725E-01	3.15143E+00
4.97736E-01	3.17040E+00
4.97747E-01	3.20377E+00
4.97763E-01	3.27840E+00
4.97779E-01	3.36053E+00
4.97790E-01	3.40307E+00
4.97799E-01	3.42644E+00
4.97813E-01	3.43781E+00
4.97828E-01	3.42894E+00
4.97846E-01	3.39989E+00
4.97865E-01	3.35476E+00
4.97884E-01	3.29228E+00
4.97912E-01	3.18959E+00
4.97921E-01	3.16599E+00
4.97931E-01	3.15517E+00
4.97940E-01	3.16037E+00
4.98015E-01	3.43401E+00
4.98053E-01	3.53277E+00
4.98067E-01	3.55386E+00
4.98071E-01	3.55419E+00
4.98081E-01	3.54026E+00
4.98090E-01	3.50602E+00
4.98113E-01	3.38729E+00
4.98123E-01	3.35790E+00
4.98129E-01	3.35101E+00
4.98136E-01	3.35330E+00
4.98149E-01	3.37591E+00
4.98175E-01	3.42910E+00
4.98201E-01	3.45342E+00
4.98240E-01	3.48110E+00
4.98266E-01	3.51587E+00
4.98292E-01	3.56641E+00
4.98305E-01	3.60407E+00
4.98318E-01	3.65626E+00
4.98347E-01	3.80381E+00
4.98357E-01	3.83752E+00
4.98367E-01	3.85197E+00
4.98370E-01	3.85255E+00
4.98395E-01	3.83282E+00
4.98403E-01	3.84014E+00
4.98413E-01	3.86992E+00
4.98423E-01	3.92225E+00
4.98436E-01	4.01700E+00
4.98462E-01	4.22386E+00
4.98482E-01	4.35199E+00
4.98534E-01	4.64031E+00
4.98561E-01	4.80459E+00
4.98580E-01	4.94460E+00
4.98600E-01	5.11378E+00
4.98639E-01	5.50568E+00
4.98652E-01	5.59793E+00
4.98666E-01	5.64614E+00
4.98673E-01	5.65257E+00
4.98685E-01	5.63357E+00
4.98701E-01	5.57272E+00
4.98752E-01	5.28349E+00
4.98957E-01	4.10783E+00
4.98988E-01	3.94348E+00
4.99008E-01	3.85240E+00
4.99039E-01	3.74345E+00
4.99294E-01	2.92959E+00
4.99315E-01	2.87382E+00
4.99335E-01	2.83364E+00
4.99356E-01	2.80909E+00
4.99702E-01	2.54904E+00
4.99824E-01	2.45090E+00
4.99849E-01	2.42735E+00
4.99914E-01	2.34400E+00
4.99939E-01	2.31347E+00
4.99958E-01	2.30114E+00
4.99960E-01	2.30095E+00
4.99972E-01	2.30573E+00
4.99995E-01	2.32694E+00
5.00000E-01	2.32868E+00
5.00015E-01	2.32268E+00
5.00033E-01	2.31202E+00
5.00043E-01	2.31737E+00
5.00056E-01	2.34032E+00
5.00087E-01	2.41688E+00
5.00100E-01	2.43418E+00
5.00106E-01	2.43629E+00
5.00117E-01	2.43151E+00
5.00133E-01	2.40736E+00
5.00222E-01	2.21442E+00
5.00244E-01	2.17657E+00
5.00266E-01	2.15145E+00
5.00411E-01	2.05015E+00
5.00455E-01	2.02314E+00
5.00810E-01	1.91323E+00
5.00988E-01	1.81430E+00
5.01165E-01	1.71056E+00
5.01298E-01	1.60217E+00
5.01351E-01	1.55700E+00
5.01378E-01	1.52958E+00
5.01405E-01	1.49434E+00
5.01476E-01	1.38833E+00
5.01489E-01	1.37177E+00
5.01498E-01	1.36436E+00
5.01506E-01	1.36199E+00
5.01513E-01	1.36495E+00
5.01520E-01	1.37271E+00
5.01527E-01	1.38808E+00
5.01535E-01	1.41102E+00
5.01543E-01	1.44171E+00
5.01550E-01	1.47990E+00
5.01560E-01	1.54054E+00
5.01575E-01	1.63927E+00
5.01583E-01	1.68235E+00
5.01588E-01	1.70498E+00
5.01593E-01	1.72095E+00
5.01598E-01	1.72910E+00
5.01600E-01	1.73000E+00
5.01605E-01	1.72483E+00
5.01611E-01	1.71038E+00
5.01614E-01	1.69601E+00
5.01621E-01	1.65785E+00
5.01628E-01	1.61088E+00
5.01642E-01	1.51037E+00
5.01649E-01	1.46575E+00
5.01656E-01	1.42905E+00
5.01661E-01	1.40762E+00
5.01666E-01	1.39150E+00
5.01674E-01	1.37771E+00
5.01680E-01	1.37135E+00
5.01684E-01	1.37038E+00
5.01695E-01	1.37358E+00
5.01712E-01	1.38878E+00
5.01740E-01	1.41423E+00
5.01768E-01	1.43062E+00
5.01852E-01	1.46127E+00
5.01866E-01	1.46355E+00
5.01880E-01	1.46255E+00
5.02020E-01	1.37192E+00
5.02030E-01	1.37053E+00
5.02062E-01	1.37369E+00
5.02073E-01	1.37227E+00
5.02083E-01	1.36473E+00
5.02091E-01	1.35239E+00
5.02099E-01	1.33240E+00
5.02104E-01	1.31432E+00
5.02111E-01	1.28436E+00
5.02118E-01	1.24871E+00
5.02136E-01	1.15000E+00
5.02142E-01	1.11518E+00
5.02148E-01	1.09391E+00
5.02153E-01	1.07794E+00
5.02158E-01	1.06788E+00
5.02164E-01	1.06372E+00
5.02165E-01	1.06363E+00
5.02169E-01	1.06562E+00
5.02175E-01	1.07253E+00
5.02186E-01	1.09474E+00
5.02198E-01	1.11907E+00
5.02207E-01	1.13102E+00
5.02213E-01	1.13641E+00
5.02240E-01	1.15115E+00
5.02249E-01	1.16080E+00
5.02256E-01	1.17253E+00
5.02263E-01	1.18919E+00
5.02270E-01	1.21120E+00
5.02282E-01	1.25756E+00
5.02294E-01	1.30531E+00
5.02301E-01	1.32676E+00
5.02305E-01	1.33549E+00
5.02310E-01	1.33875E+00
5.02316E-01	1.33444E+00
5.02322E-01	1.32100E+00
5.02328E-01	1.29963E+00
5.02334E-01	1.27233E+00
5.02353E-01	1.16761E+00
5.02361E-01	1.13072E+00
5.02367E-01	1.10742E+00
5.02373E-01	1.08832E+00
5.02379E-01	1.07356E+00
5.02385E-01	1.06277E+00
5.02393E-01	1.05389E+00
5.02400E-01	1.05035E+00
5.02404E-01	1.05030E+00
5.02412E-01	1.05326E+00
5.02420E-01	1.06018E+00
5.02428E-01	1.07117E+00
5.02436E-01	1.08640E+00
5.02443E-01	1.10580E+00
5.02451E-01	1.12880E+00
5.02475E-01	1.20622E+00
5.02482E-01	1.22860E+00
5.02490E-01	1.24571E+00
5.02496E-01	1.25381E+00
5.02502E-01	1.25694E+00
5.02508E-01	1.25451E+00
5.02514E-01	1.24610E+00
5.02519E-01	1.23159E+00
5.02525E-01	1.21133E+00
5.02529E-01	1.19507E+00
5.02546E-01	1.11055E+00
5.02552E-01	1.08624E+00
5.02556E-01	1.07344E+00
5.02560E-01	1.06414E+00
5.02565E-01	1.05823E+00
5.02566E-01	1.05763E+00
5.02571E-01	1.06007E+00
5.02576E-01	1.06871E+00
5.02580E-01	1.08310E+00
5.02585E-01	1.10252E+00
5.02591E-01	1.13478E+00
5.02598E-01	1.17241E+00
5.02607E-01	1.23490E+00
5.02626E-01	1.36479E+00
5.02635E-01	1.42483E+00
5.02644E-01	1.47648E+00
5.02651E-01	1.50429E+00
5.02657E-01	1.52569E+00
5.02663E-01	1.54084E+00
5.02671E-01	1.54847E+00
5.02674E-01	1.54928E+00
5.02681E-01	1.54576E+00
5.02688E-01	1.53674E+00
5.02702E-01	1.50896E+00
5.02730E-01	1.44514E+00
5.02786E-01	1.32786E+00
5.02807E-01	1.27874E+00
5.02835E-01	1.20498E+00
5.02856E-01	1.14506E+00
5.02870E-01	1.10119E+00
5.02884E-01	1.05192E+00
5.02909E-01	9.57281E-01
5.02916E-01	9.33205E-01
5.02921E-01	9.18029E-01
5.02926E-01	9.06271E-01
5.02931E-01	8.98702E-01
5.02936E-01	8.95912E-01
5.02942E-01	8.98320E-01
5.02947E-01	9.06386E-01
5.02953E-01	9.19727E-01
5.02958E-01	9.37554E-01
5.02966E-01	9.66398E-01
5.02981E-01	1.02978E+00
5.02988E-01	1.05822E+00
5.02995E-01	1.08131E+00
5.03001E-01	1.09430E+00
5.03006E-01	1.10334E+00
5.03014E-01	1.10952E+00
5.03017E-01	1.11034E+00
5.03025E-01	1.10827E+00
5.03036E-01	1.09851E+00
5.03058E-01	1.06899E+00
5.03080E-01	1.03960E+00
5.03095E-01	1.02348E+00
5.03117E-01	1.00480E+00
5.03183E-01	9.60803E-01
5.03205E-01	9.48823E-01
5.03217E-01	9.45955E-01
5.03220E-01	9.45847E-01
5.03231E-01	9.48883E-01
5.03242E-01	9.57625E-01
5.03253E-01	9.71855E-01
5.03264E-01	9.90262E-01
5.03287E-01	1.03332E+00
5.03368E-01	1.19922E+00
5.03412E-01	1.28412E+00
5.03442E-01	1.34092E+00
5.03456E-01	1.37479E+00
5.03467E-01	1.40552E+00
5.03501E-01	1.51737E+00
5.03508E-01	1.53635E+00
5.03515E-01	1.54750E+00
5.03519E-01	1.54933E+00
5.03524E-01	1.54677E+00
5.03530E-01	1.53764E+00
5.03536E-01	1.52108E+00
5.03542E-01	1.49843E+00
5.03546E-01	1.48070E+00
5.03569E-01	1.35998E+00
5.03581E-01	1.30615E+00
5.03592E-01	1.26011E+00
5.03604E-01	1.21991E+00
5.03616E-01	1.18379E+00
5.03628E-01	1.15154E+00
5.03639E-01	1.12467E+00
5.03647E-01	1.11093E+00
5.03655E-01	1.10124E+00
5.03664E-01	1.09522E+00
5.03669E-01	1.09437E+00
5.03680E-01	1.09691E+00
5.03711E-01	1.11764E+00
5.03720E-01	1.11987E+00
5.03727E-01	1.11762E+00
5.03733E-01	1.11110E+00
5.03739E-01	1.09918E+00
5.03746E-01	1.08114E+00
5.03752E-01	1.05693E+00
5.03758E-01	1.02745E+00
5.03774E-01	9.44416E-01
5.03780E-01	9.14477E-01
5.03784E-01	8.97092E-01
5.03788E-01	8.82649E-01
5.03793E-01	8.71366E-01
5.03797E-01	8.63248E-01
5.03801E-01	8.58121E-01
5.03807E-01	8.55441E-01
5.03808E-01	8.55343E-01
5.03814E-01	8.57264E-01
5.03823E-01	8.64793E-01
5.03831E-01	8.75605E-01
5.03882E-01	9.53008E-01
5.03899E-01	9.75634E-01
5.03912E-01	9.88400E-01
5.03922E-01	9.95315E-01
5.03935E-01	9.99251E-01
5.03941E-01	9.99792E-01
5.03967E-01	9.97086E-01
5.04094E-01	9.72467E-01
5.04120E-01	9.70717E-01
5.04141E-01	9.72843E-01
5.04332E-01	1.01852E+00
5.04439E-01	1.04527E+00
5.04460E-01	1.05331E+00
5.04492E-01	1.07092E+00
5.04768E-01	1.25335E+00
5.04789E-01	1.27062E+00
5.04813E-01	1.29631E+00
5.04838E-01	1.33172E+00
5.04966E-01	1.52503E+00
5.04985E-01	1.56095E+00
5.04998E-01	1.59280E+00
5.05008E-01	1.62641E+00
5.05021E-01	1.67544E+00
5.05038E-01	1.75173E+00
5.05093E-01	2.01916E+00
5.05106E-01	2.07082E+00
5.05114E-01	2.09476E+00
5.05121E-01	2.10391E+00
5.05123E-01	2.10493E+00
5.05129E-01	2.10124E+00
5.05136E-01	2.08736E+00
5.05140E-01	2.07296E+00
5.05163E-01	1.96768E+00
5.05169E-01	1.94812E+00
5.05175E-01	1.93544E+00
5.05182E-01	1.92960E+00
5.05192E-01	1.93692E+00
5.05232E-01	2.01214E+00
5.05266E-01	2.06955E+00
5.05307E-01	2.14736E+00
5.05315E-01	2.15762E+00
5.05318E-01	2.15890E+00
5.05327E-01	2.15298E+00
5.05333E-01	2.13864E+00
5.05338E-01	2.11455E+00
5.05344E-01	2.08064E+00
5.05353E-01	2.01450E+00
5.05367E-01	1.89036E+00
5.05373E-01	1.84587E+00
5.05378E-01	1.81806E+00
5.05382E-01	1.79780E+00
5.05387E-01	1.78593E+00
5.05392E-01	1.78292E+00
5.05397E-01	1.78897E+00
5.05401E-01	1.80412E+00
5.05406E-01	1.82830E+00
5.05411E-01	1.86141E+00
5.05415E-01	1.90322E+00
5.05420E-01	1.95336E+00
5.05426E-01	2.03211E+00
5.05432E-01	2.12234E+00
5.05442E-01	2.27203E+00
5.05458E-01	2.52668E+00
5.05467E-01	2.66472E+00
5.05477E-01	2.80368E+00
5.05515E-01	3.26124E+00
5.05524E-01	3.35440E+00
5.05535E-01	3.45237E+00
5.05555E-01	3.60227E+00
5.05564E-01	3.68895E+00
5.05573E-01	3.79242E+00
5.05588E-01	3.97107E+00
5.05611E-01	4.27381E+00
5.05625E-01	4.42452E+00
5.05639E-01	4.54005E+00
5.05653E-01	4.62458E+00
5.05667E-01	4.68539E+00
5.05681E-01	4.72020E+00
5.05686E-01	4.72383E+00
5.05695E-01	4.71554E+00
5.05705E-01	4.68221E+00
5.05715E-01	4.62121E+00
5.05731E-01	4.49218E+00
5.05761E-01	4.20008E+00
5.05776E-01	4.07355E+00
5.05802E-01	3.89692E+00
5.05832E-01	3.70992E+00
5.05853E-01	3.60393E+00
5.05868E-01	3.54572E+00
5.05883E-01	3.50788E+00
5.05903E-01	3.47802E+00
5.05984E-01	3.39901E+00
5.06005E-01	3.38929E+00
5.06020E-01	3.39731E+00
5.06033E-01	3.42039E+00
5.06049E-01	3.46847E+00
5.06090E-01	3.63089E+00
5.06163E-01	3.93100E+00
5.06179E-01	3.98258E+00
5.06196E-01	4.01646E+00
5.06220E-01	4.03646E+00
5.06236E-01	4.03813E+00
5.06257E-01	4.02566E+00
5.06269E-01	3.99838E+00
5.06281E-01	3.94326E+00
5.06289E-01	3.88754E+00
5.06301E-01	3.77802E+00
5.06317E-01	3.61338E+00
5.06326E-01	3.54520E+00
5.06332E-01	3.51046E+00
5.06338E-01	3.49543E+00
5.06344E-01	3.50393E+00
5.06350E-01	3.53768E+00
5.06355E-01	3.58501E+00
5.06363E-01	3.68346E+00
5.06370E-01	3.80399E+00
5.06386E-01	4.05420E+00
5.06394E-01	4.16086E+00
5.06401E-01	4.24763E+00
5.06409E-01	4.31435E+00
5.06417E-01	4.36317E+00
5.06427E-01	4.40524E+00
5.06437E-01	4.42633E+00
5.06445E-01	4.43109E+00
5.06463E-01	4.41683E+00
5.06505E-01	4.34671E+00
5.06536E-01	4.32164E+00
5.06551E-01	4.31972E+00
5.06577E-01	4.32377E+00
5.06608E-01	4.34582E+00
5.06623E-01	4.37443E+00
5.06639E-01	4.42608E+00
5.06665E-01	4.54775E+00
5.06675E-01	4.58101E+00
5.06685E-01	4.59162E+00
5.06701E-01	4.57261E+00
5.06721E-01	4.54724E+00
5.06724E-01	4.54686E+00
5.06768E-01	4.57547E+00
5.06794E-01	4.56097E+00
5.06820E-01	4.52306E+00
5.06872E-01	4.39724E+00
5.06890E-01	4.36898E+00
5.06922E-01	4.33506E+00
5.06949E-01	4.28204E+00
5.06955E-01	4.27893E+00
5.06963E-01	4.28670E+00
5.06974E-01	4.32025E+00
5.06984E-01	4.37860E+00
5.07001E-01	4.51218E+00
5.07029E-01	4.74854E+00
5.07039E-01	4.82204E+00
5.07049E-01	4.87068E+00
5.07056E-01	4.88305E+00
5.07063E-01	4.87669E+00
5.07070E-01	4.85214E+00
5.07085E-01	4.75682E+00
5.07097E-01	4.67760E+00
5.07108E-01	4.63315E+00
5.07119E-01	4.61816E+00
5.07133E-01	4.63168E+00
5.07190E-01	4.75794E+00
5.07261E-01	4.85612E+00
5.07318E-01	4.91677E+00
5.07545E-01	4.92651E+00
5.07602E-01	4.98140E+00
5.07744E-01	5.14695E+00
5.07773E-01	5.18907E+00
5.07901E-01	5.46692E+00
5.07943E-01	5.51827E+00
5.07975E-01	5.53480E+00
5.07993E-01	5.52643E+00
5.08009E-01	5.49649E+00
5.08038E-01	5.40150E+00
5.08095E-01	5.17378E+00
5.08114E-01	5.11138E+00
5.08133E-01	5.06938E+00
5.08151E-01	5.04640E+00
5.08303E-01	4.96209E+00
5.08908E-01	4.89516E+00
5.09055E-01	4.81047E+00
5.09078E-01	4.78370E+00
5.09097E-01	4.74139E+00
5.09119E-01	4.66480E+00
5.09165E-01	4.48378E+00
5.09184E-01	4.42186E+00
5.09197E-01	4.40246E+00
5.09199E-01	4.40225E+00
5.09210E-01	4.41715E+00
5.09221E-01	4.45768E+00
5.09254E-01	4.63508E+00
5.09266E-01	4.67665E+00
5.09279E-01	4.69675E+00
5.09295E-01	4.70257E+00
5.09320E-01	4.69941E+00
5.09403E-01	4.71952E+00
5.09430E-01	4.74091E+00
5.09471E-01	4.80794E+00
5.09554E-01	4.96063E+00
5.09581E-01	5.01067E+00
5.09602E-01	5.07627E+00
5.09623E-01	5.18108E+00
5.09658E-01	5.36795E+00
5.09673E-01	5.45249E+00
5.09686E-01	5.55668E+00
5.09703E-01	5.73641E+00
5.09725E-01	5.99293E+00
5.09742E-01	6.15517E+00
5.09759E-01	6.28684E+00
5.09781E-01	6.42206E+00
5.09815E-01	6.57082E+00
5.09838E-01	6.64775E+00
5.09849E-01	6.66429E+00
5.09860E-01	6.65367E+00
5.09875E-01	6.59077E+00
5.09890E-01	6.48331E+00
5.09910E-01	6.31712E+00
5.09925E-01	6.21600E+00
5.09935E-01	6.17694E+00
5.09940E-01	6.16837E+00
5.09952E-01	6.18009E+00
5.09965E-01	6.23251E+00
5.09990E-01	6.40160E+00
5.10015E-01	6.57909E+00
5.10034E-01	6.67308E+00
5.10050E-01	6.70369E+00
5.10070E-01	6.68221E+00
5.10090E-01	6.63831E+00
5.10100E-01	6.62645E+00
5.10115E-01	6.64255E+00
5.10126E-01	6.68886E+00
5.10158E-01	6.89439E+00
5.10170E-01	6.94012E+00
5.10174E-01	6.94458E+00
5.10187E-01	6.92244E+00
5.10200E-01	6.85622E+00
5.10222E-01	6.68917E+00
5.10256E-01	6.35815E+00
5.10307E-01	5.84174E+00
5.10342E-01	5.53642E+00
5.10411E-01	4.96137E+00
5.10428E-01	4.83106E+00
5.10445E-01	4.72447E+00
5.10459E-01	4.66157E+00
5.10472E-01	4.61554E+00
5.10527E-01	4.48679E+00
5.10569E-01	4.40270E+00
5.10596E-01	4.36709E+00
5.10644E-01	4.33219E+00
5.10665E-01	4.29817E+00
5.10696E-01	4.22783E+00
5.10701E-01	4.22419E+00
5.10710E-01	4.23174E+00
5.10720E-01	4.26890E+00
5.10729E-01	4.33043E+00
5.10758E-01	4.58391E+00
5.10767E-01	4.64476E+00
5.10776E-01	4.67689E+00
5.10782E-01	4.68250E+00
5.10795E-01	4.66695E+00
5.10814E-01	4.63604E+00
5.10815E-01	4.63574E+00
5.10820E-01	4.63822E+00
5.10900E-01	5.05768E+00
5.10904E-01	5.05867E+00
5.10915E-01	5.03970E+00
5.10926E-01	4.99316E+00
5.10944E-01	4.87996E+00
5.10973E-01	4.67791E+00
5.10995E-01	4.54516E+00
5.11018E-01	4.44081E+00
5.11091E-01	4.16556E+00
5.11120E-01	4.06463E+00
5.11135E-01	4.02217E+00
5.11164E-01	3.95877E+00
5.11326E-01	3.69484E+00
5.11344E-01	3.67532E+00
5.11348E-01	3.67429E+00
5.11359E-01	3.68087E+00
5.11370E-01	3.70595E+00
5.11380E-01	3.74663E+00
5.11390E-01	3.80254E+00
5.11420E-01	4.00492E+00
5.11430E-01	4.05697E+00
5.11440E-01	4.08630E+00
5.11445E-01	4.09066E+00
5.11450E-01	4.08810E+00
5.11480E-01	4.00384E+00
5.11489E-01	3.99586E+00
5.11497E-01	4.00919E+00
5.11506E-01	4.04409E+00
5.11515E-01	4.09650E+00
5.11537E-01	4.25283E+00
5.11546E-01	4.30170E+00
5.11555E-01	4.33356E+00
5.11564E-01	4.34212E+00
5.11575E-01	4.32694E+00
5.11590E-01	4.27849E+00
5.11610E-01	4.20805E+00
5.11625E-01	4.17994E+00
5.11630E-01	4.17800E+00
5.11644E-01	4.19125E+00
5.11674E-01	4.25459E+00
5.11695E-01	4.27607E+00
5.11723E-01	4.29385E+00
5.11746E-01	4.32704E+00
5.11815E-01	4.47001E+00
5.11884E-01	4.58426E+00
5.11942E-01	4.64388E+00
5.11953E-01	4.66852E+00
5.11983E-01	4.76189E+00
5.11993E-01	4.77454E+00
5.12003E-01	4.75749E+00
5.12011E-01	4.71936E+00
5.12021E-01	4.63751E+00
5.12037E-01	4.47155E+00
5.12058E-01	4.23841E+00
5.12069E-01	4.13809E+00
5.12085E-01	4.01683E+00
5.12101E-01	3.92305E+00
5.12138E-01	3.74385E+00
5.12159E-01	3.65523E+00
5.12181E-01	3.58710E+00
5.12202E-01	3.53940E+00
5.12234E-01	3.48172E+00
5.12255E-01	3.43744E+00
5.12276E-01	3.37439E+00
5.12313E-01	3.23030E+00
5.12324E-01	3.20421E+00
5.12332E-01	3.19790E+00
5.12340E-01	3.20582E+00
5.12349E-01	3.23435E+00
5.12359E-01	3.28148E+00
5.12365E-01	3.32080E+00
5.12396E-01	3.54616E+00
5.12409E-01	3.62528E+00
5.12421E-01	3.68670E+00
5.12434E-01	3.72375E+00
5.12447E-01	3.73509E+00
5.12470E-01	3.72768E+00
5.12482E-01	3.74118E+00
5.12494E-01	3.77863E+00
5.12502E-01	3.81618E+00
5.12519E-01	3.91333E+00
5.12568E-01	4.26154E+00
5.12580E-01	4.33023E+00
5.12592E-01	4.37586E+00
5.12608E-01	4.40178E+00
5.12622E-01	4.42067E+00
5.12633E-01	4.45392E+00
5.12643E-01	4.50499E+00
5.12655E-01	4.60074E+00
5.12680E-01	4.81380E+00
5.12693E-01	4.89706E+00
5.12705E-01	4.95706E+00
5.12717E-01	4.99575E+00
5.12730E-01	5.01738E+00
5.12760E-01	5.05589E+00
5.12779E-01	5.12007E+00
5.12816E-01	5.30711E+00
5.12835E-01	5.37599E+00
5.12851E-01	5.40029E+00
5.12854E-01	5.40032E+00
5.12865E-01	5.38551E+00
5.12880E-01	5.33189E+00
5.12920E-01	5.11969E+00
5.12935E-01	5.07465E+00
5.12944E-01	5.06732E+00
5.12956E-01	5.07842E+00
5.13005E-01	5.18738E+00
5.13071E-01	5.40241E+00
5.13074E-01	5.40291E+00
5.13085E-01	5.38588E+00
5.13101E-01	5.32137E+00
5.13111E-01	5.26164E+00
5.13202E-01	4.64174E+00
5.13223E-01	4.51705E+00
5.13241E-01	4.42752E+00
5.13264E-01	4.33996E+00
5.13447E-01	3.78542E+00
5.13478E-01	3.70711E+00
5.13503E-01	3.66096E+00
5.13783E-01	3.29183E+00
5.13885E-01	3.16394E+00
5.14089E-01	3.01346E+00
5.14293E-01	2.87169E+00
5.14522E-01	2.78572E+00
5.14537E-01	2.77473E+00
5.14578E-01	2.72829E+00
5.14669E-01	2.60772E+00
5.14690E-01	2.59439E+00
5.14692E-01	2.59418E+00
5.14707E-01	2.60121E+00
5.14721E-01	2.62183E+00
5.14734E-01	2.65716E+00
5.14748E-01	2.70973E+00
5.14755E-01	2.74312E+00
5.14786E-01	2.91950E+00
5.14796E-01	2.95884E+00
5.14805E-01	2.97156E+00
5.14807E-01	2.97169E+00
5.14810E-01	2.96965E+00
5.14840E-01	2.89280E+00
5.14847E-01	2.88643E+00
5.14854E-01	2.89213E+00
5.14862E-01	2.91466E+00
5.14874E-01	2.96576E+00
5.14896E-01	3.10147E+00
5.14913E-01	3.20265E+00
5.14930E-01	3.28561E+00
5.14947E-01	3.34407E+00
5.14964E-01	3.38311E+00
5.14986E-01	3.41757E+00
5.14997E-01	3.42547E+00
5.15009E-01	3.42151E+00
5.15020E-01	3.40089E+00
5.15031E-01	3.36427E+00
5.15041E-01	3.31290E+00
5.15084E-01	3.05978E+00
5.15100E-01	2.98107E+00
5.15116E-01	2.91585E+00
5.15158E-01	2.76848E+00
5.15190E-01	2.66883E+00
5.15275E-01	2.45137E+00
5.15296E-01	2.38476E+00
5.15328E-01	2.26494E+00
5.15344E-01	2.21145E+00
5.15355E-01	2.18604E+00
5.15366E-01	2.17122E+00
5.15372E-01	2.16859E+00
5.15384E-01	2.17257E+00
5.15402E-01	2.19329E+00
5.15492E-01	2.33414E+00
5.15516E-01	2.36262E+00
5.15540E-01	2.37963E+00
5.15745E-01	2.46054E+00
5.15986E-01	2.63631E+00
5.16106E-01	2.72725E+00
5.16130E-01	2.75111E+00
5.16178E-01	2.81854E+00
5.16515E-01	3.34165E+00
5.16746E-01	3.72430E+00
5.16861E-01	3.95328E+00
5.16881E-01	3.98005E+00
5.16920E-01	3.99463E+00
5.16935E-01	4.02322E+00
5.16945E-01	4.06207E+00
5.16955E-01	4.11780E+00
5.16990E-01	4.36968E+00
5.17000E-01	4.42206E+00
5.17036E-01	4.54284E+00
5.17067E-01	4.71025E+00
5.17080E-01	4.75794E+00
5.17102E-01	4.81224E+00
5.17115E-01	4.86657E+00
5.17125E-01	4.93585E+00
5.17155E-01	5.20218E+00
5.17165E-01	5.27064E+00
5.17175E-01	5.31580E+00
5.17190E-01	5.34204E+00
5.17209E-01	5.35275E+00
5.17220E-01	5.38143E+00
5.17246E-01	5.49327E+00
5.17258E-01	5.51089E+00
5.17270E-01	5.48996E+00
5.17289E-01	5.41076E+00
5.17373E-01	4.93784E+00
5.17392E-01	4.85801E+00
5.17410E-01	4.80299E+00
5.17434E-01	4.75994E+00
5.17604E-01	4.55874E+00
5.17628E-01	4.53859E+00
5.18015E-01	4.51626E+00
5.18403E-01	4.40512E+00
5.18606E-01	4.28511E+00
5.18635E-01	4.24999E+00
5.18664E-01	4.18547E+00
5.18742E-01	3.97166E+00
5.18756E-01	3.94434E+00
5.18761E-01	3.94051E+00
5.18771E-01	3.94579E+00
5.18780E-01	3.97279E+00
5.18790E-01	4.02196E+00
5.18810E-01	4.15438E+00
5.18822E-01	4.21319E+00
5.18831E-01	4.23576E+00
5.18838E-01	4.24097E+00
5.18852E-01	4.22801E+00
5.18905E-01	4.09872E+00
5.18958E-01	3.96757E+00
5.18970E-01	3.95113E+00
5.18976E-01	3.94952E+00
5.18985E-01	3.95938E+00
5.18994E-01	3.98693E+00
5.19000E-01	4.01514E+00
5.19026E-01	4.17474E+00
5.19034E-01	4.20516E+00
5.19041E-01	4.21975E+00
5.19045E-01	4.22083E+00
5.19057E-01	4.20290E+00
5.19091E-01	4.08600E+00
5.19108E-01	4.05508E+00
5.19125E-01	4.04680E+00
5.19182E-01	4.05479E+00
5.19258E-01	4.02274E+00
5.19334E-01	3.97843E+00
5.19487E-01	3.83333E+00
5.19544E-01	3.79427E+00
5.19563E-01	3.76777E+00
5.19578E-01	3.72994E+00
5.19611E-01	3.59453E+00
5.19621E-01	3.57097E+00
5.19626E-01	3.56751E+00
5.19633E-01	3.57503E+00
5.19640E-01	3.59814E+00
5.19670E-01	3.76421E+00
5.19678E-01	3.78773E+00
