E(MeV)	"U-238(N,TOT)"
3.41097E-03	45.838
3.41120E-03	36.5932
3.41143E-03	29.8466
3.41168E-03	24.9818
3.41196E-03	21.5075
3.41222E-03	19.4053
3.41253E-03	17.874
3.41297E-03	16.5964
3.41367E-03	15.5964
3.41428E-03	14.825
3.41521E-03	13.2947
3.41571E-03	12.6147
3.41603E-03	12.3153
3.41635E-03	12.1261
3.41669E-03	12.0586
3.41717E-03	12.225
3.41815E-03	12.7888
3.41872E-03	12.3585
3.41963E-03	10.8345
3.42011E-03	10.2754
3.42042E-03	10.0225
3.42074E-03	9.84383
3.42107E-03	9.69436
3.42156E-03	9.49814
3.42305E-03	8.93506
3.42622E-03	7.70282
3.42874E-03	6.46367
3.43034E-03	5.41904
3.43142E-03	4.51306
3.43255E-03	3.34522
3.43326E-03	2.54222
3.43366E-03	2.26496
3.43392E-03	2.36655
3.43416E-03	2.93712
3.43434E-03	3.9123
3.43451E-03	5.43112
3.43469E-03	8.14792
3.43484E-03	11.7486
3.43503E-03	18.0307
3.43525E-03	28.847
3.43546E-03	43.6888
3.43581E-03	78.1074
3.43635E-03	147.329
3.43669E-03	185.347
3.43696E-03	202.259
3.43722E-03	204.63
3.43754E-03	188.726
3.43815E-03	126.473
3.43852E-03	88.3672
3.43879E-03	67.1597
3.43904E-03	52.5882
3.43930E-03	42.095
3.43955E-03	35.1272
3.43985E-03	29.5002
3.44019E-03	25.5023
3.44070E-03	21.7767
3.44131E-03	19.0247
3.44242E-03	15.9454
3.44364E-03	13.8003
3.44544E-03	11.6408
3.44640E-03	10.7125
3.44700E-03	10.1788
3.44745E-03	9.81944
3.44851E-03	9.10278
3.44919E-03	8.51475
3.45020E-03	7.34329
3.45075E-03	6.72307
3.45128E-03	6.121
3.45226E-03	4.98912
3.45342E-03	3.48373
3.45431E-03	2.3073
3.45474E-03	1.89511
3.45500E-03	1.82272
3.45523E-03	1.98695
3.45544E-03	2.42666
3.45564E-03	3.30669
3.45582E-03	4.67845
3.45604E-03	7.33099
3.45626E-03	11.9161
3.45647E-03	18.6265
3.45677E-03	34.1041
3.45707E-03	59.9839
3.45744E-03	106.137
3.45808E-03	220.208
3.45845E-03	277.6
3.45873E-03	303.425
3.45896E-03	308.738
3.45928E-03	292.678
3.45985E-03	218.758
3.46032E-03	151.647
3.46062E-03	118.402
3.46092E-03	92.8278
3.46125E-03	73.3763
3.46159E-03	60.2836
3.46197E-03	50.6151
3.46244E-03	43.147
3.46295E-03	37.8877
3.46399E-03	31.3535
3.46502E-03	27.3773
3.46578E-03	25.2906
3.46652E-03	23.7646
3.46787E-03	21.6398
3.46888E-03	20.4729
3.46941E-03	19.9563
3.46989E-03	19.555
3.47055E-03	19.1642
3.47153E-03	18.6628
3.47222E-03	18.0991
3.47314E-03	17.3355
3.47352E-03	17.0836
3.47390E-03	16.8683
3.47452E-03	16.5378
3.47647E-03	15.6403
3.47943E-03	14.3058
3.48113E-03	13.392
3.48225E-03	12.5583
3.48287E-03	11.9247
3.48322E-03	11.5459
3.48357E-03	11.2541
3.48381E-03	11.2633
3.48406E-03	11.7148
3.48430E-03	12.968
3.48453E-03	15.2545
3.48475E-03	18.9018
3.48502E-03	25.3992
3.48563E-03	47.9083
3.48609E-03	63.647
3.48643E-03	68.267
3.48675E-03	65.7663
3.48739E-03	47.5828
3.48779E-03	35.4673
3.48814E-03	27.8518
3.48842E-03	23.8882
3.48868E-03	21.4987
3.48893E-03	19.9736
3.48919E-03	18.9659
3.48948E-03	18.2189
3.48993E-03	17.4347
3.49060E-03	16.6961
3.49119E-03	16.2388
3.49155E-03	16.0158
3.49195E-03	15.8304
3.49231E-03	15.7736
3.49292E-03	15.8821
3.49395E-03	16.1195
3.49479E-03	15.9379
3.49524E-03	16.5326
3.49604E-03	19.053
3.49653E-03	19.8892
3.49706E-03	19.0957
3.49779E-03	16.648
3.49819E-03	15.6274
3.49852E-03	15.0826
3.49881E-03	14.7817
3.49910E-03	14.5963
3.49938E-03	14.4571
3.49972E-03	14.3475
3.50027E-03	14.2014
3.50195E-03	13.8797
3.50409E-03	13.5632
3.50466E-03	13.4961
3.50502E-03	13.4594
3.50535E-03	13.4347
3.50568E-03	13.4289
3.50609E-03	13.4635
3.50691E-03	13.6754
3.50762E-03	13.7364
3.50856E-03	13.3561
3.50918E-03	13.0943
3.50955E-03	12.9959
3.50990E-03	12.9327
3.51020E-03	12.8928
3.51049E-03	12.86
3.51079E-03	12.8319
3.51105E-03	12.8175
3.51135E-03	12.8234
3.51165E-03	12.8579
3.51204E-03	12.9762
3.51245E-03	13.2376
3.51333E-03	13.9761
3.51396E-03	13.9435
3.51499E-03	12.9174
3.51546E-03	12.5789
3.51577E-03	12.4567
3.51610E-03	12.3799
3.51643E-03	12.3295
3.51676E-03	12.2908
3.51725E-03	12.2394
3.51856E-03	12.1111
3.51917E-03	12.0504
3.51953E-03	12.0087
3.51980E-03	11.9843
3.52007E-03	11.9695
3.52035E-03	11.9749
3.52071E-03	12.0324
3.52118E-03	12.2397
3.52211E-03	12.9218
3.52274E-03	12.9909
3.52356E-03	12.4144
3.52403E-03	12.0914
3.52441E-03	11.9235
3.52473E-03	11.826
3.52502E-03	11.7626
3.52529E-03	11.7284
3.52565E-03	11.6884
3.52605E-03	11.6491
3.52635E-03	11.6252
3.52663E-03	11.614
3.52687E-03	11.6317
3.52713E-03	11.6921
3.52747E-03	11.8647
3.52790E-03	12.353
3.52885E-03	14.1155
3.52936E-03	14.4321
3.53004E-03	13.4273
3.53079E-03	11.9206
3.53118E-03	11.4813
3.53148E-03	11.2916
3.53181E-03	11.1791
3.53212E-03	11.1162
3.53243E-03	11.0719
3.53280E-03	11.0277
3.53383E-03	10.9241
3.53777E-03	10.5365
3.54020E-03	10.2518
3.54068E-03	10.1995
3.54100E-03	10.1683
3.54135E-03	10.1403
3.54179E-03	10.1289
3.54265E-03	10.1784
3.54332E-03	10.1807
3.54427E-03	9.94145
3.54487E-03	9.75922
3.54527E-03	9.67905
3.54565E-03	9.63502
3.54620E-03	9.62935
3.54724E-03	9.62883
3.54793E-03	9.4297
3.54883E-03	9.0476
3.54927E-03	8.90692
3.54973E-03	8.78909
3.55020E-03	8.67184
3.55156E-03	8.31811
3.55270E-03	7.9688
3.55388E-03	7.56103
3.55480E-03	7.16899
3.55599E-03	6.5169
3.55692E-03	5.86885
3.55776E-03	5.12641
3.55848E-03	4.35256
3.55893E-03	3.91076
3.55920E-03	3.858
3.55947E-03	4.26674
3.55978E-03	5.91543
3.56004E-03	9.22863
3.56021E-03	12.9921
3.56046E-03	20.8139
3.56068E-03	31.4437
3.56104E-03	55.1543
3.56169E-03	107.26
3.56201E-03	124.785
3.56228E-03	129.339
3.56270E-03	117.019
3.56336E-03	73.1181
3.56367E-03	53.4173
3.56391E-03	41.9169
3.56417E-03	32.3176
3.56442E-03	25.9684
3.56470E-03	21.3488
3.56497E-03	18.5242
3.56528E-03	16.3756
3.56567E-03	14.62
3.56607E-03	13.3857
3.56650E-03	12.4351
3.56720E-03	11.3219
3.56827E-03	9.932
3.56918E-03	8.31005
3.57011E-03	6.26759
3.57067E-03	5.06452
3.57104E-03	4.37002
3.57139E-03	3.95496
3.57164E-03	4.04454
3.57187E-03	4.72624
3.57206E-03	6.06416
3.57226E-03	8.68585
3.57245E-03	12.6506
3.57263E-03	18.6625
3.57286E-03	29.8665
3.57310E-03	46.761
3.57344E-03	80.3824
3.57409E-03	160.848
3.57440E-03	190.16
3.57466E-03	203.203
3.57493E-03	202.044
3.57533E-03	177.546
3.57594E-03	115.586
3.57629E-03	84.9914
3.57655E-03	67.0263
3.57682E-03	54.2345
3.57706E-03	45.7599
3.57735E-03	38.8545
3.57769E-03	33.6686
3.57810E-03	29.626
3.57871E-03	25.9753
3.57945E-03	23.1886
3.58049E-03	20.7026
3.58121E-03	19.517
3.58168E-03	18.9172
3.58216E-03	18.4078
3.58303E-03	17.7656
3.58377E-03	17.226
3.58479E-03	16.3916
3.58580E-03	15.8685
3.58655E-03	15.3804
3.58753E-03	14.6709
3.58791E-03	14.4414
3.58832E-03	14.2307
3.58895E-03	13.9298
3.59039E-03	13.2571
3.59158E-03	12.5865
3.59215E-03	12.1937
3.59246E-03	11.9822
3.59279E-03	11.8037
3.59304E-03	11.8147
3.59329E-03	12.1059
3.59354E-03	12.8955
3.59381E-03	14.5775
3.59406E-03	17.1864
3.59447E-03	23.7366
3.59513E-03	36.7168
3.59547E-03	40.6194
3.59584E-03	40.5962
3.59639E-03	33.9137
3.59694E-03	25.9778
3.59734E-03	22.3424
3.59798E-03	19.4678
3.59859E-03	17.4312
3.59935E-03	15.0555
3.59976E-03	14.2448
3.60005E-03	13.8723
3.60037E-03	13.605
3.60066E-03	13.4286
3.60099E-03	13.2897
3.60133E-03	13.1715
3.60164E-03	13.0814
3.60199E-03	13.0362
3.60266E-03	13.0545
3.60364E-03	13.0602
3.60446E-03	12.6547
3.60526E-03	12.1966
3.60564E-03	12.049
3.60598E-03	11.9465
3.60636E-03	11.8515
3.60693E-03	11.7213
3.60944E-03	11.1679
3.61051E-03	10.935
3.61102E-03	10.8303
3.61144E-03	10.7478
3.61247E-03	10.5761
3.61319E-03	10.422
3.61417E-03	10.0877
3.61477E-03	9.88253
3.61538E-03	9.67826
3.61625E-03	9.39904
3.61846E-03	8.54057
3.61977E-03	7.86633
3.62047E-03	7.43037
3.62079E-03	7.22382
3.62116E-03	7.03326
3.62145E-03	6.99846
3.62169E-03	7.15269
3.62197E-03	7.70671
3.62227E-03	8.92451
3.62276E-03	12.698
3.62349E-03	19.7469
3.62385E-03	21.2138
3.62424E-03	20.0266
3.62494E-03	13.1905
3.62538E-03	8.93109
3.62569E-03	6.73189
3.62596E-03	5.336
3.62620E-03	4.44919
3.62646E-03	3.73026
3.62680E-03	3.10578
3.62704E-03	2.92266
3.62730E-03	3.14523
3.62751E-03	3.89205
3.62768E-03	5.14245
3.62791E-03	8.02019
3.62810E-03	12.316
3.62832E-03	19.5523
3.62855E-03	31.442
3.62879E-03	50.1075
3.62906E-03	77.0725
3.62967E-03	161.429
3.63003E-03	206.354
3.63034E-03	230.591
3.63064E-03	234.233
3.63099E-03	215.111
3.63163E-03	146.129
3.63200E-03	106.939
3.63228E-03	83.9662
3.63253E-03	68.4651
3.63281E-03	55.8778
3.63308E-03	47.4205
3.63345E-03	39.9849
3.63382E-03	35.1237
3.63440E-03	30.4437
3.63505E-03	27.1071
3.63554E-03	25.3515
3.63587E-03	24.4312
3.63624E-03	23.677
3.63661E-03	23.2551
3.63714E-03	23.2571
3.63803E-03	23.6506
3.63866E-03	22.5881
3.63962E-03	19.6581
3.64004E-03	18.74
3.64039E-03	18.2273
3.64076E-03	17.8609
3.64110E-03	17.5947
3.64152E-03	17.3352
3.64239E-03	16.8606
3.64513E-03	15.7419
3.64903E-03	14.6612
3.65107E-03	14.2359
3.65155E-03	14.1541
3.65192E-03	14.0988
3.65226E-03	14.0608
3.65261E-03	14.0499
3.65303E-03	14.0939
3.65394E-03	14.4298
3.65497E-03	14.5872
3.65622E-03	13.8648
3.65695E-03	13.4266
3.65738E-03	13.2579
3.65771E-03	13.1691
3.65807E-03	13.0913
3.65847E-03	13.0184
3.65890E-03	12.9466
3.65929E-03	12.8852
3.65962E-03	12.8425
3.65992E-03	12.8134
3.66025E-03	12.8131
3.66061E-03	12.8784
3.66111E-03	13.1467
3.66203E-03	13.899
3.66261E-03	13.9403
3.66349E-03	13.1909
3.66402E-03	12.7728
3.66437E-03	12.5941
3.66465E-03	12.4923
3.66492E-03	12.4213
3.66521E-03	12.3647
3.66565E-03	12.2891
3.66687E-03	12.108
3.66813E-03	11.94
3.66863E-03	11.8771
3.66900E-03	11.8368
3.66940E-03	11.8071
3.66997E-03	11.7985
3.67104E-03	11.8013
3.67190E-03	11.6991
3.67234E-03	11.7907
3.67278E-03	12.1465
3.67378E-03	13.7396
3.67435E-03	13.933
3.67537E-03	12.1624
3.67591E-03	11.2811
3.67627E-03	10.9531
3.67659E-03	10.7711
3.67684E-03	10.6773
3.67713E-03	10.5982
3.67749E-03	10.5149
3.67820E-03	10.3671
3.68014E-03	9.93804
3.68085E-03	9.77205
3.68125E-03	9.68102
3.68162E-03	9.62022
3.68199E-03	9.60847
3.68233E-03	9.68595
3.68292E-03	10.1087
3.68384E-03	10.8126
3.68441E-03	10.4587
3.68535E-03	8.84309
3.68580E-03	8.21079
3.68620E-03	7.79041
3.68661E-03	7.46161
3.68703E-03	7.15125
3.68782E-03	6.52408
3.68865E-03	5.71322
3.68950E-03	4.6908
3.69006E-03	3.96748
3.69037E-03	3.66635
3.69064E-03	3.64941
3.69084E-03	3.95915
3.69104E-03	4.7427
3.69124E-03	6.2266
3.69142E-03	8.66136
3.69161E-03	12.6254
3.69184E-03	20.0103
3.69209E-03	32.3666
3.69246E-03	60.2065
3.69311E-03	130.1
3.69347E-03	164.489
3.69375E-03	180.945
3.69412E-03	181.473
3.69448E-03	161.79
3.69516E-03	100.865
3.69548E-03	75.7528
3.69575E-03	59.2669
3.69603E-03	47.3713
3.69631E-03	39.1292
3.69662E-03	33.2139
3.69702E-03	28.5414
3.69743E-03	25.6293
3.69806E-03	22.7548
3.69897E-03	20.2276
3.70011E-03	18.2857
3.70165E-03	16.5981
3.70373E-03	15.1729
3.70646E-03	13.875
3.70946E-03	12.693
3.71173E-03	11.7209
3.71308E-03	10.9035
3.71374E-03	10.3601
3.71413E-03	10.0227
3.71452E-03	9.81397
3.71479E-03	9.96119
3.71502E-03	10.5075
3.71529E-03	12.0524
3.71556E-03	14.9957
3.71581E-03	19.374
3.71617E-03	28.6499
3.71681E-03	48.9903
3.71722E-03	57.025
3.71759E-03	57.1899
3.71799E-03	50.0859
3.71870E-03	32.3339
3.71900E-03	26.8013
3.71936E-03	22.6504
3.71992E-03	19.6466
3.72040E-03	18.1896
3.72127E-03	15.4635
3.72176E-03	14.2936
3.72216E-03	13.7074
3.72250E-03	13.4247
3.72285E-03	13.3069
3.72350E-03	13.4181
3.72486E-03	13.6166
3.72645E-03	13.0273
3.72743E-03	11.5477
3.72801E-03	10.7158
3.72841E-03	10.3066
3.72880E-03	9.96665
3.72924E-03	9.62132
3.72987E-03	9.07922
3.73070E-03	8.17472
3.73132E-03	7.36391
3.73172E-03	6.92066
3.73197E-03	6.87429
3.73222E-03	7.32448
3.73249E-03	8.81074
3.73268E-03	10.9151
3.73286E-03	14.2743
3.73309E-03	20.5293
3.73332E-03	29.4824
3.73369E-03	49.8323
3.73427E-03	89.0336
3.73460E-03	106.216
3.73489E-03	112.413
3.73519E-03	109.235
3.73569E-03	87.3836
3.73629E-03	54.7307
3.73657E-03	42.9462
3.73681E-03	35.5981
3.73708E-03	29.7397
3.73736E-03	25.6499
3.73766E-03	22.9025
3.73796E-03	21.175
3.73834E-03	19.7154
3.73903E-03	18.0998
3.73988E-03	16.857
3.74056E-03	16.1671
3.74100E-03	15.8276
3.74140E-03	15.5782
3.74186E-03	15.4146
3.74281E-03	15.3729
3.74349E-03	15.1865
3.74456E-03	14.3012
3.74504E-03	13.9545
3.74544E-03	13.7648
3.74587E-03	13.6455
3.74639E-03	13.6156
3.74736E-03	13.6042
3.74807E-03	13.3733
3.74892E-03	12.9785
3.74936E-03	12.8152
3.74979E-03	12.6855
3.75023E-03	12.5732
3.75101E-03	12.386
3.75440E-03	11.6473
3.75739E-03	10.9145
3.75816E-03	10.6942
3.75860E-03	10.5612
3.75900E-03	10.4546
3.75939E-03	10.3621
3.76025E-03	10.2164
3.76101E-03	9.95384
3.76165E-03	9.45088
3.76240E-03	8.64325
3.76277E-03	8.33361
3.76304E-03	8.30073
3.76329E-03	8.62217
3.76353E-03	9.53181
3.76377E-03	11.2388
3.76398E-03	13.8481
3.76421E-03	18.1051
3.76454E-03	26.5651
3.76520E-03	48.2942
3.76561E-03	57.4989
3.76593E-03	58.7303
3.76632E-03	52.9464
3.76705E-03	33.092
3.76742E-03	24.9727
3.76769E-03	20.6482
3.76798E-03	17.6172
3.76830E-03	15.5494
3.76868E-03	14.1246
3.76928E-03	12.8487
3.76980E-03	12.1796
3.77039E-03	11.5964
3.77113E-03	11.0191
3.77288E-03	9.83678
3.77475E-03	8.54052
3.77632E-03	7.1757
3.77742E-03	5.92747
3.77839E-03	4.54554
3.77900E-03	3.69504
3.77935E-03	3.50683
3.77955E-03	3.7246
3.77978E-03	4.52894
3.77998E-03	6.04561
3.78018E-03	8.78927
3.78040E-03	13.7667
3.78061E-03	20.957
3.78085E-03	33.7733
3.78119E-03	60.2305
3.78181E-03	130.462
3.78227E-03	179.618
3.78254E-03	196.601
3.78293E-03	197.449
3.78367E-03	140.647
3.78413E-03	97.6927
3.78447E-03	73.4817
3.78479E-03	56.7275
3.78507E-03	47.0316
3.78544E-03	38.6461
3.78582E-03	33.5086
3.78626E-03	29.6805
3.78691E-03	26.1859
3.78782E-03	23.2418
3.78870E-03	21.4071
3.78921E-03	20.5994
3.78957E-03	20.1413
3.78997E-03	19.7715
3.79046E-03	19.4852
3.79152E-03	19.1818
3.79204E-03	18.7571
3.79302E-03	17.5421
3.79353E-03	17.0386
3.79389E-03	16.794
3.79428E-03	16.5768
3.79469E-03	16.378
3.79528E-03	16.1457
3.79674E-03	15.6411
3.79751E-03	15.4132
3.79801E-03	15.289
3.79872E-03	15.1529
3.79976E-03	14.9461
3.80057E-03	14.7468
3.80145E-03	14.5174
3.80198E-03	14.3973
3.80248E-03	14.2986
3.80409E-03	14.0353
3.80531E-03	13.8367
3.80578E-03	13.7645
3.80621E-03	13.7059
3.80664E-03	13.6653
3.80712E-03	13.6678
3.80860E-03	13.8375
3.80981E-03	13.8727
3.81097E-03	13.4275
3.81164E-03	13.1544
3.81200E-03	13.0593
3.81236E-03	12.9953
3.81268E-03	12.9502
3.81309E-03	12.9001
3.81381E-03	12.8207
3.81927E-03	12.2246
3.82210E-03	11.9176
3.82268E-03	11.8569
3.82298E-03	11.831
3.82329E-03	11.8192
3.82358E-03	11.8263
3.82387E-03	11.867
3.82424E-03	12.0151
3.82472E-03	12.4337
3.82570E-03	13.5624
3.82632E-03	13.469
3.82730E-03	12.212
3.82778E-03	11.8827
3.82856E-03	11.904
3.82931E-03	11.8007
3.83013E-03	11.2575
3.83053E-03	11.202
3.83083E-03	11.462
3.83122E-03	12.3189
3.83193E-03	15.2749
3.83250E-03	17.1639
3.83299E-03	17.0819
3.83374E-03	14.4508
3.83421E-03	12.7978
3.83455E-03	11.9876
3.83486E-03	11.5147
3.83512E-03	11.247
3.83540E-03	11.0684
3.83568E-03	10.9332
3.83600E-03	10.8209
3.83652E-03	10.6686
3.83853E-03	10.2265
3.84242E-03	9.34202
3.84384E-03	8.97378
3.84449E-03	8.7883
3.84502E-03	8.64866
3.84610E-03	8.36701
3.84679E-03	8.12595
3.84783E-03	7.61947
3.84856E-03	7.24685
3.84937E-03	6.81233
3.85071E-03	5.96972
3.85172E-03	5.18845
3.85232E-03	4.66358
3.85319E-03	3.82107
3.85439E-03	2.49079
3.85486E-03	2.19593
3.85509E-03	2.31171
3.85533E-03	2.81507
3.85550E-03	3.58535
3.85572E-03	5.38519
3.85593E-03	8.27367
3.85615E-03	13.2622
3.85639E-03	21.65
3.85670E-03	39.2841
3.85704E-03	69.0819
3.85768E-03	149.305
3.85812E-03	201.819
3.85844E-03	225.493
3.85876E-03	228.97
3.85905E-03	215.085
3.85973E-03	148.018
3.86016E-03	104.333
3.86042E-03	83.7678
3.86073E-03	65.0819
3.86103E-03	52.7906
3.86153E-03	40.1317
3.86234E-03	30.4328
3.86296E-03	26.3409
3.86343E-03	24.2026
3.86399E-03	22.2811
3.86489E-03	19.9369
3.86626E-03	17.4198
3.86719E-03	16.0473
3.86764E-03	15.4592
3.86797E-03	15.0736
3.86833E-03	14.7415
3.86868E-03	14.593
3.86921E-03	14.7856
3.87017E-03	15.4246
3.87085E-03	14.2133
3.87137E-03	13.5275
3.87164E-03	14.706
3.87190E-03	17.8045
3.87215E-03	23.4668
3.87243E-03	32.9586
3.87293E-03	58.5709
3.87347E-03	86.8635
3.87376E-03	95.9539
3.87407E-03	97.2999
3.87449E-03	86.6669
3.87513E-03	58.313
3.87550E-03	44.0047
3.87577E-03	36.3908
3.87603E-03	31.0431
3.87627E-03	27.6228
3.87652E-03	25.1604
3.87685E-03	23.0625
3.87723E-03	21.511
3.87763E-03	20.419
3.87809E-03	19.5342
3.87853E-03	18.9295
3.87895E-03	18.5709
3.87953E-03	18.4211
3.88065E-03	18.3839
3.88136E-03	17.5523
3.88229E-03	16.1507
3.88271E-03	15.7281
3.88304E-03	15.4821
3.88342E-03	15.2801
3.88382E-03	15.0905
3.88447E-03	14.8119
3.88700E-03	13.8967
3.89039E-03	12.755
3.89202E-03	12.1552
3.89263E-03	11.9204
3.89297E-03	11.805
3.89333E-03	11.719
3.89369E-03	11.7117
3.89404E-03	11.8511
3.89460E-03	12.4612
3.89559E-03	13.6672
3.89614E-03	13.1241
3.89703E-03	10.673
3.89757E-03	9.36731
3.89797E-03	8.63541
3.89833E-03	8.06113
3.89872E-03	7.47542
3.89920E-03	6.73123
3.89964E-03	6.15387
3.89990E-03	6.05925
3.90016E-03	6.48027
3.90036E-03	7.46072
3.90056E-03	9.24928
3.90079E-03	13.1148
3.90099E-03	18.3221
3.90122E-03	26.9633
3.90154E-03	45.1144
3.90220E-03	96.4968
3.90256E-03	121.566
3.90284E-03	133.48
3.90318E-03	134.875
3.90363E-03	116.723
3.90422E-03	78.9352
3.90462E-03	56.4
3.90490E-03	45.1275
3.90517E-03	37.1591
3.90548E-03	31.2692
3.90580E-03	27.4001
3.90627E-03	23.9072
3.90683E-03	21.4977
3.90737E-03	19.9775
3.90809E-03	18.5127
3.90926E-03	16.7895
3.91066E-03	15.131
3.91166E-03	13.9008
3.91224E-03	13.1038
3.91264E-03	12.5811
3.91292E-03	12.3818
3.91317E-03	12.5008
3.91339E-03	13.1142
3.91365E-03	14.7476
3.91394E-03	18.2129
3.91424E-03	24.2648
3.91465E-03	37.0702
3.91531E-03	59.8994
3.91563E-03	66.4826
3.91598E-03	67.086
3.91649E-03	57.2164
3.91710E-03	39.5175
3.91743E-03	31.9315
3.91774E-03	26.8041
3.91799E-03	24.0217
3.91824E-03	22.1413
3.91852E-03	20.6782
3.91886E-03	19.5969
3.91933E-03	18.6256
3.91996E-03	17.8121
3.92113E-03	16.8302
3.92284E-03	15.9108
3.92453E-03	15.2572
3.92507E-03	15.0744
3.92543E-03	14.9804
3.92575E-03	14.923
3.92604E-03	14.9375
3.92638E-03	15.069
3.92674E-03	15.454
3.92730E-03	16.6851
3.92830E-03	18.9252
3.92887E-03	18.3228
3.92983E-03	15.2411
3.93029E-03	14.1928
3.93066E-03	13.7103
3.93095E-03	13.4761
3.93124E-03	13.3412
3.93149E-03	13.268
3.93174E-03	13.2766
3.93203E-03	13.3818
3.93235E-03	13.696
3.93279E-03	14.6107
3.93371E-03	17.4459
3.93417E-03	17.9174
3.93478E-03	16.4373
3.93564E-03	12.8654
3.93613E-03	11.4801
3.93657E-03	10.6401
3.93718E-03	9.70969
3.93766E-03	9.11465
3.93793E-03	9.03861
3.93818E-03	9.40234
3.93843E-03	10.5981
3.93866E-03	12.7546
3.93889E-03	16.5669
3.93913E-03	22.396
3.93943E-03	33.5318
3.94011E-03	66.678
3.94052E-03	83.2216
3.94090E-03	88.4537
3.94122E-03	84.0531
3.94188E-03	59.5354
3.94229E-03	43.6266
3.94260E-03	34.8706
3.94286E-03	29.4753
3.94311E-03	25.8178
3.94338E-03	23.1746
3.94367E-03	21.302
3.94402E-03	19.8873
3.94448E-03	18.6973
3.94512E-03	17.6098
3.94630E-03	16.3126
3.94758E-03	15.3331
3.94812E-03	14.9665
3.94854E-03	14.7189
3.94895E-03	14.509
3.94941E-03	14.3588
3.95040E-03	14.2376
3.95103E-03	13.8552
3.95181E-03	12.6767
3.95242E-03	11.5886
3.95274E-03	11.2151
3.95302E-03	11.2457
3.95330E-03	12.0131
3.95352E-03	13.4298
3.95378E-03	16.6107
3.95401E-03	21.0365
3.95433E-03	30.4263
3.95501E-03	57.4868
3.95541E-03	70.6139
3.95580E-03	75.2622
3.95611E-03	71.8622
3.95677E-03	52.1781
3.95726E-03	37.5352
3.95758E-03	30.5783
3.95783E-03	26.7906
3.95807E-03	24.3018
3.95831E-03	22.6269
3.95864E-03	21.0463
3.95900E-03	20.0192
3.95946E-03	19.135
3.96009E-03	18.3797
3.96058E-03	17.9267
3.96105E-03	17.6027
3.96157E-03	17.3427
3.96252E-03	17.1389
3.96329E-03	16.9473
3.96428E-03	16.484
3.96485E-03	16.2446
3.96528E-03	16.1006
3.96571E-03	15.9768
3.96614E-03	15.8837
3.96745E-03	15.6378
3.97109E-03	15.1498
3.97229E-03	15.0268
3.97274E-03	14.9827
3.97311E-03	14.9511
3.97346E-03	14.9282
3.97388E-03	14.927
3.97489E-03	14.9912
3.97563E-03	14.9734
3.97674E-03	14.7489
3.97728E-03	14.6537
3.97763E-03	14.6148
3.97792E-03	14.5961
3.97834E-03	14.5923
3.97891E-03	14.6356
3.97997E-03	14.7117
3.98074E-03	14.5919
3.98163E-03	14.4009
3.98207E-03	14.3397
3.98241E-03	14.3072
3.98277E-03	14.2809
3.98315E-03	14.257
3.98376E-03	14.2213
3.98694E-03	14.0711
3.98934E-03	13.9681
3.98984E-03	13.9473
3.99019E-03	13.9353
3.99051E-03	13.9289
3.99082E-03	13.932
3.99115E-03	13.9542
3.99154E-03	14.0259
3.99202E-03	14.2172
3.99325E-03	15.0071
3.99400E-03	15.0077
3.99516E-03	14.1438
3.99567E-03	13.8743
3.99604E-03	13.7604
3.99640E-03	13.6978
3.99667E-03	13.6697
3.99691E-03	13.6585
3.99727E-03	13.6534
3.99775E-03	13.6661
3.99875E-03	13.7304
3.99949E-03	13.7419
4.00054E-03	13.6079
4.00105E-03	13.5533
4.00145E-03	13.526
4.00184E-03	13.5066
4.00219E-03	13.4928
4.00272E-03	13.4743
4.00389E-03	13.4354
4.00451E-03	13.4158
4.00488E-03	13.406
4.00524E-03	13.4004
4.00561E-03	13.4036
4.00599E-03	13.424
4.00669E-03	13.521
4.00819E-03	13.8141
4.00920E-03	14.384
4.00997E-03	14.6318
4.01087E-03	14.0199
4.01159E-03	13.4402
4.01200E-03	13.251
4.01229E-03	13.1799
4.01258E-03	13.1477
4.01292E-03	13.1482
4.01332E-03	13.2002
4.01386E-03	13.3703
4.01497E-03	13.955
4.01584E-03	14.2106
4.01678E-03	13.8756
4.01759E-03	13.3666
4.01799E-03	13.2076
4.01837E-03	13.1131
4.01872E-03	13.0566
4.01905E-03	13.0175
4.01938E-03	12.9845
4.01986E-03	12.9605
4.02098E-03	12.9072
4.02196E-03	12.8615
4.02240E-03	12.8432
4.02272E-03	12.8333
4.02305E-03	12.8319
4.02338E-03	12.8476
4.02371E-03	12.8999
4.02420E-03	13.069
4.02516E-03	13.6042
4.02594E-03	13.744
4.02708E-03	13.1548
4.02789E-03	12.7411
4.02834E-03	12.6053
4.02868E-03	12.5405
4.02904E-03	12.493
4.02941E-03	12.4576
4.02984E-03	12.4225
4.03078E-03	12.3531
4.03308E-03	12.1417
4.03442E-03	11.9757
4.03502E-03	11.8962
4.03533E-03	11.8597
4.03562E-03	11.838
4.03591E-03	11.841
4.03617E-03	11.902
4.03651E-03	12.1359
4.03687E-03	12.673
4.03729E-03	13.8376
4.03827E-03	17.537
4.03875E-03	17.8998
4.03927E-03	16.3828
4.04002E-03	13.3748
4.04026E-03	13.2726
4.04055E-03	14.3013
4.04081E-03	16.5978
4.04112E-03	21.2314
4.04181E-03	36.3832
4.04224E-03	44.0602
4.04260E-03	46.0858
4.04300E-03	42.9814
