E(MeV)	"U-238(N,TOT)"
1.30646E-02	15.721
1.30651E-02	15.5408
1.30659E-02	15.5513
1.30667E-02	16.0001
1.30684E-02	17.611
1.30697E-02	18.6904
1.30713E-02	21.1163
1.30725E-02	22.379
1.30735E-02	21.0969
1.30750E-02	17.4729
1.30758E-02	15.7925
1.30764E-02	14.974
1.30769E-02	14.5456
1.30775E-02	14.2236
1.30783E-02	14.0412
1.30801E-02	14.0315
1.30812E-02	13.6827
1.30827E-02	12.9734
1.30835E-02	13.219
1.30843E-02	14.5581
1.30855E-02	18.9385
1.30866E-02	22.4925
1.30875E-02	23.8027
1.30895E-02	20.0985
1.30914E-02	15.8216
1.30924E-02	14.5615
1.30931E-02	13.9678
1.30943E-02	13.4906
1.30963E-02	13.0388
1.30972E-02	12.9641
1.30979E-02	13.0899
1.30987E-02	13.5802
1.31003E-02	15.3812
1.31017E-02	16.665
1.31031E-02	16.6545
1.31056E-02	14.45
1.31074E-02	13.0754
1.31082E-02	12.7405
1.31088E-02	12.5642
1.31095E-02	12.4755
1.31102E-02	12.4834
1.31119E-02	12.7298
1.31133E-02	12.803
1.31150E-02	12.7023
1.31161E-02	13.0174
1.31177E-02	13.5753
1.31189E-02	13.2478
1.31205E-02	12.191
1.31214E-02	11.8079
1.31220E-02	11.659
1.31225E-02	11.5737
1.31231E-02	11.5256
1.31235E-02	11.4944
1.31240E-02	11.4803
1.31245E-02	11.4829
1.31250E-02	11.5131
1.31258E-02	11.6337
1.31266E-02	11.9223
1.31285E-02	12.664
1.31301E-02	12.4857
1.31318E-02	12.0827
1.31342E-02	12.434
1.31355E-02	12.2333
1.31372E-02	11.3214
1.31381E-02	10.9531
1.31387E-02	10.7839
1.31393E-02	10.695
1.31399E-02	10.6324
1.31405E-02	10.5778
1.31412E-02	10.5191
1.31420E-02	10.453
1.31426E-02	10.4077
1.31432E-02	10.3743
1.31437E-02	10.3557
1.31441E-02	10.3609
1.31446E-02	10.4185
1.31452E-02	10.58
1.31461E-02	11.0779
1.31477E-02	12.5638
1.31487E-02	12.7194
1.31499E-02	11.6893
1.31510E-02	10.4217
1.31516E-02	10.2001
1.31521E-02	10.5671
1.31527E-02	11.6493
1.31538E-02	15.4952
1.31548E-02	19.0547
1.31554E-02	20.1351
1.31562E-02	19.49
1.31575E-02	15.9138
1.31582E-02	14.2042
1.31589E-02	13.0189
1.31594E-02	12.4542
1.31600E-02	12.0851
1.31612E-02	11.9503
1.31624E-02	11.8617
1.31636E-02	11.3752
1.31651E-02	10.5442
1.31659E-02	10.2885
1.31673E-02	10.1798
1.31687E-02	10.2841
1.31697E-02	11.2182
1.31706E-02	13.4574
1.31721E-02	19.0449
1.31729E-02	20.7987
1.31736E-02	20.4268
1.31748E-02	16.9916
1.31756E-02	14.8029
1.31762E-02	13.5132
1.31767E-02	12.6229
1.31773E-02	12.0548
1.31778E-02	11.6418
1.31785E-02	11.3265
1.31793E-02	11.0851
1.31800E-02	10.9028
1.31807E-02	10.7609
1.31814E-02	10.6488
1.31822E-02	10.564
1.31831E-02	10.5357
1.31855E-02	10.8073
1.31876E-02	11.7543
1.31886E-02	11.8328
1.31898E-02	11.0618
1.31914E-02	9.68822
1.31922E-02	9.24133
1.31927E-02	9.01211
1.31932E-02	8.83868
1.31938E-02	8.68748
1.31944E-02	8.52125
1.31951E-02	8.32817
1.31962E-02	8.02847
1.31981E-02	7.7426
1.31988E-02	8.37715
1.31995E-02	10.1811
1.32002E-02	13.5991
1.32013E-02	22.0975
1.32022E-02	28.4824
1.32028E-02	30.4892
1.32036E-02	29.3969
1.32049E-02	21.8077
1.32057E-02	17.0667
1.32063E-02	14.8599
1.32068E-02	13.4095
1.32074E-02	12.3777
1.32078E-02	11.8108
1.32083E-02	11.3935
1.32088E-02	11.0422
1.32095E-02	10.6911
1.32107E-02	10.2205
1.32131E-02	9.48626
1.32150E-02	8.95552
1.32159E-02	8.71551
1.32166E-02	8.537
1.32174E-02	8.33067
1.32184E-02	8.08901
1.32201E-02	7.59065
1.32211E-02	7.11336
1.32226E-02	6.12448
1.32234E-02	5.76913
1.32240E-02	5.90317
1.32245E-02	6.5973
1.32249E-02	7.80115
1.32254E-02	10.2864
1.32261E-02	15.6001
1.32271E-02	28.0637
1.32279E-02	36.7665
1.32285E-02	40.5226
1.32292E-02	40.5902
1.32302E-02	33.9628
1.32311E-02	25.0967
1.32316E-02	21.334
1.32322E-02	17.5231
1.32327E-02	15.5106
1.32331E-02	14.0505
1.32336E-02	13.0178
1.32341E-02	12.2632
1.32347E-02	11.6126
1.32356E-02	11.0951
1.32375E-02	10.6553
1.32385E-02	9.91929
1.32402E-02	7.835
1.32411E-02	6.80785
1.32418E-02	6.14501
1.32424E-02	5.67477
1.32430E-02	5.07624
1.32439E-02	4.26166
1.32448E-02	3.61796
1.32454E-02	3.42834
1.32459E-02	3.71842
1.32463E-02	4.51196
1.32467E-02	6.07461
1.32471E-02	8.9399
1.32476E-02	13.2808
1.32482E-02	23
1.32492E-02	45.2617
1.32501E-02	69.4591
1.32507E-02	79.2884
1.32513E-02	83.9715
1.32519E-02	81.9118
1.32531E-02	65.5644
1.32539E-02	52.0761
1.32549E-02	38.903
1.32560E-02	30.5764
1.32573E-02	24.1738
1.32583E-02	20.7974
1.32591E-02	18.9629
1.32598E-02	18.0134
1.32609E-02	18.0846
1.32622E-02	22.1443
1.32634E-02	28.0768
1.32642E-02	30.141
1.32649E-02	29.7566
1.32663E-02	24.7952
1.32669E-02	22.1579
1.32675E-02	20.3735
1.32681E-02	19.0798
1.32685E-02	18.4002
1.32690E-02	17.7904
1.32695E-02	17.4606
1.32702E-02	17.3608
1.32713E-02	17.8181
1.32731E-02	18.4041
1.32742E-02	17.3655
1.32757E-02	15.3845
1.32765E-02	14.6632
1.32773E-02	14.2909
1.32789E-02	14.0152
1.32803E-02	13.6192
1.32814E-02	13.2605
1.32821E-02	13.4589
1.32828E-02	14.3783
1.32836E-02	16.4735
1.32850E-02	21.3238
1.32858E-02	22.5422
1.32865E-02	21.9214
1.32880E-02	17.8842
1.32887E-02	16.0949
1.32892E-02	15.0266
1.32897E-02	14.405
1.32903E-02	13.9654
1.32908E-02	13.6756
1.32913E-02	13.4752
1.32918E-02	13.2916
1.32928E-02	13.0597
1.32941E-02	12.8183
1.32951E-02	12.6454
1.32958E-02	12.5401
1.32966E-02	12.445
1.32976E-02	12.3492
1.32996E-02	12.1852
1.33012E-02	11.9894
1.33023E-02	11.9911
1.33031E-02	12.2151
1.33043E-02	13.0295
1.33057E-02	13.904
1.33068E-02	13.4837
1.33088E-02	11.7217
1.33107E-02	10.7386
1.33128E-02	9.78404
1.33136E-02	9.40973
1.33144E-02	9.04449
1.33151E-02	8.674
1.33160E-02	8.18508
1.33168E-02	7.6196
1.33174E-02	7.24535
1.33179E-02	7.10088
1.33184E-02	7.26873
1.33188E-02	7.87163
1.33193E-02	9.28544
1.33197E-02	11.7062
1.33203E-02	16.3153
1.33212E-02	28.7012
1.33224E-02	43.4069
1.33231E-02	48.3758
1.33240E-02	46.5181
1.33254E-02	34.6787
1.33268E-02	24.8813
1.33282E-02	20.4783
1.33301E-02	17.4736
1.33314E-02	15.6266
1.33322E-02	14.862
1.33328E-02	14.4612
1.33333E-02	14.2131
1.33338E-02	14.0207
1.33344E-02	13.8901
1.33352E-02	13.8047
1.33368E-02	13.9318
1.33390E-02	13.928
1.33417E-02	13.3683
1.33435E-02	12.9255
1.33454E-02	12.905
1.33467E-02	12.5103
1.33484E-02	11.6203
1.33492E-02	11.3206
1.33498E-02	11.1592
1.33504E-02	11.0205
1.33509E-02	10.9034
1.33514E-02	10.803
1.33521E-02	10.691
1.33529E-02	10.583
1.33539E-02	10.4966
1.33561E-02	10.2468
1.33588E-02	9.28269
1.33602E-02	8.18615
1.33613E-02	7.84889
1.33618E-02	8.44447
1.33623E-02	9.88925
1.33628E-02	13.0269
1.33634E-02	18.7222
1.33646E-02	34.1584
1.33653E-02	43.6728
1.33659E-02	47.3815
1.33667E-02	47.3359
1.33678E-02	38.1971
1.33688E-02	29.2471
1.33701E-02	21.8059
1.33715E-02	18.5529
1.33725E-02	17.4662
1.33742E-02	16.7525
1.33761E-02	16.1406
1.33782E-02	16.8335
1.33793E-02	16.7078
1.33809E-02	15.4207
1.33818E-02	15.1335
1.33833E-02	15.7797
1.33843E-02	15.983
1.33854E-02	15.213
1.33872E-02	13.3368
1.33879E-02	12.9001
1.33885E-02	12.6523
1.33890E-02	12.5453
1.33895E-02	12.4557
1.33900E-02	12.3989
1.33907E-02	12.3187
1.33920E-02	12.1993
1.33969E-02	11.7564
1.33999E-02	11.4672
1.34009E-02	11.3688
1.34017E-02	11.2934
1.34024E-02	11.2373
1.34032E-02	11.1509
1.34050E-02	11.0221
1.34062E-02	10.834
1.34076E-02	10.4917
1.34089E-02	10.0443
1.34095E-02	9.83832
1.34100E-02	9.69825
1.34106E-02	9.67807
1.34110E-02	9.86309
1.34116E-02	10.6275
1.34122E-02	12.1709
1.34133E-02	16.9542
1.34144E-02	23.0877
1.34151E-02	25.357
1.34157E-02	25.5339
1.34168E-02	21.9844
1.34178E-02	18.1336
1.34184E-02	16.1287
1.34190E-02	14.8149
1.34196E-02	13.9769
1.34204E-02	13.4461
1.34220E-02	13.1185
1.34231E-02	12.6042
1.34246E-02	11.8045
1.34252E-02	11.6977
1.34258E-02	11.8225
1.34265E-02	12.3357
1.34279E-02	14.4109
1.34290E-02	15.3031
1.34300E-02	14.465
1.34312E-02	11.8793
1.34320E-02	10.9097
1.34327E-02	11.2082
1.34334E-02	13.3799
1.34344E-02	19.4576
1.34353E-02	27.8103
1.34361E-02	33.5401
1.34369E-02	35.6417
1.34379E-02	32.3388
1.34389E-02	25.5272
1.34395E-02	21.9548
1.34401E-02	19.3935
1.34406E-02	17.7281
1.34411E-02	16.7089
1.34417E-02	15.817
1.34423E-02	15.0814
1.34433E-02	14.4612
1.34448E-02	13.8218
1.34469E-02	13.2657
1.34479E-02	13.0605
1.34487E-02	12.9353
1.34493E-02	12.8411
1.34499E-02	12.7808
1.34505E-02	12.7588
1.34513E-02	12.8229
1.34522E-02	13.1078
1.34541E-02	14.2788
1.34551E-02	14.4193
1.34566E-02	13.5955
1.34582E-02	12.6269
1.34591E-02	12.3903
1.34599E-02	12.4418
1.34608E-02	12.774
1.34627E-02	13.6932
1.34637E-02	13.5701
1.34657E-02	12.3756
1.34667E-02	11.8926
1.34674E-02	11.7634
1.34680E-02	11.7864
1.34687E-02	11.9878
1.34702E-02	12.9655
1.34715E-02	13.563
1.34726E-02	13.1885
1.34743E-02	12.0342
1.34757E-02	11.647
1.34776E-02	11.326
1.34793E-02	10.9527
1.34801E-02	10.8238
1.34807E-02	10.7625
1.34813E-02	10.7092
1.34820E-02	10.6551
1.34830E-02	10.587
1.34839E-02	10.5195
1.34845E-02	10.478
1.34851E-02	10.4465
1.34856E-02	10.4495
1.34861E-02	10.4925
1.34867E-02	10.6393
1.34874E-02	10.9801
1.34884E-02	11.952
1.34900E-02	13.424
1.34911E-02	13.0503
1.34927E-02	10.8487
1.34934E-02	10.0524
1.34943E-02	9.47384
1.34949E-02	9.20879
1.34967E-02	9.2203
1.34976E-02	10.3709
1.34982E-02	12.1233
1.34996E-02	19.0274
1.35004E-02	23.0005
1.35011E-02	24.3719
1.35022E-02	22.7267
1.35033E-02	18.5086
1.35046E-02	15.0906
1.35057E-02	13.3086
1.35071E-02	11.7371
1.35078E-02	11.238
1.35097E-02	10.9032
1.35110E-02	11.3402
1.35118E-02	12.7178
1.35125E-02	15.397
1.35139E-02	24.5361
1.35149E-02	29.9506
1.35157E-02	31.5567
1.35168E-02	29.6333
1.35182E-02	23.3583
1.35195E-02	17.3337
1.35203E-02	15.04
1.35209E-02	13.796
1.35216E-02	13.0169
1.35224E-02	12.4922
1.35244E-02	11.9278
1.35254E-02	11.8658
1.35262E-02	12.0183
1.35279E-02	12.8027
1.35291E-02	12.9305
1.35313E-02	11.5694
1.35340E-02	10.1367
1.35352E-02	9.58055
1.35360E-02	9.26488
1.35366E-02	9.02864
1.35370E-02	8.89411
1.35377E-02	8.92482
1.35381E-02	9.21548
1.35386E-02	10.0208
1.35392E-02	11.6144
1.35399E-02	15.1351
1.35412E-02	23.001
1.35419E-02	25.493
1.35425E-02	26.0066
1.35435E-02	23.4032
1.35447E-02	17.8053
1.35453E-02	15.5617
1.35458E-02	14.3125
1.35463E-02	13.4107
1.35468E-02	12.8061
1.35473E-02	12.4827
1.35480E-02	12.4027
1.35494E-02	13.0267
1.35507E-02	13.2615
1.35522E-02	12.0944
1.35542E-02	9.88171
1.35556E-02	8.38614
1.35562E-02	8.18333
1.35567E-02	8.61996
1.35571E-02	9.5476
1.35576E-02	11.6451
1.35581E-02	14.856
1.35592E-02	26.0386
1.35603E-02	38.8563
1.35611E-02	42.8075
1.35620E-02	40.312
1.35634E-02	29.2715
1.35641E-02	23.7528
1.35648E-02	20.2016
1.35654E-02	18.0588
1.35660E-02	16.7478
1.35665E-02	15.9783
1.35670E-02	15.3421
1.35676E-02	14.8394
1.35685E-02	14.3391
1.35698E-02	13.769
1.35723E-02	13.0683
1.35752E-02	12.5255
1.35775E-02	12.2158
1.35783E-02	12.1184
1.35789E-02	12.0584
1.35794E-02	12.0205
1.35800E-02	12.0088
1.35805E-02	12.0435
1.35812E-02	12.2076
1.35819E-02	12.6199
1.35835E-02	14.2416
1.35846E-02	14.944
1.35857E-02	14.4582
1.35874E-02	12.4403
1.35883E-02	11.7692
1.35890E-02	11.4574
1.35904E-02	11.2568
1.35918E-02	11.1005
1.35936E-02	10.8147
1.35945E-02	10.7123
1.35951E-02	10.6511
1.35958E-02	10.6044
1.35967E-02	10.5714
1.35986E-02	10.5365
1.35999E-02	10.3861
1.36016E-02	10.0546
1.36026E-02	9.98049
1.36041E-02	10.1058
1.36054E-02	9.98078
1.36067E-02	9.42272
1.36075E-02	9.571
1.36080E-02	10.33
1.36086E-02	11.9412
1.36094E-02	15.6861
1.36106E-02	23.4484
1.36112E-02	25.9231
1.36120E-02	26.326
1.36129E-02	23.5607
1.36141E-02	17.9306
1.36146E-02	15.9341
1.36151E-02	14.5614
1.36156E-02	13.5515
1.36161E-02	12.847
1.36166E-02	12.3558
1.36171E-02	11.9663
1.36177E-02	11.6953
1.36182E-02	11.5111
1.36187E-02	11.4488
1.36192E-02	11.5276
1.36197E-02	11.8013
1.36204E-02	12.5618
1.36219E-02	15.663
1.36230E-02	17.6212
1.36238E-02	17.6012
1.36256E-02	14.6187
1.36275E-02	11.5487
1.36284E-02	10.7736
1.36291E-02	10.5028
1.36299E-02	10.6584
1.36314E-02	11.398
1.36326E-02	11.1408
1.36342E-02	9.29234
1.36350E-02	8.51205
1.36358E-02	8.5143
1.36365E-02	9.64924
1.36375E-02	14.1241
1.36388E-02	25.3176
1.36398E-02	31.8012
1.36406E-02	33.3856
1.36422E-02	27.3547
1.36430E-02	25.7635
1.36442E-02	28.1949
1.36450E-02	30.4336
1.36457E-02	30.4395
1.36471E-02	25.1027
1.36479E-02	21.3489
1.36485E-02	19.0623
1.36490E-02	17.8031
1.36496E-02	16.5765
1.36504E-02	15.7774
1.36520E-02	15.2107
1.36532E-02	14.5853
1.36551E-02	13.1074
1.36559E-02	12.6062
1.36567E-02	12.274
1.36573E-02	12.0635
1.36578E-02	11.8846
1.36584E-02	11.6893
1.36592E-02	11.4587
1.36601E-02	11.3007
1.36609E-02	11.3827
1.36617E-02	11.9472
1.36626E-02	13.6951
1.36644E-02	18.9855
1.36653E-02	20.5758
1.36660E-02	20.2875
1.36677E-02	16.4669
1.36690E-02	13.8207
1.36701E-02	12.5902
1.36709E-02	12.1077
1.36716E-02	11.8529
1.36720E-02	11.7867
1.36726E-02	11.8443
1.36733E-02	12.2158
1.36743E-02	13.293
1.36758E-02	15.1501
1.36767E-02	14.9966
1.36780E-02	12.9173
1.36793E-02	10.4976
1.36799E-02	9.73942
1.36805E-02	9.21811
1.36809E-02	9.02985
1.36813E-02	9.04872
1.36818E-02	9.47208
1.36824E-02	10.6419
1.36830E-02	13.3659
1.36843E-02	22.1251
1.36852E-02	28.7082
1.36858E-02	31.0269
1.36864E-02	31.0177
1.36876E-02	26.0111
1.36885E-02	21.1905
1.36890E-02	18.805
1.36896E-02	16.8944
1.36900E-02	15.7474
1.36906E-02	14.8273
1.36912E-02	14.1375
1.36919E-02	13.6188
1.36928E-02	13.1916
1.36945E-02	12.6765
1.36959E-02	12.3516
1.36973E-02	12.0739
1.36981E-02	11.9746
1.36999E-02	11.9103
1.37012E-02	11.7463
1.37033E-02	11.2056
1.37043E-02	10.9763
1.37050E-02	10.8516
1.37056E-02	10.7444
1.37062E-02	10.6511
1.37068E-02	10.572
1.37075E-02	10.4867
1.37083E-02	10.4201
1.37095E-02	10.4019
1.37117E-02	10.2134
1.37136E-02	9.97918
1.37149E-02	10.3608
1.37160E-02	11.1434
1.37168E-02	12.6358
1.37177E-02	16.3157
1.37188E-02	25.4384
1.37199E-02	34.0198
1.37206E-02	36.2444
1.37215E-02	33.9595
1.37228E-02	25.106
1.37235E-02	21.1178
1.37240E-02	18.895
1.37246E-02	17.1147
1.37253E-02	15.8121
1.37259E-02	15.1
1.37273E-02	14.3921
1.37293E-02	14.5223
1.37307E-02	14.5112
1.37323E-02	13.4651
1.37336E-02	12.6391
1.37343E-02	12.3284
1.37349E-02	12.1573
1.37353E-02	12.0689
1.37360E-02	11.9699
1.37367E-02	11.8773
1.37374E-02	11.7997
1.37398E-02	11.5712
1.37412E-02	11.4634
1.37421E-02	11.3974
1.37428E-02	11.3466
1.37436E-02	11.2903
1.37446E-02	11.2398
1.37471E-02	11.2142
1.37493E-02	11.1302
1.37511E-02	10.9656
1.37522E-02	10.9077
1.37540E-02	10.9119
1.37554E-02	10.8271
1.37572E-02	10.5685
1.37582E-02	10.4476
1.37589E-02	10.3747
1.37596E-02	10.3176
1.37604E-02	10.2638
1.37610E-02	10.2199
1.37618E-02	10.1758
1.37623E-02	10.1474
1.37629E-02	10.1203
1.37635E-02	10.1141
1.37642E-02	10.1452
1.37652E-02	10.2798
1.37671E-02	10.6059
1.37683E-02	10.4635
1.37698E-02	10.0388
1.37705E-02	10.0162
1.37711E-02	10.2051
1.37720E-02	10.9072
1.37738E-02	12.5924
1.37749E-02	12.465
1.37765E-02	10.4477
1.37776E-02	9.40764
1.37782E-02	9.02471
1.37787E-02	8.84923
1.37793E-02	8.7564
1.37801E-02	8.77884
1.37818E-02	9.2374
1.37836E-02	9.71012
1.37850E-02	9.19445
1.37868E-02	8.03522
1.37887E-02	7.3135
1.37905E-02	6.49555
1.37916E-02	6.77186
1.37924E-02	8.77259
1.37930E-02	12.2095
1.37936E-02	17.6165
1.37949E-02	33.1635
1.37956E-02	41.1214
1.37962E-02	44.187
1.37969E-02	42.7156
1.37977E-02	35.9927
1.37989E-02	23.1248
1.37996E-02	16.9839
1.38001E-02	14.3539
1.38005E-02	13.1044
1.38009E-02	12.7405
1.38013E-02	13.5371
1.38019E-02	16.7161
1.38025E-02	22.5836
1.38039E-02	39.1543
1.38045E-02	44.9411
1.38051E-02	47.2634
1.38063E-02	41.8972
1.38076E-02	29.2965
1.38089E-02	21.0575
1.38099E-02	17.1274
1.38106E-02	16.0478
1.38112E-02	16.1634
1.38118E-02	17.6222
1.38126E-02	21.2288
1.38140E-02	30.0434
1.38148E-02	32.4862
1.38156E-02	31.7251
1.38168E-02	26.547
1.38182E-02	20.6051
1.38193E-02	17.8
1.38202E-02	16.4734
1.38221E-02	15.0897
1.38241E-02	14.0706
1.38250E-02	13.6837
1.38258E-02	13.4255
1.38266E-02	13.1844
1.38285E-02	12.6783
1.38300E-02	12.2422
1.38317E-02	11.6274
1.38324E-02	11.3011
1.38330E-02	11.0343
1.38336E-02	10.8363
1.38341E-02	10.7239
1.38346E-02	10.8569
1.38351E-02	11.3722
1.38357E-02	12.6303
1.38363E-02	14.948
1.38377E-02	22.84
1.38385E-02	26.7066
1.38392E-02	28.0166
1.38405E-02	24.9587
1.38418E-02	19.994
1.38426E-02	17.8996
1.38440E-02	16.3763
1.38452E-02	15.4127
1.38470E-02	14.0108
1.38479E-02	13.5975
1.38495E-02	13.3891
1.38511E-02	13.08
1.38529E-02	12.554
1.38537E-02	12.3806
1.38544E-02	12.2751
1.38550E-02	12.186
1.38556E-02	12.1203
1.38562E-02	12.0664
1.38571E-02	12.0149
1.38590E-02	11.9796
1.38603E-02	11.8621
1.38621E-02	11.4305
1.38629E-02	11.2405
1.38635E-02	11.2051
1.38641E-02	11.3002
1.38648E-02	11.8114
1.38658E-02	13.2371
1.38671E-02	15.6056
1.38681E-02	16.5481
1.38689E-02	16.0935
1.38702E-02	14.3595
1.38709E-02	13.4839
1.38716E-02	12.97
1.38723E-02	12.7852
1.38740E-02	12.9976
1.38752E-02	12.8283
1.38770E-02	11.8716
1.38779E-02	11.4668
1.38786E-02	11.2541
1.38792E-02	11.122
1.38799E-02	11.0186
1.38804E-02	10.9353
1.38810E-02	10.8642
1.38815E-02	10.8251
1.38822E-02	10.8107
1.38828E-02	10.8875
1.38844E-02	11.5681
1.38860E-02	12.5676
1.38878E-02	13.7197
1.38898E-02	15.3592
1.38910E-02	15.1181
1.38932E-02	12.2467
1.38947E-02	10.449
1.38962E-02	9.30278
1.38976E-02	8.38372
1.38983E-02	8.04221
1.38990E-02	8.09186
1.38995E-02	8.5811
1.39001E-02	10.348
1.39008E-02	13.6771
1.39018E-02	22.4435
1.39028E-02	32.1291
1.39034E-02	36.2723
1.39041E-02	37.6556
1.39051E-02	33.4193
1.39061E-02	26.1809
1.39068E-02	22.2709
1.39072E-02	19.9789
1.39077E-02	18.1725
1.39082E-02	16.8116
1.39087E-02	15.9155
1.39093E-02	15.1064
1.39100E-02	14.5161
1.39113E-02	13.7832
1.39126E-02	13.2918
1.39135E-02	13.0546
1.39141E-02	12.8985
1.39150E-02	12.7455
1.39161E-02	12.6056
1.39180E-02	12.418
1.39197E-02	12.1812
1.39219E-02	11.8867
1.39234E-02	11.7378
1.39243E-02	11.6532
1.39250E-02	11.5976
1.39257E-02	11.5447
1.39265E-02	11.5057
1.39284E-02	11.4425
1.39297E-02	11.3657
1.39318E-02	11.1753
1.39327E-02	11.0984
1.39334E-02	11.0534
1.39339E-02	11.0295
1.39347E-02	11.017
1.39358E-02	11.0339
1.39378E-02	11.0734
1.39396E-02	10.9754
1.39404E-02	11.0492
1.39413E-02	11.4153
1.39429E-02	12.5936
1.39440E-02	12.8401
1.39452E-02	12.2053
1.39467E-02	11.0357
1.39480E-02	10.6092
1.39496E-02	10.3728
1.39513E-02	10.0296
1.39520E-02	9.96799
1.39526E-02	10.0527
1.39532E-02	10.3386
1.39539E-02	11.0015
1.39556E-02	13.2385
1.39565E-02	13.8283
1.39575E-02	12.9224
1.39590E-02	10.1392
1.39598E-02	8.9219
1.39604E-02	8.37654
1.39610E-02	8.12661
1.39616E-02	8.38902
1.39622E-02	9.39561
1.39629E-02	11.7661
1.39639E-02	18.0852
1.39648E-02	24.2309
1.39657E-02	27.4882
1.39664E-02	27.3577
1.39676E-02	22.5638
1.39684E-02	18.2446
1.39690E-02	15.9683
1.39695E-02	14.4179
1.39701E-02	13.3048
1.39708E-02	12.4068
1.39721E-02	11.4323
1.39733E-02	10.8097
1.39752E-02	9.807
1.39760E-02	9.38842
1.39766E-02	9.06006
1.39772E-02	8.83199
1.39778E-02	8.73761
1.39785E-02	9.02241
1.39791E-02	10.118
1.39801E-02	13.7092
1.39810E-02	19.9567
1.39819E-02	27.2086
1.39826E-02	31.1466
1.39834E-02	32.0665
1.39844E-02	28.0232
1.39853E-02	22.8641
1.39860E-02	19.4168
1.39866E-02	17.2168
1.39874E-02	15.4806
1.39893E-02	14.0628
1.39915E-02	14.2074
1.39929E-02	13.8669
1.39951E-02	12.3274
1.39976E-02	11.1532
1.39985E-02	11.3845
1.39992E-02	12.5541
1.40005E-02	17.37
1.40015E-02	21.2748
1.40023E-02	22.5492
1.40034E-02	21.0214
1.40053E-02	16.0682
1.40068E-02	14.1385
1.40090E-02	12.7275
1.40109E-02	11.8199
1.40118E-02	11.5252
1.40125E-02	11.3727
1.40132E-02	11.2439
1.40139E-02	11.1275
1.40145E-02	11.0474
1.40151E-02	10.9796
1.40158E-02	10.9099
1.40164E-02	10.854
1.40170E-02	10.8449
1.40177E-02	10.8818
1.40186E-02	11.0786
1.40204E-02	11.643
1.40216E-02	11.5303
1.40233E-02	10.6492
1.40243E-02	10.1375
1.40251E-02	9.90067
1.40256E-02	9.76565
1.40262E-02	9.64605
1.40268E-02	9.53305
1.40275E-02	9.39713
1.40284E-02	9.17746
1.40293E-02	8.95538
1.40298E-02	8.8368
1.40303E-02	8.70602
1.40308E-02	8.66247
1.40314E-02	8.77049
1.40319E-02	9.17958
1.40325E-02	10.071
1.40332E-02	12.312
1.40348E-02	18.5369
1.40356E-02	20.5762
1.40364E-02	20.2868
1.40373E-02	17.7344
1.40386E-02	13.7222
1.40393E-02	12.1057
1.40398E-02	11.3088
1.40403E-02	10.746
1.40407E-02	10.3774
1.40413E-02	10.1005
1.40421E-02	9.80716
1.40441E-02	9.37771
1.40456E-02	8.85697
1.40487E-02	7.20161
1.40499E-02	6.4117
1.40506E-02	5.97429
1.40512E-02	5.73479
1.40516E-02	5.74475
1.40521E-02	6.10542
1.40525E-02	7.03415
1.40530E-02	8.69152
1.40535E-02	12.0021
1.40542E-02	19.2891
1.40550E-02	31.455
1.40559E-02	45.0793
1.40566E-02	52.8095
1.40573E-02	55.6541
1.40583E-02	50.0874
1.40592E-02	40.6006
1.40599E-02	32.8178
1.40604E-02	27.8365
1.40610E-02	23.8181
1.40615E-02	21.3166
1.40622E-02	19.0239
1.40628E-02	17.7347
1.40640E-02	16.3789
1.40660E-02	15.3418
1.40672E-02	15.6459
1.40689E-02	17.6579
1.40701E-02	18.3268
1.40711E-02	17.3779
1.40740E-02	13.5745
1.40759E-02	11.9031
1.40768E-02	11.3249
1.40775E-02	11.0263
1.40781E-02	10.8033
1.40788E-02	10.6057
1.40795E-02	10.4187
1.40807E-02	10.1235
1.40831E-02	9.38633
1.40845E-02	8.77298
1.40853E-02	8.4033
1.40859E-02	8.1262
1.40865E-02	7.95731
1.40871E-02	7.99636
1.40876E-02	8.38559
1.40881E-02	9.29236
1.40887E-02	11.0415
1.40901E-02	17.704
1.40912E-02	22.0271
1.40925E-02	25.4358
1.40942E-02	33.6796
1.40953E-02	37.9232
1.40963E-02	35.9118
1.40975E-02	28.598
1.40983E-02	23.45
1.40988E-02	20.8731
1.40993E-02	19.1994
1.40998E-02	18.108
1.41005E-02	17.6107
1.41012E-02	17.9403
1.41026E-02	20.8096
1.41037E-02	22.718
1.41047E-02	22.1892
1.41065E-02	17.5564
1.41077E-02	14.7671
1.41086E-02	13.9331
1.41093E-02	13.9537
1.41101E-02	14.7858
1.41117E-02	17.5177
1.41126E-02	17.8798
1.41138E-02	16.212
1.41156E-02	12.3636
1.41164E-02	11.3799
1.41172E-02	10.8163
1.41178E-02	10.4866
1.41184E-02	10.2297
1.41189E-02	10.0196
1.41195E-02	9.83044
1.41203E-02	9.58366
1.41212E-02	9.40198
1.41223E-02	9.57553
1.41232E-02	10.6149
1.41241E-02	13.4299
1.41251E-02	20.4552
1.41264E-02	31.5259
1.41270E-02	34.4791
1.41278E-02	34.7547
1.41291E-02	28.6161
1.41303E-02	21.6448
1.41310E-02	18.8249
1.41316E-02	17.1816
1.41321E-02	16.466
1.41329E-02	16.1529
1.41342E-02	16.8036
1.41354E-02	17.3158
1.41364E-02	16.6865
1.41381E-02	14.203
1.41390E-02	13.2516
1.41396E-02	12.8671
1.41402E-02	12.622
