E(MeV)	mcnp/Mn55:1
0.01089359	13.19856225
0.01089427	13.52893566
0.01089469	13.63169904
0.010895	13.65378215
0.01089531	13.62937898
0.01089584	13.48239074
0.0108962	13.31161926
0.01089674	12.9622443
0.01089709	12.68668803
0.01089781	12.03772647
0.0108996	10.35064299
0.01090032	9.784313298
0.01090104	9.323778818
0.01090175	8.974928683
0.01090247	8.717053153
0.01090318	8.540148485
0.0109039	8.420144442
0.01090533	8.293614852
0.01090677	8.241203482
0.0109082	8.216695735
0.01090963	8.201679954
0.0109125	8.180435986
0.01091823	8.149250529
0.01092969	8.099128466
0.01094115	8.053154195
0.01096407	7.965211811
0.01100991	7.796799097
0.01107867	7.557658361
0.01126204	6.984779333
0.01144541	6.489017971
0.01153709	6.264785123
0.01158293	6.158238595
0.01160585	6.107338357
0.01161158	6.095954899
0.01161444	6.091465089
0.01161587	6.090377321
0.01161731	6.09213061
0.01161874	6.102247253
0.01162017	6.134385651
0.0116216	6.214683035
0.01162232	6.284419609
0.01162304	6.379253766
0.01162375	6.499184
0.01162447	6.646046766
0.01162662	7.151805403
0.01162734	7.29495208
0.01162806	7.396721419
0.011629	7.446488029
0.01162986	7.401191594
0.01163076	7.269705139
0.01163179	7.046380897
0.01163335	6.6676142
0.01163438	6.452272089
0.01163541	6.289306634
0.01163644	6.179268436
0.01163748	6.1114028
0.01163851	6.073447482
0.01163954	6.052894177
0.01164057	6.04165823
0.01164161	6.034928395
0.01164368	6.026710289
0.01164575	6.02060494
0.01165401	6.000176488
0.01166228	5.98138844
0.01169534	5.909448844
0.01176146	5.771176007
0.01189371	5.510971857
0.0121582	5.045577347
0.01235656	4.736308567
0.01245575	4.592680513
0.01255494	4.457065057
0.01260453	4.395637901
0.01262106	4.378654114
0.01263759	4.367825212
0.01264585	4.368358276
0.01265412	4.378173084
0.01265825	4.390504118
0.01266238	4.413288537
0.01266651	4.455741817
0.01266858	4.491374006
0.01267065	4.545281676
0.01267271	4.633443379
0.01267478	4.804757649
0.01267581	4.962058796
0.01267685	5.221592254
0.01267788	5.651852223
0.0126784	5.968490608
0.01267892	6.375341684
0.01267943	6.88181421
0.01267995	7.529202831
0.01268046	8.313277167
0.01268098	9.283768713
0.01268149	10.41724083
0.01268201	11.76481221
0.01268253	13.30218734
0.01268305	15.01198145
0.01268382	17.78641082
0.01268512	22.64840338
0.01268576	24.81690596
0.01268615	25.9704842
0.0126868	27.50206048
0.01268719	28.13964092
0.01268769	28.607557
0.012688	28.68994252
0.0126887	28.28414531
0.01268942	27.0587167
0.01269003	25.47576183
0.01269052	23.92564686
0.01269126	21.28132689
0.01269274	15.77422491
0.01269323	14.10095795
0.01269372	12.5685822
0.01269421	11.1978833
0.01269471	9.975429886
0.0126952	8.949513685
0.01269569	8.085658088
0.01269618	7.370271179
0.01269668	6.77589717
0.01269717	6.307845339
0.01269766	5.934887645
0.01269864	5.408306746
0.01269962	5.083615074
0.01270061	4.87968196
0.01270258	4.660385808
0.01270455	4.548182393
0.01270651	4.479471251
0.01270848	4.432171831
0.01271242	4.371241442
0.01271636	4.333283461
0.0127203	4.307421155
0.01272817	4.273012341
0.01273605	4.249388982
0.0127518	4.216161602
0.01276755	4.190246017
0.0128148	4.12499134
0.0129093	4.008451683
0.01300379	3.898272882
0.01319279	3.689828507
0.01369677	3.192990342
0.01394876	2.969988487
0.01445274	2.562109713
0.01464174	2.420155207
0.01467324	2.397979156
0.01468111	2.393336725
0.01468505	2.391675715
0.01468899	2.391385356
0.01469095	2.393529355
0.01469193	2.396672997
0.01469292	2.403076666
0.0146939	2.4153192
0.01469489	2.438075619
0.01469587	2.477196855
0.01469686	2.541540065
0.01469784	2.638051648
0.01469883	2.774702555
0.01469981	2.948779493
0.01470227	3.469577305
0.0147035	3.678058575
0.01470449	3.767645676
0.014705	3.779393342
0.01470537	3.772475958
0.01470643	3.683878739
0.01470715	3.573774322
0.01470809	3.389071197
0.01470904	3.181335908
0.01470998	2.980964813
0.01471093	2.803156666
0.01471188	2.660527416
0.01471283	2.554914924
0.01471377	2.48276859
0.01471472	2.435522664
0.01471566	2.406834485
0.01471661	2.389741549
0.01471755	2.379968656
0.0147185	2.374192396
0.0147204	2.368266084
0.01472418	2.3626593
0.01472797	2.358677789
0.01473555	2.35207622
0.01476584	2.329210667
0.01482643	2.285570013
0.01488702	2.24356418
0.01490216	2.234208224
0.01491731	2.227496829
0.01492488	2.227907223
0.01492867	2.231714874
0.01493246	2.244259146
0.01493435	2.263708313
0.01493624	2.319311434
0.01493718	2.379512945
