E(MeV)	mcnp/Pb-208:1
1.00000E-11	46.65444372
1.21224E-11	42.60307939
1.54025E-11	38.10787302
1.98403E-11	33.94679611
2.56287E-11	30.28976745
3.00665E-11	28.26124491
3.61443E-11	26.14271218
4.26081E-11	24.43425994
5.36061E-11	22.31718034
6.15169E-11	21.18598098
7.63739E-11	19.59963028
9.48968E-11	18.22308043
1.24225E-10	16.78518175
1.38117E-10	16.29341271
1.58184E-10	15.72014805
1.99860E-10	14.8674054
2.47711E-10	14.21948634
3.00193E-10	13.73484751
3.86633E-10	13.21429548
4.42202E-10	12.98476393
5.28642E-10	12.72236506
6.15083E-10	12.53312809
7.38569E-10	12.33931027
8.25010E-10	12.23808101
9.97891E-10	12.08817706
1.19547E-09	11.96991313
1.35639E-09	11.8990395
1.35643E-09	11.89902086
1.54123E-09	11.83588186
2.08457E-09	11.71505709
2.38094E-09	11.67238447
2.77609E-09	11.62965293
3.17125E-09	11.59756421
3.96156E-09	11.55257947
4.55430E-09	11.52907858
5.14703E-09	11.51098601
6.33250E-09	11.48495311
7.71555E-09	11.46468393
9.49375E-09	11.44729241
1.06792E-08	11.43891187
1.26550E-08	11.4284297
1.58163E-08	11.41709892
1.81872E-08	11.41118176
2.21388E-08	11.404132
2.53000E-08	11.40007537
3.09338E-08	11.39489706
3.65676E-08	11.39131083
4.78352E-08	11.386668
5.62859E-08	11.38440263
7.03704E-08	11.38183315
8.16380E-08	11.38041345
1.15441E-07	11.37781281
1.60511E-07	11.37604296
1.83046E-07	11.37548339
2.50652E-07	11.37440542
3.40793E-07	11.3736292
3.85863E-07	11.37337598
5.66145E-07	11.37276239
7.46427E-07	11.37244147
9.26708E-07	11.37224305
1.28727E-06	11.37200853
1.82812E-06	11.3718235
2.90981E-06	11.37164634
4.35206E-06	11.37152987
7.23657E-06	11.37140229
1.01211E-05	11.37131586
1.73323E-05	11.3711461
4.04084E-05	11.37068521
9.23296E-05	11.36970161
2.30786E-04	11.36710901
5.53851E-04	11.36107609
1.29229E-03	11.3473054
2.95376E-03	11.31638771
5.90750E-03	11.26163966
1.47687E-02	11.09903751
3.24911E-02	10.78120696
4.13523E-02	10.62636523
4.65214E-02	10.53784567
4.68906E-02	10.53159448
4.70752E-02	10.52847445
4.71213E-02	10.52769716
4.71675E-02	10.52692692
4.71906E-02	10.52655231
4.72021E-02	10.52637396
4.72136E-02	10.52621242
4.72252E-02	10.52609138
4.72310E-02	10.52607289
4.72367E-02	10.52613483
4.72425E-02	10.52641519
4.72454E-02	10.52687208
4.72468E-02	10.52748179
4.72483E-02	10.52906914
4.72490E-02	10.53071267
4.72497E-02	10.53343308
