E(MeV)	Hf-179
8.49469E-05	19.0997
8.49496E-05	19.4886
8.49551E-05	20.2734
8.49605E-05	21.1291
8.49632E-05	21.5611
8.49713E-05	22.9728
8.49713E-05	22.9729
8.49802E-05	24.6598
8.49822E-05	25.0863
8.49890E-05	26.5212
8.49931E-05	27.4631
8.49978E-05	28.5723
8.50039E-05	30.1301
8.50066E-05	30.8279
8.50111E-05	32.0963
8.50154E-05	33.3089
8.50184E-05	34.2122
8.50243E-05	36.0299
8.50256E-05	36.4859
8.50329E-05	38.9323
8.50331E-05	39.0092
8.50401E-05	41.5957
8.50419E-05	42.2673
8.50473E-05	44.4481
8.50507E-05	45.8193
8.50546E-05	47.4978
8.50595E-05	49.6829
8.50618E-05	50.7401
8.50654E-05	52.4423
8.50704E-05	54.9323
8.50745E-05	56.9826
8.50779E-05	58.8197
8.50835E-05	61.8992
8.50853E-05	62.956
8.50925E-05	67.2069
8.50928E-05	67.349
8.51002E-05	72.0631
8.51016E-05	72.9257
8.51100E-05	78.5972
8.51107E-05	79.0603
8.51195E-05	85.4592
8.51197E-05	85.6243
8.51287E-05	92.6257
8.51290E-05	92.8107
8.51378E-05	100.068
8.51385E-05	100.659
8.51480E-05	108.982
8.51486E-05	109.58
8.51575E-05	117.81
8.51595E-05	119.72
8.51670E-05	127.098
8.51704E-05	130.469
8.51765E-05	136.876
8.51848E-05	145.702
8.51880E-05	149.235
8.52011E-05	163.953
8.52016E-05	164.485
8.52151E-05	180.532
8.52174E-05	183.219
8.52287E-05	197.23
8.52481E-05	221.436
8.52490E-05	222.569
8.52825E-05	264.621
8.53042E-05	290.535
8.53060E-05	292.534
8.53219E-05	309.943
8.53223E-05	310.395
8.53368E-05	324.752
8.53404E-05	327.955
8.53504E-05	336.664
8.53567E-05	341.467
8.53639E-05	346.875
8.53712E-05	351.398
8.53761E-05	354.45
8.53838E-05	358.231
8.53878E-05	360.14
8.53968E-05	363.297
8.54005E-05	364.513
8.54099E-05	366.367
8.54128E-05	366.896
8.54197E-05	367.409
8.54240E-05	367.268
8.54316E-05	366.906
8.54374E-05	365.772
8.54461E-05	363.944
8.54504E-05	362.332
8.54611E-05	358.219
8.54629E-05	357.234
8.54761E-05	349.862
8.54770E-05	349.344
8.54906E-05	339.687
8.55068E-05	325.821
8.55249E-05	307.894
8.55258E-05	306.986
8.55430E-05	287.879
8.55466E-05	283.82
8.55611E-05	266.471
8.55702E-05	255.548
8.55901E-05	230.953
8.56149E-05	200.101
8.56326E-05	178.99
8.56407E-05	169.649
8.56480E-05	161.376
8.56588E-05	149.569
8.56624E-05	145.651
8.56769E-05	130.863
8.56769E-05	130.863
8.56877E-05	120.462
8.56950E-05	113.9
8.56986E-05	110.64
8.57067E-05	103.678
8.57085E-05	102.206
8.57158E-05	96.3585
8.57221E-05	91.5176
8.57248E-05	89.4581
8.57339E-05	82.9832
8.57357E-05	81.7648
8.57429E-05	76.9315
8.57492E-05	72.9637
8.57520E-05	71.278
8.57610E-05	66.0207
8.57628E-05	65.0388
8.57701E-05	61.1474
8.57746E-05	58.8676
8.57775E-05	57.4002
8.57863E-05	53.2784
8.57891E-05	52.099
8.57952E-05	49.4768
8.58035E-05	46.1426
8.58040E-05	45.9646
8.58128E-05	42.7494
8.58180E-05	40.9955
8.58216E-05	39.7913
8.58304E-05	37.0809
8.58325E-05	36.5038
8.58393E-05	34.607
8.58470E-05	32.6266
8.58481E-05	32.3394
8.58569E-05	30.2786
8.58614E-05	29.3065
8.58657E-05	28.3966
8.58727E-05	27.0209
8.58759E-05	26.4431
8.58809E-05	25.55
8.58890E-05	24.1994
8.58926E-05	23.6443
8.58971E-05	22.9606
8.59021E-05	22.2654
8.59053E-05	21.8297
8.59134E-05	20.7945
8.59211E-05	19.8902
8.59216E-05	19.8381
8.59297E-05	18.971
8.59378E-05	18.1683
8.59401E-05	17.9615
8.59460E-05	17.4357
8.59541E-05	16.7607
8.59591E-05	16.3776
8.59623E-05	16.139
8.59704E-05	15.5689
8.59781E-05	15.0762
8.59826E-05	14.7939
8.59948E-05	14.1076
8.60040E-05	13.6364
8.60066E-05	13.5124
8.60142E-05	13.1628
8.60244E-05	12.7289
8.60345E-05	12.3265
8.60351E-05	12.306
8.60498E-05	11.7923
8.60651E-05	11.3112
8.60690E-05	11.1978
8.60803E-05	10.8851
8.60956E-05	10.4996
8.61029E-05	10.329
8.61108E-05	10.1519
8.61210E-05	9.93923
8.61414E-05	9.54468
8.61482E-05	9.42483
8.61617E-05	9.19462
8.61838E-05	8.85327
8.61934E-05	8.71688
8.62058E-05	8.54757
8.62279E-05	8.2714
8.62499E-05	8.01567
8.62522E-05	7.99124
8.62720E-05	7.78549
8.62884E-05	7.62637
8.62940E-05	7.57347
8.63234E-05	7.3189
8.63528E-05	7.0845
8.63607E-05	7.02603
8.63822E-05	6.87493
8.64195E-05	6.63359
8.64331E-05	6.55281
8.64534E-05	6.43703
8.64874E-05	6.25821
8.65055E-05	6.16936
8.65213E-05	6.09518
8.65552E-05	5.94684
8.65959E-05	5.78166
8.66004E-05	5.76434
8.66457E-05	5.60506
8.66909E-05	5.45763
8.67316E-05	5.3341
8.67361E-05	5.32124
8.67972E-05	5.16144
8.68548E-05	5.02273
8.68673E-05	4.99496
8.69125E-05	4.9001
8.69702E-05	4.78766
8.70030E-05	4.72788
8.70278E-05	4.68494
8.71047E-05	4.56196
8.71386E-05	4.51188
8.71816E-05	4.45195
8.72585E-05	4.35277
8.73195E-05	4.27952
8.73354E-05	4.26177
8.74190E-05	4.17481
8.75095E-05	4.08784
8.75909E-05	4.01538
8.76000E-05	4.00788
8.76904E-05	3.9387
8.77356E-05	3.90612
8.78520E-05	3.82803
8.79031E-05	3.79716
8.79683E-05	3.76048
8.80847E-05	3.70242
8.82010E-05	3.65145
8.83174E-05	3.60758
8.84233E-05	3.5743
8.84337E-05	3.57129
8.85501E-05	3.54528
8.86664E-05	3.52743
8.87652E-05	3.51925
8.88640E-05	3.51808
8.89627E-05	3.52459
8.89931E-05	3.52919
8.90615E-05	3.5415
8.91603E-05	3.56867
8.92590E-05	3.6065
8.93350E-05	3.64497
8.93578E-05	3.65739
8.94566E-05	3.72518
8.94869E-05	3.75036
8.95325E-05	3.79013
8.96085E-05	3.86704
8.96389E-05	3.9026
8.96845E-05	3.95853
8.97528E-05	4.05463
8.97604E-05	4.06583
8.98364E-05	4.19333
8.98668E-05	4.25139
8.99124E-05	4.34268
8.99732E-05	4.48063
8.99884E-05	4.5168
9.00643E-05	4.72111
9.01175E-05	4.88656
9.01403E-05	4.96384
9.01479E-05	4.99015
9.01707E-05	5.07061
9.02087E-05	5.21663
9.02239E-05	5.27683
9.02543E-05	5.40796
9.02771E-05	5.50899
9.02998E-05	5.61911
9.03302E-05	5.77006
9.03454E-05	5.8524
9.03834E-05	6.06422
9.03910E-05	6.1105
9.04366E-05	6.39642
9.04822E-05	6.71876
9.04898E-05	6.77408
9.05164E-05	6.98642
9.05468E-05	7.23533
9.05506E-05	7.26966
9.05885E-05	7.62223
9.06037E-05	7.76768
9.06265E-05	8.00442
9.06417E-05	8.16662
9.06550E-05	8.3184
9.06797E-05	8.60711
9.06835E-05	8.65469
9.07120E-05	9.02026
9.07177E-05	9.09532
9.07405E-05	9.41692
9.07557E-05	9.6371
9.07690E-05	9.84385
9.07937E-05	10.2383
9.07975E-05	10.3037
9.08260E-05	10.8077
9.08335E-05	10.9461
9.08544E-05	11.3573
9.08734E-05	11.7412
9.08772E-05	11.8244
9.09000E-05	12.3355
9.09133E-05	12.6415
9.09228E-05	12.8786
9.09456E-05	13.4624
9.09532E-05	13.6624
9.09684E-05	14.091
9.09798E-05	14.4215
9.09912E-05	14.7752
9.10140E-05	15.5029
9.10159E-05	15.5654
9.10368E-05	16.303
9.10444E-05	16.5789
9.10558E-05	17.0203
9.10729E-05	17.6998
9.10748E-05	17.7806
9.10938E-05	18.6095
9.11014E-05	18.9506
9.11127E-05	19.4983
9.11298E-05	20.3436
9.11317E-05	20.4445
9.11507E-05	21.4827
9.11583E-05	21.9112
9.11697E-05	22.6014
9.11857E-05	23.5987
9.11887E-05	23.8033
9.12047E-05	24.9088
9.12130E-05	25.505
9.12206E-05	26.0898
9.12366E-05	27.354
9.12404E-05	27.6646
9.12525E-05	28.7253
9.12586E-05	29.273
9.12685E-05	30.2127
9.12768E-05	31.0348
9.12844E-05	31.8257
9.12951E-05	32.9716
9.13004E-05	33.578
9.13118E-05	34.9244
9.13164E-05	35.4926
9.13270E-05	36.865
9.13300E-05	37.2784
9.13422E-05	38.9879
9.13437E-05	39.2137
9.13574E-05	41.3167
9.13711E-05	43.6246
9.13726E-05	43.8912
9.13847E-05	46.1507
9.13878E-05	46.7389
9.13984E-05	48.9251
9.14030E-05	49.9022
9.14121E-05	51.9825
9.14182E-05	53.4226
9.14223E-05	54.4797
9.14318E-05	56.9592
9.14334E-05	57.3711
9.14440E-05	60.4522
9.14485E-05	61.8301
9.14561E-05	64.2691
9.14599E-05	65.5358
9.14653E-05	67.4062
9.14713E-05	69.6158
9.14744E-05	70.783
9.14827E-05	74.1019
9.14835E-05	74.4212
9.14926E-05	78.3833
9.14941E-05	79.0678
9.15017E-05	82.6869
9.15055E-05	84.563
9.15108E-05	87.3438
9.15169E-05	90.6392
9.15200E-05	92.3859
9.15283E-05	97.3586
9.15283E-05	97.3586
9.15363E-05	102.561
9.15397E-05	104.866
9.15443E-05	108.122
9.15507E-05	112.888
9.15522E-05	114.073
9.15602E-05	120.503
9.15610E-05	121.136
9.15682E-05	127.479
9.15712E-05	130.242
9.15762E-05	134.974
9.15815E-05	140.244
9.15842E-05	143.022
9.15917E-05	151.228
9.15921E-05	151.66
9.16001E-05	161.048
9.16020E-05	163.36
9.16081E-05	171.15
9.16123E-05	176.701
9.16172E-05	183.606
9.16225E-05	191.327
9.16263E-05	197.131
9.16328E-05	207.367
9.16354E-05	211.8
9.16430E-05	224.934
9.16446E-05	227.695
9.16533E-05	244.144
9.16537E-05	244.892
9.16616E-05	261.152
9.16628E-05	263.576
9.16715E-05	282.81
9.16719E-05	283.685
9.16810E-05	305.4
9.16814E-05	306.335
9.16894E-05	326.826
9.16913E-05	331.855
9.16977E-05	349.683
9.17012E-05	359.406
9.17061E-05	374.029
9.17110E-05	389.077
9.17144E-05	399.912
9.17209E-05	420.955
9.17228E-05	427.383
9.17308E-05	455.112
9.17312E-05	456.488
9.17433E-05	501.961
9.17437E-05	503.443
9.17547E-05	547.914
9.17650E-05	592.178
9.17661E-05	597.233
9.17752E-05	639.083
9.17775E-05	649.865
9.17889E-05	705.784
9.17927E-05	725.019
9.18026E-05	776.663
9.18033E-05	780.743
9.18147E-05	843.616
9.18170E-05	856.541
9.18330E-05	949.965
9.18375E-05	977.389
9.18512E-05	1062.36
9.18634E-05	1139.65
9.18778E-05	1233.16
9.19181E-05	1496.42
9.19302E-05	1573.7
9.19439E-05	1658.16
9.19530E-05	1711.64
9.19667E-05	1788.43
9.19743E-05	1828.09
9.19872E-05	1891.35
9.19939E-05	1921.57
9.20003E-05	1948.11
9.20117E-05	1990.8
9.20189E-05	2015.19
9.20299E-05	2046.28
9.20354E-05	2059.75
9.20426E-05	2073.9
9.20530E-05	2090.53
9.20554E-05	2093.1
9.20696E-05	2102.62
9.20718E-05	2102.88
9.20796E-05	2101.25
9.20870E-05	2097.39
9.20943E-05	2089.96
9.21010E-05	2080.31
9.21113E-05	2060.9
9.21151E-05	2052.3
9.21241E-05	2027.74
9.21338E-05	1998.07
9.21369E-05	1987.49
9.21475E-05	1947.26
9.21505E-05	1934.77
9.21612E-05	1888.07
9.21642E-05	1873.81
9.21764E-05	1813.59
9.21794E-05	1797.73
9.21916E-05	1731.44
9.21946E-05	1714.17
9.22098E-05	1624.67
9.22143E-05	1596.85
9.22440E-05	1410.28
9.22463E-05	1395.84
9.22842E-05	1153.09
9.22903E-05	1115.18
9.23048E-05	1027.05
9.23131E-05	977.578
9.23253E-05	907.309
9.23283E-05	890.342
9.23405E-05	824.114
9.23435E-05	808.127
9.23557E-05	745.967
9.23583E-05	732.829
9.23671E-05	691.016
9.23731E-05	662.853
9.23784E-05	639.061
9.23879E-05	598.131
9.23914E-05	583.949
9.24020E-05	541.506
9.24028E-05	538.581
9.24126E-05	501.878
9.24126E-05	501.877
9.24233E-05	465.117
9.24259E-05	456.282
9.24339E-05	430.743
9.24362E-05	423.739
9.24445E-05	398.909
9.24464E-05	393.498
9.24552E-05	369.469
9.24567E-05	365.467
9.24658E-05	342.311
9.24670E-05	339.547
9.24772E-05	315.581
9.24863E-05	295.958
9.24875E-05	293.6
9.24954E-05	277.731
9.24977E-05	273.376
9.25046E-05	260.82
9.25080E-05	254.795
9.25137E-05	245.148
9.25182E-05	237.746
9.25228E-05	230.638
9.25285E-05	222.12
9.25319E-05	217.221
9.25395E-05	206.79
9.25410E-05	204.794
9.25501E-05	193.33
9.25509E-05	192.414
9.25593E-05	182.8
9.25623E-05	179.449
9.25684E-05	173.053
9.25737E-05	167.718
9.25798E-05	161.898
9.25851E-05	157.068
9.25912E-05	151.799
9.25965E-05	147.425
9.26026E-05	142.652
9.26079E-05	138.688
9.26140E-05	134.361
9.26193E-05	130.764
9.26254E-05	126.835
9.26307E-05	123.567
9.26368E-05	120.021
9.26459E-05	114.96
9.26481E-05	113.761
9.26588E-05	108.434
9.26595E-05	108.073
9.26709E-05	102.916
9.26747E-05	101.273
9.26823E-05	98.1747
9.26907E-05	94.9228
9.26949E-05	93.3853
9.27067E-05	89.273
9.27097E-05	88.2671
9.27226E-05	84.2198
9.27245E-05	83.6543
9.27386E-05	79.6845
9.27393E-05	79.4817
9.27541E-05	75.7234
9.27598E-05	74.3435
9.27689E-05	72.2718
9.27811E-05	69.6317
9.27838E-05	69.0873
9.27986E-05	66.1847
9.28024E-05	65.4743
9.28183E-05	62.6579
9.28236E-05	61.7658
9.28381E-05	59.4784
9.28470E-05	58.1344
9.28601E-05	56.2693
9.28704E-05	54.8676
9.28723E-05	54.6193
9.28859E-05	52.9032
9.28966E-05	51.6338
9.29171E-05	49.3106
9.29209E-05	48.907
9.29452E-05	46.45
9.29482E-05	46.1565
9.29695E-05	44.2265
9.29794E-05	43.3689
9.29938E-05	42.1869
9.30105E-05	40.8753
9.30181E-05	40.3112
9.30417E-05	38.6331
9.30424E-05	38.5817
9.30728E-05	36.6169
9.31032E-05	34.8447
9.31108E-05	34.4206
9.31336E-05	33.2229
9.31488E-05	32.4575
9.31640E-05	31.7348
9.31868E-05	30.6942
9.31944E-05	30.3658
9.32248E-05	29.1034
9.32552E-05	27.9648
9.32818E-05	27.004
9.32856E-05	26.8766
9.33235E-05	25.6531
9.33387E-05	25.1834
9.33615E-05	24.5287
9.33976E-05	23.5332
9.33995E-05	23.4845
9.34375E-05	22.5472
9.34603E-05	22.0052
9.34755E-05	21.6687
9.35135E-05	20.8577
9.35230E-05	20.6632
9.35705E-05	19.7561
9.35856E-05	19.4783
9.36160E-05	18.9581
9.36483E-05	18.4274
9.36692E-05	18.1048
9.37110E-05	17.4864
9.37224E-05	17.3284
9.37756E-05	16.6209
9.37870E-05	16.4748
9.38288E-05	15.9758
9.38629E-05	15.5822
9.38819E-05	15.3775
9.39351E-05	14.8248
9.39389E-05	14.7866
9.39883E-05	14.3213
9.40149E-05	14.0796
9.40529E-05	13.7596
9.41288E-05	13.1459
9.42048E-05	12.6073
9.42428E-05	12.3486
9.42808E-05	12.1109
9.43568E-05	11.654
9.43606E-05	11.6319
9.44327E-05	11.2477
9.44859E-05	10.9745
9.45087E-05	10.8667
9.45847E-05	10.52
9.46113E-05	10.4031
9.46834E-05	10.1104
9.47366E-05	9.90329
9.47746E-05	9.76785
9.48658E-05	9.45506
9.49038E-05	9.32993
9.49873E-05	9.07955
9.50591E-05	8.87436
9.51089E-05	8.74321
9.52025E-05	8.50783
9.52304E-05	8.44404
9.53520E-05	8.17909
9.54177E-05	8.04206
9.54736E-05	7.93842
9.55951E-05	7.72325
9.56329E-05	7.65947
9.57285E-05	7.51626
9.58481E-05	7.34657
9.58619E-05	7.32922
9.59508E-05	7.22303
9.60633E-05	7.09677
9.61235E-05	7.03743
9.62501E-05	6.9243
9.62962E-05	6.8892
9.64688E-05	6.77335
9.64803E-05	6.7667
9.66415E-05	6.69615
9.67106E-05	6.67268
9.68142E-05	6.65228
9.69408E-05	6.64074
9.69868E-05	6.64291
9.71020E-05	6.65937
9.71250E-05	6.66459
9.72171E-05	6.69901
9.73322E-05	6.75253
9.74473E-05	6.83464
9.74703E-05	6.85361
9.75624E-05	6.94213
9.76084E-05	6.99207
9.76775E-05	7.07692
9.77236E-05	7.13986
9.77926E-05	7.24464
9.78387E-05	7.32132
9.78962E-05	7.42709
9.79538E-05	7.54197
9.79998E-05	7.64308
9.80689E-05	7.80709
9.81034E-05	7.89718
9.81840E-05	8.12371
9.82070E-05	8.19478
9.82991E-05	8.50034
9.83106E-05	8.54178
9.83855E-05	8.83093
9.84143E-05	8.95019
9.84718E-05	9.20628
9.85179E-05	9.42622
9.85610E-05	9.64564
9.85955E-05	9.83501
9.86560E-05	10.1853
9.86790E-05	10.3279
9.87193E-05	10.5926
9.87653E-05	10.9118
9.87826E-05	11.0391
9.88459E-05	11.5319
9.88517E-05	11.5793
9.89092E-05	12.0831
9.89380E-05	12.35
9.89726E-05	12.6906
9.90243E-05	13.2323
9.90359E-05	13.3592
9.90819E-05	13.8947
9.90877E-05	13.9651
9.91395E-05	14.6311
9.91596E-05	14.9039
9.91913E-05	15.3582
9.92373E-05	16.0544
9.92431E-05	16.1459
9.92891E-05	16.9177
9.92949E-05	17.0183
9.93409E-05	17.8675
9.93467E-05	17.9782
9.93927E-05	18.9147
9.93985E-05	19.0369
9.94445E-05	20.072
9.94503E-05	20.2072
9.94906E-05	21.204
9.94963E-05	21.3535
9.95309E-05	22.2862
9.95395E-05	22.5312
9.95711E-05	23.4629
9.95827E-05	23.8193
9.96114E-05	24.7443
9.96258E-05	25.2313
9.96517E-05	26.1423
9.96690E-05	26.7829
9.96920E-05	27.6711
9.97122E-05	28.4919
9.97323E-05	29.3467
9.97553E-05	30.3798
9.97726E-05	31.1876
9.97985E-05	32.4623
9.98037E-05	32.7285
9.98348E-05	34.3993
9.98417E-05	34.7887
9.98658E-05	36.215
9.98891E-05	37.6583
9.98969E-05	38.1642
9.99280E-05	40.2889
9.99366E-05	40.9104
9.99591E-05	42.5953
9.99683E-05	43.324
9.99902E-05	45.1158
9.99999E-05	45.9622
1.00021E-04	47.8712
1.00032E-04	48.8482
1.00047E-04	50.3123
1.00063E-04	52.0231
1.00072E-04	52.9427
1.00095E-04	55.5138
1.00097E-04	55.782
1.00123E-04	58.8776
1.00129E-04	59.7664
1.00148E-04	62.2425
1.00164E-04	64.5257
1.00173E-04	65.8921
1.00199E-04	69.856
1.00222E-04	73.8198
1.00224E-04	74.2296
1.00245E-04	78.114
1.00265E-04	82.3321
1.00268E-04	82.8252
1.00286E-04	86.9078
1.00291E-04	87.9833
1.00307E-04	91.8838
1.00314E-04	93.6486
1.00327E-04	97.3106
1.00337E-04	99.8926
1.00348E-04	103.246
1.00360E-04	106.8
1.00369E-04	109.76
1.00383E-04	114.475
1.00390E-04	116.933
1.00406E-04	123.017
1.00408E-04	123.926
1.00426E-04	131.621
1.00429E-04	132.644
1.00445E-04	140.085
1.00446E-04	140.651
1.00463E-04	149.444
1.00482E-04	159.843
1.00496E-04	168.458
1.00500E-04	171.486
1.00509E-04	177.798
1.00519E-04	184.462
1.00523E-04	187.922
1.00532E-04	195.236
1.00537E-04	199.017
1.00546E-04	207.064
1.00553E-04	213.308
1.00560E-04	219.937
1.00565E-04	225.085
1.00574E-04	234.126
1.00577E-04	237.875
1.00588E-04	249.734
1.00589E-04	251.785
1.00601E-04	266.932
1.00601E-04	266.933
1.00611E-04	279.507
1.00613E-04	283.57
1.00626E-04	301.604
1.00626E-04	301.606
1.00637E-04	319.967
1.00638E-04	321.426
1.00648E-04	339.932
1.00650E-04	343.115
1.00659E-04	361.648
1.00662E-04	366.863
1.00670E-04	385.195
1.00672E-04	388.979
1.00682E-04	410.959
1.00685E-04	418.516
1.00693E-04	438.955
1.00698E-04	450.996
1.00704E-04	469.388
1.00710E-04	486.691
1.00715E-04	502.449
1.00723E-04	525.894
1.00727E-04	538.339
1.00736E-04	568.828
1.00736E-04	570.918
1.00748E-04	613.801
1.00748E-04	616.009
1.00759E-04	660.464
1.00761E-04	667.69
1.00771E-04	710.907
1.00772E-04	718.757
1.00782E-04	765.388
1.00783E-04	768.211
1.00793E-04	821.266
1.00794E-04	824.348
1.00803E-04	878.085
1.00805E-04	887.982
1.00814E-04	938.735
1.00817E-04	956.357
1.00824E-04	1003.3
1.00828E-04	1025.84
1.00835E-04	1072.17
1.00843E-04	1132.89
1.00850E-04	1182.96
1.00859E-04	1248.79
1.00864E-04	1289.42
1.00874E-04	1374.36
1.00878E-04	1403.42
1.00890E-04	1509.38
1.00891E-04	1524.88
1.00905E-04	1653.62
1.00921E-04	1813.18
1.00924E-04	1836.5
1.00944E-04	2055.02
1.00946E-04	2067.64
1.00972E-04	2364.19
1.00976E-04	2410.55
1.01032E-04	3059.83
1.01040E-04	3152.12
1.01055E-04	3318.46
1.01061E-04	3380.85
1.01077E-04	3548.24
1.01080E-04	3582.82
1.01098E-04	3745.62
1.01099E-04	3755.95
1.01117E-04	3908.29
1.01136E-04	4036.02
1.01150E-04	4118.55
1.01167E-04	4188.73
1.01185E-04	4236.91
1.01199E-04	4249.42
1.01205E-04	4251.52
1.01215E-04	4246.23
1.01233E-04	4209.55
1.01250E-04	4149.48
1.01264E-04	4075.64
1.01283E-04	3958.26
1.01302E-04	3806.19
1.01323E-04	3619.08
1.01345E-04	3398.5
1.01368E-04	3147.12
1.01380E-04	3017.36
1.01430E-04	2439.93
1.01439E-04	2336.36
1.01454E-04	2172.96
1.01467E-04	2037.47
1.01479E-04	1918.79
1.01485E-04	1849.35
1.01499E-04	1715.72
1.01504E-04	1672.2
1.01513E-04	1588.56
1.01518E-04	1542.48
1.01527E-04	1468.76
1.01534E-04	1411.12
1.01541E-04	1356.09
1.01549E-04	1288.97
1.01555E-04	1250.66
1.01565E-04	1176.05
1.01568E-04	1152.48
1.01580E-04	1075.88
1.01580E-04	1072.15
1.01591E-04	1005.05
1.01596E-04	977.489
1.01603E-04	938.335
1.01609E-04	906.539
1.01614E-04	876.313
1.01621E-04	840.992
1.01626E-04	818.635
1.01634E-04	780.575
1.01637E-04	765.11
1.01647E-04	725.015
1.01649E-04	715.52
1.01659E-04	674.011
1.01660E-04	669.648
1.01671E-04	631.451
1.01672E-04	627.317
1.01681E-04	596.066
1.01685E-04	584.6
1.01688E-04	573.775
1.01697E-04	545.665
1.01702E-04	532.43
1.01711E-04	506.893
1.01716E-04	494.913
1.01725E-04	471.789
1.01730E-04	460.941
1.01739E-04	440.006
1.01743E-04	430.185
1.01753E-04	411.227
1.01757E-04	402.329
1.01766E-04	385.15
1.01771E-04	377.086
1.01780E-04	361.506
1.01785E-04	354.184
1.01794E-04	340.04
1.01799E-04	333.388
1.01808E-04	320.527
1.01812E-04	314.471
1.01822E-04	302.758
1.01826E-04	297.237
1.01835E-04	286.548
1.01840E-04	281.515
1.01850E-04	270.547
1.01854E-04	267.122
1.01868E-04	253.845
1.01868E-04	253.844
1.01881E-04	241.812
1.01885E-04	238.9
1.01900E-04	227.106
1.01902E-04	225.354
1.01918E-04	213.875
1.01919E-04	213.081
1.01936E-04	202.656
1.01937E-04	201.934
1.01953E-04	192.511
1.01960E-04	188.593
1.01970E-04	183.146
1.01983E-04	176.684
1.01987E-04	174.497
1.02006E-04	166.036
1.02010E-04	164.061
1.02029E-04	156.444
1.02033E-04	154.666
1.02054E-04	146.939
1.02056E-04	146.137
1.02079E-04	138.384
1.02079E-04	138.383
1.02102E-04	131.351
1.02105E-04	130.668
1.02125E-04	125.061
1.02130E-04	123.658
1.02147E-04	119.262
1.02155E-04	117.273
1.02177E-04	112.184
1.02181E-04	111.407
1.02207E-04	105.858
1.02219E-04	103.522
1.02237E-04	100.054
1.02250E-04	97.6383
1.02267E-04	94.7999
1.02288E-04	91.2884
1.02297E-04	89.9653
1.02326E-04	85.5999
1.02327E-04	85.5201
1.02363E-04	80.7262
1.02364E-04	80.501
1.02394E-04	76.9266
1.02402E-04	75.9038
1.02425E-04	73.4117
1.02440E-04	71.7398
1.02466E-04	69.1213
1.02478E-04	67.9417
1.02508E-04	65.2433
1.02516E-04	64.4765
1.02549E-04	61.734
1.02558E-04	60.9902
1.02591E-04	58.5471
1.02604E-04	57.5359
1.02632E-04	55.6372
1.02650E-04	54.4162
1.02673E-04	52.9782
1.02696E-04	51.5899
1.02709E-04	50.8956
1.02744E-04	48.9741
1.02766E-04	47.854
1.02780E-04	47.1761
1.02815E-04	45.5326
1.02835E-04	44.658
1.02850E-04	44.0123
1.02886E-04	42.636
1.02899E-04	42.1449
1.02904E-04	41.9748
1.02930E-04	41.1164
1.02956E-04	40.323
1.02977E-04	39.7668
1.02979E-04	39.7213
1.03001E-04	39.2362
1.03024E-04	38.8487
1.03041E-04	38.6367
1.03058E-04	38.5066
1.03075E-04	38.475
1.03075E-04	38.4753
1.03092E-04	38.5965
1.03103E-04	38.7554
1.03114E-04	38.986
1.03126E-04	39.2979
1.03137E-04	39.7018
1.03137E-04	39.7018
1.03150E-04	40.3533
1.03164E-04	41.173
1.03172E-04	41.8252
1.03174E-04	41.9822
1.03181E-04	42.5951
1.03190E-04	43.4739
1.03199E-04	44.4648
1.03203E-04	44.8748
1.03208E-04	45.6025
1.03217E-04	46.8872
1.03226E-04	48.3152
1.03231E-04	49.1483
1.03235E-04	49.9195
1.03244E-04	51.7145
1.03249E-04	52.9614
1.03253E-04	53.7045
1.03262E-04	55.9137
1.03265E-04	56.9303
1.03271E-04	58.3555
1.03279E-04	61.0353
1.03281E-04	61.6531
1.03290E-04	64.5639
1.03297E-04	67.2415
1.03301E-04	68.4745
1.03311E-04	72.8057
1.03313E-04	73.7496
1.03322E-04	77.5867
1.03325E-04	79.3214
1.03332E-04	82.8393
1.03337E-04	85.5002
1.03343E-04	88.5832
1.03349E-04	92.3171
1.03353E-04	94.8397
1.03361E-04	99.7982
1.03364E-04	101.625
1.03373E-04	107.967
1.03375E-04	108.956
1.03385E-04	116.846
1.03386E-04	117.964
1.03397E-04	126.281
1.03401E-04	129.508
1.03411E-04	138.507
1.03415E-04	141.995
1.03425E-04	151.717
1.03429E-04	155.456
1.03439E-04	165.872
1.03443E-04	169.874
1.03456E-04	184.306
1.03458E-04	186.097
1.03468E-04	197.978
1.03480E-04	212.17
1.03484E-04	216.737
1.03500E-04	236.36
1.03516E-04	256.176
1.03520E-04	260.882
1.03535E-04	279.7
1.03548E-04	296.309
1.03561E-04	312.239
1.03570E-04	323.667
1.03593E-04	349.158
1.03612E-04	368.323
1.03613E-04	369.179
1.03626E-04	381.029
1.03636E-04	389.241
1.03640E-04	392.171
1.03656E-04	402.562
1.03657E-04	403.155
1.03673E-04	410.969
1.03675E-04	411.727
1.03688E-04	415.727
1.03695E-04	417.119
1.03699E-04	417.719
1.03714E-04	418.163
1.03714E-04	418.168
1.03724E-04	417.05
1.03730E-04	415.644
1.03739E-04	413.209
1.03747E-04	410.158
1.03756E-04	406.086
1.03766E-04	400.78
1.03770E-04	398.026
1.03775E-04	394.73
1.03786E-04	386.612
1.03790E-04	383.479
1.03804E-04	371.423
1.03805E-04	370.523
1.03824E-04	352.068
1.03843E-04	331.476
1.03849E-04	324.139
1.03861E-04	309.739
1.03889E-04	277.095
1.03914E-04	246.313
1.03916E-04	244.018
1.03936E-04	220.74
1.03955E-04	198.521
1.03969E-04	183.443
