E(MeV)	Hf-179
1.66814E-04	11.5088
1.66844E-04	11.1874
1.66845E-04	11.1806
1.66874E-04	10.9036
1.66915E-04	10.5461
1.66925E-04	10.4559
1.66955E-04	10.2284
1.66995E-04	9.93473
1.67006E-04	9.86018
1.67036E-04	9.67088
1.67076E-04	9.42492
1.67087E-04	9.36215
1.67116E-04	9.20368
1.67157E-04	8.99684
1.67194E-04	8.81251
1.67210E-04	8.74062
1.67264E-04	8.51325
1.67312E-04	8.31805
1.67318E-04	8.29833
1.67372E-04	8.11011
1.67425E-04	7.92972
1.67441E-04	7.87765
1.67479E-04	7.76712
1.67554E-04	7.55595
1.67570E-04	7.51277
1.67627E-04	7.37441
1.67699E-04	7.20431
1.67772E-04	7.05495
1.67845E-04	6.91136
1.67854E-04	6.89416
1.67941E-04	6.7432
1.68033E-04	6.59253
1.68038E-04	6.58493
1.68135E-04	6.44671
1.68212E-04	6.34036
1.68232E-04	6.31671
1.68364E-04	6.16105
1.68481E-04	6.03029
1.68491E-04	6.02086
1.68617E-04	5.90084
1.68718E-04	5.80942
1.68744E-04	5.78875
1.68871E-04	5.6921
1.68955E-04	5.63
1.69073E-04	5.54651
1.69123E-04	5.51675
1.69290E-04	5.42194
1.69428E-04	5.34883
1.69458E-04	5.33577
1.69626E-04	5.26767
1.69793E-04	5.20549
1.69803E-04	5.2022
1.69968E-04	5.16171
1.70145E-04	5.12517
1.70178E-04	5.11985
1.70323E-04	5.10804
1.70428E-04	5.10461
1.70500E-04	5.10835
1.70678E-04	5.12732
1.70724E-04	5.13462
1.70796E-04	5.15287
1.70915E-04	5.18821
1.70921E-04	5.19051
1.71033E-04	5.24017
1.71119E-04	5.28305
1.71151E-04	5.30234
1.71217E-04	5.34515
1.71270E-04	5.38466
1.71388E-04	5.48217
1.71405E-04	5.49707
1.71507E-04	5.60273
1.71530E-04	5.62877
1.71625E-04	5.74869
1.71655E-04	5.78912
1.71743E-04	5.92379
1.71780E-04	5.98251
1.71829E-04	6.0715
1.71904E-04	6.21557
1.71914E-04	6.23651
1.72000E-04	6.42771
1.72029E-04	6.49764
1.72085E-04	6.64257
1.72123E-04	6.74602
1.72171E-04	6.88762
1.72217E-04	7.03183
1.72256E-04	7.16661
1.72315E-04	7.37977
1.72342E-04	7.48359
1.72414E-04	7.78448
1.72427E-04	7.84362
1.72480E-04	8.09145
1.72493E-04	8.15751
1.72546E-04	8.43279
1.72559E-04	8.50626
1.72611E-04	8.81255
1.72625E-04	8.89443
1.72677E-04	9.23588
1.72690E-04	9.32731
1.72743E-04	9.7088
1.72756E-04	9.81076
1.72802E-04	10.1833
1.72822E-04	10.3536
1.72861E-04	10.7096
1.72888E-04	10.9632
1.72920E-04	11.2948
1.72953E-04	11.6497
1.72980E-04	11.9452
1.73003E-04	12.2226
1.73039E-04	12.6739
1.73052E-04	12.8505
1.73098E-04	13.4904
1.73101E-04	13.5392
1.73142E-04	14.1715
1.73151E-04	14.3056
1.73187E-04	14.9174
1.73200E-04	15.1544
1.73236E-04	15.831
1.73249E-04	16.0926
1.73276E-04	16.6364
1.73299E-04	17.1396
1.73315E-04	17.5137
1.73348E-04	18.3059
1.73355E-04	18.4704
1.73387E-04	19.3246
1.73394E-04	19.523
1.73426E-04	20.4423
1.73433E-04	20.6801
1.73464E-04	21.6718
1.73473E-04	21.956
1.73503E-04	23.0285
1.73512E-04	23.3669
1.73542E-04	24.5261
1.73548E-04	24.7667
1.73579E-04	26.1275
1.73581E-04	26.1876
1.73611E-04	27.6225
1.73620E-04	28.0532
1.73643E-04	29.2583
1.73658E-04	30.1375
1.73674E-04	31.0536
1.73698E-04	32.5181
1.73706E-04	33.0281
1.73737E-04	35.2066
1.73764E-04	37.2261
1.73769E-04	37.6429
1.73790E-04	39.4263
1.73796E-04	40.0019
1.73816E-04	41.837
1.73820E-04	42.2166
1.73843E-04	44.4966
1.73844E-04	44.6355
1.73868E-04	47.2914
1.73869E-04	47.4487
1.73891E-04	50.219
1.73895E-04	50.7419
1.73915E-04	53.4528
1.73921E-04	54.4217
1.73939E-04	57.039
1.73948E-04	58.54
1.73956E-04	59.9832
1.73967E-04	61.9788
1.73974E-04	63.1901
1.73987E-04	65.7703
1.73995E-04	67.3694
1.74007E-04	69.9439
1.74016E-04	72.0135
1.74027E-04	74.5348
1.74032E-04	75.8396
1.74046E-04	79.6343
1.74048E-04	79.9918
1.74063E-04	84.534
1.74066E-04	85.3376
1.74079E-04	89.4949
1.74085E-04	91.2621
1.74095E-04	94.9085
1.74100E-04	96.8482
1.74111E-04	100.843
1.74116E-04	102.97
1.74127E-04	107.353
1.74132E-04	109.69
1.74142E-04	114.505
1.74148E-04	117.063
1.74156E-04	121.348
1.74163E-04	125.187
1.74170E-04	128.786
1.74179E-04	134.122
1.74184E-04	136.874
1.74195E-04	143.953
1.74198E-04	145.671
1.74211E-04	154.772
1.74211E-04	155.242
1.74225E-04	165.686
1.74227E-04	166.74
1.74239E-04	177.067
1.74242E-04	179.946
1.74253E-04	189.42
1.74256E-04	191.929
1.74267E-04	202.892
1.74271E-04	207.671
1.74281E-04	217.519
1.74287E-04	224.891
1.74290E-04	227.929
1.74303E-04	243.863
1.74304E-04	245.504
1.74319E-04	264.619
1.74333E-04	285.435
1.74334E-04	287.439
1.74348E-04	308.008
1.74350E-04	312.356
1.74362E-04	332.44
1.74366E-04	339.503
1.74377E-04	358.809
1.74380E-04	366.434
1.74391E-04	387.217
1.74394E-04	392.681
1.74405E-04	417.767
1.74407E-04	420.711
1.74420E-04	450.705
1.74423E-04	458.389
1.74440E-04	499.005
1.74441E-04	502.346
1.74459E-04	549.867
1.74459E-04	551.719
1.74476E-04	601.037
1.74479E-04	608.989
1.74494E-04	655.791
1.74500E-04	674.997
1.74516E-04	727.335
1.74521E-04	745.602
1.74537E-04	801.465
1.74542E-04	820.924
1.74563E-04	900.267
1.74572E-04	936.44
1.74592E-04	1015.39
1.74609E-04	1086.18
1.74632E-04	1179.68
1.74680E-04	1385.4
1.74691E-04	1429.21
1.74721E-04	1550.52
1.74729E-04	1581.32
1.74747E-04	1649.14
1.74753E-04	1667.92
1.74771E-04	1729.59
1.74774E-04	1738.05
1.74795E-04	1800.45
1.74816E-04	1853.71
1.74837E-04	1896.97
1.74856E-04	1926.65
1.74873E-04	1945.26
1.74891E-04	1956.9
1.74899E-04	1958.44
1.74909E-04	1959.17
1.74917E-04	1957.19
1.74927E-04	1952.64
1.74938E-04	1944.11
1.74951E-04	1931.79
1.74957E-04	1923.04
1.74974E-04	1897.31
1.74995E-04	1854.41
1.75017E-04	1798.1
1.75041E-04	1727.81
1.75066E-04	1643.56
1.75092E-04	1546.04
1.75131E-04	1391.06
1.75134E-04	1377.58
1.75200E-04	1106
1.75205E-04	1084.54
1.75228E-04	995.797
1.75237E-04	959.865
1.75258E-04	880.751
1.75264E-04	856.556
1.75284E-04	787.195
1.75291E-04	764.574
1.75305E-04	717.068
1.75310E-04	700.12
1.75321E-04	667.72
1.75330E-04	639.933
1.75341E-04	609.715
1.75350E-04	583.906
1.75360E-04	556.006
1.75371E-04	528.823
1.75380E-04	506.283
1.75387E-04	490.548
1.75393E-04	475.562
1.75402E-04	454.979
1.75406E-04	446.592
1.75418E-04	421.931
1.75420E-04	419.331
1.75434E-04	391.342
1.75450E-04	363.115
1.75466E-04	337.114
1.75481E-04	313.21
1.75481E-04	313.208
1.75495E-04	294.84
1.75497E-04	291.361
1.75510E-04	274.445
1.75513E-04	271.259
1.75526E-04	255.781
1.75529E-04	252.867
1.75542E-04	238.719
1.75544E-04	236.059
1.75558E-04	223.107
1.75558E-04	223.106
1.75573E-04	208.887
1.75573E-04	208.886
1.75589E-04	195.909
1.75605E-04	184.068
1.75605E-04	184.068
1.75621E-04	173.261
1.75637E-04	163.393
1.75652E-04	154.376
1.75652E-04	154.375
1.75668E-04	146.17
1.75671E-04	144.838
1.75684E-04	138.654
1.75690E-04	135.642
1.75700E-04	131.73
1.75710E-04	127.375
1.75715E-04	125.35
1.75730E-04	119.935
1.75734E-04	118.559
1.75750E-04	113.222
1.75754E-04	111.976
1.75769E-04	107.144
1.75773E-04	106.014
1.75789E-04	101.626
1.75793E-04	100.608
1.75813E-04	95.6646
1.75815E-04	95.0229
1.75833E-04	91.1855
1.75842E-04	89.1722
1.75852E-04	87.0471
1.75868E-04	83.9517
1.75879E-04	82.0418
1.75896E-04	79.0368
1.75905E-04	77.5364
1.75923E-04	74.627
1.75931E-04	73.4667
1.75951E-04	70.6549
1.75961E-04	69.3423
1.75979E-04	67.0529
1.75990E-04	65.6385
1.76015E-04	62.7411
1.76020E-04	62.2495
1.76050E-04	59.1809
1.76052E-04	58.9152
1.76079E-04	56.401
1.76089E-04	55.5044
1.76109E-04	53.8419
1.76126E-04	52.4422
1.76148E-04	50.7394
1.76163E-04	49.6722
1.76188E-04	47.9661
1.76209E-04	46.5732
1.76227E-04	45.4504
1.76255E-04	43.8131
1.76261E-04	43.4886
1.76301E-04	41.351
1.76302E-04	41.286
1.76344E-04	39.2999
1.76347E-04	39.1469
1.76385E-04	37.4969
1.76393E-04	37.1655
1.76426E-04	35.853
1.76439E-04	35.3787
1.76468E-04	34.3526
1.76485E-04	33.765
1.76509E-04	32.9936
1.76551E-04	31.7235
1.76552E-04	31.6747
1.76592E-04	30.6005
1.76616E-04	29.9681
1.76634E-04	29.5612
1.76675E-04	28.6175
1.76681E-04	28.4957
1.76710E-04	27.9069
1.76732E-04	27.498
1.76745E-04	27.2585
1.76774E-04	26.7697
1.76806E-04	26.2773
1.76809E-04	26.2431
1.76838E-04	25.8685
1.76871E-04	25.5059
1.76873E-04	25.4835
1.76903E-04	25.2402
1.76935E-04	25.0385
1.76935E-04	25.0363
1.76959E-04	24.9718
1.76982E-04	24.9564
1.76983E-04	24.9573
1.77007E-04	25.0426
1.77029E-04	25.1864
1.77031E-04	25.2049
1.77050E-04	25.4315
1.77060E-04	25.5799
1.77070E-04	25.745
1.77089E-04	26.1579
1.77091E-04	26.2201
1.77108E-04	26.7103
1.77121E-04	27.1438
1.77123E-04	27.198
1.77134E-04	27.6676
1.77147E-04	28.2447
1.77147E-04	28.2588
1.77160E-04	28.9618
1.77171E-04	29.6206
1.77173E-04	29.7504
1.77186E-04	30.6704
1.77195E-04	31.3928
1.77198E-04	31.7027
1.77211E-04	32.8818
1.77213E-04	33.0259
1.77224E-04	34.23
1.77231E-04	34.9887
1.77237E-04	35.7472
1.77248E-04	37.1297
1.77249E-04	37.2904
1.77258E-04	38.6734
1.77267E-04	40.0222
1.77269E-04	40.3508
1.77279E-04	42.2088
1.77285E-04	43.2299
1.77290E-04	44.2305
1.77297E-04	45.6552
1.77300E-04	46.4482
1.77309E-04	48.3341
1.77311E-04	48.8694
1.77322E-04	51.5045
1.77322E-04	51.6562
1.77332E-04	54.3891
1.77337E-04	55.7991
1.77343E-04	57.51
1.77352E-04	60.4122
1.77353E-04	60.88
1.77364E-04	64.5415
1.77367E-04	65.5884
1.77374E-04	68.4975
1.77382E-04	71.3405
1.77385E-04	72.745
1.77396E-04	77.3065
1.77396E-04	77.6965
1.77406E-04	82.2295
1.77411E-04	84.7636
1.77419E-04	88.5212
1.77426E-04	92.4959
1.77431E-04	95.315
1.77439E-04	99.9418
1.77444E-04	102.641
1.77451E-04	106.902
1.77456E-04	110.52
1.77462E-04	114.318
1.77469E-04	118.958
1.77474E-04	122.198
1.77482E-04	127.99
1.77491E-04	134.906
1.77494E-04	137.563
1.77508E-04	148.728
1.77512E-04	152.058
1.77525E-04	163.556
1.77527E-04	165.598
1.77542E-04	179.436
1.77543E-04	179.979
1.77559E-04	196.408
1.77563E-04	200.442
1.77576E-04	214.272
1.77584E-04	222.227
1.77599E-04	239.426
1.77613E-04	254.98
1.77625E-04	269.069
1.77653E-04	302.437
1.77659E-04	309.958
1.77703E-04	362.958
1.77719E-04	381.473
1.77734E-04	398.44
1.77749E-04	414.395
1.77761E-04	426.442
1.77767E-04	433.116
1.77783E-04	448.264
1.77795E-04	458.084
1.77804E-04	465.606
1.77818E-04	475.503
1.77827E-04	481.756
1.77838E-04	488.293
1.77847E-04	493.181
1.77856E-04	496.854
1.77867E-04	501.018
1.77879E-04	504.34
1.77885E-04	505.638
1.77900E-04	507.362
1.77902E-04	507.414
1.77918E-04	506.974
1.77923E-04	506.451
1.77926E-04	505.941
1.77931E-04	505.076
1.77943E-04	501.988
1.77950E-04	499.665
1.77964E-04	493.918
1.77971E-04	490.714
1.77987E-04	481.435
1.77994E-04	477.151
1.78008E-04	466.718
1.78016E-04	460.575
1.78027E-04	450.748
1.78039E-04	440.03
1.78049E-04	431.122
1.78066E-04	413.893
1.78071E-04	407.765
1.78097E-04	380.039
1.78106E-04	369.538
1.78149E-04	318.597
1.78179E-04	283.586
1.78201E-04	258.638
1.78203E-04	256.044
1.78226E-04	230.327
1.78234E-04	222.495
1.78247E-04	208.861
1.78257E-04	199.231
1.78268E-04	188.654
1.78280E-04	177.486
1.78283E-04	174.36
1.78300E-04	159.921
1.78302E-04	157.539
1.78312E-04	149.623
1.78323E-04	141.129
1.78325E-04	139.82
1.78337E-04	130.625
1.78344E-04	126.228
1.78350E-04	121.949
1.78362E-04	113.783
1.78364E-04	112.722
1.78375E-04	106.2
1.78385E-04	100.653
1.78388E-04	99.0628
1.78398E-04	93.3123
1.78398E-04	93.3117
1.78412E-04	86.6006
1.78418E-04	84.0987
1.78426E-04	80.3951
1.78434E-04	77.0353
1.78440E-04	74.7035
1.78450E-04	70.6584
1.78453E-04	69.4905
1.78466E-04	64.9199
1.78467E-04	64.727
1.78481E-04	60.4025
1.78483E-04	59.8066
1.78490E-04	57.7454
1.78499E-04	55.2257
1.78499E-04	55.2252
1.78508E-04	52.8975
1.78515E-04	51.1613
1.78517E-04	50.6909
1.78526E-04	48.6414
1.78532E-04	47.5536
1.78540E-04	45.7932
1.78542E-04	45.3531
1.78552E-04	43.6538
1.78563E-04	41.6519
1.78564E-04	41.463
1.78574E-04	39.8441
1.78586E-04	38.1486
1.78586E-04	38.1485
1.78597E-04	36.6251
1.78607E-04	35.3678
1.78609E-04	35.1963
1.78620E-04	33.9043
1.78629E-04	32.9891
1.78632E-04	32.6982
1.78643E-04	31.5997
1.78650E-04	30.9501
1.78654E-04	30.5785
1.78666E-04	29.6411
1.78672E-04	29.1967
1.78677E-04	28.7758
1.78695E-04	27.5942
1.78700E-04	27.2287
1.78712E-04	26.5415
1.78723E-04	25.8957
1.78729E-04	25.5891
1.78737E-04	25.1557
1.78752E-04	24.4735
1.78757E-04	24.2149
1.78766E-04	23.8525
1.78787E-04	23.0041
1.78800E-04	22.5301
1.78809E-04	22.2355
1.78830E-04	21.5475
1.78835E-04	21.418
1.78852E-04	20.9313
1.78873E-04	20.357
1.78875E-04	20.3206
1.78895E-04	19.8484
1.78923E-04	19.2114
1.78935E-04	18.9708
1.78952E-04	18.6381
1.78980E-04	18.1129
1.78995E-04	17.8627
1.79009E-04	17.6299
1.79037E-04	17.1851
1.79055E-04	16.9315
1.79080E-04	16.5785
1.79123E-04	16.0232
1.79135E-04	15.8824
1.79166E-04	15.5253
1.79209E-04	15.0614
1.79220E-04	14.9429
1.79252E-04	14.6409
1.79295E-04	14.2458
1.79306E-04	14.145
1.79352E-04	13.7724
1.79409E-04	13.3286
1.79420E-04	13.2438
1.79475E-04	12.8696
1.79535E-04	12.4827
1.79542E-04	12.4417
1.79608E-04	12.0601
1.79662E-04	11.7604
1.79674E-04	11.6991
1.79740E-04	11.3736
1.79803E-04	11.0798
1.79807E-04	11.0619
1.79873E-04	10.7813
1.79943E-04	10.4977
1.79966E-04	10.4113
1.80046E-04	10.1247
1.80127E-04	9.85169
1.80154E-04	9.76368
1.80228E-04	9.54542
1.80303E-04	9.33883
1.80377E-04	9.14429
1.80452E-04	8.97543
1.80527E-04	8.82022
1.80601E-04	8.67995
1.80676E-04	8.56699
1.80750E-04	8.47282
1.80810E-04	8.41288
1.80870E-04	8.36854
1.80929E-04	8.35143
1.80989E-04	8.35481
1.81049E-04	8.38203
1.81093E-04	8.4293
1.81138E-04	8.49447
1.81168E-04	8.55158
1.81183E-04	8.584
1.81228E-04	8.70487
1.81265E-04	8.82639
1.81302E-04	8.98235
1.81340E-04	9.16329
1.81377E-04	9.38799
1.81395E-04	9.51726
1.81414E-04	9.65586
1.81451E-04	9.97305
1.81479E-04	10.2581
1.81489E-04	10.3635
1.81507E-04	10.586
1.81526E-04	10.8284
1.81556E-04	11.2764
1.81578E-04	11.6673
1.81586E-04	11.8095
1.81601E-04	12.1081
1.81608E-04	12.2713
1.81623E-04	12.6126
1.81630E-04	12.7996
1.81645E-04	13.1918
1.81653E-04	13.4072
1.81668E-04	13.8604
1.81675E-04	14.1097
1.81690E-04	14.631
1.81705E-04	15.2276
1.81712E-04	15.5382
1.81720E-04	15.8752
1.81727E-04	16.2263
1.81735E-04	16.6017
1.81742E-04	16.9934
1.81750E-04	17.4125
1.81757E-04	17.8503
1.81765E-04	18.3226
1.81775E-04	19.0138
1.81780E-04	19.3342
1.81791E-04	20.1672
1.81802E-04	21.0954
1.81806E-04	21.4803
1.81813E-04	22.1016
1.81822E-04	22.9602
1.81824E-04	23.1914
1.81836E-04	24.3894
1.81838E-04	24.6383
1.81847E-04	25.7088
1.81853E-04	26.5423
1.81858E-04	27.1405
1.81869E-04	28.692
1.81869E-04	28.6921
1.81880E-04	30.4252
1.81885E-04	31.1468
1.81892E-04	32.4229
1.81895E-04	32.955
1.81905E-04	34.6987
1.81906E-04	34.9173
1.81916E-04	37.0528
1.81917E-04	37.2127
1.81927E-04	39.3803
1.81929E-04	39.9954
1.81937E-04	41.9948
1.81939E-04	42.4622
1.81946E-04	44.1366
1.81950E-04	45.4531
1.81954E-04	46.4101
1.81962E-04	48.7043
1.81962E-04	48.8191
1.81970E-04	51.4108
1.81973E-04	52.2584
1.81978E-04	54.1622
1.81984E-04	56.1313
1.81991E-04	58.6071
1.81995E-04	60.3251
1.82003E-04	63.4711
1.82006E-04	64.874
1.82015E-04	68.7852
1.82017E-04	69.7985
1.82025E-04	73.5029
1.82029E-04	75.1413
1.82035E-04	78.5614
1.82040E-04	80.9125
1.82045E-04	83.9784
1.82051E-04	87.137
1.82056E-04	89.782
1.82064E-04	95.2288
1.82066E-04	95.9437
1.82076E-04	102.561
1.82078E-04	104.074
1.82086E-04	109.621
1.82091E-04	113.695
1.82096E-04	117.103
1.82105E-04	124.105
1.82106E-04	125.02
1.82116E-04	133.464
1.82118E-04	135.394
1.82128E-04	144.11
1.82132E-04	147.557
1.82138E-04	154.011
1.82145E-04	160.628
1.82149E-04	164.446
1.82158E-04	174.674
1.82164E-04	181.217
1.82174E-04	192.22
1.82180E-04	199.261
1.82190E-04	211.078
1.82196E-04	218.617
1.82205E-04	231.184
1.82206E-04	232.182
1.82221E-04	252.641
1.82236E-04	274.376
1.82242E-04	283.279
1.82251E-04	297.12
1.82264E-04	318.428
1.82273E-04	331.852
1.82287E-04	355.64
1.82293E-04	365.925
1.82317E-04	408.023
1.82320E-04	413.379
1.82361E-04	490.009
1.82397E-04	555.903
1.82418E-04	593.173
1.82430E-04	613.932
1.82445E-04	638.642
1.82458E-04	660.164
1.82467E-04	673.661
1.82481E-04	693.069
1.82488E-04	703.085
1.82503E-04	721.894
1.82513E-04	733.872
1.82524E-04	744.801
1.82536E-04	756.445
1.82543E-04	762.218
1.82559E-04	773.055
1.82562E-04	774.86
1.82576E-04	781.668
1.82583E-04	784.352
1.82597E-04	787.704
1.82600E-04	788.079
1.82617E-04	788.216
1.82621E-04	787.945
1.82623E-04	787.576
1.82642E-04	782.353
1.82645E-04	780.9
1.82660E-04	773.488
1.82665E-04	770.082
1.82680E-04	759.156
1.82687E-04	753.392
1.82701E-04	739.017
1.82709E-04	730.979
1.82725E-04	712.581
1.82731E-04	703.997
1.82749E-04	679.546
1.82755E-04	670.822
1.82779E-04	634.147
1.82780E-04	631.759
1.82809E-04	584.246
1.82815E-04	573.932
1.82854E-04	505.573
1.82891E-04	439.487
1.82912E-04	403.338
1.82916E-04	395.747
1.82939E-04	358.882
1.82943E-04	351.687
1.82961E-04	323.815
1.82965E-04	317.069
1.82982E-04	293.02
1.82986E-04	287.751
1.83000E-04	268.295
1.83006E-04	260.406
1.83018E-04	245.157
1.83028E-04	232.349
1.83036E-04	223.5
1.83043E-04	215.034
1.83053E-04	203.52
1.83058E-04	198.773
1.83065E-04	191.101
1.83073E-04	183.705
1.83080E-04	176.546
1.83088E-04	169.683
1.83095E-04	163.052
1.83103E-04	156.706
1.83110E-04	150.585
1.83118E-04	144.703
1.83121E-04	141.87
1.83133E-04	133.664
1.83144E-04	126.05
1.83147E-04	123.602
1.83155E-04	118.901
1.83162E-04	114.371
1.83166E-04	112.198
1.83177E-04	105.923
1.83190E-04	99.5704
1.83192E-04	98.2834
1.83204E-04	92.6561
1.83207E-04	91.3192
1.83219E-04	86.3668
1.83222E-04	85.0014
1.83233E-04	80.6543
1.83237E-04	79.2788
1.83248E-04	75.468
1.83251E-04	74.2836
1.83262E-04	70.7655
1.83265E-04	69.9167
1.83277E-04	66.5061
1.83279E-04	65.9409
1.83291E-04	62.6838
1.83300E-04	60.6543
1.83306E-04	59.1862
1.83320E-04	56.0335
1.83320E-04	55.9952
1.83335E-04	53.1578
1.83341E-04	52.0441
1.83346E-04	51.2294
1.83357E-04	49.287
1.83362E-04	48.5638
1.83369E-04	47.4916
1.83380E-04	45.8102
1.83382E-04	45.5253
1.83398E-04	43.5371
1.83403E-04	42.8718
1.83415E-04	41.4937
1.83424E-04	40.535
1.83432E-04	39.6606
1.83450E-04	37.9841
1.83451E-04	37.8295
1.83467E-04	36.4897
1.83474E-04	35.8814
1.83484E-04	35.1291
1.83502E-04	33.8691
1.83502E-04	33.8171
1.83519E-04	32.7431
1.83530E-04	32.0394
1.83540E-04	31.5006
1.83558E-04	30.4743
1.83562E-04	30.2834
1.83585E-04	29.1929
1.83596E-04	28.6707
1.83607E-04	28.1883
1.83629E-04	27.2633
1.83633E-04	27.114
1.83644E-04	26.6979
1.83670E-04	25.7619
1.83674E-04	25.6369
1.83704E-04	24.6828
1.83708E-04	24.5683
1.83734E-04	23.8287
1.83764E-04	23.0163
1.83801E-04	22.1244
1.83819E-04	21.6971
1.83838E-04	21.3033
1.83875E-04	20.5472
1.83913E-04	19.8646
1.83950E-04	19.2515
1.83987E-04	18.6587
1.84025E-04	18.1343
1.84062E-04	17.6287
1.84078E-04	17.4307
1.84125E-04	16.8597
1.84133E-04	16.7731
1.84173E-04	16.3416
1.84204E-04	16.021
1.84220E-04	15.8607
1.84252E-04	15.5658
1.84310E-04	15.0436
1.84315E-04	14.9977
1.84379E-04	14.4976
1.84416E-04	14.2133
1.84442E-04	14.0315
1.84506E-04	13.6047
1.84522E-04	13.4951
1.84569E-04	13.2153
1.84629E-04	12.8685
1.84644E-04	12.7894
1.84718E-04	12.4072
1.84778E-04	12.1106
1.84793E-04	12.0434
1.84867E-04	11.7177
1.84927E-04	11.4642
1.84942E-04	11.4063
1.85016E-04	11.1247
1.85076E-04	10.9064
1.85128E-04	10.7304
1.85207E-04	10.4749
1.85225E-04	10.4156
1.85289E-04	10.2315
1.85412E-04	9.88577
1.85450E-04	9.78335
1.85535E-04	9.57385
1.85658E-04	9.28343
1.85674E-04	9.24697
1.85781E-04	9.02638
1.85868E-04	8.85512
1.85959E-04	8.68168
1.86011E-04	8.58694
1.86050E-04	8.52112
1.86141E-04	8.37581
1.86232E-04	8.23909
1.86323E-04	8.11194
1.86414E-04	7.99568
1.86482E-04	7.91665
1.86551E-04	7.84563
1.86610E-04	7.79121
1.86669E-04	7.74456
1.86729E-04	7.70675
1.86788E-04	7.67905
1.86848E-04	7.66302
1.86907E-04	7.66054
1.86967E-04	7.67397
1.86979E-04	7.67991
1.87011E-04	7.69502
1.87048E-04	7.72137
1.87093E-04	7.76556
1.87138E-04	7.82551
1.87182E-04	7.90387
1.87227E-04	8.00395
1.87260E-04	8.09575
1.87288E-04	8.18501
1.87294E-04	8.20544
1.87327E-04	8.33981
1.87360E-04	8.49712
1.87383E-04	8.61685
1.87395E-04	8.68937
1.87412E-04	8.80464
1.87442E-04	9.02591
1.87464E-04	9.21462
1.87466E-04	9.22873
1.87487E-04	9.43767
1.87509E-04	9.68855
1.87516E-04	9.78281
1.87531E-04	9.97985
1.87542E-04	10.1466
1.87554E-04	10.3207
1.87576E-04	10.7144
1.87576E-04	10.7145
1.87591E-04	11.0211
1.87606E-04	11.3552
1.87606E-04	11.3552
1.87620E-04	11.7367
1.87628E-04	11.9472
1.87638E-04	12.2545
1.87650E-04	12.6454
1.87656E-04	12.85
1.87672E-04	13.4765
1.87674E-04	13.5358
1.87686E-04	14.0545
1.87687E-04	14.1243
1.87698E-04	14.6287
1.87702E-04	14.8614
1.87710E-04	15.2622
1.87717E-04	15.6937
1.87721E-04	15.9615
1.87732E-04	16.6337
1.87733E-04	16.7328
1.87744E-04	17.4788
1.87745E-04	17.5887
1.87757E-04	18.5334
1.87769E-04	19.5819
1.87770E-04	19.7229
1.87781E-04	20.741
1.87784E-04	21.0538
1.87793E-04	22.0218
1.87797E-04	22.542
1.87805E-04	23.4362
1.87811E-04	24.2005
1.87815E-04	24.7707
1.87822E-04	25.7181
1.87828E-04	26.6256
1.87833E-04	27.3711
1.87841E-04	28.6857
1.87844E-04	29.1748
1.87854E-04	30.9703
1.87855E-04	31.1407
1.87866E-04	33.2964
1.87867E-04	33.5056
1.87877E-04	35.6558
1.87880E-04	36.314
1.87888E-04	38.2202
1.87892E-04	39.4143
1.87899E-04	41.003
1.87905E-04	42.8299
1.87910E-04	44.0189
1.87918E-04	46.5852
1.87921E-04	47.2819
1.87931E-04	50.7053
1.87932E-04	50.8066
1.87943E-04	54.645
1.87944E-04	55.2293
1.87954E-04	58.7736
1.87956E-04	59.5794
1.87965E-04	63.2149
1.87966E-04	63.9584
1.87976E-04	67.9897
1.87977E-04	68.6544
1.87987E-04	73.1465
1.87991E-04	75.4438
1.87998E-04	79.1027
1.88006E-04	82.8438
1.88010E-04	85.4869
1.88020E-04	90.8877
1.88022E-04	92.3151
1.88034E-04	99.5996
1.88046E-04	107.435
1.88048E-04	109.034
1.88058E-04	115.753
1.88063E-04	119.176
1.88070E-04	124.574
1.88079E-04	131.443
1.88082E-04	133.849
1.88093E-04	143.638
1.88095E-04	144.637
1.88111E-04	158.751
1.88111E-04	159.297
1.88127E-04	173.791
1.88129E-04	176.12
1.88147E-04	193.952
1.88148E-04	195.163
1.88165E-04	212.801
1.88166E-04	214.083
1.88184E-04	234.023
1.88193E-04	244.152
1.88205E-04	258.839
1.88225E-04	282.977
1.88234E-04	293.089
1.88291E-04	363.224
1.88319E-04	397.183
1.88324E-04	402.735
1.88353E-04	434.192
1.88376E-04	457.193
1.88381E-04	462.078
1.88395E-04	474.559
1.88405E-04	481.994
1.88419E-04	492.574
1.88426E-04	497.072
1.88442E-04	506.186
1.88445E-04	507.893
1.88462E-04	515.168
1.88464E-04	515.785
1.88483E-04	521.096
1.88484E-04	521.261
1.88500E-04	523.162
1.88507E-04	523.333
1.88517E-04	523.098
1.88521E-04	522.598
1.88536E-04	520.043
1.88538E-04	519.639
1.88557E-04	513.454
1.88558E-04	513.012
1.88575E-04	504.976
1.88581E-04	501.862
1.88593E-04	494.463
1.88599E-04	490.117
1.88614E-04	479.013
1.88619E-04	475.271
1.88633E-04	462.84
1.88644E-04	453.143
1.88655E-04	442.579
1.88671E-04	425.599
1.88678E-04	417.858
1.88702E-04	391.276
1.88714E-04	377.458
1.88759E-04	323.803
1.88788E-04	289.825
1.88813E-04	260.842
1.88814E-04	259.482
1.88838E-04	233.2
1.88847E-04	223.116
