E(MeV)	Sr-86
5.42136E-03	3.94368E+00
5.42171E-03	3.94382E+00
5.42207E-03	3.94399E+00
5.42242E-03	3.94418E+00
5.42278E-03	3.94441E+00
5.42304E-03	3.94460E+00
5.42327E-03	3.94479E+00
5.42355E-03	3.94505E+00
5.42383E-03	3.94535E+00
5.42404E-03	3.94561E+00
5.42424E-03	3.94589E+00
5.42445E-03	3.94621E+00
5.42466E-03	3.94658E+00
5.42487E-03	3.94700E+00
5.42501E-03	3.94732E+00
5.42514E-03	3.94767E+00
5.42528E-03	3.94807E+00
5.42540E-03	3.94846E+00
5.42555E-03	3.94901E+00
5.42565E-03	3.94942E+00
5.42575E-03	3.94988E+00
5.42585E-03	3.95039E+00
5.42595E-03	3.95096E+00
5.42605E-03	3.95160E+00
5.42615E-03	3.95232E+00
5.42626E-03	3.95313E+00
5.42636E-03	3.95405E+00
5.42643E-03	3.95482E+00
5.42646E-03	3.95519E+00
5.42651E-03	3.95578E+00
5.42658E-03	3.95690E+00
5.42666E-03	3.95812E+00
5.42673E-03	3.95945E+00
5.42681E-03	3.96089E+00
5.42688E-03	3.96246E+00
5.42696E-03	3.96418E+00
5.42703E-03	3.96611E+00
5.42711E-03	3.96823E+00
5.42719E-03	3.97055E+00
5.42727E-03	3.97309E+00
5.42734E-03	3.97589E+00
5.42742E-03	3.97896E+00
5.42750E-03	3.98233E+00
5.42755E-03	3.98507E+00
5.42761E-03	3.98802E+00
5.42767E-03	3.99117E+00
5.42773E-03	3.99455E+00
5.42779E-03	3.99818E+00
5.42784E-03	4.00206E+00
5.42790E-03	4.00621E+00
5.42796E-03	4.01066E+00
5.42804E-03	4.01706E+00
5.42811E-03	4.02407E+00
5.42819E-03	4.03170E+00
5.42825E-03	4.03831E+00
5.42831E-03	4.04538E+00
5.42838E-03	4.05294E+00
5.42844E-03	4.06101E+00
5.42850E-03	4.06964E+00
5.42856E-03	4.07883E+00
5.42862E-03	4.08863E+00
5.42868E-03	4.09905E+00
5.42874E-03	4.11014E+00
5.42881E-03	4.12191E+00
5.42887E-03	4.13440E+00
5.42896E-03	4.15455E+00
5.42905E-03	4.17646E+00
5.42915E-03	4.20024E+00
5.42918E-03	4.20876E+00
5.42922E-03	4.22212E+00
5.42932E-03	4.25070E+00
5.42941E-03	4.28138E+00
5.42950E-03	4.31422E+00
5.42959E-03	4.34930E+00
5.42969E-03	4.38666E+00
5.42978E-03	4.42632E+00
5.42987E-03	4.46831E+00
5.42999E-03	4.52792E+00
5.43011E-03	4.58751E+00
5.43023E-03	4.65060E+00
5.43038E-03	4.73992E+00
5.43053E-03	4.83469E+00
5.43072E-03	4.95464E+00
5.43096E-03	5.12247E+00
5.43148E-03	5.47879E+00
5.43172E-03	5.63665E+00
5.43190E-03	5.74872E+00
5.43206E-03	5.83679E+00
5.43225E-03	5.92553E+00
5.43239E-03	5.98411E+00
5.43255E-03	6.03517E+00
5.43270E-03	6.07031E+00
5.43285E-03	6.09246E+00
5.43299E-03	6.10062E+00
5.43300E-03	6.10103E+00
5.43315E-03	6.09258E+00
5.43330E-03	6.07075E+00
5.43344E-03	6.03592E+00
5.43359E-03	5.98962E+00
5.43373E-03	5.93538E+00
5.43391E-03	5.84855E+00
5.43407E-03	5.76188E+00
5.43426E-03	5.65111E+00
5.43448E-03	5.50645E+00
5.43450E-03	5.49431E+00
5.43516E-03	5.03614E+00
5.43534E-03	4.91243E+00
5.43551E-03	4.80893E+00
5.43566E-03	4.71543E+00
5.43578E-03	4.64895E+00
5.43589E-03	4.58582E+00
5.43601E-03	4.52620E+00
5.43613E-03	4.46656E+00
5.43622E-03	4.42454E+00
5.43631E-03	4.38485E+00
5.43641E-03	4.34746E+00
5.43650E-03	4.31235E+00
5.43659E-03	4.27946E+00
5.43668E-03	4.24874E+00
5.43676E-03	4.22489E+00
5.43678E-03	4.22033E+00
5.43685E-03	4.19907E+00
5.43695E-03	4.17535E+00
5.43704E-03	4.15349E+00
5.43713E-03	4.13341E+00
5.43719E-03	4.12095E+00
5.43725E-03	4.10921E+00
5.43732E-03	4.09816E+00
5.43738E-03	4.08777E+00
5.43744E-03	4.07801E+00
5.43750E-03	4.06884E+00
5.43756E-03	4.06025E+00
5.43763E-03	4.05221E+00
5.43769E-03	4.04468E+00
5.43775E-03	4.03764E+00
5.43781E-03	4.03107E+00
5.43789E-03	4.02346E+00
5.43796E-03	4.01650E+00
5.43804E-03	4.01013E+00
5.43812E-03	4.00430E+00
5.43818E-03	4.00027E+00
5.43823E-03	3.99650E+00
5.43829E-03	3.99299E+00
5.43835E-03	3.98971E+00
5.43841E-03	3.98665E+00
5.43847E-03	3.98380E+00
5.43854E-03	3.98031E+00
5.43862E-03	3.97712E+00
5.43870E-03	3.97423E+00
5.43877E-03	3.97160E+00
5.43885E-03	3.96920E+00
5.43893E-03	3.96702E+00
5.43900E-03	3.96504E+00
5.43907E-03	3.96354E+00
5.43914E-03	3.96190E+00
5.43922E-03	3.96041E+00
5.43929E-03	3.95904E+00
5.43937E-03	3.95779E+00
5.43944E-03	3.95664E+00
5.43952E-03	3.95558E+00
5.43959E-03	3.95460E+00
5.43969E-03	3.95341E+00
5.43980E-03	3.95234E+00
5.43990E-03	3.95137E+00
5.44000E-03	3.95049E+00
5.44010E-03	3.94967E+00
5.44020E-03	3.94893E+00
5.44030E-03	3.94824E+00
5.44040E-03	3.94760E+00
5.44055E-03	3.94671E+00
5.44065E-03	3.94616E+00
5.44079E-03	3.94546E+00
5.44092E-03	3.94479E+00
5.44106E-03	3.94417E+00
5.44127E-03	3.94330E+00
5.44139E-03	3.94285E+00
5.44148E-03	3.94265E+00
5.44169E-03	3.94223E+00
5.44190E-03	3.94185E+00
5.44217E-03	3.94140E+00
5.44245E-03	3.94099E+00
5.44273E-03	3.94063E+00
5.44307E-03	3.94022E+00
5.44337E-03	3.93990E+00
5.44367E-03	3.93960E+00
5.44407E-03	3.93924E+00
5.44447E-03	3.93891E+00
5.44487E-03	3.93861E+00
5.44527E-03	3.93834E+00
5.44567E-03	3.93809E+00
5.44607E-03	3.93786E+00
5.44660E-03	3.93759E+00
5.44712E-03	3.93733E+00
5.44765E-03	3.93710E+00
5.44817E-03	3.93688E+00
5.44869E-03	3.93668E+00
5.44922E-03	3.93649E+00
5.45000E-03	3.93623E+00
5.45060E-03	3.93605E+00
5.45128E-03	3.93585E+00
5.45195E-03	3.93567E+00
5.45297E-03	3.93542E+00
5.45398E-03	3.93519E+00
5.45499E-03	3.93497E+00
5.45567E-03	3.93484E+00
5.45653E-03	3.93467E+00
5.45781E-03	3.93445E+00
5.45910E-03	3.93425E+00
5.46038E-03	3.93407E+00
5.46167E-03	3.93390E+00
5.46301E-03	3.93376E+00
5.46399E-03	3.93367E+00
5.46496E-03	3.93359E+00
5.46594E-03	3.93352E+00
5.46691E-03	3.93348E+00
5.46789E-03	3.93345E+00
5.46886E-03	3.93344E+00
5.46983E-03	3.93345E+00
5.47070E-03	3.93349E+00
5.47146E-03	3.93354E+00
5.47223E-03	3.93360E+00
5.47299E-03	3.93369E+00
5.47375E-03	3.93381E+00
5.47451E-03	3.93395E+00
5.47527E-03	3.93412E+00
5.47604E-03	3.93433E+00
5.47669E-03	3.93455E+00
5.47724E-03	3.93475E+00
5.47779E-03	3.93499E+00
5.47834E-03	3.93525E+00
5.47889E-03	3.93555E+00
5.47944E-03	3.93588E+00
5.47999E-03	3.93626E+00
5.48054E-03	3.93669E+00
5.48104E-03	3.93713E+00
5.48148E-03	3.93756E+00
5.48193E-03	3.93804E+00
5.48237E-03	3.93857E+00
5.48281E-03	3.93916E+00
5.48295E-03	3.93936E+00
5.48326E-03	3.94007E+00
5.48370E-03	3.94116E+00
5.48415E-03	3.94233E+00
5.48455E-03	3.94347E+00
5.48490E-03	3.94456E+00
5.48526E-03	3.94573E+00
5.48561E-03	3.94700E+00
5.48597E-03	3.94837E+00
5.48632E-03	3.94986E+00
5.48668E-03	3.95149E+00
5.48703E-03	3.95328E+00
5.48735E-03	3.95504E+00
5.48763E-03	3.95676E+00
5.48792E-03	3.95864E+00
5.48820E-03	3.96070E+00
5.48849E-03	3.96297E+00
5.48870E-03	3.96484E+00
5.48891E-03	3.96687E+00
5.48912E-03	3.96910E+00
5.48934E-03	3.97155E+00
5.48948E-03	3.97334E+00
5.48969E-03	3.97628E+00
5.48985E-03	3.97874E+00
5.48998E-03	3.98085E+00
5.49001E-03	3.98170E+00
5.49017E-03	3.98581E+00
5.49033E-03	3.99030E+00
5.49049E-03	3.99526E+00
5.49060E-03	3.99888E+00
5.49070E-03	4.00279E+00
5.49081E-03	4.00705E+00
5.49092E-03	4.01170E+00
5.49102E-03	4.01681E+00
5.49113E-03	4.02246E+00
5.49122E-03	4.02790E+00
5.49130E-03	4.03299E+00
5.49138E-03	4.03853E+00
5.49146E-03	4.04456E+00
5.49154E-03	4.05114E+00
5.49162E-03	4.05834E+00
5.49170E-03	4.06623E+00
5.49175E-03	4.07152E+00
5.49178E-03	4.07570E+00
5.49186E-03	4.08729E+00
5.49194E-03	4.09983E+00
5.49202E-03	4.11342E+00
5.49210E-03	4.12817E+00
5.49218E-03	4.14421E+00
5.49226E-03	4.16167E+00
5.49234E-03	4.18069E+00
5.49240E-03	4.19608E+00
5.49246E-03	4.21251E+00
5.49253E-03	4.23343E+00
5.49260E-03	4.25604E+00
5.49264E-03	4.26827E+00
5.49267E-03	4.28209E+00
5.49275E-03	4.31171E+00
5.49282E-03	4.34347E+00
5.49289E-03	4.37755E+00
5.49296E-03	4.41411E+00
5.49303E-03	4.45333E+00
5.49310E-03	4.49541E+00
5.49317E-03	4.54055E+00
5.49324E-03	4.59250E+00
5.49331E-03	4.64792E+00
5.49338E-03	4.70704E+00
5.49346E-03	4.77008E+00
5.49353E-03	4.83726E+00
5.49360E-03	4.91284E+00
5.49368E-03	5.00341E+00
5.49376E-03	5.10015E+00
5.49384E-03	5.20343E+00
5.49388E-03	5.26462E+00
5.49392E-03	5.31597E+00
5.49400E-03	5.43873E+00
5.49408E-03	5.56900E+00
5.49416E-03	5.70712E+00
5.49420E-03	5.78837E+00
5.49424E-03	5.85607E+00
5.49432E-03	6.01682E+00
5.49440E-03	6.18622E+00
5.49449E-03	6.40542E+00
5.49452E-03	6.46873E+00
5.49458E-03	6.62085E+00
5.49467E-03	6.84963E+00
5.49473E-03	7.01792E+00
5.49476E-03	7.09212E+00
5.49485E-03	7.35113E+00
5.49498E-03	7.76158E+00
5.49509E-03	8.11073E+00
5.49512E-03	8.20050E+00
5.49523E-03	8.60977E+00
5.49537E-03	9.13813E+00
5.49544E-03	9.41626E+00
5.49555E-03	9.84266E+00
5.49573E-03	1.05864E+01
5.49594E-03	1.15298E+01
5.49599E-03	1.17476E+01
5.49643E-03	1.36921E+01
5.49666E-03	1.46961E+01
5.49669E-03	1.48103E+01
5.49686E-03	1.54807E+01
5.49698E-03	1.58916E+01
5.49703E-03	1.60916E+01
5.49718E-03	1.65658E+01
5.49723E-03	1.66836E+01
5.49737E-03	1.70616E+01
5.49752E-03	1.73770E+01
5.49754E-03	1.74219E+01
5.49768E-03	1.76346E+01
5.49780E-03	1.77585E+01
5.49782E-03	1.77787E+01
5.49799E-03	1.78409E+01
5.49800E-03	1.78421E+01
5.49814E-03	1.77966E+01
5.49827E-03	1.76922E+01
5.49828E-03	1.76812E+01
5.49843E-03	1.74784E+01
5.49856E-03	1.72317E+01
5.49858E-03	1.71854E+01
5.49874E-03	1.67895E+01
5.49882E-03	1.65430E+01
5.49889E-03	1.63501E+01
5.49905E-03	1.57986E+01
5.49911E-03	1.55878E+01
5.49924E-03	1.51013E+01
5.49939E-03	1.44611E+01
5.49945E-03	1.42246E+01
5.49973E-03	1.30107E+01
5.50016E-03	1.10859E+01
5.50034E-03	1.02914E+01
5.50041E-03	9.99740E+00
5.50052E-03	9.56446E+00
5.50066E-03	9.01262E+00
5.50077E-03	8.61797E+00
5.50080E-03	8.48949E+00
5.50093E-03	8.06251E+00
5.50106E-03	7.62963E+00
5.50112E-03	7.43780E+00
5.50115E-03	7.35810E+00
5.50124E-03	7.10420E+00
5.50133E-03	6.86201E+00
5.50142E-03	6.63145E+00
5.50148E-03	6.47812E+00
5.50151E-03	6.41486E+00
5.50160E-03	6.19599E+00
5.50168E-03	6.02680E+00
5.50176E-03	5.86630E+00
5.50183E-03	5.73109E+00
5.50184E-03	5.71492E+00
5.50192E-03	5.57757E+00
5.50200E-03	5.44804E+00
5.50208E-03	5.32605E+00
5.50216E-03	5.21123E+00
5.50219E-03	5.17525E+00
5.50224E-03	5.10694E+00
5.50232E-03	5.01099E+00
5.50240E-03	4.92124E+00
5.50247E-03	4.84636E+00
5.50254E-03	4.77587E+00
5.50262E-03	4.71407E+00
5.50269E-03	4.65619E+00
5.50276E-03	4.60200E+00
5.50283E-03	4.55128E+00
5.50290E-03	4.50381E+00
5.50297E-03	4.45940E+00
5.50304E-03	4.41784E+00
5.50308E-03	4.39840E+00
5.50311E-03	4.38075E+00
5.50318E-03	4.34795E+00
5.50325E-03	4.31745E+00
5.50333E-03	4.28909E+00
5.50340E-03	4.26272E+00
5.50347E-03	4.23819E+00
5.50354E-03	4.21535E+00
5.50360E-03	4.19731E+00
5.50361E-03	4.19416E+00
5.50366E-03	4.18208E+00
5.50374E-03	4.16380E+00
5.50382E-03	4.14709E+00
5.50390E-03	4.13180E+00
5.50398E-03	4.11779E+00
5.50406E-03	4.10495E+00
5.50414E-03	4.09316E+00
5.50422E-03	4.08231E+00
5.50430E-03	4.07232E+00
5.50438E-03	4.06310E+00
5.50446E-03	4.05456E+00
5.50454E-03	4.04664E+00
5.50462E-03	4.03927E+00
5.50467E-03	4.03431E+00
5.50470E-03	4.03284E+00
5.50478E-03	4.02800E+00
5.50487E-03	4.02285E+00
5.50498E-03	4.01754E+00
5.50508E-03	4.01277E+00
5.50519E-03	4.00845E+00
5.50530E-03	4.00454E+00
5.50540E-03	4.00096E+00
5.50551E-03	3.99769E+00
5.50567E-03	3.99324E+00
5.50583E-03	3.98926E+00
5.50599E-03	3.98567E+00
5.50615E-03	3.98239E+00
5.50631E-03	3.97937E+00
5.50652E-03	3.97567E+00
5.50671E-03	3.97270E+00
5.50689E-03	3.96993E+00
5.50714E-03	3.96650E+00
5.50739E-03	3.96333E+00
5.50764E-03	3.96036E+00
5.50789E-03	3.95758E+00
5.50794E-03	3.95701E+00
5.50814E-03	3.95568E+00
5.50838E-03	3.95412E+00
5.50867E-03	3.95249E+00
5.50899E-03	3.95081E+00
5.50931E-03	3.94929E+00
5.50963E-03	3.94789E+00
5.50995E-03	3.94661E+00
5.51027E-03	3.94543E+00
5.51058E-03	3.94434E+00
5.51090E-03	3.94333E+00
5.51127E-03	3.94226E+00
5.51168E-03	3.94116E+00
5.51208E-03	3.94015E+00
5.51249E-03	3.93922E+00
5.51290E-03	3.93835E+00
5.51331E-03	3.93755E+00
5.51372E-03	3.93680E+00
5.51413E-03	3.93610E+00
5.51459E-03	3.93536E+00
5.51510E-03	3.93460E+00
5.51562E-03	3.93388E+00
5.51613E-03	3.93322E+00
5.51665E-03	3.93259E+00
5.51716E-03	3.93201E+00
5.51768E-03	3.93146E+00
5.51845E-03	3.93068E+00
5.51914E-03	3.93004E+00
5.51983E-03	3.92943E+00
5.52052E-03	3.92886E+00
5.52121E-03	3.92832E+00
5.52190E-03	3.92781E+00
5.52259E-03	3.92733E+00
5.52328E-03	3.92686E+00
5.52397E-03	3.92641E+00
5.52486E-03	3.92586E+00
5.52574E-03	3.92534E+00
5.52663E-03	3.92483E+00
5.52751E-03	3.92435E+00
5.52840E-03	3.92388E+00
5.52929E-03	3.92343E+00
5.53017E-03	3.92299E+00
5.53106E-03	3.92256E+00
5.53235E-03	3.92196E+00
5.53364E-03	3.92137E+00
5.53493E-03	3.92081E+00
5.53623E-03	3.92026E+00
5.53752E-03	3.91972E+00
5.53881E-03	3.91919E+00
5.54010E-03	3.91868E+00
5.54139E-03	3.91817E+00
5.54303E-03	3.91755E+00
5.54468E-03	3.91693E+00
5.54632E-03	3.91634E+00
5.54742E-03	3.91595E+00
5.54851E-03	3.91556E+00
5.54961E-03	3.91519E+00
5.55015E-03	3.91500E+00
5.55107E-03	3.91470E+00
5.55198E-03	3.91441E+00
5.55289E-03	3.91412E+00
5.55380E-03	3.91384E+00
5.55471E-03	3.91357E+00
5.55540E-03	3.91338E+00
5.55608E-03	3.91320E+00
5.55676E-03	3.91303E+00
5.55745E-03	3.91287E+00
5.55794E-03	3.91276E+00
5.55843E-03	3.91266E+00
5.55893E-03	3.91258E+00
5.55942E-03	3.91250E+00
5.55991E-03	3.91244E+00
5.56041E-03	3.91240E+00
5.56078E-03	3.91238E+00
5.56115E-03	3.91238E+00
5.56155E-03	3.91239E+00
5.56186E-03	3.91241E+00
5.56216E-03	3.91246E+00
5.56247E-03	3.91252E+00
5.56278E-03	3.91260E+00
5.56301E-03	3.91268E+00
5.56324E-03	3.91278E+00
5.56347E-03	3.91290E+00
5.56371E-03	3.91305E+00
5.56392E-03	3.91323E+00
5.56411E-03	3.91341E+00
5.56429E-03	3.91364E+00
5.56441E-03	3.91381E+00
5.56454E-03	3.91401E+00
5.56466E-03	3.91424E+00
5.56479E-03	3.91451E+00
5.56491E-03	3.91483E+00
5.56500E-03	3.91509E+00
5.56509E-03	3.91540E+00
5.56519E-03	3.91574E+00
5.56528E-03	3.91612E+00
5.56537E-03	3.91655E+00
5.56546E-03	3.91704E+00
5.56556E-03	3.91760E+00
5.56565E-03	3.91823E+00
5.56574E-03	3.91894E+00
5.56583E-03	3.91974E+00
5.56591E-03	3.92071E+00
5.56599E-03	3.92176E+00
5.56606E-03	3.92290E+00
5.56614E-03	3.92414E+00
5.56622E-03	3.92549E+00
5.56630E-03	3.92696E+00
5.56637E-03	3.92857E+00
5.56645E-03	3.93031E+00
5.56653E-03	3.93222E+00
5.56660E-03	3.93431E+00
5.56668E-03	3.93658E+00
5.56676E-03	3.93906E+00
5.56684E-03	3.94176E+00
5.56691E-03	3.94470E+00
5.56699E-03	3.94791E+00
5.56707E-03	3.95140E+00
5.56713E-03	3.95441E+00
5.56719E-03	3.95762E+00
5.56725E-03	3.96106E+00
5.56731E-03	3.96472E+00
5.56738E-03	3.96863E+00
5.56744E-03	3.97279E+00
5.56750E-03	3.97722E+00
5.56756E-03	3.98193E+00
5.56762E-03	3.98693E+00
5.56768E-03	3.99225E+00
5.56775E-03	3.99788E+00
5.56784E-03	4.00697E+00
5.56793E-03	4.01685E+00
5.56802E-03	4.02758E+00
5.56810E-03	4.03769E+00
5.56818E-03	4.04771E+00
5.56825E-03	4.05836E+00
5.56835E-03	4.07357E+00
5.56845E-03	4.08997E+00
5.56855E-03	4.10760E+00
5.56865E-03	4.12649E+00
5.56875E-03	4.14666E+00
5.56885E-03	4.16810E+00
5.56897E-03	4.19445E+00
5.56909E-03	4.22248E+00
5.56920E-03	4.25215E+00
5.56935E-03	4.29203E+00
5.56936E-03	4.29416E+00
5.56953E-03	4.34633E+00
5.56972E-03	4.40381E+00
5.57001E-03	4.50031E+00
5.57044E-03	4.64029E+00
5.57067E-03	4.71344E+00
5.57085E-03	4.76790E+00
5.57103E-03	4.81419E+00
5.57114E-03	4.84113E+00
5.57131E-03	4.87794E+00
5.57148E-03	4.90744E+00
5.57164E-03	4.92843E+00
5.57179E-03	4.94155E+00
5.57195E-03	4.94873E+00
5.57200E-03	4.94946E+00
5.57207E-03	4.94819E+00
5.57216E-03	4.94557E+00
5.57231E-03	4.93458E+00
5.57248E-03	4.91408E+00
5.57262E-03	4.89161E+00
5.57278E-03	4.86173E+00
5.57292E-03	4.82943E+00
5.57309E-03	4.78658E+00
5.57327E-03	4.73380E+00
5.57349E-03	4.66707E+00
5.57384E-03	4.55184E+00
5.57416E-03	4.44606E+00
5.57434E-03	4.38711E+00
5.57453E-03	4.33079E+00
5.57468E-03	4.28637E+00
5.57484E-03	4.24457E+00
5.57495E-03	4.21507E+00
5.57507E-03	4.18722E+00
5.57520E-03	4.15855E+00
5.57530E-03	4.13742E+00
5.57540E-03	4.11756E+00
5.57550E-03	4.09898E+00
5.57560E-03	4.08163E+00
5.57570E-03	4.06550E+00
5.57580E-03	4.05054E+00
5.57587E-03	4.04006E+00
5.57595E-03	4.03020E+00
5.57604E-03	4.01887E+00
5.57613E-03	4.00840E+00
5.57622E-03	3.99874E+00
5.57629E-03	3.99273E+00
5.57635E-03	3.98705E+00
5.57641E-03	3.98168E+00
5.57647E-03	3.97662E+00
5.57653E-03	3.97184E+00
5.57659E-03	3.96734E+00
5.57666E-03	3.96309E+00
5.57669E-03	3.96110E+00
5.57672E-03	3.95927E+00
5.57678E-03	3.95586E+00
5.57684E-03	3.95268E+00
5.57690E-03	3.94970E+00
5.57697E-03	3.94659E+00
5.57705E-03	3.94342E+00
5.57713E-03	3.94051E+00
5.57720E-03	3.93786E+00
5.57728E-03	3.93544E+00
5.57736E-03	3.93323E+00
5.57743E-03	3.93123E+00
5.57751E-03	3.92940E+00
5.57759E-03	3.92774E+00
5.57767E-03	3.92624E+00
5.57774E-03	3.92487E+00
5.57782E-03	3.92363E+00
5.57790E-03	3.92250E+00
5.57797E-03	3.92148E+00
5.57805E-03	3.92056E+00
5.57813E-03	3.91972E+00
5.57819E-03	3.91907E+00
5.57827E-03	3.91833E+00
5.57836E-03	3.91767E+00
5.57844E-03	3.91707E+00
5.57852E-03	3.91653E+00
5.57860E-03	3.91603E+00
5.57868E-03	3.91559E+00
5.57876E-03	3.91518E+00
5.57881E-03	3.91493E+00
5.57892E-03	3.91447E+00
5.57903E-03	3.91406E+00
5.57914E-03	3.91370E+00
5.57925E-03	3.91337E+00
5.57935E-03	3.91308E+00
5.57946E-03	3.91281E+00
5.57957E-03	3.91257E+00
5.57973E-03	3.91225E+00
5.57989E-03	3.91196E+00
5.58005E-03	3.91171E+00
5.58020E-03	3.91148E+00
5.58036E-03	3.91128E+00
5.58059E-03	3.91100E+00
5.58082E-03	3.91074E+00
5.58105E-03	3.91051E+00
5.58128E-03	3.91029E+00
5.58159E-03	3.91003E+00
5.58190E-03	3.90979E+00
5.58221E-03	3.90957E+00
5.58258E-03	3.90932E+00
5.58290E-03	3.90912E+00
5.58322E-03	3.90893E+00
5.58365E-03	3.90870E+00
5.58409E-03	3.90848E+00
5.58452E-03	3.90827E+00
5.58495E-03	3.90807E+00
5.58538E-03	3.90789E+00
5.58581E-03	3.90771E+00
5.58637E-03	3.90749E+00
5.58692E-03	3.90728E+00
5.58748E-03	3.90708E+00
5.58803E-03	3.90689E+00
5.58859E-03	3.90671E+00
5.58942E-03	3.90644E+00
5.59025E-03	3.90618E+00
5.59097E-03	3.90596E+00
5.59169E-03	3.90575E+00
5.59264E-03	3.90547E+00
5.59360E-03	3.90520E+00
5.59455E-03	3.90494E+00
5.59551E-03	3.90468E+00
5.59694E-03	3.90430E+00
5.59831E-03	3.90394E+00
5.59956E-03	3.90362E+00
5.60122E-03	3.90320E+00
5.60288E-03	3.90278E+00
5.60455E-03	3.90236E+00
5.60621E-03	3.90195E+00
5.60871E-03	3.90134E+00
5.61120E-03	3.90073E+00
5.61370E-03	3.90013E+00
5.61619E-03	3.89953E+00
5.61952E-03	3.89873E+00
5.62285E-03	3.89794E+00
5.62617E-03	3.89715E+00
5.62950E-03	3.89636E+00
5.63449E-03	3.89518E+00
5.63948E-03	3.89400E+00
5.64447E-03	3.89283E+00
5.65113E-03	3.89126E+00
5.65778E-03	3.88970E+00
5.66443E-03	3.88814E+00
5.67109E-03	3.88659E+00
5.67774E-03	3.88504E+00
5.68440E-03	3.88348E+00
5.69105E-03	3.88193E+00
5.69806E-03	3.88030E+00
5.70692E-03	3.87824E+00
5.71453E-03	3.87647E+00
5.72213E-03	3.87471E+00
5.72720E-03	3.87353E+00
5.73457E-03	3.87182E+00
5.74010E-03	3.87054E+00
5.74563E-03	3.86927E+00
5.75116E-03	3.86799E+00
5.75485E-03	3.86715E+00
5.75854E-03	3.86630E+00
5.76222E-03	3.86546E+00
5.76591E-03	3.86461E+00
5.76960E-03	3.86378E+00
5.77236E-03	3.86315E+00
5.77513E-03	3.86253E+00
5.77789E-03	3.86191E+00
5.78066E-03	3.86129E+00
5.78342E-03	3.86067E+00
5.78526E-03	3.86027E+00
5.78705E-03	3.85988E+00
5.78878E-03	3.85950E+00
5.79051E-03	3.85913E+00
5.79224E-03	3.85876E+00
5.79396E-03	3.85840E+00
5.79569E-03	3.85804E+00
5.79742E-03	3.85768E+00
5.79872E-03	3.85742E+00
5.80001E-03	3.85717E+00
5.80116E-03	3.85694E+00
5.80232E-03	3.85672E+00
5.80347E-03	3.85651E+00
5.80462E-03	3.85630E+00
5.80577E-03	3.85610E+00
5.80692E-03	3.85590E+00
5.80808E-03	3.85572E+00
5.80894E-03	3.85559E+00
5.80998E-03	3.85544E+00
5.81073E-03	3.85534E+00
5.81148E-03	3.85525E+00
5.81222E-03	3.85516E+00
5.81297E-03	3.85509E+00
5.81372E-03	3.85502E+00
5.81447E-03	3.85496E+00
5.81522E-03	3.85492E+00
5.81582E-03	3.85490E+00
5.81643E-03	3.85488E+00
5.81703E-03	3.85488E+00
5.81764E-03	3.85490E+00
5.81824E-03	3.85492E+00
5.81884E-03	3.85497E+00
5.81945E-03	3.85504E+00
5.82005E-03	3.85513E+00
5.82050E-03	3.85521E+00
5.82094E-03	3.85531E+00
5.82139E-03	3.85543E+00
5.82183E-03	3.85558E+00
5.82227E-03	3.85574E+00
5.82272E-03	3.85593E+00
5.82316E-03	3.85616E+00
5.82361E-03	3.85642E+00
5.82395E-03	3.85665E+00
5.82429E-03	3.85690E+00
5.82463E-03	3.85719E+00
5.82497E-03	3.85751E+00
5.82532E-03	3.85788E+00
5.82566E-03	3.85829E+00
5.82600E-03	3.85875E+00
5.82634E-03	3.85928E+00
5.82661E-03	3.85975E+00
5.82689E-03	3.86028E+00
5.82716E-03	3.86087E+00
5.82743E-03	3.86203E+00
5.82771E-03	3.86328E+00
5.82791E-03	3.86429E+00
5.82812E-03	3.86536E+00
5.82832E-03	3.86652E+00
5.82853E-03	3.86778E+00
5.82868E-03	3.86881E+00
5.82883E-03	3.86993E+00
5.82899E-03	3.87114E+00
5.82914E-03	3.87248E+00
5.82930E-03	3.87397E+00
5.82940E-03	3.87506E+00
5.82950E-03	3.87624E+00
5.82960E-03	3.87753E+00
5.82971E-03	3.87894E+00
5.82981E-03	3.88050E+00
5.82991E-03	3.88222E+00
5.83001E-03	3.88412E+00
5.83012E-03	3.88624E+00
5.83021E-03	3.88840E+00
5.83029E-03	3.89057E+00
5.83038E-03	3.89296E+00
5.83047E-03	3.89560E+00
5.83055E-03	3.89851E+00
5.83064E-03	3.90173E+00
5.83072E-03	3.90529E+00
5.83081E-03	3.90924E+00
5.83087E-03	3.91248E+00
5.83094E-03	3.91599E+00
5.83100E-03	3.91977E+00
5.83106E-03	3.92386E+00
5.83112E-03	3.92799E+00
5.83113E-03	3.92835E+00
5.83119E-03	3.93418E+00
5.83126E-03	3.94038E+00
5.83132E-03	3.94700E+00
5.83138E-03	3.95407E+00
5.83145E-03	3.96161E+00
5.83151E-03	3.96966E+00
5.83157E-03	3.97707E+00
5.83164E-03	3.98680E+00
5.83170E-03	3.99724E+00
5.83177E-03	4.00844E+00
5.83184E-03	4.02044E+00
5.83191E-03	4.03331E+00
5.83198E-03	4.04711E+00
5.83205E-03	4.06188E+00
5.83211E-03	4.07770E+00
5.83215E-03	4.08617E+00
5.83218E-03	4.09554E+00
5.83225E-03	4.11547E+00
5.83232E-03	4.13663E+00
5.83239E-03	4.15910E+00
5.83246E-03	4.18295E+00
5.83252E-03	4.20824E+00
5.83259E-03	4.23506E+00
5.83268E-03	4.27081E+00
