E(MeV)	"AL-27(N,TOT)"
3.19463E-02	4.85771
3.20133E-02	5.08986
3.20803E-02	5.34431
3.21138E-02	5.47155
3.22143E-02	5.88512
3.23148E-02	6.33887
3.23483E-02	6.50285
3.24153E-02	6.83084
3.24823E-02	7.19079
3.25158E-02	7.37078
3.26163E-02	7.95621
3.27168E-02	8.59848
3.27503E-02	8.83041
3.28173E-02	9.29429
3.28843E-02	9.80234
3.29178E-02	10.0564
3.30184E-02	10.8803
3.31189E-02	11.7797
3.31524E-02	12.1025
3.32194E-02	12.7482
3.32864E-02	13.4489
3.33199E-02	13.7992
3.34204E-02	14.9238
3.34539E-02	15.3268
3.35209E-02	16.1328
3.36549E-02	17.8599
3.37889E-02	19.7098
3.39899E-02	22.6545
3.40569E-02	23.6545
3.42245E-02	26.1542
3.42580E-02	26.6541
3.43585E-02	28.0613
3.43920E-02	28.5303
3.44590E-02	29.3874
3.44925E-02	29.8158
3.45595E-02	30.5768
3.45930E-02	30.9572
3.46600E-02	31.6002
3.46935E-02	31.9217
3.47605E-02	32.4311
3.47907E-02	32.6603
3.47940E-02	32.6785
3.48912E-02	33.2037
3.48945E-02	33.2139
3.49950E-02	33.5201
3.50788E-02	33.594
3.50955E-02	33.5708
3.51960E-02	33.4318
3.52966E-02	33.0686
3.53971E-02	32.5226
3.54306E-02	32.2816
3.55311E-02	31.5587
3.55981E-02	30.9742
3.56651E-02	30.3896
3.58661E-02	28.3953
3.60001E-02	26.9958
3.61676E-02	25.2465
3.63016E-02	23.8472
3.64356E-02	22.5345
3.65026E-02	21.8782
3.65697E-02	21.2734
3.67037E-02	20.0638
3.68377E-02	18.9586
3.68712E-02	18.6823
3.69717E-02	17.9223
3.70387E-02	17.4157
3.71057E-02	16.9553
3.72062E-02	16.2647
3.72397E-02	16.0551
3.73737E-02	15.2168
3.75077E-02	14.4581
3.75412E-02	14.2684
3.76417E-02	13.751
3.77088E-02	13.4061
3.77758E-02	13.0965
3.79098E-02	12.4772
3.80438E-02	11.9252
3.81108E-02	11.6492
3.81778E-02	11.4026
3.83118E-02	10.9095
3.84458E-02	10.4678
3.85128E-02	10.247
3.86133E-02	9.94946
3.87138E-02	9.65196
3.87808E-02	9.47329
3.89149E-02	9.11597
3.89484E-02	9.03596
3.91159E-02	8.63593
3.91494E-02	8.55593
3.92834E-02	8.27008
3.93839E-02	8.05571
3.94509E-02	7.92788
3.96184E-02	7.60833
3.96519E-02	7.55124
3.98529E-02	7.20874
3.98864E-02	7.15166
4.00539E-02	6.89768
4.01545E-02	6.7453
4.02550E-02	6.60991
4.04560E-02	6.33914
4.06570E-02	6.09929
4.07575E-02	5.97937
4.08915E-02	5.83765
4.10925E-02	5.62509
4.11260E-02	5.59372
4.13606E-02	5.37416
4.14276E-02	5.31143
4.15951E-02	5.17275
4.17961E-02	5.00634
4.18631E-02	4.95679
4.21311E-02	4.75858
4.23991E-02	4.58229
4.25332E-02	4.49415
4.27007E-02	4.39682
4.29519E-02	4.25083
4.32032E-02	4.11749
4.35382E-02	3.95388
4.38733E-02	3.80399
4.42083E-02	3.66976
4.43758E-02	3.60264
4.45433E-02	3.54236
4.48783E-02	3.42179
4.52134E-02	3.31533
4.53809E-02	3.2621
4.55484E-02	3.21375
4.58834E-02	3.11704
4.62185E-02	3.03151
4.65529E-02	2.94613
4.70238E-02	2.83956
4.71604E-02	2.80867
4.74334E-02	2.75417
4.78429E-02	2.67244
4.79794E-02	2.64519
4.82524E-02	2.59656
4.85255E-02	2.54792
4.90715E-02	2.46093
4.93450E-02	2.41735
4.96185E-02	2.37822
5.01655E-02	2.29995
5.07125E-02	2.23086
5.09860E-02	2.19631
5.12595E-02	2.16558
5.18065E-02	2.10412
5.20800E-02	2.07339
5.23535E-02	2.04648
5.29005E-02	1.99267
5.31740E-02	1.96577
5.34475E-02	1.94205
5.39945E-02	1.89462
5.42680E-02	1.8709
5.48150E-02	1.8289
5.53620E-02	1.78691
5.56355E-02	1.76829
5.64561E-02	1.71243
5.72766E-02	1.66361
5.78236E-02	1.63106
5.80971E-02	1.61732
5.91906E-02	1.56241
6.00116E-02	1.528
6.05586E-02	1.50507
6.08321E-02	1.496
6.18714E-02	1.46155
6.28560E-02	1.43749
6.30748E-02	1.43214
6.37312E-02	1.42164
6.41688E-02	1.41465
6.47158E-02	1.41114
6.52628E-02	1.40764
6.53722E-02	1.40757
6.57004E-02	1.40928
6.63568E-02	1.41269
6.65756E-02	1.41624
6.72320E-02	1.42691
6.74508E-02	1.43298
6.79978E-02	1.44815
6.83260E-02	1.46124
6.87636E-02	1.47869
6.90918E-02	1.49617
6.94200E-02	1.51365
6.98576E-02	1.54314
7.00764E-02	1.55788
7.06234E-02	1.60367
7.07328E-02	1.61282
7.12798E-02	1.66894
7.13892E-02	1.68016
7.19362E-02	1.7474
7.24832E-02	1.82567
7.25926E-02	1.84402
7.30302E-02	1.91743
7.31396E-02	1.9384
7.34679E-02	2.00132
7.37960E-02	2.07225
7.39055E-02	2.09589
7.43431E-02	2.20243
7.44525E-02	2.23242
7.47807E-02	2.32239
7.49995E-02	2.3899
7.52183E-02	2.45741
7.55465E-02	2.57138
7.56559E-02	2.60937
7.60935E-02	2.78043
7.65311E-02	2.973
7.66405E-02	3.02617
7.68593E-02	3.13251
7.70781E-02	3.24973
7.71875E-02	3.30834
7.75157E-02	3.49904
7.78439E-02	3.7093
7.79533E-02	3.78532
7.81721E-02	3.93738
7.83909E-02	4.10505
7.85003E-02	4.18889
7.88285E-02	4.46169
7.91567E-02	4.76241
7.92661E-02	4.87109
7.94849E-02	5.08844
7.97037E-02	5.32777
7.98131E-02	5.44744
8.01413E-02	5.83616
8.04695E-02	6.26327
8.05789E-02	6.41705
8.07977E-02	6.72462
8.10165E-02	7.06128
8.11259E-02	7.22961
8.14541E-02	7.77284
8.17823E-02	8.36377
8.20011E-02	8.78482
8.21105E-02	8.99535
8.24387E-02	9.67579
8.25481E-02	9.91877
8.28763E-02	10.6477
8.33139E-02	11.6897
8.35327E-02	12.2435
8.39703E-02	13.3511
8.43532E-02	14.3392
8.48455E-02	15.6096
8.49549E-02	15.8919
8.52831E-02	16.673
8.54472E-02	17.0636
8.56660E-02	17.5262
8.58301E-02	17.8732
8.59942E-02	18.1676
8.62075E-02	18.5502
8.63552E-02	18.7609
8.65412E-02	19.0261
8.66780E-02	19.1701
8.68694E-02	19.3717
8.70335E-02	19.4793
8.71976E-02	19.5869
8.73617E-02	19.6283
8.75258E-02	19.6696
8.75805E-02	19.6718
8.77446E-02	19.6381
8.79087E-02	19.6045
8.81275E-02	19.4737
8.82916E-02	19.3757
8.86198E-02	19.0606
8.86745E-02	19.0081
8.91121E-02	18.4476
8.95497E-02	17.7701
8.96591E-02	17.6007
8.97685E-02	17.4211
8.99873E-02	17.062
9.00967E-02	16.8824
9.02061E-02	16.7028
9.03292E-02	16.5009
9.03702E-02	16.4335
9.04249E-02	16.3616
9.04796E-02	16.2896
9.05343E-02	16.2176
9.05890E-02	16.1457
9.06027E-02	16.135
9.06437E-02	16.1029
9.06848E-02	16.0707
9.06984E-02	16.06
9.07258E-02	16.054
9.07531E-02	16.0479
9.07805E-02	16.0625
9.08078E-02	16.077
9.08249E-02	16.0862
9.08318E-02	16.0975
9.08557E-02	16.1371
9.08728E-02	16.1655
9.08737E-02	16.1682
9.08916E-02	16.2252
9.09096E-02	16.2822
9.09207E-02	16.3175
9.09275E-02	16.353
9.09455E-02	16.4465
9.09566E-02	16.5043
9.09634E-02	16.5582
9.09754E-02	16.6524
9.09873E-02	16.7467
9.09925E-02	16.7871
9.09993E-02	16.8627
9.10134E-02	17.0186
9.10164E-02	17.0517
9.10228E-02	17.1458
9.10322E-02	17.2837
9.10403E-02	17.4029
9.10416E-02	17.4274
9.10510E-02	17.6069
9.10602E-02	17.7822
9.10604E-02	17.7878
9.10698E-02	18.0169
9.10782E-02	18.2224
9.10800E-02	18.2663
9.10857E-02	18.437
9.10931E-02	18.662
9.10949E-02	18.7158
9.11006E-02	18.9212
9.11081E-02	19.1911
9.11098E-02	19.2549
9.11155E-02	19.5037
9.11230E-02	19.8297
9.11262E-02	19.973
9.11304E-02	20.1898
9.11392E-02	20.6468
9.11404E-02	20.714
9.11497E-02	21.2688
9.11522E-02	21.4203
9.11590E-02	21.8744
9.11652E-02	22.2913
9.11683E-02	22.5239
9.11807E-02	23.4559
9.11879E-02	23.9924
9.12035E-02	25.1732
9.12091E-02	25.5922
9.12126E-02	25.8211
9.12192E-02	26.246
9.12202E-02	26.2976
9.12278E-02	26.6846
9.12293E-02	26.7619
9.12345E-02	26.9311
9.12394E-02	27.0935
9.12407E-02	27.1086
9.12469E-02	27.1829
9.12489E-02	27.207
9.12495E-02	27.2073
9.12564E-02	27.148
9.12571E-02	27.1414
9.12637E-02	26.9743
9.12647E-02	26.9486
9.12713E-02	26.6657
9.12748E-02	26.5133
9.12788E-02	26.2726
9.12849E-02	25.9113
9.12864E-02	25.8034
9.12940E-02	25.2637
9.12950E-02	25.1917
9.13087E-02	24.1227
9.13279E-02	22.6181
9.13344E-02	22.1035
9.13375E-02	21.8917
9.13476E-02	21.1859
9.13496E-02	21.0448
9.13552E-02	20.7048
9.13627E-02	20.2412
9.13648E-02	20.1177
9.13703E-02	19.8259
9.13779E-02	19.428
9.13799E-02	19.3219
9.13855E-02	19.0739
9.13931E-02	18.7358
9.13951E-02	18.6456
9.14006E-02	18.4356
9.14082E-02	18.1491
9.14102E-02	18.0727
9.14183E-02	17.8203
9.14284E-02	17.5048
9.14305E-02	17.4417
9.14386E-02	17.2376
9.14487E-02	16.9825
9.14507E-02	16.9315
9.14588E-02	16.7648
9.14689E-02	16.5564
9.14709E-02	16.5147
9.14790E-02	16.3827
9.14891E-02	16.2177
9.14992E-02	16.0526
9.15012E-02	16.0197
9.15144E-02	15.8538
9.15295E-02	15.6624
9.15316E-02	15.6369
9.15447E-02	15.5094
9.15599E-02	15.3622
9.15720E-02	15.2446
9.15750E-02	15.2219
9.15902E-02	15.1086
9.16104E-02	14.9576
9.16124E-02	14.9425
9.16316E-02	14.8275
9.16529E-02	14.7004
9.16539E-02	14.6956
9.16748E-02	14.5972
9.17044E-02	14.4584
9.17236E-02	14.3683
9.17340E-02	14.3307
9.17577E-02	14.2447
9.17855E-02	14.1441
9.18070E-02	14.0663
9.18272E-02	14.0086
9.18702E-02	13.8861
9.19157E-02	13.7564
9.19359E-02	13.6988
9.19763E-02	13.6054
9.20370E-02	13.4653
9.20976E-02	13.3252
9.21178E-02	13.2785
9.21886E-02	13.1404
9.22796E-02	12.9628
9.24009E-02	12.726
9.24211E-02	12.6865
9.25121E-02	12.5306
9.26637E-02	12.2707
9.28659E-02	11.9242
9.31186E-02	11.5352
9.33713E-02	11.1462
9.34218E-02	11.0684
9.36745E-02	10.7164
9.39778E-02	10.294
9.40283E-02	10.2299
9.44327E-02	9.71657
9.44832E-02	9.65241
9.47864E-02	9.30279
9.50897E-02	8.95318
9.51908E-02	8.84826
9.55951E-02	8.4286
9.56962E-02	8.32369
9.59994E-02	8.04018
9.63027E-02	7.75668
9.64038E-02	7.67144
9.69092E-02	7.24526
9.74146E-02	6.86017
9.75157E-02	6.78315
9.78189E-02	6.5739
9.81222E-02	6.36465
9.82233E-02	6.30131
9.85265E-02	6.1113
9.87287E-02	5.98463
9.89625E-02	5.85204
9.89940E-02	5.83412
9.91330E-02	5.7553
9.92088E-02	5.7123
9.92594E-02	5.68365
9.93099E-02	5.65499
9.93488E-02	5.63298
9.93759E-02	5.6176
9.94030E-02	5.60223
9.94302E-02	5.58686
9.94437E-02	5.57918
9.94502E-02	5.57585
9.94694E-02	5.5659
9.94886E-02	5.55595
9.95014E-02	5.54932
9.95142E-02	5.5427
9.95270E-02	5.53608
9.95366E-02	5.53112
9.95462E-02	5.52617
9.95539E-02	5.52219
9.95616E-02	5.51821
9.95694E-02	5.51424
9.95771E-02	5.51028
9.95848E-02	5.50633
9.95906E-02	5.50337
9.95964E-02	5.50043
9.96022E-02	5.49749
9.96080E-02	5.49456
9.96138E-02	5.49165
9.96177E-02	5.48971
9.96215E-02	5.48779
9.96254E-02	5.48587
9.96293E-02	5.48397
9.96331E-02	5.48208
9.96370E-02	5.48021
9.96404E-02	5.47858
9.96433E-02	5.4772
9.96462E-02	5.47584
9.96491E-02	5.4745
9.96520E-02	5.47317
9.96541E-02	5.4722
9.96563E-02	5.47124
9.96585E-02	5.4703
9.96607E-02	5.46938
9.96621E-02	5.46878
9.96641E-02	5.468
9.96660E-02	5.46725
9.96679E-02	5.46653
9.96694E-02	5.46601
9.96708E-02	5.46553
9.96714E-02	5.46534
9.96723E-02	5.46545
9.96737E-02	5.46567
9.96752E-02	5.46594
9.96761E-02	5.46615
9.96771E-02	5.46638
9.96783E-02	5.46672
9.96791E-02	5.46698
9.96795E-02	5.46747
9.96806E-02	5.46917
9.96817E-02	5.47094
9.96825E-02	5.47217
9.96832E-02	5.47343
9.96840E-02	5.47474
9.96847E-02	5.4761
9.96855E-02	5.47751
9.96862E-02	5.47899
9.96870E-02	5.48053
9.96877E-02	5.48215
9.96885E-02	5.48385
9.96893E-02	5.48564
9.96896E-02	5.48658
9.96899E-02	5.48825
9.96907E-02	5.49338
9.96915E-02	5.49865
9.96923E-02	5.50408
9.96931E-02	5.50967
9.96940E-02	5.51545
9.96948E-02	5.52144
9.96956E-02	5.52764
9.96964E-02	5.53408
9.96971E-02	5.5395
9.96972E-02	5.54173
9.96980E-02	5.55372
9.96987E-02	5.56423
9.96993E-02	5.57407
9.97000E-02	5.58411
9.97008E-02	5.59782
9.97017E-02	5.61193
9.97025E-02	5.62645
9.97026E-02	5.62781
9.97034E-02	5.6473
9.97042E-02	5.66917
9.97051E-02	5.69151
9.97061E-02	5.71956
9.97072E-02	5.74833
9.97076E-02	5.75924
9.97082E-02	5.78211
9.97093E-02	5.81912
9.97103E-02	5.85679
9.97107E-02	5.86959
9.97117E-02	5.91616
9.97134E-02	5.98723
9.97154E-02	6.07587
9.97175E-02	6.17001
9.97193E-02	6.25451
9.97210E-02	6.32968
9.97229E-02	6.40984
9.97239E-02	6.45139
9.97241E-02	6.45949
9.97254E-02	6.49846
9.97266E-02	6.53571
9.97276E-02	6.56395
9.97278E-02	6.5681
9.97291E-02	6.58676
9.97301E-02	6.60048
9.97313E-02	6.61461
9.97314E-02	6.61482
9.97317E-02	6.61537
9.97324E-02	6.6158
9.97330E-02	6.6111
9.97339E-02	6.60248
9.97351E-02	6.58903
9.97358E-02	6.58123
9.97364E-02	6.56608
9.97376E-02	6.53378
9.97389E-02	6.49969
9.97395E-02	6.48186
9.97401E-02	6.45769
9.97419E-02	6.3828
9.97439E-02	6.30065
9.97447E-02	6.26674
9.97490E-02	6.0736
9.97508E-02	5.99073
9.97524E-02	5.92282
9.97527E-02	5.90947
9.97536E-02	5.87517
9.97546E-02	5.84147
9.97555E-02	5.80831
9.97566E-02	5.77032
9.97573E-02	5.74365
9.97581E-02	5.72277
9.97589E-02	5.70227
9.97597E-02	5.68216
9.97604E-02	5.66241
9.97612E-02	5.64303
9.97620E-02	5.624
9.97627E-02	5.61064
9.97635E-02	5.59758
9.97642E-02	5.58482
9.97650E-02	5.57234
9.97657E-02	5.56011
9.97665E-02	5.54814
9.97669E-02	5.54151
9.97673E-02	5.53834
9.97680E-02	5.53129
9.97688E-02	5.52444
9.97695E-02	5.51778
9.97703E-02	5.51087
9.97709E-02	5.50583
9.97715E-02	5.50089
9.97721E-02	5.49603
9.97727E-02	5.49125
9.97733E-02	5.48655
9.97739E-02	5.48192
9.97745E-02	5.47735
9.97753E-02	5.47105
9.97754E-02	5.47083
9.97763E-02	5.46756
9.97772E-02	5.4644
9.97781E-02	5.46134
9.97790E-02	5.45836
9.97796E-02	5.45641
9.97805E-02	5.45364
9.97813E-02	5.45093
9.97822E-02	5.44826
9.97831E-02	5.44564
9.97839E-02	5.44306
9.97848E-02	5.44052
9.97858E-02	5.43773
9.97861E-02	5.43729
9.97874E-02	5.43566
9.97887E-02	5.43408
9.97900E-02	5.43253
9.97913E-02	5.43103
9.97926E-02	5.42955
9.97941E-02	5.42793
9.97958E-02	5.42603
9.97976E-02	5.42415
9.97993E-02	5.4223
9.98010E-02	5.42048
9.98028E-02	5.41867
9.98051E-02	5.41629
9.98074E-02	5.41393
9.98097E-02	5.41159
9.98121E-02	5.40927
9.98147E-02	5.40667
9.98173E-02	5.40409
9.98199E-02	5.40153
9.98225E-02	5.39898
9.98260E-02	5.3956
9.98275E-02	5.3941
9.98294E-02	5.39303
9.98329E-02	5.39112
9.98364E-02	5.38923
9.98399E-02	5.38734
9.98442E-02	5.385
9.98486E-02	5.38266
9.98529E-02	5.38034
9.98573E-02	5.37802
9.98631E-02	5.37494
9.98689E-02	5.37188
9.98747E-02	5.36882
9.98805E-02	5.36577
9.98884E-02	5.36161
9.98948E-02	5.35827
9.99033E-02	5.35382
9.99118E-02	5.34938
9.99203E-02	5.34495
9.99288E-02	5.34052
9.99415E-02	5.33389
9.99543E-02	5.32726
9.99674E-02	5.32044
9.99805E-02	5.31362
1.00000E-01	5.3034
1.00020E-01	5.29319
1.00033E-01	5.28638
1.00059E-01	5.27277
1.00086E-01	5.25917
1.00112E-01	5.24558
1.00151E-01	5.22518
1.00192E-01	5.20422
1.00207E-01	5.19646
1.00247E-01	5.17834
1.00304E-01	5.15217
1.00394E-01	5.11112
1.00484E-01	5.07006
1.00635E-01	5.00164
1.00815E-01	4.91954
1.00935E-01	4.86481
1.01295E-01	4.71671
1.01656E-01	4.56862
1.02137E-01	4.39064
1.02477E-01	4.26474
1.02902E-01	4.12333
1.03156E-01	4.03849
1.03284E-01	3.99607
1.03326E-01	3.98193
1.03358E-01	3.9722
1.03422E-01	3.95273
1.03482E-01	3.93442
1.03524E-01	3.92154
1.03552E-01	3.91296
1.03580E-01	3.90467
1.03606E-01	3.89667
1.03625E-01	3.89068
1.03639E-01	3.88668
1.03652E-01	3.88269
1.03665E-01	3.8787
1.03675E-01	3.87571
1.03685E-01	3.87273
1.03694E-01	3.86975
1.03701E-01	3.86776
1.03707E-01	3.86578
1.03714E-01	3.86381
1.03721E-01	3.86183
1.03726E-01	3.86015
1.03731E-01	3.85877
1.03736E-01	3.85738
1.03740E-01	3.85601
1.03745E-01	3.85464
1.03748E-01	3.85361
1.03752E-01	3.8526
1.03755E-01	3.85159
1.03759E-01	3.85059
1.03761E-01	3.84993
1.03764E-01	3.84916
1.03767E-01	3.8484
1.03769E-01	3.84784
1.03771E-01	3.84728
1.03773E-01	3.84674
1.03775E-01	3.84621
1.03776E-01	3.84586
1.03777E-01	3.84553
1.03779E-01	3.8452
1.03780E-01	3.84488
1.03782E-01	3.84458
1.03783E-01	3.84437
1.03783E-01	3.8443
1.03784E-01	3.84492
1.03785E-01	3.84586
1.03786E-01	3.84651
1.03787E-01	3.84716
1.03787E-01	3.84783
1.03788E-01	3.84852
1.03789E-01	3.84922
1.03790E-01	3.84995
1.03791E-01	3.8507
1.03792E-01	3.85147
1.03792E-01	3.85228
1.03793E-01	3.85269
1.03793E-01	3.85334
1.03794E-01	3.85531
1.03794E-01	3.85731
1.03795E-01	3.85933
1.03795E-01	3.86137
1.03796E-01	3.86344
1.03797E-01	3.86555
1.03797E-01	3.86769
1.03798E-01	3.86986
1.03799E-01	3.87207
1.03799E-01	3.87308
1.03799E-01	3.87565
1.03800E-01	3.88032
1.03800E-01	3.88505
1.03801E-01	3.88983
1.03802E-01	3.89466
1.03802E-01	3.89955
1.03803E-01	3.9045
1.03803E-01	3.90952
1.03804E-01	3.91461
1.03804E-01	3.91632
1.03805E-01	3.92216
1.03805E-01	3.93099
1.03806E-01	3.9399
1.03807E-01	3.94981
1.03807E-01	3.9598
1.03808E-01	3.96992
1.03809E-01	3.98014
1.03809E-01	3.98557
1.03809E-01	3.99266
1.03810E-01	4.0127
1.03811E-01	4.03296
1.03812E-01	4.04829
1.03813E-01	4.06894
1.03813E-01	4.0743
1.03813E-01	4.09073
1.03814E-01	4.12053
1.03815E-01	4.15058
1.03816E-01	4.18088
1.03817E-01	4.20125
1.03818E-01	4.22562
1.03819E-01	4.28704
1.03821E-01	4.36128
1.03821E-01	4.36545
1.03825E-01	4.52035
1.03827E-01	4.59219
1.03828E-01	4.64129
1.03829E-01	4.653
1.03830E-01	4.69039
1.03831E-01	4.72975
1.03832E-01	4.75796
1.03833E-01	4.76483
1.03834E-01	4.78968
1.03835E-01	4.8135
1.03835E-01	4.81504
1.03836E-01	4.82248
1.03838E-01	4.82961
1.03838E-01	4.83219
1.03839E-01	4.8286
1.03840E-01	4.82041
1.03841E-01	4.81424
1.03841E-01	4.80649
1.03843E-01	4.78223
1.03844E-01	4.75707
1.03844E-01	4.75705
1.03845E-01	4.71852
1.03847E-01	4.67405
1.03847E-01	4.65275
1.03849E-01	4.61337
1.03850E-01	4.5388
1.03855E-01	4.38063
1.03856E-01	4.31851
1.03858E-01	4.25693
1.03859E-01	4.21618
1.03860E-01	4.18217
1.03861E-01	4.14849
1.03862E-01	4.11519
1.03862E-01	4.11511
1.03863E-01	4.09679
1.03864E-01	4.0786
1.03864E-01	4.06057
1.03865E-01	4.04053
1.03866E-01	4.03396
1.03866E-01	4.02191
1.03867E-01	4.00915
1.03868E-01	3.99652
1.03868E-01	3.98399
1.03869E-01	3.97156
1.03869E-01	3.96665
1.03870E-01	3.96154
1.03870E-01	3.95317
1.03871E-01	3.94488
1.03872E-01	3.93669
1.03872E-01	3.93127
1.03873E-01	3.92321
1.03873E-01	3.91522
1.03874E-01	3.9073
1.03874E-01	3.90365
1.03875E-01	3.9011
1.03875E-01	3.89638
1.03876E-01	3.89173
1.03877E-01	3.88712
1.03877E-01	3.88258
1.03878E-01	3.87807
1.03879E-01	3.87361
1.03879E-01	3.87066
1.03879E-01	3.86982
1.03880E-01	3.86735
1.03881E-01	3.8649
1.03881E-01	3.86249
1.03882E-01	3.86011
1.03883E-01	3.85775
1.03883E-01	3.85541
1.03884E-01	3.85309
1.03885E-01	3.8508
1.03885E-01	3.84852
1.03886E-01	3.84792
1.03886E-01	3.84684
1.03887E-01	3.84552
1.03888E-01	3.84422
1.03889E-01	3.84294
1.03890E-01	3.84168
1.03891E-01	3.84043
1.03892E-01	3.83919
1.03893E-01	3.83796
1.03894E-01	3.83614
1.03895E-01	3.83433
1.03897E-01	3.83253
1.03898E-01	3.83087
1.03900E-01	3.82874
1.03900E-01	3.82815
1.03901E-01	3.82757
1.03903E-01	3.82677
1.03904E-01	3.82599
1.03907E-01	3.82482
1.03909E-01	3.82366
1.03912E-01	3.82251
1.03914E-01	3.82137
1.03916E-01	3.82023
1.03920E-01	3.81872
1.03923E-01	3.81723
1.03927E-01	3.81536
1.03931E-01	3.81351
1.03935E-01	3.81166
1.03939E-01	3.80981
1.03944E-01	3.80736
1.03950E-01	3.80492
1.03955E-01	3.80248
1.03961E-01	3.80004
1.03969E-01	3.79631
1.03977E-01	3.79243
1.03986E-01	3.78993
1.03995E-01	3.78744
1.04006E-01	3.78413
1.04018E-01	3.78082
1.04029E-01	3.77751
1.04046E-01	3.77255
1.04066E-01	3.76698
1.04089E-01	3.76017
1.04121E-01	3.7511
1.04153E-01	3.74203
1.04184E-01	3.73297
1.04242E-01	3.71627
1.04327E-01	3.69199
1.04406E-01	3.66925
1.04512E-01	3.63893
1.04582E-01	3.61872
1.04723E-01	3.58249
1.05075E-01	3.49191
1.05357E-01	3.41944
1.05920E-01	3.28904
1.06202E-01	3.22384
1.06484E-01	3.1645
1.07047E-01	3.04584
1.07611E-01	2.94073
1.07893E-01	2.88817
1.08174E-01	2.84097
1.08738E-01	2.74657
1.09301E-01	2.66281
1.09865E-01	2.58739
1.10428E-01	2.52322
1.10710E-01	2.49114
1.10851E-01	2.47869
1.11273E-01	2.44135
1.11414E-01	2.4289
1.11696E-01	2.41074
1.11978E-01	2.39258
1.12259E-01	2.38177
1.12541E-01	2.37096
1.12823E-01	2.36751
1.12964E-01	2.36579
1.13105E-01	2.36868
1.13386E-01	2.37447
1.13457E-01	2.37592
1.13696E-01	2.38977
1.13865E-01	2.39955
1.13978E-01	2.41089
1.14260E-01	2.43925
1.14485E-01	2.47244
1.14598E-01	2.48904
1.14711E-01	2.51121
1.14880E-01	2.54447
1.14936E-01	2.55859
1.15161E-01	2.61507
1.15387E-01	2.68618
1.15443E-01	2.70396
1.15556E-01	2.74742
1.15668E-01	2.79089
1.15725E-01	2.81681
1.15894E-01	2.8946
1.16063E-01	2.98733
1.16119E-01	3.01824
1.16232E-01	3.09031
1.16288E-01	3.12634
1.16401E-01	3.20863
1.16457E-01	3.24978
1.16570E-01	3.34383
1.16626E-01	3.39086
1.16739E-01	3.49852
1.16795E-01	3.55235
1.16908E-01	3.67576
1.16964E-01	3.73747
1.17021E-01	3.80833
1.17133E-01	3.95007
1.17246E-01	4.11315
1.17303E-01	4.19469
1.17359E-01	4.28642
1.17415E-01	4.37816
1.17472E-01	4.47909
1.17528E-01	4.58003
1.17584E-01	4.69115
1.17641E-01	4.80228
1.17697E-01	4.9247
1.17753E-01	5.04713
1.17810E-01	5.18204
1.17866E-01	5.31697
1.17922E-01	5.46566
1.17979E-01	5.61438
1.18035E-01	5.77823
1.18091E-01	5.94209
1.18148E-01	6.12251
1.18204E-01	6.30294
1.18260E-01	6.50134
1.18317E-01	6.69976
1.18373E-01	6.91746
1.18429E-01	7.13518
1.18486E-01	7.37331
1.18542E-01	7.61146
1.18599E-01	7.87076
1.18655E-01	8.13009
1.18711E-01	8.41071
1.18768E-01	8.69136
1.18824E-01	8.99253
1.18880E-01	9.29372
1.18937E-01	9.61725
1.19049E-01	10.2643
1.19106E-01	10.6055
1.19387E-01	12.3113
1.19500E-01	12.955
1.19613E-01	13.5339
1.19697E-01	13.9066
1.19782E-01	14.2118
1.19866E-01	14.4377
1.19951E-01	14.5748
1.20030E-01	14.6178
1.20033E-01	14.616
1.20057E-01	14.601
1.20120E-01	14.5612
1.20146E-01	14.514
1.20204E-01	14.41
1.20233E-01	14.3295
1.20289E-01	14.1686
1.20317E-01	14.0612
1.20373E-01	13.8463
1.20402E-01	13.7125
1.20486E-01	13.3109
1.20514E-01	13.1542
1.20599E-01	12.6838
1.20627E-01	12.509
1.20796E-01	11.4603
1.21021E-01	10.0232
1.21078E-01	9.68261
1.21190E-01	9.00154
1.21247E-01	8.68407
1.21303E-01	8.36663
1.21360E-01	8.07046
1.21416E-01	7.7743
1.21472E-01	7.50024
1.21529E-01	7.2262
1.21585E-01	6.97413
1.21641E-01	6.72207
1.21698E-01	6.49118
1.21754E-01	6.26032
1.21810E-01	6.04945
1.21867E-01	5.8386
1.21923E-01	5.64636
1.21979E-01	5.45413
1.22036E-01	5.27903
1.22092E-01	5.10394
1.22148E-01	4.9445
1.22205E-01	4.78507
1.22261E-01	4.63984
1.22317E-01	4.49463
1.22374E-01	4.36229
1.22430E-01	4.22995
1.22486E-01	4.10922
1.22543E-01	3.9885
1.22599E-01	3.87825
1.22656E-01	3.768
1.22712E-01	3.66718
1.22768E-01	3.56637
1.22825E-01	3.47405
1.22881E-01	3.38174
1.22937E-01	3.29808
1.23021E-01	3.17328
1.23049E-01	3.13553
1.23152E-01	2.99804
1.23199E-01	2.94105
1.23292E-01	2.82706
1.23339E-01	2.77581
1.23433E-01	2.67331
1.23479E-01	2.62661
1.23573E-01	2.53324
1.23620E-01	2.49105
1.23713E-01	2.40668
1.23760E-01	2.36813
1.23853E-01	2.29104
1.24040E-01	2.15281
1.24227E-01	2.03001
1.24414E-01	1.92073
1.24601E-01	1.82322
1.24788E-01	1.73602
1.24975E-01	1.65792
1.25162E-01	1.58787
1.25349E-01	1.52501
1.25536E-01	1.46859
