E(MeV)	j33-k300/In115K3:1
4.85137E-05	13.022
4.85251E-05	12.3151
4.85364E-05	11.682
4.85477E-05	11.1163
4.85602E-05	10.5643
4.85726E-05	10.0785
4.85851E-05	9.65131
4.85975E-05	9.27593
4.861E-05	8.94605
4.86224E-05	8.65598
4.86411E-05	8.28449
4.86581E-05	8.00202
4.86796E-05	7.70485
4.87012E-05	7.46133
4.87227E-05	7.25952
4.87476E-05	7.07118
4.87549E-05	7.01551
4.87872E-05	6.8229
4.88195E-05	6.66695
4.8862E-05	6.50158
4.89044E-05	6.36873
4.89611E-05	6.22722
0.000049046	6.06691
4.91309E-05	5.94782
4.92159E-05	5.85611
4.93291E-05	5.7625
4.9379E-05	5.73286
0.000049499	5.66154
4.97255E-05	5.57037
5.00104E-05	5.4971
5.00653E-05	5.483
5.06089E-05	5.40077
5.10392E-05	5.35926
5.11544E-05	5.35229
5.21264E-05	5.29345
5.23256E-05	5.28672
5.41196E-05	5.22609
5.46952E-05	5.21444
5.77272E-05	5.15309
5.81077E-05	5.14879
6.02198E-05	5.1249
6.08909E-05	5.13444
6.13702E-05	5.1662
6.15859E-05	5.19911
6.18016E-05	5.25916
6.19215E-05	5.31477
6.20413E-05	5.39997
6.21312E-05	5.49733
6.21911E-05	5.58909
6.2251E-05	5.71621
6.2281E-05	5.79984
6.23217E-05	5.94595
6.23523E-05	6.09024
6.23828E-05	6.27731
6.24032E-05	6.43397
6.24236E-05	6.62376
6.2444E-05	6.85489
6.24583E-05	7.04827
6.24727E-05	7.27129
6.24871E-05	7.52859
6.25015E-05	7.82534
6.25159E-05	8.16725
6.25302E-05	8.56057
6.25446E-05	9.01204
6.2559E-05	9.52883
6.2571E-05	10.0148
6.2583E-05	10.5558
6.25949E-05	11.1563
6.26069E-05	11.8208
6.26189E-05	12.5535
6.26309E-05	13.3587
6.26429E-05	14.24
6.26549E-05	15.2006
6.26669E-05	16.2433
6.26788E-05	17.3701
6.26908E-05	18.5818
6.27028E-05	19.8787
6.27148E-05	21.2596
6.27328E-05	23.4829
6.27507E-05	25.8757
6.27687E-05	28.4165
6.27987E-05	32.8974
6.28466E-05	40.2719
6.28706E-05	43.7895
6.28886E-05	46.2395
6.29065E-05	48.462
6.29245E-05	50.4004
6.29425E-05	52.0036
6.29605E-05	53.228
6.29784E-05	54.0399
6.29952E-05	54.4056
6.30024E-05	54.4439
6.30192E-05	54.2559
6.30371E-05	53.6304
6.30551E-05	52.5849
6.30731E-05	51.1499
6.30911E-05	49.3662
6.31031E-05	48.0071
6.31258E-05	45.1156
6.31486E-05	41.918
6.32205E-05	31.1324
6.32445E-05	27.6992
6.32615E-05	25.3905
6.32786E-05	23.2207
6.32957E-05	21.2049
6.33128E-05	19.3522
6.33242E-05	18.2099
6.33355E-05	17.1419
6.33475E-05	16.0971
6.33595E-05	15.132
6.33715E-05	14.2443
6.33835E-05	13.4308
6.33955E-05	12.688
6.34074E-05	12.012
6.34194E-05	11.3988
6.34314E-05	10.844
6.34446E-05	10.2962
6.34578E-05	9.80819
6.3471E-05	9.37455
6.34841E-05	8.98992
6.34973E-05	8.64922
6.35105E-05	8.34774
6.35303E-05	7.95952
6.35468E-05	7.68627
6.35665E-05	7.40862
6.35863E-05	7.17641
6.36061E-05	6.98127
6.36357E-05	6.74324
6.36654E-05	6.5551
6.36951E-05	6.40362
6.374E-05	6.22367
6.37849E-05	6.08505
6.38449E-05	5.94263
6.39048E-05	5.83283
6.39947E-05	5.70813
6.41145E-05	5.58938
6.42763E-05	5.48008
6.448E-05	5.3893
6.47017E-05	5.3234
6.50612E-05	5.25481
6.56005E-05	5.19458
6.61595E-05	5.15771
6.62303E-05	5.15304
6.67854E-05	5.13203
6.71076E-05	5.11982
6.74112E-05	5.11528
6.76202E-05	5.11214
6.77867E-05	5.11574
6.8037E-05	5.12115
6.80902E-05	5.1223
6.82039E-05	5.13478
6.83916E-05	5.15539
6.85481E-05	5.1958
6.86524E-05	5.2445
6.87363E-05	5.24629
6.87567E-05	5.33412
6.87897E-05	5.37463
6.88298E-05	5.44573
6.8861E-05	5.52489
6.88698E-05	5.54726
6.88965E-05	5.63992
6.89233E-05	5.76055
6.89393E-05	5.85493
6.89497E-05	5.91649
6.89673E-05	6.04607
6.89849E-05	6.20064
6.90026E-05	6.38461
6.90175E-05	6.56946
6.90378E-05	6.60287
6.90554E-05	6.86074
6.90696E-05	7.16387
6.90856E-05	7.44405
6.91016E-05	7.80492
6.91176E-05	8.2164
6.91337E-05	8.68266
6.91497E-05	9.20744
6.91657E-05	9.79387
6.91792E-05	11.0452
6.91977E-05	11.1599
6.92138E-05	11.9406
6.92222E-05	13.2654
6.92351E-05	14.0042
6.92592E-05	15.4879
6.92832E-05	17.0639
6.93082E-05	18.7569
6.93513E-05	21.6654
6.9374E-05	21.7569
6.93904E-05	24.0549
6.94164E-05	25.3944
6.94327E-05	25.4069
6.94425E-05	26.4277
6.94674E-05	26.6438
6.94834E-05	27.1242
6.94947E-05	27.455
6.95142E-05	27.4432
6.95331E-05	27.4338
6.95491E-05	27.2269
6.95652E-05	26.8754
6.95812E-05	26.387
6.95892E-05	25.3993
6.9602E-05	24.8049
6.96185E-05	23.9116
6.96303E-05	23.2308
6.9642E-05	22.528
6.96537E-05	21.7735
6.96655E-05	21.0135
6.96752E-05	20.3861
6.96889E-05	19.4682
6.97007E-05	18.6866
6.97124E-05	17.905
6.97212E-05	17.3188
6.97388E-05	16.1771
6.97476E-05	15.616
6.97586E-05	14.9513
6.97686E-05	14.3435
6.97805E-05	13.6745
6.97889E-05	13.1983
6.98024E-05	12.4925
6.98133E-05	11.952
6.98204E-05	11.607
6.98352E-05	10.9444
6.98462E-05	10.4929
6.98644E-05	9.79477
6.98845E-05	9.64551
6.98957E-05	8.78377
6.99166E-05	8.22276
6.9927E-05	7.97834
6.99374E-05	7.74634
6.99479E-05	7.54265
6.9955E-05	7.40484
6.99687E-05	7.17575
6.99886E-05	7.11121
7.00089E-05	6.88112
7.00261E-05	6.45971
7.00459E-05	6.28815
7.00605E-05	6.1816
7.00698E-05	6.11719
7.00897E-05	6.00745
7.01002E-05	5.94956
7.01307E-05	5.82194
7.01523E-05	5.7537
7.01675E-05	5.7057
7.0194E-05	5.64076
7.02097E-05	5.61164
7.02253E-05	5.58264
7.0241E-05	5.55364
7.02566E-05	5.53007
7.02702E-05	5.51312
7.02869E-05	5.49227
7.03088E-05	5.4649
7.03234E-05	5.44665
7.0338E-05	5.43248
7.03536E-05	5.41916
7.03693E-05	5.40584
7.03797E-05	5.39696
7.03995E-05	5.38009
7.04078E-05	5.373
7.04193E-05	5.36613
7.04402E-05	5.35365
7.04611E-05	5.34117
7.05127E-05	5.31029
7.05325E-05	5.30199
7.05523E-05	5.29409
7.05672E-05	5.28816
7.05821E-05	5.28223
7.05977E-05	5.27599
7.06133E-05	5.26975
7.06238E-05	5.26559
7.06342E-05	5.26143
7.06446E-05	5.25727
7.06551E-05	5.25311
7.06655E-05	5.24895
7.06749E-05	5.24521
7.06884E-05	5.24177
7.06999E-05	5.23887
7.07114E-05	5.23597
7.07229E-05	5.23306
7.07343E-05	5.23016
7.07458E-05	5.22725
7.07573E-05	5.22435
7.07659E-05	5.22217
7.07745E-05	5.21999
7.07831E-05	5.21782
7.07917E-05	5.21564
7.08003E-05	5.21346
7.08089E-05	5.21128
7.08175E-05	5.2091
7.08261E-05	5.20693
7.0839E-05	5.20366
7.08519E-05	5.20039
7.08649E-05	5.19712
7.08778E-05	5.19386
7.08885E-05	5.19115
7.09015E-05	5.18911
7.09145E-05	5.18708
7.09276E-05	5.18504
7.09406E-05	5.18301
7.09536E-05	5.18097
7.09667E-05	5.17894
7.09862E-05	5.17588
7.10058E-05	5.17283
7.10254E-05	5.16977
7.10449E-05	5.16672
7.10645E-05	5.16367
7.10905E-05	5.1596
7.11166E-05	5.15553
7.11427E-05	5.15145
7.11688E-05	5.14738
7.11875E-05	5.14446
7.12079E-05	5.14261
7.1247E-05	5.13908
7.12861E-05	5.13554
7.13317E-05	5.13141
7.13904E-05	5.1261
7.14491E-05	5.12079
7.15078E-05	5.11549
7.15469E-05	5.11195
7.16251E-05	5.10487
7.16773E-05	5.10015
7.17033E-05	5.09884
7.17816E-05	5.09491
7.18859E-05	5.08966
7.19902E-05	5.08442
7.20945E-05	5.07917
7.21874E-05	5.0745
7.22509E-05	5.07375
7.23999E-05	5.072
7.24074E-05	5.07266
7.25359E-05	5.08398
7.25638E-05	5.09359
7.26379E-05	5.11906
7.27208E-05	5.18293
7.27725E-05	5.2469
7.27846E-05	5.26191
7.28972E-05	5.45359
7.29811E-05	5.59026
7.30311E-05	5.59216
0.00007308	5.6423
7.31246E-05	5.65877
7.31693E-05	5.64146
7.3233E-05	5.5957
7.3294E-05	5.38375
7.33542E-05	5.27433
7.34371E-05	5.16014
7.35104E-05	5.09579
7.35837E-05	5.05856
7.36069E-05	5.05368
7.37389E-05	5.02596
7.39198E-05	5.01646
7.42914E-05	4.99695
7.44309E-05	4.99273
7.50359E-05	4.97439
7.57465E-05	4.95286
7.69708E-05	4.91576
7.83605E-05	4.87364
7.84854E-05	4.87232
7.87549E-05	4.86947
7.92478E-05	4.88569
7.94898E-05	4.91716
7.9669E-05	4.96536
7.97967E-05	5.02537
7.98729E-05	5.07912
7.99491E-05	5.15521
8.00062E-05	5.23584
8.00634E-05	5.35048
8.0097E-05	5.44318
8.01306E-05	5.56451
8.01642E-05	5.72724
8.01866E-05	5.86769
8.0209E-05	6.04225
8.02314E-05	6.26041
8.02479E-05	6.45606
8.02639E-05	6.67901
8.02799E-05	6.94125
8.02958E-05	7.24948
8.03118E-05	7.61127
8.03278E-05	8.03504
8.03384E-05	8.35652
8.03491E-05	8.71261
8.03597E-05	9.10641
8.03703E-05	9.54114
8.0381E-05	10.0202
8.03916E-05	10.547
8.04023E-05	11.1251
8.04129E-05	11.7581
8.04261E-05	12.6261
8.04394E-05	13.591
8.04526E-05	14.6594
8.04658E-05	15.8372
8.0479E-05	17.1302
8.04922E-05	18.543
8.05055E-05	20.0796
8.05187E-05	21.7425
8.05321E-05	23.5645
8.05456E-05	25.5183
8.05545E-05	26.893
8.05724E-05	29.8103
8.05904E-05	32.9387
8.06083E-05	36.2561
8.06262E-05	39.733
8.06621E-05	47.0081
8.07087E-05	56.5399
8.07356E-05	61.7022
8.07535E-05	64.869
8.07714E-05	67.7412
8.0792E-05	70.6019
8.08037E-05	71.9796
8.08216E-05	73.7257
8.08395E-05	74.9852
8.08575E-05	75.7297
8.08731E-05	75.9456
8.08884E-05	75.7625
8.09059E-05	75.0813
8.09238E-05	73.8762
8.09417E-05	72.1875
8.09632E-05	69.579
8.09793E-05	67.2543
8.09973E-05	64.3564
8.10242E-05	59.5193
8.10421E-05	56.0616
8.11084E-05	42.7678
8.11353E-05	37.5939
8.11532E-05	34.326
8.11711E-05	31.2385
8.11873E-05	28.6323
8.12034E-05	26.2009
8.12195E-05	23.9508
8.12357E-05	21.8845
8.12518E-05	20.0007
8.12666E-05	18.4307
8.12807E-05	17.0674
8.12948E-05	15.8304
8.13089E-05	14.7133
8.13231E-05	13.7088
8.13372E-05	12.8094
8.13513E-05	12.007
8.13654E-05	11.2938
8.13795E-05	10.662
8.13936E-05	10.1038
8.14078E-05	9.61194
8.14246E-05	9.10334
8.14414E-05	8.66809
8.14582E-05	8.29629
8.1475E-05	7.97903
8.14918E-05	7.70839
8.15086E-05	7.47743
8.1531E-05	7.22086
8.15534E-05	7.0121
8.15758E-05	6.8414
8.16049E-05	6.66378
8.16408E-05	6.49661
8.16766E-05	6.3705
8.17304E-05	6.23466
8.17842E-05	6.14344
8.1838E-05	6.08456
8.19097E-05	6.04567
8.19455E-05	6.04115
8.20224E-05	6.06342
8.20993E-05	6.13124
8.21569E-05	6.2163
8.22146E-05	6.33699
0.000082253	6.4417
8.23024E-05	6.61212
8.23394E-05	6.77343
8.23764E-05	6.97214
8.24135E-05	7.22004
8.24382E-05	7.42103
8.24628E-05	7.65894
8.24875E-05	7.94355
8.2506E-05	8.19539
8.25246E-05	8.48784
8.25431E-05	8.82963
8.25616E-05	9.23151
8.25801E-05	9.70668
8.25925E-05	10.072
8.26048E-05	10.4824
8.26171E-05	10.9444
8.26295E-05	11.465
8.26418E-05	12.0521
8.26526E-05	12.6274
8.26665E-05	13.4626
8.26758E-05	14.086
8.2685E-05	14.7686
8.26943E-05	15.5158
8.27035E-05	16.3332
8.27128E-05	17.2271
8.27221E-05	18.2037
8.27313E-05	19.2701
8.27406E-05	20.4334
8.27498E-05	21.7011
8.27591E-05	23.081
8.27684E-05	24.5814
8.27776E-05	26.2105
8.27869E-05	27.9771
8.27961E-05	29.8899
8.28059E-05	32.0871
8.28158E-05	34.4693
8.28256E-05	37.0473
8.28354E-05	39.8315
8.28452E-05	42.8323
8.2855E-05	46.0597
8.28648E-05	49.5231
8.28746E-05	53.2312
8.28844E-05	57.1922
8.28943E-05	61.4129
8.29057E-05	66.6878
8.29156E-05	71.5218
8.29304E-05	79.2928
8.29452E-05	87.6892
8.29601E-05	96.7034
8.29749E-05	106.317
8.29887E-05	115.802
8.30065E-05	128.666
8.30242E-05	142.188
8.30509E-05	163.417
8.31121E-05	213.462
8.31418E-05	236.287
8.3164E-05	251.882
8.31813E-05	262.774
0.000083201	273.606
8.32208E-05	282.453
8.32356E-05	287.645
8.32504E-05	291.513
8.32682E-05	294.328
0.00008328	295.07
8.32978E-05	294.464
8.33116E-05	292.579
8.33304E-05	288.095
8.33452E-05	283.058
8.33649E-05	274.434
8.33837E-05	264.419
8.34025E-05	252.867
8.34222E-05	239.336
8.34518E-05	217.106
8.35284E-05	156.049
8.35471E-05	141.658
8.35664E-05	127.532
8.35861E-05	113.872
8.36009E-05	104.247
8.36158E-05	95.192
8.36306E-05	86.7289
8.36464E-05	78.3656
8.36572E-05	73.0139
8.36681E-05	67.9836
8.3679E-05	63.2693
8.36898E-05	58.8639
8.37007E-05	54.7586
8.37115E-05	50.943
8.37224E-05	47.4057
8.37346E-05	43.7437
8.37468E-05	40.3997
8.37591E-05	37.3545
8.37713E-05	34.5886
8.37835E-05	32.0822
8.37957E-05	29.8158
8.38079E-05	27.7705
8.38202E-05	25.9277
8.38324E-05	24.2699
8.38446E-05	22.7802
8.38651E-05	21.8727
8.38774E-05	20.6167
8.38898E-05	19.4914
8.39021E-05	18.4832
8.39145E-05	17.5799
8.39268E-05	16.7701
8.39392E-05	16.0435
8.39515E-05	15.3908
8.397E-05	14.8036
8.39885E-05	14.0295
8.4007E-05	13.3641
8.40256E-05	12.7889
8.40441E-05	12.2886
8.40626E-05	11.8506
8.40873E-05	11.4644
8.4112E-05	11.0157
8.41367E-05	10.6282
8.41737E-05	10.2897
8.42107E-05	9.85435
8.42478E-05	9.48625
8.43033E-05	9.1699
8.43588E-05	8.76954
8.44144E-05	8.43701
8.44699E-05	8.15613
0.000084544	7.9157
8.46366E-05	7.64441
8.47291E-05	7.36611
8.48217E-05	7.13863
8.49142E-05	6.94962
8.50737E-05	6.79046
8.52331E-05	6.56908
8.53926E-05	6.39735
8.55521E-05	6.26293
8.56849E-05	6.16116
8.57248E-05	6.11029
8.58029E-05	6.10622
8.58604E-05	6.12676
8.58986E-05	6.17981
8.59358E-05	6.24134
8.5972E-05	6.32658
8.60081E-05	6.43713
8.60443E-05	6.57742
8.60836E-05	6.74772
8.62069E-05	6.96407
8.62494E-05	7.7342
8.62835E-05	7.96337
8.63175E-05	8.10456
8.63441E-05	8.19612
8.63579E-05	8.22796
8.63855E-05	8.22993
8.64132E-05	8.20357
8.64504E-05	8.13779
8.64876E-05	7.99244
8.65322E-05	7.79321
8.65981E-05	7.50552
8.66566E-05	7.04442
8.67044E-05	6.65942
8.67523E-05	6.39015
8.67916E-05	6.17193
8.68384E-05	6.03066
8.68852E-05	5.90258
8.69553E-05	5.81007
8.70351E-05	5.71911
8.71679E-05	5.65828
8.73806E-05	5.60177
8.74693E-05	5.53304
8.76862E-05	5.4968
8.78908E-05	5.4626
8.80115E-05	5.44913
8.83368E-05	5.41279
8.85537E-05	5.38856
8.87163E-05	5.37039
8.87413E-05	5.3676
0.000088879	5.35725
8.90417E-05	5.34502
8.91637E-05	5.33585
8.92721E-05	5.3277
8.93738E-05	5.32006
8.94754E-05	5.31241
8.95771E-05	5.30477
8.96787E-05	5.29713
8.97465E-05	5.29203
8.98329E-05	5.28554
8.98905E-05	5.28121
8.99319E-05	5.2781
8.99482E-05	5.27725
9.00058E-05	5.27426
9.00634E-05	5.27126
9.0121E-05	5.26826
9.01642E-05	5.26602
9.02074E-05	5.26377
9.02582E-05	5.26113
9.02921E-05	5.25937
9.0326E-05	5.2576
9.03599E-05	5.25584
9.03938E-05	5.25408
9.04277E-05	5.25232
9.04615E-05	5.25055
9.04954E-05	5.24879
9.05208E-05	5.24747
9.05463E-05	5.24615
9.05717E-05	5.24483
9.05971E-05	5.24351
9.06225E-05	5.24218
9.06479E-05	5.24086
9.06733E-05	5.23954
9.06903E-05	5.23866
9.07072E-05	5.23778
9.07242E-05	5.2369
9.07411E-05	5.23602
9.07589E-05	5.23509
9.07729E-05	5.23436
9.07869E-05	5.23364
9.08008E-05	5.23291
9.08148E-05	5.23218
9.08288E-05	5.23146
9.08428E-05	5.23073
9.08568E-05	5.23
9.08707E-05	5.22928
9.08847E-05	5.22855
9.08987E-05	5.22782
9.09096E-05	5.22725
9.09315E-05	5.2266
9.09424E-05	5.22633
9.09533E-05	5.22606
9.09643E-05	5.22579
9.09752E-05	5.22552
9.09861E-05	5.22525
9.09971E-05	5.22497
9.1008E-05	5.2247
9.10187E-05	5.22444
9.10288E-05	5.22419
9.1039E-05	5.22394
9.10492E-05	5.22368
9.10593E-05	5.22343
9.10695E-05	5.22318
9.10797E-05	5.22293
9.10898E-05	5.22268
9.11E-05	5.22243
9.11102E-05	5.22217
9.11203E-05	5.22192
9.11305E-05	5.22167
9.11407E-05	5.22142
9.11508E-05	5.22117
9.11644E-05	5.22083
9.11779E-05	5.2205
9.11915E-05	5.22016
9.1205E-05	5.21983
9.12186E-05	5.21949
9.12321E-05	5.21915
9.12484E-05	5.21875
9.12647E-05	5.21835
9.12809E-05	5.21795
9.1304E-05	5.21738
9.13243E-05	5.21687
9.13514E-05	5.2162
9.14057E-05	5.21486
9.14314E-05	5.21422
9.14572E-05	5.21358
9.14775E-05	5.21308
9.14978E-05	5.21258
9.15182E-05	5.21207
9.15385E-05	5.21157
9.15575E-05	5.2111
9.15764E-05	5.21063
9.15927E-05	5.21023
9.16117E-05	5.20976
9.1632E-05	5.20925
9.16524E-05	5.20875
9.16727E-05	5.20825
9.1693E-05	5.20774
9.1713E-05	5.20725
9.17323E-05	5.20677
9.17581E-05	5.20613
9.17852E-05	5.20546
9.18398E-05	5.20411
9.1853E-05	5.20444
9.18794E-05	5.20511
9.18987E-05	5.2056
9.1918E-05	5.20609
9.19373E-05	5.20658
9.19567E-05	5.20707
9.19695E-05	5.20739
9.19831E-05	5.20774
9.19967E-05	5.20808
9.20102E-05	5.20842
9.20238E-05	5.20877
9.20373E-05	5.20911
9.20509E-05	5.20945
9.20644E-05	5.2098
9.2078E-05	5.21014
9.20892E-05	5.21042
9.21003E-05	5.21071
9.21115E-05	5.21099
9.21227E-05	5.21127
9.21339E-05	5.21156
9.21451E-05	5.21184
9.21563E-05	5.21212
9.21674E-05	5.21241
9.21786E-05	5.21269
9.21898E-05	5.21297
9.2202E-05	5.21328
9.22162E-05	5.21364
9.22305E-05	5.214
9.22447E-05	5.21436
9.22565E-05	5.21466
9.22732E-05	5.2165
9.22874E-05	5.21806
9.23016E-05	5.21963
9.23159E-05	5.2212
9.23301E-05	5.22277
9.23443E-05	5.22434
9.23596E-05	5.22602
9.23753E-05	5.22775
9.23911E-05	5.22948
9.24068E-05	5.23122
9.24226E-05	5.23295
9.24383E-05	5.23469
9.24593E-05	5.237
9.2475E-05	5.23874
9.24908E-05	5.24047
9.25065E-05	5.2422
9.25216E-05	5.24386
9.25352E-05	5.24537
9.25489E-05	5.24688
9.25626E-05	5.24838
9.25763E-05	5.24989
9.259E-05	5.2514
9.26047E-05	5.25303
9.26195E-05	5.25465
9.26491E-05	5.26121
9.26639E-05	5.26504
9.26861E-05	5.27078
9.27082E-05	5.27652
9.2728E-05	5.28162
9.27477E-05	5.28673
9.28255E-05	5.30688
9.28581E-05	5.3153
9.28778E-05	5.32385
9.28975E-05	5.33246
9.29172E-05	5.34107
9.29369E-05	5.34969
9.29566E-05	5.3583
9.29763E-05	5.36691
9.29886E-05	5.37227
9.30197E-05	5.39281
9.30404E-05	5.40649
9.30572E-05	5.41756
9.30789E-05	5.43188
9.31005E-05	5.44621
9.31188E-05	5.4583
9.314E-05	5.47849
9.31695E-05	5.50675
9.32057E-05	5.54125
9.32602E-05	5.61384
9.32898E-05	5.65317
9.33095E-05	5.68743
9.33292E-05	5.72296
9.33489E-05	5.75848
9.33637E-05	5.79285
9.33785E-05	5.82803
9.33948E-05	5.86673
9.34082E-05	5.89872
9.34273E-05	5.95838
9.34436E-05	6.00922
9.34761E-05	6.13422
9.34924E-05	6.20057
9.35086E-05	6.28215
9.3524E-05	6.36196
9.35411E-05	6.47245
9.3552E-05	6.54217
9.35643E-05	6.63728
9.35746E-05	6.71783
9.35889E-05	6.85169
9.3618E-05	6.92035
9.36382E-05	7.43645
9.36567E-05	7.73425
9.36752E-05	8.07806
9.36925E-05	8.13625
9.37068E-05	8.45501
9.37355E-05	9.2286
9.37498E-05	9.69548
9.37785E-05	10.8237
9.37886E-05	12.0372
9.38071E-05	12.263
9.38181E-05	13.8595
9.38342E-05	14.0824
9.38469E-05	15.0322
9.38596E-05	16.0784
9.38724E-05	17.2276
9.38851E-05	18.4863
9.38978E-05	19.8608
9.39106E-05	21.3571
9.39233E-05	22.9806
9.39465E-05	26.45
9.3958E-05	28.2788
9.39754E-05	30.224
9.39857E-05	35.3785
9.40101E-05	36.7615
9.40269E-05	40.4168
9.40448E-05	48.459
9.40709E-05	49.4275
9.41039E-05	54.9789
9.41138E-05	66.3975
9.41617E-05	79.3058
9.41849E-05	85.2365
9.42075E-05	90.6313
9.42295E-05	95.3827
9.4252E-05	99.6085
9.42617E-05	101.124
9.42868E-05	102.335
9.43041E-05	104.552
9.43215E-05	106.221
0.00009434	107.312
9.43602E-05	107.576
9.43759E-05	107.566
9.43967E-05	106.847
9.44141E-05	105.129
9.44314E-05	103.089
9.44476E-05	100.537
9.44588E-05	95.5167
9.44685E-05	93.5997
9.44905E-05	88.6994
9.45136E-05	83.0827
9.45484E-05	74.1054
9.45923E-05	62.4744
9.46236E-05	54.4782
9.46444E-05	49.4154
9.46664E-05	44.3755
9.46838E-05	40.6483
9.47011E-05	37.1606
9.47185E-05	33.9224
9.47359E-05	30.9376
9.47532E-05	28.2058
9.47648E-05	26.5228
9.47764E-05	24.9478
9.4788E-05	23.4777
9.47995E-05	22.1093
9.48111E-05	20.8385
9.48227E-05	19.6613
9.48334E-05	18.6553
9.48493E-05	18.5732
9.48632E-05	17.2842
9.48771E-05	16.2121
9.4891E-05	15.2446
9.49049E-05	14.3734
9.49188E-05	13.5906
9.49326E-05	12.8886
9.49465E-05	12.2598
9.49604E-05	11.6973
9.49882E-05	10.8894
9.50027E-05	10.344
9.50207E-05	9.57057
9.50461E-05	9.48785
9.50678E-05	9.08085
9.50895E-05	8.73693
9.51184E-05	8.44481
9.51474E-05	8.11999
9.51763E-05	7.85321
9.52079E-05	7.43361
9.52197E-05	7.36023
9.52631E-05	7.14373
9.53065E-05	6.96605
9.53644E-05	6.77247
9.54051E-05	6.66164
9.54223E-05	6.61483
9.54917E-05	6.45993
9.55727E-05	6.31372
9.56022E-05	6.27238
9.56943E-05	6.14325
9.58332E-05	5.99704
9.58979E-05	5.94653
9.60068E-05	5.86158
9.61591E-05	5.77648
9.62383E-05	5.73226
9.64698E-05	5.63934
9.64844E-05	5.63493
9.67013E-05	5.56949
9.68097E-05	5.5463
9.71412E-05	5.47537
9.72976E-05	5.45253
0.000097581	5.41116
9.78273E-05	5.38746
9.8357E-05	5.33649
9.90135E-05	5.29945
9.94694E-05	5.27392
9.96701E-05	5.26912
9.98733E-05	5.26426
0.000100086	5.27305
0.000100213	5.30471
0.000100278	5.34608
0.0001003	5.35987
0.000100367	5.43721
0.000100434	5.55619
0.000100498	5.71598
0.000100541	5.84242
0.000100643	6.17594
0.000100668	6.25973
0.000100729	6.42217
0.000100779	6.50828
0.000100826	6.53783
0.000100863	6.53787
0.0001009	6.52313
0.000100935	6.40216
0.000100945	6.38051
0.000101009	6.19279
0.000101111	5.84991
0.000101183	5.6357
0.000101242	5.49735
0.000101297	5.40325
0.00010136	5.32913
0.000101443	5.31771
0.00010153	5.23766
0.000101553	5.23
0.000101676	5.2161
0.000101798	5.20242
0.000101919	5.19774
0.000102011	5.19483
0.000102102	5.19193
0.000102193	5.18902
0.000102284	5.18611
0.000102345	5.18418
0.000102406	5.18224
0.000102467	5.1803
0.000102527	5.17836
0.000102573	5.17691
0.000102622	5.17536
0.000102672	5.17376
0.000102722	5.17216
0.000102755	5.1711
0.000102789	5.17003
0.000102822	5.16897
0.000102856	5.1679
0.000102886	5.16693
0.000102917	5.16597
0.000102939	5.16524
0.000102962	5.16451
0.000102985	5.16379
0.000103008	5.16306
0.00010303	5.16233
0.000103053	5.16161
0.000103068	5.16112
0.000103084	5.16064
0.000103099	5.16015
0.000103112	5.15974
0.000103125	5.15933
0.000103138	5.1591
0.000103151	5.15888
0.000103163	5.15867
0.000103176	5.15845
0.000103189	5.15824
0.000103202	5.15802
0.000103215	5.15781
0.000103228	5.15759
0.000103241	5.15738
0.000103254	5.15716
0.000103427	5.15428
0.000103439	5.15407
0.000103451	5.15387
0.000103464	5.15367
0.000103476	5.15347
0.000103488	5.15326
0.0001035	5.15306
0.000103512	5.15286
0.000103524	5.15266
0.000103537	5.15245
0.000103549	5.15225
0.000103561	5.15205
0.000103579	5.15175
0.000103597	5.15144
0.000103617	5.15111
0.000103641	5.15071
0.000103665	5.15032
0.000103697	5.14978
0.000103758	5.14877
0.000103782	5.14836
0.000103807	5.14796
0.000103826	5.14764
0.000103848	5.14727
0.000103866	5.14697
0.000103884	5.14666
0.000103905	5.14632
0.000103922	5.14604
0.00010394	5.14573
0.000103955	5.14548
0.000103974	5.14518
0.000103992	5.14487
0.000104013	5.14452
0.000104031	5.14422
0.00010405	5.14391
0.00010407	5.14357
0.000104091	5.14322
0.000104115	5.14282
0.00010414	5.14241
0.000104188	5.1416
0.00010423	5.14092
0.000104261	5.1404
0.000104283	5.14002
0.000104301	5.13972
0.00010432	5.13942
0.000104338	5.13911
0.000104356	5.13881
0.000104368	5.13861
0.00010438	5.13841
0.000104393	5.1382
0.000104405	5.138
0.000104417	5.1378
0.000104429	5.1376
0.000104441	5.13739
0.000104453	5.13719
0.000104466	5.13699
0.000104479	5.13677
0.000104492	5.13655
0.000104505	5.13633
0.000104518	5.13611
0.000104532	5.13589
0.000104545	5.13567
0.000104558	5.13545
0.000104571	5.13523
0.000104585	5.13501
0.000104598	5.13479
0.00010461	5.13458
0.000104622	5.13439
0.000104633	5.1342
0.000104645	5.13401
0.00010466	5.13375
0.000104675	5.1335
0.00010469	5.13325
0.000104705	5.133
0.000104721	5.13274
0.000104736	5.13249
0.000104751	5.13224
0.000104766	5.13198
0.000104781	5.13173
0.000104804	5.13135
0.000104827	5.13097
0.00010485	5.13059
0.000104873	5.13021
0.000104895	5.12983
0.000104926	5.12933
0.000104956	5.12882
0.000104987	5.12831
0.000105017	5.12781
0.000105047	5.1273
0.000105093	5.12654
0.000105132	5.12589
0.000105172	5.12523
0.000105231	5.12424
0.000105291	5.12325
0.00010535	5.12227
