E(MeV)	j33-k300/In115K3:1
0.000220149	4.51033
0.000221308	4.33747
0.000221625	4.30549
0.000221731	4.30066
0.000221821	4.30375
0.000221953	4.30829
0.000222087	4.33142
0.00022222	4.37784
0.000222337	4.44849
0.00022242	4.52561
0.000222476	4.59516
0.000222532	4.68506
0.000222587	4.80319
0.000222629	4.91742
0.000222671	5.06172
0.000222698	5.17965
0.000222726	5.3196
0.000222754	5.48665
0.000222777	5.64928
0.0002228	5.83892
0.000222823	6.06066
0.000222846	6.32054
0.000222869	6.62568
0.000222892	6.9844
0.000223537	114.686
0.000223571	129.054
0.000223604	146.752
0.000223733	178.365
0.000223778	241.787
0.000223811	266.812
0.000223844	284.087
0.000223874	299.586
0.000223907	311.673
0.000223978	332.739
0.000224006	336.325
0.000224036	337.904
0.000224067	336.949
0.000224098	333.325
0.000224125	326.961
0.000224158	319.488
0.000224191	307.76
0.000224249	283.241
0.000224285	265.029
0.000224396	245.482
0.000224429	181.557
0.000224463	163.029
0.000224495	145.347
0.000224518	129.531
0.000224542	118.383
0.000224566	107.893
0.00022459	98.0878
0.00022504	17.9239
0.000225065	16.9605
0.00022509	16.0729
0.000225115	15.3022
0.00022514	14.6309
0.00022519	13.6939
0.000225224	13.0759
0.000225257	12.5499
0.000225304	12.098
0.000225344	11.5626
0.000225398	11.1738
0.000225451	10.7337
0.000225484	10.1716
0.000225585	10.0447
0.000225666	9.64803
0.000225726	9.15309
0.000225817	9.10002
0.000225877	8.95608
0.000225938	8.90096
0.000225987	8.92715
0.00022606	9.13212
0.000226096	9.29637
0.000226127	9.51496
0.000226165	9.7483
0.000226203	10.0957
0.000226241	10.517
0.000226281	11.0149
0.000226323	11.625
0.000226407	13.1738
0.00022648	15.6792
0.000226554	17.3165
0.000226581	17.8794
0.000226636	18.115
0.000226668	18.905
0.000226727	19.7845
0.000226749	20.2322
0.000226796	20.2969
0.000226871	20.3508
0.000226938	19.8001
0.000226993	18.4354
0.000227037	17.5448
0.000227081	16.5659
0.000227114	15.8044
0.000227147	15.0296
0.000227179	14.2519
0.000227206	13.6164
0.000227243	12.8001
0.000227293	11.731
0.000227318	11.2418
0.000228002	6.62055
0.000228029	6.58928
0.000228096	6.53167
0.000228158	6.48141
0.00022822	6.44016
0.00022826	6.416
0.000228301	6.39184
0.000228328	6.37573
0.000228355	6.35963
0.000228384	6.34191
0.000228438	6.31733
0.000228468	6.30417
0.000228492	6.2934
0.000228532	6.27545
0.000228559	6.26379
0.000228609	6.24135
0.000228637	6.22879
0.000228664	6.21683
0.000228691	6.20486
0.000228732	6.18691
0.000228776	6.17059
0.000228912	6.12511
0.000228952	6.1116
0.000228979	6.1026
0.000229006	6.0936
0.000229033	6.08482
0.000229059	6.07604
0.000229085	6.06726
0.000229562	5.93777
0.000229587	5.93129
0.000229613	5.92482
0.000229638	5.91835
0.000229663	5.91187
0.000229688	5.9054
0.000229722	5.89677
0.000229789	5.88245
0.000229823	5.8758
0.000229857	5.86914
0.000229902	5.86015
0.000229931	5.85449
0.000229988	5.84317
0.000230045	5.83185
0.000230102	5.82053
0.000230188	5.80356
0.000230274	5.78658
0.000230365	5.7686
0.000230431	5.75563
0.000230466	5.75031
0.000230567	5.73514
0.000230668	5.71996
0.000230803	5.69973
0.000230951	5.67747
0.000231112	5.65319
0.000231274	5.62891
0.000231468	5.59978
0.000231516	5.5943
0.00023172	5.57135
0.000231923	5.54839
0.000232228	5.51396
0.000232471	5.48655
0.000232682	5.46265
0.000232823	5.44672
0.000232851	5.44358
0.000232894	5.43981
0.000232981	5.43215
0.000233067	5.42449
0.000233137	5.41838
0.000233183	5.41431
0.000233229	5.41024
0.000233275	5.40617
0.00023331	5.40312
0.000233344	5.40007
0.000234001	5.34212
0.000234031	5.33946
0.000234067	5.3363
0.000234103	5.33314
0.000234228	5.32213
0.000234265	5.31887
0.000234305	5.31533
0.000234337	5.31251
0.000234368	5.30978
0.0002344	5.3069
0.000234433	5.30403
0.000234478	5.30001
0.000234511	5.29714
0.000234541	5.29446
0.000234565	5.29238
0.000234601	5.28972
0.000234628	5.28773
0.000234661	5.28534
0.000234693	5.28294
0.00023472	5.28095
0.000234753	5.27856
0.000234791	5.27576
0.000234899	5.26779
0.000234943	5.2646
0.000234974	5.26232
0.000235005	5.26005
0.000235036	5.25777
0.000235121	5.25147
0.000235644	5.21307
0.000235677	5.21063
0.000235722	5.20734
0.000235827	5.19957
0.000235878	5.19583
0.000235919	5.19284
0.000235949	5.1906
0.00023598	5.18836
0.000236013	5.18596
0.000236043	5.18372
0.000236074	5.18148
0.000236105	5.1792
0.000236157	5.17535
0.000236187	5.1731
0.000236216	5.17097
0.000236246	5.16877
0.000236277	5.16653
0.000236307	5.16428
0.000236346	5.16144
0.000236385	5.1586
0.000236519	5.14873
0.000236559	5.14582
0.000236594	5.1432
0.000236628	5.14073
0.000236764	5.13075
0.000236789	5.12889
0.000237056	5.10926
0.000237087	5.10702
0.000237117	5.10478
0.000237148	5.10253
0.000237178	5.10029
0.000237219	5.0973
0.000237259	5.09431
0.000237307	5.09084
0.00023736	5.08689
0.000237414	5.08293
0.000237495	5.07701
0.000237575	5.07108
0.000237656	5.06515
0.000237763	5.0573
0.000237869	5.04949
0.000237949	5.04363
0.000238009	5.03924
0.000238082	5.03388
0.000238135	5.02997
0.00023818	5.02665
0.000238214	5.02416
0.000238248	5.02166
0.000238282	5.01917
0.000238316	5.01668
0.000238346	5.01447
0.000238707	4.98788
0.000238732	4.98604
0.000238758	4.98419
0.000238784	4.98225
0.00023881	4.98031
0.000238845	4.97773
0.000238881	4.97515
0.000238938	4.9709
0.000239019	4.96499
0.000239059	4.96204
0.000239101	4.95894
0.000239135	4.95643
0.000239165	4.95421
0.000239196	4.952
0.00023923	4.94949
0.00023926	4.94727
0.00023929	4.94506
0.000239338	4.94151
0.000239368	4.9393
0.000239393	4.93745
0.000239419	4.9356
0.000239449	4.93339
0.000239479	4.93117
0.000239519	4.92822
0.000239549	4.92601
0.000239589	4.92305
0.000239718	4.9136
0.000239759	4.91057
0.00023979	4.9083
0.000239821	4.90603
0.000239852	4.90376
0.000239883	4.90149
0.000239908	4.89965
0.000239933	4.8978
0.000239958	4.89595
0.000239983	4.89411
0.000240008	4.89226
0.000240033	4.89042
0.000240058	4.88857
0.000240084	4.88672
0.000240187	4.87911
0.000240215	4.87703
0.000240244	4.87496
0.000240272	4.87288
0.0002403	4.8708
0.000240328	4.86872
0.000240357	4.86665
0.000240385	4.86457
0.000240411	4.86262
0.000240438	4.86066
0.000240465	4.85871
0.000240518	4.85419
0.000240544	4.85188
0.000240571	4.84957
0.000240598	4.84727
0.000241204	4.79461
0.000241237	4.79175
0.000241304	4.78589
0.00024143	4.77494
0.000241477	4.77084
0.000241511	4.76791
0.000241543	4.76512
0.000241576	4.76224
0.00024161	4.7593
0.000241644	4.75637
0.000241697	4.75178
0.000241763	4.74601
0.000241797	4.74308
0.000241829	4.7403
0.000241862	4.73741
0.000241896	4.73448
0.00024193	4.73155
0.000241972	4.72783
0.000242015	4.72412
0.000242105	4.7163
0.000242155	4.712
0.000242192	4.70878
0.000242223	4.70609
0.00024225	4.70367
0.000242278	4.70125
0.000242306	4.69883
0.000242774	4.65209
0.000242803	4.64913
0.000242862	4.64285
0.000242898	4.63908
0.000242934	4.63532
0.00024297	4.63155
0.000243018	4.62653
0.000243065	4.6215
0.000243137	4.61397
0.000243213	4.60599
0.000243298	4.59713
0.00024341	4.58531
0.000243523	4.57349
0.000243635	4.56167
0.000243781	4.5463
0.000243974	4.52603
0.000244001	4.523
0.00024422	4.49785
0.000244445	4.47205
0.000244783	4.43336
0.00024512	4.39467
0.000245444	4.35757
0.000245525	4.35358
0.00024555	4.35235
0.00024571	4.36189
0.000245827	4.3974
0.000245923	4.45923
0.000245987	4.52375
0.000246057	4.62129
0.000246095	4.68742
0.000246172	4.8479
0.000246249	5.04301
0.000246461	5.6577
0.000246519	5.79882
0.00024656	5.87672
0.000246634	5.91613
0.000246684	5.98063
0.000246753	6.00636
0.000246815	5.98087
0.000246878	5.90216
0.000246939	5.77475
0.000247133	5.61691
0.000247216	5.02679
0.000247279	4.80132
0.000247341	4.65905
0.000247403	4.54286
0.000247467	4.45269
0.000247546	4.38575
0.000247626	4.33218
0.00024768	4.30666
0.000247786	4.30217
0.000247893	4.31706
0.000248007	4.35845
0.000248122	4.43058
0.000248154	4.57338
0.000248208	4.63859
0.000248294	4.77081
0.000248373	4.9244
0.000248438	5.08089
0.000248504	5.27145
0.000248547	5.42208
0.000248591	5.59597
0.000248634	5.79809
0.000248678	6.03497
0.000248722	6.31524
0.000248754	6.56073
0.000248787	6.8433
0.00024882	7.17079
0.000248852	7.55298
0.000249622	129.914
0.00024973	192.962
0.000249764	217.104
0.000249816	243.27
0.000249903	285.553
0.000249956	357.742
0.000249989	399.072
0.000250022	423.315
0.000250057	445.432
0.000250092	465.869
0.000250118	482.873
0.000250149	493.099
0.000250205	506.684
0.00025026	508.95
0.000250291	505.585
0.000250343	493
0.000250373	478.981
0.000250402	464.171
0.000250437	447.015
0.000250472	424.278
0.000250524	399.337
0.000250631	359.112
0.000250678	274.36
0.000250713	238.518
0.000250739	213.455
0.000250765	195.674
0.000250791	178.856
0.000250818	163.06
0.000250844	148.322
0.00025087	134.659
0.000251404	25.0401
0.000251436	23.597
0.000251469	22.3499
0.000251502	21.2656
0.000251534	20.3168
0.000251578	19.4808
0.000251622	18.51
0.000251665	17.6721
0.000251709	16.9406
0.000251774	16.2951
0.00025184	15.4553
0.000251896	14.7366
0.000251981	14.1912
0.000252066	13.4797
0.000252133	12.458
0.000252237	12.3421
0.000252337	11.8793
0.000252468	11.4022
0.000252599	10.8697
0.000252729	10.4177
0.000252817	10.0295
0.000252991	9.79985
0.000253165	9.39762
0.00025334	9.05719
0.000253602	8.76553
0.000253828	8.39905
0.000254107	8.13488
0.000254387	7.86157
0.000254557	7.51776
0.000254805	7.35053
0.000255154	7.15832
0.000255677	6.92287
0.000256201	6.73381
0.000256802	6.55732
0.000256981	6.51448
0.000257404	6.41268
0.00025841	6.22014
0.000259618	6.04249
0.000260809	5.90313
0.00026257	5.73384
0.000264685	5.55893
0.000264874	5.54335
0.000265361	5.52555
0.00026558	5.5496
0.000265663	5.5793
0.000265746	5.63558
0.000265808	5.70763
0.00026587	5.82063
0.000265912	5.92851
0.000265953	6.07143
0.000265995	6.25904
0.000266023	6.41453
0.00026605	6.59878
0.000266078	6.81602
0.000266106	7.07079
0.000266133	7.36791
0.000266161	7.71242
0.000266189	8.10953
0.000266216	8.56445
0.000266244	9.08233
0.000266272	9.66804
0.0002663	10.3261
0.000266352	10.9452
0.000266381	11.7889
0.00026641	12.722
0.000266439	13.7458
0.000266468	14.8595
0.000266497	16.0607
0.00026654	17.3319
0.000266584	19.3752
0.000266716	21.552
0.000266761	28.5553
0.000266797	30.7627
0.000266832	32.4419
0.000266865	33.8606
0.000266898	35.0543
0.000266934	36.0438
0.000266967	36.8482
0.000267002	37.3481
0.000267047	37.6114
0.00026708	37.4865
0.00026714	36.541
0.000267173	35.7918
0.000267206	34.7563
0.000267236	33.532
0.000267274	32.2927
0.000267337	30.5837
0.000267425	27.4709
0.00026747	22.9454
0.000267518	20.7601
0.00026755	18.5226
0.000267582	17.1342
0.000267612	15.8398
0.00026764	14.7249
0.000267667	13.7723
0.000267695	12.8971
0.000267723	12.0982
0.00026775	11.3739
0.000267778	10.7211
0.000267806	10.1362
0.000267833	9.61515
0.000267861	9.1533
0.000267889	8.74592
0.000267916	8.38819
0.000267944	8.07532
0.000267972	7.80265
0.000268013	7.56573
0.000268041	7.26835
0.000268083	7.10321
0.000268124	6.89671
0.000268166	6.73089
0.000268228	6.59737
0.00026829	6.44293
0.000268335	6.26721
0.000268373	6.21588
0.00026841	6.18124
0.000268484	6.11021
0.000268595	6.03337
0.000268728	5.96793
0.000268816	5.9245
0.000268919	5.89126
0.000269038	5.85259
0.00026911	5.82939
0.000269149	5.81689
0.000269182	5.80953
0.000269229	5.79889
0.000269277	5.78824
0.000269313	5.78026
0.000269349	5.77228
0.000269385	5.7643
0.00026992	5.67664
0.00026995	5.67214
0.00026998	5.66765
0.000270008	5.66341
0.00027005	5.65706
0.000270093	5.65071
0.000270145	5.64276
0.000270199	5.63759
0.000270241	5.63348
0.000270275	5.63019
0.000270313	5.62649
0.000270345	5.6234
0.000270375	5.62053
0.000270405	5.61765
0.000270436	5.61456
0.00027047	5.61127
0.0002705	5.6084
0.000270542	5.60428
0.000270574	5.6012
0.000270602	5.59853
0.000270629	5.59585
0.000270661	5.59277
0.000270693	5.58969
0.000270721	5.58701
0.000270755	5.58372
0.000270793	5.58002
0.000270857	5.57386
0.000270941	5.56563
0.000270987	5.56124
0.000271017	5.55831
0.000271047	5.55538
0.000271075	5.55269
0.000271588	5.51639
0.000271619	5.51431
0.000271651	5.51223
0.000271683	5.51015
0.000271731	5.50703
0.000271771	5.50443
0.00027181	5.50183
0.000271864	5.49836
0.000271943	5.49316
0.000272023	5.48796
0.000272102	5.48276
0.000272208	5.47583
0.000272368	5.46543
0.00027258	5.45157
0.00027285	5.43389
0.000272885	5.43162
0.000273121	5.42017
0.000273494	5.40208
0.00027407	5.37408
0.000274772	5.33999
0.000275184	5.31999
0.000275377	5.31064
0.000275474	5.3059
0.000275557	5.30188
0.000275619	5.29886
0.00027566	5.29685
0.000275702	5.29484
0.000275743	5.29283
0.000275785	5.29081
0.000275818	5.28922
0.000275854	5.28744
0.000275891	5.28566
0.000276213	5.27004
0.000276247	5.26838
0.000276281	5.26673
0.000276315	5.26507
0.000276357	5.26301
0.000276433	5.25932
0.000276511	5.25553
0.00027655	5.25363
0.000276589	5.25174
0.000276632	5.24966
0.000276671	5.24776
0.000276701	5.24634
0.000276732	5.24483
0.000276761	5.24341
0.000276795	5.24175
0.000276851	5.23905
0.00027688	5.23763
0.000276913	5.23602
0.000276952	5.23413
0.000276991	5.23223
0.000277057	5.22908
0.000277116	5.22634
0.000277242	5.22045
0.000277284	5.21846
0.000277327	5.21647
0.000277363	5.21476
0.0002774	5.21304
0.000277436	5.21133
0.000277717	5.1982
0.000277753	5.19648
0.00027779	5.19477
0.000277826	5.19306
0.000277863	5.19134
0.000277899	5.18963
0.000277954	5.18706
0.000278009	5.18449
0.000278082	5.18106
0.000278155	5.17764
0.000278253	5.17307
0.000278399	5.16622
0.000278614	5.15617
0.000278828	5.14611
0.000279218	5.12784
0.000279608	5.10957
0.000280544	5.06571
0.000280932	5.04754
0.000281006	5.04688
0.000281193	5.05566
0.000281352	5.09107
0.000281448	5.13735
0.000281523	5.19305
0.000281597	5.27041
0.000281672	5.37242
0.000281746	5.4999
0.000281836	5.68278
0.000281948	5.93557
0.000282053	6.172
0.000282138	6.32439
0.000282199	6.39966
0.00028226	6.44015
0.000282291	6.44619
0.00028236	6.42293
0.000282415	6.36911
0.000282479	6.27263
0.000282539	6.1559
0.000282692	5.79352
0.000282815	5.50544
0.000282898	5.34049
0.000282981	5.20633
0.000283061	5.10662
0.000283141	5.03252
0.000283248	4.96524
0.000283407	4.90831
0.000283706	4.86053
0.000283971	4.8367
0.00028569	4.68266
0.000286332	4.64679
0.000286439	4.64581
0.000286733	4.6597
0.000286934	4.69342
0.000287068	4.73609
0.000287191	4.80037
0.000287277	4.86749
0.000287362	4.96533
0.000287419	5.0569
0.000287476	5.18004
0.000287518	5.30122
0.000287561	5.45592
0.000287623	5.5828
0.000287656	5.76247
0.000288345	47.1069
0.000288374	52.2071
0.000288404	57.6374
0.000288445	63.3693
0.000288499	71.8832
0.000288602	83.4148
0.000288654	105.949
0.000288694	116.642
0.000288734	124.125
0.000288764	130.722
0.000288801	134.969
0.000288889	143.354
0.000288941	144.86
0.000288975	144.418
0.000289066	138.548
0.000289106	133.966
0.000289146	128.024
0.000289224	116.089
0.000289355	105.84
0.000289396	77.9918
0.000289426	69.5345
0.000289455	63.798
0.000289484	58.3297
0.00029011	9.65633
0.000290144	9.20259
0.000290177	8.81724
0.000290211	8.4886
0.000290258	8.20685
0.000290306	7.87052
0.000290338	7.59412
0.000290401	7.43595
0.000290465	7.1677
0.000290528	6.94792
0.000290624	6.76332
0.000290719	6.5337
0.000290846	6.34477
0.000290973	6.13748
0.0002911	5.96739
0.000291299	5.82522
0.000291515	5.64542
0.000291731	5.49717
0.000291904	5.39104
0.000292081	5.3371
0.000292208	5.31644
0.000292334	5.32952
0.000292429	5.37457
0.000292524	5.43722
0.000292587	5.53482
0.00029265	5.62664
0.000292698	5.74791
0.000292756	5.8644
0.000292798	6.04666
0.00029284	6.2154
0.000292872	6.42419
0.000292904	6.61382
0.000292935	6.83845
0.000292967	7.10552
0.00029379	115.701
0.000293824	129.334
0.000293863	143.706
0.000293996	160.965
0.000294047	222.275
0.000294094	244.253
0.000294125	262.899
0.000294158	273.591
0.000294192	284.025
0.000294226	292.727
0.000294256	299.512
0.000294347	307.276
0.000294378	306.293
0.000294442	299.648
0.000294479	292.2
0.000294513	282.521
0.000294546	272.005
0.000294597	260.093
0.000294658	240.153
0.000294762	214.058
0.000294813	167.659
0.000294847	146.154
0.000294881	132.56
0.000294914	119.703
0.00029497	99.2257
0.000295485	20.8935
0.000295517	19.6518
0.000295549	18.5783
0.00029558	17.6478
0.000295612	16.8387
0.000295644	16.1322
0.000295675	15.5124
0.000295718	14.9659
0.00029576	14.3318
0.000295802	13.7861
0.000295865	13.3114
0.000295928	12.7039
0.000295992	12.1928
0.000296055	11.755
0.000296131	11.374
0.000296207	10.976
0.000296321	10.6292
0.000296435	10.1842
0.000296511	9.80912
0.000296663	9.58999
0.000296831	9.2106
0.000296973	8.61715
0.000297169	8.5698
0.000297338	8.32273
0.000297557	8.11065
0.000297886	7.87605
0.000298215	7.58986
0.000298539	7.36112
0.000298832	7.04238
0.000299026	6.95363
0.000299513	6.77772
0.000300007	6.63295
0.000300583	6.49886
0.000300714	6.46827
0.00030147	6.33538
0.000301704	6.31117
0.000301793	6.31005
0.000301981	6.3097
0.00030214	6.33086
0.000302285	6.49261
0.000302528	6.70234
0.000302583	6.75006
0.000302657	6.78878
0.000302706	6.81417
0.000302744	6.82034
0.000302809	6.81594
0.000302874	6.80197
0.000302917	6.77746
0.00030296	6.74987
0.000303036	6.68215
0.000303068	6.65038
0.000303101	6.61861
0.000303133	6.58684
0.000303799	6.39992
0.000303837	6.43169
0.000303892	6.47581
0.000303989	6.56385
0.000304028	6.59906
0.000304067	6.63427
0.000304136	6.6831
0.000304171	6.70309
0.000304202	6.72032
0.000304239	6.72715
0.000304272	6.73307
0.000304352	6.71773
0.000304417	6.6831
0.000304449	6.6611
0.000304482	6.63911
0.000304514	6.60454
0.000304546	6.5694
0.00030459	6.52255
0.000304633	6.4757
0.000304775	6.30642
0.000304811	6.26454
0.000304857	6.21971
0.000304893	6.18385
0.000305424	5.92671
0.000305456	5.92057
0.000305489	5.91443
0.000305521	5.90829
0.000305597	5.90106
0.00030564	5.89775
0.000305683	5.89444
0.000305726	5.89114
0.00030578	5.887
0.000305862	5.8808
0.000305943	5.87461
0.000306051	5.86634
0.000306218	5.85353
0.000306396	5.83989
0.000306563	5.82718
0.000306634	5.8239
0.000306958	5.80906
0.000307123	5.80152
0.000307283	5.80997
0.000307378	5.81506
0.000307506	5.845
0.000307634	5.90397
0.000307715	5.9649
0.000307751	5.99211
0.000307868	6.11538
0.00030816	6.49156
0.000308264	6.58976
0.000308362	6.63391
0.000308485	6.63637
0.000308583	6.60974
0.000308689	6.53044
0.00030891	6.40022
0.00030901	6.08631
0.00030915	5.96301
0.000309186	5.81047
0.000309286	5.75103
0.000309422	5.70336
0.000309677	5.66127
0.000310784	5.59366
0.000310968	5.58362
0.000311701	5.54362
0.000312072	5.52335
0.000312256	5.51335
0.000312393	5.50586
0.000312485	5.50086
0.000312553	5.49711
0.000312599	5.49461
0.000312645	5.49211
0.000312691	5.48961
0.000312725	5.48773
0.00031276	5.48586
0.000313302	5.45628
0.000313336	5.45441
0.000313371	5.45253
0.000313413	5.4502
0.000313456	5.44787
0.000313586	5.44076
0.000313627	5.43854
0.000313678	5.43576
0.000313749	5.43187
0.000313786	5.42987
0.000313823	5.42787
0.000313885	5.42448
0.000313918	5.42265
0.000313957	5.42054
0.000314026	5.41676
0.000314127	5.41126
0.000314166	5.40915
0.000314205	5.40699
0.000314267	5.40365
0.000314324	5.40055
0.000314373	5.39699
0.000314423	5.39336
0.000314457	5.39094
0.000314491	5.38852
0.000314529	5.38577
0.000314917	5.35782
0.00031507	5.34682
0.000315108	5.34407
0.000315146	5.34132
0.000315184	5.33857
0.000315229	5.33536
0.00031528	5.3317
0.000315356	5.3262
0.000315407	5.32253
0.000315509	5.3152
0.000315661	5.3042
0.000315814	5.2932
0.000316018	5.27854
0.000316323	5.25567
0.000316629	5.23276
0.000317205	5.18953
0.00031724	5.18874
0.000317396	5.18517
0.000317613	5.19523
0.000317785	5.2291
0.0003179	5.28141
0.000317973	5.34196
0.000318043	5.35292
0.00031809	5.42698
0.000318142	5.50969
0.000318177	5.63888
0.000318212	5.75256
0.000318247	5.89465
0.000318282	6.07192
0.000319018	43.8498
0.000319082	48.8837
0.000319194	57.7275
0.000319235	73.5914
0.000319281	79.0391
0.000319319	84.6976
0.000319357	88.8987
0.000319395	92.5211
0.000319434	95.4724
0.000319496	98.7012
0.00031961	98.7616
0.000319646	97.1401
0.000319684	94.8824
0.000319722	91.8723
0.00031976	88.1909
0.000319809	83.9809
0.000319857	78.0566
0.000319987	71.6813
0.000320029	54.0129
0.000320071	48.5634
0.000320785	9.06217
0.000320821	8.76913
0.000320869	8.52067
0.000320917	8.2454
0.000320965	8.02058
0.000321036	7.83457
0.000321108	7.60945
0.000321196	7.43066
0.000321323	7.25512
0.000321451	7.05546
0.000321642	6.89891
0.000321833	6.71605
0.000322025	6.57488
0.00032228	6.46213
0.000322662	6.3426
0.000323172	6.20745
0.000323537	6.0114
0.000323682	5.98473
0.000323751	5.97562
0.000323998	5.94301
0.00032413	5.92562
0.000324218	5.91402
0.000324306	5.90243
0.000324372	5.89373
0.000324416	5.88793
0.00032446	5.88213
0.000324537	5.87417
0.00032457	5.87109
0.000324602	5.86801
0.000324635	5.86492
0.000325253	5.80714
0.00032529	5.80364
0.000325342	5.79877
0.000325484	5.78972
0.000325543	5.78592
0.000325587	5.78311
0.000325622	5.78085
0.000325655	5.77874
0.00032569	5.77649
0.000325723	5.77438
0.000325756	5.77227
0.000325791	5.77002
0.000325877	5.76453
0.000325945	5.76016
0.000325978	5.75805
0.000326011	5.75594
0.000326046	5.75369
0.000326081	5.75144
0.000326125	5.74862
0.000326169	5.74581
0.000326288	5.73817
0.000326335	5.73516
0.000326408	5.73048
0.000326943	5.69789
0.000326976	5.69657
0.000327008	5.69525
0.000327041	5.69394
0.000327074	5.69262
0.000327116	5.69097
0.000327157	5.68933
0.000327212	5.68713
0.000327267	5.68494
0.000327349	5.68164
0.000327404	5.67945
0.000327514	5.67506
0.000327624	5.67067
0.000327789	5.66408
0.000327953	5.6575
0.00032811	5.65125
0.000328195	5.65051
0.000328429	5.65993
0.000328621	5.69947
0.000328759	5.76691
0.000328832	5.82557
0.00032895	5.85019
0.000329054	5.94542
0.000329272	6.45513
0.000329319	6.53437
0.000329417	6.67038
0.000329498	6.74628
0.000329573	6.77851
0.000329681	6.78021
0.000329753	6.75345
0.000329821	6.69167
0.000329949	6.60593
0.000330154	6.39741
0.00033026	6.04146
0.000330366	5.88906
0.000330494	5.77186
0.000330622	5.67571
0.000330782	5.61767
0.000330832	5.57469
0.000331154	5.54653
0.000331952	5.52343
0.000333851	5.46846
0.000333975	5.46488
0.000335338	5.44325
0.000335561	5.45986
0.000335715	5.4963
0.000335835	5.55199
0.000335955	5.64274
0.000336061	5.75868
0.000336168	5.90715
0.000336445	6.35164
0.000336551	6.47946
0.000336634	6.53653
0.000336694	6.5496
0.00033677	6.53033
0.000336858	6.46162
0.00033693	6.37294
0.000337062	6.16409
0.000337249	5.85036
0.00033736	5.69598
0.000337456	5.59138
0.000337552	5.51363
0.000337695	5.43897
0.000337839	5.39942
0.000338109	5.37353
0.000338152	5.37295
0.000338369	5.3895
0.000338496	5.43082
0.000338578	5.48438
0.000338639	5.54736
0.0003387	5.63812
0.000338761	5.76603
0.000338808	5.89829
0.000338849	6.03935
0.000338889	6.2101
0.00033893	6.41452
0.000338971	6.65651
0.000339011	6.93967
0.000339052	7.26706
0.000339093	7.64096
0.000339133	8.06261
0.000339174	8.5319
0.000339215	9.04717
0.000339262	9.69782
0.000339309	10.397
0.000339384	11.5741
0.00033947	12.9634
0.000339532	13.9012
0.000339588	14.6557
0.000339631	15.1673
0.000339674	15.5911
0.000339722	15.9399
0.000339765	16.1395
0.000339807	16.2197
0.000339852	16.2223
0.000339895	16.1808
0.000339939	16.0221
0.000339982	15.7506
0.000340025	15.3756
0.000340069	14.91
0.000340112	14.3687
0.000340199	13.7686
0.000340303	12.4617
0.000340358	10.8628
0.000340414	10.0619
0.000340464	9.32207
0.000340505	8.71201
0.000340545	8.26896
0.000340586	7.87083
0.000340627	7.5173
0.000340667	7.20684
0.000340708	6.93708
0.000340749	6.70498
0.000340803	6.50709
0.000340857	6.29015
0.000340908	6.11891
0.000340982	5.99106
0.000341055	5.8552
0.000341128	5.7594
0.000341226	5.69163
0.000341383	5.6299
0.000341708	5.56919
0.000342293	5.50355
0.000343237	5.44351
0.000343707	5.39337
0.000344005	5.38284
0.000344165	5.40124
0.000344277	5.44481
0.000344389	5.50622
0.000344469	5.60632
0.000344549	5.70742
0.000344647	5.83571
0.00034491	6.02874
0.000345008	6.6371
0.000345072	6.8277
0.000345142	6.91836
0.000345196	6.97821
0.000345262	6.99247
0.000345337	6.97157
0.000345422	6.89869
0.000345507	6.76025
0.000345733	6.57885
0.00034584	6.03669
0.00034592	5.81496
0.000346027	5.67838
0.000346147	5.53826
0.000346267	5.43181
0.000346405	5.3666
0.000346683	5.32438
0.000347007	5.27627
0.000348784	5.20657
0.000350992	5.11072
0.000352146	5.05963
0.000352409	5.07259
0.000352546	5.1067
0.000352638	5.15723
0.000352706	5.22225
0.000352775	5.32441
0.00035282	5.42204
0.000352866	5.55147
0.000352909	5.70954
0.000352952	5.91199
0.000353457	14.5438
0.000353493	15.9698
0.000353533	17.5192
0.00035358	19.3535
0.000353627	21.6738
0.00035378	24.1312
0.000353842	32.4132
0.00035389	35.5281
0.000353935	37.6984
0.000353977	39.4842
0.000354119	42.7157
0.000354155	42.8657
0.000354338	39.7503
0.000354383	38.0442
0.000354429	36.0686
0.000354498	33.8877
0.000354603	30.3771
0.00035465	24.8794
0.000354688	22.5347
0.000354727	20.6873
0.000354766	18.9484
0.000355243	7.66066
0.000355281	7.32246
0.00035532	7.07019
0.000355397	6.73865
0.000355448	6.53655
0.0003555	6.37712
0.000355577	6.25051
0.000355654	6.10562
0.000355768	5.99831
0.000355939	5.88252
0.000356111	5.76285
0.000356385	5.67722
0.000356574	5.52981
0.000356842	5.46288
0.000357528	5.3486
0.000358608	5.22105
0.000359845	5.10607
0.000360112	5.09448
0.000360324	5.10392
0.000360451	5.13225
0.000360554	5.185
0.000360631	5.25777
0.000360683	5.33171
0.000360734	5.43487
0.000360773	5.53751
0.000360812	5.66779
0.00036085	5.8322
0.00036155	24.9554
0.000361644	30.193
0.000361765	35.0472
0.000361814	44.6611
0.000361865	48.3219
0.000361904	51.8664
0.00036194	54.2809
0.000362044	59.1117
0.000362085	60.1172
0.00036219	60.7464
0.000362294	58.0222
0.00036233	56.3881
0.000362408	52.4144
0.000362478	49.5201
0.0003626	44.4081
0.000362663	35.1693
0.000362701	30.5677
0.00036274	27.9014
0.000362779	25.3934
0.00036337	7.88566
0.000363413	7.59286
