E(MeV)	mcnp/Pb-207:1
2.93804E-02	56.87159531
2.93819E-02	66.16916047
2.93870E-02	100.2304908
2.93880E-02	105.1263763
2.93890E-02	108.3696285
2.93900E-02	109.6561379
2.93910E-02	108.8339879
2.93920E-02	106.0063793
2.93930E-02	101.4418501
2.93981E-02	67.42163192
2.93991E-02	61.00056557
2.94001E-02	55.17745323
2.94011E-02	49.98989051
2.94021E-02	45.38239139
2.94032E-02	41.40092043
2.94042E-02	37.93845812
2.94052E-02	34.93216813
2.94062E-02	32.29738687
2.94072E-02	30.0300534
2.94092E-02	26.32553195
2.94102E-02	24.79506474
2.94123E-02	22.27976616
2.94143E-02	20.28576653
2.94163E-02	18.69790227
2.94183E-02	17.40540154
2.94204E-02	16.3518489
2.94244E-02	14.74494423
2.94264E-02	14.12538748
2.94305E-02	13.14747804
2.94366E-02	12.12222204
2.94467E-02	11.07800672
2.94548E-02	10.56420121
2.94670E-02	10.07424759
2.94791E-02	9.770292832
2.94953E-02	9.517549489
2.95358E-02	9.208608464
2.96087E-02	9.016598731
2.97222E-02	8.918496333
2.99814E-02	8.835773443
3.01759E-02	8.795266003
3.06944E-02	8.696550533
3.14722E-02	8.540200238
3.30278E-02	8.158946736
3.35463E-02	8.00402926
3.45834E-02	7.635855228
3.51019E-02	7.414726636
3.56205E-02	7.16218124
3.61390E-02	6.872549096
3.66575E-02	6.543908105
3.69816E-02	6.330481647
3.71761E-02	6.223504066
3.72733E-02	6.195559239
3.73381E-02	6.201344817
3.74191E-02	6.269950379
3.74677E-02	6.381860258
3.75163E-02	6.61491348
3.75488E-02	6.909344846
3.75731E-02	7.27617371
3.75974E-02	7.883664546
3.76055E-02	8.174019059
3.76217E-02	8.97088763
3.76338E-02	9.848906476
3.76379E-02	10.22389295
3.76460E-02	11.1427131
3.76500E-02	11.70793642
3.76581E-02	13.12536504
3.76622E-02	14.02159742
3.76662E-02	15.07590354
3.76703E-02	16.32651866
3.76743E-02	17.8184379
3.76784E-02	19.60702151
3.76824E-02	21.75877154
3.76865E-02	24.34989879
3.76905E-02	27.45854477
3.76946E-02	31.1560592
3.76978E-02	34.46964196
3.77010E-02	38.14422395
3.77105E-02	49.79917297
3.77137E-02	53.00644445
3.77168E-02	55.22854212
3.77200E-02	56.16267802
3.77232E-02	55.65713381
3.77264E-02	53.77921794
3.77295E-02	50.80643338
3.77422E-02	35.3929623
3.77454E-02	31.88283218
3.77482E-02	29.09427372
3.77511E-02	26.61714055
3.77539E-02	24.42967178
3.77567E-02	22.49935611
3.77624E-02	19.325932
3.77681E-02	16.88050406
3.77709E-02	15.87659547
3.77737E-02	14.99115715
3.77794E-02	13.50753424
3.77851E-02	12.31858304
3.77908E-02	11.36188352
3.77964E-02	10.58333507
3.78021E-02	9.942612403
3.78134E-02	8.962287834
3.78248E-02	8.259142322
3.78418E-02	7.527164031
3.78701E-02	6.78812526
3.79042E-02	6.283875964
3.79268E-02	6.065737481
3.79722E-02	5.773340507
3.80402E-02	5.505900583
3.81536E-02	5.23147147
3.82443E-02	5.066743321
3.83804E-02	4.849910049
3.85618E-02	4.576452086
3.86526E-02	4.44002953
3.88340E-02	4.163287345
3.90154E-02	3.881060651
3.91969E-02	3.597917498
3.94690E-02	3.19860958
3.95597E-02	3.084044859
3.97412E-02	2.914724424
3.98319E-02	2.877656035
3.99226E-02	2.889469946
4.00133E-02	2.96881715
4.01040E-02	3.140558872
4.01494E-02	3.271339546
4.01947E-02	3.43951372
4.02401E-02	3.650968999
4.02855E-02	3.912993069
4.03308E-02	4.233967835
4.03762E-02	4.623821659
4.04215E-02	5.093767438
4.04669E-02	5.656719709
4.05123E-02	6.327346895
4.05576E-02	7.122125542
4.06030E-02	8.059285315
4.06483E-02	9.158146087
4.06866E-02	10.22508944
4.07248E-02	11.43519946
4.07630E-02	12.79998537
4.08012E-02	14.3303765
4.08395E-02	16.03506855
4.08777E-02	17.92215914
4.09542E-02	22.22534498
4.10306E-02	27.14818099
4.11071E-02	32.45414392
4.11835E-02	37.74447543
4.12600E-02	42.52258225
4.13365E-02	46.32284131
4.14129E-02	48.85132531
4.14894E-02	50.0525938
4.15658E-02	50.08168495
4.16423E-02	49.20763058
4.17952E-02	45.90163753
4.18717E-02	43.91761011
4.19751E-02	41.20320091
4.20786E-02	38.62254104
4.21820E-02	36.25945179
4.22855E-02	34.13828096
4.23890E-02	32.25316799
4.24924E-02	30.58479564
4.25959E-02	29.10926692
4.26993E-02	27.80249476
4.29063E-02	25.60859683
4.30097E-02	24.68438251
4.32166E-02	23.1076071
4.35270E-02	21.26010977
4.37339E-02	20.2818545
4.41478E-02	18.74722161
4.45616E-02	17.60418822
4.51824E-02	16.35412375
4.58031E-02	15.45634855
4.68377E-02	14.41725477
4.76654E-02	13.83364367
4.89069E-02	13.19878377
5.09761E-02	12.50143574
5.34591E-02	11.96992646
5.51144E-02	11.71571013
5.84251E-02	11.34112939
6.17358E-02	11.07178422
6.67018E-02	10.77564313
6.75295E-02	10.73598217
6.80985E-02	10.71864193
6.81502E-02	10.72109828
6.82278E-02	10.73593628
6.82537E-02	10.75012201
6.82796E-02	10.78017012
6.83054E-02	10.86091247
6.83119E-02	10.90265217
6.83248E-02	11.06717118
6.83345E-02	11.39628194
6.83377E-02	11.6223518
6.83410E-02	11.99424586
6.83426E-02	12.28329484
6.83442E-02	12.69372709
6.83458E-02	13.29550921
6.83474E-02	14.21515012
6.83491E-02	15.62220539
6.83499E-02	16.57279506
6.83507E-02	17.72101769
6.83515E-02	19.06629346
6.83523E-02	20.64828864
6.83531E-02	22.44071471
6.83547E-02	26.50067964
6.83567E-02	31.63900423
6.83579E-02	33.94191159
6.83589E-02	35.40958443
6.83596E-02	35.9086894
6.83600E-02	35.99321001
6.83607E-02	35.83046852
6.83611E-02	35.59157936
6.83625E-02	33.62820843
6.83640E-02	30.30645942
6.83657E-02	25.87126543
6.83668E-02	22.96246909
6.83685E-02	19.24983738
6.83696E-02	17.31511682
6.83708E-02	15.80166382
6.83719E-02	14.64595538
6.83730E-02	13.79606393
6.83742E-02	13.16970989
6.83764E-02	12.35797354
6.83787E-02	11.88955536
6.83810E-02	11.59700615
6.83832E-02	11.40187734
6.83900E-02	11.08500928
6.83946E-02	10.97691913
6.84082E-02	10.82520515
6.84172E-02	10.77936053
6.84354E-02	10.7348467
6.84535E-02	10.71464405
6.84716E-02	10.70357444
6.85442E-02	10.68686977
6.86530E-02	10.67870145
6.89431E-02	10.66537943
7.21346E-02	10.55446133
7.27511E-02	10.65951708
7.28418E-02	10.80473748
7.28871E-02	10.99696052
7.29052E-02	11.13863523
7.29324E-02	11.51972311
7.29506E-02	12.01814335
7.29642E-02	12.70498477
7.29732E-02	13.46786742
7.29778E-02	14.0043462
7.29823E-02	14.69929192
7.29891E-02	16.19219988
7.29914E-02	16.85982579
7.29959E-02	18.55405558
7.30004E-02	20.87000631
7.30050E-02	23.97942207
7.30090E-02	27.36067888
7.30130E-02	31.02130445
7.30170E-02	34.1739778
7.30190E-02	35.21474253
7.30210E-02	35.73595174
7.30230E-02	35.66635716
7.30250E-02	35.01353944
7.30270E-02	33.84816674
7.30290E-02	32.28120432
7.30370E-02	24.79437333
7.30392E-02	22.97255503
7.30414E-02	21.35387952
7.30436E-02	19.94991113
7.30458E-02	18.74598971
7.30502E-02	16.85033057
7.30546E-02	15.47283047
7.30612E-02	14.06559953
7.30634E-02	13.7180891
7.30722E-02	12.71076488
7.30766E-02	12.36482733
7.30854E-02	11.86592608
7.30942E-02	11.53362333
7.31162E-02	11.06996293
7.31425E-02	10.81303384
7.31777E-02	10.65755478
7.32480E-02	10.54103984
7.33887E-02	10.48150739
7.34591E-02	10.471289
7.75387E-02	10.33068343
8.03523E-02	10.25869384
8.12667E-02	10.26978805
8.16184E-02	10.33715906
8.17943E-02	10.48484421
8.18470E-02	10.59388819
8.18998E-02	10.79219698
8.19350E-02	11.02839627
8.19613E-02	11.31594614
8.19877E-02	11.78511339
8.20141E-02	12.59821007
8.20317E-02	13.47740247
8.20468E-02	14.54743001
8.20784E-02	17.43063024
8.20847E-02	17.84705423
8.20910E-02	18.06497001
8.20973E-02	18.0540414
8.21036E-02	17.81351714
8.21100E-02	17.37882832
8.21415E-02	14.33479093
8.21609E-02	12.97796441
8.21802E-02	12.11227831
8.21931E-02	11.7208906
8.22125E-02	11.31144847
8.22447E-02	10.90747391
8.22834E-02	10.6484187
8.23479E-02	10.44541375
8.24769E-02	10.31024788
8.25027E-02	10.30003454
8.25543E-02	10.28833759
8.26059E-02	10.28659032
8.26833E-02	10.30417971
8.27607E-02	10.36521372
8.28123E-02	10.46660515
8.28510E-02	10.63555512
8.28768E-02	10.86254506
8.28962E-02	11.1786309
8.29155E-02	11.80228606
8.29220E-02	12.14685648
8.29284E-02	12.61746455
8.29349E-02	13.28617226
8.29381E-02	13.72818533
8.29445E-02	14.94490131
8.29478E-02	15.7947259
8.29510E-02	16.8787811
8.29526E-02	17.5356529
8.29558E-02	19.15307857
8.29590E-02	21.27885816
8.29607E-02	22.59222524
8.29639E-02	25.78521826
8.29784E-02	44.89543786
8.29800E-02	45.58226874
8.29816E-02	45.55416169
8.29832E-02	44.81706395
8.29848E-02	43.43727294
8.29865E-02	41.52172272
8.29929E-02	31.71196333
8.29952E-02	28.40442107
8.29975E-02	25.50960741
8.29998E-02	23.08341389
8.30022E-02	21.07302034
8.30045E-02	19.43707303
8.30068E-02	18.09720598
8.30091E-02	17.00661939
8.30114E-02	16.10647475
8.30137E-02	15.36493619
8.30184E-02	14.22527714
8.30253E-02	13.08984616
8.30300E-02	12.57078256
8.30392E-02	11.86363127
8.30485E-02	11.41961302
8.30670E-02	10.92305828
8.30948E-02	10.57818352
8.31226E-02	10.41797654
8.31596E-02	10.31070684
8.31967E-02	10.25443403
8.33264E-02	10.18128149
8.33635E-02	10.17270573
8.34376E-02	10.16117823
8.37340E-02	10.14145382
8.44752E-02	10.12243254
8.62539E-02	10.09862442
8.74398E-02	10.12011082
8.75509E-02	10.13705463
8.76436E-02	10.19441417
8.76806E-02	10.30425553
8.76899E-02	10.37455706
8.77038E-02	10.59124315
8.77131E-02	10.96685271
8.77154E-02	11.13928368
8.77200E-02	11.71506827
8.77223E-02	12.22919338
8.77246E-02	13.04299328
8.77258E-02	13.62915291
8.77270E-02	14.37992614
8.77281E-02	15.32519677
8.77293E-02	16.51808542
8.77304E-02	17.97759081
8.77316E-02	19.70796577
8.77339E-02	23.81662892
8.77357E-02	27.0557844
8.77372E-02	29.51687047
8.77381E-02	30.67475496
8.77391E-02	31.45034899
8.77395E-02	31.67497795
8.77405E-02	31.77399749
8.77414E-02	31.40084517
8.77419E-02	31.04585066
8.77438E-02	28.66204622
8.77471E-02	22.51113564
8.77494E-02	18.67094781
8.77505E-02	17.0982428
8.77516E-02	15.78549551
8.77527E-02	14.71901756
8.77538E-02	13.86960822
8.77550E-02	13.20156694
8.77572E-02	12.27037398
8.77594E-02	11.6930232
8.77617E-02	11.32005237
8.77639E-02	11.06766298
8.77706E-02	10.65241745
8.77751E-02	10.50976985
8.77885E-02	10.30762727
8.78154E-02	10.18729051
8.78871E-02	10.13654145
8.79587E-02	10.13289253
8.84602E-02	10.18810278
8.89617E-02	10.33891483
8.93199E-02	10.63367372
8.94632E-02	10.87982866
8.95707E-02	11.17688951
8.96423E-02	11.46906409
8.97498E-02	12.16484726
8.97856E-02	12.50924908
8.98394E-02	13.19528895
8.98931E-02	14.19680605
8.99289E-02	15.13052239
8.99468E-02	15.70795496
8.99826E-02	17.15502547
9.00006E-02	18.05931104
9.00364E-02	20.32300532
9.00535E-02	21.6421891
9.00705E-02	23.12324153
9.01388E-02	29.62368432
9.01559E-02	30.80909734
9.01730E-02	31.45928669
9.01901E-02	31.46678062
9.02072E-02	30.81846682
9.02242E-02	29.61383466
9.02413E-02	28.0293758
9.02925E-02	22.73802518
9.03096E-02	21.16231089
9.03253E-02	19.87476477
9.03567E-02	17.74037147
9.03724E-02	16.87176027
9.04037E-02	15.46105875
9.04351E-02	14.39340399
9.04822E-02	13.2440052
9.05606E-02	12.06737554
9.06547E-02	11.28729291
9.07175E-02	10.96697824
9.08116E-02	10.64851617
9.09371E-02	10.39266365
9.11253E-02	10.18243755
9.14390E-02	10.0198323
9.16900E-02	9.955848649
9.20665E-02	9.9017914
9.23175E-02	9.878971812
9.25684E-02	9.861575763
9.33214E-02	9.82484528
9.38233E-02	9.806076862
9.63331E-02	9.732841079
9.68351E-02	9.728797832
9.77135E-02	9.845933824
9.79017E-02	10.00727443
9.80272E-02	10.27900901
9.80900E-02	10.55384743
9.81527E-02	11.05329181
9.81998E-02	11.75916116
9.82155E-02	12.11409949
9.82468E-02	13.13850411
9.82625E-02	13.89393671
9.82704E-02	14.36552263
9.82861E-02	15.56141362
9.82939E-02	16.32286483
9.83017E-02	17.22669945
9.83096E-02	18.30664826
9.83174E-02	19.59913865
9.83253E-02	21.1534018
9.83331E-02	23.01520023
9.83410E-02	25.23253987
9.83535E-02	29.57679141
9.83785E-02	39.54611168
9.83847E-02	41.37369044
9.83910E-02	42.40232896
9.83973E-02	42.48567776
9.84035E-02	41.61045405
9.84098E-02	39.91491727
9.84160E-02	37.63787247
9.84348E-02	29.82285925
9.84410E-02	27.43687225
9.84475E-02	25.23977684
9.84540E-02	23.3160106
9.84605E-02	21.65261487
9.84670E-02	20.22335461
9.84800E-02	17.94817582
9.84930E-02	16.2697901
9.84994E-02	15.59957988
9.85124E-02	14.5104258
9.85189E-02	14.07117105
9.85319E-02	13.34112418
9.85449E-02	12.76320861
9.85578E-02	12.30375628
9.85838E-02	11.62985389
9.86097E-02	11.17060028
9.86487E-02	10.71723117
9.87265E-02	10.22808178
9.88044E-02	9.984187536
9.89082E-02	9.810502376
9.90640E-02	9.678163527
9.96869E-02	9.479017265
1.00725E-01	9.135414519
1.01037E-01	8.879861674
1.01192E-01	8.658447491
1.01374E-01	8.205347512
1.01452E-01	7.874264586
1.01530E-01	7.369466169
1.01556E-01	7.136979995
1.01595E-01	6.692881991
