E(MeV)	"ENDF/B-VIII.b5: SE-80(N,TOT)"
2.16837E-03	49.4139
2.17088E-03	48.6398
2.17590E-03	47.092
2.17841E-03	46.3984
2.18595E-03	44.3182
2.19348E-03	42.4704
2.19599E-03	41.8546
2.20101E-03	40.754
2.20603E-03	39.6538
2.20854E-03	39.1597
2.21608E-03	37.6777
2.22361E-03	36.3406
2.22612E-03	35.8949
2.23114E-03	35.0871
2.23617E-03	34.2794
2.23868E-03	33.9204
2.25123E-03	32.1261
2.26128E-03	30.8677
2.26567E-03	30.3173
2.27006E-03	29.8239
2.27885E-03	28.8373
2.28764E-03	27.9548
2.29204E-03	27.5136
2.29643E-03	27.1129
2.30585E-03	26.2543
2.31526E-03	25.4929
2.32468E-03	24.7316
2.33410E-03	24.0616
2.34351E-03	23.3918
2.35293E-03	22.7979
2.36234E-03	22.2041
2.37176E-03	21.6789
2.38432E-03	20.9788
2.39687E-03	20.3572
2.40315E-03	20.0464
2.40943E-03	19.7686
2.42198E-03	19.2132
2.42826E-03	18.9354
2.43453E-03	18.6904
2.44709E-03	18.2004
2.45337E-03	17.9554
2.45965E-03	17.7375
2.47220E-03	17.3017
2.47848E-03	17.0838
2.48476E-03	16.8907
2.50359E-03	16.3114
2.50986E-03	16.1184
2.52242E-03	15.7793
2.54125E-03	15.2707
2.56008E-03	14.8168
2.57264E-03	14.5142
2.57892E-03	14.3801
2.59775E-03	13.9775
2.61030E-03	13.7092
2.61658E-03	13.5901
2.63541E-03	13.2329
2.64797E-03	12.9947
2.67308E-03	12.569
2.68564E-03	12.3561
2.69819E-03	12.1652
2.72330E-03	11.7834
2.73586E-03	11.5925
2.74841E-03	11.4227
2.77352E-03	11.0831
2.78607E-03	10.9133
2.79863E-03	10.7601
2.82374E-03	10.4538
2.83629E-03	10.3006
2.84885E-03	10.1619
2.87396E-03	9.88434
2.89907E-03	9.60684
2.92418E-03	9.35685
2.96184E-03	8.9819
2.97440E-03	8.85692
2.98974E-03	8.71752
3.02041E-03	8.43874
3.05108E-03	8.15998
3.08175E-03	7.90036
3.11304E-03	7.63548
3.14496E-03	7.36535
3.14895E-03	7.33351
3.22475E-03	6.72874
3.26395E-03	6.41608
3.29008E-03	6.20765
3.30315E-03	6.10429
3.34234E-03	5.79423
3.36847E-03	5.58755
3.39460E-03	5.38089
3.42074E-03	5.17424
3.44687E-03	4.96762
3.47300E-03	4.7525
3.49913E-03	4.53741
3.51220E-03	4.42987
3.53833E-03	4.21483
3.56446E-03	3.98925
3.59059E-03	3.76372
3.60365E-03	3.65098
3.61672E-03	3.5333
3.64285E-03	3.298
3.65592E-03	3.18038
3.66898E-03	3.05813
3.68858E-03	2.87481
3.70165E-03	2.75263
3.70818E-03	2.68914
3.72778E-03	2.49872
3.74738E-03	2.30836
3.76697E-03	2.11139
3.78657E-03	1.9145
3.79311E-03	1.8489
3.79964E-03	1.7818
3.81270E-03	1.64766
3.82577E-03	1.51357
3.83884E-03	1.37954
3.85680E-03	1.19536
3.87150E-03	1.04477
3.87885E-03	0.969529
3.88620E-03	0.896266
3.89845E-03	0.774263
3.90090E-03	0.750663
3.91070E-03	0.656348
3.91315E-03	0.632788
3.92050E-03	0.564589
3.92294E-03	0.54188
3.93201E-03	0.460655
3.93372E-03	0.445922
3.93887E-03	0.401786
3.94401E-03	0.359489
3.94573E-03	0.34541
3.95173E-03	0.298418
3.95430E-03	0.279245
3.95687E-03	0.260103
3.96141E-03	0.228009
3.96361E-03	0.213106
3.96508E-03	0.203194
3.96876E-03	0.179707
3.97178E-03	0.161366
3.97464E-03	0.144878
3.97537E-03	0.140862
3.97749E-03	0.129295
3.97945E-03	0.11916
3.98150E-03	0.10911
3.98354E-03	0.0995886
3.98419E-03	0.096713
3.98550E-03	0.0909838
3.98713E-03	0.0842221
3.98876E-03	0.0778366
3.99007E-03	0.0730064
3.99138E-03	0.0684297
3.99260E-03	0.0643769
3.99301E-03	0.0631056
3.99383E-03	0.0605799
3.99493E-03	0.0573797
3.99595E-03	0.0545969
3.99677E-03	0.0524976
3.99758E-03	0.0505131
3.99840E-03	0.0486451
3.99922E-03	0.0468957
3.99987E-03	0.0455828
4.00048E-03	0.0444229
4.00105E-03	0.0434031
4.00162E-03	0.0424448
4.00220E-03	0.0415488
4.00269E-03	0.040831
4.00320E-03	0.040133
4.00346E-03	0.039794
4.00360E-03	0.0396151
4.00401E-03	0.039137
4.00444E-03	0.0386709
4.00485E-03	0.0382615
4.00518E-03	0.0379583
4.00549E-03	0.0376855
4.00578E-03	0.0374568
4.00606E-03	0.037245
4.00635E-03	0.0370503
4.00663E-03	0.0368788
4.00687E-03	0.0367398
4.00712E-03	0.0366135
4.00736E-03	0.0365001
4.00754E-03	0.0364234
4.00775E-03	0.0363468
4.00795E-03	0.0362792
4.00816E-03	0.0362206
4.00831E-03	0.0361826
4.00844E-03	0.0361538
4.00861E-03	0.0361237
4.00877E-03	0.0360995
4.00893E-03	0.0360811
4.00910E-03	0.0360687
4.00922E-03	0.0360633
4.00934E-03	0.0360612
4.00946E-03	0.0360624
4.00959E-03	0.036067
4.00972E-03	0.0360756
4.00986E-03	0.0360898
4.01001E-03	0.0361087
4.01015E-03	0.0361324
4.01030E-03	0.0361609
4.01040E-03	0.0361825
4.01044E-03	0.0361942
4.01054E-03	0.0362191
4.01064E-03	0.0362461
4.01078E-03	0.0362908
4.01093E-03	0.0363403
4.01107E-03	0.0363947
4.01122E-03	0.036454
4.01134E-03	0.0365077
4.01146E-03	0.036565
4.01159E-03	0.0366257
4.01171E-03	0.03669
4.01183E-03	0.0367577
4.01195E-03	0.036829
4.01212E-03	0.0369296
4.01228E-03	0.0370365
4.01244E-03	0.0371498
4.01262E-03	0.037277
4.01280E-03	0.0374197
4.01299E-03	0.0375704
4.01317E-03	0.0377293
4.01326E-03	0.0378129
4.01336E-03	0.0379083
4.01357E-03	0.0381091
4.01377E-03	0.0383201
4.01398E-03	0.0385413
4.01420E-03	0.0387964
4.01445E-03	0.039089
4.01469E-03	0.0393965
4.01493E-03	0.0397189
4.01520E-03	0.0400853
4.01549E-03	0.0404997
4.01577E-03	0.0409349
4.01606E-03	0.0413909
4.01640E-03	0.0419729
4.01671E-03	0.0425123
4.01712E-03	0.0432695
4.01753E-03	0.0440705
4.01796E-03	0.0449591
4.01832E-03	0.0457599
4.01881E-03	0.0468843
4.01930E-03	0.0480742
4.01979E-03	0.0493302
4.02028E-03	0.0506532
4.02077E-03	0.0520437
4.02126E-03	0.0535157
4.02192E-03	0.0555857
4.02257E-03	0.0577797
4.02322E-03	0.0600993
4.02388E-03	0.0625462
4.02469E-03	0.0657865
4.02543E-03	0.0688784
4.02624E-03	0.0725122
4.02706E-03	0.0763585
4.02788E-03	0.080421
4.02878E-03	0.0851442
4.02959E-03	0.0896962
4.02976E-03	0.090612
4.03074E-03	0.0964369
4.03172E-03	0.102599
4.03286E-03	0.110227
4.03384E-03	0.11715
4.03482E-03	0.124436
4.03613E-03	0.134725
4.03743E-03	0.145681
4.03841E-03	0.154398
4.03866E-03	0.156586
4.03988E-03	0.168151
4.04111E-03	0.180358
4.04233E-03	0.193224
4.04397E-03	0.211435
4.04560E-03	0.230894
4.04690E-03	0.247497
4.04723E-03	0.251661
4.04886E-03	0.273827
4.05050E-03	0.297384
4.05197E-03	0.319819
4.05393E-03	0.351617
4.05572E-03	0.382823
4.05589E-03	0.385667
4.05785E-03	0.422141
4.05948E-03	0.454405
4.06120E-03	0.490188
4.06160E-03	0.49919
4.06291E-03	0.528049
4.06520E-03	0.58185
4.06748E-03	0.639609
4.06969E-03	0.699352
4.07189E-03	0.763184
4.07336E-03	0.808625
4.07410E-03	0.831381
4.07630E-03	0.904332
4.07851E-03	0.98213
4.07924E-03	1.00976
4.08088E-03	1.07125
4.08333E-03	1.16996
4.08577E-03	1.27568
4.08822E-03	1.38904
4.09067E-03	1.51033
4.09231E-03	1.59682
4.09312E-03	1.64013
4.09557E-03	1.77906
4.09802E-03	1.92756
4.09884E-03	1.98046
4.10047E-03	2.08639
4.10292E-03	2.25618
4.10374E-03	2.31665
4.10537E-03	2.43772
4.10782E-03	2.63173
4.10864E-03	2.70082
4.11027E-03	2.83915
4.11272E-03	3.06082
4.11354E-03	3.13978
4.11517E-03	3.29784
4.11762E-03	3.55121
4.11844E-03	3.64148
4.12007E-03	3.8222
4.12252E-03	4.112
4.12334E-03	4.21529
4.12497E-03	4.42209
4.12742E-03	4.75388
4.12824E-03	4.87223
4.12987E-03	5.10914
4.13150E-03	5.35977
4.13306E-03	5.61378
4.13461E-03	5.86803
4.13693E-03	6.27976
4.13771E-03	6.42652
4.13926E-03	6.72033
4.14159E-03	7.19136
4.14237E-03	7.35924
4.14392E-03	7.69531
4.14695E-03	8.40675
4.14923E-03	8.98404
4.15151E-03	9.60163
4.15379E-03	10.2638
4.15607E-03	10.9732
4.15862E-03	11.8274
4.15946E-03	12.1357
4.16116E-03	12.7526
4.16286E-03	13.4214
4.16371E-03	13.7561
4.16626E-03	14.8429
4.16881E-03	16.0216
4.16966E-03	16.4481
4.17122E-03	17.2361
4.17279E-03	18.0891
4.17358E-03	18.516
4.17593E-03	19.9017
4.17828E-03	21.4043
4.17906E-03	21.9477
4.18063E-03	23.0351
4.18220E-03	24.2164
4.18298E-03	24.8075
4.18533E-03	26.7361
4.18769E-03	28.8384
4.18847E-03	29.6029
4.19004E-03	31.1328
4.19161E-03	32.8043
4.19239E-03	33.6406
4.19474E-03	36.386
4.19709E-03	39.3969
4.19945E-03	42.7044
4.20180E-03	46.344
4.20415E-03	50.3564
4.20650E-03	54.7881
4.20872E-03	59.4063
4.20885E-03	59.7052
4.21088E-03	64.34
4.21120E-03	65.1626
4.21303E-03	69.7716
4.21356E-03	71.2225
4.21519E-03	75.7592
4.21591E-03	77.9586
4.21735E-03	82.3598
4.21826E-03	85.4496
4.21944E-03	89.4245
4.22048E-03	93.3199
4.22140E-03	96.7301
4.22244E-03	101.015
4.22336E-03	104.765
4.22440E-03	109.48
4.22532E-03	113.608
4.22636E-03	118.801
4.22728E-03	123.348
4.22832E-03	129.073
4.22924E-03	134.086
4.23028E-03	140.371
4.23100E-03	144.694
4.23224E-03	152.851
4.23276E-03	156.287
4.23420E-03	166.609
4.23453E-03	168.956
4.23616E-03	181.771
4.23629E-03	182.797
4.23805E-03	197.91
4.23812E-03	198.522
4.23995E-03	215.67
4.24008E-03	217.014
4.24191E-03	235.829
4.24230E-03	240.244
4.24387E-03	257.914
4.24465E-03	267.556
4.24583E-03	282.024
4.24700E-03	297.723
4.24779E-03	308.193
4.24936E-03	330.689
4.24978E-03	336.783
4.25184E-03	368.226
4.25249E-03	378.785
4.25458E-03	412.579
4.25778E-03	465.567
4.26004E-03	502.864
4.26007E-03	503.404
4.26229E-03	537.23
4.26255E-03	541.207
4.26379E-03	557.838
4.26441E-03	566.148
4.26530E-03	576.012
4.26628E-03	586.96
4.26698E-03	593.299
4.26752E-03	598.104
4.26867E-03	606.172
4.26876E-03	606.813
4.26979E-03	611.883
4.27000E-03	612.907
4.27110E-03	615.591
4.27157E-03	616.713
4.27209E-03	617.014
4.27242E-03	616.619
4.27366E-03	615.099
4.27417E-03	613.16
4.27523E-03	609.118
4.27592E-03	604.8
4.27679E-03	599.332
4.27755E-03	593.043
4.27836E-03	586.198
4.27980E-03	571.165
4.28071E-03	561.592
4.28205E-03	545.176
4.28307E-03	532.761
4.28777E-03	469.164
4.28960E-03	444.43
4.29169E-03	416.172
4.29195E-03	412.861
4.29430E-03	383.069
4.29482E-03	376.451
4.29665E-03	354.978
4.29718E-03	348.846
4.29901E-03	328.965
4.29953E-03	323.288
4.30136E-03	305.016
4.30188E-03	299.797
4.30293E-03	290.247
4.30423E-03	278.313
4.30449E-03	276.136
4.30606E-03	263.079
4.30658E-03	258.728
4.30763E-03	250.806
4.30894E-03	240.907
4.30998E-03	233.704
4.31129E-03	224.704
4.31233E-03	218.156
4.31364E-03	209.974
4.31468E-03	204.018
4.31599E-03	196.576
4.31704E-03	191.154
4.31834E-03	184.38
4.31939E-03	179.437
4.32069E-03	173.263
4.32174E-03	168.751
4.32305E-03	163.115
4.32409E-03	158.99
4.32540E-03	153.837
4.32644E-03	150.06
4.32775E-03	145.34
4.32880E-03	141.874
4.33010E-03	137.544
4.33115E-03	134.401
4.33324E-03	128.118
4.33350E-03	127.414
4.33585E-03	121.075
4.33637E-03	119.667
4.33820E-03	115.232
4.33951E-03	112.065
4.34055E-03	109.778
4.34264E-03	105.205
4.34291E-03	104.687
4.34526E-03	100.029
4.34578E-03	98.9941
4.34839E-03	94.2945
4.34892E-03	93.3549
4.35153E-03	89.075
4.35205E-03	88.2193
4.35467E-03	84.3106
4.35519E-03	83.5292
4.35780E-03	79.9498
4.35832E-03	79.2342
4.36094E-03	75.9477
4.36146E-03	75.2906
4.36407E-03	72.3248
4.36616E-03	69.953
4.36747E-03	68.6364
4.37087E-03	65.2147
4.37426E-03	62.173
4.37583E-03	60.7696
4.37766E-03	59.3146
4.38093E-03	56.7172
4.38145E-03	56.3441
4.38524E-03	53.6397
4.38602E-03	53.0803
4.38903E-03	51.1533
4.39102E-03	49.876
4.39282E-03	48.836
4.39602E-03	46.9836
4.39772E-03	46.0957
4.40147E-03	44.1328
4.40262E-03	43.5992
4.40784E-03	41.1612
4.41176E-03	39.5215
4.41421E-03	38.497
4.41764E-03	37.2041
4.42025E-03	36.2193
4.42352E-03	35.101
4.42613E-03	34.2066
4.42940E-03	33.1854
4.43201E-03	32.3687
4.43528E-03	31.4459
4.43985E-03	30.1543
4.44116E-03	29.8229
4.44704E-03	28.3322
4.44769E-03	28.1666
4.45292E-03	26.9727
4.45553E-03	26.376
4.45880E-03	25.6983
4.46337E-03	24.7497
4.46468E-03	24.5027
4.46860E-03	23.7619
4.47121E-03	23.2681
4.47644E-03	22.3617
4.47905E-03	21.9086
4.48428E-03	21.0742
4.48689E-03	20.6572
4.49212E-03	19.8843
4.49473E-03	19.498
4.49995E-03	18.7918
4.50649E-03	17.9094
4.50779E-03	17.7495
4.51563E-03	16.7906
4.51825E-03	16.4711
4.52347E-03	15.8865
4.53001E-03	15.1559
4.53131E-03	15.0211
4.53915E-03	14.212
4.54176E-03	13.9424
4.54699E-03	13.4399
4.55352E-03	12.8119
4.55483E-03	12.6937
4.56267E-03	11.9847
4.56528E-03	11.7485
4.57222E-03	11.1551
4.57541E-03	10.8829
4.57998E-03	10.4922
4.58341E-03	10.2127
4.59141E-03	9.56086
4.59713E-03	9.09548
4.59827E-03	9.00445
4.60513E-03	8.45855
4.61016E-03	8.05875
4.61518E-03	7.65916
4.62019E-03	7.26138
4.62516E-03	6.86702
4.63013E-03	6.47299
4.63068E-03	6.42925
4.63344E-03	6.20146
4.63675E-03	5.92831
4.64006E-03	5.65542
4.64227E-03	5.47368
4.64337E-03	5.37834
4.64668E-03	5.09265
4.64999E-03	4.80736
4.65055E-03	4.75989
4.65248E-03	4.5853
4.65496E-03	4.36114
4.65717E-03	4.16221
4.65745E-03	4.13616
4.65993E-03	3.90212
4.66214E-03	3.69453
4.66241E-03	3.66738
4.66490E-03	3.42364
4.66710E-03	3.20759
4.66738E-03	3.17935
4.66904E-03	3.01034
4.67069E-03	2.84175
4.67145E-03	2.76469
4.67218E-03	2.68758
4.67415E-03	2.4789
4.67547E-03	2.34027
4.67580E-03	2.30609
4.67679E-03	2.19829
4.67810E-03	2.05556
4.67942E-03	1.91341
4.67998E-03	1.85344
4.68074E-03	1.77054
4.68206E-03	1.62743
4.68314E-03	1.51052
4.68422E-03	1.39426
4.68530E-03	1.27874
4.68591E-03	1.21413
4.68638E-03	1.16549
4.68746E-03	1.05503
4.68779E-03	1.0221
4.68855E-03	0.948548
4.68905E-03	0.899844
4.68963E-03	0.846946
4.69005E-03	0.808959
4.69071E-03	0.751767
4.69084E-03	0.741045
4.69147E-03	0.690163
4.69159E-03	0.680567
4.69210E-03	0.642887
4.69248E-03	0.616448
4.69260E-03	0.607836
4.69311E-03	0.575863
4.69336E-03	0.561091
4.69349E-03	0.553935
4.69387E-03	0.534198
4.69415E-03	0.520634
4.69425E-03	0.516473
4.69440E-03	0.509878
4.69472E-03	0.498051
4.69495E-03	0.490242
4.69519E-03	0.483402
4.69543E-03	0.478119
4.69567E-03	0.473925
4.69590E-03	0.470883
4.69614E-03	0.469643
4.69630E-03	0.469531
4.69645E-03	0.470018
4.69661E-03	0.471126
4.69677E-03	0.472881
4.69692E-03	0.475645
4.69708E-03	0.479072
4.69721E-03	0.482454
4.69739E-03	0.488023
4.69740E-03	0.488595
4.69754E-03	0.494015
4.69767E-03	0.499546
4.69782E-03	0.506813
4.69797E-03	0.514867
4.69812E-03	0.523738
4.69825E-03	0.53269
4.69827E-03	0.533497
4.69841E-03	0.544595
4.69856E-03	0.556608
4.69871E-03	0.569571
4.69885E-03	0.581629
4.69901E-03	0.598598
4.69918E-03	0.616894
4.69934E-03	0.636547
4.69948E-03	0.654606
4.69951E-03	0.657705
4.69967E-03	0.680867
4.69984E-03	0.705577
4.70001E-03	0.731896
4.70012E-03	0.750564
4.70017E-03	0.760132
4.70034E-03	0.790592
4.70050E-03	0.82289
4.70067E-03	0.857109
4.70075E-03	0.874359
4.70083E-03	0.893754
4.70100E-03	0.932873
4.70117E-03	0.974192
4.70133E-03	1.0178
4.70138E-03	1.03095
4.70150E-03	1.06447
4.70166E-03	1.11391
4.70188E-03	1.18394
4.70201E-03	1.2268
4.70210E-03	1.25955
4.70232E-03	1.34125
4.70251E-03	1.41575
4.70264E-03	1.46833
4.70270E-03	1.49502
4.70289E-03	1.5797
4.70308E-03	1.66924
4.70311E-03	1.68503
4.70327E-03	1.76491
4.70346E-03	1.8662
4.70359E-03	1.93757
4.70365E-03	1.97374
4.70384E-03	2.08832
4.70403E-03	2.20935
4.70416E-03	2.29459
4.70422E-03	2.33781
4.70442E-03	2.48645
4.70466E-03	2.66924
4.70472E-03	2.72144
4.70490E-03	2.86683
4.70513E-03	3.07905
4.70524E-03	3.18324
4.70537E-03	3.3077
4.70561E-03	3.55374
4.70566E-03	3.61527
4.70584E-03	3.81933
4.70608E-03	4.10455
4.70632E-03	4.4132
4.70650E-03	4.67254
4.70655E-03	4.74495
4.70679E-03	5.10352
4.70692E-03	5.3185
4.70703E-03	5.49012
4.70726E-03	5.90754
4.70734E-03	6.05713
4.70750E-03	6.35903
4.70774E-03	6.84616
4.70776E-03	6.88463
4.70797E-03	7.37498
4.70817E-03	7.8387
4.70821E-03	7.94611
4.70845E-03	8.56648
4.70858E-03	8.93706
4.70868E-03	9.23856
4.70889E-03	9.86448
4.70892E-03	9.96859
4.70916E-03	10.7633
4.70926E-03	11.119
4.70940E-03	11.6281
4.70964E-03	12.6082
4.70965E-03	12.663
4.70989E-03	13.6832
4.70992E-03	13.8335
4.71013E-03	14.8621
4.71018E-03	15.1265
4.71038E-03	16.157
4.71045E-03	16.5572
4.71063E-03	17.5817
4.71071E-03	18.1417
4.71086E-03	19.0673
4.71098E-03	19.9016
4.71109E-03	20.6525
4.71123E-03	21.7128
4.71131E-03	22.3914
4.71145E-03	23.5568
4.71154E-03	24.3024
4.71168E-03	25.5849
4.71177E-03	26.4054
4.71191E-03	27.8188
4.71200E-03	28.7231
4.71213E-03	30.2832
4.71222E-03	31.2814
4.71236E-03	32.9781
4.71237E-03	33.1332
4.71253E-03	35.1166
4.71259E-03	35.9981
4.71268E-03	37.2387
4.71282E-03	39.3187
4.71283E-03	39.5088
4.71298E-03	41.9435
4.71302E-03	42.7018
4.71313E-03	44.5521
4.71321E-03	46.0639
4.71328E-03	47.3486
4.71340E-03	49.7198
4.71344E-03	50.3465
4.71359E-03	53.5616
4.71374E-03	57.0122
4.71378E-03	58.0883
4.71389E-03	60.7123
4.71397E-03	62.8568
4.71404E-03	64.6788
4.71416E-03	68.0412
4.71419E-03	68.9297
4.71434E-03	73.4836
4.71435E-03	73.6882
4.71453E-03	79.6356
4.71457E-03	80.9691
4.71472E-03	86.3285
4.71482E-03	90.1945
4.71491E-03	93.594
4.71508E-03	100.412
4.71510E-03	101.466
4.71529E-03	109.984
4.71533E-03	111.812
4.71547E-03	118.54
4.71558E-03	124.408
4.71564E-03	127.354
4.71581E-03	136.736
4.71583E-03	138.222
4.71604E-03	150.148
4.71609E-03	153.346
4.71626E-03	164.575
4.71634E-03	169.705
4.71649E-03	179.995
4.71672E-03	196.326
4.71706E-03	222.375
4.71722E-03	235.597
4.71742E-03	251.88
4.71789E-03	290.463
4.71818E-03	314.372
4.71831E-03	324.222
4.71858E-03	345.304
4.71859E-03	345.754
4.71884E-03	364.029
4.71910E-03	380.372
4.71911E-03	380.928
4.71934E-03	393.533
4.71936E-03	394.385
4.71962E-03	405.831
4.71963E-03	406.495
4.71983E-03	413.052
4.71987E-03	414.255
4.72000E-03	417.364
4.72002E-03	417.854
4.72021E-03	420.658
4.72025E-03	421.186
4.72043E-03	421.944
4.72064E-03	420.65
4.72069E-03	420.354
4.72086E-03	417.412
4.72091E-03	416.572
4.72111E-03	410.964
4.72112E-03	410.705
4.72137E-03	401.552
4.72141E-03	399.896
4.72154E-03	393.976
4.72168E-03	387.422
4.72188E-03	376.387
4.72194E-03	372.918
4.72230E-03	351.149
4.72237E-03	346.057
4.72283E-03	315.448
4.72313E-03	294.62
4.72343E-03	273.841
4.72354E-03	266.932
4.72374E-03	253.75
4.72389E-03	243.896
4.72404E-03	234.617
4.72424E-03	222.288
4.72427E-03	220.851
4.72449E-03	207.969
4.72454E-03	205.115
4.72473E-03	195.198
4.72485E-03	189.271
4.72500E-03	182.003
4.72515E-03	174.767
4.72526E-03	169.808
4.72545E-03	161.579
4.72553E-03	158.584
4.72576E-03	149.643
4.72579E-03	148.275
4.72598E-03	141.467
4.72606E-03	138.95
4.72624E-03	133.102
4.72626E-03	132.333
4.72646E-03	126.208
4.72649E-03	125.445
4.72667E-03	120.535
4.72674E-03	118.438
4.72687E-03	115.225
4.72699E-03	112.022
4.72707E-03	110.254
4.72725E-03	106.142
4.72727E-03	105.601
4.72747E-03	101.288
4.72750E-03	100.751
4.72768E-03	97.2825
4.72775E-03	95.8009
4.72793E-03	92.6708
4.72813E-03	89.107
4.72818E-03	88.3137
4.72843E-03	84.3624
4.72851E-03	83.1811
4.72869E-03	80.7182
4.72889E-03	77.913
4.72894E-03	77.2837
4.72919E-03	74.1484
4.72927E-03	73.2107
4.72944E-03	71.2403
4.72965E-03	68.9954
4.72970E-03	68.4797
4.72990E-03	66.4238
4.73001E-03	65.4051
4.73030E-03	62.6546
4.73032E-03	62.5216
4.73063E-03	59.9107
4.73071E-03	59.2634
4.73094E-03	57.4889
4.73111E-03	56.198
4.73125E-03	55.2289
4.73151E-03	53.4161
4.73156E-03	53.1184
4.73187E-03	51.1693
4.73192E-03	50.8831
4.73218E-03	49.3941
4.73252E-03	47.4851
4.73255E-03	47.3367
4.73292E-03	45.5062
4.73313E-03	44.4966
4.73330E-03	43.7728
4.73367E-03	42.1576
4.73376E-03	41.7463
4.73404E-03	40.6778
4.73439E-03	39.3076
4.73441E-03	39.2531
4.73496E-03	37.3363
4.73502E-03	37.133
4.73540E-03	35.9618
4.73565E-03	35.1832
4.73591E-03	34.4789
4.73629E-03	33.4256
4.73641E-03	33.1066
4.73692E-03	31.8344
4.73742E-03	30.677
4.73755E-03	30.3884
4.73793E-03	29.5958
4.73818E-03	29.0687
4.73843E-03	28.5882
4.73893E-03	27.6371
4.73894E-03	27.6303
4.73950E-03	26.6572
4.73969E-03	26.3426
4.74013E-03	25.6489
4.74044E-03	25.1661
4.74076E-03	24.7223
4.74139E-03	23.848
4.74157E-03	23.5901
4.74201E-03	23.0477
4.74264E-03	22.2793
4.74270E-03	22.2046
4.74327E-03	21.5891
4.74383E-03	20.9774
4.74421E-03	20.6134
4.74507E-03	19.7844
4.74593E-03	19.0484
4.74636E-03	18.6812
4.74679E-03	18.3531
4.74765E-03	17.6984
4.74851E-03	17.1107
4.74894E-03	16.8174
4.74937E-03	16.5521
4.75023E-03	16.0225
4.75109E-03	15.5462
4.75178E-03	15.1658
4.75230E-03	14.9082
4.75316E-03	14.4798
4.75350E-03	14.3265
4.75471E-03	13.7911
4.75523E-03	13.5621
4.75591E-03	13.2922
4.75712E-03	12.8209
4.75729E-03	12.7537
4.75832E-03	12.3943
4.75936E-03	12.0354
4.75953E-03	11.9817
4.76073E-03	11.6063
4.76142E-03	11.3921
4.76228E-03	11.1509
4.76366E-03	10.7657
4.76383E-03	10.7223
4.76538E-03	10.3318
4.76598E-03	10.1802
4.76693E-03	9.96412
4.76831E-03	9.65021
4.76848E-03	9.61487
4.77003E-03	9.29724
4.77141E-03	9.01533
4.77235E-03	8.84174
4.77450E-03	8.44791
4.77468E-03	8.41958
4.77700E-03	8.03774
4.77795E-03	7.88241
4.77932E-03	7.67876
4.78139E-03	7.3737
4.78165E-03	7.33888
4.78397E-03	7.02586
4.78483E-03	6.91006
4.78639E-03	6.71742
4.78828E-03	6.48422
4.78899E-03	6.4026
4.79160E-03	6.10678
4.79199E-03	6.06257
4.79420E-03	5.83025
4.79570E-03	5.67336
4.79767E-03	5.48015
4.79941E-03	5.31051
4.80126E-03	5.14082
4.80312E-03	4.9713
4.80498E-03	4.81422
4.80869E-03	4.50036
4.81240E-03	4.21209
4.81425E-03	4.06808
4.81796E-03	3.80162
4.81982E-03	3.66853
4.82353E-03	3.42098
4.82539E-03	3.29732
4.82910E-03	3.06657
4.83095E-03	2.9513
4.83536E-03	2.69515
4.83652E-03	2.62778
4.83745E-03	2.57745
4.84209E-03	2.32597
4.84440E-03	2.20709
4.84580E-03	2.13583
4.84951E-03	1.95441
4.85136E-03	1.8685
4.85415E-03	1.73978
4.85786E-03	1.57776
4.85879E-03	1.53941
4.86157E-03	1.4245
4.86574E-03	1.26246
4.86621E-03	1.24557
4.86899E-03	1.14432
4.87224E-03	1.03368
4.87270E-03	1.01881
4.87467E-03	0.955677
4.87757E-03	0.868486
4.87920E-03	0.823161
4.88036E-03	0.790835
4.88244E-03	0.736662
4.88453E-03	0.686059
4.88569E-03	0.660002
4.88662E-03	0.639198
4.88888E-03	0.592824
4.89039E-03	0.564501
4.89189E-03	0.538309
4.89218E-03	0.533691
4.89340E-03	0.514357
4.89491E-03	0.492678
4.89642E-03	0.473371
4.89792E-03	0.456519
4.89920E-03	0.444222
4.89984E-03	0.439101
4.90077E-03	0.43171
4.90233E-03	0.422105
4.90390E-03	0.41547
4.90494E-03	0.412749
4.90625E-03	0.411328
4.90677E-03	0.41139
4.90703E-03	0.41175
4.90812E-03	0.413326
4.90920E-03	0.416726
4.91029E-03	0.421797
4.91138E-03	0.428584
4.91246E-03	0.437135
4.91355E-03	0.447499
4.91457E-03	0.458909
4.91464E-03	0.459729
4.91573E-03	0.473939
4.91681E-03	0.490114
4.91790E-03	0.508305
4.91921E-03	0.532992
4.92036E-03	0.557322
4.92038E-03	0.557691
4.92155E-03	0.585028
4.92272E-03	0.615007
4.92390E-03	0.647707
4.92507E-03	0.683214
4.92624E-03	0.721614
4.92626E-03	0.722228
4.92741E-03	0.763083
4.92854E-03	0.806031
4.93018E-03	0.873386
4.93181E-03	0.9472
4.93224E-03	0.968344
4.93345E-03	1.02789
4.93508E-03	1.1157
4.93672E-03	1.21089
4.93839E-03	1.31606
4.93866E-03	1.33499
4.94006E-03	1.42976
4.94173E-03	1.55233
4.94340E-03	1.68417
4.94381E-03	1.71957
4.94507E-03	1.82589
4.94674E-03	1.97793
4.94841E-03	2.1407
4.94896E-03	2.19868
4.95008E-03	2.31476
4.95175E-03	2.50061
4.95342E-03	2.69877
4.95383E-03	2.75164
4.95518E-03	2.92215
4.95713E-03	3.18703
4.95870E-03	3.41761
