E(MeV)	"ENDF/B-VIII.b5: SE-80(N,TOT)"
6.12754E-03	20.6416
6.12759E-03	20.6129
6.12769E-03	20.5717
6.12783E-03	20.5128
6.12798E-03	20.4564
6.12810E-03	20.4104
6.12829E-03	20.3438
6.12834E-03	20.3285
6.12848E-03	20.2938
6.12867E-03	20.2504
6.12885E-03	20.2087
6.12904E-03	20.1685
6.12923E-03	20.1295
6.12940E-03	20.0936
6.12948E-03	20.0832
6.12973E-03	20.0482
6.12997E-03	20.0146
6.13022E-03	19.9833
6.13046E-03	19.9529
6.13078E-03	19.9136
6.13083E-03	19.9072
6.13110E-03	19.885
6.13142E-03	19.8593
6.13174E-03	19.8345
6.13206E-03	19.8105
6.13238E-03	19.7872
6.13272E-03	19.7632
6.13307E-03	19.7386
6.13343E-03	19.7146
6.13368E-03	19.6981
6.13379E-03	19.6937
6.13414E-03	19.6793
6.13450E-03	19.6653
6.13503E-03	19.6449
6.13539E-03	19.6317
6.13589E-03	19.6138
6.13639E-03	19.5962
6.13689E-03	19.5791
6.13739E-03	19.5624
6.13788E-03	19.5459
6.13838E-03	19.5298
6.13888E-03	19.5138
6.13938E-03	19.4981
6.14002E-03	19.4783
6.14052E-03	19.463
6.14066E-03	19.4603
6.14130E-03	19.4482
6.14194E-03	19.4363
6.14259E-03	19.4247
6.14323E-03	19.4132
6.14387E-03	19.4018
6.14451E-03	19.3906
6.14544E-03	19.3747
6.14636E-03	19.3589
6.14729E-03	19.3434
6.14821E-03	19.328
6.14914E-03	19.3127
6.15007E-03	19.2976
6.15099E-03	19.2826
6.15192E-03	19.2677
6.15320E-03	19.2472
6.15449E-03	19.2268
6.15577E-03	19.2066
6.15705E-03	19.1865
6.15833E-03	19.1664
6.15962E-03	19.1464
6.15990E-03	19.142
6.16090E-03	19.1302
6.16264E-03	19.1096
6.16403E-03	19.0932
6.16589E-03	19.0715
6.16774E-03	19.0499
6.16959E-03	19.0283
6.17144E-03	19.0068
6.17329E-03	18.9853
6.17515E-03	18.9639
6.17700E-03	18.9425
6.17978E-03	18.9105
6.18256E-03	18.8786
6.18534E-03	18.8467
6.18812E-03	18.8149
6.19089E-03	18.7831
6.19364E-03	18.7517
6.19727E-03	18.7102
6.20090E-03	18.6687
6.20454E-03	18.6272
6.20839E-03	18.5834
6.21245E-03	18.5371
6.21651E-03	18.4909
6.22260E-03	18.4216
6.22931E-03	18.3578
6.23602E-03	18.2941
6.24293E-03	18.2286
6.25025E-03	18.1592
6.25755E-03	18.0899
6.26905E-03	17.9809
6.27812E-03	17.8951
6.28718E-03	17.8092
6.29624E-03	17.7234
6.30764E-03	17.6154
6.31904E-03	17.5246
6.33614E-03	17.3885
6.35193E-03	17.2628
6.36202E-03	17.1825
6.38220E-03	17.022
6.40215E-03	16.8632
6.42210E-03	16.7291
6.45202E-03	16.5278
6.47625E-03	16.3649
6.49050E-03	16.2691
6.50475E-03	16.1733
6.51900E-03	16.0918
6.54750E-03	15.9288
6.57600E-03	15.7659
6.61875E-03	15.5214
6.66150E-03	15.3122
6.69000E-03	15.1727
6.73539E-03	14.9505
6.78079E-03	14.7601
6.82618E-03	14.5696
6.87157E-03	14.3792
6.91697E-03	14.2172
6.96236E-03	14.0553
7.00775E-03	13.8933
7.03045E-03	13.8123
7.05315E-03	13.7435
7.10650E-03	13.5819
7.15986E-03	13.4202
7.21322E-03	13.2586
7.26657E-03	13.1224
7.31993E-03	12.9863
7.37329E-03	12.8502
7.42664E-03	12.714
7.48000E-03	12.6
7.54700E-03	12.4568
7.59725E-03	12.3494
7.64750E-03	12.242
7.68100E-03	12.1704
7.71450E-03	12.1105
7.74297E-03	12.0596
7.77145E-03	12.0087
7.79490E-03	11.9668
7.81835E-03	11.9249
7.84180E-03	11.883
7.85959E-03	11.8512
7.87738E-03	11.8194
7.88924E-03	11.7982
7.90264E-03	11.7743
7.91604E-03	11.7504
7.93111E-03	11.7234
7.94047E-03	11.7067
7.95349E-03	11.6835
7.96148E-03	11.6693
7.96947E-03	11.655
7.97746E-03	11.6431
7.98545E-03	11.6312
7.99261E-03	11.6205
7.99977E-03	11.6099
8.00681E-03	11.5994
8.01362E-03	11.5893
8.01816E-03	11.5826
8.02270E-03	11.5758
8.02689E-03	11.5696
8.03107E-03	11.5634
8.03526E-03	11.5573
8.03945E-03	11.5511
8.04385E-03	11.5446
8.04714E-03	11.5398
8.05044E-03	11.5349
8.05374E-03	11.5301
8.05704E-03	11.5253
8.06034E-03	11.5205
8.06363E-03	11.5157
8.06693E-03	11.511
8.07023E-03	11.5062
8.07353E-03	11.5015
8.07649E-03	11.4973
8.07928E-03	11.4934
8.08208E-03	11.4894
8.08394E-03	11.4869
8.08581E-03	11.4843
8.08767E-03	11.4817
8.08953E-03	11.4792
8.09183E-03	11.4761
8.09335E-03	11.4741
8.09488E-03	11.4721
8.09641E-03	11.4701
8.09794E-03	11.4682
8.09947E-03	11.4663
8.10100E-03	11.4644
8.10237E-03	11.4627
8.10419E-03	11.4606
8.10540E-03	11.4592
8.10662E-03	11.4579
8.10779E-03	11.4566
8.10783E-03	11.4566
8.10905E-03	11.4566
8.11026E-03	11.4566
8.11148E-03	11.4567
8.11292E-03	11.457
8.11388E-03	11.4572
8.11485E-03	11.4574
8.11581E-03	11.4577
8.11677E-03	11.4581
8.11717E-03	11.4583
8.11774E-03	11.4599
8.11870E-03	11.4628
8.11956E-03	11.4655
8.12069E-03	11.4691
8.12144E-03	11.4716
8.12219E-03	11.4742
8.12295E-03	11.4769
8.12370E-03	11.4798
8.12446E-03	11.4827
8.12521E-03	11.4858
8.12609E-03	11.4896
8.12697E-03	11.4936
8.12756E-03	11.4965
8.12814E-03	11.4995
8.12873E-03	11.5027
8.12923E-03	11.5056
8.12931E-03	11.5069
8.12990E-03	11.5163
8.13040E-03	11.5245
8.13091E-03	11.5329
8.13141E-03	11.5416
8.13191E-03	11.5504
8.13241E-03	11.5596
8.13292E-03	11.5691
8.13342E-03	11.5789
8.13392E-03	11.5891
8.13430E-03	11.5971
8.13467E-03	11.6053
8.13505E-03	11.6139
8.13543E-03	11.6228
8.13560E-03	11.627
8.13580E-03	11.6366
8.13618E-03	11.6545
8.13656E-03	11.6728
8.13693E-03	11.6918
8.13727E-03	11.7092
8.13761E-03	11.7273
8.13794E-03	11.7461
8.13811E-03	11.7559
8.13827E-03	11.7713
8.13861E-03	11.8031
8.13886E-03	11.8277
8.13911E-03	11.853
8.13936E-03	11.8793
8.13961E-03	11.9066
8.13978E-03	11.9257
8.13987E-03	11.9403
8.14005E-03	11.9741
8.14024E-03	12.0089
8.14043E-03	12.0449
8.14062E-03	12.0823
8.14081E-03	12.1214
8.14085E-03	12.1305
8.14100E-03	12.1765
8.14112E-03	12.2172
8.14125E-03	12.2591
8.14137E-03	12.3022
8.14150E-03	12.3469
8.14154E-03	12.3624
8.14162E-03	12.4036
8.14178E-03	12.4836
8.14189E-03	12.5389
8.14199E-03	12.5958
8.14200E-03	12.6017
8.14210E-03	12.6701
8.14220E-03	12.7482
8.14231E-03	12.8285
8.14241E-03	12.9114
8.14246E-03	12.9542
8.14252E-03	13.0076
8.14262E-03	13.1174
8.14272E-03	13.2306
8.14278E-03	13.289
8.14283E-03	13.3593
8.14293E-03	13.5038
8.14304E-03	13.6527
8.14309E-03	13.7296
8.14314E-03	13.8218
8.14325E-03	14.0116
8.14334E-03	14.1873
8.14340E-03	14.3075
8.14343E-03	14.354
8.14351E-03	14.5441
8.14359E-03	14.7387
8.14361E-03	14.7885
8.14368E-03	14.9564
8.14376E-03	15.1853
8.14382E-03	15.3611
8.14384E-03	15.4267
8.14393E-03	15.6951
8.14401E-03	15.9695
8.14403E-03	16.0397
8.14410E-03	16.2735
8.14418E-03	16.592
8.14422E-03	16.7649
8.14426E-03	16.9323
8.14439E-03	17.482
8.14440E-03	17.5175
8.14451E-03	18.0963
8.14457E-03	18.3748
8.14464E-03	18.7633
8.14473E-03	19.2949
8.14474E-03	19.3402
8.14483E-03	19.8789
8.14492E-03	20.431
8.14495E-03	20.7018
8.14508E-03	21.5915
8.14509E-03	21.6487
8.14521E-03	22.569
8.14526E-03	23.0095
8.14533E-03	23.616
8.14543E-03	24.5132
8.14546E-03	24.7361
8.14558E-03	25.9519
8.14565E-03	26.6455
8.14570E-03	27.1463
8.14585E-03	28.8035
8.14586E-03	28.9309
8.14603E-03	30.8724
8.14605E-03	31.1782
8.14619E-03	32.9595
8.14625E-03	33.7663
8.14635E-03	35.1815
8.14645E-03	36.5577
8.14652E-03	37.5347
8.14667E-03	39.8071
8.14668E-03	40.0709
8.14692E-03	43.8339
8.14693E-03	44.1141
8.14725E-03	49.5376
8.14806E-03	63.8111
8.14807E-03	64.0541
8.14833E-03	68.3796
8.14838E-03	69.1045
8.14864E-03	73.0418
8.14865E-03	73.1651
8.14882E-03	75.5611
8.14885E-03	75.8926
8.14903E-03	78.0335
8.14909E-03	78.7145
8.14920E-03	79.747
8.14933E-03	80.9531
8.14940E-03	81.4517
8.14952E-03	82.2659
8.14957E-03	82.5371
8.14973E-03	83.2466
8.14976E-03	83.3596
8.14990E-03	83.611
8.15000E-03	83.7301
8.15021E-03	83.4656
8.15038E-03	82.8293
8.15046E-03	82.4666
8.15054E-03	81.9666
8.15064E-03	81.2325
8.15071E-03	80.6677
8.15088E-03	79.0841
8.15091E-03	78.795
8.15115E-03	76.0237
8.15137E-03	73.0793
8.15140E-03	72.5884
8.15162E-03	69.3548
8.15191E-03	64.4407
8.15201E-03	62.7684
8.15236E-03	56.5656
8.15278E-03	49.1683
8.15285E-03	48.0007
8.15308E-03	44.0616
8.15318E-03	42.4015
8.15328E-03	40.8037
8.15335E-03	39.7573
8.15348E-03	37.748
8.15360E-03	36.0217
8.15364E-03	35.5526
8.15379E-03	33.4795
8.15395E-03	31.4086
8.15398E-03	31.0134
8.15407E-03	29.9414
8.15417E-03	28.7907
8.15419E-03	28.537
8.15431E-03	27.2253
8.15435E-03	26.7599
8.15443E-03	25.9883
8.15452E-03	25.1107
8.15455E-03	24.8226
8.15468E-03	23.7339
8.15469E-03	23.6055
8.15480E-03	22.7291
8.15486E-03	22.243
8.15493E-03	21.6953
8.15502E-03	21.0088
8.15504E-03	20.9022
8.15515E-03	20.1741
8.15519E-03	19.9032
8.15526E-03	19.4949
8.15536E-03	18.9129
8.15537E-03	18.8562
8.15548E-03	18.2762
8.15553E-03	18.0339
8.15559E-03	17.7361
8.15570E-03	17.2528
8.15581E-03	16.7812
8.15590E-03	16.4063
8.15592E-03	16.3502
8.15603E-03	15.9689
8.15611E-03	15.6858
8.15612E-03	15.6542
8.15622E-03	15.3766
8.15631E-03	15.1058
8.15632E-03	15.0764
8.15641E-03	14.8673
8.15650E-03	14.638
8.15653E-03	14.5634
8.15659E-03	14.4346
8.15669E-03	14.2465
8.15678E-03	14.0633
8.15685E-03	13.9441
8.15688E-03	13.8943
8.15697E-03	13.7492
8.15707E-03	13.6079
8.15716E-03	13.4701
8.15726E-03	13.3551
8.15735E-03	13.2431
8.15737E-03	13.2189
8.15744E-03	13.1477
8.15754E-03	13.0588
8.15765E-03	12.9534
8.15777E-03	12.8511
8.15779E-03	12.833
8.15788E-03	12.769
8.15800E-03	12.6933
8.15811E-03	12.6198
8.15821E-03	12.5615
8.15823E-03	12.5515
8.15834E-03	12.4988
8.15846E-03	12.4478
8.15857E-03	12.3982
8.15875E-03	12.3262
8.15884E-03	12.2904
8.15892E-03	12.2655
8.15909E-03	12.2161
8.15926E-03	12.1685
8.15945E-03	12.1183
8.15946E-03	12.1156
8.15967E-03	12.0774
8.15989E-03	12.0391
8.16011E-03	12.0022
8.16033E-03	11.9664
8.16055E-03	11.9317
8.16072E-03	11.906
8.16077E-03	11.9005
8.16099E-03	11.8784
8.16128E-03	11.8499
8.16158E-03	11.8223
8.16189E-03	11.7937
8.16223E-03	11.7641
8.16240E-03	11.7497
8.16256E-03	11.7404
8.16290E-03	11.7226
8.16323E-03	11.7054
8.16357E-03	11.6887
8.16390E-03	11.6725
8.16424E-03	11.6566
8.16461E-03	11.6393
8.16503E-03	11.6204
8.16545E-03	11.602
8.16575E-03	11.5894
8.16587E-03	11.5861
8.16629E-03	11.5757
8.16671E-03	11.5656
8.16713E-03	11.5557
8.16775E-03	11.5414
8.16830E-03	11.5293
8.16884E-03	11.5176
8.16939E-03	11.5061
8.16993E-03	11.4949
8.17010E-03	11.4915
8.17048E-03	11.4873
8.17102E-03	11.4814
8.17157E-03	11.4756
8.17211E-03	11.47
8.17278E-03	11.4633
8.17345E-03	11.4568
8.17412E-03	11.4505
8.17479E-03	11.4443
8.17546E-03	11.4382
8.17613E-03	11.4322
8.17714E-03	11.4234
8.17789E-03	11.417
8.17873E-03	11.4099
8.17956E-03	11.403
8.18015E-03	11.3982
8.18040E-03	11.3973
8.18124E-03	11.3943
8.18208E-03	11.3914
8.18333E-03	11.3871
8.18417E-03	11.3844
8.18526E-03	11.3809
8.18635E-03	11.3775
8.18744E-03	11.3741
8.18853E-03	11.3708
8.18961E-03	11.3676
8.19070E-03	11.3644
8.19179E-03	11.3612
8.19288E-03	11.3581
8.19420E-03	11.3544
8.19552E-03	11.3507
8.19684E-03	11.3471
8.19816E-03	11.3435
8.19948E-03	11.3399
8.20145E-03	11.3346
8.20343E-03	11.3294
8.20496E-03	11.3254
8.20649E-03	11.3214
8.20878E-03	11.3155
8.21108E-03	11.3096
8.21337E-03	11.3037
8.21566E-03	11.2979
8.21801E-03	11.2919
8.21834E-03	11.2911
8.22035E-03	11.2881
8.22270E-03	11.2847
8.22504E-03	11.2812
8.22738E-03	11.2778
8.22973E-03	11.2744
8.23207E-03	11.271
8.23549E-03	11.2661
8.23869E-03	11.2615
8.24189E-03	11.257
8.24510E-03	11.2524
8.24830E-03	11.2478
8.25150E-03	11.2433
8.25508E-03	11.2383
8.25867E-03	11.2332
8.26105E-03	11.2298
8.26583E-03	11.2231
8.27060E-03	11.2164
8.27490E-03	11.2104
8.27921E-03	11.2044
8.28351E-03	11.1984
8.28782E-03	11.1924
8.29259E-03	11.1857
8.29737E-03	11.179
8.30453E-03	11.1691
8.31149E-03	11.1594
8.31835E-03	11.1498
8.32521E-03	11.1403
8.33319E-03	11.1292
8.34118E-03	11.1181
8.35085E-03	11.1047
8.35953E-03	11.0927
8.36889E-03	11.0797
8.37894E-03	11.0658
8.39066E-03	11.0495
8.39736E-03	11.0402
8.41076E-03	11.0217
8.42262E-03	11.0053
8.43448E-03	10.9888
8.45227E-03	10.9642
8.46993E-03	10.9398
8.48165E-03	10.9235
8.49338E-03	10.9073
8.50510E-03	10.8936
8.52855E-03	10.8663
8.56038E-03	10.8292
8.58550E-03	10.8
8.61900E-03	10.7609
8.65250E-03	10.7219
8.68600E-03	10.6829
8.73625E-03	10.6244
8.78650E-03	10.5658
8.82000E-03	10.5268
8.89375E-03	10.4409
8.96750E-03	10.3675
9.04125E-03	10.2941
9.11500E-03	10.2207
9.22562E-03	10.1106
9.33625E-03	10.0005
9.41000E-03	9.92709
9.44688E-03	9.89465
9.55750E-03	9.79733
9.69234E-03	9.67871
9.85250E-03	9.53782
9.92625E-03	9.47294
1.00000E-02	9.41145
1.01411E-02	12.8803
1.02842E-02	12.8341
1.04292E-02	12.7871
1.05764E-02	12.7396
1.06250E-02	12.7238
1.07749E-02	12.6794
1.09269E-02	12.6344
1.10811E-02	12.5887
1.12374E-02	12.5424
1.12500E-02	12.5387
1.14087E-02	12.4954
1.15697E-02	12.4515
1.17329E-02	12.407
1.18750E-02	12.3682
1.20425E-02	12.326
1.22124E-02	12.2832
1.23847E-02	12.2397
1.25000E-02	12.2106
1.26764E-02	12.1693
1.28552E-02	12.1275
1.30366E-02	12.085
1.31250E-02	12.0643
1.33102E-02	12.0239
1.34980E-02	11.9829
1.36884E-02	11.9414
1.37500E-02	11.928
1.39440E-02	11.8884
1.41407E-02	11.8483
1.43402E-02	11.8076
1.43750E-02	11.8005
1.45778E-02	11.7617
1.47835E-02	11.7224
1.49920E-02	11.6825
1.50000E-02	11.681
1.52116E-02	11.644
1.54262E-02	11.6065
1.56439E-02	11.5685
1.58646E-02	11.53
1.60884E-02	11.4909
1.62500E-02	11.4627
1.64793E-02	11.4269
1.67118E-02	11.3907
1.69475E-02	11.3539
1.71866E-02	11.3166
1.74291E-02	11.2788
1.75000E-02	11.2678
1.77469E-02	11.2331
1.79973E-02	11.198
1.82512E-02	11.1624
1.85087E-02	11.1263
1.87500E-02	11.0924
1.90145E-02	11.0587
1.92828E-02	11.0246
1.95548E-02	10.99
1.98307E-02	10.9549
2.00000E-02	10.9334
2.02822E-02	10.9006
2.05683E-02	10.8674
2.08585E-02	10.8337
2.11528E-02	10.7995
2.12500E-02	10.7882
2.15498E-02	10.7563
2.18538E-02	10.7239
2.21621E-02	10.6911
2.24748E-02	10.6578
2.25000E-02	10.6551
2.28174E-02	10.6239
2.31393E-02	10.5923
2.34658E-02	10.5602
2.37500E-02	10.5323
2.40851E-02	10.5018
2.44249E-02	10.4708
2.47695E-02	10.4395
2.50000E-02	10.4185
2.53527E-02	10.3886
2.57104E-02	10.3584
2.60731E-02	10.3277
2.62500E-02	10.3127
2.66203E-02	10.2834
2.69959E-02	10.2537
2.73768E-02	10.2236
2.75000E-02	10.2139
2.78880E-02	10.1852
2.82814E-02	10.1561
2.86804E-02	10.1265
2.87500E-02	10.1214
2.91556E-02	10.0932
2.95669E-02	10.0646
2.99841E-02	10.0356
3.00000E-02	10.0345
3.04232E-02	10.0067
3.08525E-02	9.97861
3.12500E-02	9.95257
3.16909E-02	9.92528
3.21380E-02	9.89761
3.25000E-02	9.87521
3.29585E-02	9.84903
3.34235E-02	9.82248
3.38950E-02	9.79556
3.43732E-02	9.76826
3.48582E-02	9.74057
3.50000E-02	9.73247
3.54938E-02	9.70699
3.59945E-02	9.68115
3.65024E-02	9.65494
3.70173E-02	9.62836
3.75000E-02	9.60345
3.80291E-02	9.57859
3.85656E-02	9.55337
3.91097E-02	9.5278
3.96614E-02	9.50187
4.00000E-02	9.48596
4.05643E-02	9.46165
4.11366E-02	9.437
4.17170E-02	9.412
4.23055E-02	9.38665
4.25000E-02	9.37827
4.30996E-02	9.35447
4.37077E-02	9.33033
4.43243E-02	9.30584
4.49496E-02	9.28102
4.50000E-02	9.27902
4.56349E-02	9.25567
4.62787E-02	9.23199
4.69316E-02	9.20797
4.75000E-02	9.18707
4.81701E-02	9.16413
4.88497E-02	9.14087
4.95389E-02	9.11729
5.00000E-02	9.10151
5.07054E-02	9.07895
5.14208E-02	9.05608
5.21462E-02	9.03289
5.25000E-02	9.02158
5.32407E-02	8.99937
5.39918E-02	8.97685
5.47535E-02	8.95401
5.50000E-02	8.94662
5.57759E-02	8.92473
5.65628E-02	8.90253
5.73608E-02	8.88002
5.75000E-02	8.87609
5.83112E-02	8.8545
5.91339E-02	8.83259
5.99682E-02	8.81038
6.00000E-02	8.80953
6.08465E-02	8.78875
6.17049E-02	8.76767
6.25755E-02	8.74629
6.34583E-02	8.72462
6.43536E-02	8.70263
6.50000E-02	8.68676
6.59170E-02	8.6664
6.68470E-02	8.64575
6.77901E-02	8.62481
6.87465E-02	8.60357
6.97164E-02	8.58204
7.00000E-02	8.57574
7.09876E-02	8.55575
7.19891E-02	8.53548
7.30047E-02	8.51492
7.40347E-02	8.49407
7.50000E-02	8.47452
7.60581E-02	8.45485
7.71312E-02	8.4349
7.82193E-02	8.41467
7.93229E-02	8.39415
8.00000E-02	8.38156
8.11287E-02	8.36216
8.22732E-02	8.34249
8.34340E-02	8.32254
8.46111E-02	8.30231
8.50000E-02	8.29563
8.61992E-02	8.27647
8.74153E-02	8.25705
8.86486E-02	8.23735
8.98993E-02	8.21738
9.00000E-02	8.21577
1.00000E-01	8.07126
1.14616E-01	8.05628
1.31581E-01	8.02347
1.50000E-01	7.98795
1.79965E-01	7.93072
2.00000E-01	7.87942
2.50000E-01	7.75182
2.58918E-01	7.72909
3.06318E-01	7.57907
3.67748E-01	7.32752
3.91415E-01	7.24927
4.45393E-01	7.07082
5.03527E-01	6.9016
5.07054E-01	6.89134
5.82127E-01	6.61013
6.65142E-01	6.34764
6.72982E-01	6.32464
6.74525E-01	6.32011
6.74608E-01	6.31949
6.78747E-01	6.30593
6.82886E-01	6.29246
6.87125E-01	6.27875
6.91696E-01	6.26406
6.95835E-01	6.25083
7.00000E-01	6.23759
7.16803E-01	6.18442
7.16999E-01	6.1838
7.31543E-01	6.13695
7.32880E-01	6.13257
7.48088E-01	6.0828
7.55292E-01	6.05878
7.58889E-01	6.04681
7.66229E-01	6.02693
7.70965E-01	6.01379
7.88581E-01	5.96497
7.95101E-01	5.94656
8.00000E-01	5.93273
8.05643E-01	5.9122
8.23907E-01	5.85976
8.60499E-01	5.75261
8.61113E-01	5.75107
9.00000E-01	5.65136
9.10432E-01	5.61944
9.48683E-01	5.52345
9.88856E-01	5.42067
1.00000E+00	5.39696
1.04279E+00	5.28941
1.10255E+00	5.1583
1.11810E+00	5.12347
1.19878E+00	4.96736
1.21569E+00	4.93415
1.24146E+00	4.89133
1.25000E+00	4.87714
1.26764E+00	4.84447
1.37354E+00	4.674
1.40988E+00	4.62243
1.46759E+00	4.53939
1.49777E+00	4.49943
1.50000E+00	4.50272
1.51305E+00	4.48583
1.52539E+00	4.46982
1.52621E+00	4.46875
1.54879E+00	4.43886
1.55983E+00	4.42417
1.56384E+00	4.41876
1.57874E+00	4.40271
1.58854E+00	4.39208
1.60425E+00	4.37473
1.60763E+00	4.37097
1.62113E+00	4.35626
1.64568E+00	4.32899
1.64726E+00	4.32722
1.65680E+00	4.31847
1.68389E+00	4.29295
1.69969E+00	4.27793
1.70063E+00	4.27704
1.72298E+00	4.25538
1.73644E+00	4.24099
1.74660E+00	4.23365
1.75000E+00	4.2312
1.76774E+00	4.21616
1.78341E+00	4.20278
1.81116E+00	4.17891
1.82204E+00	4.16945
1.84775E+00	4.14695
1.84825E+00	4.14659
1.85917E+00	4.13872
1.88540E+00	4.11942
1.89705E+00	4.11086
1.93738E+00	4.0792
1.96259E+00	4.0616
1.98494E+00	4.0458
2.00000E+00	4.03906
2.01791E+00	4.02722
2.03372E+00	4.01668
2.03598E+00	4.01515
2.05035E+00	4.00541
2.06167E+00	3.99903
2.07262E+00	3.99275
2.09118E+00	3.98196
2.09895E+00	3.9774
2.14787E+00	3.94807
2.19453E+00	3.92607
2.24220E+00	3.90308
2.26642E+00	3.89131
2.29091E+00	3.8791
2.30707E+00	3.87111
2.32323E+00	3.86313
2.34067E+00	3.85633
2.35712E+00	3.85069
2.37369E+00	3.84488
2.40718E+00	3.83062
2.41107E+00	3.82929
2.43950E+00	3.81951
2.44904E+00	3.81619
2.48276E+00	3.80473
2.52679E+00	3.78956
2.53639E+00	3.78601
2.54603E+00	3.78188
2.55428E+00	3.77871
2.57238E+00	3.77365
2.60346E+00	3.76482
2.63130E+00	3.75678
2.64126E+00	3.75389
2.66036E+00	3.74825
2.70564E+00	3.73881
2.75170E+00	3.72868
2.79480E+00	3.71816
2.79997E+00	3.71689
2.80932E+00	3.71534
2.82945E+00	3.71094
2.84972E+00	3.70648
2.85916E+00	3.7045
2.86116E+00	3.70408
2.86202E+00	3.70463
2.86288E+00	3.70507
2.86749E+00	3.70486
2.87210E+00	3.70461
2.88594E+00	3.7023
2.89985E+00	3.69996
2.91032E+00	3.69815
2.92083E+00	3.6963
2.92786E+00	3.69506
2.93667E+00	3.69361
2.94197E+00	3.69272
2.94727E+00	3.69182
2.95614E+00	3.69029
2.98470E+00	3.68527
2.99234E+00	3.68364
3.00000E+00	3.68216
3.01567E+00	3.68078
3.03143E+00	3.67938
3.03933E+00	3.67865
3.06318E+00	3.67641
3.07011E+00	3.67599
3.07705E+00	3.67555
3.09897E+00	3.67285
3.12104E+00	3.67012
3.13214E+00	3.66872
3.14306E+00	3.66734
3.16566E+00	3.66637
3.19047E+00	3.66424
3.21548E+00	3.66214
3.22766E+00	3.66101
3.23988E+00	3.65981
3.25357E+00	3.65861
3.26732E+00	3.65737
3.27652E+00	3.65676
3.27839E+00	3.65674
3.28950E+00	3.65646
3.30561E+00	3.65617
3.31370E+00	3.65598
3.32180E+00	3.65579
3.34008E+00	3.65583
3.34926E+00	3.65581
3.35846E+00	3.65578
3.37553E+00	3.6547
3.39269E+00	3.65389
3.41318E+00	3.65259
3.42348E+00	3.65202
3.43380E+00	3.65145
3.48225E+00	3.6522
3.49994E+00	3.65247
3.52730E+00	3.65282
3.55886E+00	3.65321
3.56735E+00	3.6533
3.58319E+00	3.65363
3.58494E+00	3.65366
3.61877E+00	3.65432
3.65621E+00	3.65578
3.65767E+00	3.65584
3.67092E+00	3.65634
3.69021E+00	3.65711
3.70610E+00	3.65775
3.71053E+00	3.65794
3.73929E+00	3.65909
3.74041E+00	3.65914
3.75056E+00	3.65953
3.77749E+00	3.66106
3.80754E+00	3.66308
3.83113E+00	3.66467
3.83193E+00	3.66473
3.85025E+00	3.66593
3.85119E+00	3.66599
3.85254E+00	3.66608
3.88715E+00	3.66822
3.91506E+00	3.67001
3.91632E+00	3.67011
3.92441E+00	3.67075
3.94290E+00	3.67222
3.94317E+00	3.67224
3.94977E+00	3.6728
4.00000E+00	3.67701
4.08479E+00	3.69159
4.11314E+00	3.69646
4.14216E+00	3.70092
4.16364E+00	3.70423
4.21476E+00	3.71239
4.22949E+00	3.71489
4.24523E+00	3.71778
4.26001E+00	3.7205
4.30574E+00	3.72786
4.31890E+00	3.73005
4.33719E+00	3.73319
4.34725E+00	3.73492
4.35715E+00	3.73662
4.36690E+00	3.7383
4.37649E+00	3.73994
4.38594E+00	3.74157
4.38695E+00	3.74174
4.39523E+00	3.74299
4.39868E+00	3.74351
4.40438E+00	3.74441
4.41020E+00	3.74534
4.41339E+00	3.74587
4.42226E+00	3.74734
4.43099E+00	3.74879
4.43958E+00	3.75021
4.44804E+00	3.75161
4.45637E+00	3.75299
4.46860E+00	3.75502
4.46970E+00	3.7552
4.47994E+00	3.75696
4.48057E+00	3.75707
4.49224E+00	3.75918
4.50366E+00	3.76124
4.51479E+00	3.76325
4.52569E+00	3.76522
4.53278E+00	3.7665
4.53630E+00	3.76706
4.54669E+00	3.7687
4.55078E+00	3.76935
4.55682E+00	3.77032
4.56673E+00	3.77193
4.57639E+00	3.77349
4.58584E+00	3.77502
4.59506E+00	3.77651
4.60408E+00	3.77797
4.60465E+00	3.77806
4.60996E+00	3.77898
4.62156E+00	3.78098
4.63279E+00	3.78292
4.64367E+00	3.78479
4.65231E+00	3.78628
4.65420E+00	3.78663
4.65915E+00	3.78753
4.66441E+00	3.7885
4.67431E+00	3.79034
4.68389E+00	3.79211
4.68825E+00	3.79292
4.69317E+00	3.79384
4.69441E+00	3.79407
4.70216E+00	3.79531
4.71087E+00	3.79671
4.71931E+00	3.79807
4.73145E+00	3.80002
4.74212E+00	3.80174
4.74308E+00	3.80189
4.75411E+00	3.80369
4.76469E+00	3.80541
4.77011E+00	3.80629
4.77362E+00	3.80687
4.77472E+00	3.80706
4.78433E+00	3.80869
4.79345E+00	3.81024
4.79825E+00	3.81106
4.80219E+00	3.81175
4.81336E+00	3.81373
4.82302E+00	3.81543
4.82383E+00	3.81558
4.83113E+00	3.81689
4.83365E+00	3.81735
4.84286E+00	3.81901
4.85149E+00	3.82057
4.86349E+00	3.82274
4.87427E+00	3.82469
4.88370E+00	3.82639
4.88416E+00	3.82648
4.89021E+00	3.82759
4.89599E+00	3.82865
4.90155E+00	3.82957
4.91147E+00	3.8312
4.91252E+00	3.83137
4.91756E+00	3.8322
4.92015E+00	3.83267
4.92337E+00	3.83325
4.93107E+00	3.83466
4.94021E+00	3.83633
4.94151E+00	3.83657
4.94878E+00	3.83791
4.95039E+00	3.83822
