E(MeV)	JEFF-3.3:	"HF-176(N,TOT)"
6.11817E-04	56.1113	
6.11837E-04	59.1724	
6.11847E-04	60.7626	
6.11869E-04	64.4139	
6.11876E-04	65.7548	
6.11901E-04	70.051	
6.11916E-04	72.9165	
6.11933E-04	76.0241	
6.11965E-04	82.266	
6.11966E-04	82.5516	
6.12016E-04	92.8562	
6.12033E-04	96.4848	
6.12071E-04	104.731	
6.12136E-04	118.68	
6.12197E-04	131.623	
6.12200E-04	132.197	
6.12244E-04	140.914	
6.12249E-04	141.978	
6.12282E-04	147.873	
6.12301E-04	151.002	
6.12316E-04	153.517	
6.12339E-04	156.9	
6.12352E-04	158.678	
6.12383E-04	162.552	
6.12395E-04	163.839	
6.12417E-04	166.016	
6.12435E-04	167.52	
6.12460E-04	169.182	
6.12470E-04	169.726	
6.12499E-04	170.843	
6.12503E-04	170.935	
6.12530E-04	171.241	
6.12538E-04	171.214	
6.12565E-04	170.789	
6.12574E-04	170.489	
6.12602E-04	169.258	
6.12637E-04	166.893	
6.12676E-04	163.049	
6.12679E-04	162.737	
6.12711E-04	158.894	
6.12722E-04	157.365	
6.12751E-04	153.198	
6.12768E-04	150.507	
6.12798E-04	145.459	
6.12819E-04	141.645	
6.12853E-04	135.205	
6.12876E-04	130.744	
6.12933E-04	119.187	
6.12958E-04	113.892	
6.13030E-04	99.2514	
6.13077E-04	89.8488	
6.13092E-04	86.8052	
6.13114E-04	82.743	
6.13138E-04	78.2859	
6.13151E-04	75.9809	
6.13178E-04	71.1487	
6.13183E-04	70.3078	
6.13206E-04	66.5805	
6.13229E-04	62.9894	
6.13239E-04	61.4207	
6.13261E-04	58.1885	
6.13274E-04	56.4189	
6.13283E-04	55.1109	
6.13305E-04	52.2041	
6.13319E-04	50.5266	
6.13327E-04	49.4467	
6.13350E-04	46.8625	
6.13363E-04	45.2945	
6.13372E-04	44.4104	
6.13393E-04	42.159	
6.13397E-04	41.8036	
6.13418E-04	39.7587	
6.13423E-04	39.2995	
6.13440E-04	37.8512	
6.13453E-04	36.7014	
6.13461E-04	36.0647	
6.13482E-04	34.3981	
6.13486E-04	34.1313	
6.13504E-04	32.8654	
6.13521E-04	31.6518	
6.13525E-04	31.4222	
6.13546E-04	30.1033	
6.13557E-04	29.4717	
6.13568E-04	28.8759	
6.13589E-04	27.7362	
6.13593E-04	27.5543	
6.13610E-04	26.6992	
6.13628E-04	25.8785	
6.13646E-04	25.136	
6.13664E-04	24.4209	
6.13682E-04	23.7752	
6.13699E-04	23.1532	
6.13717E-04	22.601	
6.13735E-04	22.0694	
6.13753E-04	21.5568	
6.13771E-04	21.1087	
6.13788E-04	20.6769	
6.13803E-04	20.3435	
6.13806E-04	20.2676	
6.13824E-04	19.9019	
6.13842E-04	19.549	
6.13852E-04	19.3443	
6.13860E-04	19.22	
6.13877E-04	18.92	
6.13902E-04	18.5235	
6.13902E-04	18.5165	
6.13922E-04	18.2445	
6.13942E-04	17.9762	
6.13962E-04	17.717	
6.13977E-04	17.5281	
6.13989E-04	17.4016	
6.14015E-04	17.122	
6.14042E-04	16.8533	
6.14052E-04	16.7583	
6.14069E-04	16.6132	
6.14095E-04	16.3923	
6.14122E-04	16.1785	
6.14126E-04	16.1439	
6.14149E-04	15.9915	
6.14175E-04	15.8139	
6.14215E-04	15.5562	
6.14223E-04	15.5119	
6.14255E-04	15.3289	
6.14294E-04	15.123	
6.14296E-04	15.1145	
6.14340E-04	14.9082	
6.14393E-04	14.6684	
6.14436E-04	14.4819	
6.14447E-04	14.4412	
6.14500E-04	14.2433	
6.14554E-04	14.0499	
6.14578E-04	13.9614	
6.14607E-04	13.8713	
6.14678E-04	13.6509	
6.14721E-04	13.5215	
6.14749E-04	13.4451	
6.14821E-04	13.2579	
6.14892E-04	13.074	
6.14934E-04	12.9657	
6.14988E-04	12.846	
6.15084E-04	12.635	
6.15148E-04	12.4969	
6.15180E-04	12.4357	
6.15276E-04	12.2554	
6.15372E-04	12.0779	
6.15468E-04	11.903	
6.15532E-04	11.7997	
6.15660E-04	11.5962	
6.15789E-04	11.3961	
6.15789E-04	11.3947	
6.15917E-04	11.2147	
6.16028E-04	11.0603	
6.16111E-04	10.9461	
6.16241E-04	10.7698	
6.16344E-04	10.6336	
6.16447E-04	10.5	
6.16550E-04	10.3695	
6.16627E-04	10.2738	
6.16704E-04	10.1804	
6.16782E-04	10.0896	
6.16807E-04	10.0603	
6.16859E-04	9.99541	
6.16936E-04	9.9019	
6.16992E-04	9.83733	
6.17037E-04	9.78753	
6.17083E-04	9.7406	
6.17088E-04	9.73534	
6.17128E-04	9.69139	
6.17174E-04	9.64585	
6.17204E-04	9.61855	
6.17234E-04	9.59421	
6.17265E-04	9.57336	
6.17295E-04	9.55666	
6.17325E-04	9.54486	
6.17355E-04	9.53887	
6.17378E-04	9.53883	
6.17401E-04	9.54319	
6.17424E-04	9.55254	
6.17446E-04	9.56753	
6.17471E-04	9.59121	
6.17490E-04	9.61461	
6.17508E-04	9.6434	
6.17512E-04	9.65112	
6.17527E-04	9.68318	
6.17545E-04	9.73094	
6.17564E-04	9.7859	
6.17583E-04	9.84875	
6.17601E-04	9.92025	
6.17620E-04	10.0012	
6.17623E-04	10.0147	
6.17638E-04	10.1021	
6.17657E-04	10.216	
6.17675E-04	10.3421	
6.17694E-04	10.4815	
6.17705E-04	10.5726	
6.17713E-04	10.6391	
6.17726E-04	10.765	
6.17731E-04	10.8211	
6.17750E-04	11.0271	
6.17768E-04	11.2513	
6.17787E-04	11.4948	
6.17788E-04	11.5046	
6.17806E-04	11.7747	
6.17824E-04	12.0774	
6.17829E-04	12.162	
6.17843E-04	12.4158	
6.17863E-04	12.826	
6.17870E-04	12.9738	
6.17884E-04	13.2838	
6.17905E-04	13.784	
6.17912E-04	13.9632	
6.17925E-04	14.3384	
6.17946E-04	14.9408	
6.17953E-04	15.1554	
6.17967E-04	15.6031	
6.17987E-04	16.3181	
6.17990E-04	16.4195	
6.18008E-04	17.1041	
6.18027E-04	17.8855	
6.18029E-04	17.9435	
6.18049E-04	18.8621	
6.18064E-04	19.5765	
6.18074E-04	20.0477	
6.18096E-04	21.1874	
6.18102E-04	21.4874	
6.18118E-04	22.4178	
6.18139E-04	23.6381	
6.18140E-04	23.722	
6.18162E-04	25.1272	
6.18174E-04	25.9337	
6.18184E-04	26.6127	
6.18209E-04	28.3952	
6.18217E-04	29.0055	
6.18244E-04	31.0597	
6.18247E-04	31.3668	
6.18278E-04	33.936	
6.18281E-04	34.1239	
6.18313E-04	37.0199	
6.18322E-04	37.8231	
6.18354E-04	40.8628	
6.18371E-04	42.5803	
6.18407E-04	46.1392	
6.18437E-04	49.3208	
6.18460E-04	51.6113	
6.18543E-04	60.4722	
6.18601E-04	66.3021	
6.18649E-04	70.9355	
6.18653E-04	71.3256	
6.18689E-04	74.3751	
6.18706E-04	75.7759	
6.18722E-04	76.957	
6.18750E-04	78.957	
6.18766E-04	79.9067	
6.18790E-04	81.3109	
6.18812E-04	82.3793	
6.18823E-04	82.8706	
6.18854E-04	83.9757	
6.18859E-04	84.1133	
6.18892E-04	84.8295	
6.18900E-04	84.9438	
6.18904E-04	84.9868	
6.18934E-04	85.1233	
6.18946E-04	85.0502	
6.18973E-04	84.7792	
6.18990E-04	84.4121	
6.19010E-04	83.9278	
6.19014E-04	83.8084	
6.19041E-04	82.8136	
6.19050E-04	82.4212	
6.19076E-04	81.1358	
6.19094E-04	80.1258	
6.19120E-04	78.503	
6.19135E-04	77.5108	
6.19160E-04	75.6681	
6.19172E-04	74.7058	
6.19208E-04	71.708	
6.19213E-04	71.3194	
6.19257E-04	67.3086	
6.19266E-04	66.4809	
6.19327E-04	60.4744	
6.19417E-04	51.574	
6.19418E-04	51.4638	
6.19466E-04	46.7774	
6.19506E-04	43.0874	
6.19536E-04	40.4226	
6.19539E-04	40.1373	
6.19565E-04	37.8957	
6.19594E-04	35.5672	
6.19595E-04	35.4794	
6.19617E-04	33.7729	
6.19642E-04	31.9496	
6.19649E-04	31.4646	
6.19667E-04	30.2376	
6.19692E-04	28.616	
6.19704E-04	27.8434	
6.19716E-04	27.0962	
6.19741E-04	25.6768	
6.19759E-04	24.7046	
6.19766E-04	24.3436	
6.19785E-04	23.4158	
6.19803E-04	22.5266	
6.19805E-04	22.4634	
6.19821E-04	21.7333	
6.19839E-04	20.9758	
6.19850E-04	20.5295	
6.19857E-04	20.2614	
6.19875E-04	19.5956	
6.19893E-04	18.9593	
6.19896E-04	18.8658	
6.19911E-04	18.3737	
6.19929E-04	17.8191	
6.19941E-04	17.4527	
6.19946E-04	17.2985	
6.19964E-04	16.8214	
6.19982E-04	16.3671	
6.20000E-04	15.9342	
6.20001E-04	15.9025	
6.20018E-04	15.5462	
6.20036E-04	15.1791	
6.20054E-04	14.8298	
6.20057E-04	14.7786	
6.20072E-04	14.5153	
6.20090E-04	14.2195	
6.20110E-04	13.8958	
6.20112E-04	13.8754	
6.20131E-04	13.6093	
6.20152E-04	13.3401	
6.20167E-04	13.1533	
6.20172E-04	13.091	
6.20193E-04	12.8707	
6.20214E-04	12.6623	
6.20234E-04	12.4649	
6.20249E-04	12.3273	
6.20255E-04	12.2825	
6.20275E-04	12.123	
6.20296E-04	11.9715	
6.20317E-04	11.8273	
6.20332E-04	11.7262	
6.20337E-04	11.6937	
6.20358E-04	11.5773	
6.20379E-04	11.4662	
6.20406E-04	11.325	
6.20434E-04	11.191	
6.20442E-04	11.1526	
6.20461E-04	11.0747	
6.20489E-04	10.9687	
6.20516E-04	10.8671	
6.20554E-04	10.7358	
6.20566E-04	10.6939	
6.20589E-04	10.6263	
6.20624E-04	10.5259	
6.20659E-04	10.4289	
6.20690E-04	10.3459	
6.20694E-04	10.336	
6.20741E-04	10.2276	
6.20788E-04	10.1226	
6.20834E-04	10.0204	
6.20855E-04	9.97647	
6.20905E-04	9.88295	
6.20975E-04	9.75433	
6.21045E-04	9.62878	
6.21103E-04	9.52775	
6.21139E-04	9.47171	
6.21232E-04	9.32869	
6.21316E-04	9.20324	
6.21427E-04	9.0403	
6.21449E-04	9.00789	
6.21538E-04	8.88934	
6.21649E-04	8.74311	
6.21760E-04	8.59928	
6.21872E-04	8.45786	
6.21983E-04	8.31878	
6.22094E-04	8.18203	
6.22205E-04	8.04768	
6.22278E-04	7.96218	
6.22317E-04	7.91344	
6.22428E-04	7.77746	
6.22539E-04	7.64444	
6.22650E-04	7.51471	
6.22653E-04	7.5116	
6.22762E-04	7.37801	
6.22845E-04	7.27806	
6.22904E-04	7.21003	
6.22929E-04	7.17772	
6.23012E-04	7.07317	
6.23096E-04	6.97225	
6.23179E-04	6.87558	
6.23196E-04	6.85725	
6.23263E-04	6.77322	
6.23325E-04	6.69837	
6.23388E-04	6.6275	
6.23430E-04	6.58283	
6.23446E-04	6.56622	
6.23496E-04	6.51029	
6.23546E-04	6.45922	
6.23597E-04	6.4132	
6.23647E-04	6.3733	
6.23697E-04	6.34092	
6.23747E-04	6.31789	
6.23780E-04	6.30889	
6.23814E-04	6.30601	
6.23814E-04	6.30601	
6.23847E-04	6.31869	
6.23880E-04	6.33986	
6.23901E-04	6.35937	
6.23914E-04	6.37544	
6.23939E-04	6.41527	
6.23960E-04	6.45479	
6.23964E-04	6.46466	
6.23995E-04	6.55091	
6.24016E-04	6.61701	
6.24018E-04	6.6244	
6.24037E-04	6.70116	
6.24055E-04	6.78099	
6.24058E-04	6.79684	
6.24079E-04	6.91202	
6.24091E-04	6.98748	
6.24100E-04	7.043	
6.24120E-04	7.19352	
6.24120E-04	7.19352	
6.24141E-04	7.37099	
6.24150E-04	7.44767	
6.24162E-04	7.57387	
6.24183E-04	7.7999	
6.24185E-04	7.82423	
6.24204E-04	8.06382	
6.24217E-04	8.23492	
6.24225E-04	8.35918	
6.24246E-04	8.6906	
6.24248E-04	8.72602	
6.24267E-04	9.06673	
6.24269E-04	9.10708	
6.24287E-04	9.48986	
6.24290E-04	9.53496	
6.24306E-04	9.91508	
6.24310E-04	10.015	
6.24323E-04	10.3309	
6.24331E-04	10.5513	
6.24340E-04	10.7835	
6.24352E-04	11.1476	
6.24356E-04	11.2753	
6.24373E-04	11.8087	
6.24390E-04	12.3937	
6.24394E-04	12.5462	
6.24406E-04	13.0265	
6.24415E-04	13.3599	
6.24423E-04	13.7098	
6.24436E-04	14.2555	
6.24440E-04	14.4463	
6.24457E-04	15.2387	
6.24473E-04	16.1001	
6.24477E-04	16.3256	
6.24498E-04	17.5042	
6.24522E-04	18.9883	
6.24523E-04	19.0704	
6.24546E-04	20.6226	
6.24548E-04	20.8035	
6.24570E-04	22.4137	
6.24572E-04	22.579	
6.24592E-04	24.2302	
6.24593E-04	24.3729	
6.24612E-04	26.0124	
6.24617E-04	26.5166	
6.24639E-04	28.5803	
6.24641E-04	28.8326	
6.24658E-04	30.6718	
6.24665E-04	31.353	
6.24685E-04	33.6675	
6.24689E-04	34.0603	
6.24712E-04	36.9164	
6.24712E-04	36.9694	
6.24736E-04	40.0952	
6.24739E-04	40.437	
6.24764E-04	43.9698	
6.24765E-04	44.2138	
6.24787E-04	47.4943	
6.24797E-04	49.0556	
6.24810E-04	51.2028	
6.24825E-04	53.5508	
6.24834E-04	55.1165	
6.24861E-04	59.9546	
6.24862E-04	60.1057	
6.24896E-04	66.3454	
6.24898E-04	66.8283	
6.24929E-04	72.941	
6.24941E-04	75.3176	
6.24962E-04	79.84	
6.25001E-04	88.0438	
6.25004E-04	88.7668	
6.25067E-04	102.661	
6.25129E-04	116.706	
6.25179E-04	127.698	
6.25186E-04	129.115	
6.25229E-04	138.044	
6.25246E-04	141.32	
6.25273E-04	146.335	
6.25286E-04	148.694	
6.25316E-04	153.739	
6.25323E-04	154.785	
6.25350E-04	158.661	
6.25368E-04	161.125	
6.25383E-04	162.929	
6.25410E-04	165.83	
6.25415E-04	166.304	
6.25445E-04	168.761	
6.25457E-04	169.566	
6.25481E-04	170.81	
6.25493E-04	171.247	
6.25501E-04	171.449	
6.25523E-04	171.884	
6.25532E-04	171.92	
6.25558E-04	171.671	
6.25565E-04	171.535	
6.25570E-04	171.419	
6.25597E-04	170.284	
6.25614E-04	169.362	
6.25630E-04	168.21	
6.25647E-04	166.805	
6.25674E-04	164.236	
6.25687E-04	162.738	
6.25717E-04	159.013	
6.25727E-04	157.644	
6.25750E-04	154.202	
6.25770E-04	151.009	
6.25801E-04	145.934	
6.25822E-04	142.045	
6.25834E-04	139.858	
6.25887E-04	129.393	
6.25894E-04	128.059	
6.25971E-04	112.096	
6.26011E-04	103.692	
6.26061E-04	93.3672	
6.26088E-04	87.9991	
6.26111E-04	83.4284	
6.26142E-04	77.5522	
6.26146E-04	76.7764	
6.26170E-04	72.4231	
6.26193E-04	68.4711	
6.26199E-04	67.4794	
6.26227E-04	62.7957	
6.26228E-04	62.6621	
6.26255E-04	58.3943	
6.26263E-04	57.267	
6.26284E-04	54.2393	
6.26291E-04	53.2444	
6.26312E-04	50.3638	
6.26324E-04	48.893	
6.26341E-04	46.7501	
6.26356E-04	44.8821	
6.26364E-04	44.0128	
6.26389E-04	41.2144	
6.26390E-04	41.0809	
6.26416E-04	38.3854	
6.26421E-04	37.8918	
6.26442E-04	35.8989	
6.26454E-04	34.8861	
6.26469E-04	33.6068	
6.26486E-04	32.1766	
6.26495E-04	31.5008	
6.26519E-04	29.7458	
6.26521E-04	29.5706	
6.26539E-04	28.3904	
6.26545E-04	27.9817	
6.26556E-04	27.2838	
6.26574E-04	26.232	
6.26575E-04	26.1602	
6.26592E-04	25.2672	
6.26605E-04	24.538	
6.26609E-04	24.3488	
6.26627E-04	23.5023	
6.26635E-04	23.0959	
6.26647E-04	22.5665	
6.26665E-04	21.8163	
6.26672E-04	21.5727	
6.26695E-04	20.6828	
6.26696E-04	20.6717	
6.26720E-04	19.8699	
6.26725E-04	19.6931	
6.26744E-04	19.1471	
6.26755E-04	18.8256	
6.26768E-04	18.5013	
6.26792E-04	17.9144	
6.26796E-04	17.8391	
6.26816E-04	17.4076	
6.26836E-04	17.0338	
6.26843E-04	16.9062	
6.26870E-04	16.4672	
6.26872E-04	16.4404	
6.26901E-04	16.0591	
6.26913E-04	15.9122	
6.26929E-04	15.741	
6.26955E-04	15.5015	
6.26958E-04	15.4803	
6.26973E-04	15.3847	
6.26998E-04	15.2328	
6.27001E-04	15.2189	
6.27030E-04	15.1261	
6.27041E-04	15.1013	
6.27059E-04	15.0937	
6.27083E-04	15.1045	
6.27088E-04	15.1141	
6.27112E-04	15.1877	
6.27117E-04	15.2093	
6.27140E-04	15.3391	
6.27146E-04	15.3752	
6.27169E-04	15.564	
6.27174E-04	15.6175	
6.27197E-04	15.8689	
6.27203E-04	15.9432	
6.27226E-04	16.2617	
6.27232E-04	16.3608	
6.27254E-04	16.752	
6.27261E-04	16.8807	
6.27283E-04	17.3511	
6.27290E-04	17.5149	
6.27311E-04	18.0675	
6.27333E-04	18.7104	
6.27336E-04	18.7944	
6.27355E-04	19.4396	
6.27360E-04	19.6318	
6.27376E-04	20.2628	
6.27385E-04	20.5911	
6.27398E-04	21.1885	
6.27409E-04	21.6848	
6.27420E-04	22.2257	
6.27433E-04	22.9267	
6.27442E-04	23.3853	
6.27459E-04	24.414	
6.27463E-04	24.6694	
6.27477E-04	25.5497	
6.27485E-04	26.1095	
6.27494E-04	26.7846	
6.27507E-04	27.7033	
6.27512E-04	28.125	
6.27528E-04	29.4627	
6.27530E-04	29.5779	
6.27547E-04	31.1576	
6.27550E-04	31.4143	
6.27565E-04	32.8689	
6.27572E-04	33.5665	
6.27583E-04	34.7156	
6.27593E-04	35.9266	
6.27600E-04	36.7056	
6.27615E-04	38.5089	
6.27618E-04	38.8463	
6.27635E-04	41.1508	
6.27637E-04	41.3372	
6.27653E-04	43.6315	
6.27657E-04	44.2339	
6.27671E-04	46.2909	
6.27677E-04	47.3697	
6.27688E-04	49.1299	
6.27691E-04	49.591	
6.27706E-04	52.1864	
6.27718E-04	54.429	
6.27730E-04	56.7392	
6.27745E-04	59.7253	
6.27751E-04	60.8427	
6.27771E-04	65.2448	
6.27772E-04	65.5529	
6.27791E-04	69.983	
6.27800E-04	71.973	
6.27812E-04	75.0355	
6.27827E-04	78.9517	
6.27832E-04	80.4113	
6.27854E-04	86.554	
6.27859E-04	88.1295	
6.27886E-04	96.4555	
6.27913E-04	105.462	
6.27919E-04	107.357	
6.27941E-04	115.113	
6.27951E-04	119.185	
6.27969E-04	125.943	
6.27984E-04	131.933	
6.27998E-04	137.484	
6.28017E-04	145.596	
6.28026E-04	149.727	
6.28054E-04	162.617	
6.28093E-04	180.841	
6.28095E-04	182.2	
6.28133E-04	201.522	
6.28149E-04	210.145	
6.28187E-04	230.561	
6.28244E-04	262.297	
6.28266E-04	274.395	
6.28318E-04	303.297	
6.28364E-04	328.781	
6.28380E-04	337.429	
6.28423E-04	359.923	
6.28432E-04	363.878	
6.28472E-04	383.055	
6.28478E-04	385.525	
6.28513E-04	400.148	
6.28526E-04	405.532	
6.28551E-04	414.127	
6.28570E-04	420.461	
6.28587E-04	425.374	
6.28609E-04	431.272	
6.28622E-04	434.143	
6.28648E-04	439.308	
6.28665E-04	441.942	
6.28681E-04	443.906	
6.28699E-04	445.444	
6.28716E-04	446.524	
6.28730E-04	446.809	
6.28746E-04	446.792	
6.28770E-04	445.549	
6.28790E-04	444.07	
6.28803E-04	442.426	
6.28825E-04	439.242	
6.28838E-04	436.611	
6.28866E-04	430.844	
6.28876E-04	428.001	
6.28906E-04	419.641	
6.28917E-04	416.077	
6.28954E-04	403.391	
6.28966E-04	398.648	
6.28994E-04	387.106	
6.29020E-04	375.767	
6.29042E-04	365.929	
6.29083E-04	346.235	
6.29096E-04	339.56	
6.29177E-04	297.528	
6.29237E-04	266.343	
6.29278E-04	245.315	
6.29283E-04	242.591	
6.29331E-04	219.103	
6.29336E-04	216.794	
6.29369E-04	201.234	
6.29382E-04	195.308	
6.29407E-04	184.287	
6.29430E-04	174.347	
6.29438E-04	171.017	
6.29470E-04	157.951	
6.29503E-04	145.842	
6.29511E-04	142.881	
6.29536E-04	134.531	
6.29552E-04	129.074	
6.29557E-04	127.354	
6.29579E-04	120.587	
6.29603E-04	113.46	
6.29606E-04	112.684	
6.29631E-04	106.045	
6.29633E-04	105.324	
6.29658E-04	99.1667	
6.29660E-04	98.4982	
6.29685E-04	92.803	
6.29687E-04	92.1834	
6.29705E-04	88.3774	
6.29715E-04	86.3655	
6.29725E-04	84.1964	
6.29742E-04	81.0037	
6.29746E-04	80.2517	
6.29766E-04	76.5646	
6.29769E-04	76.0823	
6.29786E-04	73.1351	
6.29796E-04	71.5787	
6.29807E-04	69.9086	
6.29823E-04	67.4596	
6.29833E-04	66.0239	
6.29850E-04	63.6929	
6.29860E-04	62.4804	
6.29885E-04	59.3596	
6.29886E-04	59.2044	
6.29913E-04	56.26	
6.29919E-04	55.524	
6.29939E-04	53.5658	
6.29954E-04	52.1182	
6.29965E-04	51.092	
6.29988E-04	49.0927	
6.29992E-04	48.8228	
6.30018E-04	46.773	
6.30023E-04	46.4139	
6.30045E-04	44.9094	
6.30058E-04	44.0379	
6.30071E-04	43.1842	
6.30081E-04	42.6014	
6.30100E-04	41.5301	
6.30121E-04	40.3336	
6.30127E-04	40.0399	
6.30143E-04	39.2519	
6.30165E-04	38.2211	
6.30173E-04	37.8429	
6.30197E-04	36.8251	
6.30219E-04	35.9439	
6.30230E-04	35.5485	
6.30263E-04	34.3932	
6.30270E-04	34.1345	
6.30295E-04	33.355	
6.30321E-04	32.5726	
6.30328E-04	32.3838	
6.30355E-04	31.6453	
6.30360E-04	31.5111	
6.30393E-04	30.7234	
6.30423E-04	30.0151	
6.30425E-04	29.958	
6.30467E-04	29.1067	
6.30490E-04	28.629	
6.30512E-04	28.2322	
6.30558E-04	27.4265	
6.30604E-04	26.7138	
6.30626E-04	26.3769	
6.30650E-04	26.0537	
6.30695E-04	25.4414	
6.30728E-04	25.0172	
6.30741E-04	24.8597	
6.30802E-04	24.1637	
6.30829E-04	23.8599	
6.30863E-04	23.515	
6.30897E-04	23.176	
6.30924E-04	22.9314	
6.30992E-04	22.3306	
6.31033E-04	21.9758	
6.31060E-04	21.7675	
6.31128E-04	21.2552	
6.31168E-04	20.9523	
6.31196E-04	20.7721	
6.31263E-04	20.3285	
6.31304E-04	20.0662	
6.31331E-04	19.9117	
6.31399E-04	19.532	
6.31467E-04	19.1588	
6.31508E-04	18.9392	
6.31535E-04	18.8107	
6.31585E-04	18.5753	
6.31636E-04	18.3456	
6.31679E-04	18.1592	
6.31711E-04	18.0219	
6.31721E-04	17.9837	
6.31755E-04	17.8612	
6.31789E-04	17.7438	
6.31823E-04	17.6324	
6.31857E-04	17.5281	
6.31882E-04	17.4552	
6.31908E-04	17.3875	
6.31933E-04	17.3256	
6.31941E-04	17.3093	
6.31958E-04	17.2784	
6.31984E-04	17.2418	
6.32009E-04	17.2133	
6.32034E-04	17.1945	
6.32058E-04	17.1847	
6.32084E-04	17.1853	
6.32105E-04	17.1946	
6.32125E-04	17.2122	
6.32128E-04	17.216	
6.32146E-04	17.2476	
6.32167E-04	17.2939	
6.32187E-04	17.3505	
6.32208E-04	17.4178	
6.32228E-04	17.4966	
6.32249E-04	17.5874	
6.32263E-04	17.6581	
6.32270E-04	17.6948	
6.32290E-04	17.824	
6.32311E-04	17.967	
6.32331E-04	18.1242	
6.32352E-04	18.2961	
6.32373E-04	18.4831	
6.32385E-04	18.6087	
6.32393E-04	18.6921	
6.32418E-04	18.9799	
6.32447E-04	19.3486	
6.32477E-04	19.75	
6.32506E-04	20.1837	
6.32507E-04	20.2015	
6.32536E-04	20.6753	
6.32565E-04	21.1982	
6.32605E-04	21.9489	
6.32609E-04	22.0385	
6.32656E-04	23.0296	
6.32684E-04	23.6397	
6.32709E-04	24.2217	
6.32791E-04	26.1382	
6.32831E-04	27.1109	
6.32881E-04	28.2998	
6.32925E-04	29.2481	
6.32936E-04	29.4888	
6.32983E-04	30.426	
6.33012E-04	30.9418	
6.33052E-04	31.5633	
6.33084E-04	31.9884	
6.33120E-04	32.3651	
6.33153E-04	32.6076	
6.33157E-04	32.636	
6.33197E-04	32.7687	
6.33235E-04	32.7694	
6.33267E-04	32.6728	
6.33269E-04	32.6655	
6.33303E-04	32.4315	
6.33332E-04	32.1625	
6.33345E-04	32.0145	
6.33368E-04	31.7184	
6.33401E-04	31.2328	
6.33417E-04	30.9555	
6.33439E-04	30.5623	
6.33488E-04	29.5707	
6.33526E-04	28.7214	
6.33548E-04	28.2133	
6.33618E-04	26.4591	
6.33625E-04	26.2969	
6.33708E-04	24.1355	
6.33723E-04	23.7627	
6.33759E-04	22.8554	
6.33804E-04	21.7573	
6.33838E-04	20.9727	
6.33872E-04	20.2259	
6.33906E-04	19.5195	
6.33939E-04	18.8877	
6.33960E-04	18.488	
6.33982E-04	18.1057	
6.34003E-04	17.7406	
6.34025E-04	17.3926	
6.34046E-04	17.0614	
6.34068E-04	16.7466	
6.34083E-04	16.5343	
6.34089E-04	16.4515	
6.34111E-04	16.1809	
6.34132E-04	15.9252	
6.34154E-04	15.6837	
6.34175E-04	15.4558	
6.34197E-04	15.2407	
6.34218E-04	15.0379	
6.34232E-04	14.912	
6.34240E-04	14.8504	
6.34260E-04	14.6897	
6.34279E-04	14.5464	
6.34298E-04	14.4106	
6.34318E-04	14.282	
6.34337E-04	14.1601	
6.34356E-04	14.0443	
6.34375E-04	13.9343	
6.34382E-04	13.9005	
6.34395E-04	13.8351	
6.34414E-04	13.7435	
6.34433E-04	13.6563	
6.34452E-04	13.5734	
6.34472E-04	13.4944	
6.34491E-04	13.4188	
6.34510E-04	13.3465	
6.34522E-04	13.3041	
6.34539E-04	13.25	
6.34568E-04	13.1638	
6.34597E-04	13.0826	
6.34625E-04	13.0057	
6.34654E-04	12.9326	
6.34683E-04	12.8625	
6.34712E-04	12.7952	
6.34751E-04	12.709	
6.34789E-04	12.6261	
6.34794E-04	12.6167	
6.34827E-04	12.5559	
6.34866E-04	12.4892	
6.34911E-04	12.4129	
6.34979E-04	12.3018	
6.35047E-04	12.1936	
6.35138E-04	12.0526	
6.35156E-04	12.0249	
6.35228E-04	11.9263	
6.35364E-04	11.7448	
6.35500E-04	11.5662	
6.35640E-04	11.3836	
6.35738E-04	11.2584	
6.35813E-04	11.1664	
6.35835E-04	11.1394	
6.35968E-04	10.9785	
6.36145E-04	10.7664	
6.36321E-04	10.557	
6.36498E-04	10.3504	
6.36675E-04	10.1468	
6.36807E-04	9.99627	
6.36816E-04	9.98638	
6.36940E-04	9.83476	
6.37073E-04	9.67462	
6.37205E-04	9.51713	
6.37311E-04	9.3933	
6.37347E-04	9.35275	
6.37417E-04	9.26088	
6.37524E-04	9.12557	
6.37630E-04	8.99314	
6.37736E-04	8.86407	
6.37736E-04	8.86406	
6.37842E-04	8.72051	
6.37921E-04	8.61584	
6.38001E-04	8.51415	
6.38027E-04	8.4815	
6.38094E-04	8.38681	
6.38173E-04	8.27758	
6.38253E-04	8.17313	
6.38302E-04	8.11279	
6.38332E-04	8.06845	
6.38392E-04	7.98737	
6.38452E-04	7.91078	
6.38478E-04	7.87909	
6.38511E-04	7.83363	
6.38571E-04	7.75813	
6.38631E-04	7.69032	
6.38671E-04	7.65026	
6.38717E-04	7.60979	
6.38757E-04	7.58146	
6.38797E-04	7.56015	
6.38836E-04	7.54721	
6.38876E-04	7.54433	
6.38876E-04	7.54433	
6.38916E-04	7.56455	
6.38942E-04	7.58603	
6.38965E-04	7.61014	
6.38969E-04	7.617	
6.38995E-04	7.66666	
6.39022E-04	7.726	
6.39031E-04	7.74946	
6.39049E-04	7.80614	
6.39075E-04	7.90376	
6.39102E-04	8.03263	
