E(MeV)	JEFF-3.3:	"HF-176(N,TOT)"
1.32552E-04	8.71318	
1.32709E-04	8.66493	
1.32996E-04	8.57774	
1.33270E-04	8.49555	
1.33544E-04	8.41425	
1.33648E-04	8.38362	
1.33910E-04	8.32074	
1.34275E-04	8.2339	
1.34667E-04	8.14204	
1.34902E-04	8.0875	
1.35058E-04	8.05684	
1.35450E-04	7.98104	
1.35842E-04	7.90603	
1.36051E-04	7.8664	
1.36261E-04	7.83267	
1.36680E-04	7.7661	
1.37099E-04	7.70008	
1.37518E-04	7.63456	
1.37628E-04	7.61756	
1.38090E-04	7.55714	
1.38662E-04	7.48313	
1.39256E-04	7.40678	
1.39327E-04	7.39771	
1.39897E-04	7.33659	
1.40537E-04	7.26838	
1.41142E-04	7.20436	
1.41795E-04	7.13576	
1.41925E-04	7.12423	
1.42709E-04	7.05557	
1.43492E-04	6.98737	
1.44391E-04	6.90956	
1.44899E-04	6.86585	
1.44928E-04	6.86333	
1.45914E-04	6.79094	
1.46756E-04	6.72937	
1.47599E-04	6.66808	
1.48640E-04	6.59272	
1.49681E-04	6.51771	
1.49974E-04	6.49673	
1.50515E-04	6.45983	
1.51348E-04	6.40316	
1.53222E-04	6.27657	
1.54283E-04	6.20535	
1.55344E-04	6.13451	
1.56186E-04	6.07858	
1.57028E-04	6.02295	
1.57870E-04	5.96764	
1.58712E-04	5.90447	
1.59580E-04	5.83985	
1.60230E-04	5.79172	
1.60906E-04	5.74207	
1.61365E-04	5.70863	
1.61594E-04	5.68922	
1.62283E-04	5.63147	
1.62965E-04	5.57482	
1.63192E-04	5.55612	
1.63420E-04	5.53452	
1.63874E-04	5.49168	
1.64298E-04	5.4521	
1.64888E-04	5.39771	
1.65281E-04	5.35522	
1.65674E-04	5.31321	
1.66067E-04	5.2717	
1.66460E-04	5.23074	
1.66853E-04	5.18224	
1.67246E-04	5.13444	
1.67583E-04	5.09417	
1.67695E-04	5.08099	
1.67919E-04	5.04962	
1.68256E-04	5.0034	
1.68593E-04	4.95813	
1.68930E-04	4.90597	
1.69239E-04	4.85923	
1.69435E-04	4.83025	
1.69533E-04	4.81289	
1.69828E-04	4.76208	
1.70123E-04	4.71275	
1.70221E-04	4.69687	
1.70418E-04	4.65884	
1.70705E-04	4.60507	
1.70825E-04	4.58367	
1.70979E-04	4.55036	
1.71161E-04	4.51227	
1.71344E-04	4.47536	
1.71456E-04	4.45345	
1.71526E-04	4.43642	
1.71709E-04	4.39358	
1.71891E-04	4.35238	
1.72074E-04	4.31302	
1.72088E-04	4.31017	
1.72284E-04	4.25949	
1.72495E-04	4.2085	
1.72579E-04	4.18936	
1.72635E-04	4.17342	
1.72775E-04	4.13548	
1.72916E-04	4.09965	
1.73000E-04	4.07958	
1.73056E-04	4.06324	
1.73197E-04	4.02505	
1.73281E-04	4.00415	
1.73365E-04	3.97903	
1.73533E-04	3.93385	
1.73561E-04	3.92713	
1.73646E-04	3.90205	
1.73758E-04	3.87154	
1.73842E-04	3.85111	
1.73870E-04	3.84238	
1.73982E-04	3.81114	
1.74095E-04	3.78403	
1.74123E-04	3.77856	
1.74232E-04	3.74981	
1.74323E-04	3.73011	
1.74333E-04	3.7283	
1.74414E-04	3.70889	
1.74505E-04	3.69139	
1.74544E-04	3.68608	
1.74597E-04	3.67523	
1.74688E-04	3.66197	
1.74712E-04	3.66008	
1.74779E-04	3.65044	
1.74860E-04	3.64466	
1.74881E-04	3.64504	
1.74965E-04	3.64026	
1.75049E-04	3.64534	
1.75070E-04	3.64489	
1.75140E-04	3.65126	
1.75211E-04	3.66473	
1.75218E-04	3.66688	
1.75281E-04	3.68136	
1.75344E-04	3.70387	
1.75351E-04	3.70584	
1.75418E-04	3.73378	
1.75481E-04	3.7696	
1.75502E-04	3.78495	
1.75544E-04	3.81241	
1.75607E-04	3.86507	
1.75628E-04	3.88693	
1.75670E-04	3.92784	
1.75733E-04	4.00383	
1.75765E-04	4.05015	
1.75797E-04	4.09459	
1.75860E-04	4.20247	
1.75912E-04	4.30944	
1.75916E-04	4.31647	
1.75965E-04	4.43097	
1.76014E-04	4.56224	
1.76063E-04	4.7124	
1.76112E-04	4.88391	
1.76123E-04	4.92586	
1.76161E-04	5.08154	
1.76196E-04	5.24283	
1.76211E-04	5.30818	
1.76242E-04	5.47563	
1.76260E-04	5.56981	
1.76284E-04	5.71765	
1.76297E-04	5.79776	
1.76312E-04	5.89835	
1.76337E-04	6.06568	
1.76340E-04	6.09225	
1.76372E-04	6.33414	
1.76376E-04	6.36813	
1.76393E-04	6.5117	
1.76414E-04	6.69481	
1.76416E-04	6.71024	
1.76433E-04	6.88178	
1.76451E-04	7.05495	
1.76455E-04	7.09868	
1.76468E-04	7.24484	
1.76486E-04	7.44166	
1.76495E-04	7.54104	
1.76501E-04	7.61784	
1.76513E-04	7.7727	
1.76525E-04	7.92879	
1.76526E-04	7.94003	
1.76538E-04	8.09984	
1.76544E-04	8.18641	
1.76557E-04	8.37325	
1.76558E-04	8.38582	
1.76570E-04	8.57889	
1.76579E-04	8.71791	
1.76590E-04	8.90016	
1.76591E-04	8.91564	
1.76604E-04	9.1343	
1.76614E-04	9.32348	
1.76625E-04	9.51438	
1.76633E-04	9.69111	
1.76642E-04	9.86919	
1.76654E-04	10.112	
1.76654E-04	10.121	
1.76662E-04	10.2992	
1.76671E-04	10.4988	
1.76680E-04	10.7106	
1.76682E-04	10.7543	
1.76692E-04	11.0031	
1.76702E-04	11.2544	
1.76705E-04	11.3447	
1.76710E-04	11.4676	
1.76718E-04	11.6907	
1.76728E-04	11.9913	
1.76732E-04	12.0927	
1.76736E-04	12.2174	
1.76743E-04	12.4692	
1.76752E-04	12.7377	
1.76758E-04	12.9379	
1.76761E-04	13.0321	
1.76770E-04	13.3818	
1.76778E-04	13.6713	
1.76784E-04	13.8992	
1.76786E-04	13.9709	
1.76795E-04	14.3524	
1.76804E-04	14.7393	
1.76811E-04	15.0011	
1.76814E-04	15.165	
1.76825E-04	15.6647	
1.76832E-04	16.0039	
1.76835E-04	16.1884	
1.76843E-04	16.6102	
1.76852E-04	17.0859	
1.76853E-04	17.1343	
1.76861E-04	17.6111	
1.76869E-04	18.1497	
1.76875E-04	18.5335	
1.76878E-04	18.7128	
1.76887E-04	19.3209	
1.76893E-04	19.7546	
1.76896E-04	19.9554	
1.76904E-04	20.6374	
1.76911E-04	21.1247	
1.76914E-04	21.4262	
1.76922E-04	22.118	
1.76928E-04	22.666	
1.76930E-04	22.8359	
1.76938E-04	23.6147	
1.76946E-04	24.4083	
1.76946E-04	24.4083	
1.76954E-04	25.3372	
1.76963E-04	26.3864	
1.76963E-04	26.3865	
1.76972E-04	27.5432	
1.76976E-04	28.051	
1.76982E-04	28.7732	
1.76989E-04	29.8829	
1.76991E-04	30.0806	
1.77000E-04	31.4969	
1.77003E-04	31.9123	
1.77009E-04	33.0211	
1.77016E-04	34.1887	
1.77018E-04	34.6431	
1.77028E-04	36.3906	
1.77029E-04	36.7325	
1.77037E-04	38.2866	
1.77043E-04	39.5632	
1.77046E-04	40.3072	
1.77056E-04	42.6413	
1.77056E-04	42.705	
1.77063E-04	44.4043	
1.77070E-04	46.2168	
1.77073E-04	47.1761	
1.77079E-04	48.7723	
1.77083E-04	50.2198	
1.77092E-04	52.8157	
1.77094E-04	53.4943	
1.77104E-04	57.0497	
1.77105E-04	57.2999	
1.77111E-04	59.6959	
1.77118E-04	62.2786	
1.77118E-04	62.4233	
1.77128E-04	66.8876	
1.77131E-04	67.8091	
1.77139E-04	71.7369	
1.77144E-04	73.9322	
1.77149E-04	76.9897	
1.77157E-04	80.699	
1.77160E-04	82.6733	
1.77169E-04	88.1693	
1.77171E-04	88.8193	
1.77181E-04	95.5126	
1.77182E-04	96.4324	
1.77192E-04	102.748	
1.77193E-04	103.749	
1.77202E-04	110.576	
1.77204E-04	111.659	
1.77213E-04	119.032	
1.77214E-04	120.197	
1.77220E-04	125.682	
1.77225E-04	129.421	
1.77229E-04	133.335	
1.77235E-04	139.342	
1.77237E-04	141.436	
1.77246E-04	150.001	
1.77246E-04	150.002	
1.77254E-04	159.152	
1.77256E-04	161.492	
1.77262E-04	168.813	
1.77267E-04	173.802	
1.77271E-04	179.04	
1.77281E-04	191.589	
1.77284E-04	195.372	
1.77294E-04	209.972	
1.77295E-04	210.97	
1.77305E-04	225.631	
1.77307E-04	228.853	
1.77315E-04	242.292	
1.77319E-04	248.029	
1.77326E-04	259.982	
1.77331E-04	268.549	
1.77336E-04	278.73	
1.77342E-04	290.447	
1.77347E-04	298.561	
1.77354E-04	313.82	
1.77361E-04	326.763	
1.77366E-04	338.594	
1.77375E-04	357.117	
1.77384E-04	378.516	
1.77389E-04	389.253	
1.77397E-04	409.581	
1.77403E-04	423.596	
1.77411E-04	445.124	
1.77417E-04	460.062	
1.77431E-04	498.238	
1.77432E-04	502.136	
1.77445E-04	538.731	
1.77453E-04	563.683	
1.77465E-04	598.175	
1.77474E-04	629.045	
1.77484E-04	658.693	
1.77502E-04	721.57	
1.77508E-04	740.312	
1.77541E-04	855.048	
1.77545E-04	871.409	
1.77595E-04	1048.06	
1.77616E-04	1119.74	
1.77627E-04	1157.71	
1.77641E-04	1201	
1.77656E-04	1250.15	
1.77664E-04	1272.99	
1.77683E-04	1326.28	
1.77688E-04	1337.74	
1.77705E-04	1379.62	
1.77712E-04	1395.51	
1.77724E-04	1418.07	
1.77735E-04	1438.13	
1.77741E-04	1448.15	
1.77753E-04	1465.26	
1.77760E-04	1472.78	
1.77774E-04	1486.02	
1.77781E-04	1491.36	
1.77794E-04	1497.56	
1.77800E-04	1499.29	
1.77815E-04	1499.28	
1.77819E-04	1498.68	
1.77820E-04	1498.33	
1.77840E-04	1487.86	
1.77840E-04	1487.46	
1.77861E-04	1467.14	
1.77881E-04	1437.79	
1.77881E-04	1437.79	
1.77902E-04	1397.55	
1.77904E-04	1392.77	
1.77926E-04	1343.42	
1.77930E-04	1331.99	
1.77948E-04	1283.71	
1.77953E-04	1271.14	
1.77971E-04	1217.29	
1.77982E-04	1182.51	
1.77993E-04	1146.08	
1.78015E-04	1073.29	
1.78021E-04	1052.36	
1.78084E-04	835.783	
1.78107E-04	760.354	
1.78114E-04	734.405	
1.78133E-04	676.126	
1.78139E-04	656.324	
1.78154E-04	611.715	
1.78159E-04	597.155	
1.78175E-04	551.056	
1.78178E-04	541.283	
1.78193E-04	501.716	
1.78196E-04	494.463	
1.78212E-04	453.99	
1.78217E-04	442.149	
1.78225E-04	424.045	
1.78231E-04	409.726	
1.78237E-04	395.738	
1.78245E-04	379.24	
1.78250E-04	369	
1.78259E-04	350.679	
1.78262E-04	343.815	
1.78273E-04	324.011	
1.78275E-04	320.159	
1.78287E-04	299.194	
1.78288E-04	297.996	
1.78301E-04	276.196	
1.78301E-04	276.195	
1.78315E-04	254.955	
1.78315E-04	254.954	
1.78329E-04	235.371	
1.78329E-04	235.371	
1.78343E-04	217.365	
1.78343E-04	217.365	
1.78354E-04	204.867	
1.78355E-04	203.065	
1.78364E-04	193.199	
1.78371E-04	186.511	
1.78375E-04	182.223	
1.78385E-04	171.94	
1.78386E-04	171.446	
1.78396E-04	162.446	
1.78401E-04	157.904	
1.78406E-04	153.547	
1.78416E-04	145.649	
1.78419E-04	143.457	
1.78432E-04	134.576	
1.78432E-04	134.213	
1.78445E-04	125.803	
1.78447E-04	124.663	
1.78458E-04	118.121	
1.78462E-04	115.758	
1.78471E-04	111.096	
1.78477E-04	107.749	
1.78484E-04	104.675	
1.78493E-04	100.55	
1.78497E-04	98.8075	
1.78508E-04	94.0794	
1.78509E-04	93.4456	
1.78521E-04	89.2428	
1.78522E-04	88.5692	
1.78535E-04	84.104	
1.78536E-04	83.9889	
1.78550E-04	79.6154	
1.78551E-04	79.2754	
1.78561E-04	76.3499	
1.78566E-04	75.0351	
1.78572E-04	73.3355	
1.78584E-04	70.5197	
1.78588E-04	69.42	
1.78595E-04	67.9212	
1.78611E-04	64.5827	
1.78612E-04	64.3397	
1.78629E-04	61.1643	
1.78634E-04	60.4124	
1.78646E-04	58.3042	
1.78656E-04	56.7778	
1.78664E-04	55.7102	
1.78679E-04	53.5824	
1.78681E-04	53.3503	
1.78694E-04	51.6781	
1.78698E-04	51.2289	
1.78715E-04	49.2958	
1.78724E-04	48.2956	
1.78733E-04	47.3789	
1.78754E-04	45.3734	
1.78754E-04	45.3733	
1.78775E-04	43.5975	
1.78789E-04	42.4708	
1.78796E-04	41.9448	
1.78818E-04	40.4405	
1.78825E-04	39.9603	
1.78839E-04	39.0603	
1.78860E-04	37.7739	
1.78867E-04	37.3699	
1.78895E-04	35.8366	
1.78895E-04	35.8365	
1.78923E-04	34.4738	
1.78947E-04	33.3339	
1.78951E-04	33.1833	
1.78986E-04	31.7484	
1.79000E-04	31.2018	
1.79021E-04	30.4402	
1.79053E-04	29.3503	
1.79056E-04	29.2372	
1.79091E-04	28.1559	
1.79105E-04	27.7408	
1.79126E-04	27.1635	
1.79161E-04	26.2395	
1.79175E-04	25.8833	
1.79196E-04	25.3912	
1.79232E-04	24.6006	
1.79246E-04	24.2964	
1.79277E-04	23.6632	
1.79316E-04	22.9218	
1.79323E-04	22.7964	
1.79368E-04	22.0146	
1.79386E-04	21.7251	
1.79414E-04	21.2933	
1.79456E-04	20.6692	
1.79460E-04	20.6212	
1.79505E-04	20.02	
1.79551E-04	19.4387	
1.79561E-04	19.3086	
1.79596E-04	18.9144	
1.79653E-04	18.3051	
1.79667E-04	18.1581	
1.79709E-04	17.7547	
1.79765E-04	17.2352	
1.79772E-04	17.1723	
1.79821E-04	16.7679	
1.79877E-04	16.3201	
1.79877E-04	16.3201	
1.79933E-04	15.9239	
1.79989E-04	15.5392	
1.80018E-04	15.352	
1.80046E-04	15.1826	
1.80116E-04	14.7719	
1.80158E-04	14.533	
1.80186E-04	14.3881	
1.80256E-04	14.0369	
1.80298E-04	13.8322	
1.80326E-04	13.7073	
1.80396E-04	13.4038	
1.80439E-04	13.2264	
1.80467E-04	13.119	
1.80537E-04	12.8575	
1.80607E-04	12.6023	
1.80621E-04	12.5525	
1.80691E-04	12.3281	
1.80775E-04	12.0662	
1.80804E-04	11.981	
1.80860E-04	11.8265	
1.80944E-04	11.6004	
1.80986E-04	11.4899	
1.81028E-04	11.3891	
1.81154E-04	11.0951	
1.81168E-04	11.0634	
1.81281E-04	10.836	
1.81393E-04	10.6151	
1.81449E-04	10.5072	
1.81505E-04	10.4119	
1.81618E-04	10.226	
1.81730E-04	10.0442	
1.81730E-04	10.0442	
1.81842E-04	9.88557	
1.81954E-04	9.73023	
1.82010E-04	9.65402	
1.82067E-04	9.58718	
1.82179E-04	9.4561	
1.82319E-04	9.29554	
1.82432E-04	9.16968	
1.82460E-04	9.14246	
1.82600E-04	9.00925	
1.82740E-04	8.87857	
1.82853E-04	8.77583	
1.82881E-04	8.75332	
1.83021E-04	8.6428	
1.83232E-04	8.48035	
1.83274E-04	8.44851	
1.83407E-04	8.36117	
1.83618E-04	8.22606	
1.83828E-04	8.09359	
1.83863E-04	8.07189	
1.84039E-04	7.9793	
1.84249E-04	7.87016	
1.84460E-04	7.76278	
1.84537E-04	7.72396	
1.84670E-04	7.66618	
1.84881E-04	7.5763	
1.85105E-04	7.48176	
1.85210E-04	7.43803	
1.85344E-04	7.38997	
1.85582E-04	7.30517	
1.85821E-04	7.22146	
1.86053E-04	7.14114	
1.86060E-04	7.13901	
1.86417E-04	7.03183	
1.86775E-04	6.92632	
1.86895E-04	6.8916	
1.87105E-04	6.83753	
1.87421E-04	6.75743	
1.87737E-04	6.67822	
1.88053E-04	6.59983	
1.88158E-04	6.57394	
1.88368E-04	6.52815	
1.88795E-04	6.43634	
1.89228E-04	6.34444	
1.89661E-04	6.25357	
1.90094E-04	6.1637	
1.90311E-04	6.11925	
1.90503E-04	6.08031	
1.90878E-04	6.00516	
1.91253E-04	5.93078	
1.91628E-04	5.85722	
1.92003E-04	5.78451	
1.92378E-04	5.71273	
1.92575E-04	5.67554	
1.92718E-04	5.64469	
1.93042E-04	5.57614	
1.93366E-04	5.50856	
1.93690E-04	5.4421	
1.93941E-04	5.39136	
1.94013E-04	5.37431	
1.94337E-04	5.29897	
1.94553E-04	5.24966	
1.94769E-04	5.20119	
1.94852E-04	5.18271	
1.94984E-04	5.14847	
1.95200E-04	5.0935	
1.95416E-04	5.03973	
1.95536E-04	5.01061	
1.95632E-04	4.983	
1.95848E-04	4.92243	
1.96039E-04	4.87009	
1.96147E-04	4.8415	
1.96207E-04	4.82225	
1.96375E-04	4.76975	
1.96543E-04	4.71882	
1.96711E-04	4.66966	
1.96723E-04	4.66629	
1.96879E-04	4.61328	
1.97046E-04	4.55852	
1.97106E-04	4.53993	
1.97214E-04	4.50054	
1.97358E-04	4.4505	
1.97418E-04	4.43065	
1.97478E-04	4.40689	
1.97598E-04	4.3614	
1.97718E-04	4.3182	
1.97778E-04	4.29789	
1.97838E-04	4.27337	
1.97958E-04	4.22726	
1.98017E-04	4.20586	
1.98077E-04	4.18043	
1.98197E-04	4.13336	
1.98257E-04	4.11188	
1.98305E-04	4.09101	
1.98401E-04	4.05261	
1.98485E-04	4.02212	
1.98497E-04	4.01671	
1.98593E-04	3.97742	
1.98689E-04	3.94268	
1.98713E-04	3.93529	
1.98785E-04	3.90667	
1.98881E-04	3.87442	
1.98884E-04	3.87362	
1.98977E-04	3.84079	
1.99054E-04	3.81906	
1.99057E-04	3.81792	
1.99156E-04	3.78909	
1.99222E-04	3.77592	
1.99228E-04	3.77522	
1.99288E-04	3.76253	
1.99348E-04	3.75544	
1.99354E-04	3.75422	
1.99420E-04	3.74774	
1.99468E-04	3.74871	
1.99486E-04	3.74744	
1.99552E-04	3.75162	
1.99588E-04	3.75884	
1.99606E-04	3.76078	
1.99660E-04	3.77409	
1.99702E-04	3.79097	
1.99714E-04	3.79471	
1.99768E-04	3.82096	
1.99810E-04	3.84962	
1.99822E-04	3.85678	
1.99876E-04	3.90099	
1.99918E-04	3.94599	
1.99930E-04	3.95782	
1.99984E-04	4.02665	
2.00026E-04	4.0924	
2.00053E-04	4.14243	
2.00068E-04	4.16942	
2.00109E-04	4.25854	
2.00151E-04	4.36292	
2.00193E-04	4.48455	
2.00235E-04	4.62581	
2.00274E-04	4.77783	
2.00277E-04	4.78977	
2.00319E-04	4.98267	
2.00337E-04	5.07669	
2.00352E-04	5.15643	
2.00373E-04	5.28135	
2.00385E-04	5.35397	
2.00409E-04	5.51649	
2.00418E-04	5.57852	
2.00436E-04	5.71741	
2.00451E-04	5.83516	
2.00463E-04	5.94078	
2.00484E-04	6.12897	
2.00487E-04	6.15917	
2.00505E-04	6.34332	
2.00517E-04	6.46802	
2.00523E-04	6.53824	
2.00541E-04	6.7523	
2.00550E-04	6.86098	
2.00553E-04	6.90124	
2.00567E-04	7.08484	
2.00575E-04	7.19863	
2.00578E-04	7.24373	
2.00589E-04	7.41502	
2.00596E-04	7.51927	
2.00600E-04	7.59535	
2.00612E-04	7.78819	
2.00621E-04	7.95784	
2.00622E-04	7.97229	
2.00631E-04	8.148	
2.00640E-04	8.32604	
2.00647E-04	8.46146	
2.00649E-04	8.5116	
2.00658E-04	8.71495	
2.00667E-04	8.92127	
2.00672E-04	9.04342	
2.00674E-04	9.10092	
2.00682E-04	9.2951	
2.00689E-04	9.49194	
2.00691E-04	9.54187	
2.00697E-04	9.7046	
2.00706E-04	9.96912	
2.00710E-04	10.1038	
2.00715E-04	10.2505	
2.00721E-04	10.449	
2.00730E-04	10.739	
2.00730E-04	10.7528	
2.00739E-04	11.0914	
2.00746E-04	11.3787	
2.00751E-04	11.5541	
2.00754E-04	11.6814	
2.00761E-04	11.9726	
2.00766E-04	12.2027	
2.00767E-04	12.2734	
2.00774E-04	12.5964	
2.00781E-04	12.9249	
2.00788E-04	13.3246	
2.00796E-04	13.7319	
2.00802E-04	14.1116	
2.00809E-04	14.5206	
2.00811E-04	14.6362	
2.00815E-04	14.9354	
2.00824E-04	15.5461	
2.00826E-04	15.6505	
2.00833E-04	16.2134	
2.00840E-04	16.7021	
2.00841E-04	16.7899	
2.00846E-04	17.2624	
2.00854E-04	17.8727	
2.00854E-04	17.9384	
2.00861E-04	18.5713	
2.00868E-04	19.219	
2.00869E-04	19.374	
2.00876E-04	20.0865	
2.00883E-04	20.8135	
2.00883E-04	20.8136	
2.00891E-04	21.7504	
2.00898E-04	22.6183	
2.00899E-04	22.7171	
2.00907E-04	23.88	
2.00912E-04	24.6049	
2.00914E-04	24.8282	
2.00921E-04	25.8539	
2.00927E-04	26.8431	
2.00927E-04	26.9057	
2.00934E-04	28.1195	
2.00940E-04	29.1655	
2.00942E-04	29.4441	
2.00949E-04	30.8691	
2.00952E-04	31.3069	
2.00957E-04	32.3881	
2.00963E-04	33.6532	
2.00964E-04	33.9878	
2.00972E-04	35.7005	
2.00974E-04	36.2268	
2.00979E-04	37.5249	
2.00985E-04	39.0441	
2.00987E-04	39.4453	
2.00995E-04	41.7077	
2.00997E-04	42.1305	
2.01004E-04	44.3627	
2.01008E-04	45.5111	
2.01013E-04	47.2073	
2.01019E-04	49.2011	
2.01022E-04	50.2526	
2.01030E-04	53.2292	
2.01032E-04	53.7996	
2.01040E-04	56.8763	
2.01042E-04	57.6267	
2.01048E-04	60.1554	
2.01053E-04	62.422	
2.01055E-04	63.6178	
2.01063E-04	67.2889	
2.01065E-04	68.1488	
2.01072E-04	71.3681	
2.01078E-04	74.7083	
2.01080E-04	75.9812	
2.01089E-04	80.9105	
2.01091E-04	81.9046	
2.01098E-04	86.1948	
2.01104E-04	89.7991	
2.01107E-04	91.7735	
2.01115E-04	97.6919	
2.01116E-04	98.4195	
2.01124E-04	104.16	
2.01125E-04	104.603	
2.01133E-04	111.08	
2.01137E-04	113.925	
2.01142E-04	118.394	
2.01149E-04	123.988	
2.01151E-04	126.116	
2.01161E-04	134.866	
2.01163E-04	137.151	
2.01173E-04	146.576	
2.01175E-04	149.036	
2.01185E-04	159.167	
2.01187E-04	161.806	
2.01197E-04	172.673	
2.01199E-04	175.5	
2.01209E-04	187.128	
2.01211E-04	190.148	
2.01221E-04	202.562	
2.01223E-04	205.784	
2.01233E-04	219.006	
2.01235E-04	222.431	
2.01245E-04	236.479	
2.01247E-04	240.143	
2.01259E-04	258.905	
2.01263E-04	264.671	
2.01271E-04	278.762	
2.01281E-04	295.233	
2.01283E-04	299.531	
2.01299E-04	328.228	
2.01301E-04	332.819	
2.01317E-04	363.563	
2.01319E-04	368.482	
2.01337E-04	406.371	
2.01338E-04	408.961	
2.01355E-04	446.548	
2.01360E-04	457.527	
2.01373E-04	488.736	
2.01386E-04	520.626	
2.01397E-04	547.547	
2.01422E-04	611.676	
2.01425E-04	617.886	
2.01497E-04	807.405	
2.01513E-04	848.521	
2.01528E-04	886.547	
2.01537E-04	909.613	
2.01557E-04	954.472	
2.01566E-04	975.53	
2.01582E-04	1009.74	
2.01593E-04	1030.24	
2.01605E-04	1051.27	
2.01618E-04	1073.41	
2.01629E-04	1091.01	
2.01639E-04	1103.82	
2.01651E-04	1117.83	
2.01658E-04	1125.7	
2.01672E-04	1137.83	
2.01678E-04	1142.19	
2.01693E-04	1150.92	
2.01698E-04	1152.57	
2.01710E-04	1155.83	
2.01713E-04	1156.08	
2.01728E-04	1155.6	
2.01732E-04	1154.8	
2.01746E-04	1150.02	
2.01750E-04	1148.07	
2.01764E-04	1139.47	
2.01768E-04	1136.34	
2.01786E-04	1119.31	
2.01787E-04	1118.3	
2.01806E-04	1094.12	
2.01812E-04	1086.13	
2.01829E-04	1059.1	
2.01833E-04	1052.59	
2.01856E-04	1010.11	
2.01856E-04	1010.11	
2.01875E-04	969.954	
2.01885E-04	949.092	
2.01899E-04	915.999	
2.01917E-04	872.786	
2.01923E-04	858.611	
2.01972E-04	734.907	
2.01983E-04	705.586	
2.02023E-04	605.49	
2.02024E-04	602.537	
2.02048E-04	544.504	
2.02060E-04	516.326	
2.02070E-04	492.926	
2.02084E-04	462.32	
2.02092E-04	445.44	
2.02108E-04	411.558	
2.02108E-04	411.557	
2.02124E-04	379.586	
2.02126E-04	376.154	
2.02140E-04	349.401	
2.02144E-04	342.97	
2.02158E-04	317.971	
2.02162E-04	311.966	
2.02173E-04	294.501	
2.02180E-04	283.292	
2.02187E-04	272.438	
2.02197E-04	257.668	
2.02202E-04	251.787	
2.02215E-04	234.07	
2.02216E-04	232.516	
2.02230E-04	214.668	
2.02232E-04	212.534	
2.02245E-04	198.166	
2.02250E-04	192.942	
2.02259E-04	182.903	
2.02267E-04	175.094	
2.02271E-04	171.493	
2.02284E-04	159.484	
2.02284E-04	158.955	
2.02297E-04	148.42	
2.02297E-04	147.935	
2.02310E-04	138.215	
2.02310E-04	137.768	
2.02323E-04	128.839	
2.02325E-04	126.994	
2.02336E-04	120.188	
2.02338E-04	118.59	
2.02349E-04	112.249	
2.02351E-04	110.869	
2.02362E-04	104.97	
2.02364E-04	103.784	
2.02375E-04	98.304	
2.02377E-04	97.291	
2.02388E-04	92.2065	
2.02390E-04	91.3457	
2.02401E-04	86.6333	
2.02403E-04	85.9022	
2.02411E-04	82.8843	
2.02421E-04	78.9814	
2.02422E-04	78.6072	
2.02432E-04	75.4293	
2.02441E-04	72.2373	
2.02442E-04	72.0547	
2.02453E-04	68.994	
2.02461E-04	66.6871	
2.02463E-04	66.0936	
2.02474E-04	63.4397	
2.02480E-04	61.8383	
2.02484E-04	60.9463	
2.02495E-04	58.6427	
2.02499E-04	57.5994	
2.02505E-04	56.4965	
2.02515E-04	54.4935	
2.02519E-04	53.8937	
2.02531E-04	51.7677	
2.02540E-04	50.3174	
2.02547E-04	49.2981	
2.02563E-04	47.0534	
2.02563E-04	47.0532	
2.02573E-04	45.7152	
2.02585E-04	44.2472	
2.02587E-04	44.0749	
2.02600E-04	42.5942	
2.02608E-04	41.8063	
2.02614E-04	41.2138	
2.02627E-04	39.9366	
2.02630E-04	39.6663	
2.02647E-04	38.2176	
2.02660E-04	37.2069	
2.02668E-04	36.6549	
2.02688E-04	35.2453	
2.02690E-04	35.0963	
2.02708E-04	33.987	
2.02720E-04	33.282	
2.02728E-04	32.8282	
2.02749E-04	31.7643	
2.02750E-04	31.6882	
2.02762E-04	31.1243	
2.02789E-04	29.9057	
2.02795E-04	29.6471	
2.02814E-04	28.9058	
2.02838E-04	27.9683	
2.02840E-04	27.9136	
2.02863E-04	27.1305	
2.02885E-04	26.4247	
2.02888E-04	26.335	
2.02921E-04	25.3888	
2.02945E-04	24.7295	
2.02954E-04	24.503	
2.02987E-04	23.7063	
2.03005E-04	23.2877	
2.03020E-04	22.9663	
2.03053E-04	22.2846	
2.03065E-04	22.0457	
2.03095E-04	21.4933	
2.03125E-04	20.9628	
2.03137E-04	20.7686	
2.03179E-04	20.1153	
2.03215E-04	19.575	
2.03221E-04	19.4936	
2.03263E-04	18.9434	
2.03305E-04	18.4109	
2.03305E-04	18.4109	
2.03346E-04	17.9415	
2.03388E-04	17.4859	
2.03394E-04	17.4228	
2.03442E-04	16.9617	
2.03484E-04	16.572	
2.03496E-04	16.4709	
2.03550E-04	16.0313	
2.03604E-04	15.6051	
2.03604E-04	15.6051	
2.03658E-04	15.2329	
2.03712E-04	14.8711	
2.03724E-04	14.7927	
2.03766E-04	14.5446	
2.03820E-04	14.234	
2.03844E-04	14.0993	
2.03880E-04	13.9155	
2.03940E-04	13.6172	
2.03964E-04	13.5007	
2.04000E-04	13.3428	
2.04060E-04	13.0862	
2.04120E-04	12.8365	
2.04150E-04	12.7245	
2.04240E-04	12.3993	
2.04276E-04	12.2724	
2.04300E-04	12.196	
2.04383E-04	11.9349	
2.04431E-04	11.7894	
2.04467E-04	11.6902	
2.04551E-04	11.4645	
