MeV	Cl-nat
1.44987E+00	2.65014
1.45295E+00	2.65321
1.45585E+00	2.6561
1.46130E+00	2.66153
1.46608E+00	2.66631
1.47028E+00	2.6705
1.47396E+00	2.67418
1.47719E+00	2.67741
1.48286E+00	2.68309
1.48713E+00	2.68737
1.49033E+00	2.69059
1.49516E+00	2.69543
1.50000E+00	2.7003
1.60000E+00	2.75011
1.70000E+00	2.8129
1.72447E+00	2.82446
1.76000E+00	2.84126
1.76183E+00	2.84246
1.77692E+00	2.85239
1.80000E+00	2.86751
1.80692E+00	2.86242
1.81213E+00	2.85857
1.83437E+00	2.87141
1.84932E+00	2.88054
1.85288E+00	2.88271
1.86690E+00	2.89122
1.90000E+00	2.91052
1.92452E+00	2.92002
1.96190E+00	2.93485
2.00000E+00	2.95042
2.02454E+00	2.96205
2.06193E+00	2.97981
2.10000E+00	2.99795
2.12963E+00	3.01151
2.14942E+00	3.0192
2.17412E+00	3.02916
2.20000E+00	3.03961
2.20479E+00	3.04017
2.30000E+00	3.05141
2.32460E+00	3.05337
2.36200E+00	3.05642
2.36340E+00	3.05654
2.39674E+00	3.05934
2.40000E+00	3.05961
2.48386E+00	3.07643
2.50000E+00	3.08023
2.60000E+00	3.10204
2.63668E+00	3.10765
2.64953E+00	3.11033
2.70000E+00	3.1209
2.72025E+00	3.11732
2.74054E+00	3.12035
2.77011E+00	3.12505
2.77168E+00	3.1253
2.80000E+00	3.1403
2.80422E+00	3.13994
2.81231E+00	3.13933
2.83398E+00	3.13825
2.85034E+00	3.13795
2.85171E+00	3.13796
2.86268E+00	3.13797
2.88128E+00	3.13857
2.90000E+00	3.13997
2.94958E+00	3.14413
2.95266E+00	3.14443
2.99432E+00	3.14839
3.00000E+00	3.14894
3.09152E+00	3.13365
3.09839E+00	3.13453
3.11941E+00	3.13725
3.15945E+00	3.14295
3.20000E+00	3.14857
3.20972E+00	3.14704
3.22434E+00	3.14473
3.24515E+00	3.14179
3.25299E+00	3.14043
3.25501E+00	3.14016
3.26739E+00	3.13852
3.29848E+00	3.13501
3.30005E+00	3.13484
3.32476E+00	3.13256
3.36217E+00	3.12986
3.40000E+00	3.12815
3.44893E+00	3.11871
3.49857E+00	3.10919
3.50000E+00	3.10893
3.52366E+00	3.10442
3.60000E+00	3.09001
3.68885E+00	3.06655
3.69865E+00	3.06396
3.74089E+00	3.05305
3.80000E+00	3.03778
3.85361E+00	3.02366
3.89872E+00	3.00953
4.00000E+00	2.97814
4.05643E+00	2.95748
4.12315E+00	2.93077
4.17345E+00	2.91062
4.18132E+00	2.90814
4.20000E+00	2.90224
4.20248E+00	2.90147
4.23002E+00	2.89296
4.25102E+00	2.88765
4.29276E+00	2.87703
4.32487E+00	2.87044
4.33111E+00	2.86915
4.39682E+00	2.85562
4.40000E+00	2.85496
4.42061E+00	2.85024
4.44917E+00	2.84369
4.48211E+00	2.83636
4.48641E+00	2.8354
4.49726E+00	2.83301
4.50000E+00	2.83241
4.52396E+00	2.82721
4.54285E+00	2.82322
4.54534E+00	2.8227
4.60000E+00	2.81136
4.62454E+00	2.80579
4.66779E+00	2.79627
4.70050E+00	2.78934
4.72518E+00	2.78429
4.73862E+00	2.78165
4.76244E+00	2.77698
4.80000E+00	2.77002
4.80547E+00	2.76943
4.87232E+00	2.76214
4.89898E+00	2.75924
4.94106E+00	2.75481
5.00000E+00	2.74861
5.07054E+00	2.73855
5.08048E+00	2.73684
5.12348E+00	2.72946
5.25000E+00	2.70851
5.27595E+00	2.70269
5.32407E+00	2.69632
5.33264E+00	2.69501
5.36852E+00	2.68959
5.41568E+00	2.68616
5.43512E+00	2.68472
5.44596E+00	2.68393
5.50000E+00	2.68003
5.52279E+00	2.67692
5.53064E+00	2.67585
5.55760E+00	2.67225
5.60509E+00	2.66609
5.62361E+00	2.66377
5.64097E+00	2.66167
5.69522E+00	2.65542
5.75000E+00	2.64955
5.83886E+00	2.64613
5.87367E+00	2.64479
6.00000E+00	2.6401
6.08713E+00	2.63166
6.17301E+00	2.62334
6.24100E+00	2.61676
6.25000E+00	2.61999
6.26534E+00	2.61761
6.27360E+00	2.61634
6.27975E+00	2.61577
6.30687E+00	2.61333
6.32945E+00	2.6114
6.33070E+00	2.61129
6.34719E+00	2.60994
6.35161E+00	2.60958
6.36998E+00	2.60815
6.38609E+00	2.60697
6.41416E+00	2.60507
6.41438E+00	2.60506
6.43568E+00	2.60376
6.45170E+00	2.60289
6.47580E+00	2.60175
6.50000E+00	2.60085
6.55130E+00	2.59427
6.56162E+00	2.59295
6.60042E+00	2.5881
6.62382E+00	2.58518
6.65514E+00	2.58132
6.67479E+00	2.57897
6.75000E+00	2.56999
6.78076E+00	2.56752
6.80778E+00	2.56536
6.85534E+00	2.56156
6.87386E+00	2.56008
6.89122E+00	2.55872
6.91825E+00	2.5566
6.95901E+00	2.5534
7.00000E+00	2.55019
7.00000E+00	2.5502
7.06063E+00	2.54305
7.11411E+00	2.53674
7.18887E+00	2.52792
7.20868E+00	2.5256
7.26628E+00	2.51883
7.28043E+00	2.51716
7.29465E+00	2.51549
7.38221E+00	2.50521
7.38940E+00	2.50436
7.50000E+00	2.49138
7.53031E+00	2.48758
7.55884E+00	2.484
7.58569E+00	2.48064
7.61094E+00	2.47748
7.62199E+00	2.4761
7.63470E+00	2.47452
7.65703E+00	2.47173
7.67803E+00	2.46911
7.69777E+00	2.46665
7.71479E+00	2.46453
7.71632E+00	2.46433
7.73375E+00	2.46217
7.76654E+00	2.45809
7.79534E+00	2.45452
7.82042E+00	2.45141
7.82064E+00	2.45139
7.84284E+00	2.44889
7.85610E+00	2.44739
7.86231E+00	2.44669
7.89651E+00	2.44286
7.92226E+00	2.43998
7.94162E+00	2.43782
7.97076E+00	2.43458
8.00000E+00	2.43135
8.06085E+00	2.42387
8.11448E+00	2.41729
8.12217E+00	2.41635
8.16170E+00	2.41151
8.24499E+00	2.40134
8.30802E+00	2.39366
8.30894E+00	2.39354
8.35560E+00	2.38787
8.42749E+00	2.37916
8.50000E+00	2.37041
8.62233E+00	2.35312
8.74643E+00	2.3356
8.80914E+00	2.32676
9.00000E+00	2.29991
9.12248E+00	2.28498
9.30933E+00	2.26231
9.50000E+00	2.2393
9.63403E+00	2.22155
9.74679E+00	2.20572
1.00000E+01	2.17032
1.02470E+01	2.16586
1.05000E+01	2.16145
1.07471E+01	2.15602
1.10000E+01	2.15059
1.11552E+01	2.14616
1.12272E+01	2.1446
1.12472E+01	2.14417
1.13856E+01	2.14125
1.15000E+01	2.13884
1.17069E+01	2.13704
1.17473E+01	2.13668
1.25000E+01	2.13041
1.30000E+01	2.11976
1.30100E+01	2.11927
1.31308E+01	2.11705
1.33141E+01	2.11361
1.34544E+01	2.11093
1.35000E+01	2.11005
1.36233E+01	2.10734
1.38104E+01	2.10353
1.40000E+01	2.10009
1.41975E+01	2.09587
1.42478E+01	2.09481
1.45000E+01	2.08998
1.50000E+01	2.07993
1.52116E+01	2.07586
1.55000E+01	2.07021
1.60000E+01	2.06361
1.65000E+01	2.05986
1.65751E+01	2.05912
1.68090E+01	2.0568
1.70000E+01	2.05491
1.75000E+01	2.04823
1.77469E+01	2.04494
1.80000E+01	2.04103
1.81237E+01	2.03791
1.82724E+01	2.03466
1.83109E+01	2.03382
1.85000E+01	2.03055
1.87500E+01	2.02461
1.87880E+01	2.02371
1.90000E+01	2.0187
1.92681E+01	2.01414
1.93181E+01	2.01312
1.95000E+01	2.00941
1.96238E+01	2.00622
1.97172E+01	2.00425
1.98581E+01	2.0019
2.00000E+01	2.00021
