MeV	Cl-nat
1.73008E-02	9.18052
1.73045E-02	8.78369
1.73141E-02	7.67678
1.73202E-02	7.02633
1.73264E-02	6.42841
1.73325E-02	5.87917
1.73386E-02	5.37705
1.73447E-02	4.91808
1.73506E-02	4.51368
1.73565E-02	4.14444
1.73624E-02	3.80661
1.73683E-02	3.49397
1.73742E-02	3.20636
1.73787E-02	3.00471
1.73837E-02	2.79457
1.73887E-02	2.5999
1.73925E-02	2.46592
1.73950E-02	2.38608
1.73975E-02	2.31815
1.74000E-02	2.26625
1.74000E-02	2.26573
1.74025E-02	2.23008
1.74050E-02	2.20899
1.74088E-02	2.19467
1.74364E-02	2.16736
1.76975E-02	1.93401
1.80000E-02	1.70115
1.90000E-02	1.50039
1.92681E-02	1.50024
1.97681E-02	1.49995
2.00000E-02	1.50026
2.02822E-02	1.54278
2.09762E-02	1.64734
2.20000E-02	1.8016
2.22459E-02	2.01017
2.24320E-02	2.18372
2.27142E-02	2.47279
2.30000E-02	2.80185
2.31227E-02	3.0398
2.33390E-02	3.50919
2.35025E-02	3.90821
2.36259E-02	4.23729
2.38122E-02	4.78382
2.40000E-02	5.40416
2.41486E-02	6.15359
2.42607E-02	6.78623
2.44297E-02	7.85956
2.46000E-02	9.10248
2.46994E-02	9.93149
2.48492E-02	11.3202
2.49953E-02	12.8367
2.50000E-02	12.856
2.50094E-02	12.8242
2.52000E-02	11.3542
2.54000E-02	9.98718
2.54994E-02	8.80394
2.55742E-02	7.99983
2.56869E-02	6.92985
2.58000E-02	6.00308
2.58998E-02	5.31224
2.59875E-02	4.77775
2.59937E-02	4.75409
2.59984E-02	4.76656
2.60000E-02	4.78466
2.60027E-02	4.81625
2.60055E-02	4.86665
2.60109E-02	4.99549
2.60218E-02	5.2888
2.60328E-02	5.60418
2.60437E-02	5.94072
2.60648E-02	6.65119
2.60719E-02	6.90186
2.60930E-02	7.71363
2.61000E-02	7.94534
2.61062E-02	8.0958
2.61499E-02	8.85875
2.62000E-02	9.79032
2.62998E-02	11.2925
2.63937E-02	12.8805
2.64020E-02	12.9442
2.64029E-02	12.9448
2.64156E-02	12.8748
2.65952E-02	11.4274
2.66030E-02	11.316
2.66186E-02	10.9893
2.66499E-02	10.3074
2.67248E-02	8.85471
2.68000E-02	7.60358
2.68499E-02	6.84781
2.68850E-02	6.36138
2.69436E-02	5.62816
2.69929E-02	5.08146
2.70000E-02	5.02109
2.70078E-02	4.98263
2.72489E-02	4.35963
2.72500E-02	4.35709
2.75000E-02	3.80404
2.80000E-02	3.50047
2.90000E-02	3.10022
3.00000E-02	2.80009
3.10000E-02	2.55009
3.20000E-02	2.35009
3.29515E-02	2.20723
3.30000E-02	2.20298
3.31875E-02	2.37849
3.32500E-02	2.43831
3.34656E-02	2.66357
3.35000E-02	2.69955
3.38750E-02	3.03753
3.40000E-02	3.14615
3.44797E-02	2.91021
3.45000E-02	2.89621
3.48394E-02	2.66238
3.50000E-02	2.55207
3.50097E-02	2.5454
3.54965E-02	2.31416
3.59876E-02	2.10615
3.60000E-02	2.10089
3.70000E-02	2.00025
3.75220E-02	1.99994
3.80000E-02	1.99993
3.90000E-02	2
3.95587E-02	1.99998
4.00000E-02	1.99981
4.10000E-02	1.95027
4.20000E-02	2.00012
4.30000E-02	2.10085
4.34971E-02	2.33656
4.40000E-02	2.59958
4.50000E-02	2.99965
4.60000E-02	3.29933
4.70000E-02	3.39899
4.79946E-02	3.20092
4.80000E-02	3.19932
4.90000E-02	2.90048
5.00000E-02	2.74978
5.10000E-02	2.54005
5.20000E-02	2.35003
5.30000E-02	2.20178
5.30117E-02	2.20004
5.30234E-02	2.19999
5.40000E-02	2.20218
5.40281E-02	2.20224
5.50000E-02	2.28036
5.60000E-02	2.44992
5.70000E-02	2.60011
5.80000E-02	2.78004
5.90000E-02	2.96968
6.00000E-02	3.05841
6.10000E-02	2.71834
6.10299E-02	2.70818
6.14980E-02	2.52295
6.20000E-02	2.34212
6.29840E-02	2.54664
6.30000E-02	2.5523
6.40000E-02	2.90756
6.49029E-02	2.65719
6.50000E-02	2.62749
6.60000E-02	2.32153
6.69893E-02	2.39918
6.80000E-02	2.64982
6.90000E-02	2.84982
7.00000E-02	2.99978
7.10000E-02	3.08975
7.20000E-02	3.09949
7.30000E-02	2.98928
7.40000E-02	2.70991
7.50000E-02	2.39935
7.54983E-02	2.16904
7.60000E-02	1.95981
7.64984E-02	1.73192
7.68746E-02	1.58043
7.70000E-02	1.53298
7.75000E-02	1.68305
7.80000E-02	1.85114
7.84984E-02	2.14669
7.88746E-02	2.40415
7.90000E-02	2.48658
8.00000E-02	2.34948
8.10000E-02	2.11129
8.20000E-02	2.1603
8.30000E-02	2.27935
8.40000E-02	2.2394
8.50000E-02	2.04022
8.60000E-02	1.90018
8.70000E-02	1.8
8.80000E-02	1.71003
8.90000E-02	1.6324
8.93750E-02	1.79559
8.95000E-02	1.85107
9.00000E-02	2.09798
9.10000E-02	2.1486
9.20000E-02	1.90107
9.30000E-02	1.88037
9.40000E-02	1.93991
9.50000E-02	1.98979
9.57500E-02	1.98999
9.60000E-02	1.98979
9.70000E-02	1.9473
9.73544E-02	1.93224
9.90000E-02	1.85004
1.00000E-01	1.80009
1.05000E-01	1.65815
1.06000E-01	1.62976
1.06977E-01	1.6006
1.06992E-01	1.60241
1.07000E-01	1.60727
1.07010E-01	1.61333
1.07117E-01	1.74072
1.07312E-01	2.00247
1.07625E-01	2.47681
1.07750E-01	2.66521
1.07984E-01	3.07125
1.08000E-01	3.09004
1.08020E-01	3.09517
1.08995E-01	2.89841
1.09015E-01	2.88551
1.09249E-01	2.67219
1.09624E-01	2.36351
1.10000E-01	2.09131
1.10499E-01	1.85727
1.11000E-01	1.65048
1.11499E-01	1.4926
1.11984E-01	1.35485
1.12000E-01	1.3533
1.12031E-01	1.3617
1.12500E-01	1.53768
1.13000E-01	1.75061
1.13499E-01	2.02828
1.14000E-01	2.34884
1.14499E-01	2.56524
1.14984E-01	2.79077
1.15000E-01	2.78672
1.15015E-01	2.76706
1.15137E-01	2.51625
1.15312E-01	2.19133
1.15488E-01	1.91064
1.15500E-01	1.898
1.15516E-01	1.89068
1.16000E-01	1.8791
1.17000E-01	1.71387
1.17039E-01	1.73352
1.17273E-01	1.87709
1.17624E-01	2.11379
1.17988E-01	2.3894
1.18000E-01	2.39392
1.18031E-01	2.38806
1.18500E-01	2.21226
1.19000E-01	2.04051
1.20000E-01	1.83082
1.21000E-01	1.77981
1.22000E-01	1.70005
1.23000E-01	1.63971
1.24000E-01	1.5397
1.26000E-01	1.26003
1.27000E-01	1.15039
1.28000E-01	1.14048
1.29000E-01	1.25025
1.30000E-01	1.4401
1.31000E-01	1.6499
1.31989E-01	1.84335
1.32735E-01	2.00304
1.33863E-01	2.26892
1.35000E-01	2.56962
1.36492E-01	2.88563
1.38000E-01	3.23927
1.39000E-01	3.369
1.40000E-01	3.34958
1.41000E-01	3.24917
1.41989E-01	3.00345
1.43487E-01	2.66805
1.44979E-01	2.37468
1.45000E-01	2.37046
1.46492E-01	2.2042
1.48000E-01	2.05021
1.50000E-01	1.94017
1.55000E-01	1.81006
1.60000E-01	1.7501
1.65000E-01	1.73994
1.70000E-01	1.6695
1.72482E-01	1.47338
1.75000E-01	1.29956
1.76237E-01	1.1514
1.77170E-01	1.05123
1.77482E-01	1.02151
1.78579E-01	0.917087
1.79938E-01	0.805894
1.79989E-01	0.801718
1.80000E-01	0.802675
1.80010E-01	0.803517
1.80234E-01	0.862229
1.80624E-01	0.976393
1.81000E-01	1.10065
1.81249E-01	1.20834
1.81624E-01	1.3907
1.82000E-01	1.6004
1.82249E-01	1.75515
1.82467E-01	1.90302
1.82849E-01	2.19218
1.83136E-01	2.43733
1.83352E-01	2.63924
1.83675E-01	2.97393
1.84000E-01	3.34852
1.84499E-01	3.8182
1.84875E-01	4.21683
1.85000E-01	4.34333
1.85250E-01	4.35998
1.85500E-01	4.36621
1.85992E-01	4.10121
1.86039E-01	4.04286
1.86250E-01	3.73448
1.86484E-01	3.42251
1.86500E-01	3.40738
1.86547E-01	3.39062
1.87750E-01	3.15041
1.88000E-01	3.1005
1.88500E-01	3.04221
1.89000E-01	3.15229
1.89499E-01	3.44641
1.90000E-01	3.76294
1.90500E-01	3.55997
1.91000E-01	3.34977
1.91159E-01	3.27816
1.92000E-01	2.90056
1.93000E-01	2.54308
1.94000E-01	2.65042
1.95000E-01	2.82982
1.97000E-01	3.14922
1.98000E-01	3.19574
1.98500E-01	2.91202
1.99000E-01	2.65052
1.99499E-01	2.43114
2.00000E-01	2.23212
2.01000E-01	2.14925
2.01998E-01	1.96729
2.03000E-01	1.79971
2.03997E-01	1.59884
2.05000E-01	1.42089
2.06000E-01	1.38015
2.06500E-01	1.37511
2.07000E-01	1.37008
2.08000E-01	1.38001
2.09000E-01	1.40021
2.10000E-01	1.46027
2.11000E-01	1.55519
2.12000E-01	1.6501
2.13495E-01	1.83017
2.15000E-01	2.02959
2.17000E-01	2.19791
2.17984E-01	2.00323
2.18000E-01	2.00166
2.20000E-01	1.80072
2.20750E-01	1.80001
2.21000E-01	1.80037
2.22000E-01	1.85072
2.23000E-01	1.99984
2.24000E-01	2.13927
2.25000E-01	2.1897
2.26000E-01	2.20973
2.27000E-01	2.22977
2.27500E-01	2.22991
2.28000E-01	2.2297
2.29000E-01	2.19999
2.30000E-01	2.17959
2.32000E-01	2.04963
2.33495E-01	1.89405
2.35000E-01	1.74952
2.36000E-01	1.60165
2.38000E-01	1.76804
2.38750E-01	1.64243
2.39000E-01	1.59843
2.39499E-01	1.41446
2.40000E-01	1.25147
2.40500E-01	1.19044
2.40750E-01	1.15993
2.41000E-01	1.13186
2.41500E-01	1.20086
2.41960E-01	1.26433
2.42030E-01	1.27755
2.42498E-01	1.39538
2.43248E-01	1.60683
2.44000E-01	1.84916
2.44500E-01	1.95967
2.44750E-01	2.01493
2.45000E-01	2.06738
2.47000E-01	1.83167
2.48000E-01	1.94031
2.49000E-01	2.0976
2.50000E-01	1.94956
2.51000E-01	1.74979
2.52000E-01	1.53177
2.53000E-01	1.55063
2.54000E-01	1.66048
2.55000E-01	1.84017
2.56000E-01	2.04773
2.57000E-01	1.96887
2.57500E-01	1.8603
2.58250E-01	1.69744
2.58750E-01	1.59244
2.59000E-01	1.54279
2.59843E-01	1.6749
2.60000E-01	1.70194
2.60007E-01	1.70323
2.60500E-01	1.867
2.61000E-01	2.04634
2.61843E-01	1.9656
2.62000E-01	1.9475
2.62007E-01	1.94663
2.62500E-01	1.79389
2.63000E-01	1.65179
2.64000E-01	1.60135
2.65000E-01	1.72956
2.66000E-01	1.80972
2.67000E-01	1.8591
2.68000E-01	1.79917
2.69000E-01	1.64027
2.70000E-01	1.52145
2.71000E-01	1.59067
2.72000E-01	1.74942
2.73000E-01	1.83895
2.73809E-01	1.80735
2.74000E-01	1.7999
2.75000E-01	1.74919
2.76000E-01	1.60054
2.77000E-01	1.52007
2.78000E-01	1.45047
2.79000E-01	1.44031
2.80000E-01	1.4704
2.81000E-01	1.55052
2.81535E-01	1.62716
2.81998E-01	1.69348
2.83000E-01	1.85128
2.83998E-01	2.16387
2.85000E-01	2.52943
2.85998E-01	2.82331
2.87000E-01	3.14859
2.88000E-01	3.29799
2.89000E-01	3.19921
2.89479E-01	3.10365
2.90000E-01	2.99975
2.90998E-01	2.76605
2.92000E-01	2.54983
2.93000E-01	2.31094
2.95000E-01	2.05152
2.96000E-01	2.10128
2.96753E-01	2.24936
2.97000E-01	2.29789
2.98000E-01	2.24789
2.99000E-01	1.9494
2.99500E-01	1.7666
3.00000E-01	1.60164
3.01000E-01	1.47071
3.02000E-01	1.43088
3.02938E-01	1.49559
3.03250E-01	1.52497
3.04000E-01	1.59993
3.05000E-01	1.69987
3.07000E-01	1.89977
3.09000E-01	2.04918
3.10000E-01	2.02906
3.11000E-01	1.8994
3.12000E-01	1.70058
3.12984E-01	1.57329
3.12988E-01	1.57324
3.13031E-01	1.58012
3.13500E-01	1.72752
3.14000E-01	1.89842
3.14250E-01	1.9838
3.14500E-01	2.06785
3.15000E-01	2.24946
3.15500E-01	2.3997
3.16125E-01	2.58751
3.16250E-01	2.62387
3.16500E-01	2.69661
3.16875E-01	2.66251
3.17750E-01	2.55959
3.18000E-01	2.53019
3.19000E-01	2.42951
3.20000E-01	2.26983
3.20998E-01	2.08783
3.22000E-01	1.9203
3.24000E-01	1.65102
3.25000E-01	1.6302
3.25750E-01	1.63003
3.26000E-01	1.6315
3.27000E-01	1.79908
3.27500E-01	1.82861
3.28000E-01	1.85814
3.28500E-01	1.77948
3.30000E-01	1.54348
3.30063E-01	1.53364
3.31000E-01	1.40076
3.32000E-01	1.34022
3.33000E-01	1.30084
3.34000E-01	1.35083
3.35000E-01	1.50028
3.36248E-01	1.73225
3.37187E-01	1.93298
3.37500E-01	2.00309
3.37687E-01	2.10664
3.37874E-01	2.21399
3.38437E-01	2.57771
3.39000E-01	3.00038
3.39500E-01	3.39941
3.39875E-01	3.7371
3.40000E-01	3.84378
3.40250E-01	3.89997
3.40500E-01	3.94821
3.40750E-01	3.94997
3.41000E-01	3.94408
3.41266E-01	3.77241
3.41312E-01	3.72793
3.41484E-01	3.4778
3.41500E-01	3.46531
3.41516E-01	3.45281
3.41688E-01	3.43122
3.42000E-01	3.40262
3.42469E-01	3.49437
3.42500E-01	3.51021
3.42516E-01	3.51812
3.43500E-01	4.49467
3.44000E-01	4.69732
3.44500E-01	4.74555
3.46031E-01	4.13428
3.48000E-01	3.15249
3.49000E-01	2.93017
3.49500E-01	2.83023
3.50000E-01	2.73029
3.51248E-01	2.5222
3.52500E-01	2.3303
3.55000E-01	2.03048
3.57500E-01	1.86078
3.59876E-01	1.89805
3.59891E-01	1.89828
3.60031E-01	1.90403
3.62000E-01	2.14981
3.62500E-01	2.19913
3.62750E-01	2.20004
3.63000E-01	2.19913
3.63500E-01	2.14767
3.64000E-01	1.96978
3.64500E-01	1.77578
3.64875E-01	1.64389
3.65000E-01	1.60279
3.65500E-01	1.57505
3.66000E-01	1.55226
3.66750E-01	1.69374
3.67000E-01	1.74613
3.67500E-01	1.85089
3.68000E-01	1.99914
3.69000E-01	2.19849
3.69250E-01	2.20868
3.69500E-01	2.21886
3.70016E-01	2.17681
3.71000E-01	1.99978
3.72000E-01	1.80117
3.72500E-01	1.76576
3.73000E-01	1.73034
3.74000E-01	1.70007
3.75000E-01	1.68017
3.78000E-01	1.67971
3.79000E-01	1.64934
3.80000E-01	1.55069
3.82000E-01	1.50182
3.83000E-01	1.67028
3.84000E-01	1.87029
3.85000E-01	2.09987
3.86248E-01	2.36816
3.88748E-01	2.96859
3.90000E-01	3.29942
3.91000E-01	3.4989
3.91500E-01	3.53928
3.91750E-01	3.54004
3.92000E-01	3.53928
3.92500E-01	3.4989
3.93000E-01	3.39861
3.94000E-01	3.04975
3.95250E-01	2.57754
3.96000E-01	2.30223
3.97000E-01	2.16033
3.98000E-01	2.05061
3.99000E-01	1.99957
4.00000E-01	1.9005
4.01000E-01	1.80143
4.02000E-01	1.70236
4.02961E-01	1.84422
4.03008E-01	1.85494
4.03500E-01	2.0632
4.04500E-01	2.53816
4.05000E-01	2.79926
4.06000E-01	3.24622
4.06500E-01	3.27921
4.06969E-01	3.2705
4.08000E-01	3.14835
4.09000E-01	3.0299
4.10000E-01	2.8999
4.12500E-01	2.5505
4.15000E-01	2.33141
4.17489E-01	2.47016
4.18748E-01	2.72234
4.20000E-01	2.99981
4.21000E-01	3.19944
4.21500E-01	3.26924
4.22000E-01	3.29846
4.22500E-01	3.24806
4.23000E-01	3.09954
4.24000E-01	2.74974
4.24750E-01	2.46503
4.25000E-01	2.3739
4.27500E-01	2.39964
4.30000E-01	2.33101
4.31000E-01	2.39865
4.32000E-01	2.32925
4.34000E-01	2.02973
4.34999E-01	1.85779
4.36000E-01	1.70039
4.37500E-01	1.52747
4.38000E-01	1.47228
4.38750E-01	1.55623
4.39992E-01	1.70011
4.40156E-01	1.74217
4.41000E-01	1.96979
4.41750E-01	2.15749
4.42000E-01	2.21698
4.42750E-01	2.1825
4.43000E-01	2.16849
4.44000E-01	1.97081
4.45000E-01	1.85132
4.46000E-01	1.86082
4.47000E-01	1.95041
4.48000E-01	2.07991
4.48500E-01	2.13981
4.49000E-01	2.19971
4.50000E-01	2.28819
4.51000E-01	2.19921
4.52000E-01	2.03012
4.53000E-01	1.87186
4.53500E-01	1.88125
4.54000E-01	1.95013
4.57000E-01	2.39902
4.58000E-01	2.44902
4.59000E-01	2.39902
4.61000E-01	2.09985
4.62000E-01	1.95027
4.63000E-01	1.8314
4.64000E-01	1.85079
4.65000E-01	1.95151
4.66000E-01	2.20049
4.70000E-01	3.4005
4.71000E-01	3.74635
4.71250E-01	3.74999
4.71500E-01	3.74583
4.72750E-01	3.25007
4.73000E-01	3.14883
4.73500E-01	2.88965
4.74000E-01	2.6495
4.74500E-01	2.38749
4.74969E-01	2.16551
4.75000E-01	2.15494
4.75062E-01	2.15004
4.75750E-01	2.15001
4.76000E-01	2.15314
4.76957E-01	2.43739
4.76996E-01	2.45372
4.77055E-01	2.49789
4.77250E-01	2.66992
4.77625E-01	3.03579
4.77906E-01	3.34612
4.78000E-01	3.44367
4.78500E-01	3.70002
4.79000E-01	3.94374
4.79250E-01	3.92503
4.79500E-01	3.89793
4.80000E-01	3.74846
4.81000E-01	3.44951
4.82000E-01	3.0988
4.82500E-01	2.8666
4.83250E-01	2.54595
4.83500E-01	2.44222
4.84000E-01	2.25324
4.85000E-01	2.17059
4.86000E-01	2.15122
4.87969E-01	2.34674
4.89000E-01	2.37966
4.89750E-01	2.37998
4.90000E-01	2.37913
4.91000E-01	2.29924
4.92000E-01	2.15052
4.92500E-01	2.10212
4.92875E-01	2.13749
4.93000E-01	2.15345
4.93000E-01	2.15352
4.93500E-01	2.36476
4.93969E-01	2.58421
4.94012E-01	2.59378
4.94141E-01	2.57188
4.94984E-01	2.40167
4.95031E-01	2.38304
4.95500E-01	2.13605
4.95969E-01	1.91531
4.96000E-01	1.90396
4.96062E-01	1.8938
4.97000E-01	1.80034
4.98000E-01	1.73023
4.99000E-01	1.6797
5.00000E-01	1.60035
5.01000E-01	1.55217
5.01961E-01	1.69435
5.02031E-01	1.71219
5.02500E-01	1.88993
5.03000E-01	2.09907
5.03750E-01	2.34755
5.04000E-01	2.42618
5.04500E-01	2.415
5.05000E-01	2.39759
5.06000E-01	2.14942
5.07000E-01	1.85222
5.07750E-01	1.78247
5.08000E-01	1.76158
5.09000E-01	1.82105
5.10000E-01	1.9803
5.11000E-01	2.16987
5.12000E-01	2.34912
5.13000E-01	2.4462
5.13500E-01	2.32499
5.14000E-01	2.20357
5.14500E-01	2.23999
5.15000E-01	2.28206
5.16000E-01	2.54945
5.17000E-01	2.77011
5.18000E-01	2.99967
5.18500E-01	3.09782
5.18750E-01	3.1
5.19000E-01	3.09782
5.19500E-01	2.99782
5.20000E-01	2.79983
5.20500E-01	2.59264
5.21000E-01	2.40257
5.24000E-01	1.95067
5.25000E-01	1.86067
5.26000E-01	1.83079
5.27000E-01	1.87156
5.27750E-01	2.00502
5.28000E-01	2.05275
5.28375E-01	2.2104
5.28500E-01	2.26438
5.29500E-01	2.73916
5.30000E-01	2.99978
5.31000E-01	3.49893
5.32000E-01	3.89563
5.32125E-01	3.90002
5.32500E-01	3.89554
5.32750E-01	3.79803
5.33000E-01	3.70051
5.35000E-01	3.00185
5.36000E-01	2.82119
5.37000E-01	2.75075
5.37750E-01	2.74998
5.38000E-01	2.75054
5.39000E-01	2.79721
5.39750E-01	2.64999
5.40000E-01	2.59636
5.40375E-01	2.40248
5.40500E-01	2.33724
5.41000E-01	2.10259
5.41750E-01	1.92
5.42000E-01	1.86234
5.43000E-01	1.83112
5.44000E-01	1.9009
5.45000E-01	2.05169
5.46000E-01	2.3489
5.47000E-01	2.54666
5.47500E-01	2.49957
5.48000E-01	2.42979
5.49000E-01	2.26991
5.50000E-01	2.10047
5.51000E-01	1.97059
5.52000E-01	1.89026
5.53000E-01	1.83071
5.53750E-01	1.83004
5.54000E-01	1.83139
5.55000E-01	1.94982
5.56000E-01	2.0477
5.57000E-01	1.94826
5.58000E-01	1.70087
5.58969E-01	1.53609
5.59000E-01	1.53472
5.59047E-01	1.54193
5.60125E-01	1.81247
5.62000E-01	2.2993
5.63000E-01	2.49908
5.63500E-01	2.5584
5.63969E-01	2.55052
5.64000E-01	2.54838
5.65000E-01	2.47966
5.70000E-01	1.98059
5.71000E-01	1.92968
5.72000E-01	1.85037
5.73000E-01	1.80152
5.74000E-01	1.88222
5.75000E-01	2.15031
5.77000E-01	2.64881
5.78000E-01	2.79824
5.78250E-01	2.79996
5.78500E-01	2.7972
5.79063E-01	2.66873
5.80000E-01	2.49974
5.82000E-01	2.09963
5.83000E-01	1.86987
5.84000E-01	1.63057
5.86000E-01	1.25104
5.87000E-01	1.15058
5.88000E-01	1.10094
5.88750E-01	1.12251
5.89000E-01	1.13164
5.89750E-01	1.25752
5.90000E-01	1.30187
5.90375E-01	1.42345
5.90500E-01	1.46507
5.91000E-01	1.64959
5.91500E-01	1.81699
5.92000E-01	1.99925
5.93000E-01	2.30062
5.94000E-01	2.64887
5.95000E-01	2.89597
5.96000E-01	2.79923
5.97000E-01	2.63018
5.98000E-01	2.46984
5.99000E-01	2.3002
6.00000E-01	2.15196
6.01000E-01	2.1701
6.02000E-01	2.20021
6.03000E-01	2.24963
6.04000E-01	2.27011
6.04779E-01	2.29312
6.05000E-01	2.29964
6.05750E-01	2.3
6.06000E-01	2.29918
6.07000E-01	2.22769
6.07125E-01	2.21875
6.08000E-01	2.13995
6.09000E-01	2.04989
6.10000E-01	1.95025
6.11000E-01	1.87014
6.14000E-01	1.66014
6.15000E-01	1.60014
6.16000E-01	1.55061
6.17500E-01	1.55002
6.18000E-01	1.55026
6.19000E-01	1.57014
6.20000E-01	1.6005
6.21000E-01	1.67038
6.23000E-01	1.87038
6.24000E-01	2.00026
6.25000E-01	2.1505
6.26000E-01	2.33966
6.27000E-01	2.4999
6.28000E-01	2.65062
6.29000E-01	2.84942
6.30000E-01	2.9976
6.31000E-01	2.93856
6.32000E-01	2.74976
6.33000E-01	2.53
6.34000E-01	2.30168
6.34500E-01	2.25253
6.34875E-01	2.28761
6.35000E-01	2.30352
6.35500E-01	2.49248
6.36000E-01	2.69752
6.36750E-01	2.85012
6.37000E-01	2.89686
6.38000E-01	2.82903
6.39000E-01	2.67
6.40000E-01	2.50036
6.42000E-01	2.20291
6.42984E-01	2.27934
6.45000E-01	2.6
6.46500E-01	2.82512
6.47000E-01	2.89635
6.48000E-01	2.73963
6.49000E-01	2.53963
6.50000E-01	2.30241
6.51000E-01	2.24046
6.52000E-01	2.20107
6.53000E-01	2.2312
6.54000E-01	2.34157
6.55000E-01	2.55875
6.56000E-01	2.65948
6.57000E-01	2.69728
6.57432E-01	2.61143
6.58000E-01	2.49838
6.59000E-01	2.15108
6.59750E-01	1.94022
6.60000E-01	1.87317
6.60500E-01	1.85022
6.61000E-01	1.83108
6.62000E-01	1.86096
6.63000E-01	1.95047
6.64000E-01	2.06034
6.65000E-01	2.1796
6.66000E-01	2.24849
6.66578E-01	2.20897
6.67000E-01	2.1801
6.68000E-01	2.09985
6.69000E-01	1.9901
6.70000E-01	1.88044
6.71000E-01	1.78007
6.72000E-01	1.66094
6.72750E-01	1.60782
6.73000E-01	1.59317
6.73500E-01	1.67032
6.74000E-01	1.75082
6.75000E-01	1.94846
6.75982E-01	1.9978
6.76000E-01	1.9987
6.77000E-01	1.91982
6.78000E-01	1.80045
6.79000E-01	1.69119
6.80000E-01	1.65129
6.81000E-01	1.68054
6.82000E-01	1.72092
6.83000E-01	1.80067
6.84000E-01	1.90029
6.87000E-01	2.17017
6.88000E-01	2.23804
6.89000E-01	2.11992
6.90000E-01	1.9603
6.91000E-01	1.79027
6.92000E-01	1.60241
6.92750E-01	1.57052
6.93000E-01	1.56203
6.95056E-01	1.72538
6.96000E-01	1.80039
6.97000E-01	1.8709
6.98000E-01	1.96989
6.99000E-01	2.0209
7.00000E-01	2.10141
7.01000E-01	2.25348
7.01500E-01	2.44275
7.02000E-01	2.64892
7.02750E-01	2.86802
7.03000E-01	2.93659
7.04000E-01	2.91976
7.05000E-01	2.84001
7.06000E-01	2.72077
7.07000E-01	2.62078
7.08000E-01	2.54065
7.09000E-01	2.47076
7.10000E-01	2.42001
7.11000E-01	2.40051
7.12000E-01	2.4509
7.15000E-01	2.89898
7.16000E-01	2.99578
7.17000E-01	2.79885
7.18000E-01	2.54244
7.19000E-01	2.49988
7.20000E-01	2.47949
7.21000E-01	2.44936
7.24000E-01	2.29936
7.25000E-01	2.22936
7.28000E-01	1.96001
7.29000E-01	1.9004
7.29750E-01	1.89969
7.30000E-01	1.90011
7.31000E-01	1.93024
7.32000E-01	2.00075
7.33000E-01	2.14583
7.33750E-01	2.03723
7.33984E-01	2.00102
7.34125E-01	1.96073
7.34500E-01	1.84394
7.34969E-01	1.7097
7.35016E-01	1.70274
7.35031E-01	1.70227
7.36000E-01	1.75076
7.37000E-01	1.87985
7.38000E-01	2.01959
7.39000E-01	2.14959
7.40000E-01	2.27969
7.41000E-01	2.40008
7.42000E-01	2.53956
7.43000E-01	2.65943
7.44000E-01	2.74721
7.44937E-01	2.64668
7.45056E-01	2.62902
7.47000E-01	2.34021
7.49000E-01	2.10008
7.50000E-01	2.00034
7.52000E-01	1.88087
7.53000E-01	1.90021
7.54000E-01	1.94956
7.55000E-01	1.9799
7.55568E-01	2.00029
7.57500E-01	2.06966
7.60000E-01	2.12987
7.62500E-01	2.17976
7.65000E-01	2.20003
7.67500E-01	2.23976
7.70000E-01	2.25005
7.75000E-01	2.27999
7.76887E-01	2.28753
7.80000E-01	2.29997
7.85000E-01	2.30002
7.90000E-01	2.29997
7.95000E-01	2.28035
8.00000E-01	2.26082
8.05000E-01	2.4992
8.10000E-01	2.40006
8.15000E-01	2.28015
8.20000E-01	2.17025
8.25000E-01	2.07038
8.30000E-01	2.03034
8.35000E-01	2.00051
8.40000E-01	2.04044
8.45000E-01	2.09057
8.50000E-01	2.16065
8.55000E-01	2.2805
8.60000E-01	2.35959
8.65000E-01	2.42966
8.75000E-01	2.5296
8.80000E-01	2.5397
8.85000E-01	2.5497
8.89687E-01	2.52178
8.90000E-01	2.51809
8.95000E-01	2.45902
9.00000E-01	2.40004
9.05000E-01	2.34995
9.10000E-01	2.282
9.11250E-01	2.26506
9.12500E-01	2.2504
9.15000E-01	2.27149
9.15078E-01	2.27215
9.20000E-01	2.40012
9.25395E-01	2.50775
9.27500E-01	2.54974
9.29844E-01	2.52218
9.30000E-01	2.51849
9.35000E-01	2.40037
9.38451E-01	2.33133
9.40000E-01	2.30032
9.45000E-01	2.17073
9.50000E-01	2.15057
9.51506E-01	2.15053
9.64930E-01	2.15021
9.80000E-01	2.14984
9.89177E-01	2.16841
9.90000E-01	2.17008
1.00000E+00	2.29982
1.00000E+00	2.29982
1.00000E+00	2.29982
1.04664E+00	2.33526
1.12070E+00	2.39162
1.20000E+00	2.45208
1.20000E+00	2.45209
1.22425E+00	2.4706
1.25471E+00	2.49385
1.26156E+00	2.5024
1.26610E+00	2.50807
1.28294E+00	2.52921
1.30000E+00	2.55052
1.32431E+00	2.56273
1.34907E+00	2.57517
1.36163E+00	2.5813
1.40000E+00	2.60005
1.40302E+00	2.60308
1.40595E+00	2.60603
1.40880E+00	2.60889
1.41157E+00	2.61166
1.41694E+00	2.61705
1.42199E+00	2.62213
1.42675E+00	2.6269
1.43122E+00	2.63139
1.43542E+00	2.63562
1.43938E+00	2.63959
1.44309E+00	2.64333
1.44659E+00	2.64684
1.44914E+00	2.64941
