E(MeV)	pendfb7/Ba138:1
1.75635E-10	10.9550385
1.79633E-10	10.8601591
1.80899E-10	10.8309456
1.86325E-10	10.7089219
1.91911E-10	10.5897119
1.93812E-10	10.5502126
1.97667E-10	10.4723463
2.01314E-10	10.4005482
2.03592E-10	10.356941
2.09110E-10	10.2540178
2.09699E-10	10.2433327
2.15985E-10	10.1322411
2.17204E-10	10.1112433
2.22463E-10	10.023177
2.25615E-10	9.97174739
2.29132E-10	9.91594463
2.34348E-10	9.83531928
2.36004E-10	9.81042178
2.43079E-10	9.70683037
2.50370E-10	9.60556025
2.52846E-10	9.57210504
2.57875E-10	9.50612045
2.63746E-10	9.43110404
2.65610E-10	9.4080025
2.73572E-10	9.31194371
2.75116E-10	9.29380033
2.81777E-10	9.21790582
2.86976E-10	9.16023425
2.90224E-10	9.12528407
2.98929E-10	9.03411621
3.07890E-10	8.94536885
3.12252E-10	8.90337814
3.17125E-10	8.8578668
3.25713E-10	8.7798249
3.26631E-10	8.77172741
3.36428E-10	8.68766806
3.39755E-10	8.65988981
3.46513E-10	8.60513562
3.54402E-10	8.5429547
3.56906E-10	8.52382029
3.67605E-10	8.44432329
3.71247E-10	8.41799614
3.78631E-10	8.36633534
3.88885E-10	8.29657701
3.89981E-10	8.2893554
4.01678E-10	8.21444031
4.07369E-10	8.17899833
4.13719E-10	8.14070071
4.26128E-10	8.06795474
4.26724E-10	8.06455713
4.38901E-10	7.997343
4.47007E-10	7.95385565
4.52066E-10	7.92755498
4.65617E-10	7.85910903
4.68245E-10	7.84620729
4.79583E-10	7.79235087
4.92572E-10	7.7324101
4.93959E-10	7.72621961
5.08775E-10	7.66201259
5.18162E-10	7.62249565
5.24026E-10	7.59861869
5.39744E-10	7.53648292
5.45082E-10	7.51598587
5.55923E-10	7.47571805
5.72598E-10	7.41559187
5.73400E-10	7.41278322
5.89762E-10	7.35734844
6.03189E-10	7.31319165
6.07452E-10	7.29963143
6.25661E-10	7.24343991
6.37216E-10	7.20883168
6.44427E-10	7.18796312
6.63744E-10	7.13373878
6.73149E-10	7.10812131
6.83653E-10	7.08046656
7.04146E-10	7.02814197
7.11122E-10	7.01086158
7.25267E-10	6.97702309
7.47007E-10	6.92659719
7.54408E-10	6.90994656
7.69413E-10	6.87736868
7.92477E-10	6.82882937
8.00328E-10	6.81280747
8.16247E-10	6.78143674
8.40715E-10	6.7347104
8.49044E-10	6.71929066
8.65932E-10	6.68911546
8.91889E-10	6.64418438
9.04527E-10	6.62298317
9.18641E-10	6.60013979
9.46178E-10	6.55697793
9.63652E-10	6.53044282
9.74558E-10	6.5144682
1.00377E-09	6.47304354
1.03098E-09	6.43568508
1.03388E-09	6.43183848
1.06487E-09	6.39211281
1.09681E-09	6.35247837
1.10300E-09	6.34503847
1.12969E-09	6.31413736
1.16357E-09	6.27617151
1.18504E-09	6.25288658
1.19845E-09	6.23886667
1.23440E-09	6.20252041
1.27140E-09	6.16631986
1.27320E-09	6.16461344
1.30954E-09	6.13147717
1.34879E-09	6.09685508
1.37370E-09	6.07559985
1.38925E-09	6.0628282
1.43089E-09	6.02975909
1.47381E-09	5.99680638
1.48839E-09	5.98598199
1.51799E-09	5.96482017
1.56352E-09	5.93336783
1.61039E-09	5.9020708
1.61267E-09	5.90059651
1.65869E-09	5.87199681
1.70841E-09	5.84214322
1.75471E-09	5.81527589
1.75966E-09	5.81251479
1.81240E-09	5.78406077
1.86677E-09	5.75573784
1.91732E-09	5.73028856
1.92272E-09	5.72767272
1.98039E-09	5.70070871
2.03976E-09	5.67391127
2.10094E-09	5.64723817
2.10388E-09	5.64599899
2.16392E-09	5.62170095
2.22882E-09	5.59634911
2.29563E-09	5.57115621
2.31838E-09	5.5628744
2.36449E-09	5.5467361
2.43537E-09	5.52280753
2.50842E-09	5.49901116
2.56552E-09	5.48105374
2.58361E-09	5.47558524
2.66110E-09	5.45299194
2.74087E-09	5.43056191
2.82308E-09	5.40826001
2.85100E-09	5.40095146
2.90771E-09	5.38669286
2.99492E-09	5.36555453
3.08470E-09	5.34457439
3.17722E-09	5.32372025
3.19516E-09	5.31982048
3.27246E-09	5.30368574
3.37062E-09	5.28394518
3.47166E-09	5.26435936
3.57579E-09	5.24489806
3.59597E-09	5.24126007
3.68297E-09	5.22621011
3.79344E-09	5.20780419
3.90715E-09	5.18954993
4.02435E-09	5.17141956
4.08137E-09	5.16291542
4.14498E-09	5.15381222
4.26931E-09	5.13668295
4.39728E-09	5.11970311
4.52918E-09	5.10284699
4.66494E-09	5.08612937
4.67156E-09	5.08534437
4.80487E-09	5.07017794
4.94890E-09	5.05440653
5.09734E-09	5.0387589
5.25013E-09	5.02324895
5.39242E-09	5.00933797
5.40761E-09	5.00791306
5.56971E-09	4.99328516
5.73677E-09	4.97878118
5.90873E-09	4.96441429
6.08596E-09	4.95016267
6.26840E-09	4.93603907
6.30378E-09	4.9334012
6.45641E-09	4.92250073
6.64995E-09	4.90920972
6.84941E-09	4.89603498
7.05473E-09	4.88298854
7.26633E-09	4.87005064
7.46313E-09	4.85846984
7.48415E-09	4.85728413
7.70863E-09	4.84511439
7.93970E-09	4.83307282
8.17785E-09	4.82114138
8.42299E-09	4.80933089
8.67563E-09	4.79762372
8.93569E-09	4.78603037
8.98613E-09	4.7838668
9.20371E-09	4.77493462
9.47961E-09	4.76405314
9.76394E-09	4.75327676
1.00566E-08	4.74261542
1.03583E-08	4.73205321
1.06688E-08	4.7215998
1.09888E-08	4.7112395
1.10042E-08	4.71076037
1.13182E-08	4.70140855
1.16577E-08	4.69169928
1.20071E-08	4.68209975
1.23672E-08	4.67259651
1.27380E-08	4.66319659
1.31200E-08	4.65388682
1.35133E-08	4.64467571
1.38210E-08	4.63774867
1.39186E-08	4.63564439
1.43359E-08	4.62701673
1.47659E-08	4.61848115
1.52085E-08	4.61004564
1.56647E-08	4.60169777
1.61342E-08	4.59344536
1.66182E-08	4.58527619
1.71163E-08	4.5771979
1.76297E-08	4.56919848
1.78795E-08	4.56545802
1.81582E-08	4.56148133
1.87028E-08	4.55402573
1.92635E-08	4.5466631
1.98412E-08	4.53938265
2.04360E-08	4.53219125
2.10490E-08	4.52507835
2.16799E-08	4.51805059
2.23302E-08	4.5110976
2.29996E-08	4.50422585
2.36894E-08	4.49742512
2.43996E-08	4.4907017
2.52333E-08	4.48314697
2.52687E-08	4.48283469
2.53000E-08	4.48256611
2.60589E-08	4.47632167
2.68400E-08	4.47015792
2.76450E-08	4.46406593
2.84737E-08	4.45805155
2.93278E-08	4.45210606
3.02069E-08	4.44623517
3.11130E-08	4.44043033
3.20456E-08	4.434697
3.30068E-08	4.42902671
3.39962E-08	4.42342467
3.50159E-08	4.4178825
3.60655E-08	4.41240523
3.71473E-08	4.4072333
3.82608E-08	4.40213035
3.94084E-08	4.397089
4.05898E-08	4.39211412
4.18072E-08	4.38719857
4.30604E-08	4.38234714
4.43520E-08	4.37755281
4.56815E-08	4.37282022
4.70517E-08	4.36814247
4.84621E-08	4.36352401
4.99157E-08	4.35895808
5.14120E-08	4.35444901
5.29541E-08	4.34999018
5.45414E-08	4.3455858
5.57051E-08	4.34248688
5.61773E-08	4.34128609
5.78613E-08	4.33718394
5.95968E-08	4.33313382
6.13833E-08	4.32913975
6.32245E-08	4.32519602
6.51197E-08	4.32130648
6.70729E-08	4.31746537
6.90835E-08	4.31367615
7.11556E-08	4.30993303
7.32886E-08	4.30623937
7.54868E-08	4.30258975
7.77496E-08	4.29898775
8.00817E-08	4.2954283
8.24822E-08	4.29191494
8.49562E-08	4.28844264
8.75029E-08	4.28501474
9.01274E-08	4.28162626
9.28291E-08	4.27828039
9.56135E-08	4.27497224
9.68309E-08	4.27358434
9.84796E-08	4.27179105
1.01433E-07	4.26871406
1.04474E-07	4.26568068
1.07608E-07	4.26268654
1.10833E-07	4.25973453
1.14158E-07	4.25682041
1.17580E-07	4.25394699
1.21106E-07	4.25111017
1.24737E-07	4.24831276
1.28478E-07	4.24555089
1.32329E-07	4.24282745
1.36298E-07	4.24013849
1.40384E-07	4.23748624
1.44595E-07	4.23486628
1.48929E-07	4.23228085
1.53396E-07	4.2297263
1.57995E-07	4.22720539
1.62733E-07	4.22471466
1.67612E-07	4.22225658
1.72639E-07	4.21982758
1.77814E-07	4.21742998
1.83147E-07	4.21506028
1.88637E-07	4.21272072
1.94296E-07	4.21040789
2.00120E-07	4.20812398
2.06122E-07	4.20586562
2.08747E-07	4.20491807
2.12301E-07	4.20369374
2.18669E-07	4.20159279
2.25224E-07	4.19952142
2.31979E-07	4.19747665
2.38933E-07	4.19546046
2.46100E-07	4.19346993
2.53477E-07	4.19150702
2.61080E-07	4.18956903
2.68906E-07	4.18765822
2.76971E-07	4.18577203
2.85274E-07	4.1839116
2.93830E-07	4.18207331
3.02638E-07	4.18025898
3.11716E-07	4.1784665
3.21060E-07	4.17669783
3.30690E-07	4.17495044
3.40603E-07	4.17322602
3.50819E-07	4.17152204
3.61335E-07	4.16984013
3.72173E-07	4.16817785
3.83329E-07	4.16653676
3.94827E-07	4.16491447
4.06662E-07	4.16331253
4.18860E-07	4.16172858
4.31416E-07	4.16016411
4.44356E-07	4.15861684
4.57676E-07	4.15708821
4.71403E-07	4.15557598
4.85534E-07	4.15408157
5.00097E-07	4.15260277
5.15088E-07	4.15114099
5.30538E-07	4.14969433
5.46442E-07	4.14826487
5.62832E-07	4.14684977
5.79703E-07	4.14544879
5.97091E-07	4.14406046
6.14990E-07	4.14268662
6.33436E-07	4.14132528
6.52424E-07	4.1399777
6.71993E-07	4.13864185
6.92136E-07	4.13731894
7.12897E-07	4.13600698
7.34266E-07	4.13470715
7.37379E-07	4.1345249
7.56290E-07	4.13347289
7.78961E-07	4.13226097
8.02325E-07	4.13106045
8.26376E-07	4.12987244
8.51163E-07	4.12869516
8.76677E-07	4.12752969
9.02972E-07	4.12637427
9.30040E-07	4.12522996
9.57936E-07	4.12409503
9.86651E-07	4.12297051
1.01196E-06	4.12201381
1.04051E-06	4.12097039
1.06987E-06	4.11993578
1.10006E-06	4.11890905
1.13110E-06	4.11788802
1.16301E-06	4.1168736
1.19583E-06	4.11586579
1.22957E-06	4.11486428
1.26427E-06	4.11386878
1.29994E-06	4.11287899
1.33662E-06	4.11189461
1.37433E-06	4.11091533
1.41311E-06	4.10994085
1.45298E-06	4.10897086
1.49398E-06	4.10800504
1.55781E-06	4.10656012
1.62405E-06	4.1051295
1.69343E-06	4.10370093
1.76544E-06	4.10228365
1.84086E-06	4.10086236
1.91914E-06	4.09945088
2.00113E-06	4.09803492
2.08622E-06	4.09662632
2.17535E-06	4.09521068
2.26785E-06	4.09379998
2.36474E-06	4.09238006
2.46529E-06	4.0909625
2.57061E-06	4.08953286
2.67992E-06	4.08810312
2.79441E-06	4.08666146
2.95433E-06	4.08472562
3.07995E-06	4.08326197
3.25622E-06	4.08128749
3.39533E-06	4.07978462
3.58964E-06	4.07775975
3.79508E-06	4.07569989
4.01227E-06	4.07360399
4.24189E-06	4.07146451
4.48464E-06	4.06928778
4.74130E-06	4.06704845
5.01264E-06	4.06475384
5.29951E-06	4.062399
5.60279E-06	4.05997826
6.00584E-06	4.05685464
6.43913E-06	4.05359561
6.90235E-06	4.05021168
7.60913E-06	4.04520949
8.27158E-06	4.04066456
8.86662E-06	4.03667508
9.50630E-06	4.03247139
1.03339E-05	4.02713756
1.12336E-05	4.02145679
1.22116E-05	4.01538762
1.40344E-05	4.00432082
1.50440E-05	3.998302
1.52563E-05	3.99726319
1.65845E-05	3.99085907
1.77776E-05	3.98517481
1.90601E-05	3.9791265
2.04313E-05	3.97271984
2.22100E-05	3.96448456
2.38123E-05	3.95713201
2.58855E-05	3.94768937
2.77476E-05	3.93926558
3.05625E-05	3.92662324
3.27611E-05	3.91680462
3.51246E-05	3.90629915
3.76514E-05	3.89511584
3.98061E-05	3.8856104
4.15068E-05	3.87813003
4.20842E-05	3.87619201
4.44926E-05	3.86813712
4.70389E-05	3.85964872
5.03575E-05	3.84862148
5.39018E-05	3.8368831
5.77906E-05	3.82404292
6.10979E-05	3.81315191
6.48819E-05	3.80071606
6.95628E-05	3.78536828
7.41471E-05	3.77036829
7.94965E-05	3.75734892
8.40460E-05	3.746299
8.88559E-05	3.73463776
9.26341E-05	3.72548975
9.73102E-05	3.71418306
1.01943E-04	3.70299521
1.06575E-04	3.69181945
1.11208E-04	3.68065445
1.14346E-04	3.67309981
1.17475E-04	3.66757413
1.26871E-04	3.6510081
1.33318E-04	3.63965696
1.40112E-04	3.62770924
1.47169E-04	3.61530916
1.54603E-04	3.60225853
1.61177E-04	3.59072647
1.63451E-04	3.58674005
1.68063E-04	3.58092309
1.75210E-04	3.57191703
1.82695E-04	3.56249071
1.94595E-04	3.54751755
2.03860E-04	3.5358694
2.13126E-04	3.52422835
2.22391E-04	3.51259354
2.25528E-04	3.50865543
2.31656E-04	3.50323762
2.40921E-04	3.4950506
2.50187E-04	3.48686787
2.60875E-04	3.47743288
2.77982E-04	3.462341
2.96513E-04	3.44600405
3.04879E-04	3.43863148
3.09181E-04	3.43604723
3.22327E-04	3.42815223
3.36098E-04	3.41988622
3.50389E-04	3.4113112
3.70442E-04	3.39928441
3.84532E-04	3.39083654
3.98430E-04	3.38250627
4.12328E-04	3.37417813
4.26226E-04	3.36929472
4.40124E-04	3.36441306
4.54022E-04	3.35953273
4.67919E-04	3.35465392
4.81817E-04	3.34977631
4.95715E-04	3.34490016
5.09613E-04	3.34002529
5.28143E-04	3.33352805
5.37409E-04	3.33028075
5.46674E-04	3.3270346
5.53623E-04	3.32460093
5.60572E-04	3.32216835
5.69837E-04	3.31892714
5.74470E-04	3.31730783
5.80260E-04	3.31528537
5.83735E-04	3.31407303
5.87209E-04	3.31286183
5.90684E-04	3.31165194
5.93000E-04	3.31084632
5.95750E-04	3.30989103
5.98500E-04	3.30893726
6.00563E-04	3.30822317
6.02625E-04	3.30751039
6.04688E-04	3.30679915
6.06750E-04	3.30608974
6.08297E-04	3.30555915
6.09844E-04	3.30503003
6.11391E-04	3.30450263
6.12938E-04	3.30397727
6.14484E-04	3.30345433
6.15859E-04	3.30299191
6.17148E-04	3.30256084
6.18438E-04	3.30213236
6.19366E-04	3.30182601
6.20294E-04	3.30152168
6.21222E-04	3.3012196
6.22150E-04	3.30091986
6.23113E-04	3.3006123
6.24075E-04	3.30030853
6.25038E-04	3.30000894
6.25759E-04	3.29978752
6.26458E-04	3.29957662
6.27144E-04	3.29937272
6.27830E-04	3.29917255
6.28516E-04	3.29897662
6.29203E-04	3.2987856
6.29886E-04	3.29860134
6.30563E-04	3.29842549
6.31240E-04	3.29825716
6.31691E-04	3.2981498
6.32143E-04	3.29804689
6.32594E-04	3.29794894
6.33045E-04	3.29785654
6.33454E-04	3.29777816
6.34005E-04	3.29768197
6.34371E-04	3.2976246
6.34738E-04	3.29757331
6.35105E-04	3.29752868
6.35472E-04	3.29749148
6.35838E-04	3.29746272
6.36205E-04	3.29744354
6.36659E-04	3.29743499
6.36962E-04	3.29743988
6.37265E-04	3.29745439
6.37567E-04	3.29747968
6.37870E-04	3.2975171
6.38173E-04	3.29756814
6.38475E-04	3.29763452
6.38737E-04	3.29770604
6.39070E-04	3.2978181
6.39402E-04	3.29795763
6.39624E-04	3.2980681
6.39845E-04	3.29819434
6.40067E-04	3.29833818
6.40288E-04	3.2985017
6.40489E-04	3.29866925
6.40761E-04	3.29892767
6.41032E-04	3.29922905
6.41213E-04	3.2994574
6.41393E-04	3.29971062
6.41574E-04	3.29999165
6.41755E-04	3.30030382
6.41921E-04	3.30062054
6.42147E-04	3.30110597
6.42170E-04	3.30116228
6.42297E-04	3.30171324
6.42448E-04	3.30240091
6.42598E-04	3.30312826
6.42749E-04	3.30390011
6.42899E-04	3.30472211
6.43050E-04	3.30560075
6.43174E-04	3.30637067
6.43298E-04	3.30718891
6.43421E-04	3.30806109
6.43545E-04	3.3089937
6.43669E-04	3.30999425
6.43793E-04	3.31107149
6.43916E-04	3.31223564
6.44040E-04	3.31349873
6.44140E-04	3.31459778
6.44239E-04	3.31577892
6.44339E-04	3.31705226
6.44439E-04	3.31842949
6.44538E-04	3.31992438
6.44638E-04	3.32155304
6.44738E-04	3.32333467
6.44838E-04	3.32529213
6.44917E-04	3.32698773
6.44996E-04	3.32882758
6.45075E-04	3.33083108
6.45154E-04	3.33302132
6.45233E-04	3.33542643
6.45312E-04	3.33808108
6.45391E-04	3.34102953
6.45450E-04	3.34346792
6.45501E-04	3.34573348
6.45563E-04	3.34876274
6.45625E-04	3.35214018
6.45671E-04	3.35495045
6.45718E-04	3.358049
6.45764E-04	3.36149627
6.45810E-04	3.36537097
6.45857E-04	3.36977659
6.45888E-04	3.37307419
6.45910E-04	3.37570542
6.45919E-04	3.37695542
6.45950E-04	3.38186148
6.45977E-04	3.38662134
6.46001E-04	3.39114288
6.46025E-04	3.39604605
6.46049E-04	3.40138371
6.46073E-04	3.40721719
6.46097E-04	3.4136155
6.46121E-04	3.42065832
6.46145E-04	3.42843507
6.46170E-04	3.43704844
6.46194E-04	3.44661323
6.46212E-04	3.45448944
6.46230E-04	3.46303502
6.46248E-04	3.47231653
6.46266E-04	3.48240651
6.46284E-04	3.4933839
6.46295E-04	3.5007812
6.46302E-04	3.50580934
6.46320E-04	3.52007522
6.46350E-04	3.54649551
6.46371E-04	3.56675302
6.46391E-04	3.58896309
6.46407E-04	3.60702272
6.46422E-04	3.62638464
6.46438E-04	3.64714545
6.46453E-04	3.66940604
6.46460E-04	3.68001541
6.46469E-04	3.69429478
6.46484E-04	3.72172114
6.46500E-04	3.7509919
6.46515E-04	3.78223191
6.46530E-04	3.81557861
6.46546E-04	3.85117007
6.46561E-04	3.88915296
6.46577E-04	3.92967798
6.46592E-04	3.97291051
6.46608E-04	4.01901491
6.46623E-04	4.06816475
6.46625E-04	4.07398161
6.46639E-04	4.12288432
6.46659E-04	4.20157941
6.46680E-04	4.28680142
6.46695E-04	4.3552899
6.46711E-04	4.42792784
6.46726E-04	4.50492942
6.46728E-04	4.51399023
6.46742E-04	4.58924775
6.46757E-04	4.67872001
6.46781E-04	4.82244223
6.46804E-04	4.97825984
6.46827E-04	5.14699362
6.46831E-04	5.18077013
6.46850E-04	5.3344382
6.46873E-04	5.53752531
6.46897E-04	5.75590867
6.46920E-04	5.99036644
6.46934E-04	6.1481773
6.46941E-04	6.22429698
6.46962E-04	6.46676329
6.46983E-04	6.72353711
6.47003E-04	6.99506738
6.47031E-04	7.38749055
6.47058E-04	7.80772102
6.47072E-04	8.03027996
6.47079E-04	8.14335122
6.47106E-04	8.62093581
6.47134E-04	9.12771866
6.47141E-04	9.26264671
6.47168E-04	9.81018041
6.47199E-04	10.4649273
6.47220E-04	10.9253464
6.47230E-04	11.1586865
6.47271E-04	12.1455584
6.47309E-04	13.1022156
6.47313E-04	13.1904382
6.47364E-04	14.583758
6.47433E-04	16.5340481
6.47581E-04	20.839565
6.47626E-04	22.101528
6.47643E-04	22.5561204
6.47696E-04	23.9310209
6.47714E-04	24.3488216
6.47742E-04	24.9798877
6.47791E-04	25.9823912
6.47797E-04	26.0773139
6.47832E-04	26.6759689
6.47867E-04	27.1563004
6.47868E-04	27.1714864
6.47907E-04	27.575957
6.47934E-04	27.7704892
6.47949E-04	27.8690119
6.48000E-04	27.9947508
6.48044E-04	27.8959671
6.48066E-04	27.766648
6.48084E-04	27.6515147
6.48132E-04	27.1327138
6.48149E-04	26.945967
6.48187E-04	26.3562667
6.48204E-04	26.0559144
6.48231E-04	25.5412588
6.48272E-04	24.6598864
6.48286E-04	24.3340813
6.48319E-04	23.5381662
6.48374E-04	22.0940862
6.48454E-04	19.8291148
6.48584E-04	16.0191639
6.48636E-04	14.5645329
6.48646E-04	14.2860036
6.48688E-04	13.182311
6.48729E-04	12.1344717
6.48736E-04	11.9692848
6.48770E-04	11.1536518
6.48801E-04	10.4596315
6.48825E-04	9.94773455
6.48832E-04	9.80352631
6.48865E-04	9.15828313
6.48889E-04	8.70922013
6.48894E-04	8.61778147
6.48913E-04	8.28746656
6.48937E-04	7.88924719
6.48961E-04	7.51285701
6.48963E-04	7.48751349
6.48985E-04	7.16355732
6.49009E-04	6.83556754
6.49031E-04	6.54984515
6.49033E-04	6.52826249
6.49053E-04	6.29477351
6.49076E-04	6.03698099
6.49099E-04	5.79610988
6.49100E-04	5.78779137
6.49122E-04	5.57702932
6.49146E-04	5.37355873
6.49169E-04	5.18471912
6.49192E-04	5.00968104
6.49203E-04	4.93168141
6.49215E-04	4.85058524
6.49238E-04	4.70642267
6.49254E-04	4.61671847
6.49269E-04	4.53187316
6.49285E-04	4.45166789
6.49302E-04	4.36771316
6.49306E-04	4.34808026
6.49321E-04	4.28411691
6.49340E-04	4.20720495
6.49359E-04	4.13578481
6.49378E-04	4.06949882
6.49396E-04	4.0080137
6.49415E-04	3.95099995
6.49430E-04	3.91015913
6.49434E-04	3.89880478
6.49453E-04	3.85270946
6.49472E-04	3.81019951
6.49491E-04	3.77100606
6.49510E-04	3.7348776
6.49529E-04	3.70157541
6.49548E-04	3.67088028
6.49567E-04	3.64258147
6.49586E-04	3.61648359
6.49595E-04	3.60435695
6.49601E-04	3.59724625
6.49619E-04	3.57749827
6.49637E-04	3.55932252
6.49655E-04	3.54258919
6.49673E-04	3.52717761
6.49691E-04	3.51297658
6.49709E-04	3.49988019
6.49727E-04	3.48779551
6.49745E-04	3.47663203
6.49763E-04	3.46630895
6.49781E-04	3.45675133
6.49800E-04	3.44789032
6.49815E-04	3.44092254
6.49824E-04	3.43753593
6.49848E-04	3.42904527
6.49872E-04	3.4214269
6.49896E-04	3.41457421
6.49920E-04	3.40839423
6.49944E-04	3.40280407
6.49968E-04	3.39773181
6.49995E-04	3.39248762
6.50026E-04	3.38719532
6.50057E-04	3.38245113
6.50088E-04	3.37817134
6.50119E-04	3.37428643
6.50150E-04	3.37073784
6.50197E-04	3.36594167
6.50243E-04	3.36166334
6.50289E-04	3.35780263
6.50336E-04	3.35428303
6.50382E-04	3.35104608
6.50444E-04	3.34709304
6.50513E-04	3.34309972
6.50551E-04	3.34105397
6.50626E-04	3.33723379
6.50681E-04	3.33468097
6.50702E-04	3.33395449
6.50778E-04	3.33155245
6.50853E-04	3.32937475
6.50929E-04	3.32739159
6.51004E-04	3.32557867
6.51080E-04	3.32391577
6.51176E-04	3.32198968
6.51273E-04	3.32024978
6.51369E-04	3.31867173
6.51465E-04	3.31723523
6.51561E-04	3.31592316
6.51658E-04	3.314721
6.51754E-04	3.31361634
6.51850E-04	3.31259853
6.51965E-04	3.31148557
6.52080E-04	3.31046969
6.52194E-04	3.30953948
6.52309E-04	3.30868522
6.52424E-04	3.30789852
6.52539E-04	3.30717213
6.52711E-04	3.30618213
6.52838E-04	3.30551861
6.52977E-04	3.30484853
6.53117E-04	3.30423239
6.53256E-04	3.30366427
6.53396E-04	3.30313904
6.53535E-04	3.30265227
6.53745E-04	3.30198585
6.53884E-04	3.30157925
6.54063E-04	3.30109551
6.54243E-04	3.30065093
6.54422E-04	3.30024104
6.54602E-04	3.29986202
6.54781E-04	3.29951055
6.54960E-04	3.29918374
6.55229E-04	3.29873438
6.55428E-04	3.29842943
6.55648E-04	3.29811814
6.55867E-04	3.2978294
6.56086E-04	3.29756079
6.56305E-04	3.29731015
6.56634E-04	3.29696383
6.56963E-04	3.29664826
6.57212E-04	3.29642693
6.57491E-04	3.29619506
6.57770E-04	3.29597828
6.58049E-04	3.29577496
6.58328E-04	3.29558366
6.58607E-04	3.29540312
6.59025E-04	3.29515012
6.59304E-04	3.29499197
6.59663E-04	3.29479951
6.60022E-04	3.29461793
6.60380E-04	3.29444599
6.60739E-04	3.29428261
6.61098E-04	3.29412685
6.61456E-04	3.29397791
6.61994E-04	3.29376577
6.62433E-04	3.2936017
6.62951E-04	3.29341662
6.63469E-04	3.29323991
6.63987E-04	3.29307056
6.64505E-04	3.29290769
6.65023E-04	3.29275039
6.65541E-04	3.29259792
6.66059E-04	3.2924498
6.66797E-04	3.29224567
6.67514E-04	3.29205356
6.68231E-04	3.29186696
6.68949E-04	3.29168512
6.69666E-04	3.29150744
6.70383E-04	3.29133337
6.71101E-04	3.29116248
6.72057E-04	3.29093893
6.73014E-04	3.29071961
6.73970E-04	3.29050392
6.74927E-04	3.29029134
6.75883E-04	3.29008146
6.76840E-04	3.28987393
6.77796E-04	3.28966853
6.79231E-04	3.28936369
6.80666E-04	3.2890621
6.82100E-04	3.28876333
6.83535E-04	3.28846692
6.84970E-04	3.28817252
6.87361E-04	3.28768554
6.89274E-04	3.28729868
