E(MeV)	mcnp/Sm-147:1	
1.34139E-04	12.57345772	
1.34473E-04	12.33768845	
1.34806E-04	12.12021637	
1.35099E-04	11.9454565	
1.35392E-04	11.78850174	
1.35684E-04	11.65322876	
1.35977E-04	11.54538631	
1.36204E-04	11.48668385	
1.36431E-04	11.4566803	
1.36658E-04	11.46384811	
1.36885E-04	11.52040005	
1.37060E-04	11.60984325	
1.37236E-04	11.75247383	
1.37412E-04	11.9649744	
1.37587E-04	12.2712059	
1.37723E-04	12.59493828	
1.37859E-04	13.01928043	
1.37996E-04	13.57672787	
1.38132E-04	14.3134346	
1.38237E-04	15.05035877	
1.38343E-04	15.98148727	
1.38448E-04	17.17144012	
1.38554E-04	18.71599579	
1.38636E-04	20.24458122	
1.38717E-04	22.16598892	
1.38799E-04	24.6274662	
1.38840E-04	26.1305275	
1.38881E-04	27.86281013	
1.38944E-04	31.13149643	
1.39008E-04	35.38455582	
1.39039E-04	38.00963974	
1.39071E-04	41.08191681	
1.39103E-04	44.70816422	
1.39134E-04	49.03348541	
1.39159E-04	52.99604416	
1.39184E-04	57.60327911	
1.39208E-04	62.99404907	
1.39233E-04	69.35942841	
1.39258E-04	76.88555908	
1.39282E-04	85.75199127	
1.39307E-04	96.27831268	
1.39332E-04	108.7638321	
1.39357E-04	124.2436905	
1.39383E-04	142.6095428	
1.39406E-04	162.6784821	
1.39430E-04	186.0753784	
1.39451E-04	210.2139587	
1.39472E-04	237.6970978	
1.39493E-04	268.7963257	
1.39514E-04	304.0177307	
1.39533E-04	338.7690125	
1.39552E-04	376.730835	
1.39587E-04	457.0226135	
1.39619E-04	542.4318237	
1.39649E-04	630.8026123	
1.39677E-04	719.6970825	
1.39727E-04	891.8726807	
1.39825E-04	1240.222778	
1.39870E-04	1380.533569	
1.39909E-04	1477.775391	
1.39961E-04	1560.643188	
1.40000E-04	1583.593872	
1.40048E-04	1561.806519	
1.40079E-04	1519.945557	
1.40111E-04	1454.610474	
1.40138E-04	1385.535278	
1.40185E-04	1243.326538	
1.40312E-04	803.0079346	
1.40368E-04	625.8724976	
1.40399E-04	538.0401001	
1.40433E-04	454.1515198	
1.40469E-04	376.3446045	
1.40490E-04	338.1573181	
1.40510E-04	303.7583618	
1.40530E-04	272.9157715	
1.40551E-04	245.4517517	
1.40574E-04	218.1793213	
1.40597E-04	194.5699768	
1.40621E-04	172.6833649	
1.40646E-04	153.9074097	
1.40673E-04	136.7259064	
1.40699E-04	122.2852478	
1.40728E-04	109.2729187	
1.40757E-04	98.41531372	
1.40788E-04	88.74340057	
1.40819E-04	80.7027359	
1.40849E-04	74.22992706	
1.40879E-04	68.72383881	
1.40909E-04	64.0267868	
1.40940E-04	59.95359039	
1.40969E-04	56.41632843	
1.41000E-04	53.30696106	
1.41060E-04	48.07895279	
1.41098E-04	45.265625	
1.41137E-04	42.78632355	
1.41214E-04	38.63513565	
1.41292E-04	35.28808212	
1.41369E-04	32.52962112	
1.41439E-04	30.42675209	
1.41510E-04	28.61797333	
1.41580E-04	27.04724693	
1.41650E-04	25.66966629	
1.41743E-04	24.08914375	
1.41836E-04	22.73726463	
1.41929E-04	21.56842232	
1.42022E-04	20.54944801	
1.42094E-04	19.84994698	
1.42238E-04	18.65045547	
1.42310E-04	18.14635277	
1.42366E-04	17.80478477	
1.42422E-04	17.51623726	
1.42478E-04	17.30352592	
1.42534E-04	17.20781136	
1.42577E-04	17.2586174	
1.42599E-04	17.34141922	
1.42620E-04	17.47353172	
1.42642E-04	17.66435051	
1.42664E-04	17.92384148	
1.42685E-04	18.26421547	
1.42707E-04	18.69994354	
1.42724E-04	19.11412239	
1.42740E-04	19.5986042	
1.42757E-04	20.16781044	
1.42774E-04	20.82568169	
1.42791E-04	21.58161926	
1.42808E-04	22.43733978	
1.42841E-04	24.49940109	
1.42867E-04	26.43623543	
1.42893E-04	28.69583511	
1.42919E-04	31.27253532	
1.42945E-04	34.18066406	
1.42972E-04	37.50699997	
1.43021E-04	44.13608551	
1.43080E-04	53.05586624	
1.43128E-04	60.06997299	
1.43186E-04	67.71068573	
1.43236E-04	72.34922791	
1.43280E-04	74.58935547	
1.43306E-04	74.98920441	
1.43322E-04	74.88420868	
1.43348E-04	74.14021301	
1.43377E-04	72.50991058	
1.43420E-04	68.62942505	
1.43454E-04	64.65861511	
1.43497E-04	58.80394363	
1.43594E-04	44.35630035	
1.43618E-04	40.88757324	
1.43644E-04	37.36798859	
1.43673E-04	33.85394669	
1.43700E-04	30.77274132	
1.43727E-04	28.03118706	
1.43755E-04	25.61755943	
1.43782E-04	23.52470398	
1.43799E-04	22.33641243	
1.43817E-04	21.26580811	
1.43835E-04	20.3044014	
1.43852E-04	19.44635582	
1.43870E-04	18.68151855	
1.43887E-04	18.00330925	
1.43905E-04	17.40267181	
1.43923E-04	16.87173653	
1.43945E-04	16.27748871	
1.43968E-04	15.77229977	
1.43991E-04	15.34180355	
1.44014E-04	14.97330189	
1.44036E-04	14.6590786	
1.44059E-04	14.38737392	
1.44105E-04	13.94707775	
1.44134E-04	13.71788216	
1.44163E-04	13.52014637	
1.44222E-04	13.19222164	
1.44281E-04	12.92493343	
1.44339E-04	12.69779778	
1.44415E-04	12.44386673	
1.44490E-04	12.22065926	
1.44642E-04	11.83790398	
1.44837E-04	11.42731476	
1.45032E-04	11.07975578	
1.45285E-04	10.69565487	
1.45537E-04	10.36664867	
1.45862E-04	10.00730991	
1.46188E-04	9.713237762	
1.46608E-04	9.427541733	
1.47028E-04	9.258077621	
1.47300E-04	9.228730202	
1.47525E-04	9.269680977	
1.47751E-04	9.386120796	
1.47977E-04	9.599531174	
1.48202E-04	9.941506386	
1.48377E-04	10.32519054	
1.48552E-04	10.8473711	
1.48727E-04	11.55156136	
1.48902E-04	12.49985981	
1.49037E-04	13.46049213	
1.49173E-04	14.6839571	
1.49308E-04	16.25553703	
1.49444E-04	18.29683495	
1.49549E-04	20.31606102	
1.49654E-04	22.84300995	
1.49759E-04	26.0530014	
1.49812E-04	27.98616028	
1.49864E-04	30.19220734	
1.49946E-04	34.28178406	
1.50027E-04	39.42975998	
1.50068E-04	42.51589203	
1.50109E-04	46.0295372	
1.50150E-04	50.05401611	
1.50190E-04	54.6902504	
1.50233E-04	60.2979126	
1.50275E-04	66.94443512	
1.50314E-04	74.23828888	
1.50353E-04	82.95999146	
1.50389E-04	92.5969696	
1.50426E-04	104.1960678	
1.50459E-04	117.1057739	
1.50493E-04	132.5655518	
1.50524E-04	149.7243652	
1.50555E-04	170.2909698	
1.50584E-04	192.973999	
1.50612E-04	219.6825562	
1.50639E-04	248.8541565	
1.50666E-04	282.8074036	
1.50690E-04	319.1074219	
1.50715E-04	360.7486572	
1.50737E-04	402.817627	
1.50759E-04	449.8008728	
1.50781E-04	502.1635742	
1.50804E-04	560.1640015	
1.50843E-04	678.4550171	
1.50861E-04	740.2186279	
1.50897E-04	870.9915771	
1.50946E-04	1074.699463	
1.51003E-04	1341.332764	
1.51077E-04	1696.370361	
1.51138E-04	1975.655762	
1.51184E-04	2147.130127	
1.51212E-04	2233.025146	
1.51255E-04	2324.370117	
1.51300E-04	2363.9729	
1.51324E-04	2360.997314	
1.51371E-04	2307.096191	
1.51416E-04	2197.836914	
1.51464E-04	2032.983154	
1.51505E-04	1865.200317	
1.51574E-04	1544.913696	
1.51658E-04	1157.700806	
1.51690E-04	1022.450867	
1.51724E-04	889.1210938	
1.51762E-04	760.2495117	
1.51802E-04	639.6392822	
1.51824E-04	580.2679443	
1.51846E-04	526.4581299	
1.51868E-04	477.843811	
1.51891E-04	434.157196	
1.51916E-04	390.6291199	
1.51941E-04	352.2966003	
1.51968E-04	316.2132263	
1.51995E-04	285.0440674	
1.52024E-04	256.1166992	
1.52053E-04	231.3795776	
1.52084E-04	208.5660553	
1.52115E-04	189.2221375	
1.52149E-04	171.529953	
1.52183E-04	156.5517731	
1.52220E-04	142.8826447	
1.52256E-04	131.2624512	
1.52296E-04	120.5382919	
1.52335E-04	111.3501205	
1.52378E-04	102.8153381	
1.52421E-04	95.43682098	
1.52467E-04	88.52098846	
1.52513E-04	82.49998474	
1.52602E-04	72.8409729	
1.52691E-04	65.11395264	
1.52780E-04	58.81445694	
1.52869E-04	53.59250641	
1.52983E-04	48.05348206	
1.53098E-04	43.53422165	
1.53213E-04	39.78791046	
1.53327E-04	36.63080215	
1.53475E-04	33.23561859	
1.53623E-04	30.42498589	
1.53771E-04	28.06205559	
1.53919E-04	26.04992676	
1.54110E-04	23.85741234	
1.54301E-04	22.01455116	
1.54491E-04	20.44447899	
1.54682E-04	19.09066963	
1.54929E-04	17.59095001	
1.55175E-04	16.3070755	
1.55421E-04	15.1928854	
1.55668E-04	14.21272087	
1.55909E-04	13.35787869	
1.56150E-04	12.58797646	
1.56423E-04	11.79988861	
1.56697E-04	11.08588505	
1.56970E-04	10.43571758	
1.57243E-04	9.841667175	
1.57455E-04	9.418410301	
1.57667E-04	9.027432442	
1.57879E-04	8.670905113	
1.58090E-04	8.352750778	
1.58254E-04	8.137708664	
1.58419E-04	7.956551552	
1.58583E-04	7.817424774	
1.58747E-04	7.732565403	
1.58874E-04	7.715518475	
1.59001E-04	7.754168034	
1.59128E-04	7.865529537	
1.59255E-04	8.074433327	
1.59353E-04	8.326055527	
1.59452E-04	8.682630539	
1.59550E-04	9.178824425	
1.59649E-04	9.868299484	
1.59725E-04	10.58605671	
1.59801E-04	11.52839661	
1.59878E-04	12.79200554	
1.59916E-04	13.59372616	
1.59954E-04	14.54490185	
1.59984E-04	15.41642475	
1.60013E-04	16.4344101	
1.60043E-04	17.63263893	
1.60072E-04	19.05499077	
1.60102E-04	20.76356697	
1.60131E-04	22.84658051	
1.60161E-04	25.39642715	
1.60191E-04	28.54450798	
1.60214E-04	31.50040436	
1.60236E-04	34.98825073	
1.60259E-04	39.13808823	
1.60282E-04	44.03575134	
1.60305E-04	49.85716629	
1.60328E-04	56.72066498	
1.60351E-04	64.80220795	
1.60374E-04	74.28192139	
1.60392E-04	82.76013184	
1.60410E-04	92.30387115	
1.60427E-04	102.9974365	
1.60445E-04	114.9481277	
1.60463E-04	128.2505646	
1.60481E-04	142.9948273	
1.60499E-04	159.2635345	
1.60516E-04	177.1291351	
1.60535E-04	197.453186	
1.60553E-04	219.4841003	
1.60588E-04	265.2893677	
1.60634E-04	337.2829285	
1.60662E-04	386.2460632	
1.60712E-04	479.6844788	
1.60793E-04	636.9499512	
1.60847E-04	732.9787598	
1.60900E-04	808.5869751	
1.60935E-04	844.904541	
1.60982E-04	870.5951538	
1.61000E-04	873.550415	
1.61043E-04	864.2178955	
1.61089E-04	831.1845093	
1.61144E-04	763.4848633	
1.61224E-04	634.2093506	
1.61264E-04	565.0799561	
1.61334E-04	453.6629333	
1.61362E-04	415.6986084	
1.61400E-04	371.3859558	
1.61430E-04	343.1688843	
1.61459E-04	322.8722534	
1.61485E-04	308.9030762	
1.61509E-04	299.8444519	
1.61531E-04	294.478302	
1.61552E-04	291.7078857	
1.61589E-04	291.2046814	
1.61621E-04	294.0809021	
1.61661E-04	299.9447327	
1.61698E-04	305.6607666	
1.61750E-04	310.9301453	
1.61804E-04	309.5131836	
1.61818E-04	307.7808533	
1.61852E-04	300.7384949	
1.61883E-04	290.7937622	
1.61933E-04	269.537262	
1.61970E-04	249.20047	
1.62018E-04	220.5192871	
1.62126E-04	153.3325195	
1.62153E-04	138.0769348	
1.62182E-04	122.6975098	
1.62214E-04	107.9035568	
1.62248E-04	93.80937195	
1.62281E-04	82.3706665	
1.62313E-04	72.91571045	
1.62346E-04	65.33110046	
1.62379E-04	59.51509857	
1.62400E-04	56.60851288	
1.62421E-04	54.32946014	
1.62443E-04	52.6160965	
1.62464E-04	51.43957138	
1.62485E-04	50.77209473	
1.62506E-04	50.58438492	
1.62527E-04	50.85558319	
1.62548E-04	51.57557678	
1.62586E-04	53.97080994	
1.62624E-04	57.85557175	
1.62643E-04	60.39238739	
1.62662E-04	63.38214111	
1.62681E-04	66.84249878	
1.62700E-04	70.84999084	
1.62717E-04	74.98565674	
1.62734E-04	79.63395691	
1.62752E-04	84.89231873	
1.62769E-04	90.82736206	
1.62801E-04	103.8400345	
1.62817E-04	111.4510498	
1.62832E-04	119.9181442	
1.62862E-04	138.1470184	
1.62891E-04	160.3251343	
1.62918E-04	184.8807678	
1.62946E-04	214.1192169	
1.62971E-04	245.9511261	
1.62996E-04	282.7659607	
1.63019E-04	320.5762634	
1.63041E-04	363.1611023	
1.63064E-04	411.1182556	
1.63087E-04	465.0232544	
1.63107E-04	518.2297363	
1.63127E-04	576.1602783	
1.63164E-04	696.9239502	
1.63199E-04	824.8085938	
1.63246E-04	1020.731323	
1.63327E-04	1400.798584	
1.63383E-04	1674.079712	
1.63440E-04	1931.407837	
1.63474E-04	2063.724854	
1.63506E-04	2168.619629	
1.63559E-04	2291.4375	
1.63600E-04	2335.072266	
1.63631E-04	2335.534912	
1.63678E-04	2284.02832	
1.63710E-04	2215.599121	
1.63760E-04	2063.638916	
1.63797E-04	1922.064331	
1.63861E-04	1641.486328	
1.63940E-04	1284.335449	
1.64002E-04	1021.369629	
1.64037E-04	890.2719727	
1.64074E-04	763.8508911	
1.64114E-04	644.6618652	
1.64137E-04	585.899231	
1.64160E-04	532.6535645	
1.64182E-04	484.5655212	
1.64205E-04	441.4115906	
1.64230E-04	398.5900574	
1.64255E-04	360.8042908	
1.64282E-04	325.2747498	
1.64310E-04	294.5094299	
1.64339E-04	266.0550232	
1.64369E-04	241.6687622	
1.64400E-04	219.3209229	
1.64432E-04	200.4167786	
1.64467E-04	183.0627289	
1.64501E-04	168.448822	
1.64538E-04	155.0596313	
1.64575E-04	143.7220154	
1.64616E-04	133.2344818	
1.64656E-04	124.2620697	
1.64695E-04	116.7375946	
1.64733E-04	110.117363	
1.64811E-04	98.99599457	
1.64888E-04	90.00792694	
1.64965E-04	82.58696747	
1.65065E-04	74.72626495	
1.65165E-04	68.30570221	
1.65265E-04	62.96471024	
1.65365E-04	58.44884109	
1.65494E-04	53.57178497	
1.65622E-04	49.51229858	
1.65751E-04	46.08338547	
1.65880E-04	43.15149689	
1.66046E-04	39.93789673	
1.66212E-04	37.22970963	
1.66378E-04	34.91480637	
1.66544E-04	32.91306305	
1.66759E-04	30.69439888	
1.66973E-04	28.79905701	
1.67187E-04	27.158535	
1.67402E-04	25.72204399	
1.67650E-04	24.26516724	
1.67878E-04	23.07899666	
1.68106E-04	22.01362228	
1.68335E-04	21.04851341	
1.68563E-04	20.16697502	
1.68917E-04	18.92780495	
1.69270E-04	17.80415344	
1.69544E-04	16.99450302	
1.69681E-04	16.60611534	
1.69818E-04	16.22802734	
1.69924E-04	15.94187832	
1.70030E-04	15.66241932	
1.70136E-04	15.39123631	
1.70243E-04	15.13126087	
1.70325E-04	14.94176483	
1.70407E-04	14.76822948	
1.70489E-04	14.62029457	
1.70571E-04	14.51767445	
1.70635E-04	14.49516869	
1.70667E-04	14.51492023	
1.70699E-04	14.56553841	
1.70731E-04	14.65827465	
1.70762E-04	14.80795288	
1.70794E-04	15.03664112	
1.70826E-04	15.37190056	
1.70848E-04	15.68398762	
1.70870E-04	16.08038712	
1.70892E-04	16.5816021	
1.70914E-04	17.2052021	
1.70936E-04	17.97915077	
1.70958E-04	18.93237114	
1.70980E-04	20.10231972	
1.71001E-04	21.52339935	
1.71023E-04	23.2430172	
1.71045E-04	25.31903267	
1.71067E-04	27.78138542	
1.71089E-04	30.69682312	
1.71111E-04	34.12736511	
1.71133E-04	38.13045883	
1.71155E-04	42.76109695	
1.71177E-04	48.10811996	
1.71202E-04	55.18615723	
1.71227E-04	63.32526779	
1.71253E-04	72.57774353	
1.71278E-04	82.97174835	
1.71303E-04	94.49523163	
1.71329E-04	107.1302109	
1.71354E-04	120.7778473	
1.71379E-04	135.3399353	
1.71417E-04	158.4535522	
1.71468E-04	190.5463867	
1.71512E-04	218.2093048	
1.71559E-04	245.106842	
1.71601E-04	264.647583	
1.71654E-04	282.1821594	
1.71700E-04	289.2789917	
1.71742E-04	288.4894104	
1.71789E-04	279.665741	
1.71828E-04	266.4762268	
1.71875E-04	245.0971527	
1.71945E-04	205.6698303	
1.72046E-04	145.8771973	
1.72073E-04	131.1086731	
1.72100E-04	117.2513428	
1.72128E-04	104.4935608	
1.72155E-04	92.92767334	
1.72182E-04	82.55994415	
1.72209E-04	73.37721252	
1.72236E-04	65.32209778	
1.72263E-04	58.33456421	
1.72290E-04	52.33405304	
1.72317E-04	47.21587372	
1.72345E-04	42.88846207	
1.72372E-04	39.24569321	
1.72399E-04	36.19811249	
1.72426E-04	33.64498138	
1.72452E-04	31.57019043	
1.72479E-04	29.83179855	
1.72505E-04	28.37369537	
1.72532E-04	27.14624023	
1.72558E-04	26.10827065	
1.72585E-04	25.22324371	
1.72611E-04	24.46388245	
1.72638E-04	23.80805206	
1.72672E-04	23.07886124	
1.72706E-04	22.45753098	
1.72740E-04	21.91735077	
1.72775E-04	21.44241524	
1.72843E-04	20.64034271	
1.72911E-04	19.97887039	
1.72999E-04	19.27122116	
1.73088E-04	18.68110275	
1.73176E-04	18.17778015	
1.73264E-04	17.74123764	
1.73378E-04	17.25344276	
1.73492E-04	16.83165169	
1.73605E-04	16.46145439	
1.73719E-04	16.13273621	
1.73866E-04	15.7574234	
1.74013E-04	15.42698574	
1.74307E-04	14.86919785	
1.74686E-04	14.29189777	
1.75066E-04	13.83007526	
1.75401E-04	13.4994278	
1.75736E-04	13.23275089	
1.76183E-04	12.96701241	
1.76630E-04	12.80434418	
1.76976E-04	12.76157856	
1.77322E-04	12.81017017	
1.77590E-04	12.92941952	
1.77858E-04	13.14768791	
1.78066E-04	13.41343021	
1.78170E-04	13.59071541	
1.78273E-04	13.80762291	
1.78354E-04	14.0108757	
1.78434E-04	14.25442791	
1.78515E-04	14.55197906	
1.78595E-04	14.92813778	
1.78658E-04	15.30102444	
1.78720E-04	15.78694725	
1.78751E-04	16.09220123	
1.78782E-04	16.45308304	
1.78814E-04	16.88827324	
1.78845E-04	17.41704369	
1.78869E-04	17.90872765	
1.78893E-04	18.48491096	
1.78917E-04	19.16506767	
1.78941E-04	19.9725914	
1.78965E-04	20.92875099	
1.78990E-04	22.05570984	
1.79014E-04	23.38596916	
1.79038E-04	24.95772934	
1.79057E-04	26.34928131	
1.79075E-04	27.9084034	
1.79094E-04	29.65942574	
1.79112E-04	31.61909676	
1.79130E-04	33.80388641	
1.79149E-04	36.22961807	
1.79168E-04	38.91101074	
1.79186E-04	41.87569427	
1.79223E-04	48.62598801	
1.79260E-04	56.54373932	
1.79297E-04	65.61248779	
1.79316E-04	70.55259705	
1.79352E-04	81.12547302	
1.79407E-04	98.16293335	
1.79508E-04	129.6676178	
1.79554E-04	141.9441986	
1.79609E-04	153.1259155	
1.79656E-04	158.7023468	
1.79700E-04	159.9703064	
1.79730E-04	158.6412659	
1.79760E-04	155.521225	
1.79785E-04	151.6188049	
1.79831E-04	141.9942932	
1.79881E-04	128.2229614	
1.79941E-04	109.4531708	
1.80034E-04	79.97879791	
1.80061E-04	72.24726105	
1.80114E-04	58.32680511	
1.80144E-04	51.45817184	
1.80174E-04	45.38947678	
1.80205E-04	40.15618134	
1.80235E-04	35.68544769	
1.80255E-04	33.20886993	
1.80274E-04	30.99944496	
1.80294E-04	29.06339264	
1.80313E-04	27.36473465	
1.80333E-04	25.88809967	
1.80352E-04	24.62132263	
1.80372E-04	23.5367775	
1.80391E-04	22.60912132	
1.80417E-04	21.62597847	
1.80442E-04	20.84631729	
1.80467E-04	20.24089622	
1.80492E-04	19.77765656	
1.80518E-04	19.43533707	
1.80543E-04	19.18983078	
1.80568E-04	19.0254364	
1.80594E-04	18.9262619	
1.80626E-04	18.87607574	
1.80659E-04	18.89440155	
1.80724E-04	19.07904053	
1.80789E-04	19.39954376	
1.80854E-04	19.81386948	
1.80938E-04	20.45453072	
1.81022E-04	21.19837189	
1.81190E-04	22.98230743	
1.81407E-04	25.9188652	
1.81624E-04	29.74594879	
1.81730E-04	32.05018997	
1.81837E-04	34.70344162	
1.81943E-04	37.77367783	
1.82050E-04	41.34041595	
1.82184E-04	46.69221878	
1.82318E-04	53.26275253	
1.82452E-04	61.44029236	
1.82585E-04	71.77552795	
1.82655E-04	78.24465179	
1.82724E-04	85.66294098	
1.82789E-04	93.53726959	
1.82853E-04	102.5772247	
1.82913E-04	112.2081451	
1.82972E-04	123.2922668	
1.83027E-04	135.1113434	
1.83083E-04	148.7593689	
1.83134E-04	163.3740387	
1.83185E-04	180.3277893	
1.83233E-04	198.4863434	
1.83280E-04	219.5355072	
1.83324E-04	242.2912598	
1.83368E-04	268.6856079	
1.83409E-04	297.1572266	
1.83450E-04	330.1495667	
1.83488E-04	365.6443787	
1.83526E-04	406.752533	
1.83561E-04	450.7079773	
1.83596E-04	501.0867615	
1.83629E-04	554.6207275	
1.83662E-04	615.0872192	
1.83693E-04	678.5870361	
1.83723E-04	749.8552246	
1.83779E-04	898.835083	
1.83834E-04	1076.955811	
1.83884E-04	1264.504028	
1.83930E-04	1462.164185	
1.83975E-04	1666.496338	
1.84094E-04	2273.724609	
1.84167E-04	2640.135742	
1.84240E-04	2958.209717	
1.84281E-04	3098.875	
1.84332E-04	3229.869141	
1.84366E-04	3282.313232	
1.84400E-04	3306.009033	
1.84447E-04	3289.919922	
1.84471E-04	3260.969971	
1.84539E-04	3104.070557	
1.84577E-04	2973.616699	
1.84629E-04	2762.683594	
1.84723E-04	2311.365479	
1.84803E-04	1916.302124	
1.84845E-04	1713.311157	
1.84891E-04	1511.312622	
1.84939E-04	1315.715454	
1.84981E-04	1165.873291	
1.85022E-04	1032.300415	
1.85063E-04	914.2950439	
1.85105E-04	811.144043	
1.85136E-04	741.2814941	
1.85168E-04	678.9268799	
1.85202E-04	619.2633667	
1.85236E-04	566.489624	
1.85272E-04	516.7306519	
1.85309E-04	472.9935608	
1.85348E-04	431.8547668	
1.85387E-04	395.9937134	
1.85430E-04	362.402832	
1.85472E-04	333.2380676	
1.85517E-04	305.8351746	
1.85563E-04	282.0202637	
1.85612E-04	259.5612183	
1.85661E-04	239.974823	
1.85714E-04	221.5547485	
1.85767E-04	205.3871613	
1.85824E-04	190.0690613	
1.85882E-04	176.5877228	
1.85943E-04	163.8019409	
1.86005E-04	152.5323944	
1.86072E-04	141.7826538	
1.86138E-04	132.2629547	
1.86210E-04	123.1687393	
1.86282E-04	115.1061096	
1.86360E-04	107.3802872	
1.86438E-04	100.5116043	
1.86606E-04	88.03852844	
1.86788E-04	77.33834839	
1.86963E-04	69.01927948	
1.87138E-04	62.16760254	
1.87313E-04	56.44176865	
1.87488E-04	51.59461975	
1.87700E-04	46.63631821	
1.87886E-04	42.92974091	
1.88072E-04	39.70137405	
1.88258E-04	36.86178589	
1.88444E-04	34.33678818	
1.88732E-04	30.912714	
1.88876E-04	29.37935638	
1.89021E-04	27.94768906	
1.89132E-04	26.9018116	
1.89244E-04	25.90558815	
1.89356E-04	24.95963478	
1.89467E-04	24.06531525	
1.89554E-04	23.41244316	
1.89640E-04	22.8038044	
1.89727E-04	22.25555611	
1.89813E-04	21.80195427	
1.89880E-04	21.56098938	
1.89947E-04	21.49044418	
1.89981E-04	21.55709839	
1.90014E-04	21.72420692	
1.90048E-04	22.02638817	
1.90081E-04	22.50987244	
1.90107E-04	23.04819298	
1.90133E-04	23.76709747	
1.90159E-04	24.71478653	
1.90185E-04	25.93970108	
1.90211E-04	27.5086956	
1.90237E-04	29.49326897	
1.90263E-04	31.97316933	
1.90289E-04	35.03493881	
1.90309E-04	37.90602493	
1.90329E-04	41.23159409	
1.90349E-04	45.10404205	
1.90370E-04	49.53717804	
1.90390E-04	54.6268158	
1.90410E-04	60.45169449	
1.90430E-04	67.01967621	
1.90450E-04	74.44676971	
1.90481E-04	87.73464966	
1.90513E-04	103.289978	
1.90544E-04	121.2376251	
1.90575E-04	141.6083221	
1.90608E-04	165.3314667	
1.90638E-04	189.3573761	
1.90666E-04	213.151474	
1.90727E-04	268.5126038	
1.90786E-04	324.0793152	
1.90827E-04	359.9680786	
1.90866E-04	391.1226501	
1.90925E-04	427.4051208	
1.90954E-04	439.678894	
1.91005E-04	451.2402649	
1.91021E-04	451.8850403	
1.91058E-04	448.1244202	
1.91101E-04	434.9221497	
1.91159E-04	403.6629333	
1.91205E-04	370.6253967	
1.91263E-04	322.9068604	
1.91309E-04	282.5981445	
1.91393E-04	212.2850342	
1.91425E-04	187.7555695	
1.91460E-04	163.6529846	
1.91498E-04	140.4775848	
1.91518E-04	129.297287	
1.91539E-04	118.9626617	
1.91559E-04	109.9205933	
1.91579E-04	101.6530991	
1.91598E-04	94.16120911	
1.91618E-04	87.35404968	
1.91638E-04	81.2213974	
1.91658E-04	75.71485901	
1.91678E-04	70.79557037	
1.91697E-04	66.41081238	
1.91723E-04	61.44140244	
1.91748E-04	57.1667366	
1.91774E-04	53.49482346	
1.91799E-04	50.35184097	
1.91825E-04	47.6399765	
1.91850E-04	45.30417252	
1.91876E-04	43.2924614	
1.91901E-04	41.5401268	
1.91934E-04	39.61004257	
1.91967E-04	37.97074509	
1.92000E-04	36.56708908	
1.92032E-04	35.35434723	
1.92065E-04	34.28865433	
1.92098E-04	33.34715652	
1.92164E-04	31.74100685	
1.92207E-04	30.84523392	
1.92250E-04	30.04597664	
1.92321E-04	28.9077034	
1.92391E-04	27.94296074	
1.92462E-04	27.13419533	
1.92532E-04	26.48937416	
1.92587E-04	26.12976265	
1.92614E-04	26.00928307	
1.92641E-04	25.93808556	
1.92669E-04	25.92648697	
1.92696E-04	25.98611259	
1.92723E-04	26.13168907	
1.92751E-04	26.3814373	
1.92772E-04	26.65817642	
1.92793E-04	27.02020454	
1.92814E-04	27.47736359	
1.92835E-04	28.04123878	
1.92857E-04	28.72712898	
1.92878E-04	29.54357147	
1.92899E-04	30.51119232	
1.92920E-04	31.6429882	
1.92953E-04	33.74069214	
1.92986E-04	36.30487823	
1.93019E-04	39.36293411	
1.93051E-04	42.94852066	
1.93090E-04	47.76749039	
1.93109E-04	50.42250824	
1.93147E-04	56.17731476	
1.93204E-04	65.71173859	
1.93300E-04	82.24739838	
1.93348E-04	89.66929626	
1.93397E-04	95.8873291	
1.93430E-04	98.99020386	
1.93463E-04	101.0753021	
1.93500E-04	102.0934143	
1.93537E-04	101.6617584	
1.93566E-04	100.3286209	
1.93600E-04	97.67141724	
1.93629E-04	94.63708496	
1.93698E-04	84.96198273	
1.93762E-04	74.1151886	
1.93824E-04	63.27294922	
1.93886E-04	53.06765366	
1.93914E-04	48.79619217	
1.93943E-04	44.86225891	
1.93971E-04	41.27104187	
1.93999E-04	38.04463196	
1.94036E-04	34.40969849	
1.94072E-04	31.35104752	
1.94091E-04	30.01681709	
1.94109E-04	28.80771828	
1.94127E-04	27.70493698	
1.94145E-04	26.71462631	
1.94169E-04	25.57679367	
1.94192E-04	24.59256172	
1.94216E-04	23.73366356	
1.94239E-04	22.99405289	
1.94263E-04	22.35367203	
1.94287E-04	21.79598236	
1.94310E-04	21.31424904	
1.94334E-04	20.89447212	
1.94364E-04	20.43029404	
1.94394E-04	20.03883743	
1.94425E-04	19.70254898	
1.94455E-04	19.41098976	
1.94485E-04	19.15553093	
1.94516E-04	18.92697334	
1.94577E-04	18.53295135	
1.94655E-04	18.10813522	
1.94734E-04	17.74191856	
1.94812E-04	17.41524696	
1.94890E-04	17.11680031	
1.94992E-04	16.76278305	
1.95093E-04	16.4361496	
1.95295E-04	15.84186649	
1.95556E-04	15.15691948	
1.95817E-04	14.53472996	
1.95900E-04	14.34822083	
1.96171E-04	13.76238728	
1.96306E-04	13.48252201	
1.96441E-04	13.21062279	
1.96651E-04	12.80642414	
1.96756E-04	12.61419487	
