TOF,usX	Sigma,barn
126.64	5.97544
126.68	5.8962
126.72	5.83342
126.76	5.78419
126.8	5.74642
126.84	5.71837
126.88	5.69877
126.92	5.68664
126.96	5.68136
127	5.68244
127.04	5.68993
127.08	5.70409
127.12	5.72572
127.16	5.75605
127.2	5.79681
127.24	5.8507
127.28	5.92125
127.32	6.01358
127.36	6.13449
127.4	6.29456
127.44	6.50607
127.48	6.78775
127.52	7.16104
127.56	7.65378
127.6	8.2978
127.64	9.13183
127.68	10.1926
127.72	11.5175
127.76	13.1376
127.8	15.0769
127.84	17.3358
127.88	19.8964
127.92	22.712
127.96	25.6971
128	28.7336
128.04	31.6925
128.08	34.4188
128.12	36.745
128.16	38.5272
128.2	39.6463
128.24	40.0229
128.28	39.6297
128.32	38.4939
128.36	36.696
128.4	34.3522
128.44	31.6131
128.48	28.6398
128.52	25.5884
128.56	22.5943
128.6	19.7643
128.64	17.1847
128.68	14.9064
128.72	12.9547
128.76	11.3169
128.8	9.97948
128.84	8.90811
128.88	8.06867
128.92	7.41911
128.96	6.92504
129	6.55295
129.04	6.27502
129.08	6.06837
129.12	5.91488
129.16	5.80085
129.2	5.7153
129.24	5.65093
129.28	5.60227
129.32	5.56517
129.36	5.53697
129.4	5.51555
129.44	5.49952
129.48	5.48773
129.52	5.4794
129.56	5.4739
129.6	5.47081
129.64	5.46978
129.68	5.47057
129.72	5.47304
129.76	5.47701
129.8	5.48233
129.84	5.48888
129.88	5.49655
129.92	5.5052
129.96	5.51477
130	5.52515
130.04	5.53628
130.08	5.54806
130.12	5.56043
130.16	5.57336
130.2	5.58689
130.24	5.60107
130.28	5.61594
130.32	5.63154
130.36	5.6479
130.4	5.66507
130.44	5.68308
130.48	5.70195
130.52	5.72174
130.56	5.74243
130.6	5.76406
130.64	5.78662
130.68	5.81014
130.72	5.83467
130.76	5.86022
130.8	5.88685
130.84	5.91457
130.88	5.94348
130.92	5.97365
130.96	6.00518
131	6.03815
131.04	6.07266
131.08	6.10884
131.12	6.14677
131.16	6.1866
131.2	6.2284
131.24	6.27234
131.28	6.31854
131.32	6.36727
131.36	6.41872
131.4	6.47317
131.44	6.53089
131.48	6.59209
131.52	6.65709
131.56	6.72609
131.6	6.79946
131.64	6.87752
131.68	6.96064
131.72	7.04922
131.76	7.14346
131.8	7.24368
131.84	7.34998
131.88	7.46263
131.92	7.58165
131.96	7.70712
132	7.83904
132.04	7.97815
132.08	8.12555
132.12	8.28235
132.16	8.4502
132.2	8.63207
132.24	8.83152
132.28	9.05189
132.32	9.2991
132.36	9.57972
132.4	9.90132
132.44	10.2726
132.48	10.703
132.52	11.2059
132.56	11.7927
132.6	12.477
132.64	13.2766
132.68	14.2089
132.72	15.2973
132.76	16.5692
132.8	18.0587
132.84	19.8227
132.88	21.933
132.92	24.4845
132.96	27.5948
133	31.4371
133.04	36.2198
133.08	42.1687
133.12	49.5548
133.16	58.6617
133.2	69.7441
133.24	83.0851
133.28	98.9003
133.32	117.202
133.36	138.008
133.4	161.146
133.44	186.212
133.48	212.592
133.52	239.572
133.56	266.208
133.6	291.43
133.64	314.073
133.68	333.064
133.72	347.39
133.76	356.231
133.8	359.08
133.84	355.636
133.88	346.289
133.92	331.641
133.96	312.289
134	289.22
134.04	263.651
134.08	236.69
134.12	209.394
134.16	182.658
134.2	157.318
134.24	133.951
134.28	112.888
134.32	94.3051
134.36	78.316
134.4	64.7912
134.44	53.526
134.48	44.3288
134.52	36.9227
134.56	31.0129
134.6	26.3591
134.64	22.7007
134.68	19.8206
134.72	17.5512
134.76	15.7429
134.8	14.2824
134.84	13.0768
134.88	12.0693
134.92	11.2149
134.96	10.4796
135	9.84253
135.04	9.28793
135.08	8.80286
135.12	8.37889
135.16	8.00935
135.2	7.68773
135.24	7.40713
135.28	7.16346
135.32	6.95121
135.36	6.76558
135.4	6.60359
135.44	6.4609
135.48	6.33473
135.52	6.22267
135.56	6.12248
135.6	6.03216
135.64	5.95051
135.68	5.87657
135.72	5.80969
135.76	5.74958
135.8	5.69601
135.84	5.64905
135.88	5.60901
135.92	5.57612
135.96	5.55043
136	5.53204
136.04	5.52097
136.08	5.517
136.12	5.51974
136.16	5.52873
136.2	5.54338
136.24	5.56272
136.28	5.58544
136.32	5.6103
136.36	5.63597
136.4	5.66076
136.44	5.68266
136.48	5.69968
136.52	5.71003
136.56	5.71203
136.6	5.70472
136.64	5.68732
136.68	5.65958
136.72	5.62209
136.76	5.57588
136.8	5.52243
136.84	5.46351
136.88	5.40106
136.92	5.33696
136.96	5.2728
137	5.21023
137.04	5.15068
137.08	5.09499
137.12	5.0439
137.16	4.9978
137.2	4.95683
137.24	4.92084
137.28	4.88965
137.32	4.86282
137.36	4.83985
137.4	4.82027
137.44	4.80354
137.48	4.78916
137.52	4.77662
137.56	4.76556
137.6	4.75568
137.64	4.74669
137.68	4.73846
137.72	4.73085
137.76	4.72378
137.8	4.7172
137.84	4.7111
137.88	4.70544
137.92	4.70022
137.96	4.69539
138	4.69094
138.04	4.68683
138.08	4.68304
138.12	4.67953
138.16	4.67628
138.2	4.67326
138.24	4.67044
138.28	4.66779
138.32	4.66528
138.36	4.66289
138.4	4.66061
138.44	4.65843
138.48	4.65633
138.52	4.65432
138.56	4.65238
138.6	4.65051
138.64	4.64871
138.68	4.64698
138.72	4.64532
138.76	4.64373
138.8	4.6422
138.84	4.64073
138.88	4.63933
138.92	4.63798
138.96	4.6367
139	4.63548
139.04	4.63431
139.08	4.6332
139.12	4.63214
139.16	4.63113
139.2	4.63018
139.24	4.62927
139.28	4.6284
139.32	4.62759
139.36	4.62681
139.4	4.62607
139.44	4.62538
139.48	4.62472
139.52	4.62409
139.56	4.6235
139.6	4.62294
139.64	4.62241
139.68	4.6219
139.72	4.62143
139.76	4.62098
139.8	4.62056
139.84	4.62017
139.88	4.61981
139.92	4.61947
139.96	4.61916
140	4.61887
140.04	4.61861
140.08	4.61837
140.12	4.61816
140.16	4.61797
140.2	4.6178
140.24	4.61766
140.28	4.61753
140.32	4.61742
140.36	4.61734
140.4	4.61727
140.44	4.61721
140.48	4.61718
140.52	4.61716
140.56	4.61715
140.6	4.61716
140.64	4.61718
140.68	4.61721
140.72	4.61725
140.76	4.6173
140.8	4.61736
140.84	4.61744
140.88	4.61751
140.92	4.6176
140.96	4.61769
141	4.61779
141.04	4.6179
141.08	4.618
141.12	4.61812
141.16	4.61823
141.2	4.61835
141.24	4.61848
141.28	4.6186
141.32	4.61873
141.36	4.61886
141.4	4.61899
141.44	4.61912
141.48	4.61925
141.52	4.61939
141.56	4.61952
141.6	4.61966
141.64	4.61979
141.68	4.61993
141.72	4.62007
141.76	4.62022
141.8	4.62036
141.84	4.62052
141.88	4.62067
141.92	4.62083
141.96	4.62099
142	4.62116
142.04	4.62133
142.08	4.62151
142.12	4.62169
142.16	4.62188
142.2	4.62207
142.24	4.62227
142.28	4.62247
142.32	4.62267
142.36	4.62288
142.4	4.62309
142.44	4.62331
142.48	4.62353
142.52	4.62375
142.56	4.62398
142.6	4.62421
142.64	4.62444
142.68	4.62468
142.72	4.62492
142.76	4.62516
142.8	4.62541
142.84	4.62566
142.88	4.62591
142.92	4.62616
142.96	4.62642
143	4.62668
143.04	4.62694
143.08	4.62721
143.12	4.62748
143.16	4.62775
143.2	4.62802
143.24	4.6283
143.28	4.62858
143.32	4.62886
143.36	4.62914
143.4	4.62943
143.44	4.62972
143.48	4.63001
143.52	4.63031
143.56	4.6306
143.6	4.63091
143.64	4.63121
143.68	4.63152
143.72	4.63183
143.76	4.63214
143.8	4.63246
143.84	4.63278
143.88	4.6331
143.92	4.63342
143.96	4.63375
144	4.63408
144.04	4.63441
144.08	4.63475
144.12	4.63508
144.16	4.63542
144.2	4.63576
144.24	4.63611
144.28	4.63646
144.32	4.63681
144.36	4.63716
144.4	4.63751
144.44	4.63787
144.48	4.63823
144.52	4.63859
144.56	4.63895
144.6	4.63932
144.64	4.63969
144.68	4.64005
144.72	4.64043
144.76	4.6408
144.8	4.64117
144.84	4.64155
144.88	4.64193
144.92	4.64231
144.96	4.6427
145	4.64308
145.04	4.64347
145.08	4.64386
145.12	4.64425
145.16	4.64464
145.2	4.64504
145.24	4.64544
145.28	4.64583
145.32	4.64624
145.36	4.64664
145.4	4.64704
145.44	4.64745
145.48	4.64786
145.52	4.64827
145.56	4.64868
145.6	4.64909
145.64	4.64951
145.68	4.64993
145.72	4.65035
145.76	4.65077
145.8	4.65119
145.84	4.65161
145.88	4.65204
145.92	4.65247
145.96	4.6529
146	4.65333
146.04	4.65376
146.08	4.6542
146.12	4.65463
146.16	4.65507
146.2	4.65551
146.24	4.65596
146.28	4.6564
146.32	4.65684
146.36	4.65729
146.4	4.65774
146.44	4.65819
146.48	4.65864
146.52	4.6591
146.56	4.65956
146.6	4.66001
146.64	4.66047
146.68	4.66093
146.72	4.6614
146.76	4.66186
146.8	4.66233
146.84	4.6628
146.88	4.66327
146.92	4.66374
146.96	4.66421
147	4.66469
147.04	4.66516
147.08	4.66564
147.12	4.66612
147.16	4.6666
147.2	4.66708
147.24	4.66756
147.28	4.66805
147.32	4.66853
147.36	4.66902
147.4	4.6695
147.44	4.66999
147.48	4.67048
147.52	4.67097
147.56	4.67146
147.6	4.67195
147.64	4.67244
147.68	4.67292
147.72	4.67341
147.76	4.67389
147.8	4.67438
147.84	4.67486
147.88	4.67534
147.92	4.67582
147.96	4.67629
148	4.67677
148.04	4.67724
148.08	4.6777
148.12	4.67817
148.16	4.67863
148.2	4.67908
148.24	4.67953
148.28	4.67998
148.32	4.68043
148.36	4.68086
148.4	4.6813
148.44	4.68173
148.48	4.68216
148.52	4.68258
148.56	4.683
148.6	4.68341
148.64	4.68382
148.68	4.68423
148.72	4.68463
148.76	4.68503
148.8	4.68542
148.84	4.68581
148.88	4.6862
148.92	4.68658
148.96	4.68696
149	4.68734
149.04	4.68771
149.08	4.68808
149.12	4.68845
149.16	4.68881
149.2	4.68917
149.24	4.68953
149.28	4.68988
149.32	4.69023
149.36	4.69058
149.4	4.69092
149.44	4.69126
149.48	4.6916
149.52	4.69193
149.56	4.69227
149.6	4.6926
149.64	4.69292
149.68	4.69324
149.72	4.69356
149.76	4.69388
149.8	4.6942
149.84	4.69451
149.88	4.69482
149.92	4.69513
149.96	4.69544
150	4.69574
150.04	4.69604
150.08	4.69634
150.12	4.69663
150.16	4.69693
150.2	4.69722
150.24	4.69751
150.28	4.6978
150.32	4.69808
150.36	4.69837
150.4	4.69865
150.44	4.69893
150.48	4.69921
150.52	4.69948
150.56	4.69976
150.6	4.70003
150.64	4.7003
150.68	4.70057
150.72	4.70084
150.76	4.70111
150.8	4.70137
150.84	4.70163
150.88	4.7019
150.92	4.70216
150.96	4.70242
151	4.70268
151.04	4.70293
151.08	4.70319
151.12	4.70344
151.16	4.7037
151.2	4.70395
151.24	4.70421
151.28	4.70446
151.32	4.70471
151.36	4.70496
151.4	4.70521
151.44	4.70545
151.48	4.7057
151.52	4.70595
151.56	4.7062
151.6	4.70644
151.64	4.70669
151.68	4.70693
151.72	4.70718
151.76	4.70742
151.8	4.70766
151.84	4.70791
151.88	4.70815
151.92	4.7084
151.96	4.70864
152	4.70888
152.04	4.70913
152.08	4.70937
152.12	4.70961
152.16	4.70986
152.2	4.7101
152.24	4.71034
152.28	4.71059
152.32	4.71083
152.36	4.71108
152.4	4.71132
152.44	4.71157
152.48	4.71182
152.52	4.71206
152.56	4.71231
152.6	4.71256
152.64	4.71281
152.68	4.71306
152.72	4.71331
152.76	4.71356
152.8	4.71381
152.84	4.71406
152.88	4.71432
152.92	4.71457
152.96	4.71483
153	4.71509
153.04	4.71534
153.08	4.7156
153.12	4.71586
153.16	4.71612
153.2	4.71638
153.24	4.71665
153.28	4.71691
153.32	4.71717
153.36	4.71744
153.4	4.7177
153.44	4.71797
153.48	4.71824
153.52	4.71851
153.56	4.71878
153.6	4.71904
153.64	4.71932
153.68	4.71959
153.72	4.71986
153.76	4.72013
153.8	4.7204
153.84	4.72068
153.88	4.72095
153.92	4.72123
153.96	4.7215
154	4.72178
154.04	4.72206
154.08	4.72233
154.12	4.72261
154.16	4.72289
154.2	4.72317
154.24	4.72345
154.28	4.72373
154.32	4.72401
154.36	4.72429
154.4	4.72458
154.44	4.72486
154.48	4.72514
154.52	4.72542
154.56	4.72571
154.6	4.72599
154.64	4.72628
154.68	4.72656
154.72	4.72685
154.76	4.72713
154.8	4.72742
154.84	4.72771
154.88	4.72799
154.92	4.72828
154.96	4.72857
155	4.72886
155.04	4.72914
155.08	4.72943
155.12	4.72972
155.16	4.73001
155.2	4.7303
155.24	4.73059
155.28	4.73088
155.32	4.73117
155.36	4.73146
155.4	4.73175
155.44	4.73204
155.48	4.73233
155.52	4.73262
155.56	4.73291
155.6	4.7332
155.64	4.73349
155.68	4.73378
155.72	4.73407
155.76	4.73436
155.8	4.73465
155.84	4.73494
155.88	4.73523
155.92	4.73552
155.96	4.73581
156	4.7361
156.04	4.73639
156.08	4.73668
156.12	4.73697
156.16	4.73727
156.2	4.73756
156.24	4.73785
156.28	4.73814
156.32	4.73843
156.36	4.73871
156.4	4.739
156.44	4.73929
156.48	4.73958
156.52	4.73987
156.56	4.74016
156.6	4.74045
156.64	4.74074
156.68	4.74102
156.72	4.74131
156.76	4.7416
156.8	4.74189
156.84	4.74217
156.88	4.74246
156.92	4.74274
156.96	4.74303
157	4.74332
157.04	4.7436
157.08	4.74389
157.12	4.74417
157.16	4.74445
157.2	4.74474
157.24	4.74502
157.28	4.7453
157.32	4.74558
157.36	4.74586
157.4	4.74614
157.44	4.74642
157.48	4.7467
157.52	4.74698
157.56	4.74726
157.6	4.74754
157.64	4.74782
157.68	4.74809
157.72	4.74837
157.76	4.74865
157.8	4.74892
157.84	4.7492
157.88	4.74947
157.92	4.74974
157.96	4.75002
158	4.75029
158.04	4.75056
158.08	4.75083
158.12	4.75111
158.16	4.75138
158.2	4.75165
158.24	4.75192
158.28	4.75219
158.32	4.75246
158.36	4.75273
158.4	4.75299
158.44	4.75326
158.48	4.75353
158.52	4.7538
158.56	4.75407
158.6	4.75433
158.64	4.7546
158.68	4.75487
158.72	4.75514
158.76	4.7554
158.8	4.75567
158.84	4.75594
158.88	4.7562
158.92	4.75647
158.96	4.75673
159	4.757
159.04	4.75726
159.08	4.75753
159.12	4.7578
159.16	4.75806
159.2	4.75833
159.24	4.75859
159.28	4.75886
159.32	4.75912
159.36	4.75939
159.4	4.75965
159.44	4.75992
159.48	4.76019
159.52	4.76045
159.56	4.76072
159.6	4.76098
159.64	4.76125
159.68	4.76152
159.72	4.76178
159.76	4.76205
159.8	4.76232
159.84	4.76258
159.88	4.76285
159.92	4.76312
159.96	4.76339
160	4.76365
160.04	4.76392
160.08	4.76419
160.12	4.76446
160.16	4.76473
160.2	4.765
160.24	4.76527
160.28	4.76554
160.32	4.76581
160.36	4.76608
160.4	4.76635
160.44	4.76662
160.48	4.7669
160.52	4.76717
160.56	4.76744
160.6	4.76771
160.64	4.76799
160.68	4.76826
160.72	4.76854
160.76	4.76881
160.8	4.76909
160.84	4.76937
160.88	4.76965
160.92	4.76992
160.96	4.7702
161	4.77048
161.04	4.77076
161.08	4.77104
161.12	4.77132
161.16	4.7716
161.2	4.77188
161.24	4.77217
161.28	4.77245
161.32	4.77273
161.36	4.77302
161.4	4.7733
161.44	4.77358
161.48	4.77387
161.52	4.77415
161.56	4.77444
161.6	4.77473
161.64	4.77501
161.68	4.7753
161.72	4.77559
161.76	4.77588
161.8	4.77616
161.84	4.77645
161.88	4.77674
161.92	4.77703
161.96	4.77732
162	4.77761
162.04	4.7779
162.08	4.77819
162.12	4.77848
162.16	4.77877
162.2	4.77906
162.24	4.77935
162.28	4.77964
162.32	4.77993
162.36	4.78022
162.4	4.78052
162.44	4.78081
162.48	4.7811
162.52	4.78139
162.56	4.78169
162.6	4.78198
162.64	4.78227
162.68	4.78256
162.72	4.78286
162.76	4.78315
162.8	4.78344
162.84	4.78374
162.88	4.78403
162.92	4.78432
162.96	4.78462
163	4.78491
163.04	4.7852
163.08	4.78549
163.12	4.78579
163.16	4.78608
163.2	4.78637
163.24	4.78667
163.28	4.78696
163.32	4.78725
163.36	4.78755
163.4	4.78784
163.44	4.78813
163.48	4.78842
163.52	4.78872
163.56	4.78901
163.6	4.7893
163.64	4.78959
163.68	4.78989
163.72	4.79018
163.76	4.79047
163.8	4.79076
163.84	4.79105
163.88	4.79134
163.92	4.79163
163.96	4.79192
164	4.79222
164.04	4.79251
164.08	4.7928
164.12	4.79308
164.16	4.79337
164.2	4.79366
164.24	4.79395
164.28	4.79424
164.32	4.79453
164.36	4.79481
164.4	4.7951
164.44	4.79539
164.48	4.79568
164.52	4.79596
164.56	4.79625
164.6	4.79653
164.64	4.79682
164.68	4.7971
164.72	4.79739
164.76	4.79767
164.8	4.79795
164.84	4.79823
164.88	4.79852
164.92	4.7988
164.96	4.79908
165	4.79936
165.04	4.79964
165.08	4.79992
165.12	4.8002
165.16	4.80048
165.2	4.80075
165.24	4.80103
165.28	4.80131
165.32	4.80158
165.36	4.80186
165.4	4.80213
165.44	4.80241
165.48	4.80268
165.52	4.80296
165.56	4.80323
165.6	4.8035
165.64	4.80377
165.68	4.80404
165.72	4.80431
165.76	4.80458
165.8	4.80485
165.84	4.80511
165.88	4.80538
165.92	4.80565
165.96	4.80591
166	4.80617
166.04	4.80644
166.08	4.8067
166.12	4.80696
166.16	4.80722
166.2	4.80748
166.24	4.80774
166.28	4.808
166.32	4.80826
166.36	4.80851
166.4	4.80877
166.44	4.80903
166.48	4.80928
166.52	4.80953
166.56	4.80978
166.6	4.81004
166.64	4.81029
166.68	4.81053
166.72	4.81078
166.76	4.81103
166.8	4.81128
166.84	4.81152
166.88	4.81177
166.92	4.81201
166.96	4.81225
167	4.81249
167.04	4.81273
167.08	4.81297
167.12	4.81321
167.16	4.81345
167.2	4.81368
167.24	4.81392
167.28	4.81415
167.32	4.81438
167.36	4.81461
167.4	4.81484
167.44	4.81507
167.48	4.8153
167.52	4.81552
167.56	4.81575
167.6	4.81597
167.64	4.8162
167.68	4.81642
167.72	4.81664
167.76	4.81686
167.8	4.81708
167.84	4.81729
167.88	4.81751
167.92	4.81772
167.96	4.81794
168	4.81815
168.04	4.81836
168.08	4.81857
168.12	4.81879
168.16	4.819
168.2	4.8192
168.24	4.81941
168.28	4.81962
168.32	4.81983
168.36	4.82003
168.4	4.82024
168.44	4.82044
168.48	4.82065
168.52	4.82085
168.56	4.82105
168.6	4.82125
168.64	4.82146
168.68	4.82166
168.72	4.82186
168.76	4.82206
168.8	4.82226
168.84	4.82246
168.88	4.82266
168.92	4.82286
168.96	4.82305
169	4.82325
169.04	4.82345
169.08	4.82365
169.12	4.82385
169.16	4.82404
169.2	4.82424
169.24	4.82444
169.28	4.82463
169.32	4.82483
169.36	4.82503
169.4	4.82522
169.44	4.82542
169.48	4.82562
169.52	4.82581
169.56	4.82601
169.6	4.82621
169.64	4.82641
169.68	4.8266
169.72	4.8268
169.76	4.827
169.8	4.8272
169.84	4.82739
169.88	4.82759
169.92	4.82779
169.96	4.82799
170	4.82819
170.04	4.82839
170.08	4.82859
170.12	4.82879
170.16	4.82899
170.2	4.8292
170.24	4.8294
170.28	4.8296
170.32	4.82981
170.36	4.83001
170.4	4.83022
170.44	4.83042
170.48	4.83063
170.52	4.83083
170.56	4.83104
170.6	4.83125
170.64	4.83146
170.68	4.83167
170.72	4.83188
170.76	4.83209
170.8	4.83231
170.84	4.83252
170.88	4.83274
170.92	4.83295
170.96	4.83317
171	4.83339
171.04	4.8336
171.08	4.83382
171.12	4.83404
171.16	4.83427
171.2	4.83449
171.24	4.83472
171.28	4.83494
171.32	4.83517
171.36	4.8354
171.4	4.83563
171.44	4.83586
171.48	4.83609
171.52	4.83632
171.56	4.83656
171.6	4.8368
171.64	4.83703
171.68	4.83727
171.72	4.83751
171.76	4.83776
171.8	4.838
171.84	4.83825
171.88	4.83849
171.92	4.83874
171.96	4.83899
172	4.83925
172.04	4.8395
172.08	4.83976
172.12	4.84002
172.16	4.84027
172.2	4.84054
172.24	4.8408
172.28	4.84106
172.32	4.84133
172.36	4.8416
172.4	4.84187
172.44	4.84215
172.48	4.84242
172.52	4.8427
172.56	4.84298
172.6	4.84326
172.64	4.84354
172.68	4.84383
172.72	4.84411
172.76	4.8444
172.8	4.8447
172.84	4.84499
172.88	4.84529
172.92	4.84559
172.96	4.84589
173	4.84619
173.04	4.8465
173.08	4.84681
173.12	4.84712
173.16	4.84743
173.2	4.84775
173.24	4.84807
173.28	4.84839
173.32	4.84871
173.36	4.84904
173.4	4.84937
173.44	4.8497
173.48	4.85003
173.52	4.85037
173.56	4.85071
173.6	4.85105
173.64	4.8514
173.68	4.85175
173.72	4.8521
173.76	4.85245
173.8	4.85281
173.84	4.85317
173.88	4.85353
173.92	4.8539
173.96	4.85427
174	4.85464
174.04	4.85501
174.08	4.85539
174.12	4.85577
174.16	4.85616
174.2	4.85654
174.24	4.85693
174.28	4.85733
174.32	4.85772
174.36	4.85812
174.4	4.85853
174.44	4.85893
174.48	4.85934
174.52	4.85976
174.56	4.86018
174.6	4.8606
174.64	4.86102
174.68	4.86145
174.72	4.86188
174.76	4.86231
174.8	4.86275
174.84	4.86318
174.88	4.86363
174.92	4.86407
174.96	4.86452
175	4.86497
175.04	4.86542
175.08	4.86587
175.12	4.86633
175.16	4.86679
175.2	4.86725
175.24	4.86771
175.28	4.86818
175.32	4.86864
175.36	4.86911
175.4	4.86958
175.44	4.87005
175.48	4.87053
175.52	4.871
175.56	4.87148
175.6	4.87196
175.64	4.87243
175.68	4.87291
175.72	4.87339
175.76	4.87388
175.8	4.87436
175.84	4.87484
175.88	4.87532
175.92	4.87581
175.96	4.87629
176	4.87678
176.04	4.87726
176.08	4.87775
176.12	4.87824
176.16	4.87872
176.2	4.87921
176.24	4.8797
176.28	4.88019
176.32	4.88068
176.36	4.88116
176.4	4.88165
176.44	4.88214
176.48	4.88263
176.52	4.88312
176.56	4.88361
176.6	4.88411
176.64	4.8846
176.68	4.88509
176.72	4.88558
176.76	4.88607
176.8	4.88657
176.84	4.88706
176.88	4.88755
176.92	4.88805
176.96	4.88854
177	4.88903
177.04	4.88953
177.08	4.89002
177.12	4.89052
177.16	4.89101
177.2	4.89151
177.24	4.89201
177.28	4.8925
177.32	4.893
177.36	4.8935
177.4	4.89399
177.44	4.89449
177.48	4.89499
177.52	4.89548
177.56	4.89598
177.6	4.89648
177.64	4.89698
177.68	4.89748
177.72	4.89798
177.76	4.89848
177.8	4.89898
177.84	4.89948
177.88	4.89998
177.92	4.90048
177.96	4.90098
178	4.90148
178.04	4.90199
178.08	4.90249
178.12	4.90299
178.16	4.9035
178.2	4.904
178.24	4.9045
178.28	4.90501
178.32	4.90552
178.36	4.90602
178.4	4.90653
178.44	4.90703
178.48	4.90754
178.52	4.90805
178.56	4.90856
178.6	4.90907
178.64	4.90958
178.68	4.91009
178.72	4.9106
178.76	4.91111
178.8	4.91162
178.84	4.91214
178.88	4.91265
178.92	4.91316
178.96	4.91368
179	4.9142
179.04	4.91471
179.08	4.91523
179.12	4.91575
179.16	4.91626
179.2	4.91678
179.24	4.9173
179.28	4.91782
179.32	4.91834
179.36	4.91887
179.4	4.91939
179.44	4.91991
179.48	4.92044
179.52	4.92096
179.56	4.92149
179.6	4.92202
179.64	4.92254
179.68	4.92307
179.72	4.9236
179.76	4.92413
179.8	4.92466
179.84	4.92519
179.88	4.92572
179.92	4.92626
179.96	4.92679
180	4.92732
180.04	4.92785
180.08	4.92839
180.12	4.92892
180.16	4.92945
180.2	4.92998
180.24	4.93051
180.28	4.93105
180.32	4.93158
180.36	4.93211
180.4	4.93264
180.44	4.93317
180.48	4.9337
180.52	4.93423
180.56	4.93475
180.6	4.93528
180.64	4.93581
180.68	4.93634
180.72	4.93688
180.76	4.93742
180.8	4.93796
180.84	4.93851
180.88	4.93907
180.92	4.93963
180.96	4.9402
181	4.94078
181.04	4.94136
181.08	4.94196
181.12	4.94257
181.16	4.94319
181.2	4.94383
181.24	4.94448
181.28	4.94514
181.32	4.94582
181.36	4.94651
181.4	4.94722
181.44	4.94794
181.48	4.94869
181.52	4.94944
181.56	4.95021
181.6	4.951
181.64	4.95179
181.68	4.9526
181.72	4.95342
181.76	4.95425
181.8	4.95509
181.84	4.95594
181.88	4.9568
181.92	4.95766
181.96	4.95853
182	4.95941
182.04	4.9603
182.08	4.96118
182.12	4.96207
182.16	4.96297
182.2	4.96387
182.24	4.96477
182.28	4.96568
182.32	4.9666
182.36	4.96752
182.4	4.96844
182.44	4.96938
182.48	4.97032
182.52	4.97128
182.56	4.97224
182.6	4.97321
182.64	4.9742
182.68	4.97519
182.72	4.9762
182.76	4.97722
182.8	4.97826
182.84	4.97931
182.88	4.98037
182.92	4.98145
182.96	4.98255
183	4.98366
183.04	4.98478
183.08	4.98592
183.12	4.98707
183.16	4.98824
183.2	4.98941
183.24	4.9906
183.28	4.9918
183.32	4.99301
183.36	4.99423
183.4	4.99546
183.44	4.9967
183.48	4.99795
183.52	4.9992
183.56	5.00046
183.6	5.00173
183.64	5.003
183.68	5.00428
183.72	5.00557
183.76	5.00686
183.8	5.00816
183.84	5.00947
183.88	5.01078
183.92	5.01211
183.96	5.01345
184	5.01481
184.04	5.01618
184.08	5.01756
184.12	5.01896
184.16	5.02038
184.2	5.02182
184.24	5.02328
184.28	5.02475
184.32	5.02625
184.36	5.02778
184.4	5.02933
184.44	5.0309
184.48	5.0325
184.52	5.03413
184.56	5.03578
184.6	5.03746
184.64	5.03916
184.68	5.04088
184.72	5.04262
184.76	5.04438
184.8	5.04616
184.84	5.04796
184.88	5.04978
184.92	5.05161
184.96	5.05345
185	5.05531
185.04	5.05719
185.08	5.05907
185.12	5.06097
185.16	5.06287
185.2	5.06479
185.24	5.06672
185.28	5.06865
185.32	5.0706
185.36	5.07256
185.4	5.07454
185.44	5.07653
185.48	5.07853
185.52	5.08055
185.56	5.08259
185.6	5.08465
185.64	5.08672
185.68	5.08881
185.72	5.09092
185.76	5.09305
185.8	5.09521
185.84	5.09738
185.88	5.09958
185.92	5.1018
185.96	5.10406
186	5.10635
186.04	5.10868
186.08	5.11105
186.12	5.11346
186.16	5.11593
186.2	5.11844
186.24	5.12102
186.28	5.12365
186.32	5.12635
186.36	5.12912
186.4	5.13196
186.44	5.13487
186.48	5.13787
186.52	5.14094
186.56	5.1441
186.6	5.14735
186.64	5.15069
186.68	5.15412
186.72	5.15766
186.76	5.16129
186.8	5.16502
186.84	5.16885
186.88	5.17279
186.92	5.17684
186.96	5.181
187	5.18527
187.04	5.18966
187.08	5.19416
187.12	5.19879
187.16	5.20355
187.2	5.20844
187.24	5.21348
187.28	5.21867
187.32	5.22402
187.36	5.22956
187.4	5.23532
187.44	5.24132
187.48	5.2476
187.52	5.25418
187.56	5.26111
187.6	5.26846
187.64	5.27628
187.68	5.28463
187.72	5.29358
187.76	5.30319
187.8	5.31353
187.84	5.32467
187.88	5.33668
187.92	5.34965
187.96	5.36366
188	5.37879
188.04	5.39509
188.08	5.41264
188.12	5.43151
188.16	5.45178
188.2	5.47344
188.24	5.49646
188.28	5.52089
188.32	5.54684
188.36	5.57431
188.4	5.60325
188.44	5.6336
188.48	5.66525
188.52	5.69819
188.56	5.73238
188.6	5.76783
188.64	5.80431
188.68	5.84159
188.72	5.87945
188.76	5.91759
188.8	5.95581
188.84	5.99383
188.88	6.03142
188.92	6.0683
188.96	6.10427
189	6.13903
189.04	6.17234
189.08	6.20385
189.12	6.23318
189.16	6.26007
189.2	6.28428
189.24	6.30561
189.28	6.32389
189.32	6.33895
189.36	6.35074
189.4	6.35922
189.44	6.36439
189.48	6.36634
189.52	6.36516
