TOF,usX	Sigma,barn
63.44	45.6762
63.48	26.6211
63.52	13.5387
63.56	7.949
63.6	6.03694
63.64	5.34607
63.68	5.10143
63.72	5.02361
63.76	4.99234
63.8	4.97615
63.84	4.96912
63.88	4.9686
63.92	4.97218
63.96	4.978
64	4.98513
64.04	4.99302
64.08	5.00126
64.12	5.00971
64.16	5.0183
64.2	5.02691
64.24	5.03546
64.28	5.04401
64.32	5.05267
64.36	5.0614
64.4	5.07014
64.44	5.07888
64.48	5.08763
64.52	5.09637
64.56	5.10511
64.6	5.11385
64.64	5.12257
64.68	5.13128
64.72	5.13997
64.76	5.14864
64.8	5.15728
64.84	5.1659
64.88	5.17449
64.92	5.18305
64.96	5.19158
65	5.20006
65.04	5.2085
65.08	5.2169
65.12	5.22534
65.16	5.23437
65.2	5.24473
65.24	5.25688
65.28	5.27023
65.32	5.28408
65.36	5.29808
65.4	5.31208
65.44	5.32609
65.48	5.34014
65.52	5.35424
65.56	5.3684
65.6	5.3826
65.64	5.39682
65.68	5.41105
65.72	5.42529
65.76	5.43972
65.8	5.45465
65.84	5.47127
65.88	5.49133
65.92	5.51478
65.96	5.53984
66	5.56561
66.04	5.59267
66.08	5.62259
66.12	5.6592
66.16	5.70413
66.2	5.75478
66.24	5.80952
66.28	5.87099
66.32	5.95181
66.36	6.06572
66.4	6.20846
66.44	6.36886
66.48	6.53895
66.52	6.7196
66.56	6.91401
66.6	7.12831
66.64	7.40714
66.68	7.87547
66.72	8.68458
66.76	9.89307
66.8	11.6232
66.84	14.6154
66.88	20.73
66.92	32.4681
66.96	50.9667
67	72.8828
67.04	88.0224
67.08	85.8938
67.12	67.7546
67.16	44.9179
67.2	26.9324
67.24	16.1258
67.28	10.7467
67.32	8.32336
67.36	7.21667
67.4	6.68805
67.44	6.42602
67.48	6.2904
67.52	6.2225
67.56	6.20683
67.6	6.23774
67.64	6.30425
67.68	6.40782
67.72	6.5746
67.76	6.86192
67.8	7.40544
67.84	8.52025
67.88	11.053
67.92	17.527
67.96	32.7593
68	59.8005
68.04	91.5317
68.08	110.473
68.12	106.01
68.16	87.8249
68.2	73.7657
68.24	68.3095
68.28	62.2043
68.32	48.4938
68.36	30.9463
68.4	16.9209
68.44	9.3052
68.48	6.2429
68.52	5.24657
68.56	4.92387
68.6	4.80947
68.64	4.77091
68.68	4.76311
68.72	4.76884
68.76	4.78127
68.8	4.79739
68.84	4.81595
68.88	4.83622
68.92	4.85784
68.96	4.88081
69	4.90525
69.04	4.93174
69.08	4.96036
69.12	4.9911
69.16	5.02435
69.2	5.06243
69.24	5.10866
69.28	5.16361
69.32	5.22556
69.36	5.29616
69.4	5.38736
69.44	5.5256
69.48	5.76806
69.52	6.22841
69.56	7.1015
69.6	8.85183
69.64	12.6837
69.68	20.7142
69.72	33.9214
69.76	48.587
69.8	56.5938
69.84	52.2533
69.88	38.5353
69.92	23.7788
69.96	13.6844
70	8.6268
70.04	6.50488
70.08	5.61079
70.12	5.2104
70.16	5.04063
70.2	4.97095
70.24	4.93706
70.28	4.91625
70.32	4.90327
70.36	4.89646
70.4	4.89447
70.44	4.89591
70.48	4.8995
70.52	4.90443
70.56	4.91028
70.6	4.9168
70.64	4.92376
70.68	4.93101
70.72	4.93848
70.76	4.94614
70.8	4.954
70.84	4.96205
70.88	4.97022
70.92	4.97845
70.96	4.9867
71	4.99495
71.04	5.00319
71.08	5.01141
71.12	5.01959
71.16	5.02774
71.2	5.03584
71.24	5.04387
71.28	5.05184
71.32	5.05975
71.36	5.06762
71.4	5.0755
71.44	5.08341
71.48	5.09138
71.52	5.09946
71.56	5.10766
71.6	5.11603
71.64	5.1246
71.68	5.1334
71.72	5.14257
71.76	5.15284
71.8	5.1645
71.84	5.17701
71.88	5.18983
71.92	5.20271
71.96	5.21562
72	5.22855
72.04	5.24148
72.08	5.25441
72.12	5.26735
72.16	5.28029
72.2	5.29325
72.24	5.3065
72.28	5.32061
72.32	5.33651
72.36	5.35513
72.4	5.376
72.44	5.39802
72.48	5.42057
72.52	5.44392
72.56	5.46851
72.6	5.49536
72.64	5.52578
72.68	5.5607
72.72	5.60155
72.76	5.65048
72.8	5.7094
72.84	5.78262
72.88	5.87832
72.92	6.00165
72.96	6.14732
73	6.30576
73.04	6.47282
73.08	6.64911
73.12	6.83525
73.16	7.03385
73.2	7.25399
73.24	7.53946
73.28	7.98697
73.32	8.71419
73.36	9.80038
73.4	11.2856
73.44	13.4087
73.48	16.9832
73.52	23.6022
73.56	35.2832
73.6	53.2447
73.64	76.0806
73.68	98.3008
73.72	110.683
73.76	106.838
73.8	88.5387
73.84	64.4398
73.88	42.7347
73.92	27.1682
73.96	17.7794
74	12.7641
74.04	10.1624
74.08	8.62752
74.12	7.55333
74.16	6.78565
74.2	6.28889
74.24	6.00464
74.28	5.84001
74.32	5.72399
74.36	5.62396
74.4	5.5317
74.44	5.44479
74.48	5.36321
74.52	5.28684
74.56	5.21748
74.6	5.16003
74.64	5.11861
74.68	5.09216
74.72	5.07534
74.76	5.06312
74.8	5.05254
74.84	5.04312
74.88	5.03511
74.92	5.02901
74.96	5.02521
75	5.02322
75.04	5.02228
75.08	5.02176
75.12	5.02156
75.16	5.02166
75.2	5.02217
75.24	5.02337
75.28	5.02541
75.32	5.02809
75.36	5.03111
75.4	5.03421
75.44	5.03735
75.48	5.0405
75.52	5.04368
75.56	5.04687
75.6	5.05008
75.64	5.05329
75.68	5.05651
75.72	5.05973
75.76	5.06295
75.8	5.06617
75.84	5.06939
75.88	5.07261
75.92	5.07584
75.96	5.07908
76	5.08231
76.04	5.08556
76.08	5.08882
76.12	5.09208
76.16	5.09536
76.2	5.09864
76.24	5.10192
76.28	5.10519
76.32	5.10846
76.36	5.11171
76.4	5.11495
76.44	5.11816
76.48	5.12136
76.52	5.12457
76.56	5.12781
76.6	5.1311
76.64	5.13446
76.68	5.13792
76.72	5.14149
76.76	5.14533
76.8	5.14979
76.84	5.15512
76.88	5.16118
76.92	5.16769
76.96	5.17437
77	5.18106
77.04	5.18774
77.08	5.19442
77.12	5.20111
77.16	5.20781
77.2	5.21451
77.24	5.22122
77.28	5.22793
77.32	5.23465
77.36	5.24138
77.4	5.2481
77.44	5.25482
77.48	5.26155
77.52	5.26828
77.56	5.27502
77.6	5.28176
77.64	5.28851
77.68	5.29527
77.72	5.30204
77.76	5.30882
77.8	5.31561
77.84	5.32241
77.88	5.32922
77.92	5.33604
77.96	5.34287
78	5.3497
78.04	5.35653
78.08	5.36335
78.12	5.37017
78.16	5.37697
78.2	5.38376
78.24	5.39062
78.28	5.39778
78.32	5.4055
78.36	5.41436
78.4	5.425
78.44	5.43763
78.48	5.45171
78.52	5.4665
78.56	5.48177
78.6	5.49774
78.64	5.51473
78.68	5.53341
78.72	5.5545
78.76	5.57769
78.8	5.60224
78.84	5.62823
78.88	5.65676
78.92	5.68908
78.96	5.7268
79	5.77051
79.04	5.81942
79.08	5.87282
79.12	5.93262
79.16	6.00441
79.2	6.0967
79.24	6.21481
79.28	6.35638
79.32	6.51842
79.36	6.69521
79.4	6.88785
79.44	7.10004
79.48	7.34821
79.52	7.677
79.56	8.19105
79.6	9.03618
79.64	10.3977
79.68	12.5585
79.72	16.1445
79.76	22.6406
79.8	34.1949
79.84	53.0087
79.88	79.0288
79.92	108.04
79.96	131.172
80	139.587
80.04	129.532
80.08	105.11
80.12	75.3116
80.16	48.6619
80.2	29.5169
80.24	17.7738
80.28	11.4582
80.32	8.33617
80.36	6.8569
80.4	6.16026
80.44	5.80568
80.48	5.60848
80.52	5.48912
80.56	5.41325
80.6	5.36679
80.64	5.34215
80.68	5.3342
80.72	5.33908
80.76	5.35483
80.8	5.38407
80.84	5.43456
80.88	5.52524
80.92	5.69375
80.96	6.01253
81	6.61585
81.04	7.76971
81.08	9.90479
81.12	13.5271
81.16	18.8887
81.2	25.4368
81.24	31.5881
81.28	35.196
81.32	34.81
81.36	30.5413
81.4	24.0673
81.44	17.4882
81.48	12.3267
81.52	8.97521
81.56	7.09562
81.6	6.12172
81.64	5.62165
81.68	5.35429
81.72	5.2093
81.76	5.13337
81.8	5.09397
81.84	5.07209
81.88	5.05807
81.92	5.04828
81.96	5.04135
82	5.0368
82.04	5.03432
82.08	5.03352
82.12	5.03401
82.16	5.03542
82.2	5.03746
82.24	5.03993
82.28	5.04273
82.32	5.04582
82.36	5.04916
82.4	5.05267
82.44	5.05632
82.48	5.06004
82.52	5.06384
82.56	5.06769
82.6	5.07156
82.64	5.07543
82.68	5.07926
82.72	5.08308
82.76	5.08688
82.8	5.09066
82.84	5.09444
82.88	5.09822
82.92	5.10199
82.96	5.10577
83	5.10956
83.04	5.11336
83.08	5.11717
83.12	5.121
83.16	5.12484
83.2	5.12869
83.24	5.13255
83.28	5.13641
83.32	5.14029
83.36	5.14417
83.4	5.14806
83.44	5.152
83.48	5.15603
83.52	5.16012
83.56	5.16425
83.6	5.1684
83.64	5.17255
83.68	5.17671
83.72	5.18088
83.76	5.18504
83.8	5.1892
83.84	5.19336
83.88	5.19751
83.92	5.20165
83.96	5.20578
84	5.20989
84.04	5.21399
84.08	5.21806
84.12	5.22215
84.16	5.22629
84.2	5.23055
84.24	5.23497
84.28	5.23961
84.32	5.24448
84.36	5.24954
84.4	5.25473
84.44	5.26003
84.48	5.26554
84.52	5.27139
84.56	5.27772
84.6	5.28455
84.64	5.2918
84.68	5.29947
84.72	5.30769
84.76	5.31681
84.8	5.32727
84.84	5.33953
84.88	5.35379
84.92	5.36983
84.96	5.38716
85	5.40561
85.04	5.42523
85.08	5.44689
85.12	5.4722
85.16	5.50642
85.2	5.55788
85.24	5.63973
85.28	5.77045
85.32	5.98094
85.36	6.33008
85.4	6.93023
85.44	7.94346
85.48	9.5271
85.52	11.7096
85.56	14.2531
85.6	16.6064
85.64	18.1075
85.68	18.2391
85.72	16.9419
85.76	14.6412
85.8	12.0118
85.84	9.66018
85.88	7.90958
85.92	6.7778
85.96	6.12854
86	5.78238
86.04	5.60762
86.08	5.52393
86.12	5.48677
86.16	5.47294
86.2	5.47019
86.24	5.47298
86.28	5.47931
86.32	5.48873
86.36	5.5014
86.4	5.51762
86.44	5.53766
86.48	5.56232
86.52	5.59202
86.56	5.62805
86.6	5.67129
86.64	5.72512
86.68	5.79756
86.72	5.9072
86.76	6.0927
86.8	6.42922
86.84	7.04692
86.88	8.16316
86.92	10.1136
86.96	13.2022
87	17.6875
87.04	23.3002
87.08	29.2197
87.12	34.0521
87.16	36.3905
87.2	35.5026
87.24	31.6604
87.28	25.9835
87.32	20.0471
87.36	14.9142
87.4	11.1559
87.44	8.74071
87.48	7.31324
87.52	6.50983
87.56	6.05807
87.6	5.79913
87.64	5.6511
87.68	5.56733
87.72	5.52173
87.76	5.49656
87.8	5.4812
87.84	5.47063
87.88	5.46281
87.92	5.45702
87.96	5.45301
88	5.45069
88.04	5.44997
88.08	5.45077
88.12	5.45285
88.16	5.45586
88.2	5.45952
88.24	5.46359
88.28	5.46795
88.32	5.47261
88.36	5.47759
88.4	5.48294
88.44	5.48861
88.48	5.49454
88.52	5.50065
88.56	5.50687
88.6	5.51328
88.64	5.52004
88.68	5.52728
88.72	5.53516
88.76	5.54373
88.8	5.55281
88.84	5.56219
88.88	5.57169
88.92	5.58129
88.96	5.59097
89	5.60072
89.04	5.6105
89.08	5.62031
89.12	5.63013
89.16	5.63995
89.2	5.64974
89.24	5.6595
89.28	5.66926
89.32	5.67901
89.36	5.68875
89.4	5.6985
89.44	5.70827
89.48	5.71805
89.52	5.72786
89.56	5.7377
89.6	5.74758
89.64	5.7575
89.68	5.76745
89.72	5.77739
89.76	5.78729
89.8	5.79714
89.84	5.8069
89.88	5.81654
89.92	5.82604
89.96	5.83545
90	5.84489
90.04	5.8545
90.08	5.86443
90.12	5.8748
90.16	5.88576
90.2	5.89745
90.24	5.91012
90.28	5.9246
90.32	5.94181
90.36	5.96185
90.4	5.984
90.44	6.00757
90.48	6.03199
90.52	6.05681
90.56	6.08194
90.6	6.1073
90.64	6.13282
90.68	6.15845
90.72	6.18418
90.76	6.21007
90.8	6.23612
90.84	6.26235
90.88	6.28875
90.92	6.31532
90.96	6.34206
91	6.36896
91.04	6.39603
91.08	6.42327
91.12	6.45068
91.16	6.47828
91.2	6.50612
91.24	6.53427
91.28	6.56274
91.32	6.59145
91.36	6.62032
91.4	6.64932
91.44	6.67861
91.48	6.70837
91.52	6.7388
91.56	6.77032
91.6	6.80384
91.64	6.84036
91.68	6.8811
91.72	6.92713
91.76	6.9785
91.8	7.03478
91.84	7.09586
91.88	7.16286
91.92	7.23708
91.96	7.32005
92	7.41361
92.04	7.5192
92.08	7.63764
92.12	7.76795
92.16	7.90838
92.2	8.05758
92.24	8.21504
92.28	8.38362
92.32	8.57157
92.36	8.78886
92.4	9.04783
92.44	9.35941
92.48	9.72429
92.52	10.1397
92.56	10.6038
92.6	11.1104
92.64	11.655
92.68	12.2348
92.72	12.8644
92.76	13.5522
92.8	14.3217
92.84	15.2302
92.88	16.3954
92.92	17.9742
92.96	20.2243
93	23.3847
93.04	27.7461
93.08	33.8316
93.12	42.4969
93.16	55.3917
93.2	75.2203
93.24	106.008
93.28	151.567
93.32	214.352
93.36	294.729
93.4	386.905
93.44	477.49
93.48	552.094
93.52	594.174
93.56	593.991
93.6	551.421
93.64	475.036
93.68	382.262
93.72	288.056
93.76	205.398
93.8	139.867
93.84	92.6353
93.88	61.0289
93.92	40.9645
93.96	28.5094
94	20.8287
94.04	15.9858
94.08	12.8074
94.12	10.7171
94.16	9.32131
94.2	8.38185
94.24	7.7319
94.28	7.26256
94.32	6.90088
94.36	6.60533
94.4	6.35331
94.44	6.13265
94.48	5.93886
94.52	5.77068
94.56	5.62696
94.6	5.50699
94.64	5.40814
94.68	5.32782
94.72	5.26296
94.76	5.21038
94.8	5.16705
94.84	5.13081
94.88	5.10014
94.92	5.07378
94.96	5.05123
95	5.03327
95.04	5.02091
95.08	5.01562
95.12	5.01912
95.16	5.03359
95.2	5.06298
95.24	5.11442
95.28	5.19861
95.32	5.32754
95.36	5.51126
95.4	5.74808
95.44	6.02349
95.48	6.30858
95.52	6.55501
95.56	6.71699
95.6	6.75934
95.64	6.67241
95.68	6.4752
95.72	6.20868
95.76	5.92163
95.8	5.65421
95.84	5.43216
95.88	5.26779
95.92	5.15523
95.96	5.08395
96	5.04083
96.04	5.01513
96.08	4.99978
96.12	4.99099
96.16	4.98685
96.2	4.98629
96.24	4.9885
96.28	4.99271
96.32	4.99827
96.36	5.00479
96.4	5.01203
96.44	5.01981
96.48	5.02795
96.52	5.03641
96.56	5.04513
96.6	5.05409
96.64	5.06332
96.68	5.0729
96.72	5.08288
96.76	5.09329
96.8	5.10415
96.84	5.1155
96.88	5.12735
96.92	5.13971
96.96	5.15263
97	5.16623
97.04	5.18063
97.08	5.19598
97.12	5.2124
97.16	5.23005
97.2	5.2491
97.24	5.26975
97.28	5.29218
97.32	5.31663
97.36	5.34335
97.4	5.3731
97.44	5.40647
97.48	5.44365
97.52	5.48471
97.56	5.53043
97.6	5.58291
97.64	5.64477
97.68	5.72243
97.72	5.82406
97.76	5.96124
97.8	6.14612
97.84	6.39197
97.88	6.71507
97.92	7.14319
97.96	7.72175
98	8.54172
98.04	9.72316
98.08	11.4806
98.12	14.0607
98.16	17.7037
98.2	22.5513
98.24	28.4046
98.28	35.0566
98.32	41.6938
98.36	47.3803
98.4	51.1309
98.44	52.2897
98.48	50.5875
98.52	46.3421
98.56	40.29
98.6	33.5071
98.64	26.8631
98.68	20.9614
98.72	16.2228
98.76	12.6555
98.8	10.137
98.84	8.447
98.88	7.34251
98.92	6.63236
98.96	6.1838
99	5.89285
99.04	5.70736
99.08	5.58666
99.12	5.5081
99.16	5.4541
99.2	5.41583
99.24	5.38752
99.28	5.36633
99.32	5.35015
99.36	5.33804
99.4	5.32926
99.44	5.32309
99.48	5.31886
99.52	5.31612
99.56	5.31456
99.6	5.31415
99.64	5.31492
99.68	5.31697
99.72	5.32032
99.76	5.32487
99.8	5.33038
99.84	5.33659
99.88	5.34329
99.92	5.35031
99.96	5.35751
100	5.36503
100.04	5.3731
100.08	5.38201
100.12	5.39218
100.16	5.40438
100.2	5.41952
100.24	5.43863
100.28	5.46287
100.32	5.49357
100.36	5.53251
100.4	5.58253
100.44	5.64878
100.48	5.74254
100.52	5.87889
100.56	6.08216
100.6	6.3696
100.64	6.76396
100.68	7.27043
100.72	7.86955
100.76	8.51536
100.8	9.13482
100.84	9.65198
100.88	9.96779
100.92	10.0373
100.96	9.8453
101	9.42637
101.04	8.85344
101.08	8.22149
101.12	7.60222
101.16	7.06155
101.2	6.62566
101.24	6.30607
101.28	6.08282
101.32	5.93916
101.36	5.85459
101.4	5.80932
101.44	5.79027
101.48	5.78835
101.52	5.79766
101.56	5.81464
101.6	5.83718
101.64	5.86428
101.68	5.89525
101.72	5.92993
101.76	5.96938
101.8	6.01454
101.84	6.06591
101.88	6.1241
101.92	6.18997
101.96	6.26546
102	6.35524
102.04	6.46866
102.08	6.62244
102.12	6.84553
102.16	7.18476
102.2	7.71327
102.24	8.55037
102.28	9.85684
102.32	11.8821
102.36	14.869
102.4	19.2536
102.44	25.1534
102.48	32.7039
102.52	41.7979
102.56	51.6617
102.6	61.3012
102.64	69.4268
102.68	74.7967
102.72	76.4861
102.76	74.1937
102.8	68.3095
102.84	59.8298
102.88	50.0255
102.92	40.164
102.96	31.2655
103	23.9064
103.04	18.2635
103.08	14.2065
103.12	11.4262
103.16	9.58234
103.2	8.37397
103.24	7.57583
103.28	7.04085
103.32	6.68092
103.36	6.44131
103.4	6.28639
103.44	6.19038
103.48	6.13279
103.52	6.09906
103.56	6.07878
103.6	6.06598
103.64	6.05699
103.68	6.05047
103.72	6.04555
103.76	6.04212
103.8	6.04029
103.84	6.0402
103.88	6.04216
103.92	6.04647
103.96	6.05334
104	6.06283
104.04	6.07484
104.08	6.0891
104.12	6.10522
104.16	6.12292
104.2	6.14192
104.24	6.16196
104.28	6.18288
104.32	6.2047
104.36	6.22743
104.4	6.25106
104.44	6.27551
104.48	6.30064
104.52	6.32634
104.56	6.35248
104.6	6.37895
104.64	6.40583
104.68	6.43332
104.72	6.4616
104.76	6.49087
104.8	6.52133
104.84	6.55304
104.88	6.58586
104.92	6.61964
104.96	6.65421
105	6.68944
105.04	6.72521
105.08	6.76171
105.12	6.79916
105.16	6.83781
105.2	6.87787
105.24	6.91959
105.28	6.96314
105.32	7.00867
105.36	7.05631
105.4	7.10619
105.44	7.15843
105.48	7.21314
105.52	7.2704
105.56	7.33031
105.6	7.39288
105.64	7.45816
105.68	7.52632
105.72	7.59793
105.76	7.67372
105.8	7.75441
105.84	7.84058
105.88	7.93204
105.92	8.02809
105.96	8.12806
106	8.23131
106.04	8.33724
106.08	8.44527
106.12	8.55514
106.16	8.6671
106.2	8.78181
106.24	8.90087
106.28	9.02591
106.32	9.15913
106.36	9.3034
106.4	9.46116
106.44	9.63422
106.48	9.82291
106.52	10.0264
106.56	10.244
106.6	10.475
106.64	10.7191
106.68	10.9781
106.72	11.2561
106.76	11.5597
106.8	11.8966
106.84	12.276
106.88	12.7058
106.92	13.191
106.96	13.7327
107	14.331
107.04	14.9854
107.08	15.6967
107.12	16.4689
107.16	17.3192
107.2	18.2714
107.24	19.3615
107.28	20.6352
107.32	22.1387
107.36	23.9193
107.4	26.0152
107.44	28.4587
107.48	31.2771
107.52	34.5154
107.56	38.2546
107.6	42.6342
107.64	47.9468
107.68	54.6233
107.72	63.3501
107.76	75.0764
107.8	91.0138
107.84	112.573
107.88	141.203
107.92	178.221
107.96	224.459
108	280.085
108.04	343.766
108.08	413.117
108.12	484.031
108.16	551.115
108.2	608.232
108.24	649.248
108.28	669.557
108.32	666.569
108.36	640.611
108.4	594.739
108.44	534.107
108.48	464.98
108.52	393.626
108.56	324.812
108.6	262.508
108.64	208.66
108.68	163.909
108.72	127.853
108.76	99.5998
108.8	77.8844
108.84	61.4642
108.88	49.225
108.92	40.1136
108.96	33.3619
109	28.3125
109.04	24.5035
109.08	21.5731
109.12	19.2866
109.16	17.4676
109.2	16.0019
109.24	14.8028
109.28	13.809
109.32	12.9791
109.36	12.2797
109.4	11.6851
109.44	11.1751
109.48	10.734
109.52	10.3516
109.56	10.0214
109.6	9.74064
109.64	9.50949
109.68	9.33121
109.72	9.21247
109.76	9.16566
109.8	9.21146
109.84	9.37889
109.88	9.70486
109.92	10.231
109.96	10.997
110	12.0369
110.04	13.3631
110.08	14.9586
110.12	16.7767
110.16	18.714
110.2	20.6263
110.24	22.3638
110.28	23.7441
110.32	24.6247
110.36	24.9154
110.4	24.6101
110.44	23.7905
110.48	22.6047
110.52	21.2621
110.56	19.9862
110.6	19.0035
110.64	18.5423
110.68	18.8302
110.72	20.117
110.76	22.6892
110.8	26.862
110.84	32.975
110.88	41.3355
110.92	52.1485
110.96	65.3937
111	80.8152
111.04	97.7653
111.08	115.1
111.12	131.49
111.16	145.457
111.2	155.486
111.24	160.47
111.28	159.817
111.32	153.606
111.36	142.549
111.4	127.882
111.44	111.062
111.48	93.5675
111.52	76.6985
111.56	61.3948
111.6	48.2061
111.64	37.4146
111.68	28.9277
111.72	22.5325
111.76	17.8968
111.8	14.6881
111.84	12.5945
111.88	11.3625
111.92	10.8009
111.96	10.7715
112	11.1727
112.04	11.9193
112.08	12.9241
112.12	14.0883
112.16	15.2901
112.2	16.3989
112.24	17.2778
112.28	17.8088
112.32	17.91
112.36	17.5528
112.4	16.7657
112.44	15.6294
112.48	14.258
112.52	12.7824
112.56	11.3102
112.6	9.94507
112.64	8.75279
112.68	7.75635
112.72	6.96347
112.76	6.35278
112.8	5.89711
112.84	5.56451
112.88	5.32396
112.92	5.15208
112.96	5.02877
113	4.94012
113.04	4.87601
113.08	4.82918
113.12	4.79441
113.16	4.76789
113.2	4.74692
113.24	4.7297
113.28	4.71498
113.32	4.70179
113.36	4.68987
113.4	4.67905
113.44	4.66915
113.48	4.65999
113.52	4.65151
113.56	4.64372
113.6	4.63668
113.64	4.63036
113.68	4.62472
113.72	4.61968
113.76	4.61519
113.8	4.61119
113.84	4.60765
113.88	4.60452
113.92	4.60176
113.96	4.59934
114	4.59722
114.04	4.59537
114.08	4.59375
114.12	4.59235
114.16	4.59116
114.2	4.59016
114.24	4.58933
114.28	4.58867
114.32	4.58816
114.36	4.5878
114.4	4.58757
114.44	4.58747
114.48	4.58748
114.52	4.58759
114.56	4.5878
114.6	4.5881
114.64	4.58847
114.68	4.5889
114.72	4.5894
114.76	4.58997
114.8	4.59062
114.84	4.59134
114.88	4.59214
114.92	4.59303
114.96	4.59401
115	4.59508
115.04	4.59623
115.08	4.59744
115.12	4.59871
115.16	4.60003
115.2	4.60139
115.24	4.60278
115.28	4.60419
115.32	4.60562
115.36	4.60705
115.4	4.60848
115.44	4.60991
115.48	4.61133
115.52	4.61275
115.56	4.61418
115.6	4.61561
115.64	4.61706
115.68	4.61851
115.72	4.61998
115.76	4.62146
115.8	4.62297
115.84	4.62449
115.88	4.62604
115.92	4.6276
115.96	4.62918
116	4.63077
116.04	4.63239
116.08	4.63401
116.12	4.63566
116.16	4.63731
116.2	4.63898
116.24	4.64066
116.28	4.64236
116.32	4.64406
116.36	4.64578
116.4	4.64751
116.44	4.64924
116.48	4.65098
116.52	4.65274
116.56	4.65449
116.6	4.65626
116.64	4.65803
116.68	4.65982
116.72	4.66161
116.76	4.66341
116.8	4.66522
116.84	4.66704
116.88	4.66888
116.92	4.67073
116.96	4.67259
117	4.67446
117.04	4.67635
117.08	4.67825
117.12	4.68017
117.16	4.6821
117.2	4.68403
117.24	4.68598
117.28	4.68793
117.32	4.68988
117.36	4.69183
117.4	4.69378
117.44	4.69573
117.48	4.69769
117.52	4.69966
117.56	4.70167
117.6	4.70371
117.64	4.7058
117.68	4.70794
117.72	4.71015
117.76	4.71243
117.8	4.71478
117.84	4.71719
117.88	4.71965
117.92	4.72214
117.96	4.72465
118	4.72718
118.04	4.72971
118.08	4.73222
118.12	4.73472
118.16	4.7372
118.2	4.73967
118.24	4.74213
118.28	4.74457
118.32	4.74701
118.36	4.74943
118.4	4.75184
118.44	4.75425
118.48	4.75664
118.52	4.75903
118.56	4.76141
118.6	4.76379
118.64	4.76616
118.68	4.76853
118.72	4.7709
118.76	4.77326
118.8	4.77562
118.84	4.77798
118.88	4.78035
118.92	4.78271
118.96	4.78507
119	4.78744
119.04	4.78981
119.08	4.79219
119.12	4.79457
119.16	4.79696
119.2	4.79935
119.24	4.80175
119.28	4.80416
119.32	4.80658
119.36	4.80901
119.4	4.81145
119.44	4.8139
119.48	4.81637
119.52	4.81885
119.56	4.82134
119.6	4.82385
119.64	4.82638
119.68	4.82892
119.72	4.83148
119.76	4.83406
119.8	4.83665
119.84	4.83927
119.88	4.84191
119.92	4.84457
119.96	4.84725
120	4.84996
120.04	4.85269
120.08	4.85545
120.12	4.85823
120.16	4.86104
120.2	4.86388
120.24	4.86674
120.28	4.86964
120.32	4.87256
120.36	4.87552
120.4	4.87851
120.44	4.88156
120.48	4.88466
120.52	4.88783
120.56	4.89109
120.6	4.89444
120.64	4.89788
120.68	4.9014
120.72	4.90501
120.76	4.90871
120.8	4.91248
120.84	4.91634
120.88	4.92027
120.92	4.92428
120.96	4.92836
121	4.93251
121.04	4.93673
121.08	4.94101
121.12	4.94534
121.16	4.94972
121.2	4.95414
121.24	4.95859
121.28	4.96308
121.32	4.96762
121.36	4.97223
121.4	4.97694
121.44	4.98175
121.48	4.98671
121.52	4.99181
121.56	4.99709
121.6	5.00255
121.64	5.00818
121.68	5.01395
121.72	5.01986
121.76	5.02587
121.8	5.03199
121.84	5.03817
121.88	5.04442
121.92	5.05072
121.96	5.05704
122	5.06338
122.04	5.06978
122.08	5.07625
122.12	5.08284
122.16	5.08956
122.2	5.09647
122.24	5.10368
122.28	5.1113
122.32	5.11943
122.36	5.12818
122.4	5.13766
122.44	5.14792
122.48	5.15904
122.52	5.17106
122.56	5.18402
122.6	5.19799
122.64	5.2131
122.68	5.22957
122.72	5.24792
122.76	5.2688
122.8	5.29298
122.84	5.32161
122.88	5.35587
122.92	5.39681
122.96	5.44541
123	5.50233
123.04	5.56757
123.08	5.64022
123.12	5.71918
123.16	5.80198
123.2	5.88554
123.24	5.96623
123.28	6.03998
123.32	6.10297
123.36	6.15207
123.4	6.185
123.44	6.20084
123.48	6.20018
123.52	6.18498
123.56	6.15829
123.6	6.12384
123.64	6.08563
123.68	6.04745
123.72	6.01242
123.76	5.98346
123.8	5.96267
123.84	5.95142
123.88	5.95052
123.92	5.96032
123.96	5.9807
124	6.01113
124.04	6.05093
124.08	6.09947
124.12	6.15628
124.16	6.22131
124.2	6.29545
124.24	6.38032
124.28	6.47847
124.32	6.59355
124.36	6.73015
124.4	6.89403
124.44	7.09132
124.48	7.32932
124.52	7.61597
124.56	7.9608
124.6	8.37519
124.64	8.87733
124.68	9.48723
124.72	10.2412
124.76	11.1897
124.8	12.3967
124.84	13.9638
124.88	16.0033
124.92	18.6686
124.96	22.1238
125	26.5479
125.04	32.1079
125.08	38.9185
125.12	47.0841
125.16	56.541
125.2	67.141
125.24	78.6071
125.28	90.4626
125.32	102.131
125.36	112.999
125.4	122.343
125.44	129.534
125.48	134.053
125.52	135.561
125.56	133.945
125.6	129.332
125.64	122.056
125.68	112.646
125.72	101.764
125.76	90.0638
125.8	78.1445
125.84	66.591
125.88	55.8777
125.92	46.2726
125.96	37.9266
126	30.8847
126.04	25.1181
126.08	20.4882
126.12	16.8597
126.16	14.0702
126.2	11.9493
126.24	10.362
126.28	9.18309
126.32	8.31259
126.36	7.67007
126.4	7.19349
126.44	6.83673
126.48	6.56778
126.52	6.36138
126.56	6.20111
126.6	6.07517
