E(MeV)	pendfb7/Gd155:1
1.000000E-11	2473827.22
1.029990E-11	2437556.82
1.060870E-11	2401829.65
1.092690E-11	2366610.1
1.125440E-11	2331928.73
1.159200E-11	2297736.36
1.193950E-11	2264063.45
1.229760E-11	2230866.81
1.266620E-11	2198174.54
1.304620E-11	2165940.49
1.343720E-11	2134204.52
1.384030E-11	2102910.46
1.425520E-11	2072097.52
1.468270E-11	2041718.54
1.512290E-11	2011799.33
1.557650E-11	1982300.64
1.604340E-11	1953257.31
1.652460E-11	1924619.8
1.701990E-11	1896420.37
1.753040E-11	1868619.36
1.805590E-11	1841238.89
1.859750E-11	1814246.06
1.915500E-11	1787664.69
1.972950E-11	1761459.07
2.032090E-11	1735651.02
2.093050E-11	1710205.7
2.155790E-11	1685152.46
2.220450E-11	1660449.5
2.287010E-11	1636124.94
2.355610E-11	1612140.85
2.426220E-11	1588525.65
2.498990E-11	1565241.81
2.573900E-11	1542313.05
2.584810E-11	1539118.5
2.651100E-11	1519708.23
2.673580E-11	1513411.03
2.730570E-11	1497446.8
2.765390E-11	1488116.42
2.812470E-11	1475500.89
2.860360E-11	1463224.1
2.896780E-11	1453887.72
2.958590E-11	1438730.08
2.983670E-11	1432579.74
3.060190E-11	1414628.71
3.073110E-11	1411597.78
3.165280E-11	1390911.69
3.260170E-11	1370540.1
3.273980E-11	1367703.59
3.357950E-11	1350456.61
3.386420E-11	1344862.77
3.458610E-11	1330678.8
3.502710E-11	1322389.82
3.562350E-11	1311180
3.623000E-11	1300274.06
3.669130E-11	1291979.11
3.747420E-11	1278512.88
3.779190E-11	1273048.32
3.876110E-11	1257099.39
3.892470E-11	1254407.24
4.009230E-11	1236027.79
4.129410E-11	1217930.38
4.146910E-11	1215409.25
4.253270E-11	1200086.64
4.289320E-11	1195118.43
4.380760E-11	1182516.71
4.436620E-11	1175152.43
4.512160E-11	1165193.67
4.588980E-11	1155505.47
4.647420E-11	1148135.29
4.746580E-11	1136171.43
4.786810E-11	1131317.61
4.909580E-11	1117147.6
4.930300E-11	1114756.12
5.078180E-11	1098428.82
