E(MeV)	pendfb7/Pd104:1	
8.21681000E-11	21.784376	
8.39134000E-11	21.5770275	
8.49834000E-11	21.4530902	
8.49898000E-11	21.4523489	
8.64304000E-11	21.2892966	
8.75309000E-11	21.1678674	
8.79019000E-11	21.1269312	
8.79085000E-11	21.1262029	
8.90212000E-11	21.0062219	
9.09206000E-11	20.8065799	
9.09274000E-11	20.8058652	
9.13043000E-11	20.7671483	
9.16913000E-11	20.727394	
9.40430000E-11	20.4919391	
9.40500000E-11	20.4912383	
9.44399000E-11	20.453083	
9.52404000E-11	20.3767396	
9.72725000E-11	20.1829388	
9.72799000E-11	20.1822506	
9.93462000E-11	19.9945323	
1.00188000E-10	19.9180568	
1.00613000E-10	19.8804209	
1.00621000E-10	19.8797124	
1.03193000E-10	19.6571875	
1.03629000E-10	19.6204145	
1.04068000E-10	19.5833884	
1.04076000E-10	19.5827137	
1.06287000E-10	19.4005069	
1.07642000E-10	19.2916612	
1.07650000E-10	19.2910186	
1.08096000E-10	19.2560097	
1.09475000E-10	19.1477649	
1.11339000E-10	19.0051627	
1.11347000E-10	19.0045507	
1.12756000E-10	18.8992089	
1.15162000E-10	18.7239483	
1.15171000E-10	18.7232927	
1.16139000E-10	18.6543781	
1.17617000E-10	18.5518477	
1.19117000E-10	18.4477911	
1.19126000E-10	18.4471668	
1.19620000E-10	18.4136708	
1.22688000E-10	18.2109942	
1.23208000E-10	18.1766422	
1.23217000E-10	18.1760627	
1.26901000E-10	17.9443202	
1.27439000E-10	17.9113382	
1.27449000E-10	17.9107252	
1.27977000E-10	17.8790997	
1.30707000E-10	17.7155817	
1.31815000E-10	17.6509146	
1.31825000E-10	17.6503309	
1.32372000E-10	17.6191363	
1.34626000E-10	17.4905938	
1.36342000E-10	17.3952295	
1.36352000E-10	17.3946737	
1.38078000E-10	17.3009393	
1.38664000E-10	17.2691152	
1.41024000E-10	17.1442608	
1.41035000E-10	17.1436789	
1.42820000E-10	17.0513876	
1.44031000E-10	16.9903974	
1.45867000E-10	16.89793	
1.45878000E-10	16.897376	
1.47104000E-10	16.8370258	
1.50240000E-10	16.6866602	
1.50877000E-10	16.6561172	
1.50888000E-10	16.6555898	
1.51513000E-10	16.6262965	
1.56058000E-10	16.4188731	
1.56070000E-10	16.4183395	
1.56717000E-10	16.3902299	
1.60736000E-10	16.2156203	
1.61417000E-10	16.1867976	
1.61429000E-10	16.1862898	
1.64858000E-10	16.0444839	
1.65557000E-10	16.0155769	
1.66961000E-10	15.9590207	
1.66973000E-10	15.9585373	
1.70520000E-10	15.8189142	
1.72694000E-10	15.7355684	
1.72707000E-10	15.7350701	
1.73423000E-10	15.7082435	
1.75635000E-10	15.6253659	
1.78625000E-10	15.5162691	
1.78638000E-10	15.5157947	
1.80899000E-10	15.4352745	
1.82433000E-10	15.3820911	
1.85539000E-10	15.2744066	
1.85553000E-10	15.2739213	
1.86325000E-10	15.2478299	
1.91911000E-10	15.064054	
1.92724000E-10	15.0380042	
1.92739000E-10	15.0375236	
1.97667000E-10	14.8836682	
2.00184000E-10	14.8071561	
2.00199000E-10	14.8067002	
2.01881000E-10	14.7568692	
2.03592000E-10	14.706179	
2.07936000E-10	14.5809073	
2.07952000E-10	14.5804459	
2.09699000E-10	14.5313344	
2.12369000E-10	14.4582844	
2.15985000E-10	14.3593523	
2.16001000E-10	14.3589261	
2.22463000E-10	14.1911872	
2.23402000E-10	14.1674607	
2.24349000E-10	14.1435321	
2.24366000E-10	14.1431025	
2.29132000E-10	14.0257315	
2.33033000E-10	13.9322281	
2.33050000E-10	13.9318206	
2.35008000E-10	13.8860714	
2.36004000E-10	13.8627997	
2.42057000E-10	13.7251907	
2.42075000E-10	13.7247815	
2.43079000E-10	13.7025245	
2.47217000E-10	13.6132855	
2.50370000E-10	13.5452887	
2.51427000E-10	13.5231038	
2.51445000E-10	13.522726	
2.57875000E-10	13.3911974	
2.60061000E-10	13.347688	
2.61163000E-10	13.3257541	
2.61183000E-10	13.325356	
2.65610000E-10	13.239455	
2.71272000E-10	13.1325824	
2.71293000E-10	13.132186	
2.73572000E-10	13.0902371	
2.75891000E-10	13.0487212	
2.81777000E-10	12.943347	
2.81799000E-10	12.9429638	
2.90224000E-10	12.7999246	
2.92684000E-10	12.7592952	
2.92706000E-10	12.7589318	
2.98929000E-10	12.6587267	
3.04018000E-10	12.5790344	
3.04041000E-10	12.5786742	
3.07890000E-10	12.5198931	
3.10500000E-10	12.481136	
3.15786000E-10	12.4026418	
3.15810000E-10	12.4022854	
3.17125000E-10	12.3832369	
3.26631000E-10	12.2493887	
3.28015000E-10	12.2304367	
3.28040000E-10	12.2300944	
3.29400000E-10	12.2119602	
3.36428000E-10	12.118249	
3.42156000E-10	12.043996	
3.42182000E-10	12.043659	
3.46513000E-10	11.989044	
3.49450000E-10	11.9530467	
3.56906000E-10	11.8616622	
3.56933000E-10	11.8613404	
3.67605000E-10	11.7376652	
3.70721000E-10	11.7025638	
3.72292000E-10	11.6848667	
3.72320000E-10	11.6845513	
3.78631000E-10	11.6153859	
3.88342000E-10	11.5119743	
3.88371000E-10	11.5116654	
3.89981000E-10	11.4949778	
3.93287000E-10	11.4616908	
4.01678000E-10	11.3772048	
4.05083000E-10	11.343889	
4.05113000E-10	11.3435955	
4.13719000E-10	11.261662	
4.17226000E-10	11.2292246	
4.22546000E-10	11.1800183	
4.22578000E-10	11.1797223	
4.26128000E-10	11.1477574	
4.38901000E-10	11.036065	
4.40762000E-10	11.020255	
4.40795000E-10	11.0199746	
4.42622000E-10	11.0048693	
4.52066000E-10	10.9267878	
4.59763000E-10	10.8649783	
4.59797000E-10	10.8647052	
4.65617000E-10	10.8191983	
4.69564000E-10	10.7892349	
4.79583000E-10	10.7131763	
4.79619000E-10	10.7129108	
4.93959000E-10	10.6101147	
4.98146000E-10	10.5809721	
5.02369000E-10	10.551579	
5.02407000E-10	10.5513145	
5.08775000E-10	10.5082558	
5.24026000E-10	10.4081684	
5.26247000E-10	10.394016	
5.26287000E-10	10.3937612	
5.28468000E-10	10.380262	
5.39744000E-10	10.31047	
5.51250000E-10	10.2413496	
5.51292000E-10	10.2410973	
5.55923000E-10	10.214055	
5.60636000E-10	10.1873566	
5.72598000E-10	10.1195936	
5.77452000E-10	10.0929053	
5.77495000E-10	10.0926689	
5.89762000E-10	10.0271153	
5.94762000E-10	10.0011942	
6.04888000E-10	9.94869862	
6.04933000E-10	9.94846533	
6.07452000E-10	9.93576351	
6.25661000E-10	9.8467257	
6.30965000E-10	9.82156452	
6.33639000E-10	9.80887957	
6.33687000E-10	9.80865187	
6.44427000E-10	9.75916185	
6.63744000E-10	9.67284669	
6.66558000E-10	9.66064925	
6.66608000E-10	9.66043252	
6.69371000E-10	9.64881333	
6.83653000E-10	9.58875353	
7.01187000E-10	9.51725782	
7.01240000E-10	9.51704171	
7.04146000E-10	9.50553419	
7.25267000E-10	9.42448194	
7.37615000E-10	9.37853994	
7.37671000E-10	9.37833158	
7.40728000E-10	9.3672847	
7.47007000E-10	9.34459468	
7.69413000E-10	9.26613757	
7.75936000E-10	9.2439945	
7.75994000E-10	9.24379762	
7.79211000E-10	9.23320226	
7.92477000E-10	9.18950998	
8.16247000E-10	9.11365916	
8.19692000E-10	9.10300349	
8.19754000E-10	9.10281172	
8.40715000E-10	9.03996688	
8.62277000E-10	8.97734216	
8.65932000E-10	8.96672657	
8.65997000E-10	8.96654361	
8.91889000E-10	8.89587708	
9.07074000E-10	8.85573605	
9.14764000E-10	8.83540779	
9.14832000E-10	8.83522804	
9.18641000E-10	8.82545207	
9.46178000E-10	8.75703718	
9.54199000E-10	8.73773906	
9.66366000E-10	8.70846586	
9.66439000E-10	8.70829022	
9.74558000E-10	8.68933841	
1.00377100E-09	8.62334158	
1.02518800E-09	8.57649722	
1.02526600E-09	8.57632661	
1.03387900E-09	8.55805997	
1.04704400E-09	8.53104441	
1.06487100E-09	8.49446209	
1.08759100E-09	8.44933218	
1.08767300E-09	8.4491693	
1.09218100E-09	8.44049064	
1.09681100E-09	8.43157712	
1.12968900E-09	8.37035105	
1.13926500E-09	8.35309458	
1.15866200E-09	8.31814015	
1.15874900E-09	8.31798337	
1.16357300E-09	8.30956058	
1.18837800E-09	8.26767878	
1.19845200E-09	8.25066942	
1.23439900E-09	8.19195606	
1.23449200E-09	8.19180906	
1.23960900E-09	8.18397409	
1.27140200E-09	8.13529377	
1.29304800E-09	8.1032409	
1.30953700E-09	8.07882439	
1.31506400E-09	8.07090671	
1.31516300E-09	8.07076489	
1.34879100E-09	8.02410504	
1.38924700E-09	7.9698382	
1.40693700E-09	7.94688998	
1.40704300E-09	7.94675248	
1.43089200E-09	7.91678639	
1.46759000E-09	7.87222444	
1.47381000E-09	7.86467157	
1.50523000E-09	7.82778781	
1.50534300E-09	7.82765516	
1.51798900E-09	7.81327387	
1.53085700E-09	7.79913751	
1.56352100E-09	7.76325394	
1.59685200E-09	7.72786971	
1.61038900E-09	7.71349882	
1.61721400E-09	7.70649467	
1.61733600E-09	7.70636947	
1.65869100E-09	7.66528658	
1.66569200E-09	7.65856849	
1.70841200E-09	7.61757484	
1.73749900E-09	7.59060491	
1.73763000E-09	7.59048345	
1.75965500E-09	7.57070531	
1.81240300E-09	7.52497154	
1.86676500E-09	7.47944802	
1.87464300E-09	7.47307415	
1.87478400E-09	7.47296007	
1.89053500E-09	7.46063474	
1.92272300E-09	7.43544728	
1.95545900E-09	7.41071818	
1.98039400E-09	7.39188204	
2.02261200E-09	7.36108504	
2.03118500E-09	7.35483125	
2.03133800E-09	7.35471964	
2.03975800E-09	7.34877832	
2.09207200E-09	7.31316228	
2.10093900E-09	7.30712551	
2.16391700E-09	7.26574379	
2.21008800E-09	7.23645403	
2.21025400E-09	7.23634872	
2.22882300E-09	7.22495362	
2.23823000E-09	7.21938521	
2.29563400E-09	7.18540526	
2.31509400E-09	7.17429032	
2.36449000E-09	7.14607688	
2.39459800E-09	7.12947863	
2.40474700E-09	7.12388358	
2.40492800E-09	7.1237838	
2.43536800E-09	7.1075473	
2.47683200E-09	7.08621912	
2.50841500E-09	7.06997351	
2.56189100E-09	7.04343947	
2.58360800E-09	7.0326638	
2.62759600E-09	7.01160297	
2.62779400E-09	7.01150817	
2.64987000E-09	7.00128561	
2.66110200E-09	6.99608449	
2.74087100E-09	6.9604746	
2.82308200E-09	6.92508379	
2.83499700E-09	6.92013606	
2.88326500E-09	6.90009263	
2.88348200E-09	6.90000252	
2.90770600E-09	6.89027457	
2.93235500E-09	6.88073529	
2.99492100E-09	6.85652197	
3.03305700E-09	6.84229483	
3.08469700E-09	6.82302984	
3.13721700E-09	6.80413722	
3.17722100E-09	6.78974688	
3.17746000E-09	6.78966395	
3.24495400E-09	6.76703968	
3.27246100E-09	6.75781922	
3.35639100E-09	6.7307103	
3.37061700E-09	6.72611538	
3.47165500E-09	6.69466065	
3.51592300E-09	6.68137381	
3.51618800E-09	6.68129427	
3.57578500E-09	6.66401413	
3.59087700E-09	6.65979954	
3.68297300E-09	6.63408082	
3.71419300E-09	6.62568149	
3.79344100E-09	6.60436087	
3.84174500E-09	6.59183787	
3.90715400E-09	6.57488033	
3.92371400E-09	6.57074202	
3.92400900E-09	6.5706683	
3.97367600E-09	6.55868862	
4.02434600E-09	6.54646701	
4.11013900E-09	6.52654177	
4.14498000E-09	6.51845002	
4.25128700E-09	6.4946709	
4.26930600E-09	6.49064035	
4.36032100E-09	6.47102737	
4.39728300E-09	6.46306236	
4.39761400E-09	6.46299363	
4.47215100E-09	6.44806018	
4.52917700E-09	6.43663504	
4.58684900E-09	6.42551285	
4.66494400E-09	6.41045204	
4.70448900E-09	6.40310934	
4.80486600E-09	6.38447137	
4.82514600E-09	6.38084494	
4.94889700E-09	6.35871605	
4.96987300E-09	6.35510286	
4.97024700E-09	6.35503843	
5.07582200E-09	6.33749976	
5.09733600E-09	6.33392574	
5.20600300E-09	6.31655578	
5.25013400E-09	6.30950163	
5.33952200E-09	6.29575037	
5.40760900E-09	6.28527601	
5.47646600E-09	6.27507895	
5.56970800E-09	6.2612707	
5.61692200E-09	6.25453831	
5.66453700E-09	6.24774874	
5.66496300E-09	6.24768799	
5.73676800E-09	6.23781055	
5.76098000E-09	6.23460731	
5.90873300E-09	6.21505965	
6.06027600E-09	6.19577314	
6.08596200E-09	6.19250415	
6.21570500E-09	6.17661658	
6.26839500E-09	6.17016447	
6.37512000E-09	6.15758704	
6.45641200E-09	6.14800685	
6.51114300E-09	6.14179796	
6.51163300E-09	6.14174237	
6.53862400E-09	6.13878971	
6.64994900E-09	6.12661139	
6.70632100E-09	6.12068221	
6.84941100E-09	6.1056321	
6.87831900E-09	6.10270812	
7.05472900E-09	6.08486463	
7.23566300E-09	6.06726141	
7.26633100E-09	6.06427769	
7.42123700E-09	6.04977834	
7.48414700E-09	6.0438899	
7.54759000E-09	6.03817554	
7.54815800E-09	6.03812438	
7.61157100E-09	6.03261755	
7.70863000E-09	6.02418887	
7.80678700E-09	6.01599631	
7.93970400E-09	6.00490254	
8.00700900E-09	5.99950244	
8.17785000E-09	5.98579532	
8.21236600E-09	5.98313266	
8.42299000E-09	5.96688454	
8.49439200E-09	5.96158751	
8.63901600E-09	5.95085843	
8.67563200E-09	5.94814204	
8.86058200E-09	5.93494446	
8.86124900E-09	5.93489686	
8.93569400E-09	5.9297736	
9.08783200E-09	5.9197152	
9.20371400E-09	5.91205382	
9.32090900E-09	5.90460899	
9.47960500E-09	5.89452781	
9.55996400E-09	5.88962199	
9.76394000E-09	5.87716949	
9.80515000E-09	5.87475128	
1.00566250E-08	5.85999473	
1.03145490E-08	5.84544416	
1.03582670E-08	5.84297785	
1.05346250E-08	5.83341108	
1.05354180E-08	5.83336806	
1.05790880E-08	5.83108438	
1.06687670E-08	5.8263947	
1.08504120E-08	5.81727238	
1.09887700E-08	5.81032395	
1.11286940E-08	5.80357444	
1.13181700E-08	5.79443468	
1.14141140E-08	5.78998868	
1.16576520E-08	5.77870325	
1.18060930E-08	5.77209398	
1.20071020E-08	5.76314415	
1.22115330E-08	5.75439691	
1.23672480E-08	5.74773413	
1.27379690E-08	5.73248734	
1.27389270E-08	5.73244946	
1.31200360E-08	5.71794255	
1.33997340E-08	5.70772095	
1.35133230E-08	5.70356982	
1.39186470E-08	5.68934655	
1.43358730E-08	5.67528595	
1.47658690E-08	5.66136721	
1.52084910E-08	5.64760324	
1.56646610E-08	5.63397362	
1.57307750E-08	5.6320754	
1.57319590E-08	5.63204141	
1.61342250E-08	5.62092536	
1.66181620E-08	5.60809109	
1.71163080E-08	5.59541136	
1.76297020E-08	5.58286751	
1.80055380E-08	5.57405163	
1.81581710E-08	5.57047136	
1.87028140E-08	5.55820464	
1.92634500E-08	5.54607882	
1.98412460E-08	5.53407597	
1.99249880E-08	5.53240487	
1.99264870E-08	5.53237496	
2.02642280E-08	5.52587868	
2.04360080E-08	5.52257458	
2.10489730E-08	5.51126425	
2.11378130E-08	5.5096915	
2.16799380E-08	5.5000942	
2.18637190E-08	5.49697233	
2.23302150E-08	5.48904801	
2.26145540E-08	5.48441277	
2.29995870E-08	5.47813603	
2.33911740E-08	5.47200904	
2.36894450E-08	5.46734212	
2.39910920E-08	5.46281143	
2.43995610E-08	5.4566763	
2.46063960E-08	5.45370485	
2.52374810E-08	5.4446385	
2.52687410E-08	5.44418941	
2.52696900E-08	5.44417611	
2.53000000E-08	5.44375902	
2.59488740E-08	5.43517972	
2.60588580E-08	5.43372553	
2.68400000E-08	5.4238215	
2.76450490E-08	5.41403244	
2.77617280E-08	5.41267164	
2.84737380E-08	5.40436764	
2.87151100E-08	5.4016673	
2.93277910E-08	5.39481298	
2.99530100E-08	5.38810272	
3.02069220E-08	5.38537757	
3.11129600E-08	5.37604763	
3.17762370E-08	5.36949367	
3.20456040E-08	5.36683201	
3.30067920E-08	5.35771723	
3.39962060E-08	5.3487119	
3.42843910E-08	5.34619402	
3.50159010E-08	5.34004746	
3.54617720E-08	5.33645657	
3.60655390E-08	5.33159403	
3.71473030E-08	5.323243	
3.82608330E-08	5.3150024	
3.94084430E-08	5.30686032	
4.05897520E-08	5.29882457	
4.18072170E-08	5.29088345	
4.30604320E-08	5.28304448	
4.43520040E-08	5.27529612	
4.56815020E-08	5.26764555	
4.70516900E-08	5.26008137	
4.84621140E-08	5.25261053	
4.90800750E-08	5.24946944	
4.99157060E-08	5.24538535	
5.14119810E-08	5.2383785	
5.29540520E-08	5.23145899	
5.45414060E-08	5.22463359	
5.61773420E-08	5.21789252	
5.78613160E-08	5.21124238	
5.95968320E-08	5.20467361	
6.13833090E-08	5.19819258	
6.32244640E-08	5.19178988	
6.51196830E-08	5.18547167	
6.70729090E-08	5.17922873	
6.90834890E-08	5.17306704	
7.11556070E-08	5.16697759	
7.32885700E-08	5.1609662	
7.54868170E-08	5.15502411	
7.61267180E-08	5.15336495	
7.77496130E-08	5.14932186	
8.00816650E-08	5.14375817	
8.24821970E-08	5.13827358	
8.49562000E-08	5.13286029	
8.75028510E-08	5.12752347	
9.01274460E-08	5.1222552	
9.28291110E-08	5.11706019	
9.56134640E-08	5.11193056	
9.84795770E-08	5.10687105	
1.01433412E-07	5.10187437	
1.04473985E-07	5.09694553	
1.07607619E-07	5.09207762	
1.10833270E-07	5.08727548	
1.14157646E-07	5.08253223	
1.17579641E-07	5.07785246	
1.21106371E-07	5.07322937	
1.24736661E-07	5.06866739	
1.28478062E-07	5.06415986	
1.32329326E-07	5.05971109	
1.34016714E-07	5.05784202	
1.36298464E-07	5.05541394	
1.40384153E-07	5.05125177	
1.44594890E-07	5.04714514	
1.48929273E-07	5.04309805	
1.53396316E-07	5.03910469	
1.57994531E-07	5.03516902	
1.62733481E-07	5.03128552	
1.67611588E-07	5.02745826	
1.72638996E-07	5.02368196	
1.77814030E-07	5.01996018	
1.83147454E-07	5.01628695	
1.88637490E-07	5.01266507	
1.94295557E-07	5.00908903	
2.00119770E-07	5.00556257	
2.06122241E-07	5.00208101	
2.12300971E-07	4.99864796	
2.18668809E-07	4.99525856	
2.25223636E-07	4.9919161	
2.31979082E-07	4.98861574	
2.38932897E-07	4.98536065	
2.46099545E-07	4.98214612	
2.53476636E-07	4.97897523	
2.61079514E-07	4.97584338	
2.68905645E-07	4.97275357	
2.76971307E-07	4.96970131	
2.85273811E-07	4.96668951	
2.93830426E-07	4.96371378	
2.95070570E-07	4.96330027	
3.02638301E-07	4.960887	
3.11715753E-07	4.95811679	
3.21059758E-07	4.95538787	
3.30689751E-07	4.95269644	
3.40602522E-07	4.95004556	
3.50818688E-07	4.94743196	
3.61334845E-07	4.94485776	
3.72172865E-07	4.94231781	
3.83329135E-07	4.93981407	
3.94826860E-07	4.93734358	
4.06662208E-07	4.93490933	
4.18859794E-07	4.93250796	
4.31415555E-07	4.93014184	
4.44355602E-07	4.92780756	
4.57675626E-07	4.92550741	
4.71403329E-07	4.92323807	
4.85534136E-07	4.92100176	
5.00097438E-07	4.91879526	
5.15088382E-07	4.91662071	
5.30538145E-07	4.91447498	
5.46441581E-07	4.91236016	
5.62831765E-07	4.91027321	
5.79703235E-07	4.90821614	
5.97091082E-07	4.90618599	
6.14989512E-07	4.90418473	
6.33435749E-07	4.90220947	
6.52423648E-07	4.90026212	
6.71992699E-07	4.89833994	
6.92136383E-07	4.89644537	
7.12896594E-07	4.89457655	
7.34266415E-07	4.89273348	
7.56290290E-07	4.89091201	
7.78960882E-07	4.88911502	
8.02325342E-07	4.88734049	
8.26375882E-07	4.88559017	
8.51162526E-07	4.88386152	
8.76677012E-07	4.8821562	
9.02972407E-07	4.88047171	
9.30039949E-07	4.87880966	
9.57935933E-07	4.87716764	
9.86651065E-07	4.8755472	
1.01195589E-06	4.8741739	
1.04050974E-06	4.87268172	
1.06986929E-06	4.87120679	
1.10005725E-06	4.86974877	
1.13109702E-06	4.86830731	
1.16301262E-06	4.86688209	
1.19582876E-06	4.8654728	
1.22957087E-06	4.86407968	
1.26426505E-06	4.8627041	
1.29993819E-06	4.86134226	
1.33661789E-06	4.85999306	
1.37433257E-06	4.8586579	
1.41311143E-06	4.85733667	
1.47348355E-06	4.85537576	
1.53613758E-06	4.85345336	
1.57948201E-06	4.85219661	
1.60176573E-06	4.85155051	
1.66987445E-06	4.84968371	
1.74121623E-06	4.84783451	
1.81525452E-06	4.84601893	
1.89280734E-06	4.84421897	
1.97329145E-06	4.84245059	
2.05759605E-06	4.84070226	
2.14508714E-06	4.83897538	
2.23673135E-06	4.83725986	
2.33183946E-06	4.83557085	
2.43146225E-06	4.83389149	
2.53485051E-06	4.83223609	
2.60637512E-06	4.83114762	
2.64314651E-06	4.83058803	
2.75553581E-06	4.8289614	
2.83328738E-06	4.82789942	
2.87326011E-06	4.82735344	
2.91323284E-06	4.82680747	
2.95433346E-06	4.82628131	
3.07995474E-06	4.82467316	
3.25621799E-06	4.82255954	
3.44256865E-06	4.82045816	
3.63958400E-06	4.81836561	
3.84787437E-06	4.81628165	
3.95644792E-06	4.81525689	
4.06808503E-06	4.81420322	
4.30089817E-06	4.81212561	
4.61118571E-06	4.80952041	
4.87508005E-06	4.80744882	
4.94290204E-06	4.80691642	
