E(MeV)	pendfb7/Zn:1
5.48054E-02	6.53652
5.48058E-02	6.53819
5.48064E-02	6.54074
5.48070E-02	6.54335
5.48076E-02	6.54603
5.48082E-02	6.54877
5.48088E-02	6.55157
5.48090E-02	6.55252
5.48093E-02	6.55745
5.48099E-02	6.56737
5.48109E-02	6.58237
5.48122E-02	6.60149
5.48133E-02	6.61863
5.48139E-02	6.63301
5.48147E-02	6.65019
5.48155E-02	6.66727
5.48162E-02	6.6814
5.48168E-02	6.69541
5.48174E-02	6.70763
5.48180E-02	6.71973
5.48186E-02	6.73279
5.48194E-02	6.74782
5.48200E-02	6.76041
5.48203E-02	6.76621
5.48206E-02	6.76828
5.48213E-02	6.77323
5.48219E-02	6.77712
5.48225E-02	6.78071
5.48230E-02	6.78418
5.48234E-02	6.78652
5.48237E-02	6.78436
5.48243E-02	6.77882
5.48252E-02	6.77147
5.48263E-02	6.76169
5.48271E-02	6.75473
5.48288E-02	6.72429
5.48298E-02	6.70683
5.48305E-02	6.69525
5.48311E-02	6.68317
5.48317E-02	6.67373
5.48322E-02	6.66434
5.48328E-02	6.65501
5.48333E-02	6.64572
5.48338E-02	6.63677
5.48343E-02	6.62842
5.48348E-02	6.62011
5.48353E-02	6.61184
5.48358E-02	6.6036
5.48363E-02	6.5954
5.48368E-02	6.58723
5.48368E-02	6.58669
5.48373E-02	6.58198
5.48378E-02	6.57696
5.48383E-02	6.57197
5.48388E-02	6.56699
5.48393E-02	6.56205
5.48398E-02	6.55711
5.48403E-02	6.5522
5.48409E-02	6.54567
5.48416E-02	6.53917
5.48422E-02	6.53269
5.48429E-02	6.52622
5.48431E-02	6.52364
5.48435E-02	6.52147
5.48442E-02	6.51786
5.48452E-02	6.51247
5.48462E-02	6.5071
5.48472E-02	6.50174
5.48481E-02	6.49639
5.48495E-02	6.48928
5.48509E-02	6.48156
5.48523E-02	6.47385
5.48542E-02	6.46359
5.48558E-02	6.45529
5.48561E-02	6.45406
5.48590E-02	6.44436
5.48619E-02	6.43468
5.48647E-02	6.42501
5.48680E-02	6.41391
5.48729E-02	6.39726
5.48779E-02	6.38063
5.48828E-02	6.36401
5.48877E-02	6.3474
5.48923E-02	6.33191
5.48936E-02	6.32748
5.48964E-02	6.31991
5.49006E-02	6.30856
5.49034E-02	6.301
5.49055E-02	6.29535
5.49069E-02	6.29159
5.49080E-02	6.28878
5.49087E-02	6.28692
5.49094E-02	6.28507
5.49099E-02	6.28369
5.49104E-02	6.28232
5.49109E-02	6.28097
5.49115E-02	6.27963
5.49118E-02	6.27875
5.49122E-02	6.27788
5.49125E-02	6.27702
5.49129E-02	6.27618
5.49132E-02	6.27535
5.49136E-02	6.27454
5.49137E-02	6.27421
5.49139E-02	6.27408
5.49142E-02	6.27392
5.49144E-02	6.27378
5.49147E-02	6.27365
5.49149E-02	6.27354
5.49152E-02	6.27345
5.49155E-02	6.27338
5.49157E-02	6.27333
5.49160E-02	6.2733
5.49162E-02	6.2733
5.49165E-02	6.27332
5.49167E-02	6.27337
5.49170E-02	6.27344
5.49172E-02	6.27354
5.49175E-02	6.27367
5.49177E-02	6.27383
5.49180E-02	6.27403
5.49182E-02	6.27427
5.49185E-02	6.27454
5.49187E-02	6.27485
5.49190E-02	6.2752
5.49192E-02	6.2756
5.49194E-02	6.27605
5.49197E-02	6.27654
5.49199E-02	6.27708
5.49202E-02	6.27767
5.49206E-02	6.27866
5.49206E-02	6.27879
5.49209E-02	6.28141
5.49213E-02	6.2845
5.49217E-02	6.28772
5.49220E-02	6.29108
5.49224E-02	6.29458
5.49228E-02	6.29822
5.49231E-02	6.302
5.49235E-02	6.30592
5.49239E-02	6.30998
5.49245E-02	6.31644
5.49250E-02	6.32317
5.49256E-02	6.33016
5.49263E-02	6.3398
5.49285E-02	6.36816
5.49294E-02	6.38015
5.49302E-02	6.3887
5.49308E-02	6.39531
5.49313E-02	6.4006
5.49318E-02	6.40575
5.49325E-02	6.41075
5.49330E-02	6.4142
5.49330E-02	6.41409
5.49336E-02	6.41227
5.49340E-02	6.41073
5.49345E-02	6.40796
5.49351E-02	6.40456
5.49356E-02	6.40013
5.49360E-02	6.39649
5.49366E-02	6.39071
5.49372E-02	6.38489
5.49376E-02	6.37956
5.49378E-02	6.37809
5.49382E-02	6.37081
5.49389E-02	6.3591
5.49399E-02	6.34126
5.49417E-02	6.30826
5.49424E-02	6.29546
5.49431E-02	6.28369
5.49437E-02	6.27427
5.49441E-02	6.26739
5.49445E-02	6.26069
5.49449E-02	6.25416
5.49453E-02	6.24781
5.49458E-02	6.24164
5.49462E-02	6.23566
5.49465E-02	6.23177
5.49467E-02	6.22796
5.49470E-02	6.22423
5.49473E-02	6.22057
5.49476E-02	6.21699
5.49478E-02	6.21473
5.49479E-02	6.21406
5.49481E-02	6.21227
5.49484E-02	6.21054
5.49487E-02	6.20887
5.49490E-02	6.20726
5.49493E-02	6.20571
5.49495E-02	6.20422
5.49498E-02	6.20278
5.49501E-02	6.20138
5.49504E-02	6.20003
5.49507E-02	6.19873
5.49509E-02	6.19746
5.49512E-02	6.19623
5.49515E-02	6.19504
5.49518E-02	6.19388
5.49521E-02	6.19275
5.49523E-02	6.19165
5.49526E-02	6.19058
5.49529E-02	6.18952
5.49532E-02	6.18849
5.49535E-02	6.18748
5.49537E-02	6.18649
5.49540E-02	6.18551
5.49543E-02	6.18455
5.49546E-02	6.18361
5.49549E-02	6.18267
5.49553E-02	6.18129
5.49557E-02	6.17993
5.49561E-02	6.17859
5.49565E-02	6.1773
5.49569E-02	6.17607
5.49574E-02	6.17446
5.49580E-02	6.17285
5.49585E-02	6.17126
5.49593E-02	6.16889
5.49601E-02	6.16653
5.49610E-02	6.16383
5.49616E-02	6.16206
5.49621E-02	6.16113
5.49640E-02	6.15792
5.49644E-02	6.15728
5.49667E-02	6.15344
5.49697E-02	6.14833
5.49727E-02	6.14324
5.49773E-02	6.13561
5.49819E-02	6.128
5.49849E-02	6.12294
5.49878E-02	6.11813
5.49907E-02	6.11334
5.49936E-02	6.10856
5.49964E-02	6.1038
5.49993E-02	6.09906
5.50015E-02	6.09551
5.50037E-02	6.09198
5.50058E-02	6.08848
5.50073E-02	6.08615
5.50087E-02	6.08385
5.50093E-02	6.08296
5.50102E-02	6.0824
5.50112E-02	6.08173
5.50123E-02	6.08108
5.50134E-02	6.08045
5.50141E-02	6.08006
5.50148E-02	6.07968
5.50156E-02	6.07934
5.50161E-02	6.07911
5.50161E-02	6.07916
5.50166E-02	6.08043
5.50172E-02	6.08173
5.50177E-02	6.08307
5.50181E-02	6.08399
5.50184E-02	6.08493
5.50188E-02	6.0859
5.50192E-02	6.0869
5.50195E-02	6.08794
5.50199E-02	6.08914
5.50202E-02	6.09007
5.50205E-02	6.09104
5.50208E-02	6.09204
5.50211E-02	6.09308
5.50214E-02	6.09417
5.50217E-02	6.09531
5.50220E-02	6.0965
5.50223E-02	6.09775
5.50226E-02	6.09906
5.50227E-02	6.09952
5.50229E-02	6.10241
5.50232E-02	6.10681
5.50235E-02	6.11129
5.50238E-02	6.11586
5.50241E-02	6.12051
5.50244E-02	6.12526
5.50247E-02	6.13011
5.50250E-02	6.13506
5.50253E-02	6.14013
5.50256E-02	6.14531
5.50259E-02	6.15061
5.50262E-02	6.15605
5.50265E-02	6.16161
5.50266E-02	6.16238
5.50268E-02	6.17065
5.50271E-02	6.18033
5.50274E-02	6.19016
5.50277E-02	6.20015
5.50282E-02	6.2154
5.50286E-02	6.23101
5.50288E-02	6.2374
5.50291E-02	6.25077
5.50295E-02	6.2734
5.50300E-02	6.29638
5.50304E-02	6.31968
5.50309E-02	6.34487
5.50314E-02	6.37358
5.50317E-02	6.38651
5.50322E-02	6.41913
5.50334E-02	6.50564
5.50348E-02	6.60041
5.50355E-02	6.64816
5.50361E-02	6.6888
5.50368E-02	6.73595
5.50372E-02	6.76261
5.50379E-02	6.80266
5.50385E-02	6.84046
5.50390E-02	6.86948
5.50391E-02	6.87279
5.50397E-02	6.89656
5.50403E-02	6.91744
5.50403E-02	6.91974
5.50409E-02	6.94106
5.50414E-02	6.95512
5.50416E-02	6.96178
5.50418E-02	6.96466
5.50424E-02	6.97092
5.50429E-02	6.97643
5.50434E-02	6.98038
5.50438E-02	6.98308
5.50440E-02	6.98171
5.50449E-02	6.9743
5.50456E-02	6.96771
5.50457E-02	6.96392
5.50482E-02	6.90626
5.50490E-02	6.88708
5.50495E-02	6.87469
5.50497E-02	6.87155
5.50503E-02	6.85324
5.50509E-02	6.83844
5.50514E-02	6.82408
5.50520E-02	6.8102
5.50524E-02	6.80008
5.50527E-02	6.79186
5.50532E-02	6.78222
5.50536E-02	6.77283
5.50540E-02	6.76368
5.50544E-02	6.75477
5.50548E-02	6.74607
5.50552E-02	6.73759
5.50556E-02	6.7293
5.50560E-02	6.72187
5.50564E-02	6.71524
5.50567E-02	6.70872
5.50571E-02	6.70231
5.50574E-02	6.696
5.50579E-02	6.6867
5.50584E-02	6.67759
5.50586E-02	6.67461
5.50590E-02	6.67177
5.50595E-02	6.66765
5.50600E-02	6.66366
5.50605E-02	6.65979
5.50610E-02	6.65602
5.50614E-02	6.65356
5.50619E-02	6.6497
5.50620E-02	6.64993
5.50626E-02	6.65209
5.50632E-02	6.65434
5.50639E-02	6.65667
5.50645E-02	6.65907
5.50651E-02	6.66153
5.50657E-02	6.66405
5.50658E-02	6.66433
5.50664E-02	6.6726
5.50670E-02	6.68298
5.50681E-02	6.69865
5.50684E-02	6.70389
5.50686E-02	6.706
5.50695E-02	6.7287
5.50705E-02	6.75497
5.50713E-02	6.77605
5.50715E-02	6.78394
5.50727E-02	6.82764
5.50739E-02	6.87356
5.50745E-02	6.89622
5.50751E-02	6.92857
5.50763E-02	6.99243
5.50768E-02	7.02167
5.50775E-02	7.06761
5.50783E-02	7.12407
5.50791E-02	7.18288
5.50793E-02	7.19466
5.50800E-02	7.2546
5.50808E-02	7.3296
5.50810E-02	7.34462
5.50816E-02	7.41822
5.50825E-02	7.51031
5.50826E-02	7.52875
5.50833E-02	7.61977
5.50841E-02	7.73367
5.50843E-02	7.75646
5.50850E-02	7.8699
5.50857E-02	7.99765
5.50860E-02	8.04027
5.50865E-02	8.14391
5.50872E-02	8.29948
5.50872E-02	8.29951
5.50880E-02	8.4843
5.50885E-02	8.60764
5.50887E-02	8.68092
5.50895E-02	8.90093
5.50897E-02	8.97438
5.50902E-02	9.14872
5.50910E-02	9.41051
5.50916E-02	9.65083
5.50921E-02	9.8913
5.50922E-02	9.89992
5.50927E-02	10.1711
5.50933E-02	10.4525
5.50934E-02	10.4726
5.50939E-02	10.7761
5.50945E-02	11.1031
5.50945E-02	11.1381
5.50951E-02	11.4738
5.50957E-02	11.9038
5.50959E-02	12.0106
5.50966E-02	12.5143
5.50969E-02	12.7741
5.50973E-02	13.0478
5.50979E-02	13.613
5.50982E-02	13.7844
5.50986E-02	14.2188
5.50993E-02	14.8426
5.50994E-02	14.9183
5.51002E-02	15.6524
5.51007E-02	16.1422
5.51010E-02	16.4864
5.51022E-02	17.7777
5.51038E-02	19.3716
5.51047E-02	20.2938
5.51060E-02	21.5854
5.51072E-02	22.5111
5.51074E-02	22.6523
5.51080E-02	23.1226
5.51086E-02	23.4395
5.51091E-02	23.7374
5.51096E-02	23.9184
5.51101E-02	24.1015
5.51108E-02	24.2518
5.51111E-02	24.3132
5.51115E-02	24.3461
5.51118E-02	24.3278
5.51125E-02	24.2803
5.51128E-02	24.2133
5.51135E-02	24.0275
5.51138E-02	23.9207
5.51142E-02	23.7596
5.51145E-02	23.5995
5.51151E-02	23.2604
5.51152E-02	23.2155
5.51160E-02	22.6757
5.51161E-02	22.6306
5.51167E-02	22.1474
5.51172E-02	21.7172
5.51173E-02	21.6246
5.51181E-02	20.8671
5.51186E-02	20.4109
5.51190E-02	20.0286
5.51198E-02	19.2274
5.51205E-02	18.5129
5.51208E-02	18.1305
5.51212E-02	17.7692
5.51221E-02	16.8646
5.51231E-02	15.8232
5.51234E-02	15.5282
5.51246E-02	14.3474
5.51257E-02	13.4163
5.51257E-02	13.3803
5.51265E-02	12.6993
5.51267E-02	12.5836
5.51274E-02	12.0389
5.51275E-02	11.9937
5.51281E-02	11.5869
5.51283E-02	11.4365
5.51287E-02	11.1841
5.51292E-02	10.8913
5.51294E-02	10.7693
5.51298E-02	10.5135
5.51301E-02	10.3554
5.51303E-02	10.2693
5.51308E-02	10.0435
5.51311E-02	9.88254
5.51312E-02	9.82584
5.51317E-02	9.62775
5.51321E-02	9.46766
5.51321E-02	9.43465
5.51326E-02	9.2492
5.51330E-02	9.10526
5.51331E-02	9.06932
5.51336E-02	8.90797
5.51340E-02	8.78274
5.51341E-02	8.75155
5.51346E-02	8.61155
5.51350E-02	8.50284
5.51351E-02	8.47666
5.51356E-02	8.35899
5.51361E-02	8.24155
5.51365E-02	8.15034
5.51366E-02	8.12902
5.51371E-02	8.03327
5.51376E-02	7.92706
5.51380E-02	7.86343
5.51381E-02	7.84593
5.51387E-02	7.74109
5.51394E-02	7.63643
5.51394E-02	7.62772
5.51400E-02	7.54785
5.51407E-02	7.46083
5.51409E-02	7.43187
5.51414E-02	7.38477
5.51420E-02	7.31421
5.51427E-02	7.24376
5.51431E-02	7.19683
5.51435E-02	7.15945
5.51444E-02	7.08479
5.51452E-02	7.01487
5.51453E-02	7.01022
5.51461E-02	6.95715
5.51472E-02	6.88143
5.51475E-02	6.85874
5.51483E-02	6.81718
5.51493E-02	6.75788
5.51504E-02	6.69864
5.51511E-02	6.66313
5.51515E-02	6.64547
5.51526E-02	6.60139
5.51540E-02	6.54633
5.51552E-02	6.49683
5.51554E-02	6.49133
5.51565E-02	6.4581
5.51581E-02	6.40829
5.51596E-02	6.36186
5.51598E-02	6.35936
5.51614E-02	6.32194
5.51630E-02	6.28457
5.51647E-02	6.24723
5.51655E-02	6.22982
5.51663E-02	6.2144
5.51685E-02	6.17587
5.51698E-02	6.15279
5.51707E-02	6.1411
5.51729E-02	6.11191
5.51751E-02	6.08276
5.51773E-02	6.05364
5.51786E-02	6.03618
5.51795E-02	6.02776
5.51817E-02	6.00675
5.51839E-02	5.98575
5.51865E-02	5.96059
5.51874E-02	5.95221
5.51891E-02	5.94082
5.51918E-02	5.92378
5.51944E-02	5.90676
5.51964E-02	5.89366
5.51984E-02	5.88058
5.52001E-02	5.87
5.52005E-02	5.8687
5.52025E-02	5.86188
5.52045E-02	5.85509
5.52065E-02	5.84832
5.52080E-02	5.84358
5.52086E-02	5.84316
5.52101E-02	5.84214
5.52114E-02	5.84127
5.52119E-02	5.84095
5.52126E-02	5.84341
5.52139E-02	5.84757
5.52147E-02	5.85037
5.52155E-02	5.85319
5.52163E-02	5.85603
5.52171E-02	5.85891
5.52177E-02	5.86111
5.52184E-02	5.86333
5.52189E-02	5.8653
5.52190E-02	5.86609
5.52196E-02	5.87226
5.52202E-02	5.87849
5.52206E-02	5.88267
5.52210E-02	5.88689
5.52214E-02	5.89115
5.52218E-02	5.89544
5.52222E-02	5.89977
5.52226E-02	5.90415
5.52231E-02	5.90858
5.52231E-02	5.90952
5.52235E-02	5.9152
5.52238E-02	5.92171
5.52243E-02	5.93045
5.52248E-02	5.93928
5.52253E-02	5.94821
5.52258E-02	5.95723
5.52263E-02	5.96636
5.52268E-02	5.97559
5.52272E-02	5.98394
5.52272E-02	5.98535
5.52277E-02	5.9987
5.52284E-02	6.01666
5.52291E-02	6.03525
5.52298E-02	6.05545
5.52307E-02	6.08086
5.52322E-02	6.12504
5.52327E-02	6.13903
5.52336E-02	6.16876
5.52342E-02	6.1884
5.52348E-02	6.20784
5.52354E-02	6.22703
5.52360E-02	6.24829
5.52365E-02	6.2629
5.52371E-02	6.28066
5.52377E-02	6.29934
5.52382E-02	6.31285
5.52388E-02	6.32981
5.52394E-02	6.34785
5.52400E-02	6.36426
5.52406E-02	6.38158
5.52413E-02	6.39859
5.52419E-02	6.4099
5.52425E-02	6.421
5.52434E-02	6.43735
5.52451E-02	6.46706
5.52454E-02	6.47219
5.52462E-02	6.47973
5.52471E-02	6.48802
5.52478E-02	6.49441
5.52484E-02	6.49965
5.52485E-02	6.49981
5.52492E-02	6.50078
5.52497E-02	6.50154
5.52501E-02	6.50237
5.52506E-02	6.5033
5.52510E-02	6.5043
5.52515E-02	6.50538
5.52517E-02	6.50584
5.52519E-02	6.50429
5.52524E-02	6.50178
5.52530E-02	6.49867
5.52535E-02	6.49566
5.52541E-02	6.49274
5.52547E-02	6.4899
5.52549E-02	6.48881
5.52553E-02	6.48431
5.52559E-02	6.47696
5.52563E-02	6.47208
5.52570E-02	6.4624
5.52578E-02	6.45278
5.52586E-02	6.44322
5.52596E-02	6.43062
5.52604E-02	6.42087
5.52606E-02	6.41713
5.52617E-02	6.40034
5.52632E-02	6.37522
5.52647E-02	6.35014
5.52663E-02	6.3251
5.52675E-02	6.30472
5.52690E-02	6.28066
5.52705E-02	6.25663
5.52720E-02	6.23262
5.52735E-02	6.20863
5.52749E-02	6.18466
5.52754E-02	6.17661
5.52764E-02	6.16452
5.52779E-02	6.14631
5.52797E-02	6.12358
5.52814E-02	6.10314
5.52831E-02	6.08272
5.52836E-02	6.07627
5.52853E-02	6.0609
5.52875E-02	6.04078
5.52897E-02	6.02068
5.52920E-02	6.0006
5.52931E-02	5.98998
5.52942E-02	5.98358
5.52964E-02	5.97001
5.52989E-02	5.95504
5.53013E-02	5.94009
5.53046E-02	5.92017
5.53078E-02	5.90026
5.53095E-02	5.89031
5.53111E-02	5.88397
5.53144E-02	5.87131
5.53177E-02	5.85866
5.53209E-02	5.84602
5.53253E-02	5.82917
5.53291E-02	5.81443
5.53294E-02	5.81381
5.53335E-02	5.80453
5.53389E-02	5.79216
5.53443E-02	5.77981
5.53498E-02	5.76746
5.53552E-02	5.75511
5.53587E-02	5.74721
5.53634E-02	5.74299
5.53698E-02	5.7372
5.53772E-02	5.73053
5.53847E-02	5.72387
5.53888E-02	5.72015
5.53921E-02	5.71988
5.53958E-02	5.71957
5.54056E-02	5.7271
5.54219E-02	5.73967
5.54306E-02	5.74638
5.54393E-02	5.75553
5.54481E-02	5.76467
5.54573E-02	5.7744
5.54655E-02	5.78294
5.54679E-02	5.78549
5.54725E-02	5.78613
5.54742E-02	5.78478
5.54829E-02	5.77803
5.54916E-02	5.77127
5.54951E-02	5.76857
5.55213E-02	5.70991
5.55341E-02	5.68107
5.55352E-02	5.67863
5.55459E-02	5.6518
5.55577E-02	5.62224
5.55665E-02	5.60007
5.55753E-02	5.57791
5.55832E-02	5.55808
5.55911E-02	5.53825
5.55990E-02	5.51843
5.56069E-02	5.49861
5.56080E-02	5.49587
5.56128E-02	5.48387
5.56187E-02	5.46918
5.56227E-02	5.45938
5.56266E-02	5.44959
5.56306E-02	5.4398
5.56335E-02	5.43246
5.56365E-02	5.42513
5.56394E-02	5.41789
5.56413E-02	5.41318
5.56432E-02	5.40847
5.56452E-02	5.40377
5.56471E-02	5.39907
5.56485E-02	5.39555
5.56499E-02	5.39204
5.56514E-02	5.38854
5.56523E-02	5.38621
5.56533E-02	5.38388
5.56543E-02	5.3814
5.56551E-02	5.37942
5.56556E-02	5.37811
5.56559E-02	5.3773
5.56567E-02	5.3749
5.56573E-02	5.3733
5.56578E-02	5.37171
5.56584E-02	5.37012
5.56589E-02	5.36854
5.56595E-02	5.36697
5.56600E-02	5.36542
5.56605E-02	5.36387
5.56611E-02	5.36234
5.56615E-02	5.3612
5.56619E-02	5.36007
5.56623E-02	5.35896
5.56628E-02	5.35767
5.56633E-02	5.35631
5.56638E-02	5.35497
5.56642E-02	5.35409
5.56645E-02	5.35323
5.56648E-02	5.35238
5.56652E-02	5.35154
5.56655E-02	5.35071
5.56659E-02	5.34991
5.56662E-02	5.34911
5.56665E-02	5.34834
5.56670E-02	5.34721
5.56674E-02	5.34656
5.56676E-02	5.34724
5.56679E-02	5.3484
5.56684E-02	5.34997
5.56688E-02	5.35158
5.56693E-02	5.35323
5.56697E-02	5.35492
5.56702E-02	5.35664
5.56706E-02	5.35841
5.56706E-02	5.35846
5.56713E-02	5.36669
5.56718E-02	5.37329
5.56724E-02	5.3809
5.56733E-02	5.3924
5.56746E-02	5.40897
5.56750E-02	5.41717
5.56764E-02	5.44544
5.56774E-02	5.46615
5.56782E-02	5.48452
5.56790E-02	5.50102
5.56798E-02	5.51622
5.56805E-02	5.5295
5.56810E-02	5.54029
5.56817E-02	5.55281
5.56820E-02	5.55941
5.56826E-02	5.57165
5.56829E-02	5.57647
5.56832E-02	5.57824
5.56837E-02	5.58171
5.56844E-02	5.58602
5.56851E-02	5.59044
5.56859E-02	5.59499
5.56861E-02	5.59651
5.56864E-02	5.59616
5.56864E-02	5.59613
5.56871E-02	5.59091
5.56882E-02	5.58198
5.56900E-02	5.56823
5.56906E-02	5.5588
5.56914E-02	5.54708
5.56921E-02	5.53738
5.56927E-02	5.52871
5.56933E-02	5.5201
5.56939E-02	5.51155
5.56945E-02	5.50308
5.56950E-02	5.4956
5.56954E-02	5.49003
5.56958E-02	5.48449
5.56962E-02	5.47898
5.56966E-02	5.47349
5.56970E-02	5.46804
5.56975E-02	5.46261
5.56979E-02	5.4572
5.56979E-02	5.45648
5.56983E-02	5.45349
5.56987E-02	5.45007
5.56991E-02	5.44666
5.56994E-02	5.44349
5.56998E-02	5.44046
5.57002E-02	5.43744
5.57007E-02	5.43343
5.57011E-02	5.42945
5.57016E-02	5.42548
5.57021E-02	5.42153
5.57026E-02	5.41759
5.57031E-02	5.41367
5.57036E-02	5.40976
5.57040E-02	5.40586
5.57044E-02	5.40327
5.57045E-02	5.40259
5.57050E-02	5.40055
5.57055E-02	5.39852
5.57062E-02	5.39548
5.57069E-02	5.39246
5.57075E-02	5.39001
5.57084E-02	5.38634
5.57093E-02	5.38267
5.57102E-02	5.37902
5.57111E-02	5.37537
5.57123E-02	5.37052
5.57132E-02	5.36677
5.57134E-02	5.36617
5.57146E-02	5.36351
5.57158E-02	5.36085
5.57171E-02	5.35802
5.57191E-02	5.35351
5.57211E-02	5.349
5.57231E-02	5.3445
5.57258E-02	5.33851
5.57285E-02	5.33253
5.57312E-02	5.32654
5.57339E-02	5.32057
5.57379E-02	5.3116
5.57411E-02	5.30444
5.57433E-02	5.29966
5.57460E-02	5.29573
5.57508E-02	5.28865
5.57543E-02	5.28355
5.57578E-02	5.27844
5.57613E-02	5.27334
5.57648E-02	5.26825
5.57674E-02	5.26443
5.57700E-02	5.26061
5.57726E-02	5.25681
5.57744E-02	5.25427
5.57761E-02	5.25174
5.57779E-02	5.24921
5.57794E-02	5.247
5.57807E-02	5.24511
5.57820E-02	5.24322
5.57830E-02	5.24181
5.57840E-02	5.2404
5.57850E-02	5.239
5.57857E-02	5.23808
5.57863E-02	5.23716
5.57870E-02	5.23625
5.57875E-02	5.23557
5.57880E-02	5.2349
5.57884E-02	5.23424
5.57889E-02	5.23359
5.57893E-02	5.23316
5.57897E-02	5.23262
5.57901E-02	5.23208
5.57904E-02	5.23174
5.57904E-02	5.23185
5.57908E-02	5.2329
5.57911E-02	5.23395
5.57914E-02	5.23501
5.57917E-02	5.23609
5.57920E-02	5.23718
5.57923E-02	5.23828
5.57927E-02	5.2394
5.57930E-02	5.24054
5.57933E-02	5.24169
5.57936E-02	5.24287
5.57939E-02	5.24408
5.57943E-02	5.24531
5.57946E-02	5.24656
5.57949E-02	5.24785
5.57951E-02	5.24859
5.57952E-02	5.25042
5.57955E-02	5.25459
5.57958E-02	5.2588
5.57960E-02	5.26162
5.57963E-02	5.26542
5.57966E-02	5.26926
5.57969E-02	5.27314
5.57972E-02	5.27707
5.57975E-02	5.28104
5.57977E-02	5.28505
5.57980E-02	5.29263
5.57983E-02	5.30027
5.57986E-02	5.30795
5.57989E-02	5.3157
5.57992E-02	5.3235
5.57994E-02	5.33137
5.57997E-02	5.33929
5.58000E-02	5.34729
5.58003E-02	5.35536
5.58004E-02	5.36148
5.58007E-02	5.37534
5.58011E-02	5.39084
5.58015E-02	5.40645
5.58018E-02	5.42216
5.58022E-02	5.43798
5.58024E-02	5.44915
5.58027E-02	5.46564
5.58032E-02	5.49679
5.58038E-02	5.53045
5.58044E-02	5.56939
5.58045E-02	5.57447
5.58052E-02	5.6212
5.58074E-02	5.7676
5.58083E-02	5.8241
5.58086E-02	5.84649
5.58090E-02	5.8684
5.58097E-02	5.9015
5.58103E-02	5.93545
5.58105E-02	5.941
5.58109E-02	5.95261
5.58115E-02	5.96974
5.58122E-02	5.98541
5.58122E-02	5.98745
5.58127E-02	5.99033
5.58129E-02	5.99152
5.58130E-02	5.99077
5.58135E-02	5.98379
5.58141E-02	5.97638
5.58145E-02	5.96962
5.58146E-02	5.96657
5.58153E-02	5.94247
5.58158E-02	5.92095
5.58159E-02	5.91654
5.58165E-02	5.8837
5.58172E-02	5.84371
5.58180E-02	5.79648
5.58182E-02	5.78286
5.58189E-02	5.73407
5.58208E-02	5.60475
5.58215E-02	5.55205
5.58222E-02	5.50618
5.58227E-02	5.4736
5.58227E-02	5.46879
5.58232E-02	5.44675
5.58236E-02	5.42105
5.58241E-02	5.39554
5.58246E-02	5.37022
5.58249E-02	5.35533
5.58250E-02	5.35092
5.58254E-02	5.33577
5.58258E-02	5.32077
5.58262E-02	5.3059
5.58266E-02	5.29116
5.58268E-02	5.2814
5.58271E-02	5.27169
5.58271E-02	5.27073
5.58274E-02	5.26507
5.58276E-02	5.25884
5.58279E-02	5.25265
5.58282E-02	5.24651
5.58284E-02	5.24041
5.58287E-02	5.23436
5.58290E-02	5.22735
5.58293E-02	5.22138
5.58294E-02	5.21862
5.58295E-02	5.21686
5.58298E-02	5.21359
5.58301E-02	5.21036
5.58303E-02	5.20716
5.58306E-02	5.20399
5.58309E-02	5.20084
5.58311E-02	5.19772
5.58314E-02	5.19463
5.58316E-02	5.19156
5.58319E-02	5.1885
5.58322E-02	5.18547
5.58324E-02	5.18245
5.58325E-02	5.18185
5.58327E-02	5.18102
5.58330E-02	5.17999
5.58332E-02	5.17898
5.58335E-02	5.17798
5.58338E-02	5.17699
5.58340E-02	5.17602
5.58343E-02	5.17505
5.58346E-02	5.17377
5.58350E-02	5.17251
5.58354E-02	5.17126
5.58357E-02	5.17003
5.58361E-02	5.1688
5.58364E-02	5.16758
5.58368E-02	5.16637
5.58371E-02	5.16517
5.58376E-02	5.16337
5.58382E-02	5.16159
5.58387E-02	5.15982
5.58392E-02	5.15805
5.58398E-02	5.15629
5.58405E-02	5.15395
5.58412E-02	5.15162
5.58412E-02	5.15138
5.58419E-02	5.15037
5.58429E-02	5.1487
5.58440E-02	5.14703
5.58451E-02	5.14537
5.58463E-02	5.14343
5.58479E-02	5.14095
5.58495E-02	5.13847
5.58511E-02	5.136
5.58532E-02	5.13271
5.58553E-02	5.12942
5.58585E-02	5.12449
5.58617E-02	5.11957
5.58648E-02	5.11465
5.58691E-02	5.1081
5.58733E-02	5.10156
5.58776E-02	5.09501
5.58797E-02	5.09174
5.58843E-02	5.08462
5.58889E-02	5.0775
5.58935E-02	5.07039
5.58981E-02	5.06327
5.59027E-02	5.05616
5.59074E-02	5.04906
5.59120E-02	5.04196
5.59154E-02	5.03664
5.59191E-02	5.031
5.59216E-02	5.02713
5.59242E-02	5.02327
5.59267E-02	5.01942
5.59286E-02	5.01653
5.59305E-02	5.01365
5.59324E-02	5.01078
5.59336E-02	5.00886
5.59349E-02	5.00696
5.59361E-02	5.00506
5.59371E-02	5.00367
5.59379E-02	5.00236
5.59388E-02	5.00106
5.59394E-02	5.0002
5.59400E-02	4.99934
5.59406E-02	4.9985
5.59410E-02	4.99787
5.59414E-02	4.99725
5.59419E-02	4.99663
5.59423E-02	4.99603
5.59428E-02	4.99544
5.59432E-02	4.99486
