E(MeV)	pendfb7/Zn:1
5.37469E-03	4.68236
5.37626E-03	4.67919
5.37862E-03	4.67445
5.38142E-03	4.66885
5.38422E-03	4.66328
5.38702E-03	4.65773
5.38983E-03	4.65219
5.39356E-03	4.64483
5.39834E-03	4.63543
5.40312E-03	4.62604
5.40790E-03	4.61667
5.41507E-03	4.60262
5.41746E-03	4.59795
5.42224E-03	4.58984
5.43180E-03	4.57364
5.44136E-03	4.55745
5.45092E-03	4.54128
5.46526E-03	4.51703
5.47542E-03	4.49987
5.48079E-03	4.49079
5.49424E-03	4.46809
5.50350E-03	4.45247
5.51306E-03	4.43636
5.52023E-03	4.42429
5.52740E-03	4.41223
5.53457E-03	4.40018
5.54114E-03	4.38916
5.54533E-03	4.38216
5.54951E-03	4.37517
5.55369E-03	4.36819
5.55787E-03	4.36123
5.56101E-03	4.35603
5.56415E-03	4.35085
5.56728E-03	4.34568
5.57042E-03	4.34054
5.57333E-03	4.33469
5.57528E-03	4.33081
5.57722E-03	4.32695
5.57916E-03	4.32311
5.58110E-03	4.31929
5.58304E-03	4.3155
5.58450E-03	4.31269
5.58595E-03	4.30989
5.58770E-03	4.30658
5.58887E-03	4.3044
5.59003E-03	4.30224
5.59120E-03	4.30011
5.59236E-03	4.29802
5.59353E-03	4.29596
5.59469E-03	4.29395
5.59569E-03	4.29226
5.59653E-03	4.29089
5.59737E-03	4.28955
5.59820E-03	4.28825
5.59886E-03	4.28727
5.59904E-03	4.28722
5.59988E-03	4.28702
5.60071E-03	4.28689
5.60155E-03	4.28684
5.60227E-03	4.28685
5.60245E-03	4.28687
5.60286E-03	4.28777
5.60346E-03	4.28912
5.60406E-03	4.29052
5.60466E-03	4.292
5.60525E-03	4.29356
5.60555E-03	4.29439
5.60585E-03	4.29668
5.60645E-03	4.30138
5.60696E-03	4.30547
5.60738E-03	4.30892
5.60779E-03	4.31244
5.60821E-03	4.31606
5.60863E-03	4.31977
5.60872E-03	4.32059
5.60905E-03	4.32681
5.60947E-03	4.33486
5.60988E-03	4.34305
5.61026E-03	4.3505
5.61059E-03	4.35718
5.61075E-03	4.36059
5.61092E-03	4.36654
5.61124E-03	4.3786
5.61157E-03	4.39083
5.61190E-03	4.40324
5.61223E-03	4.41586
5.61236E-03	4.42113
5.61256E-03	4.43329
5.61286E-03	4.45225
5.61313E-03	4.46953
5.61340E-03	4.48704
5.61356E-03	4.4979
5.61366E-03	4.50805
5.61393E-03	4.53443
5.61420E-03	4.56114
5.61446E-03	4.58672
5.61447E-03	4.58873
5.61474E-03	4.6254
5.61499E-03	4.66046
5.61505E-03	4.66882
5.61523E-03	4.70076
5.61547E-03	4.74381
5.61565E-03	4.77649
5.61571E-03	4.79043
5.61595E-03	4.84674
5.61619E-03	4.90367
5.61625E-03	4.91808
5.61643E-03	4.97231
5.61667E-03	5.04536
5.61677E-03	5.07765
5.61688E-03	5.11677
5.61714E-03	5.21832
5.61722E-03	5.24685
5.61741E-03	5.33472
5.61767E-03	5.45076
5.61768E-03	5.45876
5.61795E-03	5.60408
5.61812E-03	5.69368
5.61822E-03	5.75877
5.61849E-03	5.92751
5.61852E-03	5.9486
5.61882E-03	6.16106
5.61894E-03	6.2466
5.61912E-03	6.38949
5.61939E-03	6.6051
5.61955E-03	6.74813
5.61983E-03	6.99106
5.62061E-03	7.71904
5.62098E-03	8.05793
5.62118E-03	8.24388
5.62135E-03	8.38172
5.62163E-03	8.61241
5.62166E-03	8.64182
5.62194E-03	8.83825
5.62206E-03	8.9223
5.62221E-03	9.01221
5.62243E-03	9.13433
5.62245E-03	9.14435
5.62267E-03	9.23334
5.62282E-03	9.29311
5.62296E-03	9.32563
5.62300E-03	9.334
5.62322E-03	9.37936
5.62329E-03	9.38383
5.62348E-03	9.39333
5.62353E-03	9.38905
5.62376E-03	9.36499
5.62384E-03	9.35703
5.62400E-03	9.31278
5.62419E-03	9.2604
5.62424E-03	9.24081
5.62448E-03	9.14082
5.62454E-03	9.11785
5.62484E-03	8.95284
5.62488E-03	8.93314
5.62520E-03	8.71992
5.62538E-03	8.59642
5.62571E-03	8.34397
5.62623E-03	7.94835
5.62638E-03	7.83117
5.62682E-03	7.48125
5.62712E-03	7.24935
5.62742E-03	7.03546
5.62762E-03	6.89731
5.62767E-03	6.86368
5.62791E-03	6.70625
5.62816E-03	6.54989
5.62820E-03	6.52636
5.62841E-03	6.41168
5.62865E-03	6.27756
5.62878E-03	6.20893
5.62884E-03	6.18106
5.62905E-03	6.08416
5.62926E-03	5.98792
5.62927E-03	5.98109
5.62947E-03	5.90555
5.62968E-03	5.82477
5.62987E-03	5.75028
5.62989E-03	5.74551
5.63010E-03	5.67924
5.63030E-03	5.61343
5.63047E-03	5.56208
5.63053E-03	5.54656
5.63077E-03	5.48499
5.63101E-03	5.42387
5.63107E-03	5.4087
5.63125E-03	5.37076
5.63148E-03	5.32056
5.63166E-03	5.28316
5.63172E-03	5.27311
5.63196E-03	5.23319
5.63220E-03	5.19355
5.63247E-03	5.14925
5.63256E-03	5.13458
5.63277E-03	5.10776
5.63307E-03	5.06975
5.63337E-03	5.03201
5.63346E-03	5.02075
5.63367E-03	5.00042
5.63396E-03	4.97159
5.63426E-03	4.94294
5.63456E-03	4.91446
5.63465E-03	4.90596
5.63491E-03	4.88693
5.63529E-03	4.85802
5.63555E-03	4.83924
5.63568E-03	4.83157
5.63607E-03	4.80958
5.63646E-03	4.78774
5.63685E-03	4.76602
5.63724E-03	4.74442
5.63734E-03	4.73863
5.63762E-03	4.72759
5.63809E-03	4.7097
5.63862E-03	4.68906
5.63916E-03	4.66856
5.63970E-03	4.64817
5.63973E-03	4.64704
5.64024E-03	4.63346
5.64078E-03	4.61917
5.64131E-03	4.60496
5.64185E-03	4.59082
5.64212E-03	4.58378
5.64248E-03	4.57739
5.64320E-03	4.5647
5.64391E-03	4.55209
5.64463E-03	4.53955
5.64535E-03	4.52707
5.64606E-03	4.51464
5.64642E-03	4.50845
5.64678E-03	4.50454
5.64750E-03	4.49675
5.64839E-03	4.48707
5.64893E-03	4.48128
5.65001E-03	4.46975
5.65108E-03	4.45828
5.65216E-03	4.44686
5.65323E-03	4.43895
5.65431E-03	4.43108
5.65538E-03	4.42324
5.65646E-03	4.41542
5.65795E-03	4.4082
5.65945E-03	4.40102
5.66094E-03	4.39386
5.66244E-03	4.38673
5.66393E-03	4.37963
5.66542E-03	4.37255
5.66766E-03	4.36195
5.66841E-03	4.35843
5.66946E-03	4.35536
5.67155E-03	4.34926
5.67364E-03	4.34317
5.67573E-03	4.33709
5.67887E-03	4.32801
5.68200E-03	4.31895
5.68514E-03	4.30991
5.68873E-03	4.30322
5.69231E-03	4.29656
5.69470E-03	4.29212
5.69948E-03	4.28327
5.70426E-03	4.27443
5.70904E-03	4.2656
5.71621E-03	4.25238
5.72338E-03	4.23917
5.73055E-03	4.22983
5.73772E-03	4.2205
5.74728E-03	4.20807
5.75684E-03	4.19565
5.77118E-03	4.17704
5.78672E-03	4.15689
5.80464E-03	4.13365
5.81420E-03	4.12126
5.81659E-03	4.11877
5.83332E-03	4.10134
5.85244E-03	4.08142
5.86439E-03	4.06899
5.87634E-03	4.05656
5.88710E-03	4.04539
5.89516E-03	4.03702
5.90233E-03	4.02959
5.90905E-03	4.02264
5.91353E-03	4.01802
5.91772E-03	4.01372
5.92160E-03	4.00974
5.92451E-03	4.00676
5.92743E-03	4.0038
5.93034E-03	4.00086
5.93281E-03	3.99838
5.93505E-03	3.99615
5.93655E-03	3.99467
5.93805E-03	3.99321
5.93955E-03	3.99177
5.94104E-03	3.99034
5.94217E-03	3.98929
5.94329E-03	3.98826
5.94459E-03	3.98709
5.94545E-03	3.98633
5.94632E-03	3.98559
5.94718E-03	3.98487
5.94805E-03	3.98418
5.94892E-03	3.98353
5.94956E-03	3.98306
5.95021E-03	3.98262
5.95077E-03	3.98226
5.95133E-03	3.98193
5.95189E-03	3.98164
5.95222E-03	3.98149
5.95245E-03	3.98147
5.95301E-03	3.98149
5.95342E-03	3.98154
5.95384E-03	3.98162
5.95426E-03	3.98174
5.95468E-03	3.9819
5.95507E-03	3.9821
5.95545E-03	3.98236
5.95583E-03	3.98268
5.95612E-03	3.98298
5.95641E-03	3.98333
5.95670E-03	3.98375
5.95699E-03	3.98425
5.95718E-03	3.98464
5.95737E-03	3.98508
5.95745E-03	3.98529
5.95757E-03	3.98594
5.95776E-03	3.98711
5.95795E-03	3.98835
5.95814E-03	3.98971
5.95826E-03	3.99069
5.95839E-03	3.99175
5.95851E-03	3.9929
5.95864E-03	3.99415
5.95876E-03	3.99552
5.95889E-03	3.99702
5.95901E-03	3.99869
5.95911E-03	4.00005
5.95920E-03	4.00154
5.95929E-03	4.00315
5.95939E-03	4.00491
5.95948E-03	4.00682
5.95957E-03	4.00892
5.95967E-03	4.01121
5.95976E-03	4.01373
5.95986E-03	4.01657
5.95995E-03	4.01969
5.96005E-03	4.02313
5.96015E-03	4.02692
5.96022E-03	4.03002
5.96022E-03	4.03024
5.96029E-03	4.03433
5.96036E-03	4.03896
5.96044E-03	4.04387
5.96051E-03	4.04906
5.96058E-03	4.05457
5.96065E-03	4.06041
5.96072E-03	4.06661
5.96080E-03	4.07319
5.96087E-03	4.08017
5.96094E-03	4.08759
5.96101E-03	4.09547
5.96109E-03	4.10383
5.96116E-03	4.11271
5.96122E-03	4.12151
5.96123E-03	4.12225
5.96130E-03	4.13391
5.96138E-03	4.14702
5.96146E-03	4.16087
5.96153E-03	4.17549
5.96161E-03	4.19094
5.96169E-03	4.20725
5.96176E-03	4.22447
5.96184E-03	4.24264
5.96192E-03	4.26181
5.96200E-03	4.28203
5.96207E-03	4.30566
5.96215E-03	4.33043
5.96226E-03	4.3698
5.96238E-03	4.41196
5.96250E-03	4.45704
5.96259E-03	4.49693
5.96263E-03	4.51384
5.96271E-03	4.55075
5.96282E-03	4.60936
5.96294E-03	4.67131
5.96305E-03	4.73666
5.96317E-03	4.80545
5.96328E-03	4.87771
5.96338E-03	4.94081
5.96340E-03	4.9543
5.96354E-03	5.06034
5.96372E-03	5.19441
5.96389E-03	5.3355
5.96411E-03	5.52079
5.96415E-03	5.55961
5.96435E-03	5.74635
5.96475E-03	6.12511
5.96515E-03	6.51514
5.96543E-03	6.77238
5.96555E-03	6.87986
5.96566E-03	6.96945
5.96586E-03	7.12269
5.96605E-03	7.25078
5.96614E-03	7.30739
5.96623E-03	7.35861
5.96645E-03	7.457
5.96662E-03	7.51697
5.96663E-03	7.52083
5.96681E-03	7.55579
5.96700E-03	7.57097
5.96700E-03	7.571
5.96719E-03	7.55439
5.96738E-03	7.51514
5.96745E-03	7.49647
5.96755E-03	7.45745
5.96777E-03	7.35735
5.96789E-03	7.29243
5.96795E-03	7.24956
5.96814E-03	7.12039
5.96834E-03	6.96601
5.96853E-03	6.80743
5.96857E-03	6.77423
5.96883E-03	6.52636
5.96956E-03	5.82585
5.96984E-03	5.5684
5.96999E-03	5.43403
5.97006E-03	5.3748
5.97023E-03	5.23105
5.97041E-03	5.09432
5.97054E-03	4.99669
5.97065E-03	4.91648
5.97074E-03	4.85663
5.97076E-03	4.84067
5.97087E-03	4.77216
5.97099E-03	4.70694
5.97110E-03	4.64498
5.97121E-03	4.58623
5.97133E-03	4.53063
5.97144E-03	4.4781
5.97149E-03	4.45601
5.97154E-03	4.43455
5.97165E-03	4.39529
5.97175E-03	4.35834
5.97185E-03	4.3236
5.97195E-03	4.29098
5.97206E-03	4.26036
5.97209E-03	4.25166
5.97216E-03	4.23395
5.97226E-03	4.21034
5.97237E-03	4.1884
5.97247E-03	4.16805
5.97254E-03	4.1553
5.97263E-03	4.13998
5.97271E-03	4.12561
5.97280E-03	4.11212
5.97289E-03	4.09947
5.97298E-03	4.08759
5.97307E-03	4.07644
5.97314E-03	4.06746
5.97315E-03	4.06627
5.97324E-03	4.05851
5.97333E-03	4.05133
5.97342E-03	4.04469
5.97350E-03	4.03854
5.97359E-03	4.03284
5.97368E-03	4.02756
5.97377E-03	4.02267
5.97385E-03	4.01812
5.97394E-03	4.0139
5.97404E-03	4.0097
5.97413E-03	4.0058
5.97422E-03	4.00219
5.97432E-03	3.99882
5.97441E-03	3.99567
5.97451E-03	3.99273
5.97460E-03	3.98997
5.97464E-03	3.98876
5.97469E-03	3.98787
5.97479E-03	3.98635
5.97488E-03	3.98496
5.97494E-03	3.9841
5.97507E-03	3.98252
5.97519E-03	3.9811
5.97532E-03	3.97984
5.97544E-03	3.9787
5.97557E-03	3.97766
5.97569E-03	3.97672
5.97582E-03	3.97586
5.97594E-03	3.97507
5.97613E-03	3.97399
5.97632E-03	3.97302
5.97651E-03	3.97214
5.97670E-03	3.97133
5.97688E-03	3.97058
5.97716E-03	3.96954
5.97745E-03	3.9686
5.97773E-03	3.96773
5.97801E-03	3.96691
5.97839E-03	3.96589
5.97876E-03	3.96495
5.97908E-03	3.96419
5.97947E-03	3.96331
5.97986E-03	3.96247
5.98025E-03	3.96168
5.98077E-03	3.96066
5.98130E-03	3.9597
5.98182E-03	3.95878
5.98234E-03	3.95789
5.98286E-03	3.95704
5.98356E-03	3.95593
5.98423E-03	3.95491
5.98489E-03	3.95393
5.98555E-03	3.95297
5.98622E-03	3.95203
5.98710E-03	3.9508
5.98799E-03	3.9496
5.98887E-03	3.94843
5.98976E-03	3.94727
5.99097E-03	3.9457
5.99213E-03	3.94423
5.99329E-03	3.94278
5.99484E-03	3.94086
5.99550E-03	3.94005
5.99639E-03	3.93939
5.99794E-03	3.93827
6.00026E-03	3.9366
6.00258E-03	3.93496
6.00479E-03	3.93341
6.00811E-03	3.93111
6.01142E-03	3.92883
6.01585E-03	3.92582
6.02027E-03	3.92282
6.02558E-03	3.91924
6.03088E-03	3.91567
6.03884E-03	3.91034
6.04681E-03	3.90503
6.05211E-03	3.90149
6.06273E-03	3.89444
6.07334E-03	3.8919
6.08395E-03	3.88937
6.09457E-03	3.88687
6.09811E-03	3.88604
6.10253E-03	3.88748
6.11049E-03	3.89008
6.11845E-03	3.89271
6.12641E-03	3.89534
6.13437E-03	3.90374
6.14145E-03	3.91122
6.14587E-03	3.91591
6.14808E-03	3.92032
6.15471E-03	3.93355
6.16135E-03	3.9468
6.16356E-03	3.95123
6.16798E-03	3.96626
6.17462E-03	3.98884
6.18125E-03	4.01146
6.18567E-03	4.03492
6.19009E-03	4.05841
6.19452E-03	4.08192
6.19894E-03	4.11418
6.20336E-03	4.14648
6.20778E-03	4.1884
6.21221E-03	4.23036
6.21663E-03	4.2852
6.22105E-03	4.3401
6.22547E-03	4.40987
6.22769E-03	4.4448
6.22879E-03	4.46639
6.23211E-03	4.5312
6.23432E-03	4.57445
6.23542E-03	4.60137
6.23874E-03	4.68218
6.24095E-03	4.73609
6.24206E-03	4.76961
6.24515E-03	4.86352
6.24714E-03	4.92393
6.24814E-03	4.95982
6.25112E-03	5.06757
6.25411E-03	5.1921
6.25511E-03	5.23365
6.25709E-03	5.32986
6.25909E-03	5.42614
6.26008E-03	5.4819
6.26307E-03	5.64933
6.26605E-03	5.84376
6.26705E-03	5.90863
6.26904E-03	6.05933
6.27103E-03	6.21014
6.27202E-03	6.2961
6.27401E-03	6.46813
6.27501E-03	6.56441
6.27704E-03	6.76139
6.27806E-03	6.8716
6.28009E-03	7.09218
6.28111E-03	7.21529
6.28314E-03	7.46168
6.28416E-03	7.5986
6.28620E-03	7.8726
6.28721E-03	8.02403
6.28925E-03	8.32705
6.29026E-03	8.49446
6.29287E-03	8.92407
6.29606E-03	9.49616
6.29765E-03	9.8041
6.30083E-03	10.4201
6.30402E-03	11.0541
6.30756E-03	11.7583
6.31021E-03	12.2452
6.31109E-03	12.4074
6.31286E-03	12.6914
6.31375E-03	12.8333
6.31463E-03	12.9508
6.31640E-03	13.1854
6.31817E-03	13.3706
6.31882E-03	13.4187
6.32079E-03	13.5626
6.32093E-03	13.5679
6.32284E-03	13.6399
6.32418E-03	13.655
6.32475E-03	13.6459
6.32644E-03	13.6183
6.32666E-03	13.6075
6.32870E-03	13.5077
6.32931E-03	13.4586
6.33108E-03	13.3181
6.33197E-03	13.2233
6.33374E-03	13.0334
6.33595E-03	12.7386
6.33683E-03	12.6209
6.33727E-03	12.5623
6.33772E-03	12.4943
6.33805E-03	12.4437
6.33838E-03	12.3934
6.33860E-03	12.3601
6.33882E-03	12.3271
6.33904E-03	12.2944
6.33927E-03	12.2621
6.33949E-03	12.2302
6.33965E-03	12.2066
6.33982E-03	12.1834
6.33998E-03	12.1605
6.34015E-03	12.138
6.34032E-03	12.1159
6.34048E-03	12.0943
6.34065E-03	12.0731
6.34081E-03	12.0524
6.34102E-03	12.0273
6.34123E-03	12.003
6.34143E-03	11.9794
6.34164E-03	11.9567
6.34185E-03	11.9347
6.34213E-03	11.9063
6.34247E-03	11.872
6.34285E-03	11.8354
6.34312E-03	11.8069
6.34341E-03	11.7757
6.34371E-03	11.7431
6.34390E-03	11.7205
6.34409E-03	11.6972
6.34428E-03	11.672
6.34446E-03	11.6475
6.34469E-03	11.6151
6.34489E-03	11.585
6.34498E-03	11.5709
6.34518E-03	11.5373
6.34536E-03	11.5054
6.34553E-03	11.4761
6.34572E-03	11.4405
6.34592E-03	11.4014
6.34610E-03	11.3655
6.34632E-03	11.3194
6.34655E-03	11.2715
6.34689E-03	11.1971
6.34770E-03	11.0198
6.34798E-03	10.9593
6.34819E-03	10.9146
6.34840E-03	10.8706
6.34860E-03	10.8287
6.34880E-03	10.7884
6.34900E-03	10.7487
6.34920E-03	10.7098
6.34934E-03	10.6843
6.34947E-03	10.6591
6.34960E-03	10.6342
6.34974E-03	10.6096
6.34987E-03	10.5852
6.35000E-03	10.5612
6.35013E-03	10.5374
6.35033E-03	10.5021
6.35053E-03	10.4673
6.35060E-03	10.4558
6.35068E-03	10.4434
6.35083E-03	10.4189
6.35106E-03	10.3825
6.35129E-03	10.3465
6.35152E-03	10.3108
6.35176E-03	10.2754
6.35199E-03	10.2402
6.35229E-03	10.1935
6.35260E-03	10.147
6.35306E-03	10.0776
6.35371E-03	9.98115
6.35435E-03	9.88489
6.35564E-03	9.69261
6.35757E-03	9.43143
6.35992E-03	9.11471
6.36247E-03	8.80191
6.36332E-03	8.6977
6.36502E-03	8.50746
6.36672E-03	8.31733
6.36757E-03	8.23088
6.37012E-03	7.9717
6.37287E-03	7.71975
6.37392E-03	7.62353
6.37603E-03	7.45228
6.37813E-03	7.28114
6.37918E-03	7.20544
6.38234E-03	6.97848
6.38549E-03	6.77756
6.38654E-03	6.71062
6.38865E-03	6.59217
6.39098E-03	6.46063
6.39215E-03	6.40265
6.39566E-03	6.22881
6.39916E-03	6.07595
6.40033E-03	6.02502
6.40267E-03	5.93727
6.40617E-03	5.8057
6.40734E-03	5.76187
6.40957E-03	5.69115
6.41292E-03	5.58513
6.41403E-03	5.54981
6.41626E-03	5.48943
6.42073E-03	5.36874
6.42519E-03	5.26706
6.42952E-03	5.16838
6.43385E-03	5.08625
6.43818E-03	5.00416
6.44252E-03	4.93485
6.44685E-03	4.86557
6.45118E-03	4.80853
6.45551E-03	4.75151
6.45984E-03	4.69451
6.46471E-03	4.64343
6.46796E-03	4.6094
6.47040E-03	4.58391
6.47161E-03	4.57118
6.47243E-03	4.56272
6.47296E-03	4.55716
6.47329E-03	4.55375
6.47369E-03	4.54964
6.47399E-03	4.54659
6.47419E-03	4.54458
6.47439E-03	4.54259
6.47447E-03	4.54177
6.47459E-03	4.54088
6.47479E-03	4.53939
6.47494E-03	4.53831
6.47509E-03	4.53725
6.47524E-03	4.53622
6.47539E-03	4.53523
6.47554E-03	4.53429
6.47569E-03	4.53339
6.47584E-03	4.53255
6.47599E-03	4.53178
6.47609E-03	4.5313
6.47619E-03	4.53086
6.47629E-03	4.53045
6.47640E-03	4.53006
6.47651E-03	4.52972
6.47662E-03	4.52943
6.47672E-03	4.5292
6.47683E-03	4.52903
6.47694E-03	4.52892
6.47705E-03	4.52889
6.47716E-03	4.52892
6.47726E-03	4.52903
6.47737E-03	4.52922
6.47748E-03	4.52949
6.47759E-03	4.52984
6.47770E-03	4.53028
6.47780E-03	4.5308
6.47791E-03	4.53142
6.47807E-03	4.53246
6.47820E-03	4.53354
6.47834E-03	4.53478
6.47853E-03	4.53665
6.47871E-03	4.53876
6.47889E-03	4.5411
6.47912E-03	4.54431
6.47940E-03	4.54849
6.48011E-03	4.55974
6.48042E-03	4.56432
6.48064E-03	4.56708
6.48083E-03	4.56913
6.48107E-03	4.57116
6.48127E-03	4.57228
6.48149E-03	4.57277
6.48168E-03	4.57255
6.48189E-03	4.57159
6.48200E-03	4.57082
6.48219E-03	4.56888
6.48240E-03	4.56605
6.48257E-03	4.56324
6.48273E-03	4.56023
6.48293E-03	4.55566
6.48317E-03	4.54966
6.48336E-03	4.54449
6.48358E-03	4.53814
6.48389E-03	4.52837
6.48469E-03	4.50244
6.48497E-03	4.49381
6.48520E-03	4.48692
6.48538E-03	4.48164
6.48557E-03	4.47661
6.48570E-03	4.473
6.48584E-03	4.46953
6.48598E-03	4.46621
6.48614E-03	4.4625
6.48625E-03	4.46014
6.48636E-03	4.45786
6.48647E-03	4.45568
6.48657E-03	4.45358
6.48668E-03	4.45156
6.48679E-03	4.44962
6.48690E-03	4.44776
6.48701E-03	4.44597
6.48711E-03	4.44425
6.48722E-03	4.4426
6.48733E-03	4.44101
6.48744E-03	4.43948
6.48755E-03	4.43801
6.48765E-03	4.43658
6.48776E-03	4.43521
6.48787E-03	4.43388
6.48798E-03	4.43259
6.48809E-03	4.43134
6.48820E-03	4.43012
6.48830E-03	4.42894
6.48841E-03	4.42779
6.48852E-03	4.42666
6.48868E-03	4.42502
6.48884E-03	4.42343
6.48901E-03	4.42187
6.48917E-03	4.42035
6.48933E-03	4.41886
6.48944E-03	4.41788
6.48966E-03	4.41595
6.48987E-03	4.41405
6.49009E-03	4.41218
6.49041E-03	4.4094
6.49074E-03	4.40665
6.49117E-03	4.40301
6.49169E-03	4.39867
6.49186E-03	4.39753
6.49301E-03	4.38997
6.49486E-03	4.37791
6.49762E-03	4.35985
6.50223E-03	4.32979
6.50853E-03	4.28877
6.51114E-03	4.2718
6.51635E-03	4.24476
6.52418E-03	4.20422
6.53200E-03	4.16371
6.53721E-03	4.14226
6.54764E-03	4.09937
6.55807E-03	4.05651
6.56850E-03	4.02253
6.58141E-03	3.98049
6.58911E-03	3.95545
6.59080E-03	3.9511
6.60097E-03	3.92501
6.61115E-03	3.89892
6.62132E-03	3.87286
6.62980E-03	3.85115
6.63319E-03	3.84436
6.63955E-03	3.83163
6.64591E-03	3.81892
6.65015E-03	3.81045
6.65439E-03	3.802
6.65862E-03	3.79356
6.66286E-03	3.78513
6.66604E-03	3.77882
6.66912E-03	3.77274
6.67214E-03	3.76679
6.67415E-03	3.76283
6.67616E-03	3.75889
6.67818E-03	3.75497
6.68019E-03	3.75106
6.68170E-03	3.74815
6.68321E-03	3.74526
6.68481E-03	3.74224
6.68587E-03	3.74023
6.68660E-03	3.73887
6.68694E-03	3.73843
6.68800E-03	3.73702
6.68906E-03	3.73564
6.69013E-03	3.73429
6.69093E-03	3.73331
6.69172E-03	3.73234
6.69237E-03	3.73159
6.69302E-03	3.73086
6.69367E-03	3.73015
6.69431E-03	3.72949
6.69480E-03	3.72903
6.69528E-03	3.7286
6.69561E-03	3.72835
6.69593E-03	3.72814
6.69617E-03	3.72802
6.69642E-03	3.72793
6.69666E-03	3.72788
6.69682E-03	3.72789
6.69698E-03	3.72793
6.69713E-03	3.728
6.69729E-03	3.72811
6.69744E-03	3.72828
6.69760E-03	3.7285
6.69775E-03	3.72879
6.69787E-03	3.72905
6.69798E-03	3.72937
6.69810E-03	3.72974
6.69821E-03	3.73018
6.69833E-03	3.73068
6.69845E-03	3.73125
6.69856E-03	3.73191
6.69868E-03	3.73266
6.69880E-03	3.73351
6.69891E-03	3.73447
6.69903E-03	3.73555
6.69914E-03	3.73675
6.69926E-03	3.7381
6.69937E-03	3.7396
6.69947E-03	3.74102
6.69958E-03	3.74257
6.69968E-03	3.74426
6.69978E-03	3.74609
6.69988E-03	3.74807
6.69998E-03	3.75021
6.70008E-03	3.75251
6.70018E-03	3.75499
6.70031E-03	3.75857
6.70044E-03	3.76248
6.70058E-03	3.76673
6.70071E-03	3.77135
6.70084E-03	3.77632
6.70098E-03	3.78166
6.70111E-03	3.78738
6.70112E-03	3.7877
6.70124E-03	3.79388
6.70138E-03	3.80077
6.70158E-03	3.81197
6.70179E-03	3.82437
6.70200E-03	3.83751
6.70229E-03	3.85596
6.70314E-03	3.9147
6.70343E-03	3.93336
6.70367E-03	3.94762
6.70393E-03	3.96196
6.70418E-03	3.97348
6.70436E-03	3.98054
6.70455E-03	3.98673
6.70476E-03	3.9919
6.70499E-03	3.99557
6.70522E-03	3.99719
6.70526E-03	3.99726
6.70547E-03	3.99683
6.70570E-03	3.99491
6.70601E-03	3.9904
6.70613E-03	3.98851
6.70651E-03	3.98782
6.70673E-03	3.98853
6.70695E-03	3.99097
6.70702E-03	3.9925
6.70711E-03	3.99651
6.70724E-03	4.00373
6.70736E-03	4.01222
6.70750E-03	4.02338
6.70761E-03	4.03311
6.70771E-03	4.04414
6.70782E-03	4.0566
6.70787E-03	4.06314
6.70792E-03	4.07301
6.70803E-03	4.09322
6.70814E-03	4.11525
6.70824E-03	4.13926
6.70835E-03	4.16537
6.70845E-03	4.19374
6.70849E-03	4.20344
6.70857E-03	4.23078
6.70868E-03	4.27383
6.70880E-03	4.32019
6.70892E-03	4.37005
6.70899E-03	4.40346
6.70903E-03	4.42612
6.70915E-03	4.49026
6.70927E-03	4.55839
6.70938E-03	4.63066
6.70949E-03	4.70202
6.70950E-03	4.70769
6.70962E-03	4.79601
6.70973E-03	4.88879
6.70988E-03	5.01537
6.70993E-03	5.0601
6.71004E-03	5.1559
6.71019E-03	5.30717
6.71034E-03	5.46589
6.71038E-03	5.51015
6.71049E-03	5.63817
6.71067E-03	5.86294
6.71078E-03	5.99587
6.71086E-03	6.0942
6.71108E-03	6.40031
6.71118E-03	6.54135
6.71140E-03	6.85237
6.71204E-03	7.78036
6.71215E-03	7.9395
6.71234E-03	8.20522
6.71255E-03	8.47789
6.71258E-03	8.51799
6.71280E-03	8.7701
6.71287E-03	8.84746
6.71299E-03	8.95887
6.71319E-03	9.13715
6.71326E-03	9.19359
6.71335E-03	9.25325
6.71355E-03	9.3655
6.71364E-03	9.40242
6.71376E-03	9.44012
6.71397E-03	9.47201
6.71400E-03	9.47387
6.71400E-03	9.47384
6.71418E-03	9.45264
6.71434E-03	9.41149
6.71438E-03	9.39517
6.71455E-03	9.31316
6.71469E-03	9.22628
6.71472E-03	9.20374
6.71487E-03	9.087
6.71509E-03	8.87946
6.71529E-03	8.66303
6.71551E-03	8.39049
6.71558E-03	8.30745
6.71577E-03	8.04361
6.71613E-03	7.5366
6.71633E-03	7.23196
6.71674E-03	6.64288
6.71694E-03	6.35636
6.71698E-03	6.30057
6.71722E-03	5.97732
6.71734E-03	5.82225
6.71742E-03	5.72272
6.71757E-03	5.54346
6.71772E-03	5.37093
6.71774E-03	5.34887
6.71787E-03	5.21219
6.71803E-03	5.06165
6.71810E-03	4.99443
6.71815E-03	4.94928
6.71827E-03	4.84553
6.71839E-03	4.74633
6.71851E-03	4.65162
6.71855E-03	4.6215
6.71863E-03	4.56613
6.71875E-03	4.48732
6.71887E-03	4.41261
6.71896E-03	4.35917
6.71900E-03	4.33647
6.71907E-03	4.30079
6.71919E-03	4.24309
6.71927E-03	4.20656
6.71935E-03	4.1715
6.71943E-03	4.13785
6.71951E-03	4.10556
6.71955E-03	4.09007
6.71959E-03	4.07661
6.71968E-03	4.05093
6.71976E-03	4.02644
6.71984E-03	4.00307
