E(MeV)	pendfb7/Gd152:1	
9.078E-04	4.43416348	
9.078E-04	4.55715011	
9.078E-04	4.58302761	
9.078E-04	4.74510841	
9.079E-04	4.92905011	
9.079E-04	4.9512209	
9.079E-04	5.08316469	
9.079E-04	5.26075143	
9.079E-04	5.42947985	
9.079E-04	5.46494803	
9.079E-04	5.70658361	
9.080E-04	5.91084485	
9.080E-04	5.96155285	
9.080E-04	6.13110546	
9.080E-04	6.39690364	
9.080E-04	6.48987283	
9.080E-04	6.68366804	
9.081E-04	7.01463127	
9.081E-04	7.09467426	
9.081E-04	7.29012994	
9.081E-04	7.58078444	
9.081E-04	7.8836019	
9.081E-04	7.91524343	
9.081E-04	8.24504033	
9.081E-04	8.59088158	
9.082E-04	8.66263012	
9.082E-04	9.11466264	
9.082E-04	9.35236876	
9.082E-04	9.59881679	
9.082E-04	10.1613207	
9.082E-04	10.2068075	
9.082E-04	10.6547549	
9.083E-04	11.1722553	
9.083E-04	11.733492	
9.083E-04	12.2644192	
9.083E-04	12.3224312	
9.083E-04	12.959028	
9.083E-04	13.4979603	
9.083E-04	13.6296289	
9.084E-04	14.3519583	
9.084E-04	14.8915058	
9.084E-04	15.114931	
9.084E-04	15.9321182	
9.084E-04	16.2007089	
9.084E-04	16.8053463	
9.084E-04	17.6513099	
9.084E-04	17.8970093	
9.085E-04	19.0748892	
9.085E-04	19.2565049	
9.085E-04	20.3492624	
9.085E-04	21.0395307	
9.085E-04	21.7180442	
9.085E-04	23.0030025	
9.085E-04	23.1865684	
9.086E-04	24.6447491	
9.086E-04	24.9625683	
9.086E-04	26.6449504	
9.086E-04	26.9907168	
9.086E-04	28.8224365	
9.086E-04	29.1988695	
9.086E-04	31.1918607	
9.086E-04	31.6013618	
9.087E-04	33.7678276	
9.087E-04	34.2129195	
9.087E-04	36.5660174	
9.087E-04	37.0493395	
9.087E-04	39.602393	
9.087E-04	40.1266962	
9.088E-04	42.893991	
9.088E-04	43.4625593	
9.088E-04	46.6604471	
9.088E-04	47.0715724	
9.088E-04	50.9700652	
9.088E-04	55.1917096	
9.088E-04	55.6854951	
9.089E-04	59.7436601	
9.089E-04	60.8101481	
9.089E-04	64.6443994	
9.089E-04	66.3697562	
9.089E-04	69.9132125	
9.089E-04	72.3901864	
9.089E-04	75.5686362	
9.090E-04	78.897261	
9.090E-04	81.6298603	
9.090E-04	85.916482	
9.090E-04	88.1149231	
9.090E-04	93.4728082	
9.090E-04	95.0423308	
9.091E-04	101.59033	
9.091E-04	102.428978	
9.091E-04	110.292011	
9.091E-04	119.660439	
9.091E-04	121.578073	
9.091E-04	129.644925	
9.092E-04	133.769214	
9.092E-04	140.222481	
9.092E-04	143.519041	
9.092E-04	151.529138	
9.092E-04	157.369902	
9.092E-04	163.473774	
9.093E-04	172.223582	
9.093E-04	181.344334	
9.093E-04	188.02861	
9.093E-04	199.84182	
9.093E-04	204.822937	
9.094E-04	219.578419	
9.094E-04	222.595665	
9.094E-04	240.67872	
9.094E-04	251.108449	
9.094E-04	262.81084	
9.095E-04	276.435913	
9.095E-04	287.048601	
9.095E-04	312.313407	
9.095E-04	323.538272	
9.096E-04	350.243885	
9.096E-04	362.045369	
9.097E-04	400.064713	
9.097E-04	422.582304	
9.099E-04	548.405436	
9.099E-04	568.59067	
9.100E-04	603.612739	
9.100E-04	616.818982	
9.100E-04	643.848304	
9.101E-04	653.924434	
9.101E-04	674.352065	
9.101E-04	694.775941	
9.102E-04	703.727287	
9.102E-04	725.136564	
9.102E-04	728.433339	
9.103E-04	745.653234	
9.103E-04	746.44759	
9.103E-04	757.913393	
9.103E-04	761.537678	
9.104E-04	769.034539	
9.104E-04	772.558752	
9.104E-04	775.167341	
9.104E-04	777.879211	
9.105E-04	778.221038	
9.105E-04	777.782491	
9.105E-04	777.439918	
9.106E-04	772.33781	
9.106E-04	771.018169	
9.106E-04	761.299377	
9.106E-04	757.85887	
9.107E-04	747.380336	
9.107E-04	739.93295	
9.107E-04	731.286819	
9.107E-04	720.272879	
9.108E-04	707.835926	
9.108E-04	688.76457	
9.108E-04	673.650766	
9.109E-04	651.687622	
9.109E-04	627.830012	
9.110E-04	600.00346	
9.111E-04	544.635117	
9.111E-04	496.964073	
9.112E-04	448.18834	
9.113E-04	409.59678	
9.113E-04	388.013397	
9.113E-04	377.587462	
9.114E-04	350.392328	
9.114E-04	337.098339	
9.114E-04	324.322105	
9.115E-04	305.56842	
9.115E-04	287.915729	
9.115E-04	276.404137	
9.116E-04	268.17872	
9.116E-04	254.76291	
9.116E-04	249.492582	
9.116E-04	242.016952	
9.116E-04	229.792345	
9.117E-04	224.993897	
9.117E-04	218.179876	
9.117E-04	208.157812	
9.117E-04	207.097366	
9.117E-04	196.704468	
9.117E-04	193.647847	
9.118E-04	186.918515	
9.118E-04	177.034608	
9.118E-04	176.573626	
9.118E-04	167.982339	
9.119E-04	161.256836	
9.119E-04	159.286468	
9.119E-04	151.19371	
9.119E-04	150.816413	
9.119E-04	143.700989	
9.119E-04	141.263922	
9.120E-04	136.675118	
9.120E-04	132.506265	
9.120E-04	130.143497	
9.120E-04	124.079488	
9.120E-04	119.556526	
9.121E-04	118.27366	
9.121E-04	113.003581	
9.121E-04	110.537512	
9.121E-04	109.634693	
9.121E-04	105.638341	
9.122E-04	102.584365	
9.122E-04	101.782677	
9.122E-04	98.2394584	
9.122E-04	96.400888	
9.122E-04	94.8827683	
9.122E-04	91.7226514	
9.123E-04	90.8588611	
9.123E-04	88.788211	
9.123E-04	85.9674304	
9.123E-04	85.8902988	
9.123E-04	83.4010205	
9.123E-04	81.4399329	
9.124E-04	80.9295248	
9.124E-04	78.6685086	
9.124E-04	76.4401391	
9.124E-04	76.1966807	
9.124E-04	73.4627801	
9.125E-04	71.6407213	
9.125E-04	70.6749307	
9.125E-04	68.1183672	
9.125E-04	67.6535169	
9.126E-04	65.6389233	
9.126E-04	64.1558828	
9.126E-04	63.2596184	
9.127E-04	61.0596363	
9.127E-04	59.1081264	
9.127E-04	57.8271182	
9.128E-04	57.2514842	
9.128E-04	55.5503254	
9.128E-04	54.9907313	
9.128E-04	53.9795178	
9.129E-04	52.4820127	
9.129E-04	51.1371145	
9.130E-04	50.2517819	
9.130E-04	49.4595019	
9.131E-04	47.7030237	
9.131E-04	47.3167996	
9.131E-04	46.8053738	
9.132E-04	45.1194946	
9.132E-04	44.7866344	
9.133E-04	43.6045827	
9.133E-04	42.4371144	
9.133E-04	42.1781528	
9.134E-04	40.8988281	
9.135E-04	40.1392736	
9.135E-04	39.6892206	
9.136E-04	38.5757078	
9.136E-04	38.1350253	
9.137E-04	37.2283928	
9.137E-04	36.237325	
9.138E-04	35.3026591	
9.139E-04	34.980889	
9.140E-04	33.8674636	
9.140E-04	33.3950091	
9.141E-04	32.8325072	
9.142E-04	31.9969511	
9.142E-04	31.8732414	
9.143E-04	31.0156599	
9.144E-04	30.165409	
9.145E-04	29.4277266	
9.146E-04	28.591655	
9.147E-04	27.8595351	
9.148E-04	27.223996	
9.149E-04	27.143137	
9.150E-04	26.5013673	
9.151E-04	26.0234537	
9.151E-04	25.8829365	
9.152E-04	25.324926	
9.154E-04	24.632989	
9.154E-04	24.5119177	
9.155E-04	23.971726	
9.157E-04	23.4352044	
9.157E-04	23.3825367	
9.158E-04	22.8596798	
9.160E-04	22.3921444	
9.160E-04	22.3458522	
9.161E-04	21.8859461	
9.163E-04	21.4744448	
9.163E-04	21.4355112	
9.165E-04	20.8559559	
9.167E-04	20.4721949	
9.169E-04	19.9379999	
9.169E-04	19.8621379	
9.171E-04	19.480775	
9.173E-04	19.0386162	
9.174E-04	18.8501614	
9.175E-04	18.6306	
9.177E-04	18.2485173	
9.179E-04	17.9769666	
9.180E-04	17.8807826	
9.182E-04	17.5458475	
9.184E-04	17.212446	
9.187E-04	16.7931764	
9.190E-04	16.3763586	
9.193E-04	16.0086276	
9.196E-04	15.6427936	
9.199E-04	15.3213522	
9.202E-04	15.0014396	
9.205E-04	14.6829245	
9.208E-04	14.4003948	
9.212E-04	14.0629653	
9.214E-04	13.8474208	
9.215E-04	13.7369349	
9.219E-04	13.429985	
9.223E-04	13.1247116	
9.228E-04	12.7204637	
9.230E-04	12.5194514	
9.232E-04	12.319434	
9.235E-04	12.1205334	
9.236E-04	12.0000909	
9.237E-04	11.9173378	
9.240E-04	11.7069361	
9.241E-04	11.5502792	
9.243E-04	11.3947736	
9.245E-04	11.2655933	
9.245E-04	11.2371303	
9.247E-04	11.0630743	
9.248E-04	10.9354848	
9.250E-04	10.8090995	
9.250E-04	10.7341084	
9.251E-04	10.6764174	
9.252E-04	10.5338324	
9.254E-04	10.3931933	
9.255E-04	10.3100142	
9.255E-04	10.2862216	
9.256E-04	10.1687723	
9.257E-04	10.0530887	
9.257E-04	10.0000758	
9.258E-04	9.93066197	
9.259E-04	9.81143203	
9.260E-04	9.69482449	
9.260E-04	9.66230023	
9.260E-04	9.60059414	
9.261E-04	9.50307326	
9.262E-04	9.4081672	
9.262E-04	9.33395327	
9.262E-04	9.31262629	
9.263E-04	9.2401797	
9.263E-04	9.1698595	
9.264E-04	9.10206819	
9.264E-04	9.03730744	
9.265E-04	8.97620279	
9.265E-04	8.91953357	
9.266E-04	8.88229923	
9.266E-04	8.84824113	
9.266E-04	8.81785232	
9.267E-04	8.79170542	
9.267E-04	8.77046373	
9.267E-04	8.75489344	
9.268E-04	8.74587695	
9.268E-04	8.74401948	
9.268E-04	8.74574511	
9.268E-04	8.75024736	
9.268E-04	8.76676707	
9.269E-04	8.78913365	
9.269E-04	8.81799051	
9.269E-04	8.83961916	
9.269E-04	8.85888094	
9.269E-04	8.91499834	
9.270E-04	8.97991422	
9.270E-04	8.99981578	
9.270E-04	9.06673875	
9.270E-04	9.16869695	
9.270E-04	9.28243496	
9.271E-04	9.3162129	
9.271E-04	9.42542105	
9.271E-04	9.56591069	
9.271E-04	9.69451882	
9.271E-04	9.72113264	
9.271E-04	9.90655106	
9.272E-04	10.1053526	
9.272E-04	10.1381554	
9.272E-04	10.336954	
9.272E-04	10.5873702	
9.272E-04	10.8759422	
9.272E-04	11.0644655	
9.272E-04	11.1912226	
9.273E-04	11.5398292	
9.273E-04	11.6249477	
9.273E-04	11.9290965	
9.273E-04	12.2819495	
9.273E-04	12.3507253	
9.273E-04	12.820722	
9.273E-04	13.048894	
9.274E-04	13.333324	
9.274E-04	13.8873161	
9.274E-04	13.9320423	
9.274E-04	14.5035381	
9.274E-04	14.9520497	
9.274E-04	15.1643424	
9.274E-04	15.9981479	
9.275E-04	16.1150005	
9.275E-04	16.9210057	
9.275E-04	17.4409829	
9.275E-04	17.9234526	
9.275E-04	18.9324378	
9.275E-04	19.0087644	
9.275E-04	20.2035283	
9.276E-04	20.6189858	
9.276E-04	21.4951393	
9.276E-04	22.407176	
9.276E-04	22.8868892	
9.276E-04	24.3817463	
9.277E-04	26.0100224	
9.277E-04	26.5725385	
9.277E-04	27.7510344	
9.277E-04	28.9742635	
9.277E-04	29.9977688	
9.277E-04	31.5895702	
9.277E-04	32.1436262	
9.278E-04	34.4320323	
9.278E-04	36.890666	
9.278E-04	37.5282376	
9.278E-04	40.8411553	
9.279E-04	45.1493291	
9.279E-04	49.8041434	
9.279E-04	54.8039233	
9.280E-04	55.1494032	
9.280E-04	60.1296783	
9.280E-04	60.8646195	
9.280E-04	65.7622119	
9.280E-04	66.9256889	
9.281E-04	71.6916871	
9.281E-04	75.8832407	
9.281E-04	79.9708014	
9.282E-04	89.4582459	
9.283E-04	113.0118	
9.284E-04	125.108921	
9.284E-04	128.424824	
9.285E-04	134.449893	
9.285E-04	139.982535	
9.285E-04	141.97573	
9.286E-04	148.08863	
9.286E-04	148.723115	
9.286E-04	154.542928	
9.287E-04	159.280983	
9.287E-04	162.668304	
9.287E-04	163.009757	
9.288E-04	165.322363	
9.288E-04	165.450643	
9.288E-04	166.200231	
9.289E-04	166.20918	
9.289E-04	165.723093	
9.289E-04	165.415471	
9.290E-04	164.196275	
9.290E-04	163.848574	
9.290E-04	162.112584	
9.290E-04	160.771428	
9.290E-04	158.820635	
9.291E-04	157.3905	
9.291E-04	153.590632	
9.291E-04	152.520575	
9.292E-04	147.84153	
9.292E-04	146.597505	
9.292E-04	139.93878	
9.293E-04	129.854776	
9.293E-04	124.889185	
9.295E-04	100.958104	
9.295E-04	92.040348	
9.296E-04	88.183981	
9.296E-04	83.443805	
9.297E-04	77.91804	
9.297E-04	76.4831919	
9.297E-04	72.6563681	
9.297E-04	69.2803574	
9.297E-04	67.6515819	
9.298E-04	62.9258385	
9.298E-04	61.4052267	
9.298E-04	58.4889366	
9.298E-04	56.0212448	
9.298E-04	55.3444175	
9.299E-04	52.0682125	
9.299E-04	51.1189209	
9.299E-04	49.0043353	
9.299E-04	46.8105451	
9.299E-04	46.6683429	
9.300E-04	44.7766393	
9.300E-04	42.8082516	
9.300E-04	42.6808455	
9.300E-04	40.9842071	
9.300E-04	39.8088247	
9.300E-04	39.2479048	
9.301E-04	37.6179693	
9.301E-04	37.1967868	
9.301E-04	36.0949089	
9.301E-04	34.8373115	
9.301E-04	34.4697869	
9.301E-04	33.4027611	
9.302E-04	32.7101254	
9.302E-04	32.3820715	
9.302E-04	31.4247935	
9.302E-04	30.8037395	
9.302E-04	30.5142319	
9.302E-04	29.6702262	
9.302E-04	28.8495698	
9.303E-04	28.3172642	
9.303E-04	28.0737925	
9.303E-04	27.364444	
9.303E-04	26.6750552	
9.303E-04	26.2280489	
9.303E-04	26.0228824	
9.303E-04	25.4252114	
9.304E-04	24.8443504	
9.304E-04	24.7501776	
9.304E-04	24.3159377	
9.304E-04	23.8097245	
9.304E-04	23.4830315	
9.304E-04	23.1859311	
9.304E-04	22.7553261	
9.305E-04	22.3366959	
9.305E-04	22.065067	
9.305E-04	21.9435362	
9.305E-04	21.5893807	
9.305E-04	21.2449493	
9.305E-04	20.9095668	
9.306E-04	20.6178493	
9.306E-04	20.2409384	
9.306E-04	19.9676686	
9.306E-04	19.886161	
9.306E-04	19.5714547	
9.307E-04	19.2669469	
9.307E-04	19.1931121	
9.307E-04	18.9997552	
9.307E-04	18.7501759	
9.308E-04	18.5079725	
9.308E-04	18.2723708	
9.308E-04	18.0765572	
9.308E-04	17.8860135	
9.309E-04	17.6772455	
9.309E-04	17.5643162	
9.309E-04	17.466724	
9.309E-04	17.27713	
9.310E-04	17.092372	
9.310E-04	17.0020844	
9.310E-04	16.9244726	
9.310E-04	16.7728682	
9.311E-04	16.6243974	
9.311E-04	16.4786428	
9.311E-04	16.4072071	
9.312E-04	16.2846724	
9.312E-04	16.1051906	
9.313E-04	15.9292397	
9.313E-04	15.7818718	
9.314E-04	15.6369184	
9.314E-04	15.4656182	
9.315E-04	15.3532441	
9.315E-04	15.2577637	
9.316E-04	15.0701551	
9.317E-04	14.8852444	
9.317E-04	14.7294683	
9.318E-04	14.5755551	
9.319E-04	14.3727679	
9.320E-04	14.2014757	
9.321E-04	14.032133	
9.322E-04	13.9482883	
9.323E-04	13.8775397	
9.324E-04	13.7026367	
9.325E-04	13.529581	
9.326E-04	13.3923816	
9.327E-04	13.363911	
9.328E-04	13.2228817	
9.329E-04	13.0829863	
9.331E-04	12.9440696	
9.331E-04	12.8888428	
9.332E-04	12.8183922	
9.334E-04	12.6436282	
9.336E-04	12.4702434	
9.338E-04	12.323003	
9.340E-04	12.1767311	
9.342E-04	12.0312838	
9.343E-04	11.9637391	
9.344E-04	11.8960384	
9.347E-04	11.727728	
9.348E-04	11.6272895	
9.350E-04	11.5680638	
9.352E-04	11.42077	
9.355E-04	11.2741356	
9.358E-04	11.1140378	
9.359E-04	11.0407568	
9.361E-04	10.9664053	
9.364E-04	10.8293905	
9.368E-04	10.6247548	
9.373E-04	10.4210636	
9.379E-04	10.1508062	
9.382E-04	9.98898775	
9.386E-04	9.82769465	
9.389E-04	9.6669395	
9.393E-04	9.50674767	
9.396E-04	9.34715871	
9.398E-04	9.26769265	
9.400E-04	9.18356961	
9.404E-04	9.01604987	
9.407E-04	8.84934773	
9.409E-04	8.76647533	
9.411E-04	8.66976043	
9.413E-04	8.54524354	
9.416E-04	8.42131762	
9.417E-04	8.35968925	
9.418E-04	8.29132773	
9.421E-04	8.15536624	
9.423E-04	8.02027691	
9.424E-04	7.98980345	
9.425E-04	7.8729093	
9.428E-04	7.7363969	
9.430E-04	7.614485	
9.430E-04	7.58090794	
9.432E-04	7.48039225	
9.434E-04	7.34240783	
9.436E-04	7.20580341	
9.436E-04	7.16830484	
9.438E-04	7.05700246	
9.439E-04	6.94264238	
9.440E-04	6.86301594	
9.441E-04	6.82512938	
9.442E-04	6.69863703	
9.444E-04	6.55536466	
9.444E-04	6.52803314	
9.445E-04	6.44559512	
9.446E-04	6.3336343	
9.447E-04	6.24332068	
9.448E-04	6.22059619	
9.449E-04	6.09740813	
9.450E-04	5.97627663	
9.451E-04	5.91149607	
9.451E-04	5.85071685	
9.453E-04	5.71974406	
9.453E-04	5.67316403	
9.454E-04	5.6086059	
9.455E-04	5.49484057	
9.455E-04	5.42086333	
9.456E-04	5.37957853	
9.457E-04	5.25895959	
9.457E-04	5.15509439	
9.458E-04	5.14053812	
9.458E-04	5.04515308	
9.459E-04	4.95260785	
9.460E-04	4.87985898	
9.460E-04	4.86137402	
9.461E-04	4.76534418	
9.461E-04	4.6770547	
9.462E-04	4.60646073	
9.462E-04	4.59279647	
9.463E-04	4.509797	
9.463E-04	4.45210809	
9.464E-04	4.39906292	
9.464E-04	4.35149987	
9.465E-04	4.3230879	
9.465E-04	4.31266363	
9.465E-04	4.2866114	
9.466E-04	4.28022995	
9.466E-04	4.27621039	
9.466E-04	4.2785019	
9.466E-04	4.28574059	
9.467E-04	4.30671719	
9.467E-04	4.30905488	
9.467E-04	4.35367977	
9.467E-04	4.35554071	
9.468E-04	4.42354166	
9.468E-04	4.43466813	
9.468E-04	4.52325209	
9.468E-04	4.55003349	
9.468E-04	4.6081749	
9.469E-04	4.65183913	
9.469E-04	4.7120301	
9.469E-04	4.77685228	
9.469E-04	4.8368801	
9.469E-04	4.95108061	
9.469E-04	4.98317727	
9.469E-04	5.1283944	
9.470E-04	5.15682243	
9.470E-04	5.33777208	
9.470E-04	5.3600239	
9.470E-04	5.58345489	
9.470E-04	5.59642781	
9.470E-04	5.87008865	
9.471E-04	6.08845182	
9.471E-04	6.18805743	
9.471E-04	6.32735777	
9.471E-04	6.51235707	
9.471E-04	6.58953501	
9.471E-04	6.83518269	
9.471E-04	6.87775134	
9.471E-04	7.19348946	
9.472E-04	7.54071057	
9.472E-04	7.59328043	
9.472E-04	7.91997764	
9.472E-04	8.03526698	
9.472E-04	8.33360244	
9.472E-04	8.5229103	
9.472E-04	8.78399332	
9.472E-04	9.0609878	
9.472E-04	9.34725695	
9.472E-04	9.65185193	
9.473E-04	9.96637739	
9.473E-04	10.3007183	
9.473E-04	10.6456763	
9.473E-04	11.0120197	
9.473E-04	11.3896969	
9.473E-04	11.7904097	
9.473E-04	12.2032022	
9.473E-04	12.6407599	
9.473E-04	13.0911717	
9.474E-04	13.5681561	
9.474E-04	14.0587956	
9.474E-04	14.5778909	
9.474E-04	15.1114671	
9.474E-04	15.6715079	
9.474E-04	15.959219	
9.474E-04	16.8674998	
9.474E-04	17.3349217	
9.474E-04	18.3937305	
9.475E-04	18.8380479	
9.475E-04	20.3240352	
9.475E-04	20.4739892	
9.475E-04	22.2600569	
9.475E-04	22.4681947	
9.475E-04	23.5421902	
9.475E-04	24.8434057	
9.475E-04	25.3524235	
9.476E-04	27.2950201	
9.476E-04	27.4479402	
9.476E-04	29.3889702	
9.476E-04	30.3236651	
9.476E-04	31.6243254	
9.476E-04	33.4612184	
9.476E-04	34.1312325	
9.477E-04	36.8106684	
9.477E-04	36.8777904	
9.477E-04	40.0346473	
9.477E-04	40.1049531	
9.477E-04	43.0501198	
9.477E-04	44.2854786	
9.477E-04	47.1354797	
9.477E-04	48.8689936	
9.478E-04	49.7994447	
9.478E-04	54.0192933	
9.478E-04	59.1201304	
9.478E-04	59.9122331	
9.478E-04	64.1717028	
9.479E-04	66.9345281	
9.479E-04	70.4173477	
9.479E-04	74.7611303	
9.479E-04	77.5629157	
9.479E-04	81.9548534	
9.479E-04	83.9463385	
9.480E-04	91.1962386	
9.480E-04	91.4666822	
9.480E-04	100.56663	
9.480E-04	102.298002	
9.480E-04	111.40957	
9.481E-04	114.170355	
9.481E-04	122.915476	
9.481E-04	130.063155	
9.481E-04	136.014486	
9.482E-04	150.411958	
9.482E-04	172.099876	
9.484E-04	224.69359	
9.485E-04	246.975549	
9.485E-04	267.411861	
9.485E-04	272.209059	
9.486E-04	285.198469	
9.486E-04	287.713398	
9.486E-04	297.6333	
9.487E-04	304.901917	
9.487E-04	311.885172	
9.487E-04	318.494202	
9.487E-04	320.94625	
9.488E-04	327.880345	
9.488E-04	334.365639	
9.488E-04	335.107036	
9.489E-04	338.699135	
9.489E-04	339.965061	
9.489E-04	341.266941	
9.490E-04	341.490363	
9.490E-04	341.408051	
9.490E-04	340.297779	
9.490E-04	340.203516	
9.491E-04	337.464274	
9.491E-04	337.110058	
9.491E-04	332.566475	
9.491E-04	331.769495	
9.492E-04	324.510333	
9.492E-04	323.801755	
9.492E-04	315.385782	
9.492E-04	311.854981	
9.493E-04	303.75734	
9.493E-04	296.397345	
9.493E-04	287.107312	
9.494E-04	278.744626	
9.494E-04	265.983942	
9.494E-04	260.469725	
9.496E-04	205.872469	
9.497E-04	187.529403	
9.497E-04	180.163658	
9.497E-04	169.746994	
9.497E-04	159.515435	
9.498E-04	154.576704	
9.498E-04	146.085603	
9.498E-04	143.746259	
9.498E-04	133.399059	
9.499E-04	123.670749	
9.499E-04	121.551587	
9.499E-04	114.466748	
9.499E-04	111.990247	
9.500E-04	105.846817	
9.500E-04	103.070295	
9.500E-04	99.1125934	
9.500E-04	94.8031339	
9.500E-04	92.7630688	
9.501E-04	87.1714417	
9.501E-04	86.7945874	
9.501E-04	81.2672814	
9.501E-04	80.1860486	
9.501E-04	76.1239308	
9.502E-04	73.8019886	
9.502E-04	72.4815585	
9.502E-04	69.0497222	
9.502E-04	68.0009902	
9.502E-04	65.8337269	
9.502E-04	62.746038	
9.503E-04	59.4598778	
9.503E-04	58.0823894	
9.503E-04	56.3761924	
9.503E-04	53.8749723	
9.503E-04	53.4883937	
9.504E-04	50.8459546	
9.504E-04	50.1079313	
9.504E-04	48.4026221	
9.504E-04	46.7369188	
9.504E-04	46.1217548	
9.504E-04	44.0202378	
9.504E-04	43.726918	
9.505E-04	42.1062681	
9.505E-04	41.0510261	
9.505E-04	40.3227545	
9.505E-04	38.6642041	
9.505E-04	37.667919	
9.506E-04	36.5496327	
9.506E-04	36.4211232	
9.506E-04	35.2888872	
9.506E-04	34.6722202	
9.506E-04	34.2192161	
9.506E-04	33.2204927	
9.507E-04	33.0027378	
9.507E-04	32.3128395	
9.507E-04	31.4432669	
9.507E-04	31.0639018	
9.507E-04	30.6404278	
9.507E-04	29.8928621	
9.508E-04	29.4034438	
9.508E-04	29.1844429	
9.508E-04	28.5397949	
9.508E-04	27.976789	
9.508E-04	27.9136284	
9.508E-04	27.3554344	
9.509E-04	26.8066143	
9.509E-04	26.7468135	
9.509E-04	26.0748448	
9.509E-04	25.6809929	
9.509E-04	25.4028796	
9.510E-04	24.858925	
9.510E-04	24.3251098	
9.510E-04	23.8704725	
9.511E-04	23.4237058	
9.511E-04	23.2037838	
9.511E-04	23.0101829	
9.511E-04	22.6290856	
9.512E-04	22.3170109	
9.512E-04	22.0971539	
9.512E-04	21.6125933	
9.513E-04	21.3480738	
9.513E-04	21.1622339	
9.513E-04	20.7511752	
9.514E-04	20.5261193	
9.514E-04	20.3698818	
9.514E-04	20.0234195	
9.515E-04	19.6435146	
9.515E-04	19.4935304	
9.516E-04	19.2355777	
9.516E-04	18.854086	
9.517E-04	18.6342162	
9.517E-04	18.5016561	
9.518E-04	18.1874077	
9.518E-04	17.8765242	
9.519E-04	17.4665111	
9.520E-04	17.1266728	
9.521E-04	16.7906058	
9.521E-04	16.6242046	
9.522E-04	16.480026	
9.523E-04	16.1235529	
9.524E-04	15.9119621	
9.524E-04	15.7876715	
9.525E-04	15.4802571	
9.526E-04	15.2975518	
9.526E-04	15.191249	
9.527E-04	14.9280736	
9.529E-04	14.6672244	
9.529E-04	14.5119943	
9.530E-04	14.4217531	
9.531E-04	14.1981485	
9.532E-04	13.9764765	
9.533E-04	13.8446477	
9.533E-04	13.7662681	
9.534E-04	13.5724406	
9.535E-04	13.4286878	
9.536E-04	13.2866512	
9.536E-04	13.1931456	
9.537E-04	13.1008272	
9.537E-04	13.0826573	
9.538E-04	13.0150078	
9.538E-04	12.9322891	
9.539E-04	12.8519032	
9.539E-04	12.7935196	
9.539E-04	12.7371338	
9.540E-04	12.6866604	
9.540E-04	12.6453459	
9.541E-04	12.6002836	
9.541E-04	12.5686093	
9.541E-04	12.539016	
9.541E-04	12.5117646	
9.542E-04	12.4871456	
9.542E-04	12.4654761	
9.542E-04	12.4471095	
9.543E-04	12.4324287	
9.543E-04	12.4218518	
9.543E-04	12.4158325	
9.543E-04	12.4148607	
9.544E-04	12.4194634	
9.544E-04	12.4302046	
9.544E-04	12.447686	
9.545E-04	12.4725422	
9.545E-04	12.5054465	
9.545E-04	12.534638	
9.545E-04	12.5497873	
9.545E-04	12.6099037	
9.546E-04	12.6802614	
9.546E-04	12.7616426	
9.546E-04	12.8548401	
9.547E-04	12.9391241	
9.547E-04	13.0320323	
9.547E-04	13.1339949	
9.547E-04	13.2454205	
9.548E-04	13.3667283	
9.548E-04	13.498306	
9.548E-04	13.640548	
9.548E-04	13.7938059	
9.548E-04	13.9724054	
9.549E-04	14.2622796	
9.549E-04	14.5793361	
9.549E-04	14.924307	
9.550E-04	15.048752	
9.550E-04	15.308794	
9.550E-04	15.5847222	
9.550E-04	15.9738169	
9.550E-04	16.0245396	
9.551E-04	16.5092637	
9.551E-04	17.0216529	
9.551E-04	17.5606835	
9.552E-04	17.6873991	
9.552E-04	18.444179	
9.552E-04	19.1740599	
9.553E-04	19.3895915	
9.553E-04	20.8221543	
9.553E-04	20.9785406	
9.554E-04	22.7499984	
9.555E-04	24.5739632	
9.555E-04	25.2102885	
9.556E-04	26.3946392	
9.556E-04	27.3818156	
9.557E-04	28.4662513	
9.557E-04	29.0415422	
9.558E-04	29.8862013	
9.558E-04	30.4508706	
9.559E-04	30.9729875	
9.559E-04	31.4012029	
9.559E-04	31.4146537	
9.560E-04	31.718236	
9.560E-04	31.7948872	
9.561E-04	31.7849902	
9.561E-04	31.7182747	
9.561E-04	31.5558561	
9.562E-04	31.4178401	
9.562E-04	31.1730312	
9.562E-04	30.6995428	
9.562E-04	30.6283409	
9.563E-04	30.1281349	
9.563E-04	29.335648	
9.564E-04	29.0882534	
9.564E-04	28.1993879	
9.565E-04	27.5017925	
9.565E-04	26.6258712	
9.566E-04	25.3880726	
9.567E-04	22.7410321	
9.568E-04	21.4466812	
9.568E-04	20.4536815	
9.568E-04	19.7389627	
9.569E-04	18.8648768	
9.569E-04	18.2022802	
9.570E-04	17.5738482	
9.570E-04	16.980367	
9.570E-04	16.5584084	
9.571E-04	16.156238	
9.571E-04	15.773652	
9.571E-04	15.4103623	
9.571E-04	15.0659324	
9.572E-04	14.7498458	
9.572E-04	14.4515127	
9.572E-04	14.1702457	
9.573E-04	13.9053429	
9.573E-04	13.6560226	
9.573E-04	13.4787917	
9.573E-04	13.4223775	
9.573E-04	13.31565	
9.574E-04	13.1631965	
9.574E-04	13.0180353	
9.574E-04	12.879799	
9.574E-04	12.7481609	
9.574E-04	12.6227727	
9.575E-04	12.5032974	
9.575E-04	12.389405	
9.575E-04	12.3531961	
