E(MeV)	pendfb7/Gd152:1	
4.337E-04	26.409423	
4.339E-04	25.7182097	
4.340E-04	25.4511741	
4.343E-04	24.5664585	
4.344E-04	24.3904946	
4.346E-04	23.7575692	
4.349E-04	22.9709399	
4.350E-04	22.814472	
4.352E-04	22.2492114	
4.355E-04	21.5468208	
4.356E-04	21.4071877	
4.358E-04	20.9035547	
4.361E-04	20.3407469	
4.364E-04	19.7818195	
4.365E-04	19.4115854	
4.368E-04	18.9060672	
4.370E-04	18.571686	
4.371E-04	18.2397601	
4.373E-04	17.9106912	
4.375E-04	17.5849853	
4.376E-04	17.2633111	
4.377E-04	17.189122	
4.377E-04	17.0110608	
4.379E-04	16.7556413	
4.380E-04	16.5243077	
4.381E-04	16.3563874	
4.381E-04	16.2903739	
4.382E-04	16.0428713	
4.383E-04	15.8608426	
4.383E-04	15.7724031	
4.384E-04	15.67008	
4.385E-04	15.4714283	
4.386E-04	15.2778831	
4.386E-04	15.1207215	
4.386E-04	15.0850357	
4.387E-04	14.9416887	
4.388E-04	14.8021893	
4.388E-04	14.6664317	
4.389E-04	14.5759864	
4.389E-04	14.528092	
4.389E-04	14.3802145	
4.390E-04	14.2745778	
4.390E-04	14.2023855	
4.390E-04	14.169045	
4.391E-04	14.0562499	
4.391E-04	13.9515961	
4.391E-04	13.8570779	
4.392E-04	13.8009782	
4.392E-04	13.7852493	
4.392E-04	13.7442966	
4.392E-04	13.6921006	
4.393E-04	13.6526936	
4.393E-04	13.624884	
4.393E-04	13.6054802	
4.393E-04	13.5957779	
4.394E-04	13.5972772	
4.394E-04	13.6117112	
4.394E-04	13.6410756	
4.394E-04	13.6876615	
4.394E-04	13.7354661	
4.394E-04	13.7510699	
4.395E-04	13.8043669	
4.395E-04	13.8900745	
4.395E-04	13.9910351	
4.395E-04	14.1088885	
4.395E-04	14.1543983	
4.395E-04	14.2577657	
4.395E-04	14.4334615	
4.396E-04	14.6319155	
4.396E-04	14.7809147	
4.396E-04	14.8648976	
4.396E-04	15.1443435	
4.396E-04	15.4540229	
4.396E-04	15.7176006	
4.396E-04	15.7995089	
4.396E-04	16.0682984	
4.397E-04	16.4569856	
4.397E-04	16.7730244	
4.397E-04	16.8854765	
4.397E-04	17.3705456	
4.397E-04	17.6973815	
4.397E-04	17.9046552	
4.397E-04	18.4980416	
4.397E-04	18.8165019	
4.397E-04	19.1526242	
4.398E-04	19.8714222	
4.398E-04	20.1596397	
4.398E-04	20.66578	
4.398E-04	21.5285859	
4.398E-04	21.7583789	
4.398E-04	22.4771849	
4.398E-04	22.9862403	
4.398E-04	23.5160253	
4.398E-04	24.6387401	
4.398E-04	24.8369729	
4.399E-04	25.8721505	
4.399E-04	26.9658753	
4.399E-04	27.1931501	
4.399E-04	28.7608516	
4.399E-04	29.0100076	
4.399E-04	30.7300503	
4.399E-04	30.7984339	
4.399E-04	32.7467866	
4.399E-04	32.8992572	
4.399E-04	34.8619728	
4.399E-04	35.2755892	
4.400E-04	37.1498153	
4.400E-04	37.8664462	
4.400E-04	39.618157	
4.400E-04	40.6822208	
4.400E-04	42.2743823	
4.400E-04	43.7333692	
4.400E-04	45.1259212	
4.400E-04	47.02909	
4.400E-04	48.1789611	
4.400E-04	50.521724	
4.401E-04	52.5782809	
4.401E-04	54.2456905	
4.401E-04	56.8090175	
4.401E-04	58.2291497	
4.401E-04	60.7668199	
4.401E-04	62.4984974	
4.401E-04	67.1591549	
4.401E-04	68.5791827	
4.401E-04	74.0929286	
4.402E-04	75.1368099	
4.402E-04	81.5731772	
4.402E-04	82.1698406	
4.402E-04	89.5912405	
4.402E-04	89.6706863	
4.402E-04	97.6585759	
4.402E-04	99.3258313	
4.403E-04	105.907718	
4.403E-04	111.56364	
4.403E-04	114.495015	
4.403E-04	127.235299	
4.403E-04	128.010633	
4.404E-04	143.890693	
4.404E-04	163.357914	
4.405E-04	185.584596	
4.405E-04	205.532423	
4.406E-04	218.033333	
4.406E-04	221.355561	
4.406E-04	235.116695	
4.406E-04	236.387607	
4.406E-04	244.305715	
4.407E-04	248.764039	
4.407E-04	252.452703	
4.407E-04	258.327039	
4.407E-04	259.418727	
4.407E-04	265.04957	
4.408E-04	268.803631	
4.408E-04	269.385847	
4.408E-04	272.153053	
4.408E-04	272.35488	
4.408E-04	273.074039	
4.408E-04	273.075342	
4.409E-04	272.358421	
4.409E-04	272.240897	
4.409E-04	269.91088	
4.409E-04	269.480633	
4.409E-04	266.692905	
4.409E-04	265.455984	
4.410E-04	261.327993	
4.410E-04	260.113114	
4.410E-04	253.088156	
4.410E-04	244.111558	
4.410E-04	243.536785	
4.411E-04	231.354931	
4.411E-04	217.750199	
4.411E-04	214.932451	
4.412E-04	203.202893	
4.412E-04	177.537907	
4.413E-04	164.152193	
4.413E-04	149.588099	
4.413E-04	137.263573	
4.414E-04	131.309695	
4.414E-04	126.148515	
4.414E-04	117.553824	
4.414E-04	115.608933	
4.414E-04	108.135533	
4.414E-04	104.835899	
4.415E-04	101.036611	
4.415E-04	95.9598562	
4.415E-04	93.2326742	
4.415E-04	90.5872728	
4.415E-04	85.49277	
4.415E-04	83.6553875	
4.415E-04	80.6956667	
4.416E-04	76.1520672	
4.416E-04	75.0631354	
4.416E-04	71.9208971	
4.416E-04	67.9139773	
4.416E-04	67.4351987	
4.416E-04	64.226695	
4.416E-04	61.3727262	
4.417E-04	60.7410645	
4.417E-04	58.3318021	
4.417E-04	55.4578573	
4.417E-04	54.9093607	
4.417E-04	52.8293917	
4.417E-04	50.3535551	
4.417E-04	49.5674339	
4.417E-04	48.0869041	
4.418E-04	45.9762992	
4.418E-04	44.9057615	
4.418E-04	44.0278705	
4.418E-04	42.2429659	
4.418E-04	40.9999139	
4.418E-04	40.5775931	
4.418E-04	39.0770631	
4.419E-04	37.9323446	
4.419E-04	37.7498544	
4.419E-04	36.7325961	
4.419E-04	35.6038307	
4.419E-04	35.0662361	
4.419E-04	34.5670253	
4.419E-04	33.617887	
4.419E-04	32.907655	
4.420E-04	32.7273758	
4.420E-04	31.927539	
4.420E-04	31.2199362	
4.420E-04	31.1697274	
4.420E-04	30.5015086	
4.420E-04	29.8646152	
4.420E-04	29.38656	
4.420E-04	29.2680782	
4.421E-04	28.7410025	
4.421E-04	28.2372348	
4.421E-04	27.9269276	
4.421E-04	27.7703498	
4.421E-04	27.350941	
4.421E-04	26.9486155	
4.421E-04	26.7556506	
4.422E-04	26.5347776	
4.422E-04	26.2173658	
4.422E-04	25.9113411	
4.422E-04	25.5190211	
4.422E-04	25.3935105	
4.422E-04	25.1745556	
4.423E-04	24.859809	
4.423E-04	24.5569193	
4.423E-04	24.3618404	
4.423E-04	24.2771782	
4.423E-04	24.0320917	
4.424E-04	23.7947228	
4.424E-04	23.5640536	
4.424E-04	23.315669	
4.424E-04	23.2404584	
4.425E-04	22.9610736	
4.425E-04	22.6904387	
4.425E-04	22.5050823	
4.425E-04	22.4380447	
4.426E-04	22.2258652	
4.426E-04	21.9161999	
4.427E-04	21.61494	
4.427E-04	21.5545317	
4.427E-04	21.3503513	
4.428E-04	21.036605	
4.428E-04	20.9466519	
4.429E-04	20.6628445	
4.429E-04	20.3851176	
4.430E-04	20.2173248	
4.430E-04	20.1273324	
4.431E-04	19.8976325	
4.431E-04	19.6371092	
4.432E-04	19.5516409	
4.432E-04	19.4063222	
4.433E-04	19.1918562	
4.434E-04	18.9804099	
4.435E-04	18.7441783	
4.435E-04	18.7095161	
4.436E-04	18.4823165	
4.437E-04	18.2583839	
4.438E-04	18.0372243	
4.438E-04	17.949709	
4.439E-04	17.8401122	
4.440E-04	17.6235879	
4.442E-04	17.4095397	
4.443E-04	17.2505785	
4.443E-04	17.2052725	
4.444E-04	17.0258419	
4.446E-04	16.7889636	
4.447E-04	16.6716598	
4.447E-04	16.5719181	
4.449E-04	16.374334	
4.451E-04	16.1783551	
4.453E-04	15.9837442	
4.453E-04	15.9354242	
4.455E-04	15.7622434	
4.457E-04	15.5496858	
4.459E-04	15.338494	
4.459E-04	15.3250078	
4.461E-04	15.155391	
4.464E-04	14.915217	
4.467E-04	14.6803567	
4.467E-04	14.6770166	
4.470E-04	14.47368	
4.473E-04	14.2713118	
4.476E-04	14.0697754	
4.478E-04	13.923018	
4.480E-04	13.819116	
4.484E-04	13.5892944	
4.488E-04	13.3603003	
4.489E-04	13.2762938	
4.493E-04	13.0459894	
4.499E-04	12.7420259	
4.500E-04	12.7109564	
4.505E-04	12.4664708	
4.511E-04	12.2088078	
4.514E-04	12.0421569	
4.518E-04	11.8907069	
4.525E-04	11.5887301	
4.529E-04	11.438138	
4.532E-04	11.3000423	
4.540E-04	11.0081729	
4.548E-04	10.7006782	
4.550E-04	10.6125679	
4.556E-04	10.4097147	
4.564E-04	10.125811	
4.572E-04	9.82755876	
4.580E-04	9.55414221	
4.588E-04	9.28144153	
4.596E-04	9.00954076	
4.603E-04	8.73855022	
4.609E-04	8.54562639	
4.609E-04	8.53280607	
4.615E-04	8.34430959	
4.620E-04	8.14306081	
4.624E-04	7.99607623	
4.626E-04	7.93848724	
4.631E-04	7.72350617	
4.636E-04	7.52516993	
4.639E-04	7.42481856	
4.641E-04	7.32724287	
4.645E-04	7.18966396	
4.648E-04	7.05279733	
4.649E-04	7.02390253	
4.651E-04	6.90585978	
4.654E-04	6.75697163	
4.658E-04	6.60925956	
4.658E-04	6.59021178	
4.661E-04	6.47087404	
4.663E-04	6.35497505	
4.665E-04	6.24000325	
4.667E-04	6.17040145	
4.668E-04	6.12048132	
4.670E-04	5.99337774	
4.672E-04	5.86775469	
4.673E-04	5.83334279	
4.675E-04	5.73422253	
4.677E-04	5.59904005	
4.677E-04	5.59165234	
4.679E-04	5.48192246	
4.681E-04	5.35010935	
4.681E-04	5.33442257	
4.682E-04	5.25584606	
4.684E-04	5.16129776	
4.685E-04	5.07689684	
4.685E-04	5.06738368	
4.687E-04	4.96470482	
4.688E-04	4.86430266	
4.689E-04	4.80209907	
4.690E-04	4.76216849	
4.691E-04	4.67461786	
4.692E-04	4.60838142	
4.692E-04	4.58739398	
4.693E-04	4.49570645	
4.694E-04	4.41704942	
4.694E-04	4.40602951	
4.695E-04	4.3105876	
4.697E-04	4.21954617	
4.697E-04	4.14644826	
4.698E-04	4.07671004	
4.698E-04	4.06941759	
4.699E-04	3.99568518	
4.700E-04	3.93415245	
4.700E-04	3.91980231	
4.701E-04	3.87058178	
4.702E-04	3.80972788	
4.702E-04	3.77286206	
4.702E-04	3.7518569	
4.703E-04	3.69536291	
4.704E-04	3.6787536	
4.704E-04	3.65524171	
4.704E-04	3.61790232	
4.705E-04	3.59685217	
4.705E-04	3.58421331	
4.705E-04	3.55771883	
4.706E-04	3.53311103	
4.707E-04	3.51784252	
4.707E-04	3.51376007	
4.708E-04	3.51725966	
4.708E-04	3.52982635	
4.708E-04	3.54291088	
4.708E-04	3.55506638	
4.709E-04	3.59589712	
4.709E-04	3.60799093	
4.709E-04	3.63533996	
4.709E-04	3.68498618	
4.710E-04	3.75019432	
4.710E-04	3.76921775	
4.710E-04	3.81984245	
4.710E-04	3.88127056	
4.710E-04	3.92808052	
4.711E-04	4.02701361	
4.711E-04	4.06481382	
4.711E-04	4.17541297	
4.711E-04	4.24574601	
4.711E-04	4.30156691	
4.711E-04	4.39060267	
4.711E-04	4.44953163	
4.711E-04	4.55909843	
4.711E-04	4.62056659	
4.712E-04	4.75469258	
4.712E-04	4.81788531	
4.712E-04	4.98126551	
4.712E-04	5.04444801	
4.712E-04	5.1523804	
4.712E-04	5.30530534	
4.712E-04	5.33853545	
4.712E-04	5.54552855	
4.712E-04	5.6053464	
4.712E-04	5.77374474	
4.713E-04	5.9487595	
4.713E-04	6.02161888	
4.713E-04	6.29396197	
4.713E-04	6.34118936	
4.713E-04	6.59591843	
4.713E-04	6.79005951	
4.713E-04	6.9233035	
4.713E-04	7.27903283	
4.713E-04	7.29959938	
4.713E-04	7.67368195	
4.713E-04	7.81087957	
4.713E-04	8.10206958	
4.714E-04	8.30367401	
4.714E-04	8.56984581	
4.714E-04	8.84615395	
4.714E-04	9.07946591	
4.714E-04	9.44260387	
4.714E-04	9.6341146	
4.714E-04	10.0975832	
4.714E-04	10.2371551	
4.714E-04	10.815932	
4.714E-04	10.8921322	
4.714E-04	11.6027743	
4.714E-04	12.3774462	
4.714E-04	12.4661578	
4.715E-04	12.9319738	
4.715E-04	13.4108537	
4.715E-04	13.7124997	
4.715E-04	14.4384495	
4.715E-04	14.5472646	
4.715E-04	15.4446131	
4.715E-04	15.5603375	
4.715E-04	16.4086067	
4.715E-04	16.7834467	
4.715E-04	17.4372743	
4.715E-04	18.111011	
4.715E-04	18.5338315	
4.715E-04	19.5498475	
4.715E-04	19.7015706	
4.716E-04	20.950831	
4.716E-04	21.1122647	
4.716E-04	22.6279233	
4.716E-04	22.8025451	
4.716E-04	24.4370892	
4.716E-04	26.401023	
4.716E-04	26.8078045	
4.716E-04	28.5140526	
4.716E-04	29.3975397	
4.716E-04	30.9014683	
4.717E-04	32.2190779	
4.717E-04	33.4724239	
4.717E-04	35.2773671	
4.717E-04	38.0456165	
4.717E-04	38.6171559	
4.717E-04	41.0014169	
4.717E-04	42.2347841	
4.717E-04	44.8041019	
4.717E-04	46.1318368	
4.717E-04	48.2052874	
4.717E-04	50.5213	
4.718E-04	52.1921978	
4.718E-04	55.6488865	
4.718E-04	57.2535683	
4.718E-04	61.8211275	
4.718E-04	62.4719703	
4.718E-04	67.1644697	
4.718E-04	68.5438959	
4.718E-04	72.6143441	
4.718E-04	75.8124145	
4.719E-04	77.851824	
4.719E-04	82.3620058	
4.719E-04	84.9724522	
4.719E-04	91.932701	
4.719E-04	93.3328927	
4.719E-04	100.534756	
4.719E-04	102.014736	
4.719E-04	109.654728	
4.719E-04	111.227931	
4.720E-04	120.394104	
4.720E-04	121.506547	
4.720E-04	132.930029	
4.720E-04	134.107954	
4.720E-04	146.826731	
4.720E-04	151.184426	
4.721E-04	164.651493	
4.721E-04	170.584673	
4.721E-04	185.460477	
4.721E-04	197.937192	
4.722E-04	213.42226	
4.723E-04	269.272711	
4.723E-04	281.685839	
4.723E-04	309.963653	
4.723E-04	313.777418	
4.724E-04	328.422765	
4.724E-04	331.888319	
4.724E-04	343.48491	
4.724E-04	346.071296	
4.724E-04	355.871113	
4.724E-04	357.676732	
4.725E-04	366.828802	
4.725E-04	370.523422	
4.725E-04	377.091874	
4.725E-04	378.762075	
4.725E-04	383.614115	
4.726E-04	384.214395	
4.726E-04	388.070989	
4.726E-04	388.782456	
4.726E-04	389.061643	
4.726E-04	388.782729	
4.727E-04	387.180635	
4.727E-04	385.597165	
4.727E-04	382.266683	
4.727E-04	381.577333	
4.727E-04	376.474582	
4.727E-04	373.999455	
4.728E-04	367.001296	
4.728E-04	364.636444	
4.728E-04	353.3675	
4.728E-04	351.476114	
4.728E-04	338.211105	
4.729E-04	336.038406	
4.729E-04	320.554335	
4.729E-04	318.755446	
4.729E-04	299.303655	
4.729E-04	293.456362	
4.730E-04	274.720246	
4.731E-04	213.141683	
4.731E-04	193.092164	
4.731E-04	189.173486	
4.732E-04	168.557402	
4.732E-04	152.979726	
4.732E-04	151.960713	
4.732E-04	141.904917	
4.733E-04	136.407745	
4.733E-04	129.354937	
4.733E-04	121.911376	
4.733E-04	117.581551	
4.733E-04	110.160551	
4.733E-04	108.530005	
4.733E-04	103.155877	
4.734E-04	97.6096951	
4.734E-04	96.4547898	
4.734E-04	90.1423953	
4.734E-04	89.9450231	
4.734E-04	84.21666	
4.734E-04	82.8297241	
4.734E-04	78.8111027	
4.734E-04	76.2185343	
4.734E-04	73.7184184	
4.735E-04	70.0940818	
4.735E-04	68.9307186	
4.735E-04	64.4392582	
4.735E-04	60.2756219	
4.735E-04	59.2720022	
4.735E-04	56.3843999	
4.735E-04	54.5304805	
4.735E-04	52.7545625	
4.736E-04	50.1921277	
4.736E-04	49.3747916	
4.736E-04	46.233557	
4.736E-04	43.3514562	
4.736E-04	42.6605081	
4.736E-04	40.4649007	
4.736E-04	39.4097032	
4.736E-04	38.4044798	
4.737E-04	36.4637069	
4.737E-04	34.6811249	
4.737E-04	33.820785	
4.737E-04	33.0030164	
4.737E-04	31.4256537	
4.737E-04	29.9809438	
4.737E-04	29.2841333	
4.737E-04	28.6229886	
4.738E-04	27.3484452	
4.738E-04	26.1833669	
4.738E-04	25.6215706	
4.738E-04	25.0892152	
4.738E-04	24.0630787	
4.738E-04	23.1259834	
4.738E-04	22.6740323	
4.738E-04	22.2497493	
4.738E-04	21.4319054	
4.739E-04	21.0371806	
4.739E-04	20.6698873	
4.739E-04	19.7882442	
4.739E-04	19.652826	
4.739E-04	19.0693834	
4.739E-04	18.4780306	
4.739E-04	18.3930098	
4.739E-04	17.7800138	
4.740E-04	17.4520052	
4.740E-04	17.2066986	
4.740E-04	16.6752142	
4.740E-04	16.5498164	
4.740E-04	16.1873404	
4.740E-04	15.7576155	
4.740E-04	15.587421	
4.740E-04	15.0461632	
4.741E-04	14.735085	
4.741E-04	14.5459982	
4.741E-04	14.0931734	
4.741E-04	13.875427	
4.741E-04	13.680957	
4.741E-04	13.307131	
4.742E-04	12.9465014	
4.742E-04	12.7137598	
4.742E-04	12.6104253	
4.742E-04	12.1638794	
4.742E-04	11.9641689	
4.743E-04	11.7563811	
4.743E-04	11.4229842	
4.743E-04	11.3260234	
4.743E-04	11.1181028	
4.744E-04	10.7743372	
4.744E-04	10.6946774	
4.744E-04	10.3118697	
4.744E-04	10.2624913	
4.745E-04	9.96828678	
4.745E-04	9.63902794	
4.745E-04	9.5962598	
4.746E-04	9.34267187	
4.746E-04	9.05725924	
4.746E-04	9.02015002	
4.747E-04	8.71185251	
4.747E-04	8.51181464	
4.748E-04	8.38740767	
4.748E-04	8.05696808	
4.749E-04	7.84910196	
4.749E-04	7.57139018	
4.750E-04	7.49158	
4.750E-04	7.16233819	
4.751E-04	7.0103639	
4.751E-04	6.85243128	
4.752E-04	6.55977305	
4.752E-04	6.50767301	
4.753E-04	6.286739	
4.754E-04	6.05131915	
4.754E-04	6.02400482	
4.755E-04	5.69206121	
4.756E-04	5.49982821	
4.756E-04	5.43803695	
4.757E-04	5.1993078	
4.758E-04	4.96627333	
4.759E-04	4.74917593	
4.760E-04	4.53795111	
4.761E-04	4.37386236	
4.761E-04	4.3345507	
4.762E-04	4.14446689	
4.763E-04	3.961335	
4.763E-04	3.87940797	
4.764E-04	3.78982409	
4.765E-04	3.63020544	
4.765E-04	3.5797201	
4.765E-04	3.51762528	
4.766E-04	3.40070534	
4.766E-04	3.36320975	
4.767E-04	3.29784197	
4.767E-04	3.23187629	
4.768E-04	3.21007487	
4.768E-04	3.14821393	
4.769E-04	3.14121551	
4.769E-04	3.10985573	
4.769E-04	3.09630993	
4.770E-04	3.08785615	
4.770E-04	3.07866924	
4.770E-04	3.07850375	
4.771E-04	3.08459275	
4.771E-04	3.0882985	
4.771E-04	3.09869354	
4.771E-04	3.12028182	
4.772E-04	3.14853466	
4.772E-04	3.17138379	
4.772E-04	3.18307348	
4.772E-04	3.2269575	
4.772E-04	3.24642627	
4.773E-04	3.26597806	
4.773E-04	3.32395993	
4.773E-04	3.35058441	
4.773E-04	3.37302405	
4.773E-04	3.42900115	
4.773E-04	3.47354918	
4.774E-04	3.48930682	
4.774E-04	3.53941113	
4.774E-04	3.61959739	
4.774E-04	3.67625176	
4.774E-04	3.69420885	
4.774E-04	3.75953516	
4.774E-04	3.84244859	
4.775E-04	3.88991829	
4.775E-04	3.93314869	
4.775E-04	4.03261791	
4.775E-04	4.13768559	
4.775E-04	4.23679946	
4.775E-04	4.34047668	
4.776E-04	4.45464162	
4.776E-04	4.47170128	
4.776E-04	4.55690829	
4.776E-04	4.67092226	
4.776E-04	4.81701529	
4.776E-04	4.83102285	
4.776E-04	4.9799491	
4.776E-04	5.14448498	
4.776E-04	5.26764298	
4.776E-04	5.28941705	
4.777E-04	5.47611872	
4.777E-04	5.63820834	
4.777E-04	5.73760295	
4.777E-04	5.80069414	
4.777E-04	6.02051296	
4.777E-04	6.25171568	
4.777E-04	6.34891571	
4.777E-04	6.47663648	
4.777E-04	6.7724519	
4.778E-04	6.91381233	
4.778E-04	7.00207687	
4.778E-04	7.31049991	
4.778E-04	7.44072477	
4.778E-04	7.6436988	
4.778E-04	7.96406319	
4.778E-04	8.15109554	
4.778E-04	8.30705014	
4.778E-04	8.69658233	
4.778E-04	8.97839951	
4.779E-04	9.15919886	
4.779E-04	9.66211077	
4.779E-04	9.93973912	
4.779E-04	10.0712338	
4.779E-04	10.5675816	
4.779E-04	11.0379308	
4.779E-04	11.0924027	
4.779E-04	11.6648372	
4.779E-04	12.2889396	
4.779E-04	12.3028722	
4.780E-04	13.0374223	
4.780E-04	13.3646205	
4.780E-04	13.8295976	
4.780E-04	14.560586	
4.780E-04	14.6831352	
4.780E-04	15.4019305	
4.780E-04	15.9047645	
4.780E-04	16.2231038	
4.780E-04	17.1010122	
4.780E-04	17.4086409	
4.780E-04	18.0413497	
4.781E-04	19.038723	
4.781E-04	19.0886636	
4.781E-04	20.1150361	
4.781E-04	20.9812988	
4.781E-04	21.4265603	
4.781E-04	22.8398754	
4.781E-04	23.0893805	
4.781E-04	24.3701153	
4.781E-04	25.454521	
4.781E-04	26.0089097	
4.781E-04	27.1818764	
4.781E-04	27.7825743	
4.782E-04	29.6879503	
4.782E-04	30.3599651	
4.782E-04	31.7377631	
4.782E-04	33.0124674	
4.782E-04	33.9426172	
4.782E-04	35.9085908	
4.782E-04	36.3101927	
4.782E-04	38.8554882	
4.782E-04	39.0800071	
4.782E-04	41.7130927	
4.782E-04	42.5630246	
4.782E-04	45.0428928	
4.783E-04	46.6234635	
4.783E-04	48.64174	
4.783E-04	51.0697324	
4.783E-04	52.5285475	
4.783E-04	55.9317799	
4.783E-04	56.7216768	
4.783E-04	61.240826	
4.783E-04	66.6849692	
4.783E-04	67.0716332	
4.784E-04	72.590351	
4.784E-04	73.4293041	
4.784E-04	78.9867855	
4.784E-04	80.3499068	
4.784E-04	85.9043025	
4.784E-04	87.8702475	
4.784E-04	93.3776379	
4.784E-04	96.5634538	
4.784E-04	101.431671	
4.784E-04	106.014484	
4.784E-04	110.098274	
4.785E-04	116.267578	
4.785E-04	119.40751	
4.785E-04	127.366026	
4.785E-04	129.390476	
4.785E-04	139.352587	
4.785E-04	140.076041	
4.785E-04	151.504998	
4.785E-04	152.306544	
4.785E-04	163.704802	
4.785E-04	166.271002	
4.786E-04	176.689615	
4.786E-04	181.242646	
4.786E-04	190.493446	
4.786E-04	200.179092	
4.786E-04	205.1023	
4.786E-04	220.537706	
4.786E-04	240.251454	
4.786E-04	242.551927	
4.787E-04	261.219996	
4.787E-04	266.110068	
4.787E-04	283.453249	
4.787E-04	291.220255	
4.787E-04	306.947632	
4.787E-04	317.875902	
4.787E-04	331.730824	
4.788E-04	360.796621	
4.788E-04	371.123233	
4.788E-04	406.847965	
4.788E-04	413.139746	
4.788E-04	456.085514	
4.788E-04	466.108863	
4.789E-04	521.968354	
4.789E-04	525.604125	
4.789E-04	610.033238	
4.790E-04	756.501062	
4.791E-04	812.251181	
4.791E-04	840.847	
4.791E-04	872.463228	
4.791E-04	905.572602	
4.792E-04	941.231835	
4.792E-04	953.324988	
4.792E-04	971.015932	
4.792E-04	995.353145	
4.792E-04	1018.68492	
4.793E-04	1050.17384	
4.793E-04	1054.41092	
4.793E-04	1079.64525	
4.793E-04	1082.27164	
4.794E-04	1098.57544	
4.794E-04	1099.4941	
4.794E-04	1111.64932	
4.794E-04	1112.26069	
4.794E-04	1114.52737	
4.794E-04	1114.6786	
4.795E-04	1111.65718	
4.795E-04	1106.97966	
4.795E-04	1100.75472	
4.795E-04	1094.71785	
4.795E-04	1084.51154	
4.796E-04	1073.61705	
4.796E-04	1060.95134	
4.796E-04	1045.76317	
4.796E-04	1028.90582	
4.796E-04	1005.60245	
4.797E-04	988.474901	
4.797E-04	965.408473	
4.797E-04	928.417162	
4.797E-04	916.316282	
4.798E-04	858.072855	
4.798E-04	854.616559	
4.799E-04	637.81937	
4.799E-04	603.182189	
4.800E-04	576.267612	
4.800E-04	523.053365	
4.800E-04	516.69303	
4.800E-04	472.752201	
4.801E-04	437.203094	
4.801E-04	428.426061	
4.801E-04	403.433817	
4.801E-04	387.001487	
4.801E-04	371.51464	
4.802E-04	348.634038	
4.802E-04	341.41265	
4.802E-04	324.788641	
4.802E-04	322.523018	
4.802E-04	302.374668	
4.802E-04	283.458249	
4.802E-04	281.384008	
4.803E-04	265.646544	
4.803E-04	261.76678	
4.803E-04	248.918151	
4.803E-04	243.490364	
4.803E-04	233.243165	
4.803E-04	226.513492	
4.803E-04	218.590005	
4.803E-04	210.787799	
4.803E-04	204.920573	
4.804E-04	196.259224	
4.804E-04	192.196203	
4.804E-04	182.869405	
4.804E-04	180.373531	
4.804E-04	170.556901	
4.804E-04	169.409605	
4.804E-04	159.258366	
4.805E-04	149.912481	
4.805E-04	141.378998	
4.805E-04	138.582782	
4.805E-04	133.452439	
4.805E-04	128.411218	
4.805E-04	126.101012	
4.805E-04	119.294634	
4.806E-04	113.174082	
4.806E-04	111.169005	
4.806E-04	107.502354	
4.806E-04	103.902257	
4.806E-04	101.844948	
4.806E-04	97.8004892	
4.806E-04	97.4017364	
4.807E-04	94.1222118	
4.807E-04	91.6079933	
4.807E-04	90.6223006	
4.807E-04	87.3851999	
4.807E-04	86.427307	
4.807E-04	84.3827204	
4.807E-04	81.7907282	
4.807E-04	81.5267386	
4.808E-04	77.6375527	
4.808E-04	74.2642519	
4.808E-04	70.9929997	
4.808E-04	70.9604489	
4.808E-04	68.0876846	
4.808E-04	67.8680956	
4.809E-04	65.5202961	
4.809E-04	63.7412505	
4.809E-04	63.0991737	
4.809E-04	60.6748136	
4.809E-04	60.1745512	
4.810E-04	58.3879613	
4.810E-04	57.0714644	
4.810E-04	56.2823373	
4.810E-04	54.3429767	
4.811E-04	52.6162028	
4.811E-04	51.9354025	
4.811E-04	51.0196121	
4.811E-04	49.5148555	
4.811E-04	49.1193104	
4.812E-04	47.7109317	
4.812E-04	46.671374	
4.812E-04	46.0483579	
4.813E-04	44.5143612	
4.813E-04	43.193507	
4.813E-04	42.5652439	
4.813E-04	41.9622641	
4.814E-04	40.4330709	
4.814E-04	40.0140477	
4.815E-04	39.0556641	
4.815E-04	37.8189864	
4.815E-04	37.7542467	
4.816E-04	36.6041048	
4.816E-04	35.9092246	
4.816E-04	35.5126056	
4.817E-04	34.5041191	
4.817E-04	34.2269668	
4.817E-04	33.4326124	
4.818E-04	32.5006492	
4.818E-04	32.2842451	
4.819E-04	31.2586574	
4.820E-04	30.582499	
4.820E-04	30.2860792	
4.821E-04	29.4066753	
4.821E-04	28.9349966	
4.821E-04	28.5818294	
4.822E-04	27.8188473	
4.822E-04	27.5037213	
4.823E-04	27.1102207	
4.824E-04	26.3306592	
4.824E-04	26.2479274	
4.825E-04	25.5299519	
4.825E-04	25.1377872	
4.826E-04	24.7888293	
4.827E-04	24.0977919	
4.827E-04	23.8408996	
4.828E-04	23.4632344	
4.829E-04	22.8642267	
4.829E-04	22.7156335	
4.830E-04	22.3191636	
4.831E-04	21.7946379	
4.831E-04	21.7295511	
4.832E-04	21.2631169	
4.833E-04	20.8583022	
4.833E-04	20.7042552	
4.834E-04	20.1951317	
4.835E-04	19.8414182	
4.836E-04	19.7087173	
4.837E-04	19.2697418	
4.838E-04	18.8773327	
4.838E-04	18.8390154	
4.839E-04	18.4584863	
4.841E-04	18.0802967	
4.841E-04	18.0427122	
4.842E-04	17.6595664	
4.843E-04	17.3123469	
4.844E-04	17.1822837	
4.846E-04	16.7522431	
4.848E-04	16.3963736	
4.848E-04	16.3346384	
