E(MeV)	"ENDF/B-VIII.b5: SE-82(N,TOT)"	
6.49883E-03	9.70264	
6.50073E-03	10.4719	
6.50090E-03	10.5388	
6.50294E-03	11.4404	
6.50371E-03	11.8127	
6.50493E-03	12.3982	
6.50669E-03	13.3277	
6.50692E-03	13.4439	
6.50890E-03	14.5875	
6.50968E-03	15.0743	
6.51089E-03	15.8396	
6.51266E-03	17.0597	
6.51288E-03	17.2123	
6.51464E-03	18.5522	
6.51486E-03	18.7198	
6.51685E-03	20.3776	
6.51729E-03	20.7833	
6.51884E-03	22.2039	
6.51994E-03	23.3231	
6.52083E-03	24.2189	
6.52259E-03	26.1984	
6.52281E-03	26.4459	
6.52436E-03	28.3528	
6.52458E-03	28.6253	
6.52613E-03	30.7096	
6.52624E-03	30.8585	
6.52789E-03	33.2949	
6.52955E-03	35.9551	
6.52999E-03	36.7306	
6.53120E-03	38.8643	
6.53181E-03	40.0335	
6.53286E-03	42.0539	
6.53363E-03	43.6883	
6.53451E-03	45.557	
6.53545E-03	47.7389	
6.53617E-03	49.4081	
6.53728E-03	52.2328	
6.53783E-03	53.6457	
6.53904E-03	57.069	
6.53948E-03	58.3143	
6.54070E-03	62.0904	
6.54114E-03	63.464	
6.54235E-03	67.6127	
6.54263E-03	68.5559	
6.54401E-03	73.7147	
6.54412E-03	74.1276	
6.54561E-03	80.2283	
6.54567E-03	80.4757	
6.54710E-03	86.9117	
6.54732E-03	87.9964	
6.54859E-03	94.2356	
6.54898E-03	96.3159	
6.55008E-03	102.262	
6.55063E-03	105.518	
6.55157E-03	111.054	
6.55229E-03	115.689	
6.55306E-03	120.681	
6.55395E-03	126.918	
6.55455E-03	131.208	
6.55560E-03	139.294	
6.55604E-03	142.7	
6.55737E-03	153.84	
6.55759E-03	155.697	
6.55919E-03	170.395	
6.55924E-03	170.902	
6.56090E-03	187.468	
6.56101E-03	188.662	
6.56256E-03	205.38	
6.56344E-03	215.6	
6.56421E-03	224.544	
6.56650E-03	252.777	
6.56987E-03	296.158	
6.57147E-03	316.778	
6.57158E-03	318.199	
6.57307E-03	336.261	
6.57349E-03	341.276	
6.57467E-03	354.099	
6.57539E-03	361.849	
6.57587E-03	366.276	
6.57680E-03	374.745	
6.57707E-03	376.843	
6.57796E-03	383.552	
6.57828E-03	385.459	
6.57912E-03	390.513	
6.57934E-03	391.461	
6.58000E-03	394.302	
6.58028E-03	395.485	
6.58108E-03	397.488	
6.58143E-03	398.383	
6.58215E-03	398.979	
6.58242E-03	399.201	
6.58349E-03	398.403	
6.58359E-03	398.165	
6.58477E-03	395.23	
6.58502E-03	394.185	
6.58606E-03	389.824	
6.58649E-03	387.361	
6.58734E-03	382.431	
6.58798E-03	377.823	
6.58905E-03	370.005	
6.59021E-03	360.083	
6.59076E-03	355.356	
6.59333E-03	330.811	
6.59617E-03	302.426	
6.59833E-03	280.935	
6.59899E-03	274.325	
6.60031E-03	261.888	
6.60131E-03	252.564	
6.60230E-03	243.886	
6.60363E-03	232.318	
6.60429E-03	227.012	
6.60594E-03	213.751	
6.60628E-03	211.341	
6.60760E-03	201.704	
6.60826E-03	196.886	
6.60892E-03	192.481	
6.61003E-03	185.141	
6.61025E-03	183.786	
6.61157E-03	175.655	
6.61180E-03	174.301	
6.61356E-03	164.308	
6.61533E-03	155.104	
6.61555E-03	154.044	
6.61709E-03	146.627	
6.61754E-03	144.674	
6.61886E-03	138.817	
6.62041E-03	132.518	
6.62063E-03	131.618	
6.62195E-03	126.637	
6.62239E-03	124.977	
6.62350E-03	121.161	
6.62438E-03	118.11	
6.62504E-03	116.014	
6.62637E-03	111.822	
6.62659E-03	111.181	
6.62813E-03	106.696	
6.62836E-03	106.056	
6.63034E-03	100.758	
6.63045E-03	100.487	
6.63211E-03	96.4244	
6.63233E-03	95.8829	
6.63387E-03	92.455	
6.63531E-03	89.2727	
6.63564E-03	88.6199	
6.63741E-03	85.1389	
6.63829E-03	83.3989	
6.63917E-03	81.846	
6.64127E-03	78.1589	
6.64182E-03	77.2897	
6.64425E-03	73.4664	
6.64447E-03	73.1539	
6.64635E-03	70.4983	
6.64723E-03	69.2488	
6.64834E-03	67.8395	
6.65021E-03	65.4444	
6.65132E-03	64.1688	
6.65320E-03	62.001	
6.65430E-03	60.8397	
6.65601E-03	59.0402	
6.65728E-03	57.8327	
6.65965E-03	55.5759	
6.66026E-03	55.0585	
6.66330E-03	52.4722	
6.66335E-03	52.4299	
6.66650E-03	50.0196	
6.66694E-03	49.6814	
6.66965E-03	47.814	
6.67064E-03	47.1281	
6.67279E-03	45.7834	
6.67439E-03	44.7838	
6.67594E-03	43.9048	
6.67815E-03	42.6495	
6.67908E-03	42.1636	
6.68190E-03	40.7064	
6.68223E-03	40.55	
6.68538E-03	39.0649	
6.68571E-03	38.9086	
6.68852E-03	37.7196	
6.69150E-03	36.461	
6.69167E-03	36.3997	
6.69482E-03	35.2346	
6.69730E-03	34.315	
6.69923E-03	33.6833	
6.70365E-03	32.2397	
6.70806E-03	30.9716	
6.71027E-03	30.3376	
6.71248E-03	29.7785	
6.71690E-03	28.6605	
6.72131E-03	27.6688	
6.72352E-03	27.173	
6.72573E-03	26.7306	
6.73014E-03	25.846	
6.73456E-03	25.0527	
6.73677E-03	24.6562	
6.73898E-03	24.2988	
6.74339E-03	23.5841	
6.74781E-03	22.9475	
6.75222E-03	22.3111	
6.75443E-03	22.0304	
6.76106E-03	21.1888	
6.76768E-03	20.4421	
6.76989E-03	20.1933	
6.77430E-03	19.749	
6.77872E-03	19.3048	
6.78093E-03	19.1054	
6.78755E-03	18.5076	
6.79418E-03	17.9815	
6.80080E-03	17.4555	
6.80742E-03	16.9928	
6.81074E-03	16.7615	
6.81405E-03	16.5552	
6.81846E-03	16.2801	
6.82178E-03	16.0737	
6.82730E-03	15.7675	
6.83558E-03	15.3081	
6.83613E-03	15.2815	
6.84386E-03	14.9089	
6.85158E-03	14.5365	
6.85931E-03	14.2127	
6.86704E-03	13.8889	
6.86732E-03	13.8773	
6.87532E-03	13.5835	
6.88360E-03	13.2796	
6.89188E-03	13.0121	
6.90016E-03	12.7446	
6.90844E-03	12.5077	
6.91672E-03	12.2709	
6.92086E-03	12.1659	
6.93328E-03	11.8511	
6.93466E-03	11.8161	
6.94432E-03	11.6	
6.95536E-03	11.3531	
6.96640E-03	11.1367	
6.97744E-03	10.9203	
6.98848E-03	10.73	
6.99952E-03	10.5396	
7.01056E-03	10.3756	
7.02160E-03	10.2116	
7.03264E-03	10.0476	
7.04920E-03	9.83937	
7.06576E-03	9.63117	
7.08232E-03	9.45272	
7.09888E-03	9.27429	
7.11544E-03	9.11969	
7.13200E-03	8.96511	
7.14856E-03	8.82989	
7.16512E-03	8.69469	
7.17616E-03	8.617	
7.19824E-03	8.46165	
7.20928E-03	8.38397	
7.22032E-03	8.31813	
7.24240E-03	8.18645	
7.26448E-03	8.05477	
7.28656E-03	7.9464	
7.30864E-03	7.83803	
7.33072E-03	7.72966	
7.35280E-03	7.64007	
7.37488E-03	7.55049	
7.39696E-03	7.46091	
7.41904E-03	7.3866	
7.44112E-03	7.3123	
7.46320E-03	7.238	
7.47424E-03	7.20086	
7.48528E-03	7.17019	
7.51840E-03	7.07822	
7.55152E-03	6.98625	
7.56256E-03	6.95559	
7.58464E-03	6.90518	
7.61776E-03	6.82958	
7.65088E-03	6.75398	
7.66192E-03	6.72878	
7.68400E-03	6.6874	
7.71712E-03	6.62533	
7.75024E-03	6.56327	
7.77232E-03	6.52189	
7.81648E-03	6.45415	
7.86064E-03	6.38641	
7.90480E-03	6.31868	
7.94896E-03	6.26371	
7.99312E-03	6.20875	
8.03728E-03	6.15379	
8.05936E-03	6.12631	
8.08144E-03	6.10415	
8.12560E-03	6.05984	
8.16976E-03	6.01553	
8.21392E-03	5.97122	
8.25808E-03	5.92691	
8.30224E-03	5.89169	
8.36848E-03	5.83885	
8.43472E-03	5.78602	
8.50096E-03	5.73319	
8.56720E-03	5.691	
8.63344E-03	5.64881	
8.69968E-03	5.60661	
8.74384E-03	5.57849	
8.78800E-03	5.55036	
8.81008E-03	5.5363	
8.83216E-03	5.52496	
8.87632E-03	5.50227	
8.92048E-03	5.47958	
8.97568E-03	5.45122	
9.00880E-03	5.43421	
9.04192E-03	5.4172	
9.06952E-03	5.40302	
9.09436E-03	5.39027	
9.11920E-03	5.37751	
9.13576E-03	5.36901	
9.15232E-03	5.36051	
9.16888E-03	5.35201	
9.18544E-03	5.34351	
9.20200E-03	5.33501	
9.21856E-03	5.32652	
9.23098E-03	5.32108	
9.24340E-03	5.31564	
9.25582E-03	5.3102	
9.26824E-03	5.30476	
9.27755E-03	5.30068	
9.28687E-03	5.29661	
9.29618E-03	5.29254	
9.30550E-03	5.28847	
9.31171E-03	5.28576	
9.32047E-03	5.28194	
9.32811E-03	5.27861	
9.33576E-03	5.27529	
9.34340E-03	5.27197	
9.34850E-03	5.26975	
9.35359E-03	5.26755	
9.35869E-03	5.26534	
9.36379E-03	5.26314	
9.36888E-03	5.26094	
9.37398E-03	5.25875	
9.37908E-03	5.25656	
9.38354E-03	5.25465	
9.38799E-03	5.25275	
9.39245E-03	5.25085	
9.39691E-03	5.24896	
9.40053E-03	5.24743	
9.40415E-03	5.24591	
9.40776E-03	5.2444	
9.41138E-03	5.2429	
9.41499E-03	5.24141	
9.41854E-03	5.23995	
9.42204E-03	5.23853	
9.42438E-03	5.23759	
9.42672E-03	5.23666	
9.42906E-03	5.23573	
9.43139E-03	5.23482	
9.43373E-03	5.23392	
9.43586E-03	5.2331	
9.43777E-03	5.23238	
9.43968E-03	5.23167	
9.44159E-03	5.23098	
9.44351E-03	5.23029	
9.44542E-03	5.22962	
9.44733E-03	5.22896	
9.44924E-03	5.22833	
9.45094E-03	5.22778	
9.45243E-03	5.22732	
9.45392E-03	5.22687	
9.45541E-03	5.22644	
9.45689E-03	5.22603	
9.45838E-03	5.22564	
9.45987E-03	5.22527	
9.46136E-03	5.22494	
9.46263E-03	5.22468	
9.46422E-03	5.22439	
9.46582E-03	5.22415	
9.46741E-03	5.22396	
9.46847E-03	5.22387	
9.46954E-03	5.22382	
9.47060E-03	5.2238	
9.47156E-03	5.22382	
9.47251E-03	5.22387	
9.47347E-03	5.22397	
9.47442E-03	5.22411	
9.47538E-03	5.2243	
9.47634E-03	5.22455	
9.47729E-03	5.22486	
9.47825E-03	5.22525	
9.47899E-03	5.22561	
9.47974E-03	5.22603	
9.48048E-03	5.2265	
9.48122E-03	5.22705	
9.48197E-03	5.22768	
9.48271E-03	5.2284	
9.48346E-03	5.22921	
9.48420E-03	5.23014	
9.48478E-03	5.23096	
9.48537E-03	5.23187	
9.48595E-03	5.23288	
9.48654E-03	5.234	
9.48712E-03	5.23524	
9.48771E-03	5.23662	
9.48829E-03	5.23816	
9.48888E-03	5.23988	
9.48935E-03	5.24144	
9.48983E-03	5.24315	
9.49031E-03	5.24503	
9.49079E-03	5.24711	
9.49127E-03	5.2494	
9.49174E-03	5.25194	
9.49222E-03	5.25477	
9.49270E-03	5.25792	
9.49307E-03	5.26062	
9.49334E-03	5.26274	
9.49344E-03	5.26374	
9.49382E-03	5.26755	
9.49419E-03	5.27168	
9.49456E-03	5.27618	
9.49493E-03	5.28111	
9.49530E-03	5.28653	
9.49567E-03	5.29253	
9.49598E-03	5.29801	
9.49629E-03	5.30403	
9.49660E-03	5.31067	
9.49691E-03	5.31805	
9.49714E-03	5.32414	
9.49737E-03	5.33079	
9.49760E-03	5.33807	
9.49783E-03	5.34609	
9.49806E-03	5.35496	
9.49826E-03	5.36315	
9.49849E-03	5.3741	
9.49867E-03	5.38318	
9.49884E-03	5.39311	
9.49902E-03	5.40401	
9.49919E-03	5.416	
9.49937E-03	5.42923	
9.49950E-03	5.44029	
9.49954E-03	5.44414	
9.49972E-03	5.46159	
9.49989E-03	5.4808	
9.50006E-03	5.50067	
9.50020E-03	5.51956	
9.50034E-03	5.54008	
9.50049E-03	5.5624	
9.50063E-03	5.58669	
9.50078E-03	5.61312	
9.50092E-03	5.64189	
9.50106E-03	5.6732	
9.50120E-03	5.706	
9.50135E-03	5.74663	
9.50149E-03	5.78913	
9.50162E-03	5.83155	
9.50175E-03	5.87525	
9.50188E-03	5.92201	
9.50201E-03	5.97203	
9.50214E-03	6.02547	
9.50222E-03	6.06307	
9.50239E-03	6.14328	
9.50256E-03	6.23044	
9.50273E-03	6.32489	
9.50290E-03	6.42693	
9.50309E-03	6.55298	
9.50327E-03	6.68877	
9.50346E-03	6.83446	
9.50365E-03	6.99003	
9.50384E-03	7.15534	
9.50400E-03	7.31077	
9.50421E-03	7.5155	
9.50423E-03	7.52912	
9.50442E-03	7.73354	
9.50474E-03	8.0771	
9.50525E-03	8.66232	
9.50582E-03	9.32787	
9.50620E-03	9.73268	
9.50644E-03	9.9699	
9.50674E-03	10.2431	
9.50678E-03	10.2694	
9.50695E-03	10.3956	
9.50715E-03	10.525	
9.50736E-03	10.6322	
9.50757E-03	10.714	
9.50776E-03	10.7618	
9.50781E-03	10.768	
9.50800E-03	10.7841	
9.50808E-03	10.7776	
9.50824E-03	10.7609	
9.50843E-03	10.7145	
9.50864E-03	10.6342	
9.50885E-03	10.5284	
9.50905E-03	10.4005	
9.50916E-03	10.3256	
9.50926E-03	10.2471	
9.50956E-03	9.97547	
9.50980E-03	9.7395	
9.51018E-03	9.33675	
9.51052E-03	8.94673	
9.51084E-03	8.5746	
9.51126E-03	8.08864	
9.51158E-03	7.74538	
9.51179E-03	7.52736	
9.51200E-03	7.31954	
9.51223E-03	7.10455	
9.51228E-03	7.05358	
9.51241E-03	6.94272	
9.51260E-03	6.79205	
9.51279E-03	6.65126	
9.51298E-03	6.52034	
9.51310E-03	6.43846	
9.51325E-03	6.3464	
9.51340E-03	6.26018	
9.51355E-03	6.17961	
9.51370E-03	6.10445	
9.51378E-03	6.06447	
9.51384E-03	6.03586	
9.51399E-03	5.97402	
9.51414E-03	5.91684	
9.51429E-03	5.86405	
9.51443E-03	5.81702	
9.51458E-03	5.77358	
9.51472E-03	5.73347	
9.51486E-03	5.69646	
9.51501E-03	5.66231	
9.51515E-03	5.63082	
9.51529E-03	5.60177	
9.51544E-03	5.57496	
9.51548E-03	5.56763	
9.51558E-03	5.55163	
9.51572E-03	5.53078	
9.51588E-03	5.50962	
9.51601E-03	5.49407	
9.51620E-03	5.47283	
9.51639E-03	5.45382	
9.51658E-03	5.43676	
9.51678E-03	5.4214	
9.51697E-03	5.40755	
9.51716E-03	5.39501	
9.51735E-03	5.38362	
9.51754E-03	5.37324	
9.51773E-03	5.36374	
9.51794E-03	5.35443	
9.51817E-03	5.34485	
9.51840E-03	5.33611	
9.51863E-03	5.32811	
9.51886E-03	5.32075	
9.51909E-03	5.31394	
9.51940E-03	5.30561	
9.51971E-03	5.29802	
9.52002E-03	5.29105	
9.52032E-03	5.28462	
9.52039E-03	5.28339	
9.52070E-03	5.2786	
9.52107E-03	5.27339	
9.52144E-03	5.26868	
9.52181E-03	5.26439	
9.52218E-03	5.26048	
9.52256E-03	5.25689	
9.52293E-03	5.25359	
9.52330E-03	5.25054	
9.52378E-03	5.24696	
9.52426E-03	5.2437	
9.52473E-03	5.24072	
9.52521E-03	5.23799	
9.52569E-03	5.23548	
9.52617E-03	5.23316	
9.52665E-03	5.23102	
9.52713E-03	5.22902	
9.52771E-03	5.22677	
9.52829E-03	5.2247	
9.52888E-03	5.22279	
9.52946E-03	5.22101	
9.53005E-03	5.21936	
9.53063E-03	5.21783	
9.53122E-03	5.21639	
9.53180E-03	5.21503	
9.53254E-03	5.21343	
9.53329E-03	5.21194	
9.53403E-03	5.21055	
9.53478E-03	5.20924	
9.53552E-03	5.20802	
9.53626E-03	5.20686	
9.53701E-03	5.20577	
9.53775E-03	5.20474	
9.53871E-03	5.20348	
9.53966E-03	5.2023	
9.54062E-03	5.20118	
9.54157E-03	5.20012	
9.54253E-03	5.19911	
9.54349E-03	5.19815	
9.54444E-03	5.19723	
9.54540E-03	5.19634	
9.54646E-03	5.1954	
9.54753E-03	5.19449	
9.54859E-03	5.19361	
9.55018E-03	5.19235	
9.55178E-03	5.19115	
9.55337E-03	5.18999	
9.55459E-03	5.18913	
9.55598E-03	5.18819	
9.55737E-03	5.18726	
9.55875E-03	5.18636	
9.56014E-03	5.18548	
9.56222E-03	5.1842	
9.56430E-03	5.18294	
9.56588E-03	5.18201	
9.56767E-03	5.18098	
9.56945E-03	5.17996	
9.57124E-03	5.17896	
9.57302E-03	5.17797	
9.57481E-03	5.177	
9.57748E-03	5.17555	
9.57927E-03	5.1746	
9.58156E-03	5.17339	
9.58386E-03	5.1722	
9.58615E-03	5.17101	
9.58845E-03	5.16983	
9.59074E-03	5.16867	
9.59304E-03	5.16751	
9.59648E-03	5.16578	
9.60013E-03	5.16396	
9.60389E-03	5.1621	
9.60764E-03	5.16026	
9.61140E-03	5.15842	
9.61515E-03	5.15659	
9.61891E-03	5.15477	
9.62266E-03	5.15296	
9.62642E-03	5.15115	
9.63017E-03	5.14935	
9.63518E-03	5.14695	
9.64019E-03	5.14456	
9.64520E-03	5.14217	
9.65021E-03	5.13979	
9.65521E-03	5.13741	
9.66064E-03	5.13484	
9.66648E-03	5.13208	
9.66773E-03	5.13149	
9.67232E-03	5.1296	
9.67816E-03	5.1272	
9.68359E-03	5.12498	
9.69110E-03	5.12191	
9.69861E-03	5.11884	
9.70612E-03	5.11577	
9.71363E-03	5.11271	
9.72114E-03	5.10964	
9.73116E-03	5.10556	
9.74117E-03	5.10148	
9.75119E-03	5.09741	
9.76120E-03	5.09333	
9.77122E-03	5.08926	
9.78123E-03	5.08519	
9.79458E-03	5.07976	
9.80794E-03	5.07434	
9.82129E-03	5.06892	
9.83464E-03	5.0635	
9.84800E-03	5.05808	
9.86803E-03	5.04995	
9.88806E-03	5.04182	
9.90808E-03	5.0337	
9.94147E-03	5.02015	
9.96817E-03	5.00932	
9.99488E-03	4.99849	
1.00299E-02	4.98429	
1.00650E-02	4.97008	
1.01000E-02	4.95587	
1.01526E-02	4.93457	
1.02051E-02	4.91326	
1.02752E-02	4.88486	
1.03453E-02	4.85645	
1.04154E-02	4.82805	
1.04854E-02	4.79964	
1.05555E-02	4.77124	
1.06606E-02	4.72863	
1.07658E-02	4.68603	
1.08358E-02	4.65763	
1.09760E-02	4.59264	
1.11162E-02	4.52766	
1.12563E-02	4.46267	
1.13264E-02	4.43018	
1.13965E-02	4.39241	
1.15016E-02	4.33574	
1.16067E-02	4.27908	
1.16768E-02	4.24131	
1.17118E-02	4.21926	
1.18170E-02	4.1531	
1.19221E-02	4.08694	
1.19571E-02	4.06489	
1.19922E-02	4.03917	
1.20622E-02	3.98773	
1.21323E-02	3.93629	
1.22024E-02	3.88485	
1.22725E-02	3.82506	
1.23075E-02	3.79516	
1.23776E-02	3.73537	
1.24126E-02	3.70547	
1.24477E-02	3.67103	
1.25178E-02	3.60215	
1.25878E-02	3.53328	
1.26579E-02	3.4547	
1.27280E-02	3.37613	
1.27981E-02	3.28708	
1.28506E-02	3.22029	
1.28682E-02	3.19803	
1.29032E-02	3.14745	
1.29558E-02	3.07157	
1.29908E-02	3.02099	
1.30083E-02	2.99258	
1.30609E-02	2.90736	
1.30959E-02	2.85054	
1.31134E-02	2.81905	
1.31485E-02	2.75605	
1.31835E-02	2.69306	
1.32186E-02	2.62323	
1.32536E-02	2.5534	
1.32711E-02	2.51848	
1.32886E-02	2.48019	
1.33237E-02	2.40362	
1.33412E-02	2.36533	
1.33587E-02	2.32369	
1.33981E-02	2.23	
1.34113E-02	2.19877	
1.34376E-02	2.1305	
1.34638E-02	2.06224	
1.34770E-02	2.02811	
1.34901E-02	1.99132	
1.35164E-02	1.91776	
1.35295E-02	1.88098	
1.35427E-02	1.84164	
1.35690E-02	1.76297	
1.35812E-02	1.72626	
1.35935E-02	1.68708	
1.36180E-02	1.60872	
1.36303E-02	1.56955	
1.36425E-02	1.5278	
1.36671E-02	1.44432	
1.36811E-02	1.39662	
1.36951E-02	1.34629	
1.37231E-02	1.24566	
1.37512E-02	1.14005	
1.37652E-02	1.08726	
1.37722E-02	1.05975	
1.37932E-02	0.977237	
1.38072E-02	0.922235	
1.38142E-02	0.893817	
1.38353E-02	0.808576	
1.38563E-02	0.723351	
1.38773E-02	0.637225	
1.38983E-02	0.55112	
1.39194E-02	0.465037	
1.39334E-02	0.409235	
1.39439E-02	0.367393	
1.39474E-02	0.353945	
1.39632E-02	0.293446	
1.39684E-02	0.274143	
1.39763E-02	0.2452	
1.39842E-02	0.217482	
1.39868E-02	0.208247	
1.39960E-02	0.177349	
1.40000E-02	0.164727	
1.40039E-02	0.152112	
1.40105E-02	0.132043	
1.40157E-02	0.116717	
1.40159E-02	0.116079	
1.40214E-02	0.100919	
1.40258E-02	0.0893869	
1.40303E-02	0.0781574	
1.40315E-02	0.0753033	
1.40341E-02	0.0690805	
1.40372E-02	0.0621696	
1.40402E-02	0.0555857	
1.40430E-02	0.0500033	
1.40457E-02	0.0447137	
1.40473E-02	0.0419031	
1.40479E-02	0.0407002	
1.40503E-02	0.0365192	
1.40525E-02	0.032934	
1.40543E-02	0.0302177	
1.40560E-02	0.0276404	
1.40575E-02	0.0255017	
1.40591E-02	0.0234752	
1.40606E-02	0.0215637	
1.40618E-02	0.0202072	
1.40632E-02	0.0185623	
1.40639E-02	0.0178752	
1.40643E-02	0.0174184	
1.40654E-02	0.0163395	
1.40665E-02	0.015325	
1.40676E-02	0.0143755	
1.40684E-02	0.0137068	
1.40693E-02	0.0130759	
1.40701E-02	0.012483	
1.40709E-02	0.011929	
1.40716E-02	0.0115137	
1.40722E-02	0.0111239	
1.40729E-02	0.0107596	
1.40735E-02	0.0104211	
1.40742E-02	0.0101087	
1.40748E-02	0.00984535	
1.40754E-02	0.0096148	
1.40759E-02	0.00940479	
1.40765E-02	0.00921537	
1.40771E-02	0.00904683	
1.40775E-02	0.00894614	
1.40780E-02	0.00881853	
1.40784E-02	0.00875213	
1.40788E-02	0.00866486	
1.40793E-02	0.00860497	
1.40797E-02	0.00855614	
1.40801E-02	0.00851841	
1.40805E-02	0.00849189	
1.40809E-02	0.00847661	
1.40813E-02	0.00847265	
1.40817E-02	0.00848009	
1.40821E-02	0.00849897	
1.40825E-02	0.00852939	
1.40830E-02	0.00857139	
1.40834E-02	0.00862508	
1.40838E-02	0.00869048	
1.40842E-02	0.0087677	
1.40846E-02	0.00885679	
1.40850E-02	0.00895783	
1.40854E-02	0.00907089	
1.40858E-02	0.00919604	
1.40862E-02	0.0093333	
1.40868E-02	0.00954616	
1.40874E-02	0.00978316	
1.40880E-02	0.0100446	
1.40885E-02	0.0103305	
1.40891E-02	0.0106414	
1.40897E-02	0.0109772	
1.40903E-02	0.0113384	
1.40908E-02	0.0117249	
1.40914E-02	0.0121372	
1.40915E-02	0.0121997	
1.40920E-02	0.012577	
1.40926E-02	0.0130891	
1.40934E-02	0.0137304	
1.40941E-02	0.0144159	
1.40948E-02	0.0151458	
1.40956E-02	0.0159206	
1.40963E-02	0.0167407	
1.40971E-02	0.0177061	
1.40980E-02	0.0187286	
1.40988E-02	0.0198091	
1.40999E-02	0.0213412	
1.41010E-02	0.0230641	
1.41020E-02	0.0246355	
1.41030E-02	0.0262958	
1.41043E-02	0.0286495	
1.41056E-02	0.0311663	
1.41059E-02	0.0318333	
1.41067E-02	0.0333931	
1.41079E-02	0.0358591	
1.41094E-02	0.0393522	
1.41109E-02	0.0430852	
1.41125E-02	0.0471731	
1.41142E-02	0.051877	
1.41157E-02	0.0562871	
1.41159E-02	0.0568948	
1.41176E-02	0.0622389	
1.41193E-02	0.0681028	
1.41213E-02	0.074934	
1.41232E-02	0.0822142	
1.41251E-02	0.0899547	
1.41257E-02	0.0926018	
1.41272E-02	0.0990791	
1.41293E-02	0.108475	
1.41313E-02	0.118443	
1.41334E-02	0.129002	
1.41354E-02	0.140172	
1.41375E-02	0.151972	
1.41397E-02	0.16537	
1.41402E-02	0.168723	
1.41430E-02	0.186688	
1.41457E-02	0.205907	
1.41484E-02	0.226433	
1.41508E-02	0.245654	
1.41510E-02	0.246747	
1.41535E-02	0.268295	
1.41561E-02	0.291115	
1.41586E-02	0.315255	
1.41620E-02	0.34959	
1.41649E-02	0.380512	
1.41677E-02	0.41335	
1.41706E-02	0.448188	
1.41734E-02	0.485099	
1.41738E-02	0.490541	
1.41773E-02	0.537728	
1.41805E-02	0.586388	
1.41827E-02	0.620625	
1.41838E-02	0.638269	
1.41871E-02	0.693559	
1.41904E-02	0.752447	
1.41913E-02	0.769159	
1.41937E-02	0.81513	
1.41971E-02	0.885419	
1.41997E-02	0.940463	
1.42007E-02	0.962298	
1.42042E-02	1.04433	
1.42078E-02	1.13182	
1.42081E-02	1.13988	
1.42113E-02	1.22519	
1.42149E-02	1.32603	
1.42165E-02	1.37329	
1.42186E-02	1.43631	
1.42223E-02	1.55411	
1.42249E-02	1.64394	
1.42260E-02	1.67988	
1.42296E-02	1.81417	
1.42333E-02	1.9575	
1.42375E-02	2.13319	
1.42417E-02	2.32243	
1.42459E-02	2.52631	
1.42501E-02	2.74591	
1.42543E-02	2.98253	
1.42585E-02	3.23743	
1.42628E-02	3.51217	
1.42670E-02	3.80825	
1.42712E-02	4.12751	
1.42754E-02	4.47177	
1.42796E-02	4.84321	
1.42838E-02	5.24403	
1.42880E-02	5.67682	
1.42922E-02	6.14423	
1.42964E-02	6.64938	
1.42978E-02	6.8314	
1.43006E-02	7.19551	
1.43034E-02	7.58938	
1.43048E-02	7.78634	
1.43090E-02	8.4258	
1.43132E-02	9.11841	
1.43146E-02	9.36857	
1.43174E-02	9.86897	
1.43202E-02	10.4116	
1.43216E-02	10.6829	
1.43258E-02	11.5661	
1.43300E-02	12.5252	
1.43314E-02	12.8725	
1.43342E-02	13.5673	
1.43370E-02	14.3227	
1.43384E-02	14.7005	
1.43426E-02	15.9335	
1.43468E-02	17.2763	
1.43482E-02	17.764	
1.43511E-02	18.7394	
1.43539E-02	19.8029	
1.43553E-02	20.3348	
1.43595E-02	22.0754	
1.43637E-02	23.9757	
1.43651E-02	24.6675	
1.43679E-02	26.0513	
1.43707E-02	27.5634	
1.43721E-02	28.3195	
1.43763E-02	30.7989	
1.43805E-02	33.5099	
1.43819E-02	34.4978	
1.43847E-02	36.4741	
1.43875E-02	38.6344	
1.43889E-02	39.7148	
1.43931E-02	43.2564	
1.43973E-02	47.1245	
1.43987E-02	48.531	
1.44015E-02	51.3444	
1.44043E-02	54.4093	
1.44057E-02	55.942	
1.44099E-02	60.9407	
1.44141E-02	66.3627	
1.44162E-02	69.2932	
1.44183E-02	72.2239	
1.44225E-02	78.5346	
1.44267E-02	85.301	
1.44288E-02	88.9108	
1.44309E-02	92.5209	
1.44366E-02	102.912	
1.44441E-02	117.372	
1.44471E-02	123.33	
1.44530E-02	135.246	
1.44560E-02	141.203	
1.44590E-02	146.903	
1.44617E-02	152.067	
1.44629E-02	154.238	
1.44669E-02	161.116	
1.44671E-02	161.483	
1.44708E-02	167.225	
1.44711E-02	167.71	
1.44747E-02	172.492	
1.44752E-02	173.047	
1.44787E-02	176.803	
1.44792E-02	177.364	
1.44800E-02	177.975	
1.44834E-02	180.623	
1.44836E-02	180.745	
1.44868E-02	182.23	
1.44881E-02	182.804	
1.44914E-02	183.234	
1.44926E-02	183.393	
1.44959E-02	182.92	
1.45002E-02	181.166	
1.45009E-02	180.879	
1.45059E-02	177.41	
1.45063E-02	177.085	
1.45109E-02	172.778	
1.45143E-02	169.025	
1.45159E-02	167.293	
1.45192E-02	163.285	
1.45305E-02	148.576	
1.45333E-02	144.898	
1.45361E-02	141.188	
1.45417E-02	133.768	
1.45445E-02	130.058	
1.45473E-02	126.572	
