E(MeV)	"GA-71(N,TOT)"
2.86086E-03	6.14265
2.86113E-03	6.10448
2.86141E-03	6.06723
2.86169E-03	6.03105
2.86177E-03	6.02133
2.86193E-03	5.99509
2.86213E-03	5.96343
2.86233E-03	5.93265
2.86253E-03	5.90288
2.86270E-03	5.87977
2.86274E-03	5.87276
2.86294E-03	5.83766
2.86314E-03	5.8042
2.86329E-03	5.78039
2.86332E-03	5.77635
2.86344E-03	5.75238
2.86359E-03	5.72401
2.86375E-03	5.69756
2.86387E-03	5.67922
2.86398E-03	5.66239
2.86410E-03	5.64733
2.86421E-03	5.63433
2.86424E-03	5.63151
2.86433E-03	5.6226
2.86445E-03	5.61332
2.86456E-03	5.60743
2.86464E-03	5.60569
2.86471E-03	5.60588
2.86482E-03	5.60966
2.86486E-03	5.61307
2.86489E-03	5.61621
2.86496E-03	5.62796
2.86503E-03	5.64229
2.86510E-03	5.65946
2.86517E-03	5.67979
2.86517E-03	5.68243
2.86523E-03	5.70983
2.86530E-03	5.7445
2.86537E-03	5.78339
2.86540E-03	5.80274
2.86544E-03	5.83039
2.86548E-03	5.86088
2.86551E-03	5.88809
2.86558E-03	5.95492
2.86564E-03	6.01166
2.86565E-03	6.03025
2.86572E-03	6.12063
2.86579E-03	6.21829
2.86587E-03	6.34647
2.86592E-03	6.43515
2.86594E-03	6.49009
2.86602E-03	6.65423
2.86604E-03	6.70391
2.86609E-03	6.84309
2.86616E-03	7.0341
2.86617E-03	7.05164
2.86624E-03	7.29362
2.86629E-03	7.43871
2.86632E-03	7.56158
2.86640E-03	7.85968
2.86641E-03	7.92443
2.86647E-03	8.19491
2.86650E-03	8.35135
2.86655E-03	8.56714
2.86660E-03	8.83521
2.86662E-03	8.96476
2.86669E-03	9.37125
2.86669E-03	9.38083
2.86676E-03	9.8212
2.86678E-03	9.99877
2.86682E-03	10.3082
2.86687E-03	10.6881
2.86689E-03	10.8337
2.86696E-03	11.4019
2.86697E-03	11.4551
2.86703E-03	12.0211
2.86706E-03	12.3101
2.86712E-03	12.9155
2.86715E-03	13.2495
2.86721E-03	13.8973
2.86725E-03	14.2787
2.86728E-03	14.6929
2.86734E-03	15.4042
2.86736E-03	15.6428
2.86743E-03	16.6284
2.86745E-03	16.8861
2.86752E-03	17.9511
2.86754E-03	18.2291
2.86762E-03	19.3741
2.86764E-03	19.6721
2.86771E-03	20.9021
2.86776E-03	21.7532
2.86780E-03	22.5216
2.86788E-03	23.8848
2.86790E-03	24.2343
2.86799E-03	26.0476
2.86802E-03	26.6669
2.86813E-03	29.0437
2.86816E-03	29.5075
2.86825E-03	31.5417
2.86840E-03	34.9016
2.86842E-03	35.4295
2.86862E-03	40.211
2.86876E-03	43.3752
2.86895E-03	47.9106
2.86909E-03	50.9581
2.86911E-03	51.3867
2.86924E-03	54.1592
2.86927E-03	54.648
2.86937E-03	56.4986
2.86946E-03	58.1523
2.86950E-03	58.716
2.86960E-03	60.3397
2.86964E-03	60.8791
2.86973E-03	61.976
2.86974E-03	62.084
2.86986E-03	63.2383
2.87000E-03	64.1454
2.87000E-03	64.1569
2.87001E-03	64.1966
2.87008E-03	64.4782
2.87013E-03	64.5856
2.87022E-03	64.6573
2.87026E-03	64.6328
2.87034E-03	64.4563
2.87038E-03	64.3174
2.87046E-03	63.9036
2.87053E-03	63.4518
2.87059E-03	62.8727
2.87067E-03	62.1178
2.87071E-03	61.6723
2.87082E-03	60.3352
2.87085E-03	59.9245
2.87097E-03	58.1635
2.87101E-03	57.4961
2.87113E-03	55.4942
2.87119E-03	54.2966
2.87129E-03	52.5406
2.87147E-03	48.8477
2.87149E-03	48.5919
2.87178E-03	42.423
2.87179E-03	42.2935
2.87194E-03	39.1276
2.87205E-03	36.8952
2.87215E-03	34.9587
2.87219E-03	34.1947
2.87231E-03	31.9716
2.87235E-03	31.3078
2.87243E-03	30.0238
2.87250E-03	28.7805
2.87254E-03	28.181
2.87261E-03	27.0165
2.87265E-03	26.4482
2.87269E-03	25.904
2.87276E-03	24.8433
2.87280E-03	24.3267
2.87283E-03	23.8336
2.87292E-03	22.7761
2.87293E-03	22.6312
2.87301E-03	21.7093
2.87307E-03	20.9396
2.87310E-03	20.6726
2.87314E-03	20.2231
2.87321E-03	19.5444
2.87327E-03	18.9679
2.87328E-03	18.8906
2.87334E-03	18.2973
2.87341E-03	17.7214
2.87344E-03	17.5026
2.87348E-03	17.1892
2.87354E-03	16.6903
2.87361E-03	16.2509
2.87362E-03	16.1797
2.87370E-03	15.6642
2.87375E-03	15.331
2.87378E-03	15.1916
2.87381E-03	15.0214
2.87386E-03	14.7311
2.87391E-03	14.4479
2.87392E-03	14.4084
2.87397E-03	14.1908
2.87402E-03	13.9433
2.87407E-03	13.7362
2.87408E-03	13.7045
2.87413E-03	13.4885
2.87419E-03	13.2777
2.87422E-03	13.1608
2.87427E-03	12.9906
2.87435E-03	12.7257
2.87443E-03	12.4699
2.87444E-03	12.4463
2.87449E-03	12.3017
2.87456E-03	12.1211
2.87463E-03	11.9455
2.87466E-03	11.8791
2.87470E-03	11.7877
2.87477E-03	11.6425
2.87484E-03	11.5011
2.87488E-03	11.4245
2.87491E-03	11.3708
2.87498E-03	11.2532
2.87505E-03	11.1384
2.87511E-03	11.0448
2.87512E-03	11.0287
2.87519E-03	10.9343
2.87529E-03	10.7967
2.87540E-03	10.663
2.87542E-03	10.6389
2.87550E-03	10.5489
2.87561E-03	10.4336
2.87570E-03	10.348
2.87572E-03	10.3214
2.87583E-03	10.2388
2.87595E-03	10.1367
2.87608E-03	10.037
2.87619E-03	9.95407
2.87621E-03	9.94186
2.87634E-03	9.86302
2.87642E-03	9.81126
2.87659E-03	9.7094
2.87668E-03	9.65486
2.87676E-03	9.618
2.87693E-03	9.53847
2.87709E-03	9.46379
2.87726E-03	9.39015
2.87743E-03	9.3141
2.87747E-03	9.29739
2.87769E-03	9.22076
2.87791E-03	9.14528
2.87812E-03	9.0708
2.87817E-03	9.05502
2.87834E-03	9.00807
2.87856E-03	8.94906
2.87880E-03	8.88243
2.87908E-03	8.80836
2.87910E-03	8.80429
2.87936E-03	8.74793
2.87964E-03	8.68896
2.87992E-03	8.63061
2.88003E-03	8.60814
2.88020E-03	8.57954
2.88047E-03	8.53323
2.88075E-03	8.48734
2.88108E-03	8.43429
2.88133E-03	8.39423
2.88145E-03	8.37819
2.88182E-03	8.33057
2.88219E-03	8.28339
2.88256E-03	8.2366
2.88269E-03	8.22112
2.88293E-03	8.19659
2.88331E-03	8.1601
2.88368E-03	8.12387
2.88411E-03	8.08191
2.88461E-03	8.03429
2.88461E-03	8.03429
2.88510E-03	7.99799
2.88560E-03	7.96197
2.88609E-03	7.9262
2.88659E-03	7.89064
2.88708E-03	7.85526
2.88708E-03	7.85526
2.88758E-03	7.82923
2.88813E-03	7.80012
2.88875E-03	7.76797
2.88937E-03	7.736
2.88999E-03	7.70419
2.89061E-03	7.67251
2.89079E-03	7.66304
2.89123E-03	7.64702
2.89216E-03	7.6129
2.89302E-03	7.58124
2.89376E-03	7.55422
2.89476E-03	7.51834
2.89537E-03	7.49601
2.89575E-03	7.48626
2.89674E-03	7.46037
2.89773E-03	7.4346
2.89872E-03	7.40891
2.89971E-03	7.38331
2.90070E-03	7.35778
2.90169E-03	7.33232
2.90212E-03	7.32413
2.90354E-03	7.29733
2.90497E-03	7.27062
2.90639E-03	7.24399
2.90781E-03	7.21742
2.90924E-03	7.19091
2.90948E-03	7.1863
2.91066E-03	7.16942
2.91280E-03	7.13884
2.91493E-03	7.10835
2.91707E-03	7.07791
2.91778E-03	7.06779
2.91920E-03	7.0524
2.92134E-03	7.02937
2.92347E-03	7.00638
2.92622E-03	6.97678
2.92898E-03	6.94722
2.93173E-03	6.9177
2.93449E-03	6.88821
2.93843E-03	6.85679
2.94238E-03	6.82542
2.94677E-03	6.79052
2.95030E-03	6.76253
2.95559E-03	6.72059
2.95912E-03	6.69266
2.96106E-03	6.68061
2.96689E-03	6.64451
2.97272E-03	6.60845
2.98031E-03	6.56155
2.98595E-03	6.52669
2.99262E-03	6.48552
2.99929E-03	6.44437
3.00699E-03	6.40217
3.01468E-03	6.36
3.02377E-03	6.31022
3.03012E-03	6.27547
3.03676E-03	6.23917
3.04332E-03	6.2033
3.04819E-03	6.17671
3.05306E-03	6.15015
3.05733E-03	6.12687
3.06160E-03	6.10362
3.06445E-03	6.08814
3.06751E-03	6.07152
3.07057E-03	6.05493
3.07286E-03	6.04251
3.07516E-03	6.03012
3.07738E-03	6.01815
3.07947E-03	6.00698
3.08085E-03	5.99957
3.08224E-03	5.99217
3.08363E-03	5.98481
3.08502E-03	5.97749
3.08641E-03	5.97022
3.08745E-03	5.9648
3.08858E-03	5.95897
3.08975E-03	5.95297
3.09053E-03	5.94902
3.09132E-03	5.9451
3.09210E-03	5.94124
3.09288E-03	5.93743
3.09367E-03	5.9337
3.09434E-03	5.93054
3.09491E-03	5.92795
3.09548E-03	5.92541
3.09605E-03	5.92295
3.09662E-03	5.92058
3.09705E-03	5.91888
3.09747E-03	5.91724
3.09790E-03	5.91568
3.09833E-03	5.91421
3.09879E-03	5.91274
3.09915E-03	5.91172
3.09950E-03	5.91079
3.09986E-03	5.90999
3.10021E-03	5.90933
3.10057E-03	5.90884
3.10084E-03	5.9086
3.10110E-03	5.90849
3.10137E-03	5.90852
3.10157E-03	5.90866
3.10181E-03	5.90896
3.10204E-03	5.90943
3.10227E-03	5.9101
3.10250E-03	5.91101
3.10267E-03	5.91188
3.10285E-03	5.91294
3.10302E-03	5.91423
3.10319E-03	5.91579
3.10335E-03	5.91754
3.10349E-03	5.91927
3.10359E-03	5.92089
3.10362E-03	5.92164
3.10375E-03	5.92574
3.10389E-03	5.93028
3.10398E-03	5.9336
3.10407E-03	5.93721
3.10415E-03	5.94113
3.10424E-03	5.94543
3.10433E-03	5.95016
3.10442E-03	5.95538
3.10451E-03	5.96118
3.10458E-03	5.96596
3.10464E-03	5.97115
3.10471E-03	5.97681
3.10477E-03	5.98212
3.10484E-03	5.98925
3.10491E-03	5.99709
3.10498E-03	6.00573
3.10505E-03	6.01527
3.10512E-03	6.0258
3.10520E-03	6.03743
3.10523E-03	6.04385
3.10527E-03	6.05196
3.10532E-03	6.065
3.10537E-03	6.07887
3.10543E-03	6.09362
3.10548E-03	6.10932
3.10553E-03	6.12605
3.10559E-03	6.14387
3.10564E-03	6.16288
3.10569E-03	6.18314
3.10575E-03	6.20475
3.10580E-03	6.22779
3.10585E-03	6.25237
3.10593E-03	6.28769
3.10594E-03	6.2972
3.10598E-03	6.31884
3.10603E-03	6.35316
3.10609E-03	6.38946
3.10614E-03	6.42786
3.10619E-03	6.46847
3.10625E-03	6.51142
3.10630E-03	6.55681
3.10635E-03	6.60478
3.10641E-03	6.65545
3.10644E-03	6.6911
3.10646E-03	6.71046
3.10651E-03	6.77143
3.10659E-03	6.8687
3.10667E-03	6.97328
3.10675E-03	7.07593
3.10680E-03	7.15175
3.10681E-03	7.16578
3.10689E-03	7.29927
3.10697E-03	7.44147
3.10705E-03	7.59266
3.10713E-03	7.75315
3.10715E-03	7.80975
3.10721E-03	7.92863
3.10729E-03	8.11653
3.10737E-03	8.31413
3.10746E-03	8.56595
3.10749E-03	8.64231
3.10756E-03	8.83882
3.10766E-03	9.12827
3.10779E-03	9.53464
3.10783E-03	9.67762
3.10788E-03	9.85898
3.10804E-03	10.4123
3.10825E-03	11.1848
3.10835E-03	11.5736
3.10870E-03	12.9115
3.10889E-03	13.6217
3.10898E-03	13.9179
3.10906E-03	14.2031
3.10921E-03	14.6492
3.10930E-03	14.8986
3.10935E-03	15.0378
3.10944E-03	15.2515
3.10956E-03	15.4773
3.10961E-03	15.5689
3.10969E-03	15.6752
3.10979E-03	15.7885
3.10990E-03	15.8529
3.10993E-03	15.8714
3.10999E-03	15.8797
3.11000E-03	15.8799
3.11013E-03	15.8406
3.11026E-03	15.7366
3.11039E-03	15.5631
3.11049E-03	15.3843
3.11056E-03	15.2362
3.11062E-03	15.1106
3.11077E-03	14.7075
3.11085E-03	14.4607
3.11090E-03	14.3067
3.11105E-03	13.8049
3.11125E-03	13.1136
3.11128E-03	12.9789
3.11161E-03	11.7203
3.11186E-03	10.7685
3.11199E-03	10.2706
3.11201E-03	10.2002
3.11216E-03	9.7014
3.11228E-03	9.29359
3.11238E-03	9.00152
3.11242E-03	8.86842
3.11247E-03	8.72744
3.11256E-03	8.47131
3.11264E-03	8.26219
3.11272E-03	8.06283
3.11278E-03	7.9364
3.11280E-03	7.87603
3.11288E-03	7.7046
3.11296E-03	7.54258
3.11304E-03	7.38981
3.11312E-03	7.246
3.11313E-03	7.231
3.11320E-03	7.1177
3.11328E-03	7.00816
3.11335E-03	6.90532
3.11342E-03	6.80888
3.11349E-03	6.72948
3.11350E-03	6.71934
3.11357E-03	6.64154
3.11364E-03	6.56917
3.11372E-03	6.50191
3.11379E-03	6.43946
3.11386E-03	6.38147
3.11394E-03	6.32766
3.11399E-03	6.29396
3.11402E-03	6.27078
3.11405E-03	6.25533
3.11411E-03	6.22175
3.11417E-03	6.19048
3.11423E-03	6.16136
3.11430E-03	6.13423
3.11436E-03	6.10896
3.11442E-03	6.0854
3.11448E-03	6.06343
3.11455E-03	6.04291
3.11456E-03	6.04017
3.11461E-03	6.02597
3.11467E-03	6.01064
3.11473E-03	5.99644
3.11480E-03	5.98328
3.11486E-03	5.97108
3.11492E-03	5.95973
3.11498E-03	5.94919
3.11504E-03	5.93969
3.11510E-03	5.93082
3.11514E-03	5.92521
3.11522E-03	5.91469
3.11527E-03	5.9093
3.11530E-03	5.90591
3.11538E-03	5.89901
3.11546E-03	5.89275
3.11554E-03	5.88705
3.11562E-03	5.88185
3.11570E-03	5.87707
3.11578E-03	5.87268
3.11586E-03	5.86862
3.11594E-03	5.86486
3.11606E-03	5.85968
3.11618E-03	5.85499
3.11632E-03	5.85024
3.11642E-03	5.84673
3.11658E-03	5.84187
3.11674E-03	5.8374
3.11690E-03	5.83324
3.11706E-03	5.82935
3.11722E-03	5.82567
3.11744E-03	5.82104
3.11765E-03	5.81667
3.11786E-03	5.81252
3.11813E-03	5.80759
3.11837E-03	5.80336
3.11861E-03	5.79928
3.11885E-03	5.79536
3.11909E-03	5.79155
3.11911E-03	5.79128
3.11941E-03	5.78765
3.11973E-03	5.78397
3.12005E-03	5.78043
3.12037E-03	5.77701
3.12077E-03	5.77297
3.12111E-03	5.7695
3.12146E-03	5.76611
3.12192E-03	5.76172
3.12238E-03	5.75745
3.12285E-03	5.75327
3.12331E-03	5.74918
3.12377E-03	5.74516
3.12441E-03	5.73969
3.12495E-03	5.73521
3.12566E-03	5.72933
3.12637E-03	5.72353
3.12708E-03	5.71781
3.12779E-03	5.71214
3.12851E-03	5.70653
3.12957E-03	5.69819
3.13061E-03	5.6902
3.13162E-03	5.68241
3.13263E-03	5.67466
3.13399E-03	5.66439
3.13534E-03	5.65418
3.13669E-03	5.64401
3.13872E-03	5.62883
3.14075E-03	5.61371
3.14267E-03	5.59944
3.14406E-03	5.58911
3.14633E-03	5.5724
3.14859E-03	5.55572
3.15085E-03	5.53909
3.15151E-03	5.5342
3.15311E-03	5.52035
3.15537E-03	5.50074
3.15810E-03	5.47716
3.16083E-03	5.45363
3.16287E-03	5.43604
3.16492E-03	5.4185
3.16700E-03	5.4007
3.16916E-03	5.38235
3.17059E-03	5.37018
3.17203E-03	5.35805
3.17347E-03	5.346
3.17461E-03	5.3365
3.17491E-03	5.33385
3.17599E-03	5.32431
3.17707E-03	5.31483
3.17821E-03	5.3049
3.17905E-03	5.29763
3.17989E-03	5.29043
3.18074E-03	5.28332
3.18158E-03	5.2763
3.18242E-03	5.26941
3.18305E-03	5.26433
3.18369E-03	5.25935
3.18432E-03	5.25447
3.18502E-03	5.24919
3.18552E-03	5.24559
3.18602E-03	5.24211
3.18651E-03	5.23876
3.18701E-03	5.23556
3.18750E-03	5.23255
3.18800E-03	5.22974
3.18837E-03	5.2278
3.18884E-03	5.22558
3.18919E-03	5.22414
3.18954E-03	5.2229
3.18969E-03	5.22247
3.18988E-03	5.2228
3.19023E-03	5.22364
3.19058E-03	5.2248
3.19084E-03	5.22591
3.19110E-03	5.22726
3.19140E-03	5.22914
3.19164E-03	5.23103
3.19189E-03	5.23327
3.19207E-03	5.23513
3.19214E-03	5.23682
3.19233E-03	5.24137
3.19251E-03	5.24623
3.19270E-03	5.25147
3.19288E-03	5.25715
3.19307E-03	5.26336
3.19326E-03	5.27023
3.19339E-03	5.27551
3.19352E-03	5.28125
3.19365E-03	5.28755
3.19378E-03	5.29451
3.19385E-03	5.29894
3.19391E-03	5.30436
3.19404E-03	5.31794
3.19412E-03	5.32762
3.19421E-03	5.33788
3.19430E-03	5.34881
3.19438E-03	5.3605
3.19447E-03	5.37304
3.19456E-03	5.38656
3.19464E-03	5.40119
3.19471E-03	5.41766
3.19478E-03	5.43498
3.19485E-03	5.45326
3.19492E-03	5.47259
3.19499E-03	5.49307
3.19505E-03	5.51484
3.19512E-03	5.5438
3.19519E-03	5.5743
3.19526E-03	5.60649
3.19533E-03	5.64053
3.19539E-03	5.67659
3.19546E-03	5.71484
3.19553E-03	5.76323
3.19560E-03	5.81422
3.19567E-03	5.86804
3.19574E-03	5.92491
3.19579E-03	5.98084
3.19585E-03	6.03911
3.19590E-03	6.09989
3.19596E-03	6.1633
3.19598E-03	6.19274
3.19601E-03	6.23434
3.19607E-03	6.31217
3.19613E-03	6.39313
3.19618E-03	6.47737
3.19623E-03	6.55533
3.19624E-03	6.56613
3.19629E-03	6.6668
3.19635E-03	6.77129
3.19642E-03	6.90511
3.19643E-03	6.93815
3.19652E-03	7.12605
3.19660E-03	7.32409
3.19660E-03	7.33178
3.19667E-03	7.50358
3.19673E-03	7.66595
3.19675E-03	7.72964
3.19683E-03	7.97681
3.19691E-03	8.23515
3.19692E-03	8.26212
3.19699E-03	8.52168
3.19707E-03	8.82192
3.19711E-03	8.96845
3.19715E-03	9.14461
3.19723E-03	9.48873
3.19730E-03	9.7874
3.19731E-03	9.8308
3.19742E-03	10.3623
3.19749E-03	10.7254
3.19753E-03	10.926
3.19764E-03	11.5296
3.19770E-03	11.8967
3.19775E-03	12.1651
3.19786E-03	12.8351
3.19791E-03	13.194
3.19801E-03	13.7897
3.19816E-03	14.7846
3.19820E-03	15.1224
3.19868E-03	18.4251
3.19875E-03	18.8923
3.19889E-03	19.7963
3.19900E-03	20.4842
3.19906E-03	20.8483
3.19915E-03	21.3433
3.19921E-03	21.6551
3.19930E-03	22.1022
3.19933E-03	22.2457
3.19944E-03	22.7062
3.19949E-03	22.8805
3.19957E-03	23.1393
3.19965E-03	23.3614
3.19968E-03	23.4353
3.19978E-03	23.6167
3.19983E-03	23.6981
3.19989E-03	23.7516
3.20000E-03	23.8035
3.20000E-03	23.8036
3.20012E-03	23.7436
3.20013E-03	23.7352
3.20027E-03	23.5287
3.20030E-03	23.4612
3.20042E-03	23.156
3.20044E-03	23.0823
3.20054E-03	22.7502
3.20060E-03	22.4987
3.20068E-03	22.1548
3.20076E-03	21.776
3.20081E-03	21.5261
3.20095E-03	20.7844
3.20096E-03	20.7165
3.20113E-03	19.6342
3.20120E-03	19.2078
3.20133E-03	18.3206
3.20159E-03	16.5324
3.20182E-03	14.8775
3.20189E-03	14.4047
3.20200E-03	13.6782
3.20211E-03	12.9701
3.20212E-03	12.9077
3.20227E-03	11.9995
3.20231E-03	11.7543
3.20237E-03	11.4124
3.20248E-03	10.8188
3.20249E-03	10.7432
3.20259E-03	10.2678
3.20268E-03	9.83545
3.20270E-03	9.74626
3.20280E-03	9.2677
3.20286E-03	9.03231
3.20288E-03	8.96449
3.20296E-03	8.62546
3.20301E-03	8.45707
3.20305E-03	8.30859
3.20314E-03	8.01411
3.20318E-03	7.87342
3.20322E-03	7.74139
3.20331E-03	7.48986
3.20335E-03	7.37369
3.20338E-03	7.3134
3.20344E-03	7.1511
3.20351E-03	6.99508
3.20352E-03	6.95222
3.20357E-03	6.85151
3.20364E-03	6.71057
3.20365E-03	6.68079
3.20371E-03	6.5786
3.20377E-03	6.4802
3.20382E-03	6.38541
3.20387E-03	6.30932
3.20388E-03	6.29566
3.20393E-03	6.21712
3.20399E-03	6.14169
3.20404E-03	6.06922
3.20410E-03	5.99953
3.20412E-03	5.98091
3.20416E-03	5.93812
3.20421E-03	5.88138
3.20427E-03	5.82699
3.20432E-03	5.77479
3.20436E-03	5.7386
3.20438E-03	5.72632
3.20444E-03	5.68409
3.20450E-03	5.63544
3.20456E-03	5.59467
3.20461E-03	5.56191
3.20462E-03	5.55642
3.20468E-03	5.52374
3.20474E-03	5.49258
3.20482E-03	5.4532
3.20486E-03	5.43416
3.20490E-03	5.41878
3.20498E-03	5.38922
3.20506E-03	5.36148
3.20514E-03	5.33535
3.20521E-03	5.31068
3.20526E-03	5.29795
3.20529E-03	5.28923
3.20537E-03	5.27124
3.20545E-03	5.25427
3.20553E-03	5.23822
3.20561E-03	5.22298
3.20566E-03	5.21463
3.20569E-03	5.20975
3.20578E-03	5.19704
3.20589E-03	5.18338
3.20600E-03	5.1706
3.20610E-03	5.15855
3.20621E-03	5.14714
3.20632E-03	5.13628
3.20642E-03	5.12589
3.20645E-03	5.12329
3.20658E-03	5.11445
3.20674E-03	5.10448
3.20691E-03	5.09511
3.20707E-03	5.08625
3.20723E-03	5.0778
3.20744E-03	5.06708
3.20762E-03	5.05822
3.20781E-03	5.04969
3.20806E-03	5.03875
3.20830E-03	5.02823
3.20843E-03	5.02315
3.20855E-03	5.01944
3.20880E-03	5.01233
3.20904E-03	5.00548
3.20929E-03	4.99887
3.20966E-03	4.98931
3.21003E-03	4.98014
3.21040E-03	4.97127
3.21077E-03	4.96268
3.21114E-03	4.95432
3.21139E-03	4.94885
3.21188E-03	4.93815
3.21238E-03	4.92771
3.21287E-03	4.91749
3.21337E-03	4.90746
3.21397E-03	4.89544
3.21457E-03	4.88361
3.21517E-03	4.87195
3.21574E-03	4.86118
3.21578E-03	4.86045
3.21658E-03	4.84578
3.21738E-03	4.83128
3.21819E-03	4.81693
3.21899E-03	4.80269
3.21979E-03	4.78855
3.22105E-03	4.76657
3.22231E-03	4.74476
3.22357E-03	4.72308
3.22482E-03	4.70152
3.22650E-03	4.6729
3.22801E-03	4.64727
3.23028E-03	4.60899
3.23053E-03	4.60475
3.23254E-03	4.56572
3.23481E-03	4.52197
3.23707E-03	4.47835
3.23936E-03	4.43434
3.23992E-03	4.42364
3.24171E-03	4.38469
3.24406E-03	4.33372
3.24641E-03	4.2829
3.24876E-03	4.23226
3.24932E-03	4.22025
3.25111E-03	4.17675
3.25337E-03	4.12189
3.25563E-03	4.06725
3.25790E-03	4.01287
3.25871E-03	3.9935
3.26016E-03	3.95605
3.26243E-03	3.89803
3.26393E-03	3.85985
3.26541E-03	3.82214
3.26690E-03	3.78463
3.26839E-03	3.74735
3.26988E-03	3.71032
3.27136E-03	3.67358
3.27285E-03	3.63716
3.27434E-03	3.6011
3.27506E-03	3.5838
3.27562E-03	3.57299
3.27723E-03	3.54237
3.27875E-03	3.51404
3.27884E-03	3.51286
3.27991E-03	3.49917
3.28099E-03	3.48584
3.28121E-03	3.48315
3.28206E-03	3.47921
3.28313E-03	3.4747
3.28367E-03	3.47269
3.28410E-03	3.47426
3.28474E-03	3.47703
3.28537E-03	3.48478
3.28653E-03	3.50005
3.28665E-03	3.50278
3.28750E-03	3.52419
3.28788E-03	3.53401
3.28835E-03	3.55206
3.28920E-03	3.58532
3.28922E-03	3.58621
3.29005E-03	3.63246
3.29056E-03	3.66165
3.29083E-03	3.68233
3.29190E-03	3.76621
3.29190E-03	3.76621
3.29262E-03	3.83805
3.29280E-03	3.85619
3.29333E-03	3.92162
3.29369E-03	3.96566
3.29405E-03	4.01838
3.29459E-03	4.09819
3.29477E-03	4.12995
3.29548E-03	4.2581
3.29548E-03	4.2581
3.29615E-03	4.39931
3.29620E-03	4.41004
3.29679E-03	4.55334
3.29682E-03	4.56152
3.29738E-03	4.71669
3.29749E-03	4.74794
3.29797E-03	4.90117
3.29816E-03	4.96216
3.29857E-03	5.1096
3.29884E-03	5.20854
3.29916E-03	5.34263
3.29932E-03	5.40871
3.29975E-03	5.60846
3.29984E-03	5.64784
3.30035E-03	5.90927
3.30036E-03	5.91507
3.30088E-03	6.21426
3.30094E-03	6.2545
3.30139E-03	6.54927
3.30141E-03	6.56056
3.30188E-03	6.90242
3.30191E-03	6.92522
3.30235E-03	7.28369
3.30243E-03	7.3477
3.30283E-03	7.70804
3.30295E-03	7.82328
3.30330E-03	8.17818
3.30340E-03	8.28173
3.30377E-03	8.70073
3.30377E-03	8.70581
3.30415E-03	9.17021
3.30424E-03	9.2939
3.30453E-03	9.67891
3.30471E-03	9.95717
3.30490E-03	10.237
3.30526E-03	10.8275
3.30528E-03	10.8494
3.30563E-03	11.4837
3.30565E-03	11.524
3.30600E-03	12.2054
3.30603E-03	12.2676
3.30636E-03	12.9864
3.30636E-03	12.9969
3.30665E-03	13.6619
3.30673E-03	13.8781
3.30693E-03	14.3921
3.30710E-03	14.848
3.30722E-03	15.1821
3.30746E-03	15.917
3.30751E-03	16.0378
3.30779E-03	16.9663
3.30781E-03	17.0291
3.30808E-03	17.9751
3.30813E-03	18.1803
3.30836E-03	19.0724
3.30845E-03	19.4439
3.30863E-03	20.1897
3.30878E-03	20.8331
3.30888E-03	21.3175
3.30910E-03	22.3606
3.30913E-03	22.5351
3.30938E-03	23.8518
3.30942E-03	24.0548
3.30963E-03	25.2773
3.30974E-03	25.9376
3.30989E-03	26.8215
3.31006E-03	28.0161
3.31014E-03	28.4958
3.31035E-03	30.0533
3.31039E-03	30.314
3.31062E-03	32.1444
3.31073E-03	33.0528
3.31083E-03	33.9646
3.31098E-03	35.2689
3.31105E-03	35.9231
3.31123E-03	37.6786
3.31126E-03	38.0309
3.31148E-03	40.3006
3.31148E-03	40.3007
3.31169E-03	42.7475
3.31173E-03	43.1859
3.31191E-03	45.3848
3.31198E-03	46.3308
3.31212E-03	48.2294
3.31232E-03	51.0725
3.31241E-03	52.3694
3.31259E-03	55.2192
3.31268E-03	56.6486
3.31286E-03	59.7788
3.31294E-03	61.3485
3.31312E-03	64.7837
3.31321E-03	66.5064
3.31339E-03	70.2708
3.31348E-03	72.1582
3.31366E-03	76.2691
3.31374E-03	78.1243
3.31393E-03	82.8072
3.31398E-03	84.1484
3.31420E-03	89.922
3.31422E-03	90.6458
3.31447E-03	97.6326
3.31456E-03	100.398
3.31471E-03	105.113
3.31491E-03	111.969
3.31503E-03	115.853
3.31527E-03	124.463
3.31531E-03	125.813
3.31559E-03	136.637
3.31584E-03	146.627
3.31592E-03	149.484
3.31643E-03	170.801
3.31681E-03	187.054
3.31718E-03	202.52
3.31720E-03	203.408
3.31755E-03	217.396
3.31759E-03	218.687
3.31785E-03	228.009
3.31791E-03	230.25
3.31811E-03	236.379
3.31825E-03	240.813
3.31837E-03	243.85
3.31851E-03	247.447
3.31863E-03	250.004
3.31876E-03	252.82
3.31889E-03	254.801
3.31902E-03	256.83
3.31910E-03	257.687
3.31928E-03	259.462
3.31933E-03	259.693
3.31953E-03	260.497
3.31957E-03	260.521
3.31960E-03	260.536
3.31980E-03	259.875
3.31987E-03	259.613
3.32003E-03	258.166
3.32015E-03	257.031
3.32027E-03	255.243
3.32043E-03	252.899
3.32063E-03	248.816
3.32071E-03	247.384
3.32098E-03	240.664
3.32100E-03	240.282
3.32140E-03	228.765
3.32148E-03	226.145
3.32193E-03	211.557
3.32261E-03	188.037
3.32304E-03	173.21
3.32305E-03	172.593
3.32336E-03	162.658
3.32356E-03	156.244
3.32368E-03	152.438
3.32397E-03	143.76
3.32400E-03	142.759
