E(MeV)	"GA-71(N,TOT)"
1.13808E-03	7.7116
1.13811E-03	7.70201
1.13812E-03	7.6984
1.13816E-03	7.68837
1.13820E-03	7.67907
1.13827E-03	7.66633
1.13833E-03	7.65486
1.13839E-03	7.64487
1.13845E-03	7.63576
1.13851E-03	7.62741
1.13857E-03	7.61974
1.13863E-03	7.61265
1.13869E-03	7.60606
1.13878E-03	7.59698
1.13887E-03	7.58872
1.13896E-03	7.58113
1.13905E-03	7.57411
1.13914E-03	7.56755
1.13923E-03	7.56139
1.13933E-03	7.55513
1.13944E-03	7.54839
1.13955E-03	7.54202
1.13959E-03	7.54001
1.13966E-03	7.53746
1.13981E-03	7.53278
1.13996E-03	7.52852
1.14010E-03	7.5246
1.14025E-03	7.52098
1.14040E-03	7.51762
1.14057E-03	7.5141
1.14075E-03	7.51049
1.14094E-03	7.50713
1.14112E-03	7.50399
1.14131E-03	7.50105
1.14149E-03	7.49828
1.14168E-03	7.49566
1.14186E-03	7.49317
1.14211E-03	7.48999
1.14235E-03	7.48716
1.14258E-03	7.48446
1.14282E-03	7.48188
1.14305E-03	7.47942
1.14337E-03	7.47627
1.14368E-03	7.47326
1.14400E-03	7.47038
1.14431E-03	7.4676
1.14469E-03	7.46437
1.14491E-03	7.46253
1.14536E-03	7.45895
1.14580E-03	7.45548
1.14624E-03	7.45212
1.14669E-03	7.44883
1.14713E-03	7.44562
1.14758E-03	7.44247
1.14822E-03	7.43796
1.14883E-03	7.43379
1.14944E-03	7.42969
1.15005E-03	7.42564
1.15087E-03	7.42031
1.15168E-03	7.41506
1.15250E-03	7.40986
1.15331E-03	7.4047
1.15453E-03	7.39704
1.15453E-03	7.39704
1.15549E-03	7.39163
1.15693E-03	7.38357
1.15838E-03	7.37557
1.15982E-03	7.36762
1.16126E-03	7.3597
1.16315E-03	7.34939
1.16500E-03	7.33931
1.16777E-03	7.32425
1.17058E-03	7.30903
1.17347E-03	7.29345
1.17731E-03	7.27271
1.18279E-03	7.24326
1.18826E-03	7.21384
1.19418E-03	7.18208
1.20093E-03	7.1459
1.20767E-03	7.10975
1.21708E-03	7.05937
1.22931E-03	6.99397
1.23213E-03	6.97891
1.23776E-03	6.9434
1.24482E-03	6.8989
1.25189E-03	6.85443
1.25779E-03	6.81731
1.26368E-03	6.78022
1.26958E-03	6.74316
1.27548E-03	6.70615
1.27760E-03	6.68987
1.28394E-03	6.64111
1.28817E-03	6.60864
1.29240E-03	6.5762
1.29611E-03	6.54779
1.29982E-03	6.51941
1.30353E-03	6.49108
1.30724E-03	6.45553
1.31079E-03	6.42159
1.31434E-03	6.38775
1.31772E-03	6.35554
1.31976E-03	6.33619
1.32078E-03	6.32655
1.32180E-03	6.31411
1.32384E-03	6.2893
1.32581E-03	6.26541
1.32771E-03	6.24244
1.32962E-03	6.21957
1.33152E-03	6.19682
1.33247E-03	6.1855
1.33293E-03	6.17798
1.33432E-03	6.15548
1.33571E-03	6.1331
1.33711E-03	6.11084
1.33850E-03	6.08874
1.33942E-03	6.07411
1.34072E-03	6.05378
1.34156E-03	6.04083
1.34239E-03	6.02278
1.34323E-03	6.00485
1.34406E-03	5.98705
1.34490E-03	5.96942
1.34573E-03	5.95198
1.34657E-03	5.93477
1.34717E-03	5.91795
1.34777E-03	5.90128
1.34837E-03	5.88478
1.34898E-03	5.86848
1.34958E-03	5.85242
1.35018E-03	5.83661
1.35079E-03	5.81472
1.35139E-03	5.79319
1.35202E-03	5.77128
1.35243E-03	5.75696
1.35285E-03	5.74291
1.35324E-03	5.72992
1.35327E-03	5.72879
1.35368E-03	5.70873
1.35410E-03	5.68906
1.35452E-03	5.66983
1.35489E-03	5.65318
1.35521E-03	5.63898
1.35554E-03	5.62518
1.35579E-03	5.61469
1.35586E-03	5.61051
1.35619E-03	5.59154
1.35651E-03	5.57315
1.35684E-03	5.55541
1.35716E-03	5.53843
1.35719E-03	5.53728
1.35744E-03	5.51968
1.35767E-03	5.50424
1.35790E-03	5.48936
1.35814E-03	5.47512
1.35835E-03	5.46294
1.35837E-03	5.46107
1.35860E-03	5.44313
1.35883E-03	5.4261
1.35906E-03	5.4101
1.35927E-03	5.39671
1.35927E-03	5.39671
1.35946E-03	5.38046
1.35964E-03	5.36518
1.35983E-03	5.35097
1.36001E-03	5.33799
1.36020E-03	5.3264
1.36020E-03	5.3264
1.36039E-03	5.31004
1.36057E-03	5.29551
1.36074E-03	5.28416
1.36089E-03	5.27566
1.36090E-03	5.2754
1.36104E-03	5.2632
1.36119E-03	5.2526
1.36134E-03	5.24441
1.36149E-03	5.23903
1.36159E-03	5.23769
1.36164E-03	5.23447
1.36176E-03	5.23008
1.36187E-03	5.22825
1.36199E-03	5.2295
1.36210E-03	5.23449
1.36219E-03	5.24112
1.36228E-03	5.25066
1.36229E-03	5.25238
1.36236E-03	5.26265
1.36245E-03	5.27843
1.36254E-03	5.29887
1.36262E-03	5.3248
1.36271E-03	5.35727
1.36277E-03	5.38315
1.36284E-03	5.42269
1.36287E-03	5.43713
1.36291E-03	5.47001
1.36298E-03	5.52689
1.36305E-03	5.59256
1.36310E-03	5.64308
1.36312E-03	5.67127
1.36317E-03	5.73403
1.36321E-03	5.80252
1.36326E-03	5.87263
1.36326E-03	5.87774
1.36331E-03	5.96667
1.36335E-03	6.06316
1.36339E-03	6.14176
1.36340E-03	6.17007
1.36345E-03	6.29234
1.36349E-03	6.42455
1.36349E-03	6.42455
1.36354E-03	6.57685
1.36359E-03	6.74212
1.36359E-03	6.77242
1.36365E-03	6.99683
1.36368E-03	7.13356
1.36370E-03	7.24797
1.36376E-03	7.52961
1.36377E-03	7.61105
1.36381E-03	7.84916
1.36386E-03	8.19039
1.36387E-03	8.2003
1.36392E-03	8.59912
1.36393E-03	8.70787
1.36397E-03	9.04321
1.36400E-03	9.30042
1.36403E-03	9.53605
1.36407E-03	9.97554
1.36408E-03	10.0811
1.36413E-03	10.6485
1.36414E-03	10.7455
1.36418E-03	11.1903
1.36419E-03	11.3165
1.36422E-03	11.7812
1.36426E-03	12.2655
1.36427E-03	12.4137
1.36431E-03	13.0996
1.36433E-03	13.3346
1.36436E-03	13.8391
1.36440E-03	14.5298
1.36440E-03	14.6279
1.36445E-03	15.4814
1.36447E-03	15.8706
1.36451E-03	16.7101
1.36454E-03	17.3543
1.36457E-03	18.0493
1.36461E-03	18.9878
1.36462E-03	19.3339
1.36468E-03	20.7892
1.36469E-03	21.1659
1.36474E-03	22.7552
1.36476E-03	23.1665
1.36481E-03	24.8934
1.36483E-03	25.3389
1.36488E-03	27.2046
1.36490E-03	27.6853
1.36495E-03	29.6897
1.36497E-03	30.2045
1.36502E-03	32.3534
1.36505E-03	33.4557
1.36509E-03	35.177
1.36513E-03	36.9389
1.36516E-03	38.1548
1.36522E-03	40.6427
1.36524E-03	41.821
1.36532E-03	45.6521
1.36533E-03	46.1005
1.36545E-03	51.704
1.36553E-03	55.8998
1.36560E-03	59.3183
1.36572E-03	65.8992
1.36586E-03	72.8861
1.36590E-03	74.923
1.36598E-03	78.4861
1.36601E-03	79.9514
1.36608E-03	82.7959
1.36613E-03	84.8449
1.36617E-03	86.2476
1.36623E-03	88.178
1.36624E-03	88.7838
1.36633E-03	91.1819
1.36634E-03	91.5656
1.36640E-03	92.9524
1.36644E-03	93.8247
1.36648E-03	94.4972
1.36652E-03	95.035
1.36656E-03	95.4727
1.36660E-03	95.7471
1.36662E-03	95.8582
1.36669E-03	95.9835
1.36672E-03	95.9375
1.36675E-03	95.7916
1.36681E-03	95.313
1.36684E-03	94.9964
1.36690E-03	94.1168
1.36693E-03	93.5972
1.36700E-03	92.0287
1.36700E-03	91.9398
1.36709E-03	89.6189
1.36711E-03	88.9425
1.36719E-03	86.4919
1.36722E-03	85.1545
1.36730E-03	82.2981
1.36735E-03	80.0842
1.36743E-03	76.7633
1.36746E-03	75.1302
1.36761E-03	68.5506
1.36762E-03	67.7299
1.36784E-03	57.1418
1.36797E-03	51.093
1.36805E-03	47.7636
1.36808E-03	46.4369
1.36816E-03	42.9035
1.36819E-03	41.8657
1.36824E-03	39.572
1.36831E-03	37.1902
1.36833E-03	36.5074
1.36836E-03	35.1899
1.36842E-03	33.2808
1.36845E-03	32.1868
1.36847E-03	31.4651
1.36853E-03	29.7554
1.36855E-03	29.1387
1.36858E-03	28.1481
1.36864E-03	26.6279
1.36865E-03	26.3998
1.36870E-03	25.2198
1.36875E-03	23.9651
1.36875E-03	23.8855
1.36880E-03	22.7747
1.36885E-03	21.8204
1.36885E-03	21.7155
1.36890E-03	20.7444
1.36895E-03	19.9438
1.36895E-03	19.8216
1.36900E-03	18.9763
1.36904E-03	18.4659
1.36905E-03	18.183
1.36910E-03	17.4495
1.36913E-03	17.168
1.36916E-03	16.7707
1.36921E-03	16.1372
1.36921E-03	16.033
1.36926E-03	15.5596
1.36930E-03	15.0469
1.36931E-03	14.9817
1.36935E-03	14.5861
1.36939E-03	14.206
1.36939E-03	14.1903
1.36943E-03	13.8643
1.36947E-03	13.5372
1.36951E-03	13.2227
1.36953E-03	13.119
1.36955E-03	12.9369
1.36959E-03	12.6708
1.36963E-03	12.415
1.36966E-03	12.2566
1.36968E-03	12.1756
1.36972E-03	11.9578
1.36976E-03	11.7483
1.36978E-03	11.6481
1.36982E-03	11.4663
1.36988E-03	11.2087
1.36994E-03	10.9647
1.36995E-03	10.9202
1.36999E-03	10.7821
1.37004E-03	10.6125
1.37010E-03	10.4499
1.37012E-03	10.3631
1.37015E-03	10.3011
1.37020E-03	10.1672
1.37025E-03	10.0385
1.37030E-03	9.92809
1.37030E-03	9.91569
1.37038E-03	9.7558
1.37046E-03	9.60379
1.37047E-03	9.58227
1.37054E-03	9.47219
1.37062E-03	9.3487
1.37070E-03	9.23009
1.37070E-03	9.21738
1.37077E-03	9.12983
1.37087E-03	9.01426
1.37097E-03	8.90323
1.37105E-03	8.80577
1.37106E-03	8.79742
1.37116E-03	8.709
1.37125E-03	8.62336
1.37135E-03	8.54012
1.37140E-03	8.49604
1.37148E-03	8.44053
1.37160E-03	8.34973
1.37173E-03	8.26162
1.37174E-03	8.25772
1.37188E-03	8.17637
1.37204E-03	8.08446
1.37218E-03	8.00801
1.37220E-03	7.99725
1.37236E-03	7.92427
1.37252E-03	7.85331
1.37269E-03	7.7841
1.37284E-03	7.72127
1.37285E-03	7.71714
1.37301E-03	7.66067
1.37320E-03	7.59761
1.37328E-03	7.57066
1.37341E-03	7.53485
1.37361E-03	7.47776
1.37382E-03	7.42199
1.37403E-03	7.36737
1.37421E-03	7.32271
1.37424E-03	7.31545
1.37445E-03	7.27276
1.37466E-03	7.23087
1.37490E-03	7.18289
1.37513E-03	7.13807
1.37518E-03	7.13081
1.37546E-03	7.08822
1.37574E-03	7.04648
1.37601E-03	7.00548
1.37629E-03	6.96512
1.37643E-03	6.94523
1.37657E-03	6.92922
1.37685E-03	6.8977
1.37717E-03	6.8615
1.37754E-03	6.82078
1.37773E-03	6.80072
1.37792E-03	6.78461
1.37829E-03	6.75291
1.37866E-03	6.72167
1.37903E-03	6.69085
1.37940E-03	6.66038
1.37959E-03	6.64531
1.37977E-03	6.6332
1.38019E-03	6.60628
1.38065E-03	6.57675
1.38112E-03	6.54755
1.38144E-03	6.52732
1.38158E-03	6.52029
1.38204E-03	6.49712
1.38274E-03	6.46278
1.38343E-03	6.42889
1.38404E-03	6.39982
1.38408E-03	6.39806
1.38471E-03	6.37461
1.38534E-03	6.35137
1.38617E-03	6.32068
1.38700E-03	6.29027
1.38784E-03	6.26011
1.38830E-03	6.24347
1.38867E-03	6.23287
1.38951E-03	6.2092
1.39034E-03	6.18568
1.39132E-03	6.15841
1.39229E-03	6.13129
1.39327E-03	6.10431
1.39331E-03	6.10303
1.39473E-03	6.0713
1.39619E-03	6.03873
1.39765E-03	6.00634
1.39920E-03	5.97206
1.40080E-03	5.93689
1.40240E-03	5.90185
1.40453E-03	5.8553
1.40537E-03	5.83714
1.40667E-03	5.81073
1.40750E-03	5.7938
1.40975E-03	5.74825
1.41200E-03	5.70282
1.41425E-03	5.65752
1.41650E-03	5.61231
1.42005E-03	5.5412
1.42359E-03	5.47032
1.42396E-03	5.46308
1.42711E-03	5.39442
1.43057E-03	5.3194
1.43326E-03	5.26116
1.43403E-03	5.24282
1.43724E-03	5.16585
1.44034E-03	5.09197
1.44190E-03	5.05493
1.44344E-03	5.01389
1.44558E-03	4.9571
1.44772E-03	4.90048
1.44986E-03	4.84405
1.44989E-03	4.84324
1.45200E-03	4.78038
1.45398E-03	4.72145
1.45596E-03	4.66274
1.45795E-03	4.60432
1.45795E-03	4.60432
1.45993E-03	4.53791
1.46197E-03	4.46984
1.46351E-03	4.41909
1.46504E-03	4.36867
1.46538E-03	4.35756
1.46658E-03	4.31363
1.46811E-03	4.25766
1.46932E-03	4.21406
1.47053E-03	4.17104
1.47059E-03	4.16887
1.47133E-03	4.13906
1.47214E-03	4.10725
1.47274E-03	4.08382
1.47335E-03	4.06088
1.47395E-03	4.0386
1.47435E-03	4.02424
1.47472E-03	4.01171
1.47504E-03	4.00099
1.47505E-03	4.00075
1.47537E-03	3.98773
1.47569E-03	3.97518
1.47594E-03	3.96644
1.47618E-03	3.95853
1.47634E-03	3.95386
1.47651E-03	3.94987
1.47667E-03	3.94679
1.47679E-03	3.94527
1.47691E-03	3.94466
1.47704E-03	3.94523
1.47712E-03	3.94644
1.47720E-03	3.94841
1.47727E-03	3.95124
1.47728E-03	3.95162
1.47735E-03	3.95461
1.47743E-03	3.95918
1.47751E-03	3.96524
1.47756E-03	3.97093
1.47762E-03	3.97772
1.47768E-03	3.98578
1.47774E-03	3.99525
1.47780E-03	4.00632
1.47785E-03	4.01918
1.47791E-03	4.03403
1.47797E-03	4.05111
1.47803E-03	4.07066
1.47809E-03	4.09295
1.47815E-03	4.11827
1.47820E-03	4.14691
1.47826E-03	4.1792
1.47832E-03	4.21546
1.47838E-03	4.25606
1.47842E-03	4.28687
1.47846E-03	4.32129
1.47850E-03	4.35839
1.47854E-03	4.39831
1.47858E-03	4.44118
1.47863E-03	4.48716
1.47867E-03	4.53636
1.47867E-03	4.53696
1.47873E-03	4.619
1.47879E-03	4.70971
1.47886E-03	4.80882
1.47892E-03	4.91673
1.47898E-03	5.03374
1.47904E-03	5.1474
1.47904E-03	5.16045
1.47909E-03	5.26935
1.47915E-03	5.40266
1.47921E-03	5.54406
1.47926E-03	5.6935
1.47934E-03	5.89887
1.47935E-03	5.93312
1.47943E-03	6.19365
1.47952E-03	6.47016
1.47956E-03	6.61791
1.47960E-03	6.76302
1.47973E-03	7.22847
1.47991E-03	7.90466
1.47998E-03	8.19345
1.48016E-03	8.85995
1.48031E-03	9.39467
1.48039E-03	9.65777
1.48041E-03	9.74705
1.48051E-03	10.0196
1.48061E-03	10.289
1.48070E-03	10.4743
1.48078E-03	10.5979
1.48087E-03	10.712
1.48090E-03	10.7333
1.48096E-03	10.7715
1.48100E-03	10.7803
1.48108E-03	10.7743
1.48117E-03	10.7242
1.48120E-03	10.6927
1.48126E-03	10.6187
1.48134E-03	10.5006
1.48143E-03	10.3234
1.48148E-03	10.1961
1.48151E-03	10.1329
1.48151E-03	10.1112
1.48160E-03	9.87702
1.48173E-03	9.47366
1.48179E-03	9.2386
1.48188E-03	8.9296
1.48204E-03	8.32181
1.48225E-03	7.51335
1.48238E-03	7.05615
1.48246E-03	6.75053
1.48255E-03	6.45927
1.48262E-03	6.24573
1.48264E-03	6.18405
1.48272E-03	5.92583
1.48278E-03	5.75004
1.48285E-03	5.57108
1.48292E-03	5.40357
1.48299E-03	5.24742
1.48304E-03	5.13764
1.48309E-03	5.03402
1.48314E-03	4.93639
1.48316E-03	4.89883
1.48319E-03	4.8456
1.48324E-03	4.76111
1.48329E-03	4.68207
1.48334E-03	4.61223
1.48339E-03	4.54684
1.48344E-03	4.48565
1.48348E-03	4.43551
1.48348E-03	4.42871
1.48353E-03	4.3772
1.48358E-03	4.32928
1.48363E-03	4.28472
1.48368E-03	4.24334
1.48372E-03	4.2049
1.48377E-03	4.16924
1.48382E-03	4.13614
1.48387E-03	4.10543
1.48392E-03	4.07694
1.48396E-03	4.05049
1.48401E-03	4.02592
1.48406E-03	4.00309
1.48410E-03	3.98356
1.48412E-03	3.97578
1.48419E-03	3.95255
1.48425E-03	3.93155
1.48432E-03	3.91252
1.48437E-03	3.89666
1.48443E-03	3.88209
1.48451E-03	3.86441
1.48459E-03	3.84843
1.48467E-03	3.8339
1.48473E-03	3.82282
1.48474E-03	3.82088
1.48482E-03	3.81031
1.48494E-03	3.79603
1.48505E-03	3.78325
1.48517E-03	3.77164
1.48533E-03	3.75753
1.48548E-03	3.74458
1.48572E-03	3.72668
1.48587E-03	3.71549
1.48611E-03	3.69922
1.48618E-03	3.69525
1.48649E-03	3.67923
1.48680E-03	3.66406
1.48718E-03	3.64674
1.48773E-03	3.62202
1.48829E-03	3.59841
1.48833E-03	3.59696
1.48904E-03	3.57468
1.48978E-03	3.55244
1.49052E-03	3.53115
1.49084E-03	3.52243
1.49127E-03	3.51434
1.49238E-03	3.49465
1.49252E-03	3.49249
1.49319E-03	3.48765
1.49406E-03	3.48247
1.49419E-03	3.48186
1.49492E-03	3.48743
1.49571E-03	3.4946
1.49579E-03	3.49659
1.49666E-03	3.51895
1.49727E-03	3.5357
1.49753E-03	3.54745
1.49839E-03	3.58886
1.49861E-03	3.59985
1.49926E-03	3.64477
1.49951E-03	3.66257
1.50000E-03	3.70736
1.50041E-03	3.74497
1.50093E-03	3.80563
1.50130E-03	3.85039
1.50185E-03	3.93139
1.50220E-03	3.98337
1.50247E-03	4.03183
1.50287E-03	4.10483
1.50308E-03	4.15052
1.50362E-03	4.26606
1.50370E-03	4.28665
1.50432E-03	4.44605
1.50441E-03	4.47041
1.50486E-03	4.60776
1.50494E-03	4.62979
1.50546E-03	4.81063
1.50558E-03	4.85669
1.50599E-03	5.01583
1.50630E-03	5.15217
1.50651E-03	5.24812
1.50702E-03	5.49894
1.50704E-03	5.51105
1.50750E-03	5.76759
1.50752E-03	5.78124
1.50795E-03	6.05266
1.50797E-03	6.06925
1.50838E-03	6.35429
1.50845E-03	6.4097
1.50881E-03	6.68948
1.50888E-03	6.75121
1.50924E-03	7.06263
1.50931E-03	7.13143
1.50967E-03	7.47854
1.50975E-03	7.55533
1.51010E-03	7.94275
1.51018E-03	8.02859
1.51054E-03	8.46169
1.51061E-03	8.55712
1.51091E-03	8.9583
1.51104E-03	9.15019
1.51122E-03	9.41428
1.51147E-03	9.81367
1.51153E-03	9.90968
1.51184E-03	10.4495
1.51190E-03	10.5619
1.51215E-03	11.0385
1.51233E-03	11.4077
1.51246E-03	11.681
1.51276E-03	12.3555
1.51277E-03	12.3827
1.51308E-03	13.153
1.51319E-03	13.4421
1.51336E-03	13.8961
1.51362E-03	14.676
1.51372E-03	14.9625
1.51396E-03	15.7423
1.51405E-03	16.0768
1.51420E-03	16.5833
1.51444E-03	17.4896
1.51446E-03	17.587
1.51468E-03	18.4718
1.51485E-03	19.2653
1.51491E-03	19.5323
1.51515E-03	20.6829
1.51525E-03	21.1853
1.51546E-03	22.3118
1.51551E-03	22.6057
1.51577E-03	24.127
1.51578E-03	24.1577
1.51598E-03	25.4549
1.51604E-03	25.8855
1.51618E-03	26.886
1.51630E-03	27.7812
1.51639E-03	28.431
1.51659E-03	30.0998
1.51664E-03	30.497
1.51680E-03	31.9073
1.51686E-03	32.5284
1.51707E-03	34.5409
1.51709E-03	34.7173
1.51725E-03	36.4663
1.51731E-03	37.1459
1.51744E-03	38.5409
1.51754E-03	39.8041
1.51762E-03	40.7796
1.51776E-03	42.7187
1.51780E-03	43.1987
1.51798E-03	45.8173
1.51799E-03	45.9287
1.51816E-03	48.6588
1.51820E-03	49.2226
1.51833E-03	51.4913
1.51839E-03	52.5515
1.51856E-03	55.7497
1.51858E-03	56.1366
1.51871E-03	58.8596
1.51877E-03	60.1104
1.51887E-03	62.2073
1.51896E-03	64.4578
1.51902E-03	65.8163
1.51915E-03	69.222
1.51917E-03	69.7115
1.51933E-03	73.925
1.51935E-03	74.4925
1.51948E-03	78.4891
1.51954E-03	80.3602
1.51968E-03	85.0652
1.51971E-03	86.089
1.51982E-03	89.864
1.51986E-03	91.7023
1.51995E-03	95.0285
1.52002E-03	97.8031
1.52008E-03	100.592
1.52017E-03	104.442
1.52022E-03	106.592
1.52032E-03	111.675
1.52035E-03	113.068
1.52048E-03	119.563
1.52049E-03	120.065
1.52061E-03	127.074
1.52063E-03	128.245
1.52078E-03	137.664
1.52078E-03	137.664
1.52093E-03	147.438
1.52095E-03	149.403
1.52106E-03	157.341
1.52113E-03	162.415
1.52119E-03	167.918
1.52124E-03	171.866
1.52133E-03	179.451
1.52136E-03	181.99
1.52146E-03	192.074
1.52152E-03	198.059
1.52160E-03	205.623
1.52168E-03	214.738
1.52173E-03	220.262
1.52184E-03	233.021
1.52186E-03	236.04
1.52200E-03	253.03
1.52204E-03	258.302
1.52216E-03	274.858
1.52219E-03	280.593
1.52231E-03	298.591
1.52235E-03	304.783
1.52246E-03	321.878
1.52251E-03	330.996
1.52260E-03	346.814
1.52272E-03	369.13
1.52279E-03	382.571
1.52288E-03	399.883
1.52298E-03	421.11
1.52309E-03	443.674
1.52318E-03	464.252
1.52340E-03	514.216
1.52345E-03	524.005
1.52385E-03	619.417
1.52403E-03	660.832
1.52409E-03	674.63
1.52425E-03	709.509
1.52427E-03	713.869
1.52445E-03	749.989
1.52447E-03	753.82
1.52457E-03	771.676
1.52464E-03	783.069
1.52475E-03	800.953
1.52480E-03	808.162
1.52493E-03	824.834
1.52494E-03	825.029
1.52507E-03	838.122
1.52507E-03	838.591
1.52520E-03	847.855
1.52521E-03	848.307
1.52530E-03	852.084
1.52537E-03	855.004
1.52544E-03	855.64
1.52549E-03	856.118
1.52557E-03	854.535
1.52565E-03	852.802
1.52575E-03	847.331
1.52581E-03	844.294
1.52594E-03	833.553
1.52597E-03	830.867
1.52609E-03	817.296
1.52613E-03	812.899
1.52627E-03	793.289
1.52628E-03	790.937
1.52651E-03	754.143
1.52652E-03	751.752
1.52675E-03	708.966
1.52679E-03	699.832
1.52725E-03	604.539
1.52733E-03	588.671
1.52760E-03	533.273
1.52762E-03	529.512
1.52785E-03	484.602
1.52787E-03	480.873
1.52802E-03	452.845
1.52807E-03	444.118
1.52819E-03	422.874
1.52827E-03	409.855
1.52836E-03	394.752
1.52847E-03	378.211
1.52854E-03	368.512
1.52867E-03	349.207
1.52871E-03	344.098
1.52882E-03	328.849
1.52889E-03	320.548
1.52898E-03	309.923
1.52902E-03	304.425
1.52913E-03	292.376
1.52916E-03	289.319
1.52928E-03	276.126
1.52929E-03	275.182
1.52943E-03	262.028
1.52944E-03	261.092
1.52956E-03	249.789
1.52959E-03	247.192
1.52969E-03	238.343
1.52974E-03	234.337
1.52983E-03	227.637
1.52989E-03	222.447
1.52997E-03	216.983
1.53009E-03	208.821
1.53012E-03	206.335
1.53028E-03	196.437
1.53028E-03	196.437
1.53043E-03	187.42
1.53047E-03	185.175
1.53058E-03	179.004
1.53066E-03	174.907
1.53074E-03	171.146
1.53085E-03	165.527
1.53089E-03	163.805
1.53104E-03	156.949
1.53112E-03	153.792
1.53123E-03	149.078
1.53131E-03	146.178
1.53143E-03	141.848
1.53150E-03	139.181
1.53162E-03	135.031
1.53169E-03	132.771
1.53189E-03	126.771
1.53192E-03	125.799
1.53208E-03	121.329
1.53221E-03	117.607
1.53227E-03	116.176
1.53246E-03	111.424
1.53251E-03	110.3
1.53265E-03	107.049
1.53280E-03	103.758
1.53289E-03	101.978
1.53300E-03	99.7684
1.53312E-03	97.4088
1.53333E-03	93.6408
1.53336E-03	93.1023
1.53359E-03	89.1907
1.53366E-03	88.162
1.53383E-03	85.5715
1.53399E-03	83.24
1.53407E-03	82.175
1.53430E-03	79.0079
1.53432E-03	78.7997
1.53454E-03	76.1177
1.53465E-03	74.7816
1.53482E-03	72.8859
1.53498E-03	71.1298
1.53510E-03	69.8964
1.53531E-03	67.8004
1.53538E-03	67.1255
1.53564E-03	64.7558
1.53566E-03	64.5562
1.53594E-03	62.2205
1.53612E-03	60.7853
1.53636E-03	58.9523
1.53659E-03	57.2602
1.53679E-03	55.9988
1.53707E-03	54.1144
1.53712E-03	53.8315
1.53746E-03	51.8579
1.53755E-03	51.2959
1.53779E-03	50.0247
1.53803E-03	48.7578
1.53813E-03	48.2975
1.53851E-03	46.4638
1.53863E-03	45.9413
1.53899E-03	44.3813
1.53913E-03	43.8225
1.53947E-03	42.5235
1.53971E-03	41.5985
1.53990E-03	40.9467
1.54033E-03	39.4854
1.54042E-03	39.1617
1.54076E-03	38.1575
1.54114E-03	37.0135
1.54119E-03	36.886
1.54162E-03	35.7421
1.54186E-03	35.1084
1.54205E-03	34.654
1.54258E-03	33.409
1.54270E-03	33.1541
1.54320E-03	32.0877
1.54330E-03	31.8852
1.54377E-03	30.9813
1.54421E-03	30.1593
1.54435E-03	29.9299
1.54492E-03	28.9757
1.54513E-03	28.6388
1.54550E-03	28.0916
1.54604E-03	27.2908
1.54607E-03	27.2514
1.54665E-03	26.4962
1.54696E-03	26.0883
1.54722E-03	25.7822
1.54785E-03	25.0468
1.54818E-03	24.6732
1.54855E-03	24.2989
1.54924E-03	23.6008
1.54950E-03	23.3457
1.54994E-03	22.96
1.55063E-03	22.3529
1.55082E-03	22.1911
1.55132E-03	21.8
1.55202E-03	21.2677
1.55213E-03	21.1785
1.55306E-03	20.5513
1.55345E-03	20.2841
1.55390E-03	20.0216
1.55473E-03	19.5261
1.55521E-03	19.2438
1.55557E-03	19.0587
1.55641E-03	18.6281
1.55678E-03	18.4363
1.55725E-03	18.2251
1.55835E-03	17.7225
1.55850E-03	17.6628
1.55976E-03	17.1638
1.56045E-03	16.8913
1.56072E-03	16.7987
1.56167E-03	16.4702
1.56254E-03	16.1733
1.56311E-03	16.0025
1.56455E-03	15.5723
1.56455E-03	15.5723
1.56598E-03	15.2009
1.56742E-03	14.8304
1.56885E-03	14.5152
1.57029E-03	14.2008
1.57029E-03	14.2008
1.57172E-03	13.9302
1.57316E-03	13.6601
1.57316E-03	13.6601
1.57460E-03	13.4202
1.57507E-03	13.3404
1.57603E-03	13.2004
1.57699E-03	13.0606
1.57890E-03	12.7815
1.57890E-03	12.7815
1.58082E-03	12.5441
1.58273E-03	12.3072
1.58465E-03	12.1037
1.58656E-03	11.9006
1.58656E-03	11.9006
1.58848E-03	11.7298
1.59039E-03	11.5593
1.59230E-03	11.3891
1.59230E-03	11.3891
1.59422E-03	11.2484
1.59613E-03	11.1079
1.59805E-03	10.9676
1.60092E-03	10.7908
1.60379E-03	10.6143
1.60379E-03	10.6143
1.60666E-03	10.4638
1.60953E-03	10.3135
1.60953E-03	10.3135
1.61241E-03	10.1866
1.61528E-03	10.0598
1.61719E-03	9.97538
1.61815E-03	9.93997
1.62102E-03	9.83389
1.62389E-03	9.72794
1.62485E-03	9.69266
1.62676E-03	9.63244
1.63011E-03	9.52716
1.63251E-03	9.45205
1.63298E-03	9.43945
1.63729E-03	9.32622
1.64160E-03	9.21314
1.64399E-03	9.1504
1.64591E-03	9.10894
1.65021E-03	9.01578
1.65452E-03	8.92272
1.65548E-03	8.90206
1.65883E-03	8.84326
1.66314E-03	8.76773
1.66744E-03	8.69228
1.67175E-03	8.61688
1.67271E-03	8.60014
1.67749E-03	8.53261
1.68324E-03	8.45165
1.68898E-03	8.37076
1.68994E-03	8.35729
1.69472E-03	8.30169
1.70047E-03	8.23503
1.70621E-03	8.16841
1.70908E-03	8.13513
1.71291E-03	8.09908
1.71674E-03	8.06306
1.72440E-03	7.99106
1.73206E-03	7.9191
1.73876E-03	7.85619
1.73971E-03	7.84897
