E(MeV)	Hf-180	
1.33948E-03	2.07116	
1.34001E-03	1.97416	
1.34016E-03	1.94655	
1.34053E-03	1.87357	
1.34106E-03	1.77182	
1.34121E-03	1.74288	
1.34159E-03	1.66671	
1.34220E-03	1.54169	
1.34226E-03	1.5304	
1.34282E-03	1.41239	
1.34324E-03	1.32637	
1.34331E-03	1.31082	
1.34365E-03	1.23835	
1.34406E-03	1.15031	
1.34448E-03	1.06287	
1.34463E-03	1.03132	
1.34489E-03	0.975846	
1.34537E-03	0.875744	
1.34579E-03	0.788435	
1.34585E-03	0.777139	
1.34631E-03	0.684328	
1.34632E-03	0.682539	
1.34671E-03	0.61051	
1.34680E-03	0.593674	
1.34699E-03	0.560578	
1.34712E-03	0.538389	
1.34722E-03	0.522804	
1.34744E-03	0.487203	
1.34765E-03	0.457162	
1.34782E-03	0.434114	
1.34783E-03	0.431711	
1.34796E-03	0.416636	
1.34809E-03	0.401478	
1.34821E-03	0.388903	
1.34823E-03	0.386585	
1.34832E-03	0.37778	
1.34842E-03	0.369737	
1.34851E-03	0.362069	
1.34858E-03	0.357427	
1.34860E-03	0.35591	
1.34865E-03	0.353404	
1.34871E-03	0.350153	
1.34876E-03	0.347479	
1.34882E-03	0.345132	
1.34888E-03	0.343124	
1.34892E-03	0.341718	
1.34894E-03	0.341267	
1.34898E-03	0.340584	
1.34904E-03	0.339936	
1.34908E-03	0.339693	
1.34912E-03	0.339712	
1.34917E-03	0.339963	
1.34921E-03	0.340521	
1.34925E-03	0.341139	
1.34928E-03	0.341814	
1.34929E-03	0.342068	
1.34932E-03	0.343021	
1.34935E-03	0.3444	
1.34939E-03	0.345856	
1.34942E-03	0.347846	
1.34945E-03	0.349134	
1.34949E-03	0.351377	
1.34951E-03	0.352975	
1.34955E-03	0.355518	
1.34958E-03	0.358009	
1.34962E-03	0.361086	
1.34963E-03	0.362227	
1.34965E-03	0.364367	
1.34969E-03	0.367725	
1.34972E-03	0.371284	
1.34976E-03	0.375883	
1.34980E-03	0.380493	
1.34983E-03	0.385072	
1.34987E-03	0.390567	
1.34990E-03	0.394646	
1.34994E-03	0.400349	
1.34995E-03	0.403353	
1.34997E-03	0.406509	
1.35001E-03	0.413136	
1.35005E-03	0.420085	
1.35008E-03	0.426902	
1.35012E-03	0.434015	
1.35016E-03	0.441939	
1.35020E-03	0.451279	
1.35024E-03	0.459993	
1.35024E-03	0.46112	
1.35029E-03	0.474177	
1.35033E-03	0.484131	
1.35039E-03	0.499812	
1.35043E-03	0.51218	
1.35048E-03	0.526555	
1.35051E-03	0.536492	
1.35052E-03	0.541758	
1.35057E-03	0.557952	
1.35062E-03	0.575914	
1.35067E-03	0.595809	
1.35072E-03	0.616684	
1.35078E-03	0.638566	
1.35084E-03	0.664646	
1.35090E-03	0.69478	
1.35096E-03	0.726589	
1.35103E-03	0.760146	
1.35106E-03	0.777891	
1.35110E-03	0.800309	
1.35116E-03	0.835747	
1.35122E-03	0.872883	
1.35129E-03	0.925194	
1.35134E-03	0.954341	
1.35137E-03	0.981308	
1.35144E-03	1.03266	
1.35151E-03	1.08672	
1.35154E-03	1.11675	
1.35158E-03	1.14402	
1.35164E-03	1.20476	
1.35171E-03	1.26864	
1.35176E-03	1.32131	
1.35180E-03	1.35948	
1.35189E-03	1.45733	
1.35198E-03	1.56182	
1.35199E-03	1.57104	
1.35205E-03	1.64583	
1.35212E-03	1.7392	
1.35220E-03	1.84813	
1.35221E-03	1.87009	
1.35228E-03	1.96468	
1.35236E-03	2.08828	
1.35244E-03	2.21905	
1.35244E-03	2.22564	
1.35251E-03	2.3591	
1.35260E-03	2.52923	
1.35266E-03	2.6502	
1.35269E-03	2.71145	
1.35278E-03	2.9074	
1.35287E-03	3.11641	
1.35289E-03	3.15361	
1.35297E-03	3.34173	
1.35306E-03	3.5826	
1.35312E-03	3.75405	
1.35315E-03	3.84064	
1.35324E-03	4.1179	
1.35327E-03	4.21666	
1.35333E-03	4.41569	
1.35342E-03	4.73466	
1.35351E-03	5.07838	
1.35357E-03	5.32347	
1.35360E-03	5.44696	
1.35369E-03	5.84345	
1.35372E-03	5.98496	
1.35378E-03	6.27021	
1.35387E-03	6.72866	
1.35396E-03	7.224	
1.35402E-03	7.57838	
1.35405E-03	7.75699	
1.35414E-03	8.3322	
1.35417E-03	8.53836	
1.35423E-03	8.9538	
1.35432E-03	9.62412	
1.35441E-03	10.3517	
1.35447E-03	10.8746	
1.35450E-03	11.1381	
1.35459E-03	11.9912	
1.35462E-03	12.2985	
1.35468E-03	12.9173	
1.35473E-03	13.5032	
1.35477E-03	13.9242	
1.35484E-03	14.8363	
1.35486E-03	15.0198	
1.35495E-03	16.2146	
1.35495E-03	16.3228	
1.35504E-03	17.5201	
1.35507E-03	17.9941	
1.35513E-03	18.9479	
1.35518E-03	19.8579	
1.35522E-03	20.5121	
1.35529E-03	21.9414	
1.35531E-03	22.2291	
1.35540E-03	24.1185	
1.35540E-03	24.2914	
1.35549E-03	26.2041	
1.35552E-03	26.9566	
1.35555E-03	27.7143	
1.35561E-03	29.3301	
1.35563E-03	29.9773	
1.35567E-03	31.063	
1.35573E-03	32.9201	
1.35574E-03	33.4171	
1.35579E-03	34.9182	
1.35585E-03	37.0633	
1.35585E-03	37.1495	
1.35590E-03	39.2601	
1.35595E-03	41.0197	
1.35599E-03	42.6639	
1.35604E-03	45.1372	
1.35604E-03	45.3214	
1.35609E-03	47.7994	
1.35614E-03	50.2579	
1.35615E-03	50.6561	
1.35620E-03	53.7347	
1.35620E-03	53.9189	
1.35626E-03	57.0564	
1.35627E-03	57.9499	
1.35631E-03	60.6442	
1.35636E-03	64.0086	
1.35638E-03	65.5365	
1.35642E-03	69.2556	
1.35644E-03	70.9436	
1.35649E-03	75.0604	
1.35651E-03	76.928	
1.35656E-03	81.4937	
1.35658E-03	83.5659	
1.35662E-03	88.3911	
1.35663E-03	88.5631	
1.35667E-03	93.5769	
1.35669E-03	96.5737	
1.35673E-03	101.089	
1.35675E-03	104.39	
1.35679E-03	109.361	
1.35681E-03	112.998	
1.35685E-03	118.475	
1.35687E-03	122.437	
1.35690E-03	125.918	
1.35693E-03	132.851	
1.35694E-03	133.924	
1.35699E-03	142.541	
1.35699E-03	144.388	
1.35703E-03	151.813	
1.35705E-03	157.121	
1.35708E-03	161.785	
1.35711E-03	171.067	
1.35712E-03	172.502	
1.35717E-03	184.023	
1.35717E-03	186.488	
1.35721E-03	196.395	
1.35723E-03	203.46	
1.35726E-03	209.666	
1.35729E-03	221.982	
1.35730E-03	223.885	
1.35735E-03	242.354	
1.35736E-03	244.416	
1.35741E-03	264.589	
1.35742E-03	266.84	
1.35747E-03	288.81	
1.35748E-03	291.262	
1.35753E-03	315.109	
1.35754E-03	317.769	
1.35759E-03	343.558	
1.35760E-03	346.434	
1.35765E-03	374.206	
1.35766E-03	377.303	
1.35771E-03	407.074	
1.35772E-03	410.396	
1.35778E-03	445.703	
1.35781E-03	460.653	
1.35784E-03	483.147	
1.35789E-03	519.077	
1.35793E-03	543.092	
1.35799E-03	581.457	
1.35802E-03	607.087	
1.35814E-03	692.681	
1.35814E-03	697.191	
1.35835E-03	854.605	
1.35841E-03	905.385	
1.35847E-03	944.66	
1.35850E-03	970.736	
1.35856E-03	1006.96	
1.35859E-03	1031.01	
1.35862E-03	1045.36	
1.35868E-03	1081.04	
1.35869E-03	1090.24	
1.35876E-03	1123.68	
1.35877E-03	1128.77	
1.35882E-03	1148.93	
1.35883E-03	1153.05	
1.35888E-03	1169.4	
1.35889E-03	1172.33	
1.35896E-03	1189.14	
1.35897E-03	1189.64	
1.35900E-03	1193.98	
1.35904E-03	1198.45	
1.35905E-03	1198.71	
1.35910E-03	1199.92	
1.35911E-03	1198.79	
1.35916E-03	1196.01	
1.35917E-03	1193.29	
1.35922E-03	1186.8	
1.35924E-03	1181.5	
1.35930E-03	1164.99	
1.35930E-03	1164.46	
1.35938E-03	1137.39	
1.35940E-03	1129.36	
1.35945E-03	1103.04	
1.35949E-03	1086.44	
1.35954E-03	1057.81	
1.35958E-03	1036.66	
1.35960E-03	1022.5	
1.35970E-03	960.795	
1.35972E-03	945.336	
1.35997E-03	775.186	
1.36005E-03	717.206	
1.36009E-03	693.466	
1.36017E-03	638.225	
1.36018E-03	634.514	
1.36026E-03	582.687	
1.36027E-03	579.221	
1.36033E-03	544.691	
1.36035E-03	530.913	
1.36039E-03	511.8	
1.36044E-03	483.21	
1.36045E-03	480.253	
1.36050E-03	453.741	
1.36051E-03	450.971	
1.36056E-03	426.136	
1.36057E-03	423.55	
1.36062E-03	400.366	
1.36063E-03	397.958	
1.36068E-03	376.379	
1.36069E-03	374.143	
1.36074E-03	354.108	
1.36075E-03	352.037	
1.36080E-03	333.475	
1.36081E-03	331.559	
1.36086E-03	314.391	
1.36087E-03	312.621	
1.36092E-03	296.761	
1.36093E-03	295.128	
1.36098E-03	280.491	
1.36099E-03	278.984	
1.36104E-03	265.483	
1.36105E-03	264.093	
1.36110E-03	251.642	
1.36111E-03	250.361	
1.36116E-03	238.877	
1.36117E-03	237.717	
1.36123E-03	226.163	
1.36125E-03	221.558	
1.36130E-03	213.855	
1.36134E-03	206.181	
1.36136E-03	204.117	
1.36141E-03	195.207	
1.36143E-03	193.043	
1.36149E-03	184.295	
1.36151E-03	182.244	
1.36157E-03	174.404	
1.36159E-03	172.45	
1.36163E-03	167.271	
1.36166E-03	163.546	
1.36169E-03	160.561	
1.36172E-03	158.056	
1.36179E-03	151.519	
1.36182E-03	148.015	
1.36188E-03	143.23	
1.36191E-03	140.751	
1.36197E-03	135.761	
1.36199E-03	134.114	
1.36206E-03	129.045	
1.36210E-03	126.12	
1.36216E-03	122.537	
1.36222E-03	118.967	
1.36226E-03	116.605	
1.36233E-03	112.538	
1.36236E-03	111.18	
1.36244E-03	106.732	
1.36245E-03	106.204	
1.36255E-03	101.644	
1.36255E-03	101.469	
1.36265E-03	97.476	
1.36267E-03	96.6793	
1.36275E-03	93.6355	
1.36280E-03	91.6114	
1.36284E-03	90.0485	
1.36295E-03	86.4117	
1.36296E-03	85.9446	
1.36308E-03	82.2192	
1.36310E-03	81.7546	
1.36320E-03	78.8188	
1.36325E-03	77.5639	
1.36332E-03	75.6666	
1.36340E-03	73.7743	
1.36344E-03	72.7404	
1.36355E-03	70.3339	
1.36356E-03	70.0197	
1.36368E-03	67.512	
1.36370E-03	67.1991	
1.36380E-03	65.2324	
1.36392E-03	62.9905	
1.36395E-03	62.4947	
1.36410E-03	60.0233	
1.36415E-03	59.2837	
1.36425E-03	57.7481	
1.36437E-03	55.9977	
1.36440E-03	55.6062	
1.36455E-03	53.6529	
1.36460E-03	53.0683	
1.36470E-03	51.8415	
1.36482E-03	50.4425	
1.36485E-03	50.1264	
1.36501E-03	48.5497	
1.36505E-03	48.0776	
1.36519E-03	46.8142	
1.36536E-03	45.2036	
1.36537E-03	45.1409	
1.36555E-03	43.64	
1.36559E-03	43.2656	
1.36573E-03	42.2617	
1.36591E-03	40.9259	
1.36594E-03	40.6759	
1.36609E-03	39.7233	
1.36629E-03	38.4073	
1.36636E-03	38.0188	
1.36656E-03	36.8347	
1.36664E-03	36.405	
1.36680E-03	35.6011	
1.36699E-03	34.6272	
1.36703E-03	34.4391	
1.36726E-03	33.3812	
1.36734E-03	33.0236	
1.36749E-03	32.3956	
1.36769E-03	31.5854	
1.36773E-03	31.461	
1.36796E-03	30.6056	
1.36804E-03	30.289	
1.36831E-03	29.4336	
1.36857E-03	28.5679	
1.36861E-03	28.4721	
1.36891E-03	27.6224	
1.36910E-03	27.0711	
1.36921E-03	26.81	
1.36951E-03	26.0653	
1.36963E-03	25.7586	
1.36981E-03	25.3726	
1.37011E-03	24.7167	
1.37018E-03	24.553	
1.37041E-03	24.1176	
1.37071E-03	23.538	
1.37075E-03	23.4657	
1.37105E-03	22.95	
1.37131E-03	22.4996	
1.37139E-03	22.3861	
1.37172E-03	21.8766	
1.37206E-03	21.3679	
1.37257E-03	20.7034	
1.37281E-03	20.3841	
1.37307E-03	20.0853	
1.37341E-03	19.7018	
1.37371E-03	19.3614	
1.37386E-03	19.214	
1.37431E-03	18.7726	
1.37461E-03	18.4787	
1.37476E-03	18.3505	
1.37521E-03	17.9662	
1.37551E-03	17.7103	
1.37566E-03	17.5975	
1.37611E-03	17.2594	
1.37641E-03	17.0344	
1.37679E-03	16.789	
1.37728E-03	16.4704	
1.37762E-03	16.2502	
1.37780E-03	16.1446	
1.37833E-03	15.8494	
1.37882E-03	15.5756	
1.37885E-03	15.5572	
1.37938E-03	15.3006	
1.38002E-03	14.9894	
1.38017E-03	14.925	
1.38096E-03	14.5876	
1.38122E-03	14.4752	
1.38152E-03	14.3647	
1.38212E-03	14.1437	
1.38302E-03	13.8128	
1.38392E-03	13.5331	
1.38482E-03	13.2537	
1.38572E-03	13.0145	
1.38662E-03	12.7756	
1.38752E-03	12.5686	
1.38842E-03	12.3619	
1.38933E-03	12.1848	
1.39023E-03	12.0078	
1.39083E-03	11.8899	
1.39116E-03	11.8341	
1.39218E-03	11.6669	
1.39319E-03	11.4999	
1.39353E-03	11.4442	
1.39420E-03	11.3498	
1.39488E-03	11.2555	
1.39623E-03	11.0669	
1.39743E-03	10.9264	
1.39863E-03	10.7861	
1.39983E-03	10.6458	
1.40103E-03	10.5291	
1.40224E-03	10.4125	
1.40344E-03	10.296	
1.40524E-03	10.1517	
1.40704E-03	10.0075	
1.40824E-03	9.91139	
1.40884E-03	9.87191	
1.41064E-03	9.75356	
1.41244E-03	9.63529	
1.41305E-03	9.59589	
1.41425E-03	9.53008	
1.41612E-03	9.42733	
1.41815E-03	9.31641	
1.42018E-03	9.22307	
1.42220E-03	9.12976	
1.42355E-03	9.06759	
1.42423E-03	9.04194	
1.42626E-03	8.96502	
1.42828E-03	8.88813	
1.43031E-03	8.81127	
1.43166E-03	8.76005	
1.43249E-03	8.73479	
1.43496E-03	8.65903	
1.43744E-03	8.58329	
1.44067E-03	8.48465	
1.44307E-03	8.42581	
1.44547E-03	8.36699	
1.44907E-03	8.2788	
1.45268E-03	8.19063	
1.45662E-03	8.11259	
1.46055E-03	8.03458	
1.46449E-03	7.95659	
1.46843E-03	7.89258	
1.47237E-03	7.8286	
1.47631E-03	7.76463	
1.48025E-03	7.70067	
1.48418E-03	7.64838	
1.48812E-03	7.59609	
1.49206E-03	7.54382	
1.49797E-03	7.46542	
1.49994E-03	7.43929	
1.50388E-03	7.39636	
1.50978E-03	7.33199	
1.51569E-03	7.26762	
1.52160E-03	7.20326	
1.52751E-03	7.13892	
1.53144E-03	7.10274	
1.53932E-03	7.03041	
1.54720E-03	6.95808	
1.55507E-03	6.88576	
1.56295E-03	6.81346	
1.56689E-03	6.77731	
1.57083E-03	6.74383	
1.57870E-03	6.6769	
1.58658E-03	6.60997	
1.59446E-03	6.54304	
1.60233E-03	6.47613	
1.61021E-03	6.40922	
1.61809E-03	6.34231	
1.62596E-03	6.27542	
1.63384E-03	6.20853	
1.64172E-03	6.14165	
1.64959E-03	6.07478	
1.65747E-03	5.99934	
1.66535E-03	5.9239	
1.67322E-03	5.84849	
1.68110E-03	5.77308	
1.68701E-03	5.70748	
1.69292E-03	5.64188	
1.69882E-03	5.5763	
1.70473E-03	5.51074	
1.70898E-03	5.45539	
1.71323E-03	5.40005	
1.71748E-03	5.34473	
1.72173E-03	5.28942	
1.72651E-03	5.21652	
1.72970E-03	5.16794	
1.73289E-03	5.11938	
1.73448E-03	5.09511	
1.73607E-03	5.06672	
1.73926E-03	5.00998	
1.74165E-03	4.96743	
1.74404E-03	4.92491	
1.74643E-03	4.8743	
1.74882E-03	4.82371	
1.75121E-03	4.77315	
1.75360E-03	4.72263	
1.75560E-03	4.67276	
1.75759E-03	4.62292	
1.75892E-03	4.58973	
1.75958E-03	4.57032	
1.76091E-03	4.53153	
1.76224E-03	4.49276	
1.76356E-03	4.45404	
1.76423E-03	4.43469	
1.76489E-03	4.41187	
1.76622E-03	4.36628	
1.76755E-03	4.32075	
1.76821E-03	4.29801	
1.76888E-03	4.27103	
1.76986E-03	4.23108	
1.77082E-03	4.19208	
1.77179E-03	4.15314	
1.77211E-03	4.14018	
1.77275E-03	4.1096	
1.77371E-03	4.06381	
1.77467E-03	4.0181	
1.77564E-03	3.96411	
1.77629E-03	3.92818	
1.77694E-03	3.89231	
1.77726E-03	3.87441	
1.77759E-03	3.85343	
1.77824E-03	3.81155	
1.77888E-03	3.76976	
1.77921E-03	3.74891	
1.77953E-03	3.72487	
1.78010E-03	3.68287	
1.78083E-03	3.62902	
1.78131E-03	3.58793	
1.78180E-03	3.54694	
1.78229E-03	3.50605	
1.78277E-03	3.45883	
1.78326E-03	3.41175	
1.78374E-03	3.36483	
1.78429E-03	3.30377	
1.78484E-03	3.24299	
1.78496E-03	3.22954	
1.78520E-03	3.19824	
1.78557E-03	3.15146	
1.78593E-03	3.10485	
1.78617E-03	3.07392	
1.78630E-03	3.05616	
1.78666E-03	3.00313	
1.78698E-03	2.95624	
1.78709E-03	2.93987	
1.78737E-03	2.89426	
1.78765E-03	2.84885	
1.78767E-03	2.84563	
1.78794E-03	2.79883	
1.78822E-03	2.74868	
1.78836E-03	2.72374	
1.78850E-03	2.69573	
1.78879E-03	2.64003	
1.78904E-03	2.5906	
1.78905E-03	2.58864	
1.78937E-03	2.51747	
1.78960E-03	2.4689	
1.78974E-03	2.4382	
1.78982E-03	2.41831	
1.79004E-03	2.36396	
1.79026E-03	2.31003	
1.79035E-03	2.29059	
1.79049E-03	2.25283	
1.79071E-03	2.19401	
1.79075E-03	2.18342	
1.79089E-03	2.14295	
1.79107E-03	2.09136	
1.79116E-03	2.06865	
1.79126E-03	2.03758	
1.79144E-03	1.98221	
1.79156E-03	1.94572	
1.79162E-03	1.9257	
1.79180E-03	1.86633	
1.79197E-03	1.81428	
1.79199E-03	1.80721	
1.79217E-03	1.74452	
1.79227E-03	1.7102	
1.79231E-03	1.69546	
1.79245E-03	1.64457	
1.79257E-03	1.60162	
1.79259E-03	1.59394	
1.79273E-03	1.54111	
1.79288E-03	1.48925	
1.79302E-03	1.43491	
1.79316E-03	1.38183	
1.79320E-03	1.36707	
1.79330E-03	1.32776	
1.79341E-03	1.28565	
1.79352E-03	1.24468	
1.79359E-03	1.22122	
1.79364E-03	1.20458	
1.79375E-03	1.16534	
1.79386E-03	1.12772	
1.79397E-03	1.09197	
1.79405E-03	1.06752	
1.79408E-03	1.05908	
1.79419E-03	1.0306	
1.79423E-03	1.02118	
1.79428E-03	1.01109	
1.79435E-03	0.998687	
1.79438E-03	0.99585	
1.79444E-03	0.989034	
1.79447E-03	0.986801	
1.79452E-03	0.984723	
1.79456E-03	0.984823	
1.79458E-03	0.985646	
1.79464E-03	0.990955	
1.79465E-03	0.992394	
1.79469E-03	1.00065	
1.79472E-03	1.00607	
1.79474E-03	1.01239	
1.79479E-03	1.02777	
1.79483E-03	1.04843	
1.79485E-03	1.0603	
1.79486E-03	1.06465	
1.79489E-03	1.08392	
1.79492E-03	1.10524	
1.79495E-03	1.13054	
1.79498E-03	1.1549	
1.79498E-03	1.15859	
1.79501E-03	1.19102	
1.79504E-03	1.21768	
1.79504E-03	1.22707	
1.79507E-03	1.26814	
1.79509E-03	1.29601	
1.79510E-03	1.30577	
1.79512E-03	1.34348	
1.79514E-03	1.3837	
1.79515E-03	1.39327	
1.79517E-03	1.42832	
1.79519E-03	1.47637	
1.79521E-03	1.51352	
1.79522E-03	1.53448	
1.79524E-03	1.58546	
1.79526E-03	1.63941	
1.79526E-03	1.66083	
1.79528E-03	1.69811	
1.79530E-03	1.75709	
1.79532E-03	1.84092	
1.79532E-03	1.84528	
1.79535E-03	1.94395	
1.79537E-03	2.02927	
1.79538E-03	2.06139	
1.79540E-03	2.13896	
1.79542E-03	2.24541	
1.79542E-03	2.25796	
1.79544E-03	2.34835	
1.79546E-03	2.45044	
1.79546E-03	2.48668	
1.79548E-03	2.60566	
1.79550E-03	2.71699	
1.79551E-03	2.74949	
1.79553E-03	2.92281	
1.79553E-03	2.93203	
1.79555E-03	3.05416	
1.79557E-03	3.23283	
1.79558E-03	3.27456	
1.79559E-03	3.36024	
1.79561E-03	3.58634	
1.79562E-03	3.64643	
1.79563E-03	3.78802	
1.79566E-03	4.01599	
1.79566E-03	4.07124	
1.79568E-03	4.26922	
1.79570E-03	4.51822	
1.79570E-03	4.53968	
1.79572E-03	4.78585	
1.79574E-03	5.04433	
1.79576E-03	5.3366	
1.79578E-03	5.5598	
1.79578E-03	5.64593	
1.79581E-03	6.0783	
1.79581E-03	6.13164	
1.79583E-03	6.54831	
1.79585E-03	6.88534	
1.79586E-03	6.98374	
1.79588E-03	7.45112	
1.79589E-03	7.61588	
1.79590E-03	7.96261	
1.79592E-03	8.42486	
1.79593E-03	8.53328	
1.79595E-03	9.14675	
1.79596E-03	9.32389	
1.79598E-03	9.91917	
1.79600E-03	10.3939	
1.79601E-03	10.8173	
1.79604E-03	11.66	
1.79604E-03	11.7922	
1.79606E-03	12.6358	
1.79608E-03	13.0813	
1.79609E-03	13.535	
1.79611E-03	14.4925	
1.79612E-03	14.6608	
1.79614E-03	15.5174	
1.79616E-03	16.4201	
1.79616E-03	16.6038	
1.79619E-03	17.7643	
1.79620E-03	18.375	
1.79621E-03	18.9959	
1.79623E-03	20.3016	
1.79624E-03	20.5313	
1.79626E-03	21.9312	
1.79628E-03	22.9191	
1.79629E-03	23.6715	
1.79632E-03	25.5274	
1.79635E-03	27.5166	
1.79636E-03	28.416	
1.79638E-03	29.6324	
1.79640E-03	31.5547	
1.79640E-03	31.8796	
1.79643E-03	34.2724	
1.79644E-03	34.9911	
1.79646E-03	36.8114	
1.79648E-03	38.7291	
1.79649E-03	39.8944	
1.79652E-03	42.7637	
1.79653E-03	43.1787	
1.79656E-03	46.6755	
1.79656E-03	47.1354	
1.79659E-03	50.391	
1.79660E-03	51.8563	
1.79662E-03	54.3248	
1.79664E-03	56.9124	
1.79666E-03	58.481	
1.79668E-03	62.3104	
1.79669E-03	62.8629	
1.79672E-03	68.1104	
1.79674E-03	69.8795	
1.79679E-03	77.3999	
1.79683E-03	85.4559	
1.79685E-03	87.5785	
1.79688E-03	94.0131	
1.79691E-03	98.5128	
1.79693E-03	103.054	
1.79697E-03	110.212	
1.79700E-03	115.827	
1.79705E-03	126.776	
1.79706E-03	129.323	
1.79714E-03	147.056	
1.79715E-03	148.717	
1.79727E-03	175.385	
1.79737E-03	198.339	
1.79744E-03	216.115	
1.79746E-03	220.344	
1.79753E-03	234.294	
1.79754E-03	237.051	
1.79759E-03	247.391	
1.79760E-03	249.936	
1.79766E-03	259.379	
1.79767E-03	261.693	
1.79772E-03	270.062	
1.79773E-03	272.103	
1.79779E-03	279.239	
1.79780E-03	280.966	
1.79785E-03	286.791	
1.79786E-03	287.491	
1.79791E-03	291.81	
1.79792E-03	292.737	
1.79796E-03	295.335	
1.79798E-03	296.38	
1.79800E-03	296.819	
1.79805E-03	298.025	
1.79806E-03	298.073	
1.79808E-03	298.066	
1.79811E-03	297.462	
1.79815E-03	296.521	
1.79817E-03	295.207	
1.79821E-03	293.058	
1.79824E-03	290.989	
1.79828E-03	287.72	
1.79830E-03	284.945	
1.79834E-03	280.634	
1.79837E-03	277.218	
1.79841E-03	271.963	
1.79843E-03	267.98	
1.79847E-03	261.896	
1.79850E-03	257.43	
1.79854E-03	250.625	
1.79860E-03	239.512	
1.79863E-03	232.014	
1.79873E-03	213.274	
1.79876E-03	206.565	
1.79888E-03	179.78	
1.79896E-03	163.905	
1.79896E-03	163.083	
1.79905E-03	145.958	
1.79906E-03	143.533	
1.79911E-03	135.077	
1.79914E-03	128.221	
1.79917E-03	123.153	
1.79920E-03	117.421	
1.79923E-03	113.677	
1.79926E-03	107.279	
1.79928E-03	104.737	
1.79932E-03	97.8251	
1.79933E-03	96.3513	
1.79939E-03	89.0774	
1.79939E-03	88.5348	
1.79943E-03	83.7054	
1.79945E-03	81.0471	
1.79947E-03	78.5837	
1.79951E-03	73.7076	
1.79955E-03	69.1982	
1.79959E-03	65.0277	
1.79960E-03	63.4807	
1.79963E-03	61.0872	
1.79965E-03	59.1941	
1.79967E-03	57.4275	
1.79969E-03	55.2445	
1.79971E-03	54.0258	
1.79974E-03	51.6162	
1.79975E-03	50.8702	
1.79979E-03	48.2891	
1.79979E-03	48.1175	
1.79983E-03	45.5831	
1.79983E-03	45.2491	
1.79986E-03	43.2384	
1.79988E-03	42.4739	
1.79990E-03	41.0611	
1.79992E-03	39.944	
1.79994E-03	39.0414	
1.79997E-03	37.6404	
1.79998E-03	37.17	
1.80001E-03	35.5451	
1.80002E-03	35.4377	
1.80005E-03	33.8524	
1.80006E-03	33.6431	
1.80009E-03	32.4055	
1.80012E-03	31.4838	
1.80013E-03	31.0456	
1.80017E-03	29.6807	
1.80018E-03	29.3841	
1.80020E-03	28.7098	
1.80024E-03	27.7807	
1.80024E-03	27.5506	
1.80027E-03	26.9352	
1.80030E-03	26.1227	
1.80031E-03	25.9465	
1.80033E-03	25.385	
1.80037E-03	24.6731	
1.80037E-03	24.5409	
1.80041E-03	23.7143	
1.80044E-03	23.3063	
1.80046E-03	22.8359	
1.80050E-03	22.2166	
1.80051E-03	22.0307	
1.80056E-03	21.2968	
1.80056E-03	21.2514	
1.80061E-03	20.6373	
1.80063E-03	20.3943	
1.80066E-03	20.0328	
1.80071E-03	19.3897	
1.80071E-03	19.3688	
1.80077E-03	18.7481	
1.80080E-03	18.4414	
1.80084E-03	18.1723	
1.80090E-03	17.6401	
1.80091E-03	17.5523	
1.80096E-03	17.1654	
1.80101E-03	16.7822	
1.80102E-03	16.714	
1.80108E-03	16.3084	
1.80111E-03	16.1072	
1.80114E-03	15.9309	
1.80120E-03	15.5811	
1.80126E-03	15.2341	
1.80128E-03	15.134	
1.80137E-03	14.6878	
1.80141E-03	14.4911	
1.80145E-03	14.34	
1.80152E-03	14.0186	
1.80156E-03	13.8485	
1.80162E-03	13.622	
1.80172E-03	13.2851	
1.80173E-03	13.2516	
1.80183E-03	12.9189	
1.80187E-03	12.7867	
1.80193E-03	12.6107	
1.80203E-03	12.3194	
1.80207E-03	12.2036	
1.80213E-03	12.0506	
1.80226E-03	11.7213	
1.80227E-03	11.6961	
1.80239E-03	11.4279	
1.80248E-03	11.2503	
1.80253E-03	11.1534	
1.80266E-03	10.9031	
1.80278E-03	10.6735	
1.80279E-03	10.657	
1.80292E-03	10.4445	
1.80305E-03	10.233	
1.80308E-03	10.1845	
1.80318E-03	10.0438	
1.80335E-03	9.81989	
1.80339E-03	9.76422	
1.80351E-03	9.61455	
1.80359E-03	9.51529	
1.80367E-03	9.42735	
1.80383E-03	9.25238	
1.80399E-03	9.07824	
1.80416E-03	8.92927	
1.80432E-03	8.78096	
1.80440E-03	8.70709	
1.80448E-03	8.64287	
1.80468E-03	8.48305	
1.80480E-03	8.38759	
1.80488E-03	8.3317	
1.80509E-03	8.1926	
1.80521E-03	8.10947	
1.80529E-03	8.06037	
1.80549E-03	7.93813	
1.80561E-03	7.86505	
1.80569E-03	7.82267	
1.80590E-03	7.71713	
1.80610E-03	7.61193	
1.80622E-03	7.54904	
1.80638E-03	7.47724	
1.80667E-03	7.35211	
1.80683E-03	7.28088	
1.80695E-03	7.2345	
1.80723E-03	7.1267	
1.80744E-03	7.04996	
1.80752E-03	7.02301	
1.80780E-03	6.92899	
1.80804E-03	6.84864	
1.80808E-03	6.8369	
1.80837E-03	6.755	
1.80875E-03	6.64452	
1.80878E-03	6.6378	
1.80914E-03	6.54999	
1.80952E-03	6.45678	
1.80987E-03	6.37134	
1.80990E-03	6.36505	
1.81029E-03	6.28738	
1.81067E-03	6.2099	
1.81097E-03	6.14979	
