E(MeV)	Hf-180	
3.04005E-03	1.77856	
3.04009E-03	1.78627	
3.04014E-03	1.79492	
3.04018E-03	1.80456	
3.04022E-03	1.8152	
3.04026E-03	1.82688	
3.04031E-03	1.8396	
3.04035E-03	1.85473	
3.04037E-03	1.86083	
3.04044E-03	1.88485	
3.04050E-03	1.91127	
3.04057E-03	1.94002	
3.04063E-03	1.97185	
3.04070E-03	2.00589	
3.04080E-03	2.06066	
3.04090E-03	2.11903	
3.04123E-03	2.323	
3.04133E-03	2.38074	
3.04141E-03	2.42182	
3.04149E-03	2.4638	
3.04155E-03	2.48709	
3.04159E-03	2.50372	
3.04169E-03	2.53199	
3.04175E-03	2.54641	
3.04183E-03	2.55632	
3.04192E-03	2.55876	
3.04200E-03	2.55241	
3.04200E-03	2.55186	
3.04200E-03	2.55123	
3.04208E-03	2.5337	
3.04216E-03	2.51115	
3.04222E-03	2.48458	
3.04229E-03	2.45417	
3.04237E-03	2.40661	
3.04242E-03	2.37805	
3.04247E-03	2.34054	
3.04255E-03	2.28161	
3.04264E-03	2.20807	
3.04273E-03	2.1276	
3.04288E-03	1.99753	
3.04299E-03	1.89811	
3.04309E-03	1.80154	
3.04321E-03	1.7036	
3.04329E-03	1.62847	
3.04336E-03	1.57444	
3.04343E-03	1.52262	
3.04349E-03	1.47318	
3.04356E-03	1.42622	
3.04363E-03	1.3818	
3.04369E-03	1.33993	
3.04374E-03	1.31343	
3.04378E-03	1.2883	
3.04380E-03	1.2774	
3.04386E-03	1.2467	
3.04392E-03	1.21782	
3.04398E-03	1.19069	
3.04404E-03	1.16522	
3.04408E-03	1.14912	
3.04412E-03	1.13368	
3.04415E-03	1.11887	
3.04419E-03	1.10467	
3.04423E-03	1.09104	
3.04427E-03	1.07796	
3.04433E-03	1.05928	
3.04439E-03	1.04165	
3.04445E-03	1.02498	
3.04451E-03	1.00916	
3.04457E-03	0.994114	
3.04463E-03	0.979754	
3.04468E-03	0.96601	
3.04473E-03	0.954861	
3.04474E-03	0.952817	
3.04480E-03	0.940177	
3.04486E-03	0.927952	
3.04492E-03	0.916088	
3.04500E-03	0.900754	
3.04508E-03	0.885877	
3.04515E-03	0.871378	
3.04527E-03	0.850188	
3.04531E-03	0.843245	
3.04543E-03	0.822697	
3.04559E-03	0.795798	
3.04582E-03	0.756139	
3.04613E-03	0.704017	
3.04645E-03	0.652438	
3.04676E-03	0.601293	
3.04696E-03	0.569169	
3.04707E-03	0.551128	
3.04739E-03	0.502372	
3.04740E-03	0.500763	
3.04770E-03	0.455776	
3.04776E-03	0.446574	
3.04802E-03	0.411471	
3.04808E-03	0.402813	
3.04833E-03	0.370091	
3.04834E-03	0.36875	
3.04855E-03	0.343544	
3.04864E-03	0.332895	
3.04872E-03	0.324772	
3.04885E-03	0.310608	
3.04891E-03	0.304736	
3.04901E-03	0.295669	
3.04911E-03	0.286573	
3.04922E-03	0.278146	
3.04925E-03	0.275704	
3.04934E-03	0.269288	
3.04943E-03	0.264083	
3.04951E-03	0.259415	
3.04959E-03	0.255606	
3.04959E-03	0.255516	
3.04966E-03	0.252811	
3.04973E-03	0.250484	
3.04980E-03	0.248642	
3.04986E-03	0.24749	
3.04990E-03	0.24696	
3.04993E-03	0.246716	
3.05000E-03	0.246694	
3.05007E-03	0.247229	
3.05014E-03	0.248289	
3.05020E-03	0.249908	
3.05022E-03	0.250464	
3.05027E-03	0.252199	
3.05029E-03	0.25311	
3.05035E-03	0.256223	
3.05041E-03	0.259927	
3.05048E-03	0.26425	
3.05050E-03	0.266568	
3.05054E-03	0.269371	
3.05059E-03	0.274061	
3.05065E-03	0.279875	
3.05070E-03	0.286282	
3.05076E-03	0.293056	
3.05076E-03	0.293599	
3.05082E-03	0.30249	
3.05089E-03	0.312216	
3.05094E-03	0.32135	
3.05099E-03	0.330386	
3.05101E-03	0.333598	
3.05104E-03	0.340215	
3.05110E-03	0.353508	
3.05117E-03	0.367824	
3.05123E-03	0.383214	
3.05127E-03	0.395323	
3.05129E-03	0.399836	
3.05135E-03	0.417944	
3.05142E-03	0.439963	
3.05147E-03	0.456511	
3.05153E-03	0.473926	
3.05158E-03	0.492609	
3.05163E-03	0.515596	
3.05169E-03	0.539916	
3.05175E-03	0.565632	
3.05178E-03	0.577281	
3.05181E-03	0.593086	
3.05188E-03	0.630907	
3.05196E-03	0.671409	
3.05201E-03	0.702718	
3.05204E-03	0.714942	
3.05211E-03	0.761978	
3.05217E-03	0.803627	
3.05223E-03	0.841745	
3.05224E-03	0.847697	
3.05230E-03	0.894757	
3.05236E-03	0.944409	
3.05244E-03	1.01138	
3.05244E-03	1.01494	
3.05253E-03	1.09146	
3.05260E-03	1.15715	
3.05261E-03	1.17372	
3.05270E-03	1.26263	
3.05276E-03	1.33894	
3.05278E-03	1.35819	
3.05285E-03	1.4508	
3.05293E-03	1.54942	
3.05300E-03	1.65541	
3.05308E-03	1.76831	
3.05310E-03	1.79504	
3.05316E-03	1.88942	
3.05323E-03	2.01869	
3.05326E-03	2.07994	
3.05331E-03	2.15717	
3.05338E-03	2.30529	
3.05343E-03	2.41062	
3.05346E-03	2.46375	
3.05353E-03	2.63371	
3.05360E-03	2.79524	
3.05361E-03	2.82579	
3.05370E-03	3.05574	
3.05377E-03	3.24503	
3.05379E-03	3.30471	
3.05387E-03	3.57554	
3.05393E-03	3.77096	
3.05396E-03	3.8694	
3.05405E-03	4.18915	
3.05406E-03	4.22222	
3.05414E-03	4.53796	
3.05418E-03	4.73642	
3.05423E-03	4.91801	
3.05431E-03	5.31282	
3.05431E-03	5.33269	
3.05440E-03	5.78679	
3.05443E-03	5.97542	
3.05449E-03	6.28391	
3.05456E-03	6.72443	
3.05458E-03	6.82875	
3.05466E-03	7.42791	
3.05469E-03	7.58424	
3.05475E-03	8.08774	
3.05481E-03	8.56382	
3.05487E-03	9.07425	
3.05493E-03	9.61845	
3.05494E-03	9.70141	
3.05499E-03	10.2024	
3.05505E-03	10.8267	
3.05506E-03	11.0175	
3.05510E-03	11.4968	
3.05515E-03	12.0098	
3.05516E-03	12.2159	
3.05522E-03	12.9884	
3.05523E-03	13.1067	
3.05528E-03	13.8197	
3.05531E-03	14.3297	
3.05534E-03	14.7139	
3.05540E-03	15.6764	
3.05545E-03	16.7153	
3.05548E-03	17.1943	
3.05551E-03	17.8356	
3.05556E-03	18.871	
3.05557E-03	19.0443	
3.05563E-03	20.351	
3.05565E-03	20.7534	
3.05569E-03	21.7634	
3.05573E-03	22.8525	
3.05575E-03	23.29	
3.05581E-03	24.9414	
3.05581E-03	25.1959	
3.05586E-03	26.7292	
3.05589E-03	27.4185	
3.05592E-03	28.6643	
3.05597E-03	30.4473	
3.05602E-03	32.3592	
3.05606E-03	33.8898	
3.05607E-03	34.4022	
3.05612E-03	36.5894	
3.05615E-03	37.7567	
3.05617E-03	38.9287	
3.05622E-03	41.4293	
3.05624E-03	42.0963	
3.05627E-03	44.1042	
3.05632E-03	46.9573	
3.05639E-03	51.0681	
3.05646E-03	55.5486	
3.05653E-03	60.4252	
3.05659E-03	65.7243	
3.05666E-03	71.4722	
3.05673E-03	77.6942	
3.05679E-03	84.4147	
3.05686E-03	91.6562	
3.05693E-03	99.4388	
3.05699E-03	107.785	
3.05703E-03	112.235	
3.05706E-03	116.698	
3.05713E-03	126.187	
3.05719E-03	136.272	
3.05723E-03	141.598	
3.05726E-03	146.936	
3.05733E-03	158.308	
3.05736E-03	164.008	
3.05743E-03	176.206	
3.05746E-03	182.317	
3.05756E-03	201.763	
3.05770E-03	229.231	
3.05776E-03	243.669	
3.05786E-03	265.337	
3.05806E-03	309.613	
3.05813E-03	324.345	
3.05820E-03	338.587	
3.05826E-03	351.371	
3.05833E-03	366.115	
3.05838E-03	375.464	
3.05843E-03	385.246	
3.05850E-03	397.426	
3.05852E-03	401.177	
3.05862E-03	416.637	
3.05864E-03	418.917	
3.05871E-03	429.327	
3.05873E-03	430.821	
3.05881E-03	440.449	
3.05883E-03	441.575	
3.05891E-03	448.802	
3.05893E-03	449.546	
3.05900E-03	453.565	
3.05901E-03	454.067	
3.05910E-03	456.384	
3.05911E-03	456.629	
3.05914E-03	456.748	
3.05920E-03	455.927	
3.05924E-03	455.303	
3.05931E-03	452.703	
3.05931E-03	452.277	
3.05941E-03	446.229	
3.05942E-03	445.353	
3.05952E-03	435.866	
3.05954E-03	434.591	
3.05959E-03	428.177	
3.05964E-03	422.532	
3.05972E-03	410.299	
3.05974E-03	408.407	
3.05986E-03	389.044	
3.05987E-03	386.885	
3.06000E-03	363.049	
3.06006E-03	352.855	
3.06020E-03	324.792	
3.06036E-03	294.978	
3.06047E-03	272.98	
3.06049E-03	269.268	
3.06063E-03	244.582	
3.06064E-03	242.119	
3.06073E-03	227.07	
3.06077E-03	218.983	
3.06083E-03	210.301	
3.06087E-03	202.724	
3.06093E-03	194.586	
3.06097E-03	187.484	
3.06103E-03	179.912	
3.06107E-03	173.304	
3.06109E-03	170.678	
3.06116E-03	161.944	
3.06117E-03	160.2	
3.06123E-03	153.772	
3.06127E-03	148.161	
3.06129E-03	145.954	
3.06136E-03	138.615	
3.06137E-03	137.151	
3.06143E-03	131.799	
3.06147E-03	127.128	
3.06150E-03	125.305	
3.06156E-03	119.243	
3.06158E-03	118.034	
3.06165E-03	112.27	
3.06168E-03	109.807	
3.06172E-03	106.437	
3.06176E-03	103.264	
3.06180E-03	101.04	
3.06185E-03	97.2865	
3.06187E-03	96.036	
3.06194E-03	91.828	
3.06195E-03	91.4001	
3.06202E-03	87.2248	
3.06203E-03	86.8462	
3.06209E-03	83.552	
3.06211E-03	82.2979	
3.06216E-03	80.1226	
3.06221E-03	77.953	
3.06223E-03	76.9083	
3.06230E-03	73.9105	
3.06232E-03	72.9763	
3.06239E-03	70.2317	
3.06242E-03	69.4067	
3.06251E-03	66.1184	
3.06252E-03	65.8256	
3.06261E-03	63.1662	
3.06265E-03	61.9183	
3.06270E-03	60.431	
3.06277E-03	58.438	
3.06280E-03	57.6062	
3.06289E-03	55.4281	
3.06290E-03	55.3246	
3.06298E-03	53.4597	
3.06302E-03	52.5295	
3.06310E-03	51.0145	
3.06315E-03	50.0075	
3.06321E-03	48.8056	
3.06331E-03	47.0077	
3.06333E-03	46.7422	
3.06345E-03	44.8883	
3.06348E-03	44.36	
3.06357E-03	43.1818	
3.06365E-03	42.0065	
3.06368E-03	41.5848	
3.06382E-03	39.9021	
3.06383E-03	39.7123	
3.06398E-03	38.0096	
3.06413E-03	36.4702	
3.06415E-03	36.2996	
3.06428E-03	35.0842	
3.06440E-03	34.023	
3.06443E-03	33.7573	
3.06459E-03	32.5645	
3.06465E-03	32.0354	
3.06474E-03	31.4514	
3.06489E-03	30.4022	
3.06490E-03	30.2858	
3.06505E-03	29.3547	
3.06515E-03	28.7353	
3.06522E-03	28.3657	
3.06539E-03	27.4437	
3.06540E-03	27.3517	
3.06556E-03	26.6065	
3.06566E-03	26.1106	
3.06572E-03	25.8143	
3.06589E-03	25.0748	
3.06595E-03	24.798	
3.06614E-03	24.0513	
3.06621E-03	23.7698	
3.06633E-03	23.3571	
3.06654E-03	22.6215	
3.06660E-03	22.4012	
3.06675E-03	21.9509	
3.06696E-03	21.3089	
3.06699E-03	21.2063	
3.06716E-03	20.731	
3.06737E-03	20.166	
3.06738E-03	20.1548	
3.06769E-03	19.413	
3.06777E-03	19.2229	
3.06790E-03	18.9432	
3.06809E-03	18.5197	
3.06816E-03	18.3809	
3.06843E-03	17.8592	
3.06849E-03	17.7534	
3.06870E-03	17.3879	
3.06897E-03	16.93	
3.06908E-03	16.7442	
3.06923E-03	16.5091	
3.06950E-03	16.1137	
3.06966E-03	15.8731	
3.06990E-03	15.5659	
3.07020E-03	15.1784	
3.07025E-03	15.1139	
3.07054E-03	14.7919	
3.07084E-03	14.4467	
3.07087E-03	14.4174	
3.07121E-03	14.083	
3.07146E-03	13.8325	
3.07154E-03	13.7569	
3.07188E-03	13.455	
3.07238E-03	13.0511	
3.07271E-03	12.7823	
3.07313E-03	12.4914	
3.07355E-03	12.2009	
3.07397E-03	11.9471	
3.07438E-03	11.6936	
3.07480E-03	11.4728	
3.07539E-03	11.1641	
3.07543E-03	11.1449	
3.07606E-03	10.8578	
3.07639E-03	10.705	
3.07660E-03	10.6211	
3.07714E-03	10.4035	
3.07739E-03	10.3031	
3.07769E-03	10.2019	
3.07823E-03	10.014	
3.07877E-03	9.82633	
3.07882E-03	9.8119	
3.07932E-03	9.66285	
3.08007E-03	9.43949	
3.08013E-03	9.42348	
3.08074E-03	9.26883	
3.08141E-03	9.09834	
3.08174E-03	9.01317	
3.08208E-03	8.94051	
3.08275E-03	8.7953	
3.08341E-03	8.65021	
3.08408E-03	8.52489	
3.08509E-03	8.33707	
3.08576E-03	8.22768	
3.08659E-03	8.09105	
3.08676E-03	8.06374	
3.08743E-03	7.96997	
3.08826E-03	7.85285	
3.08910E-03	7.7358	
3.08927E-03	7.71241	
3.09035E-03	7.58382	
3.09161E-03	7.43558	
3.09178E-03	7.41583	
3.09286E-03	7.30623	
3.09412E-03	7.17986	
3.09454E-03	7.13777	
3.09537E-03	7.06502	
3.09663E-03	6.95597	
3.09729E-03	6.89784	
3.09788E-03	6.85404	
3.09913E-03	6.76023	
3.10081E-03	6.63522	
3.10248E-03	6.52718	
3.10415E-03	6.41921	
3.10582E-03	6.32654	
3.10750E-03	6.23391	
3.10917E-03	6.14132	
3.11084E-03	6.06247	
3.11251E-03	5.98366	
3.11452E-03	5.88912	
3.11653E-03	5.80726	
3.11853E-03	5.72543	
3.12054E-03	5.64364	
3.12146E-03	5.6106	
3.12422E-03	5.51153	
3.12698E-03	5.41251	
3.12790E-03	5.37951	
3.12990E-03	5.31485	
3.13291E-03	5.21789	
3.13492E-03	5.15329	
3.13592E-03	5.121	
3.13776E-03	5.06181	
3.13960E-03	5.00267	
3.14098E-03	4.95833	
3.14236E-03	4.91404	
3.14362E-03	4.87377	
3.14462E-03	4.84151	
3.14530E-03	4.82003	
3.14597E-03	4.79858	
3.14664E-03	4.77311	
3.14714E-03	4.75403	
3.14765E-03	4.73499	
3.14815E-03	4.716	
3.14848E-03	4.70337	
3.14881E-03	4.69135	
3.14911E-03	4.67992	
3.14926E-03	4.67422	
3.14942E-03	4.66661	
3.14972E-03	4.65144	
3.15003E-03	4.63633	
3.15026E-03	4.62505	
3.15049E-03	4.61381	
3.15071E-03	4.60264	
3.15094E-03	4.59156	
3.15110E-03	4.58422	
3.15124E-03	4.57429	
3.15139E-03	4.56442	
3.15150E-03	4.55709	
3.15162E-03	4.54981	
3.15173E-03	4.54263	
3.15180E-03	4.53789	
3.15188E-03	4.53323	
3.15195E-03	4.52864	
3.15199E-03	4.52639	
3.15202E-03	4.52317	
3.15208E-03	4.51841	
3.15214E-03	4.51373	
3.15219E-03	4.50915	
3.15225E-03	4.50468	
3.15228E-03	4.50177	
3.15234E-03	4.49759	
3.15238E-03	4.49456	
3.15242E-03	4.49165	
3.15246E-03	4.48886	
3.15250E-03	4.48622	
3.15255E-03	4.48373	
3.15259E-03	4.48144	
3.15263E-03	4.47934	
3.15267E-03	4.47749	
3.15271E-03	4.47589	
3.15273E-03	4.47546	
3.15275E-03	4.47397	
3.15278E-03	4.47266	
3.15281E-03	4.47151	
3.15284E-03	4.47053	
3.15286E-03	4.46974	
3.15289E-03	4.46914	
3.15292E-03	4.46875	
3.15295E-03	4.4686	
3.15297E-03	4.46868	
3.15300E-03	4.46903	
3.15303E-03	4.46967	
3.15306E-03	4.4706	
3.15308E-03	4.47185	
3.15311E-03	4.47344	
3.15314E-03	4.47541	
3.15318E-03	4.4787	
3.15321E-03	4.48185	
3.15323E-03	4.48552	
3.15326E-03	4.48974	
3.15329E-03	4.49456	
3.15332E-03	4.50001	
3.15335E-03	4.50613	
3.15338E-03	4.51296	
3.15341E-03	4.52054	
3.15344E-03	4.52892	
3.15347E-03	4.53815	
3.15350E-03	4.54828	
3.15353E-03	4.55934	
3.15356E-03	4.57139	
3.15360E-03	4.5891	
3.15364E-03	4.60878	
3.15368E-03	4.63317	
3.15372E-03	4.6598	
3.15376E-03	4.6888	
3.15380E-03	4.7203	
3.15383E-03	4.74741	
3.15386E-03	4.77627	
3.15391E-03	4.82302	
3.15395E-03	4.86559	
3.15395E-03	4.87494	
3.15400E-03	4.93559	
3.15405E-03	5.00099	
3.15410E-03	5.07136	
3.15414E-03	5.14686	
3.15417E-03	5.19398	
3.15419E-03	5.23045	
3.15424E-03	5.32333	
3.15428E-03	5.42173	
3.15434E-03	5.55262	
3.15439E-03	5.67406	
3.15441E-03	5.70889	
3.15447E-03	5.88364	
3.15454E-03	6.06876	
3.15455E-03	6.11014	
3.15460E-03	6.27134	
3.15468E-03	6.53178	
3.15471E-03	6.62701	
3.15475E-03	6.7834	
3.15486E-03	7.18275	
3.15487E-03	7.21353	
3.15502E-03	7.85228	
3.15504E-03	7.91855	
3.15523E-03	8.71407	
3.15524E-03	8.77741	
3.15534E-03	9.18411	
3.15545E-03	9.59594	
3.15553E-03	9.89162	
3.15560E-03	10.1269	
3.15568E-03	10.3598	
3.15576E-03	10.5606	
3.15577E-03	10.5907	
3.15586E-03	10.7493	
3.15594E-03	10.8759	
3.15597E-03	10.9123	
3.15600E-03	10.9335	
3.15608E-03	10.971	
3.15615E-03	10.9715	
3.15615E-03	10.9706	
3.15622E-03	10.9301	
3.15630E-03	10.8484	
3.15633E-03	10.8136	
3.15638E-03	10.7311	
3.15647E-03	10.5413	
3.15649E-03	10.5043	
3.15653E-03	10.4059	
3.15655E-03	10.334	
3.15665E-03	10.0718	
3.15665E-03	10.0476	
3.15677E-03	9.65444	
3.15680E-03	9.54357	
3.15697E-03	8.92985	
3.15700E-03	8.79833	
3.15713E-03	8.29648	
3.15723E-03	7.94459	
3.15724E-03	7.89992	
3.15733E-03	7.57912	
3.15740E-03	7.3337	
3.15747E-03	7.10576	
3.15752E-03	6.94365	
3.15757E-03	6.78795	
3.15762E-03	6.63877	
3.15767E-03	6.49618	
3.15772E-03	6.36018	
3.15776E-03	6.26062	
3.15778E-03	6.23209	
3.15783E-03	6.11495	
3.15787E-03	6.01241	
3.15792E-03	5.91514	
3.15797E-03	5.82292	
3.15802E-03	5.7356	
3.15806E-03	5.65297	
3.15808E-03	5.62695	
3.15811E-03	5.57856	
3.15814E-03	5.53258	
3.15817E-03	5.48842	
3.15820E-03	5.44602	
3.15824E-03	5.4053	
3.15827E-03	5.36621	
3.15830E-03	5.32867	
3.15831E-03	5.31078	
3.15834E-03	5.28323	
3.15837E-03	5.25128	
3.15841E-03	5.22073	
3.15844E-03	5.19153	
3.15847E-03	5.16358	
3.15850E-03	5.13685	
3.15854E-03	5.11123	
3.15857E-03	5.08668	
3.15858E-03	5.07669	
3.15860E-03	5.06499	
3.15863E-03	5.04562	
3.15867E-03	5.02713	
3.15870E-03	5.00947	
3.15873E-03	4.99258	
3.15876E-03	4.97643	
3.15880E-03	4.96094	
3.15883E-03	4.94608	
3.15886E-03	4.93181	
3.15889E-03	4.91809	
3.15893E-03	4.90486	
3.15896E-03	4.89211	
3.15896E-03	4.89136	
3.15899E-03	4.88222	
3.15902E-03	4.87289	
3.15905E-03	4.86419	
3.15909E-03	4.85582	
3.15912E-03	4.84773	
3.15915E-03	4.83992	
3.15918E-03	4.83236	
3.15921E-03	4.82503	
3.15924E-03	4.81791	
3.15927E-03	4.81099	
3.15931E-03	4.80424	
3.15934E-03	4.79766	
3.15937E-03	4.79122	
3.15940E-03	4.78493	
3.15943E-03	4.78048	
3.15948E-03	4.77402	
3.15953E-03	4.76779	
3.15957E-03	4.76175	
3.15962E-03	4.75587	
3.15967E-03	4.75014	
3.15972E-03	4.74454	
3.15976E-03	4.73905	
3.15981E-03	4.73365	
3.15987E-03	4.72657	
3.15994E-03	4.71961	
3.16000E-03	4.71276	
3.16008E-03	4.7045	
3.16016E-03	4.69594	
3.16017E-03	4.69522	
3.16026E-03	4.68873	
3.16035E-03	4.68231	
3.16044E-03	4.67596	
3.16057E-03	4.66653	
3.16071E-03	4.65717	
3.16085E-03	4.64788	
3.16103E-03	4.63556	
3.16121E-03	4.62332	
3.16136E-03	4.61297	
3.16139E-03	4.61164	
3.16166E-03	4.59868	
3.16192E-03	4.5859	
3.16219E-03	4.57317	
3.16246E-03	4.56049	
3.16272E-03	4.54785	
3.16308E-03	4.53105	
3.16333E-03	4.51933	
3.16343E-03	4.51544	
3.16379E-03	4.50252	
3.16432E-03	4.48319	
3.16474E-03	4.46777	
3.16538E-03	4.44468	
3.16602E-03	4.42164	
3.16673E-03	4.39609	
3.16687E-03	4.39182	
3.16773E-03	4.36625	
3.16858E-03	4.34072	
3.16985E-03	4.30246	
3.17113E-03	4.26424	
3.17284E-03	4.21333	
3.17340E-03	4.19636	
3.17539E-03	4.13702	
3.17567E-03	4.12855	
3.17738E-03	4.07951	
3.18036E-03	3.99373	
3.18305E-03	3.91616	
3.18646E-03	3.81822	
3.18930E-03	3.73665	
3.18987E-03	3.71942	
3.19327E-03	3.6161	
3.19600E-03	3.53348	
3.19695E-03	3.50481	
3.19907E-03	3.43579	
3.20213E-03	3.33602	
3.20512E-03	3.23876	
3.20807E-03	3.13472	
3.21004E-03	3.06541	
3.21103E-03	3.03077	
3.21201E-03	2.99321	
3.21398E-03	2.91815	
3.21595E-03	2.84315	
3.21693E-03	2.80568	
3.21792E-03	2.76486	
3.21976E-03	2.68839	
3.22105E-03	2.63493	
3.22210E-03	2.59171	
3.22235E-03	2.58068	
3.22364E-03	2.52288	
3.22450E-03	2.48442	
3.22536E-03	2.44605	
3.22600E-03	2.41751	
3.22616E-03	2.41055	
3.22664E-03	2.38794	
3.22706E-03	2.36799	
3.22748E-03	2.34814	
3.22780E-03	2.33334	
3.22812E-03	2.31864	
3.22833E-03	2.30893	
3.22854E-03	2.29932	
3.22870E-03	2.29224	
3.22881E-03	2.28759	
3.22891E-03	2.28303	
3.22902E-03	2.27861	
3.22910E-03	2.2754	
3.22918E-03	2.27232	
3.22925E-03	2.26967	
3.22932E-03	2.26719	
3.22939E-03	2.26492	
3.22944E-03	2.26354	
3.22949E-03	2.26229	
3.22954E-03	2.26119	
3.22959E-03	2.26026	
3.22963E-03	2.25953	
3.22968E-03	2.25903	
3.22973E-03	2.25879	
3.22976E-03	2.2588	
3.22980E-03	2.25899	
3.22984E-03	2.25939	
3.22987E-03	2.26	
3.22991E-03	2.26086	
3.22991E-03	2.26091	
3.22994E-03	2.26237	
3.22998E-03	2.26419	
3.23001E-03	2.26633	
3.23005E-03	2.26881	
3.23009E-03	2.27167	
3.23012E-03	2.27495	
3.23016E-03	2.27867	
3.23019E-03	2.28287	
3.23023E-03	2.2876	
3.23027E-03	2.29289	
3.23030E-03	2.29879	
3.23034E-03	2.30534	
3.23037E-03	2.3126	
3.23041E-03	2.32062	
3.23044E-03	2.32944	
3.23048E-03	2.33912	
3.23052E-03	2.34973	
3.23055E-03	2.36131	
3.23058E-03	2.37273	
3.23059E-03	2.37402	
3.23062E-03	2.3886	
3.23066E-03	2.40435	
3.23070E-03	2.42133	
3.23073E-03	2.43781	
3.23077E-03	2.46021	
3.23081E-03	2.48448	
3.23085E-03	2.51071	
3.23089E-03	2.53901	
3.23093E-03	2.57058	
3.23097E-03	2.60439	
3.23101E-03	2.64055	
3.23106E-03	2.67911	
3.23110E-03	2.72019	
3.23114E-03	2.76383	
3.23118E-03	2.8101	
3.23120E-03	2.83458	
3.23122E-03	2.85986	
3.23128E-03	2.94085	
3.23134E-03	3.02805	
3.23139E-03	3.10019	
3.23144E-03	3.18723	
3.23150E-03	3.27909	
3.23155E-03	3.37561	
3.23161E-03	3.47769	
3.23164E-03	3.52978	
3.23172E-03	3.69515	
3.23180E-03	3.86837	
3.23194E-03	4.17012	
3.23218E-03	4.72573	
3.23229E-03	4.9629	
3.23239E-03	5.17125	
3.23244E-03	5.2598	
3.23249E-03	5.34606	
3.23255E-03	5.44603	
3.23264E-03	5.57098	
3.23271E-03	5.65883	
3.23275E-03	5.6949	
3.23279E-03	5.73194	
3.23280E-03	5.74062	
3.23287E-03	5.77772	
3.23295E-03	5.80348	
3.23300E-03	5.80639	
3.23307E-03	5.79331	
3.23309E-03	5.78813	
3.23316E-03	5.74906	
3.23325E-03	5.67482	
3.23333E-03	5.58129	
3.23334E-03	5.56815	
3.23342E-03	5.44323	
3.23350E-03	5.30369	
3.23360E-03	5.12112	
3.23364E-03	5.03503	
3.23371E-03	4.88167	
3.23385E-03	4.57648	
3.23414E-03	3.88283	
3.23426E-03	3.61252	
3.23435E-03	3.40739	
3.23438E-03	3.34986	
3.23443E-03	3.26304	
3.23449E-03	3.13594	
3.23455E-03	3.03239	
3.23461E-03	2.93415	
3.23467E-03	2.84134	
3.23472E-03	2.75397	
3.23476E-03	2.69495	
3.23478E-03	2.67268	
3.23484E-03	2.59828	
3.23488E-03	2.55161	
3.23491E-03	2.50723	
3.23495E-03	2.46508	
3.23499E-03	2.42509	
3.23503E-03	2.38722	
3.23507E-03	2.35232	
3.23507E-03	2.35142	
3.23510E-03	2.32041	
3.23514E-03	2.29277	
3.23517E-03	2.26659	
3.23521E-03	2.24178	
3.23524E-03	2.21831	
3.23527E-03	2.19611	
3.23531E-03	2.17513	
3.23534E-03	2.1553	
3.23537E-03	2.1404	
3.23538E-03	2.13676	
3.23541E-03	2.11995	
3.23544E-03	2.10414	
3.23548E-03	2.08926	
3.23551E-03	2.07528	
3.23555E-03	2.06214	
3.23558E-03	2.04979	
3.23561E-03	2.03818	
3.23565E-03	2.02727	
3.23568E-03	2.01701	
3.23572E-03	2.00736	
3.23575E-03	1.99828	
3.23578E-03	1.98974	
3.23582E-03	1.98168	
3.23585E-03	1.97409	
3.23589E-03	1.96693	
3.23592E-03	1.96015	
3.23595E-03	1.95375	
3.23599E-03	1.94768	
3.23599E-03	1.94672	
3.23602E-03	1.94229	
3.23606E-03	1.93727	
3.23609E-03	1.93251	
3.23612E-03	1.92799	
3.23616E-03	1.92369	
3.23619E-03	1.91959	
3.23624E-03	1.9138	
3.23629E-03	1.90836	
3.23635E-03	1.90325	
3.23640E-03	1.89841	
3.23645E-03	1.89381	
3.23650E-03	1.88941	
3.23655E-03	1.88519	
3.23662E-03	1.8798	
3.23669E-03	1.87464	
3.23675E-03	1.86965	
3.23682E-03	1.86481	
3.23692E-03	1.85776	
3.23703E-03	1.85091	
3.23713E-03	1.84421	
3.23726E-03	1.83542	
3.23747E-03	1.82246	
3.23767E-03	1.80966	
3.23794E-03	1.79275	
3.23835E-03	1.76759	
3.23859E-03	1.75282	
3.23912E-03	1.72045	
3.23970E-03	1.68532	
3.23980E-03	1.67914	
3.24028E-03	1.6484	
3.24105E-03	1.59879	
3.24182E-03	1.54932	
3.24234E-03	1.51596	
3.24298E-03	1.47285	
3.24414E-03	1.39459	
3.24461E-03	1.36245	
3.24497E-03	1.33654	
3.24588E-03	1.27191	
3.24679E-03	1.20747	
3.24688E-03	1.20104	
3.24770E-03	1.14027	
3.24860E-03	1.07296	
3.24869E-03	1.06625	
3.24951E-03	1.00324	
3.25042E-03	0.933506	
3.25069E-03	0.912679	
3.25132E-03	0.862172	
3.25210E-03	0.801125	
3.25273E-03	0.751072	
3.25287E-03	0.740395	
3.25337E-03	0.700479	
3.25400E-03	0.64993	
3.25464E-03	0.599663	
3.25527E-03	0.549714	
3.25591E-03	0.500124	
3.25602E-03	0.491343	
3.25654E-03	0.452098	
3.25705E-03	0.414046	
3.25706E-03	0.413209	
3.25763E-03	0.372982	
3.25774E-03	0.365036	
3.25821E-03	0.333926	
3.25831E-03	0.327199	
3.25872E-03	0.301616	
3.25879E-03	0.297582	
3.25913E-03	0.277801	
3.25936E-03	0.264748	
