E(MeV)	"HF-178(N,TOT)"
3.51471E-04	220.989
3.51500E-04	222.616
3.51500E-04	222.623
3.51527E-04	222.602
3.51528E-04	222.552
3.51549E-04	221.513
3.51556E-04	220.867
3.51575E-04	219.057
3.51580E-04	218.289
3.51595E-04	216.121
3.51611E-04	213.495
3.51621E-04	211.621
3.51636E-04	208.304
3.51651E-04	204.824
3.51662E-04	201.759
3.51678E-04	197.687
3.51681E-04	196.695
3.51708E-04	188.521
3.51714E-04	186.309
3.51748E-04	174.918
3.51781E-04	162.602
3.51791E-04	158.838
3.51837E-04	141.539
3.51882E-04	124.1
3.51915E-04	111.865
3.51935E-04	104.292
3.51946E-04	100.545
3.51969E-04	92.6271
3.51971E-04	91.9158
3.51996E-04	83.7393
3.52003E-04	81.7835
3.52017E-04	77.2936
3.52036E-04	71.7797
3.52039E-04	70.8778
3.52061E-04	64.8823
3.52067E-04	63.2604
3.52083E-04	59.2953
3.52098E-04	55.7717
3.52099E-04	55.53
3.52112E-04	52.4543
3.52120E-04	50.8721
3.52129E-04	48.8742
3.52141E-04	46.5612
3.52148E-04	45.1174
3.52162E-04	42.5731
3.52162E-04	42.477
3.52176E-04	40.0058
3.52183E-04	38.9584
3.52190E-04	37.6774
3.52203E-04	35.6448
3.52205E-04	35.4858
3.52219E-04	33.4456
3.52224E-04	32.6557
3.52233E-04	31.5347
3.52245E-04	29.9393
3.52247E-04	29.7447
3.52261E-04	28.0863
3.52266E-04	27.5063
3.52277E-04	26.377
3.52287E-04	25.3091
3.52289E-04	25.1012
3.52302E-04	23.9158
3.52308E-04	23.3524
3.52314E-04	22.805
3.52327E-04	21.7655
3.52329E-04	21.601
3.52340E-04	20.8086
3.52352E-04	19.9068
3.52361E-04	19.3365
3.52365E-04	19.0639
3.52377E-04	18.2894
3.52390E-04	17.5555
3.52402E-04	16.8907
3.52415E-04	16.2614
3.52418E-04	16.1122
3.52428E-04	15.685
3.52440E-04	15.1461
3.52446E-04	14.8908
3.52453E-04	14.6471
3.52465E-04	14.1862
3.52475E-04	13.8594
3.52479E-04	13.7209
3.52493E-04	13.2654
3.52503E-04	12.9904
3.52508E-04	12.8458
3.52523E-04	12.4662
3.52537E-04	12.1094
3.52541E-04	12.0374
3.52552E-04	11.7904
3.52567E-04	11.4947
3.52578E-04	11.2756
3.52581E-04	11.2196
3.52596E-04	10.9734
3.52611E-04	10.7409
3.52616E-04	10.6623
3.52625E-04	10.5316
3.52640E-04	10.3395
3.52655E-04	10.1572
3.52669E-04	9.98387
3.52672E-04	9.94844
3.52684E-04	9.83099
3.52706E-04	9.61995
3.52725E-04	9.45002
3.52735E-04	9.36045
3.52744E-04	9.29558
3.52763E-04	9.1572
3.52781E-04	9.02541
3.52798E-04	8.91335
3.52800E-04	8.90072
3.52829E-04	8.7393
3.52857E-04	8.58714
3.52882E-04	8.45863
3.52885E-04	8.4442
3.52913E-04	8.32066
3.52932E-04	8.24129
3.52966E-04	8.10557
3.52970E-04	8.09024
3.53008E-04	7.95908
3.53048E-04	7.82323
3.53062E-04	7.77973
3.53089E-04	7.70153
3.53130E-04	7.58871
3.53171E-04	7.4797
3.53225E-04	7.35606
3.53280E-04	7.23727
3.53334E-04	7.12259
3.53389E-04	7.02678
3.53443E-04	6.93399
3.53500E-04	6.84042
3.53527E-04	6.79657
3.53556E-04	6.75525
3.53594E-04	6.70336
3.53669E-04	6.60216
3.53694E-04	6.56944
3.53745E-04	6.51232
3.53820E-04	6.42922
3.53895E-04	6.34835
3.53946E-04	6.29572
3.53971E-04	6.2731
3.54046E-04	6.20693
3.54147E-04	6.12098
3.54218E-04	6.06166
3.54247E-04	6.04057
3.54348E-04	5.97016
3.54448E-04	5.90136
3.54532E-04	5.8452
3.54548E-04	5.83557
3.54649E-04	5.77906
3.54749E-04	5.7236
3.54890E-04	5.64739
3.54950E-04	5.61546
3.55011E-04	5.58797
3.55132E-04	5.53431
3.55254E-04	5.4815
3.55415E-04	5.41221
3.55455E-04	5.39547
3.55576E-04	5.35089
3.55738E-04	5.29274
3.55899E-04	5.23538
3.55959E-04	5.2145
3.56061E-04	5.18346
3.56266E-04	5.12164
3.56516E-04	5.04759
3.56766E-04	4.97452
3.56817E-04	4.95993
3.57017E-04	4.9096
3.57267E-04	4.84721
3.57517E-04	4.78541
3.57862E-04	4.70101
3.57892E-04	4.6943
3.58142E-04	4.63939
3.58565E-04	4.54718
3.58989E-04	4.45582
3.59420E-04	4.36356
3.59594E-04	4.32658
3.59851E-04	4.27314
3.60426E-04	4.15455
3.61001E-04	4.03684
3.61591E-04	3.91688
3.62195E-04	3.79471
3.62619E-04	3.7098
3.62800E-04	3.67122
3.63405E-04	3.54352
3.63829E-04	3.4548
3.64010E-04	3.41449
3.64615E-04	3.28118
3.65039E-04	3.18867
3.65220E-04	3.14617
3.65825E-04	3.00579
3.66249E-04	2.9084
3.66279E-04	2.90096
3.66733E-04	2.79024
3.67156E-04	2.68784
3.67187E-04	2.68006
3.67640E-04	2.56452
3.68064E-04	2.45786
3.68094E-04	2.44975
3.68548E-04	2.32952
3.68971E-04	2.21878
3.69002E-04	2.21041
3.69456E-04	2.08666
3.69728E-04	2.01372
3.69909E-04	1.96261
3.70363E-04	1.83731
3.70484E-04	1.80466
3.70817E-04	1.71085
3.71240E-04	1.59447
3.71301E-04	1.57833
3.71649E-04	1.48285
3.71921E-04	1.41015
3.72193E-04	1.33927
3.72465E-04	1.27042
3.72738E-04	1.20384
3.72783E-04	1.19317
3.73010E-04	1.14181
3.73176E-04	1.10597
3.73305E-04	1.07962
3.73448E-04	1.0521
3.73622E-04	1.02085
3.73690E-04	1.00958
3.73861E-04	0.983558
3.73872E-04	0.981978
3.74023E-04	0.962789
3.74099E-04	0.954141
3.74159E-04	0.948155
3.74273E-04	0.93834
3.74337E-04	0.933595
3.74386E-04	0.930733
3.74477E-04	0.926599
3.74530E-04	0.924842
3.74568E-04	0.92423
3.74643E-04	0.923936
3.74704E-04	0.924352
3.74757E-04	0.925255
3.74764E-04	0.925552
3.74810E-04	0.927758
3.74866E-04	0.931055
3.74919E-04	0.934698
3.74957E-04	0.93765
3.74995E-04	0.940906
3.75014E-04	0.942691
3.75033E-04	0.944947
3.75065E-04	0.949036
3.75105E-04	0.954423
3.75131E-04	0.958226
3.75158E-04	0.962203
3.75192E-04	0.967579
3.75214E-04	0.971331
3.75233E-04	0.974573
3.75237E-04	0.975327
3.75263E-04	0.980784
3.75286E-04	0.985617
3.75309E-04	0.990597
3.75329E-04	0.995078
3.75349E-04	0.999676
3.75371E-04	1.00508
3.75390E-04	1.0097
3.75407E-04	1.01396
3.75430E-04	1.01977
3.75450E-04	1.025
3.75468E-04	1.02985
3.75479E-04	1.03298
3.75488E-04	1.0359
3.75508E-04	1.04201
3.75528E-04	1.04856
3.75544E-04	1.05385
3.75561E-04	1.05938
3.75580E-04	1.06583
3.75596E-04	1.07159
3.75609E-04	1.07627
3.75626E-04	1.08238
3.75645E-04	1.08931
3.75662E-04	1.09566
3.75681E-04	1.10286
3.75695E-04	1.10798
3.75702E-04	1.11096
3.75713E-04	1.1158
3.75732E-04	1.12403
3.75755E-04	1.1341
3.75778E-04	1.1444
3.75800E-04	1.15492
3.75823E-04	1.16568
3.75846E-04	1.17669
3.75868E-04	1.18793
3.75891E-04	1.19943
3.75899E-04	1.20335
3.75918E-04	1.21386
3.75946E-04	1.23002
3.75974E-04	1.2466
3.75997E-04	1.26017
3.76020E-04	1.27402
3.76054E-04	1.29534
3.76078E-04	1.31115
3.76105E-04	1.32858
3.76111E-04	1.3324
3.76131E-04	1.34727
3.76158E-04	1.36662
3.76190E-04	1.39072
3.76228E-04	1.41994
3.76266E-04	1.45012
3.76292E-04	1.47195
3.76303E-04	1.48174
3.76341E-04	1.51544
3.76379E-04	1.5502
3.76417E-04	1.58608
3.76443E-04	1.61201
3.76455E-04	1.62357
3.76496E-04	1.66734
3.76542E-04	1.71681
3.76587E-04	1.76816
3.76595E-04	1.77704
3.76632E-04	1.82314
3.76681E-04	1.88536
3.76734E-04	1.9552
3.76746E-04	1.97082
3.76787E-04	2.03016
3.76840E-04	2.10893
3.76884E-04	2.17617
3.76897E-04	2.19743
3.76935E-04	2.26051
3.76986E-04	2.34914
3.77037E-04	2.44144
3.77078E-04	2.51978
3.77088E-04	2.53832
3.77139E-04	2.64246
3.77196E-04	2.76321
3.77252E-04	2.88954
3.77260E-04	2.90718
3.77309E-04	3.02542
3.77366E-04	3.16814
3.77381E-04	3.20798
3.77423E-04	3.32066
3.77479E-04	3.48141
3.77532E-04	3.63848
3.77536E-04	3.65006
3.77593E-04	3.83172
3.77649E-04	4.02191
3.77683E-04	4.14146
3.77706E-04	4.22363
3.77767E-04	4.45339
3.77835E-04	4.72598
3.77903E-04	5.02201
3.77948E-04	5.23096
3.77971E-04	5.33781
3.78039E-04	5.67719
3.78062E-04	5.79711
3.78107E-04	6.04228
3.78175E-04	6.43216
3.78243E-04	6.85504
3.78289E-04	7.15438
3.78311E-04	7.30743
3.78379E-04	7.79499
3.78402E-04	7.96785
3.78447E-04	8.32122
3.78512E-04	8.85926
3.78515E-04	8.88583
3.78576E-04	9.42868
3.78626E-04	9.90396
3.78639E-04	10.0364
3.78703E-04	10.6924
3.78730E-04	10.9914
3.78766E-04	11.3982
3.78830E-04	12.1556
3.78834E-04	12.2133
3.78893E-04	12.978
3.78939E-04	13.6051
3.78957E-04	13.8614
3.79021E-04	14.8182
3.79043E-04	15.1833
3.79084E-04	15.8547
3.79148E-04	16.9716
3.79211E-04	18.1922
3.79238E-04	18.7533
3.79275E-04	19.5158
3.79329E-04	20.7439
3.79338E-04	20.9527
3.79402E-04	22.5238
3.79420E-04	23.0076
3.79465E-04	24.2409
3.79511E-04	25.5716
3.79529E-04	26.1149
3.79592E-04	28.1696
3.79601E-04	28.4878
3.79656E-04	30.4282
3.79662E-04	30.6623
3.79719E-04	32.9165
3.79722E-04	33.0437
3.79762E-04	34.7211
3.79783E-04	35.6774
3.79804E-04	36.6477
3.79843E-04	38.5574
3.79846E-04	38.7066
3.79889E-04	40.9213
3.79904E-04	41.7618
3.79931E-04	43.2975
3.79964E-04	45.2942
3.79973E-04	45.8473
3.80016E-04	48.596
3.80025E-04	49.2245
3.80058E-04	51.5651
3.80085E-04	53.6112
3.80100E-04	54.7656
3.80140E-04	57.9768
3.80143E-04	58.2274
3.80182E-04	61.7094
3.80188E-04	62.2804
3.80218E-04	65.1734
3.80237E-04	67.0214
3.80255E-04	68.8951
3.80285E-04	72.2241
3.80291E-04	72.8996
3.80327E-04	77.2262
3.80333E-04	77.9978
3.80364E-04	81.9112
3.80382E-04	84.4278
3.80400E-04	86.9824
3.80430E-04	91.5534
3.80436E-04	92.4822
3.80470E-04	97.9587
3.80479E-04	99.5542
3.80500E-04	103.331
3.80519E-04	107.071
3.80530E-04	109.116
3.80560E-04	115.356
3.80569E-04	117.36
3.80591E-04	122.102
3.80603E-04	125.007
3.80621E-04	129.415
3.80636E-04	133.361
3.80651E-04	137.355
3.80669E-04	142.51
3.80681E-04	145.991
3.80702E-04	152.543
3.80710E-04	154.914
3.80736E-04	163.565
3.80737E-04	164.081
3.80764E-04	174.041
3.80769E-04	175.826
3.80792E-04	184.862
3.80799E-04	188.104
3.80819E-04	196.639
3.80830E-04	201.593
3.80846E-04	209.477
3.80860E-04	216.439
3.80873E-04	223.491
3.80890E-04	232.805
3.80901E-04	238.81
3.80920E-04	250.847
3.80926E-04	254.6
3.80951E-04	270.745
3.80975E-04	288.315
3.80981E-04	293.038
3.80999E-04	307.387
3.81011E-04	317.674
3.81023E-04	328.088
3.81038E-04	342.088
3.81047E-04	350.587
3.81065E-04	368.868
3.81071E-04	375.034
3.81093E-04	398.238
3.81096E-04	401.592
3.81118E-04	428.57
3.81120E-04	430.489
3.81140E-04	455.733
3.81147E-04	466.07
3.81161E-04	484.886
3.81174E-04	504.903
3.81182E-04	516.149
3.81202E-04	547.227
3.81203E-04	549.645
3.81224E-04	585.581
3.81229E-04	593.754
3.81245E-04	624.017
3.81253E-04	638.598
3.81267E-04	665.084
3.81277E-04	686.891
3.81288E-04	708.893
3.81301E-04	738.795
3.81309E-04	755.553
3.81326E-04	794.986
3.81341E-04	831.13
3.81350E-04	854.563
3.81372E-04	913.598
3.81374E-04	917.832
3.81404E-04	1003.31
3.81410E-04	1021.62
3.81436E-04	1100.17
3.81441E-04	1114.88
3.81463E-04	1189.06
3.81477E-04	1236.12
3.81497E-04	1304.66
3.81513E-04	1365.96
3.81530E-04	1427.7
3.81549E-04	1504.27
3.81563E-04	1557.65
3.81598E-04	1700.76
3.81610E-04	1750.85
3.81670E-04	2012.93
3.81673E-04	2026.26
3.81770E-04	2453.4
3.81782E-04	2506.4
3.81822E-04	2673.09
3.81834E-04	2720.56
3.81872E-04	2866.28
3.81882E-04	2905.15
3.81897E-04	2954.19
3.81927E-04	3054.87
3.81940E-04	3093.03
3.81968E-04	3171.05
3.81973E-04	3182.4
3.82001E-04	3245.94
3.82008E-04	3259.09
3.82037E-04	3309.63
3.82044E-04	3318.42
3.82073E-04	3351.37
3.82081E-04	3355.67
3.82099E-04	3365.6
3.82108E-04	3369.93
3.82128E-04	3370.83
3.82139E-04	3367.17
3.82161E-04	3357.67
3.82175E-04	3343.81
3.82197E-04	3321.33
3.82216E-04	3291.47
3.82231E-04	3267.95
3.82257E-04	3212.56
3.82265E-04	3196.98
3.82294E-04	3121.72
3.82303E-04	3097.72
3.82330E-04	3014.44
3.82341E-04	2980.62
3.82369E-04	2882.19
3.82381E-04	2839.78
3.82424E-04	2678.59
3.82427E-04	2666.97
3.82502E-04	2356.79
3.82511E-04	2318.92
3.82589E-04	1996.9
3.82608E-04	1915.28
3.82638E-04	1795.03
3.82661E-04	1705.39
3.82672E-04	1665.63
3.82703E-04	1547.21
3.82716E-04	1504.63
3.82746E-04	1399.08
3.82747E-04	1394.11
3.82778E-04	1295.41
3.82779E-04	1290.79
3.82811E-04	1194.54
3.82818E-04	1171.82
3.82843E-04	1103.86
3.82846E-04	1095.44
3.82873E-04	1023.94
3.82874E-04	1020.2
3.82899E-04	960.885
3.82900E-04	957.205
3.82923E-04	905.4
3.82927E-04	895.12
3.82947E-04	853.397
3.82955E-04	837.48
3.82971E-04	804.747
3.82982E-04	784.091
3.82995E-04	759.355
3.83011E-04	732.106
3.83020E-04	716.96
3.83041E-04	681.931
3.83044E-04	677.31
3.83068E-04	640.677
3.83071E-04	636.142
3.83098E-04	598.515
3.83101E-04	594.379
3.83128E-04	560.089
3.83132E-04	556.32
3.83159E-04	525.084
3.83162E-04	521.65
3.83189E-04	493.195
3.83192E-04	490.066
3.83219E-04	464.134
3.83222E-04	461.283
3.83250E-04	437.868
3.83260E-04	428.857
3.83280E-04	413.648
3.83294E-04	402.649
3.83310E-04	391.526
3.83328E-04	378.94
3.83337E-04	373.17
3.83362E-04	357.452
3.83364E-04	356.14
3.83396E-04	337.959
3.83401E-04	335.568
3.83430E-04	320.211
3.83437E-04	316.941
3.83464E-04	304.013
3.83473E-04	300.078
3.83510E-04	284.514
3.83546E-04	270.589
3.83555E-04	267.141
3.83582E-04	257.756
3.83600E-04	251.564
3.83625E-04	244.041
3.83646E-04	237.514
3.83649E-04	236.662
3.83691E-04	224.83
3.83697E-04	223.278
3.83737E-04	213.309
3.83746E-04	211.189
3.83782E-04	202.807
3.83794E-04	200.257
3.83842E-04	190.167
3.83891E-04	181.134
3.83903E-04	178.897
3.83939E-04	172.801
3.83963E-04	168.773
3.83988E-04	165.099
3.84024E-04	159.64
3.84042E-04	157.14
3.84084E-04	151.362
3.84096E-04	149.845
3.84145E-04	143.833
3.84151E-04	143.14
3.84205E-04	136.959
3.84260E-04	131.396
3.84296E-04	127.718
3.84314E-04	126.072
3.84369E-04	121.176
3.84387E-04	119.556
3.84423E-04	116.643
3.84478E-04	112.309
3.84496E-04	111.004
3.84568E-04	105.832
3.84641E-04	101.186
3.84662E-04	99.8418
3.84714E-04	96.8768
3.84756E-04	94.4547
3.84786E-04	92.8764
3.84850E-04	89.5881
3.84859E-04	89.1578
3.84931E-04	85.7427
3.84944E-04	85.1775
3.85004E-04	82.5817
3.85037E-04	81.165
3.85095E-04	78.9533
3.85178E-04	75.7791
3.85185E-04	75.5221
3.85276E-04	72.4642
3.85319E-04	71.0479
3.85367E-04	69.5995
3.85458E-04	66.9043
3.85461E-04	66.8151
3.85548E-04	64.4894
3.85603E-04	63.0556
3.85639E-04	62.192
3.85730E-04	60.0476
3.85745E-04	59.6925
3.85836E-04	57.7597
3.85887E-04	56.6722
3.85942E-04	55.6229
3.86029E-04	53.9441
3.86048E-04	53.6263
3.86153E-04	51.7854
3.86172E-04	51.4717
3.86259E-04	50.1087
3.86385E-04	48.173
3.86418E-04	47.7197
3.86577E-04	45.576
3.86607E-04	45.1707
3.86713E-04	43.9145
3.86834E-04	42.4886
3.86849E-04	42.3299
3.86985E-04	40.911
3.87061E-04	40.1276
3.87121E-04	39.5662
3.87258E-04	38.311
3.87288E-04	38.0336
3.87394E-04	37.1597
3.87515E-04	36.1678
3.87598E-04	35.5527
3.87757E-04	34.3869
3.87938E-04	33.1984
3.88029E-04	32.608
3.88120E-04	32.0785
3.88301E-04	31.0263
3.88483E-04	30.0836
3.88573E-04	29.615
3.88664E-04	29.1969
3.88846E-04	28.3654
3.88936E-04	27.9517
3.89027E-04	27.5842
3.89224E-04	26.792
3.89269E-04	26.6101
3.89436E-04	26.0084
3.89572E-04	25.5187
3.89647E-04	25.2763
3.89859E-04	24.6012
3.90026E-04	24.0733
3.90071E-04	23.9471
3.90283E-04	23.3609
3.90479E-04	22.8197
3.90600E-04	22.5253
3.90812E-04	22.0131
3.90933E-04	21.7217
3.91084E-04	21.3977
3.91357E-04	20.8173
3.91387E-04	20.7531
3.91629E-04	20.2933
3.91841E-04	19.8928
3.91901E-04	19.7914
3.92173E-04	19.3371
3.92446E-04	18.8848
3.92854E-04	18.2921
3.93051E-04	18.0082
3.93156E-04	17.8728
3.93489E-04	17.4494
3.93656E-04	17.2385
3.93822E-04	17.051
3.94155E-04	16.6776
3.94291E-04	16.5254
3.94487E-04	16.3298
3.94820E-04	16
3.94956E-04	15.8656
3.95319E-04	15.5536
3.95803E-04	15.1397
3.95954E-04	15.0108
3.96257E-04	14.7889
3.96711E-04	14.4574
3.96922E-04	14.3033
3.97164E-04	14.1491
3.97618E-04	13.8611
3.97830E-04	13.7271
3.98072E-04	13.5938
3.98677E-04	13.2616
3.99040E-04	13.0631
3.99282E-04	12.9487
3.99887E-04	12.6637
4.00250E-04	12.4933
4.00492E-04	12.3938
4.01097E-04	12.146
4.01460E-04	11.9977
4.01702E-04	11.9102
4.02307E-04	11.6921
4.02670E-04	11.5616
4.02912E-04	11.4857
4.03517E-04	11.2965
4.04122E-04	11.1078
4.04485E-04	10.9949
4.05030E-04	10.8489
4.05937E-04	10.6063
4.06300E-04	10.5095
4.06845E-04	10.3834
4.07752E-04	10.1739
4.08478E-04	10.0067
4.08841E-04	9.93337
4.09930E-04	9.71413
4.10656E-04	9.56836
4.11079E-04	9.49336
4.11927E-04	9.34371
4.13197E-04	9.11975
4.13560E-04	9.05592
4.14407E-04	8.92229
4.15496E-04	8.75087
4.16464E-04	8.5988
4.16585E-04	8.58134
4.17674E-04	8.42458
4.18763E-04	8.26814
4.19852E-04	8.11201
4.20739E-04	7.98508
4.21737E-04	7.84255
4.22735E-04	7.70032
4.23733E-04	7.55841
4.24731E-04	7.41687
4.25729E-04	7.27573
4.26061E-04	7.22881
4.26462E-04	7.16758
4.27264E-04	7.04544
4.28066E-04	6.92369
4.28467E-04	6.86304
4.28868E-04	6.79561
4.29629E-04	6.66803
4.30350E-04	6.54775
4.30710E-04	6.48787
4.30891E-04	6.45415
4.31431E-04	6.35338
4.31972E-04	6.25304
4.32152E-04	6.21975
4.32469E-04	6.15446
4.32943E-04	6.05695
4.33418E-04	5.95995
4.33893E-04	5.85068
4.34367E-04	5.74208
4.34684E-04	5.6702
4.34842E-04	5.62938
4.35317E-04	5.50782
4.35634E-04	5.42736
4.35950E-04	5.33671
4.36267E-04	5.24665
4.36583E-04	5.15727
4.36900E-04	5.05537
4.37216E-04	4.95433
4.37480E-04	4.87089
4.37743E-04	4.77772
4.38007E-04	4.68543
4.38271E-04	4.58482
4.38535E-04	4.48533
4.38798E-04	4.3763
4.39062E-04	4.26873
4.39326E-04	4.15071
4.39550E-04	4.05211
4.39603E-04	4.02632
4.39788E-04	3.93744
4.39972E-04	3.84982
4.39999E-04	3.8375
4.40157E-04	3.75507
4.40341E-04	3.66047
4.40447E-04	3.60742
4.40526E-04	3.56344
4.40711E-04	3.46281
4.40783E-04	3.4241
4.40869E-04	3.37401
4.41067E-04	3.26109
4.41120E-04	3.23188
4.41265E-04	3.14443
4.41383E-04	3.07526
4.41462E-04	3.02502
4.41594E-04	2.94383
4.41713E-04	2.87283
4.41726E-04	2.86423
4.41858E-04	2.78076
4.41977E-04	2.70809
4.42095E-04	2.63197
4.42214E-04	2.55874
4.42267E-04	2.52764
4.42333E-04	2.4855
4.42451E-04	2.41331
4.42544E-04	2.36036
4.42570E-04	2.34418
4.42689E-04	2.27603
4.42808E-04	2.21318
4.42821E-04	2.20679
4.42900E-04	2.16698
4.42992E-04	2.12459
4.43084E-04	2.08673
4.43177E-04	2.05393
4.43256E-04	2.03071
4.43269E-04	2.02725
4.43361E-04	2.0095
4.43401E-04	2.00501
4.43454E-04	2.00116
4.43500E-04	2.00192
4.43546E-04	2.00477
4.43582E-04	2.01087
4.43645E-04	2.02454
4.43651E-04	2.02671
4.43704E-04	2.04666
4.43719E-04	2.05305
4.43757E-04	2.07342
4.43793E-04	2.09481
4.43797E-04	2.09715
4.43836E-04	2.12729
4.43867E-04	2.15295
4.43876E-04	2.16083
4.43902E-04	2.18745
4.43927E-04	2.21351
4.43942E-04	2.22981
4.43950E-04	2.2402
4.43973E-04	2.27035
4.43996E-04	2.30165
4.44016E-04	2.32946
4.44021E-04	2.33668
4.44041E-04	2.36934
4.44065E-04	2.41177
4.44087E-04	2.44992
4.44100E-04	2.47422
4.44106E-04	2.48762
4.44116E-04	2.5082
4.44136E-04	2.5503
4.44156E-04	2.59376
4.44159E-04	2.60122
4.44172E-04	2.63367
4.44192E-04	2.68371
4.44209E-04	2.72881
4.44225E-04	2.7707
4.44243E-04	2.82509
4.44258E-04	2.87074
4.44278E-04	2.93329
4.44295E-04	2.98835
4.44297E-04	2.99524
4.44311E-04	3.04631
4.44331E-04	3.12046
4.44350E-04	3.19701
4.44367E-04	3.26275
4.44387E-04	3.35039
4.44404E-04	3.42941
4.44423E-04	3.5186
4.44428E-04	3.54252
4.44436E-04	3.5852
4.44453E-04	3.67267
4.44469E-04	3.76258
4.44489E-04	3.8739
4.44509E-04	3.99673
4.44526E-04	4.10767
4.44543E-04	4.22204
4.44545E-04	4.23331
4.44562E-04	4.35814
4.44584E-04	4.52465
4.44591E-04	4.57605
4.44607E-04	4.70505
4.44622E-04	4.83856
4.44639E-04	4.98338
4.44647E-04	5.05812
4.44655E-04	5.13722
4.44672E-04	5.30039
4.44690E-04	5.48601
4.44697E-04	5.55614
4.44710E-04	5.70403
4.44730E-04	5.93473
4.44746E-04	6.13499
4.44749E-04	6.17729
4.44769E-04	6.44153
4.44789E-04	6.71712
4.44796E-04	6.81311
4.44809E-04	7.01576
4.44829E-04	7.33324
4.44845E-04	7.61068
4.44850E-04	7.69783
4.44867E-04	8.01677
4.44878E-04	8.22257
4.44885E-04	8.3541
4.44902E-04	8.71409
4.44911E-04	8.91104
4.44919E-04	9.09704
4.44938E-04	9.53701
4.44944E-04	9.68889
4.44959E-04	10.0813
4.44977E-04	10.569
4.44980E-04	10.6677
4.45002E-04	11.3103
4.45010E-04	11.5723
4.45016E-04	11.7688
4.45030E-04	12.2577
4.45044E-04	12.7615
4.45044E-04	12.7677
4.45064E-04	13.5486
4.45078E-04	14.1435
4.45084E-04	14.3891
4.45103E-04	15.3109
4.45112E-04	15.7451
4.45123E-04	16.3138
4.45135E-04	16.957
4.45143E-04	17.4142
4.45157E-04	18.2832
4.45158E-04	18.2936
4.45173E-04	19.311
4.45180E-04	19.7973
4.45189E-04	20.4157
4.45205E-04	21.5989
4.45221E-04	22.8927
4.45231E-04	23.8054
4.45237E-04	24.2781
4.45252E-04	25.7784
4.45258E-04	26.3083
4.45268E-04	27.4005
4.45278E-04	28.4129
4.45284E-04	29.1555
4.45297E-04	30.729
4.45300E-04	31.0523
4.45316E-04	33.1072
4.45317E-04	33.2889
4.45332E-04	35.3392
4.45337E-04	36.1302
4.45347E-04	37.7535
4.45357E-04	39.26
4.45363E-04	40.3645
4.45376E-04	42.7068
4.45379E-04	43.1878
4.45395E-04	46.2465
4.45396E-04	46.517
4.45411E-04	49.5671
4.45416E-04	50.7437
4.45427E-04	53.156
4.45436E-04	55.3938
4.45442E-04	57.0328
4.45456E-04	60.5056
4.45458E-04	61.2179
4.45474E-04	65.7426
4.45475E-04	66.1423
4.45490E-04	70.642
4.45495E-04	72.3746
4.45506E-04	75.9221
4.45515E-04	79.2062
4.45521E-04	81.6077
4.45535E-04	86.6845
4.45537E-04	87.724
4.45553E-04	94.3101
4.45554E-04	94.8901
4.45569E-04	101.409
4.45574E-04	103.911
4.45585E-04	109.025
4.45594E-04	113.742
4.45601E-04	117.185
4.45614E-04	124.437
4.45616E-04	125.919
4.45632E-04	135.277
4.45635E-04	136.917
4.45648E-04	145.295
4.45656E-04	150.565
4.45663E-04	155.05
4.45677E-04	165.445
4.45682E-04	169.302
4.45698E-04	181.573
4.45702E-04	184.702
4.45719E-04	199.049
4.45722E-04	201.299
4.45740E-04	217.935
4.45742E-04	219.145
4.45762E-04	238.285
4.45781E-04	258.782
4.45783E-04	260.218
4.45801E-04	280.687
4.45809E-04	289.886
4.45821E-04	303.948
4.45835E-04	321.928
4.45841E-04	328.584
4.45862E-04	356.563
4.45867E-04	363.673
4.45888E-04	393.586
4.45891E-04	397.382
4.45914E-04	433.084
4.45938E-04	470.773
4.45941E-04	475.153
4.45973E-04	528.464
4.45980E-04	542.397
4.46004E-04	584.762
4.46020E-04	614.156
4.46046E-04	663.73
4.46086E-04	740.984
4.46111E-04	790.049
4.46183E-04	933.286
4.46209E-04	982.055
4.46235E-04	1031.17
4.46252E-04	1062.42
4.46278E-04	1107.74
4.46292E-04	1129.79
4.46318E-04	1170.44
4.46329E-04	1186.13
4.46358E-04	1224.96
4.46363E-04	1231.71
4.46392E-04	1263.97
4.46394E-04	1267.05
4.46424E-04	1293.51
4.46426E-04	1295.27
4.46456E-04	1314.24
4.46462E-04	1317.92
4.46487E-04	1327.1
4.46499E-04	1330.66
4.46499E-04	1330.77
4.46527E-04	1332.81
4.46528E-04	1332.82
4.46560E-04	1327.08
4.46563E-04	1325.93
4.46587E-04	1315.69
4.46595E-04	1311.04
4.46621E-04	1293.43
4.46629E-04	1286.53
4.46661E-04	1257.03
4.46666E-04	1251.06
4.46700E-04	1210.32
4.46706E-04	1203.28
4.46727E-04	1174.04
4.46749E-04	1140.17
4.46766E-04	1113.52
4.46801E-04	1056.07
4.46806E-04	1047.07
4.46853E-04	961.59
4.46859E-04	951.776
4.46962E-04	759.529
4.46980E-04	725.383
4.47001E-04	687.513
4.47028E-04	640.764
4.47043E-04	613.867
4.47070E-04	569.69
4.47075E-04	561.246
4.47101E-04	519.649
4.47107E-04	511.704
4.47133E-04	472.646
4.47138E-04	465.233
4.47165E-04	428.797
4.47186E-04	401.503
4.47188E-04	398.137
4.47207E-04	375.73
4.47215E-04	366.264
4.47228E-04	351.35
4.47241E-04	336.661
4.47249E-04	328.356
4.47268E-04	309.286
4.47270E-04	306.727
