E(MeV)	"HF-178(N,TOT)"
7.18022E-04	617.926
7.18039E-04	635.653
7.18079E-04	676.584
7.18096E-04	695.974
7.18132E-04	736.85
7.18147E-04	755.722
7.18178E-04	793.6
7.18199E-04	820.574
7.18225E-04	854.406
7.18251E-04	890.416
7.18271E-04	919.328
7.18319E-04	991.513
7.18333E-04	1012.2
7.18368E-04	1067.67
7.18395E-04	1112.15
7.18430E-04	1171.24
7.18457E-04	1218.65
7.18519E-04	1330.85
7.18522E-04	1337.38
7.18612E-04	1507.6
7.18787E-04	1848.63
7.18809E-04	1892.82
7.18868E-04	2000.86
7.18887E-04	2036.3
7.18946E-04	2136.76
7.18961E-04	2162.3
7.19025E-04	2256.76
7.19036E-04	2273.07
7.19080E-04	2329
7.19091E-04	2342.87
7.19135E-04	2389.19
7.19146E-04	2400.64
7.19190E-04	2436.38
7.19201E-04	2445.18
7.19245E-04	2469.59
7.19256E-04	2475.55
7.19300E-04	2487.75
7.19315E-04	2491.67
7.19343E-04	2493.3
7.19360E-04	2490.65
7.19405E-04	2483.27
7.19410E-04	2480.87
7.19460E-04	2458.69
7.19465E-04	2454.89
7.19515E-04	2420.13
7.19520E-04	2415.08
7.19564E-04	2374.24
7.19578E-04	2358.52
7.19630E-04	2298.28
7.19636E-04	2290.78
7.19696E-04	2207.65
7.19703E-04	2196.9
7.19779E-04	2078.05
7.19790E-04	2059.08
7.19870E-04	1920.98
7.19906E-04	1855.99
7.20060E-04	1574.57
7.20098E-04	1505.94
7.20153E-04	1410.79
7.20201E-04	1327.77
7.20222E-04	1294.34
7.20270E-04	1216.59
7.20291E-04	1185.33
7.20339E-04	1112.62
7.20343E-04	1107.79
7.20394E-04	1035.67
7.20408E-04	1016.5
7.20451E-04	960.756
7.20459E-04	949.645
7.20496E-04	905.973
7.20511E-04	887.314
7.20540E-04	854.37
7.20559E-04	833.121
7.20585E-04	806.047
7.20607E-04	782.659
7.20630E-04	760.855
7.20656E-04	735.779
7.20675E-04	718.667
7.20704E-04	692.31
7.20719E-04	679.342
7.20752E-04	652.059
7.20764E-04	642.728
7.20800E-04	614.831
7.20810E-04	607.437
7.20848E-04	580.423
7.20859E-04	573.59
7.20896E-04	548.631
7.20907E-04	542.384
7.20955E-04	513.345
7.20958E-04	511.277
7.21003E-04	486.884
7.21020E-04	477.535
7.21051E-04	462.245
7.21082E-04	447.009
7.21099E-04	439.308
7.21144E-04	419.356
7.21148E-04	417.957
7.21203E-04	395.663
7.21206E-04	394.275
7.21265E-04	372.739
7.21268E-04	371.478
7.21327E-04	351.863
7.21330E-04	350.714
7.21388E-04	332.808
7.21392E-04	331.759
7.21450E-04	315.451
7.21461E-04	312.583
7.21512E-04	299.504
7.21530E-04	295.161
7.21574E-04	284.829
7.21598E-04	279.286
7.21636E-04	271.296
7.21667E-04	264.783
7.21705E-04	257.462
7.21736E-04	251.495
7.21781E-04	243.55
7.21805E-04	239.288
7.21856E-04	231.007
7.21908E-04	222.758
7.21932E-04	219.296
7.21997E-04	209.933
7.22008E-04	208.564
7.22052E-04	202.654
7.22083E-04	198.892
7.22159E-04	189.73
7.22163E-04	189.315
7.22235E-04	181.498
7.22273E-04	177.417
7.22321E-04	172.739
7.22383E-04	166.745
7.22417E-04	163.733
7.22493E-04	157.132
7.22514E-04	155.497
7.22603E-04	148.437
7.22610E-04	147.942
7.22706E-04	141.037
7.22713E-04	140.546
7.22803E-04	134.702
7.22823E-04	133.358
7.22899E-04	128.883
7.22961E-04	125.234
7.22995E-04	123.405
7.23098E-04	117.938
7.23209E-04	112.674
7.23236E-04	111.362
7.23319E-04	107.786
7.23374E-04	105.409
7.23429E-04	103.241
7.23511E-04	99.9984
7.23539E-04	99.0093
7.23649E-04	95.0646
7.23787E-04	90.554
7.23814E-04	89.7396
7.23924E-04	86.4936
7.23993E-04	84.4705
7.24062E-04	82.6729
7.24199E-04	79.0891
7.24337E-04	75.8969
7.24406E-04	74.3054
7.24475E-04	72.8764
7.24612E-04	70.0266
7.24819E-04	66.1841
7.25025E-04	62.7174
7.25190E-04	60.2114
7.25245E-04	59.3784
7.25356E-04	57.8665
7.25466E-04	56.3587
7.25521E-04	55.6718
7.25686E-04	53.6163
7.25906E-04	51.1176
7.25934E-04	50.8368
7.26181E-04	48.3189
7.26236E-04	47.761
7.26346E-04	46.7742
7.26567E-04	44.8059
7.26787E-04	43.0273
7.27007E-04	41.4139
7.27124E-04	40.559
7.27227E-04	39.883
7.27447E-04	38.4444
7.27461E-04	38.3547
7.27668E-04	37.1424
7.27798E-04	36.3768
7.27998E-04	35.3191
7.28136E-04	34.5918
7.28246E-04	34.0631
7.28473E-04	32.9752
7.28521E-04	32.7647
7.28796E-04	31.5648
7.28810E-04	31.505
7.29071E-04	30.4852
7.29316E-04	29.5348
7.29347E-04	29.4285
7.29622E-04	28.486
7.29828E-04	27.7806
7.29897E-04	27.5719
7.30310E-04	26.3234
7.30344E-04	26.2196
7.30654E-04	25.386
7.30860E-04	24.8315
7.30998E-04	24.4996
7.31342E-04	23.6716
7.31377E-04	23.589
7.31686E-04	22.9176
7.31893E-04	22.4709
7.32030E-04	22.202
7.32374E-04	21.5309
7.32460E-04	21.3636
7.32890E-04	20.6143
7.33131E-04	20.1956
7.33269E-04	19.9822
7.33682E-04	19.3433
7.33802E-04	19.1573
7.34095E-04	18.7507
7.34473E-04	18.2254
7.34508E-04	18.1814
7.34920E-04	17.6551
7.35127E-04	17.4157
7.35746E-04	16.6993
7.35815E-04	16.6199
7.36366E-04	16.0538
7.36641E-04	15.7713
7.36985E-04	15.4529
7.37467E-04	15.0079
7.37604E-04	14.8925
7.38223E-04	14.3742
7.38292E-04	14.3167
7.38843E-04	13.9052
7.39462E-04	13.4432
7.39531E-04	13.3919
7.40081E-04	13.0294
7.40769E-04	12.577
7.40907E-04	12.496
7.41733E-04	12.0113
7.42008E-04	11.8501
7.42559E-04	11.5584
7.43247E-04	11.1945
7.43453E-04	11.0934
7.44072E-04	10.7907
7.44417E-04	10.6359
7.45380E-04	10.2033
7.45724E-04	10.0491
7.46343E-04	9.79712
7.47238E-04	9.43367
7.47375E-04	9.37782
7.48064E-04	9.12028
7.49027E-04	8.76025
7.49302E-04	8.66421
7.50581E-04	8.21881
7.50715E-04	8.17226
7.51940E-04	7.77473
7.53246E-04	7.35166
7.53299E-04	7.33557
7.53752E-04	7.19795
7.55016E-04	6.81414
7.56281E-04	6.43099
7.56618E-04	6.329
7.57546E-04	6.05601
7.58810E-04	5.68447
7.60075E-04	5.3137
7.60918E-04	5.06699
7.61761E-04	4.8207
7.62604E-04	4.57485
7.62942E-04	4.47671
7.63448E-04	4.32466
7.64291E-04	4.0718
7.65134E-04	3.81956
7.65471E-04	3.71894
7.65977E-04	3.56272
7.66820E-04	3.30313
7.67579E-04	3.07031
7.67663E-04	3.0436
7.68506E-04	2.77749
7.69139E-04	2.57869
7.69771E-04	2.38066
7.70403E-04	2.18042
7.71036E-04	1.98116
7.71668E-04	1.78301
7.72300E-04	1.58611
7.72596E-04	1.49493
7.72933E-04	1.3936
7.73439E-04	1.24301
7.73565E-04	1.20662
7.73987E-04	1.08641
7.74408E-04	0.971636
7.74535E-04	0.938493
7.74745E-04	0.883994
7.75051E-04	0.808199
7.75083E-04	0.80071
7.75315E-04	0.746604
7.75494E-04	0.70694
7.75578E-04	0.688566
7.75789E-04	0.645212
7.75905E-04	0.622672
7.75968E-04	0.610647
7.76126E-04	0.582272
7.76284E-04	0.555619
7.76390E-04	0.539028
7.76427E-04	0.533403
7.76558E-04	0.514758
7.76664E-04	0.500908
7.76769E-04	0.488063
7.76811E-04	0.483283
7.76843E-04	0.479863
7.76935E-04	0.470649
7.77009E-04	0.46391
7.77064E-04	0.459238
7.77143E-04	0.453152
7.77206E-04	0.448798
7.77233E-04	0.447182
7.77270E-04	0.445114
7.77317E-04	0.442777
7.77380E-04	0.440099
7.77422E-04	0.4386
7.77465E-04	0.437336
7.77504E-04	0.436368
7.77541E-04	0.435659
7.77565E-04	0.435325
7.77578E-04	0.435219
7.77615E-04	0.435116
7.77649E-04	0.435196
7.77681E-04	0.435425
7.77712E-04	0.435804
7.77744E-04	0.436335
7.77773E-04	0.436958
7.77812E-04	0.438021
7.77839E-04	0.438868
7.77865E-04	0.439828
7.77891E-04	0.440903
7.77918E-04	0.442094
7.77944E-04	0.443401
7.77970E-04	0.444828
7.77981E-04	0.445447
7.77997E-04	0.446491
7.78023E-04	0.448351
7.78050E-04	0.450336
7.78081E-04	0.452883
7.78106E-04	0.45503
7.78131E-04	0.457293
7.78156E-04	0.459674
7.78181E-04	0.462174
7.78208E-04	0.464937
7.78234E-04	0.467836
7.78260E-04	0.470872
7.78287E-04	0.474048
7.78313E-04	0.477365
7.78339E-04	0.480825
7.78360E-04	0.48371
7.78366E-04	0.484467
7.78392E-04	0.488401
7.78432E-04	0.494581
7.78471E-04	0.501104
7.78497E-04	0.505646
7.78529E-04	0.511305
7.78561E-04	0.517194
7.78592E-04	0.523316
7.78624E-04	0.529676
7.78645E-04	0.534091
7.78661E-04	0.537525
7.78698E-04	0.545874
7.78735E-04	0.554564
7.78771E-04	0.563601
7.78819E-04	0.575743
7.78866E-04	0.588486
7.78914E-04	0.601843
7.78961E-04	0.615831
7.79014E-04	0.632132
7.79024E-04	0.635557
7.79067E-04	0.649643
7.79119E-04	0.668093
7.79172E-04	0.687409
7.79235E-04	0.711765
7.79298E-04	0.737446
7.79341E-04	0.755479
7.79362E-04	0.764698
7.79425E-04	0.793768
7.79499E-04	0.829537
7.79572E-04	0.867376
7.79646E-04	0.907367
7.79657E-04	0.913401
7.79720E-04	0.950218
7.79804E-04	1.00217
7.79889E-04	1.0573
7.79916E-04	1.0763
7.79973E-04	1.11638
7.80057E-04	1.17924
7.80150E-04	1.25261
7.80224E-04	1.31466
7.80243E-04	1.33084
7.80335E-04	1.41485
7.80428E-04	1.50399
7.80472E-04	1.54897
7.80510E-04	1.58801
7.80593E-04	1.67706
7.80675E-04	1.77077
7.80757E-04	1.8702
7.80784E-04	1.90378
7.80896E-04	2.05018
7.80985E-04	2.17343
7.81042E-04	2.25701
7.81073E-04	2.30399
7.81162E-04	2.44266
7.81280E-04	2.6393
7.81305E-04	2.68416
7.81372E-04	2.80504
7.81474E-04	2.99702
7.81558E-04	3.16685
7.81575E-04	3.20116
7.81676E-04	3.41959
7.81777E-04	3.65138
7.81811E-04	3.73339
7.81878E-04	3.89898
7.81980E-04	4.16252
7.82064E-04	4.3956
7.82081E-04	4.44266
7.82182E-04	4.74229
7.82283E-04	5.06031
7.82317E-04	5.17286
7.82384E-04	5.40004
7.82494E-04	5.79294
7.82570E-04	6.08367
7.82608E-04	6.23038
7.82722E-04	6.70139
7.82823E-04	7.14971
7.82835E-04	7.20627
7.82949E-04	7.75143
7.83063E-04	8.33569
7.83076E-04	8.40532
7.83177E-04	8.96636
7.83244E-04	9.36766
7.83291E-04	9.64522
7.83404E-04	10.3765
7.83413E-04	10.4347
7.83518E-04	11.1666
7.83581E-04	11.6386
7.83632E-04	12.0186
7.83746E-04	12.9382
7.83750E-04	12.9749
7.83860E-04	13.9343
7.83919E-04	14.4911
7.83973E-04	15.0112
7.84087E-04	16.1766
7.84201E-04	17.4428
7.84256E-04	18.102
7.84315E-04	18.8162
7.84425E-04	20.2517
7.84429E-04	20.3073
7.84543E-04	21.9328
7.84593E-04	22.7169
7.84656E-04	23.7031
7.84762E-04	25.4891
7.84770E-04	25.6327
7.84884E-04	27.7435
7.84888E-04	27.8287
7.84998E-04	30.0549
7.85015E-04	30.4289
7.85112E-04	32.5896
7.85141E-04	33.309
7.85226E-04	35.3743
7.85268E-04	36.5062
7.85339E-04	38.4398
7.85394E-04	40.0637
7.85453E-04	41.8212
7.85521E-04	44.0199
7.85554E-04	45.1249
7.85647E-04	48.4397
7.85656E-04	48.7426
7.85757E-04	52.7158
7.85774E-04	53.4413
7.85858E-04	57.0872
7.85900E-04	59.0885
7.85959E-04	61.9052
7.86027E-04	65.4473
7.86060E-04	67.2282
7.86128E-04	71.091
7.86153E-04	72.6393
7.86195E-04	75.2317
7.86237E-04	78.0058
7.86263E-04	79.6766
7.86322E-04	83.8535
7.86330E-04	84.4525
7.86398E-04	89.5936
7.86406E-04	90.2842
7.86465E-04	95.1359
7.86490E-04	97.3732
7.86532E-04	101.116
7.86570E-04	104.79
7.86621E-04	109.707
7.86646E-04	112.379
7.86680E-04	115.955
7.86722E-04	120.741
7.86739E-04	122.663
7.86798E-04	129.874
7.86857E-04	137.646
7.86874E-04	140.033
7.86916E-04	146.024
7.86950E-04	151.184
7.86975E-04	155.069
7.87026E-04	163.425
7.87030E-04	164.124
7.87102E-04	177.065
7.87106E-04	177.83
7.87173E-04	191.359
7.87182E-04	193.058
7.87232E-04	204.156
7.87241E-04	206.141
7.87283E-04	216.1
7.87308E-04	222.516
7.87333E-04	228.958
7.87376E-04	240.499
7.87384E-04	242.816
7.87432E-04	257.131
7.87443E-04	260.467
7.87479E-04	271.856
7.87510E-04	282.621
7.87525E-04	287.665
7.87572E-04	304.658
7.87578E-04	307.144
7.87618E-04	322.95
7.87645E-04	334.557
7.87664E-04	342.623
7.87700E-04	358.979
7.87711E-04	363.807
7.87757E-04	386.621
7.87763E-04	389.958
7.87801E-04	410.051
7.87827E-04	424.607
7.87865E-04	446.522
7.87890E-04	462.623
7.87928E-04	486.861
7.87953E-04	504.652
7.87991E-04	531.434
7.88016E-04	551.062
7.88054E-04	580.606
7.88080E-04	602.215
7.88117E-04	634.736
7.88143E-04	658.351
7.88174E-04	687.965
7.88206E-04	719.987
7.88231E-04	745.683
7.88269E-04	787.225
7.88288E-04	808.056
7.88332E-04	860.242
7.88345E-04	875.19
7.88391E-04	933.784
7.88402E-04	947.135
7.88455E-04	1017.99
7.88467E-04	1036.03
7.88522E-04	1114.41
7.88543E-04	1146.38
7.88590E-04	1216.85
7.88657E-04	1325.56
7.88691E-04	1379.99
7.88859E-04	1667.31
7.88934E-04	1793.3
7.88989E-04	1887.58
7.89025E-04	1944.2
7.89075E-04	2024.83
7.89116E-04	2083.73
7.89161E-04	2149.71
7.89176E-04	2169.27
7.89224E-04	2229.8
7.89244E-04	2252.26
7.89291E-04	2304.32
7.89311E-04	2322.49
7.89359E-04	2364.5
7.89379E-04	2377.92
7.89426E-04	2408.83
7.89446E-04	2417.03
7.89498E-04	2437.39
7.89500E-04	2437.78
7.89560E-04	2446.01
7.89562E-04	2446.2
7.89608E-04	2440.32
7.89635E-04	2436.69
7.89676E-04	2420.89
7.89703E-04	2410.13
7.89743E-04	2384.62
7.89770E-04	2367.42
7.89804E-04	2338.61
7.89841E-04	2306.7
7.89864E-04	2281.78
7.89912E-04	2231.67
7.89939E-04	2198.31
7.89994E-04	2129.17
7.90040E-04	2065.31
7.90101E-04	1979.88
7.90175E-04	1866.76
7.90242E-04	1763.88
7.90364E-04	1575.36
7.90411E-04	1503.99
7.90440E-04	1460.52
7.90495E-04	1379.94
7.90520E-04	1344.66
7.90579E-04	1262.54
7.90605E-04	1229.63
7.90664E-04	1153.04
7.90668E-04	1147.98
7.90731E-04	1072.33
7.90748E-04	1052.22
7.90794E-04	1001
7.90811E-04	982.428
7.90862E-04	930.543
7.90875E-04	917.613
7.90931E-04	863.899
7.90946E-04	850.019
7.91001E-04	802.469
7.91005E-04	798.823
7.91064E-04	751.478
7.91071E-04	746.778
7.91123E-04	707.754
7.91140E-04	696.196
7.91182E-04	667.388
7.91186E-04	664.723
7.91241E-04	630.175
7.91245E-04	627.718
7.91300E-04	595.863
7.91305E-04	593.597
7.91359E-04	564.223
7.91364E-04	562.143
7.91423E-04	533.117
7.91427E-04	531.049
7.91482E-04	506.565
7.91503E-04	497.173
7.91541E-04	481.839
7.91578E-04	466.545
7.91600E-04	458.823
7.91654E-04	438.8
7.91659E-04	437.397
7.91726E-04	415.016
7.91730E-04	413.621
7.91794E-04	394.525
7.91806E-04	390.715
7.91861E-04	375.618
7.91882E-04	369.827
7.91928E-04	358.145
7.91958E-04	350.73
7.91996E-04	341.988
7.92038E-04	332.3
7.92063E-04	326.981
7.92122E-04	314.6
7.92131E-04	312.981
7.92198E-04	300.059
7.92207E-04	298.447
7.92283E-04	285.139
7.92291E-04	283.664
7.92367E-04	271.451
7.92375E-04	270.097
7.92451E-04	259.076
7.92502E-04	251.747
7.92535E-04	247.395
7.92620E-04	236.544
7.92628E-04	235.461
7.92704E-04	226.664
7.92734E-04	223.251
7.92788E-04	217.502
7.92860E-04	210.002
7.92873E-04	208.808
7.92974E-04	199.277
7.92987E-04	198.089
7.93075E-04	190.553
7.93113E-04	187.331
7.93176E-04	182.448
7.93239E-04	177.577
7.93277E-04	174.909
7.93366E-04	168.7
7.93379E-04	167.888
7.93480E-04	161.406
7.93492E-04	160.597
7.93632E-04	152.598
7.93682E-04	149.697
7.93750E-04	146.25
7.93851E-04	141.092
7.93884E-04	139.542
7.94019E-04	133.358
7.94154E-04	127.772
7.94188E-04	126.379
7.94289E-04	122.581
7.94357E-04	120.055
7.94424E-04	117.75
7.94525E-04	114.301
7.94559E-04	113.249
7.94694E-04	109.05
7.94837E-04	105.045
7.94947E-04	101.99
7.94989E-04	100.949
7.95141E-04	97.2117
7.95200E-04	95.7612
7.95292E-04	93.7316
7.95444E-04	90.4172
7.95453E-04	90.2335
7.95672E-04	85.9578
7.95706E-04	85.3018
7.95900E-04	81.9086
7.95959E-04	80.8782
7.96077E-04	79.0163
7.96211E-04	76.8929
7.96279E-04	75.9378
7.96481E-04	73.0788
7.96511E-04	72.6626
7.96684E-04	70.4645
7.96772E-04	69.3408
7.96886E-04	68.0511
7.97088E-04	65.7628
7.97164E-04	64.9062
7.97291E-04	63.6518
7.97556E-04	61.0233
7.97594E-04	60.691
7.97847E-04	58.4813
7.97948E-04	57.5991
7.98100E-04	56.4219
7.98340E-04	54.5615
7.98353E-04	54.4732
7.98606E-04	52.7105
7.98669E-04	52.2705
7.98859E-04	51.075
7.99065E-04	49.7753
7.99112E-04	49.512
7.99462E-04	47.5295
7.99491E-04	47.3779
7.99765E-04	45.9728
7.99858E-04	45.498
8.00060E-04	44.5758
8.00355E-04	43.2332
8.00452E-04	42.7928
8.00651E-04	42.0047
8.01047E-04	40.4317
8.01093E-04	40.2693
8.01536E-04	38.7227
8.01641E-04	38.3551
8.01978E-04	37.3142
8.02274E-04	36.4051
8.02358E-04	36.1745
8.02737E-04	35.1385
8.02906E-04	34.6787
8.03117E-04	34.1653
8.03496E-04	33.2425
8.03538E-04	33.1401
8.03876E-04	32.4041
8.04171E-04	31.7611
8.04445E-04	31.2304
8.05014E-04	30.1303
8.05520E-04	29.2657
8.05773E-04	28.834
8.06025E-04	28.4468
8.06531E-04	27.6733
8.07037E-04	26.9884
8.07543E-04	26.3043
8.08049E-04	25.704
8.08555E-04	25.1044
8.08808E-04	24.8381
8.09567E-04	24.0404
8.10325E-04	23.3293
8.10578E-04	23.0925
8.11084E-04	22.6776
8.11843E-04	22.0561
8.12096E-04	21.8491
8.12602E-04	21.4921
8.13361E-04	20.9572
8.13614E-04	20.7791
8.14119E-04	20.4683
8.14878E-04	20.0026
8.15131E-04	19.8475
8.15637E-04	19.5741
8.16649E-04	19.0278
8.17661E-04	18.5425
8.18166E-04	18.3001
8.18672E-04	18.0863
8.19684E-04	17.6591
8.20190E-04	17.4457
8.20696E-04	17.2597
8.21792E-04	16.8568
8.22382E-04	16.6402
8.22972E-04	16.4507
8.24153E-04	16.0723
8.24743E-04	15.8832
8.25333E-04	15.7153
8.26429E-04	15.4036
8.26935E-04	15.2598
8.27441E-04	15.1321
8.28958E-04	14.7492
8.29970E-04	14.4942
8.30476E-04	14.3809
8.31994E-04	14.0411
8.33005E-04	13.8149
8.33511E-04	13.7118
8.35029E-04	13.4028
8.36041E-04	13.197
8.36547E-04	13.1023
8.38064E-04	12.8182
8.39413E-04	12.566
8.40762E-04	12.314
8.42280E-04	12.0308
8.43292E-04	11.8423
8.44303E-04	11.6539
8.45315E-04	11.4658
8.46327E-04	11.2779
8.47086E-04	11.1372
8.47170E-04	11.1215
8.47844E-04	10.9821
8.48603E-04	10.8254
8.49320E-04	10.6777
8.50015E-04	10.5346
8.50205E-04	10.4957
8.50711E-04	10.3774
8.51407E-04	10.2151
8.51870E-04	10.1071
8.52060E-04	10.0631
8.52334E-04	9.99092
8.52918E-04	9.83764
8.53445E-04	9.69947
8.53451E-04	9.69795
8.53973E-04	9.54472
8.54325E-04	9.44173
8.54517E-04	9.38554
8.54677E-04	9.33246
8.55028E-04	9.21559
8.55380E-04	9.09908
8.55722E-04	8.98635
8.55823E-04	8.94799
8.56118E-04	8.83615
8.56413E-04	8.72468
8.56619E-04	8.64695
8.56708E-04	8.60859
8.57003E-04	8.48123
8.57298E-04	8.35441
8.57504E-04	8.26608
8.57593E-04	8.22291
8.57858E-04	8.09402
8.58094E-04	7.98001
8.58330E-04	7.85243
8.58566E-04	7.72552
8.58684E-04	7.66244
8.58802E-04	7.59006
8.59038E-04	7.44616
8.59274E-04	7.30325
8.59348E-04	7.25896
8.59510E-04	7.14764
8.59709E-04	7.01206
8.59790E-04	6.95722
8.59872E-04	6.89561
8.60034E-04	6.77319
8.60196E-04	6.65166
8.60233E-04	6.62427
8.60358E-04	6.51977
8.60521E-04	6.38567
8.60602E-04	6.31925
8.60683E-04	6.24584
8.60845E-04	6.10045
8.60897E-04	6.05469
8.60993E-04	5.9613
8.61125E-04	5.8333
8.61192E-04	5.77
8.61258E-04	5.70012
8.61391E-04	5.56191
8.61487E-04	5.46338
8.61524E-04	5.42135
8.61656E-04	5.27205
8.61782E-04	5.13319
8.61789E-04	5.12422
8.61922E-04	4.96534
8.62003E-04	4.86997
8.62040E-04	4.82286
8.62143E-04	4.69316
8.62224E-04	4.59306
8.62246E-04	4.56337
8.62350E-04	4.42742
8.62445E-04	4.30391
8.62453E-04	4.29358
8.62556E-04	4.15241
8.62659E-04	4.01507
8.62667E-04	4.00558
8.62763E-04	3.87193
8.62851E-04	3.75259
8.62881E-04	3.7141
8.62925E-04	3.65235
8.62999E-04	3.55275
8.63072E-04	3.45686
8.63113E-04	3.40643
8.63146E-04	3.36404
8.63220E-04	3.27462
8.63294E-04	3.19065
8.63367E-04	3.11295
8.63389E-04	3.09176
8.63437E-04	3.04925
8.63478E-04	3.01758
8.63504E-04	3.00015
8.63566E-04	2.96534
8.63570E-04	2.96385
8.63633E-04	2.94737
8.63637E-04	2.94698
8.63677E-04	2.94853
8.63686E-04	2.95055
8.63729E-04	2.96601
8.63736E-04	2.97042
8.63773E-04	2.99865
8.63786E-04	3.01141
8.63802E-04	3.03106
8.63832E-04	3.0723
8.63836E-04	3.07838
8.63861E-04	3.12684
8.63884E-04	3.17393
8.63885E-04	3.17839
8.63913E-04	3.25278
8.63935E-04	3.31953
8.63963E-04	3.42198
8.63981E-04	3.4972
8.63985E-04	3.51348
8.64000E-04	3.5833
8.64018E-04	3.67737
8.64037E-04	3.7843
8.64051E-04	3.87639
8.64055E-04	3.90063
8.64073E-04	4.03085
8.64085E-04	4.11518
8.64094E-04	4.18894
8.64110E-04	4.33143
8.64118E-04	4.399
8.64127E-04	4.48741
8.64144E-04	4.65692
8.64151E-04	4.73724
8.64160E-04	4.84214
8.64171E-04	4.9747
8.64184E-04	5.13834
8.64190E-04	5.21144
8.64208E-04	5.47238
8.64215E-04	5.58429
8.64226E-04	5.75851
8.64240E-04	5.98965
8.64245E-04	6.07137
8.64258E-04	6.30827
8.64271E-04	6.55876
8.64274E-04	6.63384
8.64284E-04	6.82802
8.64302E-04	7.23925
8.64304E-04	7.2831
8.64319E-04	7.64588
8.64335E-04	8.06964
8.64335E-04	8.07957
8.64349E-04	8.45659
8.64359E-04	8.77644
8.64364E-04	8.92362
8.64379E-04	9.40135
8.64384E-04	9.56478
8.64393E-04	9.88679
8.64406E-04	10.3736
8.64406E-04	10.3875
8.64420E-04	10.9097
8.64429E-04	11.2772
8.64437E-04	11.6531
8.64451E-04	12.2507
8.64453E-04	12.3781
8.64470E-04	13.1679
8.64475E-04	13.4438
8.64488E-04	14.1077
8.64505E-04	15.0652
8.64508E-04	15.2364
8.64525E-04	16.33
8.64534E-04	16.91
8.64543E-04	17.5037
8.64556E-04	18.4497
8.64562E-04	18.88
8.64577E-04	20.0163
8.64586E-04	20.7332
8.64593E-04	21.3439
8.64608E-04	22.6331
8.64611E-04	22.8958
8.64628E-04	24.5623
8.64630E-04	24.7091
8.64646E-04	26.3529
8.64652E-04	26.9858
8.64665E-04	28.4348
8.64674E-04	29.4612
8.64686E-04	30.8534
8.64696E-04	32.1421
8.64703E-04	32.9858
8.64721E-04	35.4595
8.64723E-04	35.6612
8.64743E-04	38.5449
8.64746E-04	39.1115
8.64764E-04	41.8798
8.64772E-04	43.1061
8.64786E-04	45.6013
8.64797E-04	47.4575
8.64808E-04	49.6181
8.64826E-04	53.0572
8.64831E-04	53.9339
8.64853E-04	58.5777
8.64856E-04	59.2345
8.64876E-04	63.9157
8.64885E-04	66.0522
8.64903E-04	70.4
8.64915E-04	73.4915
8.64929E-04	77.4209
8.64944E-04	81.6028
8.64956E-04	85.0024
8.64974E-04	90.4173
8.64982E-04	93.1666
8.65003E-04	99.9632
8.65009E-04	101.934
8.65033E-04	110.304
8.65040E-04	112.956
8.65062E-04	121.418
8.65071E-04	124.847
8.65092E-04	133.33
8.65102E-04	137.624
8.65121E-04	146.051
8.65133E-04	151.309
8.65164E-04	165.849
8.65165E-04	166.576
8.65195E-04	181.329
8.65210E-04	189.048
8.65226E-04	197.647
8.65254E-04	213.23
8.65267E-04	220.692
8.65298E-04	238.97
8.65308E-04	245.124
8.65357E-04	275.505
8.65360E-04	277.363
8.65422E-04	318.138
8.65460E-04	344.325
8.65540E-04	398.754
8.65558E-04	410.76
8.65628E-04	458.302
8.65631E-04	460.204
8.65676E-04	488.252
8.65693E-04	498.856
8.65732E-04	521.388
8.65738E-04	524.575
8.65782E-04	547.963
8.65825E-04	567.732
8.65829E-04	569.716
8.65865E-04	583.519
8.65875E-04	587.29
8.65903E-04	596.065
8.65919E-04	600.882
8.65951E-04	608.17
8.65965E-04	611.142
8.65999E-04	615.856
8.66000E-04	616.007
8.66010E-04	617.142
8.66038E-04	618.36
8.66060E-04	618.927
8.66065E-04	618.833
8.66085E-04	617.631
8.66108E-04	615.94
8.66123E-04	613.773
8.66148E-04	609.97
8.66162E-04	606.722
8.66192E-04	599.82
8.66204E-04	596.276
8.66239E-04	585.172
8.66248E-04	581.924
8.66272E-04	572.946
8.66301E-04	560.307
8.66319E-04	552.499
8.66360E-04	532.224
8.66366E-04	529.265
8.66425E-04	496.995
8.66428E-04	495.272
8.66484E-04	462.084
8.66540E-04	427.376
8.66637E-04	367.087
8.66699E-04	329.073
8.66700E-04	328.624
8.66741E-04	305.044
8.66770E-04	288.058
8.66782E-04	281.611
8.66826E-04	257.717
8.66862E-04	239.807
8.66870E-04	235.382
8.66897E-04	222.812
8.66915E-04	214.537
8.66932E-04	206.753
8.66959E-04	195.236
8.66968E-04	191.647
8.66991E-04	182.192
8.67003E-04	177.516
8.67021E-04	170.999
8.67047E-04	161.35
8.67050E-04	160.347
8.67078E-04	150.947
8.67080E-04	150.481
8.67109E-04	141.282
8.67111E-04	140.829
8.67139E-04	132.741
8.67143E-04	131.481
8.67168E-04	124.802
8.67176E-04	122.866
8.67198E-04	117.44
8.67208E-04	114.946
8.67227E-04	110.627
8.67241E-04	107.68
8.67254E-04	104.938
8.67273E-04	101.032
8.67281E-04	99.6364
8.67306E-04	94.9583
8.67307E-04	94.7022
8.67334E-04	90.1608
8.67336E-04	89.7875
8.67360E-04	86.0177
8.67378E-04	83.3147
8.67387E-04	82.0922
