E(MeV)	"TA-181(N,TOT)"	
4.10890E-04	7.50278E+01	
4.10894E-04	7.39179E+01	
4.10910E-04	6.96855E+01	
4.10914E-04	6.86609E+01	
4.10931E-04	6.47668E+01	
4.10937E-04	6.34104E+01	
4.10949E-04	6.06754E+01	
4.10959E-04	5.86181E+01	
4.10967E-04	5.68779E+01	
4.10981E-04	5.42492E+01	
4.10985E-04	5.33592E+01	
4.11003E-04	5.02753E+01	
4.11004E-04	5.01042E+01	
4.11022E-04	4.71235E+01	
4.11025E-04	4.66823E+01	
4.11040E-04	4.43806E+01	
4.11047E-04	4.34308E+01	
4.11058E-04	4.18508E+01	
4.11069E-04	4.04884E+01	
4.11077E-04	3.95203E+01	
4.11091E-04	3.78289E+01	
4.11095E-04	3.73749E+01	
4.11113E-04	3.54276E+01	
4.11133E-04	3.34384E+01	
4.11135E-04	3.32698E+01	
4.11149E-04	3.20369E+01	
4.11162E-04	3.09261E+01	
4.11165E-04	3.07035E+01	
4.11180E-04	2.94852E+01	
4.11186E-04	2.90458E+01	
4.11196E-04	2.83514E+01	
4.11210E-04	2.73650E+01	
4.11212E-04	2.72842E+01	
4.11227E-04	2.63116E+01	
4.11235E-04	2.58718E+01	
4.11251E-04	2.49667E+01	
4.11259E-04	2.45321E+01	
4.11274E-04	2.37587E+01	
4.11283E-04	2.33323E+01	
4.11298E-04	2.26717E+01	
4.11308E-04	2.22554E+01	
4.11322E-04	2.17001E+01	
4.11344E-04	2.08353E+01	
4.11345E-04	2.07999E+01	
4.11369E-04	2.00080E+01	
4.11381E-04	1.96203E+01	
4.11388E-04	1.94019E+01	
4.11411E-04	1.87450E+01	
4.11417E-04	1.85681E+01	
4.11434E-04	1.81467E+01	
4.11454E-04	1.76499E+01	
4.11456E-04	1.75861E+01	
4.11479E-04	1.70800E+01	
4.11490E-04	1.68462E+01	
4.11513E-04	1.63891E+01	
4.11539E-04	1.59113E+01	
4.11548E-04	1.57594E+01	
4.11582E-04	1.51953E+01	
4.11589E-04	1.50740E+01	
4.11616E-04	1.46868E+01	
4.11640E-04	1.43472E+01	
4.11650E-04	1.42158E+01	
4.11684E-04	1.37852E+01	
4.11691E-04	1.37076E+01	
4.11719E-04	1.33973E+01	
4.11767E-04	1.28776E+01	
4.11817E-04	1.24016E+01	
4.11843E-04	1.21711E+01	
4.11868E-04	1.19615E+01	
4.11919E-04	1.15549E+01	
4.11969E-04	1.11973E+01	
4.12020E-04	1.08491E+01	
4.12071E-04	1.05450E+01	
4.12121E-04	1.02481E+01	
4.12134E-04	1.01758E+01	
4.12197E-04	9.85096E+00	
4.12248E-04	9.59914E+00	
4.12273E-04	9.48461E+00	
4.12349E-04	9.15132E+00	
4.12362E-04	9.09725E+00	
4.12425E-04	8.84935E+00	
4.12476E-04	8.65624E+00	
4.12501E-04	8.56708E+00	
4.12577E-04	8.30654E+00	
4.12600E-04	8.23148E+00	
4.12653E-04	8.06598E+00	
4.12729E-04	7.83682E+00	
4.12743E-04	7.79637E+00	
4.12805E-04	7.62785E+00	
4.12907E-04	7.36109E+00	
4.12934E-04	7.29084E+00	
4.12995E-04	7.14706E+00	
4.13108E-04	6.88867E+00	
4.13125E-04	6.84986E+00	
4.13129E-04	6.84154E+00	
4.13236E-04	6.62373E+00	
4.13321E-04	6.45533E+00	
4.13403E-04	6.29813E+00	
4.13406E-04	6.29253E+00	
4.13491E-04	6.14326E+00	
4.13577E-04	5.99981E+00	
4.13662E-04	5.86261E+00	
4.13747E-04	5.73222E+00	
4.13833E-04	5.60780E+00	
4.13921E-04	5.49061E+00	
4.14008E-04	5.38360E+00	
4.14074E-04	5.31096E+00	
4.14140E-04	5.24580E+00	
4.14205E-04	5.18913E+00	
4.14271E-04	5.14223E+00	
4.14336E-04	5.10667E+00	
4.14402E-04	5.08446E+00	
4.14453E-04	5.07960E+00	
4.14467E-04	5.07983E+00	
4.14512E-04	5.09142E+00	
4.14558E-04	5.11414E+00	
4.14563E-04	5.11770E+00	
4.14604E-04	5.15716E+00	
4.14646E-04	5.21037E+00	
4.14650E-04	5.21754E+00	
4.14696E-04	5.30768E+00	
4.14715E-04	5.35147E+00	
4.14731E-04	5.39527E+00	
4.14761E-04	5.48948E+00	
4.14765E-04	5.50556E+00	
4.14795E-04	5.62534E+00	
4.14800E-04	5.64558E+00	
4.14830E-04	5.79534E+00	
4.14835E-04	5.81966E+00	
4.14836E-04	5.82655E+00	
4.14864E-04	6.00682E+00	
4.14867E-04	6.02237E+00	
4.14887E-04	6.17775E+00	
4.14894E-04	6.23315E+00	
4.14910E-04	6.37546E+00	
4.14922E-04	6.48421E+00	
4.14934E-04	6.60386E+00	
4.14950E-04	6.78311E+00	
4.14957E-04	6.86757E+00	
4.14977E-04	7.13198E+00	
4.14994E-04	7.39714E+00	
4.15005E-04	7.56508E+00	
4.15012E-04	7.68658E+00	
4.15023E-04	7.89339E+00	
4.15029E-04	8.01288E+00	
4.15042E-04	8.26236E+00	
4.15047E-04	8.37760E+00	
4.15060E-04	8.67690E+00	
4.15065E-04	8.78504E+00	
4.15078E-04	9.14240E+00	
4.15082E-04	9.24002E+00	
4.15097E-04	9.66483E+00	
4.15100E-04	9.74780E+00	
4.15113E-04	1.01670E+01	
4.15115E-04	1.02506E+01	
4.15126E-04	1.06243E+01	
4.15134E-04	1.09086E+01	
4.15139E-04	1.11173E+01	
4.15152E-04	1.16419E+01	
4.15165E-04	1.22318E+01	
4.15171E-04	1.24787E+01	
4.15179E-04	1.28604E+01	
4.15189E-04	1.34104E+01	
4.15192E-04	1.35361E+01	
4.15205E-04	1.42709E+01	
4.15208E-04	1.44534E+01	
4.15218E-04	1.50674E+01	
4.15227E-04	1.56171E+01	
4.15231E-04	1.59222E+01	
4.15244E-04	1.68416E+01	
4.15245E-04	1.69098E+01	
4.15259E-04	1.79449E+01	
4.15264E-04	1.83551E+01	
4.15274E-04	1.91940E+01	
4.15283E-04	1.99552E+01	
4.15289E-04	2.05494E+01	
4.15301E-04	2.17248E+01	
4.15304E-04	2.20182E+01	
4.15319E-04	2.36110E+01	
4.15320E-04	2.36808E+01	
4.15334E-04	2.53481E+01	
4.15339E-04	2.58499E+01	
4.15349E-04	2.72136E+01	
4.15351E-04	2.74082E+01	
4.15365E-04	2.92430E+01	
4.15369E-04	2.99184E+01	
4.15380E-04	3.14271E+01	
4.15388E-04	3.26649E+01	
4.15395E-04	3.37754E+01	
4.15406E-04	3.56631E+01	
4.15410E-04	3.62962E+01	
4.15424E-04	3.87599E+01	
4.15425E-04	3.89300E+01	
4.15438E-04	4.14035E+01	
4.15443E-04	4.25008E+01	
4.15451E-04	4.42077E+01	
4.15461E-04	4.63653E+01	
4.15465E-04	4.71781E+01	
4.15480E-04	5.05560E+01	
4.15484E-04	5.14298E+01	
4.15498E-04	5.50761E+01	
4.15502E-04	5.60183E+01	
4.15517E-04	5.99436E+01	
4.15520E-04	6.09562E+01	
4.15535E-04	6.51700E+01	
4.15539E-04	6.62555E+01	
4.15554E-04	7.07662E+01	
4.15557E-04	7.19266E+01	
4.15572E-04	7.67387E+01	
4.15575E-04	7.78207E+01	
4.15590E-04	8.30971E+01	
4.15593E-04	8.40878E+01	
4.15611E-04	9.07390E+01	
4.15618E-04	9.33929E+01	
4.15635E-04	1.00170E+02	
4.15646E-04	1.04529E+02	
4.15653E-04	1.07659E+02	
4.15673E-04	1.16568E+02	
4.15681E-04	1.19900E+02	
4.15701E-04	1.29419E+02	
4.15708E-04	1.32967E+02	
4.15728E-04	1.43053E+02	
4.15735E-04	1.46341E+02	
4.15765E-04	1.62337E+02	
4.15768E-04	1.63825E+02	
4.15808E-04	1.86083E+02	
4.15809E-04	1.86873E+02	
4.15868E-04	2.20818E+02	
4.15940E-04	2.63093E+02	
4.15961E-04	2.74882E+02	
4.15984E-04	2.87912E+02	
4.16008E-04	3.00534E+02	
4.16024E-04	3.08797E+02	
4.16049E-04	3.21064E+02	
4.16058E-04	3.25130E+02	
4.16085E-04	3.36701E+02	
4.16096E-04	3.41488E+02	
4.16114E-04	3.48207E+02	
4.16129E-04	3.53353E+02	
4.16143E-04	3.58120E+02	
4.16161E-04	3.63252E+02	
4.16173E-04	3.66356E+02	
4.16194E-04	3.71175E+02	
4.16207E-04	3.73630E+02	
4.16233E-04	3.77754E+02	
4.16238E-04	3.78340E+02	
4.16265E-04	3.80771E+02	
4.16271E-04	3.81148E+02	
4.16291E-04	3.81788E+02	
4.16303E-04	3.81794E+02	
4.16320E-04	3.81485E+02	
4.16326E-04	3.81294E+02	
4.16355E-04	3.79298E+02	
4.16357E-04	3.79173E+02	
4.16394E-04	3.74862E+02	
4.16397E-04	3.74427E+02	
4.16435E-04	3.68178E+02	
4.16479E-04	3.59839E+02	
4.16553E-04	3.44488E+02	
4.16556E-04	3.43870E+02	
4.16603E-04	3.34586E+02	
4.16646E-04	3.26863E+02	
4.16662E-04	3.24217E+02	
4.16686E-04	3.20575E+02	
4.16702E-04	3.18428E+02	
4.16752E-04	3.12462E+02	
4.16759E-04	3.11759E+02	
4.16794E-04	3.08447E+02	
4.16844E-04	3.04448E+02	
4.16878E-04	3.02302E+02	
4.16896E-04	3.00885E+02	
4.16928E-04	2.98121E+02	
4.16944E-04	2.96701E+02	
4.16990E-04	2.91703E+02	
4.17024E-04	2.87096E+02	
4.17040E-04	2.84669E+02	
4.17058E-04	2.81625E+02	
4.17094E-04	2.74449E+02	
4.17098E-04	2.73575E+02	
4.17136E-04	2.64634E+02	
4.17142E-04	2.62997E+02	
4.17165E-04	2.56712E+02	
4.17182E-04	2.51779E+02	
4.17202E-04	2.45378E+02	
4.17223E-04	2.38509E+02	
4.17244E-04	2.31393E+02	
4.17277E-04	2.19363E+02	
4.17288E-04	2.15350E+02	
4.17337E-04	1.96551E+02	
4.17356E-04	1.89151E+02	
4.17443E-04	1.54333E+02	
4.17467E-04	1.45269E+02	
4.17481E-04	1.39837E+02	
4.17517E-04	1.26641E+02	
4.17519E-04	1.25944E+02	
4.17546E-04	1.16649E+02	
4.17561E-04	1.11611E+02	
4.17574E-04	1.07142E+02	
4.17602E-04	9.85404E+01	
4.17622E-04	9.25954E+01	
4.17633E-04	8.92584E+01	
4.17642E-04	8.69195E+01	
4.17662E-04	8.15367E+01	
4.17665E-04	8.08673E+01	
4.17682E-04	7.64734E+01	
4.17685E-04	7.56911E+01	
4.17702E-04	7.17396E+01	
4.17715E-04	6.88221E+01	
4.17723E-04	6.72757E+01	
4.17743E-04	6.31022E+01	
4.17745E-04	6.25863E+01	
4.17762E-04	5.93673E+01	
4.17775E-04	5.69985E+01	
4.17782E-04	5.58635E+01	
4.17801E-04	5.26132E+01	
4.17805E-04	5.19926E+01	
4.17821E-04	4.96221E+01	
4.17835E-04	4.75517E+01	
4.17840E-04	4.68336E+01	
4.17860E-04	4.42730E+01	
4.17865E-04	4.36233E+01	
4.17879E-04	4.19247E+01	
4.17895E-04	4.01648E+01	
4.17899E-04	3.97468E+01	
4.17918E-04	3.77650E+01	
4.17925E-04	3.71380E+01	
4.17938E-04	3.59528E+01	
4.17951E-04	3.48196E+01	
4.17957E-04	3.42749E+01	
4.17967E-04	3.35059E+01	
4.17983E-04	3.22811E+01	
4.17990E-04	3.18123E+01	
4.18000E-04	3.11515E+01	
4.18016E-04	3.00991E+01	
4.18023E-04	2.96962E+01	
4.18032E-04	2.91290E+01	
4.18049E-04	2.82254E+01	
4.18055E-04	2.78793E+01	
4.18065E-04	2.73924E+01	
4.18081E-04	2.66163E+01	
4.18088E-04	2.63188E+01	
4.18097E-04	2.59003E+01	
4.18114E-04	2.52325E+01	
4.18120E-04	2.49763E+01	
4.18130E-04	2.46210E+01	
4.18146E-04	2.40536E+01	
4.18162E-04	2.35087E+01	
4.18169E-04	2.32990E+01	
4.18179E-04	2.30119E+01	
4.18195E-04	2.25521E+01	
4.18214E-04	2.20242E+01	
4.18217E-04	2.19541E+01	
4.18236E-04	2.15246E+01	
4.18260E-04	2.09777E+01	
4.18273E-04	2.06997E+01	
4.18284E-04	2.04802E+01	
4.18309E-04	2.00322E+01	
4.18332E-04	1.96318E+01	
4.18333E-04	1.96058E+01	
4.18358E-04	1.92317E+01	
4.18382E-04	1.88717E+01	
4.18390E-04	1.87559E+01	
4.18406E-04	1.85476E+01	
4.18443E-04	1.80984E+01	
4.18478E-04	1.76880E+01	
4.18480E-04	1.76709E+01	
4.18516E-04	1.73032E+01	
4.18553E-04	1.69491E+01	
4.18566E-04	1.68272E+01	
4.18589E-04	1.66277E+01	
4.18638E-04	1.62322E+01	
4.18654E-04	1.61087E+01	
4.18674E-04	1.59615E+01	
4.18711E-04	1.57105E+01	
4.18747E-04	1.54673E+01	
4.18759E-04	1.53887E+01	
4.18783E-04	1.52467E+01	
4.18820E-04	1.50417E+01	
4.18856E-04	1.48455E+01	
4.18865E-04	1.48015E+01	
4.18892E-04	1.46737E+01	
4.18929E-04	1.45173E+01	
4.18938E-04	1.44801E+01	
4.18965E-04	1.43731E+01	
4.18992E-04	1.42739E+01	
4.19005E-04	1.42309E+01	
4.19020E-04	1.41901E+01	
4.19047E-04	1.41220E+01	
4.19074E-04	1.40642E+01	
4.19101E-04	1.40176E+01	
4.19129E-04	1.39831E+01	
4.19146E-04	1.39697E+01	
4.19156E-04	1.39662E+01	
4.19183E-04	1.39708E+01	
4.19211E-04	1.39908E+01	
4.19239E-04	1.40272E+01	
4.19267E-04	1.40804E+01	
4.19282E-04	1.41196E+01	
4.19295E-04	1.41568E+01	
4.19323E-04	1.42579E+01	
4.19345E-04	1.43512E+01	
4.19371E-04	1.44738E+01	
4.19397E-04	1.46105E+01	
4.19414E-04	1.47136E+01	
4.19436E-04	1.48518E+01	
4.19475E-04	1.51278E+01	
4.19527E-04	1.55236E+01	
4.19550E-04	1.57021E+01	
4.19629E-04	1.63641E+01	
4.19659E-04	1.65919E+01	
4.19675E-04	1.67272E+01	
4.19708E-04	1.69707E+01	
4.19737E-04	1.71584E+01	
4.19774E-04	1.73581E+01	
4.19802E-04	1.74755E+01	
4.19820E-04	1.75327E+01	
4.19828E-04	1.75593E+01	
4.19857E-04	1.76207E+01	
4.19889E-04	1.76424E+01	
4.19903E-04	1.76362E+01	
4.19936E-04	1.75839E+01	
4.19969E-04	1.74791E+01	
4.20000E-04	1.73378E+01	
4.20026E-04	1.71820E+01	
4.20059E-04	1.69472E+01	
4.20096E-04	1.66405E+01	
4.20115E-04	1.64640E+01	
4.20125E-04	1.63676E+01	
4.20158E-04	1.60206E+01	
4.20204E-04	1.55015E+01	
4.20240E-04	1.50756E+01	
4.20320E-04	1.41199E+01	
4.20359E-04	1.36575E+01	
4.20389E-04	1.33268E+01	
4.20399E-04	1.32143E+01	
4.20425E-04	1.29292E+01	
4.20452E-04	1.26576E+01	
4.20478E-04	1.24004E+01	
4.20505E-04	1.21584E+01	
4.20525E-04	1.19801E+01	
4.20546E-04	1.18114E+01	
4.20567E-04	1.16522E+01	
4.20587E-04	1.15024E+01	
4.20608E-04	1.13619E+01	
4.20628E-04	1.12305E+01	
4.20649E-04	1.11080E+01	
4.20670E-04	1.09941E+01	
4.20690E-04	1.08884E+01	
4.20711E-04	1.07909E+01	
4.20732E-04	1.07010E+01	
4.20752E-04	1.06187E+01	
4.20773E-04	1.05436E+01	
4.20794E-04	1.04756E+01	
4.20814E-04	1.04145E+01	
4.20835E-04	1.03602E+01	
4.20852E-04	1.03213E+01	
4.20868E-04	1.02894E+01	
4.20885E-04	1.02619E+01	
4.20901E-04	1.02388E+01	
4.20918E-04	1.02201E+01	
4.20935E-04	1.02061E+01	
4.20951E-04	1.01967E+01	
4.20968E-04	1.01923E+01	
4.20984E-04	1.01927E+01	
4.20999E-04	1.01979E+01	
4.21015E-04	1.02082E+01	
4.21031E-04	1.02237E+01	
4.21047E-04	1.02448E+01	
4.21063E-04	1.02716E+01	
4.21079E-04	1.03045E+01	
4.21095E-04	1.03438E+01	
4.21111E-04	1.03897E+01	
4.21126E-04	1.04427E+01	
4.21142E-04	1.05031E+01	
4.21158E-04	1.05712E+01	
4.21162E-04	1.05915E+01	
4.21174E-04	1.06512E+01	
4.21190E-04	1.07410E+01	
4.21206E-04	1.08396E+01	
4.21222E-04	1.09471E+01	
4.21243E-04	1.11051E+01	
4.21264E-04	1.12804E+01	
4.21285E-04	1.14735E+01	
4.21306E-04	1.16847E+01	
4.21323E-04	1.18683E+01	
4.21327E-04	1.19043E+01	
4.21347E-04	1.21491E+01	
4.21367E-04	1.24108E+01	
4.21387E-04	1.26892E+01	
4.21417E-04	1.31371E+01	
4.21438E-04	1.34672E+01	
4.21447E-04	1.36243E+01	
4.21484E-04	1.42663E+01	
4.21510E-04	1.47538E+01	
4.21524E-04	1.50374E+01	
4.21598E-04	1.65224E+01	
4.21611E-04	1.67968E+01	
4.21659E-04	1.77884E+01	
4.21709E-04	1.87920E+01	
4.21720E-04	1.89744E+01	
4.21751E-04	1.95523E+01	
4.21784E-04	2.00950E+01	
4.21811E-04	2.04849E+01	
4.21834E-04	2.07703E+01	
4.21859E-04	2.10468E+01	
4.21890E-04	2.13060E+01	
4.21922E-04	2.14777E+01	
4.21949E-04	2.15546E+01	
4.21975E-04	2.15616E+01	
4.21996E-04	2.15102E+01	
4.22007E-04	2.14782E+01	
4.22034E-04	2.13255E+01	
4.22058E-04	2.11339E+01	
4.22085E-04	2.08645E+01	
4.22097E-04	2.07276E+01	
4.22121E-04	2.04132E+01	
4.22155E-04	1.98943E+01	
4.22180E-04	1.94672E+01	
4.22197E-04	1.91680E+01	
4.22248E-04	1.81833E+01	
4.22250E-04	1.81495E+01	
4.22356E-04	1.59141E+01	
4.22363E-04	1.57774E+01	
4.22402E-04	1.49632E+01	
4.22433E-04	1.43396E+01	
4.22462E-04	1.37897E+01	
4.22494E-04	1.32218E+01	
4.22509E-04	1.29718E+01	
4.22515E-04	1.28636E+01	
4.22536E-04	1.25209E+01	
4.22558E-04	1.21964E+01	
4.22579E-04	1.18904E+01	
4.22600E-04	1.16028E+01	
4.22621E-04	1.13400E+01	
4.22641E-04	1.11001E+01	
4.22661E-04	1.08759E+01	
4.22681E-04	1.06669E+01	
4.22701E-04	1.04723E+01	
4.22716E-04	1.03354E+01	
4.22729E-04	1.02243E+01	
4.22731E-04	1.02067E+01	
4.22746E-04	1.00885E+01	
4.22761E-04	9.97721E+00	
4.22776E-04	9.87242E+00	
4.22791E-04	9.77380E+00	
4.22807E-04	9.68104E+00	
4.22822E-04	9.59381E+00	
4.22837E-04	9.51178E+00	
4.22852E-04	9.43463E+00	
4.22867E-04	9.36207E+00	
4.22882E-04	9.29378E+00	
4.22897E-04	9.22949E+00	
4.22912E-04	9.16890E+00	
4.22915E-04	9.15688E+00	
4.22927E-04	9.11525E+00	
4.22941E-04	9.06910E+00	
4.22959E-04	9.01361E+00	
4.22977E-04	8.96195E+00	
4.22995E-04	8.91376E+00	
4.23013E-04	8.86870E+00	
4.23031E-04	8.82647E+00	
4.23049E-04	8.78676E+00	
4.23067E-04	8.74933E+00	
4.23085E-04	8.71393E+00	
4.23102E-04	8.68368E+00	
4.23112E-04	8.66635E+00	
4.23139E-04	8.62560E+00	
4.23166E-04	8.58771E+00	
4.23193E-04	8.55222E+00	
4.23220E-04	8.51872E+00	
4.23256E-04	8.47658E+00	
4.23292E-04	8.43673E+00	
4.23322E-04	8.40540E+00	
4.23328E-04	8.39969E+00	
4.23382E-04	8.35375E+00	
4.23436E-04	8.31003E+00	
4.23490E-04	8.26791E+00	
4.23548E-04	8.22377E+00	
4.23629E-04	8.16440E+00	
4.23709E-04	8.10638E+00	
4.23762E-04	8.06903E+00	
4.23830E-04	8.02855E+00	
4.23951E-04	7.95808E+00	
4.24071E-04	7.88886E+00	
4.24232E-04	7.79807E+00	
4.24321E-04	7.74865E+00	
4.24393E-04	7.71334E+00	
4.24554E-04	7.63552E+00	
4.24715E-04	7.55863E+00	
4.24909E-04	7.46708E+00	
4.24998E-04	7.42515E+00	
4.25135E-04	7.36634E+00	
4.25362E-04	7.27022E+00	
4.25589E-04	7.17541E+00	
4.25702E-04	7.12851E+00	
4.25932E-04	7.03457E+00	
4.26085E-04	6.97286E+00	
4.26238E-04	6.91202E+00	
4.26391E-04	6.85218E+00	
4.26544E-04	6.79354E+00	
4.26698E-04	6.73640E+00	
4.26729E-04	6.72497E+00	
4.26813E-04	6.69090E+00	
4.26927E-04	6.64524E+00	
4.27018E-04	6.61056E+00	
4.27108E-04	6.57711E+00	
4.27198E-04	6.54518E+00	
4.27265E-04	6.51709E+00	
4.27333E-04	6.49032E+00	
4.27400E-04	6.46523E+00	
4.27468E-04	6.44229E+00	
4.27513E-04	6.42858E+00	
4.27549E-04	6.41891E+00	
4.27558E-04	6.41549E+00	
4.27603E-04	6.40047E+00	
4.27637E-04	6.39096E+00	
4.27671E-04	6.38335E+00	
4.27705E-04	6.37811E+00	
4.27738E-04	6.37583E+00	
4.27761E-04	6.37632E+00	
4.27783E-04	6.37875E+00	
4.27806E-04	6.38134E+00	
4.27828E-04	6.38655E+00	
4.27851E-04	6.39483E+00	
4.27874E-04	6.40668E+00	
4.27890E-04	6.41826E+00	
4.27907E-04	6.43245E+00	
4.27924E-04	6.44955E+00	
4.27941E-04	6.46992E+00	
4.27958E-04	6.49390E+00	
4.27975E-04	6.52193E+00	
4.27992E-04	6.55442E+00	
4.28009E-04	6.59188E+00	
4.28027E-04	6.63791E+00	
4.28040E-04	6.67694E+00	
4.28054E-04	6.72018E+00	
4.28067E-04	6.76797E+00	
4.28081E-04	6.82065E+00	
4.28094E-04	6.87861E+00	
4.28108E-04	6.94221E+00	
4.28121E-04	7.01187E+00	
4.28126E-04	7.03725E+00	
4.28135E-04	7.09006E+00	
4.28148E-04	7.17620E+00	
4.28162E-04	7.26973E+00	
4.28175E-04	7.37112E+00	
4.28189E-04	7.48084E+00	
4.28202E-04	7.59944E+00	
4.28216E-04	7.72739E+00	
4.28229E-04	7.86971E+00	
4.28243E-04	8.02246E+00	
4.28256E-04	8.18617E+00	
4.28270E-04	8.36139E+00	
4.28284E-04	8.55073E+00	
4.28288E-04	8.61590E+00	
4.28303E-04	8.84430E+00	
4.28320E-04	9.12735E+00	
4.28336E-04	9.43227E+00	
4.28351E-04	9.71627E+00	
4.28353E-04	9.76140E+00	
4.28370E-04	1.01235E+01	
4.28387E-04	1.05101E+01	
4.28404E-04	1.09221E+01	
4.28419E-04	1.13016E+01	
4.28421E-04	1.13615E+01	
4.28438E-04	1.18370E+01	
4.28460E-04	1.25129E+01	
4.28464E-04	1.26206E+01	
4.28477E-04	1.30599E+01	
4.28495E-04	1.36755E+01	
4.28509E-04	1.41659E+01	
4.28522E-04	1.46655E+01	
4.28549E-04	1.57319E+01	
4.28554E-04	1.59203E+01	
4.28576E-04	1.68785E+01	
4.28599E-04	1.78858E+01	
4.28603E-04	1.80908E+01	
4.28633E-04	1.95041E+01	
4.28650E-04	2.03548E+01	
4.28680E-04	2.18577E+01	
4.28708E-04	2.33134E+01	
4.28773E-04	2.67478E+01	
4.28787E-04	2.75205E+01	
4.28836E-04	3.00200E+01	
4.28877E-04	3.19959E+01	
4.28912E-04	3.35074E+01	
4.28942E-04	3.46353E+01	
4.28970E-04	3.55833E+01	
4.28972E-04	3.56544E+01	
4.28998E-04	3.63741E+01	
4.29027E-04	3.70186E+01	
4.29034E-04	3.71356E+01	
4.29057E-04	3.74842E+01	
4.29084E-04	3.77304E+01	
4.29090E-04	3.77585E+01	
4.29092E-04	3.77625E+01	
4.29119E-04	3.77715E+01	
4.29145E-04	3.76267E+01	
4.29172E-04	3.72869E+01	
4.29188E-04	3.70098E+01	
4.29195E-04	3.68755E+01	
4.29223E-04	3.62156E+01	
4.29231E-04	3.59866E+01	
4.29252E-04	3.53809E+01	
4.29258E-04	3.51870E+01	
4.29290E-04	3.40389E+01	
4.29307E-04	3.33509E+01	
4.29328E-04	3.24911E+01	
4.29360E-04	3.10200E+01	
4.29371E-04	3.05180E+01	
4.29414E-04	2.83792E+01	
4.29440E-04	2.71079E+01	
4.29485E-04	2.48161E+01	
4.29508E-04	2.36076E+01	
4.29546E-04	2.17212E+01	
4.29582E-04	1.99921E+01	
4.29614E-04	1.85666E+01	
4.29637E-04	1.75515E+01	
4.29661E-04	1.65859E+01	
4.29685E-04	1.56719E+01	
4.29707E-04	1.48504E+01	
4.29712E-04	1.46957E+01	
4.29730E-04	1.40875E+01	
4.29752E-04	1.33752E+01	
4.29769E-04	1.28720E+01	
4.29786E-04	1.23949E+01	
4.29802E-04	1.19735E+01	
4.29803E-04	1.19441E+01	
4.29820E-04	1.15287E+01	
4.29837E-04	1.11373E+01	
4.29854E-04	1.07690E+01	
4.29870E-04	1.04397E+01	
4.29883E-04	1.01832E+01	
4.29884E-04	1.01621E+01	
4.29898E-04	9.90722E+00	
4.29913E-04	9.66647E+00	
4.29927E-04	9.43917E+00	
4.29942E-04	9.22467E+00	
4.29955E-04	9.03424E+00	
4.29956E-04	9.02276E+00	
4.29970E-04	8.83938E+00	
4.29985E-04	8.66688E+00	
4.29999E-04	8.50463E+00	
4.30013E-04	8.35203E+00	
4.30027E-04	8.21412E+00	
4.30028E-04	8.20873E+00	
4.30042E-04	8.07993E+00	
4.30056E-04	7.95906E+00	
4.30071E-04	7.84558E+00	
4.30085E-04	7.73898E+00	
4.30099E-04	7.64076E+00	
4.30114E-04	7.55001E+00	
4.30128E-04	7.46662E+00	
4.30143E-04	7.38830E+00	
4.30157E-04	7.31467E+00	
4.30171E-04	7.24535E+00	
4.30185E-04	7.18374E+00	
4.30205E-04	7.10379E+00	
4.30225E-04	7.03031E+00	
4.30246E-04	6.96253E+00	
4.30266E-04	6.89976E+00	
4.30284E-04	6.84789E+00	
4.30286E-04	6.84201E+00	
4.30306E-04	6.79301E+00	
4.30327E-04	6.74739E+00	
4.30347E-04	6.70472E+00	
4.30360E-04	6.67773E+00	
4.30388E-04	6.62678E+00	
4.30415E-04	6.57932E+00	
4.30433E-04	6.54961E+00	
4.30442E-04	6.53656E+00	
4.30469E-04	6.49984E+00	
4.30496E-04	6.46512E+00	
4.30536E-04	6.41612E+00	
4.30577E-04	6.37005E+00	
4.30620E-04	6.32388E+00	
4.30622E-04	6.32155E+00	
4.30667E-04	6.28075E+00	
4.30730E-04	6.22649E+00	
4.30793E-04	6.17474E+00	
4.30856E-04	6.12494E+00	
4.30892E-04	6.09739E+00	
4.30919E-04	6.07848E+00	
4.31014E-04	6.01472E+00	
4.31108E-04	5.95341E+00	
4.31172E-04	5.91365E+00	
4.31260E-04	5.85943E+00	
4.31361E-04	5.79938E+00	
4.31462E-04	5.74129E+00	
4.31563E-04	5.68513E+00	
4.31664E-04	5.63096E+00	
4.31766E-04	5.57889E+00	
4.31867E-04	5.52911E+00	
4.31879E-04	5.52336E+00	
4.31962E-04	5.47758E+00	
4.32053E-04	5.43035E+00	
4.32144E-04	5.38583E+00	
4.32234E-04	5.34448E+00	
4.32248E-04	5.33887E+00	
4.32302E-04	5.31036E+00	
4.32370E-04	5.27734E+00	
4.32438E-04	5.24718E+00	
4.32487E-04	5.22775E+00	
4.32506E-04	5.21809E+00	
4.32574E-04	5.18695E+00	
4.32619E-04	5.16890E+00	
4.32669E-04	5.15220E+00	
4.32722E-04	5.13830E+00	
4.32727E-04	5.13736E+00	
4.32762E-04	5.12604E+00	
4.32802E-04	5.11654E+00	
4.32842E-04	5.11139E+00	
4.32882E-04	5.11158E+00	
4.32908E-04	5.11532E+00	
4.32935E-04	5.12253E+00	
4.32940E-04	5.12478E+00	
4.32962E-04	5.13301E+00	
4.32988E-04	5.14810E+00	
4.33015E-04	5.16888E+00	
4.33042E-04	5.19640E+00	
4.33068E-04	5.23196E+00	
4.33087E-04	5.26244E+00	
