E(MeV)	"TA-181(N,TOT)"	
2.26050E-03	1.04274E+01	
2.26052E-03	1.05480E+01	
2.26057E-03	1.07680E+01	
2.26061E-03	1.09993E+01	
2.26064E-03	1.11951E+01	
2.26065E-03	1.12451E+01	
2.26069E-03	1.15161E+01	
2.26075E-03	1.19431E+01	
2.26076E-03	1.19661E+01	
2.26081E-03	1.23805E+01	
2.26087E-03	1.28644E+01	
2.26096E-03	1.35927E+01	
2.26100E-03	1.40014E+01	
2.26105E-03	1.44914E+01	
2.26113E-03	1.52477E+01	
2.26128E-03	1.68245E+01	
2.26131E-03	1.71430E+01	
2.26142E-03	1.82210E+01	
2.26151E-03	1.91000E+01	
2.26158E-03	1.97990E+01	
2.26165E-03	2.03596E+01	
2.26172E-03	2.09043E+01	
2.26178E-03	2.12608E+01	
2.26184E-03	2.16125E+01	
2.26188E-03	2.18209E+01	
2.26191E-03	2.19353E+01	
2.26198E-03	2.21372E+01	
2.26200E-03	2.21976E+01	
2.26202E-03	2.22264E+01	
2.26206E-03	2.22836E+01	
2.26213E-03	2.23033E+01	
2.26218E-03	2.22346E+01	
2.26223E-03	2.21357E+01	
2.26226E-03	2.20703E+01	
2.26230E-03	2.19392E+01	
2.26235E-03	2.17260E+01	
2.26237E-03	2.16291E+01	
2.26244E-03	2.12509E+01	
2.26245E-03	2.11724E+01	
2.26252E-03	2.07231E+01	
2.26258E-03	2.02993E+01	
2.26261E-03	2.00124E+01	
2.26270E-03	1.92852E+01	
2.26275E-03	1.88576E+01	
2.26285E-03	1.79465E+01	
2.26296E-03	1.69092E+01	
2.26304E-03	1.61108E+01	
2.26310E-03	1.55706E+01	
2.26313E-03	1.53423E+01	
2.26319E-03	1.48496E+01	
2.26324E-03	1.43757E+01	
2.26330E-03	1.39218E+01	
2.26336E-03	1.34889E+01	
2.26340E-03	1.32121E+01	
2.26345E-03	1.28580E+01	
2.26349E-03	1.26170E+01	
2.26353E-03	1.23854E+01	
2.26356E-03	1.21631E+01	
2.26360E-03	1.19498E+01	
2.26364E-03	1.17455E+01	
2.26368E-03	1.15631E+01	
2.26372E-03	1.13890E+01	
2.26376E-03	1.12229E+01	
2.26379E-03	1.10645E+01	
2.26383E-03	1.09133E+01	
2.26386E-03	1.08145E+01	
2.26389E-03	1.07091E+01	
2.26393E-03	1.06081E+01	
2.26396E-03	1.05113E+01	
2.26399E-03	1.04185E+01	
2.26402E-03	1.03293E+01	
2.26404E-03	1.02865E+01	
2.26405E-03	1.02487E+01	
2.26409E-03	1.01764E+01	
2.26412E-03	1.01073E+01	
2.26415E-03	1.00410E+01	
2.26418E-03	9.97748E+00	
2.26421E-03	9.91651E+00	
2.26425E-03	9.85792E+00	
2.26428E-03	9.80852E+00	
2.26431E-03	9.76194E+00	
2.26434E-03	9.71727E+00	
2.26438E-03	9.67330E+00	
2.26441E-03	9.63001E+00	
2.26444E-03	9.58837E+00	
2.26446E-03	9.56639E+00	
2.26448E-03	9.55115E+00	
2.26451E-03	9.51885E+00	
2.26454E-03	9.48779E+00	
2.26458E-03	9.45788E+00	
2.26461E-03	9.42900E+00	
2.26464E-03	9.40106E+00	
2.26468E-03	9.37396E+00	
2.26471E-03	9.34764E+00	
2.26474E-03	9.32386E+00	
2.26475E-03	9.32235E+00	
2.26478E-03	9.30192E+00	
2.26481E-03	9.28206E+00	
2.26485E-03	9.26271E+00	
2.26488E-03	9.24382E+00	
2.26493E-03	9.21625E+00	
2.26498E-03	9.18947E+00	
2.26503E-03	9.16668E+00	
2.26508E-03	9.14350E+00	
2.26513E-03	9.12349E+00	
2.26517E-03	9.11038E+00	
2.26523E-03	9.08464E+00	
2.26530E-03	9.05944E+00	
2.26537E-03	9.03466E+00	
2.26544E-03	9.01025E+00	
2.26553E-03	8.97713E+00	
2.26559E-03	8.95550E+00	
2.26562E-03	8.94636E+00	
2.26568E-03	8.92854E+00	
2.26581E-03	8.89329E+00	
2.26593E-03	8.85849E+00	
2.26605E-03	8.82408E+00	
2.26618E-03	8.79003E+00	
2.26627E-03	8.76475E+00	
2.26639E-03	8.73140E+00	
2.26649E-03	8.70456E+00	
2.26660E-03	8.67706E+00	
2.26667E-03	8.65904E+00	
2.26674E-03	8.64134E+00	
2.26681E-03	8.62402E+00	
2.26686E-03	8.61135E+00	
2.26691E-03	8.59899E+00	
2.26696E-03	8.58700E+00	
2.26702E-03	8.57547E+00	
2.26707E-03	8.56445E+00	
2.26710E-03	8.55753E+00	
2.26712E-03	8.55362E+00	
2.26716E-03	8.54622E+00	
2.26719E-03	8.53919E+00	
2.26723E-03	8.53255E+00	
2.26726E-03	8.52636E+00	
2.26730E-03	8.52066E+00	
2.26733E-03	8.51550E+00	
2.26737E-03	8.51095E+00	
2.26740E-03	8.50706E+00	
2.26744E-03	8.50390E+00	
2.26747E-03	8.50155E+00	
2.26751E-03	8.50008E+00	
2.26754E-03	8.49959E+00	
2.26757E-03	8.50008E+00	
2.26761E-03	8.50158E+00	
2.26764E-03	8.50417E+00	
2.26767E-03	8.50795E+00	
2.26771E-03	8.51300E+00	
2.26774E-03	8.51942E+00	
2.26777E-03	8.52732E+00	
2.26780E-03	8.53679E+00	
2.26784E-03	8.54795E+00	
2.26787E-03	8.56092E+00	
2.26790E-03	8.57580E+00	
2.26793E-03	8.59272E+00	
2.26797E-03	8.61180E+00	
2.26800E-03	8.63316E+00	
2.26803E-03	8.65692E+00	
2.26807E-03	8.68322E+00	
2.26810E-03	8.71216E+00	
2.26813E-03	8.74724E+00	
2.26816E-03	8.78521E+00	
2.26820E-03	8.82618E+00	
2.26823E-03	8.87028E+00	
2.26827E-03	8.92580E+00	
2.26831E-03	8.99034E+00	
2.26834E-03	9.04161E+00	
2.26835E-03	9.06145E+00	
2.26839E-03	9.14136E+00	
2.26843E-03	9.22692E+00	
2.26846E-03	9.28777E+00	
2.26847E-03	9.32016E+00	
2.26851E-03	9.42309E+00	
2.26857E-03	9.56929E+00	
2.26862E-03	9.72560E+00	
2.26867E-03	9.85852E+00	
2.26868E-03	9.89425E+00	
2.26873E-03	1.00775E+01	
2.26880E-03	1.03346E+01	
2.26887E-03	1.06112E+01	
2.26889E-03	1.06781E+01	
2.26899E-03	1.10974E+01	
2.26909E-03	1.15499E+01	
2.26922E-03	1.21316E+01	
2.26933E-03	1.26402E+01	
2.26936E-03	1.27374E+01	
2.26942E-03	1.30011E+01	
2.26949E-03	1.32857E+01	
2.26953E-03	1.34455E+01	
2.26961E-03	1.37058E+01	
2.26967E-03	1.38812E+01	
2.26974E-03	1.40405E+01	
2.26981E-03	1.41830E+01	
2.26987E-03	1.42587E+01	
2.26988E-03	1.42736E+01	
2.26990E-03	1.42880E+01	
2.26997E-03	1.43170E+01	
2.27003E-03	1.43131E+01	
2.27008E-03	1.42851E+01	
2.27009E-03	1.42841E+01	
2.27016E-03	1.41849E+01	
2.27023E-03	1.40600E+01	
2.27028E-03	1.39644E+01	
2.27030E-03	1.39110E+01	
2.27037E-03	1.37057E+01	
2.27046E-03	1.34112E+01	
2.27053E-03	1.31339E+01	
2.27057E-03	1.30041E+01	
2.27073E-03	1.23209E+01	
2.27084E-03	1.18270E+01	
2.27093E-03	1.14417E+01	
2.27095E-03	1.13748E+01	
2.27102E-03	1.10740E+01	
2.27107E-03	1.08531E+01	
2.27113E-03	1.06414E+01	
2.27118E-03	1.04394E+01	
2.27124E-03	1.02478E+01	
2.27129E-03	1.00669E+01	
2.27133E-03	9.93842E+00	
2.27137E-03	9.81609E+00	
2.27141E-03	9.69996E+00	
2.27145E-03	9.61509E+00	
2.27148E-03	9.52351E+00	
2.27152E-03	9.43650E+00	
2.27155E-03	9.35401E+00	
2.27159E-03	9.27596E+00	
2.27162E-03	9.20230E+00	
2.27165E-03	9.15697E+00	
2.27166E-03	9.13457E+00	
2.27170E-03	9.07414E+00	
2.27173E-03	9.01787E+00	
2.27177E-03	8.96568E+00	
2.27180E-03	8.91751E+00	
2.27184E-03	8.87327E+00	
2.27187E-03	8.83291E+00	
2.27191E-03	8.79636E+00	
2.27194E-03	8.76357E+00	
2.27198E-03	8.73450E+00	
2.27201E-03	8.71356E+00	
2.27202E-03	8.70614E+00	
2.27205E-03	8.68944E+00	
2.27208E-03	8.67730E+00	
2.27211E-03	8.66679E+00	
2.27215E-03	8.66007E+00	
2.27219E-03	8.65712E+00	
2.27222E-03	8.65794E+00	
2.27226E-03	8.66253E+00	
2.27230E-03	8.67089E+00	
2.27232E-03	8.67899E+00	
2.27233E-03	8.68460E+00	
2.27237E-03	8.70524E+00	
2.27241E-03	8.72967E+00	
2.27244E-03	8.75790E+00	
2.27248E-03	8.78992E+00	
2.27252E-03	8.82572E+00	
2.27255E-03	8.86530E+00	
2.27256E-03	8.87768E+00	
2.27259E-03	8.91229E+00	
2.27262E-03	8.96443E+00	
2.27268E-03	9.04524E+00	
2.27273E-03	9.13326E+00	
2.27277E-03	9.20921E+00	
2.27278E-03	9.22988E+00	
2.27283E-03	9.33973E+00	
2.27291E-03	9.51570E+00	
2.27298E-03	9.69072E+00	
2.27299E-03	9.70410E+00	
2.27309E-03	9.98508E+00	
2.27317E-03	1.01869E+01	
2.27334E-03	1.06946E+01	
2.27343E-03	1.09438E+01	
2.27344E-03	1.09793E+01	
2.27352E-03	1.11974E+01	
2.27360E-03	1.13907E+01	
2.27364E-03	1.14965E+01	
2.27372E-03	1.16510E+01	
2.27377E-03	1.17537E+01	
2.27384E-03	1.18496E+01	
2.27390E-03	1.19198E+01	
2.27397E-03	1.19725E+01	
2.27400E-03	1.19869E+01	
2.27407E-03	1.20032E+01	
2.27412E-03	1.19976E+01	
2.27413E-03	1.19928E+01	
2.27418E-03	1.19592E+01	
2.27426E-03	1.18848E+01	
2.27433E-03	1.17983E+01	
2.27435E-03	1.17655E+01	
2.27439E-03	1.16936E+01	
2.27443E-03	1.16110E+01	
2.27447E-03	1.15392E+01	
2.27454E-03	1.13756E+01	
2.27460E-03	1.12003E+01	
2.27468E-03	1.09956E+01	
2.27472E-03	1.08733E+01	
2.27491E-03	1.03160E+01	
2.27496E-03	1.01576E+01	
2.27505E-03	9.87655E+00	
2.27511E-03	9.69119E+00	
2.27519E-03	9.46983E+00	
2.27524E-03	9.32943E+00	
2.27525E-03	9.30259E+00	
2.27529E-03	9.19207E+00	
2.27534E-03	9.06032E+00	
2.27540E-03	8.93514E+00	
2.27545E-03	8.81660E+00	
2.27549E-03	8.73205E+00	
2.27554E-03	8.63022E+00	
2.27557E-03	8.55890E+00	
2.27561E-03	8.49066E+00	
2.27565E-03	8.42541E+00	
2.27568E-03	8.36308E+00	
2.27572E-03	8.30356E+00	
2.27576E-03	8.24675E+00	
2.27579E-03	8.19255E+00	
2.27583E-03	8.14083E+00	
2.27587E-03	8.09148E+00	
2.27590E-03	8.04438E+00	
2.27594E-03	7.99941E+00	
2.27597E-03	7.95645E+00	
2.27601E-03	7.91539E+00	
2.27605E-03	7.87609E+00	
2.27608E-03	7.84006E+00	
2.27612E-03	7.80971E+00	
2.27615E-03	7.78051E+00	
2.27618E-03	7.75238E+00	
2.27621E-03	7.72525E+00	
2.27625E-03	7.69905E+00	
2.27628E-03	7.67373E+00	
2.27631E-03	7.64923E+00	
2.27634E-03	7.62549E+00	
2.27639E-03	7.59117E+00	
2.27644E-03	7.55831E+00	
2.27649E-03	7.52672E+00	
2.27654E-03	7.49629E+00	
2.27658E-03	7.46690E+00	
2.27663E-03	7.43846E+00	
2.27668E-03	7.41090E+00	
2.27674E-03	7.37975E+00	
2.27675E-03	7.37539E+00	
2.27679E-03	7.34963E+00	
2.27684E-03	7.32459E+00	
2.27689E-03	7.30025E+00	
2.27694E-03	7.27662E+00	
2.27699E-03	7.25373E+00	
2.27704E-03	7.23160E+00	
2.27708E-03	7.21030E+00	
2.27714E-03	7.18735E+00	
2.27718E-03	7.16954E+00	
2.27723E-03	7.15267E+00	
2.27727E-03	7.13686E+00	
2.27731E-03	7.12424E+00	
2.27732E-03	7.12230E+00	
2.27736E-03	7.10943E+00	
2.27741E-03	7.09807E+00	
2.27745E-03	7.08841E+00	
2.27748E-03	7.08242E+00	
2.27752E-03	7.07760E+00	
2.27755E-03	7.07408E+00	
2.27758E-03	7.07197E+00	
2.27762E-03	7.07140E+00	
2.27765E-03	7.07252E+00	
2.27768E-03	7.07546E+00	
2.27772E-03	7.08010E+00	
2.27775E-03	7.09304E+00	
2.27778E-03	7.10771E+00	
2.27782E-03	7.12491E+00	
2.27785E-03	7.14228E+00	
2.27788E-03	7.16289E+00	
2.27792E-03	7.20459E+00	
2.27796E-03	7.24495E+00	
2.27799E-03	7.28971E+00	
2.27803E-03	7.33919E+00	
2.27804E-03	7.34827E+00	
2.27807E-03	7.40228E+00	
2.27810E-03	7.47250E+00	
2.27814E-03	7.54849E+00	
2.27815E-03	7.57587E+00	
2.27818E-03	7.63865E+00	
2.27821E-03	7.73932E+00	
2.27825E-03	7.84687E+00	
2.27827E-03	7.90426E+00	
2.27829E-03	7.96939E+00	
2.27832E-03	8.10724E+00	
2.27836E-03	8.25306E+00	
2.27838E-03	8.35582E+00	
2.27839E-03	8.41232E+00	
2.27844E-03	8.62118E+00	
2.27846E-03	8.73659E+00	
2.27847E-03	8.81556E+00	
2.27851E-03	9.02782E+00	
2.27854E-03	9.18923E+00	
2.27856E-03	9.33552E+00	
2.27861E-03	9.67218E+00	
2.27862E-03	9.73133E+00	
2.27866E-03	1.00465E+01	
2.27870E-03	1.03767E+01	
2.27871E-03	1.04470E+01	
2.27875E-03	1.08868E+01	
2.27878E-03	1.11157E+01	
2.27880E-03	1.13578E+01	
2.27886E-03	1.19075E+01	
2.27891E-03	1.25042E+01	
2.27894E-03	1.28113E+01	
2.27898E-03	1.33535E+01	
2.27901E-03	1.36860E+01	
2.27907E-03	1.45085E+01	
2.27911E-03	1.51087E+01	
2.27917E-03	1.58799E+01	
2.27918E-03	1.61164E+01	
2.27930E-03	1.79134E+01	
2.27942E-03	1.97380E+01	
2.27953E-03	2.13065E+01	
2.27962E-03	2.26002E+01	
2.27968E-03	2.34751E+01	
2.27970E-03	2.36416E+01	
2.27978E-03	2.46109E+01	
2.27981E-03	2.49298E+01	
2.27985E-03	2.53164E+01	
2.27991E-03	2.59383E+01	
2.27992E-03	2.60025E+01	
2.27999E-03	2.64875E+01	
2.28002E-03	2.66796E+01	
2.28005E-03	2.68521E+01	
2.28011E-03	2.70945E+01	
2.28012E-03	2.71275E+01	
2.28014E-03	2.71724E+01	
2.28019E-03	2.72593E+01	
2.28021E-03	2.72757E+01	
2.28027E-03	2.72598E+01	
2.28029E-03	2.72356E+01	
2.28035E-03	2.71100E+01	
2.28037E-03	2.70292E+01	
2.28045E-03	2.67345E+01	
2.28046E-03	2.66706E+01	
2.28054E-03	2.62103E+01	
2.28055E-03	2.61283E+01	
2.28068E-03	2.52130E+01	
2.28083E-03	2.41037E+01	
2.28092E-03	2.35336E+01	
2.28093E-03	2.34140E+01	
2.28098E-03	2.31699E+01	
2.28105E-03	2.28279E+01	
2.28112E-03	2.26092E+01	
2.28115E-03	2.25397E+01	
2.28117E-03	2.25114E+01	
2.28119E-03	2.25021E+01	
2.28122E-03	2.25073E+01	
2.28126E-03	2.25450E+01	
2.28128E-03	2.25788E+01	
2.28133E-03	2.27511E+01	
2.28139E-03	2.30478E+01	
2.28140E-03	2.31467E+01	
2.28145E-03	2.34495E+01	
2.28147E-03	2.36656E+01	
2.28150E-03	2.39626E+01	
2.28154E-03	2.43355E+01	
2.28155E-03	2.45277E+01	
2.28160E-03	2.51537E+01	
2.28161E-03	2.51799E+01	
2.28167E-03	2.61204E+01	
2.28168E-03	2.61937E+01	
2.28174E-03	2.72172E+01	
2.28183E-03	2.90083E+01	
2.28184E-03	2.90719E+01	
2.28194E-03	3.11241E+01	
2.28209E-03	3.43834E+01	
2.28215E-03	3.57024E+01	
2.28223E-03	3.74942E+01	
2.28226E-03	3.80669E+01	
2.28230E-03	3.89414E+01	
2.28238E-03	4.04111E+01	
2.28240E-03	4.06475E+01	
2.28245E-03	4.14459E+01	
2.28250E-03	4.21229E+01	
2.28253E-03	4.24942E+01	
2.28259E-03	4.32070E+01	
2.28260E-03	4.32345E+01	
2.28267E-03	4.37571E+01	
2.28269E-03	4.38790E+01	
2.28276E-03	4.40915E+01	
2.28283E-03	4.40494E+01	
2.28284E-03	4.40361E+01	
2.28288E-03	4.38676E+01	
2.28290E-03	4.37891E+01	
2.28295E-03	4.34331E+01	
2.28296E-03	4.33859E+01	
2.28302E-03	4.28110E+01	
2.28303E-03	4.26208E+01	
2.28310E-03	4.17520E+01	
2.28312E-03	4.15298E+01	
2.28318E-03	4.05173E+01	
2.28319E-03	4.03645E+01	
2.28327E-03	3.88345E+01	
2.28330E-03	3.82383E+01	
2.28338E-03	3.64537E+01	
2.28342E-03	3.55338E+01	
2.28357E-03	3.20743E+01	
2.28366E-03	2.99353E+01	
2.28375E-03	2.77245E+01	
2.28383E-03	2.59270E+01	
2.28389E-03	2.45718E+01	
2.28390E-03	2.42399E+01	
2.28396E-03	2.29768E+01	
2.28402E-03	2.17749E+01	
2.28408E-03	2.06140E+01	
2.28411E-03	2.00941E+01	
2.28412E-03	1.98865E+01	
2.28416E-03	1.91984E+01	
2.28420E-03	1.85689E+01	
2.28421E-03	1.84194E+01	
2.28425E-03	1.76960E+01	
2.28429E-03	1.71363E+01	
2.28430E-03	1.70046E+01	
2.28435E-03	1.63692E+01	
2.28438E-03	1.59073E+01	
2.28442E-03	1.54858E+01	
2.28445E-03	1.50781E+01	
2.28448E-03	1.47874E+01	
2.28449E-03	1.46893E+01	
2.28452E-03	1.43326E+01	
2.28455E-03	1.40204E+01	
2.28457E-03	1.38520E+01	
2.28459E-03	1.36556E+01	
2.28463E-03	1.33163E+01	
2.28467E-03	1.30558E+01	
2.28470E-03	1.27755E+01	
2.28473E-03	1.25628E+01	
2.28476E-03	1.23840E+01	
2.28479E-03	1.21741E+01	
2.28482E-03	1.19950E+01	
2.28485E-03	1.18205E+01	
2.28488E-03	1.16661E+01	
2.28491E-03	1.15159E+01	
2.28494E-03	1.13694E+01	
2.28495E-03	1.13498E+01	
2.28497E-03	1.12409E+01	
2.28500E-03	1.11179E+01	
2.28503E-03	1.09981E+01	
2.28506E-03	1.08812E+01	
2.28509E-03	1.07849E+01	
2.28512E-03	1.06737E+01	
2.28515E-03	1.05803E+01	
2.28518E-03	1.04837E+01	
2.28522E-03	1.03791E+01	
2.28523E-03	1.03519E+01	
2.28525E-03	1.02875E+01	
2.28529E-03	1.02021E+01	
2.28532E-03	1.01187E+01	
2.28536E-03	1.00373E+01	
2.28537E-03	1.00055E+01	
2.28539E-03	9.96427E+00	
2.28543E-03	9.89719E+00	
2.28548E-03	9.80997E+00	
2.28552E-03	9.72500E+00	
2.28553E-03	9.71670E+00	
2.28557E-03	9.65297E+00	
2.28562E-03	9.58387E+00	
2.28566E-03	9.51625E+00	
2.28571E-03	9.44993E+00	
2.28573E-03	9.41733E+00	
2.28576E-03	9.39014E+00	
2.28580E-03	9.33675E+00	
2.28587E-03	9.25822E+00	
2.28592E-03	9.20676E+00	
2.28598E-03	9.13630E+00	
2.28604E-03	9.07567E+00	
2.28605E-03	9.06826E+00	
2.28611E-03	9.01094E+00	
2.28621E-03	8.92625E+00	
2.28631E-03	8.84280E+00	
2.28641E-03	8.76035E+00	
2.28647E-03	8.71071E+00	
2.28650E-03	8.68280E+00	
2.28663E-03	8.58888E+00	
2.28676E-03	8.49607E+00	
2.28689E-03	8.40428E+00	
2.28698E-03	8.34511E+00	
2.28711E-03	8.25385E+00	
2.28712E-03	8.25038E+00	
2.28723E-03	8.17193E+00	
2.28735E-03	8.09435E+00	
2.28747E-03	8.01771E+00	
2.28758E-03	7.94223E+00	
2.28766E-03	7.89267E+00	
2.28774E-03	7.84385E+00	
2.28782E-03	7.79591E+00	
2.28790E-03	7.74907E+00	
2.28797E-03	7.70356E+00	
2.28803E-03	7.67050E+00	
2.28809E-03	7.63854E+00	
2.28815E-03	7.60790E+00	
2.28821E-03	7.57882E+00	
2.28825E-03	7.55812E+00	
2.28830E-03	7.53861E+00	
2.28834E-03	7.52045E+00	
2.28838E-03	7.50383E+00	
2.28843E-03	7.48895E+00	
2.28847E-03	7.47603E+00	
2.28849E-03	7.47176E+00	
2.28852E-03	7.46832E+00	
2.28856E-03	7.46509E+00	
2.28859E-03	7.46450E+00	
2.28863E-03	7.46564E+00	
2.28866E-03	7.46865E+00	
2.28867E-03	7.46966E+00	
2.28869E-03	7.47856E+00	
2.28873E-03	7.49190E+00	
2.28876E-03	7.50764E+00	
2.28879E-03	7.52598E+00	
2.28883E-03	7.54712E+00	
2.28884E-03	7.56000E+00	
2.28886E-03	7.57507E+00	
2.28889E-03	7.61062E+00	
2.28893E-03	7.65790E+00	
2.28895E-03	7.68702E+00	
2.28897E-03	7.70811E+00	
2.28900E-03	7.76899E+00	
2.28904E-03	7.83481E+00	
2.28906E-03	7.88816E+00	
2.28907E-03	7.90875E+00	
2.28911E-03	7.99672E+00	
2.28914E-03	8.09070E+00	
2.28915E-03	8.11576E+00	
2.28918E-03	8.20130E+00	
2.28921E-03	8.32206E+00	
2.28925E-03	8.44986E+00	
2.28926E-03	8.48369E+00	
2.28928E-03	8.59780E+00	
2.28932E-03	8.75770E+00	
2.28935E-03	8.90476E+00	
2.28939E-03	9.12314E+00	
2.28942E-03	9.32701E+00	
2.28944E-03	9.43346E+00	
2.28946E-03	9.55048E+00	
2.28950E-03	9.82505E+00	
2.28954E-03	1.00805E+01	
2.28959E-03	1.05144E+01	
2.28963E-03	1.08562E+01	
2.28968E-03	1.13190E+01	
2.28969E-03	1.14504E+01	
2.28972E-03	1.17754E+01	
2.28976E-03	1.22555E+01	
2.28977E-03	1.23555E+01	
2.28983E-03	1.30450E+01	
2.28986E-03	1.33759E+01	
2.28989E-03	1.37689E+01	
2.28994E-03	1.45079E+01	
2.28996E-03	1.48085E+01	
2.29002E-03	1.57409E+01	
2.29004E-03	1.59286E+01	
2.29011E-03	1.71257E+01	
2.29013E-03	1.74309E+01	
2.29020E-03	1.85936E+01	
2.29031E-03	2.05725E+01	
2.29035E-03	2.13012E+01	
2.29045E-03	2.30722E+01	
2.29056E-03	2.48191E+01	
2.29059E-03	2.53957E+01	
2.29064E-03	2.62306E+01	
2.29070E-03	2.71145E+01	
2.29072E-03	2.73275E+01	
2.29080E-03	2.83772E+01	
2.29086E-03	2.91174E+01	
2.29090E-03	2.94679E+01	
2.29094E-03	2.98341E+01	
2.29099E-03	3.02721E+01	
2.29100E-03	3.03706E+01	
2.29107E-03	3.07666E+01	
2.29108E-03	3.08315E+01	
2.29114E-03	3.10246E+01	
2.29116E-03	3.11048E+01	
2.29117E-03	3.11226E+01	
2.29124E-03	3.11865E+01	
2.29127E-03	3.11833E+01	
2.29131E-03	3.11433E+01	
2.29136E-03	3.10340E+01	
2.29140E-03	3.09063E+01	
2.29144E-03	3.07619E+01	
2.29149E-03	3.05357E+01	
2.29164E-03	2.97381E+01	
2.29166E-03	2.95862E+01	
2.29179E-03	2.88894E+01	
2.29181E-03	2.87851E+01	
2.29188E-03	2.85141E+01	
2.29190E-03	2.84489E+01	
2.29197E-03	2.82948E+01	
2.29198E-03	2.82707E+01	
2.29203E-03	2.82552E+01	
2.29204E-03	2.82616E+01	
2.29210E-03	2.83548E+01	
2.29211E-03	2.83780E+01	
2.29217E-03	2.86297E+01	
2.29223E-03	2.90432E+01	
2.29224E-03	2.90710E+01	
2.29230E-03	2.96161E+01	
2.29236E-03	3.03515E+01	
2.29237E-03	3.04931E+01	
2.29243E-03	3.12481E+01	
2.29244E-03	3.14750E+01	
2.29249E-03	3.23002E+01	
2.29251E-03	3.26297E+01	
2.29256E-03	3.35871E+01	
2.29257E-03	3.39364E+01	
2.29265E-03	3.56043E+01	
2.29266E-03	3.58829E+01	
2.29275E-03	3.78462E+01	
2.29276E-03	3.81490E+01	
2.29295E-03	4.30082E+01	
2.29307E-03	4.61733E+01	
2.29311E-03	4.71135E+01	
2.29316E-03	4.82293E+01	
2.29322E-03	4.95900E+01	
2.29323E-03	4.97420E+01	
2.29330E-03	5.10281E+01	
2.29333E-03	5.14573E+01	
2.29338E-03	5.22101E+01	
2.29341E-03	5.26113E+01	
2.29345E-03	5.29330E+01	
2.29347E-03	5.31539E+01	
2.29350E-03	5.34185E+01	
2.29355E-03	5.36227E+01	
2.29359E-03	5.37497E+01	
2.29363E-03	5.37518E+01	
2.29367E-03	5.36830E+01	
2.29369E-03	5.36134E+01	
2.29370E-03	5.35495E+01	
2.29376E-03	5.31499E+01	
2.29377E-03	5.30868E+01	
2.29383E-03	5.23981E+01	
2.29385E-03	5.22047E+01	
2.29392E-03	5.11613E+01	
2.29400E-03	4.96897E+01	
2.29401E-03	4.93475E+01	
2.29409E-03	4.75662E+01	
2.29411E-03	4.71035E+01	
2.29421E-03	4.45644E+01	
2.29431E-03	4.18121E+01	
2.29448E-03	3.69448E+01	
2.29458E-03	3.39068E+01	
2.29467E-03	3.15477E+01	
2.29468E-03	3.11210E+01	
2.29474E-03	2.96536E+01	
2.29480E-03	2.80512E+01	
2.29482E-03	2.75569E+01	
2.29486E-03	2.65368E+01	
2.29491E-03	2.53898E+01	
2.29492E-03	2.50991E+01	
2.29496E-03	2.41996E+01	
2.29500E-03	2.34102E+01	
2.29501E-03	2.33223E+01	
2.29506E-03	2.22385E+01	
2.29508E-03	2.19167E+01	
2.29510E-03	2.14810E+01	
2.29514E-03	2.07586E+01	
2.29517E-03	2.03076E+01	
2.29518E-03	2.00705E+01	
2.29522E-03	1.94301E+01	
2.29526E-03	1.88876E+01	
2.29530E-03	1.82484E+01	
2.29534E-03	1.76993E+01	
2.29535E-03	1.76482E+01	
2.29539E-03	1.72050E+01	
2.29543E-03	1.67272E+01	
2.29544E-03	1.65760E+01	
2.29547E-03	1.62895E+01	
2.29550E-03	1.59621E+01	
2.29553E-03	1.56532E+01	
2.29554E-03	1.55970E+01	
2.29557E-03	1.52676E+01	
2.29561E-03	1.49458E+01	
2.29565E-03	1.46592E+01	
2.29568E-03	1.43791E+01	
2.29569E-03	1.43334E+01	
2.29572E-03	1.41306E+01	
2.29576E-03	1.38929E+01	
2.29580E-03	1.36604E+01	
2.29581E-03	1.35656E+01	
2.29583E-03	1.34508E+01	
2.29587E-03	1.32585E+01	
2.29591E-03	1.30703E+01	
2.29593E-03	1.29473E+01	
2.29594E-03	1.28941E+01	
2.29598E-03	1.27380E+01	
2.29602E-03	1.25850E+01	
2.29605E-03	1.24475E+01	
2.29606E-03	1.24367E+01	
2.29609E-03	1.23205E+01	
2.29613E-03	1.21671E+01	
2.29617E-03	1.20407E+01	
2.29618E-03	1.20205E+01	
2.29623E-03	1.18961E+01	
2.29627E-03	1.17744E+01	
2.29632E-03	1.16552E+01	
2.29635E-03	1.15591E+01	
2.29636E-03	1.15418E+01	
2.29641E-03	1.14463E+01	
2.29645E-03	1.13529E+01	
2.29650E-03	1.12614E+01	
2.29654E-03	1.11894E+01	
2.29659E-03	1.11018E+01	
2.29664E-03	1.10306E+01	
2.29665E-03	1.10073E+01	
2.29670E-03	1.09386E+01	
2.29674E-03	1.08718E+01	
2.29678E-03	1.08214E+01	
2.29679E-03	1.08096E+01	
2.29683E-03	1.07586E+01	
2.29688E-03	1.07099E+01	
2.29692E-03	1.06638E+01	
2.29697E-03	1.06203E+01	
2.29701E-03	1.05798E+01	
2.29702E-03	1.05767E+01	
2.29706E-03	1.05542E+01	
2.29709E-03	1.05359E+01	
2.29713E-03	1.05198E+01	
2.29716E-03	1.05072E+01	
2.29719E-03	1.04973E+01	
2.29722E-03	1.04895E+01	
2.29725E-03	1.04841E+01	
2.29728E-03	1.04811E+01	
