MeV	"I-127(N,TOT)"	
3.95453E-03	38.6493	
3.95462E-03	36.7695	
3.95476E-03	33.6277	
3.95485E-03	31.6741	
3.95490E-03	30.5706	
3.95501E-03	28.2887	
3.95503E-03	27.9763	
3.95512E-03	26.1299	
3.95513E-03	26.0286	
3.95521E-03	24.3847	
3.95524E-03	23.9086	
3.95531E-03	22.7343	
3.95536E-03	21.935	
3.95540E-03	21.1798	
3.95546E-03	20.2553	
3.95547E-03	20.1919	
3.95554E-03	19.1719	
3.95556E-03	18.8449	
3.95561E-03	18.117	
3.95565E-03	17.5416	
3.95569E-03	17.1254	
3.95575E-03	16.3437	
3.95576E-03	16.1959	
3.95582E-03	15.5474	
3.95585E-03	15.2495	
3.95588E-03	14.9311	
3.95593E-03	14.3437	
3.95594E-03	14.2538	
3.95599E-03	13.7997	
3.95604E-03	13.3522	
3.95605E-03	13.2761	
3.95610E-03	12.7933	
3.95613E-03	12.5393	
3.95617E-03	12.2462	
3.95624E-03	11.7296	
3.95631E-03	11.2636	
3.95633E-03	11.1059	
3.95638E-03	10.8304	
3.95642E-03	10.5549	
3.95645E-03	10.4298	
3.95652E-03	10.0615	
3.95655E-03	9.90653	
3.95658E-03	9.72195	
3.95665E-03	9.405	
3.95667E-03	9.34565	
3.95672E-03	9.12092	
3.95679E-03	8.86132	
3.95684E-03	8.6903	
3.95690E-03	8.48797	
3.95691E-03	8.44364	
3.95695E-03	8.30552	
3.95701E-03	8.13056	
3.95703E-03	8.08262	
3.95707E-03	7.97153	
3.95713E-03	7.81989	
3.95715E-03	7.77003	
3.95719E-03	7.68132	
3.95725E-03	7.55009	
3.95728E-03	7.47811	
3.95731E-03	7.42698	
3.95737E-03	7.31342	
3.95741E-03	7.22619	
3.95743E-03	7.20453	
3.95748E-03	7.10834	
3.95754E-03	7.01328	
3.95761E-03	6.90907	
3.95763E-03	6.878	
3.95772E-03	6.76018	
3.95778E-03	6.6826	
3.95780E-03	6.64849	
3.95786E-03	6.58085	
3.95794E-03	6.49924	
3.95795E-03	6.48627	
3.95803E-03	6.40307	
3.95812E-03	6.32082	
3.95820E-03	6.24564	
3.95829E-03	6.17336	
3.95842E-03	6.0739	
3.95853E-03	5.98567	
3.95854E-03	5.97723	
3.95867E-03	5.89593	
3.95880E-03	5.81543	
3.95886E-03	5.77449	
3.95893E-03	5.74189	
3.95905E-03	5.67555	
3.95919E-03	5.60465	
3.95931E-03	5.54433	
3.95935E-03	5.52744	
3.95950E-03	5.46043	
3.95966E-03	5.3939	
3.95975E-03	5.35535	
3.95987E-03	5.31308	
3.96008E-03	5.23854	
3.96024E-03	5.18302	
3.96029E-03	5.16714	
3.96050E-03	5.10403	
3.96071E-03	5.04131	
3.96076E-03	5.02572	
3.96094E-03	4.97986	
3.96120E-03	4.9148	
3.96147E-03	4.85015	
3.96154E-03	4.83087	
3.96173E-03	4.7924	
3.96199E-03	4.73779	
3.96207E-03	4.72152	
3.96225E-03	4.689	
3.96245E-03	4.65442	
3.96264E-03	4.6201	
3.96284E-03	4.58612	
3.96301E-03	4.55712	
3.96304E-03	4.5527	
3.96305E-03	4.55086	
3.96316E-03	4.53431	
3.96327E-03	4.5201	
3.96337E-03	4.50615	
3.96348E-03	4.4925	
3.96358E-03	4.47924	
3.96366E-03	4.46958	
3.96374E-03	4.4602	
3.96382E-03	4.45114	
3.96389E-03	4.44245	
3.96397E-03	4.43417	
3.96402E-03	4.42892	
3.96405E-03	4.42706	
3.96413E-03	4.42189	
3.96421E-03	4.41729	
3.96428E-03	4.41332	
3.96434E-03	4.41106	
3.96439E-03	4.40913	
3.96444E-03	4.40755	
3.96449E-03	4.40633	
3.96454E-03	4.40551	
3.96461E-03	4.40505	
3.96467E-03	4.40521	
3.96472E-03	4.40592	
3.96478E-03	4.40722	
3.96484E-03	4.40912	
3.96488E-03	4.41074	
3.96495E-03	4.41485	
3.96503E-03	4.42015	
3.96511E-03	4.4267	
3.96518E-03	4.43671	
3.96526E-03	4.4482	
3.96533E-03	4.46101	
3.96541E-03	4.47512	
3.96549E-03	4.49053	
3.96556E-03	4.5072	
3.96568E-03	4.53446	
3.96579E-03	4.56418	
3.96593E-03	4.60134	
3.96613E-03	4.66086	
3.96635E-03	4.72999	
3.96640E-03	4.74442	
3.96655E-03	4.78765	
3.96667E-03	4.82161	
3.96677E-03	4.84687	
3.96690E-03	4.87389	
3.96703E-03	4.8955	
3.96713E-03	4.90719	
3.96724E-03	4.91554	
3.96735E-03	4.91823	
3.96747E-03	4.9144	
3.96750E-03	4.91203	
3.96761E-03	4.89988	
3.96768E-03	4.88827	
3.96773E-03	4.87932	
3.96783E-03	4.85539	
3.96792E-03	4.8313	
3.96802E-03	4.79685	
3.96814E-03	4.75521	
3.96828E-03	4.69793	
3.96838E-03	4.65276	
3.96853E-03	4.58459	
3.96881E-03	4.44816	
3.96904E-03	4.33476	
3.96917E-03	4.27235	
3.96930E-03	4.217	
3.96939E-03	4.17835	
3.96948E-03	4.1413	
3.96957E-03	4.10598	
3.96966E-03	4.07243	
3.96975E-03	4.0407	
3.96981E-03	4.02055	
3.96987E-03	4.0012	
3.96993E-03	3.98265	
3.96999E-03	3.96488	
3.97005E-03	3.94786	
3.97006E-03	3.94425	
3.97011E-03	3.93232	
3.97017E-03	3.91771	
3.97022E-03	3.90481	
3.97028E-03	3.89248	
3.97033E-03	3.8807	
3.97039E-03	3.86945	
3.97044E-03	3.85869	
3.97050E-03	3.84842	
3.97055E-03	3.8386	
3.97061E-03	3.8292	
3.97067E-03	3.82022	
3.97072E-03	3.81162	
3.97078E-03	3.80337	
3.97083E-03	3.79548	
3.97089E-03	3.78789	
3.97094E-03	3.78062	
3.97100E-03	3.77362	
3.97105E-03	3.76689	
3.97112E-03	3.75881	
3.97119E-03	3.7511	
3.97126E-03	3.74373	
3.97133E-03	3.73669	
3.97140E-03	3.72996	
3.97147E-03	3.72354	
3.97154E-03	3.71741	
3.97156E-03	3.71543	
3.97163E-03	3.7097	
3.97170E-03	3.70427	
3.97177E-03	3.69915	
3.97184E-03	3.69436	
3.97191E-03	3.68993	
3.97198E-03	3.68587	
3.97205E-03	3.68223	
3.97212E-03	3.67905	
3.97217E-03	3.67721	
3.97221E-03	3.67561	
3.97226E-03	3.67427	
3.97231E-03	3.6732	
3.97235E-03	3.67244	
3.97240E-03	3.672	
3.97244E-03	3.67191	
3.97249E-03	3.67218	
3.97254E-03	3.67286	
3.97259E-03	3.6742	
3.97260E-03	3.67456	
3.97265E-03	3.67719	
3.97270E-03	3.68111	
3.97275E-03	3.68577	
3.97281E-03	3.69122	
3.97286E-03	3.69754	
3.97292E-03	3.70479	
3.97297E-03	3.71304	
3.97302E-03	3.72235	
3.97308E-03	3.73281	
3.97313E-03	3.74447	
3.97319E-03	3.75743	
3.97324E-03	3.77175	
3.97329E-03	3.79004	
3.97335E-03	3.80996	
3.97340E-03	3.83146	
3.97346E-03	3.85466	
3.97351E-03	3.87961	
3.97356E-03	3.90539	
3.97362E-03	3.93833	
3.97367E-03	3.97212	
3.97373E-03	4.01068	
3.97379E-03	4.0531	
3.97385E-03	4.09816	
3.97388E-03	4.12363	
3.97391E-03	4.14815	
3.97399E-03	4.22245	
3.97407E-03	4.30167	
3.97415E-03	4.3858	
3.97420E-03	4.44323	
3.97421E-03	4.4528	
3.97429E-03	4.55256	
3.97439E-03	4.6783	
3.97449E-03	4.82168	
3.97450E-03	4.83343	
3.97461E-03	5.00513	
3.97478E-03	5.27352	
3.97510E-03	5.82566	
3.97516E-03	5.93542	
3.97535E-03	6.25285	
3.97549E-03	6.47749	
3.97560E-03	6.65106	
3.97573E-03	6.82263	
3.97579E-03	6.89104	
3.97583E-03	6.94063	
3.97596E-03	7.05667	
3.97607E-03	7.14163	
3.97609E-03	7.15322	
3.97618E-03	7.19171	
3.97625E-03	7.21405	
3.97635E-03	7.22753	
3.97636E-03	7.22779	
3.97647E-03	7.21067	
3.97655E-03	7.18287	
3.97658E-03	7.16818	
3.97663E-03	7.13978	
3.97671E-03	7.08645	
3.97674E-03	7.06639	
3.97685E-03	6.95887	
3.97693E-03	6.87791	
3.97697E-03	6.8223	
3.97712E-03	6.63035	
3.97713E-03	6.61322	
3.97729E-03	6.36728	
3.97741E-03	6.18791	
3.97776E-03	5.58821	
3.97777E-03	5.57513	
3.97789E-03	5.38242	
3.97799E-03	5.20893	
3.97810E-03	5.04222	
3.97821E-03	4.88322	
3.97828E-03	4.78184	
3.97835E-03	4.68429	
3.97843E-03	4.59069	
3.97846E-03	4.55085	
3.97850E-03	4.50344	
3.97857E-03	4.42209	
3.97864E-03	4.3447	
3.97871E-03	4.27121	
3.97879E-03	4.20152	
3.97886E-03	4.13551	
3.97891E-03	4.09658	
3.97895E-03	4.05918	
3.97900E-03	4.02328	
3.97905E-03	3.98882	
3.97910E-03	3.95575	
3.97915E-03	3.92402	
3.97919E-03	3.89358	
3.97922E-03	3.87906	
3.97926E-03	3.85837	
3.97932E-03	3.82645	
3.97938E-03	3.79635	
3.97944E-03	3.76795	
3.97948E-03	3.74992	
3.97952E-03	3.73257	
3.97957E-03	3.71586	
3.97958E-03	3.71047	
3.97961E-03	3.70121	
3.97965E-03	3.68787	
3.97969E-03	3.67509	
3.97973E-03	3.66286	
3.97977E-03	3.65114	
3.97981E-03	3.63993	
3.97985E-03	3.62918	
3.97989E-03	3.61888	
3.97994E-03	3.60902	
3.97998E-03	3.59958	
3.98002E-03	3.59053	
3.98006E-03	3.58186	
3.98010E-03	3.57417	
3.98014E-03	3.56738	
3.98018E-03	3.56141	
3.98022E-03	3.55578	
3.98026E-03	3.55048	
3.98031E-03	3.5455	
3.98035E-03	3.54083	
3.98039E-03	3.53647	
3.98045E-03	3.5305	
3.98051E-03	3.52521	
3.98055E-03	3.52192	
3.98060E-03	3.51897	
3.98061E-03	3.5179	
3.98064E-03	3.51708	
3.98068E-03	3.51604	
3.98075E-03	3.51513	
3.98081E-03	3.515	
3.98087E-03	3.5156	
3.98092E-03	3.51663	
3.98097E-03	3.51816	
3.98102E-03	3.52021	
3.98107E-03	3.52279	
3.98112E-03	3.52591	
3.98118E-03	3.53096	
3.98125E-03	3.53706	
3.98131E-03	3.54423	
3.98138E-03	3.55254	
3.98144E-03	3.562	
3.98148E-03	3.5684	
3.98151E-03	3.57333	
3.98158E-03	3.58689	
3.98164E-03	3.60171	
3.98171E-03	3.61779	
3.98177E-03	3.63516	
3.98184E-03	3.65381	
3.98190E-03	3.67374	
3.98198E-03	3.69932	
3.98206E-03	3.72666	
3.98214E-03	3.7557	
3.98226E-03	3.80221	
3.98238E-03	3.85183	
3.98253E-03	3.9218	
3.98258E-03	3.94598	
3.98295E-03	4.11752	
3.98308E-03	4.1727	
3.98320E-03	4.22409	
3.98334E-03	4.27686	
3.98345E-03	4.31165	
3.98357E-03	4.34142	
3.98366E-03	4.36032	
3.98377E-03	4.37485	
3.98387E-03	4.38273	
3.98392E-03	4.38302	
3.98398E-03	4.38172	
3.98400E-03	4.38083	
3.98411E-03	4.36971	
3.98422E-03	4.3495	
3.98431E-03	4.32705	
3.98440E-03	4.30228	
3.98450E-03	4.26572	
3.98461E-03	4.22289	
3.98474E-03	4.16238	
3.98480E-03	4.1335	
3.98484E-03	4.11333	
3.98497E-03	4.04162	
3.98516E-03	3.93163	
3.98551E-03	3.72253	
3.98565E-03	3.64309	
3.98576E-03	3.58435	
3.98587E-03	3.52826	
3.98595E-03	3.48813	
3.98603E-03	3.44978	
3.98611E-03	3.41329	
3.98619E-03	3.37868	
3.98621E-03	3.37008	
3.98627E-03	3.3468	
3.98635E-03	3.31711	
3.98643E-03	3.2893	
3.98649E-03	3.27134	
3.98654E-03	3.25423	
3.98660E-03	3.23794	
3.98665E-03	3.22246	
3.98671E-03	3.20774	
3.98677E-03	3.19377	
3.98682E-03	3.18051	
3.98688E-03	3.16794	
3.98693E-03	3.15602	
3.98699E-03	3.14473	
3.98704E-03	3.13402	
3.98710E-03	3.12387	
3.98715E-03	3.11425	
3.98721E-03	3.10512	
3.98726E-03	3.09645	
3.98732E-03	3.08821	
3.98737E-03	3.08038	
3.98743E-03	3.07292	
3.98748E-03	3.06581	
3.98754E-03	3.05902	
3.98759E-03	3.05253	
3.98765E-03	3.04631	
3.98770E-03	3.04034	
3.98776E-03	3.0346	
3.98781E-03	3.02927	
3.98787E-03	3.02413	
3.98795E-03	3.01675	
3.98804E-03	3.0097	
3.98812E-03	3.00295	
3.98820E-03	2.99645	
3.98828E-03	2.99017	
3.98840E-03	2.98203	
3.98852E-03	2.97317	
3.98865E-03	2.96457	
3.98877E-03	2.95618	
3.98890E-03	2.94794	
3.98906E-03	2.93713	
3.98931E-03	2.92118	
3.98956E-03	2.90544	
3.98998E-03	2.87948	
3.99048E-03	2.84861	
3.99085E-03	2.82585	
3.99098E-03	2.8172	
3.99148E-03	2.78377	
3.99198E-03	2.75054	
3.99248E-03	2.7175	
3.99284E-03	2.69403	
3.99298E-03	2.68379	
3.99348E-03	2.6481	
3.99402E-03	2.61023	
3.99457E-03	2.57148	
3.99476E-03	2.55871	
3.99512E-03	2.53093	
3.99549E-03	2.50342	
3.99586E-03	2.47614	
3.99623E-03	2.44914	
3.99660E-03	2.42243	
3.99692E-03	2.39934	
3.99724E-03	2.37655	
3.99756E-03	2.35409	
3.99789E-03	2.332	
3.99821E-03	2.31035	
3.99853E-03	2.28918	
3.99866E-03	2.28093	
3.99885E-03	2.27071	
3.99917E-03	2.25432	
3.99942E-03	2.24236	
3.99951E-03	2.23814	
3.99966E-03	2.23342	
3.99991E-03	2.22651	
4.00008E-03	2.22222	
4.00015E-03	2.22176	
4.00040E-03	2.22103	
4.00050E-03	2.22107	
4.00064E-03	2.2244	
4.00086E-03	2.23024	
4.00089E-03	2.23212	
4.00113E-03	2.24755	
4.00124E-03	2.25453	
4.00132E-03	2.26328	
4.00150E-03	2.28403	
4.00155E-03	2.28923	
4.00169E-03	2.31246	
4.00183E-03	2.3378	
4.00187E-03	2.34599	
4.00202E-03	2.38149	
4.00205E-03	2.38976	
4.00222E-03	2.43658	
4.00224E-03	2.44437	
4.00238E-03	2.49421	
4.00241E-03	2.50576	
4.00251E-03	2.55369	
4.00260E-03	2.59259	
4.00268E-03	2.63679	
4.00274E-03	2.67172	
4.00283E-03	2.72663	
4.00289E-03	2.76564	
4.00297E-03	2.83378	
4.00303E-03	2.87713	
4.00309E-03	2.92711	
4.00315E-03	2.98801	
4.00320E-03	3.03409	
4.00326E-03	3.10425	
4.00331E-03	3.15714	
4.00337E-03	3.23762	
4.00342E-03	3.29839	
4.00348E-03	3.39086	
4.00353E-03	3.46079	
4.00359E-03	3.56718	
4.00364E-03	3.64777	
4.00370E-03	3.77035	
4.00375E-03	3.86328	
4.00381E-03	4.00452	
4.00384E-03	4.07442	
4.00389E-03	4.18047	
4.00393E-03	4.29615	
4.00396E-03	4.37411	
4.00402E-03	4.5442	
4.00404E-03	4.58721	
4.00411E-03	4.82173	
4.00418E-03	5.08039	
4.00420E-03	5.13686	
4.00426E-03	5.36506	
4.00429E-03	5.49068	
4.00434E-03	5.74453	
4.00437E-03	5.88534	
4.00443E-03	6.16988	
4.00446E-03	6.3277	
4.00452E-03	6.64643	
4.00455E-03	6.82308	
4.00461E-03	7.17976	
4.00464E-03	7.37387	
4.00467E-03	7.56981	
4.00473E-03	7.98893	
4.00479E-03	8.44135	
4.00482E-03	8.71319	
4.00485E-03	8.92662	
4.00490E-03	9.44735	
4.00491E-03	9.51685	
4.00496E-03	10.0073	
4.00500E-03	10.4182	
4.00502E-03	10.6066	
4.00508E-03	11.2486	
4.00510E-03	11.4194	
4.00514E-03	11.936	
4.00519E-03	12.5309	
4.00520E-03	12.6693	
4.00528E-03	13.6975	
4.00535E-03	14.8152	
4.00537E-03	15.1278	
4.00543E-03	16.0263	
4.00546E-03	16.628	
4.00551E-03	17.3347	
4.00554E-03	17.9707	
4.00558E-03	18.7466	
4.00562E-03	19.4163	
4.00566E-03	20.2654	
4.00569E-03	20.9685	
4.00573E-03	21.8964	
4.00581E-03	23.4953	
4.00590E-03	25.6856	
4.00592E-03	26.2971	
4.00598E-03	27.875	
4.00603E-03	29.355	
4.00606E-03	30.2075	
4.00615E-03	32.683	
4.00616E-03	33.0524	
4.00625E-03	35.8336	
4.00626E-03	36.206	
4.00635E-03	39.3635	
4.00637E-03	39.7819	
4.00649E-03	44.408	
4.00654E-03	46.1931	
4.00664E-03	49.7811	
4.00675E-03	54.4952	
4.00680E-03	56.3857	
4.00711E-03	69.2132	
4.00713E-03	70.1971	
4.00735E-03	79.5091	
4.00737E-03	79.9958	
4.00753E-03	86.4563	
4.00754E-03	86.9147	
4.00765E-03	90.6972	
4.00772E-03	93.1987	
4.00777E-03	94.6976	
4.00784E-03	96.9206	
4.00791E-03	98.8993	
4.00796E-03	100.198	
4.00805E-03	102.397	
4.00809E-03	103.34	
4.00817E-03	104.754	
4.00823E-03	105.742	
4.00829E-03	106.531	
4.00835E-03	107.232	
4.00838E-03	107.449	
4.00847E-03	108.064	
4.00851E-03	108.138	
4.00857E-03	108.221	
4.00863E-03	108.009	
4.00871E-03	107.704	
4.00874E-03	107.412	
4.00885E-03	106.386	
4.00897E-03	104.51	
4.00899E-03	104.049	
4.00909E-03	102.048	
4.00913E-03	101.061	
4.00922E-03	99.0583	
4.00928E-03	97.3931	
4.00938E-03	94.3674	
4.00942E-03	93.2223	
4.00957E-03	88.2271	
4.00958E-03	87.808	
4.00978E-03	80.6536	
4.01012E-03	67.936	
4.01024E-03	63.5682	
4.01030E-03	61.4657	
4.01042E-03	57.2782	
4.01043E-03	56.9657	
4.01054E-03	53.2883	
4.01056E-03	52.3983	
4.01066E-03	49.1604	
4.01070E-03	48.087	
4.01077E-03	46.0034	
4.01083E-03	44.0616	
4.01087E-03	43.0014	
4.01096E-03	40.6492	
4.01098E-03	40.1757	
4.01107E-03	37.7842	
4.01108E-03	37.5385	
4.01115E-03	35.8966	
4.01118E-03	35.1317	
4.01124E-03	33.7444	
4.01129E-03	32.686	
4.01134E-03	31.7377	
4.01141E-03	30.4416	
4.01144E-03	29.8719	
4.01152E-03	28.3896	
4.01153E-03	28.1423	
4.01163E-03	26.5449	
4.01172E-03	25.0905	
4.01174E-03	24.824	
4.01182E-03	23.7416	
4.01183E-03	23.5385	
4.01191E-03	22.5125	
4.01194E-03	22.1416	
4.01200E-03	21.4657	
4.01205E-03	20.8779	
4.01209E-03	20.4955	
4.01217E-03	19.7355	
4.01218E-03	19.5971	
4.01227E-03	18.772	
4.01228E-03	18.7036	
4.01236E-03	18.0192	
4.01239E-03	17.7718	
4.01244E-03	17.3212	
4.01250E-03	16.9292	
4.01253E-03	16.674	
4.01261E-03	16.1666	
4.01262E-03	16.0753	
4.01271E-03	15.5308	
4.01275E-03	15.2601	
4.01280E-03	15.0198	
4.01289E-03	14.5019	
4.01290E-03	14.4624	
4.01300E-03	13.9686	
4.01305E-03	13.7583	
4.01312E-03	13.4761	
4.01320E-03	13.1333	
4.01323E-03	13.0214	
4.01334E-03	12.6039	
4.01345E-03	12.2265	
4.01349E-03	12.0773	
4.01356E-03	11.8791	
4.01367E-03	11.5504	
4.01371E-03	11.4197	
4.01381E-03	11.1535	
4.01393E-03	10.8512	
4.01396E-03	10.7846	
4.01409E-03	10.5072	
4.01415E-03	10.3548	
4.01423E-03	10.1941	
4.01438E-03	9.90003	
4.01439E-03	9.8892	
4.01453E-03	9.63826	
4.01462E-03	9.47801	
4.01463E-03	9.46651	
4.01483E-03	9.15711	
4.01486E-03	9.11151	
4.01503E-03	8.87989	
4.01521E-03	8.6294	
4.01523E-03	8.61193	
4.01543E-03	8.37704	
4.01557E-03	8.2125	
4.01563E-03	8.15127	
4.01583E-03	7.93984	
4.01592E-03	7.84692	
4.01603E-03	7.74211	
4.01624E-03	7.55533	
4.01630E-03	7.50341	
4.01644E-03	7.38499	
4.01665E-03	7.22157	
4.01681E-03	7.09135	
4.01685E-03	7.06287	
4.01699E-03	6.96771	
4.01712E-03	6.87321	
4.01723E-03	6.80284	
4.01733E-03	6.73436	
4.01736E-03	6.71226	
4.01747E-03	6.65011	
4.01757E-03	6.58875	
4.01767E-03	6.52832	
4.01777E-03	6.46902	
4.01784E-03	6.42867	
4.01792E-03	6.39212	
4.01799E-03	6.35647	
4.01806E-03	6.32183	
4.01814E-03	6.28833	
4.01821E-03	6.25611	
4.01827E-03	6.23287	
4.01832E-03	6.21051	
4.01838E-03	6.1891	
4.01843E-03	6.16789	
4.01845E-03	6.1623	
4.01849E-03	6.15046	
4.01855E-03	6.13549	
4.01861E-03	6.122	
4.01867E-03	6.1101	
4.01873E-03	6.09989	
4.01879E-03	6.09151	
4.01880E-03	6.09	
4.01885E-03	6.0888	
4.01890E-03	6.08931	
4.01896E-03	6.09201	
4.01902E-03	6.09704	
4.01908E-03	6.10452	
4.01914E-03	6.11458	
4.01915E-03	6.11708	
4.01920E-03	6.13242	
4.01926E-03	6.1543	
4.01931E-03	6.17911	
4.01937E-03	6.20696	
4.01941E-03	6.22759	
4.01943E-03	6.24044	
4.01949E-03	6.28216	
4.01957E-03	6.34288	
4.01965E-03	6.40954	
4.01969E-03	6.44539	
4.01973E-03	6.4945	
4.01982E-03	6.59167	
4.01987E-03	6.65968	
4.01990E-03	6.69941	
4.01998E-03	6.82074	
4.02006E-03	6.92955	
4.02007E-03	6.95016	
4.02020E-03	7.16976	
4.02024E-03	7.25448	
4.02032E-03	7.41195	
4.02044E-03	7.6411	
4.02051E-03	7.8071	
4.02070E-03	8.24221	
4.02084E-03	8.57297	
4.02094E-03	8.7865	
4.02099E-03	8.91342	
4.02115E-03	9.2719	
4.02127E-03	9.53254	
4.02134E-03	9.67254	
4.02147E-03	9.90441	
4.02156E-03	10.0649	
4.02163E-03	10.1602	
4.02167E-03	10.2102	
4.02177E-03	10.3174	
4.02187E-03	10.4061	
4.02192E-03	10.4351	
4.02193E-03	10.4413	
4.02203E-03	10.4729	
4.02213E-03	10.4818	
4.02214E-03	10.4806	
4.02225E-03	10.4428	
4.02233E-03	10.3971	
4.02234E-03	10.3939	
4.02244E-03	10.3059	
4.02248E-03	10.2598	
4.02256E-03	10.1556	
4.02262E-03	10.0759	
4.02268E-03	9.9791	
4.02282E-03	9.73426	
4.02285E-03	9.68805	
4.02296E-03	9.45899	
4.02306E-03	9.24184	
4.02322E-03	8.85341	
4.02330E-03	8.6688	
4.02344E-03	8.3258	
4.02348E-03	8.24225	
4.02357E-03	8.02251	
4.02369E-03	7.72651	
4.02382E-03	7.44228	
4.02390E-03	7.2602	
4.02399E-03	7.08453	
4.02407E-03	6.91549	
4.02415E-03	6.77001	
4.02421E-03	6.64617	
4.02428E-03	6.52661	
4.02432E-03	6.44588	
4.02434E-03	6.41299	
4.02441E-03	6.30759	
4.02448E-03	6.20624	
4.02454E-03	6.10886	
4.02460E-03	6.01843	
4.02461E-03	6.01548	
4.02467E-03	5.93113	
4.02474E-03	5.85028	
4.02481E-03	5.7728	
4.02487E-03	5.69849	
4.02489E-03	5.68178	
4.02492E-03	5.6476	
4.02497E-03	5.5996	
4.02502E-03	5.55314	
4.02507E-03	5.50814	
4.02512E-03	5.46452	
4.02517E-03	5.42222	
4.02522E-03	5.3829	
4.02527E-03	5.3449	
4.02533E-03	5.30814	
4.02538E-03	5.27253	
4.02543E-03	5.23801	
4.02548E-03	5.20447	
4.02553E-03	5.17577	
4.02554E-03	5.17238	
4.02559E-03	5.14489	
4.02564E-03	5.11818	
4.02570E-03	5.09222	
4.02577E-03	5.05864	
4.02584E-03	5.02614	
4.02591E-03	4.9946	
4.02598E-03	4.96455	
4.02605E-03	4.93884	
4.02612E-03	4.91434	
4.02619E-03	4.89044	
4.02626E-03	4.86706	
4.02636E-03	4.83419	
4.02646E-03	4.80278	
4.02656E-03	4.77202	
4.02664E-03	4.74631	
4.02666E-03	4.74246	
4.02676E-03	4.71719	
4.02689E-03	4.68409	
4.02696E-03	4.66775	
4.02709E-03	4.63546	
4.02722E-03	4.60361	
4.02742E-03	4.55657	
4.02762E-03	4.51037	
4.02782E-03	4.46502	
4.02795E-03	4.43533	
4.02808E-03	4.40772	
4.02821E-03	4.3807	
4.02834E-03	4.35438	
4.02845E-03	4.33362	
4.02858E-03	4.31051	
4.02866E-03	4.2957	
4.02874E-03	4.28148	
4.02882E-03	4.26791	
4.02891E-03	4.25512	
4.02899E-03	4.24324	
4.02907E-03	4.2324	
4.02914E-03	4.22471	
4.02915E-03	4.22356	
4.02922E-03	4.22018	
4.02928E-03	4.2177	
4.02934E-03	4.21622	
4.02940E-03	4.21587	
4.02946E-03	4.21676	
4.02953E-03	4.21905	
4.02955E-03	4.22058	
4.02959E-03	4.22615	
4.02965E-03	4.23716	
4.02971E-03	4.25007	
4.02976E-03	4.26192	
4.02982E-03	4.27761	
4.02984E-03	4.284	
4.02988E-03	4.29846	
4.02992E-03	4.31803	
4.02994E-03	4.32448	
4.02999E-03	4.35721	
4.03005E-03	4.39278	
4.03011E-03	4.43145	
4.03013E-03	4.44645	
4.03017E-03	4.47881	
4.03022E-03	4.53277	
4.03028E-03	4.58652	
4.03034E-03	4.66251	
4.03040E-03	4.73825	
4.03043E-03	4.77855	
4.03046E-03	4.82452	
4.03051E-03	4.92164	
4.03057E-03	5.02428	
4.03058E-03	5.03202	
4.03063E-03	5.14326	
4.03067E-03	5.24189	
4.03068E-03	5.25159	
4.03074E-03	5.40396	
4.03077E-03	5.48946	
4.03080E-03	5.57005	
4.03087E-03	5.75107	
4.03093E-03	5.95222	
4.03096E-03	6.07937	
4.03099E-03	6.17072	
4.03105E-03	6.40857	
4.03109E-03	6.55715	
4.03111E-03	6.66447	
4.03117E-03	6.94287	
4.03121E-03	7.11619	
4.03124E-03	7.23909	
4.03129E-03	7.53586	
4.03130E-03	7.55808	
4.03138E-03	7.9965	
4.03146E-03	8.49909	
4.03147E-03	8.57542	
4.03156E-03	9.1868	
4.03158E-03	9.33025	
4.03165E-03	9.84687	
4.03168E-03	10.0052	
4.03175E-03	10.5584	
4.03177E-03	10.7311	
4.03186E-03	11.5018	
4.03189E-03	11.7744	
4.03199E-03	12.6623	
4.03201E-03	12.8954	
4.03212E-03	13.9067	
4.03217E-03	14.438	
4.03233E-03	16.0821	
4.03236E-03	16.4259	
4.03263E-03	19.2838	
4.03279E-03	20.9994	
4.03288E-03	21.8573	
4.03293E-03	22.3652	
4.03304E-03	23.3588	
4.03306E-03	23.474	
4.03316E-03	24.3347	
4.03317E-03	24.3752	
4.03328E-03	25.177	
4.03329E-03	25.2468	
4.03337E-03	25.7549	
4.03341E-03	25.983	
4.03348E-03	26.3041	
4.03355E-03	26.5891	
4.03359E-03	26.7011	
4.03366E-03	26.8874	
4.03370E-03	26.9576	
4.03380E-03	27.0567	
4.03382E-03	27.0617	
4.03391E-03	27.0198	
4.03395E-03	26.9526	
4.03402E-03	26.8211	
4.03406E-03	26.7093	
4.03410E-03	26.5691	
4.03417E-03	26.3249	
4.03421E-03	26.1308	
4.03430E-03	25.6299	
4.03434E-03	25.4317	
4.03441E-03	24.9558	
4.03445E-03	24.6597	
4.03452E-03	24.1738	
4.03460E-03	23.5415	
4.03465E-03	23.098	
4.03476E-03	22.0907	
4.03485E-03	21.2943	
4.03505E-03	19.3643	
4.03507E-03	19.1594	
4.03528E-03	17.0761	
4.03542E-03	15.7583	
4.03552E-03	14.7998	
4.03553E-03	14.7319	
4.03563E-03	13.7647	
4.03572E-03	13.0591	
4.03573E-03	12.9553	
4.03582E-03	12.208	
4.03587E-03	11.8378	
4.03589E-03	11.6678	
4.03596E-03	11.1566	
4.03601E-03	10.8204	
4.03603E-03	10.6676	
4.03610E-03	10.2094	
4.03616E-03	9.83055	
