MeV	"I-127(N,TOT)"	
1.15150E-03	3.78327	
1.15154E-03	3.77834	
1.15158E-03	3.77374	
1.15162E-03	3.76946	
1.15165E-03	3.76547	
1.15169E-03	3.76176	
1.15173E-03	3.75832	
1.15177E-03	3.75511	
1.15180E-03	3.75214	
1.15184E-03	3.74938	
1.15188E-03	3.74682	
1.15192E-03	3.74444	
1.15195E-03	3.74222	
1.15199E-03	3.74016	
1.15203E-03	3.73823	
1.15208E-03	3.73586	
1.15213E-03	3.73382	
1.15217E-03	3.73207	
1.15223E-03	3.72965	
1.15230E-03	3.72744	
1.15236E-03	3.72541	
1.15243E-03	3.72354	
1.15249E-03	3.7218	
1.15254E-03	3.7207	
1.15262E-03	3.71865	
1.15271E-03	3.71678	
1.15278E-03	3.7155	
1.15284E-03	3.71434	
1.15291E-03	3.71332	
1.15297E-03	3.71246	
1.15304E-03	3.71179	
1.15308E-03	3.71147	
1.15312E-03	3.71127	
1.15316E-03	3.71121	
1.15321E-03	3.71129	
1.15325E-03	3.71155	
1.15329E-03	3.71201	
1.15334E-03	3.7127	
1.15338E-03	3.71363	
1.15342E-03	3.71485	
1.15346E-03	3.71597	
1.15349E-03	3.71728	
1.15352E-03	3.71883	
1.15356E-03	3.72061	
1.15359E-03	3.72264	
1.15362E-03	3.72494	
1.15365E-03	3.72753	
1.15369E-03	3.73043	
1.15372E-03	3.73364	
1.15375E-03	3.7372	
1.15379E-03	3.74113	
1.15382E-03	3.74544	
1.15385E-03	3.75014	
1.15389E-03	3.75526	
1.15392E-03	3.76081	
1.15395E-03	3.76681	
1.15400E-03	3.77552	
1.15404E-03	3.78506	
1.15408E-03	3.79546	
1.15413E-03	3.80673	
1.15417E-03	3.81885	
1.15422E-03	3.8323	
1.15426E-03	3.84715	
1.15431E-03	3.8629	
1.15438E-03	3.88804	
1.15445E-03	3.91477	
1.15457E-03	3.9617	
1.15473E-03	4.02747	
1.15483E-03	4.06318	
1.15490E-03	4.08782	
1.15497E-03	4.11134	
1.15503E-03	4.12692	
1.15509E-03	4.1402	
1.15516E-03	4.15197	
1.15522E-03	4.1596	
1.15528E-03	4.16437	
1.15535E-03	4.1656	
1.15536E-03	4.1654	
1.15543E-03	4.16211	
1.15552E-03	4.15375	
1.15563E-03	4.13816	
1.15574E-03	4.12203	
1.15578E-03	4.11635	
1.15585E-03	4.10915	
1.15592E-03	4.10543	
1.15593E-03	4.10524	
1.15598E-03	4.10613	
1.15599E-03	4.10721	
1.15602E-03	4.11037	
1.15607E-03	4.11792	
1.15611E-03	4.1288	
1.15616E-03	4.14339	
1.15619E-03	4.15893	
1.15623E-03	4.17758	
1.15627E-03	4.19956	
1.15631E-03	4.22503	
1.15634E-03	4.25416	
1.15635E-03	4.25779	
1.15638E-03	4.28867	
1.15642E-03	4.32728	
1.15646E-03	4.36986	
1.15649E-03	4.41649	
1.15653E-03	4.46716	
1.15657E-03	4.53116	
1.15661E-03	4.59002	
1.15667E-03	4.68539	
1.15672E-03	4.78492	
1.15678E-03	4.90143	
1.15685E-03	5.06128	
1.15695E-03	5.28431	
1.15715E-03	5.74504	
1.15723E-03	5.93464	
1.15731E-03	6.08455	
1.15737E-03	6.19954	
1.15741E-03	6.26708	
1.15744E-03	6.30154	
1.15749E-03	6.36895	
1.15755E-03	6.42783	
1.15762E-03	6.46738	
1.15768E-03	6.48246	
1.15770E-03	6.48238	
1.15776E-03	6.46917	
1.15781E-03	6.44116	
1.15786E-03	6.40226	
1.15790E-03	6.35969	
1.15796E-03	6.28827	
1.15802E-03	6.1887	
1.15808E-03	6.07127	
1.15816E-03	5.91751	
1.15824E-03	5.71548	
1.15830E-03	5.57043	
1.15837E-03	5.39952	
1.15853E-03	5.01782	
1.15861E-03	4.82649	
1.15867E-03	4.6809	
1.15872E-03	4.57698	
1.15877E-03	4.47808	
1.15882E-03	4.37522	
1.15886E-03	4.29907	
1.15887E-03	4.286	
1.15891E-03	4.22472	
1.15895E-03	4.16682	
1.15898E-03	4.11228	
1.15902E-03	4.06104	
1.15906E-03	4.01307	
1.15910E-03	3.96827	
1.15913E-03	3.92654	
1.15917E-03	3.88774	
1.15920E-03	3.85954	
1.15922E-03	3.83838	
1.15923E-03	3.82973	
1.15927E-03	3.80293	
1.15930E-03	3.77809	
1.15933E-03	3.75508	
1.15936E-03	3.73381	
1.15940E-03	3.71418	
1.15943E-03	3.69608	
1.15946E-03	3.6794	
1.15950E-03	3.66405	
1.15952E-03	3.65335	
1.15955E-03	3.64331	
1.15957E-03	3.63389	
1.15960E-03	3.62503	
1.15963E-03	3.61407	
1.15966E-03	3.60399	
1.15969E-03	3.59751	
1.15970E-03	3.59494	
1.15973E-03	3.5871	
1.15976E-03	3.57993	
1.15979E-03	3.57337	
1.15983E-03	3.56737	
1.15986E-03	3.56186	
1.15989E-03	3.55679	
1.15993E-03	3.55213	
1.15996E-03	3.54784	
1.15999E-03	3.54386	
1.16003E-03	3.54018	
1.16006E-03	3.53675	
1.16009E-03	3.53355	
1.16014E-03	3.52913	
1.16019E-03	3.52509	
1.16024E-03	3.52138	
1.16029E-03	3.51793	
1.16034E-03	3.51471	
1.16041E-03	3.5107	
1.16047E-03	3.50695	
1.16054E-03	3.50341	
1.16064E-03	3.49839	
1.16074E-03	3.49363	
1.16083E-03	3.48958	
1.16093E-03	3.48471	
1.16110E-03	3.47765	
1.16126E-03	3.47081	
1.16143E-03	3.46413	
1.16164E-03	3.45544	
1.16179E-03	3.44956	
1.16201E-03	3.44146	
1.16216E-03	3.43567	
1.16225E-03	3.43169	
1.16249E-03	3.42089	
1.16273E-03	3.41022	
1.16297E-03	3.3997	
1.16333E-03	3.38417	
1.16357E-03	3.374	
1.16365E-03	3.3706	
1.16384E-03	3.36084	
1.16411E-03	3.347	
1.16437E-03	3.33339	
1.16464E-03	3.32004	
1.16482E-03	3.31152	
1.16491E-03	3.3057	
1.16511E-03	3.29335	
1.16531E-03	3.28125	
1.16551E-03	3.26942	
1.16571E-03	3.25792	
1.16574E-03	3.25647	
1.16587E-03	3.24693	
1.16603E-03	3.2358	
1.16618E-03	3.22506	
1.16630E-03	3.21735	
1.16642E-03	3.21004	
1.16650E-03	3.20366	
1.16658E-03	3.19759	
1.16666E-03	3.19192	
1.16673E-03	3.18676	
1.16679E-03	3.18333	
1.16685E-03	3.18036	
1.16691E-03	3.17798	
1.16697E-03	3.1763	
1.16700E-03	3.17592	
1.16702E-03	3.17464	
1.16706E-03	3.17327	
1.16710E-03	3.17242	
1.16714E-03	3.17218	
1.16718E-03	3.17263	
1.16722E-03	3.17385	
1.16726E-03	3.17596	
1.16730E-03	3.17906	
1.16734E-03	3.18329	
1.16738E-03	3.18877	
1.16742E-03	3.19566	
1.16746E-03	3.20412	
1.16748E-03	3.21071	
1.16751E-03	3.21813	
1.16753E-03	3.22644	
1.16756E-03	3.23568	
1.16759E-03	3.24593	
1.16761E-03	3.25724	
1.16764E-03	3.26969	
1.16766E-03	3.28333	
1.16769E-03	3.29823	
1.16770E-03	3.30634	
1.16772E-03	3.31445	
1.16774E-03	3.33207	
1.16777E-03	3.35116	
1.16781E-03	3.38269	
1.16784E-03	3.41178	
1.16787E-03	3.44357	
1.16791E-03	3.47819	
1.16794E-03	3.51574	
1.16797E-03	3.55637	
1.16801E-03	3.60017	
1.16804E-03	3.64723	
1.16807E-03	3.69762	
1.16810E-03	3.74068	
1.16814E-03	3.81116	
1.16819E-03	3.90669	
1.16823E-03	4.01007	
1.16828E-03	4.12124	
1.16833E-03	4.23995	
1.16838E-03	4.3752	
1.16839E-03	4.40119	
1.16846E-03	4.57604	
1.16848E-03	4.65377	
1.16853E-03	4.80933	
1.16864E-03	5.13916	
1.16865E-03	5.18481	
1.16881E-03	5.69473	
1.16888E-03	5.92277	
1.16891E-03	5.99931	
1.16895E-03	6.10812	
1.16902E-03	6.32037	
1.16908E-03	6.45189	
1.16913E-03	6.55262	
1.16918E-03	6.64943	
1.16924E-03	6.7384	
1.16930E-03	6.79856	
1.16936E-03	6.83511	
1.16937E-03	6.83802	
1.16939E-03	6.84122	
1.16945E-03	6.8334	
1.16950E-03	6.80423	
1.16956E-03	6.75448	
1.16960E-03	6.68911	
1.16967E-03	6.58049	
1.16970E-03	6.50687	
1.16973E-03	6.45104	
1.16981E-03	6.25804	
1.16989E-03	6.03544	
1.16997E-03	5.7963	
1.16999E-03	5.71282	
1.17013E-03	5.28652	
1.17018E-03	5.11088	
1.17024E-03	4.91393	
1.17030E-03	4.72645	
1.17037E-03	4.55102	
1.17038E-03	4.50811	
1.17041E-03	4.42814	
1.17046E-03	4.31723	
1.17050E-03	4.21708	
1.17055E-03	4.12655	
1.17059E-03	4.04628	
1.17064E-03	3.97699	
1.17066E-03	3.9396	
1.17069E-03	3.90794	
1.17072E-03	3.8819	
1.17075E-03	3.86634	
1.17078E-03	3.85246	
1.17081E-03	3.8487	
1.17084E-03	3.85164	
1.17086E-03	3.85583	
1.17087E-03	3.86411	
1.17090E-03	3.88577	
1.17091E-03	3.89282	
1.17093E-03	3.91186	
1.17095E-03	3.94449	
1.17097E-03	3.98266	
1.17099E-03	4.01236	
1.17100E-03	4.02858	
1.17102E-03	4.08466	
1.17105E-03	4.14707	
1.17107E-03	4.20231	
1.17109E-03	4.29928	
1.17111E-03	4.37071	
1.17112E-03	4.3897	
1.17114E-03	4.49218	
1.17116E-03	4.58053	
1.17117E-03	4.60394	
1.17119E-03	4.72924	
1.17121E-03	4.83646	
1.17122E-03	4.86479	
1.17124E-03	5.01545	
1.17126E-03	5.14369	
1.17129E-03	5.35617	
1.17131E-03	5.50761	
1.17134E-03	5.7572	
1.17136E-03	5.93413	
1.17138E-03	6.22445	
1.17140E-03	6.43198	
1.17142E-03	6.62207	
1.17145E-03	7.00067	
1.17146E-03	7.06114	
1.17149E-03	7.4818	
1.17152E-03	8.01162	
1.17153E-03	8.0852	
1.17156E-03	8.59285	
1.17160E-03	9.22814	
1.17163E-03	9.92024	
1.17164E-03	10.0158	
1.17167E-03	10.6712	
1.17170E-03	11.4821	
1.17171E-03	11.5381	
1.17174E-03	12.3562	
1.17177E-03	13.2326	
1.17178E-03	13.2975	
1.17181E-03	14.17	
1.17183E-03	14.6861	
1.17184E-03	15.1596	
1.17186E-03	15.8193	
1.17189E-03	16.756	
1.17190E-03	17.0139	
1.17194E-03	18.2829	
1.17199E-03	20.3201	
1.17200E-03	20.5482	
1.17205E-03	22.5089	
1.17209E-03	24.0587	
1.17212E-03	25.733	
1.17214E-03	26.442	
1.17220E-03	28.9429	
1.17221E-03	29.5704	
1.17228E-03	32.8797	
1.17234E-03	35.7357	
1.17237E-03	37.2512	
1.17247E-03	42.6155	
1.17256E-03	46.786	
1.17257E-03	47.0509	
1.17263E-03	49.8811	
1.17265E-03	50.8275	
1.17269E-03	52.3948	
1.17272E-03	53.7425	
1.17275E-03	54.7193	
1.17280E-03	56.339	
1.17281E-03	56.8343	
1.17286E-03	58.2407	
1.17287E-03	58.4045	
1.17293E-03	59.7402	
1.17299E-03	60.7909	
1.17300E-03	60.8439	
1.17306E-03	61.3884	
1.17307E-03	61.4315	
1.17312E-03	61.5208	
1.17318E-03	61.2419	
1.17320E-03	61.0697	
1.17324E-03	60.5618	
1.17325E-03	60.3705	
1.17329E-03	59.7149	
1.17331E-03	59.1922	
1.17335E-03	58.324	
1.17338E-03	57.5685	
1.17342E-03	56.2602	
1.17343E-03	55.8555	
1.17349E-03	53.8866	
1.17350E-03	53.6768	
1.17357E-03	50.8824	
1.17358E-03	50.5672	
1.17365E-03	47.5803	
1.17366E-03	46.7218	
1.17376E-03	42.3091	
1.17388E-03	36.5432	
1.17397E-03	32.746	
1.17401E-03	30.986	
1.17404E-03	29.6918	
1.17409E-03	27.3591	
1.17411E-03	26.5082	
1.17415E-03	25.1467	
1.17419E-03	23.7654	
1.17424E-03	21.6766	
1.17426E-03	21.2545	
1.17430E-03	20.0059	
1.17432E-03	19.3245	
1.17433E-03	18.9575	
1.17436E-03	17.9662	
1.17439E-03	17.2161	
1.17440E-03	17.019	
1.17443E-03	16.1355	
1.17446E-03	15.3498	
1.17447E-03	15.1759	
1.17450E-03	14.4283	
1.17453E-03	13.7111	
1.17457E-03	13.0558	
1.17460E-03	12.429	
1.17461E-03	12.2958	
1.17463E-03	11.853	
1.17466E-03	11.3096	
1.17468E-03	11.0791	
1.17470E-03	10.8065	
1.17473E-03	10.3391	
1.17475E-03	10.0422	
1.17476E-03	9.9022	
1.17479E-03	9.50315	
1.17482E-03	9.19223	
1.17485E-03	8.91045	
1.17487E-03	8.64185	
1.17489E-03	8.4309	
1.17490E-03	8.38708	
1.17493E-03	8.15596	
1.17495E-03	7.93443	
1.17497E-03	7.8185	
1.17498E-03	7.72839	
1.17501E-03	7.53857	
1.17503E-03	7.35664	
1.17504E-03	7.30906	
1.17506E-03	7.19072	
1.17509E-03	7.03491	
1.17511E-03	6.91268	
1.17514E-03	6.75509	
1.17516E-03	6.6282	
1.17519E-03	6.50643	
1.17522E-03	6.39878	
1.17525E-03	6.26917	
1.17528E-03	6.16359	
1.17529E-03	6.14752	
1.17532E-03	6.04066	
1.17535E-03	5.93903	
1.17537E-03	5.89747	
1.17539E-03	5.84788	
1.17542E-03	5.76531	
1.17545E-03	5.6865	
1.17549E-03	5.61103	
1.17550E-03	5.59031	
1.17552E-03	5.54504	
1.17555E-03	5.48434	
1.17559E-03	5.42601	
1.17562E-03	5.36983	
1.17563E-03	5.36206	
1.17566E-03	5.32108	
1.17571E-03	5.25248	
1.17576E-03	5.1871	
1.17580E-03	5.14034	
1.17584E-03	5.09529	
1.17589E-03	5.05172	
1.17595E-03	4.99109	
1.17602E-03	4.93711	
1.17608E-03	4.88707	
1.17614E-03	4.84222	
1.17615E-03	4.83915	
1.17621E-03	4.79903	
1.17628E-03	4.76004	
1.17636E-03	4.7095	
1.17643E-03	4.67128	
1.17645E-03	4.66215	
1.17654E-03	4.62219	
1.17662E-03	4.58323	
1.17668E-03	4.55773	
1.17678E-03	4.51606	
1.17680E-03	4.50888	
1.17691E-03	4.46692	
1.17703E-03	4.42594	
1.17714E-03	4.39178	
1.17726E-03	4.35834	
1.17738E-03	4.32553	
1.17750E-03	4.29128	
1.17753E-03	4.28269	
1.17762E-03	4.26204	
1.17778E-03	4.22585	
1.17795E-03	4.19039	
1.17805E-03	4.16887	
1.17811E-03	4.15766	
1.17828E-03	4.12889	
1.17844E-03	4.10059	
1.17857E-03	4.07845	
1.17860E-03	4.07367	
1.17880E-03	4.04621	
1.17892E-03	4.03036	
1.17915E-03	3.99908	
1.17937E-03	3.96931	
1.17938E-03	3.96849	
1.17961E-03	3.94379	
1.17984E-03	3.91947	
1.18007E-03	3.89552	
1.18028E-03	3.87426	
1.18030E-03	3.87234	
1.18048E-03	3.85807	
1.18066E-03	3.84328	
1.18078E-03	3.83339	
1.18091E-03	3.82378	
1.18100E-03	3.81683	
1.18110E-03	3.81017	
1.18119E-03	3.80391	
1.18125E-03	3.80002	
1.18132E-03	3.79641	
1.18138E-03	3.79312	
1.18144E-03	3.79052	
1.18149E-03	3.7892	
1.18154E-03	3.78836	
1.18159E-03	3.7878	
1.18164E-03	3.7877	
1.18170E-03	3.7881	
1.18175E-03	3.78908	
1.18179E-03	3.79021	
1.18183E-03	3.79171	
1.18187E-03	3.7936	
1.18191E-03	3.79591	
1.18195E-03	3.79864	
1.18199E-03	3.80182	
1.18204E-03	3.80678	
1.18209E-03	3.81258	
1.18215E-03	3.81924	
1.18220E-03	3.82676	
1.18225E-03	3.83512	
1.18231E-03	3.84428	
1.18236E-03	3.85421	
1.18244E-03	3.86944	
1.18253E-03	3.89076	
1.18278E-03	3.94656	
1.18287E-03	3.96554	
1.18294E-03	3.97828	
1.18301E-03	3.99006	
1.18308E-03	3.99897	
1.18313E-03	4.00438	
1.18320E-03	4.00842	
1.18326E-03	4.00995	
1.18332E-03	4.00907	
1.18336E-03	4.00732	
1.18342E-03	4.00262	
1.18348E-03	3.99669	
1.18354E-03	3.98814	
1.18361E-03	3.9765	
1.18369E-03	3.96161	
1.18380E-03	3.93697	
1.18393E-03	3.90676	
1.18399E-03	3.89213	
1.18406E-03	3.87923	
1.18411E-03	3.87198	
1.18415E-03	3.86609	
1.18420E-03	3.86182	
1.18422E-03	3.86038	
1.18425E-03	3.85913	
1.18429E-03	3.85926	
1.18434E-03	3.86147	
1.18438E-03	3.86606	
1.18442E-03	3.87325	
1.18445E-03	3.8796	
1.18448E-03	3.88725	
1.18451E-03	3.89629	
1.18453E-03	3.90675	
1.18456E-03	3.91871	
1.18457E-03	3.9202	
1.18459E-03	3.93294	
1.18462E-03	3.94885	
1.18465E-03	3.96641	
1.18468E-03	3.98566	
1.18472E-03	4.01777	
1.18476E-03	4.05108	
1.18479E-03	4.08176	
1.18483E-03	4.11496	
1.18486E-03	4.15068	
1.18490E-03	4.20223	
1.18495E-03	4.25823	
1.18499E-03	4.31861	
1.18504E-03	4.38321	
1.18508E-03	4.45184	
1.18513E-03	4.53652	
1.18521E-03	4.66515	
1.18528E-03	4.80114	
1.18536E-03	4.95118	
1.18553E-03	5.2748	
1.18562E-03	5.44129	
1.18570E-03	5.56784	
1.18574E-03	5.63664	
1.18581E-03	5.73078	
1.18587E-03	5.79517	
1.18594E-03	5.8502	
1.18600E-03	5.88703	
1.18605E-03	5.89981	
1.18606E-03	5.90235	
1.18610E-03	5.90362	
1.18615E-03	5.89328	
1.18620E-03	5.87119	
1.18625E-03	5.84057	
1.18632E-03	5.78276	
1.18637E-03	5.71779	
1.18643E-03	5.64605	
1.18649E-03	5.55268	
1.18656E-03	5.42158	
1.18660E-03	5.35416	
1.18666E-03	5.24255	
1.18680E-03	4.95858	
1.18693E-03	4.68483	
1.18701E-03	4.52853	
1.18708E-03	4.4095	
1.18714E-03	4.29703	
1.18719E-03	4.22006	
1.18723E-03	4.15209	
1.18727E-03	4.08779	
1.18732E-03	4.02726	
1.18736E-03	3.97051	
1.18740E-03	3.91754	
1.18745E-03	3.86826	
1.18749E-03	3.82261	
1.18752E-03	3.79414	
1.18753E-03	3.78216	
1.18755E-03	3.76765	
1.18757E-03	3.74301	
1.18760E-03	3.7198	
1.18763E-03	3.69798	
1.18767E-03	3.67091	
1.18771E-03	3.64607	
1.18775E-03	3.62332	
1.18777E-03	3.60924	
1.18780E-03	3.596	
1.18782E-03	3.58354	
1.18785E-03	3.57184	
1.18787E-03	3.56085	
1.18790E-03	3.55052	
1.18793E-03	3.54084	
1.18795E-03	3.53176	
1.18798E-03	3.52324	
1.18800E-03	3.51525	
1.18803E-03	3.50776	
1.18807E-03	3.4974	
1.18810E-03	3.48798	
1.18814E-03	3.47942	
1.18818E-03	3.47162	
1.18822E-03	3.46452	
1.18826E-03	3.45803	
1.18830E-03	3.45208	
1.18833E-03	3.44661	
1.18837E-03	3.44158	
1.18841E-03	3.43691	
1.18845E-03	3.43259	
1.18849E-03	3.42855	
1.18855E-03	3.42295	
1.18860E-03	3.41783	
1.18866E-03	3.41309	
1.18872E-03	3.40866	
1.18879E-03	3.40314	
1.18887E-03	3.39795	
1.18895E-03	3.39303	
1.18906E-03	3.38599	
1.18918E-03	3.37925	
1.18929E-03	3.37273	
1.18945E-03	3.36427	
1.18968E-03	3.35192	
1.18986E-03	3.34232	
1.19011E-03	3.32913	
1.19041E-03	3.31434	
1.19070E-03	3.2998	
1.19099E-03	3.2855	
1.19128E-03	3.27142	
1.19139E-03	3.26639	
1.19158E-03	3.25597	
1.19187E-03	3.23983	
1.19215E-03	3.22447	
1.19242E-03	3.20986	
1.19270E-03	3.1955	
1.19297E-03	3.1814	
1.19316E-03	3.17155	
1.19324E-03	3.16669	
1.19352E-03	3.15003	
1.19379E-03	3.13381	
1.19399E-03	3.122	
1.19420E-03	3.1106	
1.19438E-03	3.10097	
1.19451E-03	3.09415	
1.19464E-03	3.08842	
1.19465E-03	3.08769	
1.19474E-03	3.08295	
1.19483E-03	3.07866	
1.19492E-03	3.07497	
1.19499E-03	3.07272	
1.19505E-03	3.07104	
1.19512E-03	3.0701	
1.19517E-03	3.06997	
1.19521E-03	3.07031	
1.19526E-03	3.0712	
1.19530E-03	3.07273	
1.19535E-03	3.07499	
1.19539E-03	3.07809	
1.19544E-03	3.08215	
1.19548E-03	3.0873	
1.19552E-03	3.09198	
1.19555E-03	3.09742	
1.19559E-03	3.1037	
1.19562E-03	3.11089	
1.19565E-03	3.11887	
1.19568E-03	3.1274	
1.19572E-03	3.13693	
1.19575E-03	3.14753	
1.19578E-03	3.15926	
1.19581E-03	3.17221	
1.19584E-03	3.18645	
1.19587E-03	3.20206	
1.19590E-03	3.21912	
1.19594E-03	3.2377	
1.19597E-03	3.25787	
1.19600E-03	3.27972	
1.19604E-03	3.31157	
1.19605E-03	3.32371	
1.19608E-03	3.34728	
1.19612E-03	3.38672	
1.19617E-03	3.42968	
1.19621E-03	3.47626	
1.19625E-03	3.52653	
1.19629E-03	3.58054	
1.19634E-03	3.64401	
1.19639E-03	3.7181	
1.19644E-03	3.79728	
1.19649E-03	3.8813	
1.19656E-03	4.01558	
1.19664E-03	4.15824	
1.19677E-03	4.41295	
1.19692E-03	4.72951	
1.19699E-03	4.86811	
1.19707E-03	4.99727	
1.19714E-03	5.12129	
1.19721E-03	5.20878	
1.19727E-03	5.28124	
1.19732E-03	5.3237	
1.19738E-03	5.36005	
1.19745E-03	5.38288	
1.19751E-03	5.38566	
1.19754E-03	5.37713	
1.19757E-03	5.37016	
1.19762E-03	5.33985	
1.19767E-03	5.2964	
1.19772E-03	5.24678	
1.19778E-03	5.16771	
1.19785E-03	5.07677	
1.19789E-03	4.99769	
1.19792E-03	4.94347	
1.19801E-03	4.7717	
1.19810E-03	4.58667	
1.19831E-03	4.12862	
1.19840E-03	3.94342	
1.19847E-03	3.80041	
1.19848E-03	3.77292	
1.19854E-03	3.6659	
1.19859E-03	3.57136	
1.19864E-03	3.48267	
1.19868E-03	3.41877	
1.19873E-03	3.35093	
1.19878E-03	3.28778	
1.19882E-03	3.22931	
1.19887E-03	3.17545	
1.19892E-03	3.12609	
1.19896E-03	3.08107	
1.19901E-03	3.04024	
1.19905E-03	3.00338	
1.19910E-03	2.9703	
1.19915E-03	2.94077	
1.19919E-03	2.91458	
1.19924E-03	2.89151	
1.19928E-03	2.87134	
1.19933E-03	2.85387	
1.19938E-03	2.83892	
1.19942E-03	2.82711	
1.19944E-03	2.8223	
1.19950E-03	2.81017	
1.19956E-03	2.80127	
1.19962E-03	2.79539	
1.19968E-03	2.79236	
1.19974E-03	2.79208	
1.19978E-03	2.79387	
1.19980E-03	2.79508	
1.19986E-03	2.80235	
1.19991E-03	2.81249	
1.19997E-03	2.82571	
1.20002E-03	2.83787	
1.20003E-03	2.84335	
1.20009E-03	2.86767	
1.20015E-03	2.89629	
1.20018E-03	2.90972	
1.20021E-03	2.9327	
1.20026E-03	2.96503	
1.20027E-03	2.9785	
1.20031E-03	3.01592	
1.20035E-03	3.05672	
1.20037E-03	3.08349	
1.20039E-03	3.10379	
1.20043E-03	3.1588	
1.20045E-03	3.1917	
1.20047E-03	3.22163	
1.20051E-03	3.29354	
1.20053E-03	3.32864	
1.20055E-03	3.37563	
1.20058E-03	3.45637	
1.20059E-03	3.46886	
1.20063E-03	3.57675	
1.20064E-03	3.61168	
1.20067E-03	3.69995	
1.20070E-03	3.79851	
1.20071E-03	3.84651	
1.20075E-03	4.0134	
1.20079E-03	4.20755	
1.20081E-03	4.29142	
1.20082E-03	4.34937	
1.20085E-03	4.49856	
1.20088E-03	4.67543	
1.20090E-03	4.86116	
1.20092E-03	4.99535	
1.20093E-03	5.06231	
1.20096E-03	5.28015	
1.20099E-03	5.51953	
1.20100E-03	5.61786	
1.20101E-03	5.77798	
1.20104E-03	5.98825	
1.20107E-03	6.35861	
1.20110E-03	6.68733	
1.20111E-03	6.87327	
1.20113E-03	7.16257	
1.20115E-03	7.39014	
1.20117E-03	7.65207	
1.20119E-03	7.96306	
1.20120E-03	8.188	
1.20123E-03	8.59627	
1.20124E-03	8.77372	
1.20127E-03	9.29396	
1.20130E-03	10.0611	
1.20131E-03	10.1067	
1.20133E-03	10.7228	
1.20134E-03	10.8642	
1.20137E-03	11.5092	
1.20138E-03	11.684	
1.20140E-03	12.3585	
1.20141E-03	12.5708	
1.20144E-03	13.2732	
1.20147E-03	14.2566	
1.20148E-03	14.5564	
1.20150E-03	15.3107	
1.20151E-03	15.6748	
1.20154E-03	16.4391	
1.20155E-03	16.8734	
1.20157E-03	17.643	
1.20158E-03	18.152	
1.20159E-03	18.4874	
1.20162E-03	19.5246	
1.20164E-03	20.2862	
1.20165E-03	20.9768	
1.20168E-03	22.2337	
1.20171E-03	23.3225	
1.20173E-03	24.4546	
1.20176E-03	25.8649	
1.20178E-03	26.8411	
1.20182E-03	28.8619	
1.20187E-03	32.0862	
1.20192E-03	34.9538	
1.20193E-03	35.5454	
1.20198E-03	38.9848	
1.20199E-03	39.1934	
1.20205E-03	43.2525	
1.20206E-03	44.3506	
1.20213E-03	48.8455	
1.20219E-03	53.4552	
1.20225E-03	57.5357	
1.20234E-03	64.3755	
1.20242E-03	70.5439	
1.20243E-03	71.0749	
1.20250E-03	75.5489	
1.20251E-03	76.53	
1.20258E-03	80.8716	
1.20265E-03	84.1592	
1.20266E-03	84.9189	
1.20272E-03	87.4903	
1.20277E-03	89.6405	
1.20278E-03	89.8136	
1.20282E-03	91.172	
1.20285E-03	91.8211	
1.20288E-03	92.4592	
1.20290E-03	92.8394	
1.20293E-03	93.1946	
1.20295E-03	93.3757	
1.20296E-03	93.4423	
1.20300E-03	93.5138	
1.20302E-03	93.4654	
1.20304E-03	93.352	
1.20305E-03	93.2654	
1.20309E-03	92.7057	
1.20311E-03	92.4007	
1.20315E-03	91.6274	
1.20317E-03	90.967	
1.20321E-03	89.9561	
1.20324E-03	88.6165	
1.20327E-03	87.4179	
1.20331E-03	86.0754	
1.20335E-03	83.8974	
1.20338E-03	82.5732	
1.20343E-03	79.3289	
1.20346E-03	78.0213	
1.20349E-03	75.7906	
1.20355E-03	72.3587	
1.20359E-03	69.4939	
1.20375E-03	58.4703	
1.20382E-03	53.4224	
1.20389E-03	48.905	
1.20391E-03	47.6438	
1.20396E-03	44.2668	
1.20400E-03	41.5791	
1.20402E-03	40.7083	
1.20407E-03	37.7962	
1.20412E-03	34.9463	
1.20413E-03	34.2587	
1.20417E-03	31.9348	
1.20419E-03	30.9705	
1.20421E-03	30.0447	
1.20425E-03	28.2441	
1.20426E-03	27.7514	
1.20429E-03	26.5431	
1.20431E-03	25.7778	
1.20433E-03	24.9403	
1.20435E-03	23.9374	
1.20436E-03	23.4309	
1.20440E-03	22.2278	
1.20444E-03	20.6478	
1.20448E-03	19.4431	
1.20449E-03	19.1955	
1.20451E-03	18.4012	
1.20453E-03	17.8621	
1.20455E-03	17.4248	
1.20458E-03	16.5065	
1.20462E-03	15.6597	
1.20463E-03	15.3277	
1.20465E-03	14.8691	
1.20468E-03	14.3195	
1.20469E-03	14.1316	
1.20472E-03	13.4467	
1.20475E-03	12.8182	
1.20477E-03	12.5825	
1.20479E-03	12.2369	
1.20482E-03	11.7344	
1.20483E-03	11.6069	
1.20485E-03	11.2742	
1.20488E-03	10.8391	
1.20489E-03	10.7602	
1.20492E-03	10.4435	
1.20495E-03	10.0677	
1.20498E-03	9.72854	
1.20501E-03	9.4045	
1.20504E-03	9.11566	
1.20507E-03	8.83819	
1.20508E-03	8.7712	
1.20511E-03	8.58631	
1.20514E-03	8.34868	
1.20517E-03	8.134	
1.20520E-03	7.92906	
1.20523E-03	7.74784	
1.20526E-03	7.57317	
1.20528E-03	7.48887	
1.20530E-03	7.4125	
1.20534E-03	7.22942	
