E(MeV)	pendfb7/Br81:1	
1.05752E-03	2.68661429	
1.05848E-03	2.6513369	
1.05854E-03	2.64907961	
1.05936E-03	2.61595515	
1.06002E-03	2.58966868	
1.06067E-03	2.56390972	
1.06133E-03	2.53885128	
1.06177E-03	2.52265932	
1.06230E-03	2.50373116	
1.06274E-03	2.48896804	
1.06277E-03	2.48779305	
1.06308E-03	2.47665229	
1.06340E-03	2.4661371	
1.06371E-03	2.45641526	
1.06394E-03	2.4497834	
1.06418E-03	2.4438645	
1.06441E-03	2.43884377	
1.06458E-03	2.43599902	
1.06475E-03	2.43375938	
1.06492E-03	2.43246924	
1.06505E-03	2.43228833	
1.06518E-03	2.43296232	
1.06531E-03	2.43472281	
1.06544E-03	2.43789799	
1.06553E-03	2.44102558	
1.06561E-03	2.44517588	
1.06570E-03	2.45058886	
1.06578E-03	2.45757284	
1.06585E-03	2.46407406	
1.06592E-03	2.47346011	
1.06598E-03	2.48154716	
1.06603E-03	2.49096062	
1.06609E-03	2.50190546	
1.06614E-03	2.51461661	
1.06620E-03	2.52936219	
1.06625E-03	2.54400793	
1.06631E-03	2.56761469	
1.06635E-03	2.58535858	
1.06639E-03	2.60500052	
1.06643E-03	2.62674964	
1.06647E-03	2.65080654	
1.06651E-03	2.67741038	
1.06655E-03	2.70679213	
1.06660E-03	2.73922683	
1.06664E-03	2.77497609	
1.06668E-03	2.81435134	
1.06672E-03	2.8576435	
1.06676E-03	2.91092511	
1.06680E-03	2.95786699	
1.06684E-03	3.0087753	
1.06687E-03	3.0639116	
1.06691E-03	3.12356068	
1.06693E-03	3.1626084	
1.06695E-03	3.18856658	
1.06699E-03	3.25954734	
1.06702E-03	3.33585203	
1.06706E-03	3.41778207	
1.06710E-03	3.50556912	
1.06713E-03	3.59950637	
1.06717E-03	3.69985841	
1.06719E-03	3.76247687	
1.06721E-03	3.80747049	
1.06724E-03	3.92282703	
1.06728E-03	4.04532199	
1.06733E-03	4.24289706	
1.06739E-03	4.44341913	
1.06744E-03	4.65930132	
1.06745E-03	4.70135047	
1.06749E-03	4.89289709	
1.06754E-03	5.14272108	
1.06759E-03	5.40826831	
1.06764E-03	5.68930905	
1.06775E-03	6.2959521	
1.06781E-03	6.69335783	
1.06790E-03	7.32236104	
1.06803E-03	8.18518589	
1.06826E-03	9.9147939	
1.06839E-03	10.7604607	
1.06848E-03	11.3593709	
1.06851E-03	11.5392391	
1.06856E-03	11.82381	
1.06863E-03	12.1839996	
1.06870E-03	12.4666331	
1.06874E-03	12.6217425	
1.06877E-03	12.7088266	
1.06883E-03	12.8764533	
1.06887E-03	12.9427549	
1.06891E-03	13.0128909	
1.06900E-03	13.0637907	
1.06906E-03	13.0329468	
1.06908E-03	13.0175056	
1.06913E-03	12.9358783	
1.06919E-03	12.8082866	
1.06925E-03	12.6194235	
1.06933E-03	12.3258718	
1.06941E-03	11.90638	
1.06948E-03	11.5562854	
1.06950E-03	11.4321545	
1.06959E-03	10.8571603	
1.06969E-03	10.1234189	
1.07002E-03	7.71389775	
1.07013E-03	6.98644366	
1.07020E-03	6.48300374	
1.07028E-03	6.0085064	
1.07033E-03	5.67195992	
1.07038E-03	5.400542	
1.07044E-03	5.08880907	
1.07047E-03	4.9428184	
1.07050E-03	4.79802012	
1.07056E-03	4.52826206	
1.07060E-03	4.33887646	
1.07064E-03	4.16037937	
1.07069E-03	3.99261225	
1.07070E-03	3.94021546	
1.07073E-03	3.83652753	
1.07077E-03	3.69118615	
1.07082E-03	3.55564831	
1.07085E-03	3.44160728	
1.07089E-03	3.33491168	
1.07093E-03	3.2352473	
1.07097E-03	3.14229004	
1.07101E-03	3.05710608	
1.07105E-03	2.97796505	
1.07109E-03	2.90453292	
1.07113E-03	2.83647801	
1.07117E-03	2.77347324	
1.07121E-03	2.71519817	
1.07125E-03	2.6613407	
1.07129E-03	2.61159855	
1.07132E-03	2.56671361	
1.07136E-03	2.52537343	
1.07140E-03	2.4873114	
1.07144E-03	2.45228269	
1.07148E-03	2.4215745	
1.07152E-03	2.39319351	
1.07155E-03	2.36694136	
1.07161E-03	2.33120227	
1.07166E-03	2.29935013	
1.07172E-03	2.27090347	
1.07174E-03	2.26241581	
1.07178E-03	2.24593779	
1.07183E-03	2.22381627	
1.07189E-03	2.20394991	
1.07194E-03	2.18602984	
1.07200E-03	2.16980723	
1.07207E-03	2.150413	
1.07215E-03	2.13316591	
1.07222E-03	2.11768277	
1.07230E-03	2.1036579	
1.07241E-03	2.08481026	
1.07252E-03	2.06802214	
1.07263E-03	2.05281449	
1.07275E-03	2.03742363	
1.07288E-03	2.02320241	
1.07304E-03	2.0056502	
1.07321E-03	1.98936341	
1.07345E-03	1.96675676	
1.07370E-03	1.94586153	
1.07410E-03	1.91439555	
1.07426E-03	1.903303	
1.07437E-03	1.89480774	
1.07469E-03	1.8716341	
1.07500E-03	1.84989544	
1.07532E-03	1.82956629	
1.07538E-03	1.82586169	
1.07564E-03	1.80900776	
1.07589E-03	1.79339911	
1.07614E-03	1.77892509	
1.07640E-03	1.76574549	
1.07650E-03	1.76074627	
1.07665E-03	1.75298897	
1.07690E-03	1.7412282	
1.07709E-03	1.73384008	
1.07728E-03	1.72793244	
1.07730E-03	1.72753982	
1.07747E-03	1.72226441	
1.07766E-03	1.71862504	
1.07782E-03	1.71767392	
1.07799E-03	1.71924976	
1.07811E-03	1.72251184	
1.07823E-03	1.72801586	
1.07835E-03	1.73633874	
1.07843E-03	1.74383613	
1.07852E-03	1.75324375	
1.07860E-03	1.76494831	
1.07868E-03	1.77943169	
1.07876E-03	1.79730213	
1.07882E-03	1.8133708	
1.07888E-03	1.83215	
1.07891E-03	1.84189984	
1.07894E-03	1.85491084	
1.07901E-03	1.88418	
1.07908E-03	1.91974924	
1.07911E-03	1.94149114	
1.07912E-03	1.94733289	
1.07917E-03	1.97969915	
1.07921E-03	2.01559393	
1.07926E-03	2.05542688	
1.07930E-03	2.09964879	
1.07935E-03	2.14874257	
1.07936E-03	2.16510081	
1.07939E-03	2.20544815	
1.07944E-03	2.26909845	
1.07948E-03	2.33939723	
1.07950E-03	2.36268749	
1.07953E-03	2.418962	
1.07957E-03	2.50745383	
1.07959E-03	2.53666098	
1.07962E-03	2.60683408	
1.07966E-03	2.71678748	
1.07968E-03	2.75278419	
1.07970E-03	2.82688693	
1.07974E-03	2.93348051	
1.07977E-03	3.01928747	
1.07978E-03	3.04875405	
1.07981E-03	3.17494969	
1.07985E-03	3.31000279	
1.07986E-03	3.34611558	
1.07988E-03	3.45732847	
1.07992E-03	3.61556096	
1.07994E-03	3.68723763	
1.07996E-03	3.78648794	
1.07999E-03	3.9700464	
1.08000E-03	4.02376909	
1.08003E-03	4.16813442	
1.08007E-03	4.3794926	
1.08010E-03	4.60739685	
1.08014E-03	4.8430357	
1.08017E-03	5.10945488	
1.08020E-03	5.33899279	
1.08023E-03	5.53031679	
1.08026E-03	5.8322819	
1.08027E-03	5.88835126	
1.08031E-03	6.25427037	
1.08034E-03	6.50512606	
1.08036E-03	6.70741706	
1.08040E-03	7.18288546	
1.08041E-03	7.19241244	
1.08045E-03	7.71235415	
1.08046E-03	7.79666672	
1.08050E-03	8.26685175	
1.08052E-03	8.58105838	
1.08055E-03	8.85434668	
1.08059E-03	9.43297985	
1.08062E-03	9.80099054	
1.08068E-03	10.6582933	
1.08070E-03	10.9866569	
1.08075E-03	11.7661614	
1.08079E-03	12.3538935	
1.08084E-03	13.2465888	
1.08086E-03	13.5585242	
1.08093E-03	14.8213837	
1.08097E-03	15.4826395	
1.08107E-03	17.4872433	
1.08125E-03	20.7178392	
1.08137E-03	22.9312526	
1.08141E-03	23.6578387	
1.08148E-03	24.7343431	
1.08152E-03	25.3855626	
1.08157E-03	26.0272941	
1.08160E-03	26.4100077	
1.08164E-03	26.9724643	
1.08169E-03	27.541847	
1.08172E-03	27.8578884	
1.08176E-03	28.2514437	
1.08179E-03	28.4715306	
1.08185E-03	28.90279	
1.08186E-03	28.93467	
1.08193E-03	29.2679612	
1.08195E-03	29.306712	
1.08200E-03	29.3967365	
1.08204E-03	29.3803227	
1.08208E-03	29.3439782	
1.08212E-03	29.2228843	
1.08216E-03	29.0658257	
1.08218E-03	28.9427579	
1.08222E-03	28.6801749	
1.08225E-03	28.4522576	
1.08230E-03	28.0929642	
1.08233E-03	27.7299085	
1.08237E-03	27.3720194	
1.08240E-03	26.9155011	
1.08244E-03	26.4688955	
1.08248E-03	25.9675117	
1.08252E-03	25.2986106	
1.08259E-03	24.3374744	
1.08262E-03	23.7590024	
1.08270E-03	22.3909829	
1.08274E-03	21.6974238	
1.08278E-03	20.9751287	
1.08302E-03	16.6593585	
1.08311E-03	14.9183695	
1.08318E-03	13.8071436	
1.08321E-03	13.2558743	
1.08329E-03	12.0358121	
1.08336E-03	10.9167421	
1.08339E-03	10.5057694	
1.08343E-03	9.92281922	
1.08348E-03	9.29813706	
1.08353E-03	8.70984414	
1.08357E-03	8.15025639	
1.08362E-03	7.62762574	
1.08367E-03	7.13405931	
1.08372E-03	6.58922901	
1.08376E-03	6.26148406	
1.08377E-03	6.12523138	
1.08383E-03	5.69848164	
1.08385E-03	5.5030504	
1.08388E-03	5.30492541	
1.08393E-03	4.95576033	
1.08398E-03	4.61466702	
1.08400E-03	4.48119622	
1.08403E-03	4.31415232	
1.08407E-03	4.12848923	
1.08408E-03	4.06361298	
1.08410E-03	3.95504125	
1.08414E-03	3.79225682	
1.08416E-03	3.7030273	
1.08417E-03	3.63971613	
1.08421E-03	3.45426379	
1.08423E-03	3.39222083	
1.08426E-03	3.28480429	
1.08431E-03	3.12911211	
1.08435E-03	2.98838128	
1.08438E-03	2.89460199	
1.08440E-03	2.85925631	
1.08444E-03	2.74249958	
1.08449E-03	2.63435799	
1.08453E-03	2.5375105	
1.08458E-03	2.44814285	
1.08459E-03	2.43155959	
1.08462E-03	2.36794036	
1.08467E-03	2.29424718	
1.08471E-03	2.22582765	
1.08476E-03	2.16521147	
1.08480E-03	2.10884966	
1.08484E-03	2.06681389	
1.08485E-03	2.05678073	
1.08492E-03	1.98784059	
1.08496E-03	1.94205825	
1.08498E-03	1.92628567	
1.08505E-03	1.87264636	
1.08512E-03	1.82365414	
1.08515E-03	1.79961533	
1.08519E-03	1.77987805	
1.08525E-03	1.74089671	
1.08534E-03	1.6931899	
1.08544E-03	1.65217404	
1.08553E-03	1.61437681	
1.08557E-03	1.59673146	
1.08562E-03	1.58030211	
1.08575E-03	1.53475493	
1.08587E-03	1.49913981	
1.08598E-03	1.46877714	
1.08616E-03	1.42296064	
1.08627E-03	1.39718755	
1.08634E-03	1.38149056	
1.08655E-03	1.33727461	
1.08667E-03	1.31593683	
1.08677E-03	1.29710373	
1.08699E-03	1.26049957	
1.08720E-03	1.22665436	
1.08741E-03	1.19655532	
1.08769E-03	1.15769825	
1.08789E-03	1.13243809	
1.08802E-03	1.11692003	
1.08834E-03	1.08010358	
1.08858E-03	1.0555379	
1.08867E-03	1.04613639	
1.08900E-03	1.01574982	
1.08926E-03	0.992597582	
1.08932E-03	0.987730992	
1.08978E-03	0.954345154	
1.08981E-03	0.952015557	
1.09019E-03	0.929623193	
1.09022E-03	0.927793298	
1.09060E-03	0.910783843	
1.09064E-03	0.909454796	
1.09091E-03	0.90127123	
1.09105E-03	0.898072629	
1.09122E-03	0.89576115	
1.09145E-03	0.894181919	
1.09146E-03	0.894179947	
1.09168E-03	0.896584791	
1.09187E-03	0.900038087	
1.09192E-03	0.901275184	
1.09207E-03	0.906815145	
1.09216E-03	0.910781616	
1.09222E-03	0.913686788	
1.09237E-03	0.922235132	
1.09247E-03	0.929271742	
1.09251E-03	0.932249413	
1.09266E-03	0.944609885	
1.09278E-03	0.956185747	
1.09280E-03	0.958458877	
1.09295E-03	0.975232856	
1.09306E-03	0.988751141	
1.09309E-03	0.993026152	
1.09321E-03	1.00983284	
1.09332E-03	1.02709767	
1.09342E-03	1.04426524	
1.09354E-03	1.06809815	
1.09366E-03	1.09337051	
1.09376E-03	1.11501717	
1.09379E-03	1.12063201	
1.09391E-03	1.151388	
1.09399E-03	1.17288896	
1.09402E-03	1.18111795	
1.09407E-03	1.19615687	
1.09416E-03	1.22217986	
1.09424E-03	1.24924112	
1.09428E-03	1.26050271	
1.09433E-03	1.27844142	
1.09441E-03	1.30949425	
1.09450E-03	1.34176948	
1.09453E-03	1.35519463	
1.09459E-03	1.37651652	
1.09467E-03	1.41341536	
1.09476E-03	1.45175303	
1.09479E-03	1.46780536	
1.09487E-03	1.50677569	
1.09498E-03	1.56555984	
1.09505E-03	1.60118153	
1.09510E-03	1.62885975	
1.09521E-03	1.69743535	
1.09531E-03	1.75867712	
1.09532E-03	1.77024418	
1.09544E-03	1.85043962	
1.09555E-03	1.93485206	
1.09560E-03	1.96989371	
1.09566E-03	2.02633942	
1.09578E-03	2.12441466	
1.09579E-03	2.13381425	
1.09589E-03	2.23128523	
1.09598E-03	2.32026631	
1.09600E-03	2.34166926	
1.09610E-03	2.45403878	
1.09621E-03	2.57203501	
1.09631E-03	2.7008579	
1.09641E-03	2.83661416	
1.09642E-03	2.84612692	
1.09652E-03	2.98458094	
1.09662E-03	3.14067258	
1.09663E-03	3.15162348	
1.09672E-03	3.31100983	
1.09683E-03	3.49089153	
1.09693E-03	3.68747997	
1.09703E-03	3.89538334	
1.09704E-03	3.91003479	
1.09713E-03	4.12297784	
1.09724E-03	4.36409055	
1.09734E-03	4.62851828	
1.09744E-03	4.90920016	
1.09745E-03	4.92902485	
1.09755E-03	5.2158018	
1.09759E-03	5.34621977	
1.09765E-03	5.54705635	
1.09772E-03	5.80773933	
1.09775E-03	5.90515503	
1.09786E-03	6.29339151	
1.09796E-03	6.71740189	
1.09800E-03	6.89863845	
1.09806E-03	7.17804901	
1.09814E-03	7.54265801	
1.09816E-03	7.6790252	
1.09827E-03	8.22592612	
1.09837E-03	8.82855792	
1.09843E-03	9.17441928	
1.09847E-03	9.48550937	
1.09854E-03	9.934047	
1.09861E-03	10.4666033	
1.09865E-03	10.7875442	
1.09868E-03	11.0068812	
1.09875E-03	11.5843323	
1.09877E-03	11.7365973	
1.09882E-03	12.2050564	
1.09888E-03	12.7983276	
1.09889E-03	12.8660512	
1.09895E-03	13.5802178	
1.09898E-03	13.8827419	
1.09902E-03	14.3474313	
1.09908E-03	15.0861212	
1.09909E-03	15.1703128	
1.09916E-03	16.0631619	
1.09919E-03	16.4428209	
1.09923E-03	17.0268748	
1.09929E-03	17.9579131	
1.09936E-03	19.0246628	
1.09939E-03	19.6819044	
1.09942E-03	20.1114415	
1.09948E-03	21.2841023	
1.09950E-03	21.6306728	
1.09954E-03	22.5563927	
1.09960E-03	23.8454186	
1.09967E-03	25.4118941	
1.09973E-03	27.0300965	
1.09974E-03	27.3181743	
1.09979E-03	28.6881495	
1.09981E-03	29.3132015	
1.09984E-03	30.374678	
1.09987E-03	31.5034827	
1.09990E-03	32.1937825	
1.09994E-03	33.9076349	
1.09995E-03	34.1574647	
1.10001E-03	36.2842116	
1.10006E-03	38.5898862	
1.10008E-03	39.5143441	
1.10012E-03	41.0850596	
1.10015E-03	42.7610951	
1.10017E-03	43.7864143	
1.10022E-03	46.3395897	
1.10023E-03	46.7118425	
1.10028E-03	49.8886358	
1.10029E-03	50.3129079	
1.10033E-03	53.3395728	
1.10036E-03	54.725247	
1.10039E-03	57.079077	
1.10042E-03	59.5929692	
1.10044E-03	61.1301764	
1.10049E-03	64.9591415	
1.10050E-03	65.5167422	
1.10055E-03	70.2739436	
1.10056E-03	70.5908419	
1.10061E-03	75.4316077	
1.10062E-03	76.4615392	
1.10066E-03	80.6509321	
1.10068E-03	82.8684218	
1.10071E-03	85.8747602	
1.10074E-03	89.8425674	
1.10076E-03	91.45584	
1.10081E-03	97.4126001	
1.10085E-03	103.79208	
1.10087E-03	105.713254	
1.10090E-03	110.586478	
1.10093E-03	114.691121	
1.10095E-03	117.813165	
1.10099E-03	124.380271	
1.10100E-03	125.488371	
1.10105E-03	134.301256	
1.10106E-03	136.688493	
1.10112E-03	148.115327	
1.10113E-03	149.459953	
1.10119E-03	160.408533	
1.10121E-03	166.198689	
1.10125E-03	173.549507	
1.10130E-03	184.396515	
1.10131E-03	187.542171	
1.10138E-03	204.186214	
1.10139E-03	206.715139	
1.10146E-03	225.473526	
1.10154E-03	246.351095	
1.10162E-03	269.483782	
1.10165E-03	280.059358	
1.10172E-03	302.505834	
1.10176E-03	315.92185	
1.10183E-03	336.237063	
1.10216E-03	451.807854	
1.10223E-03	475.184407	
1.10229E-03	493.241499	
1.10234E-03	511.042521	
1.10240E-03	529.529794	
1.10245E-03	543.519864	
1.10252E-03	562.407371	
1.10255E-03	571.960753	
1.10262E-03	588.363522	
1.10265E-03	594.088575	
1.10270E-03	604.898215	
1.10273E-03	610.517339	
1.10278E-03	618.922625	
1.10282E-03	625.663454	
1.10286E-03	630.158835	
1.10291E-03	634.818501	
1.10300E-03	641.178499	
1.10309E-03	642.470589	
1.10310E-03	642.498385	
1.10318E-03	639.787477	
1.10326E-03	633.199557	
1.10328E-03	631.220096	
1.10334E-03	623.300882	
1.10338E-03	617.898151	
1.10342E-03	610.409676	
1.10346E-03	603.02015	
1.10351E-03	594.434771	
1.10355E-03	585.136892	
1.10362E-03	566.363145	
1.10371E-03	543.079413	
1.10374E-03	535.129508	
1.10385E-03	502.858091	
1.10387E-03	498.519465	
1.10420E-03	393.622135	
1.10428E-03	366.51399	
1.10432E-03	355.0015	
1.10444E-03	319.792372	
1.10454E-03	291.616196	
1.10463E-03	266.059079	
1.10470E-03	248.200468	
1.10472E-03	243.160492	
1.10479E-03	228.970076	
1.10482E-03	221.976484	
1.10487E-03	211.104236	
1.10491E-03	202.537048	
1.10495E-03	194.590452	
1.10500E-03	184.816769	
1.10503E-03	179.339106	
1.10507E-03	173.335763	
1.10509E-03	169.944718	
1.10514E-03	162.120568	
1.10520E-03	151.75781	
1.10521E-03	150.789395	
1.10527E-03	142.195997	
1.10528E-03	141.30256	
1.10534E-03	133.388003	
1.10535E-03	132.566203	
1.10541E-03	125.28759	
1.10542E-03	124.533688	
1.10548E-03	117.846442	
1.10549E-03	117.154421	
1.10555E-03	111.017421	
1.10556E-03	110.387053	
1.10562E-03	104.185464	
1.10563E-03	103.269403	
1.10569E-03	98.4989206	
1.10571E-03	96.9774134	
1.10576E-03	93.4039938	
1.10579E-03	91.2662784	
1.10583E-03	88.7103791	
1.10587E-03	86.0771385	
1.10589E-03	84.3839654	
1.10594E-03	81.3590233	
1.10596E-03	80.3936331	
1.10602E-03	77.0631823	
1.10603E-03	76.7103094	
1.10610E-03	73.161515	
1.10614E-03	71.2561148	
1.10620E-03	68.456935	
1.10623E-03	67.3272852	
1.10630E-03	64.2758882	
1.10632E-03	63.7704913	
1.10641E-03	60.542161	
1.10649E-03	57.8622616	
1.10651E-03	57.2014161	
1.10657E-03	55.4352061	
1.10665E-03	53.1123983	
1.10668E-03	52.3479604	
1.10674E-03	50.9979007	
1.10682E-03	49.0023446	
1.10685E-03	48.4027316	
1.10696E-03	46.0431757	
1.10707E-03	43.9377651	
1.10709E-03	43.418681	
1.10718E-03	42.0018193	
1.10723E-03	41.0700294	
1.10729E-03	40.2179872	
1.10737E-03	38.9586476	
1.10742E-03	38.1877699	
1.10751E-03	37.0495606	
1.10756E-03	36.3501836	
1.10764E-03	35.316568	
1.10770E-03	34.6910242	
1.10784E-03	33.1496031	
1.10785E-03	32.9973772	
1.10797E-03	31.7720719	
1.10806E-03	30.9655122	
1.10811E-03	30.4812791	
1.10825E-03	29.2856846	
1.10826E-03	29.1674374	
1.10839E-03	28.2339789	
1.10856E-03	26.9030069	
1.10860E-03	26.5998565	
1.10874E-03	25.7135879	
1.10884E-03	25.1012816	
1.10892E-03	24.6258897	
1.10907E-03	23.7654279	
1.10910E-03	23.6230447	
1.10928E-03	22.7087922	
1.10931E-03	22.5696621	
1.10946E-03	21.8708566	
1.10954E-03	21.4938142	
1.10964E-03	21.090314	
1.10977E-03	20.5200333	
1.10981E-03	20.3655755	
1.11006E-03	19.4502371	
1.11012E-03	19.2243078	
1.11031E-03	18.6219636	
1.11047E-03	18.0932198	
1.11056E-03	17.8561516	
1.11080E-03	17.1537204	
1.11081E-03	17.1344158	
1.11105E-03	16.5245609	
1.11115E-03	16.2832223	
1.11130E-03	15.9390863	
1.11148E-03	15.5211268	
1.11154E-03	15.3941191	
1.11182E-03	14.8363364	
1.11188E-03	14.7300868	
1.11214E-03	14.2668838	
1.11232E-03	13.9308	
1.11248E-03	13.6883186	
1.11282E-03	13.1559821	
1.11283E-03	13.1454466	
1.11317E-03	12.6876766	
1.11334E-03	12.4565709	
1.11351E-03	12.2504606	
1.11385E-03	11.8425374	
1.11420E-03	11.4806054	
1.11437E-03	11.3013063	
1.11454E-03	11.1398927	
1.11488E-03	10.8204557	
1.11500E-03	10.7256552	
1.11546E-03	10.3510501	
1.11557E-03	10.2584307	
1.11591E-03	10.0126075	
1.11620E-03	9.81148589	
1.11637E-03	9.70336467	
1.11683E-03	9.42167279	
1.11705E-03	9.28736179	
1.11729E-03	9.16204941	
1.11775E-03	8.92279767	
1.11790E-03	8.84161037	
1.11820E-03	8.7061672	
1.11875E-03	8.46095254	
1.11881E-03	8.43921073	
1.11942E-03	8.2069191	
1.11961E-03	8.13544225	
1.12002E-03	7.99769156	
1.12046E-03	7.85642227	
1.12063E-03	7.80791669	
1.12124E-03	7.63999884	
1.12143E-03	7.58660966	
1.12185E-03	7.49172613	
1.12241E-03	7.36352685	
1.12245E-03	7.35535953	
1.12306E-03	7.24258886	
1.12339E-03	7.18329536	
1.12394E-03	7.10240351	
1.12436E-03	7.04223426	
1.12482E-03	6.9931897	
1.12534E-03	6.93924404	
1.12570E-03	6.9140421	
1.12625E-03	6.87742757	
1.12657E-03	6.86641286	
1.12713E-03	6.84976011	
1.12716E-03	6.84988378	
1.12774E-03	6.8540131	
1.12800E-03	6.85676424	
1.12833E-03	6.8719109	
1.12883E-03	6.8973143	
1.12892E-03	6.90455794	
1.12950E-03	6.95916373	
1.12966E-03	6.97508709	
1.13009E-03	7.03510837	
1.13049E-03	7.09494118	
1.13067E-03	7.13045127	
1.13126E-03	7.25011947	
1.13132E-03	7.26385204	
1.13184E-03	7.40545014	
1.13215E-03	7.49190756	
1.13243E-03	7.58860137	
1.13284E-03	7.73736965	
1.13290E-03	7.75633801	
1.13326E-03	7.91775459	
1.13360E-03	8.07036868	
1.13368E-03	8.11151398	
1.13407E-03	8.32076186	
1.13409E-03	8.33655892	
1.13451E-03	8.59359227	
1.13454E-03	8.60995263	
1.13493E-03	8.88742673	
1.13500E-03	8.94395589	
1.13534E-03	9.22111179	
1.13547E-03	9.32969222	
1.13576E-03	9.60048699	
1.13594E-03	9.77559021	
1.13607E-03	9.91596267	
1.13632E-03	10.1863434	
1.13638E-03	10.2660632	
1.13670E-03	10.6539385	
1.13675E-03	10.7195635	
1.13701E-03	11.0906801	
1.13718E-03	11.3355281	
1.13732E-03	11.5709066	
1.13761E-03	12.0486474	
1.13763E-03	12.0971034	
1.13789E-03	12.5889182	
1.13794E-03	12.6965934	
1.13818E-03	13.1886279	
1.13826E-03	13.3685693	
1.13847E-03	13.8550592	
1.13849E-03	13.9216527	
1.13873E-03	14.5282384	
1.13896E-03	15.1995147	
1.13899E-03	15.2751091	
1.13919E-03	15.9373054	
1.13925E-03	16.1051708	
1.13943E-03	16.7502402	
1.13951E-03	17.0305823	
1.13966E-03	17.6482742	
1.13977E-03	18.065937	
1.13990E-03	18.6430793	
1.14003E-03	19.2286021	
1.14013E-03	19.7483259	
1.14029E-03	20.5381757	
1.14031E-03	20.682788	
1.14048E-03	21.6337022	
1.14049E-03	21.7142271	
1.14068E-03	22.853984	
1.14073E-03	23.1837974	
1.14086E-03	24.0900214	
1.14091E-03	24.4572869	
1.14104E-03	25.45495	
1.14109E-03	25.8594369	
1.14122E-03	26.9610226	
1.14128E-03	27.4078722	
1.14141E-03	28.6283717	
1.14146E-03	29.1236515	
1.14159E-03	30.4804423	
1.14164E-03	31.0316713	
1.14178E-03	32.6981916	
1.14182E-03	33.1589611	
1.14191E-03	34.3301672	
1.14196E-03	34.9222943	
1.14204E-03	36.1223732	
1.14213E-03	37.4295454	
1.14217E-03	38.0413762	
1.14226E-03	39.4850907	
1.14230E-03	40.1538888	
1.14239E-03	41.7326963	
1.14243E-03	42.4654566	
1.14252E-03	44.1962684	
1.14256E-03	45.0014659	
1.14265E-03	46.9035916	
1.14269E-03	47.6426278	
1.14278E-03	49.8866494	
1.14280E-03	50.3763949	
1.14291E-03	53.1835635	
1.14292E-03	53.3643483	
1.14304E-03	56.6552599	
1.14315E-03	60.0571749	
1.14316E-03	60.2741623	
1.14325E-03	63.5675547	
1.14327E-03	64.279549	
1.14336E-03	67.4026481	
1.14339E-03	68.7021168	
1.14346E-03	71.5988489	
1.14351E-03	73.5955766	
1.14357E-03	76.1962053	
1.14361E-03	78.389041	
1.14367E-03	81.2418152	
1.14370E-03	82.9624396	
1.14377E-03	86.7882628	
1.14379E-03	87.9224758	
1.14388E-03	92.8893016	
1.14397E-03	98.7344204	
1.14398E-03	99.1837826	
1.14406E-03	105.09404	
1.14407E-03	105.583762	
1.14415E-03	112.014113	
1.14416E-03	112.546852	
1.14424E-03	119.541677	
1.14425E-03	120.120863	
1.14433E-03	127.722681	
1.14441E-03	135.333852	
1.14442E-03	136.61751	
1.14452E-03	146.254965	
1.14453E-03	147.730415	
1.14461E-03	156.699208	
1.14465E-03	161.524634	
1.14471E-03	170.074371	
1.14476E-03	176.662058	
1.14482E-03	184.66385	
1.14488E-03	193.258816	
1.14493E-03	200.499738	
1.14498E-03	209.276006	
1.14504E-03	217.610279	
1.14508E-03	225.368367	
1.14514E-03	235.981219	
1.14518E-03	242.455698	
1.14524E-03	253.142063	
1.14531E-03	266.852901	
1.14535E-03	275.648888	
1.14544E-03	292.897571	
1.14553E-03	311.606232	
1.14561E-03	329.87886	
1.14601E-03	416.509636	
1.14603E-03	419.868829	
1.14617E-03	449.462591	
1.14618E-03	451.303612	
1.14633E-03	478.94973	
1.14647E-03	501.157	
1.14648E-03	502.796207	
1.14657E-03	515.030218	
1.14658E-03	516.738582	
1.14666E-03	524.693792	
1.14669E-03	527.998632	
1.14676E-03	533.946853	
1.14679E-03	536.380745	
1.14686E-03	539.691062	
1.14690E-03	541.617881	
1.14700E-03	543.57211	
1.14701E-03	543.755994	
1.14712E-03	541.851583	
1.14717E-03	539.984375	
1.14723E-03	536.8561	
1.14727E-03	533.697287	
1.14733E-03	528.722023	
1.14737E-03	524.398732	
1.14744E-03	517.672654	
1.14750E-03	509.487555	
1.14755E-03	502.121974	
1.14762E-03	491.133804	
1.14767E-03	483.646734	
1.14778E-03	464.089612	
1.14781E-03	459.59609	
1.14794E-03	433.482614	
1.14797E-03	426.164344	
1.14845E-03	324.460971	
1.14855E-03	303.777707	
1.14857E-03	298.5449	
1.14867E-03	280.354969	
1.14870E-03	272.91359	
1.14880E-03	255.698374	
1.14883E-03	248.747393	
1.14893E-03	232.694271	
1.14896E-03	226.213906	
1.14902E-03	216.590936	
1.14907E-03	210.025696	
1.14912E-03	201.523053	
1.14917E-03	194.007617	
1.14922E-03	186.57318	
1.14928E-03	179.232726	
1.14934E-03	171.122601	
1.14939E-03	165.615582	
1.14946E-03	157.064969	
1.14949E-03	153.138754	
1.14958E-03	144.324526	
1.14960E-03	141.742505	
1.14969E-03	132.80693	
1.14978E-03	124.728812	
1.14981E-03	122.444927	
1.14988E-03	117.20769	
1.14991E-03	114.099388	
1.14997E-03	110.280223	
1.15002E-03	106.502331	
1.15006E-03	103.890481	
1.15012E-03	99.5859307	
1.15015E-03	97.9985175	
