E(MeV)	mcnp/Sm-150:1
4.869758E-05	149.4660034
4.872842E-05	132.8380737
4.875926E-05	119.2696381
4.879010E-05	107.9986572
4.882093E-05	98.50247955
4.885177E-05	90.40235901
4.888260E-05	83.42016602
4.891344E-05	77.34687805
4.894428E-05	72.02046204
4.900597E-05	63.14099121
4.906764E-05	56.06021118
4.912933E-05	50.30461884
4.919100E-05	45.55393219
4.925268E-05	41.58029175
4.931437E-05	38.21850967
4.937604E-05	35.34609985
4.943772E-05	32.86987305
4.949941E-05	30.71768951
4.956107E-05	28.83562088
4.962275E-05	27.17786026
4.968443E-05	25.7094593
4.980778E-05	23.2263298
4.993115E-05	21.20957184
5.005450E-05	19.54650497
5.017786E-05	18.15807343
5.030121E-05	16.98532295
5.042458E-05	15.98381805
5.054794E-05	15.12044716
5.067130E-05	14.36962318
5.079466E-05	13.71163273
5.091801E-05	13.13118839
5.104136E-05	12.61673069
5.116471E-05	12.15935707
5.141141E-05	11.37563801
5.165812E-05	10.72710514
5.190485E-05	10.18551826
5.215156E-05	9.727089882
5.239829E-05	9.334150314
5.264499E-05	8.993703842
5.289170E-05	8.695816994
5.313840E-05	8.432928085
5.338512E-05	8.199079514
5.363183E-05	7.989607334
5.387855E-05	7.800810814
5.412526E-05	7.630856037
5.461869E-05	7.33272171
5.511210E-05	7.078888416
5.560554E-05	6.86055994
5.609896E-05	6.670138359
5.659239E-05	6.502040386
5.708582E-05	6.352082729
5.757925E-05	6.217069626
5.807267E-05	6.094527245
5.856610E-05	5.982495308
5.905952E-05	5.879803658
6.004637E-05	5.696009636
6.103322E-05	5.535194397
6.202008E-05	5.392617702
6.300693E-05	5.264538288
6.399378E-05	5.148209572
6.498064E-05	5.04157877
6.596748E-05	4.943245888
6.794120E-05	4.766028404
6.991490E-05	4.609190941
7.188860E-05	4.468169212
7.386230E-05	4.339595795
7.583601E-05	4.221008301
7.780972E-05	4.110541344
7.978341E-05	4.006717682
8.175714E-05	3.908335447
8.373083E-05	3.81436944
8.570453E-05	3.723907232
8.767824E-05	3.636096478
8.965195E-05	3.550088167
9.162565E-05	3.464984655
9.359935E-05	3.379751682
9.557306E-05	3.293119669
9.754676E-05	3.203474045
9.853363E-05	3.156834364
9.952047E-05	3.108428001
1.005073E-04	3.057824612
1.014942E-04	3.004428625
1.024810E-04	2.947615623
1.029745E-04	2.91766572
1.034679E-04	2.886441231
1.039613E-04	2.853887558
1.044548E-04	2.819889545
1.049482E-04	2.784389973
1.054416E-04	2.747383356
1.059350E-04	2.709058762
1.061817E-04	2.689529181
1.064285E-04	2.669852972
1.066752E-04	2.650230169
1.069219E-04	2.630915165
1.071686E-04	2.612277746
1.074153E-04	2.594871998
1.076620E-04	2.579522371
1.079087E-04	2.567467213
1.081554E-04	2.560531139
1.084021E-04	2.561419964
1.085255E-04	2.56619072
1.086488E-04	2.574948788
1.087722E-04	2.588779688
1.088956E-04	2.609041214
1.090190E-04	2.637532473
1.091423E-04	2.676640987
1.092657E-04	2.729716063
1.093890E-04	2.801163912
1.095123E-04	2.89725399
1.096357E-04	3.026890039
1.097590E-04	3.202790976
1.098207E-04	3.314010143
1.098824E-04	3.445015907
1.099441E-04	3.600076914
1.100058E-04	3.784775257
1.100675E-04	4.006088734
1.101292E-04	4.273390293
1.101909E-04	4.598958492
1.102525E-04	4.998796463
1.103142E-04	5.498253822
1.103759E-04	6.131609917
1.104376E-04	6.954589844
1.104685E-04	7.464980125
1.104993E-04	8.061314583
1.105301E-04	8.769887924
1.105609E-04	9.625077248
1.105918E-04	10.68078041
1.106072E-04	11.30243206
1.106226E-04	12.00225258
1.106380E-04	12.79403019
1.106534E-04	13.69315338
1.106688E-04	14.71994209
1.106842E-04	15.89747238
1.106996E-04	17.25302505
1.107150E-04	18.82044029
1.107305E-04	20.64658928
1.107459E-04	22.75284767
1.107613E-04	25.20051003
1.107767E-04	28.04711342
1.107922E-04	31.38165092
1.108076E-04	35.23472595
1.108231E-04	39.7358017
1.108308E-04	42.23363876
1.108462E-04	47.81923294
1.108539E-04	50.92708206
1.108693E-04	57.84793091
1.108847E-04	65.81651306
1.108924E-04	70.23461151
1.109079E-04	80.04506683
1.109156E-04	85.43830872
1.109310E-04	97.28674316
1.109387E-04	103.7866898
1.109541E-04	118.020401
1.109772E-04	142.6930542
1.109926E-04	161.5275269
1.110080E-04	182.4143066
1.110235E-04	205.5209198
1.110389E-04	230.6731262
1.110543E-04	258.0183411
1.110697E-04	287.5489502
1.110851E-04	319.1820068
1.111160E-04	388.7223511
1.111623E-04	505.1314697
1.112085E-04	628.6958008
1.112471E-04	729.421814
1.112933E-04	835.4777222
1.113241E-04	891.2369385
1.113473E-04	922.8226929
1.113674E-04	941.9609375
1.114046E-04	955.5884399
1.114326E-04	946.6481934
1.114720E-04	907.2755737
1.115067E-04	849.8582764
1.115484E-04	759.2271118
1.116039E-04	617.9703369
1.116456E-04	508.686615
1.116871E-04	406.2029419
1.117149E-04	343.8493042
1.117287E-04	315.1967163
1.117426E-04	287.9848633
1.117704E-04	238.7329102
1.117982E-04	196.3590698
1.118260E-04	160.6085815
1.118399E-04	145.0586853
1.118537E-04	131.0627899
1.118676E-04	118.3430176
1.118815E-04	106.8994598
1.118953E-04	96.69869232
1.119092E-04	87.5218811
1.119231E-04	79.34309387
1.119370E-04	72.07231903
1.119509E-04	65.62304688
1.119648E-04	59.9131012
1.119787E-04	54.86521149
1.119926E-04	50.40744019
1.120065E-04	46.47338867
1.120204E-04	43.00232697
1.120342E-04	39.9637413
1.120481E-04	37.25556946
1.120620E-04	34.86116028
1.120759E-04	32.7431488
1.121037E-04	29.18891907
1.121314E-04	26.36734962
1.121592E-04	24.08473969
1.121870E-04	22.21522903
1.122148E-04	20.65866089
1.122426E-04	19.34375
1.122703E-04	18.21954727
1.122981E-04	17.23834991
1.123258E-04	16.3788681
1.123813E-04	14.92776299
1.124368E-04	13.74822044
1.124923E-04	12.76721573
1.125479E-04	11.93664169
1.126034E-04	11.22698021
1.126590E-04	10.6118927
1.127145E-04	10.07577801
1.127700E-04	9.60414505
1.128256E-04	9.185305595
1.128811E-04	8.812365532
1.129921E-04	8.176281929
1.131031E-04	7.654582977
1.132142E-04	7.219380856
1.133253E-04	6.852013111
1.134363E-04	6.538502693
1.135473E-04	6.268027306
1.136584E-04	6.032352924
1.137695E-04	5.825518608
1.138805E-04	5.64297533
1.139915E-04	5.480692387
1.141026E-04	5.335451126
1.143247E-04	5.086307049
1.145468E-04	4.879747868
1.147690E-04	4.706048012
1.149911E-04	4.558308601
1.152132E-04	4.431053162
1.154353E-04	4.32028389
1.156574E-04	4.222921848
1.158795E-04	4.136639595
1.161016E-04	4.059699535
1.163237E-04	3.990922213
1.167679E-04	3.871602297
1.172121E-04	3.771073818
1.176563E-04	3.685409069
1.181006E-04	3.611230612
1.185448E-04	3.546127796
1.189890E-04	3.488282442
1.194333E-04	3.436319113
1.198775E-04	3.389220238
1.203217E-04	3.346405506
1.212102E-04	3.270100355
1.220986E-04	3.203382015
1.229871E-04	3.144017458
1.238755E-04	3.090229034
1.247639E-04	3.040713072
1.256524E-04	2.994494915
1.265408E-04	2.950836182
1.274292E-04	2.909125566
1.283177E-04	2.868854046
1.292061E-04	2.829584599
1.300945E-04	2.790899277
1.309830E-04	2.752387524
1.318715E-04	2.713627338
1.327599E-04	2.674203634
1.332041E-04	2.654091597
1.336483E-04	2.633602619
1.340926E-04	2.612697124
1.345368E-04	2.591349363
1.349810E-04	2.569561958
1.354253E-04	2.547424793
1.356474E-04	2.536301374
1.358695E-04	2.525215626
1.360916E-04	2.514271259
1.363137E-04	2.503622532
1.365358E-04	2.493504286
1.367579E-04	2.484277248
1.369800E-04	2.476495266
1.372021E-04	2.471001863
1.374242E-04	2.469159365
1.375352E-04	2.470302105
1.376463E-04	2.473381996
1.377574E-04	2.478981972
1.378684E-04	2.48786068
1.379794E-04	2.501071215
1.380905E-04	2.520088434
1.382016E-04	2.54696393
1.383126E-04	2.584651709
1.384236E-04	2.637668848
1.384792E-04	2.672059059
1.385347E-04	2.713163614
1.385902E-04	2.762652397
1.386458E-04	2.822743893
1.387013E-04	2.896110058
1.387568E-04	2.986929893
1.388123E-04	3.101100922
1.388679E-04	3.248433113
1.389234E-04	3.444386005
1.389511E-04	3.568646908
1.389789E-04	3.717833996
1.390067E-04	3.899025917
1.390345E-04	4.122231007
1.390623E-04	4.401573181
1.390900E-04	4.753925323
1.391178E-04	5.206630707
1.391455E-04	5.788626194
1.391732E-04	6.544115067
1.391871E-04	7.004743099
1.392010E-04	7.530290127
1.392149E-04	8.129705429
1.392288E-04	8.812914848
1.392427E-04	9.589724541
1.392566E-04	10.47423744
1.392705E-04	11.47704792
1.392844E-04	12.61500835
1.392982E-04	13.89079475
1.393121E-04	15.34152222
1.393260E-04	16.97199821
1.393398E-04	18.78864861
1.393537E-04	20.83781052
1.393676E-04	23.1210537
1.393815E-04	25.6638813
1.393954E-04	28.47859001
1.394093E-04	31.58739853
1.394232E-04	35.01347733
1.394371E-04	38.76473618
1.394510E-04	42.86145782
1.394787E-04	52.11036682
1.395064E-04	62.85640717
1.395342E-04	75.18636322
1.395620E-04	89.01867676
1.395898E-04	104.2319107
1.396245E-04	124.8178101
1.396730E-04	155.4242859
1.397112E-04	179.6129303
1.397494E-04	202.3748322
1.397876E-04	222.177536
1.398258E-04	237.6342773
1.398639E-04	247.5213165
1.399041E-04	251.1400757
1.399286E-04	249.7637329
1.399559E-04	245.0973511
1.399793E-04	238.6177216
1.400074E-04	228.0959473
1.400541E-04	205.2417297
1.401102E-04	172.0744019
1.401942E-04	120.2112885
1.402129E-04	109.4127502
1.402503E-04	89.38468933
1.402690E-04	80.28656006
1.402877E-04	71.82661438
1.403063E-04	64.09503937
1.403250E-04	56.99777222
1.403437E-04	50.56042099
1.403624E-04	44.77584076
1.403810E-04	39.63311386
1.403997E-04	35.03976822
1.404184E-04	30.9929142
1.404371E-04	27.44443512
1.404557E-04	24.36448479
1.404744E-04	21.67698097
1.404931E-04	19.35296249
1.405118E-04	17.35710716
1.405305E-04	15.64340019
1.405492E-04	14.17887592
1.405679E-04	12.9271946
1.405866E-04	11.85986519
1.406053E-04	10.95005608
1.406239E-04	10.17850208
1.406426E-04	9.51577282
1.406613E-04	8.94780159
1.406800E-04	8.460457802
1.406986E-04	8.042115211
1.407173E-04	7.677192688
1.407360E-04	7.359817505
1.407547E-04	7.080980301
1.407921E-04	6.616876602
1.408295E-04	6.245960236
1.408669E-04	5.941989899
1.409042E-04	5.687571049
1.409415E-04	5.469865799
1.409789E-04	5.280258179
1.410162E-04	5.113711357
1.410536E-04	4.965335846
1.411284E-04	4.712400913
1.412032E-04	4.504461288
1.412779E-04	4.330539703
1.413526E-04	4.182733536
1.414274E-04	4.055521488
1.415021E-04	3.945243359
1.415768E-04	3.848642111
1.416516E-04	3.763255119
1.417263E-04	3.687433481
1.418758E-04	3.558376789
1.420253E-04	3.452625751
1.421747E-04	3.364427567
1.423242E-04	3.289669037
1.424737E-04	3.225538254
1.426232E-04	3.169893742
1.427726E-04	3.121150255
1.429221E-04	3.07802844
1.430716E-04	3.039634943
1.432211E-04	3.005192757
1.435201E-04	2.945590496
1.438190E-04	2.895443439
1.441180E-04	2.852551699
1.444169E-04	2.815315962
1.447159E-04	2.78249383
1.450148E-04	2.753242493
1.453138E-04	2.727017164
1.459117E-04	2.680990219
1.465096E-04	2.641320944
1.471075E-04	2.606478691
1.477054E-04	2.575237513
1.483033E-04	2.546880007
1.494991E-04	2.496033907
1.506949E-04	2.450693369
1.518907E-04	2.409241915
1.530865E-04	2.37055707
1.542823E-04	2.333963633
1.566740E-04	2.265004635
1.590656E-04	2.199856758
1.638488E-04	2.076009035
1.686321E-04	1.956358671
1.734154E-04	1.837997556
1.781987E-04	1.719081044
1.829820E-04	1.598226547
1.877653E-04	1.474213123
1.925486E-04	1.345814109
1.949402E-04	1.2795192
1.973318E-04	1.21147573
1.997234E-04	1.141407847
2.021151E-04	1.068948627
2.033109E-04	1.031666398
2.045067E-04	0.99353689
2.057025E-04	0.95449847
2.068983E-04	0.914473951
2.080941E-04	0.873455048
2.086920E-04	0.852611363
2.092899E-04	0.831584692
2.098878E-04	0.810518146
2.104857E-04	0.789645612
2.110836E-04	0.769362926
2.113826E-04	0.759680867
2.116815E-04	0.750554025
2.119805E-04	0.742214203
2.122794E-04	0.735033154
2.125784E-04	0.729552388
2.128773E-04	0.726575494
2.131763E-04	0.727337182
2.133258E-04	0.729749501
2.134753E-04	0.734015465
2.136248E-04	0.740643501
2.137742E-04	0.750281811
2.139237E-04	0.763833761
2.140732E-04	0.782520413
2.142227E-04	0.808057189
2.143721E-04	0.842864037
2.145216E-04	0.890558422
2.146711E-04	0.95666194
2.147458E-04	0.999146461
2.148206E-04	1.050009966
2.148953E-04	1.111225724
2.149700E-04	1.185708761
2.150448E-04	1.277506351
2.151195E-04	1.392332911
2.151942E-04	1.539696336
2.152690E-04	1.736059308
2.153064E-04	1.861346722
2.153438E-04	2.01197052
2.153811E-04	2.196334124
2.154185E-04	2.42690134
2.154558E-04	2.719482183
2.154932E-04	3.099525213
2.155305E-04	3.596296549
2.155492E-04	3.902390003
2.155679E-04	4.256402969
2.155866E-04	4.664291859
2.156053E-04	5.13700676
2.156240E-04	5.683705807
2.156427E-04	6.314110756
2.156614E-04	7.044224739
2.156801E-04	7.884606361
2.156988E-04	8.855340004
2.157174E-04	9.962833405
2.157361E-04	11.23943615
2.157548E-04	12.70425987
2.157735E-04	14.37183666
2.158044E-04	17.64333534
2.158202E-04	19.59500504
2.158295E-04	20.84300423
2.158482E-04	23.57713127
2.158669E-04	26.65058899
2.158856E-04	30.07383347
2.159043E-04	33.8794136
2.159230E-04	38.10242462
2.159417E-04	42.74349594
2.159604E-04	47.83201218
2.159790E-04	53.35448074
2.159977E-04	59.37868881
2.160164E-04	65.901474
2.160350E-04	72.83589935
2.160630E-04	84.19488525
2.161097E-04	105.3587189
2.161658E-04	133.7884979
2.162686E-04	189.2508087
2.163153E-04	212.8246307
2.163714E-04	236.8299408
2.164274E-04	253.8567963
2.164868E-04	262.2677917
2.165264E-04	261.8211975
2.165596E-04	257.6982727
2.165901E-04	251.057724
2.166267E-04	239.7843628
2.166694E-04	222.8016052
2.167426E-04	187.0437469
2.168036E-04	154.3802185
2.168768E-04	116.3367004
2.169012E-04	104.5887909
2.169500E-04	83.14381409
2.169744E-04	73.56416321
2.169988E-04	64.76480103
2.170232E-04	56.78630066
2.170476E-04	49.58681488
2.170720E-04	43.16916275
2.170964E-04	37.48206711
2.171208E-04	32.48033524
2.171452E-04	28.10492134
2.171696E-04	24.31796837
2.171940E-04	21.05413628
2.172184E-04	18.25743866
2.172428E-04	15.86932182
2.172672E-04	13.84745026
2.172916E-04	12.13884926
2.173160E-04	10.69961357
2.173404E-04	9.490153313
2.173648E-04	8.475258827
2.173892E-04	7.624016762
2.174136E-04	6.909591675
2.174380E-04	6.30894804
2.174624E-04	5.802497864
2.174868E-04	5.37375021
2.175112E-04	5.009581089
2.175356E-04	4.697169304
2.175600E-04	4.427883148
